wind_speed,Nordex N100 Gamma
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,3.0
3.01,3.7774190398934135
3.02,4.557515713732714
3.03,5.340333335110775
3.04,6.125915217620607
3.05,6.9143046748550825
3.06,7.705545020407211
3.07,8.499679567869869
3.08,9.296751630836065
3.09,10.096804522898667
3.1,10.899881557650696
3.11,11.706026048685017
3.12,12.515281309594643
3.13,13.327690653972448
3.14,14.14329739541144
3.15,14.962144847504492
3.16,15.784276323844615
3.17,16.60973513802469
3.18,17.43856460363772
3.19,18.27080803427657
3.2,19.106508743534267
3.21,19.94571004500368
3.22,20.788455252277807
3.23,21.634787678949525
3.24,22.48475063861186
3.25,23.33838744485767
3.26,24.195741411279933
3.27,25.05685585147163
3.28,25.92177407902563
3.29,26.790539407534958
3.3,27.66319515059245
3.31,28.53978462179116
3.32,29.42035113472393
3.33,30.3049380029838
3.34,31.193588540163606
3.35,32.08634605985639
3.36,32.983253875655
3.37,33.884355301152475
3.38,34.78969364994166
3.39,35.699312235615594
3.4,36.61325437176712
3.41,37.53156337198927
3.42,38.4542825498749
3.43,39.38145521901704
3.44,40.31312469300854
3.45,41.24933428544245
3.46,42.19012730991159
3.47,43.13554708000901
3.48,44.08563690932757
3.49,45.04044011146027
3.5,46.0
3.51,46.964359888539725
3.52,47.93356309067244
3.53,48.907652919990994
3.54,49.88667269008842
3.55,50.87066571455756
3.56,51.85967530699145
3.57,52.85374478098296
3.58,53.85291745012511
3.59,54.85723662801073
3.6,55.86674562823289
3.61,56.88148776438441
3.62,57.901506350058334
3.63,58.926844698847525
3.64,59.957546124345
3.65,60.993653940143616
3.66,62.0352114598364
3.67,63.08226199701621
3.68,64.13484886527607
3.69,65.19301537820884
3.7,66.25680484940756
3.71,67.32626059246505
3.72,68.40142592097436
3.73,69.48234414852837
3.74,70.56905858872008
3.75,71.66161255514234
3.76,72.76004936138814
3.77,73.86441232105048
3.78,74.97474474772221
3.79,76.09108995499635
3.8,77.21349125646572
3.81,78.34199196572342
3.82,79.47663539636228
3.83,80.6174648619753
3.84,81.76452367615539
3.85,82.91785515249552
3.86,84.07750260458855
3.87,85.24350934602757
3.88,86.41591869040533
3.89,87.59477395131499
3.9,88.7801184423493
3.91,89.97199547710134
3.92,91.17044836916394
3.93,92.37552043213014
3.94,93.58725497959276
3.95,94.80569532514494
3.96,96.0308847823794
3.97,97.26286666488924
3.98,98.50168428626728
3.99,99.7473809601066
4.0,101.0
4.01,102.25956540594755
4.02,103.52602392357748
4.03,104.7993029849252
4.04,106.07933002202576
4.05,107.36603246691456
4.06,108.65933775162694
4.07,109.95917330819825
4.08,111.26546656866356
4.09,112.57814496505831
4.1,113.89713592941776
4.11,115.22236689377736
4.12,116.55376529017208
4.13,117.8912585506374
4.14,119.2347741072086
4.15,120.58423939192106
4.16,121.93958183680988
4.17,123.30072887391046
4.18,124.66760793525806
4.19,126.04014645288812
4.2,127.41827185883568
4.21,128.80191158513614
4.22,130.19099306382478
4.23,131.58544372693703
4.24,132.985191006508
4.25,134.390162334573
4.26,135.80028514316734
4.27,137.21548686432646
4.28,138.63569493008555
4.29,140.06083677247975
4.3,141.49083982354452
4.31,142.92563151531508
4.32,144.3651392798269
4.33,145.80929054911502
4.34,147.2580127552148
4.35,148.71123333016158
4.36,150.16887970599078
4.37,151.6308793147374
4.38,153.09715958843685
4.39,154.56764795912449
4.4,156.04227185883568
4.41,157.5209587196055
4.42,159.00363597346933
4.43,160.49023105246246
4.44,161.98067138862038
4.45,163.47488441397803
4.46,164.97279756057088
4.47,166.47433826043414
4.48,167.97943394560338
4.49,169.48801204811355
4.5,171.0
4.51,172.51537848766992
4.52,174.0343412150174
4.53,175.55713514030842
4.54,177.08400722180863
4.55,178.61520441778404
4.56,180.15097368650055
4.57,181.69156198622423
4.58,183.2372162752207
4.59,184.788183511756
4.6,186.34471065409585
4.61,187.90704466050656
4.62,189.47543248925356
4.63,191.0501210986029
4.64,192.6313574468205
4.65,194.21938849217244
4.66,195.81446119292423
4.67,197.41682250734203
4.68,199.02671939369165
4.69,200.64439881023907
4.7,202.2701077152501
4.71,203.90409306699053
4.72,205.5466018237265
4.73,207.19788094372385
4.74,208.85817738524824
4.75,210.52773810656572
4.76,212.20681006594228
4.77,213.8956402216436
4.78,215.594475531936
4.79,217.3035629550848
4.8,219.0231494493562
4.81,220.753481973016
4.82,222.4948074843304
4.83,224.2473729415649
4.84,226.01142530298543
4.85,227.7872115268581
4.86,229.5749785714488
4.87,231.37497339502315
4.88,233.18744295584725
4.89,235.01263421218692
4.9,236.85079412230832
4.91,238.70216964447687
4.92,240.5670077369588
4.93,242.44555535801987
4.94,244.3380594659262
4.95,246.2447670189433
4.96,248.16592497533733
4.97,250.10178029337408
4.98,252.05257993131963
4.99,254.0185708474396
5.0,256.0
5.01,257.9970645296292
5.02,260.0097623064057
5.03,262.03804138277053
5.04,264.08184981116426
5.05,266.1411356440279
5.06,268.2158469338025
5.07,270.30593173292897
5.08,272.4113380938481
5.09,274.53201406900064
5.1,276.66790771082793
5.11,278.81896707177066
5.12,280.98514020426967
5.13,283.1663751607659
5.14,285.3626199937001
5.15,287.57382275551385
5.16,289.79993149864725
5.17,292.0408942755416
5.18,294.2966591386376
5.19,296.56717414037666
5.2,298.8523873331991
5.21,301.152246769546
5.22,303.4667005018584
5.23,305.79569658257736
5.24,308.1391830641433
5.25,310.4971079989975
5.26,312.8694194395806
5.27,315.2560654383339
5.28,317.65699404769816
5.29,320.0721533201141
5.3,322.5014913080227
5.31,324.94495606386494
5.32,327.40249564008195
5.33,329.87405808911416
5.34,332.35959146340275
5.35,334.8590438153887
5.36,337.3723631975128
5.37,339.8994976622159
5.38,342.4403952619389
5.39,344.995004049123
5.4,347.563272076209
5.41,350.1451473956374
5.42,352.74057805984967
5.43,355.34951212128624
5.44,357.9718976323886
5.45,360.607682645597
5.46,363.2568152133528
5.47,365.9192433880966
5.48,368.59491522227
5.49,371.2837787683129
5.5,373.9857820786668
5.51,376.7008732057725
5.52,379.4290002020709
5.53,382.1701111200032
5.54,384.9241540120098
5.55,387.691076930532
5.56,390.4708279280104
5.57,393.2633550568863
5.58,396.06860636960016
5.59,398.8865299185931
5.6,401.7170737563061
5.61,404.5601859351802
5.62,407.415814507656
5.63,410.2839075261744
5.64,413.1644130431764
5.65,416.0572791111033
5.66,418.96245378239536
5.67,421.8798851094938
5.68,424.8095211448396
5.69,427.75130994087374
5.7,430.7051995500367
5.71,433.6711380247697
5.72,436.6490734175137
5.73,439.6389537807096
5.74,442.6407271667982
5.75,445.65434162822027
5.76,448.679745217417
5.77,451.716885986829
5.78,454.765711988898
5.79,457.8261712760637
5.8,460.8982119007677
5.81,463.9817819154507
5.82,467.0768293725542
5.83,470.1833023245183
5.84,473.3011488237841
5.85,476.4303169227927
5.86,479.5707546739852
5.87,482.722410129802
5.88,485.8852313426842
5.89,489.059166365073
5.9,492.2441632494092
5.91,495.4401700481333
5.92,498.6471348136865
5.93,501.8650055985098
5.94,505.0937304550443
5.95,508.33325743573033
5.96,511.58353459300906
5.97,514.8445099793216
5.98,518.1161316471089
5.99,521.3983476488113
6.0,524.6911060368701
6.01,527.9943548637264
6.02,531.3080421818206
6.03,534.6321160435945
6.04,537.9665245014879
6.05,541.3112156079422
6.06,544.6661374153986
6.07,548.0312379762978
6.08,551.4064653430805
6.09,554.7917675681878
6.1,558.1870927040604
6.11,561.59238880314
6.12,565.0076039178663
6.13,568.4326861006809
6.14,571.8675834040247
6.15,575.3122438803388
6.16,578.7666155820634
6.17,582.23064656164
6.18,585.7042848715092
6.19,589.1874785641126
6.2,592.6801756918902
6.21,596.1823243072832
6.22,599.6938724627324
6.23,603.2147682106795
6.24,606.7449596035646
6.25,610.2843946938287
6.26,613.8330215339128
6.27,617.3907881762577
6.28,620.9576426733051
6.29,624.5335330774946
6.3,628.118407441268
6.31,631.7122138170658
6.32,635.3149002573297
6.33,638.9264148144995
6.34,642.5467055410165
6.35,646.1757204893219
6.36,649.8134077118566
6.37,653.4597152610612
6.38,657.1145911893766
6.39,660.7779835492439
6.4,664.4498403931042
6.41,668.1301097733981
6.42,671.8187397425664
6.43,675.5156783530501
6.44,679.2208736572908
6.45,682.9342737077283
6.46,686.6558265568042
6.47,690.3854802569589
6.48,694.1231828606343
6.49,697.8688824202701
6.5,701.6225269883079
6.51,705.3840646171884
6.52,709.1534433593527
6.53,712.9306112672419
6.54,716.7155163932963
6.55,720.508106789957
6.56,724.308330509665
6.57,728.1161356048616
6.58,731.931470127987
6.59,735.7542821314826
6.6,739.584519667789
6.61,743.4221307893475
6.62,747.2670635485987
6.63,751.1192659979835
6.64,754.9786861899428
6.65,758.845272176918
6.66,762.7189720113494
6.67,766.5997337456779
6.68,770.4875054323448
6.69,774.382235123791
6.7,778.2838708724571
6.71,782.192360730784
6.72,786.1076527512131
6.73,790.0296949861851
6.74,793.9584354881405
6.75,797.8938223095204
6.76,801.8358035027659
6.77,805.7843271203176
6.78,809.7393412146174
6.79,813.7007938381049
6.8,817.6686330432213
6.81,821.6428068824081
6.82,825.6232634081061
6.83,829.6099506727556
6.84,833.6028167287981
6.85,837.6018096286741
6.86,841.6068774248249
6.87,845.6179681696912
6.88,849.6350299157136
6.89,853.6580107153336
6.9,857.6868586209921
6.91,861.7215216851295
6.92,865.7619479601868
6.93,869.8080854986054
6.94,873.8598823528258
6.95,877.9172865752888
6.96,881.9802462184357
6.97,886.0487093347069
6.98,890.1226239765441
6.99,894.2019381963873
7.0,898.286600046678
7.01,902.3765575798571
7.02,906.471758848365
7.03,910.5721519046436
7.04,914.6776848011328
7.05,918.7883055902736
7.06,922.9039623245076
7.07,927.0246030562754
7.08,931.1501758380176
7.09,935.2806287221752
7.1,939.4159097611896
7.11,943.5559670075012
7.12,947.7007485135508
7.13,951.8502023317797
7.14,956.0042765146286
7.15,960.1629191145388
7.16,964.3260781839508
7.17,968.4937017753056
7.18,972.6657379410436
7.19,976.842134733607
7.2,981.0228402054356
7.21,985.2078024089708
7.22,989.396969396653
7.23,993.590289220924
7.24,997.7877099342236
7.25,1001.9891795889936
7.26,1006.1946462376744
7.27,1010.404057932707
7.28,1014.617362726533
7.29,1018.8345086715922
7.3,1023.055443820326
7.31,1027.2801162251756
7.32,1031.5084739385818
7.33,1035.740465012985
7.34,1039.9760375008264
7.35,1044.2151394545472
7.36,1048.4577189265883
7.37,1052.7037239693902
7.38,1056.953102635394
7.39,1061.20580297704
7.4,1065.4617730467708
7.41,1069.7209608970256
7.42,1073.983314580246
7.43,1078.2487821488726
7.44,1082.5173116553474
7.45,1086.7888511521096
7.46,1091.0633486916013
7.47,1095.340752326263
7.48,1099.6210101085364
7.49,1103.904070090861
7.5,1108.1898803256786
7.51,1112.4783888654297
7.52,1116.7695437625557
7.53,1121.0632930694974
7.54,1125.3595848386956
7.55,1129.6583671225906
7.56,1133.959587973624
7.57,1138.2631954442372
7.58,1142.5691375868698
7.59,1146.877362453964
7.6,1151.1878180979595
7.61,1155.5004525712984
7.62,1159.8152139264207
7.63,1164.1320502157678
7.64,1168.45090949178
7.65,1172.7717398068994
7.66,1177.094489213566
7.67,1181.4191057642206
7.68,1185.7455375113043
7.69,1190.073732507259
7.7,1194.4036388045238
7.71,1198.7352044555407
7.72,1203.0683775127502
7.73,1207.403106028594
7.74,1211.7393380555122
7.75,1216.0770216459457
7.76,1220.416104852336
7.77,1224.7565357271235
7.78,1229.0982623227496
7.79,1233.4412326916547
7.8,1237.7853948862794
7.81,1242.1306969590655
7.82,1246.4770869624542
7.83,1250.824512948885
7.84,1255.1729229707998
7.85,1259.5222650806388
7.86,1263.8724873308445
7.87,1268.2235377738557
7.88,1272.5753644621143
7.89,1276.9279154480614
7.9,1281.281138784138
7.91,1285.6349825227844
7.92,1289.9893947164414
7.93,1294.344323417551
7.94,1298.6997166785536
7.95,1303.0555225518892
7.96,1307.4116890900002
7.97,1311.7681643453257
7.98,1316.124896370309
7.99,1320.4818332173888
8.0,1324.838922939007
8.01,1329.1961135876047
8.02,1333.5533532156223
8.03,1337.910589875501
8.04,1342.2677716196818
8.05,1346.6248465006058
8.06,1350.9817625707133
8.07,1355.3384678824448
8.08,1359.6949104882424
8.09,1364.0510384405463
8.1,1368.4067997917978
8.11,1372.7621425944374
8.12,1377.1170149009065
8.13,1381.4713647636456
8.14,1385.8251402350957
8.15,1390.1782893676975
8.16,1394.5307602138926
8.17,1398.8825008261217
8.18,1403.2334592568243
8.19,1407.5835835584433
8.2,1411.932821783418
8.21,1416.281121984192
8.22,1420.628432213203
8.23,1424.9747005228935
8.24,1429.319874965704
8.25,1433.6639035940757
8.26,1438.0067344604483
8.27,1442.3483156172645
8.28,1446.688595116965
8.29,1451.0275210119894
8.3,1455.3650413547807
8.31,1459.701104197777
8.32,1464.0356575934215
8.33,1468.368649594154
8.34,1472.7000282524154
8.35,1477.0297416206474
8.36,1481.3577377512906
8.37,1485.683964696785
8.38,1490.008370509574
8.39,1494.3309032420952
8.4,1498.651510946792
8.41,1502.9701416761034
8.42,1507.2867434824718
8.43,1511.6012644183372
8.44,1515.9136525361414
8.45,1520.2238558883246
8.46,1524.5318225273288
8.47,1528.8375005055934
8.48,1533.1408378755596
8.49,1537.4417826896693
8.5,1541.7402830003618
8.51,1546.0362868600796
8.52,1550.329742321263
8.53,1554.620597436353
8.54,1558.9088002577903
8.55,1563.1942988380167
8.56,1567.4770412294713
8.57,1571.7569754845963
8.58,1576.0340496558324
8.59,1580.3082117956203
8.6,1584.579409956401
8.61,1588.8475921906158
8.62,1593.1127065507053
8.63,1597.374701089111
8.64,1601.6335238582726
8.65,1605.8891229106312
8.66,1610.1414462986286
8.67,1614.390442074705
8.68,1618.636058291302
8.69,1622.8782430008596
8.7,1627.1169442558194
8.71,1631.3521101086226
8.72,1635.583688611709
8.73,1639.8116278175196
8.74,1644.0358757784966
8.75,1648.2563805470795
8.76,1652.4730901757102
8.77,1656.6859527168294
8.78,1660.894916222877
8.79,1665.0999287462955
8.8,1669.3009383395256
8.81,1673.4978930550074
8.82,1677.6907409451817
8.83,1681.8794300624895
8.84,1686.063908459373
8.85,1690.2441241882707
8.86,1694.4200253016256
8.87,1698.5915598518782
8.88,1702.7586758914697
8.89,1706.9213214728395
8.9,1711.0794446484297
8.91,1715.2329934706809
8.92,1719.381915992034
8.93,1723.52616026493
8.94,1727.6656743418098
8.95,1731.8004062751145
8.96,1735.9303041172857
8.97,1740.055315920762
8.98,1744.1753897379865
8.99,1748.2904736213986
9.0,1752.4005156234407
9.01,1756.5054637965527
9.02,1760.6052661931758
9.03,1764.6998708657509
9.04,1768.7892258667184
9.05,1772.8732792485212
9.06,1776.9519790635973
9.07,1781.0252733643892
9.08,1785.0931102033385
9.09,1789.1554376328843
9.1,1793.2122037054687
9.11,1797.263356473532
9.12,1801.3088439895162
9.13,1805.3486143058617
9.14,1809.3826154750084
9.15,1813.4107955493985
9.16,1817.433102581472
9.17,1821.4494846236703
9.18,1825.4598897284343
9.19,1829.464265948205
9.2,1833.462561335423
9.21,1837.4547239425297
9.22,1841.4407018219656
9.23,1845.420443026172
9.24,1849.393895607588
9.25,1853.3610076186571
9.26,1857.321727111819
9.27,1861.276002139514
9.28,1865.2237807541849
9.29,1869.1650110082703
9.3,1873.099640954214
9.31,1877.0276186444544
9.32,1880.948892131432
9.33,1884.86340946759
9.34,1888.771118705368
9.35,1892.6719678972063
9.36,1896.5659050955476
9.37,1900.4528783528312
9.38,1904.3328357215
9.39,1908.205725253992
9.4,1912.0714950027495
9.41,1915.9300930202144
9.42,1919.7814673588268
9.43,1923.6255660710272
9.44,1927.4623372092567
9.45,1931.2917288259569
9.46,1935.113688973568
9.47,1938.928165704531
9.48,1942.735107071287
9.49,1946.5344611262767
9.5,1950.3261759219413
9.51,1954.1101995107213
9.52,1957.8864799450585
9.53,1961.654965277392
9.54,1965.4156035601643
9.55,1969.1683428458168
9.56,1972.913131186789
9.57,1976.649916635522
9.58,1980.3786472444576
9.59,1984.099271066036
9.6,1987.8117361526968
9.61,1991.515990556884
9.62,1995.2119823310363
9.63,1998.8996595275955
9.64,2002.578970199002
9.65,2006.249862397697
9.66,2009.9122841761205
9.67,2013.566183586715
9.68,2017.2115086819203
9.69,2020.8482075141771
9.7,2024.476228135928
9.71,2028.095518599612
9.72,2031.706026957671
9.73,2035.3077012625456
9.74,2038.9004895666767
9.75,2042.4843399225056
9.76,2046.059200382472
9.77,2049.6250189990187
9.78,2053.1817438245853
9.79,2056.7293229116126
9.8,2060.2677043125423
9.81,2063.796836079815
9.82,2067.316666265872
9.83,2070.8271429231527
9.84,2074.328214104099
9.85,2077.8198278611526
9.86,2081.301932246753
9.87,2084.774475313343
9.88,2088.237405113362
9.89,2091.690669699251
9.9,2095.1342171234505
9.91,2098.5679954384022
9.92,2101.9919526965477
9.93,2105.406036950326
9.94,2108.81019625218
9.95,2112.204378654549
9.96,2115.5885322098748
9.97,2118.9626049705985
9.98,2122.32654498916
9.99,2125.6803003180007
10.0,2129.023819009561
10.01,2132.357049116284
10.02,2135.679938690608
10.03,2138.9924357849754
10.04,2142.2944884518265
10.05,2145.5860447436025
10.06,2148.867052712744
10.07,2152.137460411692
10.08,2155.397215892888
10.09,2158.646267208772
10.1,2161.8845624117853
10.11,2165.1120495543687
10.12,2168.328676688964
10.13,2171.5343918680105
10.14,2174.7291431439508
10.15,2177.912878569224
10.16,2181.0855461962724
10.17,2184.2470940775365
10.18,2187.397470265457
10.19,2190.536622812475
10.2,2193.6644997710314
10.21,2196.781049193568
10.22,2199.886219132524
10.23,2202.979957640341
10.24,2206.06221276946
10.25,2209.1329325723223
10.26,2212.1920651013684
10.27,2215.239558409039
10.28,2218.275360547776
10.29,2221.2994195700185
10.3,2224.31168352821
10.31,2227.3121004747886
10.32,2230.300618462197
10.33,2233.277185542876
10.34,2236.241749769266
10.35,2239.1942591938077
10.36,2242.134661868942
10.37,2245.0629058471104
10.38,2247.9789391807544
10.39,2250.8827099223136
10.4,2253.77416612423
10.41,2256.653255838942
10.42,2259.519927118894
10.43,2262.374128016525
10.44,2265.215806584276
10.45,2268.044910874588
10.46,2270.8613889399035
10.47,2273.665188832661
10.48,2276.4562586053016
10.49,2279.234546310268
10.5,2282.0
10.51,2284.752553636746
10.52,2287.492084821987
10.53,2290.2184570670124
10.54,2292.93153388311
10.55,2295.6311787815694
10.56,2298.3172552736773
10.57,2300.989626870723
10.58,2303.648157083996
10.59,2306.292709424783
10.6,2308.923147404375
10.61,2311.539334534059
10.62,2314.141134325124
10.63,2316.728410288859
10.64,2319.301025936551
10.65,2321.858844779491
10.66,2324.401730328965
10.67,2326.9295460962635
10.68,2329.442155592674
10.69,2331.9394223294858
10.7,2334.421209817987
10.71,2336.887381569467
10.72,2339.337801095213
10.73,2341.772331906514
10.74,2344.190837514659
10.75,2346.5931814309365
10.76,2348.979227166635
10.77,2351.348838233044
10.78,2353.701878141449
10.79,2356.0382104031423
10.8,2358.357698529411
10.81,2360.660206031544
10.82,2362.9455964208287
10.83,2365.213733208554
10.84,2367.4644799060093
10.85,2369.697700024483
10.86,2371.9132570752627
10.87,2374.1110145696384
10.88,2376.2908360188985
10.89,2378.45258493433
10.9,2380.596124827224
10.91,2382.721319208866
10.92,2384.828031590547
10.93,2386.916125483555
10.94,2388.985464399178
10.95,2391.035911848705
10.96,2393.067331343425
10.97,2395.079586394626
10.98,2397.0725405135954
10.99,2399.046057211624
11.0,2401.0
11.01,2402.9342505979776
11.02,2404.848763556684
11.03,2406.743511635209
11.04,2408.618467592647
11.05,2410.4736041880906
11.06,2412.308894180631
11.07,2414.12431032936
11.08,2415.9198253933705
11.09,2417.6954121317563
11.1,2419.451043303607
11.11,2421.1866916680174
11.12,2422.9023299840783
11.13,2424.597931010883
11.14,2426.273467507523
11.15,2427.9289122330915
11.16,2429.5642379466794
11.17,2431.17941740738
11.18,2432.7744233742865
11.19,2434.34922860649
11.2,2435.9038058630827
11.21,2437.438127903158
11.22,2438.952167485807
11.23,2440.445897370123
11.24,2441.919290315197
11.25,2443.372319080124
11.26,2444.8049564239936
11.27,2446.2171751058995
11.28,2447.6089478849326
11.29,2448.9802475201877
11.3,2450.331046770755
11.31,2451.661318395727
11.32,2452.9710351541976
11.33,2454.2601698052576
11.34,2455.528695108
11.35,2456.776583821517
11.36,2458.0038087049006
11.37,2459.210342517243
11.38,2460.3961580176383
11.39,2461.561227965177
11.4,2462.7055251189518
11.41,2463.829022238054
11.42,2464.9316920815786
11.43,2466.013507408615
11.44,2467.0744409782583
11.45,2468.1144655495987
11.46,2469.1335538817293
11.47,2470.131678733743
11.48,2471.1088128647307
11.49,2472.0649290337856
11.5,2473.0
11.51,2473.914043971342
11.52,2474.807260951277
11.53,2475.6798963921487
11.54,2476.532195746298
11.55,2477.364404466068
11.56,2478.1767680038
11.57,2478.9695318118365
11.58,2479.74294134252
11.59,2480.497242048192
11.6,2481.2326793811944
11.61,2481.94949879387
11.62,2482.6479457385603
11.63,2483.3282656676083
11.64,2483.9907040333555
11.65,2484.635506288144
11.66,2485.2629178843163
11.67,2485.8731842742136
11.68,2486.4665509101787
11.69,2487.0432632445536
11.7,2487.603566729681
11.71,2488.147706817902
11.72,2488.675928961559
11.73,2489.1884786129945
11.74,2489.68560122455
11.75,2490.1675422485678
11.76,2490.6345471373907
11.77,2491.0868613433604
11.78,2491.5247303188185
11.79,2491.948399516107
11.8,2492.35811438757
11.81,2492.754120385547
11.82,2493.1366629623817
11.83,2493.5059875704155
11.84,2493.862339661991
11.85,2494.2059646894504
11.86,2494.5371081051344
11.87,2494.856015361387
11.88,2495.162931910549
11.89,2495.458103204964
11.9,2495.7417746969727
11.91,2496.014191838917
11.92,2496.275600083141
11.93,2496.526244881984
11.94,2496.7663716877905
11.95,2496.9962259529016
11.96,2497.216053129659
11.97,2497.4260986704057
11.98,2497.626608027483
11.99,2497.817826653234
12.0,2498.0
12.01,2498.1733655166568
12.02,2498.338128638209
12.03,2498.494486796198
12.04,2498.642637422161
12.05,2498.78277794764
12.06,2498.915105804171
12.07,2499.039818423295
12.08,2499.157113236552
12.09,2499.26718767548
12.1,2499.3702391716165
12.11,2499.466465156504
12.12,2499.556063061681
12.13,2499.6392303186844
12.14,2499.716164359056
12.15,2499.7870626143344
12.16,2499.8521225160584
12.17,2499.911541495768
12.18,2499.9655169850007
12.19,2500.0142464152973
12.2,2500.0579272181967
12.21,2500.096756825238
12.22,2500.13093266796
12.23,2500.160652177903
12.24,2500.186112786605
12.25,2500.2075119256065
12.26,2500.225047026446
12.27,2500.2389155206624
12.28,2500.249314839796
12.29,2500.2564424153843
12.3,2500.2604956789687
12.31,2500.261672062087
12.32,2500.260168996278
12.33,2500.256183913082
12.34,2500.2499142440383
12.35,2500.241557420685
12.36,2500.2313108745625
12.37,2500.2193720372093
12.38,2500.2059383401656
12.39,2500.1912072149694
12.4,2500.1753760931606
12.41,2500.158642406278
12.42,2500.141203585861
12.43,2500.1232570634493
12.44,2500.105000270582
12.45,2500.086630638798
12.46,2500.068345599636
12.47,2500.0503425846364
12.48,2500.0328190253376
12.49,2500.015972353279
12.5,2500.0
12.51,2499.9850619620333
12.52,2499.971168495887
12.53,2499.958292423061
12.54,2499.946406565057
12.55,2499.9354837433752
12.56,2499.9254967795173
12.57,2499.916418494984
12.58,2499.9082217112764
12.59,2499.900879249895
12.6,2499.8943639323406
12.61,2499.888648580116
12.62,2499.88370601472
12.63,2499.8795090576546
12.64,2499.876030530421
12.65,2499.8732432545203
12.66,2499.871120051452
12.67,2499.869633742718
12.68,2499.868757149821
12.69,2499.868463094259
12.7,2499.8687243975346
12.71,2499.869513881148
12.72,2499.870804366601
12.73,2499.8725686753955
12.74,2499.874779629029
12.75,2499.877410049006
12.76,2499.8804327568264
12.77,2499.8838205739908
12.78,2499.887546322
12.79,2499.891582822355
12.8,2499.895902896558
12.81,2499.900479366109
12.82,2499.905285052508
12.83,2499.910292777258
12.84,2499.915475361858
12.85,2499.920805627811
12.86,2499.9262563966163
12.87,2499.9318004897755
12.88,2499.93741072879
12.89,2499.9430599351604
12.9,2499.9487209303875
12.91,2499.9543665359724
12.92,2499.959969573417
12.93,2499.96550286422
12.94,2499.9709392298846
12.95,2499.9762514919103
12.96,2499.981412471798
12.97,2499.9863949910514
12.98,2499.9911718711683
12.99,2499.995715933651
13.0,2500.0
13.01,2500.00400263521
13.02,2500.007725378244
13.03,2500.01117551156
13.04,2500.0143603176134
13.05,2500.017287078862
13.06,2500.019963077763
13.07,2500.0223955967717
13.08,2500.0245919183467
