wind_speed,Wincon W755/48
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,5.8
3.01,5.942091300746503
3.02,6.083818280235649
3.03,6.225213679717574
3.04,6.366310240442442
3.05,6.507140703660391
3.06,6.647737810621583
3.07,6.7881343025761565
3.08,6.9283629207742745
3.09,7.0684564064660735
3.1,7.208447500901717
3.11,7.348368945331343
3.12,7.488253481005115
3.13,7.62813384917317
3.14,7.768042791085668
3.15,7.908013047992751
3.16,8.04807736114458
3.17,8.188268471791295
3.18,8.328619121183054
3.19,8.46916205057
3.2,8.60993000120229
3.21,8.750955714330068
3.22,8.892271931203494
3.23,9.033911393072705
3.24,9.175906841187864
3.25,9.31829101679911
3.26,9.4610966611566
3.27,9.604356515510489
3.28,9.748103321110912
3.29,9.89236981920804
3.3,10.037188751052
3.31,10.182592857892963
3.32,10.328614880981066
3.33,10.475287561566468
3.34,10.62264364089931
3.35,10.770715860229751
3.36,10.919536960807935
3.37,11.06913968388402
3.38,11.219556770708149
3.39,11.370820962530477
3.4,11.52296500060114
3.41,11.676021626170316
3.42,11.83002358048813
3.43,11.985003604804746
3.44,12.140994440370305
3.45,12.298028828434967
3.46,12.456139510248876
3.47,12.615359227062186
3.48,12.77572072012504
3.49,12.937256730687595
3.5,13.1
3.51,13.263983269312403
3.52,13.42923927987496
3.53,13.595800772937816
3.54,13.76370048975113
3.55,13.932971171565034
3.56,14.103645559629696
3.57,14.275756395195252
3.58,14.449336419511871
3.59,14.624418373829686
3.6,14.80103499939886
3.61,14.979219037469525
3.62,15.159003229291857
3.63,15.340420316115978
3.64,15.523503039192068
3.65,15.708284139770248
3.66,15.894796359100692
3.67,16.083072438433533
3.68,16.273145119018935
3.69,16.46504714210704
3.7,16.658811248948002
3.71,16.854470180791964
3.72,17.052056678889087
3.73,17.251603484489515
3.74,17.453143338843404
3.75,17.656708983200893
3.76,17.862333158812135
3.77,18.07004860692729
3.78,18.27988806879651
3.79,18.491884285669936
3.8,18.706069998797705
3.81,18.922477949430004
3.82,19.141140878816948
3.83,19.362091528208705
3.84,19.585362638855425
3.85,19.81098695200725
3.86,20.03899720891433
3.87,20.269426150826835
3.88,20.502306518994885
3.89,20.73767105466866
3.9,20.975552499098285
3.91,21.21598359353393
3.92,21.458997079225725
3.93,21.704625697423847
3.94,21.952902189378413
3.95,22.20385929633961
3.96,22.45752975955756
3.97,22.71394632028243
3.98,22.973141719764357
3.99,23.2351486992535
4.0,23.5
4.01,23.767699622003864
4.02,24.03813660026449
4.03,24.31117122853116
4.04,24.58666380055305
4.05,24.86447461007946
4.06,25.144463950859624
4.07,25.42649211664282
4.08,25.71041940117825
4.09,25.99610609821517
4.1,26.28341250150285
4.11,26.57219890479056
4.12,26.86232560182748
4.13,27.153652886362902
4.14,27.44604105214608
4.15,27.739350392926266
4.16,28.03344120245267
4.17,28.32817377447457
4.18,28.62340840274121
4.19,28.91900538100186
4.2,29.214825003005725
4.21,29.51072756250208
4.22,29.806573353240164
4.23,30.10222266896925
4.24,30.39753580343855
4.25,30.69237305039733
4.26,30.98659470359483
4.27,31.28006105678033
4.28,31.572632403703054
4.29,31.86416903811224
4.3,32.15453125375715
4.31,32.443579344387025
4.32,32.73117360375115
4.33,33.01717432559872
4.34,33.301441803679
4.35,33.58383633174125
4.36,33.86421820353473
4.37,34.14244771280867
4.38,34.4183851533123
4.39,34.6918908187949
4.4,34.96282500300573
4.41,35.23104799969399
4.42,35.496420102608965
4.43,35.75880160549988
4.44,36.018052802116046
4.45,36.27403398620662
4.46,36.52660545152089
4.47,36.77562749180812
4.48,37.02096040081757
4.49,37.26246447229844
4.5,37.5
4.51,37.7334766426721
4.52,37.96300151906702
4.53,38.1887311129376
4.54,38.41082190803667
4.55,38.6294303881171
4.56,38.84471303693174
4.57,39.0568263382335
4.58,39.26592677577516
4.59,39.47217083330961
4.6,39.67571499458969
4.61,39.8767157433683
4.62,40.07532956339825
4.63,40.2717129384324
4.64,40.46602235222359
4.65,40.658414288524746
4.66,40.84904523108865
4.67,41.03807166366818
4.68,41.2256500700162
4.69,41.41193693388558
4.7,41.59708873902913
4.71,41.781261969199726
4.72,41.964613108150246
4.73,42.14729863963355
4.74,42.32947504740243
4.75,42.5112988152098
4.76,42.69292642680849
4.77,42.87451436595138
4.78,43.05621911639132
4.79,43.23819716188112
4.8,43.42060498617368
4.81,43.603599073021854
4.82,43.7873359061785
4.83,43.97197196939645
4.84,44.15766374642857
4.85,44.34456772102772
4.86,44.532840376946766
4.87,44.72263819793852
4.88,44.914117667755896
4.89,45.10743527015171
4.9,45.30274748887884
4.91,45.50021080769012
4.92,45.699981710338406
4.93,45.90221668057657
4.94,46.10707220215748
4.95,46.31470475883395
4.96,46.525270834358864
4.97,46.73892691248506
4.98,46.95582947696543
4.99,47.17613501155278
5.0,47.4
5.01,47.62755350828135
5.02,47.85881493125685
5.03,48.09377624600796
5.04,48.33242942961608
5.05,48.57476645916262
5.06,48.82077931172906
5.07,49.07045996439683
5.08,49.32380039424735
5.09,49.58079257836204
5.1,49.84142849382236
5.11,50.10570011770976
5.12,50.37359942710561
5.13,50.6451183990914
5.14,50.92024901074854
5.15,51.198983239158494
5.16,51.48131306140266
5.17,51.76723045456247
5.18,52.056727395719385
5.19,52.349795861954846
5.2,52.64642783035024
5.21,52.94661527798702
5.22,53.25035018194665
5.23,53.557624519310565
5.24,53.86843026716014
5.25,54.182759402576856
5.26,54.500603902642126
5.27,54.82195574443741
5.28,55.14680690504415
5.29,55.47514936154373
5.3,55.80697509101762
5.31,56.14227607054724
5.32,56.481044277214046
5.33,56.82327168809944
5.34,57.16895028028488
5.35,57.51807203085178
5.36,57.87062891688161
5.37,58.22661291545575
5.38,58.58601600365567
5.39,58.94883015856281
5.4,59.31504735725861
5.41,59.68465957682445
5.42,60.05765879434182
5.43,60.43403698689211
5.44,60.81378613155682
5.45,61.19689820541731
5.46,61.583365185555046
5.47,61.97317904905147
5.48,62.36633177298804
5.49,62.76281533444612
5.5,63.16262171050719
5.51,63.56574287825266
5.52,63.97217081476399
5.53,64.38189749712265
5.54,64.79491490240997
5.55,65.21121500770745
5.56,65.63078979009654
5.57,66.05363122665867
5.58,66.47973129447522
5.59,66.90908197062765
5.6,67.3416752321974
5.61,67.77750305626596
5.62,68.21655741991468
5.63,68.65883030022502
5.64,69.1043136742784
5.65,69.55299951915632
5.66,70.00487981194014
5.67,70.45994652971132
5.68,70.9181916495513
5.69,71.37960714854151
5.7,71.84418500376337
5.71,72.31191719229835
5.72,72.78279569122783
5.73,73.25681247763333
5.74,73.7339595285962
5.75,74.21422882119788
5.76,74.69761233251984
5.77,75.18410203964349
5.78,75.67368991965036
5.79,76.16636794962169
5.8,76.66212810663906
5.81,77.16096236778387
5.82,77.6628627101376
5.83,78.16782111078157
5.84,78.67582954679732
5.85,79.18687999526621
5.86,79.70096443326975
5.87,80.21807483788929
5.88,80.73820318620632
5.89,81.26134145530226
5.9,81.7874816222586
5.91,82.31661566415666
5.92,82.84873555807792
5.93,83.38383328110382
5.94,83.92190081031585
5.95,84.46293012279538
5.96,85.00691319562384
5.97,85.55384200588267
5.98,86.10370853065339
5.99,86.6565047470173
6.0,87.2122226320559
6.01,87.7708541628506
6.02,88.33239131648287
6.03,88.89682607003417
6.04,89.46415040058584
6.05,90.03435628521936
6.06,90.60743570101616
6.07,91.18338062505777
6.08,91.76218303442546
6.09,92.34383490620074
6.1,92.92832821746504
6.11,93.51565494529989
6.12,94.10580706678654
6.13,94.69877655900656
6.14,95.2945553990413
6.15,95.8931355639723
6.16,96.49450903088088
6.17,97.0986677768485
6.18,97.70560377895664
6.19,98.31530901428678
6.2,98.92777545992024
6.21,99.54299509293844
6.22,100.1609598904229
6.23,100.78166182945508
6.24,101.40509288711634
6.25,102.03124504048812
6.26,102.66011026665186
6.27,103.291680542689
6.28,103.92594784568108
6.29,104.56290415270932
6.3,105.20254144085528
6.31,105.84485168720036
6.32,106.48982686882611
6.33,107.1374589628138
6.34,107.78773994624493
6.35,108.44066179620091
6.36,109.0962164897633
6.37,109.75439600401334
6.38,110.4151923160326
6.39,111.07859740290245
6.4,111.7446032417044
6.41,112.41320180951976
6.42,113.08438508343004
6.43,113.75814504051668
6.44,114.43447365786118
6.45,115.11336291254482
6.46,115.79480478164908
6.47,116.47879124225544
6.48,117.16531427144544
6.49,117.85436584630028
6.5,118.5459379439015
6.51,119.24002254133052
6.52,119.93661161566888
6.53,120.63569714399792
6.54,121.33727110339905
6.55,122.0413254709537
6.56,122.74785222374337
6.57,123.45684333884952
6.58,124.16829079335348
6.59,124.88218656433672
6.6,125.5985226288807
6.61,126.31729096406688
6.62,127.0384835469766
6.63,127.76209235469138
6.64,128.4881093642926
6.65,129.21652655286178
6.66,129.94733589748026
6.67,130.68052937522944
6.68,131.41609896319088
6.69,132.15403663844597
6.7,132.89433437807608
6.71,133.6369841591627
6.72,134.38197795878727
6.73,135.12930775403126
6.74,135.878965521976
6.75,136.63094323970296
6.76,137.38523288429357
6.77,138.1418264328293
6.78,138.90071586239168
6.79,139.66189315006196
6.8,140.42535027292158
6.81,141.1910792080521
6.82,141.95907193253495
6.83,142.72932042345144
6.84,143.5018166578831
6.85,144.2765526129113
6.86,145.0535202656176
6.87,145.83271159308327
6.88,146.6141185723898
6.89,147.39773318061867
6.9,148.1835473948514
6.91,148.97155319216918
6.92,149.7617425496536
6.93,150.5541074443861
6.94,151.3486398534481
6.95,152.14533175392097
6.96,152.94417512288624
6.97,153.7451619374252
6.98,154.5482841746195
6.99,155.3535338115504
7.0,156.16090282529936
7.01,156.9703831929479
7.02,157.78196689157733
7.03,158.59564589826925
7.04,159.41141219010495
7.05,160.22925774416586
7.06,161.0491745375335
7.07,161.8711545472893
7.08,162.6951897505146
7.09,163.52127212429096
7.1,164.3493936456997
7.11,165.17954629182236
7.12,166.01172203974025
7.13,166.84591286653486
7.14,167.68211074928766
7.15,168.52030766508014
7.16,169.36049559099354
7.17,170.20266650410946
7.18,171.04681238150926
7.19,171.89292520027448
7.2,172.74099693748636
7.21,173.59101957022654
7.22,174.44298507557625
7.23,175.29688543061715
7.24,176.1527126124305
7.25,177.01045859809778
7.26,177.8701153647004
7.27,178.73167488931983
7.28,179.59512914903763
7.29,180.46047012093496
7.3,181.32768978209344
7.31,182.19678010959447
7.32,183.0677330805196
7.33,183.94054067194995
7.34,184.8151948609672
7.35,185.69168762465276
7.36,186.57001094008808
7.37,187.45015678435448
7.38,188.33211713453343
7.39,189.2158839677064
7.4,190.10144926095495
7.41,190.98880499136035
7.42,191.877943136004
7.43,192.76885567196732
7.44,193.66153457633203
7.45,194.5559718261792
7.46,195.4521593985905
7.47,196.3500892706473
7.48,197.24975341943107
7.49,198.15114382202307
7.5,199.05425245550487
7.51,199.959071296958
7.52,200.8655923234637
7.53,201.77380751210356
7.54,202.6837088399589
7.55,203.59528828411123
7.56,204.5085378216419
7.57,205.4234494296325
7.58,206.34001508516428
7.59,207.2582267653188
7.6,208.17807644717735
7.61,209.09955610782163
7.62,210.0226577243328
7.63,210.9473732737925
7.64,211.87369473328192
7.65,212.8016140798828
7.66,213.73112329067632
7.67,214.662214342744
7.68,215.5948792131673
7.69,216.5291098790277
7.7,217.4648983174065
7.71,218.40223650538525
7.72,219.3411164200453
7.73,220.28153003846816
7.74,221.2234693377352
7.75,222.16692629492783
7.76,223.11189288712765
7.77,224.0583610914159
7.78,225.00632288487415
7.79,225.95577024458376
7.8,226.9066951476261
7.81,227.8590895710828
7.82,228.8129454920352
7.83,229.76825488756464
7.84,230.72500973475263
7.85,231.68320201068056
7.86,232.64282369243003
7.87,233.6038667570823
7.88,234.5663231817188
7.89,235.53018494342103
7.9,236.49544401927056
7.91,237.46209238634853
7.92,238.43012202173648
7.93,239.399524902516
7.94,240.3702930057684
7.95,241.34241830857508
7.96,242.31589278801752
7.97,243.29070842117704
7.98,244.26685718513545
7.99,245.2443310569737
8.0,246.2231220137735
8.01,247.20322203261625
8.02,248.18462309058327
8.03,249.16731716475616
8.04,250.15129623221637
8.05,251.13655227004523
8.06,252.12307725532412
8.07,253.1108631651345
8.08,254.09990197655787
8.09,255.0901856666756
8.1,256.08170621256926
8.11,257.0744555913201
8.12,258.06842578000965
8.13,259.06360875571954
8.14,260.0599964955308
8.15,261.05758097652506
8.16,262.0563541757838
8.17,263.05630807038847
8.18,264.0574346374204
8.19,265.0597258539609
8.2,266.06317369709166
8.21,267.0677701438943
8.22,268.0735071714497
8.23,269.0803767568397
8.24,270.0883708771456
8.25,271.0974815094488
8.26,272.10770063083066
8.27,273.11902021837284
8.28,274.1314322491568
8.29,275.1449287002636
8.3,276.1595015487752
8.31,277.1751427717726
8.32,278.19184434633735
8.33,279.2095982495509
8.34,280.2283964584947
8.35,281.2482309502502
8.36,282.26909370189884
8.37,283.29097669052203
8.38,284.3138718932014
8.39,285.3377712870179
8.4,286.3626668490534
8.41,287.3885505563891
8.42,288.4154143861066
8.43,289.4432503152872
8.44,290.4720503210124
8.45,291.50180638036363
8.46,292.5325104704225
8.47,293.5641545682701
8.48,294.596730650988
8.49,295.63023069565764
8.5,296.66464667936043
8.51,297.699970579178
8.52,298.7361943721915
8.53,299.7733100354825
8.54,300.8113095461326
8.55,301.8501848812231
8.56,302.88992801783525
8.57,303.93053093305065
8.58,304.9719856039507
8.59,306.0142840076168
8.6,307.0574181211305
8.61,308.1013799215732
8.62,309.1461613860262
8.63,310.1917544915714
8.64,311.2381512152895
8.65,312.2853435342624
8.66,313.3333234255714
8.67,314.382082866298
8.68,315.4316138335236
8.69,316.48190830432964
8.7,317.53295825579755
8.71,318.58475566500897
8.72,319.637292509045
8.73,320.6905607649871
8.74,321.7445524099169
8.75,322.7992594209157
8.76,323.854673775065
8.77,324.9107874494462
8.78,325.9675924211407
8.79,327.0250806672301
8.8,328.0832441647958
8.81,329.14207489091905
8.82,330.20156482268135
8.83,331.2617059371641
8.84,332.3224902114489
8.85,333.383909622617
8.86,334.44595614775
8.87,335.5086217639292
8.88,336.5718984482364
8.89,337.6357781777524
8.9,338.70025292955904
8.91,339.7653146807376
8.92,340.8309554083696
8.93,341.8971670895364
8.94,342.96394170131964
8.95,344.0312712208005
8.96,345.0991476250608
8.97,346.16756289118143
8.98,347.2365089962441
8.99,348.3059779173302
9.0,349.37596163152125
9.01,350.44645211589864
9.02,351.5174413475438
9.03,352.58892130353814
9.04,353.660883960963
9.05,354.7333212969004
9.06,355.8062252884308
9.07,356.8795879126363
9.08,357.95340114659814
9.09,359.02765696739783
9.1,360.1023473521167
9.11,361.1774642778362
9.12,362.25299972163793
9.13,363.3289456606033
9.14,364.4052940718135
9.15,365.48203693235007
9.16,366.55916621929447
9.17,367.6366739097282
9.18,368.7145519807326
9.19,369.7927924093892
9.2,370.87138717277935
9.21,371.9503282479847
9.22,373.0296076120863
9.23,374.10921724216576
9.24,375.1891491153045
9.25,376.2693952085841
9.26,377.3499474990858
9.27,378.4307979638911
9.28,379.5119385800815
9.29,380.59336132473845
9.3,381.6750581749434
9.31,382.7570211077777
9.32,383.8392421003225
9.33,384.9217131296597
9.34,386.00442617287047
9.35,387.0873732070364
9.36,388.17054620923886
9.37,389.2539371565592
9.38,390.3375380260792
9.39,391.42134079487977
9.4,392.5053374400426
9.41,393.5895199386491
9.42,394.6738802677809
9.43,395.7584104045192
9.44,396.8431023259453
9.45,397.927948009141
9.46,399.01293943118776
9.47,400.0980685691665
9.48,401.1833274001591
9.49,402.2687079012469
9.5,403.3542020495112
9.51,404.4398018220336
9.52,405.52549919589546
9.53,406.6112861481781
9.54,407.6971546559631
9.55,408.7830966963322
9.56,409.8691042463662
9.57,410.95516928314686
9.58,412.04128378375566
9.59,413.1274397252739
9.6,414.2136290847831
9.61,415.2998438393647
9.62,416.38607596610007
9.63,417.4723174420709
9.64,418.5585602443582
9.65,419.6447963500436
9.66,420.7310177362085
9.67,421.8172163799345
9.68,422.9033842583028
9.69,423.989513348395
9.7,425.0755956272924
9.71,426.1616230720768
9.72,427.2475876598291
9.73,428.333481367631
9.74,429.419296172564
9.75,430.50502405170937
9.76,431.5906569821487
9.77,432.6761869409633
9.78,433.76160590523466
9.79,434.8469058520441
9.8,435.93207875847344
9.81,437.0171166016036
9.82,438.1020113585164
9.83,439.1867550062929
9.84,440.2713395220149
9.85,441.35575688276367
9.86,442.4399990656207
9.87,443.5240580476674
9.88,444.6079258059853
9.89,445.6915943176556
9.9,446.7750555597597
9.91,447.8583015093793
9.92,448.9413241435958
9.93,450.0241154394905
9.94,451.106667374145
9.95,452.18897192464055
9.96,453.2710210680589
9.97,454.352806781481
9.98,455.4343210419885
9.99,456.515555826663
10.0,457.5965031125857
10.01,458.6771548768381
10.02,459.75750309650175
10.03,460.837539748658
10.04,461.9172568103882
10.05,462.9966462587741
10.06,464.0757000708968
10.07,465.1544102238378
10.08,466.2327686946786
10.09,467.3107674605004
10.1,468.3883984983851
10.11,469.4656537854137
10.12,470.542525298668
10.13,471.6190050152293
10.14,472.6950849121789
10.15,473.77075696659824
10.16,474.8460131555688
10.17,475.92084545617206
10.18,476.9952458454894
10.19,478.0692063006023
10.2,479.1427187985922
10.21,480.2157753165408
10.22,481.2883678315288
10.23,482.3604883206384
10.24,483.4321287609505
10.25,484.5032811295469
10.26,485.5739374035088
10.27,486.6440895599178
10.28,487.7137295758552
10.29,488.7828494284024
10.3,489.8514410946413
10.31,490.9194965516525
10.32,491.98700777651817
10.33,493.0539667463193
10.34,494.1203654381376
10.35,495.1861958290542
10.36,496.25144989615103
10.37,497.31611961650896
10.38,498.38019696721
10.39,499.44367392533496
10.4,500.50654246796586
10.41,501.5687945721835
10.42,502.6304222150699
10.43,503.6914173737061
10.44,504.75177202517386
10.45,505.8114781465544
10.46,506.8705277149295
10.47,507.92891270738
10.48,508.9866251009876
10.49,510.0436568728338
10.5,511.1
10.51,512.1556539649445
10.52,513.2106482716332
10.53,514.2650199294086
10.54,515.3188059476133
10.55,516.3720433355905
10.56,517.4247691026823
10.57,518.4770202582313
10.58,519.5288338115805
10.59,520.5802467720727
10.6,521.63129614905
10.61,522.6820189518555
10.62,523.7324521898319
10.63,524.7826328723218
10.64,525.8325980086676
10.65,526.8823846082121
10.66,527.932029680298
10.67,528.9815702342681
10.68,530.0310432794648
10.69,531.0804858252311
10.7,532.1299348809094
10.71,533.1794274558428
10.72,534.2290005593732
10.73,535.2786912008438
10.74,536.3285363895969
10.75,537.3785731349757
10.76,538.4288384463225
10.77,539.4793693329801
10.78,540.530202804291
10.79,541.5813758695981
10.8,542.632925538244
10.81,543.6848888195713
10.82,544.7373027229224
10.83,545.7902042576404
10.84,546.8436304330678
10.85,547.8976182585473
10.86,548.9522047434214
10.87,550.0074268970329
10.88,551.0633217287248
10.89,552.1199262478391
10.9,553.1772774637188
10.91,554.2354123857068
10.92,555.2943680231454
10.93,556.3541813853772
10.94,557.4148894817453
10.95,558.4765293215919
10.96,559.5391379142603
10.97,560.6027522690924
10.98,561.6674093954313
10.99,562.7331463026195
11.0,563.8
11.01,564.8679732209243
11.02,565.9369315947818
11.03,567.0067064749711
11.04,568.0771292148905
11.05,569.1480311679389
11.06,570.2192436875144
11.07,571.2905981270155
11.08,572.3619258398409
11.09,573.4330581793889
11.1,574.5038264990583
11.11,575.5740621522472
11.12,576.6435964923545
11.13,577.7122608727784
11.14,578.7798866469176
11.15,579.8463051681706
11.16,580.9113477899356
11.17,581.9748458656114
11.18,583.0366307485963
11.19,584.096533792289
11.2,585.1543863500879
11.21,586.2100197753916
11.22,587.2632654215984
11.23,588.3139546421069
11.24,589.3619187903156
11.25,590.406989219623
11.26,591.4489972834277
11.27,592.4877743351282
11.28,593.5231517281226
11.29,594.5549608158097
11.3,595.5830329515885
11.31,596.6071994888567
11.32,597.627291781013
11.33,598.643141181456
11.34,599.6545790435844
11.35,600.6614367207962
11.36,601.6635455664904
11.37,602.6607369340653
11.38,603.6528421769195
11.39,604.6396926484514
11.4,605.6211197020593
11.41,606.596954691142
11.42,607.5670289690978
11.43,608.5311738893253
11.44,609.4892208052231
11.45,610.4410010701896
11.46,611.3863460376234
11.47,612.3250870609228
11.48,613.2570554934863
11.49,614.1820826887126
11.5,615.1
11.51,616.010718751358
11.52,616.914470149239
11.53,617.8115653707064
11.54,618.7023155928233
11.55,619.5870319926537
11.56,620.4660257472602
11.57,621.3396080337062
11.58,622.2080900290556
11.59,623.0717829103712
11.6,623.9309978547166
11.61,624.7860460391549
11.62,625.6372386407495
11.63,626.4848868365643
11.64,627.3293018036618
11.65,628.170794719106
11.66,629.0096767599597
11.67,629.8462591032865
11.68,630.6808529261496
11.69,631.5137694056126
11.7,632.3453197187386
11.71,633.1758150425911
11.72,634.0055665542333
11.73,634.8348854307286
11.74,635.6640828491403
11.75,636.4934699865317
11.76,637.3233580199665
11.77,638.1540581265076
11.78,638.9858814832181
11.79,639.8191392671622
11.8,640.6541426554026
11.81,641.4912028250028
11.82,642.3306309530259
11.83,643.1727382165357
11.84,644.017835792595
11.85,644.8662348582677
11.86,645.7182465906167
11.87,646.5741821667054
11.88,647.4343527635975
11.89,648.2990695583562
11.9,649.1686437280443
11.91,650.0433864497256
11.92,650.9236089004637
11.93,651.8096222573212
11.94,652.7017376973621
11.95,653.6002663976494
11.96,654.5055195352467
11.97,655.417808287217
11.98,656.3374438306237
11.99,657.2647373425303
12.0,658.2
12.01,659.1434093736439
12.02,660.0946086082622
12.03,661.0531072422035
12.04,662.0184148138158
12.05,662.9900408614471
12.06,663.9674949234458
12.07,664.9502865381597
12.08,665.9379252439375
12.09,666.9299205791268
12.1,667.925782082076
12.11,668.9250192911334
12.12,669.927141744647
12.13,670.9316589809649
12.14,671.9380805384354
12.15,672.9459159554067
12.16,673.9546747702266
12.17,674.9638665212437
12.18,675.9730007468057
12.19,676.9815869852612
12.2,677.9891347749581
12.21,678.9951536542447
12.22,679.999153161469
12.23,681.0006428349794
12.24,681.9991322131237
12.25,682.9941308342501
12.26,683.9851482367071
12.27,684.9716939588427
12.28,685.9532775390048
12.29,686.9294085155419
12.3,687.8995964268023
12.31,688.8633508111336
12.32,689.8201812068843
12.33,690.7695971524024
12.34,691.7111081860362
12.35,692.6442238461337
12.36,693.5684536710431
12.37,694.4833071991128
12.38,695.3882939686908
12.39,696.2829235181252
12.4,697.1667053857642
12.41,698.0391491099558
12.42,698.8997642290485
12.43,699.74806028139
12.44,700.583546805329
12.45,701.405733339213
12.46,702.2141294213908
12.47,703.0082445902103
12.48,703.7875883840195
12.49,704.5516703411666
12.5,705.3
12.51,706.0322373540669
12.52,706.7486442177121
12.53,707.44963286048
12.54,708.1356155519139
12.55,708.8070045615586
12.56,709.4642121589578
12.57,710.1076506136552
12.58,710.7377321951955
12.59,711.3548691731223
12.6,711.9594738169797
12.61,712.5519583963119
12.62,713.1327351806626
12.63,713.7022164395764
12.64,714.2608144425969
12.65,714.8089414592683
12.66,715.3470097591346
12.67,715.8754316117397
12.68,716.3946192866281
12.69,716.9049850533431
12.7,717.4069411814294
12.71,717.9008999404308
12.72,718.3872735998912
12.73,718.866474429355
12.74,719.3389146983659
12.75,719.8050066764679
12.76,720.2651626332055
12.77,720.7197948381224
12.78,721.1693155607625
12.79,721.6141370706702
12.8,722.0546716373893
12.81,722.4913315304639
12.82,722.924529019438
12.83,723.3546763738558
12.84,723.782185863261
12.85,724.207469757198
12.86,724.6309403252106
12.87,725.0530098368431
12.88,725.4740905616394
12.89,725.8945947691435
12.9,726.3149347288994
12.91,726.7355227104513
12.92,727.156770983343
12.93,727.5790918171188
12.94,728.0028974813226
12.95,728.4286002454984
12.96,728.8566123791903
12.97,729.2873461519425
12.98,729.7212138332987
12.99,730.1586276928033
13.0,730.6
13.01,731.0456412100884
13.02,731.4954545208888
13.03,731.9492413158769
13.04,732.4068029785282
13.05,732.8679408923188
13.06,733.332456440724
13.07,733.8001510072194
13.08,734.2708259752811
13.09,734.7442827283845
13.1,735.2203226500054
13.11,735.6987471236193
13.12,736.1793575327022
13.13,736.6619552607295
13.14,737.1463416911771
13.15,737.6323182075207
13.16,738.1196861932356
13.17,738.6082470317979
13.18,739.0978021066829
13.19,739.5881528013666
13.2,740.0791004993247
13.21,740.5704465840328
13.22,741.0619924389664
13.23,741.5535394476016
13.24,742.0448889934135
13.25,742.535842459878
13.26,743.0262012304713
13.27,743.5157666886686
13.28,744.0043402179454
13.29,744.4917232017779
13.3,744.9777170236415
13.31,745.4621230670118
13.32,745.9447427153647
13.33,746.4253773521756
13.34,746.9038283609204
13.35,747.3798971250749
13.36,747.8533850281143
13.37,748.3240934535148
