wind_speed,Alstom ECO 122/2700
4.86,408.6972727113616
4.87,412.0199379365885
4.88,415.35398016701225
4.89,418.6993493683665
4.9,422.0559955063858
4.91,425.4238685468034
4.92,428.8029184553536
4.93,432.1930951977704
4.94,435.594348739788
4.95,439.0066290471399
4.96,442.4298860855601
4.97,445.8640698207829
4.98,449.3091302185423
4.99,452.7650172445718
5.0,456.2316808646058
5.01,459.7090710443779
5.02,463.1971377496223
5.03,466.6958309460733
5.04,470.2051005994642
5.05,473.72489667552935
5.06,477.2551691400028
5.07,480.7958679586184
5.08,484.34694309710994
5.09,487.90834452121146
5.1,491.48002219665705
5.11,495.061926089181
5.12,498.6540061645166
5.13,502.2562123883982
5.14,505.8684947265594
5.15,509.4908031447352
5.16,513.1230876086582
5.17,516.7652980840631
5.18,520.4173845366839
5.19,524.0792969322547
5.2,527.750985236509
5.21,531.4323994151808
5.22,535.1234894340043
5.23,538.8242052587138
5.24,542.5344968550426
5.25,546.2543141887248
5.26,549.9836072254948
5.27,553.7223259310861
5.28,557.4704202712333
5.29,561.2278402116694
5.3,564.994535718129
5.31,568.7704567563461
5.32,572.5555532920549
5.33,576.3497752909886
5.34,580.1530727188814
5.35,583.9653955414676
5.36,587.7866937244814
5.37,591.6169172336561
5.38,595.4560160347258
5.39,599.3039400934246
5.4,603.160639375487
5.41,607.026063846646
5.42,610.900163472636
5.43,614.782888219191
5.44,618.6741880520455
5.45,622.5740129369324
5.46,626.4823128395863
5.47,630.3990377257409
5.48,634.3241375611309
5.49,638.2575623114893
5.5,642.1992619425504
5.51,646.1491864200484
5.52,650.107285709717
5.53,654.0735097772905
5.54,658.0478085885026
5.55,662.030132109087
5.56,666.0204303047782
5.57,670.0186531413103
5.58,674.0247505844166
5.59,678.0386725998312
5.6,682.0603691532885
5.61,686.0897902105224
5.62,690.1268857372664
5.63,694.1716056992549
5.64,698.2239000622217
5.65,702.283718791901
5.66,706.3510118540264
5.67,710.4257292143319
5.68,714.5078208385515
5.69,718.5972366924199
5.7,722.6939267416701
5.71,726.7978409520363
5.72,730.9089292892527
5.73,735.0271417190534
5.74,739.1524282071717
5.75,743.2847387193422
5.76,747.4240232212984
5.77,751.5702316787747
5.78,755.7233140575053
5.79,759.8832203232233
5.8,764.0499004416632
5.81,768.2233043785589
5.82,772.4033820996447
5.83,776.5900835706537
5.84,780.7833587573207
5.85,784.9831576253795
5.86,789.189430140564
5.87,793.4021262686076
5.88,797.6211959752451
5.89,801.8465892262102
5.9,806.078255987237
5.91,810.3161462240591
5.92,814.5602099024103
5.93,818.8103969880253
5.94,823.0666574466379
5.95,827.3289412439815
5.96,831.5971983457905
5.97,835.8713787177988
5.98,840.1514323257408
5.99,844.4373091353496
6.0,848.7289591123595
6.01,853.0263322225047
6.02,857.329378431519
6.03,861.6380477051368
6.04,865.9522900090914
6.05,870.2720553091169
6.06,874.5972935709473
6.07,878.9279547603173
6.08,883.2639888429599
6.09,887.6053457846092
6.1,891.9519755509998
6.11,896.3038281078652
6.12,900.6608534209394
6.13,905.0230014559562
6.14,909.3902221786498
6.15,913.7624655547544
6.16,918.1396815500036
6.17,922.5218201301312
6.18,926.9088312608716
6.19,931.300664907959
6.2,935.6972710371266
6.21,940.0985996141086
6.22,944.5046006046392
6.23,948.9152239744528
6.24,953.3304196892824
6.25,957.7501377148624
6.26,962.1743280169268
6.27,966.6029405612096
6.28,971.0359253134447
6.29,975.4732322393662
6.3,979.914811304708
6.31,984.3606124752038
6.32,988.810585716588
6.33,993.2646809945944
6.34,997.7228482749568
6.35,1002.1850375234094
6.36,1006.6511987056864
6.37,1011.1212817875212
6.38,1015.5952367346476
6.39,1020.0730135128002
6.4,1024.5545620877133
6.41,1029.0398324251196
6.42,1033.528774490754
6.43,1038.0213382503505
6.44,1042.5174736696426
6.45,1047.0171307143648
6.46,1051.5202593502504
6.47,1056.0268095430338
6.48,1060.536731258449
6.49,1065.0499744622298
6.5,1069.56648912011
6.51,1074.0862251978242
6.52,1078.6091326611058
6.53,1083.135161475689
6.54,1087.664261607308
6.55,1092.196383021696
6.56,1096.7314756845876
6.57,1101.269489561717
6.58,1105.8103746188171
6.59,1110.3540808216228
6.6,1114.900558135868
6.61,1119.4497565272868
6.62,1124.0016259616125
6.63,1128.5561164045791
6.64,1133.1131778219212
6.65,1137.672760179373
6.66,1142.2348134426672
6.67,1146.7992875775385
6.68,1151.3661325497212
6.69,1155.9352983249491
6.7,1160.5067348689556
6.71,1165.080392147475
6.72,1169.6562201262418
6.73,1174.2341687709895
6.74,1178.8141880474518
6.75,1183.3962279213629
6.76,1187.9802383584572
6.77,1192.5661693244676
6.78,1197.1539707851298
6.79,1201.7435927061758
6.8,1206.3349850533407
6.81,1210.9280977923584
6.82,1215.5228808889633
6.83,1220.1192843088877
6.84,1224.7172580178676
6.85,1229.3167519816354
6.86,1233.917716165926
6.87,1238.5201005364731
6.88,1243.12385505901
6.89,1247.7289296992724
6.9,1252.335274422993
6.91,1256.9428391959054
6.92,1261.5515739837444
6.93,1266.1614287522434
6.94,1270.7723534671372
6.95,1275.384298094159
6.96,1279.997212599043
6.97,1284.611046947523
6.98,1289.2257511053333
6.99,1293.841275038208
7.0,1298.45756871188
7.01,1303.0745820920845
7.02,1307.6922651445543
7.03,1312.3105678350253
7.04,1316.9294401292298
7.05,1321.5488319929018
7.06,1326.1686933917758
7.07,1330.7889742915866
7.08,1335.409624658066
7.09,1340.0305944569495
7.1,1344.651833653971
7.11,1349.273292214864
7.12,1353.894920105363
7.13,1358.5166672912014
7.14,1363.138483738113
7.15,1367.7603194118335
7.16,1372.3821242780944
7.17,1377.0038483026312
7.18,1381.6254414511773
7.19,1386.2468536894671
7.2,1390.8680349832343
7.21,1395.4889352982132
7.22,1400.1095046001371
7.23,1404.7296928547407
7.24,1409.3494500277577
7.25,1413.9687260849214
7.26,1418.5874709919665
7.27,1423.2056347146265
7.28,1427.8231672186364
7.29,1432.4400184697292
7.3,1437.0561384336388
7.31,1441.6714770761
7.32,1446.2859843628462
7.33,1450.899610259611
7.34,1455.5123047321297
7.35,1460.1240177461343
7.36,1464.7346992673606
7.37,1469.3442992615414
7.38,1473.9527676944117
7.39,1478.5600545317036
7.4,1483.1661097391536
7.41,1487.7708832824935
7.42,1492.3743251274586
7.43,1496.9763852397823
7.44,1501.577013585199
7.45,1506.176160129442
7.46,1510.7737748382456
7.47,1515.369807677344
7.48,1519.9642086124709
7.49,1524.55692760936
7.5,1529.1479146337465
7.51,1533.737119651362
7.52,1538.3244926279428
7.53,1542.9099835292227
7.54,1547.493542320934
7.55,1552.075118968812
7.56,1556.65466343859
7.57,1561.232125696003
7.58,1565.8074557067837
7.59,1570.3806034366662
7.6,1574.9515188513856
7.61,1579.5201519166749
7.62,1584.0864525982684
7.63,1588.6503708618998
7.64,1593.2118566733034
7.65,1597.7708599982134
7.66,1602.327330802363
7.67,1606.8812190514864
7.68,1611.4324747113178
7.69,1615.9810477475917
7.7,1620.5268881260406
7.71,1625.0699458123995
7.72,1629.6101707724026
7.73,1634.147512971784
7.74,1638.681922376276
7.75,1643.2133489516143
7.76,1647.741742663532
7.77,1652.2670534777635
7.78,1656.789231360043
7.79,1661.3082262761038
7.8,1665.8239881916795
7.81,1670.3364670725057
7.82,1674.8456128843152
7.83,1679.3513755928425
7.84,1683.8537051638202
7.85,1688.3525515629838
7.86,1692.8478647560669
7.87,1697.3395947088034
7.88,1701.8276913869272
7.89,1706.3121047561715
7.9,1710.792784782272
7.91,1715.2696814309616
7.92,1719.7427446679742
7.93,1724.2119244590438
7.94,1728.677170769905
7.95,1733.1384335662908
7.96,1737.5956628139356
7.97,1742.0488084785734
7.98,1746.4978205259392
7.99,1750.9426489217649
8.0,1755.3832436317855
8.01,1759.8195546217355
8.02,1764.251531857348
8.03,1768.6791253043575
8.04,1773.1022849284975
8.05,1777.5209606955034
8.06,1781.935102571107
8.07,1786.3446605210436
8.08,1790.749584511047
8.09,1795.1498245068506
8.1,1799.5453304741893
8.11,1803.936052378796
8.12,1808.3219401864053
8.13,1812.7029438627528
8.14,1817.0790133735693
8.15,1821.45009868459
8.16,1825.8161497615497
8.17,1830.1771165701816
8.18,1834.53294907622
8.19,1838.8835972453985
8.2,1843.2290110434512
8.21,1847.5691404361128
8.22,1851.903935389117
8.23,1856.233345868196
8.24,1860.5573218390864
8.25,1864.87581326752
8.26,1869.188770119232
8.27,1873.496142359956
8.28,1877.7978799554264
8.29,1882.093932871376
8.3,1886.3842510735408
8.31,1890.668784527653
8.32,1894.9474831994476
8.33,1899.2202970546573
8.34,1903.4871760590177
8.35,1907.7480701782608
8.36,1912.0029293781224
8.37,1916.251703624336
8.38,1920.4943428826357
8.39,1924.7307971187545
8.4,1928.9610162984268
8.41,1933.1849503873864
8.42,1937.402549351368
8.43,1941.6137631561053
8.44,1945.818541767332
8.45,1950.0168351507823
8.46,1954.2085932721905
8.47,1958.3937660972904
8.48,1962.572303591815
8.49,1966.7441557214988
8.5,1970.909272452076
8.51,1975.0676037492813
8.52,1979.2190995788471
8.53,1983.3637099065088
8.54,1987.5013846979991
8.55,1991.6320739190533
8.56,1995.755727535404
8.57,1999.8722955127864
8.58,2003.9817278169337
8.59,2008.08397441358
8.6,2012.1789852684592
8.61,2016.2667103473057
8.62,2020.3470996158528
8.63,2024.4201030398356
8.64,2028.485670584987
8.65,2032.543752217041
8.66,2036.594297901732
8.67,2040.6372576047936
8.68,2044.6725812919603
8.69,2048.700218928966
8.7,2052.7201204815437
8.71,2056.732235915429
8.72,2060.7365151963545
8.73,2064.732908290055
8.74,2068.721365162264
8.75,2072.7018357787147
8.76,2076.6742701051426
8.77,2080.638618107281
8.78,2084.594829750864
8.79,2088.5428550016254
8.8,2092.4826438252994
8.81,2096.41414618762
8.82,2100.33731205432
8.83,2104.252091391135
8.84,2108.158434163798
8.85,2112.0562903380437
8.86,2115.9456098796045
8.87,2119.8263427542165
8.88,2123.698438927613
8.89,2127.561848365527
8.9,2131.4165210336937
8.91,2135.2624068978457
8.92,2139.099455923718
8.93,2142.9276180770444
8.94,2146.746843323559
8.95,2150.557081628995
8.96,2154.358282959088
8.97,2158.15039727957
8.98,2161.933374556176
8.99,2165.7071647546395
9.0,2169.471717840695
9.01,2173.2269837800764
9.02,2176.972912538517
9.03,2180.709454081752
9.04,2184.436558375515
9.05,2188.154175385539
9.06,2191.862255077559
9.07,2195.5607474173084
9.08,2199.2496023705207
9.09,2202.9287699029314
9.1,2206.5981999802725
9.11,2210.2578425682805
9.12,2213.9076476326863
9.13,2217.547565139228
9.14,2221.1775450536347
9.15,2224.7975373416434
9.16,2228.4074919689874
9.17,2232.0073589014005
9.18,2235.597088104617
9.19,2239.176629544371
9.2,2242.745933186396
9.21,2246.304948996426
9.22,2249.853626940195
9.23,2253.391916983437
9.24,2256.9197690918863
9.25,2260.4371332312767
9.26,2263.9439593673424
9.27,2267.4401974658163
9.28,2270.925797492433
9.29,2274.400709412927
9.3,2277.8648831930323
9.31,2281.3182687984818
9.32,2284.76081619501
9.33,2288.1924753483518
9.34,2291.613196224239
9.35,2295.0229287884085
9.36,2298.4216230065917
9.37,2301.809228844523
9.38,2305.185696267938
9.39,2308.550975242569
9.4,2311.9050157341508
9.41,2315.2477677084166
9.42,2318.579181131101
9.43,2321.8992059679376
9.44,2325.2077921846617
9.45,2328.504889747005
9.46,2331.790448620704
9.47,2335.06441877149
9.48,2338.3267501651
9.49,2341.5773927672644
9.5,2344.8162965437195
9.51,2348.0434114601994
9.52,2351.2586874824365
9.53,2354.4620745761663
9.54,2357.653522707122
9.55,2360.8329818410384
9.56,2364.0004019436483
9.57,2367.1557329806865
9.58,2370.2989249178863
9.59,2373.429927720982
9.6,2376.548691355708
9.61,2379.655165787797
9.62,2382.749300982985
9.63,2385.831046907005
9.64,2388.9003535255897
9.65,2391.9571708044746
9.66,2395.001448709393
9.67,2398.03313720608
9.68,2401.0521862602677
9.69,2404.058545837691
9.7,2407.052165904084
9.71,2410.0329964251814
9.72,2413.000987366715
9.73,2415.9560886944214
9.74,2418.8982503740326
9.75,2421.827422371284
9.76,2424.7435546519077
9.77,2427.6465971816388
9.78,2430.536499926212
9.79,2433.4132128513597
9.8,2436.2766859228173
9.81,2439.126869106318
9.82,2441.963712367596
9.83,2444.7871656723846
9.84,2447.597178986419
9.85,2450.3937022754326
9.86,2453.1766855051583
9.87,2455.946078641332
9.88,2458.701831649688
9.89,2461.443894495957
9.9,2464.172217145875
9.91,2466.8867495651766
9.92,2469.587441719595
9.93,2472.274243574864
9.94,2474.947105096718
9.95,2477.605976250891
9.96,2480.250807003117
9.97,2482.88154731913
9.98,2485.498147164663
9.99,2488.10055650545
10.0,2490.6887253072277
10.01,2493.262603535726
10.02,2495.822141156682
10.03,2498.367288135828
10.04,2500.8979944388984
10.05,2503.4142100316285
10.06,2505.91588487975
10.07,2508.402968948998
10.08,2510.875412205107
10.09,2513.333164613809
10.1,2515.776176140841
10.11,2518.204396751935
10.12,2520.6177764128247
10.13,2523.0162650892453
10.14,2525.399812746929
10.15,2527.768369351612
10.16,2530.121884869027
10.17,2532.460309264908
10.18,2534.7835925049885
10.19,2537.091684555003
10.2,2539.3845353806864
10.21,2541.662094947772
10.22,2543.9243132219926
10.23,2546.171140169084
10.24,2548.4025257547783
10.25,2550.6184199448107
10.26,2552.818772704916
10.27,2555.0035340008253
10.28,2557.172653798276
10.29,2559.3260820629994
10.3,2561.4637687607315
10.31,2563.585663857205
10.32,2565.6917173181528
10.33,2567.7818791093123
10.34,2569.856099196414
10.35,2571.914327545194
10.36,2573.956514121385
10.37,2575.982608890721
10.38,2577.992561818938
10.39,2579.986322871768
10.4,2581.963842014944
10.41,2583.9250692142023
10.42,2585.8699544352767
10.43,2587.798447643899
10.44,2589.710498805806
10.45,2591.606057886729
10.46,2593.4850748524045
10.47,2595.347499668564
10.48,2597.193282300944
10.49,2599.022372715275
10.5,2600.834720877295
10.51,2602.630276752735
10.52,2604.40899030733
10.53,2606.170811506814
10.54,2607.915690316921
10.55,2609.643576703386
10.56,2611.354420631941
10.57,2613.048172068321
10.58,2614.72478097826
10.59,2616.384197327491
10.6,2618.02637108175
10.61,2619.6512522067687
10.62,2621.258790668283
10.63,2622.8489364320258
10.64,2624.421639463731
10.65,2625.9768497291325
10.66,2627.514517193965
10.67,2629.0345918239627
10.68,2630.5370235848577
10.69,2632.0217624423854
10.7,2633.4887583622794
10.71,2634.9379613102747
10.72,2636.369321252104
10.73,2637.7827881535013
10.74,2639.178311980201
10.75,2640.555842697938
10.76,2641.915330272444
10.77,2643.2567246694557
10.78,2644.579975854704
10.79,2645.885033793925
10.8,2647.171848452852
10.81,2648.44036979722
10.82,2649.690547792761
10.83,2650.9223324052105
10.84,2652.1356736003017
10.85,2653.3305213437693
10.86,2654.506825601347
10.87,2655.6645363387684
10.88,2656.8036035217674
10.89,2657.923977116079
10.9,2659.025607087436
10.91,2660.1084434015725
10.92,2661.1724360242238
10.93,2662.2175349211216
10.94,2663.243690058002
10.95,2664.2508514005967
10.96,2665.2389689146426
10.97,2666.207992565872
10.98,2667.157872320018
10.99,2668.0885581428165
11.0,2669.0
11.01,2669.892190486027
11.02,2670.765292710252
11.03,2671.619512410755
11.04,2672.455055325612
11.05,2673.272127192904
11.06,2674.070933750707
11.07,2674.851680737104
11.08,2675.6145738901687
11.09,2676.359818947983
11.1,2677.0876216486245
11.11,2677.798187730172
11.12,2678.4917229307034
11.13,2679.168432988299
11.14,2679.828523641036
11.15,2680.472200626993
11.16,2681.09966968425
11.17,2681.7111365508845
11.18,2682.306806964975
11.19,2682.8868866646003
11.2,2683.45158138784
11.21,2684.001096872773
11.22,2684.5356388574755
11.23,2685.055413080028
11.24,2685.5606252785087
11.25,2686.0514811909966
11.26,2686.5281865555694
11.27,2686.990947110307
11.28,2687.439968593287
11.29,2687.875456742589
11.3,2688.297617296291
11.31,2688.706655992471
11.32,2689.10277856921
11.33,2689.486190764584
11.34,2689.8570983166724
11.35,2690.2157069635546
11.36,2690.5622224433096
11.37,2690.896850494013
11.38,2691.219796853748
11.39,2691.5312672605896
11.4,2691.8314674526187
11.41,2692.1206031679126
11.42,2692.3988801445494
11.43,2692.6665041206097
11.44,2692.9236808341707
11.45,2693.170616023312
11.46,2693.407515426112
11.47,2693.6345847806474
11.48,2693.8520298250005
11.49,2694.0600562972463
11.5,2694.258869935466
11.51,2694.4486764777366
11.52,2694.6296816621384
11.53,2694.8020912267484
11.54,2694.966110909647
11.55,2695.1219464489104
11.56,2695.269803582619
11.57,2695.409888048852
11.58,2695.542405585686
11.59,2695.667561931201
11.6,2695.7855628234765
11.61,2695.8966140005887
11.62,2696.000921200618
11.63,2696.098690161643
11.64,2696.190126621742
11.65,2696.2754363189924
11.66,2696.354824991476
11.67,2696.4284983772686
11.68,2696.496662214449
11.69,2696.559522241097
11.7,2696.617284195291
11.71,2696.67015381511
11.72,2696.718336838632
11.73,2696.762039003936
11.74,2696.8014660490994
11.75,2696.8368237122027
11.76,2696.8683177313237
11.77,2696.89615384454
11.78,2696.920537789932
11.79,2696.941675305577
11.8,2696.959772129556
11.81,2696.975033999944
11.82,2696.987666654823
11.83,2696.9978758322686
11.84,2697.0058672703626
11.85,2697.0118467071816
11.86,2697.0160198808044
11.87,2697.0185925293104
11.88,2697.019770390778
11.89,2697.0197592032846
11.9,2697.0187647049106
11.91,2697.0169926337344
11.92,2697.014648727833
11.93,2697.011938725288
11.94,2697.0090683641743
11.95,2697.0062433825738
11.96,2697.003669518563
11.97,2697.001552510222
11.98,2697.000098095629
11.99,2696.999512012862
12.0,2697.0
12.01,2697.0017299970423
12.02,2697.0047187516684
12.03,2697.0089452134766
12.04,2697.0143883320675
12.05,2697.021027057041
12.06,2697.028840337996
12.07,2697.037807124533
12.08,2697.0479063662515
12.09,2697.05911701275
12.1,2697.0714180136283
12.11,2697.0847883184874
12.12,2697.0992068769256
12.13,2697.114652638543
12.14,2697.13110455294
12.15,2697.1485415697143
12.16,2697.1669426384674
12.17,2697.186286708798
12.18,2697.206552730305
12.19,2697.2277196525897
12.2,2697.249766425251
12.21,2697.272671997888
12.22,2697.296415320101
12.23,2697.320975341489
12.24,2697.3463310116517
12.25,2697.3724612801893
12.26,2697.3993450967014
12.27,2697.4269614107875
12.28,2697.4552891720464
12.29,2697.4843073300785
12.3,2697.513994834484
12.31,2697.54433063486
12.32,2697.575293680809
12.33,2697.6068629219294
12.34,2697.639017307821
