wind_speed,aerodyn SCD 8.0/168
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.3780911976046439
3.02,0.767398555969839
3.03,1.1679633297923429
3.04,1.5798267737690197
3.05,2.003030142596628
3.06,2.4376146909720235
3.07,2.883621673592001
3.08,3.341092345153403
3.09,3.810067960352994
3.1,4.290589773887653
3.11,4.782699040454137
3.12,5.286437014749298
3.13,5.801844951469941
3.14,6.328964105312882
3.15,6.867835730974914
3.16,7.418501083152901
3.17,7.981001416543594
3.18,8.555377985843872
3.19,9.141672045750491
3.2,9.739924850960334
3.21,10.35017765617014
3.22,10.972471716076788
3.23,11.606848285377035
3.24,12.253348618767772
3.25,12.912013970945711
3.26,13.582885596607747
3.27,14.266004750450712
3.28,14.961412687171329
3.29,15.669150661466505
3.3,16.389259928032985
3.31,17.12178174156765
3.32,17.86675735676725
3.33,18.62422802832865
3.34,19.39423501094861
3.35,20.17681955932403
3.36,20.972022928151617
3.37,21.77988637212829
3.38,22.6004511459508
3.39,23.433758504315996
3.4,24.27984970192064
3.41,25.138765993461615
3.42,26.01054863363569
3.43,26.89523887713973
3.44,27.792877978670457
3.45,28.7035071929248
3.46,29.627167774599457
3.47,30.563900978391377
3.48,31.513748058997223
3.49,32.47675027111394
3.5,33.45294886943826
3.51,34.44238510866704
3.52,35.445100243497095
3.53,36.4611355286252
3.54,37.49053221874825
3.55,38.53333156856296
3.56,39.58957483276623
3.57,40.65930326605484
3.58,41.742558123125605
3.59,42.83938065867529
3.6,43.94981212740084
3.61,45.073893783998905
3.62,46.21166688316645
3.63,47.36317267960017
3.64,48.52845242799699
3.65,49.707547383053615
3.66,50.90049879946699
3.67,52.10734793193375
3.68,53.328136035150905
3.69,54.56290436381512
3.7,55.81169417262332
3.71,57.0745467162722
3.72,58.35150324945872
3.73,59.64260502687954
3.74,60.94789330323165
3.75,62.26740933321167
3.76,63.60119437151653
3.77,64.9492896728431
3.78,66.31173649188806
3.79,67.68857608334834
3.8,69.07984970192064
3.81,70.48559860230189
3.82,71.90586403918883
3.83,73.34068726727833
3.84,74.79010954126713
3.85,76.25417211585213
3.86,77.73291624573005
3.87,79.22638318559783
3.88,80.73461419015213
3.89,82.25765051408993
3.9,83.79553341210789
3.91,85.34830413890296
3.92,86.91600394917185
3.93,88.49867409761148
3.94,90.09635583891853
3.95,91.70909042778996
3.96,93.33691911892242
3.97,94.9798831670129
3.98,96.63802382675809
3.99,98.3113823528549
4.0,100.0
4.01,101.70391395767682
4.02,103.42314515451469
4.03,105.1577104539295
4.04,106.9076267193368
4.05,108.6729108141526
4.06,110.45357960179273
4.07,112.24964994567304
4.08,114.0611387092092
4.09,115.88806275581706
4.1,117.73043894891252
4.11,119.58828415191148
4.12,121.46161522822952
4.13,123.35044904128254
4.14,125.25480245448642
4.15,127.17469233125712
4.16,129.11013553501016
4.17,131.06114892916148
4.18,133.02774937712692
4.19,135.00995374232244
4.2,137.00777888816353
4.21,139.02124167806622
4.22,141.05035897544627
4.23,143.09514764371977
4.24,145.15562454630205
4.25,147.2318065466092
4.26,149.32371050805702
4.27,151.4313532940613
4.28,153.55475176803805
4.29,155.69392279340275
4.3,157.8488832335714
4.31,160.01964995195988
4.32,162.206239811984
4.33,164.4086696770594
4.34,166.6269564106019
4.35,168.8611168760275
4.36,171.1111679367522
4.37,173.3771264561913
4.38,175.6590092977609
4.39,177.9568333248768
4.4,180.27061540095505
4.41,182.60037238941104
4.42,184.94612115366075
4.43,187.3078785571201
4.44,189.68566146320495
4.45,192.07948673533093
4.46,194.4893712369139
4.47,196.91533183136968
4.48,199.3573853821144
4.49,201.81554875256336
4.5,204.28983880613265
4.51,206.78027240623808
4.52,209.28686641629537
4.53,211.8096376997207
4.54,214.3486031199294
4.55,216.90377954033752
4.56,219.47518382436084
4.57,222.0628328354154
4.58,224.6667434369166
4.59,227.28693249228053
4.6,229.9234168649229
4.61,232.57621341825984
4.62,235.24533901570663
4.63,237.93081052067947
4.64,240.632644796594
4.65,243.3508587068664
4.66,246.0854691149119
4.67,248.8364928841466
4.68,251.6039468779865
4.69,254.3878479598473
4.7,257.1882129931447
4.71,260.00505884129456
4.72,262.83840236771266
4.73,265.6882604358152
4.74,268.55464990901754
4.75,271.4375876507356
4.76,274.3370905243852
4.77,277.2531753933822
4.78,280.1858591211427
4.79,283.135158571082
4.8,286.1010906066161
4.81,289.08367209116096
4.82,292.0829198881326
4.83,295.0988508609463
4.84,298.13148187301806
4.85,301.1808297877639
4.86,304.2469114685997
4.87,307.32974377894084
4.88,310.42934358220344
4.89,313.54572774180315
4.9,316.67891312115626
4.91,319.828916583678
4.92,322.99575499278444
4.93,326.17944521189133
4.94,329.3800041044148
4.95,332.59744853377015
4.96,335.8317953633735
4.97,339.0830614566407
4.98,342.3512636769877
4.99,345.63641888782985
5.0,348.93854395258325
5.01,352.2576557346636
5.02,355.5937710974869
5.03,358.94690690446924
5.04,362.3170800190257
5.05,365.7043073045726
5.06,369.1086056245256
5.07,372.5299918423008
5.08,375.9684828213136
5.09,379.4240954249799
5.1,382.8968465167157
5.11,386.386752959937
5.12,389.89383161805904
5.13,393.418099354498
5.14,396.95957303266965
5.15,400.5182695159902
5.16,404.0942056678746
5.17,407.6873983517392
5.18,411.2978644309999
5.19,414.92562076907257
5.2,418.5706842293727
5.21,422.2330716753162
5.22,425.9127999703188
5.23,429.6098859777968
5.24,433.32434656116544
5.25,437.0561985838408
5.26,440.80545890923867
5.27,444.5721444007749
5.28,448.3562719218655
5.29,452.1578583359258
5.3,455.976920506372
5.31,459.8134752966197
5.32,463.6675395700853
5.33,467.5391301901838
5.34,471.4282640203312
5.35,475.33495792394353
5.36,479.259228764437
5.37,483.2010934052266
5.38,487.1605687097286
5.39,491.1376715413586
5.4,495.1324187635332
5.41,499.1448272396669
5.42,503.1749138331765
5.43,507.22269540747743
5.44,511.288188825986
5.45,515.3714109521172
5.46,519.4723786492874
5.47,523.5911087809122
5.48,527.7276182104081
5.49,531.8819238011897
5.5,536.0540424166736
5.51,540.2439909202756
5.52,544.4517861754114
5.53,548.677445045497
5.54,552.9209843939477
5.55,557.1824210841799
5.56,561.4617719796088
5.57,565.7590539436512
5.58,570.0742838397218
5.59,574.4074785312371
5.6,578.7586548816128
5.61,583.1278297542649
5.62,587.5150200126087
5.63,591.9202425200601
5.64,596.3435141400354
5.65,600.7848517359504
5.66,605.2442721712204
5.67,609.7217923092614
5.68,614.2174290134892
5.69,618.73119914732
5.7,623.2631195741694
5.71,627.8132071574528
5.72,632.3814787605864
5.73,636.9679512469866
5.74,641.572641480068
5.75,646.195566323247
5.76,650.8367426399396
5.77,655.4961872935614
5.78,660.1739171475288
5.79,664.8699490652566
5.8,669.584299910161
5.81,674.3169865456581
5.82,679.0680258351639
5.83,683.8374346420935
5.84,688.6252298298631
5.85,693.4314282618886
5.86,698.2560468015862
5.87,703.0991023123705
5.88,707.9606116576583
5.89,712.8405917008653
5.9,717.7390593054074
5.91,722.6560313347
5.92,727.591524652159
5.93,732.5455561212003
5.94,737.5181426052403
5.95,742.509300967694
5.96,747.5190480719774
5.97,752.5474007815066
5.98,757.5943759596976
5.99,762.6599904699652
6.0,767.7442611757261
6.01,772.847204940396
6.02,777.9688386273905
6.03,783.109179100126
6.04,788.2682432220174
6.05,793.4460478564812
6.06,798.6426098669326
6.07,803.8579461167886
6.08,809.0920734694639
6.09,814.3450087883743
6.1,819.6167689369363
6.11,824.9073707785657
6.12,830.2168311766776
6.13,835.5451669946882
6.14,840.8923950960133
6.15,846.2585323440692
6.16,851.643595602271
6.17,857.0476017340349
6.18,862.4705676027763
6.19,867.9125100719122
6.2,873.3734460048566
6.21,878.8533922650266
6.22,884.3523657158378
6.23,889.8703832207063
6.24,895.4074616430471
6.25,900.9636178462764
6.26,906.53886869381
6.27,912.1332310490636
6.28,917.746721775454
6.29,923.3793577363956
6.3,929.0311557953054
6.31,934.702132815598
6.32,940.3923056606906
6.33,946.101691193998
6.34,951.830306278936
6.35,957.578167778921
6.36,963.3452925573688
6.37,969.1316974776948
6.38,974.9373994033148
6.39,980.7624151976448
6.4,986.6067617241011
6.41,992.470455846099
6.42,998.353514427054
6.43,1004.2559543303825
6.44,1010.1777924195
6.45,1016.1190455578228
6.46,1022.0797306087655
6.47,1028.0598644357456
6.48,1034.059463902178
6.49,1040.0785458714784
6.5,1046.1171272070626
6.51,1052.1752247723468
6.52,1058.2528554307466
6.53,1064.3500360456785
6.54,1070.4667834805568
6.55,1076.6031145987986
6.56,1082.7590462638193
6.57,1088.9345953390352
6.58,1095.129778687861
6.59,1101.3446131737137
6.6,1107.579115660008
6.61,1113.8333030101612
6.62,1120.1071920875877
6.63,1126.4007997557037
6.64,1132.7141428779253
6.65,1139.0472383176689
6.66,1145.400102938349
6.67,1151.7727536033815
6.68,1158.1652071761837
6.69,1164.5774805201704
6.7,1171.009590498757
6.71,1177.4615539753595
6.72,1183.9333878133948
6.73,1190.425108876278
6.74,1196.9367340274248
6.75,1203.4682801302504
6.76,1210.0197640481715
6.77,1216.591202644604
6.78,1223.182612782964
6.79,1229.794011326666
6.8,1236.4254151391265
6.81,1243.0768410837618
6.82,1249.7483060239874
6.83,1256.4398268232185
6.84,1263.151420344872
6.85,1269.8831034523628
6.86,1276.6348930091076
6.87,1283.4068058785217
6.88,1290.19885892402
6.89,1297.0110690090196
6.9,1303.8434529969368
6.91,1310.6960277511855
6.92,1317.5688101351834
6.93,1324.461817012345
6.94,1331.3750652460876
6.95,1338.308571699825
6.96,1345.262353236974
6.97,1352.236426720951
6.98,1359.2308090151716
6.99,1366.245516983051
7.0,1373.280567488005
7.01,1380.33597739345
7.02,1387.4117635628013
7.03,1394.507942859476
7.04,1401.6245321468882
7.05,1408.7615482884544
7.06,1415.9190081475904
7.07,1423.096928587713
7.08,1430.2953264722362
7.09,1437.514218664577
7.1,1444.7536220281504
7.11,1452.0135534263734
7.12,1459.294029722661
7.13,1466.5950677804292
7.14,1473.9166844630934
7.15,1481.2588966340709
7.16,1488.6217211567753
7.17,1496.005174894624
7.18,1503.4092747110324
7.19,1510.834037469417
7.2,1518.2794800331917
7.21,1525.7456192657742
7.22,1533.2324720305794
7.23,1540.740055191024
7.24,1548.2683856105227
7.25,1555.817480152492
7.26,1563.387355680347
7.27,1570.978029057504
7.28,1578.58951714738
7.29,1586.221836813389
7.3,1593.8750049189468
7.31,1601.549038327471
7.32,1609.2439539023762
7.33,1616.959768507078
7.34,1624.6964990049928
7.35,1632.4541622595357
7.36,1640.232775134124
7.37,1648.032354492172
7.38,1655.852917197096
7.39,1663.694480112311
7.4,1671.5570601012362
7.41,1679.440674027283
7.42,1687.345338753869
7.43,1695.2710711444106
7.44,1703.2178880623237
7.45,1711.1858063710229
7.46,1719.174842933925
7.47,1727.1850146144454
7.48,1735.2163382760004
7.49,1743.268830782005
7.5,1751.3425089958755
7.51,1759.4373897810274
7.52,1767.553490000877
7.53,1775.6908265188413
7.54,1783.849416198333
7.55,1792.0292759027702
7.56,1800.230422495568
7.57,1808.4528728401435
7.58,1816.6966437999104
7.59,1824.9617522382853
7.6,1833.248215018685
7.61,1841.5560490045243
7.62,1849.88527105922
7.63,1858.235898046186
7.64,1866.60794682884
7.65,1875.0014342705972
7.66,1883.416377234873
7.67,1891.852792585084
7.68,1900.3106971846453
7.69,1908.790107896974
7.7,1917.2910415854835
7.71,1925.813515113592
7.72,1934.3575453447136
7.73,1942.923149142266
7.74,1951.5103433696631
7.75,1960.1191448903216
7.76,1968.7495705676572
7.77,1977.4016372650856
7.78,1986.075361846024
7.79,1994.770761173886
7.8,2003.4878521120888
7.81,2012.226651524048
7.82,2020.987176273179
7.83,2029.7694432228984
7.84,2038.5734692366204
7.85,2047.3992711777623
7.86,2056.2468659097403
7.87,2065.116270295969
7.88,2074.007501199865
7.89,2082.920575484842
7.9,2091.8555100143203
7.91,2100.812321651712
7.92,2109.7910272604336
7.93,2118.791643703901
7.94,2127.8141878455317
7.95,2136.858676548739
7.96,2145.92512667694
7.97,2155.0135550935493
7.98,2164.1239786619863
7.99,2173.256414245662
8.0,2182.410878707996
8.01,2191.587388912402
8.02,2200.785961722296
8.03,2210.0066140010945
8.04,2219.249362612213
8.05,2228.5142244190693
8.06,2237.8012162850755
8.07,2247.110355073649
8.08,2256.4416576482067
8.09,2265.795140872162
8.1,2275.1708216089337
8.11,2284.568716721936
8.12,2293.988843074584
8.13,2303.431217530297
8.14,2312.8958569524875
8.15,2322.382778204571
8.16,2331.891998149964
8.17,2341.4235336520837
8.18,2350.977401574344
8.19,2360.553618780162
8.2,2370.152202132954
8.21,2379.7731684961354
8.22,2389.416534733121
8.23,2399.082317707326
8.24,2408.770534282168
8.25,2418.481201321062
8.26,2428.214335687426
8.27,2437.9699542446715
8.28,2447.748073856218
8.29,2457.54871138548
8.3,2467.371883695874
8.31,2477.217607650815
8.32,2487.0859001137183
8.33,2496.9767779480007
8.34,2506.890258017077
8.35,2516.8263571843645
8.36,2526.7850923132783
8.37,2536.7664802672334
8.38,2546.7705379096487
8.39,2556.797282103936
8.4,2566.846729713513
8.41,2576.918897601795
8.42,2587.0138026321983
8.43,2597.1314616681384
8.44,2607.271891573032
8.45,2617.4351092102934
8.46,2627.6211314433417
8.47,2637.8299751355885
8.48,2648.0616571504515
8.49,2658.316194351345
8.5,2668.5936036016874
8.51,2678.8939017648945
8.52,2689.2171057043797
8.53,2699.56323228356
8.54,2709.9322983658512
8.55,2720.3243208146714
8.56,2730.739316493432
8.57,2741.177302265552
8.58,2751.638294994445
8.59,2762.1223115435296
8.6,2772.629368776219
8.61,2783.159483555931
8.62,2793.712672746079
8.63,2804.288953210084
8.64,2814.888341811356
8.65,2825.510855413312
8.66,2836.1565108793698
8.67,2846.825325072944
8.68,2857.5173148574504
8.69,2868.232497096305
8.7,2878.9708886529243
8.71,2889.7325063907256
8.72,2900.51736717312
8.73,2911.325487863526
8.74,2922.15688532536
8.75,2933.011576422037
8.76,2943.889578016973
8.77,2954.790906973584
8.78,2965.7155801552844
8.79,2976.663614425493
8.8,2987.6350266476247
8.81,2998.629833685093
8.82,3009.648052401315
8.83,3020.689699659707
8.84,3031.7547923236853
8.85,3042.8433472566635
8.86,3053.95538132206
8.87,3065.090911383289
8.88,3076.2499543037684
8.89,3087.432526946912
8.9,3098.638646176135
8.91,3109.868328854854
8.92,3121.121591846486
8.93,3132.398452014445
8.94,3143.6989262221487
8.95,3155.023031333011
8.96,3166.370784210452
8.97,3177.742201717881
8.98,3189.1373007187176
8.99,3200.5560980763767
9.0,3211.9986106542747
9.01,3223.4648553158268
9.02,3234.95484892445
9.03,3246.468608343558
9.04,3258.006150436569
9.05,3269.5674920669
9.06,3281.1526500979626
9.07,3292.7616413931737
9.08,3304.39448281595
9.09,3316.051191229708
9.1,3327.7317834978626
9.11,3339.4362764838306
9.12,3351.164687051026
9.13,3362.917032062868
9.14,3374.6933283827684
9.15,3386.4935928741447
9.16,3398.3178424004127
9.17,3410.166093824988
9.18,3422.038364011287
9.19,3433.934669822725
9.2,3445.855028122718
9.21,3457.7994557746847
9.22,3469.7679696420355
9.23,3481.760586588188
9.24,3493.77732347656
9.25,3505.8181971705662
9.26,3517.8832245336216
9.27,3529.972422429143
9.28,3542.0858077205457
9.29,3554.2233972712465
9.3,3566.3852079446624
9.31,3578.571256604205
9.32,3590.7815601132925
9.33,3603.016135335341
9.34,3615.2749991337646
9.35,3627.558168371983
9.36,3639.865659913408
9.37,3652.197490621457
9.38,3664.553677359548
9.39,3676.934236991093
9.4,3689.3391863795086
9.41,3701.7685423882094
9.42,3714.2223218806166
9.43,3726.7005417201417
9.44,3739.2032187702025
9.45,3751.730369894212
9.46,3764.282011955591
9.47,3776.858161817749
9.48,3789.458836344106
9.49,3802.084052398077
9.5,3814.7338268430767
9.51,3827.4081765425226
9.52,3840.1071183598287
9.53,3852.830669158412
9.54,3865.5788458016896
9.55,3878.351665153076
9.56,3891.149144075986
9.57,3903.971299433837
9.58,3916.818148090043
9.59,3929.689706908021
9.6,3942.5859927511874
9.61,3955.507022482956
9.62,3968.452812966746
9.63,3981.423381065973
9.64,3994.418743644047
9.65,4007.43891756439
9.66,4020.483919690414
9.67,4033.553766885538
9.68,4046.648476013176
9.69,4059.768063936744
9.7,4072.912547519657
9.71,4086.081943625336
9.72,4099.276269117188
9.73,4112.495540858636
9.74,4125.739775713091
9.75,4139.008990543973
9.76,4152.303202214694
9.77,4165.6224275886725
9.78,4178.966683529324
9.79,4192.335986900062
9.8,4205.730354564309
9.81,4219.149803385472
9.82,4232.594350226971
9.83,4246.064011952222
9.84,4259.558805424641
9.85,4273.078747507643
9.86,4286.623855064642
9.87,4300.194144959058
9.88,4313.789634054308
9.89,4327.410339213799
9.9,4341.056277300955
9.91,4354.727465179189
9.92,4368.423919711916
9.93,4382.145657762552
9.94,4395.892696194514
9.95,4409.66505187122
9.96,4423.4627416560825
9.97,4437.285782412518
9.98,4451.134191003941
9.99,4465.0079842937685
10.0,4478.907179145417
10.01,4492.831792422303
10.02,4506.781840987838
10.03,4520.757341705444
10.04,4534.7583114385325
10.05,4548.784767050524
10.06,4562.836725404828
10.07,4576.914203364862
10.08,4591.017217794045
10.09,4605.14578555579
10.1,4619.299923513514
10.11,4633.479648530632
10.12,4647.684977470561
10.13,4661.915927196718
10.14,4676.172514572516
10.15,4690.4547564613695
10.16,4704.762669726698
10.17,4719.096271231915
10.18,4733.455577840437
10.19,4747.840606415682
10.2,4762.251373821064
10.21,4776.68789692
10.22,4791.150192575901
10.23,4805.638277652188
10.24,4820.1521690122745
10.25,4834.6918835195775
10.26,4849.257438037512
10.27,4863.8488494294925
10.28,4878.466134558939
10.29,4893.109310289264
10.3,4907.778393483886
10.31,4922.4734010062175
10.32,4937.1943497196735
10.33,4951.941256487676
10.34,4966.714138173634
10.35,4981.5130116409655
10.36,4996.337893753089
10.37,5011.188801373417
10.38,5026.06575136537
10.39,5040.968760592357
10.4,5055.897845917797
10.41,5070.853024205107
10.42,5085.834312317702
10.43,5100.841727118997
10.44,5115.87528547241
10.45,5130.935004241353
10.46,5146.02090028925
10.47,5161.132990479506
10.48,5176.271291675543
10.49,5191.435820740774
10.5,5206.626594538618
10.51,5221.8436299324885
10.52,5237.086943785802
10.53,5252.356552961975
10.54,5267.652474324422
10.55,5282.974724736563
10.56,5298.323321061806
10.57,5313.698280163574
10.58,5329.099618905279
10.59,5344.527354150336
10.6,5359.981502762164
10.61,5375.462081604178
10.62,5390.969107539793
10.63,5406.502597432427
10.64,5422.062568145492
10.65,5437.649036542405
10.66,5453.262019486583
10.67,5468.901533841443
10.68,5484.567596470397
10.69,5500.260224236863
10.7,5515.979434004258
10.71,5531.725242635998
10.72,5547.497666995496
10.73,5563.296723946169
10.74,5579.122430351432
10.75,5594.974803074703
10.76,5610.853858979397
10.77,5626.759614928929
10.78,5642.692087786716
10.79,5658.651294416171
10.8,5674.637251680718
10.81,5690.649976443762
10.82,5706.689485568724
10.83,5722.75579591902
10.84,5738.848924358064
10.85,5754.968887749275
10.86,5771.115702956065
10.87,5787.289386841853
10.88,5803.489956270057
10.89,5819.717428104085
10.9,5835.971819207358
10.91,5852.2531464432905
10.92,5868.5614266753
10.93,5884.896676766799
10.94,5901.258913581209
10.95,5917.648153981938
10.96,5934.064414832412
10.97,5950.507712996037
10.98,5966.978065336232
10.99,5983.475488716415
11.0,6000.0
11.01,6016.551323909915
11.02,6033.128016607127
11.03,6049.728342112123
11.04,6066.350564445382
11.05,6082.992947627387
11.06,6099.653755678615
11.07,6116.331252619553
11.08,6133.023702470679
11.09,6149.729369252475
11.1,6166.446516985427
11.11,6183.17340969001
11.12,6199.90831138671
11.13,6216.649486096009
11.14,6233.395197838385
11.15,6250.143710634322
11.16,6266.8932885043005
11.17,6283.642195468803
11.18,6300.388695548311
11.19,6317.131052763306
11.2,6333.8675311342695
11.21,6350.596394681688
11.22,6367.315907426032
11.23,6384.024333387792
11.24,6400.719936587446
11.25,6417.400981045477
11.26,6434.065730782364
11.27,6450.712449818594
11.28,6467.339402174644
11.29,6483.944851870997
11.3,6500.527062928135
11.31,6517.084299366538
11.32,6533.614825206691
11.33,6550.116904469072
11.34,6566.588801174162
11.35,6583.028779342447
11.36,6599.435102994406
11.37,6615.806036150519
11.38,6632.139842831274
11.39,6648.434787057145
11.4,6664.689132848616
11.41,6680.901144226169
11.42,6697.069085210284
11.43,6713.191219821449
11.44,6729.265812080138
11.45,6745.291126006836
11.46,6761.265425622026
11.47,6777.186974946185
11.48,6793.0540379998
11.49,6808.864878803347
11.5,6824.617761377312
11.51,6840.310949742174
11.52,6855.942707918418
11.53,6871.51129992652
11.54,6887.01498978697
11.55,6902.452041520242
11.56,6917.820719146819
11.57,6933.119286687185
11.58,6948.346008161819
11.59,6963.499147591204
11.6,6978.576968995824
11.61,6993.577736396155
11.62,7008.499713812684
11.63,7023.341165265891
11.64,7038.100354776256
11.65,7052.77554636426
11.66,7067.365004050388
11.67,7081.866991855118
11.68,7096.279773798934
11.69,7110.601613902317
11.7,7124.830776185747
11.71,7138.965524669711
11.72,7153.004123374684
11.73,7166.944836321152
11.74,7180.785927529593
11.75,7194.525661020492
11.76,7208.162300814329
11.77,7221.694110931583
11.78,7235.119355392741
11.79,7248.436298218281
11.8,7261.64320342869
11.81,7274.73833504444
11.82,7287.719957086019
11.83,7300.586333573904
11.84,7313.335728528585
11.85,7325.966405970536
11.86,7338.476629920242
11.87,7350.864664398184
11.88,7363.1287734248435
11.89,7375.2672210207
11.9,7387.278271206238
11.91,7399.16018800194
11.92,7410.911235428283
11.93,7422.529677505752
11.94,7434.013778254826
11.95,7445.361801695993
11.96,7456.572011849728
11.97,7467.642672736515
11.98,7478.572048376835
11.99,7489.35840279117
12.0,7500.0
12.01,7510.495568955659
12.02,7520.84569833788
12.03,7531.051441758244
12.04,7541.113852828335
12.05,7551.033985159738
12.06,7560.812892364031
12.07,7570.4516280528
12.08,7579.951245837629
12.09,7589.312799330097
12.1,7598.537342141791
12.11,7607.625927884291
12.12,7616.579610169181
12.13,7625.399442608046
12.14,7634.086478812466
12.15,7642.641772394027
12.16,7651.066376964306
12.17,7659.361346134891
12.18,7667.527733517365
12.19,7675.566592723308
12.2,7683.478977364304
12.21,7691.265941051939
12.22,7698.928537397792
12.23,7706.467820013447
12.24,7713.884842510485
12.25,7721.180658500492
12.26,7728.356321595053
12.27,7735.412885405744
12.28,7742.351403544153
12.29,7749.172929621862
12.3,7755.878517250456
12.31,7762.469220041512
12.32,7768.946091606617
12.33,7775.310185557353
12.34,7781.562555505305
12.35,7787.704255062053
12.36,7793.736337839181
12.37,7799.659857448272
12.38,7805.475867500909
12.39,7811.185421608676
12.4,7816.789573383155
12.41,7822.289376435926
12.42,7827.685884378576
12.43,7832.9801508226865
12.44,7838.173229379839
12.45,7843.266173661617
12.46,7848.260037279608
12.47,7853.1558738453905
12.48,7857.954736970545
12.49,7862.65768026666
12.5,7867.265757345313
12.51,7871.780021818092
12.52,7876.201527296577
12.53,7880.531327392351
12.54,7884.770475717
12.55,7888.920025882103
12.56,7892.981031499244
12.57,7896.954546180007
12.58,7900.841623535972
12.59,7904.643317178725
12.6,7908.360680719849
12.61,7911.994767770925
12.62,7915.546631943537
12.63,7919.017326849268
12.64,7922.407906099702
12.65,7925.719423306418
12.66,7928.952932081002
12.67,7932.109486035038
12.68,7935.190138780105
12.69,7938.195943927789
12.7,7941.127955089673
12.71,7943.987225877338
12.72,7946.774809902368
12.73,7949.491760776346
12.74,7952.139132110856
12.75,7954.717977517477
12.76,7957.229350607797
12.77,7959.674304993397
12.78,7962.053894285856
12.79,7964.369172096762
12.8,7966.621192037698
12.81,7968.811007720243
12.82,7970.939672755983
