wind_speed,Norwin 47 ASR 500
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,4.0
3.01,4.2034858858266
3.02,4.406523899784932
3.03,4.609133141300857
3.04,4.811332709800279
3.05,5.013141704709063
3.06,5.214579225453111
3.07,5.415664371458285
3.08,5.616416242150489
3.09,5.816853936955589
3.1,6.016996555299483
3.11,6.216863196608038
3.12,6.416472960307158
3.13,6.615844945822704
3.14,6.814998252580578
3.15,7.013951980006646
3.16,7.2127252275268114
3.17,7.411337094566936
3.18,7.609806680552924
3.19,7.808153084910636
3.2,8.006395407065979
3.21,8.204552746444815
3.22,8.402644202473045
3.23,8.600688874576537
3.24,8.798705862181187
3.25,8.996714264712866
3.26,9.194733181597464
3.27,9.39278171226087
3.28,9.590878956128956
3.29,9.78904401262762
3.3,9.987295981182724
3.31,10.185653961220174
3.32,10.384137052165832
3.33,10.582764353445604
3.34,10.781554964485348
3.35,10.98052798471097
3.36,11.179702513548332
3.37,11.37909765042334
3.38,11.578732494761857
3.39,11.778626145989785
3.4,11.978797703532983
3.41,12.179266266817365
3.42,12.380050935268786
3.43,12.581170808313148
3.44,12.78264498537632
3.45,12.9844925658842
3.46,13.186732649262655
3.47,13.389384334937589
3.48,13.592466722334862
3.49,13.795998910880376
3.5,14.0
3.51,14.204489089119624
3.52,14.409485277665135
3.53,14.615007665062413
3.54,14.821075350737344
3.55,15.0277074341158
3.56,15.234923014623678
3.57,15.442741191686853
3.58,15.651181064731215
3.59,15.860261733182636
3.6,16.070002296467017
3.61,16.280421854010214
3.62,16.49153950523814
3.63,16.70337434957666
3.64,16.91594548645167
3.65,17.129272015289036
3.66,17.343373035514652
3.67,17.5582676465544
3.68,17.77397494783417
3.69,17.990514038779825
3.7,18.207904018817278
3.71,18.42616398737238
3.72,18.64531304387104
3.73,18.865370287739125
3.74,19.086354818402537
3.75,19.308285735287136
3.76,19.531182137818814
3.77,19.755063125423465
3.78,19.97994779752696
3.79,20.20585525355519
3.8,20.43280459293402
3.81,20.660814915089365
3.82,20.88990531944708
3.83,21.120094905433064
3.84,21.351402772473197
3.85,21.583848019993354
3.86,21.817449747419424
3.87,22.052227054177298
3.88,22.28819903969284
3.89,22.52538480339196
3.9,22.76380344470052
3.91,23.00347406304441
3.92,23.24441575784951
3.93,23.48664762854172
3.94,23.73018877454689
3.95,23.97505829529094
3.96,24.22127529019972
3.97,24.468858858699143
3.98,24.717828100215076
3.99,24.9682021141734
4.0,25.22
4.01,25.47322935769488
4.02,25.7278517895545
4.03,25.98381739844948
4.04,26.24107628725035
4.05,26.499578558827714
4.06,26.759274316052164
4.07,27.020113661794294
4.08,27.28204669892466
4.09,27.54502353031385
4.1,27.80899425883246
4.11,28.073908987351093
4.12,28.339717818740283
4.13,28.606370855870644
4.14,28.87381820161276
4.15,29.142009958837225
4.16,29.41089623041459
4.17,29.680427119215462
4.18,29.950552728110413
4.19,30.221223159970062
4.2,30.492388517664946
4.21,30.763998904065662
4.22,31.0360044220428
4.23,31.30835517446696
4.24,31.58100126420869
4.25,31.853892794138595
4.26,32.126979867127254
4.27,32.400212586045264
4.28,32.67354105376321
4.29,32.94691537315164
4.3,33.22028564708117
4.31,33.49360197842237
4.32,33.76681447004585
4.33,34.03987322482215
4.34,34.31272834562188
4.35,34.58532993531561
4.36,34.85762809677397
4.37,35.12957293286749
4.38,35.40111454646676
4.39,35.672203040442376
4.4,35.942788517664944
4.41,36.21282108100501
4.42,36.48225083333316
4.43,36.75102787752
4.44,37.01910231643613
4.45,37.28642425295208
4.46,37.55294378993846
4.47,37.818611030265856
4.48,38.08337607680488
4.49,38.34718903242606
4.5,38.61
4.51,38.87178012010082
4.52,39.13258468411679
4.53,39.39249002113969
4.54,39.65157246026126
4.55,39.90990833057331
4.56,40.16757396116762
4.57,40.42464568113599
4.58,40.68119981957017
4.59,40.937312705561936
4.6,41.193060668203096
4.61,41.44852003658545
4.62,41.70376713980073
4.63,41.95887830694075
4.64,42.213929867097264
4.65,42.4689981493621
4.66,42.724159482827
4.67,42.97949019658375
4.68,43.235066619724144
4.69,43.490965081339965
4.7,43.74726191052299
4.71,44.00403343636498
4.72,44.26135598795775
4.73,44.51930589439308
4.74,44.77795948476272
4.75,45.03739308815848
4.76,45.29768303367212
4.77,45.55890565039543
4.78,45.82113726742025
4.79,46.08445421383825
4.8,46.34893281874128
4.81,46.61464941122112
4.82,46.88168032036955
4.83,47.15010187527834
4.84,47.41999040503927
4.85,47.69142223874413
4.86,47.96447370548472
4.87,48.23922113435277
4.88,48.5157408544401
4.89,48.79410919483849
4.9,49.07440248463974
4.91,49.35669705293557
4.92,49.64106922881783
4.93,49.92759534137824
4.94,50.216351719708655
4.95,50.50741469290078
4.96,50.80086059004644
4.97,51.096765740237394
4.98,51.39520647256549
4.99,51.696259116122405
5.0,52.0
5.01,52.30649184250727
5.02,52.615742918822384
5.03,52.92774789334074
5.04,53.24250143045767
5.05,53.55999819456858
5.06,53.88023285006888
5.07,54.203200061353975
5.08,54.528894492819205
5.09,54.85731080885997
5.1,55.188443673871696
5.11,55.52228775224977
5.12,55.85883770838952
5.13,56.1980882066864
5.14,56.54003391153576
5.15,56.88466948733304
5.16,57.23198959847356
5.17,57.581988909352745
5.18,57.93466208436598
5.19,58.290003787908695
5.2,58.648008684376194
5.21,59.00867143816392
5.22,59.37198671366728
5.23,59.73794917528165
5.24,60.106553487402365
5.25,60.47779431442488
5.26,60.85166632074454
5.27,61.22816417075677
5.28,61.60728252885698
5.29,61.98901605944048
5.3,62.37335942690272
5.31,62.76030729563906
5.32,63.14985433004495
5.33,63.541995194515685
5.34,63.9367245534467
5.35,64.3340370712334
5.36,64.73392741227119
5.37,65.13639024095538
5.38,65.5414202216814
5.39,65.94901201884468
5.4,66.35916029684059
5.41,66.77185972006447
5.42,67.18710495291177
5.43,67.60489065977782
5.44,68.0252115050581
5.45,68.44806215314789
5.46,68.87343726844263
5.47,69.30133151533774
5.48,69.73173955822861
5.49,70.16465606151054
5.5,70.60007568957899
5.51,71.03799310682933
5.52,71.47840297765698
5.53,71.92129996645733
5.54,72.36667873762572
5.55,72.81453395555755
5.56,73.26486028464825
5.57,73.71765238929319
5.58,74.17290493388772
5.59,74.63061258282727
5.6,75.09077000050723
5.61,75.553371851323
5.62,76.01841279966995
5.63,76.48588750994344
5.64,76.95579064653889
5.65,77.42811687385172
5.66,77.90286085627726
5.67,78.38001725821093
5.68,78.85958074404812
5.69,79.34154597818426
5.7,79.82590762501461
5.71,80.31266034893468
5.72,80.80179881433982
5.73,81.29331768562545
5.74,81.78721162718692
5.75,82.28347530341962
5.76,82.78210337871893
5.77,83.28309051748028
5.78,83.78643138409909
5.79,84.29212064297062
5.8,84.80015295849033
5.81,85.31052299505365
5.82,85.823225417056
5.83,86.3382548888926
5.84,86.85560607495898
5.85,87.37527363965049
5.86,87.89725224736257
5.87,88.4215365624905
5.88,88.94812124942976
5.89,89.47700097257568
5.9,90.00817039632375
5.91,90.54162418506924
5.92,91.07735700320758
5.93,91.61536351513416
5.94,92.15563838524444
5.95,92.69817627793368
5.96,93.24297185759735
5.97,93.79001978863084
5.98,94.33931473542954
5.99,94.8908513623888
6.0,95.44462433390402
6.01,96.0006283143706
6.02,96.55885796818391
6.03,97.11930795973949
6.04,97.68197295343244
6.05,98.24684761365836
6.06,98.8139266048126
6.07,99.38320459129058
6.08,99.9546762374876
6.09,100.52833620779909
6.1,101.10417916662044
6.11,101.68219977834713
6.12,102.26239270737432
6.13,102.84475261809762
6.14,103.42927417491234
6.15,104.01595204221393
6.16,104.60478088439764
6.17,105.19575536585894
6.18,105.78887015099322
6.19,106.38411990419591
6.2,106.98149928986236
6.21,107.58100297238788
6.22,108.182625616168
6.23,108.78636188559808
6.24,109.3922064450734
6.25,110.00015395898946
6.26,110.6101990917416
6.27,111.2223365077252
6.28,111.83656087133576
6.29,112.45286684696852
6.3,113.07124909901891
6.31,113.69170229188236
6.32,114.31422108995427
6.33,114.93880015762996
6.34,115.56543415930484
6.35,116.19411775937436
6.36,116.8248456222339
6.37,117.45761241227872
6.38,118.09241279390436
6.39,118.7292414315061
6.4,119.36809298947948
6.41,120.00896213221974
6.42,120.6518435241223
6.43,121.29673182958255
6.44,121.94362171299602
6.45,122.5925078387579
6.46,123.24338487126364
6.47,123.89624747490863
6.48,124.55109031408838
6.49,125.2079080531981
6.5,125.86669535663324
6.51,126.5274468887892
6.52,127.1901573140614
6.53,127.85482129684527
6.54,128.52143350153605
6.55,129.1899885925292
6.56,129.86048123422017
6.57,130.53290609100432
6.58,131.20725782727698
6.59,131.88353110743356
6.6,132.56172059586947
6.61,133.24182095698018
6.62,133.9238268551609
6.63,134.60773295480715
6.64,135.2935339203143
6.65,135.98122441607777
6.66,136.67079910649284
6.67,137.36225265595493
6.68,138.0555797288595
6.69,138.75077498960195
6.7,139.44783310257753
6.71,140.14674873218175
6.72,140.84751654281
6.73,141.55013119885768
6.74,142.25458736472007
6.75,142.96087970479263
6.76,143.6690028834707
6.77,144.37895156514975
6.78,145.09072041422525
6.79,145.80430409509236
6.8,146.51969727214657
6.81,147.23689460978335
6.82,147.955890772398
6.83,148.6766804243859
6.84,149.3992582301425
6.85,150.12361885406315
6.86,150.8497569605433
6.87,151.57766721397823
6.88,152.30734427876334
6.89,153.0387828192941
6.9,153.77197749996597
6.91,154.50692298517413
6.92,155.2436139393141
6.93,155.98204502678124
6.94,156.722210911971
6.95,157.46410625927862
6.96,158.20772573309964
6.97,158.95306399782936
6.98,159.70011571786327
6.99,160.4488755575966
7.0,161.19933818142482
7.01,161.9514982537434
7.02,162.7053504389476
7.03,163.46088940143295
7.04,164.21810980559468
7.05,164.97700631582828
7.06,165.7375735965291
7.07,166.4998063120926
7.08,167.26369912691402
7.09,168.0292467053889
7.1,168.7964437119126
7.11,169.56528481088048
7.12,170.33576466668782
7.13,171.1078779437302
7.14,171.88161930640288
7.15,172.6569834191014
7.16,173.43396494622095
7.17,174.21255855215708
7.18,174.99275890130508
7.19,175.77456065806044
7.2,176.5579584868184
7.21,177.34294705197448
7.22,178.12952101792396
7.23,178.91767504906238
7.24,179.707403809785
7.25,180.49870196448728
7.26,181.2915641775645
7.27,182.08598511341216
7.28,182.8819594364257
7.29,183.6794818110004
7.3,184.47854690153156
7.31,185.2791493724148
7.32,186.08128388804533
7.33,186.88494511281868
7.34,187.6901277111301
7.35,188.49682634737505
7.36,189.30503568594892
7.37,190.11475039124716
7.38,190.925965127665
7.39,191.7386745595979
7.4,192.55287335144135
7.41,193.36855616759067
7.42,194.1857176724412
7.43,195.0043525303883
7.44,195.8244554058275
7.45,196.6460209631541
7.46,197.4690438667635
7.47,198.29351878105115
7.48,199.1194403704124
7.49,199.94680329924253
7.5,200.77560223193703
7.51,201.6058318328913
7.52,202.43748676650068
7.53,203.27056169716064
7.54,204.1050512892666
7.55,204.9409502072137
7.56,205.7782531153976
7.57,206.6169546782136
7.58,207.457049560057
7.59,208.2985324253233
7.6,209.14139793840783
7.61,209.98564076370607
7.62,210.83125556561328
7.63,211.67823700852492
7.64,212.5265797568364
7.65,213.37627847494315
7.66,214.2273278272404
7.67,215.0797224781236
7.68,215.9334570919882
7.69,216.7885263332296
7.7,217.64492486624317
7.71,218.50264735542416
7.72,219.36168846516807
7.73,220.22204285987044
7.74,221.08370520392648
7.75,221.9466701617315
7.76,222.8109323976811
7.77,223.67648657617053
7.78,224.5433273615953
7.79,225.4114494183506
7.8,226.280847410832
7.81,227.1515160034348
7.82,228.0234498605545
7.83,228.8966436465864
7.84,229.7710920259258
7.85,230.6467896629682
7.86,231.5237312221091
7.87,232.4019113677437
7.88,233.28132476426737
7.89,234.1619660760757
7.9,235.0438299675639
7.91,235.92691110312745
7.92,236.81120414716167
7.93,237.696703764062
7.94,238.58340461822388
7.95,239.47130137404255
7.96,240.3603886959136
7.97,241.2506612482321
7.98,242.14211369539396
7.99,243.034740701794
8.0,243.92853693182792
8.01,244.8234970498911
8.02,245.71961572037884
8.03,246.61688760768655
8.04,247.51530737620973
8.05,248.41486969034375
8.06,249.31556921448387
8.07,250.2174006130254
8.08,251.120358550364
8.09,252.02443769089484
8.1,252.9296326990135
8.11,253.8359382391152
8.12,254.74334897559535
8.13,255.6518595728496
8.14,256.561464695273
8.15,257.472159007261
8.16,258.3839371732091
8.17,259.2967938575127
8.18,260.21072372456695
8.19,261.1257214387675
8.2,262.0417816645097
8.21,262.9588990661891
8.22,263.87706830820065
8.23,264.7962840549401
8.24,265.7165409708025
8.25,266.63783372018366
8.26,267.56015696747863
8.27,268.483505377083
8.28,269.4078736133921
8.29,270.3332563408013
8.3,271.25964822370617
8.31,272.18704392650176
8.32,273.11543811358365
8.33,274.0448254493472
8.34,274.97520059818777
8.35,275.9065582245008
8.36,276.83889299268174
8.37,277.7721995671259
8.38,278.7064726122288
8.39,279.64170679238555
8.4,280.5778967719918
8.41,281.5150372154427
8.42,282.4531227871338
8.43,283.39214815146045
8.44,284.33210797281805
8.45,285.2729969156021
8.46,286.2148096442079
8.47,287.1575408230308
8.48,288.101185116466
8.49,289.04573718890936
8.5,289.9911917047558
8.51,290.93754332840103
8.52,291.88478672424026
8.53,292.832916556669
8.54,293.7819274900826
8.55,294.7318141888765
8.56,295.682571317446
8.57,296.6341935401864
8.58,297.58667552149325
8.59,298.54001192576186
8.6,299.4941974173877
8.61,300.44922666076604
8.62,301.4050943202924
8.63,302.36179506036234
8.64,303.3193235453707
8.65,304.2776744397132
8.66,305.2368424077854
8.67,306.1968221139823
8.68,307.15760822269965
8.69,308.11919539833264
8.7,309.08157830527665
8.71,310.0447516079273
8.72,311.0087099706797
8.73,311.9734480579292
8.74,312.9389605340715
8.75,313.90524206350176
8.76,314.87228731061543
8.77,315.84009093980785
8.78,316.80864761547446
8.79,317.77795200201075
8.8,318.7479987638121
8.81,319.7187825652736
8.82,320.69029807079096
8.83,321.6625399447594
8.84,322.6355028515743
8.85,323.6091814556312
8.86,324.58357042132536
8.87,325.55866441305227
8.88,326.53445809520736
8.89,327.5109461321857
8.9,328.48812318838304
8.91,329.46598392819453
8.92,330.4445230160157
8.93,331.42373511624186
8.94,332.40361489326847
8.95,333.38415701149086
8.96,334.36535613530464
8.97,335.3472069291048
8.98,336.32970405728696
8.99,337.3128421842464
9.0,338.2966159743788
9.01,339.2810200920792
9.02,340.2660492017432
9.03,341.25169796776595
9.04,342.2379610545431
9.05,343.22483312647023
9.06,344.2123088479421
9.07,345.20038288335456
9.08,346.1890498971029
9.09,347.17830455358245
9.1,348.1681415171886
9.11,349.1585554523168
9.12,350.14954102336253
9.13,351.1410928947212
9.14,352.13320573078784
9.15,353.1258741959581
9.16,354.11909295462726
9.17,355.11285667119097
9.18,356.1071600100444
9.19,357.10199763558285
9.2,358.097364212202
9.21,359.093254404297
9.22,360.0896628762634
9.23,361.0865842924964
9.24,362.0840133173915
9.25,363.0819446153441
9.26,364.0803728507496
9.27,365.0792926880032
9.28,366.0786987915005
9.29,367.078585825637
9.3,368.078948454808
9.31,369.0797813434088
9.32,370.0810791558346
9.33,371.08283655648097
9.34,372.0850482097435
9.35,373.08770878001735
9.36,374.0908129316979
9.37,375.09435532918064
9.38,376.09833063686114
9.39,377.1027335191343
9.4,378.10755864039584
9.41,379.1128006650412
9.42,380.1184542574656
9.43,381.1245140820644
9.44,382.13097480323313
9.45,383.1378310853671
9.46,384.145077592862
9.47,385.1527089901126
9.48,386.1607199415148
9.49,387.1691051114638
9.5,388.177859164355
9.51,389.1869767645838
9.52,390.19645257654565
9.53,391.2062812646358
9.54,392.2164574932496
9.55,393.2269759267829
9.56,394.2378312296306
9.57,395.24901806618817
9.58,396.2605311008512
9.59,397.2723649980148
9.6,398.2845144220745
9.61,399.2969740374258
9.62,400.3097385084639
9.63,401.3228024995845
9.64,402.33616067518255
9.65,403.3498076996537
9.66,404.3637382373933
9.67,405.3779469527967
9.68,406.39242851025926
9.69,407.40717757417656
9.7,408.42218880894376
9.71,409.4374568789565
9.72,410.4529764486099
9.73,411.4687421822995
9.74,412.48474874442064
9.75,413.5009907993688
9.76,414.5174630115392
9.77,415.5341600453273
9.78,416.5510765651286
9.79,417.5682072353384
9.8,418.58554672035217
9.81,419.6030896845651
9.82,420.6208307923728
9.83,421.6387647081704
9.84,422.6568860963535
9.85,423.6751896213175
9.86,424.6936699474576
9.87,425.7123217391696
9.88,426.7311396608484
9.89,427.75011837688976
9.9,428.7692525516886
9.91,429.7885368496408
9.92,430.8079659351415
9.93,431.8275344725863
9.94,432.8472371263703
9.95,433.8670685608892
9.96,434.8870234405381
9.97,435.9070964297125
9.98,436.9272821928078
9.99,437.94757539421937
10.0,438.9679706983427
10.01,439.98846276957306
10.02,441.00904627230585
10.03,442.02971587093646
10.04,443.05046622986026
10.05,444.07129201347294
10.06,445.0921878861695
10.07,446.1131485123455
10.08,447.13416855639616
10.09,448.15524268271696
10.1,449.1763655557034
10.11,450.1975318397508
10.12,451.2187361992546
10.13,452.2399732986103
10.14,453.261237802213
10.15,454.2825243744582
10.16,455.3038276797412
10.17,456.3251423824576
10.18,457.3464631470026
10.19,458.3677846377717
10.2,459.3891015191603
10.21,460.4104084555639
10.22,461.4317001113776
10.23,462.4529711509969
10.24,463.4742162388172
10.25,464.495430039234
10.26,465.51660721664257
10.27,466.5377424354383
10.28,467.5588303600166
10.29,468.5798656547729
10.3,469.6008429841028
10.31,470.62175701240096
10.32,471.6426024040636
10.33,472.6633738234856
10.34,473.6840659350626
10.35,474.70467340318976
10.36,475.72519089226273
10.37,476.7456130666767
10.38,477.7659345908274
10.39,478.7861501291097
10.4,479.80625434591946
10.41,480.8262419056516
10.42,481.84610747270193
10.43,482.8658457114656
10.44,483.885451286338
10.45,484.9049188617148
10.46,485.9242431019912
10.47,486.94341867156254
10.48,487.9624402348241
10.49,488.9813024561715
10.5,490.0
10.51,491.01852267473305
10.52,492.0368408649064
10.53,493.0549200990838
10.54,494.0727259058288
10.55,495.0902238137055
10.56,496.10737935127713
10.57,497.1241580471076
10.58,498.1405254297608
10.59,499.15644702780025
10.6,500.17188836978977
10.61,501.1868149842932
10.62,502.201192399874
10.63,503.2149861450963
10.64,504.2281617485233
10.65,505.2406847387192
10.66,506.2525206442472
10.67,507.2636349936716
10.68,508.2739933155557
10.69,509.2835611384636
10.7,510.2923039909587
10.71,511.3001874016052
10.72,512.3071768989661
10.73,513.3132380116054
10.74,514.3183362680871
10.75,515.3224371969748
10.76,516.325506326832
10.77,517.3275091862229
10.78,518.3284113037107
10.79,519.3281782078594
10.8,520.3267754272329
10.81,521.3241684903946
10.82,522.3203229259082
10.83,523.3152042623376
10.84,524.3087780282465
10.85,525.3010097521985
10.86,526.2918649627576
10.87,527.2813091884873
10.88,528.2693079579516
10.89,529.2558267997138
10.9,530.2408312423378
10.91,531.2242868143876
10.92,532.2061590444265
10.93,533.1864134610184
10.94,534.1650155927272
10.95,535.1419309681163
10.96,536.1171251157499
10.97,537.0905635641913
10.98,538.0622118420041
10.99,539.0320354777524
11.0,540.0
11.01,540.966088809009
11.02,541.9303567918371
11.03,542.8928767072401
11.04,543.8537213139749
11.05,544.8129633707973
11.06,545.7706756364632
11.07,546.7269308697291
11.08,547.6818018293512
11.09,548.6353612740857
11.1,549.5876819626885
11.11,550.5388366539161
11.12,551.4888981065245
11.13,552.4379390792701
11.14,553.386032330909
11.15,554.3332506201972
11.16,555.279666705891
11.17,556.2253533467466
11.18,557.1703833015202
11.19,558.1148293289681
11.2,559.0587641878462
11.21,560.0022606369112
11.22,560.9453914349186
11.23,561.8882293406251
11.24,562.8308471127866
11.25,563.7733175101595
11.26,564.7157132914998
11.27,565.658107215564
11.28,566.6005720411077
11.29,567.5431805268877
11.3,568.48600543166
11.31,569.4291195141806
11.32,570.3725955332059
11.33,571.3165062474918
11.34,572.2609244157948
11.35,573.2059227968708
11.36,574.1515741494763
11.37,575.0979512323673
11.38,576.0451268043003
11.39,576.993173624031
11.4,577.9421644503158
11.41,578.8921720419107
11.42,579.8432691575724
11.43,580.7955285560565
11.44,581.7490229961195
11.45,582.7038252365176
11.46,583.660008036007
11.47,584.6176441533437
11.48,585.576806347284
11.49,586.537567376584
11.5,587.5
11.51,588.4641420892307
11.52,589.4298919677451
11.53,590.3971130719547
11.54,591.365668838271
11.55,592.3354227031058
11.56,593.3062381028702
11.57,594.2779784739757
11.58,595.2505072528344
11.59,596.2236878758573
11.6,597.1973837794561
11.61,598.1714584000424
11.62,599.1457751740276
11.63,600.1201975378234
11.64,601.0945889278413
11.65,602.0688127804925
11.66,603.0427325321889
11.67,604.0162116193419
11.68,604.9891134783629
11.69,605.9613015456637
11.7,606.9326392576558
11.71,607.9029900507505
11.72,608.8722173613594
11.73,609.8401846258942
11.74,610.8067552807661
11.75,611.7717927623869
11.76,612.7351605071681
11.77,613.6967219515212
11.78,614.6563405318577
11.79,615.6138796845893
11.8,616.5692028461274
11.81,617.5221734528832
11.82,618.4726549412687
11.83,619.4205107476953
11.84,620.3656043085743
11.85,621.3077990603176
11.86,622.2469584393365
11.87,623.1829458820424
11.88,624.1156248248474
11.89,625.0448587041624
11.9,625.9705109563992
11.91,626.8924450179692
11.92,627.8105243252842
11.93,628.7246123147553
11.94,629.6345724227945
11.95,630.5402680858128
11.96,631.4415627402225
11.97,632.3383198224344
11.98,633.2304027688601
11.99,634.1176750159116
12.0,635.0
12.01,635.8772925940681
12.02,636.7496734171824
12.03,637.6173145249406
12.04,638.4803879729405
12.05,639.33906581678
12.06,640.1935201120565
12.07,641.0439229143675
12.08,641.8904462793113
12.09,642.733262262485
12.1,643.5725429194868
12.11,644.408460305914
12.12,645.2411864773644
12.13,646.070893489436
12.14,646.8977533977262
12.15,647.7219382578329
12.16,648.5436201253534
12.17,649.3629710558857
12.18,650.1801631050276
12.19,650.9953683283766
12.2,651.8087587815305
12.21,652.6205065200871
12.22,653.4307835996437
12.23,654.2397620757984
12.24,655.0476140041487
12.25,655.8545114402924
12.26,656.6606264398272
12.27,657.4661310583507
12.28,658.2711973514607
12.29,659.0759973747549
12.3,659.8807031838311
12.31,660.6854868342865
12.32,661.4905203817195
12.33,662.2959758817273
12.34,663.1020253899077
12.35,663.9088409618586
12.36,664.7165946531773
12.37,665.5254585194618
12.38,666.3356046163101
12.39,667.1472049993195
12.4,667.9604317240875
12.41,668.7754568462124
12.42,669.5924524212912
12.43,670.4115905049221
12.44,671.2330431527027
12.45,672.0569824202306
12.46,672.8835803631036
12.47,673.7130090369194
12.48,674.5454404972755
12.49,675.3810467997698
12.5,676.22
12.51,677.0623742544971
12.52,677.9078521235252
12.53,678.7560182682827
12.54,679.6064573499663
12.55,680.4587540297746
12.56,681.3124929689045
12.57,682.1672588285539
12.58,683.0226362699207
12.59,683.8782099542025
12.6,684.7335645425968
12.61,685.5882846963015
12.62,686.441955076514
12.63,687.2941603444323
12.64,688.1444851612538
12.65,688.9925141881764
12.66,689.8378320863976
12.67,690.680023517115
12.68,691.5186731415265
12.69,692.3533656208297
12.7,693.1836856162221
12.71,694.0092177889018
12.72,694.8295468000658
12.73,695.6442573109125
12.74,696.4529339826389
12.75,697.2551614764433
12.76,698.0505244535229
12.77,698.8386075750758
12.78,699.6189955022992
12.79,700.391272896391
12.8,701.1550244185491
12.81,701.9098347299708
12.82,702.655288491854
12.83,703.3909703653962
12.84,704.1164650117951
12.85,704.8313570922485
12.86,705.5352312679539
12.87,706.2276722001092
12.88,706.9082645499121
12.89,707.57659297856
12.9,708.2322421472506
12.91,708.874796717182
12.92,709.5038413495513
12.93,710.1189607055563
12.94,710.719739446395
12.95,711.3057622332649
12.96,711.8766137273636
12.97,712.4318785898889
12.98,712.9711414820382
12.99,713.4939870650094
13.0,714.0
13.01,714.4889116679437
13.02,714.9610403287162
13.03,715.4168509619292
13.04,715.8568085471941
13.05,716.2813780641227
13.06,716.6910244923265
13.07,717.0862128114171
13.08,717.4674080010062
13.09,717.8350750407055
13.1,718.1896789101264
13.11,718.5316845888805
13.12,718.8615570565794
13.13,719.1797612928351
13.14,719.4867622772588
13.15,719.7830249894623
13.16,720.069014409057
13.17,720.3451955156547
13.18,720.6120332888669
13.19,720.8699927083053
13.2,721.1195387535814
13.21,721.3611364043069
13.22,721.5952506400935
13.23,721.8223464405526
13.24,722.0428887852956
13.25,722.2573426539348
13.26,722.4661730260813
13.27,722.6698448813468
13.28,722.8688231993428
13.29,723.0635729596812
13.3,723.2545591419735
13.31,723.442246725831
13.32,723.6271006908659
13.33,723.8095860166892
13.34,723.9901676829129
13.35,724.1693106691483
13.36,724.3474799550072
13.37,724.5251405201012
