wind_speed,Vind-Syssel VS130/22
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0104207613877328
4.09,0.0455979722068027
4.1,0.081381701236336
4.11,0.1177709348917729
4.12,0.1547646595885439
4.13,0.1923618617420904
4.14,0.2305615277678489
4.15,0.2693626440812613
4.16,0.308764197097757
4.17,0.3487651732327786
4.18,0.389364558901763
4.19,0.4305613405201509
4.2,0.4723545045033717
4.21,0.5147430372668678
4.22,0.5577259252260761
4.23,0.6013021547964386
4.24,0.6454707123933842
4.25,0.6902305844323537
4.26,0.7355807573287862
4.27,0.7815202174981181
4.28,0.8280479513557917
4.29,0.8751629453172354
4.3,0.9228641857978904
4.31,0.9711506592131948
4.32,1.0200213519785906
4.33,1.0694752505095069
4.34,1.1195113412213846
4.35,1.1701286105296618
4.36,1.2213260448497802
4.37,1.273102630597167
4.38,1.3254573541872676
4.39,1.378389202035517
4.4,1.4318971605573565
4.41,1.4859802161682163
4.42,1.5406373552835368
4.43,1.5958675643187568
4.44,1.6516698296893173
4.45,1.7080431378106484
4.46,1.7649864750981887
4.47,1.82249882796738
4.48,1.880579182833661
4.49,1.9392265261124613
4.5,1.9984398442192224
4.51,2.0582181235693824
4.52,2.118560350578377
4.53,2.1794655116616526
4.54,2.2409325932346333
4.55,2.3029605817127607
4.56,2.3655484635114754
4.57,2.4286952250462197
4.58,2.4923998527324187
4.59,2.556661332985516
4.6,2.621478652220948
4.61,2.6868507968541597
4.62,2.752776753300576
4.63,2.819255507975641
4.64,2.8862860472947918
4.65,2.9538673576734698
4.66,3.021998425527104
4.67,3.090678237271136
4.68,3.1599057793210026
4.69,3.229680038092148
4.7,3.3
4.71,3.3708646514599967
4.72,3.44227297888758
4.73,3.514223968698192
4.74,3.5867166073072587
4.75,3.659749881130222
4.76,3.7333227765825208
4.77,3.807434280079592
4.78,3.882083378036879
4.79,3.957269056869808
4.8,4.032990302993822
4.81,4.109246102824358
4.82,4.186035442776859
4.83,4.263357309266752
4.84,4.34121068870948
4.85,4.419594567520481
4.86,4.498507932115196
4.87,4.577949768909052
4.88,4.657919064317495
4.89,4.738414804755957
4.9,4.819435976639887
4.91,4.900981566384706
4.92,4.983050560405863
4.93,5.065641945118786
4.94,5.148754706938927
4.95,5.232387832281711
4.96,5.316540307562574
4.97,5.401211119196962
4.98,5.486399253600319
4.99,5.572103697188061
5.0,5.658323436375639
5.01,5.745057457578488
5.02,5.832304747212045
5.03,5.920064291691759
5.04,6.008335077433047
5.05,6.097116090851356
5.06,6.186406318362124
5.07,6.276204746380796
5.08,6.366510361322795
5.09,6.4573221496035655
5.1,6.548639097638543
5.11,6.640460191843175
5.12,6.732784418632884
5.13,6.82561076442311
5.14,6.918938215629298
5.15,7.012765758666893
5.16,7.107092379951308
5.17,7.201917065897996
5.18,7.297238802922392
5.19,7.393056577439941
5.2,7.489369375866067
5.21,7.586176184616209
5.22,7.683475990105814
5.23,7.7812677787503235
5.24,7.879550536965157
5.25,7.97832325116576
5.26,8.07758490776757
5.27,8.177334493186022
5.28,8.277570993836576
5.29,8.378293396134632
5.3,8.47950068649565
5.31,8.581191851335062
5.32,8.683365877068315
5.33,8.786021750110832
5.34,8.889158456878057
5.35,8.992774983785425
5.36,9.096870317248383
5.37,9.201443443682354
5.38,9.30649334950278
5.39,9.412019021125104
5.4,9.51801944496477
5.41,9.624493607437197
5.42,9.73144049495783
5.43,9.838859093942109
5.44,9.946748390805476
5.45,10.055107371963352
5.46,10.16393502383119
5.47,10.273230332824422
5.48,10.382992285358494
5.49,10.493219867848826
5.5,10.603912066710866
5.51,10.715067868360048
5.52,10.826686259211815
5.53,10.938766225681611
5.54,11.051306754184852
5.55,11.16430683113699
5.56,11.277765442953456
5.57,11.391681576049702
5.58,11.506054216841148
5.59,11.620882351743235
5.6,11.736164967171408
5.61,11.851901049541103
5.62,11.96808958526775
5.63,12.084729560766789
5.64,12.20181996245366
5.65,12.319359776743806
5.66,12.437347990052652
5.67,12.55578358879564
5.68,12.674665559388211
5.69,12.79399288824581
5.7,12.913764561783855
5.71,13.033979566417797
5.72,13.154636888563068
5.73,13.275735514635112
5.74,13.39727443104936
5.75,13.519252624221249
5.76,13.641669080566214
5.77,13.764522786499702
5.78,13.887812728437154
5.79,14.011537892793992
5.8,14.135697265985655
5.81,14.260289834427592
5.82,14.385314584535244
5.83,14.510770502724029
5.84,14.636656575409392
5.85,14.762971789006771
5.86,14.889715129931623
5.87,15.016885584599356
5.88,15.144482139425415
5.89,15.272503780825248
5.9,15.400949495214292
5.91,15.529818269007968
5.92,15.659109088621722
5.93,15.788820940470998
5.94,15.91895281097124
5.95,16.04950368653786
5.96,16.180472553586316
5.97,16.311858398532035
5.98,16.443660207790472
5.99,16.575876967777038
6.0,16.708507664907188
6.01,16.84155128559635
6.02,16.97500681625997
6.03,17.108873243313493
6.04,17.243149553172334
6.05,17.37783473225194
6.06,17.512927766967753
6.07,17.648427643735225
6.08,17.784333348969763
6.09,17.920643869086813
6.1,18.05735819050182
6.11,18.194475299630227
6.12,18.331994182887456
6.13,18.469913826688952
6.14,18.608233217450145
6.15,18.746951341586502
6.16,18.886067185513426
6.17,19.02557973564636
6.18,19.165487978400748
6.19,19.305790900192047
6.2,19.44648748743565
6.21,19.58757672654703
6.22,19.72905760394161
6.23,19.87092910603485
6.24,20.01319021924215
6.25,20.15583992997897
6.26,20.298877224660743
6.27,20.44230108970291
6.28,20.586110511520907
6.29,20.73030447653017
6.3,20.874881971146124
6.31,21.019841981784232
6.32,21.165183494859924
6.33,21.310905496788628
6.34,21.457006973985777
6.35,21.60348691286682
6.36,21.7503442998472
6.37,21.897578121342335
6.38,22.045187363767678
6.39,22.19317101353866
6.4,22.34152805707073
6.41,22.490257480779302
6.42,22.63935827107983
6.43,22.78882941438775
6.44,22.93866989711851
6.45,23.088878705687524
6.46,23.239454826510237
6.47,23.390397246002088
6.48,23.54170495057853
6.49,23.693376926654985
6.5,23.84541216064688
6.51,23.997809638969677
6.52,24.150568348038792
6.53,24.30368727426969
6.54,24.457165404077777
6.55,24.611001723878505
6.56,24.765195220087307
6.57,24.91974487911964
6.58,25.07464968739092
6.59,25.22990863131657
6.6,25.38552069731206
6.61,25.541484871792832
6.62,25.69780014117429
6.63,25.854465491871885
6.64,26.011479910301052
6.65,26.16884238287726
6.66,26.3265518960159
6.67,26.48460743613243
6.68,26.643007989642285
6.69,26.80175254296092
6.7,26.960840082503744
6.71,27.120269594686206
6.72,27.280040065923743
6.73,27.44015048263181
6.74,27.60059983122581
6.75,27.76138709812121
6.76,27.922511269733437
6.77,28.083971332477915
6.78,28.245766272770112
6.79,28.407895077025447
6.8,28.570356731659345
6.81,28.73315022308726
6.82,28.89627453772465
6.83,29.059728661986902
6.84,29.223511582289497
6.85,29.387622285047836
6.86,29.552059756677405
6.87,29.716822983593588
6.88,29.88191095221185
6.89,30.04732264894763
6.9,30.21305706021637
6.91,30.379113172433485
6.92,30.54548997201443
6.93,30.71218644537464
6.94,30.87920157892956
6.95,31.046534359094608
6.96,31.214183772285228
6.97,31.382148804916863
6.98,31.550428443404968
6.99,31.719021674164942
7.0,31.88792748361224
7.01,32.0571448581623
7.02,32.226672784230566
7.03,32.39651024823249
7.04,32.566656236583455
7.05,32.73710973569895
7.06,32.9078697319944
7.07,33.07893521188524
7.08,33.2503051617869
7.09,33.42197856811481
7.1,33.59395441728442
7.11,33.76623169571119
7.12,33.93880938981053
7.13,34.111686485997865
7.14,34.28486197068866
7.15,34.458334830298355
7.16,34.632104051242365
7.17,34.80616861993613
7.18,34.9805275227951
7.19,35.15517974623472
7.2,35.330124276670404
7.21,35.505360100517606
7.22,35.68088620419174
7.23,35.85670157410828
7.24,36.032805196682645
7.25,36.20919605833026
7.26,36.38587314546656
7.27,36.56283544450703
7.28,36.74008194186707
7.29,36.9176116239621
7.3,37.0954234772076
7.31,37.27351648801898
7.32,37.45188964281169
7.33,37.63054192800115
7.34,37.80947233000282
7.35,37.98867983523212
7.36,38.1681634301045
7.37,38.347922101035394
7.38,38.52795483444022
7.39,38.70826061673444
7.4,38.88883843433351
7.41,39.0696872736528
7.42,39.25080612110781
7.43,39.43219396311395
7.44,39.61384978608668
7.45,39.79577257644141
7.46,39.97796132059359
7.47,40.16041500495864
7.48,40.34313261595205
7.49,40.5261131399892
7.5,40.70935556348554
7.51,40.89285887285652
7.52,41.07662205451758
7.53,41.26064409488416
7.54,41.44492398037167
7.55,41.62946069739557
7.56,41.8142532323713
7.57,41.9993005717143
7.58,42.18460170183997
7.59,42.3701556091638
7.6,42.55596128010119
7.61,42.74201770106761
7.62,42.92832385847846
7.63,43.1148787387492
7.64,43.30168132829525
7.65,43.48873061353208
7.66,43.67602558087511
7.67,43.86356521673976
7.68,44.05134850754149
7.69,44.23937443969574
7.7,44.42764199961791
7.71,44.6161501737235
7.72,44.80489794842788
7.73,44.99388431014654
7.74,45.18310824529489
7.75,45.37256874028839
7.76,45.56226478154243
7.77,45.752195355472494
7.78,45.94235944849403
7.79,46.13275604702244
7.8,46.32338413747316
7.81,46.51424270626164
7.82,46.705330739803344
7.83,46.89664722451365
7.84,47.08819114680804
7.85,47.27996149310193
7.86,47.47195724981079
7.87,47.66417740335002
7.88,47.85662094013507
7.89,48.04928684658138
7.9,48.2421741091044
7.91,48.43528171411954
7.92,48.62860864804226
7.93,48.822153897287976
7.94,49.015916448272165
7.95,49.20989528741021
7.96,49.40408940111757
7.97,49.59849777580972
7.98,49.79311939790206
7.99,49.98795325381002
8.0,50.182998329949065
8.01,50.37825361273461
8.02,50.5737180885821
8.03,50.769390743906975
8.04,50.96527056512468
8.05,51.16135653865066
8.06,51.35764765090032
8.07,51.55414288828911
8.08,51.75084123723246
8.09,51.94774168414583
8.1,52.144843215444624
8.11,52.34214481754432
8.12,52.53964547686034
8.13,52.73734417980815
8.14,52.93523991280311
8.15,53.13333166226073
8.16,53.331618414596406
8.17,53.53009915622559
8.18,53.72877287356371
8.19,53.92763855302623
8.2,54.12669518102856
8.21,54.32594174398618
8.22,54.52537722831447
8.23,54.72500062042889
8.24,54.92481090674487
8.25,55.12480707367788
8.26,55.32498810764332
8.27,55.52535299505664
8.28,55.72590072233331
8.29,55.9266302758887
8.3,56.12754064213834
8.31,56.32863080749757
8.32,56.52989975838187
8.33,56.73134648120668
8.34,56.93296996238744
8.35,57.134769188339575
8.36,57.33674314547853
8.37,57.53889082021975
8.38,57.74121119897869
8.39,57.94370326817074
8.4,58.14636601421135
8.41,58.34919842351597
8.42,58.55219948250004
8.43,58.75536817757897
8.44,58.95870349516825
8.45,59.16220442168327
8.46,59.36586994353952
8.47,59.56969904715238
8.48,59.7736907189373
8.49,59.97784394530972
8.5,60.182157712685104
8.51,60.38663100747885
8.52,60.59126281610644
8.53,60.79605212498326
8.54,61.00099792052478
8.55,61.20609918914648
8.56,61.411354917263694
8.57,61.61676409129194
8.58,61.822325697646605
8.59,62.02803872274316
8.6,62.23390215299704
8.61,62.43991497482367
8.62,62.6460761746385
8.63,62.85238473885701
8.64,63.05883965389454
8.65,63.26543990616656
8.66,63.472184482088544
8.67,63.67907236807589
8.68,63.88610255054407
8.69,64.09327401590852
8.7,64.30058575058464
8.71,64.50803674098792
8.72,64.71562597353376
8.73,64.9233524346376
8.74,65.13121511071486
8.75,65.33921298818103
8.76,65.54734505345151
8.77,65.75561029294172
8.78,65.96400769306717
8.79,66.17253624024322
8.8,66.38119492088538
8.81,66.589982721409
8.82,66.79889862822958
8.83,67.00794162776253
8.84,67.2171107064233
8.85,67.42640485062732
8.86,67.63582304679004
8.87,67.84536428132691
8.88,68.05502754065336
8.89,68.26481181118477
8.9,68.47471607933663
8.91,68.68473933152438
8.92,68.89488055416345
8.93,69.10513873366926
8.94,69.31551285645729
8.95,69.52600190894292
8.96,69.73660487754167
8.97,69.94732074866889
8.98,70.15814850874003
8.99,70.36908714417058
9.0,70.58013564137593
9.01,70.79129298677155
9.02,71.00255816677284
9.03,71.21393016779528
9.04,71.42540797625428
9.05,71.6369905785653
9.06,71.84867696114375
9.07,72.06046611040507
9.08,72.27235701276472
9.09,72.48434865463811
9.1,72.6964400224407
9.11,72.90863010258792
9.12,73.12091788149519
9.13,73.33330234557803
9.14,73.54578248125175
9.15,73.75835727493188
9.16,73.9710257130338
9.17,74.18378678197297
9.18,74.39663946816486
9.19,74.60958275802487
9.2,74.82261563796841
9.21,75.03573709441102
9.22,75.24894611376804
9.23,75.46224168245493
9.24,75.67562278688715
9.25,75.88908841348011
9.26,76.10263754864927
9.27,76.31626917881005
9.28,76.52998229037789
9.29,76.74377586976826
9.3,76.95764890339657
9.31,77.17160037767825
9.32,77.38562927902873
9.33,77.59973459386347
9.34,77.8139153085979
9.35,78.02817040964746
9.36,78.24249888342759
9.37,78.45689971635372
9.38,78.67137189484134
9.39,78.88591440530578
9.4,79.10052623416254
9.41,79.31520636782706
9.42,79.52995379271476
9.43,79.7447674952411
9.44,79.9596464618215
9.45,80.17458967887141
9.46,80.3895961328063
9.47,80.6046648100415
9.48,80.81979469699255
9.49,81.03498478007485
9.5,81.25023404570383
9.51,81.46554148029496
9.52,81.68090607026363
9.53,81.89632680202531
9.54,82.11180266199543
9.55,82.32733263658946
9.56,82.54291571222275
9.57,82.75855087531082
9.58,82.97423711226908
9.59,83.18997340951296
9.6,83.4057587534579
9.61,83.62159213051933
9.62,83.83747252711272
9.63,84.05339892965354
9.64,84.26937032455712
9.65,84.48538569823894
9.66,84.70144403711447
9.67,84.9175443275991
9.68,85.13368555610833
9.69,85.34986670905752
9.7,85.56608677286219
9.71,85.78234473393776
9.72,85.9986395786996
9.73,86.21497029356323
9.74,86.43133586494399
9.75,86.6477352792574
9.76,86.86416752291888
9.77,87.08063158234387
9.78,87.29712644394777
9.79,87.51365109414607
9.8,87.73020451935422
9.81,87.94678570598758
9.82,88.16339364046163
9.83,88.38002730919179
9.84,88.59668569859353
9.85,88.81336779508227
9.86,89.03007258507347
9.87,89.24679905498252
9.88,89.46354619122492
9.89,89.68031298021604
9.9,89.89709840837136
9.91,90.11390146210628
9.92,90.3307211278363
9.93,90.54755639197676
9.94,90.76440624094325
9.95,90.98126966115106
9.96,91.1981456390157
9.97,91.4150331609526
9.98,91.63193121337716
9.99,91.84883878270485
10.0,92.0657548553511
10.01,92.28267841773136
10.02,92.49960845626104
10.03,92.7165439573556
10.04,92.93348390743051
10.05,93.15042729290116
10.06,93.367373100183
10.07,93.58432031569144
10.08,93.80126792584196
10.09,94.01821491704996
10.1,94.23516027573092
10.11,94.45210298830024
10.12,94.66904204117336
10.13,94.8859764207658
10.14,95.10290511349284
10.15,95.31982710577005
10.16,95.53674138401284
10.17,95.75364693463658
10.18,95.9705427440568
10.19,96.18742779868886
10.2,96.40430108494824
10.21,96.62116158925042
10.22,96.83800829801076
10.23,97.0548401976447
10.24,97.2716562745677
10.25,97.4884555151952
10.26,97.70523690594266
10.27,97.92199943322548
10.28,98.1387420834591
10.29,98.355463843059
10.3,98.5721636984406
10.31,98.7888406360193
10.32,99.00549364221057
10.33,99.2221217034298
10.34,99.4387238060925
10.35,99.65529893661405
10.36,99.87184608140996
10.37,100.08836422689556
10.38,100.3048523594864
10.39,100.52130946559784
10.4,100.73773453164534
10.41,100.95412654404434
10.42,101.1704844892103
10.43,101.3868073535586
10.44,101.60309412350472
10.45,101.81934378546408
10.46,102.0355553258522
10.47,102.25172773108434
10.48,102.46785998757608
10.49,102.68395108174283
10.5,102.9
10.51,103.1160041589327
10.52,103.33195469580444
10.53,103.5478411780484
10.54,103.76365317309777
10.55,103.97938024838577
10.56,104.19501197134554
10.57,104.41053790941024
10.58,104.6259476300131
10.59,104.8412307005873
10.6,105.056376688566
10.61,105.2713751613824
10.62,105.48621568646962
10.63,105.70088783126096
10.64,105.91538116318952
10.65,106.12968524968844
10.66,106.343789658191
10.67,106.55768395613028
10.68,106.77135771093954
10.69,106.98480049005197
10.7,107.19800186090067
10.71,107.41095139091895
10.72,107.62363864753988
10.73,107.83605319819662
10.74,108.04818461032248
10.75,108.2600224513505
10.76,108.47155628871396
10.77,108.68277568984598
10.78,108.89367022217978
10.79,109.10422945314856
10.8,109.31444295018548
10.81,109.52430028072368
10.82,109.73379101219636
10.83,109.94290471203676
10.84,110.151630947678
10.85,110.35995928655326
10.86,110.56787929609575
10.87,110.77538054373863
10.88,110.98245259691517
10.89,111.1890850230584
10.9,111.3952673896016
10.91,111.60098926397792
10.92,111.80624021362053
10.93,112.01100980596266
10.94,112.2152876084374
10.95,112.41906318847808
10.96,112.62232611351776
10.97,112.82506595098968
10.98,113.02727226832695
10.99,113.22893463296283
11.0,113.43004261233044
11.01,113.63058577386302
11.02,113.83055368499367
11.03,114.02993591315568
11.04,114.22872202578216
11.05,114.42690159030631
11.06,114.6244641741613
11.07,114.82139934478032
11.08,115.01769666959656
11.09,115.21334571604316
11.1,115.40833605155336
11.11,115.60265724356032
11.12,115.79629885949716
11.13,115.98925046679722
11.14,116.1815016328935
11.15,116.37304192521928
11.16,116.56386091120774
11.17,116.75394815829202
11.18,116.94329323390532
11.19,117.1318857054808
11.2,117.3197151404517
11.21,117.5067711062512
11.22,117.6930431703124
11.23,117.87852090006854
11.24,118.06319386295276
11.25,118.24705162639832
11.26,118.43008375783836
11.27,118.61227982470602
11.28,118.79362939443456
11.29,118.97412203445708
11.3,119.15374731220682
11.31,119.33249479511694
11.32,119.5103540506206
11.33,119.687314646151
11.34,119.86336614914136
11.35,120.03849812702482
11.36,120.21270014723456
11.37,120.38596177720376
11.38,120.55827258436564
11.39,120.72962213615332
11.4,120.9
11.41,121.06939774813266
11.42,121.2378149719532
11.43,121.40525326765734
11.44,121.5717142314408
11.45,121.73719945949924
11.46,121.90171054802845
11.47,122.06524909322398
11.48,122.22781669128166
11.49,122.38941493839714
11.5,122.55004543076616
11.51,122.70970976458436
11.52,122.86840953604752
11.53,123.02614634135128
11.54,123.18292177669136
11.55,123.3387374382635
11.56,123.49359492226333
11.57,123.6474958248866
11.58,123.800441742329
11.59,123.95243427078624
11.6,124.103475006454
11.61,124.25356554552803
11.62,124.402707484204
11.63,124.55090241867762
11.64,124.69815194514456
11.65,124.8444576598006
11.66,124.98982115884132
11.67,125.13424403846253
11.68,125.27772789485992
11.69,125.42027432422913
11.7,125.56188492276593
11.71,125.70256128666598
11.72,125.842305012125
11.73,125.98111769533864
11.74,126.1190009325027
11.75,126.2559563198128
11.76,126.39198545346471
11.77,126.5270899296541
11.78,126.66127134457663
11.79,126.79453129442808
11.8,126.92687137540412
11.81,127.0582931837004
11.82,127.18879831551271
11.83,127.31838836703668
11.84,127.44706493446805
11.85,127.57482961400252
11.86,127.7016840018358
11.87,127.82762969416356
11.88,127.95266828718154
11.89,128.07680137708542
11.9,128.20003056007087
11.91,128.32235743233366
11.92,128.44378359006947
11.93,128.564310629474
11.94,128.68394014674288
11.95,128.80267373807197
11.96,128.9205129996568
11.97,129.03745952769322
11.98,129.15351491837683
11.99,129.26868076790336
12.0,129.38295867246853
12.01,129.49635022826806
12.02,129.6088570314976
12.03,129.72048067835283
12.04,129.83122276502954
12.05,129.94108488772338
12.06,130.05006864263007
12.07,130.15817562594535
12.08,130.26540743386485
12.09,130.37176566258427
12.1,130.47725190829934
12.11,130.58186776720578
12.12,130.68561483549928
12.13,130.78849470937558
12.14,130.8905089850303
12.15,130.99165925865915
12.16,131.0919471264579
12.17,131.19137418462225
12.18,131.28994202934786
12.19,131.3876522568304
12.2,131.48450646326563
12.21,131.58050624484926
12.22,131.67565319777694
12.23,131.76994891824444
12.24,131.86339500244736
12.25,131.95599304658154
12.26,132.04774464684257
12.27,132.13865139942618
12.28,132.2287149005281
12.29,132.31793674634403
12.3,132.40631853306965
12.31,132.49386185690068
12.32,132.58056831403275
12.33,132.66643950066168
12.34,132.75147701298312
12.35,132.83568244719277
12.36,132.9190573994863
12.37,133.00160346605946
12.38,133.08332224310794
12.39,133.16421532682745
12.4,133.2442843134137
12.41,133.3235307990623
12.42,133.4019563799691
12.43,133.47956265232966
12.44,133.5563512123398
12.45,133.63232365619518
12.46,133.70748158009147
12.47,133.7818265802244
12.48,133.8553602527897
12.49,133.92808419398295
12.5,134.0
12.51,134.07110876832698
12.52,134.14140960161188
12.53,134.21090110379322
12.54,134.27958187880947
12.55,134.34745053059913
12.56,134.41450566310073
12.57,134.4807458802527
12.58,134.54616978599356
12.59,134.6107759842618
12.6,134.6745630789959
12.61,134.7375296741344
12.62,134.79967437361572
12.63,134.8609957813784
12.64,134.92149250136094
12.65,134.98116313750182
12.66,135.0400062937395
12.67,135.0980205740125
12.68,135.1552045822593
12.69,135.2115569224184
12.7,135.26707619842833
12.71,135.3217610142275
12.72,135.37560997375448
12.73,135.4286216809477
12.74,135.48079473974573
12.75,135.53212775408693
12.76,135.58261932790995
12.77,135.63226806515317
12.78,135.68107256975512
12.79,135.72903144565433
12.8,135.7761432967892
12.81,135.8224067270983
12.82,135.86782034052007
12.83,135.91238274099305
12.84,135.9560925324557
12.85,135.99894831884654
12.86,136.04094870410404
12.87,136.08209229216664
12.88,136.12237768697295
12.89,136.1618034924614
12.9,136.20036831257045
12.91,136.23807075123864
12.92,136.27490941240444
12.93,136.31088290000633
12.94,136.34598981798283
12.95,136.38022877027248
12.96,136.4135983608136
12.97,136.4460971935449
12.98,136.4777238724047
12.99,136.50847700133158
13.0,136.538355184264
13.01,136.56735702514047
13.02,136.59548112789952
13.03,136.62272609647954
13.04,136.64909053481907
13.05,136.67457304685666
13.06,136.6991722365307
13.07,136.7228867077798
13.08,136.7457150645423
13.09,136.76765591075684
13.1,136.78870785036185
13.11,136.80886948729577
13.12,136.8281394254972
13.13,136.84651626890457
13.14,136.86399862145635
13.15,136.88058508709105
13.16,136.8962742697472
13.17,136.91106477336325
13.18,136.9249552018777
13.19,136.93794415922906
13.2,136.95003024935582
13.21,136.96121207619646
13.22,136.97148824368944
13.23,136.9808573557733
13.24,136.9893180163865
13.25,136.9968688294676
13.26,137.003508398955
13.27,137.00923532878724
13.28,137.01404822290283
13.29,137.0179456852402
13.3,137.02092631973792
13.31,137.0229887303344
13.32,137.02413152096818
13.33,137.02435329557775
13.34,137.0236526581016
13.35,137.02202821247818
13.36,137.0194785626461
13.37,137.0160023125437
13.38,137.01159806610957
13.39,137.0062644272822
13.4,137.0
13.41,136.9928048548298
13.42,136.98468492885084
13.43,136.97564762577082
13.44,136.96570034929735
13.45,136.95485050313803
13.46,136.9431054910004
13.47,136.93047271659225
13.48,136.91695958362104
13.49,136.90257349579434
13.5,136.88732185681985
13.51,136.87121207040514
13.52,136.8542515402578
13.53,136.83644767008548
13.54,136.81780786359576
13.55,136.79833952449624
13.56,136.77805005649452
13.57,136.75694686329828
13.58,136.73503734861504
13.59,136.71232891615244
13.6,136.6888289696181
13.61,136.66454491271955
13.62,136.6394841491645
13.63,136.6136540826605
