wind_speed,Nordex N80 Alpha
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.160709795155706
3.02,0.3087705118171334
3.03,0.444562743422928
3.04,0.5684670834117607
3.05,0.6808641252222792
3.06,0.7821344622931529
3.07,0.8726586880630312
3.08,0.9528173959705808
3.09,1.0229911794544544
3.1,1.0835606319533162
3.11,1.13490634690582
3.12,1.1774089177506295
3.13,1.2114489379264
3.14,1.2374070008717928
3.15,1.2556637000254642
3.16,1.2665996288260757
3.17,1.2705953807122845
3.18,1.2680315491227503
3.19,1.2592887274961324
3.2,1.2447475092710876
3.21,1.224788487886277
3.22,1.1997922567803585
3.23,1.170139409391992
3.24,1.1362105391598345
3.25,1.0983862395225468
3.26,1.057047103918787
3.27,1.0125737257872127
3.28,0.965346698566486
3.29,0.915746615695262
3.3,0.8641540706122026
3.31,0.8109496567559642
3.32,0.7565139675652085
3.33,0.7012275964785905
3.34,0.6454711369347745
3.35,0.5896251823724132
3.36,0.534070326230172
3.37,0.4791871619467027
3.38,0.4253562829606712
3.39,0.3729582827107303
3.4,0.3223737546355445
3.41,0.2739832921737672
3.42,0.228167488764063
3.43,0.185306937845084
3.44,0.1457822328554954
3.45,0.1099739672339521
3.46,0.0782627344191158
3.47,0.0510291278496417
3.48,0.0286537409641938
3.49,0.0115171672014264
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0029708721503571
3.54,0.0177372655808851
3.55,0.0400260327660459
3.56,0.0702177671445056
3.57,0.1086930621549155
3.58,0.1558325112359408
3.59,0.2120167078262298
3.6,0.2776262453644573
3.61,0.3530417172892681
3.62,0.43864371703933
3.63,0.5348128380532948
3.64,0.6419296737698312
3.65,0.760374817627584
3.66,0.8905288630652306
3.67,1.032772403521408
3.68,1.187486032434797
3.69,1.3550503432440353
3.7,1.5358459293878042
3.71,1.7302533843047383
3.72,1.9386533014335208
3.73,2.161426274212787
3.74,2.3989528960812203
3.75,2.6516137604774555
3.76,2.91978946084016
3.77,3.2038605906080075
3.78,3.50420774321964
3.79,3.8212115121137273
3.8,4.155252490728907
3.81,4.506711272503871
3.82,4.875968450877247
3.83,5.263404619287721
3.84,5.669400371173921
3.85,6.094336299974541
3.86,6.538592999128204
3.87,7.002551062073605
3.88,7.486591082249367
3.89,7.991093653094188
3.9,8.516439368046681
3.91,9.06300882054556
3.92,9.631182604029418
3.93,10.221341311936984
3.94,10.833865537706846
3.95,11.469135874777733
3.96,12.127532916588237
3.97,12.809437256577088
3.98,13.515229488182868
3.99,14.245290204844313
4.0,15.0
4.01,15.779557113649984
4.02,16.58343037203961
4.03,17.410906247975667
4.04,18.26127121426471
4.05,19.133811743713515
4.06,20.0278143091288
4.07,20.942565383317337
4.08,21.87735143908568
4.09,22.83145894924061
4.1,23.804174386588823
4.11,24.79478422393714
4.12,25.80257493409207
4.13,26.82683298986041
4.14,27.86684486404887
4.15,28.92189702946424
4.16,29.991275958913032
4.17,31.07426812520208
4.18,32.17016000113806
4.19,33.278238059527766
4.2,34.397788773177744
4.21,35.52809861489478
4.22,36.66845405748557
4.23,37.81814157375691
4.24,38.97644763651534
4.25,40.142658718567645
4.26,41.316061292720526
4.27,42.49594183178071
4.28,43.68158680855498
4.29,44.872282695849854
4.3,46.06731596647214
4.31,47.26597309322853
4.32,48.46754054892584
4.33,49.67130480637056
4.34,50.87655233836952
4.35,52.0825696177294
4.36,53.28864311725703
4.37,54.49405930975891
4.38,55.69810466804184
4.39,56.90006566491252
4.4,58.09922877317775
4.41,59.29488046564406
4.42,60.48630721511825
4.43,61.672795494407
4.44,62.853631776317165
4.45,64.02810253365519
4.46,65.19549423922793
4.47,66.35509336584204
4.48,67.50618638630438
4.49,68.64805977342142
4.5,69.78
4.51,70.9014699926014
4.52,72.01263849280558
4.53,73.1138506959471
4.54,74.20545179736028
4.55,75.28778699237981
4.56,76.3612014763401
4.57,77.42604044457588
4.58,78.48264909242138
4.59,79.53137261521127
4.6,80.57255620828003
4.61,81.60654506696233
4.62,82.63368438659244
4.63,83.654319362505
4.64,84.66879519003452
4.65,85.67745706451565
4.66,86.68065018128267
4.67,87.67871973567023
4.68,88.67201092301282
4.69,89.66086893864505
4.7,90.6456389779013
4.71,91.62666623611612
4.72,92.60429590862408
4.73,93.57887319075977
4.74,94.5507432778575
4.75,95.52025136525192
4.76,96.48774264827756
4.77,97.45356232226888
4.78,98.41805558256054
4.79,99.38156762448683
4.8,100.3444436433824
4.81,101.3070288345818
4.82,102.26966839341954
4.83,103.23270751523005
4.84,104.19649139534788
4.85,105.1613652291076
4.86,106.12767421184375
4.87,107.09576353889076
4.88,108.06597840558318
4.89,109.03866400725552
4.9,110.01416553924244
4.91,110.9928281968782
4.92,111.97499717549748
4.93,112.96101767043476
4.94,113.95123487702467
4.95,114.94599399060158
4.96,115.94564020650002
4.97,116.95051872005456
4.98,117.9609747265998
4.99,118.97735342147008
5.0,120.0
5.01,121.02920090801403
5.02,122.0650075932965
5.03,123.10741275412175
5.04,124.15640908876392
5.05,125.21198929549722
5.06,126.27414607259604
5.07,127.34287211833472
5.08,128.41816013098733
5.09,129.5000028088282
5.1,130.58839285013164
5.11,131.68332295317197
5.12,132.78478581622323
5.13,133.89277413755988
5.14,135.00728061545615
5.15,136.12829794818634
5.16,137.25581883402458
5.17,138.38983597124522
5.18,139.5303420581225
5.19,140.67732979293083
5.2,141.83079187394424
5.21,142.99072099943706
5.22,144.1571098676837
5.23,145.3299511769583
5.24,146.50923762553512
5.25,147.69496191168847
5.26,148.88711673369252
5.27,150.08569478982164
5.28,151.2906887783502
5.29,152.50209139755216
5.3,153.71989534570204
5.31,154.94409332107395
5.32,156.17467802194233
5.33,157.41164214658127
5.34,158.65497839326508
5.35,159.90467946026806
5.36,161.16073804586455
5.37,162.4231468483286
5.38,163.6918985659346
5.39,164.96698589695683
5.4,166.24840153966963
5.41,167.53613819234704
5.42,168.83018855326353
5.43,170.13054532069322
5.44,171.43720119291058
5.45,172.75014886818963
5.46,174.06938104480474
5.47,175.39489042103017
5.48,176.72666969514032
5.49,178.06471156540923
5.5,179.4090087301112
5.51,180.7595538875206
5.52,182.1163397359116
5.53,183.47935897355876
5.54,184.84860429873584
5.55,186.2240684097174
5.56,187.6057440047777
5.57,188.99362378219104
5.58,190.38770044023155
5.59,191.78796667717356
5.6,193.19441519129128
5.61,194.6070386808592
5.62,196.02582984415127
5.63,197.4507813794419
5.64,198.8818859850053
5.65,200.319136359116
5.66,201.76252520004792
5.67,203.2120452060754
5.68,204.66768907547285
5.69,206.12944950651448
5.7,207.5973191974744
5.71,209.07129084662705
5.72,210.55135715224657
5.73,212.03751081260745
5.74,213.5297445259837
5.75,215.0280509906496
5.76,216.53242290487952
5.77,218.0428529669477
5.78,219.5593338751287
5.79,221.0818583276961
5.8,222.61041902292467
5.81,224.14500865908852
5.82,225.6856199344622
5.83,227.23224554731945
5.84,228.78487819593488
5.85,230.34351057858268
5.86,231.9081353935373
5.87,233.47874533907265
5.88,235.05533311346312
5.89,236.63789141498305
5.9,238.2264129419068
5.91,239.82089039250843
5.92,241.42131646506223
5.93,243.02768385784253
5.94,244.6399852691237
5.95,246.25821339717984
5.96,247.8823609402852
5.97,249.51242059671412
5.98,251.14838506474103
5.99,252.7902470426398
6.0,254.437999228685
6.01,256.09163432115065
6.02,257.7511450183113
6.03,259.4165240184412
6.04,261.0877640198144
6.05,262.76485772070515
6.06,264.44779781938786
6.07,266.136577014137
6.08,267.83118800322643
6.09,269.5316234849305
6.1,271.23787615752354
6.11,272.94993871928006
6.12,274.6678038684739
6.13,276.3914643033796
6.14,278.1209127222712
6.15,279.85614182342334
6.16,281.59714430511
6.17,283.3439128656053
6.18,285.0964402031838
6.19,286.8547190161198
6.2,288.61874200268727
6.21,290.38850186116065
6.22,292.16399128981413
6.23,293.94520298692225
6.24,295.73212965075896
6.25,297.52476397959856
6.26,299.32309867171534
6.27,301.12712642538366
6.28,302.9368399388778
6.29,304.7522319104719
6.3,306.5732950384402
6.31,308.40002202105705
6.32,310.23240555659686
6.33,312.07043834333354
6.34,313.91411307954155
6.35,315.76342246349526
6.36,317.6183591934689
6.37,319.4789159677365
6.38,321.34508548457256
6.39,323.21686044225123
6.4,325.0942335390469
6.41,326.97719747323373
6.42,328.865744943086
6.43,330.7598686468778
6.44,332.65956128288394
6.45,334.5648155493781
6.46,336.47562414463465
6.47,338.3919797669281
6.48,340.3138751145327
6.49,342.2413028857224
6.5,344.1742557787717
6.51,346.1127264919548
6.52,348.0567077235461
6.53,350.0061921718198
6.54,351.96117253505
6.55,353.9216415115111
6.56,355.88759179947726
6.57,357.859016097223
6.58,359.83590710302235
6.59,361.8182575151496
6.6,363.80606003187904
6.61,365.7993073514851
6.62,367.7979921722417
6.63,369.80210719242336
6.64,371.8116451103043
6.65,373.8265986241589
6.66,375.8469604322612
6.67,377.8727232328855
6.68,379.903879724306
6.69,381.9404226047974
6.7,383.9823445726335
6.71,386.02963832608856
6.72,388.0822965634372
6.73,390.1403119829535
6.74,392.2036772829116
6.75,394.2723851615858
6.76,396.34642831725046
6.77,398.42579944817976
6.78,400.5104912526484
6.79,402.60049642893
6.8,404.6958076752991
6.81,406.7964176900298
6.82,408.9023191713969
6.83,411.01350481767406
6.84,413.1299673271358
6.85,415.2516993980562
6.86,417.37869372871
6.87,419.51094301737095
6.88,421.6484399623134
6.89,423.7911772618118
6.9,425.9391476141406
6.91,428.0923437175735
6.92,430.2507582703851
6.93,432.41438397084966
6.94,434.5832135172416
6.95,436.7572396078348
6.96,438.9364549409037
6.97,441.1208522147226
6.98,443.3104241275659
6.99,445.5051633777076
7.0,447.705062663422
7.01,449.9101146829837
7.02,452.1203121346663
7.03,454.335647716745
7.04,456.5561141274932
7.05,458.7817040651855
7.06,461.0124102280962
7.07,463.2482253144998
7.08,465.48914202267
7.09,467.7351530508814
7.1,469.9862510974082
7.11,472.2424288605249
7.12,474.50367903850525
7.13,476.769994329624
7.14,479.041367432155
7.15,481.3177910443732
7.16,483.599257864552
7.17,485.8857605909664
7.18,488.17729192189
7.19,490.47384455559774
7.2,492.7754111903633
7.21,495.08198452446135
7.22,497.393557256166
7.23,499.71012208375146
7.24,502.031671705492
7.25,504.358198819662
7.26,506.68969612453554
7.27,509.026156318387
7.28,511.36757209949087
7.29,513.713936166121
7.3,516.0652412165518
7.31,518.4214799490577
7.32,520.782645061913
7.33,523.1487292533915
7.34,525.5197252217678
7.35,527.8956256653162
7.36,530.276423282311
7.37,532.6621107710263
7.38,535.0526808297363
7.39,537.4481261567155
7.4,539.8484394502382
7.41,542.2536134085783
7.42,544.6636407300105
7.43,547.0785141128084
7.44,549.4982262552473
7.45,551.9227698556006
7.46,554.3521376121428
7.47,556.7863222231483
7.48,559.2253163868913
7.49,561.669112801646
7.5,564.1177041656865
7.51,566.5710831772875
7.52,569.0292425347228
7.53,571.4921749362672
7.54,573.9598730801947
7.55,576.4323296647792
7.56,578.9095373882953
7.57,581.3914889490177
7.58,583.8781770452198
7.59,586.3695943751763
7.6,588.8657336371616
7.61,591.3665875294498
7.62,593.8721487503151
7.63,596.3824099980318
7.64,598.8973639708743
7.65,601.4170033671169
7.66,603.9413208850335
7.67,606.4703092228985
7.68,609.0039610789863
7.69,611.5422691515715
7.7,614.0852261389277
7.71,616.6328247393295
7.72,619.185057651051
7.73,621.7419175723668
7.74,624.3033972015509
7.75,626.8694892368774
7.76,629.440186376621
7.77,632.0154813190555
7.78,634.5953667624557
7.79,637.1798354050954
7.8,639.768879945249
7.81,642.3624930811908
7.82,644.9606675111954
7.83,647.5633959335364
7.84,650.1706710464882
7.85,652.7824855483254
7.86,655.3988321373224
7.87,658.0197035117533
7.88,660.6450923698918
7.89,663.2749914100126
7.9,665.9093933303905
7.91,668.5482908292988
7.92,671.1916766050122
7.93,673.8395433558051
7.94,676.4918837799518
7.95,679.148690575726
7.96,681.8099564414026
7.97,684.4756740752554
7.98,687.1458361755593
7.99,689.8204354405879
8.0,692.4994645686156
8.01,695.182916257917
8.02,697.870783206766
8.03,700.563058113437
8.04,703.2597336762045
8.05,705.9608025933428
8.06,708.6662575631257
8.07,711.3760912838272
8.08,714.0902964537224
8.09,716.808865771085
8.1,719.5317919341896
8.11,722.2590676413104
8.12,724.9906855907215
8.13,727.7266384806976
8.14,730.4669190095124
8.15,733.2115198754402
8.16,735.9604337767555
8.17,738.7136534117326
8.18,741.4711714786456
8.19,744.2329806757688
8.2,746.9990737013765
8.21,749.7694432537435
8.22,752.5440820311431
8.23,755.3229827318502
8.24,758.1061380541386
8.25,760.8935406962829
8.26,763.6851833565571
8.27,766.4810587332358
8.28,769.2811595245934
8.29,772.0854784289036
8.3,774.8940081444414
8.31,777.7067413694803
8.32,780.5236708022949
8.33,783.3447891411593
8.34,786.1700890843479
8.35,788.9995633301348
8.36,791.8332045767949
8.37,794.6710055226018
8.38,797.5129588658306
8.39,800.3590573047541
8.4,803.2092935376477
8.41,806.0636602627851
8.42,808.9221501784411
8.43,811.7847559828895
8.44,814.6514703744049
8.45,817.5222860512614
8.46,820.3971957117337
8.47,823.2761920540952
8.48,826.1592677766205
8.49,829.0464155775842
8.5,831.93762815526
8.51,834.8328982079228
8.52,837.7322184338464
8.53,840.6355815313052
8.54,843.5429801985738
8.55,846.4544071339265
8.56,849.3698550356366
8.57,852.2893166019792
8.58,855.2127845312282
8.59,858.1402515216581
8.6,861.071710271543
8.61,864.0071534791573
8.62,866.9465738427753
8.63,869.8899640606717
8.64,872.8373168311197
8.65,875.7886248523939
8.66,878.7438808227689
8.67,881.703077440519
8.68,884.6662074039182
8.69,887.6332634112408
8.7,890.6042381607612
8.71,893.579124350754
8.72,896.5579146794927
8.73,899.5406018452517
8.74,902.5271785463055
8.75,905.5176374809288
8.76,908.511971347395
8.77,911.5101728439788
8.78,914.5122346689544
8.79,917.5181495205964
8.8,920.5279100971792
8.81,923.541509096976
8.82,926.5589392182618
8.83,929.5801931593106
8.84,932.6052636183972
8.85,935.634143293795
8.86,938.6668248837792
8.87,941.7033010866234
8.88,944.7435646006026
8.89,947.78760812399
8.9,950.8354243550606
8.91,953.8870059920882
8.92,956.9423457333476
8.93,960.0014362771128
8.94,963.064270321658
8.95,966.1308405652574
8.96,969.2011397061862
8.97,972.2751604427172
8.98,975.3528954731252
8.99,978.4343374956848
9.0,981.5194792086702
9.01,984.6083133103552
9.02,987.7008324990146
9.03,990.7970294729224
9.04,993.8968969303528
9.05,997.000427569581
9.06,1000.1076140888796
9.07,1003.2184491865238
9.08,1006.332925560788
9.09,1009.451035909946
9.1,1012.5727729322724
9.11,1015.6981293260412
9.12,1018.827097789527
9.13,1021.9596710210044
9.14,1025.095841718747
9.15,1028.2356025810286
9.16,1031.3789463061244
9.17,1034.5258655923085
9.18,1037.676353137855
9.19,1040.8304016410375
9.2,1043.9880038001315
9.21,1047.1491523134112
9.22,1050.31383987915
9.23,1053.4820591956225
9.24,1056.6538029611029
9.25,1059.8290638738656
9.26,1063.0078346321848
9.27,1066.1901079343347
9.28,1069.3758764785898
9.29,1072.5651329632242
9.3,1075.7578700865129
9.31,1078.954080546729
9.32,1082.1537570421467
9.33,1085.356892271041
9.34,1088.5634789316862
9.35,1091.7735097223565
9.36,1094.9869773413252
9.37,1098.2038744868678
9.38,1101.4241938572586
9.39,1104.647928150771
9.4,1107.8750700656794
9.41,1111.1056123002586
9.42,1114.3395475527825
9.43,1117.5768685215253
9.44,1120.8175679047613
9.45,1124.0616384007649
9.46,1127.3090727078109
9.47,1130.5598635241724
9.48,1133.8140035481244
9.49,1137.071485477941
9.5,1140.3323020118964
9.51,1143.596445848265
9.52,1146.863909685321
9.53,1150.1346862213386
9.54,1153.408768154592
9.55,1156.6861481833566
9.56,1159.966819005905
9.57,1163.2507733205118
9.58,1166.5380038254518
9.59,1169.8285032189992
9.6,1173.122264199428
9.61,1176.4192794650126
9.62,1179.7195417140272
9.63,1183.0230436447466
9.64,1186.3297779554443
9.65,1189.6397373443947
9.66,1192.952914509872
9.67,1196.269302150151
9.68,1199.5888929635055
9.69,1202.91167964821
9.7,1206.2376549025385
9.71,1209.5668114247662
9.72,1212.8991419131655
9.73,1216.2346390660125
9.74,1219.5732955815804
9.75,1222.915104158144
9.76,1226.2600574939772
9.77,1229.6081482873542
9.78,1232.95936923655
9.79,1236.3137130398377
9.8,1239.6711723954932
9.81,1243.031740001789
9.82,1246.3954085570006
9.83,1249.7621707594012
9.84,1253.132019307266
9.85,1256.5049468988689
9.86,1259.880946232484
9.87,1263.2600100063864
9.88,1266.6421309188495
9.89,1270.027301668148
9.9,1273.4155149525552
9.91,1276.8067634703466
9.92,1280.2010399197957
9.93,1283.5983369991773
9.94,1286.9986474067653
9.95,1290.4019638408342
9.96,1293.8082789996583
9.97,1297.2175855815117
9.98,1300.6298762846682
9.99,1304.0451438074028
10.0,1307.4633808479894
10.01,1310.8845801047028
10.02,1314.3087342758165
10.03,1317.7358360596047
10.04,1321.1658781543424
10.05,1324.598853258304
10.06,1328.034754069763
10.07,1331.4735732869938
10.08,1334.915303608271
10.09,1338.3599377318678
10.1,1341.8074683560603
10.11,1345.2578881791214
10.12,1348.7111898993262
10.13,1352.1673662149487
10.14,1355.626409824263
10.15,1359.0883134255428
10.16,1362.553069717063
10.17,1366.0206713970977
10.18,1369.4911111639217
10.19,1372.964381715808
10.2,1376.4404757510324
10.21,1379.9193859678692
10.22,1383.4011050645906
10.23,1386.8856257394727
10.24,1390.3729406907892
10.25,1393.8630426168145
10.26,1397.3559242158226
10.27,1400.851578186088
10.28,1404.349997225885
10.29,1407.8511740334873
10.3,1411.3551013071708
10.31,1414.8617717452073
10.32,1418.3711780458734
10.33,1421.8833129074417
10.34,1425.398169028187
10.35,1428.9157391063836
10.36,1432.4360158403065
10.37,1435.9589919282284
10.38,1439.4846600684257
10.39,1443.0130129591705
10.4,1446.5440432987384
10.41,1450.0777437854024
10.42,1453.6141071174384
10.43,1457.1531259931194
10.44,1460.6947931107202
10.45,1464.2391011685152
10.46,1467.7860428647791
10.47,1471.335610897785
10.48,1474.8877979658073
10.49,1478.442596767121
10.5,1482.0
10.51,1485.559960127168
10.52,1489.1222686691506
10.53,1492.6866769109208
10.54,1496.2529361374534
10.55,1499.8207976337233
10.56,1503.3900126847027
10.57,1506.9603325753671
10.58,1510.531508590691
10.59,1514.1032920156476
10.6,1517.6754341352123
10.61,1521.2476862343588
10.62,1524.819799598061
10.63,1528.3915255112945
10.64,1531.962615259031
10.65,1535.5328201262469
10.66,1539.1018913979149
10.67,1542.6695803590103
10.68,1546.235638294507
10.69,1549.7998164893795
10.7,1553.3618662286012
10.71,1556.9215387971478
10.72,1560.4785854799918
10.73,1564.032757562108
10.74,1567.5838063284714
10.75,1571.131483064055
10.76,1574.6755390538335
10.77,1578.215725582782
10.78,1581.7517939358734
10.79,1585.2834953980826
10.8,1588.8105812543845
10.81,1592.332802789752
10.82,1595.849911289159
10.83,1599.3616580375813
10.84,1602.8677943199923
10.85,1606.368071421366
10.86,1609.8622406266768
10.87,1613.350053220899
10.88,1616.831260489008
10.89,1620.3056137159756
10.9,1623.7728641867775
10.91,1627.2327631863882
10.92,1630.685061999781
10.93,1634.1295119119304
10.94,1637.565864207811
10.95,1640.9938701723963
10.96,1644.4132810906617
10.97,1647.8238482475806
10.98,1651.2253229281268
10.99,1654.617456417275
11.0,1658.0
11.01,1661.372797733704
11.02,1664.7360647655069
11.03,1668.090109014956
11.04,1671.4352384016
11.05,1674.7717608449886
11.06,1678.0999842646677
11.07,1681.420216580186
11.08,1684.7327657110916
11.09,1688.037939576933
11.1,1691.3360460972583
11.11,1694.6273931916162
11.12,1697.912288779554
11.13,1701.1910407806206
11.14,1704.4639571143634
11.15,1707.7313457003313
11.16,1710.9935144580716
11.17,1714.250771307133
11.18,1717.503424167064
11.19,1720.751780957412
11.2,1723.9961495977257
11.21,1727.2368380075536
11.22,1730.4741541064425
11.23,1733.708405813942
11.24,1736.9399010495993
11.25,1740.168947732963
11.26,1743.3958537835815
11.27,1746.6209271210028
11.28,1749.8444756647743
11.29,1753.066807334445
11.3,1756.288230049564
11.31,1759.509051729677
11.32,1762.729580294334
11.33,1765.9501236630826
11.34,1769.1709897554708
11.35,1772.392486491047
11.36,1775.6149217893592
11.37,1778.838603569956
11.38,1782.0638397523858
11.39,1785.290938256196
11.4,1788.5202070009343
11.41,1791.75195390615
11.42,1794.9864868913908
11.43,1798.2241138762045
11.44,1801.46514278014
11.45,1804.7098815227448
11.46,1807.958638023568
11.47,1811.2117202021573
11.48,1814.46943597806
11.49,1817.7320932708249
11.5,1821.0
11.51,1824.273352938015
11.52,1827.551904268821
11.53,1830.8352950292533
11.54,1834.1231662561424
11.55,1837.4151589863236
11.56,1840.7109142566285
11.57,1844.0100731038904
11.58,1847.312276564943
11.59,1850.6171656766192
11.6,1853.924381475752
11.61,1857.2335649991749
11.62,1860.5443572837207
11.63,1863.8563993662235
11.64,1867.169332283515
11.65,1870.482797072429
11.66,1873.7964347697985
11.67,1877.1098864124567
11.68,1880.4227930372367
11.69,1883.7347956809715
11.7,1887.045535380495
11.71,1890.3546531726397
11.72,1893.6617900942383
11.73,1896.9665871821248
11.74,1900.2686854731317
11.75,1903.567726004092
11.76,1906.86334981184
11.77,1910.1551979332075
11.78,1913.442911405028
11.79,1916.726131264135
11.8,1920.0044985473623
11.81,1923.277654291541
11.82,1926.5452395335055
11.83,1929.8068953100897
11.84,1933.0622626581248
11.85,1936.310982614446
11.86,1939.552696215885
11.87,1942.7870444992743
11.88,1946.0136685014504
11.89,1949.2322092592424
11.9,1952.4423078094856
11.91,1955.6436051890128
11.92,1958.8357424346573
11.93,1962.0183605832517
11.94,1965.1911006716296
11.95,1968.3536037366232
11.96,1971.5055108150675
11.97,1974.6464629437935
11.98,1977.776101159636
11.99,1980.8940664994268
12.0,1984.0
12.01,1987.0936552342364
12.02,1990.175235919207
12.03,1993.245058308032
12.04,1996.303438653829
12.05,1999.35069320972
12.06,2002.3871382288223
12.07,2005.4130899642548
12.08,2008.4288646691384
12.09,2011.4347785965915
12.1,2014.4311479997327
12.11,2017.418289131684
12.12,2020.396518245561
12.13,2023.3661515944864
12.14,2026.3275054315773
12.15,2029.2808960099544
12.16,2032.2266395827355
12.17,2035.1650524030408
12.18,2038.0964507239896
12.19,2041.0211507987008
12.2,2043.9394688802947
12.21,2046.8517212218896
12.22,2049.758224076605
12.23,2052.6592936975617
12.24,2055.555246337876
12.25,2058.4463982506686
12.26,2061.3330656890603
12.27,2064.2155649061688
12.28,2067.0942121551134
12.29,2069.969323689014
12.3,2072.8412157609905
12.31,2075.7102046241603
12.32,2078.576606531644
12.33,2081.4407377365605
12.34,2084.3029144920297
12.35,2087.1634530511706
12.36,2090.0226696671016
12.37,2092.8808805929434
12.38,2095.738402081816
12.39,2098.5955503868354
12.4,2101.452641761124
12.41,2104.3099924578
12.42,2107.167918729982
12.43,2110.02673683079
12.44,2112.8867630133445
12.45,2115.7483135307625
12.46,2118.611704636165
12.47,2121.477252582671
12.48,2124.345273623399
12.49,2127.2160840114693
12.5,2130.09
12.51,2132.967171965041
12.52,2135.847086774351
12.53,2138.729065418621
12.54,2141.6124288885403
12.55,2144.4964981747994
12.56,2147.380594268087
12.57,2150.2640381590923
12.58,2153.1461508385064
12.59,2156.0262532970173
12.6,2158.903666525316
12.61,2161.777711514091
12.62,2164.647709254033
12.63,2167.512980735833
12.64,2170.372846950177
12.65,2173.2266288877568
12.66,2176.073647539262
12.67,2178.913223895382
12.68,2181.7446789468063
12.69,2184.5673336842246
12.7,2187.380509098327
12.71,2190.183526179803
12.72,2192.975705919341
12.73,2195.756369307633
12.74,2198.524837335367
12.75,2201.2804309932326
12.76,2204.0224712719205
12.77,2206.750279162119
12.78,2209.463175654519
12.79,2212.1604817398093
12.8,2214.8415184086803
12.81,2217.5056066518205
12.82,2220.1520674599205
12.83,2222.7802218236698
12.84,2225.389390733758
12.85,2227.9788951808746
12.86,2230.5480561557088
12.87,2233.096194648951
12.88,2235.622631651291
12.89,2238.1266881534184
12.9,2240.6076851460225
12.91,2243.0649436197923
12.92,2245.4977845654184
12.93,2247.9055289735898
12.94,2250.287497834997
12.95,2252.6430121403287
12.96,2254.9713928802757
12.97,2257.2719610455265
12.98,2259.5440376267707
12.99,2261.786943614699
13.0,2264.0
13.01,2266.182811065603
13.02,2268.336114263391
13.03,2270.460930337486
13.04,2272.55828003201
13.05,2274.629184091086
13.06,2276.6746632588342
13.07,2278.695738279378
13.08,2280.6934298968404
13.09,2282.668758855342
13.1,2284.6227458990047
