wind_speed,AWP A/S AWP 90/18
3.9,0.796600353566256
3.91,0.815560524220257
3.92,0.8348205602535803
3.93,0.854382994981429
3.94,0.8742503617190032
3.95,0.8944251937815061
3.96,0.914910024484138
3.97,0.9357073871421026
3.98,0.9568198150705992
3.99,0.9782498415848316
4.0,1.0
4.01,1.0220723128094065
4.02,1.044466759218751
4.03,1.0671828076118357
4.04,1.0902199263724557
4.05,1.1135775838844129
4.06,1.1372552485315073
4.07,1.16125238869754
4.08,1.1855684727663074
4.09,1.2102029691216103
4.1,1.2351553461472498
4.11,1.2604250722270265
4.12,1.2860116157447368
4.13,1.3119144450841809
4.14,1.3381330286291606
4.15,1.3646668347634765
4.16,1.3915153318709248
4.17,1.418677988335306
4.18,1.446154272540421
4.19,1.4739436528700711
4.2,1.5020455977080525
4.21,1.5304595754381662
4.22,1.5591850544442118
4.23,1.5882215031099924
4.24,1.617568389819302
4.25,1.6472251829559423
4.26,1.6771913509037149
4.27,1.7074663620464174
4.28,1.7380496847678537
4.29,1.7689407874518173
4.3,1.8001391384821106
4.31,1.8316442062425344
4.32,1.8634554591168893
4.33,1.895572365488971
4.34,1.927994393742581
4.35,1.96072101226152
4.36,1.99375168942959
4.37,2.0270858936305847
4.38,2.0607230932483067
4.39,2.094662756666557
4.4,2.1289043522691364
4.41,2.1634473484398407
4.42,2.19829121356247
4.43,2.2334354160208267
4.44,2.268879424198712
4.45,2.3046227064799183
4.46,2.340664731248252
4.47,2.377004966887509
4.48,2.4136428817814948
4.49,2.4505779443140017
4.5,2.487809622868832
4.51,2.5253373858297867
4.52,2.563160701580665
4.53,2.601279038505269
4.54,2.6396918649873937
4.55,2.6783986494108403
4.56,2.717398860159409
4.57,2.756691965616903
4.58,2.7962774341671164
4.59,2.836154734193851
4.6,2.876323334080906
4.61,2.916782702212086
4.62,2.9575323069711827
4.63,2.998571616742
4.64,3.039900099908337
4.65,3.081517224853997
4.66,3.123422459962774
4.67,3.165615273618469
4.68,3.208095134204884
4.69,3.25086151010582
4.7,3.2939138697050705
4.71,3.337251681386439
4.72,3.380874413533726
4.73,3.424781534530733
4.74,3.4689725127612543
4.75,3.513446816609092
4.76,3.558203914458046
4.77,3.603243274691916
4.78,3.6485643656945066
4.79,3.694166655849608
4.8,3.740049613541024
4.81,3.786212707152557
4.82,3.832655405068007
4.83,3.879377175671169
4.84,3.9263774873458432
4.85,3.973655808475832
4.86,4.021211607444939
4.87,4.069044352636955
4.88,4.117153512435684
4.89,4.165538555224925
4.9,4.214198949388484
4.91,4.263134163310149
4.92,4.312343665373727
4.93,4.361826923963016
4.94,4.41158340746182
4.95,4.461612584253932
4.96,4.511913922723153
4.97,4.562486891253287
4.98,4.613330958228132
4.99,4.664445592031484
5.0,4.715830261047146
5.01,4.767484433658916
5.02,4.819407578250595
5.03,4.871599163205988
5.04,4.924058656908883
5.05,4.976785527743088
5.06,5.0297792440924
5.07,5.083039274340623
5.08,5.13656508687155
5.09,5.190356150068983
5.1,5.244411932316721
5.11,5.298731901998573
5.12,5.353315527498324
5.13,5.408162277199781
5.14,5.463271619486744
5.15,5.518643022743018
5.16,5.57427595535239
5.17,5.630169885698667
5.18,5.686324282165647
5.19,5.742738613137137
5.2,5.799412346996926
5.21,5.856344952128819
5.22,5.9135358969166125
5.23,5.970984649744114
5.24,6.0286906789951145
5.25,6.086653453053416
5.26,6.144872440302821
5.27,6.203347109127126
5.28,6.2620769279101385
5.29,6.321061365035645
5.3,6.380299888887453
5.31,6.439791967849362
5.32,6.499537070305176
5.33,6.559534664638686
5.34,6.619784219233691
5.35,6.680285202473998
5.36,6.74103708274341
5.37,6.802039328425716
5.38,6.863291407904718
5.39,6.924792789564218
5.4,6.986542941788023
5.41,7.048541332959918
5.42,7.110787431463711
5.43,7.173280705683201
5.44,7.236020624002194
5.45,7.299006654804476
5.46,7.362238266473855
5.47,7.425714927394129
5.48,7.489436105949105
5.49,7.55340127052257
5.5,7.617609889498329
5.51,7.682061431260183
5.52,7.746755364191933
5.53,7.81169115667738
5.54,7.876868277100315
5.55,7.942286193844545
5.56,8.007944375293865
5.57,8.073842289832086
5.58,8.139979405842993
5.59,8.206355191710394
5.6,8.272969115818086
5.61,8.339820646549875
5.62,8.40690925228955
5.63,8.474234401420913
5.64,8.54179556232777
5.65,8.609592203393923
5.66,8.677623793003159
5.67,8.745889799539286
5.68,8.8143896913861
5.69,8.88312293692741
5.7,8.952089004547007
5.71,9.021287362628687
5.72,9.09071747955626
5.73,9.160378823713526
5.74,9.230270863484272
5.75,9.300393067252308
5.76,9.370744903401429
5.77,9.441325840315436
5.78,9.512135346378138
5.79,9.583172889973318
5.8,9.654437939484788
5.81,9.72592996329634
5.82,9.797648429791783
5.83,9.869592807354906
5.84,9.941762564369515
5.85,10.01415716921941
5.86,10.086776090288392
5.87,10.159618795960252
5.88,10.232684754618797
5.89,10.305973434647823
5.9,10.379484304431143
5.91,10.453216832352537
5.92,10.527170486795812
5.93,10.601344736144773
5.94,10.675739048783218
5.95,10.75035289309494
5.96,10.825185737463745
5.97,10.900237050273429
5.98,10.9755062999078
5.99,11.050992954750646
6.0,11.126696483185771
6.01,11.202616353596976
6.02,11.27875203436806
6.03,11.355102993882834
6.04,11.431668700525078
6.05,11.5084486226786
6.06,11.5854422287272
6.07,11.662648987054686
6.08,11.74006836604484
6.09,11.817699834081475
6.1,11.895542859548389
6.11,11.973596910829382
6.12,12.051861456308249
6.13,12.130335964368788
6.14,12.209019903394807
6.15,12.287912741770104
6.16,12.367013947878474
6.17,12.446322990103717
6.18,12.525839336829636
6.19,12.605562456440037
6.2,12.685491817318702
6.21,12.765626887849445
6.22,12.84596713641606
6.23,12.926512031402352
6.24,13.007261041192116
6.25,13.08821363416915
6.26,13.169369278717255
6.27,13.250727443220237
6.28,13.332287596061894
6.29,13.414049205626014
6.3,13.496011740296412
6.31,13.578174668456876
6.32,13.660537458491218
6.33,13.743099578783225
6.34,13.825860497716702
6.35,13.908819683675446
6.36,13.991976605043272
6.37,14.07533073020396
6.38,14.158881527541311
6.39,14.242628465439132
6.4,14.326571012281232
6.41,14.410708636451393
6.42,14.49504080633342
6.43,14.579566990311116
6.44,14.664286656768285
6.45,14.749199274088715
6.46,14.834304310656211
6.47,14.919601234854577
6.48,15.005089515067606
6.49,15.090768619679103
6.5,15.17663801707286
6.51,15.262697175632688
6.52,15.348945563742376
6.53,15.43538264978574
6.54,15.52200790214656
6.55,15.60882078920864
6.56,15.69582077935579
6.57,15.783007340971803
6.58,15.870379942440476
6.59,15.957938052145613
6.6,16.045681138471014
6.61,16.13360866980048
6.62,16.221720114517808
6.63,16.31001494100679
6.64,16.398492617651236
6.65,16.48715261283495
6.66,16.57599439494172
6.67,16.665017432355345
6.68,16.75422119345964
6.69,16.843605146638396
6.7,16.933168760275404
6.71,17.022911502754468
6.72,17.112832842459397
6.73,17.202932247773987
6.74,17.293209187082034
6.75,17.38366312876733
6.76,17.474293541213697
6.77,17.565099892804916
6.78,17.6560816519248
6.79,17.747238286957128
6.8,17.838569266285717
6.81,17.930074058294363
6.82,18.02175213136687
6.83,18.113602953887025
6.84,18.20562599423864
6.85,18.29782072080551
6.86,18.39018660197144
6.87,18.48272310612022
6.88,18.575429701635645
6.89,18.668305856901533
6.9,18.761351040301683
6.91,18.85456472021988
6.92,18.947946365039925
6.93,19.04149544314562
6.94,19.135211422920783
6.95,19.229093772749188
6.96,19.32314196101464
6.97,19.41735545610095
6.98,19.51173372639192
6.99,19.60627624027133
7.0,19.700982466122998
7.01,19.795851872330704
7.02,19.890883927278264
7.03,19.986078099349484
7.04,20.08143385692815
7.05,20.176950668398057
7.06,20.27262800214302
7.07,20.36846532654684
7.08,20.4644621099933
7.09,20.5606178208662
7.1,20.656931927549355
7.11,20.75340389842657
7.12,20.85003320188161
7.13,20.946819306298316
7.14,21.04376168006045
7.15,21.14085979155185
7.16,21.238113109156284
7.17,21.335521101257573
7.18,21.433083236239494
7.19,21.530798982485877
7.2,21.628667808380488
7.21,21.72668918230715
7.22,21.824862572649664
7.23,21.923187447791825
7.24,22.02166327611742
7.25,22.120289526010254
7.26,22.21906566585413
7.27,22.317991164032858
7.28,22.41706548893023
7.29,22.51628810893004
7.3,22.615658492416088
7.31,22.715176107772184
7.32,22.81484042338213
7.33,22.914650907629703
7.34,23.01460702889872
7.35,23.114708255572975
7.36,23.214954056036284
7.37,23.31534389867242
7.38,23.4158772518652
7.39,23.51655358399841
7.4,23.61737236345588
7.41,23.71833305862138
7.42,23.81943513787871
7.43,23.92067806961168
7.44,24.02206132220409
7.45,24.123584364039743
7.46,24.22524666350243
7.47,24.32704768897596
7.48,24.42898690884412
7.49,24.531063791490716
7.5,24.633277805299542
7.51,24.735628418654407
7.52,24.838115099939117
7.53,24.940737317537465
7.54,25.043494539833237
7.55,25.14638623521024
7.56,25.24941187205228
7.57,25.35257091874317
7.58,25.45586284366668
7.59,25.559287115206622
7.6,25.6628432017468
7.61,25.76653057167101
7.62,25.87034869336306
7.63,25.97429703520674
7.64,26.07837506558585
7.65,26.182582252884195
7.66,26.286918065485565
7.67,26.391381971773765
7.68,26.4959734401326
7.69,26.600691938945868
7.7,26.70553693659736
7.71,26.810507901470885
7.72,26.915604301950243
7.73,27.02082560641924
7.74,27.126171283261648
7.75,27.23164080086129
7.76,27.337233627601957
7.77,27.442949231867452
7.78,27.54878708204159
7.79,27.654746646508144
7.8,27.760827393650928
7.81,27.86702879185373
7.82,27.973350309500383
7.83,28.07979141497465
7.84,28.18635157666033
7.85,28.293030262941244
7.86,28.399826942201194
7.87,28.50674108282396
7.88,28.613772153193352
7.89,28.720919621693163
7.9,28.828182956707213
7.91,28.935561626619275
7.92,29.043055099813166
7.93,29.15066284467268
7.94,29.258384329581617
7.95,29.36621902292378
7.96,29.47416639308296
7.97,29.58222590844296
7.98,29.690397037387594
7.99,29.798679248300644
8.0,29.907072009565912
8.01,30.015574789567207
8.02,30.124187056688317
8.03,30.232908279313044
8.04,30.3417379258252
8.05,30.450675464608583
8.06,30.55972036404698
8.07,30.66887209252419
8.08,30.778130118424023
8.09,30.88749391013027
8.1,30.996962936026733
8.11,31.10653666449722
8.12,31.21621456392553
8.13,31.32599610269547
8.14,31.43588074919081
8.15,31.545867971795367
8.16,31.65595723889294
8.17,31.766148018867327
8.18,31.876439780102334
8.19,31.986831990981763
8.2,32.0973241198894
8.21,32.20791563520906
8.22,32.31860600532454
8.23,32.429394698619625
8.24,32.54028118347813
8.25,32.65126492828384
8.26,32.76234540142057
8.27,32.873522071272106
8.28,32.98479440622226
8.29,33.09616187465482
8.3,33.20762394495362
8.31,33.31918008550241
8.32,33.430829764685015
8.33,33.54257245088523
8.34,33.654407612486864
8.35,33.7663347178737
8.36,33.87835323542954
8.37,33.99046263353821
8.38,34.1026623805835
8.39,34.21495194494918
8.4,34.32733079501908
8.41,34.43979839917697
8.42,34.55235422580669
8.43,34.664997743292005
8.44,34.77772842001673
8.45,34.89054572436467
8.46,35.00344912471963
8.47,35.11643808946538
8.48,35.22951208698575
8.49,35.34267058566451
8.5,35.455913053885475
8.51,35.56923896003247
8.52,35.68264777248925
8.53,35.79613895963965
8.54,35.90971198986744
8.55,36.02336633155646
8.56,36.13710145309047
8.57,36.25091682285328
8.58,36.36481190922871
8.59,36.47878618060053
8.6,36.59283910535255
8.61,36.70697015186859
8.62,36.821178788532414
8.63,36.93546448372787
8.64,37.04982670583872
8.65,37.16426492324876
8.66,37.27877860434181
8.67,37.39336721750165
8.68,37.5080302311121
8.69,37.62276711355695
8.7,37.73757733322
8.71,37.85246035848507
8.72,37.96741565773593
8.73,38.08244269935638
8.74,38.19754095173023
8.75,38.31270988324127
8.76,38.42794896227333
8.77,38.54325765721019
8.78,38.65863543643563
8.79,38.77408176833348
8.8,38.88959612128754
8.81,39.00517796368158
8.82,39.12082676389942
8.83,39.23654199032487
8.84,39.3523231113417
8.85,39.46816959533372
8.86,39.58408091068476
8.87,39.70005652577858
8.88,39.81609590899902
8.89,39.93219852872984
8.9,40.04836385335485
8.91,40.164591351257855
8.92,40.28088049082265
8.93,40.397230740433045
8.94,40.51364156847284
8.95,40.63011244332582
8.96,40.746642833375816
8.97,40.863232207006575
8.98,40.97988003260194
8.99,41.0965857785457
9.0,41.21334891322164
9.01,41.33016890501358
9.02,41.44704522230532
9.03,41.56397733348063
9.04,41.68096470692335
9.05,41.79800681101728
9.06,41.91510311414617
9.07,42.032253084693856
9.08,42.14945619104412
9.09,42.26671190158079
9.1,42.38401968468765
9.11,42.501379008748486
9.12,42.61878934214712
9.13,42.73625015326735
9.14,42.853760910492966
9.15,42.971321082207766
9.16,43.08893013679554
9.17,43.20658754264011
9.18,43.32429276812527
9.19,43.44204528163482
9.2,43.559844551552544
9.21,43.677690046262285
9.22,43.79558123414779
9.23,43.91351758359287
9.24,44.03149856298135
9.25,44.149523640697005
9.26,44.267592285123655
9.27,44.38570396464508
9.28,44.50385814764509
9.29,44.622054302507486
9.3,44.74029189761609
9.31,44.85857040135464
9.32,44.976889282107
9.33,45.09524800825692
9.34,45.213646048188224
9.35,45.33208287028473
9.36,45.4505579429302
9.37,45.56907073450846
9.38,45.68762071340331
9.39,45.80620734799853
9.4,45.92483010667793
9.41,46.0434884578253
9.42,46.16218186982446
9.43,46.28090981105919
9.44,46.39967174991332
9.45,46.518467154770605
9.46,46.63729549401491
9.47,46.75615623602996
9.48,46.8750488491996
9.49,46.9939728019076
9.5,47.11292756253779
9.51,47.23191259947396
9.52,47.35092738109989
9.53,47.46997137579942
9.54,47.58904405195632
9.55,47.7081448779544
9.56,47.82727332217745
9.57,47.94642885300927
9.58,48.06561093883367
9.59,48.18481904803444
9.6,48.3040526489954
9.61,48.42331121010031
9.62,48.54259419973302
9.63,48.6619010862773
9.64,48.78123133811695
9.65,48.90058442363576
9.66,49.01995981121755
9.67,49.13935696924612
9.68,49.25877536610525
9.69,49.37821447017875
9.7,49.49767374985043
9.71,49.61715267350411
9.72,49.73665070952352
9.73,49.85616732629252
9.74,49.975701992194885
9.75,50.095254175614414
9.76,50.21482334493491
9.77,50.33440896854019
9.78,50.45401051481405
9.79,50.57362745214024
9.8,50.69325924890265
9.81,50.812905373485
9.82,50.93256529427111
9.83,51.0522384796448
9.84,51.171924397989855
9.85,51.29162251769007
9.86,51.41133230712925
9.87,51.53105323469121
9.88,51.65078476875976
9.89,51.77052637771863
9.9,51.89027752995169
9.91,52.01003769384271
9.92,52.1298063377755
9.93,52.24958293013385
9.94,52.36936693930156
9.95,52.48915783366243
9.96,52.60895508160029
9.97,52.72875815149891
9.98,52.84856651174208
9.99,52.968379630713606
10.0,53.088196976797306
10.01,53.20801801837696
10.02,53.32784222383639
10.03,53.44766906155937
10.04,53.567497999929714
10.05,53.687328507331245
10.06,53.80716005214771
10.07,53.92699210276294
10.08,54.046824127560726
10.09,54.16665559492488
10.1,54.28648597323918
10.11,54.40631473088746
10.12,54.52614133625348
10.13,54.64596525772109
10.14,54.76578596367405
10.15,54.88560292249615
10.16,55.00541560257121
10.17,55.12522347228304
10.18,55.245026000015415
10.19,55.36482265415214
10.2,55.48461290307705
10.21,55.60439621517392
10.22,55.724172058826525
10.23,55.84393990241868
10.24,55.963699214334206
10.25,56.08344946295688
10.26,56.20319011667051
10.27,56.32292064385889
10.28,56.44264051290584
10.29,56.56234919219513
10.3,56.68204615011061
10.31,56.80173085503601
10.32,56.92140277535516
10.33,57.04106137945188
10.34,57.16070613570994
10.35,57.28033651251316
10.36,57.399951978245326
10.37,57.51955200129024
10.38,57.63913605003174
10.39,57.75870359285357
10.4,57.878254098139536
10.41,57.997787034273465
10.42,58.11730186963915
10.43,58.23679807262037
10.44,58.35627511160095
10.45,58.47573245496467
10.46,58.59516957109538
10.47,58.714585928376806
10.48,58.83398099519279
10.49,58.95335423992711
10.5,59.07270513096358
10.51,59.19203313668599
10.52,59.31133772547817
10.53,59.43061836572387
10.54,59.54987452580694
10.55,59.669105674111165
10.56,59.78831127902032
10.57,59.90749080891824
10.58,60.02664373218869
10.59,60.14576951721547
10.6,60.26486763238242
10.61,60.3839375460733
10.62,60.50297872667193
10.63,60.621990642562125
10.64,60.740972762127655
10.65,60.85992455375231
10.66,60.9788454858199
10.67,61.09773502671428
10.68,61.21659264481916
10.69,61.33541780851839
10.7,61.45420998619577
10.71,61.57296864623511
10.72,61.69169325702017
10.73,61.81038328693478
10.74,61.92903820436271
10.75,62.04765747768781
10.76,62.16624057529384
10.77,62.28478696556461
10.78,62.40329611688391
10.79,62.52176749763555
10.8,62.64020057620336
10.81,62.75859482097109
10.82,62.87694970032256
10.83,62.99526468264156
10.84,63.11353923631189
10.85,63.23177282971737
10.86,63.3499649312418
10.87,63.46811500926896
10.88,63.58622253218266
10.89,63.704286968366695
10.9,63.82230778620486
10.91,63.94028445408096
10.92,64.0582164403788
10.93,64.17610321348218
10.94,64.29394424177491
10.95,64.41173899364072
10.96,64.52948693746353
10.97,64.64718754162705
10.98,64.7648402745151
10.99,64.88244460451148
11.0,65.0
11.01,65.11750551222266
11.02,65.23495852385436
11.03,65.35235600042823
11.04,65.46969490747732
11.05,65.58697221053478
11.06,65.70418487513368
11.07,65.82132986680715
11.08,65.93840415108826
11.09,66.05540469351017
11.1,66.17232845960594
11.11,66.28917241490869
11.12,66.40593352495152
11.13,66.52260875526757
11.14,66.63919507138986
11.15,66.75568943885158
11.16,66.87208882318578
11.17,66.98839018992558
11.18,67.1045905046041
11.19,67.22068673275444
11.2,67.3366758399097
11.21,67.45255479160302
11.22,67.56832055336741
11.23,67.68397009073604
11.24,67.79950036924203
11.25,67.91490835441844
11.26,68.0301910117984
11.27,68.14534530691502
11.28,68.26036820530138
11.29,68.3752566724906
11.3,68.4900076740158
11.31,68.60461817541005
11.32,68.7190851422065
11.33,68.8334055399382
11.34,68.94757633413828
11.35,69.06159449033984
11.36,69.17545697407603
11.37,69.28916075087986
11.38,69.40270278628455
11.39,69.5160800458231
11.4,69.62928949502869
11.41,69.74232809943437
11.42,69.85519282457327
11.43,69.9678806359785
11.44,70.08038849918314
11.45,70.19271337972032
11.46,70.30485224312316
11.47,70.41680205492469
11.48,70.52855978065811
11.49,70.64012238585644
11.5,70.75148683605285
11.51,70.8626500967804
11.52,70.97360913357224
11.53,71.08436091196141
11.54,71.19490239748109
11.55,71.30523055566432
11.56,71.41534235204423
11.57,71.52523475215395
11.58,71.63490472152654
11.59,71.74434922569512
11.6,71.85356523019281
11.61,71.96254970055267
11.62,72.07129960230786
11.63,72.1798119009915
11.64,72.2880835621366
11.65,72.39611155127633
11.66,72.50389283394381
11.67,72.6114243756721
11.68,72.71870314199433
11.69,72.82572609844358
11.7,72.93249021055298
11.71,73.03899244385566
11.72,73.14522976388466
11.73,73.25119913617313
11.74,73.35689752625414
11.75,73.46232189966084
11.76,73.5674692219263
11.77,73.67233645858363
11.78,73.77692057516595
11.79,73.88121853720635
11.8,73.98522731023796
11.81,74.08894385979382
11.82,74.1923651514071
11.83,74.29548815061086
11.84,74.39830982293824
11.85,74.50082713392234
11.86,74.60303704909623
11.87,74.70493653399308
11.88,74.80652255414594
11.89,74.9077920750879
11.9,75.00874206235211
11.91,75.10936948147167
11.92,75.20967129797965
11.93,75.3096444774092
11.94,75.40928598529337
11.95,75.50859278716531
11.96,75.60756184855812
11.97,75.70619013500487
11.98,75.80447461203872
11.99,75.90241224519272
12.0,76.0
12.01,76.0972353711218
12.02,76.19411796973192
12.03,76.29064793613225
12.04,76.38682541062472
12.05,76.48265053351128
12.06,76.57812344509381
12.07,76.67324428567427
12.08,76.76801319555453
12.09,76.86243031503658
12.1,76.95649578442229
12.11,77.05020974401357
12.12,77.1435723341124
12.13,77.23658369502068
12.14,77.32924396704031
12.15,77.42155329047324
12.16,77.51351180562136
12.17,77.60511965278661
12.18,77.6963769722709
12.19,77.78728390437617
12.2,77.8778405894043
12.21,77.9680471676573
12.22,78.057903779437
12.23,78.14741056504538
12.24,78.2365676647843
12.25,78.32537521895573
12.26,78.4138333678616
12.27,78.50194225180381
12.28,78.58970201108428
12.29,78.67711278600493
12.3,78.76417471686771
12.31,78.8508879439745
12.32,78.93725260762723
12.33,79.02326884812784
12.34,79.10893680577824
12.35,79.19425662088037
12.36,79.27922843373611
12.37,79.36385238464744
12.38,79.44812861391624
12.39,79.53205726184444
12.4,79.61563846873398
12.41,79.69887237488673
12.42,79.78175912060466
12.43,79.86429884618968
12.44,79.94649169194372
12.45,80.02833779816866
12.46,80.10983730516648
12.47,80.19099035323907
12.48,80.27179708268835
12.49,80.35225763381625
12.5,80.43237214692469
12.51,80.5121407623156
12.52,80.59156362029086
12.53,80.67064086115245
12.54,80.74937262520227
12.55,80.82775905274222
12.56,80.90580028407425
12.57,80.98349645950026
12.58,81.06084771932218
12.59,81.13785420384193
12.6,81.21451605336145
12.61,81.29083340818262
12.62,81.3668064086074
12.63,81.44243519493773
12.64,81.51771990747548
12.65,81.59266068652258
12.66,81.66725767238096
12.67,81.74151100535255
12.68,81.81542082573928
12.69,81.88898727384304
12.7,81.96221048996578
12.71,82.03509061440943
12.72,82.10762778747586
12.73,82.17982214946704
12.74,82.25167384068487
12.75,82.32318300143129
12.76,82.3943497720082
12.77,82.46517429271755
12.78,82.53565670386122
12.79,82.60579714574115
