wind_speed,Mitsubishi MWT-250C
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,0.0
4.51,0.0
4.52,0.0
4.53,0.0
4.54,0.0
4.55,0.0
4.56,0.0
4.57,0.0
4.58,0.0
4.59,0.0
4.6,0.0
4.61,0.0
4.62,0.0
4.63,0.0
4.64,0.0
4.65,0.0
4.66,0.0
4.67,0.0
4.68,0.0
4.69,0.0
4.7,0.0
4.71,0.0
4.72,0.0
4.73,0.0
4.74,0.0
4.75,0.0
4.76,0.0
4.77,0.0
4.78,0.0
4.79,0.0
4.8,0.0
4.81,0.0
4.82,0.0
4.83,0.0
4.84,0.0
4.85,0.0
4.86,0.0
4.87,0.0
4.88,0.0
4.89,0.0
4.9,0.0
4.91,0.0
4.92,0.0
4.93,0.0
4.94,0.0
4.95,0.0
4.96,0.0
4.97,0.0
4.98,0.0
4.99,0.0
5.0,0.0
5.01,0.0
5.02,0.0
5.03,0.0
5.04,0.0
5.05,0.0
5.06,0.0
5.07,0.0
5.08,0.0
5.09,0.0
5.1,0.0
5.11,0.0
5.12,0.0
5.13,0.0
5.14,0.0
5.15,0.0
5.16,0.0
5.17,0.0
5.18,0.0
5.19,0.0
5.2,0.0
5.21,0.0
5.22,0.0
5.23,0.0
5.24,0.0
5.25,0.0
5.26,0.0
5.27,0.0
5.28,0.0
5.29,0.0
5.3,0.0
5.31,0.0
5.32,0.0
5.33,0.0
5.34,0.0
5.35,0.0
5.36,0.0
5.37,0.0
5.38,0.0
5.39,0.0
5.4,5.0
5.41,5.242657960692946
5.42,5.482004544640668
5.43,5.718128472028747
5.44,5.9511184630427865
5.45,6.18106323786833
5.46,6.408051516690977
5.47,6.632172019696315
5.48,6.853513467069942
5.49,7.072164578997406
5.5,7.288214075664307
5.51,7.5017506772562275
5.52,7.712863103958749
5.53,7.921640075957475
5.54,8.12817031343795
5.55,8.332542536585777
5.56,8.534845465586535
5.57,8.735167820625827
5.58,8.933598321889201
5.59,9.130225689562256
5.6,9.325138643830575
5.61,9.518425904879765
5.62,9.71017619289536
5.63,9.900478228062967
5.64,10.089420730568174
5.65,10.277092420596572
5.66,10.463582018333716
5.67,10.648978243965203
5.68,10.83336981767662
5.69,11.01684545965356
5.7,11.199493890081577
5.71,11.381403829146262
5.72,11.562663997033209
5.73,11.743363113928009
5.74,11.92358990001622
5.75,12.103433075483432
5.76,12.282981360515238
5.77,12.46232347529721
5.78,12.641548140014956
5.79,12.820744074854018
5.8,13.0
5.81,13.179404635638488
5.82,13.359046701955071
5.83,13.539014919135306
5.84,13.7193980073648
5.85,13.900284686829115
5.86,14.08176367771387
5.87,14.263923700204606
5.88,14.446853474486922
5.89,14.6306417207464
5.9,14.815377159168644
5.91,15.001148509939195
5.92,15.188044493243668
5.93,15.376153829267633
5.94,15.565565238196688
5.95,15.756367440216383
5.96,15.94864915551233
5.97,16.1424991042701
5.98,16.338006006675293
5.99,16.535258582913464
6.0,16.73434555317021
6.01,16.93535563763111
6.02,17.138377556481746
6.03,17.34350002990773
6.04,17.550811778094594
6.05,17.76040152122795
6.06,17.972357979493374
6.07,18.18676987307647
6.08,18.40372592216279
6.09,18.623314846937923
6.1,18.845625367587456
6.11,19.070746204296995
6.12,19.298766077252083
6.13,19.52977370663832
6.14,19.76385781264128
6.15,20.00110711544659
6.16,20.241610335239773
6.17,20.48545619220643
6.18,20.73273340653216
6.19,20.98353069840255
6.2,21.237936788003147
6.21,21.496040395519564
6.22,21.75793024113737
6.23,22.02369504504218
6.24,22.293423527419524
6.25,22.56720440845501
6.26,22.845126408334217
6.27,23.12727824724274
6.28,23.413748645366177
6.29,23.704626322890057
6.3,24.0
6.31,24.2999033941554
6.32,24.60415021191097
6.33,24.91249915709518
6.34,25.224708933536554
6.35,25.54053824506359
6.36,25.859745795504853
6.37,26.18209028868878
6.38,26.507330428443904
6.39,26.83522491859874
6.4,27.16553246298182
6.41,27.4980117654216
6.42,27.832421529746625
6.43,28.168520459785388
6.44,28.506067259366443
6.45,28.84482063231823
6.46,29.18453928246928
6.47,29.52498191364812
6.48,29.86590722968328
6.49,30.207073934403216
6.5,30.54824073163645
6.51,30.889166325211512
6.52,31.2296094189569
6.53,31.569328716701143
6.54,31.908082922272712
6.55,32.24563073950013
6.56,32.58173087221191
6.57,32.9161420242366
6.58,33.248622899402626
6.59,33.57893220153854
6.6,33.906828634472866
6.61,34.232070902034124
6.62,34.554417708050764
6.63,34.87362775635133
6.64,35.18945975076433
6.65,35.5016723951183
6.66,35.8100243932417
6.67,36.11427444896306
6.68,36.41418126611087
6.69,36.70950354851371
6.7,37.0
6.71,37.285501010456166
6.72,37.56612371400007
6.73,37.842056930807495
6.74,38.11348948105415
6.75,38.3806101849158
6.76,38.6436078625682
6.77,38.90267133418708
6.78,39.15798941994824
6.79,39.409750940027386
6.8,39.65814471460027
6.81,39.90335956384265
6.82,40.14558430793031
6.83,40.38500776703893
6.84,40.6218187613443
6.85,40.856206111022175
6.86,41.08835863624832
6.87,41.31846515719844
6.88,41.54671449404831
6.89,41.77329546697367
6.9,41.9983968961503
6.91,42.22220760175392
6.92,42.44491640396028
6.93,42.666712122945135
6.94,42.88778357888427
6.95,43.10831959195338
6.96,43.32850898232823
6.97,43.548540570184606
6.98,43.76860317569822
6.99,43.98888561904482
7.0,44.20957672040018
7.01,44.43086529994003
7.02,44.65294017784013
7.03,44.87599017427627
7.04,45.10020410942412
7.05,45.32577080345948
7.06,45.552879076558085
7.07,45.78171774889571
7.08,46.01247564064806
7.09,46.24534157199093
7.1,46.480504363100025
7.11,46.71815283415116
7.12,46.95847580532002
7.13,47.20166209678238
7.14,47.447900528714
7.15,47.69737992129062
7.16,47.95028909468799
7.17,48.20681686908186
7.18,48.467152064647976
7.19,48.73148350156213
7.2,49.0
7.21,49.272838191606056
7.22,49.54992595389943
7.23,49.83113897586795
7.24,50.11635294649944
7.25,50.40544355478167
7.26,50.69828648970252
7.27,50.99475744024976
7.28,51.29473209541128
7.29,51.59808614417482
7.3,51.90469527552824
7.31,52.21443517845933
7.32,52.52718154195595
7.33,52.84281005500588
7.34,53.16119640659694
7.35,53.48221628571697
7.36,53.80574538135382
7.37,54.13165938249524
7.38,54.459833978129055
7.39,54.79014485724313
7.4,55.12246770882529
7.41,55.45667822186328
7.42,55.79265208534496
7.43,56.13026498825816
7.44,56.469392619590735
7.45,56.80991066833039
7.46,57.15169482346503
7.47,57.49462077398247
7.48,57.83856420887052
7.49,58.18340081711698
7.5,58.52900628770967
7.51,58.875256309636434
7.52,59.22202657188505
7.53,59.56919276344343
7.54,59.91663057329927
7.55,60.26421569044043
7.56,60.61182380385476
7.57,60.95933060253012
7.58,61.306611775454186
7.59,61.65354301161488
7.6,62.0
7.61,62.34588038517165
7.62,62.69116963398879
7.63,63.03587516888475
7.64,63.38000441229281
7.65,63.72356478664628
7.66,64.0665637143784
7.67,64.40900861792245
7.68,64.75090691971177
7.69,65.09226604217962
7.7,65.43309340775927
7.71,65.77339643888398
7.72,66.1131825579871
7.73,66.45245918750187
7.74,66.79123374986159
7.75,67.12951366749955
7.76,67.467306362849
7.77,67.80461925834325
7.78,68.14145977641562
7.79,68.47783533949934
7.8,68.81375337002771
7.81,69.14922129043403
7.82,69.4842465231516
7.83,69.81883649061363
7.84,70.15299861525345
7.85,70.48674031950438
7.86,70.82006902579968
7.87,71.1529921565726
7.88,71.48551713425645
7.89,71.81765138128453
7.9,72.14940232009015
7.91,72.4807773731065
7.92,72.81178396276692
7.93,73.14242951150472
7.94,73.47272144175318
7.95,73.80266717594553
7.96,74.1322741365151
7.97,74.46154974589516
7.98,74.79050142651901
7.99,75.11913660081991
8.0,75.44746269123118
8.01,75.77548712018606
8.02,76.10321731011784
8.03,76.43066068345986
8.04,76.75782466264536
8.05,77.08471667010768
8.06,77.41134412828
8.07,77.73771445959567
8.08,78.06383508648797
8.09,78.38971343139015
8.1,78.71535691673556
8.11,79.04077296495744
8.12,79.36596899848907
8.13,79.69095243976382
8.14,80.01573071121484
8.15,80.3403112352755
8.16,80.66470143437905
8.17,80.98890873095878
8.18,81.31294054744801
8.19,81.63680430627998
8.2,81.960507429888
8.21,82.28405734070539
8.22,82.60746146116533
8.23,82.93072721370118
8.24,83.25386202074621
8.25,83.57687330473372
8.26,83.89976848809697
8.27,84.22255499326924
8.28,84.54524024268385
8.29,84.86783165877408
8.3,85.19033666397323
8.31,85.51276268071452
8.32,85.83511713143125
8.33,86.15740743855672
8.34,86.47964102452421
8.35,86.80182531176705
8.36,87.12396772271848
8.37,87.44607567981177
8.38,87.76815660548029
8.39,88.0902179221572
8.4,88.41226705227588
8.41,88.73431141826954
8.42,89.05635844257155
8.43,89.37841554761512
8.44,89.70049015583358
8.45,90.02258968966017
8.46,90.3447215715283
8.47,90.66689322387109
8.48,90.98911206912187
8.49,91.31138552971396
8.5,91.63372102808069
8.51,91.95612598665524
8.52,92.27860782787096
8.53,92.60117397416109
8.54,92.92383184795897
8.55,93.24658887169788
8.56,93.56945246781105
8.57,93.89243005873185
8.58,94.21552906689342
8.59,94.53875691472918
8.6,94.86212102467236
8.61,95.18562881915624
8.62,95.50928772061414
8.63,95.8331051514794
8.64,96.15708853418518
8.65,96.48124529116475
8.66,96.80558284485151
8.67,97.13010861767869
8.68,97.45483003207956
8.69,97.77975451048744
8.7,98.1048894753356
8.71,98.43024234905738
8.72,98.75582055408591
8.73,99.08163151285464
8.74,99.40768264779676
8.75,99.73398138134556
8.76,100.06053513593436
8.77,100.38735133399643
8.78,100.71443739796504
8.79,101.0418007502735
8.8,101.36944881335518
8.81,101.69738900964316
8.82,102.02562876157089
8.83,102.35417549157155
8.84,102.68303662207848
8.85,103.01221957552498
8.86,103.3417317743443
8.87,103.67158064096972
8.88,104.00177359783464
8.89,104.33231806737216
8.9,104.66322147201566
8.91,104.99449123419843
8.92,105.32613477635373
8.93,105.65815952091488
8.94,105.99057289031512
8.95,106.32338230698772
8.96,106.65659519336609
8.97,106.9902189718834
8.98,107.32426106497292
8.99,107.658728895068
9.0,107.99362988460186
9.01,108.32897145600784
9.02,108.66476103171922
9.03,109.00100603416928
9.04,109.33771388579127
9.05,109.67489200901858
9.06,110.01254782628436
9.07,110.35068876002194
9.08,110.68932223266462
9.09,111.02845566664568
9.1,111.36809648439844
9.11,111.70825210835612
9.12,112.04892996095202
9.13,112.39013746461951
9.14,112.73188204179176
9.15,113.0741711149021
9.16,113.4170121063838
9.17,113.76041243867016
9.18,114.1043795341945
9.19,114.44892081539004
9.2,114.79404370469008
9.21,115.139755624528
9.22,115.48606399733691
9.23,115.83297624555024
9.24,116.1804997916012
9.25,116.52864205792308
9.26,116.8774104669492
9.27,117.2268124411128
9.28,117.5768554028472
9.29,117.92754677458572
9.3,118.27889397876162
9.31,118.6309044378081
9.32,118.98358557415852
9.33,119.33694481024617
9.34,119.69098956850426
9.35,120.0457272713662
9.36,120.40116534126516
9.37,120.75731120063452
9.38,121.11417227190756
9.39,121.47175597751745
9.4,121.83006973989755
9.41,122.18912098148114
9.42,122.54891712470156
9.43,122.90946559199196
9.44,123.27077380578577
9.45,123.63284918851616
9.46,123.99569916261656
9.47,124.35933115052008
9.48,124.7237525746601
9.49,125.08897085746987
9.5,125.45499342138272
9.51,125.8218276888319
9.52,126.1894810822507
9.53,126.55796102407244
9.54,126.92727493673031
9.55,127.29743024265775
9.56,127.66843436428792
9.57,128.0402947240541
9.58,128.4130187443896
9.59,128.78661384772772
9.6,129.16108745650178
9.61,129.53644699314503
9.62,129.9126998800907
9.63,130.28985353977225
9.64,130.66791539462272
9.65,131.04689286707557
9.66,131.42679337956395
9.67,131.8076243545213
9.68,132.1893932143808
9.69,132.57210738157576
9.7,132.95577427853948
9.71,133.34040132770528
9.72,133.72599595150635
9.73,134.112565572376
9.74,134.50011761274757
9.75,134.88865949505433
9.76,135.2781986417295
9.77,135.6687424752064
9.78,136.06029841791835
9.79,136.45287389229864
9.8,136.84647632078054
9.81,137.24111312579726
9.82,137.63679172978215
9.83,138.03351955516854
9.84,138.4313040243896
9.85,138.83015255987874
9.86,139.23007258406915
9.87,139.63107151939408
9.88,140.03315678828707
9.89,140.4363358131811
9.9,140.84061601650956
9.91,141.24600482070576
9.92,141.65250964820297
9.93,142.06013792143446
9.94,142.46889706283355
9.95,142.87879449483347
9.96,143.2898376398677
9.97,143.70203392036922
9.98,144.11539075877147
9.99,144.52991557750772
10.0,144.9456157990113
10.01,145.36249884571546
10.02,145.7805721400534
10.03,146.19984310445858
10.04,146.62031916136414
10.05,147.04200773320346
10.06,147.46491624240974
10.07,147.88905211141628
10.08,148.31442276265642
10.09,148.74103561856333
10.1,149.16889810157045
10.11,149.59801763411102
10.12,150.02840163861822
10.13,150.46005753752556
10.14,150.892992753266
10.15,151.32721470827312
10.16,151.76273082498
10.17,152.19954852582006
10.18,152.6376752332265
10.19,153.07711836963264
10.2,153.51788535747178
10.21,153.95998361917725
10.22,154.40342057718223
10.23,154.84820365392
10.24,155.2943402718239
10.25,155.74183785332724
10.26,156.19070382086326
10.27,156.6409455968653
10.28,157.0925706037665
10.29,157.54558626400032
10.3,158.0
10.31,158.45579723136902
10.32,158.91287536639211
10.33,159.3711098105243
10.34,159.83037596922046
10.35,160.2905492479356
10.36,160.75150505212463
10.37,161.21311878724262
10.38,161.67526585874458
10.39,162.13782167208527
10.4,162.60066163271975
10.41,163.06366114610302
10.42,163.52669561769005
10.43,163.9896404529357
10.44,164.45237105729504
10.45,164.91476283622302
10.46,165.37669119517466
10.47,165.83803153960486
10.48,166.2986592749685
10.49,166.75844980672065
10.5,167.21727854031627
10.51,167.67502088121023
10.52,168.13155223485768
10.53,168.58674800671338
10.54,169.04048360223248
10.55,169.49263442686987
10.56,169.94307588608046
10.57,170.39168338531928
10.58,170.83833233004125
10.59,171.28289812570137
10.6,171.7252561777546
10.61,172.16528189165587
10.62,172.6028506728602
10.63,173.03783792682262
10.64,173.47011905899794
10.65,173.89956947484112
10.66,174.32606457980725
10.67,174.74947977935122
10.68,175.16969047892803
10.69,175.58657208399262
10.7,176.0
10.71,176.40990151718265
10.72,176.81641146488326
10.73,177.219716557222
10.74,177.6200035083191
10.75,178.01745903229488
10.76,178.41226984326946
10.77,178.8046226553631
10.78,179.19470418269609
10.79,179.5827011393885
10.8,179.96880023956075
10.81,180.35318819733288
10.82,180.73605172682525
10.83,181.117577542158
10.84,181.4979523574513
10.85,181.8773628868256
10.86,182.25599584440084
10.87,182.63403794429743
10.88,183.01167590063568
10.89,183.38909642753552
10.9,183.7664862391174
10.91,184.14403204950145
10.92,184.5219205728079
10.93,184.90033852315705
10.94,185.27947261466892
10.95,185.6595095614641
10.96,186.04063607766253
10.97,186.42303887738444
10.98,186.8069046747501
10.99,187.19242018387985
11.0,187.5797721188937
11.01,187.969147193912
11.02,188.36073212305493
11.03,188.7547136204428
11.04,189.15127840019576
11.05,189.55061317643413
11.06,189.95290466327796
11.07,190.3583395748476
11.08,190.7671046252632
11.09,191.17938652864504
11.1,191.59537199911327
11.11,192.01524775078823
11.12,192.43920049779013
11.13,192.8674169542391
11.14,193.30008383425545
11.15,193.7373878519593
11.16,194.17951572147095
11.17,194.62665415691063
11.18,195.07898987239855
11.19,195.53670958205493
11.2,196.0
11.21,196.46896591729757
11.22,196.9433844327853
11.23,197.42295072224465
11.24,197.9073599614569
11.25,198.39630732620347
11.26,198.8894879922657
11.27,199.3865971354249
11.28,199.8873299314625
11.29,200.3913815561597
11.3,200.898447185298
11.31,201.40822199465865
11.32,201.9204011600229
11.33,202.43467985717237
11.34,202.9507532618881
11.35,203.46831654995168
11.36,203.98706489714436
11.37,204.50669347924745
11.38,205.0268974720425
11.39,205.54737205131053
11.4,206.06781239283308
11.41,206.5879136723914
11.42,207.10737106576696
11.43,207.62587974874103
11.44,208.14313489709505
11.45,208.6588316866102
11.46,209.172665293068
11.47,209.6843308922497
11.48,210.19352365993657
11.49,210.6999387719101
11.5,211.2032714039516
11.51,211.7032167318424
11.52,212.19946993136375
11.53,212.6917261782972
11.54,213.179680648424
11.55,213.66302851752545
11.56,214.14146496138287
11.57,214.61468515577775
11.58,215.0823842764913
11.59,215.54425749930496
11.6,216.0
11.61,216.449409083645
11.62,216.8926905724572
11.63,217.3301524179413
11.64,217.76210257160145
11.65,218.1888489849424
11.66,218.6106996094684
11.67,219.02796239668416
11.68,219.440945298094
11.69,219.84995626520248
11.7,220.2553032495141
11.71,220.6572942025334
11.72,221.05623707576467
11.73,221.45243982071256
11.74,221.84621038888145
11.75,222.23785673177585
11.76,222.62768680090025
11.77,223.0160085477592
11.78,223.40312992385716
11.79,223.7893588806985
11.8,224.1750033697879
11.81,224.5603713426296
11.82,224.94577075072831
11.83,225.3315095455884
11.84,225.71789567871429
11.85,226.10523710161056
11.86,226.49384176578167
11.87,226.88401762273224
11.88,227.27607262396657
11.89,227.67031472098915
11.9,228.0670518653045
11.91,228.46659200841717
11.92,228.86924310183156
11.93,229.2753130970521
11.94,229.68510994558343
11.95,230.09894159892997
11.96,230.51711600859616
11.97,230.9399411260865
11.98,231.3677249029056
11.99,231.80077529055768
12.0,232.2394002405474
12.01,232.6839077043793
12.02,233.13460563355764
12.03,233.59180197958716
12.04,234.0558046939722
12.05,234.5269217282173
12.06,235.0054610338269
12.07,235.49173056230543
12.08,235.9860382651575
12.09,236.48869209388752
12.1,237.0
12.11,237.52009674839044
12.12,238.0484243575189
12.13,238.58425165923663
12.14,239.1268474853944
12.15,239.67548066784343
12.16,240.229420038435
12.17,240.7879344290197
12.18,241.3502926714492
12.19,241.91576359757423
12.2,242.48361603924596
12.21,243.05311882831555
12.22,243.62354079663388
12.23,244.19415077605225
12.24,244.7642175984216
12.25,245.33301009559315
12.26,245.89979709941792
12.27,246.4638474417469
12.28,247.02442995443133
12.29,247.58081346932215
12.3,248.1322668182708
12.31,248.67805883312784
12.32,249.21745834574472
12.33,249.7497341879724
12.34,250.27415519166195
12.35,250.7899901886645
12.36,251.2965080108311
12.37,251.79297749001293
12.38,252.27866745806105
12.39,252.75284674682635
12.4,253.2147841881602
12.41,253.66374861391347
12.42,254.0990088559373
12.43,254.51983374608284
12.44,254.92549211620127
12.45,255.3152527981433
12.46,255.68838462376053
12.47,256.04415642490363
12.48,256.38183703342384
12.49,256.7006952811724
12.5,257.0
12.51,257.27922901639425
12.52,257.53869613538706
12.53,257.7789241566466
12.54,258.00043587984123
12.55,258.2037541046392
12.56,258.3894016307085
12.57,258.55790125771745
12.58,258.7097757853342
12.59,258.8455480132272
12.6,258.96574074106434
12.61,259.0708767685141
12.62,259.1614788952446
12.63,259.23806992092403
12.64,259.3011726452206
12.65,259.3513098678026
12.66,259.3890043883382
12.67,259.4147790064956
12.68,259.429156521943
12.69,259.4326597343487
12.7,259.4258114433808
12.71,259.4091344487077
12.72,259.38315154999736
12.73,259.34838554691817
12.74,259.3053592391382
12.75,259.254595426326
12.76,259.19661690814934
12.77,259.13194648427685
12.78,259.06110695437644
12.79,258.9846211181164
12.8,258.90301177516506
12.81,258.81680172519054
12.82,258.72651376786104
12.83,258.63267070284473
12.84,258.53579532981007
12.85,258.436410448425
12.86,258.33503885835785
12.87,258.2322033592769
12.88,258.1284267508502
12.89,258.0242318327461
12.9,257.9201414046328
12.91,257.81667826617854
12.92,257.7143652170514
12.93,257.61372505691975
12.94,257.51528058545165
12.95,257.4195546023155
12.96,257.3270699071794
12.97,257.2383492997116
12.98,257.15391557958026
12.99,257.0742915464537
13.0,257.0
13.01,256.93144807242805
13.02,256.86858022610875
13.03,256.8112252559536
13.04,256.75921195687425
13.05,256.712369123782
13.06,256.67052555158864
13.07,256.63351003520546
13.08,256.601151369544
13.09,256.573278349516
13.1,256.54971977003265
13.11,256.53030442600567
13.12,256.5148611123465
13.13,256.5032186239668
13.14,256.495205755778
13.15,256.4906513026915
13.16,256.4893840596189
13.17,256.49123282147184
13.18,256.4960263831617
13.19,256.5035935396
13.2,256.51376308569826
13.21,256.5263638163681
13.22,256.5412245265209
13.23,256.5581740110684
13.24,256.5770410649218
13.25,256.5976544829928
13.26,256.6198430601929
13.27,256.6434355914337
13.28,256.6682608716265
13.29,256.69414769568306
13.3,256.7209248585148
13.31,256.7484211550332
13.32,256.7764653801498
13.33,256.80488632877604
13.34,256.8335127958236
13.35,256.862173576204
13.36,256.8906974648286
13.37,256.91891325660885
13.38,256.9466497464565
13.39,256.9737357292831
13.4,257.0
13.41,257.02530221917266
13.42,257.0496255099825
13.43,257.0729838612648
13.44,257.0953912618548
13.45,257.11686170058755
13.46,257.13740916629865
13.47,257.1570476478233
13.48,257.1757911339966
13.49,257.193653613654
13.5,257.2106490756308
13.51,257.22679150876206
13.52,257.2420949018832
13.53,257.25657324382945
13.54,257.27024052343614
13.55,257.2831107295385
13.56,257.29519785097176
13.57,257.30651587657127
13.58,257.3170787951723
13.59,257.32690059561
13.6,257.3359952667198
13.61,257.3443767973369
13.62,257.3520591762965
13.63,257.359056392434
13.64,257.3653824345846
13.65,257.3710512915836
13.66,257.3760769522662
13.67,257.38047340546785
13.68,257.38425464002364
13.69,257.3874346447689
13.7,257.3900274085389
13.71,257.3920469201689
13.72,257.3935071684942
13.73,257.3944221423501
13.74,257.3948058305718
13.75,257.39467222199465
13.76,257.3940353054538
13.77,257.39290906978465
13.78,257.3913075038224
13.79,257.3892445964023
13.8,257.3867343363597
13.81,257.3837907125299
13.82,257.380427713748
13.83,257.3766593288494
13.84,257.3724995466694
13.85,257.3679623560432
13.86,257.3630617458061
13.87,257.35781170479333
13.88,257.3522262218402
13.89,257.34631928578204
13.9,257.340104885454
13.91,257.33359700969146
13.92,257.32680964732964
13.93,257.31975678720374
13.94,257.3124524181492
13.95,257.3049105290011
13.96,257.29714510859486
13.97,257.2891701457657
13.98,257.28099962934886
13.99,257.2726475481797
14.0,257.26412789109344
14.01,257.25545464692533
14.02,257.2466418045107
14.03,257.2377033526847
14.04,257.22865328028274
14.05,257.21950557614
14.06,257.2102742290919
14.07,257.20097322797346
14.08,257.1916165616201
14.09,257.18221821886715
14.1,257.1727921885498
14.11,257.1633524595033
14.12,257.15391302056304
14.13,257.14448786056414
14.14,257.1350909683419
14.15,257.1257363327317
14.16,257.1164379425688
