wind_speed,ATB Riva Calzoni ATB 60.28 DD
2.42,1.3932642724516453
2.43,1.4329190714528406
2.44,1.4728243532869718
2.45,1.5129766408106242
2.46,1.5533724568803726
2.47,1.594008324352802
2.48,1.6348807660844882
2.49,1.6759863049320145
2.5,1.7173214637519574
2.51,1.7588827654008994
2.52,1.8006667327354209
2.53,1.8426698886120985
2.54,1.8848887558875167
2.55,1.927319857418252
2.56,1.9699597160608864
2.57,2.012804854671998
2.58,2.0558517961081697
2.59,2.099097063225977
2.6,2.1425371788820047
2.61,2.1861686659328288
2.62,2.2299880472350324
2.63,2.273991845645193
2.64,2.318176584019893
2.65,2.3625387852157087
2.66,2.407074972089225
2.67,2.4517816674970168
2.68,2.496655394295669
2.69,2.541692675341757
2.7,2.5868900334918643
2.71,2.632243991602567
2.72,2.6777510725304507
2.73,2.7234077991320893
2.74,2.7692106942640686
2.75,2.815156280782963
2.76,2.861241081545355
2.77,2.907461619407826
2.78,2.9538144172269534
2.79,3.00029599785932
2.8,3.0469028841615025
2.81,3.0936315989900844
2.82,3.1404786652016403
2.83,3.1874406056527578
2.84,3.2345139432000103
2.85,3.281695200699981
2.86,3.328980901009249
2.87,3.376367566984394
2.88,3.4238517214819955
2.89,3.471429887358636
2.9,3.519098587470892
2.91,3.566854344675347
2.92,3.6146936818285766
2.93,3.662613121787167
2.94,3.710609187407691
2.95,3.758678401546734
2.96,3.806817287060873
2.97,3.85502236680669
2.98,3.9032901636407615
2.99,3.9516172004196735
3.0,4.0
3.01,4.048435962381743
3.02,4.0969259961385855
3.03,4.145471886987623
3.04,4.19407542064596
3.05,4.24273838283069
3.06,4.291462559258923
3.07,4.34024973564775
3.08,4.389101697714279
3.09,4.438020231175603
3.1,4.487007121748826
3.11,4.536064155151046
3.12,4.585193117099366
3.13,4.634395793310884
3.14,4.683673969502703
3.15,4.733029431391919
3.16,4.782463964695637
3.17,4.831979355130949
3.18,4.881577388414966
3.19,4.931259850264779
3.2,4.981028526397495
3.21,5.030885202530208
3.22,5.080831664380025
3.23,5.130869697664037
3.24,5.181001088099354
3.25,5.231227621403068
3.26,5.281551083292284
3.27,5.331973259484104
3.28,5.38249593569562
3.29,5.433120897643943
3.3,5.483849931046162
3.31,5.534684821619385
3.32,5.58562735508071
3.33,5.636679317147238
3.34,5.687842493536064
3.35,5.739118669964298
3.36,5.790509632149028
3.37,5.842017165807365
3.38,5.893643056656402
3.39,5.9453890904132445
3.4,5.997257052794988
3.41,6.049248729518736
3.42,6.101365906301585
3.43,6.153610368860641
3.44,6.2059839029129975
3.45,6.25848829417576
3.46,6.311125328366024
3.47,6.363896791200895
3.48,6.416804468397467
3.49,6.469850145672845
3.5,6.523035608744126
3.51,6.576362643328412
3.52,6.629833035142807
3.53,6.683448569904403
3.54,6.737211033330306
3.55,6.791122211137612
3.56,6.845183889043425
3.57,6.899397852764844
3.58,6.953765888018969
3.59,7.008289780522898
3.6,7.062971315993738
3.61,7.117812280148578
3.62,7.172814458704528
3.63,7.2279796373786835
3.64,7.283309601888147
3.65,7.338806137950014
3.66,7.394471031281394
3.67,7.450306067599375
3.68,7.506313032621068
3.69,7.5624937120635645
3.7,7.618849891643973
3.71,7.675383357079384
3.72,7.732095894086907
3.73,7.788989288383638
3.74,7.846065325686678
3.75,7.903325791713122
3.76,7.960772472180076
3.77,8.018407152804643
3.78,8.076231619303915
3.79,8.134247657394997
3.8,8.192457052794989
3.81,8.25086159122099
3.82,8.3094630583901
3.83,8.368263240019422
3.84,8.42726392182605
3.85,8.48646688952709
3.86,8.545873928839642
3.87,8.605486825480803
3.88,8.665307365167672
3.89,8.725337333617356
3.9,8.785578516546947
3.91,8.846032699673552
3.92,8.906701668714266
3.93,8.967587209386192
3.94,9.028691107406429
3.95,9.090015148492078
3.96,9.151561118360238
3.97,9.213330802728011
3.98,9.275325987312495
3.99,9.337548457830794
4.0,9.4
4.01,9.462681956854365
4.02,9.52559390069668
4.03,9.588734961146914
4.04,9.652104267824985
4.05,9.715700950350856
4.06,9.779524138344469
4.07,9.843572961425773
4.08,9.90784654921471
4.09,9.972344031331223
4.1,10.037064537395262
4.11,10.102007197026778
4.12,10.167171139845706
4.13,10.232555495471995
4.14,10.298159393525598
4.15,10.363981963626456
4.16,10.430022335394511
4.17,10.496279638449716
4.18,10.562753002412014
4.19,10.629441556901352
4.2,10.696344431537668
4.21,10.76346075594092
4.22,10.830789659731042
4.23,10.898330272527996
4.24,10.96608172395171
4.25,11.03404314362214
4.26,11.102213661159228
4.27,11.170592406182925
4.28,11.239178508313174
4.29,11.30797109716992
4.3,11.376969302373103
4.31,11.44617225354268
4.32,11.515579080298595
4.33,11.58518891226079
4.34,11.655000879049208
4.35,11.725014110283798
4.36,11.795227735584511
4.37,11.865640884571288
4.38,11.936252686864076
4.39,12.007062272082816
4.4,12.078068769847462
4.41,12.14927130977796
4.42,12.220669021494242
4.43,12.292261034616269
4.44,12.364046478763983
4.45,12.436024483557327
4.46,12.508194178616248
4.47,12.580554693560693
4.48,12.653105158010613
4.49,12.72584470158594
4.5,12.79877245390663
4.51,12.87188754459263
4.52,12.945189103263878
4.53,13.018676259540332
4.54,13.092348143041926
4.55,13.166203883388606
4.56,13.240242610200328
4.57,13.314463453097035
4.58,13.388865541698664
4.59,13.463448005625173
4.6,13.538209974496496
4.61,13.613150577932592
4.62,13.688268945553396
4.63,13.763564206978856
4.64,13.839035491828918
4.65,13.914681929723535
4.66,13.990502650282648
4.67,14.066496783126194
4.68,14.142663457874132
4.69,14.219001804146403
4.7,14.295510951562957
4.71,14.372190029743727
4.72,14.449038168308672
4.73,14.52605449687774
4.74,14.603238145070865
4.75,14.680588242507994
4.76,14.75810391880908
4.77,14.835784303594066
4.78,14.913628526482904
4.79,14.991635717095528
4.8,15.069805005051888
4.81,15.148135519971934
4.82,15.226626391475612
4.83,15.305276749182868
4.84,15.384085722713634
4.85,15.463052441687877
4.86,15.542176035725532
4.87,15.621455634446544
4.88,15.70089036747086
4.89,15.780479364418426
4.9,15.860221754909198
4.91,15.9401166685631
4.92,16.020163235000094
4.93,16.10036058384012
4.94,16.18070784470314
4.95,16.261204147209074
4.96,16.34184862097788
4.97,16.422640395629507
4.98,16.5035786007839
4.99,16.584662366061004
5.0,16.665890821080758
5.01,16.747263095463108
5.02,16.82877831882801
5.03,16.910435620795415
5.04,16.99223413098525
5.05,17.07417297901747
5.06,17.15625129451202
5.07,17.238468207088854
5.08,17.320822846367907
5.09,17.40331434196912
5.1,17.485941823512455
5.11,17.568704420617856
5.12,17.651601262905256
5.13,17.734631479994608
5.14,17.817794201505862
5.15,17.901088557058962
5.16,17.984513676273846
5.17,18.068068688770463
5.18,18.15175272416877
5.19,18.2355649120887
5.2,18.319504382150203
5.21,18.403570263973226
5.22,18.487761687177716
5.23,18.572077781383616
5.24,18.656517676210868
5.25,18.741080501279423
5.26,18.825765386209238
5.27,18.91057146062023
5.28,18.99549785413238
5.29,19.08054369636561
5.3,19.165708116939868
5.31,19.250990245475105
5.32,19.336389211591275
5.33,19.421904144908307
5.34,19.50753417504615
5.35,19.59327843162476
5.36,19.679136044264087
5.37,19.765106142584056
5.38,19.851187856204625
5.39,19.937380314745734
5.4,20.023682647827357
5.41,20.1100939850694
5.42,20.19661345609182
5.43,20.28324019051457
5.44,20.36997331795761
5.45,20.456811968040864
5.46,20.54375527038428
5.47,20.630802354607805
5.48,20.717952350331405
5.49,20.805204387175
5.5,20.892557594758536
5.51,20.980011102701976
5.52,21.067564040625257
5.53,21.15521553814833
5.54,21.242964724891127
5.55,21.330810730473605
5.56,21.41875268451571
5.57,21.5067897166374
5.58,21.594920956458587
5.59,21.683145533599244
5.6,21.771462577679312
5.61,21.85987121831874
5.62,21.948370585137464
5.63,22.036959807755427
5.64,22.12563801579259
5.65,22.214404338868896
5.66,22.303257906604276
5.67,22.392197848618693
5.68,22.481223294532075
5.69,22.5703333739644
5.7,22.659527216535576
5.71,22.74880395186557
5.72,22.838162709574323
5.73,22.927602619281785
5.74,23.01712281060789
5.75,23.106722413172605
5.76,23.19640055659585
5.77,23.286156370497597
5.78,23.375988984497777
5.79,23.46589752821633
5.8,23.555881131273207
5.81,23.64593892328836
5.82,23.73607003388174
5.83,23.826273592673274
5.84,23.916548729282923
5.85,24.006894573330623
5.86,24.09731025443634
5.87,24.18779490221999
5.88,24.27834764630154
5.89,24.368967616300925
5.9,24.459653941838106
5.91,24.550405752533013
5.92,24.641222178005588
5.93,24.732102347875795
5.94,24.82304539176357
5.95,24.914050439288868
5.96,25.00511662007161
5.97,25.096243063731773
5.98,25.18742889988929
5.99,25.27867325816409
6.0,25.369975268176148
6.01,25.46133405954539
6.02,25.55274876189177
6.03,25.64421850483524
6.04,25.73574241799573
6.05,25.827319630993188
6.06,25.918949273447573
6.07,26.010630474978832
6.08,26.10236236520689
6.09,26.194144073751712
6.1,26.285974730233228
6.11,26.377853464271404
6.12,26.46977940548618
6.13,26.56175168349748
6.14,26.65376942792528
6.15,26.745831768389507
6.16,26.837937834510114
6.17,26.930086755907045
6.18,27.02227766220025
6.19,27.114509683009672
6.2,27.20678194795525
6.21,27.29909358665693
6.22,27.391443728734675
6.23,27.483831503808428
6.24,27.57625604149812
6.25,27.668716471423696
6.26,27.76121192320511
6.27,27.853741526462304
6.28,27.946304410815248
6.29,28.03889970588385
6.3,28.13152654128808
6.31,28.224184046647878
6.32,28.316871351583185
6.33,28.40958758571395
6.34,28.50233187866012
6.35,28.59510336004164
6.36,28.687901159478464
6.37,28.78072440659053
6.38,28.873572230997773
6.39,28.966443762320157
6.4,29.059338130177625
6.41,29.15225446419011
6.42,29.24519189397757
6.43,29.338149549159944
6.44,29.4311265593572
6.45,29.52412205418925
6.46,29.617135163276057
6.47,29.710165016237564
6.48,29.803210742693725
6.49,29.896271472264477
6.5,29.989346334569756
6.51,30.08243445922953
6.52,30.17553497586373
6.53,30.26864701409232
6.54,30.36176970353522
6.55,30.45490217381239
6.56,30.54804355454377
6.57,30.641192975349327
6.58,30.734349565848976
6.59,30.827512455662674
6.6,30.92068077441038
6.61,31.013853651712036
6.62,31.107030217187564
6.63,31.20020960045693
6.64,31.293390931140088
6.65,31.386573338856973
6.66,31.479755953227528
6.67,31.572937903871694
6.68,31.666118320409428
6.69,31.75929633246069
6.7,31.852471069645382
6.71,31.94564166158349
6.72,32.03880723789495
6.73,32.131966928199695
6.74,32.225119862117694
6.75,32.31826516926886
6.76,32.41140197927318
6.77,32.50452942175056
6.78,32.59764662632098
6.79,32.69075272260436
6.8,32.78384684022065
6.81,32.876928108789805
6.82,32.969995657931776
6.83,33.06304861726649
6.84,33.15608611641391
6.85,33.249107284993975
6.86,33.34211125262663
6.87,33.435097148931824
6.88,33.52806410352949
6.89,33.62101124603959
6.9,33.71393770608208
6.91,33.80684261327687
6.92,33.89972509724393
6.93,33.99258428760321
6.94,34.08541931397465
6.95,34.178229305978185
6.96,34.271013393233765
6.97,34.36377070536135
6.98,34.45650037198088
6.99,34.549201522712295
7.0,34.641873287175535
7.01,34.73451479499056
7.02,34.82712517577731
7.03,34.919703559155735
7.04,35.01224907474578
7.05,35.104760852167374
7.06,35.197238021040484
7.07,35.289679710985055
7.08,35.38208505162102
7.09,35.47445317256833
7.1,35.56678320344693
7.11,35.65907427387678
7.12,35.75132551347781
7.13,35.84353605186997
7.14,35.93570501867319
7.15,36.02783154350745
7.16,36.11991475599267
7.17,36.21195378574881
7.18,36.3039477623958
7.19,36.3958958155536
7.2,36.48779707484216
7.21,36.5796506698814
7.22,36.67145573029129
7.23,36.76321138569178
7.24,36.8549167657028
7.25,36.94657099994429
7.26,37.038173218036206
7.27,37.129722549598505
7.28,37.22121812425112
7.29,37.31265907161401
7.3,37.404044521307085
7.31,37.49537360295032
7.32,37.586645446163686
7.33,37.67785918056708
7.34,37.76901393578046
7.35,37.86010884142379
7.36,37.951143027117
7.37,38.04211562248005
7.38,38.13302575713288
7.39,38.223872560695405
7.4,38.31465516278763
7.41,38.40537269302946
7.42,38.496024281040846
7.43,38.58660905644173
7.44,38.67712614885209
7.45,38.76757468789184
7.46,38.85795380318092
7.47,38.94826262433931
7.48,39.03850028098692
7.49,39.12866590274372
7.5,39.21875861922965
7.51,39.30877756006464
7.52,39.39872185486867
7.53,39.48859063326167
7.54,39.57838302486356
7.55,39.66809815929431
7.56,39.75773516617387
7.57,39.84729317512219
7.58,39.93677131575918
7.59,40.02616871770483
7.6,40.11548451057905
7.61,40.20471782400182
7.62,40.293867787593065
7.63,40.38293353097273
7.64,40.47191418376076
7.65,40.56080887557712
7.66,40.649616736041736
7.67,40.73833689477455
7.68,40.82696848139553
7.69,40.91551062552461
7.7,41.00396245678173
7.71,41.09232310478684
7.72,41.18059169915989
7.73,41.26876736952084
7.74,41.35684924548959
7.75,41.44483645668613
7.76,41.5327281327304
7.77,41.62052340324232
7.78,41.70822139784186
7.79,41.79582124614896
7.8,41.88332207778356
7.81,41.9707230223656
7.82,42.05802320951507
7.83,42.14522176885187
7.84,42.232317829995935
7.85,42.31931052256726
7.86,42.40619897618575
7.87,42.49298232047137
7.88,42.57965968504407
7.89,42.66623019952377
7.9,42.752692993530445
7.91,42.83904719668404
7.92,42.92529193860447
7.93,43.011426348911705
7.94,43.097449557225694
7.95,43.18336069316638
7.96,43.26915888635369
7.97,43.35484326640758
7.98,43.44041296294803
7.99,43.52586710559494
8.0,43.611204823968265
8.01,43.69642524768797
8.02,43.781527506373976
8.03,43.86651072964626
8.04,43.95137404712473
8.05,44.03611658842937
8.06,44.12073748318011
8.07,44.20523586099687
8.08,44.28961085149964
8.09,44.37386158430833
8.1,44.45798718904291
8.11,44.54198679532332
8.12,44.62585953276949
8.13,44.70960453100141
8.14,44.79322091963897
8.15,44.87670782830214
8.16,44.96006438661087
8.17,45.0432897241851
8.18,45.126382970644784
8.19,45.20934325560985
8.2,45.29216970870027
8.21,45.37486145953598
8.22,45.45741763773693
8.23,45.53983737292303
8.24,45.622119794714266
8.25,45.70426403273056
8.26,45.7862692165919
8.27,45.86813447591816
8.28,45.94985894032935
8.29,46.03144173944539
8.3,46.11288200288625
8.31,46.19417886027183
8.32,46.27533144122211
8.33,46.35633887535703
8.34,46.43720029229653
8.35,46.51791482166054
8.36,46.598481593069046
8.37,46.67889973614196
8.38,46.75916838049926
8.39,46.83928665576086
8.4,46.91925369154671
8.41,46.999068617476766
8.42,47.07873056317098
8.43,47.15823865824928
8.44,47.23759203233163
8.45,47.31678981503796
8.46,47.39583113598824
8.47,47.47471512480239
8.48,47.55344091110035
8.49,47.632007624502094
8.5,47.71041439462754
8.51,47.78866035109668
8.52,47.8667446235294
8.53,47.9446663415457
8.54,48.02242463476548
8.55,48.10001863280872
8.56,48.17744746529534
8.57,48.2547102618453
8.58,48.33180615207854
8.59,48.40873426561503
8.6,48.48549373207467
8.61,48.56208368107745
8.62,48.63850324224329
8.63,48.714751545192144
8.64,48.79082771954397
8.65,48.86673089491868
8.66,48.94246020093625
8.67,49.01801476721662
8.68,49.09339372337973
8.69,49.16859619904552
8.7,49.24362132383395
8.71,49.31846822736498
8.72,49.39313603925852
8.73,49.467623889134536
8.74,49.54193090661297
8.75,49.61605622131376
8.76,49.68999896285686
8.77,49.76375826086223
8.78,49.83733324494978
8.79,49.9107230447395
8.8,49.98392678985131
8.81,50.05694360990515
8.82,50.129772634520975
8.83,50.20241299331874
8.84,50.27486381591837
8.85,50.34712423193982
8.86,50.419193371003054
8.87,50.491070362728
8.88,50.562754336734606
8.89,50.634244422642816
8.9,50.70553975007259
8.91,50.77663944864384
8.92,50.84754264797655
8.93,50.91824847769063
8.94,50.98875606740608
8.95,51.05906454674279
8.96,51.12917304532074
8.97,51.19908069275984
8.98,51.26878661868008
8.99,51.33828995270138
9.0,51.40758982444368
9.01,51.47668536352696
9.02,51.54557569957112
9.03,51.61425996219614
9.04,51.68273728102196
9.05,51.75100678566852
9.06,51.81906760575577
9.07,51.88691887090364
9.08,51.95455971073208
9.09,52.02198925486107
9.1,52.08920663291051
9.11,52.15621097450038
9.12,52.2230014092506
9.13,52.28957706678115
9.14,52.35593707671194
9.15,52.42208056866292
9.16,52.48800667225406
9.17,52.55371451710528
9.18,52.619203232836526
9.19,52.684471949067785
9.2,52.74951979541895
9.21,52.81434590151001
9.22,52.87894939696088
9.23,52.94332941139151
9.24,53.007485074421865
9.25,53.07141551567187
9.26,53.13511986476149
9.27,53.198597251310645
9.28,53.261846804939296
9.29,53.3248676552674
9.3,53.3876589319149
9.31,53.450219764501725
9.32,53.51254928264783
9.33,53.57464661597315
9.34,53.63651089409764
9.35,53.69814124664127
9.36,53.75953680322395
9.37,53.82069669346564
9.38,53.88162004698629
9.39,53.94230599340584
9.4,54.00275366234423
9.41,54.062962183421405
9.42,54.12293068625733
9.43,54.18265830047193
9.44,54.24214415568518
9.45,54.30138738151699
9.46,54.360387107587336
9.47,54.41914246351615
9.48,54.477652578923376
9.49,54.53591658342895
9.5,54.593933606652826
9.51,54.65170277821497
9.52,54.7092232277353
9.53,54.76649408483378
9.54,54.82351447913034
9.55,54.88028354024496
9.56,54.93680039779753
9.57,54.99306418140805
9.58,55.04907402069644
9.59,55.10482904528263
9.6,55.16032838478661
9.61,55.21557116882826
9.62,55.270556527027615
9.63,55.32528358900456
9.64,55.37975148437904
9.65,55.43395934277102
9.66,55.48790629380043
9.67,55.54159146708725
9.68,55.595013992251374
9.69,55.648172998912784
9.7,55.70106761669142
9.71,55.753696975207255
9.72,55.80606020408016
9.73,55.858156432930144
9.74,55.90998479137714
9.75,55.96154440904108
9.76,56.01283441554192
9.77,56.06385394049961
9.78,56.1146021135341
9.79,56.1650780642653
9.8,56.21528092231321
9.81,56.26520981729774
9.82,56.31486387883884
9.83,56.36424223655645
9.84,56.41334402007054
9.85,56.46216835900104
9.86,56.51071438296789
9.87,56.55898122159105
9.88,56.60696800449047
9.89,56.654673861286064
9.9,56.70209792159782
9.91,56.74923931504565
9.92,56.79609717124952
9.93,56.84267061982936
9.94,56.88895879040513
9.95,56.93496081259677
9.96,56.98067581602423
9.97,57.02610293030745
9.98,57.07124128506639
9.99,57.11609000992096
10.0,57.16064823449116
10.01,57.20491508839689
10.02,57.24888970125809
10.03,57.29257120269476
10.04,57.3359587223268
10.05,57.37905138977419
10.06,57.42184833465683
10.07,57.4643486865947
10.08,57.50655157520774
10.09,57.54845613011589
10.1,57.590061480939085
10.11,57.63136675729732
10.12,57.67237108881048
10.13,57.71307360509854
10.14,57.75347343578146
10.15,57.79356971047915
10.16,57.833361558811575
10.17,57.87284811039868
10.18,57.91202849486041
10.19,57.95090184181672
10.2,57.98946728088755
10.21,58.02772394169284
10.22,58.06567095385254
10.23,58.10330744698659
10.24,58.14063255071496
10.25,58.17764539465756
10.26,58.21434510843436
10.27,58.25073082166528
10.28,58.28680166397031
10.29,58.32255676496935
10.3,58.3579952542824
10.31,58.39311626152935
10.32,58.42791891633016
10.33,58.462402348304806
10.34,58.4965656870732
10.35,58.5304080622553
10.36,58.563928603471055
10.37,58.5971264403404
10.38,58.63000070248331
10.39,58.6625505195197
10.4,58.69477502106951
10.41,58.726673336752725
10.42,58.75824459618926
10.43,58.78948792899906
10.44,58.820402464802086
10.45,58.85098733321827
10.46,58.88124166386759
10.47,58.911164586369935
10.48,58.9407552303453
10.49,58.97001272541361
10.5,58.99893620119481
10.51,59.02752478730886
10.52,59.055777613375696
10.53,59.08369380901525
10.54,59.1112725038475
10.55,59.13851282749236
10.56,59.16541390956981
10.57,59.19197487969976
10.58,59.21819486750218
10.59,59.24407300259699
10.6,59.26960841460417
10.61,59.29480023314365
10.62,59.31964758783537
10.63,59.34414960829928
10.64,59.36830542415534
10.65,59.39211416502347
10.66,59.41557496052363
10.67,59.43868694027577
10.68,59.46144923389982
10.69,59.483860971015744
10.7,59.50592128124348
10.71,59.52762929420298
10.72,59.548984139514175
10.73,59.56998494679703
10.74,59.59063084567147
10.75,59.61092096575746
10.76,59.63085443667494
10.77,59.65043038804384
10.78,59.66964794948413
10.79,59.68850625061575
10.8,59.70700442105863
10.81,59.725141590432735
10.82,59.742916888358
10.83,59.76032944445437
10.84,59.7773783883418
10.85,59.79406284964024
10.86,59.81038195796961
10.87,59.82633484294989
10.88,59.84192063420099
10.89,59.857138461342885
10.9,59.87198745399552
10.91,59.8864667417788
10.92,59.90057545431273
10.93,59.914312721217215
10.94,59.92767767211223
10.95,59.94066943661768
10.96,59.95328714435355
10.97,59.96552992493977
10.98,59.97739690799629
10.99,59.98888722314305
11.0,60.0
11.01,60.01073531292202
11.02,60.02109701520372
11.03,60.03108990487464
11.04,60.04071877996433
11.05,60.04998843850234
11.06,60.0589036785182
11.07,60.06746929804148
11.08,60.075690095101685
11.09,60.08357086772839
11.1,60.091116413951134
11.11,60.09833153179948
11.12,60.10522101930293
11.13,60.11178967449106
11.14,60.1180422953934
11.15,60.12398368003951
11.16,60.129618626458914
11.17,60.13495193268118
11.18,60.13998839673584
11.19,60.14473281665243
11.2,60.14918999046052
11.21,60.15336471618964
11.22,60.15726179186933
11.23,60.16088601552913
11.24,60.16424218519861
11.25,60.16733509890729
11.26,60.17016955468471
11.27,60.17275035056045
11.28,60.17508228456403
11.29,60.17717015472499
11.3,60.17901875907288
11.31,60.180632895637245
11.32,60.182017362447645
11.33,60.1831769575336
11.34,60.184116478924665
11.35,60.1848407246504
11.36,60.18535449274033
11.37,60.18566258122398
11.38,60.18576978813096
11.39,60.18568091149076
11.4,60.185400749332935
11.41,60.18493409968704
11.42,60.1842857605826
11.43,60.18346053004919
11.44,60.18246320611632
11.45,60.181298586813575
11.46,60.17997147017048
11.47,60.17848665421655
11.48,60.176848936981386
11.49,60.175063116494485
11.5,60.17313399078542
11.51,60.17106635788373
11.52,60.16886501581895
11.53,60.16653476262063
11.54,60.164080396318326
11.55,60.16150671494155
11.56,60.15881851651989
11.57,60.15602059908287
11.58,60.15311776066002
11.59,60.15011479928091
11.6,60.14701651297509
11.61,60.14382769977206
11.62,60.14055315770141
11.63,60.13719768479266
11.64,60.13376607907537
11.65,60.13026313857907
11.66,60.12669366133333
11.67,60.12306244536767
11.68,60.119374288711626
11.69,60.115633989394766
11.7,60.11184634544664
11.71,60.10801615489676
11.72,60.1041482157747
11.73,60.10024732611001
11.74,60.0963182839322
11.75,60.09236588727085
11.76,60.088394934155495
11.77,60.084410222615645
11.78,60.0804165506809
11.79,60.07641871638077
11.8,60.07242151774482
11.81,60.06842975280257
11.82,60.06444821958359
11.83,60.060481716117394
11.84,60.056535040433566
11.85,60.05261299056162
11.86,60.04872036453112
11.87,60.044861960371605
11.88,60.0410425761126
11.89,60.03726700978367
11.9,60.03354005941436
11.91,60.02986652303423
11.92,60.02625119867277
11.93,60.02269888435959
11.94,60.01921437812419
11.95,60.01580247799613
11.96,60.01246798200495
11.97,60.009215688180205
11.98,60.00605039455144
11.99,60.002976899148194
12.0,60.0
12.01,59.99712348119358
12.02,59.99434707104423
12.03,59.99166948392443
12.04,59.98908943420664
12.05,59.98660563626333
12.06,59.984216804466975
12.07,59.98192165319004
12.08,59.97971889680498
12.09,59.97760724968428
12.1,59.97558542620039
12.11,59.97365214072579
12.12,59.97180610763298
12.13,59.97004604129436
12.14,59.96837065608245
12.15,59.96677866636971
12.16,59.96526878652861
12.17,59.9638397309316
12.18,59.96249021395114
12.19,59.961218949959736
12.2,59.96002465332983
12.21,59.95890603843391
12.22,59.95786181964442
12.23,59.95689071133384
12.24,59.95599142787464
12.25,59.95516268363927
12.26,59.95440319300024
12.27,59.95371167032997
12.28,59.95308683000097
12.29,59.95252738638568
12.3,59.95203205385659
12.31,59.95159954678614
12.32,59.95122857954681
12.33,59.95091786651108
12.34,59.9506661220514
12.35,59.95047206054026
12.36,59.95033439635011
12.37,59.95025184385343
12.38,59.95022311742269
12.39,59.950246931430335
12.4,59.95032200024886
12.41,59.95044703825072
12.42,59.95062075980838
12.43,59.95084187929432
12.44,59.95110911108101
12.45,59.9514211695409
12.46,59.95177676904647
12.47,59.95217462397019
12.48,59.95261344868453
12.49,59.95309195756194
12.5,59.9536088649749
12.51,59.9541628852959
12.52,59.954752732897376
12.53,59.95537712215181
12.54,59.95603476743168
12.55,59.95672438310943
12.56,59.95744468355754
12.57,59.95819438314848
12.58,59.95897219625472
12.59,59.959776837248725
12.6,59.96060702050298
12.61,59.96146146038991
12.62,59.96233887128202
12.63,59.96323796755178
12.64,59.964157463571645
12.65,59.96509607371407
12.66,59.96605251235156
12.67,59.96702549385655
12.68,59.96801373260152
12.69,59.969015942958926
12.7,59.97003083930127
12.71,59.97105713600099
12.72,59.97209354743055
12.73,59.97313878796246
12.74,59.97419157196914
12.75,59.97525061382308
12.76,59.97631462789676
12.77,59.97738232856261
12.78,59.97845243019314
12.79,59.9795236471608
12.8,59.98059469383805
12.81,59.981664284597365
12.82,59.98273113381123
12.83,59.98379395585209
12.84,59.984851465092426
12.85,59.9859023759047
12.86,59.98694540266137
12.87,59.987979259734935
12.88,59.98900266149784
12.89,59.990014322322544
12.9,59.991012956581535
