wind_speed,Enercon E-115 2.500
2.41,16.7381325122466
2.42,17.16017455509206
2.43,17.586301463487494
2.44,18.01650930566024
2.45,18.450794149837726
2.46,18.889152064247288
2.47,19.331579117116345
2.48,19.77807137667224
2.49,20.2286249111424
2.5,20.683235788754143
2.51,21.141900077734896
2.52,21.60461384631204
2.53,22.07137316271291
2.54,22.54217409516495
2.55,23.01701271189548
2.56,23.49588508113193
2.57,23.97878727110164
2.58,24.46571535003202
2.59,24.95666538615041
2.6,25.45163344768425
2.61,25.950615602860854
2.62,26.453607919907665
2.63,26.960606467052006
2.64,27.471607312521304
2.65,27.986606524542893
2.66,28.50560017134421
2.67,29.028584321152564
2.68,29.55555504219541
2.69,30.086508402700066
2.7,30.62144047089396
2.71,31.16034731500442
2.72,31.703225003258883
2.73,32.250069603884675
2.74,32.80087718510924
2.75,33.35564381515988
2.76,33.91436556226402
2.77,34.47703849464906
2.78,35.04365868054232
2.79,35.614222188171254
2.8,36.18872508576317
2.81,36.76716344154552
2.82,37.34953332374559
2.83,37.93583080059087
2.84,38.52605194030865
2.85,39.120192811126365
2.86,39.71824948127136
2.87,40.32021801897103
2.88,40.92609449245275
2.89,41.53587496994392
2.9,42.14955551967189
2.91,42.76713220986407
2.92,43.38860110874779
2.93,44.01395828455051
2.94,44.64319980549953
2.95,45.27632173982228
2.96,45.913320155746106
2.97,46.55419112149844
2.98,47.19893070530659
2.99,47.847534975398005
3.0,48.5
3.01,49.156344279112616
3.02,49.81667603982636
3.03,50.48112594100425
3.04,51.14982464150949
3.05,51.82290280020506
3.06,52.50049107595417
3.07,53.18272012761985
3.08,53.86972061406526
3.09,54.56162319415344
3.1,55.25855852674752
3.11,55.96065727071058
3.12,56.66805008490577
3.13,57.38086762819613
3.14,58.09924055944481
3.15,58.82329953751487
3.16,59.55317522126947
3.17,60.2889982695716
3.18,61.03089934128448
3.19,61.779009095271135
3.2,62.53345819039472
3.21,63.29437728551826
3.22,64.06189703950494
3.23,64.83614811121777
3.24,65.61726115951998
3.25,66.40536684327452
3.26,67.20059582134456
3.27,68.00307875259328
3.28,68.8129462958836
3.29,69.6303291100788
3.3,70.45535785404188
3.31,71.28816318663597
3.32,72.12887576672415
3.33,72.97762625316955
3.34,73.83454530483522
3.35,74.69976358058435
3.36,75.57341173927992
3.37,76.45562043978515
3.38,77.34652034096305
3.39,78.24624210167678
3.4,79.15491638078939
3.41,80.07267383716403
3.42,80.99964512966376
3.43,81.93596091715175
3.44,82.88175185849097
3.45,83.83714861254465
3.46,84.8022818381758
3.47,85.7772821942476
3.48,86.76228033962306
3.49,87.75740693316538
3.5,88.76279263373758
3.51,89.77856810020278
3.52,90.80486399142411
3.53,91.84181096626465
3.54,92.88953968358751
3.55,93.94818080225576
3.56,95.01786498113252
3.57,96.09872287908092
3.58,97.19088515496402
3.59,98.29448246764493
3.6,99.40964547598678
3.61,100.53650483885258
3.62,101.67519121510554
3.63,102.8258352636087
3.64,103.98856764322518
3.65,105.16351901281806
3.66,106.3508200312505
3.67,107.55060135738547
3.68,108.76299365008629
3.69,109.98812756821576
3.7,111.22613377063726
3.71,112.47714291621372
3.72,113.74128566380836
3.73,115.01869267228416
3.74,116.30949460050434
3.75,117.61382210733188
3.76,118.93180585162987
3.77,120.26357649226162
3.78,121.60926468809002
3.79,122.96900109797826
3.8,124.3429163807894
3.81,125.73114119538658
3.82,127.13380620063286
3.83,128.55104205539138
3.84,129.9829794185252
3.85,131.42974894889747
3.86,132.89148130537123
3.87,134.36830714680966
3.88,135.86035713207573
3.89,137.3677619200327
3.9,138.89065216954353
3.91,140.42915853947147
3.92,141.98341168867944
3.93,143.55354227603073
3.94,145.13968096038826
3.95,146.74195840061526
3.96,148.36050525557474
3.97,149.9954521841299
3.98,151.64692984514372
3.99,153.31506889747945
4.0,155.0
4.01,156.70182329916378
4.02,158.42051689180946
4.03,160.15602836237125
4.04,161.90830529528267
4.05,163.6772952749779
4.06,165.46294588589086
4.07,167.2652047124556
4.08,169.08401933910585
4.09,170.9193373502756
4.1,172.77110633039885
4.11,174.6392738639096
4.12,176.52378753524167
4.13,178.4245949288289
4.14,180.34164362910545
4.15,182.27488122050528
4.16,184.22425528746209
4.17,186.1897134144099
4.18,188.1712031857828
4.19,190.16867218601467
4.2,192.18206799953924
4.21,194.21133821079076
4.22,196.2564304042029
4.23,198.3172921642099
4.24,200.39387107524536
4.25,202.48611472174335
4.26,204.5939706881379
4.27,206.7173865588628
4.28,208.85630991835237
4.29,211.01068835104
4.3,213.18046944135983
4.31,215.365600773746
4.32,217.5660299326324
4.33,219.7817045024527
4.34,222.0125720676409
4.35,224.25858021263116
4.36,226.51967652185743
4.37,228.7958085797534
4.38,231.08692397075316
4.39,233.3929702792905
4.4,235.71389508979976
4.41,238.04964598671447
4.42,240.40017055446853
4.43,242.76541637749625
4.44,245.14533104023133
4.45,247.5398621271077
4.46,249.94895722255933
4.47,252.3725639110201
4.48,254.8106297769243
4.49,257.26310240470536
4.5,259.72992937879746
4.51,262.21105828363454
4.52,264.7064367036505
4.53,267.2160122232795
4.54,269.7397324269552
4.55,272.27754489911143
4.56,274.8293972241824
4.57,277.3952369866022
4.58,279.9750117708043
4.59,282.56866916122294
4.6,285.1761567422919
4.61,287.7974220984455
4.62,290.4324128141172
4.63,293.08107647374106
4.64,295.7433606617511
4.65,298.4192129625816
4.66,301.1085809606658
4.67,303.811412240438
4.68,306.5276543863322
4.69,309.2572549827824
4.7,312.00016161422224
4.71,314.7563218650858
4.72,317.52568331980706
4.73,320.3081935628201
4.74,323.10380017855863
4.75,325.9124507514565
4.76,328.7340928659479
4.77,331.56867410646663
4.78,334.41614205744696
4.79,337.2764443033222
4.8,340.14952842852665
4.81,343.0353420174944
4.82,345.93383265465934
4.83,348.8449479244551
4.84,351.7686354113157
4.85,354.7048426996753
4.86,357.6535173739679
4.87,360.6146070186271
4.88,363.5880592180869
4.89,366.5738215567814
4.9,369.5718416191447
4.91,372.5820669896103
4.92,375.6044452526125
4.93,378.63892399258486
4.94,381.685450793962
4.95,384.743973241177
4.96,387.8144389186643
4.97,390.89679541085775
4.98,393.9909903021915
4.99,397.0969711770992
5.0,400.2146856200147
5.01,403.34408121537206
5.02,406.4851055476054
5.03,409.6377062011487
5.04,412.80183076043545
5.05,415.9774268098999
5.06,419.1644419339761
5.07,422.362823717098
5.08,425.5725197436991
5.09,428.7934775982136
5.1,432.0256448650754
5.11,435.2689691287189
5.12,438.5233979735772
5.13,441.7888789840849
5.14,445.0653597446755
5.15,448.3527878397837
5.16,451.6511108538424
5.17,454.96027637128594
5.18,458.2802319765485
5.19,461.61092525406417
5.2,464.9523037882663
5.21,468.3043151635891
5.22,471.6669069644664
5.23,475.0400267753327
5.24,478.42362218062107
5.25,481.81764076476605
5.26,485.2220301122014
5.27,488.6367378073609
5.28,492.0617114346791
5.29,495.4968985785892
5.3,498.94224682352535
5.31,502.3977037539217
5.32,505.86321695421225
5.33,509.3387340088306
5.34,512.8242025022106
5.35,516.3195700187865
5.36,519.8247841429925
5.37,523.3397924592621
5.38,526.8645425520291
5.39,530.3989820057276
5.4,533.9430584047923
5.41,537.4967193336558
5.42,541.0599123767529
5.43,544.6325851185173
5.44,548.2146851433832
5.45,551.8061600357842
5.46,555.4069573801542
5.47,559.0170247609273
5.48,562.6363097625377
5.49,566.264759969419
5.5,569.9023229660049
5.51,573.5489463367298
5.52,577.2045776660276
5.53,580.8691645383323
5.54,584.5426545380775
5.55,588.224995249697
5.56,591.9161342576252
5.57,595.6160191462963
5.58,599.3245975001435
5.59,603.0418169036009
5.6,606.7676249411028
5.61,610.501969197083
5.62,614.2447972559754
5.63,617.9960567022137
5.64,621.7556951202321
5.65,625.5236600944648
5.66,629.2998992093451
5.67,633.0843600493073
5.68,636.8769901987853
5.69,640.6777372422133
5.7,644.4865487640249
5.71,648.303372348654
5.72,652.1281555805344
5.73,655.960846044101
5.74,659.8013913237866
5.75,663.6497390040255
5.76,667.5058366692518
5.77,671.3696319038993
5.78,675.2410722924025
5.79,679.1201054191943
5.8,683.0066788687093
5.81,686.9007402253811
5.82,690.8022370736444
5.83,694.7111169979322
5.84,698.6273275826788
5.85,702.5508164123185
5.86,706.4815310712848
5.87,710.4194191440115
5.88,714.3644282149329
5.89,718.3165058684827
5.9,722.2755996890955
5.91,726.2416572612043
5.92,730.2146261692433
5.93,734.1944539976466
5.94,738.1810883308486
5.95,742.1744767532824
5.96,746.1745668493821
5.97,750.1813062035822
5.98,754.1946424003164
5.99,758.2145230240181
6.0,762.2408956591217
6.01,766.2737078900612
6.02,770.3129073012703
6.03,774.3584414771836
6.04,778.4102580022341
6.05,782.4683044608561
6.06,786.5325284374833
6.07,790.6028775165507
6.08,794.679299282491
6.09,798.7617413197383
6.1,802.8501512127273
6.11,806.9444765458916
6.12,811.0446649036649
6.13,815.150663870481
6.14,819.2624210307741
6.15,823.3798839689786
6.16,827.5030002695274
6.17,831.6317175168554
6.18,835.7659832953958
6.19,839.9057451895834
6.2,844.0509507838512
6.21,848.2015476626335
6.22,852.3574834103646
6.23,856.5187056114783
6.24,860.6851618504081
6.25,864.8567997115882
6.26,869.0335667794526
6.27,873.2154106384351
6.28,877.40227887297
6.29,881.5941190674909
6.3,885.7908788064317
6.31,889.9925056742264
6.32,894.1989472553093
6.33,898.4101511341139
6.34,902.626064895074
6.35,906.846636122624
6.36,911.071812401198
6.37,915.3015413152292
6.38,919.535770449152
6.39,923.7744473874
6.4,928.017519714408
6.41,932.2649350146093
6.42,936.5166408724372
6.43,940.7725848723268
6.44,945.0327145987114
6.45,949.2969776360254
6.46,953.565321568702
6.47,957.8376939811758
6.48,962.1140424578808
6.49,966.3943145832504
6.5,970.6784579417184
6.51,974.9664201177196
6.52,979.2581486956876
6.53,983.553591260056
6.54,987.8526953952588
6.55,992.1554086857302
6.56,996.461678715904
6.57,1000.7714530702144
6.58,1005.0846793330948
6.59,1009.4013050889796
6.6,1013.7212779223024
6.61,1018.0445454174978
6.62,1022.371055158999
6.63,1026.7007547312398
6.64,1031.0335917186549
6.65,1035.3695137056784
6.66,1039.708468276743
6.67,1044.050403016283
6.68,1048.3952655087337
6.69,1052.7430033385278
6.7,1057.0935640900989
6.71,1061.4468953478818
6.72,1065.80294469631
6.73,1070.161659719818
6.74,1074.5229880028394
6.75,1078.886877129807
6.76,1083.253274685157
6.77,1087.6221282533215
6.78,1091.993385418736
6.79,1096.3669937658324
6.8,1100.742900879046
6.81,1105.1210543428106
6.82,1109.5014017415606
6.83,1113.8838906597284
6.84,1118.2684686817497
6.85,1122.6550833920571
6.86,1127.0436823750856
6.87,1131.4342132152683
6.88,1135.8266234970392
6.89,1140.220860804833
6.9,1144.6168727230834
6.91,1149.0146068362235
6.92,1153.414010728688
6.93,1157.8150319849103
6.94,1162.2176181893258
6.95,1166.6217169263664
6.96,1171.027275780467
6.97,1175.4342423360615
6.98,1179.8425641775846
6.99,1184.252188889469
7.0,1188.6630640561489
7.01,1193.075137262059
7.02,1197.488356091632
7.03,1201.902668129303
7.04,1206.3180209595057
7.05,1210.7343621666732
7.06,1215.1516393352404
7.07,1219.5698000496411
7.08,1223.9887918943089
7.09,1228.408562453678
7.1,1232.8290593121817
7.11,1237.250230054255
7.12,1241.6720222643314
7.13,1246.0943835268445
7.14,1250.5172614262283
7.15,1254.9406035469174
7.16,1259.3643574733446
7.17,1263.788470789945
7.18,1268.2128910811518
7.19,1272.6375659313996
7.2,1277.062442925121
7.21,1281.4874696467516
7.22,1285.9125936807245
7.23,1290.337762611474
7.24,1294.7629240234332
7.25,1299.188025501037
7.26,1303.6130146287182
7.27,1308.0378389909122
7.28,1312.4624461720523
7.29,1316.8867837565722
7.3,1321.3107993289057
7.31,1325.7344404734872
7.32,1330.157654774751
7.33,1334.5803898171298
7.34,1339.002593185059
7.35,1343.424212462971
7.36,1347.8451952353012
7.37,1352.265489086482
7.38,1356.6850416009493
7.39,1361.1038003631347
7.4,1365.5217129574748
7.41,1369.9387269684014
7.42,1374.3547899803489
7.43,1378.7698495777518
7.44,1383.1838533450436
7.45,1387.5967488666583
7.46,1392.0084837270304
7.47,1396.4190055105933
7.48,1400.8282618017809
7.49,1405.2362001850267
7.5,1409.642768244766
7.51,1414.0479135654307
7.52,1418.451583731457
7.53,1422.853726327278
7.54,1427.2542889373267
7.55,1431.6532191460385
7.56,1436.050464537846
7.57,1440.445972697184
7.58,1444.839691208486
7.59,1449.231567656186
7.6,1453.6215496247182
7.61,1458.0095846985168
7.62,1462.3956204620154
7.63,1466.7796044996471
7.64,1471.161484395847
7.65,1475.5412077350493
7.66,1479.9187221016864
7.67,1484.2939750801936
7.68,1488.666914255004
7.69,1493.0374872105526
7.7,1497.4056415312716
7.71,1501.771324801597
7.72,1506.134484605961
7.73,1510.4950685287995
7.74,1514.8530241545436
7.75,1519.20829906763
7.76,1523.5608408524906
7.77,1527.9105970935602
7.78,1532.257515375274
7.79,1536.601543282064
7.8,1540.9426283983644
7.81,1545.2807183086095
7.82,1549.6157605972344
7.83,1553.9477028486715
7.84,1558.2764926473546
7.85,1562.602077577719
7.86,1566.9244052241977
7.87,1571.2434231712243
7.88,1575.559079003234
7.89,1579.871320304659
7.9,1584.1800946599355
7.91,1588.4853496534954
7.92,1592.7870328697736
7.93,1597.0850918932035
7.94,1601.37947430822
7.95,1605.6701276992555
7.96,1609.956999650746
7.97,1614.240037747123
7.98,1618.5191895728233
7.99,1622.794402712278
8.0,1627.0656247499228
8.01,1631.332803270191
8.02,1635.5958858575168
8.03,1639.8548200963342
8.04,1644.1095535710767
8.05,1648.3600338661793
8.06,1652.6062085660744
8.07,1656.8480252551967
8.08,1661.0854315179804
8.09,1665.3183749388584
8.1,1669.546803102266
8.11,1673.7706635926363
8.12,1677.9899039944037
8.13,1682.2044718920029
8.14,1686.4143148698658
8.15,1690.6193805124274
8.16,1694.8196164041217
8.17,1699.0149701293822
8.18,1703.2053892726435
8.19,1707.3908214183398
8.2,1711.571214150904
8.21,1715.746515054771
8.22,1719.916671714374
8.23,1724.0816317141469
8.24,1728.2413426385244
8.25,1732.3957520719391
8.26,1736.544807598827
8.27,1740.6884568036198
8.28,1744.8266472707533
8.29,1748.9593265846602
8.3,1753.0864423297758
8.31,1757.2079420905322
8.32,1761.3237734513643
8.33,1765.4338839967063
8.34,1769.538221310992
8.35,1773.6367329786544
8.36,1777.7293665841285
8.37,1781.8160697118485
8.38,1785.896789946248
8.39,1789.97147487176
8.4,1794.0400720728192
8.41,1798.1025291338594
8.42,1802.158793639315
8.43,1806.2088131736195
8.44,1810.2525353212063
8.45,1814.289907666511
8.46,1818.3208777939665
8.47,1822.3453932880063
8.48,1826.3634017330648
8.49,1830.374850713576
8.5,1834.379687813973
8.51,1838.377860618692
8.52,1842.369316712164
8.53,1846.3540036788256
8.54,1850.3318691031084
8.55,1854.3028605694485
8.56,1858.266925662278
8.57,1862.224011966032
8.58,1866.174067065144
8.59,1870.117038544048
8.6,1874.0528739871777
8.61,1877.981520978968
8.62,1881.902927103851
8.63,1885.8170399462629
8.64,1889.7238070906365
8.65,1893.6231761214049
8.66,1897.5150946230035
8.67,1901.3995101798653
8.68,1905.276370376424
8.69,1909.145622797115
8.7,1913.007215026371
8.71,1916.8610946486267
8.72,1920.7072092483156
8.73,1924.545506409871
8.74,1928.375933717728
8.75,1932.1984387563195
8.76,1936.0129691100803
8.77,1939.819472363444
8.78,1943.6178961008443
8.79,1947.408187906716
8.8,1951.1902953654924
8.81,1954.9641660616064
8.82,1958.729747579494
8.83,1962.486987503588
8.84,1966.235833418322
8.85,1969.976232908131
8.86,1973.708133557448
8.87,1977.4314829507075
8.88,1981.146228672343
8.89,1984.852318306789
8.9,1988.5496994384791
8.91,1992.2383196518472
8.92,1995.918126531327
8.93,1999.5890676613528
8.94,2003.2510906263583
8.95,2006.9041430107784
8.96,2010.548172399046
8.97,2014.1831263755948
8.98,2017.8089525248597
8.99,2021.4255984312736
9.0,2025.033011679271
9.01,2028.6311398532864
9.02,2032.219930537753
9.03,2035.799331317104
9.04,2039.3692897757755
9.05,2042.9297534982004
9.06,2046.480670068812
9.07,2050.021987072045
9.08,2053.5536520923315
9.09,2057.075612714108
9.1,2060.587816521808
9.11,2064.090211099864
9.12,2067.5827440327103
9.13,2071.0653629047824
9.14,2074.5380153005126
9.15,2078.0006488043355
9.16,2081.453211000685
9.17,2084.8956494739946
9.18,2088.3279118086984
9.19,2091.749945589232
9.2,2095.161698400026
9.21,2098.563117825518
9.22,2101.954151450139
9.23,2105.3347468583243
9.24,2108.704851634508
9.25,2112.064413363123
9.26,2115.4133796286046
9.27,2118.751698015385
9.28,2122.0793161079
9.29,2125.396181490583
9.3,2128.7022417478674
9.31,2131.997444464187
9.32,2135.281737223977
9.33,2138.55506761167
9.34,2141.8173832116995
9.35,2145.068631608502
9.36,2148.3087603865088
9.37,2151.537717130155
9.38,2154.755449423875
9.39,2157.9619048521013
9.4,2161.157030999269
9.41,2164.340775449811
9.42,2167.5130857881627
9.43,2170.673909598757
9.44,2173.8231944660283
9.45,2176.96088797441
9.46,2180.086937708337
9.47,2183.2012912522423
9.48,2186.3038961905604
9.49,2189.394700107725
9.5,2192.473650588169
9.51,2195.5406952163285
9.52,2198.595781576636
9.53,2201.638857253525
9.54,2204.6698698314312
9.55,2207.688766894788
9.56,2210.695496028028
9.57,2213.6900048155862
9.58,2216.6722408418964
9.59,2219.642151691392
9.6,2222.599684948508
9.61,2225.544788197677
9.62,2228.477409023335
9.63,2231.3974950099146
9.64,2234.3049937418486
9.65,2237.199852803573
9.66,2240.08201977952
9.67,2242.951442254125
9.68,2245.8080678118213
9.69,2248.651844037043
9.7,2251.4827185142235
9.71,2254.3006388277986
9.72,2257.1055525621987
9.73,2259.897407301861
9.74,2262.676150631218
9.75,2265.441730134704
9.76,2268.1940933967526
9.77,2270.933188001798
9.78,2273.6589615342746
9.79,2276.371361578615
9.8,2279.070335719255
9.81,2281.755831540628
9.82,2284.427796627166
9.83,2287.086178563305
9.84,2289.7309249334785
9.85,2292.36198332212
9.86,2294.979301313664
9.87,2297.582826492544
9.88,2300.1725064431957
9.89,2302.7482887500487
9.9,2305.3101209975416
9.91,2307.8579507701056
9.92,2310.391725652176
9.93,2312.911393228186
9.94,2315.416901082569
9.95,2317.908196799761
9.96,2320.3852279641937
9.97,2322.847942160303
9.98,2325.2962869725206
9.99,2327.7302099852823
10.0,2330.1496587830216
10.01,2332.554580950172
10.02,2334.9449240711665
10.03,2337.320635730441
10.04,2339.681663512429
10.05,2342.027955001565
10.06,2344.3594577822805
10.07,2346.676119439011
10.08,2348.977887556191
10.09,2351.264709718253
10.1,2353.536533509633
10.11,2355.793306514764
10.12,2358.034976318077
10.13,2360.261490504011
10.14,2362.472796656997
10.15,2364.6688423614696
10.16,2366.8495752018625
10.17,2369.0149427626093
10.18,2371.164892628144
10.19,2373.299372382902
10.2,2375.418329611316
10.21,2377.52171189782
10.22,2379.609466826848
10.23,2381.6815419828336
10.24,2383.7378849502115
10.25,2385.778443313415
10.26,2387.803164656879
10.27,2389.8119965650358
10.28,2391.8048866223203
10.29,2393.781782413166
10.3,2395.742631522009
10.31,2397.6873815332806
10.32,2399.615980031416
10.33,2401.528374600848
10.34,2403.424512826012
10.35,2405.30434229134
10.36,2407.167810581268
10.37,2409.014865280229
10.38,2410.8454539726577
10.39,2412.6595242429867
10.4,2414.457023675651
10.41,2416.237899855084
10.42,2418.00210036572
10.43,2419.749572791992
10.44,2421.4802647183355
10.45,2423.194123729183
10.46,2424.8910974089704
10.47,2426.5711333421286
10.48,2428.234179113095
10.49,2429.8801823063
10.5,2431.50909050618
10.51,2433.120851297169
10.52,2434.715412263699
10.53,2436.292720990205
10.54,2437.8527250611223
10.55,2439.395372060884
10.56,2440.9206095739223
10.57,2442.428385184673
10.58,2443.9186464775694
10.59,2445.391341037046
10.6,2446.846416447536
10.61,2448.2838202934736
10.62,2449.7035001592926
10.63,2451.105403629428
10.64,2452.4894782883125
10.65,2453.85567172038
10.66,2455.2039315100646
10.67,2456.5342052418014
10.68,2457.8464405000227
10.69,2459.1405848691634
10.7,2460.416585933657
10.71,2461.674391277938
10.72,2462.9139484864395
10.73,2464.1352051435965
10.74,2465.338108833842
10.75,2466.5226071416105
10.76,2467.6886476513355
10.77,2468.8361779474512
10.78,2469.9651456143915
10.79,2471.07549823659
10.8,2472.167183398482
10.81,2473.2401486845
10.82,2474.2943416790786
10.83,2475.3297099666506
10.84,2476.3462011316515
10.85,2477.3437627585145
10.86,2478.322342431674
10.87,2479.281887735563
10.88,2480.222346254616
10.89,2481.1436655732678
10.9,2482.04579327595
10.91,2482.9286769470987
10.92,2483.7922641711475
10.93,2484.636502532529
10.94,2485.46133961568
10.95,2486.2667230050306
10.96,2487.052600285018
10.97,2487.8189190400744
10.98,2488.5656268546345
10.99,2489.2926713131315
11.0,2490.0
11.01,2490.6876083312045
11.02,2491.355683048832
11.03,2492.004458726502
11.04,2492.634169937832
11.05,2493.24505125644
11.06,2493.837337255945
11.07,2494.411262509966
11.08,2494.9670615921195
11.09,2495.5049690760256
11.1,2496.0252195353014
11.11,2496.5280475435657
11.12,2497.0136876744364
11.13,2497.482374501533
11.14,2497.934342598472
11.15,2498.369826538873
11.16,2498.7890608963544
11.17,2499.1922802445347
11.18,2499.579719157031
11.19,2499.9516122074624
11.2,2500.308193969447
11.21,2500.6496990166047
11.22,2500.976361922551
11.23,2501.2884172609056
11.24,2501.586099605288
11.25,2501.869643529315
11.26,2502.1392836066043
11.27,2502.395254410776
11.28,2502.6377905154477
11.29,2502.8671264942373
11.3,2503.0834969207635
11.31,2503.287136368645
11.32,2503.4782794115004
11.33,2503.657160622947
11.34,2503.824014576602
11.35,2503.9790758460867
11.36,2504.1225790050185
11.37,2504.2547586270134
11.38,2504.375849285693
11.39,2504.486085554674
11.4,2504.5857020075746
11.41,2504.6749332180134
11.42,2504.754013759608
11.43,2504.8231782059797
11.44,2504.882661130742
11.45,2504.932697107517
11.46,2504.973520709922
11.47,2505.0053665115734
11.48,2505.028469086093
11.49,2505.043063007097
11.5,2505.0493828482045
11.51,2505.047663183033
11.52,2505.038138585201
11.53,2505.021043628328
11.54,2504.9966128860306
11.55,2504.965080931928
11.56,2504.9266823396383
11.57,2504.88165168278
11.58,2504.830223534972
11.59,2504.772632469832
11.6,2504.7091130609783
11.61,2504.6398998820287
11.62,2504.5652275066022
11.63,2504.485330508317
11.64,2504.4004434607923
11.65,2504.310800937644
11.66,2504.216637512494
11.67,2504.118187758957
11.68,2504.0156862506537
11.69,2503.909367561202
11.7,2503.799466264219
11.71,2503.6862169333244
11.72,2503.5698541421366
11.73,2503.450612464273
11.74,2503.328726473352
11.75,2503.2044307429924
11.76,2503.0779598468125
11.77,2502.9495483584296
11.78,2502.8194308514644
11.79,2502.6878418995325
11.8,2502.555016076254
11.81,2502.4211879552463
11.82,2502.286592110129
11.83,2502.1514631145183
11.84,2502.0160355420344
11.85,2501.880543966295
11.86,2501.7452229609185
11.87,2501.610307099523
11.88,2501.476030955727
11.89,2501.3426291031483
11.9,2501.210336115406
11.91,2501.0793865661185
11.92,2500.950015028904
11.93,2500.82245607738
11.94,2500.6969442851646
11.95,2500.5737142258777
11.96,2500.4530004731364
11.97,2500.33503760056
11.98,2500.2200601817663
11.99,2500.1083027903737
12.0,2500.0
12.01,2499.8953394925184
12.02,2499.794321382814
12.03,2499.6968988940275
12.04,2499.6030252492988
12.05,2499.512653671768
12.06,2499.425737384575
12.07,2499.34222961086
12.08,2499.2620835737634
12.09,2499.1852524964256
12.1,2499.111689601985
12.11,2499.041348113583
12.12,2498.97418125436
12.13,2498.9101422474537
12.14,2498.8491843160077
12.15,2498.79126068316
12.16,2498.7363245720508
12.17,2498.68432920582
12.18,2498.6352278076083
12.19,2498.588973600555
12.2,2498.5455198078
12.21,2498.5048196524854
12.22,2498.466826357749
12.23,2498.431493146732
12.24,2498.398773242574
12.25,2498.3686198684154
12.26,2498.340986247396
12.27,2498.315825602656
12.28,2498.2930911573358
12.29,2498.2727361345737
12.3,2498.2547137575125
12.31,2498.23897724929
12.32,2498.225479833048
12.33,2498.214174731925
12.34,2498.2050151690623
12.35,2498.197954367599
12.36,2498.192945550676
12.37,2498.189941941433
12.38,2498.1888967630102
12.39,2498.1897632385467
12.4,2498.192494591184
12.41,2498.1970440440614
12.42,2498.20336482032
12.43,2498.211410143097
12.44,2498.221133235537
12.45,2498.232487320776
12.46,2498.245425621956
12.47,2498.259901362216
12.48,2498.275867764697
12.49,2498.2932780525384
12.5,2498.312085448881
12.51,2498.332243176865
12.52,2498.353704459629
12.53,2498.3764225203145
12.54,2498.400350582062
12.55,2498.4254418680093
12.56,2498.4516496012984
12.57,2498.478927005069
12.58,2498.50722730246
12.59,2498.5365037166134
12.6,2498.566709470668
12.61,2498.597797787764
12.62,2498.6297218910413
12.63,2498.6624350036404
12.64,2498.695890348702
12.65,2498.7300411493648
12.66,2498.76484062877
12.67,2498.800242010056
12.68,2498.836198516365
