wind_speed,Lagerwey LW 72/2000
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,3.5
3.01,3.90699088120827
3.02,4.305621587797874
3.03,4.696088123332424
3.04,5.0785864913756
3.05,5.453312695491015
3.06,5.820462739242352
3.07,6.180232626193221
3.08,6.5328183599073
3.09,6.878415943948208
3.1,7.21722138187962
3.11,7.549430677265153
3.12,7.875239833668484
3.13,8.19484485465323
3.14,8.508441743783065
3.15,8.816226504621607
3.16,9.118395140732533
3.17,9.41514365567946
3.18,9.706668053026064
3.19,9.993164336335962
3.2,10.27482850917283
3.21,10.551856575100286
3.22,10.824444537682004
3.23,11.092788400481602
3.24,11.357084167062755
3.25,11.617527840989084
3.26,11.874315425824252
3.27,12.127642925131909
3.28,12.377706342475683
3.29,12.624701681419248
3.3,12.868824945526216
3.31,13.110272138360267
3.32,13.34923926348502
3.33,13.585922324464146
3.34,13.82051732486127
3.35,14.053220268240056
3.36,14.284227158164136
3.37,14.51373399819717
3.38,14.741936791902791
3.39,14.96903154284466
3.4,15.19521425458641
3.41,15.420680930691706
3.42,15.645627574724168
3.43,15.870250190247466
3.44,16.094744780825227
3.45,16.31930735002112
3.46,16.544133901398773
3.47,16.76942043852185
3.48,16.995362964953976
3.49,17.222157484258815
3.5,17.45
3.51,17.679086515741187
3.52,17.909613035046025
3.53,18.141775561478152
3.54,18.37577009860123
3.55,18.61179264997888
3.56,18.85003921917477
3.57,19.09070580975253
3.58,19.33398842527584
3.59,19.5800830693083
3.6,19.829185745413596
3.61,20.08149245715534
3.62,20.33719920809721
3.63,20.59650200180283
3.64,20.859596841835867
3.65,21.126679731759943
3.66,21.397946675138733
3.67,21.67359367553585
3.68,21.95381673651498
3.69,22.238811861639736
3.7,22.528775054473783
3.71,22.82390231858076
3.72,23.12438965752432
3.73,23.43043307486809
3.74,23.742228574175755
3.75,24.05997215901092
3.76,24.383859832937244
3.77,24.7140875995184
3.78,25.050851462318
3.79,25.39434742489972
3.8,25.74477149082717
3.81,26.10231966366404
3.82,26.467187946973937
3.83,26.839572344320537
3.84,27.219668859267472
3.85,27.6076734953784
3.86,28.003782256216937
3.87,28.408191145346773
3.88,28.82109616633151
3.89,29.242693322734848
3.9,29.67317861812038
3.91,30.1127480560518
3.92,30.561597640092696
3.93,31.019923373806783
3.94,31.48792126075764
3.95,31.965787304508986
3.96,32.4537175086244
3.97,32.951907876667576
3.98,33.46055441220213
3.99,33.97985311879174
4.0,34.51
4.01,35.05110769582695
4.02,35.60295539201799
4.03,36.16523891075496
4.04,36.7376540742195
4.05,37.31989670459344
4.06,37.91166262405854
4.07,38.51264765479663
4.08,39.12254761898937
4.09,39.74105833881857
4.1,40.367875636466
4.11,41.0026953341135
4.12,41.6452132539427
4.13,42.29512521813543
4.14,42.95212704887346
4.15,43.615914568338624
4.16,44.28618359871256
4.17,44.96262996217711
4.18,45.64494948091401
4.19,46.33283797710512
4.2,47.02599127293208
4.21,47.72410519057669
4.22,48.42687555222074
4.23,49.13399818004605
4.24,49.84516889623429
4.25,50.56008352296725
4.26,51.27843788242672
4.27,51.99992779679448
4.28,52.72424908825232
4.29,53.4510975789819
4.3,54.18016909116506
4.31,54.91115944698356
4.32,55.64376446861923
4.33,56.37767997825371
4.34,57.11260179806883
4.35,57.84822575024635
4.36,58.58424765696813
4.37,59.320363340415774
4.38,60.05626862277113
4.39,60.79165932621595
4.4,61.52623127293209
4.41,62.25968028510117
4.42,62.99170218490503
4.43,63.72199279452543
4.44,64.45024793614421
4.45,65.176163431943
4.46,65.89943510410363
4.47,66.61975877480788
4.48,67.33683026623756
4.49,68.05034540057434
4.5,68.76
4.51,69.46557310095096
4.52,70.16717659688189
4.53,70.86500559550211
4.54,71.5592552045208
4.55,72.25012053164733
4.56,72.93779668459094
4.57,73.62247877106104
4.58,74.30436189876673
4.59,74.9836411754174
4.6,75.6605117087223
4.61,76.33516860639081
4.62,77.00780697613206
4.63,77.67862192565543
4.64,78.34780856267018
4.65,79.0155619948857
4.66,79.6820773300111
4.67,80.34754967575573
4.68,81.01217413982891
4.69,81.67614582993995
4.7,82.33965985379805
4.71,83.00291131911253
4.72,83.6660953335927
4.73,84.32940700494787
4.74,84.99304144088721
4.75,85.65719374912013
4.76,86.32205903735581
4.77,86.98783241330362
4.78,87.6547089846729
4.79,88.32288385917275
4.8,88.99255214451256
4.81,89.66390894840164
4.82,90.33714937854928
4.83,91.0124685426647
4.84,91.6900615484572
4.85,92.37012350363612
4.86,93.05284951591074
4.87,93.73843469299024
4.88,94.427074142584
4.89,95.11896297240128
4.9,95.81429629015146
4.91,96.51326920354364
4.92,97.2160768202872
4.93,97.92291424809146
4.94,98.63397659466573
4.95,99.34945896771916
4.96,100.06955647496112
4.97,100.79446422410088
4.98,101.52437732284784
4.99,102.25949087891108
5.0,103.0
5.01,103.74606662740456
5.02,104.49772003673776
5.03,105.25495633719328
5.04,106.0177716379646
5.05,106.78616204824544
5.06,107.56012367722948
5.07,108.3396526341104
5.08,109.1247450280817
5.09,109.9153969683371
5.1,110.71160456407029
5.11,111.51336392447496
5.12,112.32067115874456
5.13,113.13352237607288
5.14,113.95191368565352
5.15,114.7758411966802
5.16,115.60530101834648
5.17,116.440289259846
5.18,117.28080203037244
5.19,118.12683543911952
5.2,118.9783855952807
5.21,119.83544860804976
5.22,120.69802058662027
5.23,121.56609764018606
5.24,122.43967587794052
5.25,123.31875140907742
5.26,124.20332034279036
5.27,125.09337878827306
5.28,125.98892285471918
5.29,126.88994865132224
5.3,127.79645228727595
5.31,128.70842987177397
5.32,129.62587751400997
5.33,130.54879132317754
5.34,131.4771674084703
5.35,132.41100187908197
5.36,133.3502908442062
5.37,134.29503041303653
5.38,135.24521669476667
5.39,136.2008457985903
5.4,137.16191383370108
5.41,138.12841690929253
5.42,139.1003511345584
5.43,140.07771261869226
5.44,141.0604974708879
5.45,142.0487018003388
5.46,143.04232171623866
5.47,144.0413533277811
5.48,145.04579274415997
5.49,146.0556360745686
5.5,147.0708794282008
5.51,148.09151891425014
5.52,149.11755064191038
5.53,150.14897072037522
5.54,151.18577525883802
5.55,152.22796036649262
5.56,153.2755221525327
5.57,154.32845672615187
5.58,155.38676019654366
5.59,156.45042867290184
5.6,157.51945826442002
5.61,158.59384508029189
5.62,159.673585229711
5.63,160.75867482187104
5.64,161.8491099659656
5.65,162.94488677118855
5.66,164.04600134673325
5.67,165.1524498017935
5.68,166.26422824556283
5.69,167.3813327872351
5.7,168.5037595360037
5.71,169.63150460106243
5.72,170.76456409160485
5.73,171.9029341168248
5.74,173.04661078591568
5.75,174.19559020807122
5.76,175.34986849248503
5.77,176.50944174835087
5.78,177.6743060848624
5.79,178.84445761121304
5.8,180.0198924365966
5.81,181.2006066702067
5.82,182.38659642123716
5.83,183.57785779888124
5.84,184.77438691233283
5.85,185.9761798707856
5.86,187.18323278343317
5.87,188.39554175946904
5.88,189.61310290808697
5.89,190.83591233848065
5.9,192.0639661598437
5.91,193.29726048136973
5.92,194.5357914122523
5.93,195.77955506168524
5.94,197.0285475388622
5.95,198.28276495297655
5.96,199.54220341322213
5.97,200.80685902879264
5.98,202.07672790888176
5.99,203.3518061626829
6.0,204.63208989938977
6.01,205.9175752281961
6.02,207.2082582582956
6.03,208.50413509888187
6.04,209.80520185914835
6.05,211.1114546482889
6.06,212.42288957549715
6.07,213.7395027499668
6.08,215.06129028089128
6.09,216.3882482774643
6.1,217.72037284887963
6.11,219.057660104331
6.12,220.40010615301173
6.13,221.74770710411565
6.14,223.1004590668364
6.15,224.4583581503677
6.16,225.82140046390305
6.17,227.18958211663607
6.18,228.56289921776056
6.19,229.94134787647025
6.2,231.3249242019584
6.21,232.71362430341895
6.22,234.1074442900455
6.23,235.50638027103173
6.24,236.9104283555712
6.25,238.3195846528576
6.26,239.73384527208444
6.27,241.1532063224456
6.28,242.57766391313464
6.29,244.0072141533451
6.3,245.4418531522707
6.31,246.88157701910507
6.32,248.326381863042
6.33,249.7762637932749
6.34,251.23121891899748
6.35,252.69124334940344
6.36,254.15633319368652
6.37,255.62648456104017
6.38,257.10169356065813
6.39,258.58195630173395
6.4,260.0672688934616
6.41,261.55762744503426
6.42,263.05302806564583
6.43,264.5534668644899
6.44,266.0589399507604
6.45,267.56944343365046
6.46,269.0849734223539
6.47,270.6055260260645
6.48,272.1310973539761
6.49,273.6616835152819
6.5,275.1972806191757
6.51,276.7378847748511
6.52,278.283492091502
6.53,279.83409867832194
6.54,281.3897006445044
6.55,282.950294099243
6.56,284.5158751517316
6.57,286.0864399111639
6.58,287.6619844867332
6.59,289.24250498763337
6.6,290.827997523058
6.61,292.4184582022009
6.62,294.0138831342554
6.63,295.61426842841547
6.64,297.21961019387453
6.65,298.82990453982643
6.66,300.44514757546455
6.67,302.0653354099826
6.68,303.6904641525744
6.69,305.3205299124336
6.7,306.9555287987536
6.71,308.5954569207281
6.72,310.2403103875509
6.73,311.8900853084157
6.74,313.54477779251584
6.75,315.2043839490452
6.76,316.86889988719736
6.77,318.5383217161658
6.78,320.2126455451448
6.79,321.89186748332713
6.8,323.5759836399069
6.81,325.26499012407777
6.82,326.9588830450334
6.83,328.6576585119672
6.84,330.36131263407304
6.85,332.0698415205444
6.86,333.7832412805752
6.87,335.5015080233587
6.88,337.2246378580888
6.89,338.952626893959
6.9,340.68547124016334
6.91,342.4231670058949
6.92,344.1657103003476
6.93,345.9130972327151
6.94,347.66532391219107
6.95,349.42238644796896
6.96,351.1842809492427
6.97,352.95100352520564
6.98,354.72255028505174
6.99,356.4989173379743
7.0,358.2801007931672
7.01,360.06609675982406
7.02,361.8569013471383
7.03,363.65251066430415
7.04,365.4529208205146
7.05,367.2581279249636
7.06,369.0681280868447
7.07,370.88291741535176
7.08,372.7024920196782
7.09,374.5268480090176
7.1,376.3559814925637
7.11,378.1898885795105
7.12,380.028565379051
7.13,381.8720080003792
7.14,383.7202125526887
7.15,385.57317514517337
7.16,387.4308918870264
7.17,389.2933588874418
7.18,391.160572255613
7.19,393.0325281007339
7.2,394.9092225319978
7.21,396.7906516585986
7.22,398.6768115897298
7.23,400.5676984345853
7.24,402.4633083023584
7.25,404.3636373022429
7.26,406.2686815434325
7.27,408.1784371351207
7.28,410.0929001865014
7.29,412.012066806768
7.3,413.9359331051141
7.31,415.8644951907336
7.32,417.7977491728201
7.33,419.7356911605671
7.34,421.6783172631681
7.35,423.6256235898171
7.36,425.5776062497077
7.37,427.5342613520335
7.38,429.49558500598783
7.39,431.4615733207646
7.4,433.43222240555775
7.41,435.40752836956034
7.42,437.3874873219664
7.43,439.3720953719693
7.44,441.3613486287632
7.45,443.3552432015411
7.46,445.353775199497
7.47,447.3569407318246
7.48,449.36473590771743
7.49,451.37715683636907
7.5,453.3941996269732
7.51,455.4158603887235
7.52,457.4421352308136
7.53,459.4730202624373
7.54,461.5085115927882
7.55,463.5486053310594
7.56,465.5932975864453
7.57,467.6425844681394
7.58,469.6964620853349
7.59,471.7549265472258
7.6,473.8179739630056
7.61,475.8856004418683
7.62,477.9578020930069
7.63,480.03457502561565
7.64,482.11591534888777
7.65,484.2018191720174
7.66,486.2922826041976
7.67,488.3873017546224
7.68,490.4868727324852
7.69,492.5909916469799
7.7,494.6996546073
7.71,496.8128577226392
7.72,498.93059710219086
7.73,501.05286885514926
7.74,503.17966909070753
7.75,505.31099391805935
7.76,507.4468394463985
7.77,509.5872017849185
7.78,511.7320770428133
7.79,513.8814613292761
7.8,516.0353507535009
7.81,518.1937414246811
7.82,520.3566294520108
7.83,522.5240109446829
7.84,524.6958820118916
7.85,526.8722387628303
7.86,529.053077306693
7.87,531.2383937526729
7.88,533.4281842099638
7.89,535.6224447877594
7.9,537.8211715952535
7.91,540.0243607416394
7.92,542.2320083361108
7.93,544.4441104878616
7.94,546.6606633060854
7.95,548.8816628999756
7.96,551.107105378726
7.97,553.33698685153
7.98,555.571303427582
7.99,557.8100512160747
8.0,560.0532263262022
8.01,562.3008248671583
8.02,564.5528429481362
8.03,566.80927667833
8.04,569.0701221669331
8.05,571.3353755231395
8.06,573.6050328561423
8.07,575.8790902751352
8.08,578.1575438893123
8.09,580.4403898078666
8.1,582.7276241399924
8.11,585.0192429948829
8.12,587.315242481732
8.13,589.6156187097336
8.14,591.9203677880806
8.15,594.229485825967
8.16,596.5429689325866
8.17,598.860813217133
8.18,601.1830147887996
8.19,603.5095697567803
8.2,605.8404742302685
8.21,608.1757243184586
8.22,610.5153161305432
8.23,612.8592457757165
8.24,615.2075093631719
8.25,617.5601030021033
8.26,619.917022801704
8.27,622.2782648711681
8.28,624.6438253196891
8.29,627.0137002564603
8.3,629.3878857906761
8.31,631.7663780315294
8.32,634.1491730882141
8.33,636.5362670699237
8.34,638.927656085852
8.35,641.3233362451928
8.36,643.7233036571394
8.37,646.1275544308858
8.38,648.5360846756258
8.39,650.9488905005521
8.4,653.3659680148594
8.41,655.7873133277405
8.42,658.2129225483898
8.43,660.6427917860003
8.44,663.0769171497661
8.45,665.5152947488807
8.46,667.9579206925381
8.47,670.4047910899312
8.48,672.8559020502539
8.49,675.3112496827002
8.5,677.7708300964632
8.51,680.234639400737
8.52,682.7026737047152
8.53,685.1749291175911
8.54,687.6514017485588
8.55,690.1320877068122
8.56,692.616983101544
8.57,695.1060840419482
8.58,697.5993866372187
8.59,700.096886996549
8.6,702.5985812291326
8.61,705.1044654441635
8.62,707.6145357508351
8.63,710.1287882583415
8.64,712.6472190758757
8.65,715.1698243126312
8.66,717.6966000778023
8.67,720.2275424805823
8.68,722.762647630165
8.69,725.3019116357439
8.7,727.8453306065128
8.71,730.3929006516655
8.72,732.9446178803951
8.73,735.5004784018954
8.74,738.0604783253604
8.75,740.6246137599833
8.76,743.1928808149581
8.77,745.7652755994784
8.78,748.3417942227377
8.79,750.9224327939296
8.8,753.5071874222484
8.81,756.0960542168868
8.82,758.6890292870389
8.83,761.2861087418981
8.84,763.8872886906584
8.85,766.4925652425131
8.86,769.1019345066563
8.87,771.7153925922812
8.88,774.3329356085821
8.89,776.9545596647517
8.9,779.5802608699842
8.91,782.210035333473
8.92,784.8438791644119
8.93,787.4817884719946
8.94,790.1237593654147
8.95,792.7697879538656
8.96,795.419870346542
8.97,798.074002652636
8.98,800.7321809813421
8.99,803.3944014418537
9.0,806.0606601433648
9.01,808.7309531950687
9.02,811.4052767061589
9.03,814.0836267858296
9.04,816.7659995432738
9.05,819.4523910876862
9.06,822.1427975282593
9.07,824.837214974187
9.08,827.5356395346632
9.09,830.2380673188816
9.1,832.9444944360353
9.11,835.6549169953186
9.12,838.3693311059251
9.13,841.0877328770483
9.14,843.8101184178815
9.15,846.5364838376187
9.16,849.2668252454533
9.17,852.0011387505792
9.18,854.7394204621901
9.19,857.4816664894795
9.2,860.227872941641
9.21,862.9780359278684
9.22,865.7321515573553
9.23,868.4902159392951
9.24,871.2522251828816
9.25,874.0181753973086
9.26,876.7880626917695
9.27,879.5618831754576
9.28,882.3396329575677
9.29,885.1213081472926
9.3,887.9069048538265
9.31,890.6964191863624
9.32,893.4898472540938
9.33,896.2871851662148
9.34,899.0884290319191
9.35,901.8935749604004
9.36,904.702619060852
9.37,907.5155574424676
9.38,910.3323862144416
9.39,913.1531014859664
9.4,915.9776993662364
9.41,918.806175964445
9.42,921.6385273897858
9.43,924.4747497514528
9.44,927.3148391586394
9.45,930.1587917205392
9.46,933.0066035463464
9.47,935.8582707452538
9.48,938.7137894264554
9.49,941.5731556991448
9.5,944.4363656725156
9.51,947.3034154557616
9.52,950.1743011580766
9.53,953.0490188886536
9.54,955.9275647566868
9.55,958.8099348713704
9.56,961.696125341897
9.57,964.5861322774604
9.58,967.4799517872544
9.59,970.377579980473
9.6,973.279012966309
9.61,976.1842468539572
9.62,979.0932777526102
9.63,982.0061017714628
9.64,984.9227150197072
9.65,987.843113606538
9.66,990.7672936411484
9.67,993.6952512327326
9.68,996.6269824904836
9.69,999.5624835235956
9.7,1002.501750441262
9.71,1005.4447793526768
9.72,1008.3915663670324
9.73,1011.342107593524
9.74,1014.2963991413444
9.75,1017.2544371196872
9.76,1020.2162176377464
9.77,1023.1817368047156
9.78,1026.1509907297882
9.79,1029.123975522158
9.8,1032.100687291019
9.81,1035.0811221455642
9.82,1038.0652761949875
9.83,1041.0531455484827
9.84,1044.0447263152432
9.85,1047.0400146044628
9.86,1050.039006525335
9.87,1053.041698187054
9.88,1056.0480856988129
9.89,1059.0581651698053
9.9,1062.071932709225
9.91,1065.0893844262655
9.92,1068.1105164301205
9.93,1071.1353248299838
9.94,1074.1638057350492
9.95,1077.19595525451
9.96,1080.2317694975604
9.97,1083.271244573393
9.98,1086.3143765912023
9.99,1089.3611616601816
10.0,1092.4115958895245
10.01,1095.4656753884249
10.02,1098.5233962660764
10.03,1101.5847546316722
10.04,1104.649746594407
10.05,1107.7183682634736
10.06,1110.7906157480656
10.07,1113.866485157377
10.08,1116.9459726006012
10.09,1120.0290741869317
10.1,1123.1157860255626
10.11,1126.206104225687
10.12,1129.3000248964995
10.13,1132.3975441471932
10.14,1135.4986580869615
10.15,1138.6033628249982
10.16,1141.7116544704966
10.17,1144.823529132651
10.18,1147.9389829206543
10.19,1151.0580119437009
10.2,1154.1806123109843
10.21,1157.3067801316984
10.22,1160.4365115150358
10.23,1163.5698025701909
10.24,1166.7066494063572
10.25,1169.8470481327283
10.26,1172.990994858498
10.27,1176.1384856928598
10.28,1179.2895167450074
10.29,1182.4440841241344
10.3,1185.6021839394352
10.31,1188.7638123001016
10.32,1191.9289653153292
10.33,1195.0976390943104
10.34,1198.269829746239
10.35,1201.4455333803094
10.36,1204.6247461057148
10.37,1207.8074640316484
10.38,1210.9936832673052
10.39,1214.1833999218768
10.4,1217.3766101045587
10.41,1220.5733099245429
10.42,1223.7734954910247
10.43,1226.9771629131965
10.44,1230.1843083002525
10.45,1233.3949277613865
10.46,1236.6090174057922
10.47,1239.8265733426626
10.48,1243.0475916811913
10.49,1246.2720685305726
10.5,1249.5
10.51,1252.731324476849
10.52,1255.9657494612256
10.53,1259.202924731417
10.54,1262.4425000657106
10.55,1265.6841252423949
10.56,1268.9274500397562
10.57,1272.1721242360825
10.58,1275.4177976096616
10.59,1278.6641199387807
10.6,1281.9107410017282
10.61,1285.1573105767911
10.62,1288.403478442257
10.63,1291.648894376414
10.64,1294.8932081575488
10.65,1298.1360695639498
10.66,1301.3771283739034
10.67,1304.6160343656986
10.68,1307.8524373176222
10.69,1311.0859870079623
10.7,1314.3163332150057
10.71,1317.5431257170414
10.72,1320.7660142923553
10.73,1323.9846487192358
10.74,1327.1986787759704
10.75,1330.4077542408463
10.76,1333.611524892152
10.77,1336.8096405081749
10.78,1340.0017508672015
10.79,1343.1875057475208
10.8,1346.36655492742
10.81,1349.5385481851858
10.82,1352.7031352991064
10.83,1355.8599660474697
10.84,1359.0086902085627
10.85,1362.1489575606731
10.86,1365.2804178820888
10.87,1368.402720951097
10.88,1371.5155165459869
10.89,1374.618454445043
10.9,1377.7111844265555
10.91,1380.793356268811
10.92,1383.864619750097
10.93,1386.9246246487012
10.94,1389.9730207429116
10.95,1393.0094578110147
10.96,1396.0335856313
10.97,1399.045053982053
10.98,1402.0435126415623
10.99,1405.0286113881157
11.0,1408.0
11.01,1410.9574734626312
11.02,1413.9014075899347
11.03,1416.8323234029633
11.04,1419.750741922771
11.05,1422.657184170412
11.06,1425.5521711669371
11.07,1428.4362239334012
11.08,1431.3098634908577
11.09,1434.1736108603598
11.1,1437.0279870629604
11.11,1439.8735131197132
11.12,1442.7107100516716
11.13,1445.5400988798883
11.14,1448.3622006254177
11.15,1451.177536309312
11.16,1453.9866269526246
11.17,1456.7899935764094
11.18,1459.5881572017197
11.19,1462.381638849608
11.2,1465.1709595411285
11.21,1467.9566402973346
11.22,1470.7392021392786
11.23,1473.5191660880148
11.24,1476.2970531645956
11.25,1479.0733843900755
11.26,1481.8486807855068
11.27,1484.6234633719434
11.28,1487.398253170438
11.29,1490.1735712020445
11.3,1492.9499384878166
11.31,1495.7278760488064
11.32,1498.507904906068
11.33,1501.2905460806544
11.34,1504.076320593619
11.35,1506.8657494660151
11.36,1509.659353718896
11.37,1512.457654373315
11.38,1515.2611724503265
11.39,1518.0704289709824
11.4,1520.885944956336
11.41,1523.7082414274414
11.42,1526.5378394053514
11.43,1529.3752599111192
11.44,1532.2210239657986
11.45,1535.0756525904428
11.46,1537.9396668061054
11.47,1540.813587633839
11.48,1543.6979360946968
11.49,1546.5932332097327
11.5,1549.5
11.51,1552.4185176726262
11.52,1555.3481081790362
11.53,1558.2878536567289
11.54,1561.2368362432037
11.55,1564.1941380759602
11.56,1567.1588412924966
11.57,1570.1300280303126
11.58,1573.106780426907
11.59,1576.0881806197797
11.6,1579.0733107464291
11.61,1582.061252944355
11.62,1585.051089351056
11.63,1588.0419021040325
11.64,1591.032773340782
11.65,1594.0227851988045
11.66,1597.0110198155985
11.67,1599.9965593286645
11.68,1602.9784858755
11.69,1605.9558815936057
11.7,1608.9278286204797
11.71,1611.8934090936218
11.72,1614.8517051505307
11.73,1617.801798928706
11.74,1620.7427725656466
11.75,1623.6737081988513
11.76,1626.5936879658202
11.77,1629.5017940040518
11.78,1632.3971084510454
11.79,1635.2787134443
11.8,1638.1456911213156
11.81,1640.9971236195904
11.82,1643.8320930766236
11.83,1646.6496816299143
11.84,1649.4489714169626
11.85,1652.2290445752667
11.86,1654.9889832423255
11.87,1657.7278695556397
11.88,1660.444785652708
11.89,1663.1388136710282
11.9,1665.8090357481008
11.91,1668.4545340214245
11.92,1671.0743906284983
11.93,1673.6676877068212
11.94,1676.2335073938937
11.95,1678.7709318272132
11.96,1681.2790431442802
11.97,1683.7569234825935
11.98,1686.2036549796512
11.99,1688.6183197729538
12.0,1691.0
12.01,1693.348083526864
12.02,1695.6631811339212
12.03,1697.9462093301213
12.04,1700.1980846244137
12.05,1702.4197235257498
12.06,1704.612042543078
12.07,1706.7759581853493
12.08,1708.912386961514
12.09,1711.0222453805216
12.1,1713.1064499513222
12.11,1715.1659171828655
12.12,1717.2015635841024
12.13,1719.2143056639827
12.14,1721.2050599314557
12.15,1723.174742895472
12.16,1725.1242710649817
12.17,1727.0545609489347
12.18,1728.9665290562805
12.19,1730.8610918959705
12.2,1732.7391659769528
12.21,1734.6016678081794
12.22,1736.4495138985988
12.23,1738.283620757162
12.24,1740.1049048928182
12.25,1741.9142828145184
12.26,1743.7126710312125
12.27,1745.5009860518494
12.28,1747.28014438538
12.29,1749.0510625407544
12.3,1750.814657026923
12.31,1752.571844352835
12.32,1754.32354102744
12.33,1756.0706635596894
12.34,1757.8141284585324
12.35,1759.5548522329193
12.36,1761.2937513917996
12.37,1763.031742444124
12.38,1764.7697418988428
12.39,1766.5086662649055
12.4,1768.2494320512617
12.41,1769.9929557668622
12.42,1771.740153920657
12.43,1773.491943021595
12.44,1775.2492395786276
12.45,1777.0129601007045
12.46,1778.7840210967754
12.47,1780.5633390757905
12.48,1782.3518305466994
12.49,1784.150412018453
12.5,1785.96
12.51,1787.7812091799174
12.52,1789.6134469652795
12.53,1791.4558189427876
12.54,1793.307430699142
12.55,1795.1673878210436
12.56,1797.034795895193
12.57,1798.9087605082907
12.58,1800.788387247038
12.59,1802.6727816981352
12.6,1804.561049448283
12.61,1806.4522960841823
12.62,1808.3456271925336
12.63,1810.2401483600383
12.64,1812.1349651733965
12.65,1814.0291832193093
12.66,1815.921908084476
12.67,1817.8122453555995
12.68,1819.699300619379
12.69,1821.5821794625156
12.7,1823.4599874717096
12.71,1825.3318302336636
12.72,1827.1968133350756
12.73,1829.054042362648
12.74,1830.9026229030808
12.75,1832.741660543076
12.76,1834.5702608693323
12.77,1836.3875294685524
12.78,1838.1925719274352
12.79,1839.9844938326828
12.8,1841.762400770996
12.81,1843.525398329074
12.82,1845.2725920936184
12.83,1847.0030876513304
12.84,1848.7159905889105
12.85,1850.4104064930589
12.86,1852.085440950476
12.87,1853.7401995478635
12.88,1855.3737878719223
12.89,1856.985311509352
12.9,1858.5738760468544
12.91,1860.138587071129
12.92,1861.6785501688776
12.93,1863.1928709268
12.94,1864.6806549315984
12.95,1866.141007769972
12.96,1867.5730350286217
12.97,1868.975842294249
12.98,1870.3485351535537
12.99,1871.690219193237
13.0,1873.0
13.01,1874.2772867934675
13.02,1875.522703324962
13.03,1876.737176978731
13.04,1877.9216351390205
13.05,1879.0770051900795
13.06,1880.2042145161536
13.07,1881.3041905014904
13.08,1882.3778605303369
13.09,1883.4261519869403
13.1,1884.449992255548
13.11,1885.4503087204064
13.12,1886.4280287657637
13.13,1887.3840797758653
13.14,1888.3193891349604
