wind_speed,Multibrid M5000
2.43,1.828439251143398
2.44,1.8509913217487812
2.45,1.87216616666834
2.46,1.8919324853183048
2.47,1.910258977114908
2.48,1.9271143414743803
2.49,1.9424672778129493
2.5,1.9562864855468547
2.51,1.96854066409232
2.52,1.97919851286558
2.53,1.988228731282864
2.54,1.9956000187604064
2.55,2.0012810747144334
2.56,2.0052405985611808
2.57,2.007447289716876
2.58,2.007869847597753
2.59,2.006476971620045
2.6,2.00323736119998
2.61,1.9981197157537889
2.62,1.9910927346977043
2.63,1.98212511744796
2.64,1.97118556342078
2.65,1.958242772032401
2.66,1.9432654426990543
2.67,1.926222274836972
2.68,1.9070819678623807
2.69,1.8858132211915144
2.7,1.8623847342406057
2.71,1.8367652064258837
2.72,1.808923337163581
2.73,1.7788278258699268
2.74,1.7464473719611568
2.75,1.7117506748534952
2.76,1.674706433963186
2.77,1.6352833487064435
2.78,1.5934501184995096
2.79,1.549175442758612
2.8,1.502428020899985
2.81,1.4531765523398557
2.82,1.401389736494461
2.83,1.3470362727800262
2.84,1.2900848606127884
2.85,1.2305041994089745
2.86,1.1682629885848144
2.87,1.1033299275565396
2.88,1.0356737157403906
2.89,0.9652630525525848
2.9,0.8920666374093678
2.91,0.816053169726958
2.92,0.7371913489215949
2.93,0.6554498744095021
2.94,0.5707974456069209
2.95,0.4832027619300749
2.96,0.3926345227951966
2.97,0.2990614276185166
2.98,0.2024521758162745
2.99,0.1027754668046885
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.1119065970000452
3.81,0.4571071593060072
3.82,0.8167143996614161
3.83,1.1909448209851554
3.84,1.5800149261960357
3.85,1.9841412182129383
3.86,2.4035401999546604
3.87,2.83842837434009
3.88,3.289022244288031
3.89,3.75553831271737
3.9,4.238193082546896
3.91,4.737203056695524
3.92,5.2527847380820205
3.93,5.785154629625293
3.94,6.334529234244137
3.95,6.901125054857445
3.96,7.485158594384011
3.97,8.086846355742725
3.98,8.706404841852379
3.99,9.344050555631874
4.0,10.0
4.01,10.674430640473757
4.02,11.367363792962712
4.03,12.078781735974628
4.04,12.808666748017062
4.05,13.557001107597769
4.06,14.323767093224449
4.07,15.108946983404875
4.08,15.912523056646576
4.09,16.73447759145735
4.1,17.574792866344875
4.11,18.43345115981692
4.12,19.31043475038104
4.13,20.205725916544974
4.14,21.119306936816468
4.15,22.05116008970325
4.16,23.00126765371289
4.17,23.969611907353134
4.18,24.95617512913168
4.19,25.96093959755633
4.2,26.98388759113459
4.21,28.02500138837425
4.22,29.084263267782998
4.23,30.161655507868623
4.24,31.25716038713863
4.25,32.3707601841008
4.26,33.50243717726287
4.27,34.65217364513248
4.28,35.81995186621745
4.29,37.00575411902528
4.3,38.20956268206374
4.31,39.43135983384058
4.32,40.671127852863535
4.33,41.928849017640125
4.34,43.20450560667813
4.35,44.49807989848526
4.36,45.80955417156935
4.37,47.138910704437805
4.38,48.48613177559845
4.39,49.85119966355904
4.4,51.234096646827325
4.41,52.63480500391079
4.42,54.05330701331721
4.43,55.48958495355435
4.44,56.94362110312998
4.45,58.415397740551526
4.46,59.90489714432688
4.47,61.41210159296365
4.48,62.93699336496973
4.49,64.4795547388525
4.5,66.03976799311984
4.51,67.61761540627941
4.52,69.2130792568389
4.53,70.82614182330617
4.54,72.45678538418865
4.55,74.10499221799411
4.56,75.7707446032303
4.57,77.45402481840502
4.58,79.15481514202571
4.59,80.87309785260021
4.6,82.60885522863616
4.61,84.3620695486415
4.62,86.13272309112355
4.63,87.92079813459017
4.64,89.72627695754905
4.65,91.54914183850808
4.66,93.38937505597458
4.67,95.24695888845643
4.68,97.1218756144614
4.69,99.0141075124972
4.7,100.92363686107127
4.71,102.85044593869154
4.72,104.79451702386558
4.73,106.75583239510136
4.74,108.73437433090618
4.75,110.73012510978788
4.76,112.7430670102542
4.77,114.77318231081284
4.78,116.82045328997164
4.79,118.88486222623794
4.8,120.9663913981196
4.81,123.06502308412442
4.82,125.18073956276018
4.83,127.3135231125342
4.84,129.46335601195435
4.85,131.6302205395284
4.86,133.81409897376423
4.87,136.0149735931691
4.88,138.2328266762509
4.89,140.4676405015173
4.9,142.7193973474763
4.91,144.98807949263517
4.92,147.27366921550166
4.93,149.57614879458362
4.94,151.89550050838886
4.95,154.23170663542473
4.96,156.58474945419908
4.97,158.9546112432197
4.98,161.34127428099433
4.99,163.7447208460304
5.0,166.16493321683575
5.01,168.601893671918
5.02,171.05558448978502
5.03,173.52598794894456
5.04,176.01308632790392
5.05,178.51686190517108
5.06,181.03729695925367
5.07,183.5743737686597
5.08,186.12807461189635
5.09,188.69838176747143
5.1,191.2852775138928
5.11,193.8887441296683
5.12,196.5087638933052
5.13,199.14531908331145
5.14,201.79839197819464
5.15,204.46796485646288
5.16,207.1540199966232
5.17,209.8565396771836
5.18,212.5755061766518
5.19,215.31090177353573
5.2,218.0627087463426
5.21,220.8309093735804
5.22,223.61548593375664
5.23,226.41642070537944
5.24,229.233695966956
5.25,232.06729399699412
5.26,234.91719707400168
5.27,237.7833874764862
5.28,240.66584748295577
5.29,243.5645593719175
5.3,246.4795054218794
5.31,249.41066791134904
5.32,252.35802911883448
5.33,255.32157132284297
5.34,258.3012768018822
5.35,261.29712783446007
5.36,264.30910669908457
5.37,267.33719567426283
5.38,270.38137703850265
5.39,273.4416330703118
5.4,276.51794604819844
5.41,279.6102982506695
5.42,282.71867195623304
5.43,285.84304944339675
5.44,288.9834129906686
5.45,292.13974487655565
5.46,295.312027379566
5.47,298.5002427782073
5.48,301.7043733509875
5.49,304.9244013764137
5.5,308.16030913299403
5.51,311.412078899236
5.52,314.6796929536474
5.53,317.96313357473616
5.54,321.2623830410094
5.55,324.5774236309752
5.56,327.90823762314113
5.57,331.2548072960153
5.58,334.6171149281047
5.59,337.9951427979175
5.6,341.3888731839611
5.61,344.7982883647437
5.62,348.2233706187725
5.63,351.6641022245551
5.64,355.1204654605997
5.65,358.5924426054139
5.66,362.080015937505
5.67,365.5831677353809
5.68,369.1018802775493
5.69,372.63613584251823
5.7,376.1859167087949
5.71,379.75120515488703
5.72,383.3319834593025
5.73,386.9282339005493
5.74,390.5399387571345
5.75,394.1670803075661
5.76,397.80964083035167
5.77,401.4676026039991
5.78,405.1409479070164
5.79,408.8296590179105
5.8,412.53371821518937
5.81,416.2531077773609
5.82,419.9878099829329
5.83,423.7378071104126
5.84,427.503081438308
5.85,431.2836152451266
5.86,435.0793908093767
5.87,438.8903904095652
5.88,442.7165963242
5.89,446.5579908317889
5.9,450.41455621084015
5.91,454.2862747398604
5.92,458.1731286973578
5.93,462.0751003618402
5.94,465.9921720118156
5.95,469.9243259257908
5.96,473.87154438227407
5.97,477.833809659773
5.98,481.81110403679565
5.99,485.803409791849
6.0,489.8107092034411
6.01,493.8329845500797
6.02,497.87021811027233
6.03,501.9223921625273
6.04,505.9894889853514
6.05,510.0714908572528
6.06,514.1683800567389
6.07,518.2801388623182
6.08,522.4067495524973
6.09,526.5481944057846
6.1,530.7044557006875
6.11,534.8755157157142
6.12,539.0613567293716
6.13,543.2619610201677
6.14,547.4773108666105
6.15,551.7073885472076
6.16,555.9521763404665
6.17,560.2116565248948
6.18,564.4858113790003
6.19,568.7746231812913
6.2,573.0780742102745
6.21,577.396146744458
6.22,581.7288230623495
6.23,586.0760854424573
6.24,590.437916163288
6.25,594.81429750335
6.26,599.2052117411506
6.27,603.6106411551979
6.28,608.0305680239996
6.29,612.4649746260629
6.3,616.913843239896
6.31,621.3771561440062
6.32,625.8548956169018
6.33,630.3470439370899
6.34,634.8535833830781
6.35,639.3744962333744
6.36,643.909764766487
6.37,648.4593712609227
6.38,653.0232979951894
6.39,657.601527247795
6.4,662.1940412972476
6.41,666.8008224220541
6.42,671.4218529007225
6.43,676.0571150117604
6.44,680.706591033676
6.45,685.3702632449766
6.46,690.0481139241696
6.47,694.740125349763
6.48,699.4462798002651
6.49,704.1665595541824
6.5,708.9009468900232
6.51,713.6494240862955
6.52,718.4119734215063
6.53,723.1885771741644
6.54,727.9792176227762
6.55,732.78387704585
6.56,737.6025377218937
6.57,742.4351819294147
6.58,747.2817919469205
6.59,752.1423500529193
6.6,757.0168385259183
6.61,761.905239644426
6.62,766.807535686949
6.63,771.7237089319956
6.64,776.6537416580734
6.65,781.5976161436906
6.66,786.555314667354
6.67,791.5268195075716
6.68,796.5121129428514
6.69,801.5111772517012
6.7,806.5239947126278
6.71,811.5505476041394
6.72,816.5908182047442
6.73,821.6447887929496
6.74,826.7124416472631
6.75,831.7937590461922
6.76,836.8887232682449
6.77,841.9973165919289
6.78,847.1195212957523
6.79,852.2553196582218
6.8,857.4046939578457
6.81,862.5676264731316
6.82,867.7440994825876
6.83,872.9340952647206
6.84,878.137596098039
6.85,883.35458426105
6.86,888.5850420322618
6.87,893.8289516901816
6.88,899.086295513317
6.89,904.3570557801764
6.9,909.6412147692674
6.91,914.9387547590968
6.92,920.2496580281731
6.93,925.5739068550037
6.94,930.9114835180968
6.95,936.2623702959592
6.96,941.6265494670988
6.97,947.004003310024
6.98,952.3947141032422
6.99,957.7986641252608
7.0,963.2158356545872
7.01,968.6462109697296
7.02,974.0897723491958
7.03,979.5465020714936
7.04,985.0163824151304
7.05,990.4993956586136
7.06,995.9955240804512
7.07,1001.5047499591516
7.08,1007.0270555732208
7.09,1012.5624232011678
7.1,1018.1108351215
7.11,1023.6722736127256
7.12,1029.246720953351
7.13,1034.8341594218853
7.14,1040.4345712968347
7.15,1046.0479388567092
7.16,1051.6742443800135
7.17,1057.3134701452575
7.18,1062.9655984309484
7.19,1068.630611515594
7.2,1074.308491677701
7.21,1079.9992211957783
7.22,1085.702782348333
7.23,1091.419157413873
7.24,1097.148328670906
7.25,1102.8902783979393
7.26,1108.6449888734808
7.27,1114.4124423760384
7.28,1120.19262118412
7.29,1125.985507576233
7.3,1131.7910838308844
7.31,1137.609332226583
7.32,1143.4402350418368
7.33,1149.283774555152
7.34,1155.139933045037
7.35,1161.0086927899993
7.36,1166.8900360685475
7.37,1172.7839451591883
7.38,1178.69040234043
7.39,1184.6093898907795
7.4,1190.540890088746
7.41,1196.4848852128357
7.42,1202.4413575415565
7.43,1208.4102893534164
7.44,1214.3916629269236
7.45,1220.385460540585
7.46,1226.3916644729086
7.47,1232.4102570024022
7.48,1238.4412204075734
7.49,1244.4845369669297
7.5,1250.540188958979
7.51,1256.6081586622286
7.52,1262.688428355187
7.53,1268.7809803163625
7.54,1274.88579682426
7.55,1281.0028601573897
7.56,1287.1321525942583
7.57,1293.2736564133745
7.58,1299.4273538932443
7.59,1305.5932273123767
7.6,1311.771258949279
7.61,1317.961431082459
7.62,1324.1637259904244
7.63,1330.3781259516827
7.64,1336.6046132447414
7.65,1342.8431701481093
7.66,1349.0937789402926
7.67,1355.3564218997997
7.68,1361.6310813051382
7.69,1367.917739434817
7.7,1374.216378567341
7.71,1380.5269809812205
7.72,1386.849528954962
7.73,1393.184004767074
7.74,1399.5303906960626
7.75,1405.8886690204374
7.76,1412.258822018705
7.77,1418.6408319693728
7.78,1425.03468115095
7.79,1431.4403518419426
7.8,1437.8578263208592
7.81,1444.2870868662071
7.82,1450.7281157564953
7.83,1457.1808952702297
7.84,1463.645407685918
7.85,1470.1216352820693
7.86,1476.609560337191
7.87,1483.1091651297895
7.88,1489.6204319383737
7.89,1496.1433430414509
7.9,1502.6778807175294
7.91,1509.2240272451158
7.92,1515.7817649027184
7.93,1522.3510759688447
7.94,1528.9319427220034
7.95,1535.5243474407007
7.96,1542.128272403445
7.97,1548.743699888743
7.98,1555.3706121751052
7.99,1562.008991541036
8.0,1568.658820265045
8.01,1575.3200806256395
8.02,1581.9927549013266
8.03,1588.6768253706148
8.04,1595.3722743120115
8.05,1602.0790840040254
8.06,1608.797236725162
8.07,1615.5267147539305
8.08,1622.267500368838
8.09,1629.0195758483922
8.1,1635.7829234711014
8.11,1642.5575255154731
8.12,1649.3433642600144
8.13,1656.1404219832352
8.14,1662.94868096364
8.15,1669.7681234797378
8.16,1676.5987318100365
8.17,1683.4404882330437
8.18,1690.293375027267
8.19,1697.1573744712146
8.2,1704.0324688433934
8.21,1710.9186404223128
8.22,1717.8158714864785
8.23,1724.724144314398
8.24,1731.6434411845808
8.25,1738.573744375533
8.26,1745.5150361657634
8.27,1752.4672988337788
8.28,1759.4305146580878
8.29,1766.4046659171972
8.3,1773.389734889617
8.31,1780.3857038538513
8.32,1787.39255508841
8.33,1794.4102708718
8.34,1801.4388334825298
8.35,1808.478225199106
8.36,1815.5284283000371
8.37,1822.5894250638307
8.38,1829.661197768996
8.39,1836.7437286940376
8.4,1843.8370001174644
8.41,1850.9409943177848
8.42,1858.0556935735056
8.43,1865.1810801631357
8.44,1872.3171363651816
8.45,1879.463844458152
8.46,1886.6211867205543
8.47,1893.789145430896
8.48,1900.967702867684
8.49,1908.1568413094265
8.5,1915.356543034632
8.51,1922.5667903218075
8.52,1929.7875654494603
8.53,1937.0188506960997
8.54,1944.2606283402315
8.55,1951.5128806603657
8.56,1958.7755899350072
8.57,1966.0487384426651
8.58,1973.332308461848
8.59,1980.626282271061
8.6,1987.930642148814
8.61,1995.2453703736144
8.62,2002.5704492239688
8.63,2009.9058609783876
8.64,2017.2515879153757
8.65,2024.6076123134403
8.66,2031.973916451092
8.67,2039.350482606836
8.68,2046.7372930591807
8.69,2054.134330086636
8.7,2061.5415759677053
8.71,2068.959012980901
8.72,2076.3866234047277
8.73,2083.824389517693
8.74,2091.2722935983056
8.75,2098.730317925072
8.76,2106.1984447765026
8.77,2113.676656431103
8.78,2121.1649351673805
8.79,2128.663263263845
8.8,2136.1716229990025
8.81,2143.6899966513606
8.82,2151.218366499427
8.83,2158.7567148217104
8.84,2166.305023896717
8.85,2173.863276002956
8.86,2181.4314534189343
8.87,2189.00953842316
8.88,2196.597513294141
8.89,2204.1953603103843
8.9,2211.8030617503973
8.91,2219.420599892688
8.92,2227.047957015765
8.93,2234.685115398135
8.94,2242.3320573183064
8.95,2249.9887650547857
8.96,2257.655220886083
8.97,2265.331407090704
8.98,2273.017305947156
8.99,2280.712899733947
9.0,2288.4181707295857
9.01,2296.1331012125797
9.02,2303.8576734614358
9.03,2311.5918697546617
9.04,2319.3356723707666
9.05,2327.089063588258
9.06,2334.852025685642
9.07,2342.624540941426
9.08,2350.4065916341187
9.09,2358.198160042229
9.1,2365.9992284442624
9.11,2373.8097791187283
9.12,2381.629794344134
9.13,2389.4592563989872
9.14,2397.2981475617944
9.15,2405.146450111065
9.16,2413.004146325305
9.17,2420.8712184830238
9.18,2428.747648862727
9.19,2436.633419742925
9.2,2444.5285134021237
9.21,2452.432912118832
9.22,2460.346598171556
9.23,2468.2695538388034
9.24,2476.201761399083
9.25,2484.1432031309023
9.26,2492.093861312769
9.27,2500.0537182231906
9.28,2508.022756140674
9.29,2516.000957343729
9.3,2523.9883041108637
9.31,2531.984778720581
9.32,2539.990363451393
9.33,2548.0050405818056
9.34,2556.028792390327
9.35,2564.0616011554657
9.36,2572.1034491557275
9.37,2580.1543186696217
9.38,2588.2141919756573
9.39,2596.2830513523386
9.4,2604.3608790781745
9.41,2612.4476574316727
9.42,2620.543368691342
9.43,2628.6479951356887
9.44,2636.7615190432225
9.45,2644.8839226924483
9.46,2653.0151883618773
9.47,2661.155298330013
9.48,2669.304234875367
9.49,2677.461980276444
9.5,2685.628516811753
9.51,2693.803826759802
9.52,2701.9878923990977
9.53,2710.180696008149
9.54,2718.3822198654625
9.55,2726.592446249548
9.56,2734.811357438911
9.57,2743.0389357120584
9.58,2751.2751633475004
9.59,2759.520022623743
9.6,2767.773495819295
9.61,2776.035565212662
9.62,2784.3062130823555
9.63,2792.585421706881
9.64,2800.873173364745
9.65,2809.169450334456
9.66,2817.474234894522
9.67,2825.787509323452
9.68,2834.109255899752
9.69,2842.4394569019296
9.7,2850.778094608492
9.71,2859.125151297952
9.72,2867.4806092488093
9.73,2875.844450739577
9.74,2884.216658048761
9.75,2892.597213454869
9.76,2900.986099236409
9.77,2909.3832976718886
9.78,2917.7887910398163
9.79,2926.202561618697
9.8,2934.624591687045
9.81,2943.0548635233604
9.82,2951.493359406154
9.83,2959.9400616139337
9.84,2968.3949524252066
9.85,2976.858014118481
9.86,2985.3292289722635
9.87,2993.808579265064
9.88,3002.29604727539
9.89,3010.791615281745
9.9,3019.295265562642
9.91,3027.806980396585
9.92,3036.326742062084
9.93,3044.854532837645
9.94,3053.3903350017763
9.95,3061.9341308329867
9.96,3070.485902609784
9.97,3079.0456326106737
9.98,3087.6133031141644
9.99,3096.188896398764
10.0,3104.772394742981
10.01,3113.3637804253217
10.02,3121.9630357242936
10.03,3130.5701429184064
10.04,3139.185084286166
10.05,3147.807842106083
10.06,3156.4383986566613
10.07,3165.0767362164097
10.08,3173.7228370638363
10.09,3182.3766834774488
10.1,3191.038257735755
10.11,3199.707542117263
10.12,3208.384518900479
10.13,3217.069170363914
10.14,3225.7614787860725
10.15,3234.4614264454617
10.16,3243.168995620591
10.17,3251.884168589968
10.18,3260.6069276321005
10.19,3269.337255025496
10.2,3278.075133048661
10.21,3286.8205439801063
10.22,3295.573470098336
10.23,3304.33389368186
10.24,3313.101797009185
10.25,3321.877162358818
10.26,3330.659972009269
10.27,3339.450208239044
10.28,3348.247853326651
10.29,3357.052889550598
10.3,3365.865299189394
10.31,3374.685064521544
10.32,3383.5121678255555
10.33,3392.34659137994
10.34,3401.188317463201
10.35,3410.0373283538484
10.36,3418.893606330389
10.37,3427.757133671332
10.38,3436.627892655185
10.39,3445.505865560454
10.4,3454.3910346656457
10.41,3463.283382249271
10.42,3472.182890589836
10.43,3481.089541965848
10.44,3490.003318655816
10.45,3498.9242029382463
10.46,3507.85217709165
10.47,3516.7872233945286
10.48,3525.7293241253947
10.49,3534.678461562753
10.5,3543.634617985114
10.51,3552.5977756709835
10.52,3561.56791689887
10.53,3570.5450239472807
10.54,3579.529079094724
10.55,3588.5200646197086
10.56,3597.517962800739
10.57,3606.522755916325
10.58,3615.5344262449744
10.59,3624.5529560651935
10.6,3633.578327655491
10.61,3642.610523294375
10.62,3651.649525260353
10.63,3660.695315831934
10.64,3669.7478772876234
10.65,3678.807191905927
10.66,3687.873241965356
10.67,3696.9460097444185
10.68,3706.025477521621
10.69,3715.11162757547
10.7,3724.204442184474
10.71,3733.303903627144
10.72,3742.409994181981
10.73,3751.5226961274975
10.74,3760.6419917422
10.75,3769.7678633045975
10.76,3778.900293093196
10.77,3788.039263386503
10.78,3797.184756463027
10.79,3806.336754601275
10.8,3815.495240079757
10.81,3824.6601951769785
10.82,3833.8316021714472
10.83,3843.00944334167
10.84,3852.193700966157
10.85,3861.3843573234153
10.86,3870.581394691951
10.87,3879.784795350273
10.88,3888.99454157689
10.89,3898.210615650308
10.9,3907.4329998490334
10.91,3916.6616764515775
10.92,3925.896627736446
10.93,3935.1378359821456
10.94,3944.385283467187
10.95,3953.6389524700735
10.96,3962.898825269319
10.97,3972.1648841434258
10.98,3981.437111370903
10.99,3990.7154892302574
11.0,4000.0
11.01,4009.2904695791417
11.02,4018.586098348719
11.03,4027.885930310276
11.04,4037.1890094653536
11.05,4046.494379815497
11.06,4055.801085362245
11.07,4065.108170107144
11.08,4074.4146780517326
11.09,4083.719653197554
11.1,4093.0221395461535
11.11,4102.321181099074
11.12,4111.615821857853
11.13,4120.905105824039
11.14,4130.188076999169
11.15,4139.46377938479
11.16,4148.731256982441
11.17,4157.989553793666
11.18,4167.237713820009
11.19,4176.474781063011
11.2,4185.699799524214
11.21,4194.911813205165
11.22,4204.109866107398
11.23,4213.293002232463
11.24,4222.460265581899
11.25,4231.610700157249
11.26,4240.743349960056
11.27,4249.857258991862
11.28,4258.951471254211
11.29,4268.025030748645
11.3,4277.076981476705
11.31,4286.106367439935
11.32,4295.112232639877
11.33,4304.093621078074
11.34,4313.049576756065
11.35,4321.979143675398
11.36,4330.881365837614
11.37,4339.755287244251
11.38,4348.599951896861
11.39,4357.414403796977
11.4,4366.197686946146
11.41,4374.948845345909
11.42,4383.666922997808
11.43,4392.35096390339
11.44,4401.000012064193
11.45,4409.613111481759
11.46,4418.189306157636
11.47,4426.72764009336
11.48,4435.227157290477
11.49,4443.686901750529
11.5,4452.105917475058
11.51,4460.483248465607
11.52,4468.81793872372
11.53,4477.109032250936
11.54,4485.3555730488015
11.55,4493.556605118856
11.56,4501.711172462643
11.57,4509.818319081705
11.58,4517.877088977585
11.59,4525.886526151824
11.6,4533.845674605967
11.61,4541.753578341554
11.62,4549.60928136013
11.63,4557.411827663236
11.64,4565.160261252416
11.65,4572.853626129207
11.66,4580.49096629516
11.67,4588.071325751811
11.68,4595.593748500706
11.69,4603.057278543385
11.7,4610.460959881393
11.71,4617.803836516272
11.72,4625.084952449563
11.73,4632.30335168281
11.74,4639.4580782175535
11.75,4646.548176055339
11.76,4653.572689197707
11.77,4660.530661646199
11.78,4667.421137402362
11.79,4674.243160467734
11.8,4680.99577484386
11.81,4687.678024532281
11.82,4694.28895353454
11.83,4700.827605852179
11.84,4707.2930254867415
11.85,4713.684256439771
11.86,4720.000342712808
11.87,4726.240328307395
11.88,4732.403257225077
11.89,4738.488173467393
11.9,4744.494121035888
11.91,4750.420143932104
11.92,4756.265286157583
11.93,4762.028591713869
11.94,4767.709104602501
11.95,4773.305868825026
11.96,4778.817928382984
11.97,4784.244327277918
11.98,4789.58410951137
11.99,4794.836319084885
12.0,4800.0
12.01,4805.074491104832
12.02,4810.060310633764
12.03,4814.958271667749
12.04,4819.769187287741
12.05,4824.493870574695
12.06,4829.133134609564
12.07,4833.6877924733
12.08,4838.1586572468605
12.09,4842.546542011195
12.1,4846.85225984726
12.11,4851.076623836008
12.12,4855.220447058395
12.13,4859.284542595373
12.14,4863.269723527896
12.15,4867.176802936917
12.16,4871.00659390339
12.17,4874.759909508271
12.18,4878.43756283251
12.19,4882.040366957063
12.2,4885.569134962884
12.21,4889.024679930927
12.22,4892.407814942144
12.23,4895.719353077489
12.24,4898.960107417917
12.25,4902.130891044381
12.26,4905.232517037837
12.27,4908.265798479236
12.28,4911.231548449531
12.29,4914.130580029679
12.3,4916.963706300632
12.31,4919.731740343344
12.32,4922.435495238767
12.33,4925.075784067857
12.34,4927.653419911567
12.35,4930.16921585085
12.36,4932.623984966662
12.37,4935.018540339955
12.38,4937.353695051684
12.39,4939.6302621828
12.4,4941.84905481426
12.41,4944.010886027016
12.42,4946.116568902022
12.43,4948.166916520232
12.44,4950.1627419626
12.45,4952.104858310079
12.46,4953.994078643624
12.47,4955.831216044187
12.48,4957.617083592722
12.49,4959.352494370185
12.5,4961.038261457527
12.51,4962.675197935706
12.52,4964.26411688567
12.53,4965.805831388375
12.54,4967.301154524776
12.55,4968.7508993758265
12.56,4970.15587902248
12.57,4971.516906545689
12.58,4972.834795026409
12.59,4974.110357545593
12.6,4975.344407184195
12.61,4976.537757023168
12.62,4977.691220143465
12.63,4978.805609626043
12.64,4979.881738551854
12.65,4980.920420001851
12.66,4981.922467056988
12.67,4982.88869279822
12.68,4983.819910306499
12.69,4984.71693266278
12.7,4985.580572948017
12.71,4986.411644243161
12.72,4987.21095962917
12.73,4987.979332186995
12.74,4988.71757499759
12.75,4989.42650114191
12.76,4990.106923700908
12.77,4990.759655755538
12.78,4991.385510386751
12.79,4991.985300675506
12.8,4992.559839702753
12.81,4993.109940549446
12.82,4993.63641629654
12.83,4994.140080024989
12.84,4994.621744815745
12.85,4995.082223749763
12.86,4995.522329907997
12.87,4995.942876371399
12.88,4996.344676220926
12.89,4996.728542537528
12.9,4997.095288402161
12.91,4997.4457268957785
12.92,4997.780671099335
12.93,4998.100934093783
12.94,4998.407328960076
12.95,4998.700668779167
12.96,4998.981766632012
12.97,4999.2514355995645
12.98,4999.510488762779
12.99,4999.759739202605
13.0,5000.0
13.01,5000.231966001532
13.02,5000.4558591162295
