wind_speed,Iskra AT5-1
1.85,0.0055699731349406
1.86,0.0052035951073105
1.87,0.0048352956628461
1.88,0.0044653549027498
1.89,0.0040940529282241
1.9,0.0037216698404714
1.91,0.0033484857406941
1.92,0.0029747807300948
1.93,0.0026008349098759
1.94,0.0022269283812398
1.95,0.001853341245389
1.96,0.0014803536035259
1.97,0.001108245556853
1.98,0.0007372972065727
1.99,0.0003677886538876
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0002778111364017
2.8,0.0009551422822649
2.81,0.0016568815243244
2.82,0.0023833089637826
2.83,0.0031347047018419
2.84,0.0039113488397048
2.85,0.0047135214785737
2.86,0.0055415027196512
2.87,0.0063955726641395
2.88,0.0072760114132413
2.89,0.0081830990681589
2.9,0.0091171157300948
2.91,0.0100783415002514
2.92,0.0110670564798313
2.93,0.0120835407700368
2.94,0.0131280744720704
2.95,0.0142009376871347
2.96,0.0153024105164319
2.97,0.0164327730611646
2.98,0.0175923054225351
2.99,0.0187812877017462
3.0,0.02
3.01,0.0212486623172965
3.02,0.0225272542488262
3.03,0.0238356952885766
3.04,0.0251739049305355
3.05,0.0265418026686906
3.06,0.0279393079970297
3.07,0.0293663404095405
3.08,0.0308228194002108
3.09,0.0323086644630281
3.1,0.0338237950919804
3.11,0.0353681307810553
3.12,0.0369415910242406
3.13,0.038544095315524
3.14,0.0401755631488933
3.15,0.0418359140183361
3.16,0.0435250674178404
3.17,0.0452429428413935
3.18,0.0469894597829836
3.19,0.0487645377365981
3.2,0.050568096196225
3.21,0.0524000546558517
3.22,0.0542603326094663
3.23,0.0561488495510563
3.24,0.0580655249746096
3.25,0.0600102783741137
3.26,0.0619830292435565
3.27,0.0639836970769258
3.28,0.0660122013682092
3.29,0.0680684616113946
3.3,0.0701523973004695
3.31,0.0722639279294218
3.32,0.0744029729922391
3.33,0.0765694519829094
3.34,0.0787632843954201
3.35,0.0809843897237593
3.36,0.0832326874619143
3.37,0.0855080971038732
3.38,0.0878105381436236
3.39,0.0901399300751533
3.4,0.0924961923924499
3.41,0.0948792445895013
3.42,0.0972890061602951
3.43,0.0997253965988192
3.44,0.102188335399061
3.45,0.1046777420550087
3.46,0.1071935360606496
3.47,0.1097356369099718
3.48,0.1123039640969627
3.49,0.1148984371156104
3.5,0.1175189754599023
3.51,0.1201654986238263
3.52,0.1228379261013701
3.53,0.1255361773865214
3.54,0.1282601719732682
3.55,0.1310098293555978
3.56,0.1337850690274983
3.57,0.1365858104829573
3.58,0.1394119732159625
3.59,0.1422634767205016
3.6,0.1451402404905625
3.61,0.1480421840201327
3.62,0.1509692268032002
3.63,0.1539212883337525
3.64,0.1568982881057776
3.65,0.159900145613263
3.66,0.1629267803501965
3.67,0.1659781118105658
3.68,0.1690540594883589
3.69,0.172154542877563
3.7,0.1752794814721664
3.71,0.1784287947661565
3.72,0.1816024022535212
3.73,0.1848002234282481
3.74,0.1880221777843252
3.75,0.1912681848157398
3.76,0.1945381640164798
3.77,0.1978320348805333
3.78,0.2011497169018875
3.79,0.2044911295745306
3.8,0.2078561923924499
3.81,0.2112448248496336
3.82,0.214656946440069
3.83,0.2180924766577442
3.84,0.2215513349966466
3.85,0.2250334409507642
3.86,0.2285387140140846
3.87,0.2320670736805956
3.88,0.2356184394442848
3.89,0.2391927307991402
3.9,0.2427898672391492
3.91,0.2464097682582999
3.92,0.2500523533505798
3.93,0.2537175420099767
3.94,0.2574052537304782
3.95,0.2611154080060723
3.96,0.2648479243307465
3.97,0.2686027221984887
3.98,0.2723797211032864
3.99,0.2761788405391278
4.0,0.28
4.01,0.2838431219818486
4.02,0.2877081409884476
4.03,0.2915949945255293
4.04,0.2955036200988243
4.05,0.299433955214065
4.06,0.303385937376983
4.07,0.30735950409331
4.08,0.3113545928687774
4.09,0.315371141209117
4.1,0.3194090866200605
4.11,0.3234683666073398
4.12,0.3275489186766862
4.13,0.3316506803338312
4.14,0.335773589084507
4.15,0.3399175824344453
4.16,0.3440825978893772
4.17,0.3482685729550347
4.18,0.3524754451371494
4.19,0.3567031519414534
4.2,0.3609516308736776
4.21,0.3652208194395541
4.22,0.3695106551448144
4.23,0.3738210754951908
4.24,0.378152017996414
4.25,0.3825034201542162
4.26,0.3868752194743289
4.27,0.391267353462484
4.28,0.3956797596244133
4.29,0.4001123754658479
4.3,0.4045651384925197
4.31,0.4090379862101606
4.32,0.4135308561245023
4.33,0.4180436857412761
4.34,0.4225764125662135
4.35,0.4271289741050468
4.36,0.4317013078635077
4.37,0.4362933513473273
4.38,0.4409050420622373
4.39,0.4455363175139697
4.4,0.4501871152082566
4.41,0.4548573726508286
4.42,0.4595470273474179
4.43,0.4642560168037562
4.44,0.4689842785255755
4.45,0.4737317500186066
4.46,0.4784983687885819
4.47,0.4832840723412326
4.48,0.4880887981822912
4.49,0.4929124838174884
4.5,0.4977550667525561
4.51,0.5026164844932264
4.52,0.5074966745452304
4.53,0.5123955744143006
4.54,0.5173131216061676
4.55,0.5222492536265637
4.56,0.5272039079812204
4.57,0.5321770221758699
4.58,0.5371685337162431
4.59,0.5421783801080718
4.6,0.5472064988570879
4.61,0.5522528274690235
4.62,0.5573173034496093
4.63,0.5623998643045776
4.64,0.5675004475396596
4.65,0.5726189906605877
4.66,0.577755431173093
4.67,0.5829097065829072
4.68,0.5880817543957622
4.69,0.5932715121173899
4.7,0.5984789172535212
4.71,0.6037039073098882
4.72,0.6089464197922225
4.73,0.6142063922062564
4.74,0.6194837620577205
4.75,0.6247784668523471
4.76,0.6300904440958675
4.77,0.6354196312940139
4.78,0.6407659659525181
4.79,0.6461293855771105
4.8,0.651509827673524
4.81,0.6569072297474898
4.82,0.66232152930474
4.83,0.6677526638510058
4.84,0.6732005708920186
4.85,0.6786651879335106
4.86,0.6841464524812139
4.87,0.689644302040859
4.88,0.6951586741181783
4.89,0.7006895062189032
4.9,0.7062367358487662
4.91,0.7118003005134975
4.92,0.7173801377188298
4.93,0.7229761849704944
4.94,0.7285883797742236
4.95,0.734216659635748
4.96,0.7398609620608
4.97,0.745521224555111
4.98,0.7511973846244133
4.99,0.7568893797744375
5.0,0.7625971475109159
5.01,0.7683206253395798
5.02,0.7740597507661612
5.03,0.7798144612963923
5.04,0.7855846944360035
5.05,0.7913703876907275
5.06,0.7971714785662954
5.07,0.8029879045684396
5.08,0.8088196032028908
5.09,0.814666511975381
5.1,0.8205285683916419
5.11,0.826405709957406
5.12,0.8322978741784037
5.13,0.8382049985603671
5.14,0.844127020609028
5.15,0.8500638778301186
5.16,0.8560155077293693
5.17,0.8619818478125125
5.18,0.86796283558528
5.19,0.8739584085534037
5.2,0.8799685042226145
5.21,0.8859930600986444
5.22,0.8920320136872251
5.23,0.8980853024940886
5.24,0.904152864024966
5.25,0.910234635785589
5.26,0.9163305552816898
5.27,0.9224405600189994
5.28,0.9285645875032508
5.29,0.9347025752401736
5.3,0.940854460735501
5.31,0.947020181494964
5.32,0.9531996750242954
5.33,0.9593928788292252
5.34,0.9655997304154856
5.35,0.9718201672888088
5.36,0.9780541269549268
5.37,0.98430154691957
5.38,0.9905623646884708
5.39,0.9968365177673604
5.4,1.003123943661972
5.41,1.009424579878035
5.42,1.0157383639212825
5.43,1.0220652332974458
5.44,1.028405125512257
5.45,1.034757978071447
5.46,1.0411237284807482
5.47,1.0475023142458917
5.48,1.0538936728726098
5.49,1.0602977418666335
5.5,1.0667144587336943
5.51,1.073143760979525
5.52,1.079585586109856
5.53,1.08603987163042
5.54,1.092506555046948
5.55,1.098985573865172
5.56,1.1054768655908231
5.57,1.1119803677296345
5.58,1.118496017787336
5.59,1.1250237532696596
5.6,1.1315635116823382
5.61,1.138115230531103
5.62,1.1446788473216851
5.63,1.1512542995598158
5.64,1.157841524751228
5.65,1.164440460401653
5.66,1.1710510440168218
5.67,1.1776732131024663
5.68,1.1843069051643187
5.69,1.1909520577081107
5.7,1.1976086082395732
5.71,1.2042764942644384
5.72,1.2109556532884376
5.73,1.2176460228173034
5.74,1.224347540356766
5.75,1.2310601434125583
5.76,1.2377837694904117
5.77,1.2445183560960569
5.78,1.2512638407352277
5.79,1.2580201609136532
5.8,1.2647872541370668
5.81,1.2715650579111994
5.82,1.2783535097417835
5.83,1.28515254713455
5.84,1.2919621075952306
5.85,1.298782128629557
5.86,1.305612547743262
5.87,1.3124533024420757
5.88,1.31930433023173
5.89,1.3261655686179568
5.9,1.333036955106489
5.91,1.3399184272030564
5.92,1.3468099224133914
5.93,1.3537113782432255
5.94,1.360622732198291
5.95,1.3675439217843193
5.96,1.3744748845070414
5.97,1.3814155578721898
5.98,1.3883658793854965
5.99,1.3953257865526911
6.0,1.4022952168795075
6.01,1.4092741078716766
6.02,1.4162623970349295
6.03,1.4232600218749998
6.04,1.4302669198976166
6.05,1.4372830286085123
6.06,1.4443082855134195
6.07,1.45134262811807
6.08,1.4583859939281945
6.09,1.4654383204495245
6.1,1.4724995451877922
6.11,1.4795696056487302
6.12,1.4866484393380688
6.13,1.4937359837615396
6.14,1.5008321764248749
6.15,1.5079369548338069
6.16,1.5150502564940658
6.17,1.5221720189113843
6.18,1.5293021795914936
6.19,1.5364406760401264
6.2,1.5435874457630128
6.21,1.550742426265885
6.22,1.5579055550544754
6.23,1.565076769634516
6.24,1.5722560075117364
6.25,1.5794432061918702
6.26,1.5866383031806477
6.27,1.5938412359838012
6.28,1.6010519421070637
6.29,1.608270359056164
6.3,1.6154964243368366
6.31,1.6227300754548113
6.32,1.6299712499158203
6.33,1.637219885225596
6.34,1.6444759188898683
6.35,1.6517392884143711
6.36,1.659009931304835
6.37,1.6662877850669913
6.38,1.6735727872065718
6.39,1.6808648752293085
6.4,1.6881639866409337
6.41,1.6954700589471774
6.42,1.702783029653772
6.43,1.7101028362664494
6.44,1.717429416290942
6.45,1.7247627072329803
6.46,1.7321026465982965
6.47,1.7394491718926215
6.48,1.7468022206216884
6.49,1.754161730291228
6.5,1.7615276384069711
6.51,1.7688998824746516
6.52,1.7762783999999987
6.53,1.7836631284887463
6.54,1.7910540054466244
6.55,1.798450968379365
6.56,1.8058539547927008
6.57,1.8132629021923623
6.58,1.8206777480840817
6.59,1.82809842997359
6.6,1.83552488536662
6.61,1.842957051768904
6.62,1.8503948666861705
6.63,1.8578382676241536
6.64,1.8652871920885843
6.65,1.872741577585196
6.66,1.8802013616197173
6.67,1.8876664816978816
6.68,1.8951368753254207
6.69,1.9026124800080664
6.7,1.9100932332515488
6.71,1.917579072561601
6.72,1.9250699354439549
6.73,1.9325657594043415
6.74,1.940066481948493
6.75,1.9475720405821395
6.76,1.9550823728110147
6.77,1.9625974161408488
6.78,1.9701171080773752
6.79,1.9776413861263231
6.8,1.9851701877934256
6.81,1.992703450584415
6.82,2.0002411120050225
6.83,2.0077831095609784
6.84,2.0153293807580166
6.85,2.0228798631018665
6.86,2.030434494098262
6.87,2.037993211252933
6.88,2.045555952071612
6.89,2.0531226540600302
6.9,2.0606932547239207
6.91,2.068267691569013
6.92,2.0758459021010403
6.93,2.0834278238257333
6.94,2.0910133942488254
6.95,2.098602550876046
6.96,2.106195231213128
6.97,2.113791372765802
6.98,2.1213909130398028
6.99,2.128993789540858
7.0,2.136599939774701
7.01,2.1442093012470647
7.02,2.1518218114636785
7.03,2.159437407930276
7.04,2.167056028152588
7.05,2.1746776096363454
7.06,2.1823020898872816
7.07,2.189929406411128
7.08,2.1975594967136143
7.09,2.205192298300473
7.1,2.2128277486774373
7.11,2.220465785350238
7.12,2.228106345824606
7.13,2.235749367606274
7.14,2.243394788200973
7.15,2.251042545114436
7.16,2.258692575852392
7.17,2.266344817920575
7.18,2.273999208824716
7.19,2.2816556860705464
7.2,2.2893141871637974
7.21,2.2969746496102026
7.22,2.3046370109154912
7.23,2.3123012085853976
7.24,2.319967180125651
7.25,2.327634863041984
7.26,2.3353041948401274
7.27,2.342975113025815
7.28,2.3506475551047767
7.29,2.358321458582745
7.3,2.36599676096545
7.31,2.3736733997586263
7.32,2.381351312468004
7.33,2.3890304365993136
7.34,2.3967107096582883
7.35,2.404392069150659
7.36,2.4120744525821585
7.37,2.4197577974585167
7.38,2.4274420412854667
7.39,2.4351271215687387
7.4,2.4428129758140678
7.41,2.450499541527181
7.42,2.458186756213812
7.43,2.4658745573796934
7.44,2.4735628825305565
7.45,2.481251669172132
7.46,2.488940854810152
7.47,2.4966303769503484
7.48,2.504320173098453
7.49,2.5120101807601976
7.5,2.5197003374413134
7.51,2.5273905806475305
7.52,2.5350808478845845
7.53,2.542771076658205
7.54,2.550461204474122
7.55,2.558151168838069
7.56,2.5658409072557777
7.57,2.57353035723298
7.58,2.581219456275406
7.59,2.5889081418887887
7.6,2.5965963515788597
7.61,2.604284022851349
7.62,2.6119710932119915
7.63,2.619657500166516
7.64,2.627343181220655
7.65,2.6350280738801417
7.66,2.6427121156507054
7.67,2.6503952440380787
7.68,2.6580773965479936
7.69,2.665758510686182
7.7,2.6734385239583744
7.71,2.681117373870304
7.72,2.6887949979277
7.73,2.696471333636298
7.74,2.704146318501825
7.75,2.711819890030017
7.76,2.7194919857266022
7.77,2.727162543097315
7.78,2.734831499647885
7.79,2.742498792884046
7.8,2.7501643603115267
7.81,2.7578281394360613
7.82,2.7654900677633814
7.83,2.773150082799217
7.84,2.780808122049301
7.85,2.788464123019364
7.86,2.7961180232151395
7.87,2.803769760142357
7.88,2.8114192713067503
7.89,2.819066494214049
7.9,2.8267113663699868
7.91,2.834353825280294
7.92,2.841993808450703
7.93,2.849631253386944
7.94,2.8572660975947506
7.95,2.864898278579853
7.96,2.872527733847984
7.97,2.880154400904874
7.98,2.8877782172562574
7.99,2.895399120407862
8.0,2.903017047865422
8.01,2.910631937134669
8.02,2.9182437257213323
8.03,2.9258523511311467
8.04,2.9334577508698425
8.05,2.9410598624431525
8.06,2.948658623356806
8.07,2.956253971116536
8.08,2.963845843228074
8.09,2.971434177197152
8.1,2.979018910529501
8.11,2.986599980730854
8.12,2.994177325306941
8.13,3.001750881763497
8.14,3.0093205876062488
8.15,3.0168863803409303
8.16,3.0244481974732733
8.17,3.032005976509009
8.18,3.0395596549538717
8.19,3.047109170313589
8.2,3.054654460093894
8.21,3.0621954618005205
8.22,3.0697321129391986
8.23,3.0772643510156588
8.24,3.084792113535634
8.25,3.092315338004856
8.26,3.099833961929056
8.27,3.1073479228139647
8.28,3.114857158165316
8.29,3.12236160548884
8.3,3.129861202290271
8.31,3.137355886075337
8.32,3.1448455943497704
8.33,3.1523302646193043
8.34,3.15980983438967
8.35,3.167284241166598
8.36,3.174753422455821
8.37,3.182217315763071
8.38,3.1896758585940805
8.39,3.197128988454578
8.4,3.2045766428502978
8.41,3.21201875928697
8.42,3.219455275270328
8.43,3.2268861283061017
8.44,3.234311255900024
8.45,3.2417305955578253
8.46,3.2491440847852404
8.47,3.2565516610879977
8.48,3.263953261971829
8.49,3.271348824942467
8.5,3.278738287505643
8.51,3.286121587167091
8.52,3.2934986614325386
8.53,3.30086944780772
8.54,3.3082338837983656
8.55,3.3155919069102096
8.56,3.32294345464898
8.57,3.330288464520411
8.58,3.337626874030234
8.59,3.34495862068418
8.6,3.35228364198798
8.61,3.359601875447367
8.62,3.366913258568072
8.63,3.374217728855829
8.64,3.3815152238163657
8.65,3.388805680955416
8.66,3.396089037778712
8.67,3.403365231791983
8.68,3.410634200500963
8.69,3.4178958814113827
8.7,3.425150212028974
8.71,3.43239712985947
8.72,3.4396365724086
8.73,3.446868477182096
8.74,3.454092781685691
8.75,3.4613094234251145
8.76,3.468518339906101
8.77,3.475719468634381
8.78,3.4829127471156847
8.79,3.4900981128557462
8.8,3.4972755033602967
8.81,3.5044448561350654
8.82,3.511606108685786
8.83,3.5187591985181905
8.84,3.5259040631380096
8.85,3.5330406400509755
8.86,3.5401688667628197
8.87,3.547288680779274
8.88,3.55440001960607
8.89,3.561502820748939
8.9,3.5685970217136136
8.91,3.575682560005824
8.92,3.582759373131303
8.93,3.589827398595782
8.94,3.596886573904993
8.95,3.6039368365646665
8.96,3.610978124080536
8.97,3.618010373958332
8.98,3.625033523703786
8.99,3.6320475108226296
9.0,3.639052272820595
9.01,3.6460477472034136
9.02,3.6530338714768176
9.03,3.660010583146538
9.04,3.666977819718307
9.05,3.673935518697857
9.06,3.6808836175909194
9.07,3.687822053903222
9.08,3.6947507651405007
9.09,3.701669688808487
9.1,3.70857876241291
9.11,3.715477923459505
9.12,3.722367109454
9.13,3.7292462579021306
9.14,3.7361153063096246
9.15,3.742974192182216
9.16,3.749822853025634
9.17,3.7566612263456136
9.18,3.763489249647885
9.19,3.77030686043818
9.2,3.7771139962222287
9.21,3.783910594505766
9.22,3.7906965927945206
9.23,3.797471928594225
9.24,3.804236539410611
9.25,3.810990362749411
9.26,3.817733336116356
9.27,3.824465397017178
9.28,3.831186482957607
9.29,3.837896531443377
9.3,3.844595479980221
9.31,3.8512832660738647
9.32,3.8579598272300455
9.33,3.864625100954492
9.34,3.871279024752937
9.35,3.8779215361311135
9.36,3.88455257259475
9.37,3.891172071649581
9.38,3.897779970801337
9.39,3.90437620755575
9.4,3.910960719418551
9.41,3.917533443895471
9.42,3.924094318492243
9.43,3.930643280714599
9.44,3.9371802680682713
9.45,3.9437052180589887
9.46,3.950218068192486
9.47,3.956718755974493
9.48,3.963207218910742
9.49,3.969683394506964
9.5,3.9761472202688894
9.51,3.9825986337022554
9.52,3.989037572312785
9.53,3.995463973606218
9.54,4.001877775088282
9.55,4.008278914264711
9.56,4.014667328641233
9.57,4.021042955723583
9.58,4.027405733017491
9.59,4.033755598028689
9.6,4.040092488262909
9.61,4.046416341225881
9.62,4.052727094423341
9.63,4.059024685361017
9.64,4.06530905154464
9.65,4.071580130479944
9.66,4.07783785967266
9.67,4.084082176628519
9.68,4.090313018853253
9.69,4.096530323852594
9.7,4.102734029132274
9.71,4.108924072198025
9.72,4.115100390555576
9.73,4.121262921710662
9.74,4.127411603169013
9.75,4.13354637243636
9.76,4.139667167018435
9.77,4.14577392442097
9.78,4.151866582149699
9.79,4.157945077710349
9.8,4.164009348608657
9.81,4.17005933235035
9.82,4.176094966441163
9.83,4.182116188386824
9.84,4.188122935693068
9.85,4.194115145865625
9.86,4.200092756410228
9.87,4.206055704832607
9.88,4.212003928638497
9.89,4.217937365333624
9.9,4.223855952423724
9.91,4.229759627414528
9.92,4.235648327811767
9.93,4.241521991121172
9.94,4.247380554848476
9.95,4.2532239564994105
9.96,4.259052133579708
9.97,4.264865023595098
9.98,4.270662564051314
9.99,4.276444692454085
10.0,4.282211346309145
10.01,4.287962463122227
10.02,4.293697980399059
10.03,4.299417835645375
10.04,4.305121966366907
10.05,4.310810310069387
10.06,4.316482804258543
10.07,4.32213938644011
10.08,4.327779994119819
10.09,4.333404564803402
10.1,4.33901303599659
10.11,4.344605345205116
10.12,4.350181429934708
10.13,4.355741227691103
10.14,4.361284675980029
10.15,4.366811712307218
10.16,4.372322274178402
10.17,4.3778162990993135
10.18,4.383293724575683
10.19,4.388754488113244
10.2,4.394198527217727
10.21,4.399625779394864
10.22,4.405036182150384
10.23,4.410429672990022
10.24,4.415806189419509
10.25,4.421165668944576
10.26,4.426508049070955
10.27,4.431833267304376
10.28,4.437141261150575
10.29,4.44243196811528
10.3,4.4477053257042245
10.31,4.452961271423138
10.32,4.458199742777753
10.33,4.4634206772738025
10.34,4.468624012417017
10.35,4.473809685713129
10.36,4.47897763466787
10.37,4.48412779678697
10.38,4.489260109576163
10.39,4.49437451054118
10.4,4.49947093718775
10.41,4.504549327021609
10.42,4.509609617548486
10.43,4.514651746274113
10.44,4.519675650704223
10.45,4.524681268344546
10.46,4.529668536700817
10.47,4.534637393278762
10.48,4.539587775584116
10.49,4.54451962112261
10.5,4.549432867399977
10.51,4.554327451921947
10.52,4.559203312194253
10.53,4.564060385722625
10.54,4.568898610012796
10.55,4.573717922570498
10.56,4.578518260901462
10.57,4.583299562511419
10.58,4.588061764906103
10.59,4.592804805591241
10.6,4.59752862207257
10.61,4.602233151855819
10.62,4.606918332446719
10.63,4.611584101351005
10.64,4.616230396074405
10.65,4.620857154122652
10.66,4.625464313001476
10.67,4.630051810216614
10.68,4.634619583273791
10.69,4.639167569678743
10.7,4.6436957069372005
10.71,4.648203932554894
10.72,4.652692184037558
10.73,4.657160398890921
10.74,4.661608514620716
10.75,4.666036468732676
10.76,4.67044419873253
10.77,4.674831642126012
10.78,4.679198736418852
10.79,4.683545419116783
10.8,4.687871627725536
10.81,4.692177299750843
10.82,4.696462372698435
10.83,4.7007267840740425
10.84,4.704970471383401
10.85,4.70919337213224
10.86,4.71339542382629
10.87,4.717576563971284
10.88,4.721736730072954
10.89,4.72587585963703
10.9,4.729993890169246
10.91,4.734090759175332
10.92,4.73816640416102
10.93,4.742220762632041
10.94,4.746253772094129
10.95,4.750265370053012
10.96,4.7542554940144255
10.97,4.7582240814841
10.98,4.762171069967765
10.99,4.766096396971155
11.0,4.77
11.01,4.773881796636066
11.02,4.777741624765257
11.03,4.781579302349514
11.04,4.7853946473507705
11.05,4.789187477730969
11.06,4.792957611452045
11.07,4.796704866475939
11.08,4.8004290607645865
11.09,4.80413001227993
11.1,4.807807538983902
11.11,4.811461458838448
11.12,4.8150915898054985
11.13,4.818697749846999
11.14,4.822279756924882
11.15,4.82583742900109
11.16,4.829370584037558
11.17,4.832879039996226
11.18,4.836362614839033
11.19,4.839821126527917
11.2,4.843254393024814
11.21,4.846662232291667
11.22,4.850044462290409
11.23,4.853400900982981
11.24,4.856731366331322
11.25,4.860035676297367
11.26,4.863313648843057
11.27,4.866565101930332
11.28,4.869789853521127
11.29,4.87298772157738
11.3,4.876158524061032
11.31,4.87930207893402
11.32,4.882418204158283
11.33,4.885506717695757
11.34,4.888567437508383
11.35,4.891600181558099
11.36,4.8946047678068405
11.37,4.897581014216548
11.38,4.900528738749161
11.39,4.903447759366617
11.4,4.906337894030853
11.41,4.909198960703805
11.42,4.912030777347417
11.43,4.914833161923625
11.44,4.917605932394366
11.45,4.920348906721579
11.46,4.923061902867205
11.47,4.925744738793175
11.48,4.928397232461435
11.49,4.93101920183392
11.5,4.933610464872569
11.51,4.936170839539319
11.52,4.93870014379611
11.53,4.941198195604878
11.54,4.943664812927566
11.55,4.946099813726105
11.56,4.948503015962441
11.57,4.950874237598508
11.58,4.953213296596243
11.59,4.9555200109175885
11.6,4.957794198524481
11.61,4.9600356773788565
11.62,4.962244265442656
11.63,4.964419780677817
11.64,4.966562041046278
11.65,4.968670864509976
11.66,4.970746069030852
11.67,4.972787472570842
11.68,4.974794893091885
11.69,4.976768148555919
11.7,4.978707056924883
11.71,4.980611436160715
11.72,4.982481104225353
11.73,4.984315879080735
11.74,4.9861155786888
11.75,4.9878800210114855
11.76,4.989609024010732
11.77,4.991302405648475
11.78,4.992959983886653
11.79,4.994581576687208
11.8,4.996167002012073
11.81,4.99771607782319
11.82,4.999228622082496
11.83,5.000704452751928
11.84,5.002143387793427
11.85,5.00354524516893
11.86,5.004909842840376
11.87,5.006236998769703
11.88,5.007526530918847
11.89,5.008778257249748
11.9,5.009991995724346
11.91,5.0111675643045785
11.92,5.012304780952381
11.93,5.013403463629696
11.94,5.0144634302984565
11.95,5.015484498920607
11.96,5.016466487458082
11.97,5.017409213872821
11.98,5.018312496126761
11.99,5.019176152181841
12.0,5.02
12.01,5.020784007445926
12.02,5.021528741995305
12.03,5.022234921026575
12.04,5.022903261918176
12.05,5.023534482048542
12.06,5.02412929879611
12.07,5.02468842953932
12.08,5.025212591656607
12.09,5.025702502526409
12.1,5.026158879527164
12.11,5.0265824400373065
12.12,5.026973901435279
12.13,5.027333981099513
12.14,5.0276633964084505
12.15,5.027962864740529
12.16,5.028233103474177
12.17,5.028474829987845
12.18,5.02868876165996
12.19,5.028875615868964
12.2,5.029036109993294
12.21,5.029170961411387
12.22,5.0292808875016775
12.23,5.029366605642607
12.24,5.029428833212609
12.25,5.029468287590124
12.26,5.029485686153588
12.27,5.029481746281438
12.28,5.029457185352113
12.29,5.029412720744048
12.3,5.02934906983568
12.31,5.02926695000545
12.32,5.029167078631791
12.33,5.029050173093143
12.34,5.028916950767941
12.35,5.028768129034625
12.36,5.02860442527163
12.37,5.0284265568573945
12.38,5.028235241170355
12.39,5.028031195588951
12.4,5.027815137491617
12.41,5.027587784256791
12.42,5.027349853262911
12.43,5.027102061888415
12.44,5.026845127511738
12.45,5.0265797675113175
