wind_speed,Nordex N90 Beta
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,1.0574054549501213
3.52,2.1419864070072627
3.53,3.252918353278272
3.54,4.389376790870222
3.55,5.550537216889972
3.56,6.73557512844458
3.57,7.943666022640917
3.58,9.173985396586042
3.59,10.425708747386809
3.6,11.698011572150302
3.61,12.990069367983354
3.62,14.301057631993048
3.63,15.630151861286246
3.64,16.976527552970005
3.65,18.33936020415118
3.66,19.71782531193685
3.67,21.11109837343386
3.68,22.51835488574929
3.69,23.938770345989987
3.7,25.371520251263025
3.71,26.81578009867526
3.72,28.27072538533376
3.73,29.73553160834537
3.74,31.209374264817185
3.75,32.69142885185603
3.76,34.18087086656894
3.77,35.67687580606294
3.78,37.17861916744485
3.79,38.68527644782178
3.8,40.19602314430055
3.81,41.71003475398827
3.82,43.22648677399175
3.83,44.74455470141808
3.84,46.26341403337413
3.85,47.782240266966966
3.86,49.3002088993034
3.87,50.816495427490565
3.88,52.33027534863526
3.89,53.84072415984461
3.9,55.34701735822543
3.91,56.84833044088481
3.92,58.34383890492957
3.93,59.832718247466815
3.94,61.314143965603385
3.95,62.78729155644638
3.96,64.25133651710262
3.97,65.70545434467918
3.98,67.14882053628291
3.99,68.5806105890209
4.0,70.0
4.01,71.40634044922025
4.02,72.79968834825382
4.03,74.18027629156599
4.04,75.54833687362174
4.05,76.90410268888635
4.06,78.24780633182505
4.07,79.57968039690307
4.08,80.89995747858545
4.09,82.20887017133742
4.1,83.50665106962423
4.11,84.79353276791115
4.12,86.06974786066314
4.13,87.33552894234549
4.14,88.59110860742344
4.15,89.83671945036221
4.16,91.07259406562684
4.17,92.2989650476826
4.18,93.51606499099464
4.19,94.72412649002833
4.2,95.9233821392486
4.21,97.11406453312074
4.22,98.29640626610993
4.23,99.47063993268146
4.24,100.6369981273004
4.25,101.7957134444319
4.26,102.94701847854124
4.27,104.09114582409362
4.28,105.22832807555426
4.29,106.3587978273882
4.3,107.4827876740607
4.31,108.60053021003694
4.32,109.71225802978223
4.33,110.81820372776156
4.34,111.91859989844022
4.35,113.0136791362834
4.36,114.10367403575636
4.37,115.1888171913241
4.38,116.26934119745192
4.39,117.345478648605
4.4,118.41746213924858
4.41,119.48552426384778
4.42,120.54989761686775
4.43,121.61081479277374
4.44,122.66850838603106
4.45,123.72321099110462
4.46,124.7751552024598
4.47,125.8245736145617
4.48,126.87169882187568
4.49,127.9167634188667
4.5,128.96
4.51,130.00163370816873
4.52,131.0418598799772
4.53,132.08086640045792
4.54,133.1188411546429
4.55,134.1559720275645
4.56,135.19244690425504
4.57,136.22845366974695
4.58,137.26418020907226
4.59,138.2998144072634
4.6,139.33554414935256
4.61,140.37155732037226
4.62,141.40804180535451
4.63,142.44518548933172
4.64,143.48317625733614
4.65,144.52220199440018
4.66,145.56245058555592
4.67,146.6041099158358
4.68,147.647367870272
4.69,148.69241233389695
4.7,149.73943119174285
4.71,150.7886123288419
4.72,151.8401436302265
4.73,152.894212980929
4.74,153.9510082659815
4.75,155.01071737041642
4.76,156.07352817926596
4.77,157.13962857756246
4.78,158.2092064503383
4.79,159.28244968262558
4.8,160.35954615945664
4.81,161.44068376586384
4.82,162.52605038687946
4.83,163.61583390753574
4.84,164.71022221286492
4.85,165.8094031878994
4.86,166.91356471767142
4.87,168.0228946872132
4.88,169.1375809815571
4.89,170.25781148573537
4.9,171.3837740847804
4.91,172.51565666372431
4.92,173.65364710759945
4.93,174.79793330143812
4.94,175.94870313027272
4.95,177.1061444791353
4.96,178.2704452330583
4.97,179.44179327707397
4.98,180.62037649621476
4.99,181.8063827755126
5.0,183.0
5.01,184.20138340806537
5.02,185.4105576515216
5.03,186.6275147355378
5.04,187.8522466652829
5.05,189.084745445926
5.06,190.32500308263613
5.07,191.57301158058243
5.08,192.8287629449338
5.09,194.09224918085928
5.1,195.36346229352804
5.11,196.6423942881092
5.12,197.9290371697715
5.13,199.22338294368416
5.14,200.52542361501625
5.15,201.8351511889369
5.16,203.1525576706149
5.17,204.47763506521943
5.18,205.8103753779196
5.19,207.15077061388448
5.2,208.49881277828285
5.21,209.85449387628395
5.22,211.21780591305688
5.23,212.58874089377068
5.24,213.96729082359417
5.25,215.3534477076966
5.26,216.7472035512469
5.27,218.1485503594143
5.28,219.55748013736772
5.29,220.97398489027617
5.3,222.39805662330875
5.31,223.82968734163444
5.32,225.26886905042244
5.33,226.7155937548416
5.34,228.16985346006103
5.35,229.63164017124987
5.36,231.10094589357712
5.37,232.5777626322117
5.38,234.0620823923227
5.39,235.55389717907929
5.4,237.05319899765053
5.41,238.5599798532052
5.42,240.07423175091267
5.43,241.5959466959417
5.44,243.1251166934616
5.45,244.6617337486412
5.46,246.2057898666496
5.47,247.7572770526559
5.48,249.31618731182925
5.49,250.8825126493384
5.5,252.4562450703526
5.51,254.0373765800408
5.52,255.62589918357205
5.53,257.22180488611565
5.54,258.8250856928403
5.55,260.4357336089151
5.56,262.0537406395093
5.57,263.6790987897918
5.58,265.3118000649316
5.59,266.9518364700978
5.6,268.5992000104595
5.61,270.25388269118577
5.62,271.9158765174455
5.63,273.5851734944078
5.64,275.2617656272417
5.65,276.94564492111635
5.66,278.6368033812007
5.67,280.33523301266376
5.68,282.0409258206747
5.69,283.7538738104025
5.7,285.4740689870161
5.71,287.2015033556847
5.72,288.9361689215771
5.73,290.6780576898629
5.74,292.42716166571057
5.75,294.1834728542893
5.76,295.94698326076826
5.77,297.7176848903164
5.78,299.4955697481029
5.79,301.28062983929664
5.8,303.0728571690666
5.81,304.872243742582
5.82,306.67878156501206
5.83,308.4924626415253
5.84,310.3132789772912
5.85,312.1412225774786
5.86,313.9762854472567
5.87,315.81845959179446
5.88,317.6677370162608
5.89,319.5241097258249
5.9,321.387569725656
5.91,323.2581090209227
5.92,325.13571961679435
5.93,327.0203935184398
5.94,328.9121227310285
5.95,330.810899259729
5.96,332.7167151097105
5.97,334.6295622861422
5.98,336.5494327941932
5.99,338.4763186390322
6.0,340.4102118258284
6.01,342.3511043597509
6.02,344.2989882459687
6.03,346.2538554896511
6.04,348.2156980959667
6.05,350.1845080700847
6.06,352.16027741717426
6.07,354.14299814240456
6.08,356.13266225094424
6.09,358.1292617479625
6.1,360.13278863862854
6.11,362.1432349281114
6.12,364.1605926215799
6.13,366.18485372420326
6.14,368.2160102411504
6.15,370.25405417759066
6.16,372.2989775386927
6.17,374.3507723296257
6.18,376.40943055555874
6.19,378.4749442216611
6.2,380.54730533310135
6.21,382.6265058950488
6.22,384.7125379126724
6.23,386.80539339114137
6.24,388.9050643356246
6.25,391.0115427512912
6.26,393.1248206433101
6.27,395.2448900168504
6.28,397.3717428770816
6.29,399.5053712291719
6.3,401.6457670782909
6.31,403.7929224296075
6.32,405.9468292882908
6.33,408.1074796595098
6.34,410.27486554843335
6.35,412.4489789602309
6.36,414.62981190007145
6.37,416.8173563731236
6.38,419.01160438455673
6.39,421.2125479395398
6.4,423.4201790432421
6.41,425.63448970083226
6.42,427.85547191747946
6.43,430.0831176983529
6.44,432.3174190486218
6.45,434.5583679734546
6.46,436.8059564780208
6.47,439.0601765674891
6.48,441.3210202470293
6.49,443.5884795218095
6.5,445.8625463969992
6.51,448.1432128777674
6.52,450.4304709692832
6.53,452.7243126767158
6.54,455.0247300052338
6.55,457.3317149600065
6.56,459.6452595462029
6.57,461.96535576899225
6.58,464.29199563354337
6.59,466.6251711450252
6.6,468.9648743086071
6.61,471.311097129458
6.62,473.66383161274666
6.63,476.02306976364247
6.64,478.3888035873144
6.65,480.7610250889316
6.66,483.1397262736628
6.67,485.5248991466772
6.68,487.9165357131438
6.69,490.314627978232
6.7,492.71916794711024
6.71,495.130147624948
6.72,497.5475590169142
6.73,499.9713941281781
6.74,502.4016449639082
6.75,504.838303529274
6.76,507.2813618294443
6.77,509.73081186958825
6.78,512.1866456548754
6.79,514.6488551904739
6.8,517.1174324815531
6.81,519.5923695332823
6.82,522.0736583508307
6.83,524.5612909393665
6.84,527.0552593040595
6.85,529.5555554500785
6.86,532.0621713825927
6.87,534.575099106771
6.88,537.0943306277821
6.89,539.6198579507957
6.9,542.1516730809807
6.91,544.6897680235057
6.92,547.2341347835401
6.93,549.7847653662528
6.94,552.3416517768133
6.95,554.9047860203898
6.96,557.4741601021522
6.97,560.0497660272688
6.98,562.6315958009093
6.99,565.2196414282422
7.0,567.8138949144368
7.01,570.4143482646623
7.02,573.0209934840873
7.03,575.6338225778816
7.04,578.2528275512135
7.05,580.8780004092523
7.06,583.509333157167
7.07,586.146817800127
7.08,588.7904463433007
7.09,591.4402107918577
7.1,594.0961031509668
7.11,596.7581154257972
7.12,599.4262396215174
7.13,602.1004677432971
7.14,604.7807917963052
7.15,607.4672037857107
7.16,610.1596957166824
7.17,612.8582595943898
7.18,615.5628874240015
7.19,618.2735712106869
7.2,620.9903029596147
7.21,623.7130746759543
7.22,626.4418783648745
7.23,629.1767060315444
7.24,631.9175496811331
7.25,634.6644013188095
7.26,637.4172529497428
7.27,640.1760965791019
7.28,642.9409242120562
7.29,645.7117278537744
7.3,648.4884995094253
7.31,651.2712311841786
7.32,654.0599148832031
7.33,656.8545426116675
7.34,659.6551063747412
7.35,662.461598177593
7.36,665.2740100253925
7.37,668.0923339233082
7.38,670.916561876509
7.39,673.7466858901644
7.4,676.5826979694434
7.41,679.4245901195147
7.42,682.2723543455477
7.43,685.1259826527112
7.44,687.9854670461746
7.45,690.8507995311064
7.46,693.721972112676
7.47,696.5989767960526
7.48,699.481805586405
7.49,702.3704504889022
7.5,705.2649035087131
7.51,708.1651566510071
7.52,711.0712019209531
7.53,713.9830313237203
7.54,716.9006368644777
7.55,719.8240105483939
7.56,722.7531443806383
7.57,725.6880303663803
7.58,728.6286605107882
7.59,731.5750268190316
7.6,734.5271212962792
7.61,737.4849359477005
7.62,740.4484627784641
7.63,743.4176937937392
7.64,746.3926209986947
7.65,749.3732363985
7.66,752.3595319983239
7.67,755.3514998033353
7.68,758.3491318187037
7.69,761.3524200495978
7.7,764.3613565011865
7.71,767.3759331786393
7.72,770.3961420871246
7.73,773.4219752318124
7.74,776.4534246178711
7.75,779.4904822504694
7.76,782.533140134777
7.77,785.5813902759627
7.78,788.6352246791959
7.79,791.6946353496448
7.8,794.7596142924791
7.81,797.8301535128678
7.82,800.9062450159802
7.83,803.9878808069844
7.84,807.0750528910503
7.85,810.1677532733464
7.86,813.2659739590424
7.87,816.3697069533071
7.88,819.4789442613092
7.89,822.5936778882176
7.9,825.7138998392022
7.91,828.8396021194314
7.92,831.9707767340742
7.93,835.1074156883001
7.94,838.249510987278
7.95,841.3970546361763
7.96,844.550038640165
7.97,847.7084550044121
7.98,850.8722957340883
7.99,854.0415528343608
8.0,857.2162183103997
8.01,860.3962841673738
8.02,863.5817424104519
8.03,866.7725850448035
8.04,869.9688040755975
8.05,873.1703915080031
8.06,876.377339347189
8.07,879.5896395983239
8.08,882.8072842665777
8.09,886.0302653571187
8.1,889.2585748751164
8.11,892.4922048257399
8.12,895.731147214158
8.13,898.9753940455403
8.14,902.2249373250548
8.15,905.4797690578712
8.16,908.7398812491584
8.17,912.0052659040858
8.18,915.2759150278218
8.19,918.551820625536
8.2,921.832974702397
8.21,925.1193692635748
8.22,928.4109963142372
8.23,931.707847859554
8.24,935.0099159046936
8.25,938.3171924548258
8.26,941.6296695151188
8.27,944.9473390907424
8.28,948.2701931868658
8.29,951.5982238086572
8.3,954.9314229612868
8.31,958.2697826499224
8.32,961.6132948797332
8.33,964.9619516558892
8.34,968.3157449835584
8.35,971.6746668679104
8.36,975.0387093141144
8.37,978.407864327339
8.38,981.7821239127544
8.39,985.1614800755274
8.4,988.5459248208288
8.41,991.9354501538272
8.42,995.3300480796914
8.43,998.7297106035908
8.44,1002.134429730694
8.45,1005.544197466171
8.46,1008.9590058151902
8.47,1012.3788467829204
8.48,1015.8037123745308
8.49,1019.2335945951904
8.5,1022.6684854500684
8.51,1026.108376944334
8.52,1029.5532610831558
8.53,1033.003129871703
8.54,1036.4579753151454
8.55,1039.9177894186516
8.56,1043.3825641873898
8.57,1046.85229162653
8.58,1050.3269637412404
8.59,1053.806572536691
8.6,1057.29111001805
8.61,1060.7805681904872
8.62,1064.2749390591714
8.63,1067.774214629272
8.64,1071.2783869059572
8.65,1074.787447894396
8.66,1078.3013895997583
8.67,1081.8202040272126
8.68,1085.343883181928
8.69,1088.872419069074
8.7,1092.4058036938188
8.71,1095.9440290613325
8.72,1099.4870871767837
8.73,1103.0349700453403
8.74,1106.587669672173
8.75,1110.1451780624498
8.76,1113.7074872213402
8.77,1117.2745891540137
8.78,1120.8464758656378
8.79,1124.4231393613834
8.8,1128.0045716464192
8.81,1131.5907647259132
8.82,1135.1817106050348
8.83,1138.7774012889531
8.84,1142.3778287828377
8.85,1145.9829850918568
8.86,1149.5928622211802
8.87,1153.2074521759766
8.88,1156.8267469614157
8.89,1160.450738582665
8.9,1164.079419044895
8.91,1167.712780353274
8.92,1171.3508145129708
8.93,1174.9935135291555
8.94,1178.6408694069962
8.95,1182.292874151662
8.96,1185.9495197683236
8.97,1189.6107982621477
8.98,1193.276701638304
8.99,1196.9472219019622
9.0,1200.622351058291
9.01,1204.3020811124595
9.02,1207.9864040696366
9.03,1211.6753119349914
9.04,1215.3687967136927
9.05,1219.0668504109112
9.06,1222.7694650318133
9.07,1226.4766325815694
9.08,1230.1883450653488
9.09,1233.90459448832
9.1,1237.625372855652
9.11,1241.3506721725144
9.12,1245.080484444076
9.13,1248.8148016755065
9.14,1252.553615871973
9.15,1256.2969190386464
9.16,1260.0447031806948
9.17,1263.7969603032875
9.18,1267.553682411594
9.19,1271.314861510783
9.2,1275.080489606023
9.21,1278.8505587024842
9.22,1282.625060805335
9.23,1286.4039879197437
9.24,1290.1873320508805
9.25,1293.9750852039135
9.26,1297.767239384013
9.27,1301.5637865963463
9.28,1305.3647188460843
9.29,1309.170028138395
9.3,1312.9797064784484
9.31,1316.7937458714125
9.32,1320.6121383224558
9.33,1324.4348758367487
9.34,1328.2619504194593
9.35,1332.0933540757574
9.36,1335.9290788108117
9.37,1339.7691166297911
9.38,1343.6134595378658
9.39,1347.4620995402026
9.4,1351.3150286419725
9.41,1355.172238848343
9.42,1359.0337221644847
9.43,1362.8994705955656
9.44,1366.769476146755
9.45,1370.6437308232223
9.46,1374.5222266301366
9.47,1378.404955572666
9.48,1382.2919096559804
9.49,1386.1830808852485
9.5,1390.0784612656394
9.51,1393.978042802322
9.52,1397.8818175004658
9.53,1401.7897773652394
9.54,1405.7019144018118
9.55,1409.6182206153533
9.56,1413.5386880110314
9.57,1417.463308594015
9.58,1421.3920743694744
9.59,1425.3249773425778
9.6,1429.262009518494
9.61,1433.2031629023932
9.62,1437.1484294994436
9.63,1441.0978013148151
9.64,1445.0512703536751
9.65,1449.008828621194
9.66,1452.97046812254
9.67,1456.936180862883
9.68,1460.9059588473915
9.69,1464.8797940812346
9.7,1468.8576785695818
9.71,1472.839604317602
9.72,1476.8255633304632
9.73,1480.8155476133356
9.74,1484.809549171388
9.75,1488.8075600097893
9.76,1492.8095721337086
9.77,1496.8155775483146
9.78,1500.8255682587771
9.79,1504.8395362702645
9.8,1508.8574735879467
9.81,1512.8793722169917
9.82,1516.9052241625689
9.83,1520.935021429847
9.84,1524.9687560239956
9.85,1529.006419950184
9.86,1533.0480052135804
9.87,1537.0935038193547
9.88,1541.1429077726757
9.89,1545.1962090787122
9.9,1549.2533997426326
9.91,1553.314471769607
9.92,1557.3794171648044
9.93,1561.4482279333934
9.94,1565.520896080543
9.95,1569.5974136114228
9.96,1573.6777725312018
9.97,1577.761964845048
9.98,1581.8499825581314
9.99,1585.9418176756208
10.0,1590.0374622026852
10.01,1594.1369081444936
10.02,1598.2401475062152
10.03,1602.3471722930192
10.04,1606.457974510074
10.05,1610.5725461625502
10.06,1614.6908792556148
10.07,1618.812965794438
10.08,1622.9387977841889
10.09,1627.0683672300352
10.1,1631.201666137148
10.11,1635.3386865106947
10.12,1639.4794203558458
10.13,1643.6238596777694
10.14,1647.7719964816347
10.15,1651.9238227726105
10.16,1656.079330555866
10.17,1660.23851183657
10.18,1664.4013586198923
10.19,1668.5678629110012
10.2,1672.7380167150664
10.21,1676.9118120372573
10.22,1681.089240882741
10.23,1685.2702952566883
10.24,1689.4549671642676
10.25,1693.6432486106478
10.26,1697.8351316009987
10.27,1702.0306081404888
10.28,1706.2296702342874
10.29,1710.4323098875627
10.3,1714.6385191054856
10.31,1718.8482898932225
10.32,1723.0616142559447
10.33,1727.2784841988205
10.34,1731.4988917270184
10.35,1735.722828845708
10.36,1739.9502875600583
10.37,1744.1812598752383
10.38,1748.415737796418
10.39,1752.6537133287643
10.4,1756.8951784774483
10.41,1761.1401252476371
10.42,1765.3885456445018
10.43,1769.64043167321
10.44,1773.8957753389311
10.45,1778.1545686468344
10.46,1782.41680360209
10.47,1786.6824722098647
10.48,1790.9515664753285
10.49,1795.2240784036503
10.5,1799.5
10.51,1803.7791195357795
10.52,1808.0604103473263
10.53,1812.342642037212
10.54,1816.624584208008
10.55,1820.9050064622852
10.56,1825.1826784026143
10.57,1829.4563696315677
10.58,1833.7248497517155
10.59,1837.9868883656288
10.6,1842.24125507588
10.61,1846.48671948504
10.62,1850.722051195679
10.63,1854.9460198103693
10.64,1859.157394931682
10.65,1863.354946162188
10.66,1867.5374431044568
10.67,1871.7036553610628
10.68,1875.852352534576
10.69,1879.982304227567
10.7,1884.0922800426072
10.71,1888.1810495822688
10.72,1892.2473824491208
10.73,1896.290048245737
10.74,1900.3078165746872
10.75,1904.2994570385424
10.76,1908.2637392398744
10.77,1912.1994327812547
10.78,1916.1053072652535
10.79,1919.980132294443
10.8,1923.8226774713944
10.81,1927.6317123986785
10.82,1931.4060066788657
10.83,1935.1443299145285
10.84,1938.8454517082373
10.85,1942.508141662564
10.86,1946.1311693800797
10.87,1949.7133044633547
10.88,1953.2533165149623
10.89,1956.7499751374712
10.9,1960.202049933454
10.91,1963.6083105054825
10.92,1966.9675264561256
10.93,1970.2784673879569
10.94,1973.539902903546
10.95,1976.7506026054648
10.96,1979.9093360962856
10.97,1983.0148729785783
10.98,1986.0659828549133
10.99,1989.061435327864
11.0,1992.0
11.01,1994.8809328378584
11.02,1997.705435263833
11.03,2000.475195064286
11.04,2003.191900025577
11.05,2005.8572379340671
11.06,2008.4728965761155
11.07,2011.0405637380832
11.08,2013.5619272063304
11.09,2016.0386747672176
11.1,2018.472494207105
11.11,2020.8650733123532
11.12,2023.218099869323
11.13,2025.5332616643736
11.14,2027.8122464838664
11.15,2030.0567421141625
11.16,2032.26843634162
11.17,2034.4490169526
11.18,2036.600171733464
11.19,2038.723588470572
11.2,2040.820954950284
11.21,2042.8939589589604
11.22,2044.944288282961
11.23,2046.9736307086475
11.24,2048.983674022379
11.25,2050.976106010517
11.26,2052.952614459421
11.27,2054.914887155453
11.28,2056.8646118849706
11.29,2058.803476434336
11.3,2060.73316858991
11.31,2062.6553761380515
11.32,2064.571786865122
11.33,2066.4840885574804
11.34,2068.393969001489
11.35,2070.3031159835077
11.36,2072.2132172898955
11.37,2074.1259607070137
11.38,2076.043034021224
11.39,2077.9661250188847
11.4,2079.8969214863573
11.41,2081.837111210001
11.42,2083.7883819761782
11.43,2085.7524215712474
11.44,2087.73091778157
11.45,2089.7255583935057
11.46,2091.738031193416
11.47,2093.77002396766
11.48,2095.823224502598
11.49,2097.899320584592
11.5,2100.0
11.51,2102.126425112789
11.52,2104.2776565973413
11.53,2106.4522297056437
11.54,2108.648679689683
11.55,2110.865541801448
11.56,2113.101351292925
11.57,2115.3546434161008
11.58,2117.623953422964
11.59,2119.907816565501
11.6,2122.204768095699
11.61,2124.513343265546
11.62,2126.8320773270284
11.63,2129.159505532135
11.64,2131.494163132852
11.65,2133.8345853811657
11.66,2136.179307529065
11.67,2138.5268648285364
11.68,2140.875792531568
11.69,2143.224625890146
11.7,2145.571900156258
11.71,2147.9161505818925
11.72,2150.2559124190348
11.73,2152.5897209196737
11.74,2154.916111335796
11.75,2157.2336189193884
11.76,2159.54077892244
11.77,2161.836126596936
11.78,2164.118197194864
11.79,2166.3855259682123
11.8,2168.636648168968
11.81,2170.870099049117
11.82,2173.0844138606494
11.83,2175.2781278555503
11.84,2177.449776285807
11.85,2179.5978944034077
11.86,2181.7210174603383
11.87,2183.8176807085874
11.88,2185.886419400143
11.89,2187.925768786991
11.9,2189.9342641211188
11.91,2191.9104406545134
11.92,2193.852833639163
11.93,2195.7599783270543
11.94,2197.630409970175
11.95,2199.4626638205123
11.96,2201.255275130053
11.97,2203.0067791507854
11.98,2204.7157111346955
11.99,2206.380606333771
12.0,2208.0
12.01,2209.572886710986
12.02,2211.1000983468034
12.03,2212.5829261131416
12.04,2214.0226612156907
12.05,2215.420594860143
12.06,2216.7780182521874
12.07,2218.0962225975145
12.08,2219.376499101815
12.09,2220.62013897078
12.1,2221.828433410099
12.11,2223.002673625462
12.12,2224.144150822562
12.13,2225.254156207087
12.14,2226.333980984729
12.15,2227.384916361177
12.16,2228.408253542122
12.17,2229.4052837332547
12.18,2230.3772981402662
12.19,2231.3255879688454
12.2,2232.251444424684
12.21,2233.1561587134725
12.22,2234.0410220409008
12.23,2234.9073256126594
12.24,2235.756360634439
12.25,2236.589418311929
12.26,2237.407789850821
12.27,2238.2127664568065
12.28,2239.005639335574
12.29,2239.7876996928157
12.3,2240.56023873422
12.31,2241.324547665479
12.32,2242.0819176922823
12.33,2242.83364002032
12.34,2243.5810058552843
12.35,2244.325306402864
12.36,2245.0678328687504
12.37,2245.809876458634
12.38,2246.552728378205
12.39,2247.2976798331533
12.4,2248.0460220291707
12.41,2248.7990461719464
12.42,2249.558043467171
12.43,2250.3243051205354
12.44,2251.099122337731
12.45,2251.883786324446
12.46,2252.679588286373
12.47,2253.4878194292014
12.48,2254.309770958622
12.49,2255.1467340803247
12.5,2256.0
12.51,2256.870476043266
12.52,2257.7575340154467
12.53,2258.660161841792
12.54,2259.577347447553
12.55,2260.508078757982
12.56,2261.4513436983284
12.57,2262.4061301938423
12.58,2263.371426169776
12.59,2264.3462195513807
12.6,2265.329498263906
12.61,2266.320250232603
12.62,2267.3174633827225
12.63,2268.3201256395164
12.64,2269.3272249282345
12.65,2270.3377491741285
12.66,2271.350686302448
12.67,2272.365024238445
12.68,2273.37975090737
12.69,2274.3938542344736
12.7,2275.406322145007
12.71,2276.41614256422
12.72,2277.4223034173647
12.73,2278.423792629693
12.74,2279.4195981264525
12.75,2280.408707832896
12.76,2281.390109674276
12.77,2282.36279157584
12.78,2283.3257414628406
12.79,2284.2779472605284
12.8,2285.218396894155
12.81,2286.1460782889703
12.82,2287.0599793702254
12.83,2287.959088063171
12.84,2288.8423922930583
12.85,2289.708879985138
12.86,2290.557539064661
12.87,2291.387357456877
12.88,2292.19732308704
12.89,2292.986423880397
12.9,2293.753647762202
12.91,2294.4979826577046
12.92,2295.2184164921546
12.93,2295.913937190804
12.94,2296.583532678904
12.95,2297.2261908817045
12.96,2297.8408997244564
12.97,2298.4266471324117
12.98,2298.98242103082
12.99,2299.507209344932
13.0,2300.0
13.01,2300.46008911595
13.02,2300.888005591412
13.03,2301.2845865196923
13.04,2301.650668994097
13.05,2301.987090107932
13.06,2302.294686954504
13.07,2302.5742966271187
13.08,2302.826756219082
13.09,2303.0529028237006
13.1,2303.2535735342803
13.11,2303.4296054441274
13.12,2303.581835646548
13.13,2303.711101234848
13.14,2303.818239302333
13.15,2303.904086942312
13.16,2303.969481248087
13.17,2304.015259312967
13.18,2304.0422582302567
13.19,2304.051315093263
13.2,2304.043266995292
13.21,2304.018951029649
13.22,2303.979204289641
13.23,2303.924863868574
13.24,2303.856766859754
13.25,2303.7757503564862
13.26,2303.682651452079
13.27,2303.5783072398367
