wind_speed,ecotècnia ECO 12/30
3.74,0.659952381753891
3.75,0.6722935692986223
3.76,0.6847015075546881
3.77,0.6971752283532041
3.78,0.7097137635252841
3.79,0.7223161449020444
3.8,0.734981404314599
3.81,0.7477085735940646
3.82,0.7604966845715548
3.83,0.7733447690781858
3.84,0.7862518589450723
3.85,0.7992169860033298
3.86,0.8122391820840728
3.87,0.8253174790184173
3.88,0.838450908637478
3.89,0.8516385027723703
3.9,0.864879293254209
3.91,0.8781723119141098
3.92,0.8915165905831874
3.93,0.9049111610925574
3.94,0.9183550552733344
3.95,0.931847304956634
3.96,0.945386941973571
3.97,0.9589729981552616
3.98,0.9726045053328192
3.99,0.9862804953373608
4.0,1.0
4.01,1.013762222593371
4.02,1.027567052156176
4.03,1.041414549168639
4.04,1.055304774110978
4.05,1.0692377874634158
4.06,1.0832136497061746
4.07,1.0972324213194755
4.08,1.111294162783539
4.09,1.1253989345785866
4.1,1.13954679718484
4.11,1.1537378110825216
4.12,1.167972036751851
4.13,1.1822495346730495
4.14,1.1965703653263398
4.15,1.2109345891919432
4.16,1.22534226675008
4.17,1.2397934584809716
4.18,1.2542882248648404
4.19,1.268826626381908
4.2,1.283408723512394
4.21,1.298034576736521
4.22,1.3127042465345096
4.23,1.3274177933865836
4.24,1.3421752777729608
4.25,1.356976760173864
4.26,1.371822301069515
4.27,1.3867119609401348
4.28,1.4016458002659462
4.29,1.4166238795271682
4.3,1.431646259204023
4.31,1.4467129997767327
4.32,1.461824161725519
4.33,1.4769798055306014
4.34,1.4921799916722016
4.35,1.507424780630542
4.36,1.522714232885845
4.37,1.5380484089183295
4.38,1.5534273692082174
4.39,1.568851174235731
4.4,1.5843198844810924
4.41,1.599833560424521
4.42,1.6153922625462385
4.43,1.6309960513264667
4.44,1.6466449872454283
4.45,1.6623391307833422
4.46,1.6780785424204312
4.47,1.693863282636916
4.48,1.7096934119130198
4.49,1.725568990728961
4.5,1.7414900795649626
4.51,1.7574567389012463
4.52,1.7734690292180326
4.53,1.7895270109955448
4.54,1.8056307447140012
4.55,1.8217802908536245
4.56,1.8379757098946363
4.57,1.85421706231726
4.58,1.8705044086017129
4.59,1.8868378092282188
4.6,1.903217324676998
4.61,1.9196430154282744
4.62,1.9361149419622656
4.63,1.952633164759195
4.64,1.969197744299284
4.65,1.9858087410627547
4.66,2.0024662155298265
4.67,2.019170228180721
4.68,2.035920839495662
4.69,2.052718109954869
4.7,2.0695621000385627
4.71,2.086452870226965
4.72,2.103390481000298
4.73,2.120374992838784
4.74,2.1374064662226417
4.75,2.154484961632093
4.76,2.1716105395473604
4.77,2.1887832604486657
4.78,2.2060031848162303
4.79,2.2232703731302728
4.8,2.240584885871016
4.81,2.2579467835186837
4.82,2.275356126553495
4.83,2.2928129754556714
4.84,2.3103173907054337
4.85,2.3278694327830043
4.86,2.345469162168605
4.87,2.363116639342456
4.88,2.3808119247847777
4.89,2.398555078975794
4.9,2.4163461623957265
4.91,2.434185235524793
4.92,2.452072358843217
4.93,2.470007592831221
4.94,2.487990997969026
4.95,2.506022634736852
4.96,2.52410256361492
4.97,2.5422308450834525
4.98,2.560407539622672
4.99,2.578632707712798
5.0,2.5969064098340517
5.01,2.6152287064666546
5.02,2.633599658090829
5.03,2.652019325186798
5.04,2.6704877682347794
5.05,2.689005047714996
5.06,2.707571224107669
5.07,2.7261863578930217
5.08,2.744850509551272
5.09,2.7635637395626427
5.1,2.782326108407356
5.11,2.8011376765656344
5.12,2.819998504517696
5.13,2.8389086527437635
5.14,2.857868181724058
5.15,2.876877151938804
5.16,2.895935623868217
5.17,2.915043657992523
5.18,2.934201314791942
5.19,2.9534086547466964
5.2,2.972665738337005
5.21,2.991972626043092
5.22,3.011329378345176
5.23,3.030736055723481
5.24,3.0501927186582254
5.25,3.069699427629633
5.26,3.0892562431179256
5.27,3.1088632256033213
5.28,3.1285204355660463
5.29,3.148227933486318
5.3,3.1679857798443587
5.31,3.18779403512039
5.32,3.2076527597946347
5.33,3.2275620143473125
5.34,3.247521859258643
5.35,3.2675323550088504
5.36,3.287593562078158
5.37,3.307705540946782
5.38,3.327868352094946
5.39,3.3480820560028715
5.4,3.368346713150783
5.41,3.3886623840188954
5.42,3.4090291290874344
5.43,3.42944700883662
5.44,3.449916083746676
5.45,3.4704364142978203
5.46,3.4910080609702754
5.47,3.511631084244263
5.48,3.532305544600006
5.49,3.5530315025177237
5.5,3.573809018477636
5.51,3.594638152959968
5.52,3.615518966444939
5.53,3.636451519412771
5.54,3.657435872343685
5.55,3.678472085717901
5.56,3.6995602200156417
5.57,3.720700335717132
5.58,3.7418924933025863
5.59,3.763136753252231
5.6,3.784433176046285
5.61,3.8057818221649726
5.62,3.827182752088511
5.63,3.848636026297124
5.64,3.870141705271033
5.65,3.89169984949046
5.66,3.913310519435624
5.67,3.934973775586748
5.68,3.956689678424053
5.69,3.978458288427762
5.7,4.000279666078093
5.71,4.02215387185527
5.72,4.0440809662395125
5.73,4.066061009711045
5.74,4.088094062750085
5.75,4.110180185836857
5.76,4.132319439451579
5.77,4.154511884074475
5.78,4.176757580185769
5.79,4.199056588265675
5.8,4.22140896879442
5.81,4.243814782252223
5.82,4.2662740891193085
5.83,4.2887869498758935
5.84,4.311353425002203
5.85,4.333973574978455
5.86,4.356647460284875
5.87,4.379375141401679
5.88,4.402156678809093
5.89,4.424992132987336
5.9,4.447881564416633
5.91,4.470825033577199
5.92,4.493822600949259
5.93,4.516874327013036
5.94,4.53998027224875
5.95,4.56314049713662
5.96,4.586355062156869
5.97,4.609624027789719
5.98,4.632947454515394
5.99,4.65632540281411
6.0,4.67975793316609
6.01,4.703245106051556
6.02,4.726786981950728
6.03,4.750383621343834
6.04,4.774035084711087
6.05,4.797741432532711
6.06,4.821502725288928
6.07,4.845319023459962
6.08,4.86919038752603
6.09,4.893116877967353
6.1,4.917098555264156
6.11,4.94113547989666
6.12,4.965227712345084
6.13,4.98937531308965
6.14,5.013578342610579
6.15,5.037836861388096
6.16,5.062150929902417
6.17,5.086520608633767
6.18,5.110945958062365
6.19,5.135427038668436
6.2,5.159963910932197
6.21,5.184556635333871
6.22,5.209205272353681
6.23,5.233909882471848
6.24,5.258670526168592
6.25,5.283487263924132
6.26,5.308360156218694
6.27,5.333289263532497
6.28,5.358274646345765
6.29,5.383316365138715
6.3,5.408414480391572
6.31,5.433569052584555
6.32,5.458780142197887
6.33,5.4840478097117895
6.34,5.509372115606481
6.35,5.534753120362185
6.36,5.560190884459126
6.37,5.58568546837752
6.38,5.611236932597589
6.39,5.636845337599557
6.4,5.662510743863647
6.41,5.688233211870076
6.42,5.714012802099064
6.43,5.739849575030837
6.44,5.765743591145616
6.45,5.7916949109236215
6.46,5.817703594845073
6.47,5.843769703390192
6.48,5.869893297039205
6.49,5.896074436272326
6.5,5.92231318156978
6.51,5.948609593411791
6.52,5.974963732278575
6.53,6.001375658650358
6.54,6.027845433007358
6.55,6.054373115829797
6.56,6.080958767597898
6.57,6.107602448791883
6.58,6.13430421989197
6.59,6.161064141378381
6.6,6.18788227373134
6.61,6.214758677431069
6.62,6.241693412957784
6.63,6.268686540791711
6.64,6.295738121413068
6.65,6.322848215302082
6.66,6.350016882938968
6.67,6.377244184803951
6.68,6.404530181377249
6.69,6.431874933139091
6.7,6.459278500569689
6.71,6.486740944149268
6.72,6.514262324358051
6.73,6.54184270167626
6.74,6.569482136584114
6.75,6.597180689561832
6.76,6.624938421089642
6.77,6.652755391647759
6.78,6.68063166171641
6.79,6.708567291775811
6.8,6.736562342306185
6.81,6.764616873787754
6.82,6.792730946700744
6.83,6.820904621525368
6.84,6.849137958741853
6.85,6.877431018830416
6.86,6.905783862271284
6.87,6.934196549544674
6.88,6.962669141130807
6.89,6.991201697509908
6.9,7.019794279162197
6.91,7.048446946567894
6.92,7.07715976020722
6.93,7.105932780560398
6.94,7.134766068107652
6.95,7.163659683329195
6.96,7.192613686705257
6.97,7.221628138716055
6.98,7.250703099841813
6.99,7.2798386305627485
7.0,7.3090347913590845
7.01,7.338291642711042
7.02,7.367609245098844
7.03,7.396987659002714
7.04,7.426426944902869
7.05,7.455927163279531
7.06,7.485488374612922
7.07,7.515110639383267
7.08,7.544794018070781
7.09,7.574538571155688
7.1,7.604344359118208
7.11,7.634211442438568
7.12,7.664139881596986
7.13,7.694129737073679
7.14,7.724181069348871
7.15,7.754293938902789
7.16,7.784468406215646
7.17,7.814704531767672
7.18,7.845002376039078
7.19,7.875361999510096
7.2,7.905783462660938
7.21,7.936266825971831
7.22,7.966812149922996
7.23,7.997419494994655
7.24,8.028088921667026
7.25,8.05882049042033
7.26,8.08961426173479
7.27,8.12047029609063
7.28,8.151388653968072
7.29,8.182369395847331
7.3,8.21341258220863
7.31,8.244518273532195
7.32,8.275686530298248
7.33,8.306917412987001
7.34,8.338210982078685
7.35,8.369567298053514
7.36,8.40098642139172
7.37,8.432468412573511
7.38,8.464013332079118
7.39,8.495621240388758
7.4,8.527292197982657
7.41,8.559026265341029
7.42,8.590823502944097
7.43,8.622683971272087
7.44,8.65460773080522
7.45,8.686594842023714
7.46,8.718645365407792
7.47,8.750759361437675
7.48,8.782936890593586
7.49,8.815178013355741
7.5,8.847482790204367
7.51,8.87985128161968
7.52,8.912283548081911
7.53,8.944779650071276
7.54,8.977339648067991
7.55,9.009963602552284
7.56,9.042651574004372
7.57,9.075403622904483
7.58,9.10821980973283
7.59,9.14110019496964
7.6,9.174044839095131
7.61,9.207053802589533
7.62,9.240127145933055
7.63,9.273264929605922
7.64,9.30646721408836
7.65,9.339734059860591
7.66,9.373065527402828
7.67,9.406461677195296
7.68,9.43992256971822
7.69,9.473448265451824
7.7,9.507038824876316
7.71,9.540694308471933
7.72,9.574414776718884
7.73,9.6082002900974
7.74,9.642050909087692
7.75,9.675966694169992
7.76,9.709947705824517
7.77,9.743994004531482
7.78,9.778105650771122
7.79,9.812282705023646
7.8,9.84652522776928
7.81,9.880833279488249
7.82,9.915206920660768
7.83,9.949646211767064
7.84,9.984151213287351
7.85,10.018721985701855
7.86,10.053358589490802
7.87,10.088061085134406
7.88,10.122829533112892
7.89,10.157663993906477
7.9,10.19256452799539
7.91,10.227531195859846
7.92,10.262564057980068
7.93,10.297663174836275
7.94,10.3328286069087
7.95,10.368060414677547
7.96,10.403358658623048
7.97,10.438723399225422
7.98,10.474154696964897
7.99,10.50965261232168
8.0,10.545217205776003
8.01,10.580848537808086
8.02,10.616546668898144
8.03,10.652311659526406
8.04,10.688143570173091
8.05,10.724042461318426
8.06,10.760008393442622
8.07,10.796041427025903
8.08,10.832141622548496
8.09,10.868309040490612
8.1,10.904543741332484
8.11,10.940845785554329
8.12,10.97721523363636
8.13,11.01365214605882
8.14,11.05015658330191
8.15,11.086728605845854
8.16,11.12336827417088
8.17,11.160075648757203
8.18,11.196850790085051
8.19,11.23369375863464
8.2,11.270604614886198
8.21,11.307583419319943
8.22,11.34463023241609
8.23,11.38174511465487
8.24,11.418928126516496
8.25,11.456179328481191
8.26,11.493498781029183
8.27,11.530886544640689
8.28,11.568342679795933
8.29,11.605867246975128
8.3,11.643460306658511
8.31,11.681121919326284
8.32,11.71885214545868
8.33,11.75665104553592
8.34,11.794518680038223
8.35,11.83245510944581
8.36,11.870460394238904
8.37,11.908534594897723
8.38,11.946677771902502
8.39,11.984889985733442
8.4,12.023171296870776
8.41,12.06152176579472
8.42,12.099941452985504
8.43,12.138430418923338
8.44,12.176988724088451
8.45,12.215616428961065
8.46,12.254313594021404
8.47,12.293080279749676
8.48,12.331916546626116
8.49,12.370822455130934
8.5,12.409798065744358
8.51,12.448843438946616
8.52,12.487958635217916
8.53,12.527143715038488
8.54,12.566398738888548
8.55,12.605723767248328
8.56,12.645118860598036
8.57,12.6845840794179
8.58,12.72411948418814
8.59,12.763725135388976
8.6,12.80340109350063
8.61,12.843147419003328
8.62,12.882964172377283
8.63,12.922851414102734
8.64,12.96280920465988
8.65,13.002837604528953
8.66,13.042936674190171
8.67,13.08310647412376
8.68,13.123347064809936
8.69,13.163658506728927
8.7,13.204040860360948
8.71,13.24449418618623
8.72,13.285018544684982
8.73,13.325613996337433
8.74,13.3662806016238
8.75,13.407018421024302
8.76,13.44782751501917
8.77,13.48870794408862
8.78,13.529659768712872
8.79,13.570683049372152
8.8,13.611777846546682
8.81,13.652944220716671
8.82,13.694182232362357
8.83,13.735491941963948
8.84,13.77687341000167
8.85,13.818326696955744
8.86,13.859851863306396
8.87,13.901448969533844
8.88,13.943118076118314
8.89,13.98485924354002
8.9,14.026672532279182
8.91,14.068558002816026
8.92,14.110515715630772
8.93,14.152545731203642
8.94,14.19464811001486
8.95,14.236822912544644
8.96,14.27907019927322
8.97,14.3213900306808
8.98,14.363782467247614
8.99,14.406247569453878
9.0,14.448785397779815
9.01,14.491396012705648
9.02,14.534079474711596
9.03,14.57683584427788
9.04,14.61966518188473
9.05,14.662567548012364
9.06,14.705543003140992
9.07,14.748591607750845
9.08,14.791713422322136
9.09,14.8349085073351
9.1,14.878176923269947
9.11,14.921518730606907
9.12,14.964933989826193
9.13,15.008422761408038
9.14,15.05198510583265
9.15,15.09562108358026
9.16,15.139330755131075
9.17,15.183114180965337
9.18,15.226971421563247
9.19,15.270902537405046
9.2,15.314907588970945
9.21,15.358986636741168
9.22,15.40313974119593
9.23,15.447366962815458
9.24,15.491668362079972
9.25,15.536043999469694
9.26,15.580493935464844
9.27,15.625018230545646
9.28,15.669616945192312
9.29,15.714290139885083
9.3,15.759037875104172
9.31,15.803860211329784
9.32,15.848757209042162
9.33,15.89372892872151
9.34,15.93877543084806
9.35,15.98389677590204
9.36,16.029093024363654
9.37,16.07436423671313
9.38,16.119710473430708
9.39,16.165131794996576
9.4,16.210628261890978
9.41,16.256199934594125
9.42,16.301846873586246
9.43,16.347569139347556
9.44,16.393366792358286
9.45,16.439239893098645
9.46,16.48518850204887
9.47,16.53121267968917
9.48,16.577312486499764
9.49,16.623487982960878
9.5,16.669739229552736
9.51,16.716066286755556
9.52,16.762469215049556
9.53,16.80894807491497
9.54,16.855502926832006
9.55,16.9021338312809
9.56,16.948840848741856
9.57,16.9956240396951
9.58,17.042483464620865
9.59,17.089419183999354
9.6,17.136431258310807
9.61,17.18351974803543
9.62,17.230684713653456
9.63,17.27792621564511
9.64,17.325244314490593
9.65,17.37263907067014
9.66,17.420110544663967
9.67,17.467658796952303
9.68,17.515283888015368
9.69,17.562985878333375
9.7,17.61076482838655
9.71,17.658620798655132
9.72,17.706553849619308
9.73,17.754564041759323
9.74,17.80265143555539
9.75,17.850816091487737
9.76,17.899058070036574
9.77,17.947377431682135
9.78,17.995774236904637
9.79,18.04424854618429
9.8,18.09280042000135
9.81,18.141429918836
9.82,18.190137103168468
9.83,18.23892203347899
9.84,18.28778477024777
9.85,18.33672537395505
9.86,18.38574390508104
9.87,18.43484042410596
9.88,18.484014991510044
9.89,18.533267667773487
9.9,18.58259851337654
9.91,18.6320075887994
9.92,18.681494954522304
9.93,18.731060671025464
9.94,18.780704798789102
9.95,18.83042739829345
9.96,18.88022853001873
9.97,18.93010825444515
9.98,18.98006663205294
9.99,19.030103723322306
10.0,19.08021958873349
10.01,19.13041428876671
10.02,19.18068788390217
10.03,19.231040434620112
10.04,19.281472001400747
10.05,19.331982644724317
10.06,19.382572425071
10.07,19.43324140292105
10.08,19.48398963875468
10.09,19.534817193052117
10.1,19.58572412629357
10.11,19.636710498959275
10.12,19.687776371529445
10.13,19.738921804484303
10.14,19.79014685830408
10.15,19.841451593468967
10.16,19.892836070459214
10.17,19.94430034975504
10.18,19.99584449183665
10.19,20.04746855718428
10.2,20.09917260627815
10.21,20.15095669959848
10.22,20.20282089762549
10.23,20.254765260839395
10.24,20.306789849720424
10.25,20.3588947247488
10.26,20.41107994640474
10.27,20.46334557516846
10.28,20.515691671520194
10.29,20.56811829594016
10.3,20.62062550890858
10.31,20.67321337090567
10.32,20.725881942411647
10.33,20.778631283906748
10.34,20.831461455871175
10.35,20.884372518785163
10.36,20.93736453312893
10.37,20.9904375593827
10.38,21.0435916580267
10.39,21.09682688954113
10.4,21.150143314406225
10.41,21.20354099310221
10.42,21.257019986109302
10.43,21.31058035390772
10.44,21.36422215697769
10.45,21.417945455799423
10.46,21.471750310853174
10.47,21.52563678261912
10.48,21.579604931577503
10.49,21.63365481820854
10.5,21.687786502992456
10.51,21.742000046409476
10.52,21.796295508939806
10.53,21.85067295106369
10.54,21.90513243326133
10.55,21.959674016012965
10.56,22.0142977597988
10.57,22.069003725099066
10.58,22.12379197239397
10.59,22.178662562163748
10.6,22.233615554888623
10.61,22.28865101104881
10.62,22.343768991124527
10.63,22.39896955559601
10.64,22.45425276494347
10.65,22.50961867964712
10.66,22.565067360187182
10.67,22.620598867043903
10.68,22.67621326069748
10.69,22.731910601628137
10.7,22.787690950316097
10.71,22.8435543672416
10.72,22.89950091288484
10.73,22.955530647726047
10.74,23.011643632245445
10.75,23.06783992692326
10.76,23.1241195922397
10.77,23.180482688675
10.78,23.236929276709372
10.79,23.293459416823048
10.8,23.35007316949625
10.81,23.40677059520918
10.82,23.46355175444208
10.83,23.520416707675157
10.84,23.577365515388635
10.85,23.634398238062744
10.86,23.6915149361777
10.87,23.748715670213723
10.88,23.806000500651045
10.89,23.86336948796987
10.9,23.92082269265043
10.91,23.978360175172934
10.92,24.03598199601762
10.93,24.093688215664702
10.94,24.15147889459441
10.95,24.209354093286944
10.96,24.26731387222256
10.97,24.325358291881443
10.98,24.38348741274383
10.99,24.441701295289946
11.0,24.5
11.01,24.558382318747373
11.02,24.61684196897801
11.03,24.675371399531038
11.04,24.73396305924553
11.05,24.792609396960614
11.06,24.851302861515386
11.07,24.910035901748948
11.08,24.968800966500392
11.09,25.02759050460884
11.1,25.086396964913387
11.11,25.14521279625314
11.12,25.2040304474672
11.13,25.262842367394683
11.14,25.321641004874667
11.15,25.38041880874628
11.16,25.439168227848604
11.17,25.497881711020767
11.18,25.556551707101853
11.19,25.61517066493097
11.2,25.673731033347234
11.21,25.73222526118976
11.22,25.7906457972976
11.23,25.848985090509892
11.24,25.90723558966575
11.25,25.965389743604263
11.26,26.023440001164523
11.27,26.08137881118565
11.28,26.139198622506758
11.29,26.196891883966924
11.3,26.25445104440528
11.31,26.3118685526609
11.32,26.36913685757291
11.33,26.42624840798041
11.34,26.48319565272249
11.35,26.53997104063826
11.36,26.59656702056684
11.37,26.65297604134731
11.38,26.709190551818804
11.39,26.765203000820392
11.4,26.8210058371912
11.41,26.87659150977031
11.42,26.931952467396844
11.43,26.98708115890991
11.44,27.041970033148598
11.45,27.09661153895201
11.46,27.15099812515928
11.47,27.205122240609462
11.48,27.2589763341417
11.49,27.31255285459508
11.5,27.365844250808703
11.51,27.41884297162168
11.52,27.471541465873123
11.53,27.52393218240212
11.54,27.576007570047786
11.55,27.62776007764922
11.56,27.679182154045524
11.57,27.730266248075804
11.58,27.781004808579155
11.59,27.831390284394693
11.6,27.881415124361524
11.61,27.93107177731873
11.62,27.980352692105445
11.63,28.02925031756076
11.64,28.07775710252377
11.65,28.125865495833576
11.66,28.173567946329303
11.67,28.220856902850034
11.68,28.26772481423488
11.69,28.31416412932295
11.7,28.360167296953342
11.71,28.40572676596517
11.72,28.450834985197524
11.73,28.495484403489517
11.74,28.53966746968024
11.75,28.583376632608807
11.76,28.62660434111432
11.77,28.66934304403587
11.78,28.711585190212592
11.79,28.753323228483563
11.8,28.7945496076879
11.81,28.8352567766647
11.82,28.875437184253062
11.83,28.91508327929209
11.84,28.95418751062091
11.85,28.9927423270786
11.86,29.03074017750428
11.87,29.068173510737044
11.88,29.105034775616
11.89,29.14131642098024
11.9,29.17701089566888
11.91,29.21211064852103
11.92,29.246608128375776
11.93,29.28049578407224
11.94,29.313766064449503
11.95,29.34641141834669
11.96,29.3784242946029
11.97,29.40979714205724
11.98,29.440522409548787
11.99,29.470592545916684
12.0,29.5
12.01,29.52873942297232
12.02,29.556814275345005
12.03,29.5842302199639
12.04,29.61099291967482
12.05,29.637108037323603
12.06,29.66258123575609
12.07,29.687418177818092
12.08,29.711624526355457
12.09,29.735205944214016
12.1,29.75816809423959
12.11,29.780516639278023
12.12,29.80225724217513
12.13,29.823395565776764
12.14,29.843937272928738
12.15,29.863888026476893
12.16,29.88325348926705
12.17,29.90203932414506
12.18,29.920251193956734
12.19,29.93789476154792
12.2,29.954975689764428
12.21,29.971499641452112
12.22,29.98747227945679
12.23,30.0028992666243
12.24,30.017786265800463
12.25,30.032138939831125
12.26,30.04596295156211
12.27,30.059263963839253
12.28,30.072047639508376
12.29,30.08431964141532
12.3,30.09608563240592
12.31,30.107351275325996
12.32,30.11812223302137
12.33,30.1284041683379
12.34,30.1382027441214
12.35,30.147523623217705
12.36,30.156372468472657
12.37,30.16475494273207
12.38,30.172676708841784
12.39,30.18014342964764
12.4,30.187160767995447
12.41,30.193734386731048
12.42,30.19986994870029
12.43,30.20557311674897
12.44,30.210849553722948
12.45,30.21570492246804
12.46,30.220144885830088
12.47,30.22417510665492
12.48,30.227801247788367
12.49,30.231028972076253
12.5,30.233863942364422
12.51,30.236311821498703
12.52,30.23837827232492
12.53,30.2400689576889
12.54,30.241389540436497
12.55,30.24234568341352
12.56,30.24294304946581
12.57,30.2431873014392
12.58,30.24308410217951
12.59,30.242639114532583
12.6,30.24185800134425
12.61,30.240746425460337
12.62,30.23931004972668
12.63,30.237554536989105
12.64,30.23548555009345
12.65,30.23310875188554
12.66,30.230429805211216
12.67,30.2274543729163
12.68,30.22418811784662
12.69,30.22063670284801
12.7,30.216805790766323
12.71,30.21270104444736
12.72,30.20832812673697
12.73,30.20369270048097
12.74,30.19880042852521
12.75,30.19365697371551
12.76,30.188267998897704
