wind_speed,Baltic WindWerke BW 3200
2.44,13.86301074503453
2.45,14.295416838937005
2.46,14.733304123932417
2.47,15.176689959822877
2.48,15.625591706410416
2.49,16.080026723497127
2.5,16.540012370885048
2.51,17.00556600837627
2.52,17.476704995772863
2.53,17.95344669287685
2.54,18.43580845949036
2.55,18.9238076554154
2.56,19.41746164045408
2.57,19.91678777440843
2.58,20.421803417080557
2.59,20.93252592827247
2.6,21.4489726677863
2.61,21.97116099542405
2.62,22.499108270987843
2.63,23.03283185427969
2.64,23.572349105101715
2.65,24.11767738325593
2.66,24.668834048544444
2.67,25.22583646076928
2.68,25.788701979732565
2.69,26.35744796523629
2.7,26.93209177708258
2.71,27.512650775073453
2.72,28.09914231901103
2.73,28.691583768697324
2.74,29.28999248393445
2.75,29.894385824524427
2.76,30.504781150269324
2.77,31.12119582097126
2.78,31.74364719643224
2.79,32.37215263645439
2.8,33.00672950083971
2.81,33.64739514939032
2.82,34.29416694190823
2.83,34.947062238195585
2.84,35.606098398054364
2.85,36.2712927812867
2.86,36.94266274769462
2.87,37.620225657080205
2.88,38.3039988692455
2.89,38.993999743992624
2.9,39.690245641123575
2.91,40.39275392044048
2.92,41.10154194174535
2.93,41.81662706484031
2.94,42.53802664952735
2.95,43.265758055608615
2.96,43.99983864288611
2.97,44.74028577116195
2.98,45.48711680023815
2.99,46.24034908991683
3.0,47.0
3.01,47.76610353048768
3.02,48.538760242171655
3.03,49.31808733604152
3.04,50.10420201308703
3.05,50.89722147429774
3.06,51.69726292066344
3.07,52.50444355317372
3.08,53.31888057281832
3.09,54.14069118058682
3.1,54.96999257746897
3.11,55.80690196445439
3.12,56.6515365425328
3.13,57.50401351269382
3.14,58.36445007592716
3.15,59.23296343322247
3.16,60.109670785569456
3.17,60.994689333957695
3.18,61.88813627937698
3.19,62.79012882281687
3.2,63.70078416526714
3.21,64.62021950771737
3.22,65.54855205115732
3.23,66.48589899657654
3.24,67.43237754496484
3.25,68.38810489731178
3.26,69.35319825460707
3.27,70.32777481784044
3.28,71.31195178800144
3.29,72.30584636607988
3.3,73.30957575306529
3.31,74.32325714994745
3.32,75.34700775771596
3.33,76.38094477736054
3.34,77.4251854098708
3.35,78.47984685623653
3.36,79.54504631744723
3.37,80.62090099449273
3.38,81.7075280883626
3.39,82.80504480004657
3.4,83.91356833053425
3.41,85.03321588081539
3.42,86.16410465187958
3.43,87.30635184471657
3.44,88.46007466031593
3.45,89.62539029966746
3.46,90.80241596376068
3.47,91.99126885358542
3.48,93.19206617013118
3.49,94.40492511438782
3.5,95.62996288734485
3.51,96.867296689992
3.52,98.117043723319
3.53,99.3793211883154
3.54,100.65424628597098
3.55,101.94193621727534
3.56,103.2425081832182
3.57,104.5560793847892
3.58,105.88276702297804
3.59,107.22268829877434
3.6,108.57596041316786
3.61,109.94270056714812
3.62,111.32302596170496
3.63,112.71705379782794
3.64,114.1249012765068
3.65,115.54668559873112
3.66,116.98252396549069
3.67,118.43253357777502
3.68,119.89683163657398
3.69,121.37553534287706
3.7,122.86876189767408
3.71,124.37662850195456
3.72,125.89925235670832
3.73,127.43675066292492
3.74,128.98924062159415
3.75,130.55683943370548
3.76,132.13966430024874
3.77,133.73783242221364
3.78,135.3514610005897
3.79,136.9806672363667
3.8,138.62556833053424
3.81,140.2862814840821
3.82,141.9629238979998
3.83,143.6556127732772
3.84,145.36446531090374
3.85,147.0895987118693
3.86,148.8311301771634
3.87,150.58917690777582
3.88,152.3638561046961
3.89,154.15528496891412
3.9,155.96358070141932
3.91,157.78886050320156
3.92,159.63124157525036
3.93,161.4908411185555
3.94,163.36777633410657
3.95,165.26216442289336
3.96,167.17412258590534
3.97,169.1037680241324
3.98,171.05121793856404
3.99,173.0165895301901
4.0,175.0
4.01,177.0015382750548
4.02,179.02118018669992
4.03,181.05887329235225
4.04,183.1145651494279
4.05,185.18820331534403
4.06,187.2797353475171
4.07,189.38910880336397
4.08,191.51627124030105
4.09,193.66117021574505
4.1,195.8237532871127
4.11,198.00396801182083
4.12,200.2017619472858
4.13,202.4170826509244
4.14,204.6498776801533
4.15,206.90009459238928
4.16,209.1676809450488
4.17,211.45258429554852
4.18,213.7547522013053
4.19,216.07413221973587
4.2,218.4106719082565
4.21,220.7643188242842
4.22,223.1350205252354
4.23,225.5227245685271
4.24,227.9273785115756
4.25,230.34892991179763
4.26,232.78732632661
4.27,235.2425153134293
4.28,237.7144444296724
4.29,240.2030612327556
4.3,242.70831328009567
4.31,245.23014812910944
4.32,247.7685133372136
4.33,250.32335646182457
4.34,252.89462506035895
4.35,255.48226669023376
4.36,258.0862289088657
4.37,260.706459273671
4.38,263.34290534206644
4.39,265.99551467146887
4.4,268.66423481929513
4.41,271.34901334296154
4.42,274.04979779988463
4.43,276.76653574748144
4.44,279.49917474316857
4.45,282.2476623443625
4.46,285.01194610847995
4.47,287.79197359293767
4.48,290.5876923551525
4.49,293.3990499525407
4.5,296.225993942519
4.51,299.06847188250435
4.52,301.9264313299132
4.53,304.7998198421624
4.54,307.68858497666844
4.55,310.59267429084787
4.56,313.51203534211754
4.57,316.44661568789434
4.58,319.39636288559444
4.59,322.3612244926349
4.6,325.341148066432
4.61,328.3360811644031
4.62,331.34597134396404
4.63,334.37076616253177
4.64,337.41041317752314
4.65,340.464859946355
4.66,343.53405402644336
4.67,346.61794297520515
4.68,349.7164743500573
4.69,352.82959570841655
4.7,355.95725460769904
4.71,359.09939860532165
4.72,362.2559752587012
4.73,365.4269321252544
4.74,368.61221676239774
4.75,371.8117767275477
4.76,375.0255595781212
4.77,378.253512871535
4.78,381.49558416520586
4.79,384.7517210165499
4.8,388.02187098298407
4.81,391.305981621925
4.82,394.6040004907899
4.83,397.9158751469946
4.84,401.241553147956
4.85,404.5809820510911
4.86,407.9341094138165
4.87,411.3008827935484
4.88,414.68124974770393
4.89,418.0751578336994
4.9,421.4825546089521
4.91,424.903387630878
4.92,428.3376044568939
4.93,431.7851526444168
4.94,435.24597975086334
4.95,438.72003333364967
4.96,442.2072609501929
4.97,445.7076101579096
4.98,449.2210285142167
4.99,452.7474635765303
5.0,456.2868629022673
5.01,459.8391740488444
5.02,463.4043445736783
5.03,466.9823220341861
5.04,470.5730539877835
5.05,474.1764879918877
5.06,477.79257160391546
5.07,481.4212523812836
5.08,485.06247788140826
5.09,488.7161956617061
5.1,492.3823532795942
5.11,496.0608982924895
5.12,499.75177825780776
5.13,503.4549407329663
5.14,507.1703332753814
5.15,510.8979034424703
5.16,514.637598791649
5.17,518.3893668803344
5.18,522.1531552659432
5.19,525.9289115058924
5.2,529.7165831575982
5.21,533.5161177784772
5.22,537.3274629259463
5.23,541.1505661574225
5.24,544.9853750303217
5.25,548.8318371020611
5.26,552.6898999300573
5.27,556.5595110717268
5.28,560.4406180844867
5.29,564.3331685257527
5.3,568.2371099529425
5.31,572.1523899234722
5.32,576.0789559947591
5.33,580.0167557242191
5.34,583.9657366692688
5.35,587.9258463873254
5.36,591.8970324358057
5.37,595.8792423721258
5.38,599.8724237537025
5.39,603.8765241379524
5.4,607.891491082293
5.41,611.9172721441398
5.42,615.9538148809098
5.43,620.00106685002
5.44,624.0589756088874
5.45,628.1274887149276
5.46,632.206553725558
5.47,636.2961181981949
5.48,640.3961296902556
5.49,644.506535759156
5.5,648.6272839623131
5.51,652.7583218571434
5.52,656.899597001064
5.53,661.0510569514913
5.54,665.2126492658417
5.55,669.384321501532
5.56,673.566021215979
5.57,677.7576959665998
5.58,681.9592933108103
5.59,686.1707608060273
5.6,690.3920460096679
5.61,694.6230964791486
5.62,698.8638597718855
5.63,703.1142834452959
5.64,707.3743150567963
5.65,711.6439021638038
5.66,715.922992323734
5.67,720.2115330940043
5.68,724.5094720320312
5.69,728.8167566952317
5.7,733.133334641022
5.71,737.459153426819
5.72,741.7941606100391
5.73,746.1383037480997
5.74,750.4915303984163
5.75,754.8537881184064
5.76,759.2250244654863
5.77,763.605186997073
5.78,767.9942232705835
5.79,772.3920808434332
5.8,776.7987072730398
5.81,781.2140501168195
5.82,785.6380569321896
5.83,790.0706752765658
5.84,794.5118527073654
5.85,798.9615367820052
5.86,803.4196750579016
5.87,807.8862150924709
5.88,812.3611044431303
5.89,816.8442906672964
5.9,821.3357213223859
5.91,825.8353439658152
5.92,830.3431061550009
5.93,834.8589554473598
5.94,839.3828394003092
5.95,843.9147055712647
5.96,848.4545015176434
5.97,853.002174796862
5.98,857.5576729663378
5.99,862.1209435834862
6.0,866.6919342057247
6.01,871.2705923904698
6.02,875.8568656951378
6.03,880.4507016771464
6.04,885.0520478939112
6.05,889.660851902849
6.06,894.2770612613768
6.07,898.9006235269115
6.08,903.5314862568692
6.09,908.1695970086668
6.1,912.8149033397208
6.11,917.4673528074486
6.12,922.1268929692658
6.13,926.7934713825894
6.14,931.4670356048364
6.15,936.1475331934232
6.16,940.8349117057668
6.17,945.5291186992832
6.18,950.2301017313898
6.19,954.9378083595032
6.2,959.6521861410392
6.21,964.3731826334152
6.22,969.1007453940476
6.23,973.8348219803538
6.24,978.5753599497496
6.25,983.3223068596516
6.26,988.0756102674768
6.27,992.835217730642
6.28,997.6010768065642
6.29,1002.3731350526588
6.3,1007.151340026344
6.31,1011.9356392850348
6.32,1016.7259803861496
6.33,1021.522310887104
6.34,1026.3245783453146
6.35,1031.1327303181986
6.36,1035.9467143631728
6.37,1040.7664780376529
6.38,1045.5919688990564
6.39,1050.4231345047997
6.4,1055.2599224122994
6.41,1060.1022801789725
6.42,1064.9501553622351
6.43,1069.8034955195042
6.44,1074.6622482081966
6.45,1079.526360985729
6.46,1084.3957814095177
6.47,1089.2704570369797
6.48,1094.1503354255312
6.49,1099.0353641325894
6.5,1103.9254907155705
6.51,1108.8206627318916
6.52,1113.720827738969
6.53,1118.6259332942195
6.54,1123.5359269550604
6.55,1128.4507562789072
6.56,1133.3703688231772
6.57,1138.2947121452871
6.58,1143.2237338026534
6.59,1148.1573813526925
6.6,1153.0956023528215
6.61,1158.0383443604578
6.62,1162.985554933016
6.63,1167.9371816279147
6.64,1172.8931720025694
6.65,1177.853473614398
6.66,1182.8180340208155
6.67,1187.7868007792397
6.68,1192.759721447087
6.69,1197.7367435817746
6.7,1202.7178147407178
6.71,1207.7028824813344
6.72,1212.6918943610408
6.73,1217.6847979372535
6.74,1222.6815407673898
6.75,1227.6820704088652
6.76,1232.6863344190974
6.77,1237.694280355502
6.78,1242.7058557754976
6.79,1247.7210082364986
6.8,1252.7396852959228
6.81,1257.7618345111869
6.82,1262.7874034397078
6.83,1267.816339638901
6.84,1272.8485906661845
6.85,1277.884104078974
6.86,1282.922827434687
6.87,1287.9647082907395
6.88,1293.009694204548
6.89,1298.05773273353
6.9,1303.108771435102
6.91,1308.1627578666798
6.92,1313.219639585681
6.93,1318.2793641495216
6.94,1323.3418791156191
6.95,1328.407132041389
6.96,1333.475070484249
6.97,1338.5456420016153
6.98,1343.6187941509047
6.99,1348.6944744895338
7.0,1353.772630574919
7.01,1358.8532099644774
7.02,1363.9361602156253
7.03,1369.02142888578
7.04,1374.1089635323574
7.05,1379.1987117127746
7.06,1384.290620984448
7.07,1389.3846389047949
7.08,1394.480713031231
7.09,1399.5787909211735
7.1,1404.678820132039
7.11,1409.7807482212445
7.12,1414.884522746206
7.13,1419.990091264341
7.14,1425.0974013330642
7.15,1430.2064005097957
7.16,1435.317036351949
7.17,1440.429256416942
7.18,1445.5430082621915
7.19,1450.6582394451143
7.2,1455.7748975231264
7.21,1460.892930053645
7.22,1466.0122845940864
7.23,1471.132908701868
7.24,1476.254749934405
7.25,1481.3777558491158
7.26,1486.5018740034157
7.27,1491.627051954722
7.28,1496.7532372604512
7.29,1501.8803774780206
7.3,1507.0084201648451
7.31,1512.1373128783437
7.32,1517.267003175932
7.33,1522.3974386150262
7.34,1527.5285667530432
7.35,1532.6603351474
7.36,1537.7926913555132
7.37,1542.925582934799
7.38,1548.058957442675
7.39,1553.1927624365564
7.4,1558.3269454738618
7.41,1563.4614541120063
7.42,1568.596235908407
7.43,1573.7312384204804
7.44,1578.866409205644
7.45,1584.0016958213132
7.46,1589.1370458249055
7.47,1594.2724067738382
7.48,1599.4077262255266
7.49,1604.5429517373873
7.5,1609.6780308668383
7.51,1614.8129111712951
7.52,1619.9475402081753
7.53,1625.081865534895
7.54,1630.215834708871
7.55,1635.3493952875197
7.56,1640.482494828258
7.57,1645.615080888503
7.58,1650.7471010256704
7.59,1655.8785027971774
7.6,1661.0092337604403
7.61,1666.139241472877
7.62,1671.2684734919028
7.63,1676.3968773749348
7.64,1681.5244006793896
7.65,1686.6509909626843
7.66,1691.776595782235
7.67,1696.9011626954584
7.68,1702.0246392597717
7.69,1707.1469730325912
7.7,1712.268111571333
7.71,1717.3880024334148
7.72,1722.5065931762529
7.73,1727.6238313572644
7.74,1732.7396645338642
7.75,1737.8540402634712
7.76,1742.9669061035002
7.77,1748.078209611369
7.78,1753.187898344495
7.79,1758.2959198602923
7.8,1763.4022217161803
7.81,1768.5067514695738
7.82,1773.609456677891
7.83,1778.7102848985471
7.84,1783.8091836889594
7.85,1788.9061006065444
7.86,1794.0009832087194
7.87,1799.0937790529003
7.88,1804.1844356965044
7.89,1809.272900696947
7.9,1814.359121611647
7.91,1819.4430459980192
7.92,1824.5246214134809
7.93,1829.6037954154488
7.94,1834.68051556134
7.95,1839.75472940857
7.96,1844.8263845145568
7.97,1849.8954284367155
7.98,1854.9618087324648
7.99,1860.0254729592195
8.0,1865.0863686743971
8.01,1870.1444434354144
8.02,1875.1996447996876
8.03,1880.2519203246331
8.04,1885.301217567669
8.05,1890.3474840862116
8.06,1895.390667437676
8.07,1900.43071517948
8.08,1905.46757486904
8.09,1910.5011940637728
8.1,1915.531520321095
8.11,1920.558501198424
8.12,1925.582084253175
8.13,1930.6022170427668
8.14,1935.6188471246132
8.15,1940.631922056133
8.16,1945.6413893947424
8.17,1950.6471966978568
8.18,1955.6492915228955
8.19,1960.647621427273
8.2,1965.6421339684064
8.21,1970.6327767037133
8.22,1975.6194971906093
8.23,1980.6022429865109
8.24,1985.580961648836
8.25,1990.555600735
8.26,1995.5261078024205
8.27,2000.492430408513
8.28,2005.454516110695
8.29,2010.4123124663836
8.3,2015.365767032996
8.31,2020.3148273679465
8.32,2025.2594410286529
8.33,2030.1995555725323
8.34,2035.1351185570013
8.35,2040.0660775394765
8.36,2044.992380077374
8.37,2049.9139737281107
8.38,2054.830806049105
8.39,2059.742824597771
8.4,2064.649976931526
8.41,2069.552210607787
8.42,2074.449473183972
8.43,2079.341712217495
8.44,2084.2288752657746
8.45,2089.110909886227
8.46,2093.987763636269
8.47,2098.8593840733174
8.48,2103.7257187547875
8.49,2108.586715238097
8.5,2113.4423210806626
8.51,2118.292483839902
8.52,2123.1371510732297
8.53,2127.976270338064
8.54,2132.80978919182
8.55,2137.637655191917
8.56,2142.459815895769
8.57,2147.276218860794
8.58,2152.086811644408
8.59,2156.8915418040283
8.6,2161.690356897071
8.61,2166.483204480953
8.62,2171.2700321130915
8.63,2176.050787350903
8.64,2180.825417751804
8.65,2185.5938708732097
8.66,2190.356094272539
8.67,2195.112035507207
8.68,2199.8616421346314
8.69,2204.6048617122283
8.7,2209.3416417974145
8.71,2214.071929947608
8.72,2218.795673720223
8.73,2223.512820672677
8.74,2228.2233183623875
8.75,2232.9271143467704
8.76,2237.6241561832426
8.77,2242.3143914292214
8.78,2246.9977676421217
8.79,2251.6742323793624
8.8,2256.343733198359
8.81,2261.006217656528
8.82,2265.661633311286
8.83,2270.3099277200504
8.84,2274.951048440237
8.85,2279.5849430292637
8.86,2284.211559044545
8.87,2288.8308440435003
8.88,2293.442745583545
8.89,2298.047211222095
8.9,2302.644188516568
8.91,2307.2336250243798
8.92,2311.8154683029475
8.93,2316.389665909688
8.94,2320.9561654020176
8.95,2325.5149143373537
8.96,2330.065860273113
8.97,2334.6089507667098
8.98,2339.144133375564
8.99,2343.67135565709
9.0,2348.190565168705
9.01,2352.7017094678267
9.02,2357.2047361118707
9.03,2361.6995926582536
9.04,2366.186226664393
9.05,2370.6645856877058
9.06,2375.1346172856065
9.07,2379.596269015514
9.08,2384.0494884348427
9.09,2388.4942231010123
9.1,2392.930420571436
9.11,2397.358028403534
9.12,2401.7769941547203
9.13,2406.187265382414
9.14,2410.588789644029
9.15,2414.9815144969834
9.16,2419.365387498693
9.17,2423.740356206576
9.18,2428.1063681780474
9.19,2432.463370970526
9.2,2436.8113121414262
9.21,2441.150139248167
9.22,2445.479799848162
9.23,2449.80024149883
9.24,2454.111411757588
9.25,2458.4132581818512
9.26,2462.705728329037
9.27,2466.988769756562
9.28,2471.2623300218424
9.29,2475.526356682296
9.3,2479.78079729534
9.31,2484.025599418388
9.32,2488.2607106088594
9.33,2492.4860784241696
9.34,2496.701650421735
9.35,2500.9073741589746
9.36,2505.103197193302
9.37,2509.289067082136
9.38,2513.464931382893
9.39,2517.6307376529885
9.4,2521.78643344984
9.41,2525.931966330864
9.42,2530.0672838534765
9.43,2534.192333575095
9.44,2538.3070630531365
9.45,2542.411419845017
9.46,2546.505351508154
9.47,2550.588805599963
9.48,2554.6617296778613
9.49,2558.724071299265
9.5,2562.775778021592
9.51,2566.816797402257
9.52,2570.847076998678
9.53,2574.8665643682725
9.54,2578.875207068456
9.55,2582.872952656645
9.56,2586.8597486902563
9.57,2590.835542726707
9.58,2594.8002823234137
9.59,2598.753915037792
9.6,2602.69638842726
9.61,2606.627650049233
9.62,2610.5476474611305
9.63,2614.4563282203662
9.64,2618.353639884357
9.65,2622.239530010521
9.66,2626.1139461562734
9.67,2629.9768358790325
9.68,2633.828146736213
9.69,2637.667826285234
9.7,2641.495822083509
9.71,2645.312081688459
9.72,2649.116552657496
9.73,2652.90918254804
9.74,2656.6899189175056
9.75,2660.4587093233104
9.76,2664.2155013228703
9.77,2667.960242473604
9.78,2671.6928803329265
9.79,2675.4133624582537
9.8,2679.121636407005
9.81,2682.817649736595
9.82,2686.50135000444
9.83,2690.172684767957
9.84,2693.831601584565
9.85,2697.4780480116774
9.86,2701.111971606712
9.87,2704.733319927086
9.88,2708.342040530217
9.89,2711.9380809735185
9.9,2715.5213888144103
9.91,2719.091911610308
9.92,2722.649596918627
9.93,2726.1943922967857
9.94,2729.7262453021995
9.95,2733.245103492287
9.96,2736.750914424463
9.97,2740.243625656145
9.98,2743.723184744749
9.99,2747.189539247692
10.0,2750.6426367223908
10.01,2754.0824247262617
10.02,2757.508850816722
10.03,2760.921862551188
10.04,2764.321407487076
10.05,2767.707433181804
10.06,2771.0798871927877
10.07,2774.4387170774426
10.08,2777.783870393187
10.09,2781.115294697437
10.1,2784.432937547609
10.11,2787.7367465011216
10.12,2791.0266691153884
10.13,2794.3026529478284
10.14,2797.564645555858
10.15,2800.812594496892
10.16,2804.0464473283487
10.17,2807.2661516076446
10.18,2810.471654892196
10.19,2813.66290473942
10.2,2816.839848706733
10.21,2820.0024343515515
10.22,2823.1506092312925
10.23,2826.2843209033726
10.24,2829.4035169252084
10.25,2832.508144854216
10.26,2835.598152247813
10.27,2838.673486663415
10.28,2841.7340956584403
10.29,2844.779926790304
10.3,2847.810927616424
10.31,2850.8270456942164
10.32,2853.828228581097
10.33,2856.814423834484
10.34,2859.785579011793
10.35,2862.7416416704405
10.36,2865.682559367844
10.37,2868.60827966142
10.38,2871.518750108585
10.39,2874.413918266756
10.4,2877.293731693348
10.41,2880.1581379457803
10.42,2883.007084581468
10.43,2885.840519157827
10.44,2888.658389232276
10.45,2891.4606423622304
10.46,2894.247226105108
10.47,2897.0180880183234
10.48,2899.773175659295
10.49,2902.512436585438
10.5,2905.23581835417
10.51,2907.9432685229085
10.52,2910.6347346490684
10.53,2913.310164290068
10.54,2915.9695050033224
10.55,2918.61270434625
10.56,2921.2397098762667
10.57,2923.8504691507887
10.58,2926.4449297272326
10.59,2929.023039163015
10.6,2931.5847450155534
10.61,2934.1299948422648
10.62,2936.6587362005644
10.63,2939.1709166478704
10.64,2941.6664837415983
10.65,2944.1453850391645
10.66,2946.6075680979866
10.67,2949.052980475481
10.68,2951.481569729064
10.69,2953.8932834161533
10.7,2956.2880690941643
10.71,2958.6658743205144
10.72,2961.02664665262
10.73,2963.370333647898
10.74,2965.6968828637646
10.75,2968.006241857637
10.76,2970.298358186932
10.77,2972.573179409065
10.78,2974.830653081454
10.79,2977.0707267615157
10.8,2979.2933480066654
10.81,2981.498464374321
10.82,2983.6860234219
10.83,2985.8559727068155
10.84,2988.0082597864885
10.85,2990.142832218333
10.86,2992.2596375597664
10.87,2994.3586233682054
10.88,2996.4397372010667
10.89,2998.5029266157667
10.9,3000.548139169722
10.91,3002.57532242035
10.92,3004.5844239250664
10.93,3006.575391241289
10.94,3008.5481719264344
10.95,3010.5027135379164
10.96,3012.4389636331557
10.97,3014.3568697695664
10.98,3016.2563795045667
10.99,3018.1374403955715
11.0,3020.0
11.01,3021.844042055194
11.02,3023.669695018214
11.03,3025.4771235260478
11.04,3027.266492215678
11.05,3029.037965724095
11.06,3030.791708688284
11.07,3032.5278857452327
11.08,3034.246661531925
11.09,3035.9482006853505
11.1,3037.6326678424957
11.11,3039.300227640345
11.12,3040.951044715888
11.13,3042.5852837061084
11.14,3044.2031092479947
11.15,3045.8046859785336
11.16,3047.390178534711
11.17,3048.9597515535143
11.18,3050.51356967193
11.19,3052.051797526943
11.2,3053.5745997555427
11.21,3055.082140994716
11.22,3056.574585881446
11.23,3058.0520990527225
11.24,3059.514845145532
11.25,3060.9629887968595
11.26,3062.396694643692
11.27,3063.816127323017
11.28,3065.221451471821
11.29,3066.612831727092
11.3,3067.9904327258128
11.31,3069.354419104973
11.32,3070.704955501561
11.33,3072.042206552559
11.34,3073.366336894956
11.35,3074.677511165739
11.36,3075.975894001894
11.37,3077.261650040408
11.38,3078.5349439182683
11.39,3079.7959402724605
11.4,3081.0448037399715
11.41,3082.281698957788
11.42,3083.506790562896
11.43,3084.720243192284
11.44,3085.9222214829365
11.45,3087.1128900718422
11.46,3088.292413595987
11.47,3089.4609566923564
11.48,3090.618683997939
11.49,3091.7657601497194
11.5,3092.9023497846865
11.51,3094.028617539825
11.52,3095.144728052124
11.53,3096.2508459585665
11.54,3097.3471358961424
11.55,3098.433762501837
11.56,3099.5108904126364
11.57,3100.5786842655293
11.58,3101.6373086975004
11.59,3102.6869283455376
11.6,3103.727707846627
11.61,3104.759811837755
11.62,3105.7834049559087
11.63,3106.7986518380744
11.64,3107.80571712124
11.65,3108.80476544239
11.66,3109.7959614385136
11.67,3110.779469746595
11.68,3111.755455003622
11.69,3112.724081846581
11.7,3113.68551491246
11.71,3114.6399188382443
11.72,3115.587458260921
11.73,3116.5282978174764
11.74,3117.462602144897
11.75,3118.390535880171
11.76,3119.312263660283
11.77,3120.22795012222
11.78,3121.137759902971
11.79,3122.0418576395205
11.8,3122.9404079688547
11.81,3123.833575527962
11.82,3124.7215249538285
11.83,3125.6044208834387
11.84,3126.482427953784
11.85,3127.3557108018463
11.86,3128.224434064615
11.87,3129.0887623790763
11.88,3129.948860382216
11.89,3130.804892711021
11.9,3131.6570240024785
11.91,3132.505418893576
11.92,3133.350242021298
11.93,3134.1916580226334
11.94,3135.0298315345663
11.95,3135.8649271940853
11.96,3136.697109638177
11.97,3137.526543503828
11.98,3138.353393428024
11.99,3139.1778240477533
12.0,3140.0
12.01,3140.820046822059
12.02,3141.6379336524383
12.03,3142.453590529957
12.04,3143.26694749343
12.05,3144.0779345816736
12.06,3144.886481833505
12.07,3145.6925192877407
12.08,3146.495976983196
12.09,3147.2967849586867
12.1,3148.09487325303
12.11,3148.890171905043
12.12,3149.6826109535414
12.13,3150.472120437341
12.14,3151.2586303952585
12.15,3152.0420708661104
12.16,3152.822371888713
12.17,3153.5994635018824
12.18,3154.373275744435
12.19,3155.143738655187
12.2,3155.9107822729547
12.21,3156.6743366365554
12.22,3157.4343317848043
12.23,3158.190697756518
12.24,3158.943364590513
12.25,3159.692262325605
12.26,3160.437321000612
12.27,3161.1784706543485
12.28,3161.9156413256314
12.29,3162.648763053277
12.3,3163.377765876103
12.31,3164.1025798329238
12.32,3164.823134962556
12.33,3165.539361303817
12.34,3166.251188895522
12.35,3166.958547776488
12.36,3167.661367985531
12.37,3168.3595795614674
12.38,3169.0531125431144
12.39,3169.7418969692867
12.4,3170.425862878802
12.41,3171.104940310476
12.42,3171.779059303125
12.43,3172.448149895566
12.44,3173.1121421266143
12.45,3173.770966035086
12.46,3174.4245516598
12.47,3175.072829039569
12.48,3175.715728213212
12.49,3176.353179219544
12.5,3176.985112097382
12.51,3177.6114568855423
12.52,3178.2321436228403
12.53,3178.847102348094
12.54,3179.4562631001186
12.55,3180.0595559177304
12.56,3180.656910839746
12.57,3181.248257904981
12.58,3181.833527152253
12.59,3182.4126486203777
12.6,3182.985552348172
12.61,3183.5521683744505
12.62,3184.1124267380314
12.63,3184.66625747773
12.64,3185.213590632364
12.65,3185.754356240748
12.66,3186.288484341699
12.67,3186.8159049740334
12.68,3187.3365481765672
12.69,3187.850343988117
12.7,3188.3572224475
12.71,3188.8571135935304
