wind_speed,Südwind S-70
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,1.7
3.51,1.8483858434119933
3.52,2.012816181162661
3.53,2.193052554183852
3.54,2.388856503407445
3.55,2.5999895697652886
3.56,2.826213294189264
3.57,3.0672892176112163
3.58,3.322978880963029
3.59,3.593043825176546
3.6,3.877245591183653
3.61,4.17534571991619
3.62,4.487105752306046
3.63,4.812287229285059
3.64,5.15065169178512
3.65,5.501960680738064
3.66,5.865975737075786
3.67,6.242458401730119
3.68,6.631170215632957
3.69,7.031872719716131
3.7,7.444327454911543
3.71,7.868295962151016
3.72,8.303539782366457
3.73,8.749820456489685
3.74,9.206899525452608
3.75,9.674538530187046
3.76,10.152499011624888
3.77,10.640542510698014
3.78,11.13843056833825
3.79,11.6459247254775
3.8,12.162786523047586
3.81,12.688777501980413
3.82,13.223659203207804
3.83,13.76719316766167
3.84,14.319140936273822
3.85,14.879264049976175
3.86,15.447324049700546
3.87,16.023082476378846
3.88,16.60630087094289
3.89,17.196740774324592
3.9,17.794163727455764
3.91,18.39833127126833
3.92,19.009004946694084
3.93,19.62594629466496
3.94,20.24891685611275
3.95,20.877678171969396
3.96,21.511991783166685
3.97,22.15161923063656
3.98,22.796322055310803
3.99,23.44586179812135
4.0,24.1
4.01,24.75849820187866
4.02,25.42111794468918
4.03,26.087620769363483
4.04,26.75776821683332
4.05,27.43132182803061
4.06,28.10804314388723
4.07,28.787693705335084
4.08,29.470035053305924
4.09,30.154828728731683
4.1,30.841836272544214
4.11,31.530819225675447
4.12,32.22153912905712
4.13,32.91375752362116
4.14,33.60723595029943
4.15,34.30173595002386
4.16,34.997019063726185
4.17,35.69284683233833
4.18,36.38898079679217
4.19,37.08518249801962
4.2,37.78121347695242
4.21,38.4768352745225
4.22,39.17180943166173
4.23,39.86589748930203
4.24,40.55886098837513
4.25,41.25046146981296
4.26,41.94046047454739
4.27,42.6286195435103
4.28,43.31470021763358
4.29,43.998464037849
4.3,44.67967254508845
4.31,45.358087280283854
4.32,46.03346978436707
4.33,46.70558159826989
4.34,47.37418426292422
4.35,48.03903931926192
4.36,48.69990830821492
4.37,49.35655277071496
4.38,50.00873424769395
4.39,50.6562142800838
4.4,51.29875440881637
4.41,51.93611617482347
4.42,52.56806111903697
4.43,53.19435078238877
4.44,53.81474670581076
4.45,54.429010430234726
4.46,55.03690349659256
4.47,55.63818744581613
4.48,56.23262381883737
4.49,56.819974156588025
4.5,57.4
4.51,57.97257654907333
4.52,58.53803364008051
4.53,59.09681476836232
4.54,59.64936342925931
4.55,60.19612311811221
4.56,60.73753733026173
4.57,61.27404956104856
4.58,61.8061033058133
4.59,62.33414205989669
4.6,62.85860931863939
4.61,63.37994857738215
4.62,63.89860333146553
4.63,64.41501707623027
4.64,64.92963330701707
4.65,65.44289551916661
4.66,65.95524720801953
4.67,66.46713186891654
4.68,66.97899299719828
4.69,67.49127408820551
4.7,68.00441863727883
4.71,68.51887013975896
4.72,69.03507209098656
4.73,69.55346798630238
4.74,70.07450132104698
4.75,70.59861559056112
4.76,71.12625429018546
4.77,71.6578609152607
4.78,72.19387896112754
4.79,72.73475192312657
4.8,73.28092329659853
4.81,73.83283657688409
4.82,74.39093525932398
4.83,74.95566283925882
4.84,75.52746281202927
4.85,76.10677867297606
4.86,76.69405391743993
4.87,77.28973204076141
4.88,77.89425653828125
4.89,78.50807090534016
4.9,79.13161863727885
4.91,79.76534322943789
4.92,80.409688177158
4.93,81.0650969757799
4.94,81.73201312064432
4.95,82.4108801070918
4.96,83.10214143046309
4.97,83.80624058609885
4.98,84.52362106933985
4.99,85.25472637552666
5.0,86.0
5.01,86.75977160182799
5.02,87.53391549498862
5.03,88.32219215718735
5.04,89.12436206612948
5.05,89.94018569952046
5.06,90.76942353506576
5.07,91.6118360504708
5.08,92.46718372344088
5.09,93.33522703168153
5.1,94.21572645289808
5.11,95.10844246479608
5.12,96.0131355450808
5.13,96.92956617145768
5.14,97.85749482163216
5.15,98.7966819733098
5.16,99.74688810419572
5.17,100.70787369199552
5.18,101.67939921441462
5.19,102.66122514915848
5.2,103.6531119739323
5.21,104.65482016644164
5.22,105.6661102043919
5.23,106.68674256548864
5.24,107.71647772743697
5.25,108.75507616794256
5.26,109.80229836471064
5.27,110.85790479544676
5.28,111.9216559378564
5.29,112.99331226964476
5.3,114.07263426851736
5.31,115.1593824121796
5.32,116.25331717833706
5.33,117.3541990446949
5.34,118.4617884889586
5.35,119.57584598883366
5.36,120.69613202202557
5.37,121.82240706623946
5.38,122.95443159918096
5.39,124.09196609855545
5.4,125.23477104206836
5.41,126.382606907425
5.42,127.53523417233092
5.43,128.69241331449146
5.44,129.85390481161213
5.45,131.01946914139813
5.46,132.18886678155508
5.47,133.3618582097883
5.48,134.53820390380335
5.49,135.7176643413054
5.5,136.9
5.51,138.0850118811024
5.52,139.27266307986702
5.53,140.46295721505845
5.54,141.65589790544064
5.55,142.8514887697781
5.56,144.04973342683516
5.57,145.25063549537626
5.58,146.4541985941655
5.59,147.6604263419673
5.6,148.86932235754605
5.61,150.08089025966612
5.62,151.29513366709162
5.63,152.512056198587
5.64,153.7316614729166
5.65,154.95395310884493
5.66,156.1789347251359
5.67,157.40660994055418
5.68,158.63698237386393
5.69,159.87005564382966
5.7,161.10583336921545
5.71,162.34431916878574
5.72,163.5855166613049
5.73,164.8294294655373
5.74,166.07606120024704
5.75,167.3254154841987
5.76,168.57749593615645
5.77,169.83230617488468
5.78,171.0898498191478
5.79,172.35013048770998
5.8,173.6131517993356
5.81,174.878917372789
5.82,176.14743082683464
5.83,177.41869578023665
5.84,178.69271585175937
5.85,179.96949466016716
5.86,181.2490358242245
5.87,182.5313429626955
5.88,183.8164196943446
5.89,185.10426963793608
5.9,186.39489641223443
5.91,187.6883036360037
5.92,188.9844949280084
5.93,190.2834739070128
5.94,191.58524419178127
5.95,192.88980940107808
5.96,194.1971731536676
5.97,195.5073390683141
5.98,196.8203107637821
5.99,198.1360918588357
6.0,199.45468597223925
6.01,200.7760967227572
6.02,202.10032772915372
6.03,203.42738261019343
6.04,204.75726498464036
6.05,206.0899784712589
6.06,207.42552668881345
6.07,208.76391325606835
6.08,210.1051417917878
6.09,211.44921591473627
6.1,212.7961392436779
6.11,214.14591539737737
6.12,215.4985479945986
6.13,216.8540406541061
6.14,218.21239699466432
6.15,219.5736206350374
6.16,220.9377151939898
6.17,222.3046842902856
6.18,223.6745315426894
6.19,225.0472605699656
6.2,226.42287499087817
6.21,227.80137842419165
6.22,229.18277448867036
6.23,230.56706680307872
6.24,231.95425898618083
6.25,233.34435465674116
6.26,234.737357433524
6.27,236.1332709352936
6.28,237.5320987808147
6.29,238.93384458885112
6.3,240.33851197816736
6.31,241.7461045675277
6.32,243.1566259756968
6.33,244.57007982143853
6.34,245.98646972351736
6.35,247.40579930069768
6.36,248.82807217174397
6.37,250.2532919554203
6.38,251.68146227049107
6.39,253.11258673572055
6.4,254.54666896987337
6.41,255.98371259171347
6.42,257.4237212200053
6.43,258.8666984735133
6.44,260.3126479710018
6.45,261.76157333123496
6.46,263.2134781729772
6.47,264.6683661149928
6.48,266.1262407760464
6.49,267.58710577490183
6.5,269.05096473032364
6.51,270.51782126107616
6.52,271.98767898592376
6.53,273.46054152363087
6.54,274.93641249296155
6.55,276.4152955126803
6.56,277.8971942015514
6.57,279.3821121783392
6.58,280.87005306180794
6.59,282.3610204707221
6.6,283.85501802384584
6.61,285.3520493399438
6.62,286.85211803777986
6.63,288.3552277361186
6.64,289.8613820537244
6.65,291.3705846093616
6.66,292.8828390217941
6.67,294.3981489097868
6.68,295.91651789210374
6.69,297.4379495875095
6.7,298.9624476147679
6.71,300.4900155926436
6.72,302.020657139901
6.73,303.5543758753044
6.74,305.09117541761793
6.75,306.631059385606
6.76,308.1740313980331
6.77,309.7200950736634
6.78,311.26925403126137
6.79,312.8215118895911
6.8,314.37687226741707
6.81,315.93533878350354
6.82,317.4969150566151
6.83,319.06160470551566
6.84,320.62941134896977
6.85,322.2003386057418
6.86,323.774390094596
6.87,325.35156943429666
6.88,326.9318802436082
6.89,328.5153261412949
6.9,330.10191074612123
6.91,331.6916376768513
6.92,333.28451055224946
6.93,334.8805329910801
6.94,336.4797086121078
6.95,338.0820410340963
6.96,339.68753387581035
6.97,341.2961907560142
6.98,342.9080152934723
6.99,344.5230111069487
7.0,346.1411818152079
7.01,347.76253103701424
7.02,349.38706239113185
7.03,351.0147794963255
7.04,352.64568597135906
7.05,354.27978543499705
7.06,355.91708150600374
7.07,357.55757780314366
7.08,359.2012779451809
7.09,360.84818555087975
7.1,362.4983042390047
7.11,364.15163762832015
7.12,365.8081893375902
7.13,367.4679629855793
7.14,369.1309621910517
7.15,370.7971905727719
7.16,372.46665174950414
7.17,374.1393493400126
7.18,375.81528696306174
7.19,377.494468237416
7.2,379.1768967818396
7.21,380.86257621509657
7.22,382.55151015595175
7.23,384.24370222316935
7.24,385.93915603551335
7.25,387.6378752117484
7.26,389.3398633706388
7.27,391.0451241309486
7.28,392.7536611114426
7.29,394.4654779308848
7.3,396.1805782080396
7.31,397.8989655616713
7.32,399.6206436105445
7.33,401.345615973423
7.34,403.07388626907135
7.35,404.8054581162541
7.36,406.54033513373554
7.37,408.2785209402796
7.38,410.020019154651
7.39,411.76483339561406
7.4,413.51296728193296
7.41,415.264424432372
7.42,417.0192084656955
7.43,418.777323000668
7.44,420.5387716560537
7.45,422.3035580506167
7.46,424.07168580312185
7.47,425.843158532333
7.48,427.61797985701486
7.49,429.39615339593126
7.5,431.177682767847
7.51,432.962571591526
7.52,434.7508234857329
7.53,436.5424420692322
7.54,438.3374309607876
7.55,440.135793779164
7.56,441.9375341431255
7.57,443.7426556714365
7.58,445.5511619828612
7.59,447.363056696164
7.6,449.1783434301092
7.61,450.9970258034614
7.62,452.8191074349844
7.63,454.64459194344295
7.64,456.473482947601
7.65,458.3057840662235
7.66,460.1414989180743
7.67,461.98063112191767
7.68,463.8231842965181
7.69,465.6691620606402
7.7,467.5185680330477
7.71,469.3714058325053
7.72,471.2276790777772
7.73,473.08739138762814
7.74,474.9505463808217
7.75,476.8171476761228
7.76,478.6871988922954
7.77,480.5607036481041
7.78,482.4376655623134
7.79,484.318088253687
7.8,486.2019753409897
7.81,488.08933044298567
7.82,489.9801571784394
7.83,491.8744591661151
7.84,493.772240024777
7.85,495.6735033731895
7.86,497.5782528301171
7.87,499.4864920143238
7.88,501.3982245445741
7.89,503.31345403963246
7.9,505.2321841182632
7.91,507.1544183992304
7.92,509.0801605012984
7.93,511.0094140432317
7.94,512.9421826437947
7.95,514.8784699217515
7.96,516.8182794958665
7.97,518.761614984904
7.98,520.7084800076286
7.99,522.6588781828043
8.0,524.6128131291954
8.01,526.5702884655666
8.02,528.5313078106817
8.03,530.4958747833056
8.04,532.4639930022022
8.05,534.4356660861362
8.06,536.4108976538714
8.07,538.3896913241726
8.08,540.3720507158039
8.09,542.3579794475297
8.1,544.3474811381142
8.11,546.340559406322
8.12,548.3372178709171
8.13,550.3374601506646
8.14,552.3412898643277
8.15,554.3487106306712
8.16,556.3597260684595
8.17,558.374339796457
8.18,560.3925554334278
8.19,562.4143765981365
8.2,564.4398069093473
8.21,566.4688499858247
8.22,568.5015094463326
8.23,570.5377889096357
8.24,572.577691994498
8.25,574.6212223196842
8.26,576.6683835039582
8.27,578.7191791660849
8.28,580.7736129248283
8.29,582.8316883989525
8.3,584.8934092072225
8.31,586.9587789684019
8.32,589.0278013012553
8.33,591.1004798245469
8.34,593.1768181570415
8.35,595.2568199175028
8.36,597.3404887246957
8.37,599.427828197384
8.38,601.5188419543327
8.39,603.6135336143055
8.4,605.7119067960668
8.41,607.8139651183811
8.42,609.9197122000128
8.43,612.0291516597262
8.44,614.1422871162854
8.45,616.2591221884547
8.46,618.3796604949993
8.47,620.5039056546824
8.48,622.6318612862685
8.49,624.7635310085225
8.5,626.8989184402084
8.51,629.0380272000905
8.52,631.180860906933
8.53,633.3274231795006
8.54,635.4777176365574
8.55,637.6317478968681
8.56,639.7895175791962
8.57,641.9510303023068
8.58,644.1162896849637
8.59,646.2852993459317
8.6,648.4580629039747
8.61,650.6345839778571
8.62,652.8148661863436
8.63,654.9989131481985
8.64,657.1867284821856
8.65,659.3783158070696
8.66,661.5736787416147
8.67,663.7728209045853
8.68,665.9757459147456
8.69,668.1824573908601
8.7,670.3929589516932
8.71,672.6072542160096
8.72,674.8253468025725
8.73,677.0472403301469
8.74,679.272938417497
8.75,681.5024446833872
8.76,683.7357627465822
8.77,685.9728962258455
8.78,688.2138487399421
8.79,690.4586239076363
8.8,692.7072253476923
8.81,694.9596566788742
8.82,697.2159215199465
8.83,699.4760234896735
8.84,701.7399662068195
8.85,704.0077532901489
8.86,706.2793883584261
8.87,708.5548750304154
8.88,710.8342169248813
8.89,713.1174176605874
8.9,715.4044808562987
8.91,717.6954101307795
8.92,719.9902091027936
8.93,722.288881391106
8.94,724.5914306144806
8.95,726.8978603916821
8.96,729.2081743414748
8.97,731.5223760826223
8.98,733.8404692338896
8.99,736.1624574140409
9.0,738.4883442418404
9.01,740.8181333360526
9.02,743.1518283154419
9.03,745.4894327987722
9.04,747.8309504048082
9.05,750.1763847523146
9.06,752.525739460055
9.07,754.8790181467938
9.08,757.2362244312955
9.09,759.5973619323245
9.1,761.9624342686451
9.11,764.3314450590217
9.12,766.7043979222183
9.13,769.081296477
9.14,771.4621443421304
9.15,773.8469451363737
9.16,776.2357024784947
9.17,778.6284199872573
9.18,781.0251012814265
9.19,783.425749979766
9.2,785.8303697010404
9.21,788.2389640640145
9.22,790.6515366874514
9.23,793.0680911901164
9.24,795.4886311907735
9.25,797.913160308187
9.26,800.3416821611214
9.27,802.7742003683411
9.28,805.2107185486102
9.29,807.651240320693
9.3,810.0957693033542
9.31,812.5443091153575
9.32,814.9968633754679
9.33,817.4534357024493
9.34,819.9140297150659
9.35,822.3786490320826
9.36,824.8472972722632
9.37,827.3199780543721
9.38,829.7966949971745
9.39,832.2774517194333
9.4,834.7622518399137
9.41,837.2510989773798
9.42,839.7439967505957
9.43,842.2409487783262
9.44,844.7419586793353
9.45,847.2470300723876
9.46,849.7561665762479
9.47,852.269371809679
9.48,854.7866493914464
9.49,857.308002940314
9.5,859.8334360750466
9.51,862.3629524144079
9.52,864.8965555771626
9.53,867.4342491820751
9.54,869.9760368479093
9.55,872.5219221934306
9.56,875.0719088374021
9.57,877.6260003985883
9.58,880.1842004957539
9.59,882.7465127476632
9.6,885.3129407730805
9.61,887.8834881907701
9.62,890.4581586194962
9.63,893.0369556780238
9.64,895.6198829851162
9.65,898.206944159538
9.66,900.798142820054
9.67,903.3934825854284
9.68,905.9929670744248
9.69,908.5965999058084
9.7,911.2043846983436
9.71,913.8163250707944
9.72,916.4324246419246
9.73,919.052687030499
9.74,921.6771158552822
9.75,924.3057147350382
9.76,926.9384872885314
9.77,929.575437134526
9.78,932.2165678917868
9.79,934.8618831790774
9.8,937.511386615163
9.81,940.165081818807
9.82,942.8229724087744
9.83,945.4850620038292
9.84,948.151354222736
9.85,950.8218526842584
9.86,953.4965610071616
9.87,956.1754828102098
9.88,958.8586217121676
9.89,961.545981331798
9.9,964.2375652878663
9.91,966.9333771991372
9.92,969.6334206843736
9.93,972.3376993623416
9.94,975.0462168518044
9.95,977.7589767715268
9.96,980.4759827402733
9.97,983.1972383768071
9.98,985.922747299894
9.99,988.6525131282972
10.0,991.3865394807814
10.01,994.1248299761112
10.02,996.8673882330506
10.03,999.6142178703642
10.04,1002.3653225068158
10.05,1005.120705761171
10.06,1007.8803712521924
10.07,1010.6443225986455
10.08,1013.4125634192942
10.09,1016.185097332903
10.1,1018.961927958236
10.11,1021.7430589140574
10.12,1024.528493819132
10.13,1027.3182362922246
10.14,1030.112289952098
10.15,1032.910658417518
10.16,1035.713345307248
10.17,1038.5203542400525
10.18,1041.331688834696
10.19,1044.1473527099429
10.2,1046.9673494845572
10.21,1049.791682777304
10.22,1052.6203562069466
10.23,1055.45337339225
10.24,1058.290737951978
10.25,1061.1324535048957
10.26,1063.9785236697664
10.27,1066.8289520653557
10.28,1069.6837423104269
10.29,1072.5428980237446
10.3,1075.4064228240738
10.31,1078.2743203301775
10.32,1081.1465941608208
10.33,1084.023247934768
10.34,1086.9042852707837
10.35,1089.789709787632
10.36,1092.679525104077
10.37,1095.5737348388827
10.38,1098.4723426108148
10.39,1101.3753520386365
10.4,1104.2827667411118
10.41,1107.1945903370058
10.42,1110.110826445083
10.43,1113.031478684107
10.44,1115.9565506728425
10.45,1118.8860460300536
10.46,1121.819968374506
10.47,1124.7583213249618
10.48,1127.7011085001868
10.49,1130.6483335189448
10.5,1133.6
10.51,1136.5559873528118
10.52,1139.515678149617
10.53,1142.4783307533482
10.54,1145.4432035269374
10.55,1148.409554833317
10.56,1151.3766430354171
10.57,1154.3437264961717
10.58,1157.3100635785113
10.59,1160.2749126453689
10.6,1163.2375320596764
10.61,1166.1971801843652
10.62,1169.153115382368
10.63,1172.1045960166173
10.64,1175.0508804500432
10.65,1177.991227045579
10.66,1180.924894166156
10.67,1183.851140174707
10.68,1186.769223434164
10.69,1189.6784023074586
10.7,1192.5779351575225
10.71,1195.4670803472884
10.72,1198.3450962396876
10.73,1201.2112411976527
10.74,1204.064773584115
10.75,1206.9049517620072
10.76,1209.7310340942604
10.77,1212.5422789438076
10.78,1215.3379446735803
10.79,1218.1172896465105
10.8,1220.8795722255309
10.81,1223.6240507735722
10.82,1226.3499836535668
10.83,1229.056629228447
10.84,1231.7432458611454
10.85,1234.4090919145926
10.86,1237.0534257517215
10.87,1239.675505735464
10.88,1242.274590228752
10.89,1244.8499375945178
10.9,1247.4008061956924
10.91,1249.9264543952088
10.92,1252.4261405559985
10.93,1254.8991230409938
10.94,1257.3446602131264
10.95,1259.7620104353282
10.96,1262.150432070532
10.97,1264.5091834816692
10.98,1266.8375230316717
10.99,1269.134709083471
11.0,1271.4
11.01,1273.6328628796373
11.02,1275.8335997625488
11.03,1278.0027214243466
11.04,1280.1407386406438
11.05,1282.2481621870531
11.06,1284.3255028391868
11.07,1286.3732713726574
11.08,1288.3919785630778
11.09,1290.3821351860606
11.1,1292.3442520172184
11.11,1294.2788398321638
11.12,1296.1864094065097
11.13,1298.0674715158684
11.14,1299.9225369358528
11.15,1301.7521164420757
11.16,1303.5567208101484
11.17,1305.336860815685
11.18,1307.0930472342975
11.19,1308.8257908415987
11.2,1310.535602413201
11.21,1312.222992724718
11.22,1313.888472551761
11.23,1315.532552669943
11.24,1317.155743854877
11.25,1318.758556882175
11.26,1320.3415025274503
11.27,1321.9050915663158
11.28,1323.449834774383
11.29,1324.976242927265
11.3,1326.484826800575
11.31,1327.9760971699252
11.32,1329.4505648109275
11.33,1330.908740499196
11.34,1332.3511350103422
11.35,1333.778259119979
11.36,1335.1906236037191
11.37,1336.588739237175
11.38,1337.97311679596
11.39,1339.344267055686
11.4,1340.7027007919658
11.41,1342.048928780412
11.42,1343.3834617966372
11.43,1344.7068106162535
11.44,1346.0194860148754
11.45,1347.3219987681134
11.46,1348.6148596515811
11.47,1349.8985794408914
11.48,1351.1736689116558
11.49,1352.440638839488
11.5,1353.7
11.51,1354.952211528639
11.52,1356.1975260001884
11.53,1357.4361443492658
11.54,1358.6682675104876
11.55,1359.8940964184728
11.56,1361.1138320078378
11.57,1362.3276752132003
11.58,1363.5358269691787
11.59,1364.7384882103895
11.6,1365.9358598714505
11.61,1367.128142886979
11.62,1368.3155381915929
11.63,1369.4982467199095
11.64,1370.6764694065466
11.65,1371.8504071861216
11.66,1373.0202609932512
11.67,1374.186231762554
11.68,1375.3485204286465
11.69,1376.5073279261474
11.7,1377.6628551896729
11.71,1378.8153031538416
11.72,1379.9648727532706
11.73,1381.111764922577
11.74,1382.2561805963787
11.75,1383.398320709293
11.76,1384.5383861959383
11.77,1385.676577990931
11.78,1386.813097028889
11.79,1387.9481442444296
11.8,1389.0819205721707
11.81,1390.2146269467291
11.82,1391.3464643027232
11.83,1392.47763357477
11.84,1393.608335697487
11.85,1394.738771605492
11.86,1395.8691422334018
11.87,1396.9996485158345
11.88,1398.130491387408
11.89,1399.2618717827393
11.9,1400.3939906364456
11.91,1401.5270488831443
11.92,1402.661247457454
11.93,1403.796787293991
11.94,1404.9338693273737
11.95,1406.0726944922187
11.96,1407.2134637231443
11.97,1408.356377954768
11.98,1409.5016381217067
11.99,1410.649445158578
12.0,1411.8
12.01,1412.9534190058064
12.02,1414.109480236698
12.03,1415.267877178592
12.04,1416.4283033174058
12.05,1417.590452139057
12.06,1418.7540171294634
12.07,1419.9186917745412
12.08,1421.0841695602087
12.09,1422.2501439723826
12.1,1423.4163084969805
12.11,1424.58235661992
12.12,1425.7479818271183
12.13,1426.9128776044931
12.14,1428.0767374379614
12.15,1429.2392548134403
12.16,1430.4001232168478
12.17,1431.5590361341008
12.18,1432.715687051117
12.19,1433.869769453813
12.2,1435.020976828107
12.21,1436.1690026599165
12.22,1437.313540435158
12.23,1438.4542836397495
12.24,1439.590925759608
12.25,1440.7231602806514
12.26,1441.8506806887967
12.27,1442.973180469961
12.28,1444.090353110062
12.29,1445.2018920950168
12.3,1446.3074909107436
12.31,1447.4068430431587
12.32,1448.49964197818
12.33,1449.5855812017248
12.34,1450.6643541997105
12.35,1451.735654458054
12.36,1452.7991754626732
12.37,1453.8546106994854
12.38,1454.901653654408
12.39,1455.939997813358
12.4,1456.9693366622537
12.41,1457.9893636870108
12.42,1458.9997723735482
12.43,1460.0002562077825
12.44,1460.9905086756312
12.45,1461.970223263012
12.46,1462.939093455842
12.47,1463.8968127400385
12.48,1464.8430746015183
12.49,1465.7775725262
12.5,1466.7
12.51,1467.6101028481355
12.52,1468.5078362530203
12.53,1469.3932077363672
12.54,1470.266224819889
12.55,1471.1268950252988
12.56,1471.9752258743104
12.57,1472.8112248886357
12.58,1473.6348995899882
12.59,1474.4462575000812
12.6,1475.2453061406277
12.61,1476.0320530333408
12.62,1476.806505699933
12.63,1477.568671662118
12.64,1478.3185584416087
12.65,1479.056173560118
12.66,1479.7815245393583
12.67,1480.4946189010443
12.68,1481.1954641668872
12.69,1481.8840678586012
12.7,1482.5604374978989
12.71,1483.2245806064936
12.72,1483.8765047060983
12.73,1484.5162173184258
12.74,1485.143725965189
12.75,1485.7590381681016
12.76,1486.3621614488763
12.77,1486.9531033292262
12.78,1487.531871330864
12.79,1488.098472975503
12.8,1488.6529157848563
12.81,1489.195207280637
12.82,1489.725354984558
12.83,1490.2433664183322
12.84,1490.7492491036728
12.85,1491.2430105622934
12.86,1491.7246583159058
12.87,1492.194199886224
12.88,1492.651642794961
12.89,1493.0969945638294
12.9,1493.5302627145425
12.91,1493.9514547688136
12.92,1494.3605782483553
12.93,1494.7576406748803
12.94,1495.142649570103
12.95,1495.5156124557348
12.96,1495.8765368534898
12.97,1496.225430285081
12.98,1496.562300272221
12.99,1496.887154336623
13.0,1497.2
13.01,1497.500879201652
13.02,1497.789971551222
13.03,1498.0674910759417
13.04,1498.33365180304
13.05,1498.5886677597491
13.06,1498.8327529732985
13.07,1499.0661214709185
13.08,1499.28898727984
13.09,1499.5015644272935
13.1,1499.7040669405092
13.11,1499.8967088467175
13.12,1500.0797041731496
13.13,1500.2532669470354
13.14,1500.4176111956049
13.15,1500.5729509460898
13.16,1500.7195002257192
13.17,1500.8574730617245
13.18,1500.9870834813355
13.19,1501.1085455117836
13.2,1501.2220731802984
13.21,1501.3278805141103
13.22,1501.4261815404504
13.23,1501.517190286549
13.24,1501.6011207796364
13.25,1501.6781870469429
13.26,1501.7486031156996
13.27,1501.8125830131362
13.28,1501.8703407664834
13.29,1501.9220904029723
13.3,1501.9680459498325
13.31,1502.0084214342949
13.32,1502.0434308835895
13.33,1502.0732883249475
13.34,1502.0982077855992
