wind_speed,eno energy eno 126 3.5
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,32.0
3.01,34.04469798700014
3.02,36.07764226584962
3.03,38.09899802551947
3.04,40.10893045498108
3.05,42.1076047432055
3.06,44.09518607916414
3.07,46.07183965182803
3.08,48.03773065016856
3.09,49.993024263156784
3.1,51.937885679764086
3.11,53.87248008896153
3.12,55.7969726797205
3.13,57.711528641012045
3.14,59.61631316180754
3.15,61.511491431078056
3.16,63.397228637794974
3.17,65.27368997092935
3.18,67.14104061945257
3.19,68.99944577233566
3.2,70.84907061855006
3.21,72.69008034706675
3.22,74.5226401468572
3.23,76.34691520689242
3.24,78.1630707161438
3.25,79.97127186358237
3.26,81.77168383817947
3.27,83.5644718289064
3.28,85.34980102473419
3.29,87.12783661463423
3.3,88.89874378757759
3.31,90.66268773253564
3.32,92.41983363847946
3.33,94.1703466943804
3.34,95.91439208920954
3.35,97.65213501193824
3.36,99.3837406515376
3.37,101.10937419697896
3.38,102.8292008372334
3.39,104.54338576127228
3.4,106.25209415806668
3.41,107.95549121658796
3.42,109.6537421258072
3.43,111.3470120746958
3.44,113.03546625222477
3.45,114.7192698473655
3.46,116.39858804908904
3.47,118.0735860463668
3.48,119.74442902816988
3.49,121.4112821834696
3.5,123.074310701237
3.51,124.73367977044342
3.52,126.38955458006016
3.53,128.04210031905828
3.54,129.6914821764091
3.55,131.33786534108378
3.56,132.98141500205364
3.57,134.62229634828975
3.58,136.26067456876348
3.59,137.89671485244588
3.6,139.53058238830835
3.61,141.16244236532197
3.62,142.79245997245812
3.63,144.42080039868782
3.64,146.0476288329824
3.65,147.67311046431308
3.66,149.29741048165113
3.67,150.92069407396764
3.68,152.5431264302339
3.69,154.1648727394211
3.7,155.78609819050058
3.71,157.40696797244337
3.72,159.0276472742208
3.73,160.64830128480412
3.74,162.2690951931645
3.75,163.8901941882731
3.76,165.51176345910125
3.77,167.1339681946202
3.78,168.75697358380097
3.79,170.38094481561498
3.8,172.00604707903332
3.81,173.63244556302735
3.82,175.2603054565681
3.83,176.88979194862694
3.84,178.52107022817503
3.85,180.15430548418368
3.86,181.78966290562397
3.87,183.4273076814672
3.88,185.0674050006845
3.89,186.71012005224725
3.9,188.3556180251265
3.91,190.00406410829368
3.92,191.6556234907198
3.93,193.31046136137624
3.94,194.968742909234
3.95,196.6306333232645
3.96,198.2962977924389
3.97,199.96590150572848
3.98,201.63960965210435
3.99,203.31758742053785
4.0,205.0
4.01,206.6870125794622
4.02,208.3787903478956
4.03,210.0754984942716
4.04,211.77730220756104
4.05,213.48436667673545
4.06,215.19685709076597
4.07,216.9149386386239
4.08,218.63877650928023
4.09,220.3685358917063
4.1,222.10438197487335
4.11,223.8464799477528
4.12,225.59499499931545
4.13,227.3500923185328
4.14,229.11193709437595
4.15,230.8806945158164
4.16,232.6565297718249
4.17,234.43960805137303
4.18,236.23009454343185
4.19,238.0281544369728
4.2,239.83395292096665
4.21,241.64765518438503
4.22,243.46942641619896
4.23,245.2994318053799
4.24,247.13783654089875
4.25,248.9848058117269
4.26,250.8405048068355
4.27,252.7050987151958
4.28,254.57875272577925
4.29,256.4616320275567
4.3,258.35390180949946
4.31,260.2557272605788
4.32,262.16727356976617
4.33,264.0887059260324
4.34,266.02018951834884
4.35,267.9618895356868
4.36,269.9139711670176
4.37,271.87659960131214
4.38,273.8499400275419
4.39,275.8341576346779
4.4,277.8294176116917
4.41,279.8358851475541
4.42,281.85372543123657
4.43,283.8831036517102
4.44,285.92418499794644
4.45,287.9771346589162
4.46,290.04211782359084
4.47,292.1192996809416
4.48,294.2088454199399
4.49,296.3109202295566
4.5,298.42568929876296
4.51,300.55331781653035
4.52,302.69397097183
4.53,304.84781395363325
4.54,307.0150119509109
4.55,309.1957301526345
4.56,311.3901337477752
4.57,313.5983879253043
4.58,315.8206578741928
4.59,318.057108783412
4.6,320.30790584193323
4.61,322.5732142387278
4.62,324.8531991627666
4.63,327.148025803021
4.64,329.4578593484623
4.65,331.7828649880619
4.66,334.1232079107905
4.67,336.4790533056196
4.68,338.85056636152046
4.69,341.2379122674645
4.7,343.64125621242243
4.71,346.06076338536576
4.72,348.49659897526567
4.73,350.9489281710937
4.74,353.4179161618205
4.75,355.90372813641767
4.76,358.40652928385623
4.77,360.9264847931075
4.78,363.4637598531429
4.79,366.0185196529332
4.8,368.5909293814499
4.81,371.18115422766425
4.82,373.7893593805476
4.83,376.4157100290706
4.84,379.06037136220505
4.85,381.7235085689218
4.86,384.4052868381926
4.87,387.105871358988
4.88,389.82542732027946
4.89,392.5641199110384
4.9,395.322114320236
4.91,398.0995757368432
4.92,400.8966693498314
4.93,403.7135603481719
4.94,406.550413920836
4.95,409.4073952567945
4.96,412.2846695450189
4.97,415.1824019744804
4.98,418.1007577341505
4.99,421.0399020129999
5.0,424.0
5.01,426.98117710364806
5.02,429.9833996105452
5.03,433.00659402681873
5.04,436.0506868585954
5.05,439.1156046120024
5.06,442.2012737931669
5.07,445.3076209082163
5.08,448.434572463277
5.09,451.58205496447647
5.1,454.74999491794193
5.11,457.93831882980055
5.12,461.1469532061791
5.13,464.3758245532047
5.14,467.6248593770046
5.15,470.89398418370615
5.16,474.1831254794359
5.17,477.49220977032127
5.18,480.82116356248935
5.19,484.16991336206746
5.2,487.53838567518216
5.21,490.9265070079608
5.22,494.3342038665307
5.23,497.76140275701886
5.24,501.20803018555216
5.25,504.6740126582577
5.26,508.1592766812629
5.27,511.6637487606945
5.28,515.18735540268
5.29,518.7300231133463
5.3,522.2916783988203
5.31,525.8722477652293
5.32,529.4716577187007
5.33,533.0898347653609
5.34,536.7267054113375
5.35,540.3821961627574
5.36,544.0562335257482
5.37,547.7487440064363
5.38,551.4596541109488
5.39,555.1888903454134
5.4,558.9363792159569
5.41,562.7020472287063
5.42,566.4858208897888
5.43,570.2876267053314
5.44,574.1073911814616
5.45,577.9450408243059
5.46,581.8005021399915
5.47,585.6737016346458
5.48,589.5645658143962
5.49,593.473021185369
5.5,597.3989942536916
5.51,601.3424115254915
5.52,605.3031995068951
5.53,609.2812847040306
5.54,613.2765936230236
5.55,617.2890527700023
5.56,621.3185886510934
5.57,625.3651277724243
5.58,629.4285966401218
5.59,633.508921760313
5.6,637.6060296391249
5.61,641.7198467826854
5.62,645.8502996971204
5.63,649.9973148885578
5.64,654.1608188631243
5.65,658.3407381269477
5.66,662.536999186154
5.67,666.7495285468713
5.68,670.978252715226
5.69,675.2230981973458
5.7,679.4839914993573
5.71,683.7608591273876
5.72,688.053627587564
5.73,692.3622233860141
5.74,696.686573028864
5.75,701.0266030222413
5.76,705.3822398722732
5.77,709.7534100850867
5.78,714.1400401668092
5.79,718.5420566235671
5.8,722.9593859614878
5.81,727.3919546866987
5.82,731.8396893053268
5.83,736.3025163234987
5.84,740.7803622473422
5.85,745.2731535829839
5.86,749.7808168365513
5.87,754.3032785141712
5.88,758.8404651219709
5.89,763.3923031660769
5.9,767.9587191526176
5.91,772.5396395877187
5.92,777.134990977508
5.93,781.7446998281124
5.94,786.3686926456595
5.95,791.0068959362758
5.96,795.6592362060884
5.97,800.3256399612245
5.98,805.0060337078116
5.99,809.7003439519766
6.0,814.4084971998461
6.01,819.1304199575475
6.02,823.8660387312082
6.03,828.6152800269554
6.04,833.3780703509157
6.05,838.1543362092162
6.06,842.944004107984
6.07,847.7470005533472
6.08,852.5632520514314
6.09,857.3926851083644
6.1,862.2352262302733
6.11,867.0908019232859
6.12,871.9593386935277
6.13,876.8407630471271
6.14,881.7350014902106
6.15,886.641980528906
6.16,891.5616266693395
6.17,896.4938664176384
6.18,901.43862627993
6.19,906.395832762342
6.2,911.3654123710004
6.21,916.3472916120328
6.22,921.3413969915664
6.23,926.3476550157284
6.24,931.3659921906452
6.25,936.3963350224448
6.26,941.4386100172536
6.27,946.492743681199
6.28,951.5586625204088
6.29,956.6362930410086
6.3,961.7255617491264
6.31,966.8263951508892
6.32,971.9387197524246
6.33,977.0624620598586
6.34,982.197548579319
6.35,987.3439058169328
6.36,992.5014602788276
6.37,997.6701384711296
6.38,1002.8498668999662
6.39,1008.0405720714642
6.4,1013.2421804917522
6.41,1018.4546186669554
6.42,1023.677813103202
6.43,1028.9116903066183
6.44,1034.1561767833327
6.45,1039.411199039471
6.46,1044.676683581161
6.47,1049.952556914529
6.48,1055.2387455457035
6.49,1060.535175980811
6.5,1065.8417747259768
6.51,1071.1584682873308
6.52,1076.4851831709989
6.53,1081.821845883108
6.54,1087.1683829297854
6.55,1092.524720817158
6.56,1097.8907860513532
6.57,1103.2665051384986
6.58,1108.65180458472
6.59,1114.0466108961452
6.6,1119.4508505789015
6.61,1124.864450139116
6.62,1130.2873360829158
6.63,1135.719434916427
6.64,1141.1606731457782
6.65,1146.6109772770951
6.66,1152.0702738165062
6.67,1157.5384892701377
6.68,1163.0155501441163
6.69,1168.5013829445709
6.7,1173.9959141776262
6.71,1179.4990703494109
6.72,1185.0107779660518
6.73,1190.5309635336762
6.74,1196.0595535584105
6.75,1201.5964745463823
6.76,1207.1416530037186
6.77,1212.6950154365463
6.78,1218.256488350993
6.79,1223.8259982531854
6.8,1229.4034716492506
6.81,1234.988835045316
6.82,1240.5820149475087
6.83,1246.182937861955
6.84,1251.791530294783
6.85,1257.4077187521189
6.86,1263.031429740091
6.87,1268.6625897648253
6.88,1274.3011253324494
6.89,1279.9469629490902
6.9,1285.6000291208752
6.91,1291.260250353931
6.92,1296.927553154385
6.93,1302.6018640283637
6.94,1308.283109481995
6.95,1313.971216021406
6.96,1319.6661101527234
6.97,1325.367718382074
6.98,1331.0759672155862
6.99,1336.7907831593857
7.0,1342.5120927195994
7.01,1348.239822402356
7.02,1353.9738987137812
7.03,1359.714248160003
7.04,1365.460797247148
7.05,1371.2134724813432
7.06,1376.972200368716
7.07,1382.7369074153935
7.08,1388.5075201275024
7.09,1394.2839650111705
7.1,1400.066168572524
7.11,1405.8540573176913
7.12,1411.647557752798
7.13,1417.446596383972
7.14,1423.2510997173404
7.15,1429.0609942590308
7.16,1434.8762065151686
7.17,1440.6966629918825
7.18,1446.522290195299
7.19,1452.353014631546
7.2,1458.1887628067493
7.21,1464.0294612270368
7.22,1469.8750363985346
7.23,1475.725414827372
7.24,1481.5805230196738
7.25,1487.4402874815685
7.26,1493.304634719182
7.27,1499.1734912386426
7.28,1505.046783546077
7.29,1510.924438147612
7.3,1516.8063815493747
7.31,1522.6925402574925
7.32,1528.5828407780932
7.33,1534.477209617302
7.34,1540.3755732812474
7.35,1546.2778582760563
7.36,1552.1839911078564
7.37,1558.0938982827734
7.38,1564.0075063069346
7.39,1569.924741686468
7.4,1575.845530927501
7.41,1581.7698005361594
7.42,1587.697477018571
7.43,1593.6284868808625
7.44,1599.5627566291623
7.45,1605.5002127695957
7.46,1611.4407818082905
7.47,1617.3843902513738
7.48,1623.3309646049736
7.49,1629.2804313752158
7.5,1635.2327170682277
7.51,1641.1877481901367
7.52,1647.1454512470698
7.53,1653.1057527451546
7.54,1659.0685791905173
7.55,1665.0338570892848
7.56,1671.0015129475855
7.57,1676.9714732715463
7.58,1682.943664567293
7.59,1688.9180133409536
7.6,1694.8944460986547
7.61,1700.8728893465254
7.62,1706.85326959069
7.63,1712.8355133372766
7.64,1718.819547092413
7.65,1724.8052973622262
7.66,1730.792690652842
7.67,1736.7816534703888
7.68,1742.772112320993
7.69,1748.7639937107829
7.7,1754.757224145884
7.71,1760.7517301324244
7.72,1766.7474381765303
7.73,1772.7442747843302
7.74,1778.74216646195
7.75,1784.7410397155172
7.76,1790.7408210511594
7.77,1796.7414369750024
7.78,1802.7428139931749
7.79,1808.7448786118025
7.8,1814.7475573370136
7.81,1820.7507766749343
7.82,1826.7544631316923
7.83,1832.758543213415
7.84,1838.762943426228
7.85,1844.76759027626
7.86,1850.7724102696372
7.87,1856.7773299124872
7.88,1862.7822757109373
7.89,1868.7871741711133
7.9,1874.791951799144
7.91,1880.796535101156
7.92,1886.8008505832752
7.93,1892.80482475163
7.94,1898.8083841123475
7.95,1904.811455171554
7.96,1910.8139644353764
7.97,1916.8158384099436
7.98,1922.8170036013807
7.99,1928.817386515816
8.0,1934.8169136593765
8.01,1940.8155115381885
8.02,1946.8131066583792
8.03,1952.809625526077
8.04,1958.804994647407
8.05,1964.7991405284995
8.06,1970.791989675478
8.07,1976.7834685944715
8.08,1982.7735037916063
8.09,1988.7620217730096
8.1,1994.748949044809
8.11,2000.734212113132
8.12,2006.7177374841049
8.13,2012.6994516638556
8.14,2018.67928115851
8.15,2024.657152474196
8.16,2030.63299211704
8.17,2036.6067265931697
8.18,2042.5782824087123
8.19,2048.5475860697943
8.2,2054.514564082544
8.21,2060.4791429530887
8.22,2066.441249187553
8.23,2072.4008092920653
8.24,2078.357749772754
8.25,2084.311997135744
8.26,2090.2634778871634
8.27,2096.2121185331403
8.28,2102.157845579801
8.29,2108.1005855332714
8.3,2114.040264899681
8.31,2119.9768101851555
8.32,2125.910147895821
8.33,2131.8402045378066
8.34,2137.7669066172384
8.35,2143.690180640243
8.36,2149.609953112949
8.37,2155.526150541482
8.38,2161.438699431971
8.39,2167.3475262905413
8.4,2173.2525576233197
8.41,2179.153719936434
8.42,2185.050939736012
8.43,2190.944143528179
8.44,2196.8332578190657
8.45,2202.7182091147947
8.46,2208.5989239214973
8.47,2214.475328745297
8.48,2220.347350092323
8.49,2226.214914468701
8.5,2232.077948380559
8.51,2237.9363783340245
8.52,2243.7901308352243
8.53,2249.6391323902844
8.54,2255.483309505334
8.55,2261.3225886865
8.56,2267.156896439906
8.57,2272.9861592716825
8.58,2278.810303687956
8.59,2284.629256194853
8.6,2290.442943298501
8.61,2296.251291505028
8.62,2302.0542273205583
8.63,2307.851677251223
8.64,2313.6435678031453
8.65,2319.429825482455
8.66,2325.210376795277
8.67,2330.98514824774
8.68,2336.7540663459718
8.69,2342.5170575960974
8.7,2348.274048504245
8.71,2354.0249655765424
8.72,2359.769735319116
8.73,2365.508284238092
8.74,2371.2405388395982
8.75,2376.966425629762
8.76,2382.6858711147106
8.77,2388.3988018005703
8.78,2394.1051441934696
8.79,2399.804824799533
8.8,2405.497770124892
8.81,2411.1839066756697
8.82,2416.8631609579948
8.83,2422.535459477993
8.84,2428.200728741793
8.85,2433.858895255522
8.86,2439.5098855253063
8.87,2445.1536260572725
8.88,2450.7900433575496
8.89,2456.419063932264
8.9,2462.0406142875404
8.91,2467.6546209295093
8.92,2473.2610103642955
8.93,2478.859709098027
8.94,2484.4506436368306
8.95,2490.033740486834
8.96,2495.608926154165
8.97,2501.1761271449486
8.98,2506.735269965312
8.99,2512.2862811213845
9.0,2517.829087119292
9.01,2523.3636144651605
9.02,2528.889789665119
9.03,2534.407539225293
9.04,2539.91678965181
9.05,2545.4174674507994
9.06,2550.909499128385
9.07,2556.3928111906957
9.08,2561.867330143857
9.09,2567.3329824939983
9.1,2572.7896947472445
9.11,2578.2373934097245
9.12,2583.6760049875647
9.13,2589.105455986893
9.14,2594.5256729138337
9.15,2599.9365822745167
9.16,2605.3381105750686
9.17,2610.730184321615
9.18,2616.1127300202847
9.19,2621.4856741772046
9.2,2626.8489432985007
9.21,2632.202463890302
9.22,2637.546162458734
9.23,2642.879965509924
9.24,2648.203799549999
9.25,2653.5175910850867
9.26,2658.821266621314
9.27,2664.114752664808
9.28,2669.397975721695
9.29,2674.670862298104
9.3,2679.9333389001613
9.31,2685.185332033992
9.32,2690.426768205725
9.33,2695.657573921488
9.34,2700.877675687407
9.35,2706.0870000096093
9.36,2711.2854733942227
9.37,2716.473022347373
9.38,2721.649573375189
9.39,2726.8150529837967
9.4,2731.9693876793226
9.41,2737.1125039678946
9.42,2742.2443283556395
9.43,2747.3647873486857
9.44,2752.473807453158
9.45,2757.571315175185
9.46,2762.6572370208946
9.47,2767.7314994964127
9.48,2772.7940291078653
9.49,2777.8447523613813
9.5,2782.883595763087
9.51,2787.9104858191104
9.52,2792.9253490355773
9.53,2797.928111918616
9.54,2802.918700974352
9.55,2807.8970427089157
9.56,2812.863063628429
9.57,2817.816690239024
9.58,2822.757849046825
9.59,2827.68646655796
9.6,2832.602469278555
9.61,2837.5057837147388
9.62,2842.396336372637
9.63,2847.2740537583804
9.64,2852.1388623780904
9.65,2856.990688737897
9.66,2861.829459343927
9.67,2866.655100702308
9.68,2871.467539319168
9.69,2876.2667017006306
9.7,2881.0525143528266
9.71,2885.8249037818823
9.72,2890.5837964939224
9.73,2895.329118995076
9.74,2900.0607977914706
9.75,2904.7787593892326
9.76,2909.482930294488
9.77,2914.173237013366
9.78,2918.849606051993
9.79,2923.511963916495
9.8,2928.160237113002
9.81,2932.7943521476373
9.82,2937.4142355265294
9.83,2942.0198137558064
9.84,2946.611013341594
9.85,2951.187760790021
9.86,2955.7499826072126
9.87,2960.2976052992976
9.88,2964.830555372403
9.89,2969.3487593326545
9.9,2973.85214368618
9.91,2978.340634939106
9.92,2982.81415959756
9.93,2987.2726441676696
9.94,2991.7160151555618
9.95,2996.144199067363
9.96,3000.557122409202
9.97,3004.9547116872027
9.98,3009.336893407496
9.99,3013.7035940762057
10.0,3018.054740199461
10.01,3022.3902582833884
10.02,3026.7100748341145
10.03,3031.014116357767
10.04,3035.302309360473
10.05,3039.57458034836
10.06,3043.830855827553
10.07,3048.0710623041823
10.08,3052.2951262843726
10.09,3056.502974274252
10.1,3060.6945327799467
10.11,3064.8697283075844
10.12,3069.028487363292
10.13,3073.1707364531985
10.14,3077.296402083428
10.15,3081.4054107601096
10.16,3085.4976889893687
10.17,3089.5731632773345
10.18,3093.6317601301325
10.19,3097.67340605389
10.2,3101.698027554735
10.21,3105.7055511387944
10.22,3109.695903312196
10.23,3113.669010581063
10.24,3117.624799451527
10.25,3121.563196429713
10.26,3125.4841280217483
10.27,3129.387520733761
10.28,3133.2733010718766
10.29,3137.141395542224
10.3,3140.9917306509296
10.31,3144.824232904118
10.32,3148.6388288079206
10.33,3152.4354448684626
10.34,3156.2140075918696
10.35,3159.9744434842705
10.36,3163.716679051792
10.37,3167.440640800561
10.38,3171.146255236705
10.39,3174.833448866352
10.4,3178.5021481956264
10.41,3182.1522797306566
10.42,3185.7837699775705
10.43,3189.3965454424942
10.44,3192.990532631557
10.45,3196.565658050882
10.46,3200.1218482066
10.47,3203.659029604836
10.48,3207.1771287517176
10.49,3210.676072153373
10.5,3214.155786315928
10.51,3217.6161977455085
10.52,3221.0572329482447
10.53,3224.478818430261
10.54,3227.880880697687
10.55,3231.263346256648
10.56,3234.6261416132725
10.57,3237.969193273684
10.58,3241.2924277440143
10.59,3244.595771530388
10.6,3247.879151138933
10.61,3251.142493075775
10.62,3254.385723847043
10.63,3257.6087699588634
10.64,3260.8115579173627
10.65,3263.994014228668
10.66,3267.156065398908
10.67,3270.297637934208
10.68,3273.4186583406954
10.69,3276.519053124498
10.7,3279.598748791743
10.71,3282.6576718485567
10.72,3285.695748801066
10.73,3288.7129061553987
10.74,3291.709070417682
10.75,3294.6841680940424
10.76,3297.638125690609
10.77,3300.570869713505
10.78,3303.482326668861
10.79,3306.3724230628027
10.8,3309.241085401457
10.81,3312.088240190952
10.82,3314.913813937413
10.83,3317.7177331469693
10.84,3320.499924325746
10.85,3323.260313979872
10.86,3325.998828615473
10.87,3328.715394738677
10.88,3331.409938855611
10.89,3334.082387472402
10.9,3336.732667095176
10.91,3339.360704230062
10.92,3341.966425383185
10.93,3344.5497570606744
10.94,3347.110625768656
10.95,3349.648958013257
10.96,3352.164680300604
10.97,3354.657719136825
10.98,3357.128001028046
10.99,3359.575452480396
11.0,3362.0
11.01,3364.401593921993
11.02,3366.780279897533
11.03,3369.1361274067867
11.04,3371.4692059299177
11.05,3373.779584947093
11.06,3376.067333938476
11.07,3378.332522384234
11.08,3380.5752197645324
11.09,3382.795495559535
11.1,3384.9934192494075
11.11,3387.169060314317
11.12,3389.322488234427
11.13,3391.453772489904
11.14,3393.5629825609126
11.15,3395.650187927617
11.16,3397.7154580701863
11.17,3399.758862468783
11.18,3401.7804706035727
11.19,3403.780351954721
11.2,3405.7585760023944
11.21,3407.7152122267576
11.22,3409.6503301079742
11.23,3411.563999126212
11.24,3413.4562887616357
11.25,3415.327268494409
11.26,3417.1770078047
11.27,3419.005576172672
11.28,3420.813043078492
11.29,3422.599478002323
11.3,3424.364950424334
11.31,3426.109529824688
11.32,3427.8332856835486
11.33,3429.5362874810844
11.34,3431.21860469746
11.35,3432.88030681284
11.36,3434.52146330739
11.37,3436.1421436612764
11.38,3437.742417354663
11.39,3439.322353867715
11.4,3440.8820226806006
11.41,3442.4214932734817
11.42,3443.9408351265247
11.43,3445.440117719896
11.44,3446.919410533761
11.45,3448.3787830482847
11.46,3449.8183047436323
11.47,3451.238045099968
11.48,3452.638073597459
11.49,3454.0184597162706
11.5,3455.379272936566
11.51,3456.7205827385137
11.52,3458.0424586022764
11.53,3459.344970008022
11.54,3460.628186435913
11.55,3461.8921773661173
11.56,3463.137012278799
11.57,3464.362760654123
11.58,3465.569491972256
11.59,3466.757275713363
11.6,3467.9261813576086
11.61,3469.0762783851583
11.62,3470.2076362761777
11.63,3471.3203245108334
11.64,3472.4144125692897
11.65,3473.489969931711
11.66,3474.5470660782644
11.67,3475.5857704891146
11.68,3476.6061526444264
11.69,3477.608282024365
11.7,3478.592228109097
11.71,3479.558060378789
11.72,3480.505848313604
11.73,3481.4356613937057
11.74,3482.3475690992627
11.75,3483.241640910441
11.76,3484.1179463074027
11.77,3484.976554770316
11.78,3485.817535779345
11.79,3486.6409588146544
11.8,3487.4468933564112
11.81,3488.235408884779
11.82,3489.006574879925
11.83,3489.7604608220136
11.84,3490.4971361912103
11.85,3491.21667046768
11.86,3491.9191331315888
11.87,3492.604593663102
11.88,3493.273121542385
11.89,3493.924786249602
11.9,3494.5596572649206
11.91,3495.177804068504
11.92,3495.7792961405185
11.93,3496.3642029611306
11.94,3496.932594010504
11.95,3497.484538768803
11.96,3498.020106716196
11.97,3498.539367332847
11.98,3499.0423900989213
11.99,3499.5292444945835
12.0,3500.0
12.01,3500.4547483894376
12.02,3500.8936706135646
12.03,3501.316969917151
12.04,3501.724849544968
12.05,3502.1175127417846
12.06,3502.495162752372
12.07,3502.8580028215006
12.08,3503.206236193939
12.09,3503.540066114459
12.1,3503.8596958278304
12.11,3504.165328578823
12.12,3504.457167612208
12.13,3504.735416172755
12.14,3505.000277505233
12.15,3505.2519548544137
12.16,3505.4906514650684
12.17,3505.716570581965
12.18,3505.929915449874
12.19,3506.130889313567
12.2,3506.3196954178125
12.21,3506.496537007381
12.22,3506.6616173270454
12.23,3506.815139621573
12.24,3506.957307135734
12.25,3507.0883231143
12.26,3507.2083908020413
12.27,3507.3177134437256
12.28,3507.416494284126
12.29,3507.5049365680125
12.3,3507.583243540153
12.31,3507.6516184453203
12.32,3507.710264528283
12.33,3507.759385033812
12.34,3507.7991832066764
12.35,3507.829862291648
12.36,3507.8516255334966
12.37,3507.864676176991
12.38,3507.869217466904
12.39,3507.865452648004
12.4,3507.853584965061
12.41,3507.8338176628454
12.42,3507.806353986128
12.43,3507.7713971796798
12.44,3507.729150488269
12.45,3507.6798171566666
12.46,3507.6236004296434
12.47,3507.560703551969
12.48,3507.491329768413
12.49,3507.415682323747
12.5,3507.3339644627417
12.51,3507.246379430165
12.52,3507.1531304707883
12.53,3507.0544208293823
12.54,3506.9504537507173
12.55,3506.8414324795617
12.56,3506.727560260688
12.57,3506.6090403388644
12.58,3506.4860759588623
12.59,3506.358870365452
12.6,3506.2276268034034
12.61,3506.0925485174857
12.62,3505.9538387524717
12.63,3505.811700753128
12.64,3505.6663377642285
12.65,3505.5179530305413
12.66,3505.3667497968368
12.67,3505.212931307886
12.68,3505.0567008084577
12.69,3504.8982615433224
12.7,3504.7378167572524
12.71,3504.575569695015
12.72,3504.4117236013826
12.73,3504.2464817211244
12.74,3504.0800472990118
12.75,3503.912623579811
12.76,3503.7444138082983
12.77,3503.5756212292395
12.78,3503.4064490874057
12.79,3503.2371006275685
12.8,3503.0677790944965
12.81,3502.898687732961
12.82,3502.7300297877314
12.83,3502.5620085035785
12.84,3502.394827125272
12.85,3502.2286888975823
12.86,3502.06379706528
12.87,3501.900354873134
12.88,3501.7385655659164
12.89,3501.578632388396
12.9,3501.4207585853437
12.91,3501.265147401529
12.92,3501.112002081724
12.93,3500.9615258706967
12.94,3500.813922013218
12.95,3500.6693937540585
12.96,3500.528144337987
12.97,3500.390377009777
12.98,3500.2562950141946
12.99,3500.1261015960126
13.0,3500.0
13.01,3499.878150520259
13.02,3499.7605416482124
13.03,3499.647118924613
13.04,3499.537827890216
