wind_speed,WDRVM WD2.5-103
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.2951430116379813
3.02,0.5990590568622641
3.03,0.9117979760103871
3.04,1.2334096094199392
3.05,1.5639437974284445
3.06,1.90345038037351
3.07,2.251979198592667
3.08,2.6095800924235117
3.09,2.9763029022035608
3.1,3.352197468270425
3.11,3.737313630961646
3.12,4.131701230614788
3.13,4.535410107567426
3.14,4.948490102157115
3.15,5.370991054721413
3.16,5.802962805597909
3.17,6.244455195124118
3.18,6.695518063637664
3.19,7.156201251476065
3.2,7.626554598976923
3.21,8.106627946477749
3.22,8.59647113431617
3.23,9.09613400282969
3.24,9.605666392355936
3.25,10.125118143232406
3.26,10.6545390957967
3.27,11.193979090386405
3.28,11.74348796733902
3.29,12.303115566992185
3.3,12.872911729683397
3.31,13.452926295750265
3.32,14.04320910553032
3.33,14.643809999361157
3.34,15.2547788175803
3.35,15.876165400525386
3.36,16.508019588533873
3.37,17.150391221943437
3.38,17.803330141091553
3.39,18.46688618631585
3.4,19.141109197953817
3.41,19.826049016343102
3.42,20.5217554818212
3.43,21.22827843472575
3.44,21.94566771539422
3.45,22.673973164164263
3.46,23.41324462137337
3.47,24.163531927359184
3.48,24.924884922459174
3.49,25.697353447011
3.5,26.48098734135214
3.51,27.27583644582021
3.52,28.081950600752783
3.53,28.899379646487365
3.54,29.7281734233616
3.55,30.56838177171297
3.56,31.42005453187911
3.57,32.28324154419754
3.58,33.15799264900585
3.59,34.044357686641554
3.6,34.94238649744229
3.61,35.852128921745546
3.62,36.77363479988897
3.63,37.70695397221004
3.64,38.65213627904639
3.65,39.60923156073552
3.66,40.57828965761507
3.67,41.55936041002252
3.68,42.552493658295504
3.69,43.557739242771525
3.7,44.57514700378823
3.71,45.60476678168307
3.72,46.64664841679373
3.73,47.70084174945766
3.74,48.76739662001255
3.75,49.84636286879581
3.76,50.937790336145085
3.77,52.04172886239803
3.78,53.15822828789205
3.79,54.28733845296482
3.8,55.42910919795382
3.81,56.58359036319671
3.82,57.75083178903094
3.83,58.93088331579419
3.84,60.123794783823925
3.85,61.32961603345779
3.86,62.54839690503327
3.87,63.780187238888
3.88,65.02503687535949
3.89,66.28299565478537
3.9,67.55411341750312
3.91,68.83844000385038
3.92,70.13602525416465
3.93,71.44691900878355
3.94,72.77117110804458
3.95,74.1088313922854
3.96,75.45994970184346
3.97,76.82457587705642
3.98,78.20275975826175
3.99,79.59455118579714
4.0,81.0
4.01,82.41914169985972
4.02,83.85195441897231
4.03,85.29840194958577
4.04,86.75844808394758
4.05,88.23205661430569
4.06,89.71919133290793
4.07,91.21981603200216
4.08,92.733894503836
4.09,94.2613905406573
4.1,95.8022679347139
4.11,97.35649047825368
4.12,98.92402196352428
4.13,100.50482618277348
4.14,102.09886692824922
4.15,103.70610799219936
4.16,105.32651316687142
4.17,106.96004624451332
4.18,108.60667101737292
4.19,110.26635127769808
4.2,111.9390508177364
4.21,113.62473342973576
4.22,115.32336290594397
4.23,117.034903038609
4.24,118.75931761997828
4.25,120.4965704422998
4.26,122.2466252978214
4.27,124.0094459787908
4.28,125.78499627745602
4.29,127.57323998606452
4.3,129.3741408968642
4.31,131.18766280210295
4.32,133.01376949402865
4.33,134.85242476488884
4.34,136.7035924069314
4.35,138.56723621240417
4.36,140.4433199735552
4.37,142.33180748263177
4.38,144.23266253188194
4.39,146.1458489135536
4.4,148.07133041989457
4.41,150.0090708431524
4.42,151.95903397557498
4.43,153.92118360941015
4.44,155.89548353690586
4.45,157.8818975503096
4.46,159.88038944186934
4.47,161.89092300383282
4.48,163.9134620284481
4.49,165.94797030796252
4.5,167.99441163462407
4.51,170.05274980068071
4.52,172.12294859838002
4.53,174.20497181997007
4.54,176.29878325769832
4.55,178.40434670381268
4.56,180.521625950561
4.57,182.6505847901913
4.58,184.79118701495088
4.59,186.94339641708785
4.6,189.1071767888499
4.61,191.28249192248512
4.62,193.4693056102409
4.63,195.6675816443652
4.64,197.87728381710576
4.65,200.09837592071068
4.66,202.3308217474273
4.67,204.57458508950364
4.68,206.82962973918757
4.69,209.09591948872688
4.7,211.3734181303692
4.71,213.6620894563624
4.72,215.96189725895425
4.73,218.2728053303928
4.74,220.59477746292544
4.75,222.92777744880024
4.76,225.27176908026485
4.77,227.6267161495672
4.78,229.99258244895523
4.79,232.36933177067627
4.8,234.7569279069784
4.81,237.15533465010947
4.82,239.5645157923173
4.83,241.9844351258496
4.84,244.4150564429539
4.85,246.8563435358784
4.86,249.30826019687092
4.87,251.7707702181789
4.88,254.2438373920504
4.89,256.7274255107331
4.9,259.221498366475
4.91,261.7260197515236
4.92,264.2409534581268
4.93,266.76626327853245
4.94,269.30191300498853
4.95,271.8478664297424
4.96,274.40408734504217
4.97,276.97053954313554
4.98,279.54718681627054
4.99,282.1339929566945
5.0,284.7309217566556
5.01,287.3379370084013
5.02,289.95500250417973
5.03,292.5820820362388
5.04,295.21913939682577
5.05,297.8661383781888
5.06,300.52304277257565
5.07,303.18981637223425
5.08,305.8664229694121
5.09,308.55282635635706
5.1,311.248990325317
5.11,313.95487866853995
5.12,316.67045517827324
5.13,319.3956836467649
5.14,322.1305278662628
5.15,324.8749516290149
5.16,327.6289187272685
5.17,330.39239295327167
5.18,333.16533809927216
5.19,335.9477179575181
5.2,338.7394963202568
5.21,341.5406369797361
5.22,344.351103728204
5.23,347.1708603579085
5.24,349.9998706610969
5.25,352.8380984300172
5.26,355.6855074569173
5.27,358.54206153404493
5.28,361.407724453648
5.29,364.2824600079742
5.3,367.1662319892712
5.31,370.0590041897868
5.32,372.96074040176927
5.33,375.8714044174659
5.34,378.7909600291244
5.35,381.71937102899295
5.36,384.6566012093195
5.37,387.6026143623512
5.38,390.5573742803364
5.39,393.5208447555224
5.4,396.4929895801577
5.41,399.4737725464894
5.42,402.4631574467656
5.43,405.4611080732341
5.44,408.4675882181429
5.45,411.4825616737393
5.46,414.5059922322714
5.47,417.53784368598696
5.48,420.57807982713416
5.49,423.6266644479601
5.5,426.68356134071286
5.51,429.7487342976402
5.52,432.8221471109902
5.53,435.9037635730106
5.54,438.99354747594873
5.55,442.0914626120528
5.56,445.1974727735704
5.57,448.3115417527498
5.58,451.43363334183806
5.59,454.56371133308346
5.6,457.70173951873375
5.61,460.8476816910368
5.62,464.00150164224016
5.63,467.1631631645915
5.64,470.3326300503391
5.65,473.5098660917307
5.66,476.6948350810136
5.67,479.88750081043605
5.68,483.0878270722455
5.69,486.2957776586903
5.7,489.51131636201774
5.71,492.7344069744757
5.72,495.965013288312
5.73,499.2030990957748
5.74,502.4486281891113
5.75,505.7015643605696
5.76,508.9618714023974
5.77,512.2295131068427
5.78,515.5044532661535
5.79,518.7866556725769
5.8,522.076084118361
5.81,525.3727023957538
5.82,528.6764742970031
5.83,531.9873636143564
5.84,535.3053341400616
5.85,538.6303496663667
5.86,541.9623739855194
5.87,545.3013708897673
5.88,548.6473041713583
5.89,552.0001376225403
5.9,555.3598350355612
5.91,558.7263602026685
5.92,562.09967691611
5.93,565.4797489681338
5.94,568.8665401509877
5.95,572.260014256919
5.96,575.6601350781758
5.97,579.066866407006
5.98,582.4801720356578
5.99,585.9000157563779
6.0,589.3263613614148
6.01,592.7591726430162
6.02,596.1984133934299
6.03,599.6440474049041
6.04,603.0960384696858
6.05,606.5543503800233
6.06,610.018946928164
6.07,613.4897919063566
6.08,616.9668491068479
6.09,620.450082321886
6.1,623.9394553437189
6.11,627.4349319645945
6.12,630.9364759767601
6.13,634.4440511724638
6.14,637.9576213439533
6.15,641.4771502834767
6.16,645.0026017832813
6.17,648.5339396356153
6.18,652.0711276327262
6.19,655.6141295668623
6.2,659.1629092302708
6.21,662.7174304151996
6.22,666.2776569138967
6.23,669.8435525186103
6.24,673.4150810215873
6.25,676.9922062150758
6.26,680.5748918913239
6.27,684.1631018425793
6.28,687.7567998610898
6.29,691.3559497391029
6.3,694.9605152688669
6.31,698.570460242629
6.32,702.1857484526377
6.33,705.80634369114
6.34,709.4322097503841
6.35,713.063310422618
6.36,716.6996095000895
6.37,720.3410707750458
6.38,723.9876580397353
6.39,727.6393350864053
6.4,731.2960657073044
6.41,734.9578136946795
6.42,738.624542840779
6.43,742.2962169378502
6.44,745.9727997781414
6.45,749.6542551539003
6.46,753.3405468573742
6.47,757.0316386808113
6.48,760.7274944164598
6.49,764.4280778565667
6.5,768.13335279338
6.51,771.8432830191479
6.52,775.5578323261179
6.53,779.276964506538
6.54,783.0006433526557
6.55,786.7288326567189
6.56,790.4614962109755
6.57,794.1985978076733
6.58,797.9401012390599
6.59,801.6859702973832
6.6,805.436168774891
6.61,809.1906604638316
6.62,812.9494091564519
6.63,816.712378645
6.64,820.479532721724
6.65,824.2508351788716
6.66,828.0262498086904
6.67,831.8057404034282
6.68,835.589270755333
6.69,839.3768046566529
6.7,843.1683058996347
6.71,846.9637382765267
6.72,850.7630655795772
6.73,854.5662516010334
6.74,858.3732601331437
6.75,862.1840549681548
6.76,865.9985998983155
6.77,869.8168587158732
6.78,873.6387952130762
6.79,877.4643731821714
6.8,881.2935564154069
6.81,885.126308705031
6.82,888.9625938432913
6.83,892.802375622435
6.84,896.6456178347107
6.85,900.4922842723656
6.86,904.3423387276482
6.87,908.1957449928054
6.88,912.0524668600856
6.89,915.9124681217364
6.9,919.775712570006
6.91,923.6421639971412
6.92,927.5117861953908
6.93,931.384542957002
6.94,935.2603980742232
6.95,939.1393153393016
6.96,943.021258544485
6.97,946.9061914820217
6.98,950.7940779441592
6.99,954.6848817231452
7.0,958.5785666112276
7.01,962.475096400654
7.02,966.3744348836724
7.03,970.2765458525312
7.04,974.1813930994772
7.05,978.0889404167584
7.06,981.9991515966228
7.07,985.9119904313188
7.08,989.827420713093
7.09,993.7454062341938
7.1,997.6659107868692
7.11,1001.5888981633668
7.12,1005.5143321559342
7.13,1009.4421765568192
7.14,1013.3723951582698
7.15,1017.3049517525344
7.16,1021.2398101318591
7.17,1025.1769340884937
7.18,1029.1162874146844
7.19,1033.0578339026802
7.2,1037.0015373447277
7.21,1040.9473615330758
7.22,1044.8952702599718
7.23,1048.8452273176638
7.24,1052.7971964983988
7.25,1056.7511415944252
7.26,1060.7070263979906
7.27,1064.6648147013434
7.28,1068.6244702967306
7.29,1072.585956976401
7.3,1076.5492385326002
7.31,1080.5142787575787
7.32,1084.4810414435829
7.33,1088.4494903828609
7.34,1092.41958936766
7.35,1096.3913021902283
7.36,1100.3645926428144
7.37,1104.339424517665
7.38,1108.3157616070282
7.39,1112.2935677031517
7.4,1116.2728065982844
7.41,1120.2534420846723
7.42,1124.2354379545643
7.43,1128.2187580002078
7.44,1132.203366013851
7.45,1136.1892257877414
7.46,1140.1763011141268
7.47,1144.1645557852553
7.48,1148.1539535933744
7.49,1152.1444583307318
7.5,1156.1360337895755
7.51,1160.1286437621527
7.52,1164.1222520407125
7.53,1168.1168224175024
7.54,1172.1123186847688
7.55,1176.1087046347604
7.56,1180.1059440597253
7.57,1184.1040007519116
7.58,1188.1028385035656
7.59,1192.1024211069364
7.6,1196.1027123542715
7.61,1200.1036760378186
7.62,1204.1052759498257
7.63,1208.1074758825398
7.64,1212.1102396282097
7.65,1216.113530979083
7.66,1220.1173137274072
7.67,1224.12155166543
7.68,1228.1262085853994
7.69,1232.1312482795636
7.7,1236.136634540169
7.71,1240.1423311594654
7.72,1244.1483019296993
7.73,1248.154510643119
7.74,1252.1609210919714
7.75,1256.1674970685058
7.76,1260.1742023649683
7.77,1264.1810007736078
7.78,1268.1878560866724
7.79,1272.194732096409
7.8,1276.2015925950657
7.81,1280.2084013748904
7.82,1284.2151222281311
7.83,1288.2217189470352
7.84,1292.2281553238506
7.85,1296.234395150825
7.86,1300.2404022202068
7.87,1304.246140324243
7.88,1308.251573255182
7.89,1312.2566648052707
7.9,1316.2613787667583
7.91,1320.2656789318912
7.92,1324.2695290929182
7.93,1328.2728930420865
7.94,1332.2757345716443
7.95,1336.278017473839
7.96,1340.2797055409187
7.97,1344.280762565131
7.98,1348.2811523387245
7.99,1352.2808386539457
8.0,1356.279785303043
8.01,1360.2779560782642
8.02,1364.275314771857
8.03,1368.2718251760691
8.04,1372.267451083149
8.05,1376.2621562853442
8.06,1380.255904574902
8.07,1384.2486597440698
8.08,1388.2403855850969
8.09,1392.2310458902298
8.1,1396.220604451717
8.11,1400.209025061806
8.12,1404.1962715127445
8.13,1408.1823075967814
8.14,1412.1670971061626
8.15,1416.1506038331372
8.16,1420.132791569952
8.17,1424.113624108856
8.18,1428.0930652420964
8.19,1432.071078761921
8.2,1436.0476284605777
8.21,1440.0226781303145
8.22,1443.9961915633787
8.23,1447.968132552018
8.24,1451.938464888481
8.25,1455.9071523650143
8.26,1459.8741587738673
8.27,1463.839447907286
8.28,1467.8029835575198
8.29,1471.7647295168154
8.3,1475.7246495774225
8.31,1479.6827075315855
8.32,1483.6388671715547
8.33,1487.5930922895775
8.34,1491.5453466779018
8.35,1495.4955941287742
8.36,1499.4437984344436
8.37,1503.3899233871578
8.38,1507.333932779165
8.39,1511.275790402712
8.4,1515.2154600500469
8.41,1519.152905513417
8.42,1523.088090585071
8.43,1527.0209790572565
8.44,1530.951534722221
8.45,1534.8797213722128
8.46,1538.8055027994792
8.47,1542.7288427962685
8.48,1546.6497051548276
8.49,1550.568053667405
8.5,1554.483852126248
8.51,1558.3970643236053
8.52,1562.3076540517238
8.53,1566.2155851028515
8.54,1570.1208212692368
8.55,1574.023326343127
8.56,1577.92306411677
8.57,1581.8199983824131
8.58,1585.714092932305
8.59,1589.6053115586926
8.6,1593.493618053824
8.61,1597.3789762099473
8.62,1601.2613498193102
8.63,1605.1407026741608
8.64,1609.0169985667462
8.65,1612.8902012893143
8.66,1616.760274634113
8.67,1620.6271823933905
8.68,1624.490888359394
8.69,1628.351356324372
8.7,1632.208550080571
8.71,1636.0624334202412
8.72,1639.912970135628
8.73,1643.7601240189802
8.74,1647.6038588625452
8.75,1651.444138458571
8.76,1655.2809265993055
8.77,1659.114187076997
8.78,1662.9438836838915
8.79,1666.7699802122395
8.8,1670.5924404542875
8.81,1674.411228202282
8.82,1678.2263072484725
8.83,1682.0376413851063
8.84,1685.845194404431
8.85,1689.648930098694
8.86,1693.4488122601445
8.87,1697.244804681029
8.88,1701.0368711535962
8.89,1704.8249754700932
8.9,1708.6090814227678
8.91,1712.389152803868
8.92,1716.1651534056416
8.93,1719.9370470203366
8.94,1723.7047974402003
8.95,1727.4683684574811
8.96,1731.2277238644272
8.97,1734.9828274532847
8.98,1738.7336430163027
8.99,1742.4801343457286
9.0,1746.2222652338105
9.01,1749.9599994727955
9.02,1753.6933008549322
9.03,1757.422133172468
9.04,1761.146460217651
9.05,1764.8662457827293
9.06,1768.5814536599494
9.07,1772.2920476415604
9.08,1775.9979915198087
9.09,1779.6992490869434
9.1,1783.3957841352117
9.11,1787.087560456862
9.12,1790.7745418441414
9.13,1794.4566920892985
9.14,1798.13397498458
9.15,1801.8063543222345
9.16,1805.473793894509
9.17,1809.136257493652
9.18,1812.7937089119116
9.19,1816.4461119415344
9.2,1820.0934303747688
9.21,1823.7356280038648
9.22,1827.3726686210664
9.23,1831.004516018623
9.24,1834.631133988783
9.25,1838.2524863237936
9.26,1841.8685368159024
9.27,1845.4792492573577
9.28,1849.0845874404072
9.29,1852.6845151572988
9.3,1856.2789962002803
9.31,1859.867994361599
9.32,1863.451473433503
9.33,1867.02939720824
9.34,1870.6017294780568
9.35,1874.1684340352044
9.36,1877.7294746719272
9.37,1881.2848151804749
9.38,1884.8344193530947
9.39,1888.378250982034
9.4,1891.916273859541
9.41,1895.4484517778635
9.42,1898.9747485292487
9.43,1902.495127905945
9.44,1906.0095537002007
9.45,1909.517989704263
9.46,1913.0203997103804
9.47,1916.5167475107996
9.48,1920.0069968977689
9.49,1923.4911116635355
9.5,1926.969055600348
9.51,1930.440792500454
9.52,1933.9062861561008
9.53,1937.3655003595368
9.54,1940.8183989030103
9.55,1944.2649455787684
9.56,1947.7051041790585
9.57,1951.1388384961288
9.58,1954.5661123222276
9.59,1957.9868894496008
9.6,1961.4011336704996
9.61,1964.8088087771675
9.62,1968.2098785618564
9.63,1971.6043068168124
9.64,1974.9920573342824
9.65,1978.373093906515
9.66,1981.747380325758
9.67,1985.1148803842595
9.68,1988.4755578742663
9.69,1991.829376588028
9.7,1995.1763003177905
9.71,1998.5162928558036
9.72,2001.849317994312
9.73,2005.1753395255664
9.74,2008.4943212418132
9.75,2011.806226935301
9.76,2015.1110203982769
9.77,2018.4086654229889
9.78,2021.699125801685
9.79,2024.982365326612
9.8,2028.2583477900205
9.81,2031.527036984155
9.82,2034.7883967012644
9.83,2038.042390733597
9.84,2041.288982873401
9.85,2044.528136912923
9.86,2047.7598166444109
9.87,2050.983985860113
9.88,2054.200608352279
9.89,2057.409647913152
9.9,2060.6110683349843
9.91,2063.8048334100213
9.92,2066.9909069305118
9.93,2070.169252688702
9.94,2073.3398344768416
9.95,2076.5026160871776
9.96,2079.6575613119585
9.97,2082.804633943432
9.98,2085.943797773844
9.99,2089.075016595444
10.0,2092.19825420048
10.01,2095.313474381199
10.02,2098.420640929849
10.03,2101.5197176386773
10.04,2104.6106682999325
10.05,2107.693456705864
10.06,2110.768046648716
10.07,2113.834401920738
10.08,2116.8924863141783
10.09,2119.942263621284
10.1,2122.983697634303
10.11,2126.016752145484
10.12,2129.041390947073
10.13,2132.0575778313205
10.14,2135.0652765904724
10.15,2138.064451016776
10.16,2141.0550649024794
10.17,2144.037082039831
10.18,2147.010466221079
10.19,2149.97518123847
10.2,2152.9311908842533
10.21,2155.878458950676
10.22,2158.8169492299844
10.23,2161.746625514428
10.24,2164.6674515962545
10.25,2167.579391267712
10.26,2170.482408321047
10.27,2173.376466548508
10.28,2176.261529742342
10.29,2179.137561694799
10.3,2182.0045261981254
10.31,2184.862387044568
10.32,2187.711108026376
10.33,2190.550652935797
10.34,2193.380985565079
10.35,2196.2020697064686
10.36,2199.0138691522143
10.37,2201.816347694564
10.38,2204.6094691257663
10.39,2207.393197238068
10.4,2210.1674958237163
10.41,2212.9323286749604
10.42,2215.687659584047
10.43,2218.4334523432244
10.44,2221.169670744741
10.45,2223.896278580843
10.46,2226.6132396437806
10.47,2229.3205177257987
10.48,2232.018076619147
10.49,2234.705880116073
10.5,2237.383892008824
10.51,2240.0520760896484
10.52,2242.7103961507937
10.53,2245.358815984508
10.54,2247.997299383038
10.55,2250.625810138633
10.56,2253.24431204354
10.57,2255.8527688900067
10.58,2258.4511444702816
10.59,2261.039402576611
10.6,2263.6175070012446
10.61,2266.185421536429
10.62,2268.7431099744126
10.63,2271.290536107443
10.64,2273.827663727768
10.65,2276.3544566276346
10.66,2278.8708785992912
10.67,2281.3768934349864
10.68,2283.8724649269666
10.69,2286.3575568674805
10.7,2288.832133048776
10.71,2291.2961572631007
10.72,2293.7495933027017
10.73,2296.1924049598274
10.74,2298.6245560267257
10.75,2301.0460102956445
10.76,2303.456731558831
10.77,2305.856683608534
10.78,2308.245830237
10.79,2310.624135236477
10.8,2312.991562399214
10.81,2315.3480755174583
10.82,2317.6936383834573
10.83,2320.028214789458
10.84,2322.3517685277097
10.85,2324.66426339046
10.86,2326.9656631699563
10.87,2329.2559316584457
10.88,2331.535032648177
10.89,2333.8029299313985
10.9,2336.0595873003567
10.91,2338.3049685473
10.92,2340.539037464476
10.93,2342.761757844132
10.94,2344.973093478517
10.95,2347.173008159878
10.96,2349.3614656804634
10.97,2351.5384298325207
10.98,2353.703864408297
10.99,2355.857733200041
11.0,2358.0
11.01,2360.1306211806723
11.02,2362.2495234355515
11.03,2364.356626038385
11.04,2366.4518482629164
11.05,2368.535109382892
11.06,2370.606328672057
11.07,2372.665425404157
11.08,2374.712318852935
11.09,2376.7469282921384
11.1,2378.769172995512
11.11,2380.7789722368007
11.12,2382.77624528975
11.13,2384.7609114281045
11.14,2386.732889925609
11.15,2388.6921000560114
11.16,2390.6384610930545
11.17,2392.571892310484
11.18,2394.492312982045
11.19,2396.3996423814824
11.2,2398.293799782543
11.21,2400.174704458971
11.22,2402.0422756845114
11.23,2403.896432732909
11.24,2405.7370948779107
11.25,2407.56418139326
11.26,2409.3776115527025
11.27,2411.177304629985
11.28,2412.9631798988507
11.29,2414.7351566330453
11.3,2416.4931541063143
11.31,2418.237091592403
11.32,2419.966888365057
11.33,2421.6824636980205
11.34,2423.3837368650397
11.35,2425.0706271398585
11.36,2426.743053796224
11.37,2428.4009361078797
11.38,2430.0441933485727
11.39,2431.6727447920466
11.4,2433.286509712047
11.41,2434.885407382319
11.42,2436.469357076608
11.43,2438.03827806866
11.44,2439.592089632218
11.45,2441.1307110410294
11.46,2442.65406156884
11.47,2444.1620604893915
11.48,2445.654627076433
11.49,2447.1316806037075
11.5,2448.593140344961
11.51,2450.0389255739383
11.52,2451.4689555643854
11.53,2452.883149590046
11.54,2454.281426924668
11.55,2455.663706841993
11.56,2457.0299086157693
11.57,2458.3799515197406
11.58,2459.7137548276523
11.59,2461.03123781325
11.6,2462.3323197502787
11.61,2463.616919912484
11.62,2464.88495757361
11.63,2466.136352007403
11.64,2467.371022487608
11.65,2468.58888828797
11.66,2469.789868682235
11.67,2470.9738829441467
11.68,2472.1408503474518
11.69,2473.290690165894
11.7,2474.42332167322
11.71,2475.538664143174
11.72,2476.636636849503
11.73,2477.7171590659505
11.74,2478.7801500662613
11.75,2479.8255291241817
11.76,2480.8532155134567
11.77,2481.863128507832
11.78,2482.855187381051
11.79,2483.829311406861
11.8,2484.785419859007
11.81,2485.7234320112334
11.82,2486.643267137286
11.83,2487.544844510908
11.84,2488.428083405848
11.85,2489.292903095849
11.86,2490.1392228546565
11.87,2490.966961956017
11.88,2491.776039673674
11.89,2492.566375281373
11.9,2493.33788805286
11.91,2494.09049726188
11.92,2494.824122182178
11.93,2495.5386820875
11.94,2496.2340962515896
11.95,2496.910283948193
11.96,2497.567164451056
11.97,2498.2046570339226
11.98,2498.8226809705384
11.99,2499.4211555346496
12.0,2500.0
12.01,2500.559188748586
12.02,2501.098916595404
12.03,2501.6194334636984
12.04,2502.120989276716
12.05,2502.6038339577035
12.06,2503.068217429907
12.07,2503.514389616572
12.08,2503.9426004409447
12.09,2504.353099826272
12.1,2504.7461376957986
12.11,2505.1219639727715
12.12,2505.480828580437
12.13,2505.822981442041
12.14,2506.1486724808296
12.15,2506.458151620049
12.16,2506.751668782945
12.17,2507.0294738927646
12.18,2507.2918168727524
12.19,2507.538947646156
12.2,2507.7711161362204
12.21,2507.9885722661925
12.22,2508.191565959318
12.23,2508.380347138844
12.24,2508.555165728014
12.25,2508.716271650077
12.26,2508.8639148282778
12.27,2508.9983451858625
12.28,2509.1198126460777
12.29,2509.228567132169
12.3,2509.324858567383
12.31,2509.408936874965
12.32,2509.481051978162
12.33,2509.541453800221
12.34,2509.590392264385
12.35,2509.628117293903
12.36,2509.65487881202
12.37,2509.670926741982
12.38,2509.6765110070355
12.39,2509.671881530427
12.4,2509.6572882354017
12.41,2509.632981045206
12.42,2509.5992098830866
12.43,2509.5562246722893
12.44,2509.5042753360594
12.45,2509.443611797644
12.46,2509.3744839802885
12.47,2509.29714180724
12.48,2509.211835201744
12.49,2509.1188140870463
12.5,2509.018328386393
12.51,2508.910628023032
12.52,2508.7959629202064
12.53,2508.6745830011646
12.54,2508.5467381891526
12.55,2508.412678407416
12.56,2508.272653579199
12.57,2508.1269136277515
12.58,2507.9757084763164
12.59,2507.8192880481424
12.6,2507.6579022664737
12.61,2507.4918010545566
12.62,2507.321234335638
12.63,2507.146452032964
12.64,2506.96770406978
12.65,2506.785240369333
12.66,2506.599310854868
12.67,2506.4101654496326
12.68,2506.218054076872
12.69,2506.023226659831
12.7,2505.825933121758
