wind_speed,DWP D75/15
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,0.0
4.51,0.0
4.52,0.0
4.53,0.0
4.54,0.0
4.55,0.0
4.56,0.0
4.57,0.0
4.58,0.0
4.59,0.0
4.6,0.0
4.61,0.0
4.62,0.0
4.63,0.0
4.64,0.0
4.65,0.0
4.66,0.0
4.67,0.0
4.68,0.0
4.69,0.0
4.7,0.0
4.71,0.0
4.72,0.0
4.73,0.0
4.74,0.0
4.75,0.0
4.76,0.0
4.77,0.0
4.78,0.0
4.79,0.0
4.8,0.0
4.81,0.0
4.82,0.0
4.83,0.0
4.84,0.0
4.85,0.0
4.86,0.0
4.87,0.0
4.88,0.0
4.89,0.0
4.9,0.0
4.91,0.0
4.92,0.0
4.93,0.0
4.94,0.0
4.95,0.0
4.96,0.0
4.97,0.0
4.98,0.0
4.99,0.0
5.0,3.0
5.01,3.014965806029604
5.02,3.031043195797008
5.03,3.0482259916887013
5.04,3.066508016091168
5.05,3.085883091390896
5.06,3.106345039974373
5.07,3.127887684228086
5.08,3.15050484653852
5.09,3.174190349292162
5.1,3.198938014875501
5.11,3.224741665675024
5.12,3.251595124077214
5.13,3.279492212468561
5.14,3.3084267532355507
5.15,3.3383925687646734
5.16,3.36938348144241
5.17,3.4013933136552503
5.18,3.434415887789681
5.19,3.4684450262321933
5.2,3.503474551369266
5.21,3.5394982855873907
5.22,3.5765100512730528
5.23,3.614503670812744
5.24,3.6534729665929424
5.25,3.69341176100014
5.26,3.734313876420823
5.27,3.7761731352414794
5.28,3.818983359848597
5.29,3.8627383726286575
5.3,3.907431995968152
5.31,3.953058052253565
5.32,3.999610363871389
5.33,4.047082753208104
5.34,4.095469042650197
5.35,4.144763054584158
5.36,4.194958611396479
5.37,4.2460495354736345
5.38,4.298029649202119
5.39,4.350892774968417
5.4,4.404632735159023
5.41,4.459243352160411
5.42,4.514718448359076
5.43,4.571051846141502
5.44,4.628237367894183
5.45,4.686268836003594
5.46,4.745140072856227
5.47,4.804844900838571
5.48,4.865377142337116
5.49,4.926730619738338
5.5,4.988899155428731
5.51,5.051876571794783
5.52,5.115656691222975
5.53,5.180233336099805
5.54,5.245600328811748
5.55,5.311751491745294
5.56,5.378680647286933
5.57,5.446381617823155
5.58,5.514848225740436
5.59,5.58407429342527
5.6,5.654053643264142
5.61,5.724780097643545
5.62,5.796247478949954
5.63,5.868449609569863
5.64,5.941380311889759
5.65,6.015033408296134
5.66,6.089402721175463
5.67,6.164482072914238
5.68,6.240265285898946
5.69,6.316746182516082
5.7,6.393918585152119
5.71,6.471776316193549
5.72,6.55031319802686
5.73,6.629523053038548
5.74,6.709399703615081
5.75,6.789936972142957
5.76,6.871128681008663
5.77,6.952968652598682
5.78,7.035450709299511
5.79,7.118568673497624
5.8,7.202316367579511
5.81,7.28668761393166
5.82,7.371676234940566
5.83,7.457276052992702
5.84,7.543480890474563
5.85,7.630284569772631
5.86,7.717680913273406
5.87,7.805663743363357
5.88,7.894226882428977
5.89,7.983364152856757
5.9,8.073069377033189
5.91,8.163336377344745
5.92,8.254158976177917
5.93,8.345530995919194
5.94,8.437446258955076
5.95,8.529898587672024
5.96,8.622881804456538
5.97,8.716389731695106
5.98,8.810416191774221
5.99,8.904955007080353
6.0,9.0
6.01,9.095544992919647
6.02,9.19158380822578
6.03,9.288110268304898
6.04,9.385118195543464
6.05,9.482601412327975
6.06,9.580553741044929
6.07,9.678969004080804
6.08,9.777841023822088
6.09,9.877163622655257
6.1,9.976930622966812
6.11,10.077135847143245
6.12,10.177773117571023
6.13,10.278836256636646
6.14,10.380319086726596
6.15,10.482215430227372
6.16,10.58451910952544
6.17,10.6872239470073
6.18,10.790323765059435
6.19,10.893812386068344
6.2,10.997683632420491
6.21,11.10193132650238
6.22,11.20654929070049
6.23,11.31153134740132
6.24,11.41687131899134
6.25,11.522563027857045
6.26,11.62860029638492
6.27,11.734976946961453
6.28,11.841686801973143
6.29,11.948723683806454
6.3,12.056081414847885
6.31,12.16375381748392
6.32,12.27173471410106
6.33,12.380017927085763
6.34,12.48859727882454
6.35,12.597466591703869
6.36,12.706619688110242
6.37,12.816050390430137
6.38,12.925752521050049
6.39,13.035719902356451
6.4,13.145946356735864
6.41,13.256425706574737
6.42,13.367151774259566
6.43,13.478118382176843
6.44,13.589319352713073
6.45,13.700748508254708
6.46,13.812399671188253
6.47,13.924266663900196
6.48,14.036343308777033
6.49,14.148623428205225
6.5,14.261100844571272
6.51,14.373769380261663
6.52,14.486622857662883
6.53,14.599655099161437
6.54,14.712859927143771
6.55,14.826231163996408
6.56,14.939762632105818
6.57,15.0534481538585
6.58,15.167281551640926
6.59,15.281256647839587
6.6,15.395367264840978
6.61,15.509607225031584
6.62,15.623970350797885
6.63,15.738450464526366
6.64,15.853041388603518
6.65,15.967736945415847
6.66,16.082530957349803
6.67,16.1974172467919
6.68,16.312389636128614
6.69,16.42744194774644
6.7,16.542568004031857
6.71,16.657761627371347
6.72,16.773016640151404
6.73,16.888326864758525
6.74,17.00368612357918
6.75,17.119088238999865
6.76,17.23452703340706
6.77,17.34999632918726
6.78,17.46548994872695
6.79,17.581001714412615
6.8,17.696525448630737
6.81,17.812054973767804
6.82,17.927584112210326
6.83,18.043106686344757
6.84,18.158616518557597
6.85,18.27410743123533
6.86,18.389573246764456
6.87,18.505007787531444
6.88,18.620404875922787
6.89,18.735758334324974
6.9,18.851061985124502
6.91,18.96630965070784
6.92,19.08149515346148
6.93,19.196612315771915
6.94,19.311654960025635
6.95,19.426616908609105
6.96,19.541491983908838
6.97,19.656274008311303
6.98,19.770956804203
6.99,19.8855341939704
7.0,20.0
7.01,20.114349084557517
7.02,20.22858046942553
7.03,20.342694216265897
7.04,20.45669038674041
7.05,20.570569042510904
7.06,20.6843302452392
7.07,20.797974056587144
7.08,20.91150053821653
7.09,21.024909751789192
7.1,21.13820175896695
7.11,21.25137662141165
7.12,21.364434400785097
7.13,21.477375158749112
7.14,21.590198956965523
7.15,21.70290585709616
7.16,21.81549592080284
7.17,21.927969209747392
7.18,22.040325785591637
7.19,22.152565709997408
7.2,22.26468904462651
7.21,22.37669585114078
7.22,22.488586191202035
7.23,22.60036012647212
7.24,22.712017718612834
7.25,22.82355902928601
7.26,22.934984120153462
7.27,23.046293052877036
7.28,23.157485889118544
7.29,23.26856269053981
7.3,23.37952351880265
7.31,23.490368435568897
7.32,23.601097502500387
7.33,23.71171078125892
7.34,23.822208333506328
7.35,23.93259022090444
7.36,24.04285650511509
7.37,24.15300724780008
7.38,24.26304251062124
7.39,24.372962355240396
7.4,24.48276684331939
7.41,24.59245603652001
7.42,24.70202999650411
7.43,24.811488784933506
7.44,24.92083246347002
7.45,25.030061093775476
7.46,25.139174737511684
7.47,25.2481734563405
7.48,25.35705731192372
7.49,25.46582636592318
7.5,25.574480680000708
7.51,25.68302031581811
7.52,25.791445335037228
7.53,25.899755799319884
7.54,26.00795177032789
7.55,26.11603330972308
7.56,26.22400047916728
7.57,26.331853340322315
7.58,26.439591954849988
7.59,26.54721638441215
7.6,26.65472669067061
7.61,26.7621229352872
7.62,26.869405179923746
7.63,26.97657348624204
7.64,27.08362791590395
7.65,27.190568530571284
7.66,27.297395391905862
7.67,27.404108561569508
7.68,27.51070810122404
7.69,27.617194072531312
7.7,27.7235665371531
7.71,27.829825556751267
7.72,27.935971192987623
7.73,28.042003507524
7.74,28.1479225620222
7.75,28.25372841814406
7.76,28.35942113755141
7.77,28.46500078190608
7.78,28.57046741286988
7.79,28.67582109210464
7.8,28.781061881272173
7.81,28.88618984203432
7.82,28.99120503605289
7.83,29.09610752498972
7.84,29.200897370506624
7.85,29.305574634265422
7.86,29.41013937792796
7.87,29.514591663156043
7.88,29.61893155161149
7.89,29.723159104956142
7.9,29.82727438485183
7.91,29.93127745296035
7.92,30.03516837094353
7.93,30.138947200463218
7.94,30.242614003181227
7.95,30.34616884075937
7.96,30.44961177485948
7.97,30.55294286714337
7.98,30.656162179272897
7.99,30.75926977290984
8.0,30.86226570971605
8.01,30.96515005135335
8.02,31.06792285948356
8.03,31.17058419576849
8.04,31.273134121869997
8.05,31.375572699449886
8.06,31.477899990169973
8.07,31.580116055692088
8.08,31.68222095767805
8.09,31.7842147577897
8.1,31.88609751768885
8.11,31.98786929903732
8.12,32.08953016349695
8.13,32.19108017272956
8.14,32.29251938839696
8.15,32.393847872160975
8.16,32.49506568568343
8.17,32.596172890626164
8.18,32.69716954865099
8.19,32.79805572141974
8.2,32.898831470594224
8.21,32.99949685783629
8.22,33.100051944807724
8.23,33.20049679317038
8.24,33.30083146458608
8.25,33.401056020716624
8.26,33.50117052322387
8.27,33.601175033769614
8.28,33.7010696140157
8.29,33.800854325623945
8.3,33.90052923025618
8.31,34.00009438957421
8.32,34.099549865239865
8.33,34.19889571891497
8.34,34.29813201226136
8.35,34.397258806940854
8.36,34.49627616461527
8.37,34.59518414694644
8.38,34.693982815596186
8.39,34.79267223222633
8.4,34.89125245849869
8.41,34.98972355607509
8.42,35.08808558661736
8.43,35.186338611787335
8.44,35.28448269324682
8.45,35.382517892657646
8.46,35.480444271681655
8.47,35.578261891980645
8.48,35.67597081521644
8.49,35.77357110305087
8.5,35.87106281714576
8.51,35.96844601916294
8.52,36.06572077076423
8.53,36.16288713361146
8.54,36.259945169366446
8.55,36.356894939691024
8.56,36.45373650624699
8.57,36.55046993069619
8.58,36.64709527470043
8.59,36.743612599921576
8.6,36.84002196802141
8.61,36.93632344066176
8.62,37.03251707950446
8.63,37.12860294621136
8.64,37.22458110244425
8.65,37.32045160986495
8.66,37.41621453013529
8.67,37.51186992491711
8.68,37.60741785587221
8.69,37.70285838466243
8.7,37.798191572949605
8.71,37.89341748239555
8.72,37.98853617466207
8.73,38.08354771141101
8.74,38.178452154304175
8.75,38.27324956500342
8.76,38.36794000517054
8.77,38.462523536467366
8.78,38.557000220555736
8.79,38.65137011909745
8.8,38.74563329375438
8.81,38.839789806188286
8.82,38.93383971806102
8.83,39.02778309103442
8.84,39.12161998677029
8.85,39.21535046693046
8.86,39.30897459317675
8.87,39.402492427171
8.88,39.49590403057504
8.89,39.58920946505065
8.9,39.68240879225969
8.91,39.775502073863976
8.92,39.868489371525335
8.93,39.96137074690557
8.94,40.05414626166655
8.95,40.14681597747005
8.96,40.23937995597794
8.97,40.331838258852
8.98,40.42419094775407
8.99,40.51643808434599
9.0,40.60857973028956
9.01,40.70061594724663
9.02,40.792546796879
9.03,40.88437234084849
9.04,40.97609264081695
9.05,41.06770775844621
9.06,41.15921775539806
9.07,41.250622693334336
9.08,41.34192263391686
9.09,41.433117638807474
9.1,41.52420776966797
9.11,41.61519308816022
9.12,41.706073655946
9.13,41.79684953468718
9.14,41.88752078604553
9.15,41.97808747168291
9.16,42.06854965326114
9.17,42.158907392442025
9.18,42.24916075088741
9.19,42.33930979025911
9.2,42.42935457221896
9.21,42.51929515842878
9.22,42.60913161055037
9.23,42.698863990245584
9.24,42.788492359176246
9.25,42.87801677900416
9.26,42.96743731139115
9.27,43.056754017999054
9.28,43.145966960489694
9.29,43.2350762005249
9.3,43.32408179976649
9.31,43.412983819876274
9.32,43.50178232251609
9.33,43.59047736934776
9.34,43.679069022033104
9.35,43.76755734223395
9.36,43.85594239161212
9.37,43.94422423182943
9.38,44.03240292454775
9.39,44.12047853142884
9.4,44.20845111413456
9.41,44.29632073432671
9.42,44.38408745366714
9.43,44.471751333817664
9.44,44.559312436440095
9.45,44.64677082319629
9.46,44.73412655574804
9.47,44.82137969575718
9.48,44.90853030488553
9.49,44.99557844479492
9.5,45.08252417714717
9.51,45.169367563604105
9.52,45.25610866582754
9.53,45.342747545479305
9.54,45.42928426422125
9.55,45.51571888371517
9.56,45.60205146562289
9.57,45.68828207160625
9.58,45.774410763327054
9.59,45.860437602447135
9.6,45.94636265062831
9.61,46.03218596953242
9.62,46.11790762082128
9.63,46.20352766615672
9.64,46.28904616720055
9.65,46.374463185614594
9.66,46.45977878306069
9.67,46.54499302120065
9.68,46.63010596169631
9.69,46.71511766620948
9.7,46.800028196402
9.71,46.884837613935694
9.72,46.96954598047237
9.73,47.05415335767384
9.74,47.138659807201975
9.75,47.22306539071856
9.76,47.30737016988542
9.77,47.39157420636441
9.78,47.4756775618173
9.79,47.55968029790597
9.8,47.64358247629224
9.81,47.72738415863789
9.82,47.811085406604775
9.83,47.89468628185472
9.84,47.978186846049525
9.85,48.06158716085105
9.86,48.14488728792108
9.87,48.22808728892147
9.88,48.31118722551406
9.89,48.39418715936062
9.9,48.477087152123
9.91,48.55988726546303
9.92,48.642587561042525
9.93,48.725188100523305
9.94,48.80768894556722
9.95,48.89009015783607
9.96,48.9723917989917
9.97,49.0545939306959
9.98,49.136696614610514
9.99,49.218699912397376
10.0,49.30060388571828
10.01,49.38240859623508
10.02,49.4641141056096
10.03,49.54572047550364
10.04,49.62722776757904
10.05,49.708636043497634
10.06,49.78994536492123
10.07,49.87115579351165
10.08,49.95226739093072
10.09,50.03328021884026
10.1,50.11419433890211
10.11,50.19500981277808
10.12,50.27572670213001
10.13,50.35634506861972
10.14,50.43686497390901
10.15,50.51728647965973
10.16,50.59760964753368
10.17,50.67783453919272
10.18,50.75796121629863
10.19,50.83798974051328
10.2,50.91792017349846
10.21,50.997752576916014
10.22,51.07748701242775
10.23,51.15712354169551
10.24,51.236662226381085
10.25,51.31610312814633
10.26,51.39544630865306
10.27,51.4746918295631
10.28,51.553839752538295
10.29,51.632890139240416
10.3,51.71184305133135
10.31,51.79069855047287
10.32,51.8694566983268
10.33,51.94811755655502
10.34,52.02668118681929
10.35,52.10514765078147
10.36,52.18351701010337
10.37,52.26178932644683
10.38,52.33996466147367
10.39,52.418043076845706
10.4,52.49602463422474
10.41,52.57390939527264
10.42,52.65169742165119
10.43,52.72938877502224
10.44,52.80698351704763
10.45,52.88448170938912
10.46,52.96188341370862
10.47,53.03918869166789
10.48,53.11639760492876
10.49,53.19351021515309
10.5,53.27052658400265
10.51,53.34744677313932
10.52,53.42427084422489
10.53,53.50099885892119
10.54,53.57763087889006
10.55,53.65416696579332
10.56,53.730607181292754
10.57,53.80695158705025
10.58,53.88320024472757
10.59,53.95935321598658
10.6,54.0354105624891
10.61,54.11137234589694
10.62,54.18723862787191
10.63,54.263009470075886
10.64,54.33868493417064
10.65,54.414265081818016
10.66,54.48974997467983
10.67,54.565139674417935
10.68,54.64043424269411
10.69,54.71563374117021
10.7,54.79073823150805
10.71,54.86574777536948
10.72,54.94066243441626
10.73,55.01548227031028
10.74,55.090207344713306
10.75,55.16483771928722
10.76,55.23937345569382
10.77,55.31381461559492
10.78,55.38816126065235
10.79,55.46241345252794
10.8,55.53657125288352
10.81,55.61063472338091
10.82,55.68460392568191
10.83,55.75847892144837
10.84,55.832259772342105
10.85,55.90594654002494
10.86,55.97953928615871
10.87,56.053038072405215
10.88,56.12644296042632
10.89,56.1997540118838
10.9,56.27297128843949
10.91,56.34609485175525
10.92,56.41912476349288
10.93,56.49206108531417
10.94,56.56490387888101
10.95,56.63765320585517
10.96,56.710309127898526
10.97,56.78287170667285
10.98,56.85534100383998
10.99,56.927717081061765
11.0,57.0
11.01,57.07218905388662
11.02,57.144280462233965
11.03,57.21626967612448
11.04,57.2881521466406
11.05,57.3599233248648
11.06,57.431578661879456
11.07,57.50311360876705
11.08,57.57452361661003
11.09,57.6458041364908
11.1,57.71695061949185
11.11,57.7879585166956
11.12,57.85882327918448
11.13,57.92954035804095
11.14,58.00010520434742
11.15,58.07051326918637
11.16,58.1407600036402
11.17,58.21084085879139
11.18,58.28075128572237
11.19,58.35048673551556
11.2,58.42004265925343
11.21,58.48941450801842
11.22,58.558597732892935
11.23,58.627587784959466
11.24,58.696380115300414
11.25,58.76497017499824
11.26,58.83335341513537
11.27,58.90152528679428
11.28,58.96948124105737
11.29,59.0372167290071
11.3,59.10472720172593
11.31,59.17200811029625
11.32,59.23905490580054
11.33,59.30586303932125
11.34,59.37242796194081
11.35,59.43874512474163
11.36,59.504809978806186
11.37,59.57061797521691
11.38,59.63616456505627
11.39,59.70144519940665
11.4,59.76645532935052
11.41,59.83119040597034
11.42,59.89564588034853
11.43,59.95981720356753
11.44,60.02369982670979
11.45,60.08728920085775
11.46,60.15058077709384
11.47,60.213570006500525
11.48,60.27625234016024
11.49,60.33862322915539
11.5,60.40067812456845
11.51,60.46241247748186
11.52,60.52382173897806
11.53,60.58490136013948
11.54,60.645646792048574
11.55,60.70605348578779
11.56,60.76611689243956
11.57,60.8258324630863
11.58,60.88519564881047
11.59,60.94420190069453
11.6,61.0028466698209
11.61,61.06112540727204
11.62,61.11903356413036
11.63,61.17656659147834
11.64,61.23371994039839
11.65,61.29048906197296
11.66,61.346869407284494
11.67,61.40285642741543
11.68,61.45844557344821
11.69,61.51363229646528
11.7,61.56841204754907
11.71,61.62278027778206
11.72,61.67673243824663
11.73,61.73026398002526
11.74,61.78337035420038
11.75,61.83604701185445
11.76,61.888289404069866
11.77,61.94009298192912
11.78,61.99145319651464
11.79,62.04236549890884
11.8,62.09282534019419
11.81,62.14282817145312
11.82,62.19236944376807
11.83,62.24144460822148
11.84,62.29004911589579
11.85,62.338178417873465
11.86,62.385827965236906
11.87,62.43299320906859
11.88,62.47966960045096
11.89,62.525852590466414
11.9,62.57153763019743
11.91,62.61672017072643
11.92,62.66139566313587
11.93,62.70555955850819
11.94,62.74920730792582
11.95,62.792334362471216
11.96,62.83493617322681
11.97,62.87700819127504
11.98,62.91854586769836
11.99,62.9595446535792
12.0,63.0
12.01,63.03990933792698
12.02,63.07927801786146
12.03,63.11811337018855
12.04,63.15642272529333
12.05,63.19421341356091
12.06,63.23149276537637
12.07,63.26826811112483
12.08,63.30454678119136
12.09,63.34033610596106
12.1,63.37564341581905
12.11,63.41047604115042
12.12,63.44484131234026
12.13,63.47874655977366
12.14,63.51219911383573
12.15,63.54520630491155
12.16,63.577775463386246
12.17,63.609913919644896
12.18,63.6416290040726
12.19,63.67292804705443
12.2,63.70381837897553
12.21,63.73430733022097
12.22,63.76440223117584
12.23,63.79411041222527
12.24,63.8234392037543
12.25,63.85239593614808
12.26,63.88098793979167
12.27,63.90922254507021
12.28,63.93710708236876
12.29,63.96464888207242
12.3,63.991855274566326
12.31,64.01873359023551
12.32,64.04529115946511
12.33,64.07153531264022
12.34,64.09747338014591
12.35,64.12311269236733
12.36,64.14846057968954
12.37,64.17352437249762
12.38,64.19831140117672
12.39,64.2228289961119
12.4,64.24708448768827
12.41,64.2710852062909
12.42,64.29483848230493
12.43,64.3183516461154
12.44,64.34163202810747
12.45,64.36468695866621
12.46,64.3875237681767
12.47,64.41014978702405
12.48,64.43257234559337
12.49,64.45479877426975
12.5,64.47683640343827
12.51,64.49869256348404
12.52,64.52037458479217
12.53,64.54188979774773
12.54,64.56324553273583
12.55,64.58444912014157
12.56,64.60550789035005
12.57,64.62642917374636
12.58,64.64722030071559
12.59,64.66788860164284
12.6,64.68844140691323
12.61,64.70888604691181
12.62,64.72922985202372
12.63,64.74948015263406
12.64,64.76964427912789
12.65,64.78972956189033
12.66,64.80974333130646
12.67,64.8296929177614
12.68,64.84958565164024
12.69,64.86942886332807
12.7,64.88922988320999
12.71,64.9089960416711
12.72,64.92873466909649
12.73,64.94845309587126
12.74,64.96815865238051
12.75,64.98785866900933
12.76,65.00756047614283
12.77,65.02727140416609
12.78,65.04699878346422
12.79,65.0667499444223
12.8,65.08653221742546
12.81,65.10635293285875
12.82,65.12621942110732
12.83,65.14613901255622
12.84,65.16611903759059
12.85,65.18616682659548
12.86,65.20628970995601
12.87,65.22649501805729
12.88,65.24679008128439
12.89,65.26718223002243
12.9,65.2876787946565
12.91,65.30828710557168
12.92,65.32901449315311
12.93,65.34986828778584
12.94,65.37085581985498
12.95,65.39198441974564
12.96,65.4132614178429
12.97,65.43469414453187
12.98,65.45628993019766
12.99,65.47805610522532
13.0,65.5
13.01,65.52212709440543
13.02,65.54443546632014
13.03,65.5669213431213
13.04,65.58958095218605
13.05,65.61241052089159
13.06,65.63540627661506
13.07,65.65856444673366
13.08,65.68188125862456
13.09,65.7053529396649
13.1,65.72897571723189
13.11,65.75274581870269
13.12,65.77665947145447
13.13,65.8007129028644
13.14,65.82490234030963
13.15,65.8492240111674
13.16,65.87367414281478
13.17,65.89824896262901
13.18,65.92294469798725
13.19,65.94775757626665
13.2,65.97268382484442
13.21,65.9977196710977
13.22,66.02286134240367
13.23,66.0481050661395
13.24,66.07344706968236
13.25,66.09888358040944
13.26,66.12441082569788
13.27,66.15002503292486
13.28,66.17572242946756
13.29,66.20149924270315
13.3,66.22735170000884
13.31,66.25327602876172
13.32,66.27926845633901
13.33,66.30532521011789
13.34,66.3314425174755
13.35,66.35761660578902
13.36,66.38384370243564
13.37,66.4101200347925
13.38,66.43644183023682
13.39,66.46280531614573
13.4,66.48920671989642
13.41,66.51564226886603
13.42,66.54210819043178
13.43,66.5686007119708
13.44,66.59511606086029
13.45,66.62165046447741
13.46,66.64820015019933
13.47,66.67476134540321
13.48,66.70133027746625
13.49,66.7279031737656
13.5,66.75447626167843
13.51,66.78104576858193
13.52,66.80760792185325
13.53,66.83415894886957
13.54,66.86069507700806
13.55,66.8872125336459
13.56,66.91370754616025
13.57,66.94017634192828
13.58,66.96661514832716
13.59,66.99302019273408
13.6,67.01938770252619
13.61,67.04571390508067
13.62,67.07199502777469
13.63,67.09822729798543
13.64,67.12440694309007
13.65,67.15053019046573
13.66,67.17659326748965
13.67,67.20259240153894
13.68,67.22852381999081
13.69,67.25438375022242
13.7,67.28016841961094
13.71,67.30587405553355
13.72,67.3314968853674
13.73,67.35703313648969
13.74,67.38247903627757
13.75,67.40783081210822
13.76,67.43308469135881
13.77,67.45823690140651
13.78,67.48328366962848
13.79,67.50822122340192
13.8,67.53304579010398
13.81,67.55775359711183
13.82,67.58234087180266
13.83,67.60680384155361
13.84,67.63113873374189
13.85,67.65534177574463
13.86,67.67940919493903
13.87,67.70333721870226
13.88,67.72712207441147
13.89,67.75075998944385
13.9,67.77424719117658
13.91,67.7975799069868
13.92,67.82075436425171
13.93,67.84376679034848
13.94,67.86661341265426
13.95,67.88929045854624
13.96,67.91179415540157
13.97,67.93412073059744
13.98,67.95626641151102
