wind_speed,Siemens SWT-3.6-120 Onshore
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,2.143798870608312
3.02,4.270075162203401
3.03,6.379035163461983
3.04,8.470885163061142
3.05,10.5458314496776
3.06,12.60408031198844
3.07,14.645838038670384
3.08,16.671310918400515
3.09,18.680705239855552
3.1,20.67422729171258
3.11,22.65208336264832
3.12,24.614479741339856
3.13,26.561622716463905
3.14,28.493718576697557
3.15,30.410973610717523
3.16,32.313594107200906
3.17,34.20178635482441
3.18,36.07575664226511
3.19,37.93571125819975
3.2,39.781856491305405
3.21,41.61439863025879
3.22,43.43354396373698
3.23,45.23949878041672
3.24,47.03246936897509
3.25,48.8126620180888
3.26,50.58028301643484
3.27,52.33553865269021
3.28,54.078635215531634
3.29,55.80977899363617
3.3,57.52917627568058
3.31,59.237033350341896
3.32,60.93355650629691
3.33,62.61895203222265
3.34,64.29342621679587
3.35,65.9571853486936
3.36,67.61043571659262
3.37,69.25338360916997
3.38,70.88623531510241
3.39,72.509197123067
3.4,74.12247532174047
3.41,75.72627619979988
3.42,77.320806045922
3.43,78.90627114878386
3.44,80.48287779706222
3.45,82.05083227943413
3.46,83.61034088457635
3.47,85.1616099011659
3.48,86.7048456178796
3.49,88.24025432339442
3.5,89.76804230638717
3.51,91.28841585553484
3.52,92.80158125951436
3.53,94.30774480700248
3.54,95.80711278667629
3.55,97.29989148721252
3.56,98.78628719728822
3.57,100.26650620558016
3.58,101.74075480076536
3.59,103.20923927152062
3.6,104.67216590652292
3.61,106.12974099444912
3.62,107.58217082397616
3.63,109.02966168378089
3.64,110.47241986254024
3.65,111.9106516489311
3.66,113.34456333163044
3.67,114.77436119931502
3.68,116.20025154066192
3.69,117.62244064434786
3.7,119.0411347990499
3.71,120.45654029344482
3.72,121.8688634162096
3.73,123.2783104560211
3.74,124.68508770155633
3.75,126.089401441492
3.76,127.49145796450512
3.77,128.8914635592727
3.78,130.28962451447134
3.79,131.6861471187783
3.8,133.0812376608702
3.81,134.47510242942417
3.82,135.86794771311688
3.83,137.25997980062542
3.84,138.6514049806266
3.85,140.04242954179742
3.86,141.4332597728146
3.87,142.8241019623552
3.88,144.21516239909604
3.89,145.6066473717141
3.9,146.99876316888617
3.91,148.3917160792893
3.92,149.78571239160027
3.93,151.18095839449606
3.94,152.57766037665343
3.95,153.9760246267495
3.96,155.376257433461
3.97,156.77856508546492
3.98,158.1831538714381
3.99,159.59023008005755
4.0,161.0
4.01,162.41266991994246
4.02,163.82844612856184
4.03,165.2475349145351
4.04,166.67014256653897
4.05,168.09647537325046
4.06,169.5267396233465
4.07,170.96114160550405
4.08,172.39988760839972
4.09,173.84318392071066
4.1,175.2912368311137
4.11,176.74425262828592
4.12,178.20243760090392
4.13,179.66599803764475
4.14,181.13514022718533
4.15,182.61007045820267
4.16,184.0909950193734
4.17,185.57812019937447
4.18,187.07165228688305
4.19,188.5717975705759
4.2,190.07876233912972
4.21,191.59275288122168
4.22,193.1139754855286
4.23,194.6426364407274
4.24,196.17894203549488
4.25,197.723098558508
4.26,199.27531229844368
4.27,200.8357895439788
4.28,202.40473658379045
4.29,203.9823597065552
4.3,205.56886520095009
4.31,207.16445935565207
4.32,208.76934845933815
4.33,210.383738800685
4.34,212.0078366683696
4.35,213.6418483510688
4.36,215.2859801374598
4.37,216.94043831621912
4.38,218.60542917602385
4.39,220.2811590055508
4.4,221.9678340934772
4.41,223.66566072847937
4.42,225.37484519923464
4.43,227.09559379441976
4.44,228.82811280271187
4.45,230.5726085127875
4.46,232.32928721332368
4.47,234.09835519299745
4.48,235.8800187404857
4.49,237.6744841444652
4.5,239.4819576936128
4.51,241.30264567660555
4.52,243.1367543821203
4.53,244.98449009883416
4.54,246.84605911542363
4.55,248.72166772056585
4.56,250.6115222029377
4.57,252.5158288512162
4.58,254.43479395407803
4.59,256.36862380020006
4.6,258.3175246782594
4.61,260.2817028769331
4.62,262.2613646848976
4.63,264.25671639083
4.64,266.2679642834073
4.65,268.29531465130646
4.66,270.3389737832041
4.67,272.39914796777737
4.68,274.476043493703
4.69,276.56986664965814
4.7,278.68082372431945
4.71,280.80912100636385
4.72,282.95496478446825
4.73,285.1185613473099
4.74,287.30011698356515
4.75,289.49983798191124
4.76,291.71793063102496
4.77,293.9546012195832
4.78,296.21005603626315
4.79,298.4845013697412
4.8,300.7781435086946
4.81,303.0911887418001
4.82,305.423843357735
4.83,307.7763136451756
4.84,310.14880589279915
4.85,312.54152638928235
4.86,314.95468142330253
4.87,317.3884772835361
4.88,319.8431202586602
4.89,322.3188166373516
4.9,324.8157727082875
4.91,327.33419476014444
4.92,329.8742890815995
4.93,332.4362619613296
4.94,335.0203196880117
4.95,337.62666855032245
4.96,340.25551483693886
4.97,342.90706483653787
4.98,345.5815248377967
4.99,348.27910112939173
5.0,351.0
5.01,353.7443802699378
5.02,356.51221088607866
5.03,359.3034133269357
5.04,362.1179090710213
5.05,364.9556195968484
5.06,367.8164663829297
5.07,370.7003709077786
5.08,373.6072546499072
5.09,376.5370390878288
5.1,379.489645700056
5.11,382.46499596510216
5.12,385.46301136147935
5.13,388.4836133677006
5.14,391.5267234622791
5.15,394.59226312372766
5.16,397.6801538305586
5.17,400.79031706128507
5.18,403.92267429442
5.19,407.0771470084764
5.2,410.2536566819665
5.21,413.4521247934034
5.22,416.67247282130006
5.23,419.9146222441695
5.24,423.1784945405241
5.25,426.4640111888768
5.26,429.7710936677407
5.27,433.09966345562816
5.28,436.4496420310527
5.29,439.8209508725267
5.3,443.2135114585627
5.31,446.6272452676741
5.32,450.06207377837376
5.33,453.517918469174
5.34,456.99470081858783
5.35,460.49234230512815
5.36,464.01076440730833
5.37,467.5498886036403
5.38,471.1096363726371
5.39,474.689929192812
5.4,478.2906885426776
5.41,481.9118359007466
5.42,485.5532927455319
5.43,489.2149805555463
5.44,492.8968208093032
5.45,496.5987349853144
5.46,500.32064456209326
5.47,504.0624710181527
5.48,507.82413583200577
5.49,511.6055604821647
5.5,515.4066664471426
5.51,519.2273752054524
5.52,523.0676082356068
5.53,526.9272870161191
5.54,530.8063330255012
5.55,534.7046677422666
5.56,538.6222126449279
5.57,542.5588892119985
5.58,546.5146189219903
5.59,550.4893232534165
5.6,554.4829236847901
5.61,558.4953416946242
5.62,562.526498761431
5.63,566.5763163637235
5.64,570.6447159800147
5.65,574.7316190888178
5.66,578.8369471686445
5.67,582.9606216980088
5.68,587.1025641554229
5.69,591.2626960194001
5.7,595.4409387684526
5.71,599.6372138810935
5.72,603.8514428358359
5.73,608.0835471111927
5.74,612.333448185676
5.75,616.6010675377992
5.76,620.8863266460748
5.77,625.1891469890162
5.78,629.5094500451363
5.79,633.8471572929468
5.8,638.2021902109615
5.81,642.574470277693
5.82,646.9639189716543
5.83,651.3704577713578
5.84,655.7940081553165
5.85,660.2344916020435
5.86,664.6918295900516
5.87,669.1659435978534
5.88,673.6567551039616
5.89,678.1641855868892
5.9,682.6881565251496
5.91,687.2285893972546
5.92,691.7854056817176
5.93,696.3585268570514
5.94,700.9478744017692
5.95,705.5533697943831
5.96,710.1749345134064
5.97,714.8124900373515
5.98,719.4659578447319
5.99,724.13525941406
6.0,728.8203162238485
6.01,733.5210497526102
6.02,738.2373814788584
6.03,742.9692328811061
6.04,747.7165254378655
6.05,752.4791806276494
6.06,757.2571199289708
6.07,762.0502648203433
6.08,766.8585367802785
6.09,771.6818572872899
6.1,776.5201478198901
6.11,781.3733298565927
6.12,786.2413248759091
6.13,791.1240543563531
6.14,796.0214397764373
6.15,800.9334026146751
6.16,805.8598643495783
6.17,810.8007464596603
6.18,815.755970423434
6.19,820.7254577194121
6.2,825.7091298261075
6.21,830.7069082220328
6.22,835.718714385701
6.23,840.7444697956253
6.24,845.7840959303178
6.25,850.8375142682918
6.26,855.9046462880601
6.27,860.985413468135
6.28,866.0797372870306
6.29,871.1875392232583
6.3,876.3087407553319
6.31,881.4432633617636
6.32,886.591028521067
6.33,891.7519577117541
6.34,896.925972412338
6.35,902.1129941013317
6.36,907.3129442572484
6.37,912.5257443586
6.38,917.7513158838998
6.39,922.9895803116603
6.4,928.240459120396
6.41,933.5038737886174
6.42,938.7797457948386
6.43,944.067996617572
6.44,949.368547735331
6.45,954.6813206266276
6.46,960.0062367699752
6.47,965.3432176438864
6.48,970.6921847268748
6.49,976.053059497452
6.5,981.425763434131
6.51,986.8102180154256
6.52,992.206344719848
6.53,997.6140650259111
6.54,1003.0333004121276
6.55,1008.4639723570108
6.56,1013.9060023390726
6.57,1019.3593118368274
6.58,1024.8238223287865
6.59,1030.2994552934629
6.6,1035.7861322093702
6.61,1041.283774555021
6.62,1046.792303808928
6.63,1052.3116414496037
6.64,1057.8417089555614
6.65,1063.382427805314
6.66,1068.933719477374
6.67,1074.495505450254
6.68,1080.067707202467
6.69,1085.6502462125272
6.7,1091.2430439589452
6.71,1096.8460219202348
6.72,1102.4591015749097
6.73,1108.0822044014817
6.74,1113.7152518784635
6.75,1119.3581654843683
6.76,1125.0108666977096
6.77,1130.6732769969988
6.78,1136.3453178607504
6.79,1142.026910767475
6.8,1147.7179771956878
6.81,1153.4184386239003
6.82,1159.128216530626
6.83,1164.847232394377
6.84,1170.5754076936662
6.85,1176.3126639070072
6.86,1182.0589225129124
6.87,1187.8141049898943
6.88,1193.5781328164662
6.89,1199.3509274711405
6.9,1205.132410432431
6.91,1210.922503178849
6.92,1216.7211271889084
6.93,1222.5282039411218
6.94,1228.3436549140024
6.95,1234.1674015860622
6.96,1239.9993654358143
6.97,1245.839467941772
6.98,1251.6876305824485
6.99,1257.543774836355
7.0,1263.4078221820057
7.01,1269.279694097913
7.02,1275.1593120625894
7.03,1281.046597554549
7.04,1286.941472052303
7.05,1292.843857034365
7.06,1298.753673979248
7.07,1304.6708443654647
7.08,1310.595289671528
7.09,1316.52693137595
7.1,1322.4656909572443
7.11,1328.4114898939242
7.12,1334.3642496645014
7.13,1340.3238917474891
7.14,1346.2903376214003
7.15,1352.2635087647486
7.16,1358.2433266560452
7.17,1364.2297127738036
7.18,1370.2225885965372
7.19,1376.2218756027585
7.2,1382.2274952709804
7.21,1388.2393690797153
7.22,1394.2574185074757
7.23,1400.281565032776
7.24,1406.311730134128
7.25,1412.3478352900445
7.26,1418.3898019790374
7.27,1424.4375516796215
7.28,1430.491005870309
7.29,1436.5500860296122
7.3,1442.6147136360437
7.31,1448.684810168117
7.32,1454.7602971043457
7.33,1460.8410959232408
7.34,1466.927128103316
7.35,1473.0183151230842
7.36,1479.1145784610585
7.37,1485.215839595751
7.38,1491.3220200056746
7.39,1497.4330411693427
7.4,1503.548824565269
7.41,1509.669291671964
7.42,1515.7943639679418
7.43,1521.9239629317156
7.44,1528.0580100417983
7.45,1534.1964267767014
7.46,1540.3391346149383
7.47,1546.486055035023
7.48,1552.637109515467
7.49,1558.792219534784
7.5,1564.9513065714857
7.51,1571.114292104086
7.52,1577.281097611097
7.53,1583.4516445710328
7.54,1589.6258544624054
7.55,1595.8036487637264
7.56,1601.9849489535104
7.57,1608.16967651027
7.58,1614.357752912517
7.59,1620.5490996387657
7.6,1626.743638167527
7.61,1632.9412899773167
7.62,1639.1419765466444
7.63,1645.3456193540244
7.64,1651.5521398779697
7.65,1657.761459596993
7.66,1663.9734999896073
7.67,1670.188182534324
7.68,1676.405428709658
7.69,1682.6251599941215
7.7,1688.8472978662264
7.71,1695.0717638044869
7.72,1701.298479287414
7.73,1707.527365793523
7.74,1713.7583448013245
7.75,1719.9913377893324
7.76,1726.2262662360592
7.77,1732.463051620018
7.78,1738.701615419722
7.79,1744.9418791136827
7.8,1751.1837641804143
7.81,1757.4271920984288
7.82,1763.67208434624
7.83,1769.9183624023597
7.84,1776.1659477453006
7.85,1782.4147618535767
7.86,1788.6647262057
7.87,1794.9157622801831
7.88,1801.16779155554
7.89,1807.420735510282
7.9,1813.6745156229235
7.91,1819.929053371976
7.92,1826.184270235953
7.93,1832.4400876933676
7.94,1838.6964272227317
7.95,1844.953210302558
7.96,1851.2103584113609
7.97,1857.467793027652
7.98,1863.7254356299452
7.99,1869.983207696752
8.0,1876.2410307065857
8.01,1882.4988261379592
8.02,1888.7565154693848
8.03,1895.0140201793777
8.04,1901.2712617464472
8.05,1907.5281616491093
8.06,1913.784641365875
8.07,1920.0406223752573
8.08,1926.2960261557696
8.09,1932.5507741859228
8.1,1938.8047879442329
8.11,1945.0579889092112
8.12,1951.3102985593696
8.13,1957.561638373223
8.14,1963.8119298292831
8.15,1970.061094406062
8.16,1976.309053582073
8.17,1982.5557288358293
8.18,1988.801041645844
8.19,1995.044913490629
8.2,2001.2872658486976
8.21,2007.5280201985645
8.22,2013.767098018739
8.23,2020.004420787736
8.24,2026.239909984068
8.25,2032.473487086248
8.26,2038.705073572788
8.27,2044.934590922202
8.28,2051.161960613002
8.29,2057.3871041237007
8.3,2063.6099429328133
8.31,2069.830398518849
8.32,2076.0483923603238
8.33,2082.263845935748
8.34,2088.476680723635
8.35,2094.6868182024987
8.36,2100.8941798508517
8.37,2107.098687147206
8.38,2113.300261570076
8.39,2119.498824597973
8.4,2125.694297709409
8.41,2131.8866023829
8.42,2138.075660096956
8.43,2144.2613923300905
8.44,2150.4437205608174
8.45,2156.622566267648
8.46,2162.7978509290974
8.47,2168.969496023675
8.48,2175.137423029897
8.49,2181.301553426274
8.5,2187.46180869132
8.51,2193.618110303547
8.52,2199.7703797414683
8.53,2205.918538483597
8.54,2212.062508008446
8.55,2218.202209794528
8.56,2224.337565320355
8.57,2230.4684960644404
8.58,2236.594923505297
8.59,2242.716769121438
8.6,2248.833954391376
8.61,2254.9464007936235
8.62,2261.054029806693
8.63,2267.1567629091
8.64,2273.254521579354
8.65,2279.3472272959693
8.66,2285.434801537458
8.67,2291.517165782333
8.68,2297.594241509109
8.69,2303.6659501962968
8.7,2309.7322133224097
8.71,2315.7929523659614
8.72,2321.848088805464
8.73,2327.8975441194298
8.74,2333.9412397863725
8.75,2339.979097284804
8.76,2346.0110380932383
8.77,2352.0369836901878
8.78,2358.056855554165
8.79,2364.0705751636824
8.8,2370.078063997255
8.81,2376.0792435333924
8.82,2382.0740352506105
8.83,2388.06236062742
8.84,2394.0441411423326
8.85,2400.0192982738654
8.86,2405.987753500528
8.87,2411.949428300833
8.88,2417.9042441532965
8.89,2423.8521225364284
8.9,2429.792984928741
8.91,2435.7267528087496
8.92,2441.653347654965
8.93,2447.572690945901
8.94,2453.4847041600697
8.95,2459.389308775985
8.96,2465.28642627216
8.97,2471.175978127106
8.98,2477.057885819336
8.99,2482.932070827364
9.0,2488.798454629702
9.01,2494.6569587048634
9.02,2500.5075045313606
9.03,2506.3500135877057
9.04,2512.184407352413
9.05,2518.010607303996
9.06,2523.828534920965
9.07,2529.638111681834
9.08,2535.439259065116
9.09,2541.231898549324
9.1,2547.0159516129693
9.11,2552.791339734567
9.12,2558.557984392629
9.13,2564.315807065669
9.14,2570.0647292321974
9.15,2575.8046723707284
9.16,2581.535557959776
9.17,2587.25730747785
9.18,2592.9698424034677
9.19,2598.6730842151383
9.2,2604.366954391375
9.21,2610.0513744106934
9.22,2615.726265751603
9.23,2621.391549892618
9.24,2627.047148312252
9.25,2632.692982489016
9.26,2638.3289739014244
9.27,2643.955044027989
9.28,2649.571114347223
9.29,2655.1771063376405
9.3,2660.772941477753
9.31,2666.3585412460734
9.32,2671.9338271211136
9.33,2677.498720581389
9.34,2683.0531431054096
9.35,2688.5970161716896
9.36,2694.130261258743
9.37,2699.65279984508
9.38,2705.1645534092168
9.39,2710.665443429664
9.4,2716.155391384933
9.41,2721.6343187535385
9.42,2727.102147013994
9.43,2732.5587976448114
9.44,2738.004192124504
9.45,2743.438251931583
9.46,2748.8608985445644
9.47,2754.272053441958
9.48,2759.671638102278
9.49,2765.059574004036
9.5,2770.435782625747
9.51,2775.800185445923
9.52,2781.1527039430757
9.53,2786.493259595719
9.54,2791.821773882364
9.55,2797.138168281528
9.56,2802.4423642717197
9.57,2807.7342833314524
9.58,2813.01384693924
9.59,2818.280976573594
9.6,2823.535593713029
9.61,2828.777619836056
9.62,2834.0069764211903
9.63,2839.223584946944
9.64,2844.427366891828
9.65,2849.618243734355
9.66,2854.7961369530403
9.67,2859.960968026396
9.68,2865.112658432934
9.69,2870.2511296511675
9.7,2875.37630315961
9.71,2880.4881004367744
9.72,2885.586442961172
9.73,2890.671252211316
9.74,2895.7424496657204
9.75,2900.799956802898
9.76,2905.84369510136
9.77,2910.873586039621
9.78,2915.889551096193
9.79,2920.891511749589
9.8,2925.8793894783225
9.81,2930.853105760905
9.82,2935.8125820758496
9.83,2940.75773990167
9.84,2945.6885007168785
9.85,2950.604785999988
9.86,2955.506517229511
9.87,2960.39361588396
9.88,2965.2660034418504
9.89,2970.1236013816915
9.9,2974.966331181998
9.91,2979.794114321283
9.92,2984.6068722780574
9.93,2989.404526530837
9.94,2994.1869985581325
9.95,2998.9542098384563
9.96,3003.7060818503246
9.97,3008.4425360722457
9.98,3013.1634939827354
9.99,3017.8688770603053
10.0,3022.5586067834693
10.01,3027.2326046307394
10.02,3031.890792080628
10.03,3036.5330906116487
10.04,3041.159421702315
10.05,3045.769706831138
10.06,3050.3638674766325
10.07,3054.941825117309
10.08,3059.503501231682
10.09,3064.048817298264
10.1,3068.5776947955683
10.11,3073.0900552021067
10.12,3077.5858199963923
10.13,3082.064910656939
10.14,3086.527248662257
10.15,3090.972755490863
10.16,3095.4013526212666
10.17,3099.812961531982
10.18,3104.207503701522
10.19,3108.5849006083986
10.2,3112.9450737311263
10.21,3117.2879445482167
10.22,3121.613434538184
10.23,3125.9214651795373
10.24,3130.211957950793
10.25,3134.4848343304634
10.26,3138.740015797061
10.27,3142.977423829097
10.28,3147.196979905088
10.29,3151.398605503543
10.3,3155.582222102978
10.31,3159.747751181901
10.32,3163.895114218832
10.33,3168.024232692278
10.34,3172.1350280807533
10.35,3176.227421862772
10.36,3180.301335516845
10.37,3184.3566905214875
10.38,3188.393408355211
10.39,3192.4114104965283
10.4,3196.410618423952
10.41,3200.3909536159945
10.42,3204.3523375511704
10.43,3208.2946917079908
10.44,3212.2179375649703
10.45,3216.12199660062
10.46,3220.0067902934547
10.47,3223.872240121984
10.48,3227.718267564724
10.49,3231.5447941001858
10.5,3235.3517412068823
10.51,3239.139030363326
10.52,3242.906583048032
10.53,3246.6543207395107
10.54,3250.3821649162765
10.55,3254.090037056841
10.56,3257.7778586397185
10.57,3261.4455511434185
10.58,3265.093036046458
10.59,3268.720234827348
10.6,3272.327068964601
10.61,3275.9134599367294
10.62,3279.4793292222485
10.63,3283.0245982996685
10.64,3286.549188647504
10.65,3290.0530217442656
10.66,3293.5360190684687
10.67,3296.9981020986243
10.68,3300.439192313246
10.69,3303.8592111908474
10.7,3307.25808020994
10.71,3310.635720849037
10.72,3313.992054586652
10.73,3317.327002901296
10.74,3320.640487271483
10.75,3323.9324291757266
10.76,3327.20275009254
10.77,3330.4513715004327
10.78,3333.6782148779203
10.79,3336.883201703516
10.8,3340.0662534557314
10.81,3343.22729161308
10.82,3346.3662376540733
10.83,3349.483013057225
10.84,3352.5775393010485
10.85,3355.6497378640565
10.86,3358.699530224761
10.87,3361.7268378616754
10.88,3364.7315822533137
10.89,3367.7136848781865
10.9,3370.673067214808
10.91,3373.6096507416896
10.92,3376.523356937346
10.93,3379.4141072802886
10.94,3382.281823249032
10.95,3385.126426322087
10.96,3387.9478379779684
10.97,3390.745979695186
10.98,3393.5207729522563
10.99,3396.2721392276903
11.0,3399.0
11.01,3401.7043041465527
11.02,3404.385110140125
11.03,3407.042503852347
11.04,3409.676571154849
11.05,3412.287397919262
11.06,3414.8750700172136
11.07,3417.4396733203366
11.08,3419.981293700261
11.09,3422.5000170286157
11.1,3424.9959291770297
11.11,3427.469116017138
11.12,3429.919663420565
11.13,3432.347657258944
11.14,3434.753183403905
11.15,3437.136327727077
11.16,3439.497176100092
11.17,3441.835814394578
11.18,3444.1523284821674
11.19,3446.4468042344884
11.2,3448.7193275231725
11.21,3450.96998421985
11.22,3453.198860196149
11.23,3455.406041323702
11.24,3457.5916134741383
11.25,3459.7556625190878
11.26,3461.898274330181
11.27,3464.019534779047
11.28,3466.1195297373183
11.29,3468.198345076622
11.3,3470.2560666685927
11.31,3472.292780384855
11.32,3474.3085720970425
11.33,3476.303527676785
11.34,3478.277732995713
11.35,3480.2312739254558
11.36,3482.1642363376427
11.37,3484.076706103907
11.38,3485.968769095876
11.39,3487.84051118518
11.4,3489.69201824345
11.41,3491.5233761423165
11.42,3493.334670753409
11.43,3495.1259879483573
11.44,3496.897413598793
11.45,3498.6490335763447
11.46,3500.3809337526445
11.47,3502.09319999932
11.48,3503.785918188003
11.49,3505.459174190324
11.5,3507.113053877912
11.51,3508.7476431223977
11.52,3510.3630277954107
11.53,3511.959293768583
11.54,3513.536526913542
11.55,3515.0948131019204
11.56,3516.6342382053463
11.57,3518.1548880954524
11.58,3519.656848643865
11.59,3521.140205722219
11.6,3522.6050452021414
11.61,3524.051452955262
11.62,3525.4795148532125
11.63,3526.8893167676238
11.64,3528.280944570124
11.65,3529.6544841323444
11.66,3531.0100213259143
11.67,3532.347642022465
11.68,3533.667432093626
11.69,3534.969477411028
11.7,3536.2538638463
11.71,3537.5206772710744
11.72,3538.7700035569783
11.73,3540.001928575644
11.74,3541.216538198701
11.75,3542.413918297781
11.76,3543.594154744511
11.77,3544.757333410523
11.78,3545.9035401674487
11.79,3547.032860886915
11.8,3548.1453814405545
11.81,3549.2411876999963
11.82,3550.3203655368707
11.83,3551.3830008228083
11.84,3552.4291794294395
11.85,3553.458987228393
11.86,3554.4725100913
11.87,3555.469833889791
11.88,3556.4510444954963
11.89,3557.416227780044
11.9,3558.365469615067
11.91,3559.298855872193
11.92,3560.2164724230547
11.93,3561.1184051392806
11.94,3562.0047398925008
11.95,3562.875562554346
11.96,3563.7309589964466
11.97,3564.5710150904315
11.98,3565.3958167079327
11.99,3566.2054497205786
12.0,3567.0
12.01,3567.7795643864447
12.02,3568.5442835946205
12.03,3569.294309307853
12.04,3570.029793209469
12.05,3570.7508869827943
12.06,3571.457742311155
12.07,3572.1505108778765
12.08,3572.829344366284
12.09,3573.494394459703
12.1,3574.145812841461
12.11,3574.7837511948837
12.12,3575.408361203296
12.13,3576.019794550023
12.14,3576.618202918392
12.15,3577.203737991728
12.16,3577.776551453357
12.17,3578.3367949866047
12.18,3578.8846202747977
12.19,3579.4201790012607
12.2,3579.9436228493205
12.21,3580.455103502302
12.22,3580.954772643531
12.23,3581.4427819563352
12.24,3581.9192831240366
12.25,3582.384427829965
12.26,3582.8383677574443
12.27,3583.2812545898005
12.28,3583.71324001036
12.29,3584.1344757024467
12.3,3584.5451133493893
12.31,3584.945304634512
12.32,3585.33520124114
12.33,3585.7149548526004
12.34,3586.0847171522178
12.35,3586.4446398233185
12.36,3586.794874549229
12.37,3587.135573013275
12.38,3587.466886898781
12.39,3587.7889678890747
12.4,3588.1019676674805
12.41,3588.4060379173247
12.42,3588.7013303219337
12.43,3588.987996564632
12.44,3589.266188328746
12.45,3589.536057297601
12.46,3589.797755154525
12.47,3590.051433582841
12.48,3590.297244265876
12.49,3590.535338886956
12.5,3590.765869129407
12.51,3590.9889866765543
12.52,3591.2048432117244
12.53,3591.4135904182417
12.54,3591.6153799794342
12.55,3591.8103635786256
12.56,3591.998692899142
12.57,3592.180519624311
12.58,3592.3559954374555
12.59,3592.5252720219046
12.6,3592.6885010609817
12.61,3592.845834238013
12.62,3592.997423236325
12.63,3593.143419739244
12.64,3593.2839754300944
12.65,3593.419241992203
12.66,3593.549371108895
12.67,3593.674514463496
12.68,3593.7948237393325
12.69,3593.91045061973
12.7,3594.0215467880157
12.71,3594.128263927512
12.72,3594.2307537215484
12.73,3594.329167853449
12.74,3594.42365800654
12.75,3594.5143758641457
12.76,3594.6014731095943
12.77,3594.6851014262106
12.78,3594.765412497319
12.79,3594.8425580062485
12.8,3594.9166896363213
12.81,3594.987959070866
12.82,3595.0565179932078
12.83,3595.1225180866704
12.84,3595.1861110345826
12.85,3595.2474485202683
12.86,3595.306682227054
12.87,3595.3639638382656
12.88,3595.4194450372283
12.89,3595.4732775072684
12.9,3595.525612931712
12.91,3595.5766029938845
12.92,3595.6263993771126
12.93,3595.67515376472
12.94,3595.7230178400346
12.95,3595.770143286381
12.96,3595.8166817870856
12.97,3595.8627850254734
12.98,3595.908604684872
12.99,3595.954292448605
13.0,3596.0
13.01,3596.045852307672
13.02,3596.091867481398
13.03,3596.1380369162434
13.04,3596.184352007277
13.05,3596.2308041495635
