wind_speed,Enercon E-126 7.58 EP8
2.45,19.20536624453975
2.46,19.743936380939765
2.47,20.287036246121435
2.48,20.834644747232144
2.49,21.386740791419356
2.5,21.94330328583045
2.51,22.50431113761288
2.52,23.069743253914098
2.53,23.63957854188148
2.54,24.213795908662497
2.55,24.792374261404536
2.56,25.375292507255068
2.57,25.96252955336148
2.58,26.554064306871236
2.59,27.149875674931703
2.6,27.749942564690382
2.61,28.35424388329464
2.62,28.962758537891947
2.63,29.57546543562969
2.64,30.192343483655332
2.65,30.813371589116272
2.66,31.438528659159967
2.67,32.0677936009338
2.68,32.70114532158526
2.69,33.33856272826169
2.7,33.9800247281106
2.71,34.625510228279346
2.72,35.274998135915425
2.73,35.928467358166195
2.74,36.58589680217915
2.75,37.24726537510165
2.76,37.91255198408114
2.77,38.5817355362651
2.78,39.25479493880089
2.79,39.93170909883599
2.8,40.612456923517776
2.81,41.29701731999373
2.82,41.9853691954112
2.83,42.6774914569177
2.84,43.373363011660594
2.85,44.07296276678736
2.86,44.776269629445366
2.87,45.4832625067821
2.88,46.193920305944914
2.89,46.90822193408132
2.9,47.62614629833868
2.91,48.34767230586447
2.92,49.07277886380605
2.93,49.80144487931094
2.94,50.53364925952646
2.95,51.26937091160013
2.96,52.00858874267931
2.97,52.75128165991149
2.98,53.497428570444015
2.99,54.24700838142441
3.0,55.0
3.01,55.756413426170845
3.02,56.51638303134725
3.03,57.28007427979204
3.04,58.04765263576814
3.05,58.81928356353831
3.06,59.59513252736553
3.07,60.37536499151259
3.08,61.160146420242434
3.09,61.94964227781784
3.1,62.744018028501735
3.11,63.54343913655695
3.12,64.34807106624638
3.13,65.15807928183285
3.14,65.97362924757931
3.15,66.79488642774852
3.16,67.62201628660347
3.17,68.45518428840685
3.18,69.2945558974217
3.19,70.14029657791079
3.2,70.99257179413704
3.21,71.85154701036326
3.22,72.71738769085239
3.23,73.59025929986717
3.24,74.47032730167065
3.25,75.35775716052552
3.26,76.25271434069474
3.27,77.1553643064412
3.28,78.06587252202765
3.29,78.98440445171711
3.3,79.91112555977232
3.31,80.84620131045621
3.32,81.78979716803163
3.33,82.74207859676146
3.34,83.70321106090852
3.35,84.67336002473576
3.36,85.65269095250592
3.37,86.64136930848201
3.38,87.6395605569268
3.39,88.6474301621032
3.4,89.66514358827405
3.41,90.69286629970226
3.42,91.73076376065062
3.43,92.7790014353821
3.44,93.83774478815944
3.45,94.90715928324562
3.46,95.9874103849034
3.47,97.0786635573958
3.48,98.18108426498551
3.49,99.29483797193554
3.5,100.42009014250866
3.51,101.55700624096777
3.52,102.70575173157576
3.53,103.86649207859548
3.54,105.0393927462898
3.55,106.22461919892152
3.56,107.42233690075362
3.57,108.6327113160489
3.58,109.85590790907024
3.59,111.09209214408052
3.6,112.34142948534264
3.61,113.60408539711926
3.62,114.88022534367352
3.63,116.17001478926814
3.64,117.47361919816603
3.65,118.79120403463004
3.66,120.12293476292308
3.67,121.46897684730789
3.68,122.82949575204748
3.69,124.2046569414046
3.7,125.59462587964228
3.71,126.99956803102316
3.72,128.4196488598103
3.73,129.85503383026648
3.74,131.30588840665462
3.75,132.77237805323747
3.76,134.25466823427797
3.77,135.75292441403911
3.78,137.26731205678354
3.79,138.79799662677425
3.8,140.34514358827406
3.81,141.90891840554588
3.82,143.48948654285255
3.83,145.08701346445693
3.84,146.70166463462186
3.85,148.33360551761032
3.86,149.98300157768503
3.87,151.65001827910902
3.88,153.33482108614493
3.89,155.03757546305584
3.9,156.7584468741045
3.91,158.49760078355388
3.92,160.2552026556667
3.93,162.03141795470594
3.94,163.8264121449344
3.95,165.64035069061504
3.96,167.47339905601055
3.97,169.325722705384
3.98,171.19748710299808
3.99,173.08885771311589
4.0,175.0
4.01,176.93104731888076
4.02,178.88200458885763
4.03,180.85284461999763
4.04,182.8435402223671
4.05,184.85406420603303
4.06,186.88438938106236
4.07,188.93448855752183
4.08,191.0043345454781
4.09,193.09390015499804
4.1,195.20315819614845
4.11,197.33208147899623
4.12,199.48064281360803
4.13,201.64881501005053
4.14,203.8365708783908
4.15,206.04388322869565
4.16,208.2707248710316
4.17,210.51706861546555
4.18,212.7828872720644
4.19,215.068153650895
4.2,217.37284056202387
4.21,219.696920815518
4.22,222.0403672214441
4.23,224.4031525898692
4.24,226.78524973085973
4.25,229.18663145448264
4.26,231.6072705708048
4.27,234.0471398898929
4.28,236.506212221814
4.29,238.98446037663453
4.3,241.48185716442137
4.31,243.99837539524157
4.32,246.5339878791617
4.33,249.08866742624852
4.34,251.6623868465688
4.35,254.2551189501895
4.36,256.8668365471777
4.37,259.49751244759943
4.38,262.14711946152204
4.39,264.8156303990121
4.4,267.5030180701368
4.41,270.20925528496235
4.42,272.9343148535558
4.43,275.67816958598405
4.44,278.440792292314
4.45,281.22215578261194
4.46,284.0222328669452
4.47,286.8409963553802
4.48,289.6784190579842
4.49,292.5344737848234
4.5,295.4091333459649
4.51,298.3023705514756
4.52,301.214158211422
4.53,304.1444691358714
4.54,307.09327613489006
4.55,310.0605520185449
4.56,313.0462695969029
4.57,316.0504016800309
4.58,319.0729210779953
4.59,322.1138006008633
4.6,325.1730130587015
4.61,328.2505312615769
4.62,331.3463280195559
4.63,334.4603761427056
4.64,337.59264844109265
4.65,340.74311772478416
4.66,343.91175680384646
4.67,347.0985384883466
4.68,350.30343558835136
4.69,353.52642091392767
4.7,356.76746727514205
4.71,360.02654748206135
4.72,363.3036343447524
4.73,366.5987006732824
4.74,369.9117192777175
4.75,373.2426629681248
4.76,376.59150455457086
4.77,379.9582168471228
4.78,383.3427726558477
4.79,386.7451447908115
4.8,390.1653060620815
4.81,393.6032292797245
4.82,397.0588872538075
4.83,400.5322527943967
4.84,404.0232987115592
4.85,407.531997815362
4.86,411.0583229158719
4.87,414.60224682315527
4.88,418.1637423472792
4.89,421.7427822983103
4.9,425.3393394863159
4.91,428.95338672136194
4.92,432.5848968135158
4.93,436.2338425728442
4.94,439.90019680941407
4.95,443.5839323332918
4.96,447.28502195454433
4.97,451.0034384832387
4.98,454.7391547294418
4.99,458.4921435032198
5.0,462.2623776146399
5.01,466.0498298737687
5.02,469.8544730906732
5.03,473.67628007542055
5.04,477.5152236380767
5.05,481.37127658870895
5.06,485.24441173738416
5.07,489.1346018941692
5.08,493.0418198691304
5.09,496.96603847233456
5.1,500.90723051384896
5.11,504.8653688037405
5.12,508.8404261520752
5.13,512.8323753689205
5.14,516.8411892643428
5.15,520.8668406484096
5.16,524.9093023311867
5.17,528.9685471227413
5.18,533.0445478331403
5.19,537.137277272451
5.2,541.2467082507393
5.21,545.3728135780723
5.22,549.5155660645167
5.23,553.67493852014
5.24,557.8509037550081
5.25,562.0434345791879
5.26,566.2525038027468
5.27,570.478084235751
5.28,574.720148688268
5.29,578.9786699703635
5.3,583.2536208921052
5.31,587.5449742635595
5.32,591.8527028947938
5.33,596.176779595874
5.34,600.5171771768671
5.35,604.8738684478402
5.36,609.2468262188605
5.37,613.6360232999939
5.38,618.0414325013074
5.39,622.4630266328682
5.4,626.9007785047431
5.41,631.3546609269983
5.42,635.8246467097009
5.43,640.3107086629178
5.44,644.8128195967163
5.45,649.330952321162
5.46,653.8650796463226
5.47,658.4151743822645
5.48,662.9812093390551
5.49,667.5631573267603
5.5,672.1609911554473
5.51,676.774683635183
5.52,681.4042075760341
5.53,686.0495357880677
5.54,690.7106410813499
5.55,695.387496265948
5.56,700.0800741519287
5.57,704.7883475493593
5.58,709.5122892683054
5.59,714.2518721188347
5.6,719.0070689110138
5.61,723.7778524549097
5.62,728.5641955605887
5.63,733.3660710381179
5.64,738.183451697564
5.65,743.0163103489944
5.66,747.8646198024746
5.67,752.7283528680726
5.68,757.6074823558544
5.69,762.5019810758876
5.7,767.4118218382383
5.71,772.3369774529733
5.72,777.2774207301597
5.73,782.2331244798648
5.74,787.2040615121541
5.75,792.1902046370955
5.76,797.1915266647551
5.77,802.2080004052002
5.78,807.2395986684977
5.79,812.2862942647135
5.8,817.3480600039153
5.81,822.4248686961694
5.82,827.5166931515433
5.83,832.6235061801027
5.84,837.7452805919152
5.85,842.8819891970473
5.86,848.0336048055663
5.87,853.2001002275379
5.88,858.3814482730297
5.89,863.5776217521084
5.9,868.7885934748412
5.91,874.0143362512939
5.92,879.2548228915338
5.93,884.5100262056277
5.94,889.779919003643
5.95,895.0644740956454
5.96,900.3636642917023
5.97,905.6774624018803
5.98,911.0058412362472
5.99,916.3487736048678
6.0,921.7062323178102
6.01,927.0781901851412
6.02,932.464620016927
6.03,937.8654946232358
6.04,943.2807868141324
6.05,948.7104693996848
6.06,954.1545151899594
6.07,959.612896995024
6.08,965.085587624944
6.09,970.5725598897864
6.1,976.0737865996186
6.11,981.5892405645076
6.12,987.1188945945194
6.13,992.6627214997208
6.14,998.2206940901792
6.15,1003.7927851759612
6.16,1009.3789675671336
6.17,1014.9792140737628
6.18,1020.5934975059162
6.19,1026.2217906736605
6.2,1031.864066387062
6.21,1037.5202974561876
6.22,1043.1904566911044
6.23,1048.8745169018796
6.24,1054.5724508985788
6.25,1060.2842314912698
6.26,1066.0098314900188
6.27,1071.7492237048928
6.28,1077.5023809459597
6.29,1083.2692760232842
6.3,1089.0498817469345
6.31,1094.844170926977
6.32,1100.652116373479
6.33,1106.4736908965062
6.34,1112.308867306126
6.35,1118.1576184124056
6.36,1124.0199170254116
6.37,1129.8957359552105
6.38,1135.7850480118689
6.39,1141.687826005454
6.4,1147.604042746033
6.41,1153.5336710436716
6.42,1159.4766837084371
6.43,1165.4330535503968
6.44,1171.4027533796173
6.45,1177.3857560061651
6.46,1183.3820342401066
6.47,1189.3915608915092
6.48,1195.41430877044
6.49,1201.450250686965
6.5,1207.4993594511511
6.51,1213.561607873066
6.52,1219.6369687627755
6.53,1225.7254149303474
6.54,1231.8269191858471
6.55,1237.941454339342
6.56,1244.0689932008995
6.57,1250.209508580586
6.58,1256.362973288468
6.59,1262.5293601346125
6.6,1268.708641929086
6.61,1274.9007914819565
6.62,1281.1057816032892
6.63,1287.3235851031516
6.64,1293.5541747916109
6.65,1299.7975234787336
6.66,1306.053603974586
6.67,1312.3223890892352
6.68,1318.603851632748
6.69,1324.8979644151923
6.7,1331.204700246633
6.71,1337.5240319371376
6.72,1343.855932296773
6.73,1350.2003741356066
6.74,1356.557330263705
6.75,1362.9267734911334
6.76,1369.3086766279607
6.77,1375.703012484253
6.78,1382.1097538700767
6.79,1388.5288735954985
6.8,1394.9603444705856
6.81,1401.404139305405
6.82,1407.8602309100231
6.83,1414.3285920945068
6.84,1420.8091956689232
6.85,1427.3020144433383
6.86,1433.80702122782
6.87,1440.3241888324335
6.88,1446.853490067247
6.89,1453.3948977423274
6.9,1459.9483846677413
6.91,1466.5139236535542
6.92,1473.0914875098342
6.93,1479.6810490466476
6.94,1486.282581074062
6.95,1492.8960564021431
6.96,1499.521447840958
6.97,1506.1587282005737
6.98,1512.8078702910575
6.99,1519.4688469224752
7.0,1526.141630904894
7.01,1532.8261950483804
7.02,1539.5225121630017
7.03,1546.2305550588248
7.04,1552.9502965459164
7.05,1559.6817094343426
7.06,1566.4247665341709
7.07,1573.1794406554684
7.08,1579.945704608301
7.09,1586.7235312027356
7.1,1593.5128932488394
7.11,1600.3137635566793
7.12,1607.126114936322
7.13,1613.9499201978338
7.14,1620.7851521512816
7.15,1627.6317836067335
7.16,1634.4897873742543
7.17,1641.3591362639124
7.18,1648.2398030857737
7.19,1655.1317606499051
7.2,1662.0349817663734
7.21,1668.949439245246
7.22,1675.875105896589
7.23,1682.8119545304698
7.24,1689.7599579569546
7.25,1696.71908898611
7.26,1703.6893204280032
7.27,1710.6706250927014
7.28,1717.662975790271
7.29,1724.666345330779
7.3,1731.680706524291
7.31,1738.7060321808756
7.32,1745.7422951105991
7.33,1752.7894681235275
7.34,1759.847524029728
7.35,1766.9164356392675
7.36,1773.9961757622132
7.37,1781.0867172086312
7.38,1788.1880327885883
7.39,1795.3000953121516
7.4,1802.4228775893887
7.41,1809.5563524303648
7.42,1816.7004926451475
7.43,1823.855271043803
7.44,1831.0206604364
7.45,1838.1966336330024
7.46,1845.3831634436792
7.47,1852.5802226784967
7.48,1859.7877841475213
7.49,1867.0058206608203
7.5,1874.23430502846
7.51,1881.4732100605063
7.52,1888.7225085670289
7.53,1895.9821733580925
7.54,1903.2521772437635
7.55,1910.5324930341092
7.56,1917.823093539197
7.57,1925.1239515690936
7.58,1932.435039933865
7.59,1939.7563314435783
7.6,1947.0877989083008
7.61,1954.4294151380989
7.62,1961.78115294304
7.63,1969.142985133189
7.64,1976.514884518615
7.65,1983.896823909384
7.66,1991.2887761155623
7.67,1998.6907139472169
7.68,2006.1026102144149
7.69,2013.524437727223
7.7,2020.9561692957072
7.71,2028.397777729936
7.72,2035.8492358399744
7.73,2043.310516435891
7.74,2050.7815923277503
7.75,2058.2624363256214
7.76,2065.753021239569
7.77,2073.253319879662
7.78,2080.763305055966
7.79,2088.282949578548
7.8,2095.8122262574743
7.81,2103.351107902812
7.82,2110.899567324629
7.83,2118.457577332992
7.84,2126.0251107379645
7.85,2133.602140349617
7.86,2141.1886389780148
7.87,2148.784579433225
7.88,2156.3899345253144
7.89,2164.0046770643494
7.9,2171.628779860398
7.91,2179.262215723525
7.92,2186.9049574637997
7.93,2194.556977891286
7.94,2202.218249816053
7.95,2209.8887460481665
7.96,2217.568439397693
7.97,2225.2573026747
7.98,2232.955308689256
7.99,2240.6624302514238
8.0,2248.3786401712723
8.01,2256.1039112588687
8.02,2263.838216324279
8.03,2271.581528177571
8.04,2279.33381962881
8.05,2287.095063488065
8.06,2294.865232565401
8.07,2302.6442996708843
8.08,2310.432237614584
8.09,2318.229019206564
8.1,2326.0346172568934
8.11,2333.849004575638
8.12,2341.6721539728646
8.13,2349.504038258642
8.14,2357.344630243034
8.15,2365.193902736108
8.16,2373.051828547932
8.17,2380.9183804885715
8.18,2388.7935313680946
8.19,2396.6772539965677
8.2,2404.5695211840566
8.21,2412.47030574063
8.22,2420.379580476353
8.23,2428.297318201293
8.24,2436.2234917255164
8.25,2444.15807385909
8.26,2452.1010374120824
8.27,2460.052355194557
8.28,2468.0120000165844
8.29,2475.979944688228
8.3,2483.956162019558
8.31,2491.9406248206383
8.32,2499.9333059015366
8.33,2507.93417807232
8.34,2515.9432141430552
8.35,2523.960386923808
8.36,2531.9856692246467
8.37,2540.0190338556376
8.38,2548.060453626849
8.39,2556.1099013483445
8.4,2564.1673498301925
8.41,2572.232771882459
8.42,2580.3061403152124
8.43,2588.3874279385186
8.44,2596.4766075624443
8.45,2604.5736519970565
8.46,2612.678534052423
8.47,2620.7912265386094
8.48,2628.911702265682
8.49,2637.0399340437075
8.5,2645.1758946827536
8.51,2653.319556992888
8.52,2661.470893784175
8.53,2669.629877866684
8.54,2677.7964820504803
8.55,2685.970679145632
8.56,2694.152441962204
8.57,2702.341743310264
8.58,2710.5385559998786
8.59,2718.7428528411147
8.6,2726.95460664404
8.61,2735.17379021872
8.62,2743.4003763752207
8.63,2751.634337923613
8.64,2759.87564767396
8.65,2768.124278436328
8.66,2776.3802030207858
8.67,2784.6433942374
8.68,2792.913824896236
8.69,2801.191467807362
8.7,2809.4762957808443
8.71,2817.768281626751
8.72,2826.0673981551467
8.73,2834.3736181760987
8.74,2842.686914499675
8.75,2851.00725993594
8.76,2859.334627294964
8.77,2867.6689893868106
8.78,2876.0103190215486
8.79,2884.3585890092445
8.8,2892.7137721599647
8.81,2901.0758412837754
8.82,2909.444769190744
8.83,2917.8205286909374
8.84,2926.2030925944223
8.85,2934.5924337112647
8.86,2942.988524851533
8.87,2951.391338825293
8.88,2959.800848442613
8.89,2968.2170265135574
8.9,2976.639845848193
8.91,2985.0692792565897
8.92,2993.5052995488104
8.93,3001.947879534924
8.94,3010.396992024998
8.95,3018.852609829097
8.96,3027.3147057572914
8.97,3035.7832526196435
8.98,3044.258223226223
8.99,3052.739590387095
9.0,3061.2273269123275
9.01,3069.7214056119874
9.02,3078.2217992961414
9.03,3086.7284807748547
9.04,3095.2414228581965
9.05,3103.760598356233
9.06,3112.28598007903
9.07,3120.817540836655
9.08,3129.3552534391733
9.09,3137.899090696654
9.1,3146.4490254191624
9.11,3155.005030416766
9.12,3163.567078499531
9.13,3172.135142477526
9.14,3180.7091951608154
9.15,3189.289209359468
9.16,3197.875157883547
9.17,3206.467013543123
9.18,3215.0647491482614
9.19,3223.6683375090297
9.2,3232.277751435493
9.21,3240.8929637377214
9.22,3249.513947225778
9.23,3258.140674709731
9.24,3266.7731189996475
9.25,3275.4112529055938
9.26,3284.0550492376374
9.27,3292.7044808058445
9.28,3301.359520420281
9.29,3310.0201408910166
9.3,3318.686315028117
9.31,3327.358015641646
9.32,3336.035215541674
9.33,3344.7178875382656
9.34,3353.406004441488
9.35,3362.0995390614107
9.36,3370.798464208096
9.37,3379.5027526916138
9.38,3388.212377322031
9.39,3396.927310909413
9.4,3405.647526263826
9.41,3414.3729961953377
9.42,3423.1036935140155
9.43,3431.839591029925
9.44,3440.580661553134
9.45,3449.32687789371
9.46,3458.0782128617197
9.47,3466.8346392672274
9.48,3475.5961299203022
9.49,3484.3626576310094
9.5,3493.134195209416
9.51,3501.9107154655912
9.52,3510.692191209598
9.53,3519.4785952515062
9.54,3528.269900401382
9.55,3537.066079469292
9.56,3545.8671052653017
9.57,3554.6729505994795
9.58,3563.483588281892
9.59,3572.298991122604
9.6,3581.1191319316854
9.61,3589.9439835192
9.62,3598.7735186952177
9.63,3607.607710269805
9.64,3616.446531053025
9.65,3625.289953854948
9.66,3634.1379514856394
9.67,3642.9904967551656
9.68,3651.847562473594
9.69,3660.709121450992
9.7,3669.5751464974255
9.71,3678.445610422965
9.72,3687.32048603767
9.73,3696.199746151613
9.74,3705.0833635748586
9.75,3713.9713111174738
9.76,3722.8635615895255
9.77,3731.7600878010808
9.78,3740.660862562207
9.79,3749.5658586829686
9.8,3758.475048973437
9.81,3767.3884062436746
9.82,3776.305903303749
9.83,3785.227512963728
9.84,3794.1532080336783
9.85,3803.082961323666
9.86,3812.0167456437566
9.87,3820.9545338040207
9.88,3829.896298614525
9.89,3838.842012885331
9.9,3847.79164942651
9.91,3856.745181048128
9.92,3865.702580560251
9.93,3874.6638207729457
9.94,3883.6288744962794
9.95,3892.597714540319
9.96,3901.570313715132
9.97,3910.546644830784
9.98,3919.5266806973423
9.99,3928.510394124872
10.0,3937.4977579234433
10.01,3946.48874490312
10.02,3955.4833278739698
10.03,3964.481479646061
10.04,3973.4831730294577
10.05,3982.488380834231
10.06,3991.497075870442
10.07,4000.5092309481606
10.08,4009.524818877454
10.09,4018.5438124683874
10.1,4027.566184531029
10.11,4036.591907875446
10.12,4045.6209553117033
10.13,4054.65329964987
10.14,4063.6889137000103
10.15,4072.7277702721926
10.16,4081.769842176484
10.17,4090.815102222949
10.18,4099.863523221657
10.19,4108.915077982673
10.2,4117.969739316066
10.21,4127.027480031902
10.22,4136.088272940246
10.23,4145.152090851167
10.24,4154.21890657473
10.25,4163.288692921002
10.26,4172.361422700051
10.27,4181.437068721943
10.28,4190.515603796745
10.29,4199.597000734524
10.3,4208.681232345349
10.31,4217.768271439282
10.32,4226.858090826392
10.33,4235.950663316748
10.34,4245.045961720412
10.35,4254.143958847454
10.36,4263.244627507942
10.37,4272.34794051194
10.38,4281.4538706695175
10.39,4290.562390790738
10.4,4299.673473685671
10.41,4308.787092164382
10.42,4317.903219036938
10.43,4327.021827113405
10.44,4336.142889203853
10.45,4345.266378118345
10.46,4354.392266666952
10.47,4363.520527659735
10.48,4372.651133906766
10.49,4381.784058218108
10.5,4390.91927340383
10.51,4400.0567522739975
10.52,4409.196467638679
10.53,4418.33839230794
10.54,4427.482499091848
10.55,4436.628760800471
10.56,4445.777150243873
10.57,4454.927640232122
10.58,4464.080203575285
10.59,4473.234813083427
10.6,4482.391441566619
10.61,4491.550061834923
10.62,4500.71064669841
10.63,4509.873168967146
10.64,4519.037601451195
10.65,4528.203916960625
10.66,4537.372088305503
10.67,4546.542088295897
10.68,4555.713889741872
10.69,4564.887465453496
10.7,4574.062788240835
10.71,4583.239830913958
10.72,4592.418566282929
10.73,4601.598967157815
10.74,4610.781006348683
10.75,4619.964656665603
10.76,4629.1498909186375
10.77,4638.336681917856
10.78,4647.525002473321
10.79,4656.714825395105
10.8,4665.906123493274
10.81,4675.098869577892
10.82,4684.293036459027
10.83,4693.488596946745
10.84,4702.685523851113
10.85,4711.8837899822
10.86,4721.08336815007
10.87,4730.284231164792
10.88,4739.486351836432
10.89,4748.689702975056
10.9,4757.894257390731
10.91,4767.099987893523
10.92,4776.306867293501
10.93,4785.514868400731
10.94,4794.72396402528
10.95,4803.934126977212
10.96,4813.145330066599
10.97,4822.357546103504
10.98,4831.570747897995
10.99,4840.784908260137
11.0,4850.0
11.01,4859.215974383528
11.02,4868.432696500188
11.03,4877.65000989533
11.04,4886.867758114299
11.05,4896.085784702445
11.06,4905.303933205111
11.07,4914.522047167648
11.08,4923.739970135398
11.09,4932.957545653713
11.1,4942.174617267939
11.11,4951.391028523422
11.12,4960.60662296551
11.13,4969.821244139553
11.14,4979.034735590892
11.15,4988.246940864879
11.16,4997.457703506857
11.17,5006.666867062178
11.18,5015.874275076188
11.19,5025.07977109423
11.2,5034.283198661656
11.21,5043.484401323815
11.22,5052.683222626047
11.23,5061.879506113703
11.24,5071.07309533213
11.25,5080.263833826677
11.26,5089.451565142686
11.27,5098.636132825511
11.28,5107.8173804204935
11.29,5116.995151472983
11.3,5126.169289528329
11.31,5135.339638131873
11.32,5144.506040828967
11.33,5153.6683411649565
11.34,5162.826382685187
11.35,5171.980008935008
11.36,5181.129063459768
11.37,5190.27338980481
11.38,5199.412831515488
11.39,5208.54723213714
11.4,5217.67643521512
11.41,5226.800284294772
11.42,5235.918622921442
11.43,5245.031294640482
11.44,5254.138142997235
11.45,5263.239011537049
11.46,5272.333743805276
11.47,5281.422183347255
11.48,5290.504173708339
11.49,5299.579558433872
11.5,5308.648181069203
11.51,5317.7098851596775
11.52,5326.764514250645
11.53,5335.811911887451
11.54,5344.851921615445
11.55,5353.884386979971
11.56,5362.909151526376
11.57,5371.926058800011
11.58,5380.93495234622
11.59,5389.93567571035
11.6,5398.928072437751
11.61,5407.911986073767
11.62,5416.887260163746
11.63,5425.853738253038
11.64,5434.811263886986
11.65,5443.759680610939
11.66,5452.698831970246
11.67,5461.62856151025
11.68,5470.548712776301
11.69,5479.4591293137455
11.7,5488.359654667932
11.71,5497.250132384206
11.72,5506.130406007917
11.73,5515.000319084409
11.74,5523.859715159029
11.75,5532.708437777129
11.76,5541.546330484051
11.77,5550.373236825142
11.78,5559.189000345754
11.79,5567.993464591231
11.8,5576.786473106922
11.81,5585.567869438171
11.82,5594.337497130327
11.83,5603.095199728737
11.84,5611.840820778748
11.85,5620.5742038257085
11.86,5629.295192414964
11.87,5638.003630091862
11.88,5646.699360401752
11.89,5655.382226889978
11.9,5664.052073101887
11.91,5672.708742582829
11.92,5681.352078878148
11.93,5689.981925533195
11.94,5698.598126093312
11.95,5707.200524103851
11.96,5715.788963110159
11.97,5724.363286657579
11.98,5732.923338291462
11.99,5741.468961557154
12.0,5750.0
12.01,5758.516294578125
12.02,5767.017675900751
12.03,5775.503971989875
12.04,5783.975010867492
12.05,5792.4306205556
12.06,5800.8706290761975
12.07,5809.294864451279
12.08,5817.703154702841
12.09,5826.095327852884
12.1,5834.471211923403
12.11,5842.830634936392
12.12,5851.173424913854
12.13,5859.499409877784
12.14,5867.808417850175
12.15,5876.100276853029
12.16,5884.37481490834
12.17,5892.6318600381055
12.18,5900.871240264323
12.19,5909.0927836089895
12.2,5917.2963180941015
12.21,5925.481671741658
12.22,5933.648672573653
12.23,5941.797148612085
12.24,5949.926927878949
12.25,5958.037838396245
12.26,5966.129708185969
12.27,5974.202365270117
12.28,5982.255637670687
12.29,5990.289353409676
12.3,5998.303340509082
12.31,6006.297426990898
12.32,6014.271440877124
12.33,6022.225210189757
12.34,6030.158562950794
12.35,6038.07132718223
12.36,6045.963330906064
12.37,6053.834402144293
12.38,6061.6843689189145
12.39,6069.513059251923
12.4,6077.320301165317
12.41,6085.105922681094
12.42,6092.869751821249
12.43,6100.611616607782
12.44,6108.331345062687
12.45,6116.028765207962
12.46,6123.703705065607
12.47,6131.355992657614
12.48,6138.985456005982
12.49,6146.591923132709
12.5,6154.175222059791
12.51,6161.735180809224
12.52,6169.271627403007
12.53,6176.784389863137
12.54,6184.273296211611
12.55,6191.738174470423
12.56,6199.178852661572
12.57,6206.595158807057
12.58,6213.98692092887
12.59,6221.353967049014
12.6,6228.696125189481
12.61,6236.01322337227
12.62,6243.305089619379
12.63,6250.571551952804
12.64,6257.812438394542
12.65,6265.027576966589
12.66,6272.216795690943
12.67,6279.379922589601
12.68,6286.516785684559
12.69,6293.627212997815
12.7,6300.711032551368
12.71,6307.768072367211
12.72,6314.798160467342
12.73,6321.80112487376
12.74,6328.776793608461
12.75,6335.72499469344
12.76,6342.645556150697
12.77,6349.538306002228
12.78,6356.403072270028
