wind_speed,Aventa AV-7
2.31,0.2484826899372056
2.32,0.2539576444583986
2.33,0.2594716647252746
2.34,0.265024409042386
2.35,0.2706155357142857
2.36,0.2762447030455258
2.37,0.2819115693406593
2.38,0.2876157929042385
2.39,0.2933570320408163
2.4,0.2991349450549449
2.41,0.3049491902511774
2.42,0.3107994259340658
2.43,0.3166853104081634
2.44,0.3226065019780219
2.45,0.3285626589481947
2.46,0.3345534396232338
2.47,0.3405785023076923
2.48,0.3466375053061224
2.49,0.3527301069230769
2.5,0.3588559654631083
2.51,0.3650147392307691
2.52,0.3712060865306122
2.53,0.3774296656671897
2.54,0.3836851349450549
2.55,0.3899721526687596
2.56,0.3962903771428571
2.57,0.4026394666718993
2.58,0.4090190795604396
2.59,0.4154288741130296
2.6,0.4218685086342229
2.61,0.4283376414285713
2.62,0.4348359308006279
2.63,0.441363035054945
2.64,0.4479186124960753
2.65,0.4545023214285713
2.66,0.4611138201569859
2.67,0.4677527669858711
2.68,0.4744188202197803
2.69,0.4811116381632652
2.7,0.4878308791208792
2.71,0.494576201397174
2.72,0.5013472632967033
2.73,0.5081437231240187
2.74,0.5149652391836737
2.75,0.5218114697802197
2.76,0.5286820732182101
2.77,0.5355767078021978
2.78,0.5424950318367345
2.79,0.5494367036263736
2.8,0.556401381475667
2.81,0.5633887236891679
2.82,0.5703983885714283
2.83,0.5774300344270015
2.84,0.5844833195604395
2.85,0.5915579022762951
2.86,0.5986534408791209
2.87,0.6057695936734694
2.88,0.6129060189638931
2.89,0.620062375054945
2.9,0.6272383202511773
2.91,0.634433512857143
2.92,0.6416476111773939
2.93,0.6488802735164836
2.94,0.6561311581789637
2.95,0.6633999234693877
2.96,0.6706862276923076
2.97,0.6779897291522763
2.98,0.6853100861538461
2.99,0.69264695700157
3.0,0.7
3.01,0.7073689151491364
3.02,0.7147535692307692
3.03,0.7221538707221349
3.04,0.7295697281004712
3.05,0.737001049843014
3.06,0.7444477444270013
3.07,0.7519097203296701
3.08,0.7593868860282574
3.09,0.76687915
3.1,0.774386420722135
3.11,0.7819086066718994
3.12,0.7894456163265305
3.13,0.7969973581632651
3.14,0.8045637406593406
3.15,0.8121446722919937
3.16,0.8197400615384617
3.17,0.8273498168759809
3.18,0.8349738467817897
3.19,0.8426120597331239
3.2,0.8502643642072216
3.21,0.8579306686813185
3.22,0.8656108816326532
3.23,0.8733049115384613
3.24,0.8810126668759812
3.25,0.888734056122449
3.26,0.8964689877551019
3.27,0.9042173702511774
3.28,0.9119791120879118
3.29,0.9197541217425432
3.3,0.9275423076923076
3.31,0.9353435784144428
3.32,0.9431578423861852
3.33,0.9509850080847726
3.34,0.9588249839874412
3.35,0.9666776785714288
3.36,0.9745430003139716
3.37,0.9824208576923076
3.38,0.9903111591836732
3.39,0.998213813265306
3.4,1.006128728414443
3.41,1.0140558131083202
3.42,1.0219949758241758
3.43,1.0299461250392468
3.44,1.0379091692307691
3.45,1.045884016875981
3.46,1.053870576452119
3.47,1.0618687564364209
3.48,1.0698784653061224
3.49,1.0778996115384616
3.5,1.085932103610675
3.51,1.09397585
3.52,1.1020307591836735
3.53,1.1100967396389323
3.54,1.118173699843014
3.55,1.126261548273155
3.56,1.1343601934065934
3.57,1.142469543720565
3.58,1.1505895076923078
3.59,1.158719993799058
3.6,1.166860910518054
3.61,1.1750121663265305
3.62,1.1831736697017268
3.63,1.191345329120879
3.64,1.1995270530612243
3.65,1.20771875
3.66,1.2159203284144429
3.67,1.2241316967817897
3.68,1.232352763579278
3.69,1.2405834372841449
3.7,1.2488236263736263
3.71,1.2570732393249606
3.72,1.2653321846153849
3.73,1.273600370722135
3.74,1.2818777061224496
3.75,1.2901640992935637
3.76,1.2984594587127156
3.77,1.306763692857143
3.78,1.315076710204082
3.79,1.3233984192307693
3.8,1.3317287284144428
3.81,1.3400675462323393
3.82,1.3484147811616956
3.83,1.3567703416797487
3.84,1.3651341362637364
3.85,1.373506073390895
3.86,1.3818860615384616
3.87,1.3902740091836738
3.88,1.398669824803768
3.89,1.4070734168759813
3.9,1.415484693877551
3.91,1.4239035642857143
3.92,1.432329936577708
3.93,1.4407637192307696
3.94,1.4492048207221353
3.95,1.4576531495290426
3.96,1.4661086141287285
3.97,1.4745711229984304
3.98,1.483040584615385
3.99,1.4915169074568293
4.0,1.5
4.01,1.5084897775891457
4.02,1.5169861830365552
4.03,1.5254891660215302
4.04,1.5339986762233686
4.05,1.5425146633213729
4.06,1.5510370769948416
4.07,1.5595658669230772
4.08,1.5681009827853782
4.09,1.5766423742610454
4.1,1.5851899910293787
4.11,1.5937437827696797
4.12,1.6023036991612472
4.13,1.610869689883382
4.14,1.6194417046153848
4.15,1.6280196930365558
4.16,1.6366036048261945
4.17,1.645193389663602
4.18,1.6537889972280782
4.19,1.662390377198924
4.2,1.6709974792554383
4.21,1.6796102530769232
4.22,1.6882286483426778
4.23,1.696852614732003
4.24,1.705482101924199
4.25,1.714117059598565
4.26,1.7227574374344026
4.27,1.731403185111011
4.28,1.7400542523076927
4.29,1.7487105887037455
4.3,1.7573721439784704
4.31,1.7660388678111685
4.32,1.77471070988114
4.33,1.783387619867684
4.34,1.792069547450101
4.35,1.800756442307692
4.36,1.809448254119758
4.37,1.8181449325655976
4.38,1.8268464273245124
4.39,1.8355526880758013
4.4,1.844263664498767
4.41,1.852979306272708
4.42,1.8616995630769235
4.43,1.870424384590716
4.44,1.8791537204933848
4.45,1.88788752046423
4.46,1.8966257341825523
4.47,1.905368311327652
4.48,1.91411520157883
4.49,1.922866354615385
4.5,1.9316217201166184
4.51,1.9403812477618303
4.52,1.9491448872303208
4.53,1.957912588201391
4.54,1.96668430035434
4.55,1.9754599733684683
4.56,1.9842395569230769
4.57,1.9930230006974663
4.58,2.0018102543709357
4.59,2.0106012676227856
4.6,2.0193959901323164
4.61,2.02819437157883
4.62,2.0369963616416245
4.63,2.04580191
4.64,2.0546109663332586
4.65,2.0634234803207003
4.66,2.072239401641624
4.67,2.081058679975331
4.68,2.089881265001121
4.69,2.098707106398296
4.7,2.1075361538461546
4.71,2.116368357023997
4.72,2.125203665611124
4.73,2.134042029286836
4.74,2.1428833977304333
4.75,2.151727720621216
4.76,2.160574947638484
4.77,2.1694250284615384
4.78,2.1782779127696803
4.79,2.187133550242208
4.8,2.195991890558421
4.81,2.2048528833976224
4.82,2.213716478439112
4.83,2.2225826253621896
4.84,2.231451273846154
4.85,2.240322373570307
4.86,2.24919587421395
4.87,2.258071725456381
4.88,2.2669498769769008
4.89,2.275830278454811
4.9,2.284712879569411
4.91,2.29359763
4.92,2.3024844794258805
4.93,2.311373377526351
4.94,2.320264273980714
4.95,2.329157118468267
4.96,2.3380518606683114
4.97,2.3469484502601485
4.98,2.3558468369230776
4.99,2.3647469703363995
5.0,2.373648800179413
5.01,2.38255227613142
5.02,2.3914573478717207
5.03,2.400363965079615
5.04,2.4092720774344025
5.05,2.4181816346153853
5.06,2.4270925863018613
5.07,2.4360048821731337
5.08,2.4449184719085006
5.09,2.4538333051872625
5.1,2.46274933168872
5.11,2.471666501092174
5.12,2.480584763076924
5.13,2.48950406732227
5.14,2.498424363507513
5.15,2.507345601311955
5.16,2.516267730414892
5.17,2.5251907004956275
5.18,2.534114461233461
5.19,2.543038962307693
5.2,2.551964153397624
5.21,2.5608899841825528
5.22,2.5698164043417813
5.23,2.5787433635546098
5.24,2.587670811500337
5.25,2.5965986978582647
5.26,2.605526972307693
5.27,2.614455584527921
5.28,2.6233844841982514
5.29,2.6323136209979823
5.3,2.6412429446064145
5.31,2.6501724047028485
5.32,2.6591019509665856
5.33,2.6680315330769244
5.34,2.6769611007131644
5.35,2.685890603554609
5.36,2.6948199912805566
5.37,2.703749213570308
5.38,2.712678220103163
5.39,2.721606960558421
5.4,2.7305353846153864
5.41,2.7394634419533537
5.42,2.748391082251626
5.43,2.757318255189505
5.44,2.7662449104462894
5.45,2.775170997701279
5.46,2.784096466633775
5.47,2.793021266923078
5.48,2.8019453482484877
5.49,2.810868660289304
5.5,2.819791152724827
5.51,2.828712775234358
5.52,2.837633477497197
5.53,2.846553209192645
5.54,2.855471920000001
5.55,2.8643895595985653
5.56,2.8733060776676385
5.57,2.8822214238865227
5.58,2.891135547934515
5.59,2.9000483994909176
5.6,2.908959928235032
5.61,2.917870083846155
5.62,2.926778816003589
5.63,2.935686074386634
5.64,2.9445918086745912
5.65,2.9534959685467608
5.66,2.9623985036824405
5.67,2.971299363760933
5.68,2.980198498461539
5.69,2.989095857463558
5.7,2.99799139044629
5.71,3.006885047089034
5.72,3.015776777071093
5.73,3.0246665300717663
5.74,3.033554255770353
5.75,3.0424399038461547
5.76,3.0513234239784714
5.77,3.0602047658466027
5.78,3.0690838791298507
5.79,3.077960713507514
5.8,3.086835218658893
5.81,3.0957073442632885
5.82,3.104577040000001
5.83,3.11344425554833
5.84,3.122308940587577
5.85,3.1311710447970404
5.86,3.1400305178560224
5.87,3.148887309443822
5.88,3.15774136923974
5.89,3.1665926469230774
5.9,3.175441092173134
5.91,3.184286654669209
5.92,3.1931292840906043
5.93,3.2019689301166188
5.94,3.2108055424265545
5.95,3.219639070699709
5.96,3.228469464615385
5.97,3.2372966738528826
5.98,3.246120648091502
5.99,3.254941337010542
6.0,3.263758690289304
6.01,3.272572657607088
6.02,3.281383188643193
6.03,3.2901902330769244
6.04,3.2989937405875764
6.05,3.3077936608544527
6.06,3.316589943556852
6.07,3.325382538374076
6.08,3.3341713949854244
6.09,3.342956463070196
6.1,3.351737692307693
6.11,3.3605150323772155
6.12,3.369288432958064
6.13,3.378057843729537
6.14,3.3868232143709363
6.15,3.3955844945615623
6.16,3.404341633980714
6.17,3.413094582307693
6.18,3.4218432892218
6.19,3.430587704402334
6.2,3.439327777528595
6.21,3.448063458279884
6.22,3.456794696335502
6.23,3.465521441374749
6.24,3.474243643076925
6.25,3.482961251121329
6.26,3.491674215187263
6.27,3.500382484954026
6.28,3.509086010100921
6.29,3.5177847403072446
6.3,3.5264786252523
6.31,3.5351676146153856
6.32,3.543851658075803
6.33,3.552530705312851
6.34,3.561204706005832
6.35,3.5698736098340444
6.36,3.5785373664767897
6.37,3.587195925613368
6.38,3.5958492369230783
6.39,3.604497250085222
6.4,3.6131399147791
6.41,3.621777180684012
6.42,3.6304089974792566
6.43,3.639035314844136
6.44,3.647656082457952
6.45,3.6562712500000014
6.46,3.664880767149586
6.47,3.673484583586007
6.48,3.682082648988564
6.49,3.690674913036557
6.5,3.6992613254092857
6.51,3.707841835786051
6.52,3.7164163938461545
6.53,3.724984949268896
6.54,3.733547451733574
6.55,3.7421038509194897
6.56,3.750654096505945
6.57,3.759198138172237
6.58,3.767735925597669
6.59,3.776267408461539
6.6,3.784792536443149
6.61,3.793311259221801
6.62,3.80182352647679
6.63,3.81032928788742
6.64,3.818828493132991
6.65,3.8273210918928022
6.66,3.835807033846156
6.67,3.8442862686723496
6.68,3.852758746050685
6.69,3.861224415660464
6.7,3.869683227180984
6.71,3.8781351302915454
6.72,3.886580074671452
6.73,3.895018010000001
6.74,3.9034488859564944
6.75,3.91187265222023
6.76,3.920289258470511
6.77,3.928698654386635
6.78,3.937100789647905
6.79,3.945495613933619
6.8,3.9538830769230775
6.81,3.962263128295583
6.82,3.9706357177304343
6.83,3.979000794906931
6.84,3.9873583095043754
6.85,3.9957082112020648
6.86,4.004050449679302
6.87,4.012384974615387
6.88,4.020711735689617
6.89,4.029030682581297
6.9,4.037341764969726
6.91,4.045644932534201
6.92,4.053940134954027
6.93,4.062227321908501
6.94,4.070506443076924
6.95,4.078777448138597
6.96,4.087040286772821
6.97,4.095294908658894
6.98,4.103541263476117
6.99,4.111779300903793
7.0,4.1200089706212175
7.01,4.128230222307693
7.02,4.136443005642522
7.03,4.1446472703050015
7.04,4.152842965974435
7.05,4.16103004233012
7.06,4.169208449051358
7.07,4.17737813581745
7.08,4.185539052307695
7.09,4.193691148201392
7.1,4.201834373177844
7.11,4.209968676916351
7.12,4.2180940090962125
7.13,4.226210319396727
7.14,4.234317557497198
7.15,4.242415673076924
7.16,4.250504615815206
7.17,4.258584335391346
7.18,4.266654781484639
7.19,4.274715903774391
7.2,4.282767651939898
7.21,4.290809975660463
7.22,4.298842824615385
7.23,4.306866148483967
7.24,4.314879896945506
7.25,4.322884019679302
7.26,4.3308784663646565
7.27,4.338863186680872
7.28,4.346838130307245
7.29,4.354803246923078
7.3,4.362758486207671
7.31,4.370703797840324
7.32,4.378639131500338
7.33,4.386564436867012
7.34,4.394479663619648
7.35,4.402384761437544
7.36,4.410279680000002
7.37,4.4181643689863215
7.38,4.426038778075803
7.39,4.433902856947746
7.4,4.441756555281455
7.41,4.449599822756226
7.42,4.457432609051359
7.43,4.465254863846155
7.44,4.473066536819917
7.45,4.480867577651942
7.46,4.48865793602153
7.47,4.496437561607986
7.48,4.504206404090605
7.49,4.511964413148689
7.5,4.51971153846154
7.51,4.527447729708456
7.52,4.535172936568739
7.53,4.542887108721689
7.54,4.550590195846604
7.55,4.558282147622787
7.56,4.565962913729536
7.57,4.573632443846156
7.58,4.581290687651942
7.59,4.588937594826196
7.6,4.596573115048219
7.61,4.60419719799731
7.62,4.611809793352772
7.63,4.619410850793901
7.64,4.627000320000001
7.65,4.634578150650372
7.66,4.642144292424312
7.67,4.649698695001122
7.68,4.6572413080601045
7.69,4.664772081280558
7.7,4.672290964341781
7.71,4.67979790692308
7.72,4.687292858703747
7.73,4.694775769363088
7.74,4.7022465885804
7.75,4.709705266034988
7.76,4.7171517514061465
7.77,4.724585994373179
7.78,4.732007944615387
7.79,4.739417551812067
7.8,4.7468147656425215
7.81,4.754199535786052
7.82,4.761571811921958
7.83,4.768931543729538
7.84,4.776278680888093
7.85,4.783613173076925
7.86,4.790934969975333
7.87,4.798244021262617
7.88,4.805540276618078
7.89,4.812823685721014
7.9,4.820094198250732
7.91,4.827351763886523
7.92,4.834596332307695
7.93,4.841827853193543
7.94,4.849046276223371
7.95,4.856251551076476
7.96,4.8634436274321615
7.97,4.870622454969725
7.98,4.877787983368471
7.99,4.884940162307694
8.0,4.892078941466698
8.01,4.899204270524784
8.02,4.906316099161248
8.03,4.913414377055395
8.04,4.920499053886522
8.05,4.927570079333934
8.06,4.9346274030769255
8.07,4.941670974794799
8.08,4.948700744166855
8.09,4.955716660872394
8.1,4.962718674590717
8.11,4.969706735001123
8.12,4.976680791782911
8.13,4.983640794615387
8.14,4.990586693177844
8.15,4.997518437149587
8.16,5.004435976209915
8.17,5.011339260038128
8.18,5.018228238313525
8.19,5.025102860715409
8.2,5.031963076923078
8.21,5.038808836615836
8.22,5.045640089472978
8.23,5.052456785173808
8.24,5.059258873397625
8.25,5.066046303823728
8.26,5.072819026131421
8.27,5.079576990000001
8.28,5.086320145108771
8.29,5.093048441137027
8.3,5.099761827764074
8.31,5.10646025466921
8.32,5.113143671531735
8.33,5.119812028030951
8.34,5.126465273846157
8.35,5.133103358656651
8.36,5.1397262321417365
8.37,5.146333843980714
8.38,5.152926143852884
8.39,5.159503081437545
8.4,5.166064606413995
8.41,5.172610668461539
8.42,5.179141217259477
8.43,5.185656202487106
8.44,5.192155573823729
8.45,5.198639280948645
8.46,5.205107273541155
8.47,5.21155950128056
8.48,5.217995913846156
8.49,5.224416460917247
8.5,5.230821092173134
8.51,5.237209757293116
8.52,5.243582405956494
8.53,5.249938987842567
8.54,5.256279452630636
8.55,5.262603750000002
8.56,5.268911829629965
8.57,5.2752036411998215
8.58,5.281479134388878
8.59,5.287738258876432
8.6,5.293980964341783
8.61,5.300207200464231
8.62,5.306416916923077
8.63,5.312610063397625
8.64,5.3187865895671695
8.65,5.324946445111014
8.66,5.331089579708456
8.67,5.3372159430388
8.68,5.343325484781342
8.69,5.349418154615385
8.7,5.35549390222023
8.71,5.361552677275177
8.72,5.367594429459523
8.73,5.373619108452569
8.74,5.379626663933619
8.75,5.385617045581971
8.76,5.391590203076925
8.77,5.397546086097782
8.78,5.40348464432384
8.79,5.409405827434403
8.8,5.415309585108771
8.81,5.42119586702624
8.82,5.427064622866116
8.83,5.432915802307694
8.84,5.438749355030277
8.85,5.444565230713166
8.86,5.45036337903566
8.87,5.45614374967706
8.88,5.461906292316665
8.89,5.4676509566337765
8.9,5.473377692307695
8.91,5.47908644901772
8.92,5.484777176443151
8.93,5.490449824263289
8.94,5.496104342157436
8.95,5.5017406798048905
8.96,5.507358786884954
8.97,5.512958613076925
8.98,5.5185401080601055
8.99,5.524103221513794
9.0,5.529647903117293
9.01,5.535174102549901
9.02,5.540681769490919
9.03,5.546170853619647
9.04,5.551641304615386
9.05,5.5570930721574365
9.06,5.562526105925098
9.07,5.56794035559767
9.08,5.573335770854452
9.09,5.5787123013747495
9.1,5.584069896837859
9.11,5.589408506923078
9.12,5.594728081309712
9.13,5.600028569677059
9.14,5.60530992170442
9.15,5.610572087071095
9.16,5.615815015456382
9.17,5.621038656539584
9.18,5.626242960000002
9.19,5.631427875516934
9.2,5.6365933527696805
9.21,5.641739341437544
9.22,5.646865791199823
9.23,5.651972651735816
9.24,5.657059872724828
9.25,5.662127403846156
9.26,5.6671751947791
9.27,5.672203195202961
9.28,5.677211354797041
9.29,5.682199623240638
9.3,5.687167950213055
9.31,5.6921162853935865
9.32,5.69704457846154
9.33,5.701952779096211
9.34,5.706840836976902
9.35,5.711708701782913
9.36,5.716556323193542
9.37,5.721383650888093
9.38,5.726190634545864
9.39,5.730977223846155
9.4,5.7357433684682695
9.41,5.740489018091502
9.42,5.745214122395158
9.43,5.749918631058534
9.44,5.754602493760935
9.45,5.759265660181655
9.46,5.763908080000001
9.47,5.76852970289527
9.48,5.773130478546762
9.49,5.777710356633776
9.5,5.782269286835614
9.51,5.786807218831579
9.52,5.791324102300966
9.53,5.795819886923079
9.54,5.800294522377216
9.55,5.80474795834268
9.56,5.809180144498768
9.57,5.813591030524783
9.58,5.817980566100024
9.59,5.822348700903792
9.6,5.826695384615388
9.61,5.831020566914107
9.62,5.835324197479257
9.63,5.839606225990135
9.64,5.843866602126038
9.65,5.848105275566272
9.66,5.8523221959901335
9.67,5.856517313076925
9.68,5.860690576505945
9.69,5.864841935956493
9.7,5.868971341107874
9.71,5.873078741639383
9.72,5.877164087230322
9.73,5.881227327559993
9.74,5.885268412307695
9.75,5.889287291152726
9.76,5.89328391377439
9.77,5.897258229851986
9.78,5.901210189064815
9.79,5.9051397410921735
9.8,5.909046835613368
9.81,5.912931422307694
9.82,5.916793450854453
9.83,5.9206328709329465
9.84,5.924449632222474
9.85,5.928243684402334
9.86,5.9320149771518285
9.87,5.935763460150259
9.88,5.939489083076925
9.89,5.943191795611124
9.9,5.946871547432162
9.91,5.950528288219334
9.92,5.954161967651942
9.93,5.957772535409286
9.94,5.961359941170667
9.95,5.964924134615385
9.96,5.968465065422741
9.97,5.971982683272036
9.98,5.975476937842568
9.99,5.978947778813637
10.0,5.982395155864545
10.01,5.985819018674592
10.02,5.989219316923078
10.03,5.992596000289303
10.04,5.99594901845257
10.05,5.999278321092175
10.06,6.002583857887421
10.07,6.005865578517605
10.08,6.009123432662033
10.09,6.01235737
10.1,6.015567340210811
10.11,6.018753292973763
10.12,6.021915177968154
10.13,6.025052944873291
10.14,6.028166543368471
10.15,6.031255923132991
10.16,6.034321033846156
10.17,6.037361825187263
10.18,6.040378246835615
10.19,6.04337024847051
10.2,6.046337779771251
10.21,6.049280790417136
10.22,6.052199230087465
10.23,6.05509304846154
10.24,6.057962195218661
10.25,6.060806620038127
10.26,6.063626272599239
10.27,6.066421102581297
10.28,6.069191059663603
10.29,6.071936093525455
10.3,6.0746561538461545
10.31,6.077351190305004
10.32,6.080021152581297
10.33,6.082665990354341
10.34,6.085285653303433
10.35,6.087880091107873
10.36,6.0904492534469625
10.37,6.092993090000001
10.38,6.09551155044629
10.39,6.098004584465128
10.4,6.100472141735817
10.41,6.102914171937655
10.42,6.105330624749945
10.43,6.1077214498519865
10.44,6.110086596923078
10.45,6.112426015642521
10.46,6.114739655689618
10.47,6.117027466743666
10.48,6.119289398483967
10.49,6.12152540058982
10.5,6.123735422740525
10.51,6.125919414615385
10.52,6.128077325893699
10.53,6.130209106254768
10.54,6.132314705377889
10.55,6.1343940729423645
10.56,6.1364471586274965
10.57,6.138473912112583
10.58,6.140474283076924
10.59,6.142448221199823
10.6,6.144395676160574
10.61,6.146316597638485
10.62,6.148210935312851
10.63,6.150078638862976
10.64,6.151919657968157
10.65,6.153733942307694
10.66,6.1555214415608885
10.67,6.157282105407044
10.68,6.159015883525456
10.69,6.160722725595426
10.7,6.162402581296256
10.71,6.1640554003072445
10.72,6.165681132307694
10.73,6.167279726976901
10.74,6.1688511339941705
10.75,6.1703953030388
10.76,6.171912183790088
10.77,6.17340172592734
10.78,6.17486387912985
10.79,6.176298593076924
10.8,6.17770581744786
10.81,6.179085501921957
10.82,6.180437596178518
10.83,6.181762049896839
10.84,6.183058812756224
10.85,6.1843278344359724
10.86,6.185569064615385
10.87,6.1867824529737625
10.88,6.187967949190401
10.89,6.189125502944608
10.9,6.190255063915677
10.91,6.191356581782912
10.92,6.192430006225613
10.93,6.193475286923077
10.94,6.194492373554611
10.95,6.195481215799507
10.96,6.196441763337072
10.97,6.197373965846603
10.98,6.198277773007401
10.99,6.199153134498767
11.0,6.2
11.01,6.200818387048666
11.02,6.201608584615386
11.03,6.202370949529043
11.04,6.203105838618526
11.05,6.203813608712717
11.06,6.204494616640504
11.07,6.205149219230769
11.08,6.205777773312403
11.09,6.206380635714287
11.1,6.206958163265307
11.11,6.207510712794349
11.12,6.208038641130298
11.13,6.208542305102042
11.14,6.2090220615384615
11.15,6.209478267268446
11.16,6.20991127912088
11.17,6.210321453924648
11.18,6.210709148508634
11.19,6.211074719701728
11.2,6.211418524332811
11.21,6.2117409192307695
11.22,6.212042261224492
11.23,6.212322907142858
11.24,6.212583213814758
11.25,6.212823538069075
11.26,6.213044236734695
11.27,6.213245666640503
11.28,6.213428184615385
11.29,6.213592147488228
11.3,6.213737912087912
11.31,6.213865835243328
11.32,6.21397627378336
11.33,6.214069584536893
11.34,6.21414612433281
11.35,6.21420625
11.36,6.214250318367347
11.37,6.214278686263736
11.38,6.2142917105180535
11.39,6.214289747959184
11.4,6.214273155416013
11.41,6.214242289717426
11.42,6.214197507692307
11.43,6.214139166169544
11.44,6.214067621978023
11.45,6.213983231946625
11.46,6.21388635290424
11.47,6.213777341679749
11.48,6.213656555102041
11.49,6.21352435
11.5,6.213381083202512
11.51,6.213227111538462
11.52,6.213062791836736
11.53,6.212888480926217
11.54,6.212704535635793
11.55,6.212511312794349
11.56,6.21230916923077
11.57,6.21209846177394
11.58,6.211879547252748
11.59,6.211652782496076
11.6,6.21141852433281
11.61,6.211177129591839
11.62,6.210928955102041
11.63,6.21067435769231
11.64,6.210413694191524
11.65,6.210147321428572
11.66,6.209875596232339
11.67,6.209598875431711
11.68,6.209317515855573
11.69,6.209031874332811
11.7,6.208742307692309
11.71,6.208449172762951
11.72,6.2081528263736265
11.73,6.207853625353219
11.74,6.207551926530612
11.75,6.207248086734694
11.76,6.206942462794348
11.77,6.206635411538463
11.78,6.2063272897959205
11.79,6.206018454395604
11.8,6.205709262166406
11.81,6.205400069937205
11.82,6.205091234536892
11.83,6.204783112794349
11.84,6.204476061538462
11.85,6.204170437598116
11.86,6.203866597802198
11.87,6.203564898979593
11.88,6.203265697959185
11.89,6.202969351569859
11.9,6.202676216640502
11.91,6.202386650000001
11.92,6.2021010084772366
11.93,6.2018196489011
11.94,6.201542928100473
11.95,6.201271202904239
11.96,6.201004830141288
11.97,6.200744166640503
11.98,6.200489569230768
11.99,6.200241394740974
12.0,6.2
12.01,6.199765670470958
12.02,6.199538406153847
12.03,6.199318135682889
12.04,6.199104787692308
12.05,6.198898290816326
12.06,6.198698573689167
12.07,6.198505564945054
12.08,6.198319193218212
12.09,6.198139387142858
12.1,6.197966075353219
12.11,6.197799186483517
12.12,6.197638649167976
12.13,6.197484392040818
12.14,6.197336343736264
12.15,6.197194432888541
12.16,6.197058588131869
12.17,6.19692873810047
12.18,6.196804811428572
12.19,6.196686736750393
12.2,6.196574442700157
12.21,6.196467857912087
12.22,6.19636691102041
12.23,6.196271530659341
12.24,6.196181645463109
12.25,6.196097184065934
12.26,6.196018075102041
12.27,6.195944247205651
12.28,6.19587562901099
12.29,6.195812149152276
12.3,6.195753736263737
12.31,6.195700318979592
12.32,6.195651825934066
12.33,6.195608185761382
12.34,6.195569327095761
12.35,6.195535178571429
12.36,6.195505668822605
12.37,6.195480726483518
12.38,6.195460280188383
12.39,6.195444258571428
12.4,6.195432590266876
12.41,6.195425203908949
12.42,6.19542202813187
12.43,6.195422991569859
12.44,6.195428022857143
12.45,6.1954370506279455
12.46,6.195450003516485
12.47,6.195466810156986
12.48,6.195487399183674
12.49,6.19551169923077
12.5,6.195539638932496
12.51,6.195571146923077
12.52,6.195606151836736
12.53,6.195644582307693
12.54,6.195686366970174
12.55,6.195731434458399
12.56,6.195779713406593
12.57,6.195831132448979
12.58,6.195885620219781
12.59,6.195943105353218
12.6,6.196003516483517
