wind_speed,PowerWind PW56
2.62,1.4995749192709087
2.63,1.5603802435120695
2.64,1.6226872620889887
2.65,1.6865118749117478
2.66,1.751869981890446
2.67,1.8187774829351688
2.68,1.8872502779560136
2.69,1.9573042668630647
2.7,2.02895534956642
2.71,2.1022194259761644
2.72,2.1771123960023955
2.73,2.2536501595552
2.74,2.331848616544672
2.75,2.411723666880901
2.76,2.493291210473976
2.77,2.5765671472339946
2.78,2.6615673770710444
2.79,2.748307799895218
2.8,2.8368043156166047
2.81,2.9270728241453003
2.82,3.019129225391388
2.83,3.112989419264969
2.84,3.208669305676124
2.85,3.3061847845349552
2.86,3.405551755751546
2.87,3.5067861192359926
2.88,3.6099037748983775
2.89,3.714920622648808
2.9,3.82185256239736
2.91,3.930715494054133
2.92,4.041525317529213
2.93,4.1542979327327
2.94,4.269049239574676
2.95,4.385795137965237
2.96,4.504551527814473
2.97,4.625334309032479
2.98,4.748159381529338
2.99,4.873042645215151
3.0,5.0
3.01,5.129048445883889
3.02,5.260209383226459
3.03,5.393505312477242
3.04,5.528958734085799
3.05,5.666592148501647
3.06,5.8064280561743535
3.07,5.948488957553447
3.08,6.092797353088484
3.09,6.239375743228992
3.1,6.388246628424526
3.11,6.539432509124624
3.12,6.692955885778834
3.13,6.848839258836696
3.14,7.0071051287477575
3.15,7.16777599596155
3.16,7.330874360927638
3.17,7.496422724095538
3.18,7.664443585914821
3.19,7.834959446835007
3.2,8.007992807305659
3.21,8.183566167776302
3.22,8.361702028696497
3.23,8.542422890515766
3.24,8.725751253683683
3.25,8.911709618649757
3.26,9.100320485863552
3.27,9.291606355774617
3.28,9.485589728832473
3.29,9.682293105486686
3.3,9.881738986186784
3.31,10.08394987138232
3.32,10.288948261522828
3.33,10.496756657057864
3.34,10.707397558436956
3.35,10.920893466109668
3.36,11.137266880525514
3.37,11.356540302134068
3.38,11.57873623138485
3.39,11.803877168727425
3.4,12.03198561461131
3.41,12.263084069486077
3.42,12.497195033801244
3.43,12.734341008006377
3.44,12.97454449255099
3.45,13.217827987884666
3.46,13.46421399445691
3.47,13.713725012717298
3.48,13.96638354311534
3.49,14.22221208610061
3.5,14.481233142122631
3.51,14.743469211630956
3.52,15.008942795075132
3.53,15.277676392904684
3.54,15.54969250556918
3.55,15.825013633518148
3.56,16.10366227720114
3.57,16.385660937067684
3.58,16.671032113567346
3.59,16.95979830714964
3.6,17.251982018264144
3.61,17.54760574736037
3.62,17.846691994887887
3.63,18.149263261296216
3.64,18.455342047034925
3.65,18.76495085255353
3.66,19.0781121783016
3.67,19.394848524728648
3.68,19.71518239228425
3.69,20.03913628141793
3.7,20.366732692579244
3.71,20.697994126217715
3.72,21.03294308278291
3.73,21.37160206272435
3.74,21.713993566491613
3.75,22.06014009453419
3.76,22.410064147301657
3.77,22.76378822524358
3.78,23.12133482880945
3.79,23.48272645844886
3.8,23.847985614611307
3.81,24.217134797746382
3.82,24.590196508303585
3.83,24.96719324673249
3.84,25.348147513482623
3.85,25.73308180900354
3.86,26.12201863374477
3.87,26.514980488155867
3.88,26.91198987268636
3.89,27.313069287785822
3.9,27.71824123390377
3.91,28.127528211489764
3.92,28.540952720993324
3.93,28.95853726286403
3.94,29.380304337551383
3.95,29.806276445504963
3.96,30.23647608717428
3.97,30.67092576300892
3.98,31.10964797345837
3.99,31.55266521897224
4.0,32.0
4.01,32.45166933234039
4.02,32.90766829318865
4.03,33.367986475089204
4.04,33.83261347058638
4.05,34.30153887222462
4.06,34.77475227254833
4.07,35.25224326410191
4.08,35.734001439429726
4.09,36.220016391076165
4.1,36.71027771158567
4.11,37.20477499350263
4.12,37.703497829371415
4.13,38.20643581173642
4.14,38.71357853314207
4.15,39.22491558613278
4.16,39.740436563252885
4.17,40.2601310570468
4.18,40.78398866005896
4.19,41.31199896483376
4.2,41.84415156391553
4.21,42.380436049848726
4.22,42.92084201517772
4.23,43.46535905244697
4.24,44.013976754200776
4.25,44.56668471298357
4.26,45.12347252133978
4.27,45.684329771813765
4.28,46.24924605695001
4.29,46.81821096929278
4.3,47.39121410138653
4.31,47.96824504577568
4.32,48.549293395004646
4.33,49.13434874161774
4.34,49.7234006781594
4.35,50.31643879717404
4.36,50.91345269120609
4.37,51.51443195279985
4.38,52.11936617449979
4.39,52.72824494885026
4.4,53.34105786839575
4.41,53.95779452568056
4.42,54.57844451324909
4.43,55.20299742364579
4.44,55.83144284941506
4.45,56.46377038310123
4.46,57.09996961724874
4.47,57.74003014440197
4.48,58.3839415571054
4.49,59.031693447903294
4.5,59.683275409340105
4.51,60.33867703396026
4.52,60.99788791430812
4.53,61.66089764292814
4.54,62.327695812364645
4.55,62.99827201516203
4.56,63.67261584386474
4.57,64.35071689101721
4.58,65.03256474916371
4.59,65.71814901084873
4.6,66.40745926861663
4.61,67.10048511501188
4.62,67.79721614257878
4.63,68.49764194386174
4.64,69.20175211140518
4.65,69.90953623775358
4.66,70.62098391545118
4.67,71.33608473704247
4.68,72.05482829507181
4.69,72.7772041820837
4.7,73.5032019906224
4.71,74.23281131323233
4.72,74.96602174245795
4.73,75.70282287084366
4.74,76.44320429093379
4.75,77.18715559527276
4.76,77.93466637640495
4.77,78.6857262268748
4.78,79.44032473922677
4.79,80.1984515060051
4.8,80.96009611975427
4.81,81.72524817301868
4.82,82.49389725834274
4.83,83.26603296827082
4.84,84.04164489534728
4.85,84.82072263211658
4.86,85.60325577112316
4.87,86.38923390491128
4.88,87.17864662602543
4.89,87.97148352700997
4.9,88.7677342004094
4.91,89.56738823876793
4.92,90.37043523463008
4.93,91.17686478054024
4.94,91.98666646904285
4.95,92.79982989268215
4.96,93.61634464400268
4.97,94.4362003155488
4.98,95.25938649986492
4.99,96.0858927894954
5.0,96.91570877698464
5.01,97.74882405487702
5.02,98.585228215717
5.03,99.424910852049
5.04,100.26786155641732
5.05,101.11406992136637
5.06,101.9635255394406
5.07,102.81621800318445
5.08,103.67213690514215
5.09,104.5312718378582
5.1,105.39361239387704
5.11,106.25914816574308
5.12,107.12786874600056
5.13,107.999763727194
5.14,108.87482270186771
5.15,109.75303526256634
5.16,110.63439100183396
5.17,111.51887951221508
5.18,112.40649038625412
5.19,113.2972132164956
5.2,114.19103759548372
5.21,115.08795311576291
5.22,115.98794936987764
5.23,116.8910159503723
5.24,117.79714244979128
5.25,118.70631846067886
5.26,119.6185335755796
5.27,120.53377738703782
5.28,121.452039487598
5.29,122.37330946980438
5.3,123.29757692620149
5.31,124.22483144933364
5.32,125.15506263174537
5.33,126.08826006598088
5.34,127.02441334458464
5.35,127.9635120601011
5.36,128.90554580507472
5.37,129.85050417204974
5.38,130.79837675357058
5.39,131.74915314218163
5.4,132.70282293042754
5.41,133.65937571085232
5.42,134.61880107600058
5.43,135.5810886184167
5.44,136.54622793064513
5.45,137.51420860523012
5.46,138.48502023471616
5.47,139.4586524116476
5.48,140.435094728569
5.49,141.4143367780245
5.5,142.39636815255864
5.51,143.3811784447158
5.52,144.36875724704043
5.53,145.3590941520769
5.54,146.3521787523695
5.55,147.34800064046274
5.56,148.34654940890093
5.57,149.34781465022866
5.58,150.3517859569901
5.59,151.35845292172974
5.6,152.36780513699196
5.61,153.37983219532126
5.62,154.3945236892619
5.63,155.4118692113583
5.64,156.43185835415483
5.65,157.45448071019612
5.66,158.47972587202622
5.67,159.50758343218976
5.68,160.538042983231
5.69,161.57109411769454
5.7,162.60672642812457
5.71,163.64492950706554
5.72,164.68569294706188
5.73,165.72900634065806
5.74,166.7748592803983
5.75,167.8232413588271
5.76,168.8741421684888
5.77,169.9275513019279
5.78,170.9834583516888
5.79,172.04185291031575
5.8,173.10272457035325
5.81,174.16606292434568
5.82,175.23185756483753
5.83,176.300098084373
5.84,177.3707740754966
5.85,178.44387513075276
5.86,179.51939084268588
5.87,180.59731080384023
5.88,181.67762460676028
5.89,182.76032184399045
5.9,183.84539210807523
5.91,184.9328249915588
5.92,186.02261008698565
5.93,187.11473698690023
5.94,188.209195283847
5.95,189.30597457037015
5.96,190.40506443901415
5.97,191.50645448232356
5.98,192.61013429284264
5.99,193.71609346311573
6.0,194.82432158568727
6.01,195.9348082531017
6.02,197.0475430579034
6.03,198.1625155926369
6.04,199.27971544984635
6.05,200.3991322220762
6.06,201.52075550187087
6.07,202.64457488177504
6.08,203.7705799543327
6.09,204.8987603120884
6.1,206.02910554758657
6.11,207.1616052533716
6.12,208.29624902198788
6.13,209.4330264459797
6.14,210.5719271178916
6.15,211.71294063026804
6.16,212.8560565756532
6.17,214.00126454659156
6.18,215.1485541356276
6.19,216.29791493530567
6.2,217.4493365381701
6.21,218.6028085367653
6.22,219.7583205236358
6.23,220.91586209132592
6.24,222.07542283238
6.25,223.2369923393425
6.26,224.40056020475768
6.27,225.56611602117013
6.28,226.73364938112428
6.29,227.90314987716425
6.3,229.07460710183477
6.31,230.24801064767996
6.32,231.4233501072444
6.33,232.60061507307236
6.34,233.77979513770825
6.35,234.96087989369653
6.36,236.1438589335817
6.37,237.32872184990796
6.38,238.5154582352197
6.39,239.7040576820614
6.4,240.89450978297765
6.41,242.0868041305125
6.42,243.28093031721048
6.43,244.476877935616
6.44,245.67463657827355
6.45,246.87419583772743
6.46,248.075545306522
6.47,249.27867457720168
6.48,250.48357324231097
6.49,251.69023089439415
6.5,252.8986371259956
6.51,254.10878152965984
6.52,255.3206536979312
6.53,256.5342432233541
6.54,257.74953969847286
6.55,258.9665327158319
6.56,260.1852118679757
6.57,261.40556674744863
6.58,262.62758694679496
6.59,263.85126205855926
6.6,265.07658167528587
6.61,266.3035353895192
6.62,267.53211279380355
6.63,268.7623034806834
6.64,269.9940970427031
6.65,271.2274830724072
6.66,272.4624511623399
6.67,273.6989909050456
6.68,274.93709189306884
6.69,276.17674371895407
6.7,277.41793597524537
6.71,278.6606582544873
6.72,279.90490014922443
6.73,281.150651252001
6.74,282.3979011553615
6.75,283.64663945185004
6.76,284.8968557340114
6.77,286.14853959438966
6.78,287.40168062552954
6.79,288.6562684199751
6.8,289.9122925702709
6.81,291.16974266896136
6.82,292.42860830859104
6.83,293.6888790817039
6.84,294.95054458084473
6.85,296.21359439855763
6.86,297.47801812738726
6.87,298.7438053598779
6.88,300.0109456885738
6.89,301.2794287060197
6.9,302.5492440047599
6.91,303.82038117733845
6.92,305.09282981630014
6.93,306.3665795141891
6.94,307.64161986355003
6.95,308.917940456927
6.96,310.1955308868646
6.97,311.4743807459072
6.98,312.7544796265992
6.99,314.03581712148497
7.0,315.31838282310883
7.01,316.60216632401534
7.02,317.88715721674873
7.03,319.1733450938536
7.04,320.46071954787425
7.05,321.7492701713549
7.06,323.0389865568402
7.07,324.3298582968746
7.08,325.6218749840022
7.09,326.9150262107676
7.1,328.209301569715
7.11,329.5046906533891
7.12,330.80118305433416
7.13,332.09876836509443
7.14,333.39743617821443
7.15,334.6971760862388
7.16,335.99797768171135
7.17,337.2998305571771
7.18,338.60272430518
7.19,339.9066485182647
7.2,341.2115927889755
7.21,342.5175467098568
7.22,343.82449987345296
7.23,345.13244187230856
7.24,346.4413622989678
7.25,347.7512507459751
7.26,349.06209680587483
7.27,350.3738900712116
7.28,351.6866201345296
7.29,353.0002765883733
7.3,354.31484902528706
7.31,355.6303270378153
7.32,356.94670021850254
7.33,358.2639581598929
7.34,359.582090454531
7.35,360.9010866949611
7.36,362.2209364737279
7.37,363.54162938337527
7.38,364.863155016448
7.39,366.1855029654904
7.4,367.50866282304696
7.41,368.8326241816619
7.42,370.1573766338796
7.43,371.4829097722445
7.44,372.80921318930126
7.45,374.1362764775939
7.46,375.464089229667
7.47,376.7926410380651
7.48,378.12192149533234
7.49,379.451920194013
7.5,380.782626726652
7.51,382.11403068579307
7.52,383.4461216639812
7.53,384.7788892537607
7.54,386.1123230476755
7.55,387.4464126382704
7.56,388.7811476180897
7.57,390.116517579678
7.58,391.4525121155793
7.59,392.7891208183382
7.6,394.1263332804991
7.61,395.4641390946064
7.62,396.8025278532046
7.63,398.1414891488379
7.64,399.4810125740507
7.65,400.8210877213877
7.66,402.1617041833929
7.67,403.5028515526109
7.68,404.844519421586
7.69,406.1866973828629
7.7,407.5293750289855
7.71,408.8725419524986
7.72,410.2161877459464
7.73,411.5603020018736
7.74,412.904874312824
7.75,414.2498942713426
7.76,415.59535146997337
7.77,416.9412355012609
7.78,418.2875359577497
7.79,419.634242431984
7.8,420.9813445165081
7.81,422.3288318038666
7.82,423.676693886604
7.83,425.0249203572645
7.84,426.3735008083923
7.85,427.72242483253206
7.86,429.0716820222283
7.87,430.4212619700252
7.88,431.7711542684671
7.89,433.1213485100985
7.9,434.4718342874641
7.91,435.8226011931077
7.92,437.1736388195741
7.93,438.5249367594075
7.94,439.8764846051527
7.95,441.2282719493534
7.96,442.5802883845546
7.97,443.93252350330033
7.98,445.2849668981354
7.99,446.6376081616038
8.0,447.99043688625005
8.01,449.3434426646187
8.02,450.6966150892538
8.03,452.0499437527
8.04,453.4034182475017
8.05,454.7570281662036
8.06,456.1107631013495
8.07,457.46461264548384
8.08,458.8185663911515
8.09,460.1726139308964
8.1,461.5267448572632
8.11,462.88094876279627
8.12,464.23521524004
8.13,465.5895338815391
8.14,466.94389427983725
8.15,468.2982860274792
8.16,469.6526987170095
8.17,471.0071219409723
8.18,472.3615452919122
8.19,473.7159583623735
8.2,475.0703507449007
8.21,476.4247120320381
8.22,477.7790318163301
8.23,479.13329969032105
8.24,480.4875052465555
8.25,481.8416380775776
8.26,483.195687775932
8.27,484.5496439341629
8.28,485.9034961448148
8.29,487.2572340004321
8.3,488.6108470935594
8.31,489.9643250167408
8.32,491.3176573625206
8.33,492.6708337234435
8.34,494.0238436920537
8.35,495.37667686089566
8.36,496.7293228225138
8.37,498.0817711694525
8.38,499.4340114942564
8.39,500.7860333894696
8.4,502.13782644763626
8.41,503.4893802613012
8.42,504.8406844230087
8.43,506.1917285253031
8.44,507.5425021607289
8.45,508.8929949218305
8.46,510.2431964011523
8.47,511.5930961912386
8.48,512.9426838846337
8.49,514.291949073882
8.5,515.6408813515282
8.51,516.9894703101166
8.52,518.3377055421913
8.53,519.6855766402972
8.54,521.0330731969782
8.55,522.3801848047791
8.56,523.7269010562441
8.57,525.0732115439174
8.58,526.4191058603437
8.59,527.7645735980673
8.6,529.1096043496325
8.61,530.4541877075839
8.62,531.7983132644656
8.63,533.1419706128227
8.64,534.4851493451987
8.65,535.8278390541384
8.66,537.1700293321861
8.67,538.5117097718864
8.68,539.8528699657835
8.69,541.193499506422
8.7,542.5335879863459
8.71,543.8731249981003
8.72,545.2121001342289
8.73,546.5505029872763
8.74,547.8883231497871
8.75,549.2255502143053
8.76,550.5621737733757
8.77,551.8981834195425
8.78,553.2335687453501
8.79,554.5683193433432
8.8,555.9024248060659
8.81,557.2358747260624
8.82,558.5686586958773
8.83,559.9007663080553
8.84,561.2321871551403
8.85,562.5629108296769
8.86,563.8929269242096
8.87,565.2222250312827
8.88,566.5507947434407
8.89,567.8786256532279
8.9,569.2057073531887
8.91,570.5320294358675
8.92,571.8575814938085
8.93,573.1823531195564
8.94,574.5063339056557
8.95,575.8295134446503
8.96,577.1518813290852
8.97,578.4734271515042
8.98,579.7941405044521
8.99,581.1140109804732
9.0,582.4330281721117
9.01,583.7511816719123
9.02,585.0684610724193
9.03,586.3848559661769
9.04,587.7003559457298
9.05,589.0149506036225
9.06,590.328629532399
9.07,591.6413823246038
9.08,592.9531985727812
9.09,594.2640678694759
9.1,595.573979807232
9.11,596.8829239785941
9.12,598.1908899761066
9.13,599.4978673923141
9.14,600.8038458197605
9.15,602.1088148509904
9.16,603.4127640785481
9.17,604.7156830949782
9.18,606.017561492825
9.19,607.3183888646331
9.2,608.6181548029465
9.21,609.9168489003101
9.22,611.2144607492678
9.23,612.5109799423642
9.24,613.8063960721438
9.25,615.1006987311507
9.26,616.3938775119298
9.27,617.6859220070249
9.28,618.9768218089807
9.29,620.2665665103418
9.3,621.5551457036524
9.31,622.8425489814567
9.32,624.1287659362995
9.33,625.4137861607247
9.34,626.6975992472769
9.35,627.9801947885011
9.36,629.2615623769407
9.37,630.5416916051407
9.38,631.8205720656456
9.39,633.0981933509993
9.4,634.3745450537465
9.41,635.6496167664313
9.42,636.9233980815986
9.43,638.1958785917925
9.44,639.4670478895575
9.45,640.7368955674378
9.46,642.0054112179782
9.47,643.2725844337228
9.48,644.538404807216
9.49,645.8028619310021
9.5,647.0659453976255
9.51,648.327644799631
9.52,649.5879497295625
9.53,650.8468497799647
9.54,652.1043345433819
9.55,653.3603936123587
9.56,654.6150165794392
9.57,655.8681930371679
9.58,657.119912578089
9.59,658.3701647947473
9.6,659.6189392796871
9.61,660.8662256254522
9.62,662.112013424588
9.63,663.3562922696384
9.64,664.5990517531475
9.65,665.8402814676601
9.66,667.0799710057204
9.67,668.318109959873
9.68,669.5546879226621
9.69,670.789694486632
9.7,672.0231192443274
9.71,673.254951788293
9.72,674.4851817110721
9.73,675.7137986052102
9.74,676.940792063251
9.75,678.1661516777392
9.76,679.3898670412191
9.77,680.6119277462352
9.78,681.832323385332
9.79,683.0510435510532
9.8,684.2680778359445
9.81,685.4834158325492
9.82,686.6970471334118
9.83,687.9089613310772
9.84,689.1191480180894
9.85,690.327596786993
9.86,691.5342972303322
9.87,692.7392389406515
9.88,693.9424115104957
9.89,695.1438045324082
9.9,696.3434075989346
9.91,697.5412103026183
9.92,698.7372022360044
9.93,699.9313729916366
9.94,701.1237121620599
9.95,702.3142093398185
9.96,703.5028541174569
9.97,704.6896360875194
9.98,705.8745448425502
9.99,707.0575699750938
10.0,708.2387010776948
10.01,709.4179277428975
10.02,710.5952395632462
10.03,711.7706261312853
10.04,712.9440770395594
10.05,714.115581880613
10.06,715.2851302469899
10.07,716.4527117312349
10.08,717.6183159258924
10.09,718.7819324235066
10.1,719.9435508166222
10.11,721.1031606977836
10.12,722.2607516595347
10.13,723.4163132944207
10.14,724.5698351949852
10.15,725.7213069537729
10.16,726.8707181633283
10.17,728.0180584161956
10.18,729.1633173049195
10.19,730.3064844220439
10.2,731.447549360114
10.21,732.5865017116737
10.22,733.723331069267
10.23,734.8580270254389
10.24,735.9905791727336
10.25,737.1209771036955
10.26,738.2492104108691
10.27,739.3752686867983
10.28,740.4991415240283
10.29,741.6208185151029
10.3,742.740289252567
10.31,743.8575433289644
10.32,744.9725703368398
10.33,746.0853598687377
10.34,747.1959015172022
10.35,748.3041848747779
10.36,749.4101995340093
10.37,750.5139350874404
10.38,751.6153811276163
10.39,752.7145272470807
10.4,753.811363038378
10.41,754.9058780940532
10.42,755.9980620066503
10.43,757.0879043687137
10.44,758.1753947727877
10.45,759.2605228114169
10.46,760.3432780771461
10.47,761.4236501625187
10.48,762.5016286600799
10.49,763.5772031623737
10.5,764.6503632619447
10.51,765.721098551337
10.52,766.7893986230954
10.53,767.855253069764
10.54,768.9186514838874
10.55,769.97958345801
10.56,771.0380385846761
10.57,772.09400645643
10.58,773.1474766658163
10.59,774.198438805379
10.6,775.2468824676631
10.61,776.2927972452126
10.62,777.3361727305719
10.63,778.3769985162858
10.64,779.4152641948983
10.65,780.4509593589537
10.66,781.4840736009966
10.67,782.5145965135714
10.68,783.5425176892224
10.69,784.5678267204942
10.7,785.590513199931
10.71,786.6105667200774
10.72,787.6279768734776
10.73,788.642733252676
10.74,789.6548254502169
10.75,790.6642430586451
10.76,791.6709756705045
10.77,792.6750128783399
10.78,793.6763442746955
10.79,794.6749594521158
10.8,795.6708480031452
10.81,796.6639995203279
10.82,797.6544035962086
10.83,798.6420498233311
10.84,799.6269277942406
10.85,800.6090271014809
10.86,801.5883373375968
10.87,802.5648480951326
10.88,803.5385489666326
10.89,804.5094295446411
10.9,805.4774794217025
10.91,806.4426881903613
10.92,807.405045443162
10.93,808.3645407726489
10.94,809.3211637713664
10.95,810.2749040318588
10.96,811.2257511466707
10.97,812.1736947083464
10.98,813.1187243094303
10.99,814.0608295424666
11.0,815.0
11.01,815.9362189651055
11.02,816.8694444829805
11.03,817.7996282893538
11.04,818.7267221199536
11.05,819.6506777105085
11.06,820.5714467967463
11.07,821.4889811143961
11.08,822.4032323991858
11.09,823.3141523868437
11.1,824.2216928130987
11.11,825.1258054136789
11.12,826.0264419243124
11.13,826.9235540807281
11.14,827.817093618654
11.15,828.7070122738186
11.16,829.5932617819502
11.17,830.4757938787774
11.18,831.3545603000283
11.19,832.2295127814315
11.2,833.1006030587154
11.21,833.9677828676085
11.22,834.8310039438386
11.23,835.6902180231345
11.24,836.5453768412247
11.25,837.3964321338373
11.26,838.2433356367006
11.27,839.0860390855435
11.28,839.9244942160938
11.29,840.7586527640804
11.3,841.5884664652311
11.31,842.4138870552747
11.32,843.2348662699399
11.33,844.0513558449543
11.34,844.8633075160465
11.35,845.670673018945
11.36,846.4734040893786
11.37,847.2714524630748
11.38,848.064769875763
11.39,848.8533080631706
11.4,849.6370187610268
11.41,850.4158537050594
11.42,851.1897646309967
11.43,851.9587032745678
11.44,852.7226213715004
11.45,853.4814706575232
11.46,854.2352028683648
11.47,854.9837697397528
11.48,855.7271230074164
11.49,856.4652144070835
11.5,857.1979956744826
11.51,857.9254185453423
11.52,858.6474347553906
11.53,859.363996040356
11.54,860.0750541359674
11.55,860.7805607779524
11.56,861.4804677020397
11.57,862.1747266439578
11.58,862.863289339435
11.59,863.5461075241996
11.6,864.2231329339802
11.61,864.8943173045046
11.62,865.5596123715019
11.63,866.2189698707002
11.64,866.872341537828
11.65,867.5196791086132
11.66,868.1609343187849
11.67,868.7960589040708
11.68,869.4250046001996
11.69,870.0477231428998
11.7,870.6641662678995
11.71,871.2742857109274
11.72,871.8780332077118
11.73,872.4753604939808
11.74,873.066219305463
11.75,873.6505613778867
11.76,874.2283384469806
11.77,874.7995022484724
11.78,875.3640045180912
11.79,875.921796991565
11.8,876.4728314046224
11.81,877.0170594929915
11.82,877.5544329924008
11.83,878.0849036385785
11.84,878.6084231672535
11.85,879.1249433141538
11.86,879.6344158150079
11.87,880.136792405544
11.88,880.6320248214906
11.89,881.1200647985761
11.9,881.6008640725288
11.91,882.0743743790774
11.92,882.5405474539498
11.93,882.9993350328748
11.94,883.4506888515803
11.95,883.8945606457951
11.96,884.3309021512475
11.97,884.7596651036658
11.98,885.1808012387784
11.99,885.5942622923139
12.0,886.0
12.01,886.3979868136672
12.02,886.7882780495494
12.03,887.1709497399821
12.04,887.5460779173012
12.05,887.9137386138424
12.06,888.274007861941
12.07,888.6269616939326
12.08,888.9726761421531
12.09,889.3112272389378
12.1,889.6426910166225
12.11,889.9671435075428
12.12,890.2846607440345
12.13,890.5953187584328
12.14,890.8991935830735
12.15,891.1963612502924
12.16,891.486897792425
12.17,891.7708792418068
12.18,892.0483816307735
12.19,892.3194809916607
12.2,892.5842533568037
12.21,892.8427747585388
12.22,893.0951212292011
12.23,893.3413688011265
12.24,893.5815935066504
12.25,893.8158713781082
12.26,894.0442784478363
12.27,894.2668907481695
12.28,894.4837843114436
12.29,894.6950351699945
12.3,894.9007193561579
12.31,895.1009129022688
12.32,895.2956918406634
12.33,895.4851322036768
12.34,895.6693100236452
12.35,895.8483013329036
12.36,896.0221821637881
12.37,896.1910285486341
12.38,896.3549165197774
12.39,896.5139221095533
12.4,896.6681213502977
12.41,896.8175902743461
12.42,896.9624049140341
12.43,897.1026413016972
12.44,897.2383754696712
12.45,897.3696834502916
12.46,897.4966412758941
12.47,897.6193249788146
12.48,897.7378105913879
12.49,897.8521741459502
12.5,897.9624916748372
12.51,898.0688392103842
12.52,898.1712927849271
12.53,898.2699284308011
12.54,898.3648221803423
12.55,898.456050065886
12.56,898.543688119768
12.57,898.6278123743236
12.58,898.7084988618888
12.59,898.7858236147988
