wind_speed,Siemens SWT-2.3-113
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,66.0
3.01,66.89119527737193
3.02,67.78343592326536
3.03,68.67678814607895
3.04,69.5713181542116
3.05,70.46709215606195
3.06,71.36417636002889
3.07,72.26263697451111
3.08,73.16254020790747
3.09,74.06395226861665
3.1,74.96693936503748
3.11,75.8715677055687
3.12,76.77790349860913
3.13,77.68601295255749
3.14,78.5959622758126
3.15,79.50781767677317
3.16,80.42164536383807
3.17,81.33751154540597
3.18,82.25548242987574
3.19,83.17562422564605
3.2,84.09800314111575
3.21,85.02268538468358
3.22,85.94973716474836
3.23,86.87922468970879
3.24,87.8112141679637
3.25,88.74577180791182
3.26,89.68296381795194
3.27,90.6228564064829
3.28,91.56551578190334
3.29,92.51100815261218
3.3,93.45939972700803
3.31,94.4107567134898
3.32,95.36514532045624
3.33,96.32263175630612
3.34,97.28328222943811
3.35,98.24716294825112
3.36,99.21434012114383
3.37,100.18487995651512
3.38,101.15884866276365
3.39,102.13631244828824
3.4,103.11733752148766
3.41,104.10199009076072
3.42,105.0903363645061
3.43,106.0824425511227
3.44,107.07837485900914
3.45,108.07819949656437
3.46,109.08198267218698
3.47,110.0897905942759
3.48,111.1016894712298
3.49,112.11774551144757
3.5,113.1380249233278
3.51,114.16259391526938
3.52,115.19151869567114
3.53,116.22486547293173
3.54,117.26270045545
3.55,118.30508985162469
3.56,119.3520998698546
3.57,120.40379671853846
3.58,121.46024660607512
3.59,122.52151574086324
3.6,123.58767033130172
3.61,124.6587765857892
3.62,125.7349007127246
3.63,126.81610892050658
3.64,127.90246741753396
3.65,128.99404241220546
3.66,130.09090011291994
3.67,131.19310672807612
3.68,132.3007284660728
3.69,133.4138315353087
3.7,134.5324821441827
3.71,135.6567465010934
3.72,136.7866908144397
3.73,137.92238129262037
3.74,139.06388414403423
3.75,140.21126557707987
3.76,141.36459180015623
3.77,142.52392902166207
3.78,143.68934344999604
3.79,144.86090129355708
3.8,146.0386687607438
3.81,147.22271205995517
3.82,148.41309739958976
3.83,149.60989098804646
3.84,150.81315903372396
3.85,152.0229677450212
3.86,153.23938333033675
3.87,154.4624719980695
3.88,155.69229995661817
3.89,156.92893341438162
3.9,158.17243857975853
3.91,159.42288166114776
3.92,160.68032886694797
3.93,161.94484640555802
3.94,163.2165004853766
3.95,164.49535731480262
3.96,165.78148310223474
3.97,167.07494405607176
3.98,168.37580638471243
3.99,169.6841362965557
4.0,171.0
4.01,172.3234637034444
4.02,173.65459361528752
4.03,174.9934559439283
4.04,176.34011689776528
4.05,177.69464268519738
4.06,179.0570995146234
4.07,180.4275535944421
4.08,181.8060711330521
4.09,183.19271833885225
4.1,184.5875614202414
4.11,185.99066658561844
4.12,187.4021000433818
4.13,188.8219280019305
4.14,190.2502166696632
4.15,191.6870322549789
4.16,193.13244096627605
4.17,194.58650901195355
4.18,196.04930260041024
4.19,197.52088794004496
4.2,199.00133123925625
4.21,200.4906987064429
4.22,201.989056550004
4.23,203.496470978338
4.24,205.0130081998438
4.25,206.53873442292013
4.26,208.07371585596584
4.27,209.6180187073796
4.28,211.1717091855604
4.29,212.73485349890663
4.3,214.30751785581737
4.31,215.8897684646913
4.32,217.4816715339273
4.33,219.08329327192396
4.34,220.69469988708005
4.35,222.3159575877945
4.36,223.9471325824661
4.37,225.58829107949347
4.38,227.23949928727544
4.39,228.9008234142108
4.4,230.5723296686984
4.41,232.2540842591368
4.42,233.94615339392493
4.43,235.64860328146148
4.44,237.3615001301455
4.45,239.08491014837537
4.46,240.81889954455
4.47,242.5635345270682
4.48,244.31888130432895
4.49,246.08500608473065
4.5,247.86197507667225
4.51,249.64985448855248
4.52,251.4487105287701
4.53,253.2586094057242
4.54,255.079617327813
4.55,256.91180050343564
4.56,258.7552251409908
4.57,260.6099574488774
4.58,262.476063635494
4.59,264.3536099092393
4.6,266.2426624785123
4.61,268.14328755171186
4.62,270.0555513372364
4.63,271.97952004348485
4.64,273.9152598788561
4.65,275.862837051749
4.66,277.82231777056194
4.67,279.7937682436939
4.68,281.7772546795438
4.69,283.77284328651024
4.7,285.78060027299205
4.71,287.80059184738786
4.72,289.83288421809664
4.73,291.8775435935172
4.74,293.93463618204817
4.75,296.0042281920882
4.76,298.0863858320363
4.77,300.1811753102912
4.78,302.2886628352518
4.79,304.40891461531646
4.8,306.54199685888426
4.81,308.6879757743539
4.82,310.8469175701244
4.83,313.01888845459405
4.84,315.20395463616194
4.85,317.4021823232267
4.86,319.6136377241875
4.87,321.8383870474425
4.88,324.0764965013909
4.89,326.32803229443124
4.9,328.5930606349626
4.91,330.8716477313834
4.92,333.1638597920925
4.93,335.4697630254889
4.94,337.78942363997123
4.95,340.1229078439381
4.96,342.4702818457884
4.97,344.83161185392095
4.98,347.20696407673483
4.99,349.5964047226281
5.0,352.0
5.01,354.4177955354421
5.02,356.84975462831784
5.03,359.29581999618347
5.04,361.7559343565951
5.05,364.2300404271089
5.06,366.7180809252813
5.07,369.2199985686685
5.08,371.7357360748265
5.09,374.2652361613118
5.1,376.8084415456805
5.11,379.3652949454891
5.12,381.9357390782935
5.13,384.51971666165
5.14,387.1171704131149
5.15,389.7280430502447
5.16,392.3522772905951
5.17,394.9898158517227
5.18,397.6406014511836
5.19,400.3045768065344
5.2,402.9816846353307
5.21,405.6718676551291
5.22,408.37506858348576
5.23,411.09123013795727
5.24,413.8202950360993
5.25,416.5622059954684
5.26,419.31690573362073
5.27,422.0843369681125
5.28,424.86444241650014
5.29,427.6571647963397
5.3,430.4624468251873
5.31,433.2802312205994
5.32,436.1104607001325
5.33,438.9530779813421
5.34,441.808025781785
5.35,444.6752468190171
5.36,447.55468381059535
5.37,450.446279474075
5.38,453.3499765270128
5.39,456.2657176869649
5.4,459.19344567148784
5.41,462.1331031981374
5.42,465.0846329844699
5.43,468.0479777480418
5.44,471.0230802064094
5.45,474.00988307712856
5.46,477.00832907775566
5.47,480.0183609258469
5.48,483.039921338959
5.49,486.0729530346474
5.5,489.11739873046895
5.51,492.1732011439797
5.52,495.2403029927357
5.53,498.3186469942937
5.54,501.40817586620926
5.55,504.508832326039
5.56,507.62055909133903
5.57,510.74329887966593
5.58,513.8769944085755
5.59,517.0215883956241
5.6,520.177023558368
5.61,523.3432426143638
5.62,526.5201882811668
5.63,529.7078032763342
5.64,532.9060303174217
5.65,536.114812121986
5.66,539.3340914075827
5.67,542.5638108917685
5.68,545.8039132920995
5.69,549.0543413261321
5.7,552.3150377114223
5.71,555.5859451655261
5.72,558.8670064060003
5.73,562.1581641504011
5.74,565.4593611162844
5.75,568.7705400212063
5.76,572.0916435827233
5.77,575.422614518392
5.78,578.7633955457684
5.79,582.1139293824082
5.8,585.4741587458682
5.81,588.8440263537045
5.82,592.2234749234735
5.83,595.612447172731
5.84,599.0108858190334
5.85,602.4187335799372
5.86,605.8359331729988
5.87,609.2624273157737
5.88,612.6981587258188
5.89,616.1430701206897
5.9,619.5971042179435
5.91,623.0602037351357
5.92,626.532311389823
5.93,630.0133698995612
5.94,633.5033219819071
5.95,637.0021103544162
5.96,640.5096777346453
5.97,644.0259668401504
5.98,647.5509203884881
5.99,651.0844810972143
6.0,654.6265916838851
6.01,658.1771948660568
6.02,661.7362333612858
6.03,665.3036498871289
6.04,668.8793871611413
6.05,672.4633879008796
6.06,676.0555948239002
6.07,679.6559506477595
6.08,683.2643980900132
6.09,686.8808798682178
6.1,690.5053386999296
6.11,694.1377173027051
6.12,697.7779583941
6.13,701.4260046916709
6.14,705.0817989129736
6.15,708.745283775565
6.16,712.4164019970009
6.17,716.0950962948376
6.18,719.7813093866312
6.19,723.4749839899384
6.2,727.176062822315
6.21,730.8844886013173
6.22,734.6002040445015
6.23,738.3231518694245
6.24,742.0532747936414
6.25,745.7905155347092
6.26,749.5348168101841
6.27,753.2861213376218
6.28,757.0443718345796
6.29,760.8095110186125
6.3,764.5814816072775
6.31,768.3602263181306
6.32,772.1456878687284
6.33,775.9378089766263
6.34,779.7365323593814
6.35,783.5418007345494
6.36,787.3535568196871
6.37,791.1717433323502
6.38,794.9963029900947
6.39,798.8271785104773
6.4,802.6643126110549
6.41,806.5076480093825
6.42,810.3571274230169
6.43,814.2126935695142
6.44,818.074289166431
6.45,821.9418569313231
6.46,825.8153395817467
6.47,829.6946798352583
6.48,833.5798204094145
6.49,837.4707040217709
6.5,841.3672733898835
6.51,845.2694712313094
6.52,849.1772402636043
6.53,853.0905232043248
6.54,857.0092627710267
6.55,860.9334016812664
6.56,864.8628826526002
6.57,868.7976484025847
6.58,872.7376416487751
6.59,876.6828051087288
6.6,880.633081500001
6.61,884.5884135401491
6.62,888.5487439467283
6.63,892.5140154372951
6.64,896.4841707294063
6.65,900.4591525406177
6.66,904.4389035884852
6.67,908.4233665905653
6.68,912.4124842644144
6.69,916.4061993275892
6.7,920.4044544976448
6.71,924.407192492138
6.72,928.4143560286252
6.73,932.4258878246628
6.74,936.4417305978064
6.75,940.4618270656129
6.76,944.4861199456378
6.77,948.5145519554378
6.78,952.5470658125696
6.79,956.5836042345884
6.8,960.624109939051
6.81,964.6685256435136
6.82,968.7167940655328
6.83,972.7688579226642
6.84,976.8246599324642
6.85,980.8841428124892
6.86,984.947249280296
6.87,989.0139220534394
6.88,993.0841038494768
6.89,997.157737385964
6.9,1001.2347653804576
6.91,1005.3151305505132
6.92,1009.3987756136876
6.93,1013.4856432875366
6.94,1017.5756762896171
6.95,1021.6688173374848
6.96,1025.765009148696
6.97,1029.8641944408066
6.98,1033.966315931374
6.99,1038.0713163379532
7.0,1042.1791383781008
7.01,1046.2897247693734
7.02,1050.4030182293266
7.03,1054.5189614755177
7.04,1058.637497225502
7.05,1062.7585681968355
7.06,1066.8821171070754
7.07,1071.0080866737771
7.08,1075.1364196144978
7.09,1079.2670586467923
7.1,1083.3999464882183
7.11,1087.5350258563317
7.12,1091.6722394686876
7.13,1095.8115300428435
7.14,1099.9528402963551
7.15,1104.0961129467794
7.16,1108.2412907116714
7.17,1112.3883163085875
7.18,1116.5371324550852
7.19,1120.68768186872
7.2,1124.8399072670477
7.21,1128.9937513676246
7.22,1133.1491568880072
7.23,1137.3060665457522
7.24,1141.4644230584152
7.25,1145.6241691435523
7.26,1149.7852475187203
7.27,1153.9476009014754
7.28,1158.1111720093738
7.29,1162.2759035599715
7.3,1166.4417382708243
7.31,1170.6086188594893
7.32,1174.776488043523
7.33,1178.94528854048
7.34,1183.114963067918
7.35,1187.285454343393
7.36,1191.456705084461
7.37,1195.628658008678
7.38,1199.8012558336004
7.39,1203.9744412767843
7.4,1208.1481570557871
7.41,1212.322345888164
7.42,1216.496950491471
7.43,1220.6719135832643
7.44,1224.8471778811015
7.45,1229.0226861025374
7.46,1233.1983809651283
7.47,1237.3742051864313
7.48,1241.5501014840024
7.49,1245.7260125753974
7.5,1249.9018811781723
7.51,1254.0776500098843
7.52,1258.253261788089
7.53,1262.4286592303429
7.54,1266.603785054202
7.55,1270.7785819772223
7.56,1274.9529927169606
7.57,1279.126959990973
7.58,1283.3004265168158
7.59,1287.4733350120453
7.6,1291.645628194217
7.61,1295.8172487808883
7.62,1299.9881394896142
7.63,1304.1582430379517
7.64,1308.327502143457
7.65,1312.4958595236862
7.66,1316.663257896195
7.67,1320.8296399785409
7.68,1324.994948488279
7.69,1329.1591261429664
7.7,1333.3221156601587
7.71,1337.4838597574123
7.72,1341.644301152283
7.73,1345.8033825623284
7.74,1349.9610467051034
7.75,1354.1172362981647
7.76,1358.2718940590687
7.77,1362.4249627053712
7.78,1366.576384954629
7.79,1370.7261035243976
7.8,1374.874061132234
7.81,1379.0202004956936
7.82,1383.164464332334
7.83,1387.3067953597103
7.84,1391.4471362953782
7.85,1395.585429856896
7.86,1399.721618761818
7.87,1403.8556457277011
7.88,1407.9874534721018
7.89,1412.1169847125752
7.9,1416.2441821666798
7.91,1420.3689885519702
7.92,1424.4913465860025
7.93,1428.6111989863334
7.94,1432.728488470519
7.95,1436.843157756116
7.96,1440.9551495606802
7.97,1445.0644066017676
7.98,1449.1708715969355
7.99,1453.2744872637386
8.0,1457.375196319734
8.01,1461.472941482478
8.02,1465.5676654695264
8.03,1469.6593109984362
8.04,1473.7478207867623
8.05,1477.8331375520631
8.06,1481.915204011893
8.07,1485.993962883809
8.08,1490.0693568853667
8.09,1494.1413287341222
8.1,1498.2098211476327
8.11,1502.274776843455
8.12,1506.336138539143
8.13,1510.393848952255
8.14,1514.4478508003467
8.15,1518.498086800974
8.16,1522.5444996716928
8.17,1526.58703213006
8.18,1530.625626893632
8.19,1534.6602266799644
8.2,1538.690774206614
8.21,1542.7172121911374
8.22,1546.7394833510891
8.23,1550.7575304040274
8.24,1554.7712960675074
8.25,1558.780723059085
8.26,1562.7857540963166
8.27,1566.7863318967595
8.28,1570.7823991779696
8.29,1574.7738986575018
8.3,1578.760773052915
8.31,1582.7429650817628
8.32,1586.720417461602
8.33,1590.6930729099895
8.34,1594.660874144481
8.35,1598.6237638826333
8.36,1602.5816848420027
8.37,1606.5345797401444
8.38,1610.4823912946167
8.39,1614.425062222973
8.4,1618.3625352427712
8.41,1622.2947530715678
8.42,1626.221658426918
8.43,1630.1431940263792
8.44,1634.059302587507
8.45,1637.969926827857
8.46,1641.8750094649877
8.47,1645.7744932164524
8.48,1649.6683207998087
8.49,1653.5564349326132
8.5,1657.4387783324214
8.51,1661.3152937167904
8.52,1665.1859238032755
8.53,1669.0506113094332
8.54,1672.9092989528208
8.55,1676.7619294509934
8.56,1680.6084455215073
8.57,1684.4487898819186
8.58,1688.2829052497846
8.59,1692.1107343426602
8.6,1695.932219878102
8.61,1699.7473045736672
8.62,1703.5559311469106
8.63,1707.35804231539
8.64,1711.1535807966598
8.65,1714.9424893082785
8.66,1718.7247105677995
8.67,1722.5001872927812
8.68,1726.2688622007795
8.69,1730.0306780093504
8.7,1733.7855774360498
8.71,1737.533503198435
8.72,1741.274398014061
8.73,1745.0082046004843
8.74,1748.7348656752615
8.75,1752.454323955949
8.76,1756.1665221601022
8.77,1759.871403005278
8.78,1763.5689092090329
8.79,1767.2589834889218
8.8,1770.941568562503
8.81,1774.6166071473313
8.82,1778.2840419609631
8.83,1781.9438157209547
8.84,1785.595871144862
8.85,1789.2401509502424
8.86,1792.8765978546512
8.87,1796.5051545756446
8.88,1800.1257638307798
8.89,1803.7383683376124
8.9,1807.3429108136972
8.91,1810.9393339765927
8.92,1814.527580543854
8.93,1818.107593233038
8.94,1821.6793147617
8.95,1825.2426878473968
8.96,1828.7976552076848
8.97,1832.3441595601205
8.98,1835.882143622258
8.99,1839.4115501116569
9.0,1842.932321745871
9.01,1846.4444012424567
9.02,1849.947731318972
9.03,1853.4422546929704
9.04,1856.9279140820108
9.05,1860.4046522036488
9.06,1863.872411775439
9.07,1867.33113551494
9.08,1870.7807661397053
9.09,1874.2212463672936
9.1,1877.65251891526
9.11,1881.0745265011608
9.12,1884.4872118425528
9.13,1887.890517656992
9.14,1891.2843866620333
9.15,1894.6687615752348
9.16,1898.043585114152
9.17,1901.4087999963408
9.18,1904.7643489393577
9.19,1908.11017466076
9.2,1911.4462198781016
9.21,1914.7724273089416
9.22,1918.0887396708335
9.23,1921.395099681336
9.24,1924.6914500580028
9.25,1927.977733518392
9.26,1931.2538927800597
9.27,1934.5198705605608
9.28,1937.7756095774528
9.29,1941.021052548292
9.3,1944.2561421906348
9.31,1947.480821222036
9.32,1950.6950323600524
9.33,1953.8987183222407
9.34,1957.0918218261577
9.35,1960.2742855893575
9.36,1963.4460523294
9.37,1966.607064763837
9.38,1969.7572656102288
9.39,1972.8965975861288
9.4,1976.0250034090936
9.41,1979.1424257966808
9.42,1982.2488074664457
9.43,1985.3440911359453
9.44,1988.4282195227345
9.45,1991.50113534437
9.46,1994.5627813184087
9.47,1997.613100162408
9.48,2000.65203459392
9.49,2003.6795273305047
9.5,2006.6955210897167
9.51,2009.6999585891144
9.52,2012.6927825462503
9.53,2015.673935678684
9.54,2018.6433607039692
9.55,2021.6010003396652
9.56,2024.546797303325
9.57,2027.4806943125072
9.58,2030.4026340847656
9.59,2033.312559337659
9.6,2036.2104127887424
9.61,2039.096137155572
9.62,2041.969675155704
9.63,2044.830969506696
9.64,2047.6799629261025
9.65,2050.5165981314794
9.66,2053.3408178403847
9.67,2056.152564770374
9.68,2058.9517816390025
9.69,2061.738411163828
9.7,2064.512396062406
9.71,2067.273679052293
9.72,2070.0222028510443
9.73,2072.7579101762167
9.74,2075.480743745368
9.75,2078.190646276051
9.76,2080.8875604858245
9.77,2083.571429092245
9.78,2086.242194812868
9.79,2088.899800365248
9.8,2091.544188466945
9.81,2094.175301835512
9.82,2096.7930831885064
9.83,2099.3974752434847
9.84,2101.9884207180025
9.85,2104.5658623296167
9.86,2107.1297427958825
9.87,2109.680004834357
9.88,2112.216591162598
9.89,2114.7394444981583
9.9,2117.2485075585964
9.91,2119.743723061468
9.92,2122.225033724329
9.93,2124.692382264736
9.94,2127.145711400245
9.95,2129.584963848413
9.96,2132.010082326796
9.97,2134.421009552949
9.98,2136.81768824443
9.99,2139.2000611187937
10.0,2141.568070893597
10.01,2143.921660286397
10.02,2146.2607720147485
10.03,2148.585348796208
10.04,2150.895333348333
10.05,2153.190668388678
10.06,2155.4712966348006
10.07,2157.7371608042563
10.08,2159.988203614602
10.09,2162.2243677833926
10.1,2164.4455960281857
10.11,2166.6518310665365
10.12,2168.843015616002
10.13,2171.0190923941386
10.14,2173.180004118501
10.15,2175.3256935066483
10.16,2177.4561032761344
10.17,2179.571176144516
10.18,2181.670854829349
10.19,2183.755082048191
10.2,2185.8238005185967
10.21,2187.876952958124
10.22,2189.914482084328
10.23,2191.936330614764
10.24,2193.9424412669896
10.25,2195.932756758561
10.26,2197.9072198070344
10.27,2199.8657731299654
10.28,2201.808359444911
10.29,2203.734921469427
10.3,2205.6454019210705
10.31,2207.5397435173954
10.32,2209.4178889759605
10.33,2211.279781014321
10.34,2213.1253623500334
10.35,2214.954575700653
10.36,2216.767363783737
10.37,2218.563669316842
10.38,2220.343435017523
10.39,2222.1066036033376
10.4,2223.853117791841
10.41,2225.5829203005887
10.42,2227.29595384714
10.43,2228.992161149047
10.44,2230.6714849238697
10.45,2232.333867889162
10.46,2233.9792527624813
10.47,2235.607582261382
10.48,2237.218799103423
10.49,2238.812846006159
10.5,2240.3896656871466
10.51,2241.949200863941
10.52,2243.4913942541007
10.53,2245.01618857518
10.54,2246.523526544736
10.55,2248.013350880324
10.56,2249.4856042995016
10.57,2250.940229519824
10.58,2252.377169258848
10.59,2253.796366234129
10.6,2255.1977631632244
10.61,2256.5813027636896
10.62,2257.9469277530816
10.63,2259.294580848956
10.64,2260.6242047688693
10.65,2261.935742230377
10.66,2263.229135951037
10.67,2264.5043286484038
10.68,2265.761263040034
10.69,2266.999881843485
10.7,2268.2201277763124
10.71,2269.421943556071
10.72,2270.605271900319
10.73,2271.770055526612
10.74,2272.9162371525063
10.75,2274.0437594955574
10.76,2275.1525652733235
10.77,2276.242597203358
10.78,2277.3137980032197
10.79,2278.3661103904637
10.8,2279.3994770826453
10.81,2280.4138407973223
10.82,2281.4091442520503
10.83,2282.385330164386
10.84,2283.342341251885
10.85,2284.2801202321034
10.86,2285.198609822599
10.87,2286.097752740925
10.88,2286.9774917046407
10.89,2287.8377694313017
10.9,2288.6785286384625
10.91,2289.499712043681
10.92,2290.3012623645127
10.93,2291.083122318514
10.94,2291.8452346232416
10.95,2292.5875419962517
10.96,2293.3099871550994
10.97,2294.012512817342
10.98,2294.695061700536
10.99,2295.3575765222363
11.0,2296.0
11.01,2296.6223259057188
11.02,2297.2247522286207
11.03,2297.807528012272
11.04,2298.370902300235
11.05,2298.915124136076
11.06,2299.440442563358
11.07,2299.947106625647
11.08,2300.435365366506
11.09,2300.9054678295
11.1,2301.357663058193
11.11,2301.792200096151
11.12,2302.2093279869364
11.13,2302.609295774115
11.14,2302.9923525012505
11.15,2303.358747211906
11.16,2303.7087289496494
11.17,2304.042546758042
11.18,2304.360449680651
11.19,2304.662686761037
11.2,2304.9495070427683
11.21,2305.2211595694075
11.22,2305.477893384518
11.23,2305.7199575316668
11.24,2305.9476010544167
11.25,2306.161072996332
11.26,2306.360622400977
11.27,2306.546498311917
11.28,2306.7189497727163
11.29,2306.8782258269384
11.3,2307.024575518149
11.31,2307.1582478899118
11.32,2307.27949198579
11.33,2307.388556849352
11.34,2307.485691524158
11.35,2307.5711450537738
11.36,2307.6451664817646
11.37,2307.708004851694
11.38,2307.759909207127
11.39,2307.801128591627
11.4,2307.83191204876
11.41,2307.852508622089
11.42,2307.8631673551786
11.43,2307.864137291594
11.44,2307.8556674749
11.45,2307.8380069486584
11.46,2307.811404756437
11.47,2307.7761099417976
11.48,2307.732371548306
11.49,2307.680438619527
11.5,2307.620560199024
11.51,2307.552985330362
11.52,2307.4779630571047
11.53,2307.395742422818
11.54,2307.306572471064
11.55,2307.2107022454093
11.56,2307.1083807894174
11.57,2306.9998571466526
11.58,2306.88538036068
11.59,2306.765199475063
11.6,2306.639563533367
11.61,2306.5087215791555
11.62,2306.372922655993
11.63,2306.232415807446
11.64,2306.087450077077
11.65,2305.93827450845
11.66,2305.7851381451305
11.67,2305.6282900306824
11.68,2305.4679792086704
11.69,2305.304454722658
11.7,2305.137965616212
11.71,2304.968760932894
11.72,2304.7970897162704
11.73,2304.6232010099043
11.74,2304.447343857361
11.75,2304.269767302205
11.76,2304.090720388
11.77,2303.9104521583117
11.78,2303.7292116567023
11.79,2303.547247926738
11.8,2303.3648100119826
11.81,2303.1821469560014
11.82,2302.9995078023576
11.83,2302.8171415946163
11.84,2302.635297376341
11.85,2302.454224191098
11.86,2302.2741710824507
11.87,2302.095387093963
11.88,2301.9181212692
11.89,2301.742622651725
11.9,2301.5691402851044
11.91,2301.3979232129013
11.92,2301.22922047868
11.93,2301.0632811260057
11.94,2300.900354198442
11.95,2300.740688739554
11.96,2300.5845337929063
11.97,2300.432138402062
11.98,2300.2837516105874
11.99,2300.139622462045
12.0,2300.0
12.01,2299.8650817107173
12.02,2299.7348588512573
12.03,2299.60927112138
12.04,2299.4882582208475
12.05,2299.3717598494186
12.06,2299.259715706856
12.07,2299.1520654929204
12.08,2299.0487489073703
12.09,2298.949705649969
12.1,2298.8548754204758
12.11,2298.7641979186506
12.12,2298.677612844256
12.13,2298.595059897052
12.14,2298.5164787767985
12.15,2298.441809183257
12.16,2298.3709908161886
12.17,2298.3039633753533
12.18,2298.240666560512
12.19,2298.181040071425
12.2,2298.125023607853
12.21,2298.0725568695584
12.22,2298.0235795562994
12.23,2297.978031367839
12.24,2297.935852003935
12.25,2297.8969811643515
12.26,2297.8613585488474
12.27,2297.828923857184
12.28,2297.79961678912
12.29,2297.773377044419
12.3,2297.7501443228407
12.31,2297.7298583241445
12.32,2297.712458748093
12.33,2297.6978852944453
12.34,2297.686077662963
12.35,2297.676975553407
12.36,2297.6705186655377
12.37,2297.666646699115
12.38,2297.665299353901
12.39,2297.666416329656
12.4,2297.6699373261404
12.41,2297.675802043115
12.42,2297.68395018034
12.43,2297.694321437577
12.44,2297.7068555145866
12.45,2297.721492111128
12.46,2297.7381709269644
12.47,2297.7568316618544
12.48,2297.77741401556
12.49,2297.7998576878413
12.5,2297.8241023784585
12.51,2297.850087787174
12.52,2297.877753613747
12.53,2297.9070395579383
12.54,2297.93788531951
12.55,2297.97023059822
12.56,2298.0040150938325
12.57,2298.0391785061056
12.58,2298.0756605348006
12.59,2298.1134008796785
12.6,2298.152339240501
12.61,2298.192415317026
12.62,2298.2335688090184
12.63,2298.2757394162345
12.64,2298.318866838438
12.65,2298.3628907753887
12.66,2298.4077509268463
12.67,2298.453386992573
12.68,2298.499738672329
12.69,2298.5467456658744
12.7,2298.5943476729717
12.71,2298.642484393378
12.72,2298.691095526858
12.73,2298.7401207731705
12.74,2298.7894998320767
12.75,2298.8391724033368
12.76,2298.889078186712
12.77,2298.9391568819624
12.78,2298.989348188849
12.79,2299.0395918071326
12.8,2299.0898274365745
12.81,2299.1399947769337
12.82,2299.190033527973
12.83,2299.239883389452
12.84,2299.289484061131
12.85,2299.338775242771
12.86,2299.387696634133
12.87,2299.436187934978
12.88,2299.4841888450665
12.89,2299.5316390641583
12.9,2299.5784782920155
12.91,2299.624646228398
12.92,2299.670082573067
12.93,2299.7147270257824
12.94,2299.7585192863053
12.95,2299.8013990543964
12.96,2299.843306029816
12.97,2299.8841799123256
12.98,2299.9239604016857
12.99,2299.9625871976573
13.0,2300.0
13.01,2300.036151251414
13.02,2300.071044366354
13.03,2300.104695502211
13.04,2300.13712081638
