wind_speed,DWT Danish Wind Tech Windane 34 US
2.42,0.0798563318328731
2.43,0.0809138894085756
2.44,0.0819118857848605
2.45,0.0828489358175557
2.46,0.0837236543624883
2.47,0.084534656275486
2.48,0.0852805564123764
2.49,0.0859599696289868
2.5,0.0865715107811449
2.51,0.087113794724678
2.52,0.0875854363154137
2.53,0.0879850504091794
2.54,0.0883112518618029
2.55,0.0885626555291112
2.56,0.0887378762669323
2.57,0.0888355289310934
2.58,0.0888542283774221
2.59,0.088792589461746
2.6,0.0886492270398923
2.61,0.0884227559676889
2.62,0.088111791100963
2.63,0.0877149472955423
2.64,0.0872308394072541
2.65,0.086658082291926
2.66,0.0859952908053856
2.67,0.0852410798034603
2.68,0.0843940641419775
2.69,0.0834528586767649
2.7,0.08241607826365
2.71,0.08128233775846
2.72,0.0800502520170228
2.73,0.0787184358951657
2.74,0.0772855042487161
2.75,0.0757500719335018
2.76,0.0741107538053501
2.77,0.0723661647200884
2.78,0.0705149195335445
2.79,0.0685556331015456
2.8,0.0664869202799193
2.81,0.0643073959244932
2.82,0.0620156748910947
2.83,0.0596103720355514
2.84,0.0570901022136908
2.85,0.0544534802813402
2.86,0.0516991210943273
2.87,0.0488256395084794
2.88,0.0458316503796244
2.89,0.0427157685635893
2.9,0.0394766089162021
2.91,0.0361127862932899
2.92,0.0326229155506805
2.93,0.029005611544201
2.94,0.0252594891296794
2.95,0.0213831631629428
2.96,0.0173752484998189
2.97,0.0132343599961351
2.98,0.0089591125077191
2.99,0.0045481208903981
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0164374376026462
4.02,0.0334312934082923
4.03,0.0509839279509398
4.04,0.0690977017645863
4.05,0.0877749753832334
4.06,0.1070181093408815
4.07,0.1268294641715331
4.08,0.1472114004091843
4.09,0.1681662785878374
4.1,0.1896964592414936
4.11,0.2118043029041538
4.12,0.2344921701098156
4.13,0.2577624213924805
4.14,0.2816174172861497
4.15,0.3060595183248248
4.16,0.3310910850425031
4.17,0.3567144779731849
4.18,0.3829320576508727
4.19,0.4097461846095682
4.2,0.4371592193832674
4.21,0.4651735225059726
4.22,0.4937914545116844
4.23,0.5230153759344063
4.24,0.5528476473081322
4.25,0.5832906291668654
4.26,0.6143466820446075
4.27,0.6460181664753574
4.28,0.6783074429931184
4.29,0.7112168721318861
4.3,0.7447488144256628
4.31,0.7789056304084498
4.32,0.8136896806142496
4.33,0.8491033255770564
4.34,0.885148925830874
4.35,0.9218288419097024
4.36,0.9591454343475468
4.37,0.9971010636783988
4.38,1.035698090436262
4.39,1.0749388751551388
4.4,1.1148257783690316
4.41,1.155361160611934
4.42,1.1965473824178503
4.43,1.23838680432078
4.44,1.280881786854728
4.45,1.324034690553686
4.46,1.3678478759516597
4.47,1.412323703582648
4.48,1.457464533980656
4.49,1.503272727679676
4.5,1.5497506452137122
4.51,1.5969006471167655
4.52,1.6447250939228348
4.53,1.6932263461659265
4.54,1.7424067643800312
4.55,1.7922687090991538
4.56,1.842814540857295
4.57,1.894046620188459
4.58,1.9459673076266373
4.59,1.998578963705836
4.6,2.051883948960053
4.61,2.105884623923296
4.62,2.1605833491295545
4.63,2.215982485112834
4.64,2.272084392407133
4.65,2.3288914315464604
4.66,2.386405963064804
4.67,2.4446303474961684
4.68,2.503566945374557
4.69,2.5632181172339727
4.7,2.6235862236084064
4.71,2.684673625031864
4.72,2.746482682038345
4.73,2.809015755161856
4.74,2.8722752049363867
4.75,2.9362633918959418
4.76,3.000982676574522
4.77,3.066435419506128
4.78,3.132623981224765
4.79,3.199550722264423
4.8,3.2672180031591065
4.81,3.335628184442819
4.82,3.4047836266495635
4.83,3.47468669031333
4.84,3.545339735968124
4.85,3.6167451241479474
4.86,3.688905215386805
4.87,3.761822370218685
4.88,3.835498949177597
4.89,3.909937312797536
4.9,3.985139821612512
4.91,4.061108836156512
4.92,4.137846716963544
4.93,4.215355824567604
4.94,4.293638519502705
4.95,4.37269716230283
4.96,4.452534113501988
4.97,4.53315173363418
4.98,4.614552383233408
4.99,4.696738422833664
5.0,4.779712212968954
5.01,4.863476114173277
5.02,4.948032486980635
5.03,5.033383691925035
5.04,5.119532089540461
5.05,5.206480040360924
5.06,5.294229904920423
5.07,5.382784043752964
5.08,5.472144817392534
5.09,5.56231458637314
5.1,5.653295711228785
5.11,5.745090552493474
5.12,5.837701470701192
5.13,5.9311308263859495
5.14,6.025380980081745
5.15,6.12045429232259
5.16,6.216353123642461
5.17,6.3130798345753725
5.18,6.410636785655326
5.19,6.509026337416327
5.2,6.608250850392359
5.21,6.708312685117434
5.22,6.809214202125547
5.23,6.910957761950713
5.24,7.013545725126912
5.25,7.116980452188152
5.26,7.221264303668434
5.27,7.326399640101759
5.28,7.432388822022138
5.29,7.539234209963549
5.3,7.646938164460006
5.31,7.755503046045507
5.32,7.864931215254062
5.33,7.9752250326196545
5.34,8.086386858676287
5.35,8.198419053957966
5.36,8.311323978998706
5.37,8.42510399433248
5.38,8.539761460493299
5.39,8.655298738015166
5.4,8.77171818743209
5.41,8.88902216927805
5.42,9.007213044087065
5.43,9.12629317239312
5.44,9.246264914730236
5.45,9.367130631632392
5.46,9.4888926836336
5.47,9.611553431267854
5.48,9.735115235069172
5.49,9.859580455571528
5.5,9.984951453308936
5.51,10.111230588815394
5.52,10.238420222624905
5.53,10.366522715271476
5.54,10.49554042728909
5.55,10.625475719211757
5.56,10.756330951573474
5.57,10.888108484908258
5.58,11.02081067975008
5.59,11.154439896632963
5.6,11.288998496090898
5.61,11.424488838657895
5.62,11.560913284867944
5.63,11.698274195255042
5.64,11.836573930353197
5.65,11.97581485069642
5.66,12.115999316818687
5.67,12.257129689254011
5.68,12.399208328536387
5.69,12.54223759519984
5.7,12.686219849778336
5.71,12.83115745280589
5.72,12.977052764816504
5.73,13.123908146344188
5.74,13.271725957922918
5.75,13.42050856008671
5.76,13.570258313369555
5.77,13.720977578305463
5.78,13.872668715428452
5.79,14.02533408527248
5.8,14.178976048371574
5.81,14.333596965259728
5.82,14.489199196470956
5.83,14.645785102539232
5.84,14.803357043998574
5.85,14.961917381382978
5.86,15.12146847522646
5.87,15.282012686062988
5.88,15.44355237442658
5.89,15.60608990085124
5.9,15.769627625870978
5.91,15.934167910019768
5.92,16.09971311383162
5.93,16.266265597840537
5.94,16.43382772258054
5.95,16.602401848585586
5.96,16.771990336389706
5.97,16.942595546526892
5.98,17.11421983953116
5.99,17.286865575936478
6.0,17.46053511627687
6.01,17.635230821086324
6.02,17.810955050898848
6.03,17.987710166248462
6.04,18.16549852766913
6.05,18.34432249569486
6.06,18.524184430859663
6.07,18.705086693697552
6.08,18.8870316447425
6.09,19.07002164452852
6.1,19.254059053589607
6.11,19.439146232459784
6.12,19.625285541673016
6.13,19.81247934176332
6.14,20.0007299932647
6.15,20.190039856711163
6.16,20.38041129263669
6.17,20.57184666157529
6.18,20.764348324060965
6.19,20.957918640627728
6.2,21.152559971809552
6.21,21.34827467814045
6.22,21.545065120154423
6.23,21.742933658385493
6.24,21.94188265336762
6.25,22.14191446563482
6.26,22.343031455721103
6.27,22.545235984160456
6.28,22.74853041148691
6.29,22.952917098234423
6.3,23.15839840493702
6.31,23.364976692128685
6.32,23.572654320343457
6.33,23.78143365011529
6.34,23.991317041978192
6.35,24.20230685646618
6.36,24.414405454113272
6.37,24.627615195453423
6.38,24.841938441020652
6.39,25.05737755134897
6.4,25.273934886972384
6.41,25.49161280842486
6.42,25.710413676240428
6.43,25.930339850953068
6.44,26.151393693096807
6.45,26.37357756320563
6.46,26.59689382181352
6.47,26.8213448294545
6.48,27.04693294666258
6.49,27.27366053397173
6.5,27.50152995191596
6.51,27.73054356102929
6.52,27.96070372184569
6.53,28.192012794899203
6.54,28.42447314072378
6.55,28.658087119853445
6.56,28.892857092822204
6.57,29.128785420164057
6.58,29.365874462412982
6.59,29.604126580103006
6.6,29.843544133768116
6.61,30.08412948394233
6.62,30.32588499115962
6.63,30.568813015953992
6.64,30.81291591885946
6.65,31.05819606041004
6.66,31.304655801139685
6.67,31.552297501582423
6.68,31.80112352227225
6.69,32.0511362237432
6.7,32.302337966529215
6.71,32.554731111164315
6.72,32.80831801818252
6.73,33.06310104811783
6.74,33.319082561504224
6.75,33.5762649188757
6.76,33.83465048076628
6.77,34.09424160770995
6.78,34.35504066024074
6.79,34.6170499988926
6.8,34.88027198419955
6.81,35.1447089766956
6.82,35.41036333691477
6.83,35.67723742539101
6.84,35.945333602658366
6.85,36.2146542292508
6.86,36.48520166570236
6.87,36.756978272547
6.88,37.02998641031873
6.89,37.304228439551565
6.9,37.57970672077953
6.91,37.85642361453655
6.92,38.1343814813567
6.93,38.41358268177392
6.94,38.69402957632228
6.95,38.97572452553571
6.96,39.25866988994825
6.97,39.542868030093885
6.98,39.828321306506645
6.99,40.11503207972049
7.0,40.40300271026943
7.01,40.692235558687486
7.02,40.98273298550863
7.03,41.27449735126691
7.04,41.56753101649626
7.05,41.86183634173073
7.06,42.1574156875043
7.07,42.454271414351
7.08,42.75240588280477
7.09,43.05182145339965
7.1,43.35252048666965
7.11,43.65450534314876
7.12,43.95777838337097
7.13,44.262341967870285
7.14,44.56819845718069
7.15,44.87535021183625
7.16,45.18379959237088
7.17,45.49354895931863
7.18,45.80460067321347
7.19,46.11695709458946
7.2,46.43062058398053
7.21,46.74559350192071
7.22,47.061878208944
7.23,47.37947706558443
7.24,47.69839243237594
7.25,48.018626669852566
7.26,48.3401821385483
7.27,48.66306119899714
7.28,48.98726621173313
7.29,49.3127995372902
7.3,49.63966353620238
7.31,49.96786056900368
7.32,50.297392996228126
7.33,50.62826317840965
7.34,50.960473476082285
7.35,51.294026249780046
7.36,51.62892386003693
7.37,51.96516866738692
7.38,52.30276303236403
7.39,52.64170931550224
7.4,52.982009877335614
7.41,53.32366707839806
7.42,53.666683279223626
7.43,54.0110608403463
7.44,54.35680212230014
7.45,54.70390948561906
7.46,55.0523852908371
7.47,55.402231898488274
7.48,55.75345166910657
7.49,56.10604696322597
7.5,56.46002014138049
7.51,56.81537356410412
7.52,57.17210959193088
7.53,57.5302305853948
7.54,57.8897389050298
7.55,58.25063691136992
7.56,58.61292696494916
7.57,58.97661142630156
7.58,59.341692655961054
7.59,59.70817301446166
7.6,60.0760548623374
7.61,60.44534056012229
7.62,60.81603246835027
7.63,61.188132947555374
7.64,61.561644358271614
7.65,61.93656906103301
7.66,62.31290941637348
7.67,62.6906677848271
7.68,63.06984652692783
7.69,63.45044800320973
7.7,63.83247457420672
7.71,64.21592860045283
7.72,64.60081244248208
7.73,64.98712846082849
7.74,65.37487901602599
7.75,65.76406646860862
7.76,66.15469317911037
7.77,66.54676150806526
7.78,66.9402738160073
7.79,67.33523246347045
7.8,67.73163981098872
7.81,68.12949821909613
7.82,68.5288100483267
7.83,68.92957765921439
7.84,69.33180341229318
7.85,69.73548966809712
7.86,70.14063878716021
7.87,70.54725313001641
7.88,70.95533505719976
7.89,71.36488692924421
7.9,71.77591110668384
7.91,72.18840995005257
7.92,72.60238581988445
7.93,73.01784107671344
7.94,73.4347780810736
7.95,73.85319919349888
7.96,74.27310677452331
7.97,74.69450318468083
7.98,75.11739078450557
7.99,75.54177193453137
8.0,75.96764899529234
8.01,76.39502432732245
8.02,76.82390029115567
8.03,77.25427924732604
8.04,77.68616355636755
8.05,78.11955557881426
8.06,78.55445767520006
8.07,78.99087220605897
8.08,79.42880153192505
8.09,79.86824801333223
8.1,80.30921401081459
8.11,80.75170188490607
8.12,81.19571399614068
8.13,81.64125270505257
8.14,82.08832037217547
8.15,82.53691935804352
8.16,82.98705202319073
8.17,83.43872072815105
8.18,83.89192783345855
8.19,84.34667569964718
8.2,84.80296668725096
8.21,85.26080315680393
8.22,85.72018746884001
8.23,86.1811219838932
8.24,86.64360906249757
8.25,87.10765106518706
8.26,87.57325035249572
8.27,88.04040928495749
8.28,88.50913022310644
8.29,88.97941552747652
8.3,89.45126755860183
8.31,89.92468867701622
8.32,90.39968124325374
8.33,90.87624761784843
8.34,91.35439016133428
8.35,91.83411123424524
8.36,92.31541319711536
8.37,92.79829841047862
8.38,93.28276923486914
8.39,93.76882803082071
8.4,94.25647715886744
8.41,94.74571897954333
8.42,95.23655585338236
8.43,95.72899014091853
8.44,96.22302420268588
8.45,96.71866039921836
8.46,97.21590109105009
8.47,97.7147486387149
8.48,98.21520540274685
8.49,98.71727374367994
8.5,99.22095602204818
8.51,99.7262545983856
8.52,100.23317183322618
8.53,100.7417100871039
8.54,101.25187172055276
8.55,101.7636590941069
8.56,102.27707456830008
8.57,102.79212050366644
8.58,103.30879926073996
8.59,103.8271132000546
8.6,104.34706468214443
8.61,104.8686560675434
8.62,105.39188971678551
8.63,105.91676799040492
8.64,106.4432932489354
8.65,106.97146785291102
8.66,107.50129416286578
8.67,108.03277453933372
8.68,108.5659113428488
8.69,109.10070693394508
8.7,109.6371636731565
8.71,110.17528392101715
8.72,110.71507003806092
8.73,111.25652438482184
8.74,111.79964932183393
8.75,112.34444720963111
8.76,112.89092040874752
8.77,113.4390712797171
8.78,113.9889021830738
8.79,114.54041547935172
8.8,115.09361352908486
8.81,115.64849869280708
8.82,116.20507333105245
8.83,116.763339804355
8.84,117.32330047324872
8.85,117.8849576982676
8.86,118.44831383994564
8.87,119.01337125881687
8.88,119.58013231541534
8.89,120.1485993702749
8.9,120.71877478392965
8.91,121.29066091691352
8.92,121.86426012976057
8.93,122.4395747830048
8.94,123.0166072371802
8.95,123.59535985282076
8.96,124.1758349904606
8.97,124.7580350106335
8.98,125.3419622738736
8.99,125.92761914071484
9.0,126.51500797169126
9.01,127.10413112733686
9.02,127.69499096818564
9.03,128.28758985477157
9.04,128.88193014762868
9.05,129.4780142072911
9.06,130.07584439429257
9.07,130.67542306916718
9.08,131.27675259244896
9.09,131.87983532467197
9.1,132.48467362637012
9.11,133.09126985807748
9.12,133.69962638032797
9.13,134.30974555365577
9.14,134.92162973859462
9.15,135.5352812956787
9.16,136.15070258544188
9.17,136.7678959684183
9.18,137.38686380514187
9.19,138.00760845614664
9.2,138.63013228196655
9.21,139.2544376431358
9.22,139.88052690018804
9.23,140.50840241365754
9.24,141.1380665440782
9.25,141.769521651984
9.26,142.402770097909
9.27,143.03781424238724
9.28,143.67465644595256
9.29,144.31329906913916
9.3,144.95374447248102
9.31,145.59599501651192
9.32,146.24005306176605
9.33,146.8859209687773
9.34,147.53360109807974
9.35,148.18309581020748
9.36,148.83440746569426
9.37,149.4875384250743
9.38,150.14249104888165
9.39,150.79926769765
9.4,151.4578707319136
9.41,152.11830251220636
9.42,152.78056539906228
9.43,153.44466175301542
9.44,154.11059393459976
9.45,154.77836430434925
9.46,155.44797522279808
9.47,156.11942905047997
9.48,156.79272814792907
9.49,157.4678748756793
9.5,158.14487159426477
9.51,158.82372066421942
9.52,159.50442444607725
9.53,160.18698530037227
9.54,160.87140558763852
9.55,161.55768766841
9.56,162.2458339032206
9.57,162.9358466526044
9.58,163.6277282770954
9.59,164.32148113722755
9.6,165.01710759353492
9.61,165.71461000655142
9.62,166.41399073681123
9.63,167.11525214484828
9.64,167.8183965911964
9.65,168.52342643638974
9.66,169.23034404096225
9.67,169.939151765448
9.68,170.64985197038092
9.69,171.36244701629502
9.7,172.07693926372434
9.71,172.79333107320295
9.72,173.51162480526463
9.73,174.23182282044357
9.74,174.95392747927363
9.75,175.67794114228894
9.76,176.40386617002343
9.77,177.1317049230111
9.78,177.86145976178602
9.79,178.59313304688206
9.8,179.3267271388335
9.81,180.06224439817402
9.82,180.79968718543768
9.83,181.53905786115857
9.84,182.28035878587067
9.85,183.023592320108
9.86,183.7687608244044
9.87,184.5158666592941
9.88,185.2649121853112
9.89,186.0158997629892
9.9,186.76883175286252
9.91,187.52371051546507
9.92,188.2805384113308
9.93,189.03931780099367
9.94,189.80005104498773
9.95,190.5627405038471
9.96,191.3273885381057
9.97,192.09399750829752
9.98,192.86256977495643
9.99,193.63310769861656
10.0,194.40561363981195
10.01,195.1800899590765
10.02,195.95653901694425
10.03,196.7349631739492
10.04,197.51536479062537
10.05,198.2977462275069
10.06,199.08210984512752
10.07,199.8684580040213
10.08,200.6567930647223
10.09,201.4471173877645
10.1,202.239433333682
10.11,203.0337432630086
10.12,203.83004953627847
10.13,204.6283545140257
10.14,205.428660556784
10.15,206.2309700250874
10.16,207.0352852794701
10.17,207.84160868046604
10.18,208.64994258860915
10.19,209.46028936443344
10.2,210.27265136847305
10.21,211.08703096126197
10.22,211.90343050333388
10.23,212.7218523552231
10.24,213.5422988774635
10.25,214.36477243058908
10.26,215.189275375134
10.27,216.015810071632
10.28,216.84437888061723
10.29,217.67498416262373
10.3,218.5076282781856
10.31,219.3423135878365
10.32,220.1790424521106
10.33,221.017817231542
10.34,221.85864028666455
10.35,222.70151397801237
10.36,223.54644066611937
10.37,224.39342271151955
10.38,225.2424624747472
10.39,226.09356231633583
10.4,226.9467245968197
10.41,227.8019516767328
10.42,228.6592459166092
10.43,229.5186096769827
10.44,230.3800453183875
10.45,231.24355520135745
10.46,232.10914168642688
10.47,232.97680713412927
10.48,233.84655390499896
10.49,234.71838435956985
10.5,235.59230085837592
10.51,236.46830576195129
10.52,237.3464014308298
10.53,238.2265902255456
10.54,239.10887450663256
10.55,239.99325663462497
10.56,240.8797389700564
10.57,241.76832387346116
10.58,242.65901370537307
10.59,243.5518108263261
10.6,244.44671759685448
10.61,245.3437363774921
10.62,246.24286952877293
10.63,247.14411941123112
10.64,248.0474883854004
10.65,248.9529788118149
10.66,249.8605930510086
10.67,250.7703334635156
10.68,251.6822024098698
10.69,252.59620225060524
10.7,253.51233534625587
10.71,254.4306040573559
10.72,255.35101074443895
10.73,256.2735577680394
10.74,257.19824748869087
10.75,258.1250822669278
10.76,259.0540644632838
10.77,259.9851964382931
10.78,260.9184805524896
10.79,261.8539191664073
10.8,262.79151464058043
10.81,263.73126933554266
10.82,264.6731856118281
10.83,265.61726582997073
10.84,266.5635123505047
10.85,267.51192753396384
10.86,268.46251374088223
10.87,269.41527333179386
10.88,270.3702086672329
10.89,271.327322107733
10.9,272.28661601382834
10.91,273.2480927460529
10.92,274.2117546649407
10.93,275.17760413102576
10.94,276.1456435048421
10.95,277.11587514692354
10.96,278.08830141780453
10.97,279.06292467801853
10.98,280.03974728809976
10.99,281.01877160858226
11.0,282.0
11.01,282.98341516418594
11.02,283.9689211681688
11.03,284.9564024202762
11.04,285.945743328836
11.05,286.93682830217585
11.06,287.92954174862325
11.07,288.923768076506
11.08,289.9193916941518
11.09,290.9162970098883
11.1,291.91436843204315
11.11,292.9134903689442
11.12,293.91354722891896
11.13,294.9144234202953
11.14,295.91600335140066
11.15,296.9181714305629
11.16,297.9208120661096
11.17,298.9238096663684
11.18,299.9270486396673
11.19,300.9304133943336
11.2,301.9337883386952
11.21,302.93705788108
11.22,303.9401064298152
11.23,304.9428183932285
11.24,305.945078179648
11.25,306.9467701974012
11.26,307.9477788548156
11.27,308.9479885602192
11.28,309.94728372193947
11.29,310.94554874830413
11.3,311.942668047641
11.31,312.9385260282776
11.32,313.9330070985417
11.33,314.92599566676085
11.34,315.9173761412628
11.35,316.9070329303753
11.36,317.8948504424262
11.37,318.88071308574274
11.38,319.86450526865315
11.39,320.8461113994847
11.4,321.8254158865651
11.41,322.80230313822216
11.42,323.7766575627835
11.43,324.74836356857696
11.44,325.71730556393
11.45,326.6833679571704
11.46,327.64643515662607
11.47,328.60639157062417
11.48,329.5631216074929
11.49,330.51650967555963
11.5,331.46644018315214
11.51,332.4127975385982
11.52,333.3554661502254
11.53,334.2943304263614
11.54,335.22927477533403
11.55,336.16018360547093
11.56,337.08694132509964
11.57,338.00943234254794
11.58,338.9275410661435
11.59,339.841151904214
11.6,340.7501492650872
11.61,341.6544175570906
11.62,342.55384118855216
11.63,343.4483045677994
11.64,344.33769210316
11.65,345.2218882029616
11.66,346.100777275532
11.67,346.9742437291988
11.68,347.84217197228963
11.69,348.7044464131324
11.7,349.5609514600545
11.71,350.4115715213841
11.72,351.2561910054484
11.73,352.09469432057523
11.74,352.9269658750922
11.75,353.75289007732715
11.76,354.57235133560766
11.77,355.38523405826146
11.78,356.19142265361626
11.79,356.99080152999966
11.8,357.78325509573955
11.81,358.56866775916336
11.82,359.34692392859887
11.83,360.1179080123737
11.84,360.8815044188156
11.85,361.63759755625233
11.86,362.3860718330116
11.87,363.1268116574208
11.88,363.859701437808
11.89,364.5846255825006
11.9,365.3014684998264
11.91,366.0101145981131
11.92,366.7104482856882
11.93,367.4023539708797
11.94,368.085716062015
11.95,368.760418967422
11.96,369.4263470954284
11.97,370.0833848543616
11.98,370.7314166525495
11.99,371.3703268983198
12.0,372.0
12.01,372.6203518932756
12.02,373.2314246232624
12.03,373.8332917624337
12.04,374.426026883263
12.05,375.00970355822375
12.06,375.58439535978926
12.07,376.1501758604331
12.08,376.70711863262846
12.09,377.255297248849
12.1,377.794785281568
12.11,378.3256563032589
12.12,378.8479838863953
12.13,379.3618416034504
12.14,379.8673030268977
12.15,380.3644417292107
12.16,380.85333128286265
12.17,381.3340452603271
12.18,381.8066572340774
12.19,382.271240776587
12.2,382.7278694603294
12.21,383.176616857778
12.22,383.617556541406
12.23,384.0507620836871
12.24,384.4763070570946
12.25,384.8942650341019
12.26,385.30470958718246
12.27,385.7077142888097
12.28,386.1033527114572
12.29,386.491698427598
12.3,386.87282500970593
12.31,387.2468060302542
12.32,387.6137150617162
12.33,387.9736256765654
12.34,388.3266114472753
12.35,388.6727459463192
12.36,389.01210274617057
12.37,389.3447554193029
12.38,389.6707775381896
12.39,389.99024267530393
12.4,390.3032244031194
12.41,390.6097962941096
12.42,390.9100319207478
12.43,391.2040048555073
12.44,391.49178867086175
12.45,391.7734569392844
12.46,392.0490832332488
12.47,392.3187411252284
12.48,392.5825041876964
12.49,392.8404459931264
12.5,393.0926401139918
12.51,393.339160122766
12.52,393.5800795919225
12.53,393.81547209393455
12.54,394.0454112012757
12.55,394.2699704864194
12.56,394.4892235218391
12.57,394.7032438800079
12.58,394.9121051333996
12.59,395.1158808544874
12.6,395.3146446157448
12.61,395.5084699896453
12.62,395.69743054866217
12.63,395.881599865269
12.64,396.0610515119391
12.65,396.235859061146
12.66,396.4060960853629
12.67,396.5718361570634
12.68,396.7331528487208
12.69,396.8901197328086
12.7,397.0428103818004
12.71,397.1912983681692
12.72,397.3356572643888
12.73,397.4759606429325
12.74,397.61228207627374
12.75,397.7446951368858
12.76,397.8732733972424
12.77,397.9980904298166
12.78,398.119219807082
12.79,398.236735101512
12.8,398.3507098855802
12.81,398.4612177317597
12.82,398.5683322125242
12.83,398.6721269003469
12.84,398.77267536770137
12.85,398.87005118706105
12.86,398.9643279308992
12.87,399.0555791716894
12.88,399.14387848190495
12.89,399.22929943401937
12.9,399.31191560050615
12.91,399.3918005538384
12.92,399.46902786649
12.93,399.5436711109341
12.94,399.615803859644
12.95,399.6854996850932
12.96,399.7528321597553
12.97,399.8178748561037
12.98,399.88070134661154
12.99,399.9413852037525
13.0,400.0
13.01,400.0566112627116
13.02,400.1112523387816
13.03,400.163948529989
13.04,400.214725138112
13.05,400.2636074649295
13.06,400.31062081222
13.07,400.3557904817621
13.08,400.39914177533456
13.09,400.4406999947158
13.1,400.4804904416848
13.11,400.51853841801983
13.12,400.55486922549966
13.13,400.589508165903
13.14,400.6224805410084
13.15,400.6538116525945
13.16,400.6835268024399
13.17,400.71165129232327
13.18,400.7382104240232
13.19,400.7632294993183
13.2,400.78673381998726
13.21,400.8087486878087
