wind_speed,FREEN 20 kW
3.65,0.1773867432470734
3.66,0.1801643381129567
3.67,0.182979333012058
3.68,0.185832208374734
3.69,0.1887234446313409
3.7,0.191653522212235
3.71,0.1946229215477727
3.72,0.1976321230683103
3.73,0.2006816072042039
3.74,0.2037718543858103
3.75,0.2069033450434854
3.76,0.2100765596075857
3.77,0.2132919785084676
3.78,0.2165500821764873
3.79,0.2198513510420012
3.8,0.2231962655353655
3.81,0.2265853060869367
3.82,0.230018953127071
3.83,0.2334976870861249
3.84,0.2370219883944544
3.85,0.2405923374824162
3.86,0.2442092147803664
3.87,0.2478731007186614
3.88,0.2515844757276575
3.89,0.255343820237711
3.9,0.2591516146791782
3.91,0.2630083394824157
3.92,0.2669144750777794
3.93,0.270870501895626
3.94,0.2748769003663115
3.95,0.2789341509201926
3.96,0.2830427339876253
3.97,0.2872031299989662
3.98,0.2914158193845713
3.99,0.2956812825747972
4.0,0.3
4.01,0.3043723623778588
4.02,0.3087984015753433
4.03,0.3132780597467463
4.04,0.3178112790463593
4.05,0.3223980016284752
4.06,0.3270381696473861
4.07,0.3317317252573849
4.08,0.3364786106127631
4.09,0.3412787678678137
4.1,0.3461321391768288
4.11,0.3510386666941011
4.12,0.3559982925739223
4.13,0.3610109589705853
4.14,0.3660766080383821
4.15,0.3711951819316056
4.16,0.3763666228045477
4.17,0.3815908728115005
4.18,0.386867874106757
4.19,0.3921975688446095
4.2,0.3975798991793497
4.21,0.4030148072652705
4.22,0.4085022352566641
4.23,0.4140421253078233
4.24,0.4196344195730396
4.25,0.4252790602066058
4.26,0.4309759893628143
4.27,0.4367251491959574
4.28,0.4425264818603279
4.29,0.4483799295102173
4.3,0.4542854342999183
4.31,0.4602429383837236
4.32,0.4662523839159255
4.33,0.4723137130508157
4.34,0.4784268679426872
4.35,0.4845917907458319
4.36,0.4908084236145432
4.37,0.497076708703112
4.38,0.5033965881658313
4.39,0.5097680041569936
4.4,0.5161908988308916
4.41,0.5226652143418168
4.42,0.5291908928440618
4.43,0.5357678764919193
4.44,0.5423961074396819
4.45,0.5490755278416409
4.46,0.5558060798520894
4.47,0.5625877056253197
4.48,0.5694203473156245
4.49,0.5763039470772953
4.5,0.5832384470646247
4.51,0.5902237894319056
4.52,0.5972599163334297
4.53,0.6043467699234903
4.54,0.6114842923563788
4.55,0.6186724257863878
4.56,0.6259111123678095
4.57,0.6332002942549374
4.58,0.6405399136020622
4.59,0.647929912563477
4.6,0.6553702332934742
4.61,0.6628608179463469
4.62,0.6704016086763859
4.63,0.6779925476378843
4.64,0.6856335769851347
4.65,0.6933246388724297
4.66,0.7010656754540606
4.67,0.7088566288843202
4.68,0.7166974413175013
4.69,0.7245880549078966
4.7,0.7325284118097972
4.71,0.740518454177496
4.72,0.7485581241652853
4.73,0.7566473639274585
4.74,0.7647861156183065
4.75,0.7729743213921219
4.76,0.7812119234031973
4.77,0.7894988638058253
4.78,0.7978350847542987
4.79,0.8062205284029087
4.8,0.814655136905948
4.81,0.8231388524177092
4.82,0.8316716170924856
4.83,0.8402533730845676
4.84,0.8488840625482484
4.85,0.8575636276378206
4.86,0.8662920105075773
4.87,0.8750691533118092
4.88,0.8838949982048092
4.89,0.89276948734087
4.9,0.9016925628742848
4.91,0.910664166959344
4.92,0.9196842417503414
4.93,0.9287527294015684
4.94,0.937869572067319
4.95,0.9470347119018832
4.96,0.9562480910595548
4.97,0.9655096516946264
4.98,0.9748193359613904
4.99,0.9841770860141378
5.0,0.9935828440071616
5.01,1.0030365520947548
5.02,1.0125381524312091
5.03,1.022087587170818
5.04,1.031684798467872
5.05,1.0413297284766645
5.06,1.0510223193514876
5.07,1.0607625132466352
5.08,1.0705502523163966
5.09,1.0803854787150664
5.1,1.0902681345969358
5.11,1.1001981621162995
5.12,1.1101755034274463
5.13,1.120200100684671
5.14,1.1302718960422649
5.15,1.140390831654522
5.16,1.1505568496757324
5.17,1.1607698922601892
5.18,1.171029901562185
5.19,1.1813368197360137
5.2,1.1916905889359648
5.21,1.202091151316332
5.22,1.2125384490314075
5.23,1.223032424235485
5.24,1.2335730190828549
5.25,1.24416017572781
5.26,1.2547938363246431
5.27,1.2654739430276465
5.28,1.2762004379911127
5.29,1.2869732633693338
5.3,1.297792361316602
5.31,1.30865767398721
5.32,1.3195691435354506
5.33,1.3305267121156148
5.34,1.3415303218819956
5.35,1.3525799149888853
5.36,1.363675433590578
5.37,1.3748168198413633
5.38,1.386004015895535
5.39,1.397236963907384
5.4,1.4085156060312063
5.41,1.41983988442129
5.42,1.4312097412319296
5.43,1.442625118617417
5.44,1.454085958732046
5.45,1.465592203730106
5.46,1.4771437957658915
5.47,1.4887406769936942
5.48,1.5003827895678077
5.49,1.5120700756425225
5.5,1.523802477372131
5.51,1.5355799369109262
5.52,1.5474023964132015
5.53,1.5592697980332488
5.54,1.5711820839253592
5.55,1.5831391962438257
5.56,1.5951410771429406
5.57,1.6071876687769973
5.58,1.6192789133002867
5.59,1.6314147528671017
5.6,1.6435951296317342
5.61,1.655819985748478
5.62,1.668089263371624
5.63,1.680402904655465
5.64,1.6927608517542931
5.65,1.7051630468224026
5.66,1.7176094320140822
5.67,1.7300999494836269
5.68,1.742634541385328
5.69,1.7552131498734802
5.7,1.7678357171023722
5.71,1.780502185226298
5.72,1.793212496399551
5.73,1.805966592776423
5.74,1.818764416511205
5.75,1.83160590975819
5.76,1.8444910146716704
5.77,1.85741967340594
5.78,1.8703918281152905
5.79,1.8834074209540128
5.8,1.8964663940764
5.81,1.9095686896367448
5.82,1.92271424978934
5.83,1.935903016688477
5.84,1.9491349324884488
5.85,1.9624099393435464
5.86,1.9757279794080649
5.87,1.989088994836294
5.88,2.002492927782527
5.89,2.0159397204010565
5.9,2.0294293148461757
5.91,2.042961653272174
5.92,2.0565366778333463
5.93,2.0701543306839847
5.94,2.083814553978382
5.95,2.0975172898708285
5.96,2.111262480515618
5.97,2.1250500680670426
5.98,2.1388799946793964
5.99,2.152752202506968
6.0,2.166666633704052
6.01,2.180623230424941
6.02,2.1946219348239264
6.03,2.208662689055303
6.04,2.22274543527336
6.05,2.236870115632391
6.06,2.2510366722866872
6.07,2.265245047390545
6.08,2.2794951830982515
6.09,2.2937870215641016
6.1,2.308120504942388
6.11,2.3224955753874035
6.12,2.3369121750534383
6.13,2.351370246094786
6.14,2.3658697306657386
6.15,2.3804105709205903
6.16,2.3949927090136303
6.17,2.409616087099153
6.18,2.424280647331451
6.19,2.438986331864816
6.2,2.45373308285354
6.21,2.468520842451915
6.22,2.483349552814235
6.23,2.498219156094792
6.24,2.5131295944478764
6.25,2.528080810027782
6.26,2.5430727449888018
6.27,2.5581053414852266
6.28,2.573178541671351
6.29,2.5882922877014654
6.3,2.603446521729862
6.31,2.6186411859108336
6.32,2.6338762223986745
6.33,2.649151573347675
6.34,2.6644671809121263
6.35,2.679822987246323
6.36,2.6952189345045583
6.37,2.710654964841122
6.38,2.726131020410307
6.39,2.741647043366405
6.4,2.7572029758637124
6.41,2.7727987600565167
6.42,2.7884343380991123
6.43,2.804109652145792
6.44,2.8198246443508483
6.45,2.835579256868571
6.46,2.851373431853255
6.47,2.867207111459192
6.48,2.883080237840676
6.49,2.8989927531519952
6.5,2.914944599547445
6.51,2.930935719181318
6.52,2.946966054207905
6.53,2.9630355467815006
6.54,2.9791441390563937
6.55,2.995291773186879
6.56,3.011478391327249
6.57,3.0277039356317963
6.58,3.043968348254811
6.59,3.0602715713505875
6.6,3.076613547073417
6.61,3.092994217577595
6.62,3.109413525017409
6.63,3.1258714115471538
6.64,3.1423678193211217
6.65,3.1589026904936066
6.66,3.175475967218897
6.67,3.1920875916512883
6.68,3.208737505945072
6.69,3.225425652254542
6.7,3.242151972733988
6.71,3.258916409537703
6.72,3.2757189048199797
6.73,3.292559400735112
6.74,3.3094378394373893
6.75,3.3263541630811067
6.76,3.343308313820554
6.77,3.3603002338100256
6.78,3.377329865203815
6.79,3.394397150156211
6.8,3.411502030821508
6.81,3.428644449353998
6.82,3.445824347907974
6.83,3.4630416686377266
6.84,3.480296353697551
6.85,3.4975883452417365
6.86,3.5149175854245773
6.87,3.532284016400366
6.88,3.5496875803233925
6.89,3.5671282193479525
6.9,3.5846058756283377
6.91,3.6021204913188374
6.92,3.6196720085737466
6.93,3.637260369547357
6.94,3.6548855163939633
6.95,3.6725473912678535
6.96,3.690245936323322
6.97,3.7079810937146616
6.98,3.725752805596166
6.99,3.743561014122125
7.0,3.7614056614468296
7.01,3.779286689724577
7.02,3.797204041109655
7.03,3.81515765775636
7.04,3.8331474818189815
7.05,3.851173455451812
7.06,3.869235520809145
7.07,3.887333620045273
7.08,3.905467695314487
7.09,3.92363768877108
7.1,3.941843542569343
7.11,3.960085198863572
7.12,3.978362599808057
7.13,3.996675687557089
7.14,4.015024404264961
7.15,4.033408692085971
7.16,4.051828493174401
7.17,4.0702837496845525
7.18,4.088774403770712
7.19,4.107300397587177
7.2,4.1258616732882345
7.21,4.14445817302818
7.22,4.163089838961304
7.23,4.181756613241903
7.24,4.200458438024263
7.25,4.219195255462681
7.26,4.2379670077114495
7.27,4.256773636924857
7.28,4.2756150852572015
7.29,4.29449129486277
7.3,4.313402207895857
7.31,4.332347766510755
7.32,4.351327912861759
7.33,4.370342589103156
7.34,4.389391737389239
7.35,4.408475299874304
7.36,4.427593218712643
7.37,4.4467454360585466
7.38,4.465931894066307
7.39,4.485152534890216
7.4,4.504407300684569
7.41,4.523696133603656
7.42,4.543018975801769
7.43,4.562375769433203
7.44,4.5817664566522485
7.45,4.601190979613196
7.46,4.6206492804703405
7.47,4.640141301377973
7.48,4.659666984490388
7.49,4.679226271961873
7.5,4.698819105946727
7.51,4.718445428599237
7.52,4.7381051820736975
7.53,4.757798308524403
7.54,4.777524750105643
7.55,4.797284448971709
7.56,4.817077347276894
7.57,4.836903387175494
7.58,4.856762510821797
7.59,4.876654660370096
7.6,4.896579777974685
7.61,4.916537805789856
7.62,4.9365286859699005
7.63,4.956552360669111
7.64,4.97660877204178
7.65,4.996697862242202
7.66,5.016819573424664
7.67,5.036973847743464
7.68,5.057160627352891
7.69,5.077379854407241
7.7,5.097631471060801
7.71,5.117915419467867
7.72,5.138231641782729
7.73,5.158580080159685
7.74,5.17896067675302
7.75,5.199373373717029
7.76,5.2198181132060055
7.77,5.240294837374241
7.78,5.260803488376031
7.79,5.281344008365661
7.8,5.30191633949743
7.81,5.322520423925626
7.82,5.343156203804545
7.83,5.363823621288478
7.84,5.384522618531713
7.85,5.405253137688549
7.86,5.426015120913275
7.87,5.446808510360183
7.88,5.467633248183567
7.89,5.488489276537718
7.9,5.50937653757693
7.91,5.530294973455494
7.92,5.551244526327701
7.93,5.572225138347847
7.94,5.59323675167022
7.95,5.614279308449117
7.96,5.635352750838827
7.97,5.656457020993643
7.98,5.67759206106786
7.99,5.6987578132157655
8.0,5.719954219591655
8.01,5.741181222349821
8.02,5.762438763644552
8.03,5.783726785630147
8.04,5.805045230460894
8.05,5.826394040291089
8.06,5.84777315727502
8.07,5.869182523566979
8.08,5.890622081321261
8.09,5.912091772692157
8.1,5.9335915398339605
8.11,5.955121324900964
8.12,5.976681070047459
8.13,5.998270717427742
8.14,6.019890209196097
8.15,6.041539487506821
8.16,6.063218494514207
8.17,6.084927172372545
8.18,6.106665463236129
8.19,6.128433309259252
8.2,6.150230652596206
8.21,6.172057435401285
8.22,6.193913599828778
8.23,6.215799088032977
8.24,6.237713842168176
8.25,6.259657804388668
8.26,6.281630916848745
8.27,6.303633121702699
8.28,6.32566436110482
8.29,6.347724577209406
8.3,6.369813712170748
8.31,6.391931708143135
8.32,6.414078507280857
8.33,6.436254051738214
8.34,6.4584582836694935
8.35,6.480691145228988
8.36,6.502952578570991
8.37,6.525242525849794
8.38,6.547560929219696
8.39,6.569907730834978
8.4,6.592282872849938
8.41,6.614686297418867
8.42,6.63711794669606
8.43,6.659577762835808
8.44,6.682065687992402
8.45,6.704581664320136
8.46,6.727125633973306
8.47,6.749697539106196
8.48,6.772297321873102
8.49,6.794924924428317
8.5,6.817580288926134
8.51,6.840263357520844
8.52,6.862974072366741
8.53,6.885712375618115
8.54,6.90847820942926
8.55,6.931271515954473
8.56,6.9540922373480365
8.57,6.976940315764248
8.58,6.9998156933574
8.59,7.022718312281784
8.6,7.0456481146916925
8.61,7.068605042741419
8.62,7.091589038585255
8.63,7.114600044377497
8.64,7.137638002272428
8.65,7.160702854424347
8.66,7.183794542987544
8.67,7.206913010116313
8.68,7.230058197964945
8.69,7.253230048687734
8.7,7.276428504438971
8.71,7.299653507372952
8.72,7.3229049996439635
8.73,7.3461829234063
8.74,7.369487220814253
8.75,7.392817834022117
8.76,7.416174705184185
8.77,7.439557776454746
8.78,7.462966989988096
8.79,7.486402287938525
8.8,7.509863612460329
8.81,7.533350905707794
8.82,7.556864109835214
8.83,7.580403166996885
8.84,7.603968019347097
8.85,7.627558609040141
8.86,7.651174878230314
8.87,7.674816769071906
8.88,7.698484223719209
8.89,7.722177184326513
8.9,7.745895593048113
8.91,7.7696393920383
8.92,7.793408523451369
8.93,7.817202929441608
8.94,7.841022552163313
8.95,7.864867333770775
8.96,7.888737216418292
8.97,7.912632142260147
8.98,7.936552053450635
8.99,7.96049689214405
9.0,7.9844666004946845
9.01,8.008461120656829
9.02,8.03248039478478
9.03,8.056524365032825
9.04,8.080592973555259
9.05,8.10468616250638
9.06,8.128803874040468
9.07,8.152946050311822
9.08,8.177112633474733
9.09,8.201303565683496
9.1,8.225518789092401
9.11,8.249758245855741
9.12,8.274021878127808
9.13,8.298309628062897
9.14,8.322621437815297
9.15,8.346957249539301
9.16,8.3713170053892
9.17,8.39570064751929
9.18,8.42010811808386
9.19,8.444539359237204
9.2,8.468994313133615
9.21,8.493472921927388
9.22,8.517975127772809
9.23,8.542500872824172
9.24,8.567050099235772
9.25,8.5916227491619
9.26,8.616218764756846
9.27,8.640838088174908
9.28,8.66548066157037
9.29,8.690146427097535
9.3,8.714835326910693
9.31,8.739547303164125
9.32,8.764282298012136
9.33,8.78904025360901
9.34,8.813821112109045
9.35,8.838624815666533
9.36,8.863451306435762
9.37,8.88830052657103
9.38,8.91317241822663
9.39,8.938066923556846
9.4,8.962983984715976
9.41,8.98792354385831
9.42,9.012885543138143
9.43,9.037869924709767
9.44,9.062876630727477
9.45,9.087905603345554
9.46,9.112956784718309
9.47,9.138030117000016
9.48,9.16312554234498
9.49,9.188243002907484
9.5,9.213382440841826
9.51,9.2385437983023
9.52,9.263727017443191
9.53,9.2889320404188
9.54,9.314158809383413
9.55,9.339407266491328
9.56,9.364677353896832
9.57,9.389969013754218
9.58,9.415282188217782
9.59,9.440616819441813
9.6,9.465972849580604
9.61,9.491350220788444
9.62,9.516748875219635
9.63,9.542168755028468
9.64,9.567609802369224
9.65,9.593071959396202
9.66,9.618555168263692
9.67,9.644059371125996
9.68,9.669584510137394
9.69,9.695130527452186
9.7,9.72069736522466
9.71,9.746284965609116
9.72,9.771893270759834
9.73,9.797522222831118
9.74,9.823171763977252
9.75,9.848841836352532
9.76,9.87453238211125
9.77,9.900243343407698
9.78,9.925974662396172
9.79,9.951726281230956
9.8,9.977498142066358
9.81,10.003290187056653
9.82,10.029102358356138
9.83,10.054934598119113
9.84,10.08078684849986
9.85,10.10665905165268
9.86,10.132551149731857
9.87,10.15846308489169
9.88,10.184394799286476
9.89,10.210346235070492
9.9,10.236317334398043
9.91,10.262308039423418
9.92,10.288318292300907
9.93,10.314348035184803
9.94,10.3403972102294
9.95,10.366465759588994
9.96,10.392553625417872
9.97,10.418660749870329
9.98,10.444787075100653
9.99,10.47093254326314
10.0,10.49709709651208
10.01,10.52328067700177
10.02,10.549483226886494
10.03,10.575704688320554
10.04,10.601945003458235
10.05,10.628204114453844
10.06,10.654481963461652
10.07,10.68077849263596
10.08,10.707093644131064
10.09,10.733427360101253
10.1,10.75977958270082
10.11,10.78615025408406
10.12,10.81253931640526
10.13,10.83894671181872
10.14,10.865372382478728
10.15,10.89181627053957
10.16,10.918278318155544
10.17,10.944758467480948
10.18,10.971256660670065
10.19,10.997772839877191
10.2,11.024306947256624
10.21,11.050858924962652
10.22,11.077428715149562
10.23,11.104016259971653
10.24,11.130621501583212
10.25,11.157244382138536
10.26,11.183884843791915
10.27,11.210542828697642
10.28,11.237218279010012
10.29,11.263911136883316
10.3,11.290621344471848
10.31,11.317348843929892
10.32,11.344093577411744
10.33,11.370855487071708
10.34,11.39763451506406
10.35,11.424430603543096
10.36,11.451243694663116
10.37,11.478073730578409
10.38,11.504920653443268
10.39,11.53178440541198
10.4,11.55866492863884
10.41,11.58556216527814
10.42,11.612476057484178
10.43,11.63940654741124
10.44,11.66635357721362
10.45,11.69331708904561
10.46,11.720297025061512
10.47,11.7472933274156
10.48,11.77430593826218
10.49,11.801334799755535
10.5,11.828379854049963
10.51,11.85544104329976
10.52,11.88251830965921
10.53,11.90961159528261
10.54,11.936720842324256
10.55,11.963845992938438
10.56,11.990986989279442
10.57,12.018143773501569
10.58,12.0453162877591
10.59,12.07250447420634
10.6,12.099708274997573
10.61,12.126927632287096
10.62,12.1541624882292
10.63,12.181412784978182
10.64,12.208678464688326
10.65,12.235959469513926
10.66,12.263255741609274
10.67,12.290567223128669
10.68,12.317893856226396
10.69,12.345235583056752
10.7,12.372592345774024
10.71,12.399964086532515
10.72,12.427350747486509
10.73,12.454752270790296
10.74,12.482168598598172
10.75,12.50959967306443
10.76,12.537045436343362
10.77,12.564505830589262
10.78,12.591980797956415
10.79,12.619470280599122
10.8,12.64697422067168
10.81,12.674492560328366
10.82,12.70202524172348
10.83,12.729572207011312
10.84,12.75713339834616
10.85,12.784708757882314
10.86,12.812298227774065
10.87,12.8399017501757
10.88,12.867519267241526
10.89,12.89515072112582
10.9,12.922796053982884
10.91,12.950455207967003
10.92,12.978128125232478
10.93,13.005814747933591
10.94,13.03351501822465
10.95,13.061228878259929
10.96,13.088956270193734
10.97,13.11669713618035
10.98,13.144451418374071
10.99,13.17221905892919
11.0,13.2
11.01,13.227794048411187
11.02,13.255600469669032
11.03,13.283418393950203
11.04,13.311246951431375
11.05,13.33908527228922
11.06,13.36693248670041
11.07,13.39478772484162
11.08,13.422650116889514
11.09,13.450518793020771
11.1,13.478392883412068
11.11,13.50627151824007
11.12,13.534153827681449
11.13,13.562038941912888
11.14,13.589925991111045
11.15,13.6178141054526
11.16,13.645702415114224
11.17,13.673590050272589
11.18,13.701476141104372
11.19,13.729359817786236
11.2,13.757240210494867
11.21,13.785116449406935
11.22,13.8129876646991
11.23,13.84085298654804
11.24,13.868711545130433
11.25,13.896562470622948
11.26,13.924404893202253
11.27,13.952237943045027
11.28,13.98006075032794
11.29,14.007872445227669
11.3,14.03567215792088
11.31,14.063459018584243
11.32,14.091232157394444
11.33,14.11899070452814
11.34,14.14673379016201
11.35,14.174460544472728
11.36,14.202170097636968
11.37,14.229861579831391
11.38,14.257534121232691
11.39,14.28518685201752
11.4,14.312818902362562
11.41,14.340429402444482
11.42,14.36801748243995
11.43,14.395582272525653
11.44,14.423122902878251
11.45,14.45063850367442
11.46,14.478128205090842
11.47,14.505591137304169
11.48,14.53302643049109
11.49,14.560433214828263
11.5,14.58781062049238
11.51,14.6151577776601
11.52,14.6424738165081
11.53,14.669757867213043
11.54,14.697009059951622
11.55,14.72422652490049
11.56,14.751409392236328
11.57,14.778556792135808
11.58,14.8056678547756
11.59,14.832741710332376
11.6,14.859777488982813
11.61,14.886774320903577
11.62,14.913731336271344
11.63,14.940647665262794
11.64,14.96752243805459
11.65,14.994354784823402
11.66,15.021143835745912
11.67,15.047888720998785
11.68,15.074588570758694
11.69,15.101242515202314
11.7,15.127849684506318
11.71,15.15440920884738
11.72,15.18092021840217
11.73,15.207381843347358
11.74,15.233793213859617
11.75,15.260153460115626
11.76,15.286461712292052
11.77,15.31271710056556
11.78,15.33891875511284
11.79,15.365065806110552
11.8,15.39115738373538
11.81,15.417192618163975
11.82,15.443170639573031
11.83,15.469090578139204
11.84,15.494951564039182
11.85,15.52075272744963
11.86,15.546493198547216
11.87,15.57217210750862
11.88,15.597788584510514
11.89,15.623341759729565
11.9,15.648830763342444
11.91,15.674254725525836
11.92,15.6996127764564
11.93,15.724904046310815
11.94,15.75012766526575
11.95,15.77528276349788
11.96,15.800368471183884
11.97,15.82538391850042
11.98,15.850328235624174
11.99,15.87520055273181
12.0,15.9
12.01,15.92472584500205
12.02,15.94937790489777
12.03,15.973956134243592
12.04,15.998460487595963
12.05,16.02289091951132
12.06,16.047247384546097
12.07,16.071529837256737
12.08,16.095738232199675
12.09,16.119872523931356
12.1,16.14393266700821
12.11,16.167918615986686
12.12,16.191830325423215
12.13,16.21566774987424
12.14,16.239430843896194
12.15,16.263119562045517
12.16,16.286733858878655
12.17,16.31027368895204
12.18,16.333739006822114
12.19,16.35712976704531
12.2,16.38044592417807
12.21,16.40368743277684
12.22,16.42685424739805
12.23,16.449946322598137
12.24,16.47296361293355
12.25,16.495906072960715
12.26,16.51877365723608
12.27,16.54156632031608
12.28,16.564284016757156
12.29,16.58692670111574
12.3,16.609494327948283
12.31,16.631986851811213
12.32,16.65440422726097
12.33,16.676746408853997
12.34,16.699013351146732
12.35,16.72120500869561
12.36,16.74332133605707
12.37,16.765362287787553
12.38,16.7873278184435
12.39,16.809217882581347
12.4,16.831032434757535
12.41,16.852771429528495
12.42,16.874434821450677
12.43,16.896022565080504
12.44,16.917534614974436
