wind_speed,Nordtank NTK 400
2.43,0.2196353975109493
2.44,0.2223443926219493
2.45,0.2248879529170108
2.46,0.2272623185139525
2.47,0.2294637295305946
2.48,0.2314884260847567
2.49,0.2333326482942578
2.5,0.2349926362769182
2.51,0.2364646301505568
2.52,0.2377448700329936
2.53,0.2388295960420476
2.54,0.2397150482955393
2.55,0.2403974669112873
2.56,0.2408730920071118
2.57,0.2411381637008322
2.58,0.2411889221102678
2.59,0.2410216073532388
2.6,0.240632459547564
2.61,0.2400177188110638
2.62,0.239173625261557
2.63,0.2380964190168639
2.64,0.2367823401948032
2.65,0.235227628913195
2.66,0.233428525289859
2.67,0.2313812694426146
2.68,0.2290821014892812
2.69,0.2265272615476784
2.7,0.223712989735626
2.71,0.2206355261709434
2.72,0.2172911109714504
2.73,0.2136759842549663
2.74,0.2097863861393106
2.75,0.2056185567423033
2.76,0.2011687361817639
2.77,0.1964331645755115
2.78,0.1914080820413657
2.79,0.1860897286971464
2.8,0.1804743446606733
2.81,0.1745581700497652
2.82,0.1683374449822428
2.83,0.1618084095759251
2.84,0.1549673039486316
2.85,0.1478103682181815
2.86,0.1403338425023953
2.87,0.1325339669190914
2.88,0.1244069815860909
2.89,0.1159491266212114
2.9,0.1071566421422749
2.91,0.0980257682670988
2.92,0.0885527451135039
2.93,0.0787338127993086
2.94,0.0685652114423343
2.95,0.0580431811603989
2.96,0.0471639620713226
2.97,0.0359237942929249
2.98,0.0243189179430256
2.99,0.0123455731394439
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0093714556530919
3.99,0.0539134510959113
4.0,0.1
4.01,0.1476468027272368
4.02,0.1968547634434137
4.03,0.2476210872653017
4.04,0.2999429793096577
4.05,0.3538176446932539
4.06,0.4092422885328569
4.07,0.4662141159452395
4.08,0.5247303320471568
4.09,0.5847881419553831
4.1,0.6463847507866838
4.11,0.7095173636578317
4.12,0.774183185685584
4.13,0.8403794219867098
4.14,0.9081032776779798
4.15,0.9773519578761648
4.16,1.0481226676980224
4.17,1.120412612260321
4.18,1.194218996679831
4.19,1.269539026073325
4.2,1.3463699055575562
4.21,1.424708840249301
4.22,1.5045530352653211
4.23,1.5858996957223954
4.24,1.6687460267372742
4.25,1.753089233426731
4.26,1.8389265209075367
4.27,1.9262550942964527
4.28,2.0150721587102582
4.29,2.1053749192657034
4.3,2.197160581079561
4.31,2.290426349268601
4.32,2.3851694289495966
4.33,2.4813870252392976
4.34,2.579076343254481
4.35,2.6782345881119127
4.36,2.778858964928371
4.37,2.880946678820601
4.38,2.9844949349053804
4.39,3.089500938299478
4.4,3.195961894119667
4.41,3.3038750074826986
4.42,3.413237483505346
4.43,3.5240465273043786
4.44,3.636299343996572
4.45,3.7499931386986742
4.46,3.865125116527463
4.47,3.981692482599701
4.48,4.09969244203217
4.49,4.219122199941615
4.5,4.339978961444814
4.51,4.462259931658531
4.52,4.585962315699534
4.53,4.711083318684604
4.54,4.837620145730485
4.55,4.965570001953952
4.56,5.094930092471773
4.57,5.2256976224007285
4.58,5.357869796857562
4.59,5.4914438209590495
4.6,5.626416899821959
4.61,5.762786238563073
4.62,5.900549042299131
4.63,6.03970251614691
4.64,6.18024386522318
4.65,6.322170294644723
4.66,6.465479009528275
4.67,6.610167214990617
4.68,6.756232116148523
4.69,6.903670918118761
4.7,7.05248082601808
4.71,7.202659044963259
4.72,7.354202780071063
4.73,7.507109236458272
4.74,7.661375619241634
4.75,7.8169991335379185
4.76,7.973976984463896
4.77,8.132306377136336
4.78,8.291984516672017
4.79,8.453008608187679
4.8,8.6153758568001
4.81,8.779083467626053
4.82,8.944128645782316
4.83,9.110508596385628
4.84,9.278220524552763
4.85,9.447261635400505
4.86,9.617629134045616
4.87,9.789320225604843
4.88,9.962332115194975
4.89,10.136662007932769
4.9,10.312307108935006
4.91,10.48926462331843
4.92,10.667531756199814
4.93,10.847105712695935
4.94,11.027983697923569
4.95,11.21016291699945
4.96,11.393640575040363
4.97,11.578413877163086
4.98,11.764480028484384
4.99,11.951836234121
5.0,12.140479699189722
5.01,12.330407628807308
5.02,12.521617228090529
5.03,12.714105702156168
5.04,12.907870256120956
5.05,13.102908095101682
5.06,13.299216424215116
5.07,13.49679244857803
5.08,13.695633373307173
5.09,13.8957364035193
5.1,14.097098744331214
5.11,14.299717600859678
5.12,14.503590178221426
5.13,14.708713681533254
5.14,14.91508531591191
5.15,15.122702286474196
5.16,15.331561798336834
5.17,15.541661056616611
5.18,15.752997266430292
5.19,15.965567632894665
5.2,16.17936936112646
5.21,16.394399656242467
5.22,16.610655723359436
5.23,16.828134767594175
5.24,17.0468339940634
5.25,17.2667506078839
5.26,17.48788181417244
5.27,17.710224818045788
5.28,17.933776824620733
5.29,18.158535039014
5.3,18.38449666634238
5.31,18.611658911722635
5.32,18.84001898027155
5.33,19.069574077105862
5.34,19.30032140734234
5.35,19.532258176097766
5.36,19.76538158848893
5.37,19.999688849632555
5.38,20.235177164645417
5.39,20.471843738644285
5.4,20.709685776745964
5.41,20.948700484067164
5.42,21.18888506572468
5.43,21.430236726835272
5.44,21.67275267251573
5.45,21.916430107882785
5.46,22.161266238053223
5.47,22.407258268143806
5.48,22.65440340327132
5.49,22.9026988485525
5.5,23.15214180910413
5.51,23.40272949004297
5.52,23.6544590964858
5.53,23.907327833549395
5.54,24.161332906350488
5.55,24.416471520005864
5.56,24.672740879632283
5.57,24.930138190346547
5.58,25.188660657265373
5.59,25.448305485505557
5.6,25.70906988018385
5.61,25.970951046417053
5.62,26.233946189321887
5.63,26.498052514015136
5.64,26.76326722561357
5.65,27.029587529233996
5.66,27.297010629993103
5.67,27.5655337330077
5.68,27.83515404339455
5.69,28.10586876627044
5.7,28.377675106752104
5.71,28.65057026995632
5.72,28.924551460999854
5.73,29.199615884999503
5.74,29.475760747071984
5.75,29.75298325233409
5.76,30.031280605902577
5.77,30.31065001289423
5.78,30.591088678425827
5.79,30.872593807614088
5.8,31.1551626055758
5.81,31.438792277427748
5.82,31.723480028286705
5.83,32.009223063269395
5.84,32.29601858749262
5.85,32.58386380607313
5.86,32.87275592412772
5.87,33.16269214677312
5.88,33.4536696791261
5.89,33.74568572630345
5.9,34.03873749342195
5.91,34.33282218559832
5.92,34.62793700794934
5.93,34.9240791655918
5.94,35.22124586364248
5.95,35.519434307218084
5.96,35.818641701435425
5.97,36.11886525141127
5.98,36.4201021622624
5.99,36.72234963910552
6.0,37.02560488705744
6.01,37.32986511123494
6.02,37.63512751675476
6.03,37.94138930873369
6.04,38.24864769228848
6.05,38.55689987253589
6.06,38.86614305459268
6.07,39.176374443575696
6.08,39.4875912446016
6.09,39.7997906627872
6.1,40.11296990324928
6.11,40.42712617110461
6.12,40.74225667146991
6.13,41.05835860946199
6.14,41.37542919019759
6.15,41.69346561879352
6.16,42.01246510036649
6.17,42.33242484003329
6.18,42.6533420429107
6.19,42.97521391411552
6.2,43.29803765876442
6.21,43.62181048197424
6.22,43.94652958886172
6.23,44.27219218454368
6.24,44.59879547413679
6.25,44.92633666275788
6.26,45.25481295552372
6.27,45.584221557551054
6.28,45.91455967395668
6.29,46.24582450985733
6.3,46.57801327036979
6.31,46.911123160610806
6.32,47.245151385697184
6.33,47.580095150745656
6.34,47.91595166087299
6.35,48.25271812119597
6.36,48.59039173683139
6.37,48.92896971289596
6.38,49.26844925450645
6.39,49.60882756677965
6.4,49.95010185483237
6.41,50.29226932378129
6.42,50.635327178743225
6.43,50.97927262483493
6.44,51.3241028671732
6.45,51.66981511087478
6.46,52.01640656105641
6.47,52.36387442283488
6.48,52.71221590132699
6.49,53.06142820164947
6.5,53.41150852891907
6.51,53.76245408825261
6.52,54.1142620847668
6.53,54.46692972357848
6.54,54.820454209804325
6.55,55.17483274856116
6.56,55.53006254496575
6.57,55.88614080413487
6.58,56.24306473118524
6.59,56.60083153123366
6.6,56.959438409396896
6.61,57.31888257079174
6.62,57.67916122053491
6.63,58.040271563743175
6.64,58.40221080553334
6.65,58.76497615102218
6.66,59.1285648053264
6.67,59.492973973562805
6.68,59.85820086084816
6.69,60.22424267229928
6.7,60.591096613032825
6.71,60.958759888165616
6.72,61.32722970281444
6.73,61.69650326209607
6.74,62.06657777112724
6.75,62.4374504350247
6.76,62.80911845890528
6.77,63.18157904788568
6.78,63.55482940708274
6.79,63.92886674161316
6.8,64.30368825659372
6.81,64.67929115714121
6.82,65.05567264837242
6.83,65.43282993540403
6.84,65.8107602233529
6.85,66.18946071733573
6.86,66.56892862246934
6.87,66.94916114387046
6.88,67.33015548665585
6.89,67.71190885594231
6.9,68.09441845684663
6.91,68.4776814944855
6.92,68.86169517397572
6.93,69.24645670043405
6.94,69.63196327897734
6.95,70.01821211472223
6.96,70.40520041278555
6.97,70.79292537828405
6.98,71.18138421633456
6.99,71.57057413205376
7.0,71.96049233055844
7.01,72.35113601696538
7.02,72.74250239639133
7.03,73.13458867395313
7.04,73.52739205476746
7.05,73.92090974395111
7.06,74.31513894662085
7.07,74.7100768678935
7.08,75.10572071288571
7.09,75.50206768671433
7.1,75.89911499449613
7.11,76.29685984134787
7.12,76.69529943238629
7.13,77.09443097272816
7.14,77.49425166749025
7.15,77.89475872178939
7.16,78.29594934074224
7.17,78.69782072946565
7.18,79.10037009307632
7.19,79.5035946366911
7.2,79.90749156542668
7.21,80.31205808439987
7.22,80.71729139872743
7.23,81.12318871352613
7.24,81.52974723391272
7.25,81.93696416500396
7.26,82.34483671191661
7.27,82.7533620797675
7.28,83.16253747367337
7.29,83.57236009875095
7.3,83.98282716011701
7.31,84.39393586288837
7.32,84.80568341218178
7.33,85.21806701311395
7.34,85.63108387080169
7.35,86.04473119036179
7.36,86.459006176911
7.37,86.87390603556604
7.38,87.28942797144376
7.39,87.70556918966082
7.4,88.12232689533414
7.41,88.53969829358036
7.42,88.95768058951623
7.43,89.37627098825861
7.44,89.79546669492424
7.45,90.21526491462988
7.46,90.63566285249227
7.47,91.0566577136282
7.48,91.47824670315448
7.49,91.90042702618776
7.5,92.32319588784492
7.51,92.74655049324264
7.52,93.17048804749778
7.53,93.59500575572712
7.54,94.02010082304729
7.55,94.44577045457513
7.56,94.87201185542742
7.57,95.29882223072096
7.58,95.72619878557242
7.59,96.15413872509863
7.6,96.58263925441636
7.61,97.01169757864238
7.62,97.44131090289343
7.63,97.8714764322863
7.64,98.30219137193774
7.65,98.73345292696456
7.66,99.16525830248344
7.67,99.59760470361118
7.68,100.0304893354646
7.69,100.46390940316046
7.7,100.89786211181544
7.71,101.3323446665464
7.72,101.76735427247009
7.73,102.20288813470324
7.74,102.6389434583626
7.75,103.07551744856502
7.76,103.5126073104272
7.77,103.95021024906592
7.78,104.388323469598
7.79,104.82694417714012
7.8,105.26606957680907
7.81,105.70569687372164
7.82,106.14582327299468
7.83,106.5864459797448
7.84,107.02756219908882
7.85,107.46916913614352
7.86,107.91126399602574
7.87,108.35384398385212
7.88,108.79690630473952
7.89,109.2404481638046
7.9,109.68446676616428
7.91,110.1289593169352
7.92,110.57392302123418
7.93,111.01935508417796
7.94,111.46525271088338
7.95,111.91161310646712
7.96,112.35843347604596
7.97,112.80571102473668
7.98,113.25344295765612
7.99,113.70162647992092
8.0,114.15025879664792
8.01,114.5993371129539
8.02,115.04885863395556
8.03,115.49882056476972
8.04,115.94922011051312
8.05,116.40005447630264
8.06,116.85132086725488
8.07,117.30301648848663
8.08,117.75513854511476
8.09,118.20768424225594
8.1,118.660650785027
8.11,119.11403537854468
8.12,119.56783522792574
8.13,120.02204753828708
8.14,120.47666951474524
8.15,120.93169836241704
8.16,121.38713128641936
8.17,121.84296549186888
8.18,122.2991981838824
8.19,122.75582656757668
8.2,123.21284784806848
8.21,123.67025923047464
8.22,124.1280579199118
8.23,124.5862411214968
8.24,125.0448060403464
8.25,125.50374988157732
8.26,125.9630698503064
8.27,126.42276315165036
8.28,126.882826990726
8.29,127.34325857265004
8.3,127.8040551025394
8.31,128.26521378551058
8.32,128.72673182668055
8.33,129.188606431166
8.34,129.65083480408373
8.35,130.11341415055043
8.36,130.57634167568295
8.37,131.03961458459807
8.38,131.5032300824126
8.39,131.96718537424312
8.4,132.4314776652065
8.41,132.89610416041955
8.42,133.36106206499898
8.43,133.82634858406155
8.44,134.2919609227241
8.45,134.75789628610332
8.46,135.22415187931608
8.47,135.69072490747902
8.48,136.15761257570898
8.49,136.62481208912266
8.5,137.09232065283686
8.51,137.56013547196844
8.52,138.02825375163405
8.53,138.4966726969505
8.54,138.96538951303452
8.55,139.434401405003
8.56,139.90370557797254
8.57,140.37329923706002
8.58,140.84317958738214
8.59,141.31334383405573
8.6,141.7837891821975
8.61,142.25451283692422
8.62,142.7255120033527
8.63,143.19678388659975
8.64,143.66832569178203
8.65,144.14013462401633
8.66,144.61220788841945
8.67,145.0845426901081
8.68,145.5571362341991
8.69,146.02998572580927
8.7,146.50308837005525
8.71,146.97644137205396
8.72,147.45004193692202
8.73,147.92388726977626
8.74,148.39797457573343
8.75,148.87230105991028
8.76,149.34686392742367
8.77,149.82166038339025
8.78,150.29668763292682
8.79,150.77194288115024
8.8,151.24742333317724
8.81,151.72312619412446
8.82,152.19904866910878
8.83,152.67518796324694
8.84,153.15154128165568
8.85,153.62810582945184
8.86,154.10487881175214
8.87,154.58185743367335
8.88,155.0590389003323
8.89,155.53642041684563
8.9,156.0139991883302
8.91,156.49177241990273
8.92,156.96973731667998
8.93,157.4478910837788
8.94,157.92623092631584
8.95,158.40475404940796
8.96,158.883457658172
8.97,159.3623389577245
8.98,159.84139515318236
8.99,160.32062344966232
9.0,160.80002105228118
9.01,161.2795851661557
9.02,161.75931299640263
9.03,162.23920174813873
9.04,162.7192486264808
9.05,163.19945083654568
9.06,163.67980558344993
9.07,164.16031007231047
9.08,164.64096150824395
9.09,165.12175709636733
9.1,165.60269404179718
9.11,166.0837695496504
9.12,166.56498082504368
9.13,167.04632507309387
9.14,167.5277994989176
9.15,168.00940130763178
9.16,168.49112770435306
9.17,168.97297589419827
9.18,169.45494308228416
9.19,169.93702647372754
9.2,170.41922327364512
9.21,170.90153068715378
9.22,171.3839459193701
9.23,171.86646617541095
9.24,172.34908866039308
9.25,172.8318105794333
9.26,173.31462913764832
9.27,173.79754154015492
9.28,174.28054499206988
9.29,174.76363669850997
9.3,175.24681386459207
9.31,175.73007369543268
9.32,176.21341339614878
9.33,176.69683017185702
9.34,177.1803212276742
9.35,177.66388376871723
9.36,178.14751500010263
9.37,178.63121212694733
9.38,179.11497235436815
9.39,179.5987928874817
9.4,180.08267093140478
9.41,180.56660369125416
9.42,181.05058837214665
9.43,181.534622179199
9.44,182.01870231752804
9.45,182.5028259922504
9.46,182.98699040848305
9.47,183.47119277134252
9.48,183.95543028594577
9.49,184.4397001574094
9.5,184.92399959085023
9.51,185.40832579138515
9.52,185.8926759641308
9.53,186.37704731420396
9.54,186.86143704672145
9.55,187.34584236680004
9.56,187.8302604795564
9.57,188.31468859010735
9.58,188.7991239035697
9.59,189.2835636250601
9.6,189.76800495969556
9.61,190.2524451125925
9.62,190.7368812888681
9.63,191.2213106936388
9.64,191.70573053202145
9.65,192.1901380091328
9.66,192.6745303300896
9.67,193.1589047000088
9.68,193.64325832400695
9.69,194.12758840720096
9.7,194.6118921547075
9.71,195.09616677164357
9.72,195.58040946312548
9.73,196.0646174342704
9.74,196.5487878901949
9.75,197.03291803601576
9.76,197.5170050768498
9.77,198.00104621781384
9.78,198.4850386640246
9.79,198.96897962059876
9.8,199.45286629265328
9.81,199.93669588530477
9.82,200.42046560366992
9.83,200.90417265286567
9.84,201.3878142380088
9.85,201.8713875642159
9.86,202.35488983660383
9.87,202.83831826028944
9.88,203.3216700403895
9.89,203.80494238202053
9.9,204.2881324902996
9.91,204.7712375703433
9.92,205.25425482726845
9.93,205.7371814661917
9.94,206.22001469223
9.95,206.70275171050008
9.96,207.18538972611876
9.97,207.6679259442026
9.98,208.1503575698685
9.99,208.6326818082332
10.0,209.11489586441348
10.01,209.5969969435261
10.02,210.07898225068783
10.03,210.56084899101543
10.04,211.04259436962573
10.05,211.5242155916355
10.06,212.00570986216127
10.07,212.48707438632013
10.08,212.96830636922863
10.09,213.44940301600369
10.1,213.9303615317619
10.11,214.4111791216202
10.12,214.8918529906952
10.13,215.37238034410387
10.14,215.85275838696285
10.15,216.3329843243888
10.16,216.81305536149864
10.17,217.2929687034091
10.18,217.77272155523696
10.19,218.2523111220989
10.2,218.73173460911187
10.21,219.2109892213925
10.22,219.69007216405757
10.23,220.16898064222383
10.24,220.64771186100808
10.25,221.12626302552707
10.26,221.60463134089764
10.27,222.0828140122364
10.28,222.56080824466028
10.29,223.03861124328597
10.3,223.5162202132303
10.31,223.99363235960996
10.32,224.4708448875417
10.33,224.94785500214232
10.34,225.4246599085286
10.35,225.9012568118173
10.36,226.37764291712523
10.37,226.85381542956904
10.38,227.3297715542657
10.39,227.80550849633173
10.4,228.2810234608841
10.41,228.75631365303943
10.42,229.2313762779146
10.43,229.70620854062628
10.44,230.18080764629127
10.45,230.6551708000264
10.46,231.1292952069485
10.47,231.60317807217405
10.48,232.07681660082005
10.49,232.5502079980032
10.5,233.02334946884025
10.51,233.496238218448
10.52,233.96887145194324
10.53,234.4412463744427
10.54,234.91336019106316
10.55,235.38521010692145
10.56,235.8567933271341
10.57,236.32810705681823
10.58,236.79914850109031
10.59,237.2699148650672
10.6,237.7404033538657
10.61,238.21061117260265
10.62,238.68053552639464
10.63,239.1501736203586
10.64,239.6195226596112
10.65,240.0885798492692
10.66,240.5573423944494
10.67,241.02580750026857
10.68,241.49397237184343
10.69,241.96183421429083
10.7,242.4293902327275
10.71,242.89663763227023
10.72,243.36357361803576
10.73,243.8301953951408
10.74,244.29650016870215
10.75,244.76248514383676
10.76,245.22814752566103
10.77,245.69348451929207
10.78,246.15849332984644
10.79,246.62317116244097
10.8,247.08751522219256
10.81,247.55152271421773
10.82,248.01519084363343
10.83,248.47851681555628
10.84,248.9414978351032
10.85,249.40413110739087
10.86,249.86641383753613
10.87,250.3283432306556
10.88,250.78991649186628
10.89,251.2511308262847
10.9,251.7119834390277
10.91,252.17247153521208
10.92,252.63259231995465
10.93,253.0923429983721
10.94,253.55172077558123
10.95,254.01072285669875
10.96,254.4693464468416
10.97,254.92758875112636
10.98,255.38544697466975
10.99,255.8429183225888
11.0,256.3
11.01,256.7566886515701
11.02,257.21297868016467
11.03,257.668863928199
11.04,258.1243382380887
11.05,258.57939545224906
11.06,259.0340294130955
11.07,259.4882339630435
11.08,259.9420029445083
11.09,260.3953301999055
11.1,260.84820957165044
11.11,261.3006349021585
11.12,261.7526000338452
11.13,262.20409880912587
11.14,262.6551250704158
11.15,263.10567266013067
11.16,263.5557354206856
11.17,264.00530719449625
11.18,264.4543818239779
11.19,264.902953151546
11.2,265.35101501961583
11.21,265.7985612706033
11.22,266.24558574692304
11.23,266.692082290991
11.24,267.13804474522243
11.25,267.58346695203284
11.26,268.0283427538375
11.27,268.47266599305186
11.28,268.9164305120914
11.29,269.3596301533715
11.3,269.8022587593075
11.31,270.2443101723149
11.32,270.6857782348092
11.33,271.1266567892055
11.34,271.56693967791944
11.35,272.0066207433664
11.36,272.4456938279619
11.37,272.88415277412105
11.38,273.3219914242597
11.39,273.75920362079285
11.4,274.1957832061361
11.41,274.6317240227048
11.42,275.0670199129144
11.43,275.5016647191804
11.44,275.93565228391793
11.45,276.36897644954263
11.46,276.80163105847004
11.47,277.2336099531152
11.48,277.6649069758938
11.49,278.09551596922114
11.5,278.52543077551263
11.51,278.9546452371838
11.52,279.3831531966499
11.53,279.81094849632643
11.54,280.2380249786288
11.55,280.6643764859724
11.56,281.08999686077266
11.57,281.514879945445
11.58,281.9390195824047
11.59,282.3624096140673
11.6,282.7850438828483
11.61,283.2069162311629
11.62,283.6280205014266
11.63,284.0483505360549
11.64,284.4679001774631
11.65,284.8866632680666
11.66,285.30463365028095
11.67,285.72180516652134
11.68,286.1381716592033
11.69,286.55372697074233
11.7,286.9684649435537
11.71,287.38237942005304
11.72,287.7954642426555
11.73,288.20771325377655
11.74,288.61912029583164
11.75,289.0296792112362
11.76,289.43938384240573
11.77,289.8482280317553
11.78,290.2562056217007
11.79,290.6633104546573
11.8,291.0695363730403
11.81,291.47487721926524
11.82,291.87932683574746
11.83,292.28287906490243
11.84,292.6855277491456
11.85,293.0872667308923
11.86,293.48808985255795
11.87,293.88799095655804
11.88,294.286963885308
11.89,294.685002481223
11.9,295.0821005867187
11.91,295.4782520442105
11.92,295.87345069611365
11.93,296.26769038484366
11.94,296.66096495281585
11.95,297.0532682424458
11.96,297.4445940961489
11.97,297.8349363563404
11.98,298.2242888654358
11.99,298.61264546585056
12.0,299.0
12.01,299.3863486925381
12.02,299.7716972970728
12.03,300.15605394945044
12.04,300.5394267855173
12.05,300.92182394112007
12.06,301.30325355210493
12.07,301.68372375431835
12.08,302.06324268360663
12.09,302.44181847581643
12.1,302.81945926679384
12.11,303.19617319238546
12.12,303.5719683884377
12.13,303.9468529907969
12.14,304.3208351353095
12.15,304.6939229578218
12.16,305.06612459418034
12.17,305.4374481802314
12.18,305.8079018518215
12.19,306.17749374479695
12.2,306.5462319950042
12.21,306.9141247382897
12.22,307.28118011049975
12.23,307.6474062474807
12.24,308.0128112850792
12.25,308.3774033591414
12.26,308.74119060551385
12.27,309.1041811600429
12.28,309.46638315857496
12.29,309.8278047369564
12.3,310.18845403103376
12.31,310.5483391766533
12.32,310.90746830966134
12.33,311.26584956590455
12.34,311.62349108122913
12.35,311.9804009914815
12.36,312.3365874325081
12.37,312.6920585401554
12.38,313.04682245026976
12.39,313.4008872986975
12.4,313.7542612212851
12.41,314.10695235387897
12.42,314.45896883232547
12.43,314.810318792471
12.44,315.161010370162
12.45,315.51105170124475
12.46,315.8604509215659
12.47,316.2092161669717
12.48,316.5573555733085
12.49,316.9048772764228
12.5,317.251789412161
12.51,317.5981001163694
12.52,317.9438175248945
12.53,318.28894977358266
12.54,318.6335049982804
12.55,318.97749133483387
12.56,319.32091691908977
12.57,319.6637898868942
12.58,320.00611837409383
12.59,320.3479105165349
12.6,320.68917445006394
12.61,321.02991831052714
12.62,321.37015023377114
12.63,321.7098783556424
12.64,322.0491108119869
12.65,322.3878557386513
12.66,322.7261212714822
12.67,323.0639155463258
12.68,323.4012466990284
12.69,323.73812286543654
12.7,324.0745521813966
12.71,324.4105427827551
12.72,324.74610280535825
12.73,325.0812403850525
12.74,325.4159636576843
12.75,325.7502807591
12.76,326.0841998251461
12.77,326.41772899166887
12.78,326.7508763945148
12.79,327.0836501695303
12.8,327.41605845256186
12.81,327.7481093794556
12.82,328.0798110860582
12.83,328.4111717082159
12.84,328.74219938177515
12.85,329.0729022425824
12.86,329.4032884264839
12.87,329.73336606932634
12.88,330.0631433069559
12.89,330.3926282752189
12.9,330.721829109962
12.91,331.05075394703147
12.92,331.3794109222738
12.93,331.7078081715352
12.94,332.0359538306622
12.95,332.3638560355012
12.96,332.6915229218985
12.97,333.01896262570074
12.98,333.3461832827541
12.99,333.673193028905
13.0,334.0
13.01,334.3266102782775
13.02,334.6530217315443
13.03,334.9792301739995
13.04,335.3052314198421
13.05,335.631021283271
13.06,335.9565955784852
13.07,336.28195011968364
13.08,336.6070807210653
13.09,336.93198319682915
13.1,337.25665336117424
13.11,337.5810870282996
13.12,337.90528001240415
13.13,338.2292281276867
13.14,338.55292718834653
13.15,338.8763730085824
13.16,339.1995614025933
13.17,339.52248818457826
13.18,339.84514916873627
13.19,340.1675401692663
13.2,340.4896570003674
13.21,340.8114954762384
13.22,341.13305141107844
