wind_speed,Garuda G 1700.84
3.33,20.49136902081716
3.34,21.315202803670378
3.35,22.15064242409948
3.36,22.997659727645477
3.37,23.856226559849617
3.38,24.726314766252948
3.39,25.60789619239665
3.4,26.5009426838218
3.41,27.4054260860696
3.42,28.321318244681112
3.43,29.24859100519752
3.44,30.187216213159903
3.45,31.13716571410947
3.46,32.09841135358723
3.47,33.07092497713446
3.48,34.05467843029214
3.49,35.049643558601545
3.5,36.05579220760369
3.51,37.073096222839744
3.52,38.10152744985089
3.53,39.14105773417817
3.54,40.1916589213628
3.55,41.25330285694582
3.56,42.32596138646846
3.57,43.40960635547178
3.58,44.50420960949696
3.59,45.609742994085046
3.6,46.72617835477728
3.61,47.85348753711468
3.62,48.99164238663848
3.63,50.14061474888973
3.64,51.30037646940964
3.65,52.470899393739245
3.66,53.65215536741977
3.67,54.84411623599226
3.68,56.04675384499792
3.69,57.26004003997781
3.7,58.483946666473145
3.71,59.71844557002495
3.72,60.963508596174485
3.73,62.21910759046274
3.74,63.485214398431
3.75,64.7618008656202
3.76,66.04883883757161
3.77,67.34630015982641
3.78,68.65415667792557
3.79,69.97238023741035
3.8,71.30094268382179
3.81,72.63981586270113
3.82,73.98897161958939
3.83,75.34838180002777
3.84,76.71801824955733
3.85,78.0978528137193
3.86,79.48785733805471
3.87,80.88800366810477
3.88,82.29826364941053
3.89,83.71860912751326
3.9,85.14901194795391
3.91,86.58944395627375
3.92,88.03987699801385
3.93,89.50028291871537
3.94,90.97063356391938
3.95,92.4509007791671
3.96,93.94105640999952
3.97,95.441072301958
3.98,96.9509203005834
3.99,98.4705722514171
4.0,100.0
4.01,101.5391746551666
4.02,103.08806437892412
4.03,104.64663659657316
4.04,106.21485873341383
4.05,107.7926982147469
4.06,109.38012246587272
4.07,110.97709891209188
4.08,112.58359497870472
4.09,114.19957809101165
4.1,115.82501567431324
4.11,117.45987515391003
4.12,119.10412395510237
4.13,120.75772950319065
4.14,122.4206592234755
4.15,124.0928805412574
4.16,125.77436088183669
4.17,127.4650676705138
4.18,129.16496833258935
4.19,130.8740302933638
4.2,132.59222097813748
4.21,134.31950781221096
4.22,136.05585822088463
4.23,137.80123962945916
4.24,139.5556194632347
4.25,141.3189651475119
4.26,143.0912441075912
4.27,144.87242376877307
4.28,146.6624715563581
4.29,148.46135489564654
4.3,150.2690412119389
4.31,152.08549793053575
4.32,153.9106924767376
4.33,155.74459227584472
4.34,157.5871647531576
4.35,159.43837733397683
4.36,161.298197443603
4.37,163.16659250733622
4.38,165.0435299504771
4.39,166.92897719832624
4.4,168.82290167618416
4.41,170.72527080935103
4.42,172.63605202312738
4.43,174.55521274281384
4.44,176.4827203937109
4.45,178.41854240111883
4.46,180.36264619033813
4.47,182.31499918666935
4.48,184.27556881541315
4.49,186.2443225018696
4.5,188.22122767133928
4.51,190.2062517491228
4.52,192.19936216052045
4.53,194.20052633083304
4.54,196.20971168536065
4.55,198.22688564940384
4.56,200.25201564826315
4.57,202.2850691072391
4.58,204.326013451632
4.59,206.37481610674243
4.6,208.4314444978708
4.61,210.4958660503177
4.62,212.5680481893834
4.63,214.6479583403685
4.64,216.73556392857324
4.65,218.8308323792986
4.66,220.9337311178445
4.67,223.0442275695116
4.68,225.1622891596005
4.69,227.2878833134116
4.7,229.42097745624525
4.71,231.56153901340195
4.72,233.70953541018224
4.73,235.8649340718867
4.74,238.02770242381547
4.75,240.1978078912692
4.76,242.3752178995483
4.77,244.5598998739534
4.78,246.751821239785
4.79,248.9509494223432
4.8,251.1572518469287
4.81,253.370695938842
4.82,255.59124912338365
4.83,257.8188788258538
4.84,260.05355247155313
4.85,262.2952374857821
4.86,264.5439012938413
4.87,266.79951132103093
4.88,269.06203499265155
4.89,271.3314397340036
4.9,273.6076929703878
4.91,275.8907621271043
4.92,278.18061462945366
4.93,280.4772179027364
4.94,282.7805393722531
4.95,285.0905464633039
4.96,287.40720660118944
4.97,289.73048721121023
4.98,292.06035571866687
4.99,294.3967795488596
5.0,296.7397261270888
5.01,299.08916287865503
5.02,301.44505722885884
5.03,303.807376603001
5.04,306.1760884263813
5.05,308.55116012430057
5.06,310.93255912205933
5.07,313.320252844958
5.08,315.7142087182971
5.09,318.1143941673768
5.1,320.52077661749775
5.11,322.9333234939608
5.12,325.3520022220658
5.13,327.77678022711353
5.14,330.2076249344043
5.15,332.644503769239
5.16,335.08738415691744
5.17,337.5362335227405
5.18,339.9910192920085
5.19,342.45170889002225
5.2,344.9182697420818
5.21,347.3906692734877
5.22,349.86887490954047
5.23,352.35285407554073
5.24,354.8425741967887
5.25,357.33800269858483
5.26,359.8391070062298
5.27,362.345854545024
5.28,364.858212740268
5.29,367.376149017262
5.3,369.89963080130656
5.31,372.4286255177022
5.32,374.9631005917496
5.33,377.5030234487489
5.34,380.0483615140005
5.35,382.599082212805
5.36,385.1551529704632
5.37,387.7165412122752
5.38,390.2832143635415
5.39,392.8551398495623
5.4,395.432285095639
5.41,398.0146175270709
5.42,400.6021045691592
5.43,403.19471364720414
5.44,405.7924121865064
5.45,408.395167612366
5.46,411.0029473500837
5.47,413.61571882496
5.48,416.2334494622954
5.49,418.8561066873902
5.5,421.4836579255448
5.51,424.11607060205984
5.52,426.7533121422358
5.53,429.3953499713733
5.54,432.04215151477234
5.55,434.6936841977337
5.56,437.3499154455577
5.57,440.0108126835452
5.58,442.67634333699607
5.59,445.3464748312112
5.6,448.0211745914909
5.61,450.7004100431357
5.62,453.3841486114461
5.63,456.0723577217222
5.64,458.765004799265
5.65,461.46205726937495
5.66,464.1634825573519
5.67,466.8692480884968
5.68,469.57932128811
5.69,472.2936695814923
5.7,475.0122603939436
5.71,477.73506115076464
5.72,480.4620392772559
5.73,483.19316219871786
5.74,485.9283973404509
5.75,488.6677121277556
5.76,491.41107398593215
5.77,494.1584503402814
5.78,496.9098086161038
5.79,499.6651162386994
5.8,502.424340633369
5.81,505.1874492254129
5.82,507.954409440132
5.83,510.7251887028261
5.84,513.499754438796
5.85,516.2780740733423
5.86,519.0601150317655
5.87,521.8458447393655
5.88,524.6352306214433
5.89,527.4282401032991
5.9,530.2248406102339
5.91,533.0249995675474
5.92,535.8286844005404
5.93,538.6358625345134
5.94,541.4465013947672
5.95,544.2605684066016
5.96,547.0780309953174
5.97,549.8988565862151
5.98,552.7230126045954
5.99,555.5504664757581
6.0,558.381185625004
6.01,561.2151374776338
6.02,564.0522894589477
6.03,566.8926089942465
6.04,569.7360635088303
6.05,572.5826204279996
6.06,575.4322471770548
6.07,578.2849111812969
6.08,581.140579866026
6.09,583.9992206565421
6.1,586.8608009781462
6.11,589.7252882561392
6.12,592.5926499158206
6.13,595.4628533824914
6.14,598.3358660814519
6.15,601.2116554380029
6.16,604.0901888774445
6.17,606.9714338250772
6.18,609.8553577062015
6.19,612.7419279461183
6.2,615.6311119701272
6.21,618.5228772035292
6.22,621.4171910716249
6.23,624.3140209997148
6.24,627.2133344130987
6.25,630.1150987370776
6.26,633.0192813969519
6.27,635.925849818022
6.28,638.8347714255888
6.29,641.7460136449519
6.3,644.6595439014125
6.31,647.5753296202706
6.32,650.4933382268272
6.33,653.4135371463823
6.34,656.3358938042364
6.35,659.2603756256901
6.36,662.1869500360441
6.37,665.1155844605985
6.38,668.0462463246536
6.39,670.9789030535103
6.4,673.913522072469
6.41,676.8500708068302
6.42,679.788516681894
6.43,682.728827122961
6.44,685.6709695553319
6.45,688.6149114043073
6.46,691.5606200951871
6.47,694.508063053272
6.48,697.4572077038629
6.49,700.4080214722596
6.5,703.3604717837628
6.51,706.3145260636735
6.52,709.2701517372913
6.53,712.2273162299173
6.54,715.1859869668517
6.55,718.1461313733948
6.56,721.1077168748474
6.57,724.0707108965099
6.58,727.0350808636825
6.59,730.0007942016659
6.6,732.9678183357606
6.61,735.9361206912674
6.62,738.9056686934861
6.63,741.8764297677171
6.64,744.8483713392615
6.65,747.8214608334196
6.66,750.7956656754916
6.67,753.7709532907778
6.68,756.7472911045793
6.69,759.7246465421964
6.7,762.7029870289289
6.71,765.682279990078
6.72,768.6624928509439
6.73,771.6435930368273
6.74,774.6255479730285
6.75,777.6083250848475
6.76,780.5918917975856
6.77,783.5762155365426
6.78,786.5612637270195
6.79,789.5470037943162
6.8,792.5334031637334
6.81,795.5204292605719
6.82,798.508049510132
6.83,801.4962313377138
6.84,804.4849421686183
6.85,807.4741494281453
6.86,810.463820541596
6.87,813.4539229342704
6.88,816.4444240314689
6.89,819.4352912584924
6.9,822.4264920406413
6.91,825.4179938032156
6.92,828.4097639715161
6.93,831.4017699708431
6.94,834.3939792264978
6.95,837.3863591637795
6.96,840.3788772079891
6.97,843.3715007844274
6.98,846.3641973183949
6.99,849.3569342351917
7.0,852.3496789601182
7.01,855.3423989184752
7.02,858.3350615355628
7.03,861.3276342366819
7.04,864.3200844471329
7.05,867.3123795922156
7.06,870.3044870972316
7.07,873.2963743874807
7.08,876.288008888263
7.09,879.2793580248797
7.1,882.2703892226307
7.11,885.261069906817
7.12,888.2513675027387
7.13,891.2412494356963
7.14,894.2306831309902
7.15,897.2196360139214
7.16,900.2080755097895
7.17,903.1959690438956
7.18,906.18328404154
7.19,909.1699879280231
7.2,912.1560481286456
7.21,915.1414320687076
7.22,918.1261071735096
7.23,921.1100408683526
7.24,924.0932005785364
7.25,927.075553729362
7.26,930.0570677461292
7.27,933.0377100541392
7.28,936.0174480786924
7.29,938.9962492450886
7.3,941.9740809786284
7.31,944.9509107046132
7.32,947.9267058483426
7.33,950.9014338351172
7.34,953.8750620902376
7.35,956.847558039004
7.36,959.8188891067176
7.37,962.789022718678
7.38,965.757926300186
7.39,968.7255672765418
7.4,971.6919130730467
7.41,974.6569311150004
7.42,977.6205888277036
7.43,980.5828536364564
7.44,983.5436929665602
7.45,986.5030742433144
7.46,989.4609648920202
7.47,992.4173323379778
7.48,995.3721440064876
7.49,998.32536732285
7.5,1001.276969712366
7.51,1004.226918600335
7.52,1007.1751814120588
7.53,1010.1217255728372
7.54,1013.0665185079704
7.55,1016.009527642759
7.56,1018.950720402504
7.57,1021.8900642125054
7.58,1024.8275264980634
7.59,1027.763074684479
7.6,1030.6966761970525
7.61,1033.6282984610843
7.62,1036.5579089018752
7.63,1039.485474944725
7.64,1042.4109640149345
7.65,1045.334343537805
7.66,1048.2555809386354
7.67,1051.1746436427268
7.68,1054.0914990753802
7.69,1057.0061146618957
7.7,1059.918457827573
7.71,1062.828495997714
7.72,1065.7361965976183
7.73,1068.6415270525872
7.74,1071.5444547879194
7.75,1074.4449472289173
7.76,1077.34297180088
7.77,1080.2384959291085
7.78,1083.1314870389035
7.79,1086.0219125555657
7.8,1088.9097399043942
7.81,1091.7949365106908
7.82,1094.6774697997555
7.83,1097.557307196889
7.84,1100.4344161273914
7.85,1103.3087640165631
7.86,1106.1803182897052
7.87,1109.0490463721176
7.88,1111.9149156891008
7.89,1114.7778936659554
7.9,1117.6379477279822
7.91,1120.495045300481
7.92,1123.3491538087526
7.93,1126.2002406780975
7.94,1129.0482733338165
7.95,1131.8932192012091
7.96,1134.7350457055768
7.97,1137.5737202722191
7.98,1140.409210326438
7.99,1143.241483293532
8.0,1146.0705065988027
8.01,1148.8962476675508
8.02,1151.7186739250758
8.03,1154.5377527966791
8.04,1157.3534517076605
8.05,1160.1657380833217
8.06,1162.9745793489612
8.07,1165.7799429298807
8.08,1168.5817962513806
8.09,1171.3801067387612
8.1,1174.1748418173229
8.11,1176.9659689123662
8.12,1179.7534554491915
8.13,1182.5372688531004
8.14,1185.3173765493916
8.15,1188.0937459633662
8.16,1190.866344520325
8.17,1193.6351396455675
8.18,1196.400098764396
8.19,1199.1611893021093
8.2,1201.9183786840088
8.21,1204.6716343353946
8.22,1207.4209236815673
8.23,1210.1662141478268
8.24,1212.9074731594742
8.25,1215.6446681418097
8.26,1218.3777665201342
8.27,1221.1067357197471
8.28,1223.8315431659505
8.29,1226.5521562840431
8.3,1229.2685424993272
8.31,1231.9806692371017
8.32,1234.6885039226677
8.33,1237.3920139813256
8.34,1240.091166838376
8.35,1242.7859299191186
8.36,1245.4762706488552
8.37,1248.1621564528857
8.38,1250.8435547565105
8.39,1253.5204329850294
8.4,1256.1927585637438
8.41,1258.8604989179537
8.42,1261.5236214729598
8.43,1264.1820936540626
8.44,1266.8358828865623
8.45,1269.4849565957595
8.46,1272.129282206955
8.47,1274.768827145449
8.48,1277.4035588365418
8.49,1280.0334447055334
8.5,1282.658452177725
8.51,1285.2785486784176
8.52,1287.8937016329105
8.53,1290.5038784665048
8.54,1293.1090466045005
8.55,1295.7091734721987
8.56,1298.3042264948997
8.57,1300.8941730979031
8.58,1303.4789807065108
8.59,1306.0586167460224
8.6,1308.6330486417382
8.61,1311.202243818959
8.62,1313.7661697029853
8.63,1316.324793719118
8.64,1318.8780832926568
8.65,1321.4260058489022
8.66,1323.968528813155
8.67,1326.5056196107157
8.68,1329.0372456668842
8.69,1331.563374406962
8.7,1334.0839732562483
8.71,1336.599009640045
8.72,1339.108450983652
8.73,1341.6122647123689
8.74,1344.1104182514969
8.75,1346.6028790263365
8.76,1349.089614462188
8.77,1351.570591984352
8.78,1354.0457790181288
8.79,1356.5151429888192
8.8,1358.9786513217234
8.81,1361.4362714421418
8.82,1363.887970775375
8.83,1366.3337167467234
8.84,1368.7734767814875
8.85,1371.2072183049677
8.86,1373.6349087424646
8.87,1376.0565155192787
8.88,1378.4720060607103
8.89,1380.8813477920603
8.9,1383.2845081386283
8.91,1385.6814545257157
8.92,1388.072154378622
8.93,1390.4565751226482
8.94,1392.834684183095
8.95,1395.2064489852628
8.96,1397.571836954452
8.97,1399.9308155159626
8.98,1402.2833520950956
8.99,1404.629414117151
9.0,1406.96896900743
9.01,1409.3019841912323
9.02,1411.628427093859
9.03,1413.9482651406097
9.04,1416.261465756786
9.05,1418.567996367688
9.06,1420.8678243986155
9.07,1423.16091727487
9.08,1425.4472424217504
9.09,1427.726767264559
9.1,1429.9994592285948
9.11,1432.2652857391593
9.12,1434.524214221552
9.13,1436.7762121010749
9.14,1439.021246803027
9.15,1441.2592857527093
9.16,1443.490296375422
9.17,1445.714246096466
9.18,1447.9311023411417
9.19,1450.140832534749
9.2,1452.343404102589
9.21,1454.5387844699624
9.22,1456.7269410621689
9.23,1458.907841304509
9.24,1461.0814526222837
9.25,1463.2477424407932
9.26,1465.406678185338
9.27,1467.5582272812185
9.28,1469.702357153735
9.29,1471.8390352281888
9.3,1473.9682289298796
9.31,1476.0899056841076
9.32,1478.2040329161744
9.33,1480.310578051379
9.34,1482.4095085150227
9.35,1484.5007917324065
9.36,1486.5843951288298
9.37,1488.6602861295935
9.38,1490.7284321599984
9.39,1492.7888006453445
9.4,1494.841359010932
9.41,1496.886074682062
9.42,1498.922915084035
9.43,1500.9518476421508
9.44,1502.972839781711
9.45,1504.9858589280147
9.46,1506.9908725063635
9.47,1508.9878479420572
9.48,1510.9767526603966
9.49,1512.9575540866815
9.5,1514.9302196462131
9.51,1516.894716764292
9.52,1518.8510128662178
9.53,1520.799075377292
9.54,1522.738871722814
9.55,1524.6703693280856
9.56,1526.593535618406
9.57,1528.5083380190758
9.58,1530.4147439553965
9.59,1532.312720852667
9.6,1534.2022361361896
9.61,1536.083257231263
9.62,1537.955751563189
9.63,1539.8196865572677
9.64,1541.675029638799
9.65,1543.521748233084
9.66,1545.3598097654226
9.67,1547.189181661116
9.68,1549.009831345464
9.69,1550.8217262437674
9.7,1552.6248337813267
9.71,1554.4191213834429
9.72,1556.2045564754148
9.73,1557.9811064825444
9.74,1559.7487388301315
9.75,1561.507420943477
9.76,1563.2571202478807
9.77,1564.997804168644
9.78,1566.729440131067
9.79,1568.4519955604487
9.8,1570.1654378820924
9.81,1571.8697345212963
9.82,1573.5648529033615
9.83,1575.250760453589
9.84,1576.9274245972788
9.85,1578.5948127597312
9.86,1580.2528923662464
9.87,1581.901630842126
9.88,1583.5409956126705
9.89,1585.170954103178
9.9,1586.7914737389517
9.91,1588.4025219452908
9.92,1590.004066147496
9.93,1591.5960737708676
9.94,1593.178512240706
9.95,1594.7513489823125
9.96,1596.3145514209866
9.97,1597.8680869820291
9.98,1599.4119230907406
9.99,1600.946027172421
10.0,1602.470366652372
10.01,1603.9849089558925
10.02,1605.4896215082838
10.03,1606.9844717348465
10.04,1608.469427060881
10.05,1609.944454911688
10.06,1611.4095227125667
10.07,1612.864597888819
10.08,1614.3096478657446
10.09,1615.744640068644
10.1,1617.1695419228183
10.11,1618.5843208535675
10.12,1619.9889442861918
10.13,1621.3833796459926
10.14,1622.7675943582694
10.15,1624.1415558483227
10.16,1625.5052315414534
10.17,1626.858588862962
10.18,1628.2015952381485
10.19,1629.534218092314
10.2,1630.8564248507585
10.21,1632.1681829387826
10.22,1633.4694597816867
10.23,1634.7602228047713
10.24,1636.040439433337
10.25,1637.310077092684
10.26,1638.5691032081136
10.27,1639.8174852049244
10.28,1641.055190508419
10.29,1642.2821865438964
10.3,1643.4984407366585
10.31,1644.703920512004
10.32,1645.898593295234
10.33,1647.0824265116498
10.34,1648.2553875865513
10.35,1649.4174439452386
10.36,1650.5685630130124
10.37,1651.7087122151734
10.38,1652.8378589770225
10.39,1653.9559707238589
10.4,1655.0630148809837
10.41,1656.1589588736974
10.42,1657.243770127301
10.43,1658.317416067094
10.44,1659.3798641183776
10.45,1660.4310817064516
10.46,1661.471036256618
10.47,1662.4996951941748
10.48,1663.5170259444244
10.49,1664.5229959326664
10.5,1665.5175725842014
10.51,1666.5007233243305
10.52,1667.472415578353
10.53,1668.4326167715708
10.54,1669.381294329283
10.55,1670.318415676791
10.56,1671.2439482393947
10.57,1672.157859442395
10.58,1673.0601167110922
10.59,1673.950687470786
10.6,1674.8295391467782
10.61,1675.696639164369
10.62,1676.5519549488577
10.63,1677.395453925546
10.64,1678.227103519734
10.65,1679.0468711567223
10.66,1679.8547242618104
10.67,1680.6506302603004
10.68,1681.4345565774915
10.69,1682.2064706386846
10.7,1682.96633986918
10.71,1683.7141316942786
10.72,1684.4498135392805
10.73,1685.1733528294865
10.74,1685.8847169901962
10.75,1686.583873446711
10.76,1687.2707896243312
10.77,1687.9454329483572
10.78,1688.607770844089
10.79,1689.2577707368278
10.8,1689.8954000518734
10.81,1690.5206262145266
10.82,1691.1334166500883
10.83,1691.733738783858
10.84,1692.3215600411368
10.85,1692.896847847225
10.86,1693.4595696274232
10.87,1694.009692807032
10.88,1694.5471848113511
10.89,1695.072013065682
10.9,1695.5841449953246
10.91,1696.0835480255791
10.92,1696.570189581747
10.93,1697.0440370891274
10.94,1697.5050579730218
10.95,1697.9532196587295
10.96,1698.3884895715528
10.97,1698.810835136791
10.98,1699.2202237797446
10.99,1699.6166229257142
11.0,1700.0
11.01,1700.3703554447334
11.02,1700.7278217693668
11.03,1701.0725645001842
11.04,1701.404749163468
11.05,1701.7245412855025
11.06,1702.032106392571
11.07,1702.3276100109567
11.08,1702.6112176669424
11.09,1702.8830948868122
11.1,1703.143407196849
11.11,1703.392320123337
11.12,1703.6299991925582
11.13,1703.856609930797
11.14,1704.072317864336
11.15,1704.2772885194595
11.16,1704.47168742245
11.17,1704.655680099592
11.18,1704.829432077168
11.19,1704.9931088814608
11.2,1705.1468760387547
11.21,1705.2908990753335
11.22,1705.4253435174794
11.23,1705.5503748914762
11.24,1705.6661587236076
11.25,1705.772860540157
11.26,1705.8706458674064
11.27,1705.959680231641
11.28,1706.040129159143
11.29,1706.1121581761963
11.3,1706.175932809084
11.31,1706.2316185840898
11.32,1706.279381027497
11.33,1706.319385665589
11.34,1706.3517980246484
11.35,1706.3767836309592
11.36,1706.394508010805
11.37,1706.405136690469
11.38,1706.4088351962346
11.39,1706.4057690543843
11.4,1706.396103791203
11.41,1706.3800049329725
11.42,1706.3576380059772
11.43,1706.329168536501
11.44,1706.2947620508253
11.45,1706.254584075235
11.46,1706.2088001360132
11.47,1706.1575757594428
11.48,1706.1010764718085
11.49,1706.0394677993916
11.5,1705.9729152684768
11.51,1705.9015844053474
11.52,1705.8256407362865
11.53,1705.745249787578
11.54,1705.6605770855044
11.55,1705.5717881563492
11.56,1705.4790485263964
11.57,1705.3825237219291
11.58,1705.2823792692304
11.59,1705.1787806945838
11.6,1705.0718935242733
11.61,1704.9618832845808
11.62,1704.848915501791
11.63,1704.7331557021869
11.64,1704.6147694120514
11.65,1704.4939221576683
11.66,1704.3707794653214
11.67,1704.2455068612933
11.68,1704.1182698718674
11.69,1703.9892340233275
11.7,1703.8585648419566
11.71,1703.7264278540383
11.72,1703.5929885858563
11.73,1703.4584125636934
11.74,1703.3228653138333
11.75,1703.186512362559
11.76,1703.049519236154
11.77,1702.9120514609017
11.78,1702.7742745630856
11.79,1702.636354068989
11.8,1702.4984555048954
11.81,1702.3607443970875
11.82,1702.22338627185
11.83,1702.0865466554644
11.84,1701.950391074216
11.85,1701.8150850543868
11.86,1701.6807941222607
11.87,1701.547683804121
11.88,1701.4159196262517
11.89,1701.2856671149343
11.9,1701.1570917964543
11.91,1701.0303591970942
11.92,1700.9056348431368
11.93,1700.7830842608666
11.94,1700.6628729765655
11.95,1700.5451665165187
11.96,1700.4301304070082
11.97,1700.3179301743176
11.98,1700.2087313447305
11.99,1700.1026994445306
12.0,1700.0
12.01,1699.9007635576045
12.02,1699.804980744528
12.03,1699.7126072081371
12.04,1699.6235985957985
12.05,1699.5379105548782
12.06,1699.4554987327424
12.07,1699.3763187767568
12.08,1699.3003263342878
12.09,1699.2274770527015
12.1,1699.1577265793642
12.11,1699.091030561642
12.12,1699.027344646901
12.13,1698.9666244825073
12.14,1698.9088257158269
12.15,1698.8539039942264
12.16,1698.801814965072
12.17,1698.7525142757297
12.18,1698.7059575735652
12.19,1698.662100505945
12.2,1698.6208987202356
12.21,1698.5823078638025
12.22,1698.546283584012
12.23,1698.5127815282308
12.24,1698.4817573438247
12.25,1698.4531666781593
12.26,1698.426965178602
12.27,1698.403108492518
12.28,1698.3815522672735
12.29,1698.362252150235
12.3,1698.3451637887686
12.31,1698.3302428302404
12.32,1698.3174449220164
12.33,1698.3067257114626
12.34,1698.2980408459457
12.35,1698.2913459728316
12.36,1698.2865967394864
12.37,1698.2837487932763
12.38,1698.2827577815674
12.39,1698.2835793517258
12.4,1698.286169151118
12.41,1698.2904828271098
12.42,1698.2964760270677
12.43,1698.304104398357
12.44,1698.313323588345
12.45,1698.3240892443969
12.46,1698.33635701388
12.47,1698.3500825441592
12.48,1698.3652214826009
12.49,1698.3817294765718
12.5,1698.3995621734382
12.51,1698.418675220565
12.52,1698.4390242653203
12.53,1698.4605649550683
12.54,1698.4832529371768
12.55,1698.5070438590103
12.56,1698.5318933679364
12.57,1698.55775711132
12.58,1698.5845907365283
12.59,1698.6123498909276
12.6,1698.6409902218832
12.61,1698.6704673767615
12.62,1698.7007370029285
12.63,1698.731754747751
12.64,1698.763476258595
12.65,1698.7958571828258
12.66,1698.8288531678102
12.67,1698.8624198609148
12.68,1698.8965129095047
