wind_speed,AERODAN 75/15
2.42,0.0565685591663484
2.43,0.0573177108856906
2.44,0.0580246706941855
2.45,0.0586884573846045
2.46,0.0593080897497184
2.47,0.0598825865822983
2.48,0.0604109666751152
2.49,0.06089224882094
2.5,0.0613254518125439
2.51,0.0617095944426976
2.52,0.0620436955041724
2.53,0.0623267737897391
2.54,0.0625578480921688
2.55,0.0627359372042324
2.56,0.062860059918701
2.57,0.0629292350283456
2.58,0.0629424813259371
2.59,0.0628988176042465
2.6,0.0627972626560449
2.61,0.0626368352741033
2.62,0.0624165542511926
2.63,0.062135438380084
2.64,0.0617925064535482
2.65,0.0613867772643564
2.66,0.0609172696052796
2.67,0.0603830022690888
2.68,0.0597829940485548
2.69,0.0591162637364488
2.7,0.0583818301255418
2.71,0.0575787120086047
2.72,0.0567059281784086
2.73,0.0557624974277244
2.74,0.0547474385493232
2.75,0.0536597703359759
2.76,0.0524985115804536
2.77,0.0512626810755272
2.78,0.0499512976139678
2.79,0.0485633799885463
2.8,0.0470979469920338
2.81,0.0455540174172011
2.82,0.0439306100568194
2.83,0.0422267437036597
2.84,0.040441437150493
2.85,0.0385737091900901
2.86,0.0366225786152222
2.87,0.0345870642186602
2.88,0.0324661847931753
2.89,0.0302589591315381
2.9,0.02796440602652
2.91,0.0255815442708918
2.92,0.0231093926574246
2.93,0.0205469699788892
2.94,0.0178932950280569
2.95,0.0151473865976983
2.96,0.0123082634805848
2.97,0.0093749444694871
2.98,0.0063464483571766
2.99,0.0032217939364238
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0116435230489589
4.02,0.0236787125784257
4.03,0.0361047521773078
4.04,0.0489208254345104
4.05,0.0621261159389416
4.06,0.0757198072795082
4.07,0.0897010830451191
4.08,0.1040691268246782
4.09,0.1188231222070942
4.1,0.1339622527812745
4.11,0.1494857021361268
4.12,0.1653926538605561
4.13,0.1816822915434701
4.14,0.1983537987737768
4.15,0.2154063591403843
4.16,0.2328391562321968
4.17,0.2506513736381224
4.18,0.2688421949470685
4.19,0.2874108037479444
4.2,0.3063563836296529
4.21,0.3256781181811032
4.22,0.3453751909912023
4.23,0.3654467856488596
4.24,0.3858920857429777
4.25,0.4067102748624655
4.26,0.4279005365962311
4.27,0.4494620545331806
4.28,0.4713940122622231
4.29,0.4936955933722624
4.3,0.5163659814522068
4.31,0.5394043600909643
4.32,0.562809912877443
4.33,0.5865818234005461
4.34,0.6107192752491832
4.35,0.6352214520122609
4.36,0.6600875372786893
4.37,0.6853167146373698
4.38,0.7109081676772122
4.39,0.7368610799871242
4.4,0.7631746351560146
4.41,0.7898480167727858
4.42,0.8168804084263475
4.43,0.8442709937056067
4.44,0.8720189561994726
4.45,0.9001234794968473
4.46,0.928583747186641
4.47,0.9573989428577606
4.48,0.9865682500991152
4.49,1.0160908524996073
4.5,1.045965933648146
4.51,1.0761926771336394
4.52,1.1067702665449926
4.53,1.1376978854711175
4.54,1.168974717500915
4.55,1.2005999462232948
4.56,1.232572755227164
4.57,1.2648923281014317
4.58,1.2975578484350008
4.59,1.3305684998167806
4.6,1.3639234658356771
4.61,1.397621930080603
4.62,1.4316630761404567
4.63,1.4660460876041497
4.64,1.500770148060588
4.65,1.535834441098683
4.66,1.5712381503073347
4.67,1.6069804592754533
4.68,1.643060551591947
4.69,1.679477610845725
4.7,1.716230820625687
4.71,1.7533193645207463
4.72,1.7907424261198073
4.73,1.8284991890117808
4.74,1.8665888367855688
4.75,1.9050105530300807
4.76,1.943763521334222
4.77,1.9828469252869023
4.78,2.0222599484770307
4.79,2.0620017744935075
4.8,2.1020715869252435
4.81,2.142468569361147
4.82,2.183191905390126
4.83,2.2242407786010823
4.84,2.2656143725829256
4.85,2.307311870924564
4.86,2.3493324572149072
4.87,2.391675315042856
4.88,2.434339627997321
4.89,2.477324579667207
4.9,2.520629353641428
4.91,2.564253133508882
4.92,2.60819510285848
4.93,2.6524544452791297
4.94,2.6970303443597405
4.95,2.7419219836892124
4.96,2.787128546856457
4.97,2.8326492174503834
4.98,2.8784831790598973
4.99,2.924629615273901
5.0,2.971087709681307
5.01,3.017856645871019
5.02,3.064935607431947
5.03,3.112323777953001
5.04,3.160020341023079
5.05,3.2080244802310927
5.06,3.256335379165951
5.07,3.3049522214165625
5.08,3.353874190571829
5.09,3.403100470220657
5.1,3.4526302439519583
5.11,3.5024626953546423
5.12,3.5525970080176057
5.13,3.603032365529764
5.14,3.65376795148002
5.15,3.70480294945729
5.16,3.7561365430504674
5.17,3.8077679158484656
5.18,3.859696251440192
5.19,3.911920733414559
5.2,3.964440545360461
5.21,4.017254870866816
5.22,4.070362893522524
5.23,4.123763796916502
5.24,4.177456764637645
5.25,4.231440980274865
5.26,4.28571562741707
5.27,4.340279889653167
5.28,4.395132950572068
5.29,4.450273993762669
5.3,4.5057022028138825
5.31,4.561416761314618
5.32,4.617416852853784
5.33,4.673701661020281
5.34,4.730270369403015
5.35,4.7871221615909
5.36,4.844256221172845
5.37,4.901671731737748
5.38,4.95936787687452
5.39,5.017343840172067
5.4,5.075598805219305
5.41,5.134131955605128
5.42,5.19294247491845
5.43,5.252029546748174
5.44,5.311392354683218
5.45,5.371030082312473
5.46,5.430941913224856
5.47,5.491127031009271
5.48,5.551584619254633
5.49,5.612313861549835
5.5,5.673313941483794
5.51,5.734584042645412
5.52,5.796123348623601
5.53,5.8579310430072695
5.54,5.920006309385315
5.55,5.982348331346651
5.56,6.044956292480182
5.57,6.107829376374824
5.58,6.170966766619472
5.59,6.234367646803039
5.6,6.298031200514428
5.61,6.361956611342555
5.62,6.426143062876318
5.63,6.490589738704625
5.64,6.555295822416388
5.65,6.620260497600516
5.66,6.685482947845905
5.67,6.750962356741471
5.68,6.816697907876115
5.69,6.882688784838756
5.7,6.948934171218287
5.71,7.015433250603621
5.72,7.082185206583665
5.73,7.149189222747332
5.74,7.216444482683517
5.75,7.283950169981133
5.76,7.3517054682290865
5.77,7.419709561016288
5.78,7.487961631931647
5.79,7.556460864564057
5.8,7.625206442502435
5.81,7.694197549335688
5.82,7.763433368652727
5.83,7.832913084042447
5.84,7.902635879093764
5.85,7.972600937395583
5.86,8.042807442536816
5.87,8.113254578106359
5.88,8.183941527693122
5.89,8.25486747488602
5.9,8.32603160327396
5.91,8.397433096445837
5.92,8.469071137990566
5.93,8.540944911497055
5.94,8.613053600554215
5.95,8.685396388750942
5.96,8.757972459676148
5.97,8.830780996918742
5.98,8.903821184067636
5.99,8.977092204711724
6.0,9.05059324243992
6.01,9.12432348084113
6.02,9.198282103504264
6.03,9.272468294018235
6.04,9.346881235971937
6.05,9.421520112954278
6.06,9.49638410855417
6.07,9.57147240636053
6.08,9.646784189962244
6.09,9.722318642948231
6.1,9.7980749489074
6.11,9.874052291428658
6.12,9.950249854100903
6.13,10.02666682051305
6.14,10.103302374254003
6.15,10.180155698912674
6.16,10.257225978077962
6.17,10.33451239533878
6.18,10.412014134284034
6.19,10.489730378502632
6.2,10.567660311583476
6.21,10.645803117115475
6.22,10.724157978687542
6.23,10.802724079888584
6.24,10.881500604307496
6.25,10.960486735533197
6.26,11.039681657154588
6.27,11.119084552760576
6.28,11.198694605940076
6.29,11.278511000281984
6.3,11.358532919375216
6.31,11.438759546808672
6.32,11.519190066171268
6.33,11.599823661051902
6.34,11.680659515039482
6.35,11.76169681172292
6.36,11.842934734691127
6.37,11.924372467532995
6.38,12.006009193837444
6.39,12.087844097193374
6.4,12.169876361189704
6.41,12.25210516941532
6.42,12.334529705459149
6.43,12.417149152910085
6.44,12.499962695357045
6.45,12.582969516388932
6.46,12.666168799594647
6.47,12.749559728563105
6.48,12.833141486883216
6.49,12.916913258143875
6.5,13.000874225933998
6.51,13.08502357384249
6.52,13.169360485458256
6.53,13.253884144370211
6.54,13.33859373416725
6.55,13.423488438438286
6.56,13.508567440772229
6.57,13.593829924757989
6.58,13.679275073984456
6.59,13.764902072040552
6.6,13.850710102515183
6.61,13.93669834899726
6.62,14.022865995075676
6.63,14.109212224339345
6.64,14.195736220377174
6.65,14.28243716677808
6.66,14.369314247130951
6.67,14.456366645024708
6.68,14.543593544048251
6.69,14.6309941277905
6.7,14.718567579840345
6.71,14.806313083786694
6.72,14.894229823218469
6.73,14.98231698172457
6.74,15.0705737428939
6.75,15.158999290315366
6.76,15.24759280757788
6.77,15.336353478270343
6.78,15.425280485981675
6.79,15.514373014300768
6.8,15.603630246816532
6.81,15.693051367117882
6.82,15.782635558793723
6.83,15.87238200543295
6.84,15.962289890624486
6.85,16.05235839795723
6.86,16.142586711020094
6.87,16.23297401340198
6.88,16.323519488691787
6.89,16.41422232047844
6.9,16.505081692350846
6.91,16.596096787897892
6.92,16.6872667907085
6.93,16.77859088437157
6.94,16.870068252476027
6.95,16.961698078610752
6.96,17.053479546364663
6.97,17.14541183932667
6.98,17.237494141085687
6.99,17.329725635230606
7.0,17.422105505350338
7.01,17.514632935033795
7.02,17.60730710786988
7.03,17.700127207447505
7.04,17.793092417355577
7.05,17.886201921182987
7.06,17.979454902518665
7.07,18.07285054495152
7.08,18.166388032070422
7.09,18.26006654746432
7.1,18.353885274722096
7.11,18.44784339743267
7.12,18.541940099184945
7.13,18.636174563567824
7.14,18.730545974170216
7.15,18.82505351458104
7.16,18.919696368389182
7.17,19.014473719183563
7.18,19.109384750553087
7.19,19.204428646086665
7.2,19.2996045893732
7.21,19.394911764001588
7.22,19.49034935356076
7.23,19.585916541639605
7.24,19.68161251182704
7.25,19.77743644771196
7.26,19.87338753288327
7.27,19.969464950929904
7.28,20.06566788544075
7.29,20.161995520004712
7.3,20.258447038210697
7.31,20.355021623647627
7.32,20.4517184599044
7.33,20.548536730569914
7.34,20.645475619233085
7.35,20.74253430948282
7.36,20.839711984908032
7.37,20.937007829097613
7.38,21.03442102564048
7.39,21.131950758125534
7.4,21.229596210141704
7.41,21.327356565277864
7.42,21.42523100712294
7.43,21.523218719265834
7.44,21.621318885295462
7.45,21.719530688800717
7.46,21.817853313370517
7.47,21.91628594259376
7.48,22.014827760059365
7.49,22.113477949356223
7.5,22.212235694073254
7.51,22.31110017779936
7.52,22.41007058412345
7.53,22.50914609663445
7.54,22.608325898921212
7.55,22.7076091745727
7.56,22.8069951071778
7.57,22.90648288032542
7.58,23.00607167760446
7.59,23.10576068260383
7.6,23.20554907891244
7.61,23.305436050119205
7.62,23.405420779813024
7.63,23.5055024515828
7.64,23.60568024901744
7.65,23.70595335570587
7.66,23.806320955236973
7.67,23.906782231199664
7.68,24.007336367182845
7.69,24.10798254677545
7.7,24.208719953566344
7.71,24.30954777114447
7.72,24.41046518309871
7.73,24.511471373018
7.74,24.61256552449121
7.75,24.71374682110728
7.76,24.815014446455088
7.77,24.916367584123563
7.78,25.017805417701616
7.79,25.11932713077813
7.8,25.220931906942027
7.81,25.322618929782216
7.82,25.424387382887613
7.83,25.526236449847097
7.84,25.62816531424959
7.85,25.730173159684004
7.86,25.832259169739245
7.87,25.93442252800421
7.88,26.03666241806782
7.89,26.138978023518973
7.9,26.241368527946584
7.91,26.343833114939542
7.92,26.44637096808677
7.93,26.548981270977173
7.94,26.651663207199665
7.95,26.75441596034313
7.96,26.8572387139965
7.97,26.96013065174866
7.98,27.06309095718855
7.99,27.166118813905044
8.0,27.269213405487054
8.01,27.372373915523507
8.02,27.475599527603286
8.03,27.57888942531531
8.04,27.682242792248484
8.05,27.785658811991738
8.06,27.88913666813394
8.07,27.99267554426401
8.08,28.09627462397087
8.09,28.1999330908434
8.1,28.303650128470544
8.11,28.407424920441173
8.12,28.51125665034421
8.13,28.61514450176859
8.14,28.71908765830317
8.15,28.82308530353688
8.16,28.927136621058622
8.17,29.03124079445731
8.18,29.13539700732185
8.19,29.23960444324115
8.2,29.343862285804107
8.21,29.44816971859965
8.22,29.55252592521667
8.23,29.656930089244057
8.24,29.761381394270757
8.25,29.86587902388564
8.26,29.97042216167764
8.27,30.07500999123565
8.28,30.179641696148572
8.29,30.28431646000533
8.3,30.38903346639484
8.31,30.493791898905982
8.32,30.598590941127664
8.33,30.70342977664881
8.34,30.808307589058323
8.35,30.91322356194509
8.36,31.018176878898046
8.37,31.12316672350609
8.38,31.22819227935814
8.39,31.333252730043064
8.4,31.438347259149804
8.41,31.543475050267247
8.42,31.64863528698432
8.43,31.75382715288991
8.44,31.859049831572943
8.45,31.96430250662232
8.46,32.06958436162695
8.47,32.17489458017573
8.48,32.28023234585757
8.49,32.38559684226138
8.5,32.490987252976055
8.51,32.59640276159053
8.52,32.70184255169369
8.53,32.80730580687445
8.54,32.912791710721706
8.55,33.0182994468244
8.56,33.12382819877139
8.57,33.229377150151606
8.58,33.33494548455397
8.59,33.440532385567366
8.6,33.5461370367807
8.61,33.651758621782896
8.62,33.75739632416285
8.63,33.86304932750949
8.64,33.968716815411696
8.65,34.07439797145838
8.66,34.18009197923846
8.67,34.28579802234083
8.68,34.391515284354405
8.69,34.49724294886809
8.7,34.60298019947079
8.71,34.70872621975145
8.72,34.814480193298905
8.73,34.92024130370211
8.74,35.02600873454996
8.75,35.131781669431355
8.76,35.23755929193523
8.77,35.343340785650454
8.78,35.44912533416596
8.79,35.55491212107065
8.8,35.66070032995344
8.81,35.76648914440322
8.82,35.872277748008884
8.83,35.97806532435938
8.84,36.08385105704357
8.85,36.1896341296504
8.86,36.29541372576876
8.87,36.40118902898756
8.88,36.50695922289572
8.89,36.61272349108211
8.9,36.71848101713567
8.91,36.82423098464529
8.92,36.92997257719989
8.93,37.03570497838836
8.94,37.14142737179963
8.95,37.24713894102259
8.96,37.35283886964616
8.97,37.45852634125923
8.98,37.56420053945072
8.99,37.66986064780953
9.0,37.77550584992457
9.01,37.88113532938475
9.02,37.98674826977898
9.03,38.09234385469615
9.04,38.19792126772519
9.05,38.303479692455
9.06,38.40901831247447
9.07,38.51453631137253
9.08,38.62003287273807
9.09,38.72550718016
9.1,38.83095841722723
9.11,38.93638576752868
9.12,39.04178841465323
9.13,39.14716554218983
9.14,39.25251633372734
9.15,39.35783997285469
9.16,39.46313564316078
9.17,39.56840252823452
9.18,39.67363981166481
9.19,39.77884667704059
9.2,39.88402230795072
9.21,39.98916588798416
9.22,40.09427660072976
9.23,40.199353629776446
9.24,40.304396158713146
9.25,40.40940337112875
9.26,40.514374450612166
9.27,40.6193085807523
9.28,40.72420494513806
9.29,40.82906272735837
9.3,40.93388111100213
9.31,41.03865927965822
9.32,41.14339641691558
9.33,41.24809170636309
9.34,41.35274433158967
9.35,41.45735347618425
9.36,41.56191832373569
9.37,41.66643805783293
9.38,41.77091186206489
9.39,41.87533892002044
9.4,41.9797184152885
9.41,42.08404953145798
9.42,42.18833145211778
9.43,42.29256336085682
9.44,42.39674444126402
9.45,42.500873876928246
9.46,42.604950851438446
9.47,42.70897454838351
9.48,42.81294415135234
9.49,42.91685884393383
9.5,43.02071780971691
9.51,43.12452023229049
9.52,43.22826529524346
9.53,43.33195218216474
9.54,43.435580076643234
9.55,43.53914816226786
9.56,43.6426556226275
9.57,43.74610164131107
9.58,43.84948540190749
9.59,43.95280608800565
9.6,44.056062883194464
9.61,44.15925497106282
9.62,44.26238153519969
9.63,44.36544175919392
9.64,44.46843482663442
9.65,44.57135992111012
9.66,44.67421622620991
9.67,44.77700292552271
9.68,44.87971920263742
9.69,44.98236424114295
9.7,45.08493722462819
9.71,45.18743733668211
9.72,45.289863760893525
9.73,45.39221568085141
9.74,45.49449228014463
9.75,45.59669274236212
9.76,45.698816251092765
9.77,45.80086198992549
9.78,45.90282914244922
9.79,46.004716892252816
9.8,46.10652442292523
9.81,46.20825091805534
9.82,46.30989556123205
9.83,46.41145753604428
9.84,46.512936026080936
9.85,46.61433021493093
9.86,46.71563928618314
9.87,46.816862423426514
9.88,46.91799881024997
9.89,47.01904763024234
9.9,47.1200080669926
9.91,47.22087930408962
9.92,47.32166052512234
9.93,47.42235091367963
9.94,47.522949653350416
9.95,47.62345592772361
9.96,47.72386892038813
9.97,47.824187814932856
9.98,47.92441179494671
9.99,48.02454004401857
10.0,48.12457174573739
10.01,48.224506083692056
10.02,48.324342241471456
10.03,48.42407940266452
10.04,48.52371675086016
10.05,48.623253469647295
10.06,48.72268874261478
10.07,48.82202175335155
10.08,48.92125168544652
10.09,49.02037772248859
10.1,49.11939904806667
10.11,49.21831484576968
10.12,49.31712429918649
10.13,49.41582659190605
10.14,49.51442090751725
10.15,49.61290642960898
10.16,49.71128234177016
10.17,49.8095478275897
10.18,49.9077020706565
10.19,50.00574425455948
10.2,50.10367356288754
10.21,50.2014891792296
10.22,50.29919028717453
10.23,50.39677607031127
10.24,50.49424571222872
10.25,50.59159839651578
10.26,50.68883330676136
10.27,50.78594962655436
10.28,50.88294653948371
10.29,50.9798232291383
10.3,51.07657887910706
10.31,51.17321267297885
10.32,51.26972379434261
10.33,51.366111426787256
10.34,51.46237475390166
10.35,51.55851295927475
10.36,51.65452522649545
10.37,51.75041073915263
10.38,51.84616868083525
10.39,51.94179823513216
10.4,52.037298585632286
10.41,52.13266891592454
10.42,52.227908409597845
10.43,52.32301625024107
10.44,52.41799162144317
10.45,52.51283370679299
10.46,52.607541689879525
10.47,52.7021147542916
10.48,52.79655208361815
10.49,52.89085286144808
10.5,52.98501627137031
10.51,53.079041496973744
10.52,53.17292772184727
10.53,53.26667412957981
10.54,53.36027990376028
10.55,53.4537442279776
10.56,53.54706628582062
10.57,53.64024526087829
10.58,53.73328033673951
10.59,53.82617069699317
10.6,53.9189155252282
10.61,54.011514005033504
10.62,54.103965319998
10.63,54.196268653710575
10.64,54.28842318976013
10.65,54.38042811173558
10.66,54.47228260322583
10.67,54.56398584781981
10.68,54.655537029106384
10.69,54.7469353306745
10.7,54.83817993611305
10.71,54.929270029010944
10.72,55.02020479295708
10.73,55.11098341154037
10.74,55.20160506834972
10.75,55.29206894697404
10.76,55.38237423100223
10.77,55.47252010402322
10.78,55.562505749625885
10.79,55.65233035139914
10.8,55.74199309293192
10.81,55.8314931578131
10.82,55.9208297296316
10.83,56.01000199197631
10.84,56.09900912843617
10.85,56.18785032260006
10.86,56.2765247580569
10.87,56.36503161839559
10.88,56.45337008720506
10.89,56.54153934807418
10.9,56.62953858459188
10.91,56.71736698034705
10.92,56.80502371892862
10.93,56.89250798392547
10.94,56.97981895892655
10.95,57.06695582752071
10.96,57.153917773296925
10.97,57.24070397984404
10.98,57.32731363075098
10.99,57.41374590960666
11.0,57.5
11.01,57.58607500014036
11.02,57.671969666719065
11.03,57.7576826710479
11.04,57.84321268443865
11.05,57.92855837820312
11.06,58.01371842365307
11.07,58.09869149210031
11.08,58.1834762548566
11.09,58.26807138323376
11.1,58.35247554854357
11.11,58.43668742209783
11.12,58.52070567520829
11.13,58.6045289791868
11.14,58.68815600534506
11.15,58.77158542499495
11.16,58.85481590944819
11.17,58.93784613001662
11.18,59.02067475801199
11.19,59.10330046474609
11.2,59.18572192153074
11.21,59.26793779967774
11.22,59.3499467704988
11.23,59.43174750530577
11.24,59.51333867541043
11.25,59.594718952124566
11.26,59.67588700675994
11.27,59.756841510628384
11.28,59.83758113504166
11.29,59.918104551311565
11.3,59.998410430749885
11.31,60.0784974446684
11.32,60.158364264378925
11.33,60.23800956119321
11.34,60.31743200642306
11.35,60.39663027138028
11.36,60.47560302737664
11.37,60.55434894572392
11.38,60.63286669773396
11.39,60.71115495471849
11.4,60.78921238798932
11.41,60.86703766885823
11.42,60.944629468637
11.43,61.02198645863746
11.44,61.09910731017136
11.45,61.17599069455049
11.46,61.25263528308668
11.47,61.329039747091656
11.48,61.405202757877255
11.49,61.48112298675522
11.5,61.55679910503739
11.51,61.63222978403552
11.52,61.70741369506143
11.53,61.78234950942686
11.54,61.85703589844365
11.55,61.93147153342355
11.56,62.00565508567836
11.57,62.07958522651987
11.58,62.15326062725987
11.59,62.22667995921015
11.6,62.29984189368249
11.61,62.37274510198869
11.62,62.44538825544051
11.63,62.5177700253498
11.64,62.58988908302828
11.65,62.661744099787775
11.66,62.73333374694007
11.67,62.804656695796936
11.68,62.87571161767018
11.69,62.94649718387159
11.7,63.01701206571293
11.71,63.08725493450604
11.72,63.15722446156265
11.73,63.22691931819459
11.74,63.29633817571361
11.75,63.36547970543153
11.76,63.43434257866015
11.77,63.5029254667112
11.78,63.57122704089653
11.79,63.6392459725279
11.8,63.70698093291712
11.81,63.77443059337594
11.82,63.84159362521617
11.83,63.908468699749584
11.84,63.975054488288
11.85,64.04134966214319
11.86,64.10735289262695
11.87,64.17306285105104
11.88,64.23847820872729
11.89,64.30359763696747
11.9,64.36841980708334
11.91,64.43294339038674
11.92,64.49716705818942
11.93,64.56108948180318
11.94,64.6247093325398
11.95,64.68802528171109
11.96,64.75103600062883
11.97,64.8137401606048
11.98,64.87613643295079
11.99,64.9382234889786
12.0,65.0
12.01,65.06146325606373
12.02,65.12260502216633
12.03,65.18341568204123
12.04,65.24388561942192
12.05,65.30400521804188
12.06,65.36376486163452
12.07,65.42315493393335
12.08,65.48216581867183
12.09,65.54078789958339
12.1,65.59901156040155
12.11,65.65682718485974
12.12,65.71422515669144
12.13,65.7711958596301
12.14,65.82772967740921
12.15,65.88381699376221
12.16,65.93944819242259
12.17,65.99461365712376
12.18,66.04930377159926
12.19,66.1035089195825
12.2,66.15721948480697
12.21,66.21042585100614
12.22,66.26311840191346
12.23,66.31528752126238
12.24,66.3669235927864
12.25,66.41801700021897
12.26,66.46855812729356
12.27,66.51853735774363
12.28,66.56794507530262
12.29,66.61677166370404
12.3,66.66500750668135
12.31,66.71264298796798
12.32,66.75966849129743
12.33,66.80607440040312
12.34,66.85185109901857
12.35,66.89698897087722
12.36,66.94147839971254
12.37,66.98530976925797
12.38,67.02847346324702
12.39,67.07095986541312
12.4,67.11275935948976
12.41,67.15386232921037
12.42,67.19425915830845
12.43,67.23394023051745
12.44,67.27289592957082
12.45,67.31111663920206
12.46,67.34859274314461
12.47,67.38531462513194
12.48,67.42127266889753
12.49,67.45645725817482
12.5,67.49085877669728
12.51,67.5244676081984
12.52,67.5572741364116
12.53,67.5892687450704
12.54,67.62044181790824
12.55,67.65078373865856
12.56,67.68028489105487
12.57,67.70893565883061
12.58,67.73672642571923
12.59,67.76364757545421
12.6,67.78968949176904
12.61,67.81484255839715
12.62,67.83909715907203
12.63,67.86244367752711
12.64,67.8848724974959
12.65,67.90637400271184
12.66,67.9269385769084
12.67,67.94655660381903
12.68,67.96521846717722
12.69,67.98291455071643
12.7,67.9996352381701
12.71,68.01537091327172
12.72,68.03011195975476
12.73,68.04384876135266
12.74,68.05657170179892
12.75,68.06827116482695
12.76,68.07893753417028
12.77,68.08856119356233
12.78,68.09713252673657
12.79,68.10464191742652
12.8,68.11107974936556
12.81,68.11643640628719
12.82,68.1207022719249
12.83,68.12386773001212
12.84,68.12592316428234
12.85,68.12685895846901
12.86,68.12666549630562
12.87,68.12533316152559
12.88,68.12285233786241
12.89,68.11921340904956
12.9,68.1144067588205
12.91,68.10842277090866
12.92,68.10125182904756
12.93,68.09288431697061
12.94,68.0833106184113
12.95,68.07252111710311
12.96,68.06050619677947
12.97,68.0472562411739
12.98,68.0327616340198
12.99,68.01701275905069
13.0,68.0
13.01,67.9817179756047
13.02,67.96217824461563
13.03,67.94139660078717
13.04,67.91938883787364
13.05,67.89617074962943
13.06,67.87175812980887
13.07,67.84616677216633
13.08,67.81941247045614
13.09,67.79151101843262
13.1,67.76247820985019
13.11,67.73232983846319
13.12,67.70108169802593
13.13,67.66874958229275
13.14,67.63534928501808
13.15,67.6008965999562
13.16,67.56540732086151
13.17,67.52889724148832
