wind_speed,W2E Wind to Energy W2E-120/3fc
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,100.3
3.51,101.77991087308376
3.52,103.2560669394295
3.53,104.72863167325131
3.54,106.19776854876363
3.55,107.66364104018064
3.56,109.12641262171672
3.57,110.58624676758606
3.58,112.04330695200308
3.59,113.4977566491819
3.6,114.94975933333696
3.61,116.39947847868244
3.62,117.84707755943263
3.63,119.29272004980186
3.64,120.73656942400444
3.65,122.17878915625457
3.66,123.61954272076662
3.67,125.0589935917548
3.68,126.49730524343352
3.69,127.93464115001689
3.7,129.37116478571934
3.71,130.80703962475508
3.72,132.24242914133845
3.73,133.67749680968365
3.74,135.11240610400512
3.75,136.54732049851694
3.76,137.98240346743356
3.77,139.41781848496922
3.78,140.85372902533814
3.79,142.2902985627548
3.8,143.72769057143316
3.81,145.16606852558792
3.82,146.6055958994329
3.83,148.0464361671828
3.84,149.48875280305168
3.85,150.93270928125395
3.86,152.37846907600368
3.87,153.8261956615154
3.88,155.2760525120033
3.89,156.7282031016817
3.9,158.18281090476478
3.91,159.6400393954669
3.92,161.1000520480023
3.93,162.5630123365855
3.94,164.0290837354304
3.95,165.4984297187516
3.96,166.97121376076316
3.97,168.44759933567957
3.98,169.92774991771495
3.99,171.4118289810837
4.0,172.9
4.01,174.39242644867826
4.02,175.88927180133263
4.03,177.39069953217762
4.04,178.89687311542724
4.05,180.407956025296
4.06,181.924111735998
4.07,183.44550372174768
4.08,184.9722954567592
4.09,186.50465041524689
4.1,188.04273207142504
4.11,189.5867038995081
4.12,191.13672937371012
4.13,192.69297196824544
4.14,194.2555951573284
4.15,195.82476241517327
4.16,197.40063721599435
4.17,198.98338303400587
4.18,200.57316334342207
4.19,202.1701416184576
4.2,203.7744813333262
4.21,205.38634596224247
4.22,207.0058989794206
4.23,208.6333038590752
4.24,210.26872407541995
4.25,211.91232310266952
4.26,213.56426441503825
4.27,215.22471148674012
4.28,216.89382779199
4.29,218.5717768050015
4.3,220.25872199998923
4.31,221.95482685116735
4.32,223.66025483275052
4.33,225.3751694189525
4.34,227.0997340839879
4.35,228.83411230207088
4.36,230.57846754741595
4.37,232.33296329423703
4.38,234.0977630167486
4.39,235.8730301891649
4.4,237.65892828570048
4.41,239.45562078056923
4.42,241.2632711479856
4.43,243.08204286216392
4.44,244.91209939731857
4.45,246.75360422766357
4.46,248.60672082741328
4.47,250.4716126707821
4.48,252.3484432319844
4.49,254.2373759852342
4.5,256.1385744047459
4.51,258.05220196473374
4.52,259.97842213941215
4.53,261.9173984029955
4.54,263.86929422969774
4.55,265.8342730937333
4.56,267.81249846931644
4.57,269.8041338306618
4.58,271.8093426519831
4.59,273.82828840749494
4.6,275.8611345714115
4.61,277.9080446179474
4.62,279.96918202131644
4.63,282.04471025573304
4.64,284.1347927954116
4.65,286.2395931145666
4.66,288.3592746874119
4.67,290.494000988162
4.68,292.6439354910311
4.69,294.80924167023375
4.7,296.9900829999839
4.71,299.186622954496
4.72,301.3990250079841
4.73,303.6274526346631
4.74,305.87206930874663
4.75,308.13303850444925
4.76,310.41052369598515
4.77,312.70468835756884
4.78,315.0156959634145
4.79,317.34370998773625
4.8,319.68889390474845
4.81,322.0514111886655
4.82,324.4314253137018
4.83,326.8290997540713
4.84,329.2445979839884
4.85,331.67808347766737
4.86,334.1297197093229
4.87,336.5996701531686
4.88,339.0880982834192
4.89,341.5951675742888
4.9,344.121041499992
4.91,346.66588353474265
4.92,349.2298571527552
4.93,351.8131258282439
4.94,354.4158530354234
4.95,357.0382022485076
4.96,359.68033694171066
4.97,362.3424205892472
4.98,365.0246166653316
4.99,367.7270886441776
5.0,370.45
5.01,373.19347416096537
5.02,375.9574743710508
5.03,378.7419238281861
5.04,381.5467457303003
5.05,384.37186327532334
5.06,387.2171996611849
5.07,390.0826780858143
5.08,392.968221747141
5.09,395.8737538430947
5.1,398.79919757160496
5.11,401.7444761306017
5.12,404.70951271801374
5.13,407.6942305317712
5.14,410.69855276980337
5.15,413.72240263004034
5.16,416.76570331041097
5.17,419.8283780088451
5.18,422.9103499232722
5.19,426.0115422516224
5.2,429.1318781918244
5.21,432.2712809418082
5.22,435.4296736995034
5.23,438.6069796628397
5.24,441.8031220297463
5.25,445.0180239981528
5.26,448.251608765989
5.27,451.5037995311843
5.28,454.7745194916686
5.29,458.0636918453708
5.3,461.371239790221
5.31,464.6970865241485
5.32,468.0411552450834
5.33,471.40336915095446
5.34,474.78365143969165
5.35,478.1819253092244
5.36,481.5981139574828
5.37,485.0321405823957
5.38,488.4839283818927
5.39,491.9534005539039
5.4,495.4404802963587
5.41,498.9450908071863
5.42,502.4671552843165
5.43,506.0065969256788
5.44,509.5633389292034
5.45,513.1373044928188
5.46,516.728416814455
5.47,520.3365990920415
5.48,523.9617745235087
5.49,527.6038663067849
5.5,531.2627976398002
5.51,534.9384917204843
5.52,538.6308717467664
5.53,542.3398609165768
5.54,546.0653824278442
5.55,549.8073594784985
5.56,553.5657152664694
5.57,557.3403729896867
5.58,561.131255846079
5.59,564.9382870335767
5.6,568.7613897501093
5.61,572.6004871936061
5.62,576.4555025619968
5.63,580.3263590532108
5.64,584.2129798651777
5.65,588.1152881958277
5.66,592.0332072430894
5.67,595.9666602048928
5.68,599.9155702791675
5.69,603.879860663843
5.7,607.8594545568491
5.71,611.8542751561148
5.72,615.8642456595701
5.73,619.8892892651447
5.74,623.9293291707677
5.75,627.9842885743689
5.76,632.0540906738778
5.77,636.138658667224
5.78,640.2379157523375
5.79,644.351785127147
5.8,648.4801899895828
5.81,652.6230535375737
5.82,656.7802989690506
5.83,660.9518494819414
5.84,665.1376282741767
5.85,669.3375585436858
5.86,673.5515634883984
5.87,677.779566306244
5.88,682.0214901951521
5.89,686.277258353052
5.9,690.546793977874
5.91,694.8300202675468
5.92,699.1268604200005
5.93,703.4372376331644
5.94,707.7610751049687
5.95,712.098296033342
5.96,716.4488236162144
5.97,720.8125810515152
5.98,725.1894915371748
5.99,729.5794782711215
6.0,733.9824644512855
6.01,738.3983732755966
6.02,742.827127941984
6.03,747.2686516483775
6.04,751.7228675927063
6.05,756.1896989729003
6.06,760.6690689868888
6.07,765.160900832602
6.08,769.6651177079685
6.09,774.1816428109187
6.1,778.7103993393812
6.11,783.2513104912871
6.12,787.8042994645643
6.13,792.3692894571432
6.14,796.9462036669535
6.15,801.5349652919244
6.16,806.1354975299856
6.17,810.7477235790665
6.18,815.3715666370969
6.19,820.0069499020068
6.2,824.6537965717247
6.21,829.3120298441805
6.22,833.9815729173042
6.23,838.6623489890256
6.24,843.3542812572732
6.25,848.0572929199773
6.26,852.7713071750674
6.27,857.4962472204728
6.28,862.2320362541237
6.29,866.9785974739489
6.3,871.735854077878
6.31,876.5037292638411
6.32,881.2821462297679
6.33,886.0710281735871
6.34,890.8702982932288
6.35,895.6798797866223
6.36,900.4996958516979
6.37,905.3296696863844
6.38,910.1697244886112
6.39,915.0197834563086
6.4,919.8797697874062
6.41,924.7496066798324
6.42,929.6292173315176
6.43,934.5185249403916
6.44,939.417452704384
6.45,944.3259238214234
6.46,949.2438614894402
6.47,954.1711889063636
6.48,959.107829270124
6.49,964.0537057786496
6.5,969.0087416298708
6.51,973.9728600217168
6.52,978.9459841521176
6.53,983.9280372190026
6.54,988.9189424203014
6.55,993.918622953943
6.56,998.9270020178576
6.57,1003.944002809975
6.58,1008.969548528224
6.59,1014.0035623705344
6.6,1019.045967534836
6.61,1024.0966872190586
6.62,1029.155644621131
6.63,1034.2227629389831
6.64,1039.2979653705445
6.65,1044.3811751137453
6.66,1049.472315366514
6.67,1054.571309326781
6.68,1059.6780801924751
6.69,1064.7925511615272
6.7,1069.9146454318654
6.71,1075.04428620142
6.72,1080.1813966681204
6.73,1085.3259000298967
6.74,1090.4777194846774
6.75,1095.6367782303928
6.76,1100.802999464972
6.77,1105.976306386345
6.78,1111.1566221924415
6.79,1116.3438700811907
6.8,1121.537973250522
6.81,1126.7388548983652
6.82,1131.9464382226502
6.83,1137.1606464213062
6.84,1142.3814026922628
6.85,1147.6086302334486
6.86,1152.8422522427957
6.87,1158.0821919182308
6.88,1163.3283724576854
6.89,1168.580717059088
6.9,1173.839148920369
6.91,1179.1035912394575
6.92,1184.3739672142826
6.93,1189.650200042775
6.94,1194.9322129228633
6.95,1200.2199290524777
6.96,1205.513271629547
6.97,1210.8121638520013
6.98,1216.116528917771
6.99,1221.4262900247832
7.0,1226.74137037097
7.01,1232.0616931542595
7.02,1237.3871815725818
7.03,1242.7177588238671
7.04,1248.0533481060434
7.05,1253.393872617041
7.06,1258.7392555547904
7.07,1264.0894201172202
7.08,1269.4442895022598
7.09,1274.803786907839
7.1,1280.1678355318877
7.11,1285.5363585723353
7.12,1290.9092792271113
7.13,1296.2865206941449
7.14,1301.6680061713655
7.15,1307.0536588567045
7.16,1312.4434019480889
7.17,1317.8371586434505
7.18,1323.234852140717
7.19,1328.6364056378195
7.2,1334.041742332687
7.21,1339.4507854232477
7.22,1344.8634581074332
7.23,1350.2796835831723
7.24,1355.6993850483946
7.25,1361.122485701029
7.26,1366.548908739006
7.27,1371.9785773602548
7.28,1377.4114147627054
7.29,1382.8473441442868
7.3,1388.2862887029282
7.31,1393.72817163656
7.32,1399.172916143112
7.33,1404.620445420512
7.34,1410.070682666692
7.35,1415.5235510795792
7.36,1420.9789738571053
7.37,1426.4368741971984
7.38,1431.8971752977882
7.39,1437.3598003568045
7.4,1442.8246725721783
7.41,1448.2917151418362
7.42,1453.7608512637105
7.43,1459.2320041357286
7.44,1464.7050969558218
7.45,1470.1800529219186
7.46,1475.656795231949
7.47,1481.1352470838426
7.48,1486.6153316755292
7.49,1492.0969722049374
7.5,1497.5800918699974
7.51,1503.0646138686388
7.52,1508.5504613987912
7.53,1514.0375576583845
7.54,1519.5258258453473
7.55,1525.0151891576097
7.56,1530.5055707931012
7.57,1535.9968939497517
7.58,1541.4890818254903
7.59,1546.9820576182467
7.6,1552.4757445259506
7.61,1557.970065746532
7.62,1563.464944477919
7.63,1568.9603039180424
7.64,1574.4560672648315
7.65,1579.9521577162168
7.66,1585.4484984701255
7.67,1590.9450127244888
7.68,1596.4416236772363
7.69,1601.9382545262974
7.7,1607.4348284696014
7.71,1612.931268705078
7.72,1618.4274984306564
7.73,1623.9234408442674
7.74,1629.4190191438388
7.75,1634.9141565273017
7.76,1640.4087761925848
7.77,1645.9028013376171
7.78,1651.3961551603304
7.79,1656.8887608586515
7.8,1662.380541630512
7.81,1667.8714206738405
7.82,1673.3613211865677
7.83,1678.8501663666211
7.84,1684.3378794119312
7.85,1689.8243835204285
7.86,1695.309601890042
7.87,1700.7934577187002
7.88,1706.2758742043347
7.89,1711.7567745448732
7.9,1717.2360819382468
7.91,1722.7137195823834
7.92,1728.1896106752135
7.93,1733.6636784146674
7.94,1739.1358459986734
7.95,1744.606036625161
7.96,1750.074173492061
7.97,1755.5401797973016
7.98,1761.003978738814
7.99,1766.4654935145256
8.0,1771.924647322368
8.01,1777.3813633602692
8.02,1782.83556482616
8.03,1788.2871749179694
8.04,1793.7361168336265
8.05,1799.1823137710626
8.06,1804.625688928205
8.07,1810.0661655029844
8.08,1815.5036666933304
8.09,1820.938115697172
8.1,1826.36943571244
8.11,1831.797549937062
8.12,1837.222381568969
8.13,1842.643853806092
8.14,1848.061889846357
8.15,1853.4764128876957
8.16,1858.8873461280373
8.17,1864.2946127653115
8.18,1869.698135997448
8.19,1875.097839022376
8.2,1880.4936450380249
8.21,1885.8854772423256
8.22,1891.273258833205
8.23,1896.656913008596
8.24,1902.0363629664257
8.25,1907.411531904624
8.26,1912.7823430211208
8.27,1918.1487195138463
8.28,1923.5105845807295
8.29,1928.8678614196992
8.3,1934.220473228688
8.31,1939.5683432056207
8.32,1944.9113945484305
8.33,1950.2495504550448
8.34,1955.582734123396
8.35,1960.9108687514104
8.36,1966.2338775370197
8.37,1971.551683678152
8.38,1976.8642103727395
8.39,1982.1713808187085
8.4,1987.47311821399
8.41,1992.7693457565133
8.42,1998.0599866442087
8.43,2003.344964075005
8.44,2008.624201246832
8.45,2013.8976213576195
8.46,2019.1651476052973
8.47,2024.4267031877932
8.48,2029.68221130304
8.49,2034.9315951489637
8.5,2040.174777923496
8.51,2045.4116828245656
8.52,2050.6422330501027
8.53,2055.8663517980367
8.54,2061.083962266297
8.55,2066.294987652814
8.56,2071.499351155516
8.57,2076.6969759723324
8.58,2081.887785301194
8.59,2087.0717023400293
8.6,2092.2486502867687
8.61,2097.418552339341
8.62,2102.5813316956765
8.63,2107.7369115537053
8.64,2112.885215111355
8.65,2118.0261655665568
8.66,2123.1596861172397
8.67,2128.285699961332
8.68,2133.404130296766
8.69,2138.514900321469
8.7,2143.617933233372
8.71,2148.713152230404
8.72,2153.8004805104943
8.73,2158.8798412715723
8.74,2163.951157711568
8.75,2169.0143530284117
8.76,2174.0693504200303
8.77,2179.116073084356
8.78,2184.1544442193185
8.79,2189.1843870228454
8.8,2194.2058246928686
8.81,2199.218680427316
8.82,2204.2228774241166
8.83,2209.2183388812014
8.84,2214.2049879964998
8.85,2219.18274796794
8.86,2224.151541993454
8.87,2229.111293270968
8.88,2234.061924998416
8.89,2239.003360373724
8.9,2243.9355225948225
8.91,2248.8583348596408
8.92,2253.771720366109
8.93,2258.675602312157
8.94,2263.569903895713
8.95,2268.4545483147085
8.96,2273.329458767072
8.97,2278.194558450733
8.98,2283.04977056362
8.99,2287.8950183036645
9.0,2292.730224868795
9.01,2297.555313456942
9.02,2302.370207266034
9.03,2307.1748294940007
9.04,2311.969103338772
9.05,2316.752951998278
9.06,2321.526298670448
9.07,2326.2890665532104
9.08,2331.041178844496
9.09,2335.782558742233
9.1,2340.5131294443527
9.11,2345.232814148783
9.12,2349.941536053456
9.13,2354.6392183562984
9.14,2359.325784255241
9.15,2364.001156948213
9.16,2368.665259633145
9.17,2373.318015507966
9.18,2377.959347770604
9.19,2382.589179618992
9.2,2387.207434251056
9.21,2391.814034864728
9.22,2396.4089046579365
9.23,2400.991966828611
9.24,2405.563144574681
9.25,2410.122361094076
9.26,2414.6695395847278
9.27,2419.2046032445623
9.28,2423.7274752715107
9.29,2428.238078863504
9.3,2432.7363372184705
9.31,2437.222173534339
9.32,2441.69551100904
9.33,2446.1562728405024
9.34,2450.604382226656
9.35,2455.039762365431
9.36,2459.4623364547574
9.37,2463.872027692563
9.38,2468.2687592767797
9.39,2472.652454405334
9.4,2477.0230362761577
9.41,2481.380428087179
9.42,2485.724553036329
9.43,2490.055334321537
9.44,2494.3726951407302
9.45,2498.6765586918414
9.46,2502.9668481727995
9.47,2507.2434867815327
9.48,2511.5063977159703
9.49,2515.755504174044
9.5,2519.990729353681
9.51,2524.211996452813
9.52,2528.419228669368
9.53,2532.612349201276
9.54,2536.791281246467
9.55,2540.955948002871
9.56,2545.1062726684154
9.57,2549.2421784410326
9.58,2553.363588518649
9.59,2557.470426099197
9.6,2561.5626143806053
9.61,2565.6400765608028
9.62,2569.702735837719
9.63,2573.750515409285
9.64,2577.783338473429
9.65,2581.801128228081
9.66,2585.8038078711697
9.67,2589.7913006006265
9.68,2593.763529614379
9.69,2597.720418110357
9.7,2601.661889286492
9.71,2605.587866340713
9.72,2609.498272470947
9.73,2613.393030875126
9.74,2617.27206475118
9.75,2621.135297297036
9.76,2624.9826517106253
9.77,2628.814051189878
9.78,2632.6294189327223
9.79,2636.4286781370884
9.8,2640.211752000907
9.81,2643.9785637221053
9.82,2647.729036498614
9.83,2651.4630935283635
9.84,2655.1806580092816
9.85,2658.8816531392995
9.86,2662.5660021163458
9.87,2666.2336281383505
9.88,2669.884454403244
9.89,2673.5184041089533
9.9,2677.1354004534105
9.91,2680.7353666345443
9.92,2684.318225850283
9.93,2687.883901298559
9.94,2691.432316177299
9.95,2694.9633936844343
9.96,2698.4770570178944
9.97,2701.973229375608
9.98,2705.451833955505
9.99,2708.912793955515
10.0,2712.3560325735675
10.01,2715.7814730075925
10.02,2719.189038455519
10.03,2722.578652115277
10.04,2725.9502371847952
10.05,2729.303716862005
10.06,2732.6390143448343
10.07,2735.956052831212
10.08,2739.2547555190704
10.09,2742.535045606337
10.1,2745.796846290941
10.11,2749.0400807708143
10.12,2752.2646722438835
10.13,2755.470543908081
10.14,2758.6576189613334
10.15,2761.825820601573
10.16,2764.975072026728
10.17,2768.105296434728
10.18,2771.2164170235037
10.19,2774.308356990982
10.2,2777.3810395350947
10.21,2780.434387853772
10.22,2783.468325144941
10.23,2786.482774606533
10.24,2789.477659436477
10.25,2792.452902832704
10.26,2795.40842799314
10.27,2798.344158115718
10.28,2801.260016398366
10.29,2804.155926039014
10.3,2807.031810235593
10.31,2809.887592186028
10.32,2812.723195088254
10.33,2815.5385421401984
10.34,2818.333556539789
10.35,2821.108161484958
10.36,2823.8622801736333
10.37,2826.595835803745
10.38,2829.308751573223
10.39,2832.000950679997
10.4,2834.672356321996
10.41,2837.3228916971493
10.42,2839.952480003387
10.43,2842.561044438638
10.44,2845.148508200833
10.45,2847.7147944879007
10.46,2850.2598264977714
10.47,2852.7835274283734
10.48,2855.2858204776376
10.49,2857.766628843493
10.5,2860.225875723869
10.51,2862.663484316695
10.52,2865.0793778199013
10.53,2867.473479431417
10.54,2869.845712349172
10.55,2872.195999771096
10.56,2874.524264895117
10.57,2876.830430919166
10.58,2879.114421041172
10.59,2881.3761584590657
10.6,2883.615566370776
10.61,2885.832567974231
10.62,2888.0270864673626
10.63,2890.199045048099
10.64,2892.3483669143698
10.65,2894.4749752641046
10.66,2896.578793295234
10.67,2898.659744205685
10.68,2900.7177511933905
10.69,2902.7527374562787
10.7,2904.764626192279
10.71,2906.75334059932
10.72,2908.718803875333
10.73,2910.6609392182454
10.74,2912.5796698259883
10.75,2914.474918896492
10.76,2916.346609627685
10.77,2918.1946652174965
10.78,2920.0190088638565
10.79,2921.819563764695
10.8,2923.596253117941
10.81,2925.349000121525
10.82,2927.0777279733747
10.83,2928.782359871421
10.84,2930.4628190135936
10.85,2932.119028597821
10.86,2933.7509118220346
10.87,2935.3583918841614
10.88,2936.9413919821336
10.89,2938.499835313879
10.9,2940.0336450773275
10.91,2941.542744470409
10.92,2943.027056691053
10.93,2944.486504937189
10.94,2945.9210124067463
10.95,2947.330502297655
10.96,2948.714897807845
10.97,2950.074122135244
10.98,2951.408098477784
10.99,2952.7167500333926
11.0,2954.0
11.01,2955.2578277154794
11.02,2956.4904370774766
11.03,2957.698088123581
11.04,2958.8810408913814
11.05,2960.0395554184684
11.06,2961.173891742429
11.07,2962.284309900855
11.08,2963.371069931335
11.09,2964.4344318714566
11.1,2965.47465575881
11.11,2966.492001630987
11.12,2967.4867295255726
11.13,2968.4590994801592
11.14,2969.409371532336
11.15,2970.337805719689
11.16,2971.2446620798114
11.17,2972.130200650291
11.18,2972.9946814687173
11.19,2973.838364572679
11.2,2974.661509999766
11.21,2975.464377787568
11.22,2976.2472279736726
11.23,2977.0103205956707
11.24,2977.753915691151
11.25,2978.478273297703
11.26,2979.183653452916
11.27,2979.870316194378
11.28,2980.538521559681
11.29,2981.188529586411
11.3,2981.8206003121613
11.31,2982.4349937745174
11.32,2983.0319700110704
11.33,2983.6117890594096
11.34,2984.1747109571243
11.35,2984.7209957418027
11.36,2985.250903451036
11.37,2985.764694122412
11.38,2986.262627793519
11.39,2986.7449645019487
11.4,2987.2119642852904
11.41,2987.663887181132
11.42,2988.100993227062
11.43,2988.523542460672
11.44,2988.9317949195497
11.45,2989.326010641285
11.46,2989.706449663467
11.47,2990.073372023685
11.48,2990.4270377595285
11.49,2990.7677069085867
11.5,2991.0956395084486
11.51,2991.4110955967044
11.52,2991.714335210942
11.53,2992.005618388752
11.54,2992.2852051677223
11.55,2992.553355585444
11.56,2992.8103296795043
11.57,2993.0563874874947
11.58,2993.2917890470026
11.59,2993.516794395619
11.6,2993.731663570932
11.61,2993.93665661053
11.62,2994.132033552004
11.63,2994.3180544329434
11.64,2994.4949792909374
11.65,2994.663068163574
11.66,2994.8225810884437
11.67,2994.9737781031345
11.68,2995.1169192452367
11.69,2995.25226455234
11.7,2995.3800740620327
11.71,2995.5006078119045
11.72,2995.614125839545
11.73,2995.720888182543
11.74,2995.8211548784884
11.75,2995.9151859649705
11.76,2996.0032414795774
11.77,2996.0855814598995
11.78,2996.1624659435265
11.79,2996.234154968045
11.8,2996.300908571048
11.81,2996.362986790123
11.82,2996.420649662859
11.83,2996.474157226846
11.84,2996.523769519672
11.85,2996.569746578928
11.86,2996.612348442203
11.87,2996.651835147085
11.88,2996.688466731165
11.89,2996.7225032320302
11.9,2996.7542046872727
11.91,2996.7838311344785
11.92,2996.8116426112406
11.93,2996.8378991551454
11.94,2996.862860803783
11.95,2996.886787594742
11.96,2996.909939565613
11.97,2996.932576753986
11.98,2996.9549591974483
11.99,2996.9773469335896
12.0,2997.0
12.01,2997.02313318059
12.02,2997.0467802445555
12.03,2997.0709297074145
12.04,2997.0955700846853
12.05,2997.1206898918845
12.06,2997.146277644532
12.07,2997.172321858144
12.08,2997.198811048238
12.09,2997.225733730333
12.1,2997.253078419946
12.11,2997.280833632596
12.12,2997.3089878837995
12.13,2997.3375296890745
12.14,2997.3664475639384
12.15,2997.3957300239117
12.16,2997.425365584509
12.17,2997.455342761249
12.18,2997.4856500696505
12.19,2997.51627602523
12.2,2997.547209143507
12.21,2997.578437939997
12.22,2997.6099509302203
12.23,2997.6417366296937
12.24,2997.6737835539334
12.25,2997.70608021846
12.26,2997.7386151387896
12.27,2997.77137683044
12.28,2997.80435380893
12.29,2997.837534589776
12.3,2997.870907688497
12.31,2997.9044616206115
12.32,2997.9381849016354
12.33,2997.972066047087
12.34,2998.0060935724846
12.35,2998.0402559933464
12.36,2998.07454182519
12.37,2998.108939583532
12.38,2998.1434377838914
12.39,2998.1780249417866
12.4,2998.212689572734
12.41,2998.247420192252
12.42,2998.2822053158584
12.43,2998.317033459072
12.44,2998.3518931374083
12.45,2998.3867728663863
12.46,2998.421661161525
12.47,2998.456546538341
12.48,2998.491417512352
12.49,2998.5262625990767
12.5,2998.561070314032
12.51,2998.595829172736
12.52,2998.630527690707
12.53,2998.665154383462
12.54,2998.6996977665194
12.55,2998.7341463553967
12.56,2998.7684886656125
12.57,2998.802713212683
12.58,2998.836808512127
12.59,2998.8707630794624
12.6,2998.904565430208
12.61,2998.938204079879
12.62,2998.9716675439954
12.63,2999.0049443380744
12.64,2999.0380229776342
12.65,2999.070891978192
12.66,2999.103539855266
12.67,2999.135955124373
12.68,2999.1681263010323
12.69,2999.20004190076
12.7,2999.231690439077
12.71,2999.263060431497
12.72,2999.2941403935406
12.73,2999.3249188407253
12.74,2999.3553842885685
12.75,2999.385525252588
12.76,2999.415330248302
12.77,2999.444787791228
12.78,2999.473886396883
12.79,2999.5026145807856
12.8,2999.5309608584544
12.81,2999.558913745406
12.82,2999.5864617571588
12.83,2999.61359340923
12.84,2999.640297217139
12.85,2999.666561696402
12.86,2999.6923753625365
12.87,2999.7177267310617
12.88,2999.7426043174955
12.89,2999.766996637354
12.9,2999.790892206157
12.91,2999.814279539421
12.92,2999.8371471526643
12.93,2999.859483561405
12.94,2999.88127728116
12.95,2999.9025168274475
12.96,2999.923190715785
12.97,2999.9432874616928
12.98,2999.962795580685
12.99,2999.9817035882816
13.0,3000.0
13.01,3000.017676562162
13.02,3000.0347379443024
13.03,3000.0511920467616
13.04,3000.0670467698783
13.05,3000.082310013993
13.06,3000.0969896794445
13.07,3000.111093666571
13.08,3000.124629875714
13.09,3000.137606207212
13.1,3000.1500305614045
13.11,3000.161910838631
13.12,3000.173254939232
13.13,3000.184070763544
13.14,3000.194366211909
13.15,3000.2041491846658
13.16,3000.2134275821545
13.17,3000.222209304712
13.18,3000.230502252681
13.19,3000.2383143264
13.2,3000.2456534262064
