wind_speed,Nordex N100 Delta
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.3095236785043807
3.31,0.7395312337642113
3.32,1.193064367610942
3.33,1.669790154855825
3.34,2.169375670310031
3.35,2.691487988784821
3.36,3.2357941850913625
3.37,3.8019613340409233
3.38,4.389656510444663
3.39,4.998546789113851
3.4,5.628299244859644
3.41,6.2785809524933205
3.42,6.949058986826032
3.43,7.639400422669053
3.44,8.349272334833543
3.45,9.078341798130769
3.46,9.826275887371892
3.47,10.592741677368192
3.48,11.377406242930803
3.49,12.179936658871028
3.5,13.0
3.51,13.837263341128972
3.52,14.691393757069196
3.53,15.56205832263181
3.54,16.44892411262811
3.55,17.351658201869228
3.56,18.26992766516646
3.57,19.203399577330945
3.58,20.151741013173968
3.59,21.11461904750668
3.6,22.09170075514036
3.61,23.08265321088615
3.62,24.087143489555345
3.63,25.104838665959075
3.64,26.13540581490865
3.65,27.17851201121518
3.66,28.233824329689984
3.67,29.30100984514417
3.68,30.37973563238907
3.69,31.46966876623579
3.7,32.57047632149563
3.71,33.68182537297973
3.72,34.80338299549939
3.73,35.93481626386573
3.74,37.07579225289006
3.75,38.2259780373835
3.76,39.38504069215731
3.77,40.55264729202276
3.78,41.728464911790965
3.79,42.912160626273234
3.8,44.10340151028068
3.81,45.30185463862463
3.82,46.50718708611619
3.83,47.71906592756668
3.84,48.937158237787216
3.85,50.16113109158911
3.86,51.39065156378346
3.87,52.62538672918161
3.88,53.86500366259465
3.89,55.10916943883392
3.9,56.357551132710526
3.91,57.609815819035774
3.92,58.86563057262077
3.93,60.12466246827686
3.94,61.38657858081511
3.95,62.651045985046906
3.96,63.91773175578331
3.97,65.18630296783564
3.98,66.45642669601503
3.99,67.72777001513279
4.0,69.0
4.01,70.27286065061678
4.02,71.5464036677382
4.03,72.82075767730835
4.04,74.0960513052709
4.05,75.3724131775699
4.06,76.64997192014927
4.07,77.92885615895304
4.08,79.20919451992494
4.09,80.49111562900897
4.1,81.77474811214908
4.11,83.06022059528932
4.12,84.34766170437337
4.13,85.63720006534525
4.14,86.92896430414892
4.15,88.2230830467284
4.16,89.5196849190274
4.17,90.81889854698996
4.18,92.12085255655998
4.19,93.42567557368152
4.2,94.7334962242983
4.21,96.04444313435432
4.22,97.3586449297935
4.23,98.67623023655992
4.24,99.99732768059724
4.25,101.32206588784952
4.26,102.65057348426068
4.27,103.9829790957747
4.28,105.3194113483355
4.29,106.65999886788688
4.3,108.0048702803728
4.31,109.35415421173724
4.32,110.70797928792427
4.33,112.06647413487754
4.34,113.42976737854106
4.35,114.7979876448588
4.36,116.1712635597748
4.37,117.54972374923275
4.38,118.93349683917668
4.39,120.32271145555052
4.4,121.71749622429832
4.41,123.11797977136376
4.42,124.5242907226909
4.43,125.93655770422365
4.44,127.35490934190604
4.45,128.7794742616818
4.46,130.21038108949494
4.47,131.64775845128938
4.48,133.0917349730092
4.49,134.5424392805981
4.5,136.0
4.51,137.46453405640383
4.52,138.9361115719778
4.53,140.414790968135
4.54,141.9006306662884
4.55,143.39368908785116
4.56,144.89402465423626
4.57,146.40169578685712
4.58,147.91676090712642
4.59,149.4392784364574
4.6,150.96930679626308
4.61,152.50690440795685
4.62,154.05212969295135
4.63,155.6050410726599
4.64,157.1656969684955
4.65,158.73415580187148
4.66,160.31047599420057
4.67,161.89471596689603
4.68,163.48693414137088
4.69,165.0871889390384
4.7,166.69553878131143
4.71,168.3120420896031
4.72,169.93675728532654
4.73,171.56974278989497
4.74,173.2110570247212
4.75,174.86075841121848
4.76,176.5189053707998
4.77,178.18555632487835
4.78,179.86076969486732
4.79,181.54460390217943
4.8,183.237117368228
4.81,184.9383685144261
4.82,186.64841576218697
4.83,188.36731753292332
4.84,190.0951322480485
4.85,191.8319183289756
4.86,193.5777341971176
4.87,195.3326382738876
4.88,197.09668898069864
4.89,198.86994473896385
4.9,200.65246397009653
4.91,202.44430509550935
4.92,204.24552653661564
4.93,206.0561867148285
4.94,207.87634405156103
4.95,209.70605696822616
4.96,211.54538388623703
4.97,213.3943832270068
4.98,215.25311341194856
4.99,217.1216328624752
5.0,219.0
5.01,220.8882615669172
5.02,222.786417589546
5.03,224.69445641518715
5.04,226.6123663911408
5.05,228.54013586470737
5.06,230.47775318318756
5.07,232.4252066938819
5.08,234.3824847440906
5.09,236.34957568111415
5.1,238.32646785225327
5.11,240.3131496048084
5.12,242.30960928607968
5.13,244.31583524336787
5.14,246.33181582397336
5.15,248.35753937519675
5.16,250.3929942443383
5.17,252.4381687786985
5.18,254.4930513255779
5.19,256.55763023227723
5.2,258.63189384609643
5.21,260.71583051433623
5.22,262.8094285842972
5.23,264.91267640328
5.24,267.0255623185844
5.25,269.14807467751143
5.26,271.28020182736134
5.27,273.42193211543474
5.28,275.5732538890323
5.29,277.73415549545393
5.3,279.9046252820005
5.31,282.08465159597245
5.32,284.27422278467026
5.33,286.47332719539423
5.34,288.6819531754449
5.35,290.90008907212285
5.36,293.12772323272856
5.37,295.36484400456226
5.38,297.6114397349246
5.39,299.8674987711161
5.4,302.1330094604373
5.41,304.4079601501883
5.42,306.6923391876699
5.43,308.9861349201824
5.44,311.2893356950266
5.45,313.6019298595025
5.46,315.9239057609108
5.47,318.25525174655195
5.48,320.5959561637267
5.49,322.9460073597349
5.5,325.30539368187755
5.51,327.67410347745493
5.52,330.0521250937675
5.53,332.4394468781159
5.54,334.83605717780034
5.55,337.2419443401214
5.56,339.65709671237954
5.57,342.08150264187555
5.58,344.51515047590925
5.59,346.95802856178165
5.6,349.4101252467929
5.61,351.8714288782439
5.62,354.34192780343454
5.63,356.8216103696658
5.64,359.3104649242377
5.65,361.8084798144512
5.66,364.3156433876064
5.67,366.8319439910039
5.68,369.3573699719441
5.69,371.89190967772777
5.7,374.4355514556549
5.71,376.9882836530263
5.72,379.55009461714224
5.73,382.1209726953035
5.74,384.7009062348103
5.75,387.2898835829631
5.76,389.8878930870623
5.77,392.4949230944086
5.78,395.11096195230266
5.79,397.73599800804425
5.8,400.3700196089344
5.81,403.0130151022734
5.82,405.6649728353621
5.83,408.3258811555002
5.84,410.9957284099888
5.85,413.674502946128
5.86,416.36219311121886
5.87,419.0587872525612
5.88,421.7642737174555
5.89,424.4786408532028
5.9,427.2018770071032
5.91,429.9339705264571
5.92,432.6749097585649
5.93,435.4246830507274
5.94,438.1832787502452
5.95,440.9506852044182
5.96,443.7268907605471
5.97,446.51188376593245
5.98,449.3056525678751
5.99,452.1081855136747
6.0,454.91947095063216
6.01,457.739497226048
6.02,460.5682526872226
6.03,463.4057256814567
6.04,466.2519045560503
6.05,469.106777658304
6.06,471.9703333355185
6.07,474.8425599349944
6.08,477.7234458040316
6.09,480.6129792899309
6.1,483.5111487399928
6.11,486.4179425015179
6.12,489.3333489218063
6.13,492.2573563481586
6.14,495.1899531278755
6.15,498.1311276082575
6.16,501.0808681366047
6.17,504.0391630602177
6.18,507.0060007263969
6.19,509.9813694824433
6.2,512.9652576756567
6.21,515.9576536533378
6.22,518.9585457627873
6.23,521.9679223513053
6.24,524.9857717661926
6.25,528.0120823547496
6.26,531.0468424642764
6.27,534.0900404420739
6.28,537.1416646354427
6.29,540.2017033916827
6.3,543.2701450580948
6.31,546.3469779819792
6.32,549.4321905106369
6.33,552.5257709913678
6.34,555.6277077714724
6.35,558.7379891982515
6.36,561.8566036190056
6.37,564.9835393810347
6.38,568.1187848316397
6.39,571.2623283181207
6.4,574.4141581877788
6.41,577.5742627879138
6.42,580.7426304658263
6.43,583.9192495688171
6.44,587.1041084441867
6.45,590.2971954392352
6.46,593.498498901263
6.47,596.7080071775708
6.48,599.9257086154596
6.49,603.151591562229
6.5,606.3856443651796
6.51,609.6278553716121
6.52,612.8782129288271
6.53,616.1367053841252
6.54,619.4033210848063
6.55,622.6780483781712
6.56,625.9608756115201
6.57,629.2517911321543
6.58,632.5507832873733
6.59,635.8578404244779
6.6,639.1729508907687
6.61,642.4961030335463
6.62,645.8272852001107
6.63,649.1664857377625
6.64,652.5136929938027
6.65,655.8688953155313
6.66,659.2320810502489
6.67,662.6032385452557
6.68,665.9823561478524
6.69,669.3694222053398
6.7,672.7644250650177
6.71,676.167353074187
6.72,679.578194580148
6.73,682.9969379302016
6.74,686.4235714716476
6.75,689.8580835517866
6.76,693.3004625179196
6.77,696.7506967173465
6.78,700.2087744973686
6.79,703.6746842052853
6.8,707.1484141883975
6.81,710.6299527940059
6.82,714.1192883694108
6.83,717.6164092619125
6.84,721.1213038188117
6.85,724.6339603874088
6.86,728.1543673150046
6.87,731.6825129488989
6.88,735.2183856363924
6.89,738.7619737247858
6.9,742.3132655613798
6.91,745.8722494934743
6.92,749.4389138683699
6.93,753.0132470333673
6.94,756.5952373357669
6.95,760.184873122869
6.96,763.7821427419744
6.97,767.3870345403831
6.98,770.9995368653962
6.99,774.6196380643134
7.0,778.2473264844356
7.01,781.8825904730635
7.02,785.5254183774969
7.03,789.1757985450372
7.04,792.8337193229843
7.05,796.4991690586382
7.06,800.1721360993005
7.07,803.852608792271
7.08,807.54057548485
7.09,811.2360245243384
7.1,814.9389442580364
7.11,818.6493230332449
7.12,822.3671491972635
7.13,826.0924110973933
7.14,829.8250970809347
7.15,833.5651954951886
7.16,837.3126946874545
7.17,841.0675830050337
7.18,844.8298487952261
7.19,848.5994804053328
7.2,852.3764661826535
7.21,856.1607944744894
7.22,859.9524536281406
7.23,863.7514319909075
7.24,867.5577179100907
7.25,871.3712997329907
7.26,875.1921658069078
7.27,879.0203044791426
7.28,882.8557040969961
7.29,886.6983530077678
7.3,890.5482395587584
7.31,894.4053520972689
7.32,898.2696789705994
7.33,902.1412085260504
7.34,906.0199291109224
7.35,909.9058290725158
7.36,913.7988967581316
7.37,917.6991205150696
7.38,921.6064886906302
7.39,925.5209896321142
7.4,929.4426116868224
7.41,933.3713432020544
7.42,937.3071725251116
7.43,941.2500880032936
7.44,945.200077983902
7.45,949.1571308142358
7.46,953.1212348415966
7.47,957.0923784132848
7.48,961.0705498766004
7.49,965.055737578844
7.5,969.0479298673162
7.51,973.0471150893172
7.52,977.053281592148
7.53,981.0664177231088
7.54,985.0865118295
7.55,989.1135522586218
7.56,993.1475273577752
7.57,997.1884254742606
7.58,1001.236234955378
7.59,1005.2909441484284
7.6,1009.3525414007116
7.61,1013.421015059529
7.62,1017.4963534721808
7.63,1021.5785449859668
7.64,1025.667577948188
7.65,1029.763440706145
7.66,1033.8661216071382
7.67,1037.9756089984676
7.68,1042.0918912274342
7.69,1046.2149566413384
7.7,1050.3447935874806
7.71,1054.481390413161
7.72,1058.6247354656805
7.73,1062.7748170923392
7.74,1066.931623640438
7.75,1071.095143457277
7.76,1075.265364890157
7.77,1079.4422762863776
7.78,1083.6258659932407
7.79,1087.8161223580455
7.8,1092.013033728093
7.81,1096.216588450684
7.82,1100.4267748731188
7.83,1104.6435813426972
7.84,1108.8669962067202
7.85,1113.0970078124883
7.86,1117.3336045073024
7.87,1121.5767746384622
7.88,1125.8265065532682
7.89,1130.0827885990211
7.9,1134.345609123022
7.91,1138.6149564725704
7.92,1142.8908189949666
7.93,1147.1731850375122
7.94,1151.4620429475074
7.95,1155.7573810722515
7.96,1160.0591877590464
7.97,1164.3674513551916
7.98,1168.6821602079883
7.99,1173.0033026647366
8.0,1177.330867072737
8.01,1181.66484177929
8.02,1186.005215131696
8.03,1190.351975477255
8.04,1194.7051111632686
8.05,1199.0646105370374
8.06,1203.4304619458603
8.07,1207.8026537370383
8.08,1212.181174257873
8.09,1216.5660118556632
8.1,1220.9571548777103
8.11,1225.3545916713151
8.12,1229.7583105837775
8.13,1234.1682999623988
8.14,1238.5845481544782
8.15,1243.007043507317
8.16,1247.4357743682149
8.17,1251.8707290844732
8.18,1256.311896003392
8.19,1260.759263472272
8.2,1265.2128198384132
8.21,1269.6725534491177
8.22,1274.1384526516836
8.23,1278.6105057934128
8.24,1283.088701221605
8.25,1287.5730272835615
8.26,1292.063472326582
8.27,1296.5600246979673
8.28,1301.0626727450183
8.29,1305.5714048150346
8.3,1310.0862092553184
8.31,1314.6070744131678
8.32,1319.1339886358846
8.33,1323.6669402707687
8.34,1328.2059176651212
8.35,1332.7509091662423
8.36,1337.3019031214326
8.37,1341.8588878779924
8.38,1346.4218517832232
8.39,1350.990783184423
8.4,1355.5656704288945
8.41,1360.1465018639371
8.42,1364.7332658368516
8.43,1369.3259506949385
8.44,1373.9245447854985
8.45,1378.5290364558316
8.46,1383.1394140532393
8.47,1387.7556659250204
8.48,1392.377780418476
8.49,1397.0057458809074
8.5,1401.639550659614
8.51,1406.2791831018972
8.52,1410.9246315550563
8.53,1415.5758843663932
8.54,1420.2329298832074
8.55,1424.8957564528005
8.56,1429.564352422471
8.57,1434.2387061395211
8.58,1438.9188059512503
8.59,1443.6046402049592
8.6,1448.2961972479484
8.61,1452.993465427519
8.62,1457.696433090971
8.63,1462.405088585605
8.64,1467.1194202587208
8.65,1471.8394164576189
8.66,1476.565065529601
8.67,1481.2963558219662
8.68,1486.033275682016
8.69,1490.7758134570502
8.7,1495.5239574943694
8.71,1500.277696141275
8.72,1505.037017745066
8.73,1509.8019106530433
8.74,1514.572363212508
8.75,1519.34836377076
8.76,1524.1299006750996
8.77,1528.916962272828
8.78,1533.7095369112449
8.79,1538.5076129376514
8.8,1543.3111786993486
8.81,1548.1202225436352
8.82,1552.9347328178123
8.83,1557.7546978691812
8.84,1562.5801060450412
8.85,1567.4109456926935
8.86,1572.2472051594386
8.87,1577.0888727925771
8.88,1581.9359369394097
8.89,1586.7883859472354
8.9,1591.6462081633558
8.91,1596.509391935071
8.92,1601.377925609682
8.93,1606.2517975344888
8.94,1611.130996056792
8.95,1616.0155095238918
8.96,1620.9053262830903
8.97,1625.8004346816856
8.98,1630.700823066979
8.99,1635.6064797862714
9.0,1640.517393186863
9.01,1645.4335516160545
9.02,1650.354943421146
9.03,1655.2815569494385
9.04,1660.213380548231
9.05,1665.150402564827
9.06,1670.092611346524
9.07,1675.0399952406233
9.08,1679.992542594426
9.09,1684.950241755232
9.1,1689.9130810703418
9.11,1694.8810488870563
9.12,1699.8541335526756
9.13,1704.832323414501
9.14,1709.8156068198314
9.15,1714.8039721159685
9.16,1719.797407650212
9.17,1724.795901769863
9.18,1729.7994428222214
9.19,1734.8080191545882
9.2,1739.8216191142635
9.21,1744.8402310485487
9.22,1749.863843304743
9.23,1754.8924442301477
9.24,1759.9260221720624
9.25,1764.9645654777885
9.26,1770.0080624946256
9.27,1775.0565015698744
9.28,1780.1098710508363
9.29,1785.168159284811
9.3,1790.2313546191003
9.31,1795.299445401003
9.32,1800.3724199778185
9.33,1805.4502666968497
9.34,1810.5329739053957
9.35,1815.6205299507576
9.36,1820.712923180236
9.37,1825.8101419411312
9.38,1830.912174580744
9.39,1836.0190094463735
9.4,1841.1306348853216
9.41,1846.247039244888
9.42,1851.3682108723733
9.43,1856.4941381150784
9.44,1861.6248093203037
9.45,1866.7602128353487
9.46,1871.900337007516
9.47,1877.0451701841037
9.48,1882.194700712413
9.49,1887.348916939745
9.5,1892.5078072134
9.51,1897.671359880678
9.52,1902.83956328888
9.53,1908.0124057853052
9.54,1913.189875717256
9.55,1918.371961432033
9.56,1923.5586512769344
9.57,1928.749933599262
9.58,1933.9457967463163
9.59,1939.1462290653976
9.6,1944.351218903806
9.61,1949.560754608843
9.62,1954.774824527808
9.63,1959.993417008003
9.64,1965.2165203967263
9.65,1970.4441230412804
9.66,1975.676213288964
9.67,1980.9127794870783
9.68,1986.1538099829245
9.69,1991.3992931238015
9.7,1996.649217257012
9.71,2001.9035707298556
9.72,2007.1623418896309
9.73,2012.4255190836404
9.74,2017.693090659184
9.75,2022.9650449635624
9.76,2028.241370344076
9.77,2033.5220551480245
9.78,2038.8070877227087
9.79,2044.09645641543
9.8,2049.390149573489
9.81,2054.688155544185
9.82,2059.990462674819
9.83,2065.29705931269
9.84,2070.607933805101
9.85,2075.923074499351
9.86,2081.2424697427405
9.87,2086.566107882571
9.88,2091.8939772661424
9.89,2097.226066240755
9.9,2102.562363153708
9.91,2107.9028563523034
9.92,2113.247534183842
9.93,2118.596384995624
9.94,2123.9493971349484
9.95,2129.306558949118
9.96,2134.667858785432
9.97,2140.0332849911906
9.98,2145.4028259136944
9.99,2150.776469900244
10.0,2156.1542052981404
10.01,2161.5360204546832
10.02,2166.9219037171733
10.03,2172.311843432912
10.04,2177.705827949198
10.05,2183.1038456133338
10.06,2188.505884772618
10.07,2193.9119337743523
10.08,2199.3219809658367
10.09,2204.736014694371
10.1,2210.154023307257
10.11,2215.575995151794
10.12,2221.001918575284
10.13,2226.4317819250264
10.14,2231.8655735483217
10.15,2237.3032817924704
10.16,2242.7448950047724
10.17,2248.190401532529
10.18,2253.6397897230404
10.19,2259.093047923607
10.2,2264.55016448153
10.21,2270.01112774411
10.22,2275.475926058645
10.23,2280.9445477724385
10.24,2286.4169812327887
10.25,2291.8932147869978
10.26,2297.373236782365
10.27,2302.857035566192
10.28,2308.344599485778
10.29,2313.8359168884235
10.3,2319.330976121432
10.31,2324.829765532099
10.32,2330.332273467728
10.33,2335.838488275619
10.34,2341.348398303073
10.35,2346.8619918973886
10.36,2352.3792574058684
10.37,2357.9001831758114
10.38,2363.4247575545205
10.39,2368.9529688892926
10.4,2374.484805527431
10.41,2380.0202558162337
10.42,2385.559308103004
10.43,2391.10195073504
10.44,2396.648172059643
10.45,2402.1979604241137
10.46,2407.7513041757543
10.47,2413.3081916618617
10.48,2418.8686112297382
10.49,2424.432551226684
10.5,2430.0
10.51,2435.570829188155
10.52,2441.144443594296
10.53,2446.7201313127343
10.54,2452.2971804377867
10.55,2457.8748790637683
10.56,2463.4525152849906
10.57,2469.029377195769
10.58,2474.6047528904187
10.59,2480.177930463253
10.6,2485.748198008587
10.61,2491.3148436207352
10.62,2496.877155394011
10.63,2502.43442142273
10.64,2507.985929801205
10.65,2513.5309686237515
10.66,2519.0688259846825
10.67,2524.5987899783136
10.68,2530.120148698959
10.69,2535.632190240932
10.7,2541.1342026985485
10.71,2546.6254741661232
10.72,2552.1052927379683
10.73,2557.5729465083987
10.74,2563.027723571729
10.75,2568.4689120222733
10.76,2573.8957999543472
10.77,2579.307675462265
10.78,2584.703826640339
10.79,2590.0835415828847
10.8,2595.446108384217
10.81,2600.79081513865
10.82,2606.1169499404964
10.83,2611.4238008840725
10.84,2616.710656063692
10.85,2621.976803573669
10.86,2627.221531508318
10.87,2632.4441279619537
10.88,2637.643881028891
10.89,2642.820078803442
10.9,2647.972009379923
10.91,2653.0989608526475
10.92,2658.2002213159303
10.93,2663.2750788640847
10.94,2668.3228215914264
10.95,2673.3427375922693
10.96,2678.334114960928
10.97,2683.296241791716
10.98,2688.228406178947
10.99,2693.129896216937
11.0,2698.0
11.01,2702.838175585662
11.02,2707.644560884299
11.03,2712.419463769499
11.04,2717.163192114849
11.05,2721.87605379394
11.06,2726.558356680355
11.07,2731.2104086476847
11.08,2735.8325175695168
11.09,2740.4249913194394
11.1,2744.9881377710403
11.11,2749.5222647979062
11.12,2754.027680273626
11.13,2758.504692071788
11.14,2762.95360806598
11.15,2767.374736129789
11.16,2771.768384136803
11.17,2776.13485996061
11.18,2780.474471474799
11.19,2784.787526552957
11.2,2789.0743330686714
11.21,2793.3351988955314
11.22,2797.570431907123
11.23,2801.780339977036
11.24,2805.965230978856
11.25,2810.125412786174
11.26,2814.2611932725754
11.27,2818.3728803116496
11.28,2822.460781776984
11.29,2826.5252055421647
11.3,2830.566459480784
11.31,2834.5848514664244
11.32,2838.580689372677
11.33,2842.554281073129
11.34,2846.505934441369
11.35,2850.435957350984
11.36,2854.344657675562
11.37,2858.2323432886906
11.38,2862.099322063959
11.39,2865.945901874954
11.4,2869.7723905952635
11.41,2873.579096098475
11.42,2877.366326258178
11.43,2881.134388947958
11.44,2884.8835920414053
11.45,2888.6142434121066
11.46,2892.32665093365
11.47,2896.021122479623
11.48,2899.697965923614
11.49,2903.35748913921
11.5,2907.0
11.51,2910.6257484691955
11.52,2914.234752868508
11.53,2917.8269736092693
11.54,2921.402371102813
11.55,2924.960905760477
11.56,2928.502537993592
11.57,2932.027228213493
11.58,2935.534936831514
11.59,2939.02562425899
11.6,2942.4992509072536
11.61,2945.9557771876407
11.62,2949.395163511484
11.63,2952.817370290118
11.64,2956.222357934878
11.65,2959.610086857096
11.66,2962.980517468108
11.67,2966.333610179246
11.68,2969.669325401846
11.69,2972.9876235472416
11.7,2976.2884650267665
11.71,2979.571810251756
11.72,2982.8376196335425
11.73,2986.0858535834614
11.74,2989.316472512846
11.75,2992.529436833031
11.76,2995.7247069553505
11.77,2998.9022432911383
11.78,3002.062006251728
11.79,3005.2039562484547
11.8,3008.328053692653
11.81,3011.434258995656
11.82,3014.522532568797
11.83,3017.5928348234115
11.84,3020.645126170833
11.85,3023.6793670223965
11.86,3026.6955177894347
11.87,3029.693538883283
11.88,3032.673390715275
11.89,3035.635033696745
11.9,3038.5784282390264
11.91,3041.503534753454
11.92,3044.4103136513613
11.93,3047.298725344083
11.94,3050.1687302429536
11.95,3053.0202887593064
11.96,3055.853361304476
11.97,3058.6679082897954
11.98,3061.4638901266003
11.99,3064.2412672262235
12.0,3067.0
12.01,3069.740062537554
12.02,3072.461483641672
12.03,3075.164305793427
12.04,3077.8485714738963
12.05,3080.5143231641564
12.06,3083.161603345281
12.07,3085.790454498346
12.08,3088.400919104429
12.09,3090.993039644604
12.1,3093.5668585999465
12.11,3096.122418451533
12.12,3098.6597616804397
12.13,3101.178930767741
12.14,3103.679968194512
12.15,3106.162916441831
12.16,3108.6278179907717
12.17,3111.074715322409
12.18,3113.503650917819
12.19,3115.91466725808
12.2,3118.307806824264
12.21,3120.683112097449
12.22,3123.040625558709
12.23,3125.3803896891222
12.24,3127.702446969761
12.25,3130.0068398817034
12.26,3132.2936109060247
12.27,3134.5628025238
12.28,3136.814457216105
12.29,3139.048617464016
12.3,3141.265325748608
12.31,3143.464624550957
12.32,3145.646556352138
12.33,3147.811163633228
12.34,3149.9584888753
12.35,3152.0885745594323
12.36,3154.2014631667003
12.37,3156.297197178178
12.38,3158.375819074943
12.39,3160.4373713380705
12.4,3162.481896448635
12.41,3164.509436887713
12.42,3166.52003513638
12.43,3168.513733675712
12.44,3170.490574986784
12.45,3172.450601550672
12.46,3174.3938558484515
12.47,3176.320380361199
12.48,3178.230217569989
12.49,3180.123409955898
12.5,3182.0
12.51,3183.860033380588
12.52,3185.703568564809
12.53,3187.5306672170263
12.54,3189.341391001604
12.55,3191.135801582904
12.56,3192.9139606252897
12.57,3194.675929793125
12.58,3196.421770750774
12.59,3198.1515451625983
12.6,3199.8653146929623
12.61,3201.5631410062288
12.62,3203.2450857667604
12.63,3204.911210638922
12.64,3206.561577287076
12.65,3208.196247375586
12.66,3209.815282568814
12.67,3211.418744531124
12.68,3213.0066949268803
12.69,3214.5791954204446
12.7,3216.1363076761804
12.71,3217.6780933584528
12.72,3219.2046141316223
12.73,3220.715931660055
12.74,3222.2121076081103
12.75,3223.693203640156
12.76,3225.1592814205524
12.77,3226.610402613664
12.78,3228.0466288838525
12.79,3229.468021895484
12.8,3230.8746433129186
12.81,3232.2665548005216
12.82,3233.643818022656
12.83,3235.006494643684
12.84,3236.354646327969
12.85,3237.688334739877
12.86,3239.0076215437675
12.87,3240.3125684040056
12.88,3241.6032369849545
12.89,3242.8796889509777
12.9,3244.141985966437
12.91,3245.390189695698
12.92,3246.6243618031226
12.93,3247.844563953073
12.94,3249.050857809915
12.95,3250.24330503801
12.96,3251.421967301721
12.97,3252.5869062654137
12.98,3253.738183593448
12.99,3254.875860950189
13.0,3256.0
13.01,3257.110643940096
13.02,3258.2077620990963
13.03,3259.291305338472
13.04,3260.361224519694
13.05,3261.417470504236
13.06,3262.4599941535657
13.07,3263.4887463291566
13.08,3264.50367789248
13.09,3265.5047397050066
13.1,3266.491882628208
13.11,3267.4650575235555
13.12,3268.42421525252
13.13,3269.3693066765736
13.14,3270.3002826571865
13.15,3271.2170940558312
13.16,3272.1196917339785
13.17,3273.0080265530987
13.18,3273.882049374665
13.19,3274.741711060147
