wind_speed,ACSA A29/225
4.97,22.57016271231742
4.98,22.76942146572239
4.99,22.96941893363072
5.0,23.170152904830797
5.01,23.37162116811096
5.02,23.57382151225961
5.03,23.77675172606512
5.04,23.980409598315816
5.05,24.184792917800088
5.06,24.389899473306308
5.07,24.59572705362285
5.08,24.80227344753805
5.09,25.009536443840297
5.1,25.217513831317945
5.11,25.426203398759395
5.12,25.635602934952967
5.13,25.845710228687054
5.14,26.05652306875001
5.15,26.268039243930247
5.16,26.48025654301606
5.17,26.693172754795853
5.18,26.906785668058
5.19,27.121093071590877
5.2,27.33609275418281
5.21,27.5517825046222
5.22,27.768160111697387
5.23,27.985223364196774
5.24,28.2029700509087
5.25,28.421397960621533
5.26,28.640504882123658
5.27,28.860288604203426
5.28,29.08074691564922
5.29,29.301877605249384
5.3,29.5236784617923
5.31,29.746147274066324
5.32,29.969281830859856
5.33,30.193079920961225
5.34,30.4175393331588
5.35,30.642657856240955
5.36,30.868433278996093
5.37,31.094863390212524
5.38,31.32194597867864
5.39,31.549678833182803
5.4,31.778059742513417
5.41,32.007086495458786
5.42,32.236756880807306
5.43,32.46706868734735
5.44,32.6980197038673
5.45,32.929607719155484
5.46,33.161830522000294
5.47,33.39468590119009
5.48,33.62817164551325
5.49,33.86228554375813
5.5,34.09702538471308
5.51,34.33238895716648
5.52,34.56837404990672
5.53,34.804978451722164
5.54,35.042199951401145
5.55,35.28003633773205
5.56,35.518485399503234
5.57,35.75754492550311
5.58,35.997212704519974
5.59,36.23748652534224
5.6,36.47836417675827
5.61,36.71984344755644
5.62,36.961922126525074
5.63,37.20459800245257
5.64,37.4478688641273
5.65,37.69173250033764
5.66,37.93618669987192
5.67,38.18122925151852
5.68,38.426857944065816
5.69,38.673070566302194
5.7,38.91986490701599
5.71,39.16723875499556
5.72,39.4151898990293
5.73,39.66371612790559
5.74,39.912815230412754
5.75,40.162484995339184
5.76,40.41272321147324
5.77,40.66352766760329
5.78,40.91489615251773
5.79,41.16682645500488
5.8,41.41931636385311
5.81,41.67236366785083
5.82,41.925966155786384
5.83,42.180121616448126
5.84,42.43482783862443
5.85,42.69008261110366
5.86,42.94588372267422
5.87,43.202228962124416
5.88,43.45911611824265
5.89,43.71654297981728
5.9,43.97450733563671
5.91,44.23300697448924
5.92,44.49203968516326
5.93,44.75160325644717
5.94,45.01169547712932
5.95,45.27231413599807
5.96,45.53345702184176
5.97,45.79512192344881
5.98,46.05730662960757
5.99,46.32000892910639
6.0,46.58322661073363
6.01,46.84695746327769
6.02,47.111199275526914
6.03,47.3759498362697
6.04,47.64120693429437
6.05,47.9069683583893
6.06,48.17323189734286
6.07,48.43999533994348
6.08,48.70725647497943
6.09,48.97501309123912
6.1,49.24326297751092
6.11,49.5120039225832
6.12,49.78123371524432
6.13,50.05095014428264
6.14,50.32115099848653
6.15,50.59183406664438
6.16,50.862997137544525
6.17,51.134637999975325
6.18,51.4067544427252
6.19,51.67934425458248
6.2,51.95240522433552
6.21,52.2259351407727
6.22,52.49993179268239
6.23,52.77439296885299
6.24,53.04931645807281
6.25,53.32470004913023
6.26,53.60054153081362
6.27,53.87683869191137
6.28,54.15358932121185
6.29,54.43079120750338
6.3,54.708442139574366
6.31,54.98653990621317
6.32,55.26508229620815
6.33,55.54406709834767
6.34,55.8234921014201
6.35,56.10335509421381
6.36,56.3836538655172
6.37,56.66438620411858
6.38,56.94554989880632
6.39,57.22714273836882
6.4,57.50916251159446
6.41,57.79160700727156
6.42,58.0744740141885
6.43,58.35776132113366
6.44,58.64146671689543
6.45,58.92558799026214
6.46,59.21012293002215
6.47,59.49506932496385
6.48,59.7804249638756
6.49,60.066187635545774
6.5,60.35235512876271
6.51,60.63892523231482
6.52,60.92589573499044
6.53,61.21326442557797
6.54,61.50102909286573
6.55,61.789187525642106
6.56,62.07773751269546
6.57,62.3666768428142
6.58,62.65600330478663
6.59,62.94571468740114
6.6,63.23580877944613
6.61,63.52628336970996
6.62,63.817136246980944
6.63,64.10836520004749
6.64,64.39996801769794
6.65,64.69194248872073
6.66,64.98428640190413
6.67,65.27699754603657
6.68,65.57007370990638
6.69,65.863512682302
6.7,66.15731225201169
6.71,66.45147020782387
6.72,66.74598433852692
6.73,67.04085243290922
6.74,67.33607227975911
6.75,67.63164166786491
6.76,67.92755838601508
6.77,68.22382022299792
6.78,68.52042496760185
6.79,68.81737040861516
6.8,69.11465433482628
6.81,69.41227453502357
6.82,69.7102287979954
6.83,70.0085149125301
6.84,70.30713066741608
6.85,70.60607385144166
6.86,70.90534225339528
6.87,71.20493366206523
6.88,71.5048458662399
6.89,71.80507665470768
6.9,72.10562381625695
6.91,72.40648513967602
6.92,72.70765841375328
6.93,73.00914142727711
6.94,73.3109319690359
6.95,73.61302782781797
6.96,73.91542679241168
6.97,74.21812665160543
6.98,74.52112519418762
6.99,74.82442020894653
7.0,75.1280094846706
7.01,75.43189081014815
7.02,75.73606197416755
7.03,76.04052076551723
7.04,76.34526497298549
7.05,76.6502923853607
7.06,76.95560079143127
7.07,77.26118797998556
7.08,77.56705173981186
7.09,77.87318985969863
7.1,78.17960012843417
7.11,78.48628033480695
7.12,78.79322826760522
7.13,79.1004417156174
7.14,79.40791846763182
7.15,79.71565631243692
7.16,80.023653038821
7.17,80.33190643557246
7.18,80.64041429147964
7.19,80.94917439533096
7.2,81.25818453591472
7.21,81.56744250201933
7.22,81.87694608243315
7.23,82.18669306594457
7.24,82.49668124134189
7.25,82.80690839741354
7.26,83.11737232294782
7.27,83.42807080673316
7.28,83.73900163755793
7.29,84.05016260421047
7.3,84.36155149547913
7.31,84.67316610015232
7.32,84.98500420701839
7.33,85.29706360486568
7.34,85.60934208248258
7.35,85.92183742865747
7.36,86.23454743217872
7.37,86.54746988183466
7.38,86.86060256641368
7.39,87.17394327470411
7.4,87.48748979549443
7.41,87.80123991757287
7.42,88.11519142972786
7.43,88.42934212074775
7.44,88.74368977942096
7.45,89.05823219453578
7.46,89.37296715488063
7.47,89.68789244924386
7.48,90.00300586641384
7.49,90.31830519517892
7.5,90.63378822432747
7.51,90.94945274264788
7.52,91.2652965389285
7.53,91.58131740195776
7.54,91.8975131205239
7.55,92.21388148341536
7.56,92.53042027942053
7.57,92.84712729732776
7.58,93.16400032592536
7.59,93.48103715400175
7.6,93.79823557034533
7.61,94.1155933637444
7.62,94.43310832298737
7.63,94.75077823686256
7.64,95.06860089415838
7.65,95.38657408366323
7.66,95.70469559416536
7.67,96.02296321445328
7.68,96.34137473331522
7.69,96.65992793953968
7.7,96.97862062191489
7.71,97.29745056922933
7.72,97.61641557027131
7.73,97.93551341382926
7.74,98.2547418886914
7.75,98.57409878364628
7.76,98.89358188748214
7.77,99.21318898898738
7.78,99.53291787695042
7.79,99.85276634015956
7.8,100.17273216740315
7.81,100.49281314746963
7.82,100.81300706914736
7.83,101.13331172122469
7.84,101.45372489248992
7.85,101.77424437173148
7.86,102.09486794773778
7.87,102.4155934092971
7.88,102.73641854519786
7.89,103.0573411442284
7.9,103.37835899517712
7.91,103.69946988683236
7.92,104.02067160798246
7.93,104.34196194741584
7.94,104.66333869392088
7.95,104.98479963628589
7.96,105.30634256329924
7.97,105.62796526374932
7.98,105.94966552642455
7.99,106.2714411401132
8.0,106.59328989360368
8.01,106.91520957568436
8.02,107.23719797514356
8.03,107.55925288076972
8.04,107.8813720813512
8.05,108.20355336567636
8.06,108.52579452253352
8.07,108.84809334071107
8.08,109.17044760899742
8.09,109.49285511618083
8.1,109.81531365104978
8.11,110.13782100239258
8.12,110.46037495899763
8.13,110.78297330965334
8.14,111.10561384314796
8.15,111.4282943482699
8.16,111.75101261380752
8.17,112.07376642854922
8.18,112.39655358128338
8.19,112.71937186079836
8.2,113.04221905588244
8.21,113.36509295532414
8.22,113.6879913479117
8.23,114.01091202243352
8.24,114.333852767678
8.25,114.65681137243342
8.26,114.97978562548828
8.27,115.30277331563084
8.28,115.6257722316495
8.29,115.9487801623326
8.3,116.27179489646868
8.31,116.59481422284586
8.32,116.9178359302526
8.33,117.24085780747733
8.34,117.56387764330832
8.35,117.88689322653396
8.36,118.20990234594268
8.37,118.5329027903228
8.38,118.85589234846276
8.39,119.17886880915076
8.4,119.5018299611753
8.41,119.82477359332472
8.42,120.1476974943874
8.43,120.47059945315164
8.44,120.79347725840589
8.45,121.11632869893845
8.46,121.4391515635378
8.47,121.76194364099216
8.48,122.08470272008998
8.49,122.4074265896196
8.5,122.73011303836935
8.51,123.05275985512772
8.52,123.37536482868296
8.53,123.69792574782352
8.54,124.02044040133764
8.55,124.3429065780139
8.56,124.66532206664044
8.57,124.98768465600575
8.58,125.3099921348982
8.59,125.6322422921061
8.6,125.95443291641784
8.61,126.2765617966218
8.62,126.59862672150634
8.63,126.92062547985986
8.64,127.2425558604707
8.65,127.56441565212717
8.66,127.88620264361772
8.67,128.20791462373066
8.68,128.52954938125436
8.69,128.85110470497727
8.7,129.17257838368766
8.71,129.49396820617395
8.72,129.81527196122454
8.73,130.1364874376277
8.74,130.45761242417183
8.75,130.77864470964528
8.76,131.0995820828365
8.77,131.42042233253378
8.78,131.7411632475255
8.79,132.06180261660006
8.8,132.38233822854585
8.81,132.70276787215113
8.82,133.02308933620435
8.83,133.34330040949385
8.84,133.66339888080802
8.85,133.98338253893516
8.86,134.30324917266375
8.87,134.62299657078205
8.88,134.94262252207852
8.89,135.26212481534145
8.9,135.58150123935926
8.91,135.90074958292024
8.92,136.21986763481286
8.93,136.53885318382538
8.94,136.8577040187463
8.95,137.17641792836383
8.96,137.49499270146651
8.97,137.81342612684256
8.98,138.13171599328038
8.99,138.44986008956838
9.0,138.7678562044949
9.01,139.0857021268483
9.02,139.403395645417
9.03,139.72093454898925
9.04,140.03831662635355
9.05,140.35553966629826
9.06,140.67260145761165
9.07,140.98949978908212
9.08,141.30623244949803
9.09,141.62279722764782
9.1,141.93919191231973
9.11,142.25541429230228
9.12,142.5714621563837
9.13,142.8873332933525
9.14,143.2030254919969
9.15,143.51853654110533
9.16,143.83386422946614
9.17,144.14900634586772
9.18,144.46396067909845
9.19,144.77872501794667
9.2,145.09329715120074
9.21,145.40767486764912
9.22,145.72185595608005
9.23,146.0358382052819
9.24,146.34961940404312
9.25,146.66319734115203
9.26,146.97656980539702
9.27,147.28973458556644
9.28,147.6026894704486
9.29,147.915432248832
9.3,148.22796070950497
9.31,148.54027264125574
9.32,148.85236583287286
9.33,149.16423807314453
9.34,149.47588715085925
9.35,149.78731085480536
9.36,150.09850697377118
9.37,150.40947329654512
9.38,150.72020761191553
9.39,151.03070770867075
9.4,151.34097137559922
9.41,151.65099640148918
9.42,151.9607805751291
9.43,152.27032168530732
9.44,152.5796175208123
9.45,152.88866587043222
9.46,153.1974645229556
9.47,153.50601126717078
9.48,153.81430389186607
9.49,154.1223401858298
9.5,154.43011793785047
9.51,154.73763493671635
9.52,155.04488897121584
9.53,155.3518778301373
9.54,155.65859930226912
9.55,155.9650511763997
9.56,156.27123124131728
9.57,156.57713728581032
9.58,156.8827670986672
9.59,157.18811846867618
9.6,157.49318918462578
9.61,157.7979770353042
9.62,158.10247980949998
9.63,158.40669529600143
9.64,158.71062128359682
9.65,159.0142555610746
9.66,159.31759591722312
9.67,159.62064014083077
9.68,159.92338602068588
9.69,160.2258313455768
9.7,160.527973904292
9.71,160.82981148561984
9.72,161.1313418783485
9.73,161.43256287126655
9.74,161.73347225316223
9.75,162.034067812824
9.76,162.3343473390401
9.77,162.63430862059903
9.78,162.93394944628915
9.79,163.23326760489869
9.8,163.53226088521626
9.81,163.83092707602998
9.82,164.12926396612832
9.83,164.42726934429967
9.84,164.72494099933238
9.85,165.02227672001476
9.86,165.3192742951352
9.87,165.6159315134821
9.88,165.91224616384395
9.89,166.20821603500883
9.9,166.50383891576536
9.91,166.79911259490177
9.92,167.09403486120647
9.93,167.38860350346778
9.94,167.68281631047415
9.95,167.9766710710139
9.96,168.27016557387543
9.97,168.56329760784706
9.98,168.85606496171718
9.99,169.14846542427415
10.0,169.44049678430633
10.01,169.73215683060212
10.02,170.02344335194982
10.03,170.31435413713783
10.04,170.6048869749546
10.05,170.89503965418845
10.06,171.18480996362769
10.07,171.47419569206068
10.08,171.7631946282758
10.09,172.05180456106152
10.1,172.3400232792061
10.11,172.62784857149796
10.12,172.91527822672538
10.13,173.2023100336769
10.14,173.48894178114074
10.15,173.77517125790524
10.16,174.06099625275888
10.17,174.34641455448997
10.18,174.63142395188686
10.19,174.91602223373798
10.2,175.20020718883168
10.21,175.48397660595634
10.22,175.7673282739002
10.23,176.05025998145177
10.24,176.33276951739936
10.25,176.61485467053132
10.26,176.89651322963607
10.27,177.1777429835019
10.28,177.45854172091728
10.29,177.73890723067052
10.3,178.01883730155004
10.31,178.29832972234408
10.32,178.57738228184107
10.33,178.85599276882948
10.34,179.1341589720975
10.35,179.41187868043363
10.36,179.68914968262618
10.37,179.9659697674635
10.38,180.24233672373407
10.39,180.5182483402261
10.4,180.79370240572803
10.41,181.06869670902825
10.42,181.34322903891515
10.43,181.6172971841769
10.44,181.89089893360216
10.45,182.1640320759791
10.46,182.43669440009623
10.47,182.7088836947417
10.48,182.98059774870407
10.49,183.2518343507716
10.5,183.5225912897328
10.51,183.7928663543758
10.52,184.0626573334892
10.53,184.3319620158612
10.54,184.60077819028027
10.55,184.8691036455348
10.56,185.13693617041304
10.57,185.40427355370343
10.58,185.6711135841943
10.59,185.93745405067403
10.6,186.20329274193105
10.61,186.4686274467537
10.62,186.73345595393025
10.63,186.9977760522492
10.64,187.26158553049885
10.65,187.5248821774676
10.66,187.78766378194365
10.67,188.04992813271565
10.68,188.31167301857172
10.69,188.5728962283004
10.7,188.83359555069
10.71,189.09376877452888
10.72,189.35341368860531
10.73,189.61252808170784
10.74,189.8711097426247
10.75,190.1291564601444
10.76,190.38666602305508
10.77,190.6436362201453
10.78,190.90006484020336
10.79,191.1559496720176
10.8,191.4112885043765
10.81,191.6660791260683
10.82,191.92031932588145
10.83,192.17400689260413
10.84,192.42713961502497
10.85,192.6797152819322
10.86,192.93173168211428
10.87,193.1831866043594
10.88,193.4340778374561
10.89,193.6844031701927
10.9,193.9341603913575
10.91,194.1833472897389
10.92,194.43196165412533
10.93,194.68000127330504
10.94,194.92746393606657
10.95,195.17434743119807
10.96,195.42064954748813
10.97,195.66636807372493
10.98,195.91150079869692
10.99,196.1560455111925
11.0,196.4
11.01,196.64336061875355
11.02,196.8861179804704
11.03,197.12826126301368
11.04,197.3697796442464
11.05,197.61066230203164
11.06,197.85089841423243
11.07,198.09047715871188
11.08,198.32938771333292
11.09,198.5676192559588
11.1,198.8051609644524
11.11,199.0420020166768
11.12,199.2781315904952
11.13,199.5135388637705
11.14,199.74821301436572
11.15,199.9821432201441
11.16,200.2153186589686
11.17,200.44772850870228
11.18,200.67936194720815
11.19,200.91020815234936
11.2,201.14025630198887
11.21,201.3694955739899
11.22,201.59791514621529
11.23,201.82550419652813
11.24,202.0522519027916
11.25,202.27814744286877
11.26,202.50317999462243
11.27,202.727338735916
11.28,202.9506128446122
11.29,203.1729914985744
11.3,203.39446387566545
11.31,203.6150191537484
11.32,203.8346465106864
11.33,204.05333512434248
11.34,204.2710741725796
11.35,204.487852833261
11.36,204.70366028424965
11.37,204.9184857034085
11.38,205.1323182686008
11.39,205.34514715768944
11.4,205.55696154853757
11.41,205.76775061900813
11.42,205.9775035469643
11.43,206.18620951026915
11.44,206.3938576867856
11.45,206.60043725437683
11.46,206.80593739090597
11.47,207.01034727423576
11.48,207.2136560822296
11.49,207.41585299275027
11.5,207.61692718366103
11.51,207.81686783282484
11.52,208.0156641181048
11.53,208.21330521736397
11.54,208.4097803084653
11.55,208.605078569272
11.56,208.79918917764695
11.57,208.9921013114534
11.58,209.1838041485543
11.59,209.3742868668127
11.6,209.5635386440917
11.61,209.75154865825425
11.62,209.9383060871635
11.63,210.1238001086826
11.64,210.3080199006744
11.65,210.49095464100205
11.66,210.67259350752863
11.67,210.8529256781172
11.68,211.0319403306308
11.69,211.2096266429324
11.7,211.38597379288512
11.71,211.56097095835207
11.72,211.73460731719624
11.73,211.9068720472808
11.74,212.0777543264686
11.75,212.24724333262287
11.76,212.4153282436066
11.77,212.5819982372828
11.78,212.7472424915146
11.79,212.91105018416505
11.8,213.0734104930972
11.81,213.23431259617408
11.82,213.3937456712588
11.83,213.55169889621425
11.84,213.70816144890367
11.85,213.8631225071901
11.86,214.01657124893651
11.87,214.1684968520061
11.88,214.31888849426167
11.89,214.46773535356647
11.9,214.6150266077836
11.91,214.76075143477595
11.92,214.9048990124067
11.93,215.0474585185389
11.94,215.18841913103543
11.95,215.32777002775956
11.96,215.46550038657423
11.97,215.6015993853426
11.98,215.73605620192765
11.99,215.86886001419248
12.0,216.0
12.01,216.1294694836994
12.02,216.25727837558333
12.03,216.38344073243056
12.04,216.50797061101972
12.05,216.6308820681296
12.06,216.7521891605388
12.07,216.87190594502616
12.08,216.9900464783703
12.09,217.10662481734988
12.1,217.2216550187437
12.11,217.3351511393304
12.12,217.44712723588867
12.13,217.5575973651973
12.14,217.6665755840349
12.15,217.7740759491803
12.16,217.880112517412
12.17,217.98469934550891
12.18,218.08785049024965
12.19,218.1895800084129
12.2,218.28990195677736
12.21,218.38883039212183
12.22,218.48637937122493
12.23,218.5825629508653
12.24,218.67739518782184
12.25,218.77089013887303
12.26,218.86306186079784
12.27,218.95392441037475
12.28,219.0434918443825
12.29,219.13177821959977
12.3,219.21879759280543
12.31,219.304564020778
12.32,219.3890915602963
12.33,219.47239426813897
12.34,219.5544862010848
12.35,219.63538141591235
12.36,219.71509396940047
12.37,219.79363791832776
12.38,219.871027319473
12.39,219.94727622961483
12.4,220.022398705532
12.41,220.0964088040032
12.42,220.1693205818071
12.43,220.24114809572248
12.44,220.311905402528
12.45,220.3816065590023
12.46,220.45026562192425
12.47,220.5178966480724
12.48,220.58451369422548
12.49,220.65013081716228
12.5,220.7147620736614
12.51,220.7784215205016
12.52,220.8411232144616
12.53,220.90288121232007
12.54,220.9637095708557
12.55,221.02362234684728
12.56,221.0826335970734
12.57,221.14075737831283
12.58,221.19800774734423
12.59,221.2543987609464
12.6,221.30994447589796
12.61,221.36465894897756
12.62,221.418556236964
12.63,221.47165039663605
12.64,221.52395548477227
12.65,221.57548555815143
12.66,221.6262546735522
12.67,221.67627688775335
12.68,221.7255662575335
12.69,221.77413683967143
12.7,221.82200269094577
12.71,221.8691778681353
12.72,221.91567642801868
12.73,221.96151242737463
12.74,222.00669992298185
12.75,222.05125297161905
12.76,222.0951856300649
12.77,222.13851195509807
12.78,222.18124600349745
12.79,222.2234018320416
12.8,222.26499349750924
12.81,222.30603505667904
12.82,222.3465405663298
12.83,222.3865240832401
12.84,222.42599966418877
12.85,222.4649813659544
12.86,222.50348324531572
12.87,222.54151935905156
12.88,222.5791037639405
12.89,222.61625051676123
