wind_speed,WinWinD WWD-1 D64
1.81,1.2003183646871114
1.82,1.1415087224642484
1.83,1.0819912410170374
1.84,1.0218052447468318
1.85,0.9609900580549836
1.86,0.8995850053428457
1.87,0.8376294110117708
1.88,0.7751625994631133
1.89,0.7122238950982247
1.9,0.6488526223184552
1.91,0.5850881055251598
1.92,0.5209696691196908
1.93,0.4565366375033997
1.94,0.3918283350776417
1.95,0.3268840862437667
1.96,0.2617432154031307
1.97,0.1964450469570833
1.98,0.1310289053069764
1.99,0.0655341148541632
2.0,0.0
2.01,0.0
2.02,0.0
2.03,0.0
2.04,0.0
2.05,0.0
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.133051327575276
3.02,0.2700577132790641
3.03,0.41104177510458
3.04,0.5560261310450824
3.05,0.7050333990937835
3.06,0.8580861972439384
3.07,1.015207143488772
3.08,1.1764188558215374
3.09,1.3417439522354468
3.1,1.511205050723759
3.11,1.684824769279699
3.12,1.8626257258965124
3.13,2.044630538567429
3.14,2.23086182528569
3.15,2.4213422040445227
3.16,2.616094292837184
3.17,2.815140709656881
3.18,3.0185040724968832
3.19,3.2262069993504032
3.2,3.4382721082106937
3.21,3.654722017070971
3.22,3.8755793439245
3.23,4.100866706764489
3.24,4.330606723584205
3.25,4.564822012376851
3.26,4.803535191135684
3.27,5.046768877853951
3.28,5.294545690524859
3.29,5.546888247141677
3.3,5.803819165697616
3.31,6.065361064185932
3.32,6.331536560599842
3.33,6.602368272932603
3.34,6.8778788191774325
3.35,7.158090817327597
3.36,7.443026885376292
3.37,7.732709641316792
3.38,8.027161703142308
3.39,8.3264056888461
3.4,8.630464216421371
3.41,8.9393599038614
3.42,9.253115369159389
3.43,9.5717532303086
3.44,9.895296105302243
3.45,10.223766612133591
3.46,10.557187368795832
3.47,10.895580993282255
3.48,11.23897010358606
3.49,11.5873773177005
3.5,11.940825253618804
3.51,12.29933652933421
3.52,12.66293376283997
3.53,13.031639572129292
3.54,13.40547657519545
3.55,13.784467390031642
3.56,14.168634634631138
3.57,14.558000926987152
3.58,14.952588885092936
3.59,15.352421126941705
3.6,15.757520270526731
3.61,16.167908933841204
3.62,16.583609734878408
3.63,17.00464529163155
3.64,17.43103822209389
3.65,17.86281114425863
3.66,18.299986676119044
3.67,18.742587435668337
3.68,19.190636040899776
3.69,19.64415510980657
3.7,20.10316726038198
3.71,20.567695110619216
3.72,21.03776127851156
3.73,21.51338838205218
3.74,21.994599039234387
3.75,22.481415868051357
3.76,22.973861486496347
3.77,23.47195851256263
3.78,23.97572956424339
3.79,24.48519725953191
3.8,25.000384216421374
3.81,25.52131305290507
3.82,26.0480063869762
3.83,26.580486836628022
3.84,27.11877701985376
3.85,27.66289955464666
3.86,28.21287705899994
3.87,28.76873215090687
3.88,29.33048744836065
3.89,29.898165569354557
3.9,30.471789131881778
3.91,31.0513807539356
3.92,31.63696305350922
3.93,32.22855864859591
3.94,32.82619015718888
3.95,33.42988019728138
3.96,34.03965138686662
3.97,34.65552634393789
3.98,35.27752768648837
3.99,35.90567803251135
4.0,36.54
4.01,37.18050946247336
4.02,37.82719531555336
4.03,38.48003971038777
4.04,39.13902479812416
4.05,39.80413272991032
4.06,40.47534565689392
4.07,41.15264573022273
4.08,41.83601510104437
4.09,42.52543592050655
4.1,43.22089033975698
4.11,43.92236050994344
4.12,44.62982858221351
4.13,45.34327670771492
4.14,46.062687037595424
4.15,46.78804172300275
4.16,47.519322915084494
4.17,48.25651276498839
4.18,48.99959342386217
4.19,49.74854704285357
4.2,50.5033557731102
4.21,51.26400176577982
4.22,52.0304671720101
4.23,52.80273414294883
4.24,53.58078482974358
4.25,54.364601383542094
4.26,55.15416595549211
4.27,55.9494606967413
4.28,56.75046775843746
4.29,57.55716929172814
4.3,58.3695474477611
4.31,59.18758437768408
4.32,60.0112622326448
4.33,60.84056316379085
4.34,61.67546932226998
4.35,62.51596285922992
4.36,63.36202592581845
4.37,64.2136406731831
4.38,65.07078925247164
4.39,65.93345381483181
4.4,66.80161651141132
4.41,67.67525949335783
4.42,68.55436491181898
4.43,69.43891491794258
4.44,70.32889166287637
4.45,71.22427729776788
4.46,72.12505397376492
4.47,73.03120384201517
4.48,73.94270905366642
4.49,74.8595517598662
4.5,75.78171411176231
4.51,76.70917826050247
4.52,77.64192635723431
4.53,78.57994055310567
4.54,79.5232029992641
4.55,80.47169584685733
4.56,81.42540124703311
4.57,82.3843013509392
4.58,83.34837830972313
4.59,84.31761427453273
4.6,85.29199139651563
4.61,86.27149182681968
4.62,87.25609771659236
4.63,88.2457912169815
4.64,89.24055447913477
4.65,90.24036965419998
4.66,91.24521889332463
4.67,92.25508434765656
4.68,93.26994816834345
4.69,94.28979250653305
4.7,95.31459951337293
4.71,96.34435134001085
4.72,97.37903013759453
4.73,98.41861805727174
4.74,99.46309725019006
4.75,100.51244986749722
4.76,101.56665806034091
4.77,102.62570397986892
4.78,103.68956977722895
4.79,104.75823760356856
4.8,105.83168961003553
4.81,106.9099079477776
4.82,107.99287476794248
4.83,109.08057222167784
4.84,110.17298246013128
4.85,111.27008763445062
4.86,112.37186989578362
4.87,113.47831139527784
4.88,114.58939428408102
4.89,115.70510071334088
4.9,116.8254128342052
4.91,117.95031279782154
4.92,119.07978275533767
4.93,120.21380485790128
4.94,121.35236125666016
4.95,122.49543410276183
4.96,123.64300554735412
4.97,124.79505774158471
4.98,125.95157283660136
4.99,127.11253298355165
5.0,128.27792033358332
5.01,129.44771703784406
5.02,130.6219052474816
5.03,131.80046711364378
5.04,132.98338478747806
5.05,134.17064042013223
5.06,135.36221616275404
5.07,136.55809416649126
5.08,137.75825658249136
5.09,138.9626855619022
5.1,140.1713632558714
5.11,141.38427181554687
5.12,142.601393392076
5.13,143.82271013660673
5.14,145.04820420028665
5.15,146.2778577342636
5.16,147.51165288968502
5.17,148.74957181769878
5.18,149.9915966694526
5.19,151.23770959609425
5.2,152.48789274877123
5.21,153.7421282786313
5.22,155.00039833682223
5.23,156.26268507449177
5.24,157.52897064278747
5.25,158.7992371928571
5.26,160.07346687584842
5.27,161.351641842909
5.28,162.6337442451868
5.29,163.91975623382916
5.3,165.209659959984
5.31,166.50343757479902
5.32,167.80107122942195
5.33,169.10254307500037
5.34,170.40783526268197
5.35,171.71692994361453
5.36,173.02980926894594
5.37,174.34645538982355
5.38,175.6668504573952
5.39,176.99097662280855
5.4,178.3188160372116
5.41,179.65035085175165
5.42,180.98556321757653
5.43,182.324435285834
5.44,183.66694920767185
5.45,185.01308713423757
5.46,186.36283121667887
5.47,187.7161636061436
5.48,189.0730664537796
5.49,190.43352191073416
5.5,191.79751212815523
5.51,193.1650192571905
5.52,194.53602544898763
5.53,195.91051285469445
5.54,197.2884636254584
5.55,198.6698599124273
5.56,200.054683866749
5.57,201.4429176395712
5.58,202.8345433820413
5.59,204.2295432453072
5.6,205.6278993805166
5.61,207.0295939388173
5.62,208.4346090713568
5.63,209.84292692928287
5.64,211.25452966374328
5.65,212.66939942588576
5.66,214.08751836685784
5.67,215.50886863780735
5.68,216.93343238988197
5.69,218.36119177422944
5.7,219.7921289419974
5.71,221.2262260443335
5.72,222.6634652323855
5.73,224.10382865730125
5.74,225.54729847022816
5.75,226.99385682231411
5.76,228.4434858647068
5.77,229.8961677485539
5.78,231.3518846250032
5.79,232.81061864520225
5.8,234.27235196029883
5.81,235.7370667214406
5.82,237.2047450797754
5.83,238.67536918645072
5.84,240.14892119261435
5.85,241.62538324941409
5.86,243.1047375079976
5.87,244.58696611951245
5.88,246.0720512351064
5.89,247.5599750059272
5.9,249.0507195831227
5.91,250.54426711784032
5.92,252.04059976122784
5.93,253.539699664433
5.94,255.04154897860369
5.95,256.5461298548872
5.96,258.0534244444315
5.97,259.5634148983843
5.98,261.0760833678933
5.99,262.5914120041061
6.0,264.1093829581704
6.01,265.629978381234
6.02,267.15318042444443
6.03,268.67897123894977
6.04,270.2073329758973
6.05,271.7382477864349
6.06,273.27169782171023
6.07,274.8076652328712
6.08,276.3461321710652
6.09,277.88708078744
6.1,279.43049323314347
6.11,280.9763516593233
6.12,282.524638217127
6.13,284.07533505770226
6.14,285.62842433219697
6.15,287.1838881917589
6.16,288.7417087875355
6.17,290.30186827067445
6.18,291.86434879232377
6.19,293.42913250363097
6.2,294.9962015557436
6.21,296.5655380998096
6.22,298.1371242869766
6.23,299.7109422683924
6.24,301.2869741952044
6.25,302.8652022185605
6.26,304.4456084896084
6.27,306.02817515949585
6.28,307.6128843793706
6.29,309.19971830038
6.3,310.7886590736722
6.31,312.3796888503946
6.32,313.9727897816951
6.33,315.5679440187213
6.34,317.1651337126208
6.35,318.76434101454134
6.36,320.3655480756309
6.37,321.9687370470369
6.38,323.573890079907
6.39,325.1809893253891
6.4,326.7900169346309
6.41,328.40095505877986
6.42,330.0137858489839
6.43,331.62849145639063
6.44,333.24505403214783
6.45,334.8634557274032
6.46,336.4836786933042
6.47,338.10570508099886
6.48,339.72951704163484
6.49,341.35509672635965
6.5,342.98242628632096
6.51,344.6114878726668
6.52,346.2422636365446
6.53,347.87473572910216
6.54,349.5088863014871
6.55,351.1446975048472
6.56,352.7821514903301
6.57,354.42123040908365
6.58,356.06191641225536
6.59,357.7041916509929
6.6,359.3480382764443
6.61,360.9934384397571
6.62,362.6403742920787
6.63,364.2888279845571
6.64,365.9387816683401
6.65,367.59021749457526
6.66,369.2431176144101
6.67,370.8974641789925
6.68,372.5532393394702
6.69,374.2104252469911
6.7,375.8690040527024
6.71,377.528957907752
6.72,379.1902689632877
6.73,380.85291937045736
6.74,382.51689128040846
6.75,384.1821668442885
6.76,385.8487282132456
6.77,387.5165575384272
6.78,389.18563697098114
6.79,390.8559486620549
6.8,392.5274747627964
6.81,394.2001974243533
6.82,395.8740987978734
6.83,397.5491610345041
6.84,399.2253662853934
6.85,400.9026967016888
6.86,402.58113443453817
6.87,404.260661635089
6.88,405.9412604544892
6.89,407.6229130438864
6.9,409.30560155442834
6.91,410.9893081372626
6.92,412.674014943537
6.93,414.359704124399
6.94,416.0463578309968
6.95,417.7339582144777
6.96,419.4224874259894
6.97,421.1119276166797
6.98,422.8022609376965
6.99,424.4934695401872
7.0,426.18553557529947
7.01,427.8784411941813
7.02,429.57216854798
7.03,431.2666997878438
7.04,432.9620170649201
7.05,434.6581025303565
7.06,436.3549383353008
7.07,438.0525066309009
7.08,439.7507895683041
7.09,441.4497692986584
7.1,443.14942797311136
7.11,444.8497477428109
7.12,446.5507107589045
7.13,448.25229917253984
7.14,449.9544951348646
7.15,451.657280797027
7.16,453.3606383101739
7.17,455.06454982545375
7.18,456.7689974940137
7.19,458.4739634670019
7.2,460.1794298955657
7.21,461.88537893085294
7.22,463.5917927240113
7.23,465.2986534261887
7.24,467.0059431885325
7.25,468.7136441621905
7.26,470.42173849831033
7.27,472.13020834804
7.28,473.839035862527
7.29,475.5482031929191
7.3,477.25769249036375
7.31,478.967485906009
7.32,480.6775655910025
7.33,482.3879136964917
7.34,484.0985123736245
7.35,485.80934377354856
7.36,487.5203900474117
7.37,489.2316333463613
7.38,490.9430558215454
7.39,492.6546396241114
7.4,494.36636690520754
7.41,496.0782198159809
7.42,497.7901805075793
7.43,499.50223113115067
7.44,501.2143538378428
7.45,502.926530778803
7.46,504.6387441051792
7.47,506.3509759681192
7.48,508.06320851877047
7.49,509.7754239082808
7.5,511.487604287798
7.51,513.1997318084694
7.52,514.9117886214433
7.53,516.6237568778672
7.54,518.3356187288884
7.55,520.047356325655
7.56,521.7589518193146
7.57,523.470387361015
7.58,525.1816451019037
7.59,526.8927071931283
7.6,528.6035557858369
7.61,530.314173031177
7.62,532.0245410802963
7.63,533.7346420843425
7.64,535.4444581944632
7.65,537.1539715618064
7.66,538.8631643375195
7.67,540.5720186727502
7.68,542.2805167186465
7.69,543.988640626356
7.7,545.6963725470259
7.71,547.4036946318047
7.72,549.1105890318395
7.73,550.8170378982785
7.74,552.5230233822688
7.75,554.2285276349586
7.76,555.9335328074952
7.77,557.6380210510267
7.78,559.3419745167007
7.79,561.0453753556648
7.8,562.7482057190666
7.81,564.4504477580539
7.82,566.1520836237747
7.83,567.8530954673763
7.84,569.5534654400064
7.85,571.253175692813
7.86,572.9522083769436
7.87,574.6505456435459
7.88,576.3481696437677
7.89,578.0450625287565
7.9,579.7412064496605
7.91,581.4365835576267
7.92,583.1311760038033
7.93,584.8249659393377
7.94,586.517935515378
7.95,588.2100668830714
7.96,589.9013421935659
7.97,591.5917435980091
7.98,593.2812532475491
7.99,594.969853293333
8.0,596.6575258865088
8.01,598.3442531782241
8.02,600.0300173196267
8.03,601.7148004618642
8.04,603.3985847560843
8.05,605.0813523534352
8.06,606.763085405064
8.07,608.4437660621184
8.08,610.1233764757463
8.09,611.8018987970953
8.1,613.4793151773133
8.11,615.1556077675477
8.12,616.8307587189465
8.13,618.5047501826577
8.14,620.1775643098282
8.15,621.849183251606
8.16,623.5195891591388
8.17,625.1887641835746
8.18,626.8566904760609
8.19,628.5233501877451
8.2,630.1887254697756
8.21,631.8527984732996
8.22,633.5155513494649
8.23,635.1769662494189
8.24,636.8370253243099
8.25,638.4957107252851
8.26,640.1530046034925
8.27,641.8088891100796
8.28,643.4633463961943
8.29,645.1163586129841
8.3,646.7679079115971
8.31,648.4179764431806
8.32,650.0665463588823
8.33,651.71359980985
8.34,653.3591189472317
8.35,655.0030859221743
8.36,656.6454828858263
8.37,658.286291989335
8.38,659.9254953838487
8.39,661.5630752205141
8.4,663.1990136504796
8.41,664.8332928248926
8.42,666.465894894901
8.43,668.0968020116524
8.44,669.7259963262945
8.45,671.3534599899751
8.46,672.979175153842
8.47,674.6031239690426
8.48,676.2252885867247
8.49,677.8456511580359
8.5,679.464193834124
8.51,681.0808987661371
8.52,682.6957481052223
8.53,684.3087240025276
8.54,685.9198086092005
8.55,687.5289840763892
8.56,689.1362325552408
8.57,690.7415361969033
8.58,692.3448771525243
8.59,693.9462375732516
8.6,695.5455996102327
8.61,697.1429454146155
8.62,698.7382571375476
8.63,700.3315169301771
8.64,701.9227069436513
8.65,703.5118093291177
8.66,705.0988062377244
8.67,706.6836798206189
8.68,708.266412228949
8.69,709.8469856138623
8.7,711.4253821265065
8.71,713.0015839180298
8.72,714.5755731395792
8.73,716.1473319423026
8.74,717.7168424773479
8.75,719.2840868958624
8.76,720.8490473489943
8.77,722.4117059878911
8.78,723.9720449637003
8.79,725.53004642757
8.8,727.0856925306477
8.81,728.638965424081
8.82,730.1898472590176
8.83,731.7383201866053
8.84,733.284366357992
8.85,734.8279679243249
8.86,736.3691070367521
8.87,737.9077658464212
8.88,739.44392650448
8.89,740.977571162076
8.9,742.5086819703572
8.91,744.0372410804707
8.92,745.5632306435649
8.93,747.086632810787
8.94,748.607429733285
8.95,750.1256035622066
8.96,751.6411364486995
8.97,753.1540105439111
8.98,754.6642079989895
8.99,756.171710965082
9.0,757.6765015933365
9.01,759.1785620349007
9.02,760.6778744409226
9.03,762.1744209625491
9.04,763.6681837509288
9.05,765.1591449572093
9.06,766.6472867325376
9.07,768.132591228062
9.08,769.6150405949298
9.09,771.0946169842891
9.1,772.5713025472874
9.11,774.0450794350725
9.12,775.5159297987918
9.13,776.9838357895937
9.14,778.4487795586251
9.15,779.9107432570343
9.16,781.3697090359683
9.17,782.8256590465753
9.18,784.2785754400031
9.19,785.7284403673993
9.2,787.1752359799113
9.21,788.6189444286877
9.22,790.059547864875
9.23,791.4970284396213
9.24,792.9313683040748
9.25,794.3625496093828
9.26,795.790554506693
9.27,797.2153651471531
9.28,798.6369636819107
9.29,800.055332262114
9.3,801.4704530389105
9.31,802.8823081634473
9.32,804.2908797868729
9.33,805.6961500603344
9.34,807.0981011349797
9.35,808.4967151619569
9.36,809.8919742924131
9.37,811.2838606774965
9.38,812.6723564683546
9.39,814.057443816135
9.4,815.4391048719854
9.41,816.8173217870535
9.42,818.192076712487
9.43,819.5633517994338
9.44,820.9311291990416
9.45,822.2953910624578
9.46,823.6561195408307
9.47,825.0132967853074
9.48,826.3669049470357
9.49,827.7169261771633
9.5,829.0633426268379
9.51,830.4061364472075
9.52,831.7452897894194
9.53,833.0807848046217
9.54,834.4126036439618
9.55,835.7407284585877
9.56,837.0651413996468
9.57,838.3858246182867
9.58,839.7027602656556
9.59,841.0159304929006
9.6,842.3253174511699
9.61,843.6309032916106
9.62,844.9326701653714
9.63,846.2306002235994
9.64,847.524675617442
9.65,848.8148784980473
9.66,850.1011910165628
9.67,851.3835953241365
9.68,852.6620735719157
9.69,853.9366079110486
9.7,855.2071804926825
9.71,856.4737734679654
9.72,857.7363689880444
9.73,858.994949204068
9.74,860.2494962671834
9.75,861.4999923285384
9.76,862.7464195392806
9.77,863.9887600505581
9.78,865.2269960135184
9.79,866.4611095793086
9.8,867.6910828990776
9.81,868.9168981239723
9.82,870.1385374051401
9.83,871.3559828937296
9.84,872.5692167408878
9.85,873.7782210977628
9.86,874.9829781155017
9.87,876.183469945253
9.88,877.3796787381646
9.89,878.5715866453827
9.9,879.7591758180565
9.91,880.942428407333
9.92,882.1213265643602
9.93,883.2958524402854
9.94,884.4659881862565
9.95,885.6317159534215
9.96,886.793017892928
9.97,887.9498761559234
9.98,889.1022728935554
9.99,890.250190256972
10.0,891.3936103973208
10.01,892.5325154657495
10.02,893.6668876134055
10.03,894.7967089914371
10.04,895.9219617509914
10.05,897.042628043217
10.06,898.1586900192603
10.07,899.2701298302698
10.08,900.3769296273931
10.09,901.479071561778
10.1,902.576537784572
10.11,903.669310446923
10.12,904.7573716999784
10.13,905.8407036948864
10.14,906.9192885827944
10.15,907.9931085148496
10.16,909.0621456422004
10.17,910.1263821159944
10.18,911.185800087379
10.19,912.2403817075024
10.2,913.290109127512
10.21,914.3349644985552
10.22,915.37492997178
10.23,916.4099876983344
10.24,917.4401198293656
10.25,918.4653085160217
10.26,919.48553590945
10.27,920.5007841607984
10.28,921.5110354212146
10.29,922.5162718418464
10.3,923.5164755738416
10.31,924.5116287683476
10.32,925.501713576512
10.33,926.486712149483
10.34,927.466606638408
10.35,928.4413791944344
10.36,929.4110119687105
10.37,930.3754871123834
10.38,931.3347867766016
10.39,932.288893112512
10.4,933.2377882712628
10.41,934.1814544040016
10.42,935.119873661876
10.43,936.0530281960334
10.44,936.9809001576224
10.45,937.9034716977894
10.46,938.8207249676838
10.47,939.7326421184516
10.48,940.6392053012414
10.49,941.5403966672008
10.5,942.4361983674772
10.51,943.326592553219
10.52,944.2115613755732
10.53,945.0910869856876
10.54,945.9651515347103
10.55,946.8337371737888
10.56,947.6968260540704
10.57,948.5544003267036
10.58,949.4064421428354
10.59,950.2529336536136
10.6,951.0938570101864
10.61,951.929194363701
10.62,952.7589278653052
10.63,953.5830396661472
10.64,954.401511917374
10.65,955.2143267701332
10.66,956.021466375573
10.67,956.8229128848412
10.68,957.6186484490852
10.69,958.4086552194528
10.7,959.1929153470916
10.71,959.9714109831496
10.72,960.744124278774
10.73,961.511037385113
10.74,962.2721324533138
10.75,963.0273916345247
10.76,963.7767970798928
10.77,964.5203309405664
10.78,965.2579753676926
10.79,965.9897125124194
10.8,966.7155245258948
10.81,967.435393559266
10.82,968.1493017636808
10.83,968.8572312902868
10.84,969.5591642902324
10.85,970.2550829146644
10.86,970.9449693147312
10.87,971.62880564158
10.88,972.306574046359
10.89,972.9782566802152
10.9,973.643835694297
10.91,974.3032932397516
10.92,974.956611467727
10.93,975.6037725293706
10.94,976.2447585758308
10.95,976.8795517582544
10.96,977.5081342277896
10.97,978.1304881355844
10.98,978.7465956327856
10.99,979.3564388705418
11.0,979.96
11.01,980.5572686154904
11.02,981.1482640840696
11.03,981.7330132159772
11.04,982.311542821452
11.05,982.8838797107333
11.06,983.45005069406
11.07,984.0100825816712
11.08,984.5640021838057
11.09,985.1118363107032
11.1,985.6536117726024
11.11,986.1893553797426
11.12,986.7190939423626
11.13,987.2428542707016
11.14,987.7606631749989
11.15,988.2725474654934
11.16,988.778533952424
11.17,989.27864944603
11.18,989.7729207565504
11.19,990.2613746942244
11.2,990.7440380692912
11.21,991.22093769199
11.22,991.6921003725588
11.23,992.1575529212378
11.24,992.617322148266
11.25,993.071434863882
11.26,993.5199178783248
11.27,993.9627980018344
11.28,994.400102044649
11.29,994.831856817008
11.3,995.2580891291506
11.31,995.6788257913156
11.32,996.0940936137424
11.33,996.5039194066696
11.34,996.9083299803366
11.35,997.3073521449828
11.36,997.701012710847
11.37,998.0893384881678
11.38,998.4723562871852
11.39,998.8500929181376
11.4,999.2225751912646
11.41,999.5898299168044
11.42,999.951883904997
11.43,1000.3087639660814
11.44,1000.660496910296
11.45,1001.0071095478804
11.46,1001.348628689074
11.47,1001.6850811441152
11.48,1002.0164937232432
11.49,1002.3428932366973
11.5,1002.6643064947168
11.51,1002.9807603075404
11.52,1003.2922814854074
11.53,1003.5988968385568
11.54,1003.9006331772276
11.55,1004.1975173116588
11.56,1004.4895760520898
11.57,1004.7768362087596
11.58,1005.0593245919072
11.59,1005.3370680117716
11.6,1005.610093278592
11.61,1005.8784272026074
11.62,1006.142096594057
11.63,1006.40112826318
11.64,1006.6555490202152
11.65,1006.9053856754016
11.66,1007.1506650389788
11.67,1007.3914139211856
11.68,1007.6276591322608
11.69,1007.8594274824438
11.7,1008.0867457819736
11.71,1008.3096408410892
11.72,1008.5281394700302
11.73,1008.7422684790351
11.74,1008.9520546783432
11.75,1009.1575248781934
11.76,1009.358705888825
11.77,1009.5556245204768
11.78,1009.7483075833884
11.79,1009.9367818877984
11.8,1010.1210742439464
11.81,1010.3012114620708
11.82,1010.4772203524112
11.83,1010.6491277252062
11.84,1010.8169603906956
11.85,1010.980745159118
11.86,1011.1405088407124
11.87,1011.2962782457182
11.88,1011.4480801843742
11.89,1011.5959414669196
11.9,1011.7398889035936
11.91,1011.8799493046356
11.92,1012.0161494802836
11.93,1012.1485162407778
11.94,1012.2770763963564
11.95,1012.4018567572592
11.96,1012.522884133725
11.97,1012.640185335993
11.98,1012.753787174302
11.99,1012.8637164588914
12.0,1012.97
12.01,1013.0726677871996
12.02,1013.1717625273913
12.03,1013.2673301068083
12.04,1013.3594164116848
12.05,1013.4480673282536
12.06,1013.533328742749
12.07,1013.6152465414044
12.08,1013.693866610453
12.09,1013.7692348361288
12.1,1013.8413971046652
12.11,1013.9103993022958
12.12,1013.976287315254
12.13,1014.039107029774
12.14,1014.0989043320886
12.15,1014.155725108432
12.16,1014.2096152450374
12.17,1014.2606206281384
12.18,1014.3087871439687
12.19,1014.354160678762
12.2,1014.3967871187514
12.21,1014.436712350171
12.22,1014.4739822592542
12.23,1014.5086427322346
12.24,1014.5407396553454
12.25,1014.5703189148207
12.26,1014.597426396894
12.27,1014.6221079877988
12.28,1014.6444095737684
12.29,1014.6643770410368
12.3,1014.6820562758376
12.31,1014.6974931644038
12.32,1014.7107335929692
12.33,1014.721823447768
12.34,1014.730808615033
12.35,1014.7377349809982
12.36,1014.7426484318972
12.37,1014.7455948539632
12.38,1014.7466201334304
12.39,1014.7457701565316
12.4,1014.743090809501
12.41,1014.738627978572
12.42,1014.732427549978
12.43,1014.7245354099526
12.44,1014.71499744473
12.45,1014.7038595405426
12.46,1014.691167583625
12.47,1014.6769674602106
12.48,1014.6613050565326
12.49,1014.6442262588248
12.5,1014.6257769533206
12.51,1014.606003026254
12.52,1014.5849503638584
12.53,1014.562664852367
12.54,1014.539192378014
12.55,1014.5145788270324
12.56,1014.488870085656
12.57,1014.4621120401184
12.58,1014.4343505766534
12.59,1014.4056315814944
12.6,1014.376000940875
12.61,1014.3455045410284
12.62,1014.3141882681888
12.63,1014.2820980085892
12.64,1014.2492796484636
12.65,1014.2157790740454
12.66,1014.1816421715685
12.67,1014.1469148272658
12.68,1014.1116429273712
12.69,1014.0758723581188
12.7,1014.0396490057416
12.71,1014.0030187564732
12.72,1013.9660274965472
12.73,1013.9287211121974
12.74,1013.8911454896572
12.75,1013.8533465151602
12.76,1013.81537007494
12.77,1013.7772620552304
12.78,1013.7390683422644
12.79,1013.7008348222762
12.8,1013.6626073814992
12.81,1013.6244319061666
12.82,1013.5863542825124
12.83,1013.54842039677
12.84,1013.5106761351732
12.85,1013.4731673839552
12.86,1013.43594002935
12.87,1013.3990399575908
12.88,1013.3625130549112
12.89,1013.326405207545
