wind_speed,AWT Inc. AWT-26 / WC-86
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,0.0
4.51,0.0743334659738424
4.52,0.1493483349836493
4.53,0.2250458049785592
4.54,0.3014270739076901
4.55,0.3784933397201805
4.56,0.4562458003651621
4.57,0.5346856537917735
4.58,0.6138140979491324
4.59,0.6936323307863776
4.6,0.7741415502526408
4.61,0.8553429542970603
4.62,0.9372377408687542
4.63,1.0198271079168608
4.64,1.103112253390512
4.65,1.1870943752388468
4.66,1.271774671410982
4.67,1.357154339856057
4.68,1.4432345785232028
4.69,1.5300165853615593
4.7,1.6175015583202432
4.71,1.7056906953483928
4.72,1.7945851943951407
4.73,1.8841862534096263
4.74,1.9744950703409647
4.75,2.065512843138296
4.76,2.1572407697507523
4.77,2.249680048127465
4.78,2.342831876217573
4.79,2.4366974519701934
4.8,2.531277973334465
4.81,2.6265746382595188
4.82,2.722588644694496
4.83,2.819321190588512
4.84,2.9167734738907045
4.85,3.014946692550207
4.86,3.11384204451616
4.87,3.213460727737677
4.88,3.313803940163899
4.89,3.4148728797439567
4.9,3.516668744426992
4.91,3.619192732162118
4.92,3.722446040898476
4.93,3.826429868585196
4.94,3.931145413171421
4.95,4.036593872606261
4.96,4.14277644483886
4.97,4.249694327818349
4.98,4.35734871949387
4.99,4.465740817814534
5.0,4.574871820729481
5.01,4.684742926187846
5.02,4.795355332138759
5.03,4.90671023653136
5.04,5.018808837314764
5.05,5.131652332438112
5.06,5.245241919850535
5.07,5.359578797501171
5.08,5.474664163339138
5.09,5.590499215313574
5.1,5.707085151373612
5.11,5.824423169468392
5.12,5.942514467547026
5.13,6.061360243558658
5.14,6.180961695452419
5.15,6.30132002117745
5.16,6.422436418682862
5.17,6.544312085917795
5.18,6.666948220831384
5.19,6.790346021372772
5.2,6.914506685491066
5.21,7.039431411135409
5.22,7.165121396254934
5.23,7.291577838798783
5.24,7.418801936716067
5.25,7.546794887955927
5.26,7.675557890467495
5.27,7.805092142199902
5.28,7.935398841102292
5.29,8.066479185123775
5.3,8.198334372213493
5.31,8.330965600320576
5.32,8.46437406739417
5.33,8.598560971383382
5.34,8.733527510237357
5.35,8.869274881905222
5.36,9.005804284336126
5.37,9.143116915479176
5.38,9.28121397328351
5.39,9.420096655698268
5.4,9.559766160672588
5.41,9.700223686155582
5.42,9.841470430096384
5.43,9.983507590444136
5.44,10.126336365147983
5.45,10.269957952157023
5.46,10.414373549420404
5.47,10.55958435488726
5.48,10.705591566506737
5.49,10.852396382227932
5.5,11.0
5.51,11.148403617772066
5.52,11.297608433493265
5.53,11.447615645112736
5.54,11.598426450579591
5.55,11.750042047842976
5.56,11.902463634852015
5.57,12.05569240955586
5.58,12.209729569903615
5.59,12.36457631384442
5.6,12.52023383932741
5.61,12.676703344301734
5.62,12.833986026716488
5.63,12.992083084520829
5.64,13.150995715663871
5.65,13.31072511809478
5.66,13.471272489762644
5.67,13.632639028616618
5.68,13.79482593260583
5.69,13.957834399679424
5.7,14.121665627786507
5.71,14.286320814876229
5.72,14.451801158897704
5.73,14.618107857800098
5.74,14.785242109532506
5.75,14.953205112044076
5.76,15.121998063283932
5.77,15.291622161201216
5.78,15.462078603745066
5.79,15.633368588864592
5.8,15.805493314508936
5.81,15.978453978627224
5.82,16.15225177916862
5.83,16.326887914082207
5.84,16.50236358131714
5.85,16.67867997882255
5.86,16.855838304547582
5.87,17.03383975644134
5.88,17.212685532452973
5.89,17.392376830531603
5.9,17.57291484862639
5.91,17.75430078468643
5.92,17.936535836660862
5.93,18.119621202498827
5.94,18.30355808014947
5.95,18.48834766756189
5.96,18.673991162685237
5.97,18.86048976346864
5.98,19.047844667861245
5.99,19.236057073812155
6.0,19.42512817927052
6.01,19.61505918218547
6.02,19.80585128050613
6.03,19.997505672181653
6.04,20.190023555161137
6.05,20.383406127393737
6.06,20.57765458682858
6.07,20.77277013141481
6.08,20.968753959101523
6.09,21.16560726783788
6.1,21.363331255573005
6.11,21.561927120256044
6.12,21.761396059836105
6.13,21.96173927226232
6.14,22.162957955483837
6.15,22.3650533074498
6.16,22.568026526109293
6.17,22.77187880941149
6.18,22.976611355305504
6.19,23.182225361740485
6.2,23.38872202666554
6.21,23.59610254802981
6.22,23.80436812378242
6.23,24.01351995187254
6.24,24.223559230249247
6.25,24.434487156861707
6.26,24.646304929659035
6.27,24.85901374659037
6.28,25.072614805604864
6.29,25.287109304651608
6.3,25.502498441679755
6.31,25.71878341463843
6.32,25.9359654214768
6.33,26.154045660143943
6.34,26.373025328589016
6.35,26.59290562476115
6.36,26.81368774660949
6.37,27.03537289208314
6.38,27.257962259131244
6.39,27.48145704570293
6.4,27.705858449747367
6.41,27.931167669213625
6.42,28.15738590205087
6.43,28.38451434620822
6.44,28.612554199634843
6.45,28.84150666027982
6.46,29.07137292609232
6.47,29.30215419502144
6.48,29.53385166501636
6.49,29.76646653402616
6.5,30.0
6.51,30.234452542777905
6.52,30.46982176976348
6.53,30.706104570251263
6.54,30.94329783353573
6.55,31.181398448911395
6.56,31.420403305672785
6.57,31.66030929311442
6.58,31.901113300530763
6.59,32.14281221721636
6.6,32.38540293246571
6.61,32.62888233557334
6.62,32.87324731583373
6.63,33.118494762541395
6.64,33.36462156499087
6.65,33.61162461247665
6.66,33.85950079429323
6.67,34.10824699973515
6.68,34.35786011809689
6.69,34.60833703867299
6.7,34.85967465075794
6.71,35.11186984364624
6.72,35.36491950663241
6.73,35.61882052901099
6.74,35.87356980007643
6.75,36.12916420912329
6.76,36.38560064544605
6.77,36.64287599833924
6.78,36.90098715709737
6.79,37.15993101101492
6.8,37.41970444938644
6.81,37.68030436150641
6.82,37.94172763666936
6.83,38.203971164169786
6.84,38.46703183330219
6.85,38.7309065333611
6.86,38.99559215364104
6.87,39.26108558343649
6.88,39.527383712041946
6.89,39.794483428751946
6.9,40.06238162286103
6.91,40.33107518366365
6.92,40.600561000454334
6.93,40.87083596252759
6.94,41.14189695917796
6.95,41.41374087969992
6.96,41.686364613387966
6.97,41.95976504953664
6.98,42.23393907744046
6.99,42.5088835863939
7.0,42.78459546569149
7.01,43.06107160462772
7.02,43.33830889249712
7.03,43.61630421859423
7.04,43.8950544722135
7.05,44.17455654264946
7.06,44.45480731919663
7.07,44.73580369114955
7.08,45.01754254780265
7.09,45.300020778450495
7.1,45.583235272387576
7.11,45.867182918908455
7.12,46.15186060730756
7.13,46.43726522687943
7.14,46.7233936669186
7.15,47.010242816719575
7.16,47.29780956557685
7.17,47.58609080278492
7.18,47.87508341763832
7.19,48.16478429943157
7.2,48.45519033745914
7.21,48.74629842101556
7.22,49.03810543939536
7.23,49.33060828189304
7.24,49.62380383780308
7.25,49.91768899642
7.26,50.21226064703834
7.27,50.50751567895258
7.28,50.80345098145728
7.29,51.10006344384687
7.3,51.39734995541591
7.31,51.6953074054589
7.32,51.99393268327036
7.33,52.29322267814477
7.34,52.59317427937668
7.35,52.89378437626056
7.36,53.19504985809096
7.37,53.496967614162365
7.38,53.79953453376926
7.39,54.10274750620621
7.4,54.40660342076772
7.41,54.71109916674824
7.42,55.01623163344232
7.43,55.32199771014447
7.44,55.62839428614923
7.45,55.93541825075105
7.46,56.243066493244456
7.47,56.55133590292397
7.48,56.86022336908414
7.49,57.16972578101939
7.5,57.4798400280243
7.51,57.79056299939334
7.52,58.10189158442105
7.53,58.41382267240193
7.54,58.72635315263047
7.55,59.0394799144012
7.56,59.35319984700861
7.57,59.66750983974728
7.58,59.982406781911614
7.59,60.29788756279617
7.6,60.61394907169547
7.61,60.93058819790404
7.62,61.247801830716334
7.63,61.56558685942689
7.64,61.88394017333022
7.65,62.20285866172087
7.66,62.52233921389327
7.67,62.84237871914197
7.68,63.16297406676151
7.69,63.48412214604636
7.7,63.80581984629104
7.71,64.12806405679005
7.72,64.45085166683793
7.73,64.77417956572918
7.74,65.0980446427583
7.75,65.42244378721975
7.76,65.74737388840813
7.77,66.0728318356179
7.78,66.39881451814362
7.79,66.72531882527971
7.8,67.05234164632074
7.81,67.37987987056123
7.82,67.70793038729568
7.83,68.03649008581857
7.84,68.36555585542439
7.85,68.69512458540771
7.86,69.02519316506309
7.87,69.3557584836849
7.88,69.68681743056771
7.89,70.01836689500607
7.9,70.35040376629445
7.91,70.68292493372736
7.92,71.01592728659931
7.93,71.34940771420482
7.94,71.68336310583842
7.95,72.01779035079457
7.96,72.3526863383678
7.97,72.68804795785265
7.98,73.02387209854362
7.99,73.36015564973518
8.0,73.69689550072185
8.01,74.03408854079817
8.02,74.37173165925861
8.03,74.70982174539776
8.04,75.04835568851003
8.05,75.38733037789005
8.06,75.72674270283218
8.07,76.06658955263102
8.08,76.40686781658104
8.09,76.74757438397681
8.1,77.08870614411278
8.11,77.43025998628347
8.12,77.77223279978344
8.13,78.1146214739072
8.14,78.45742289794919
8.15,78.8006339612039
8.16,79.14425155296593
8.17,79.48827256252974
8.18,79.83269387918985
8.19,80.17751239224077
8.2,80.52272499097703
8.21,80.86832856469316
8.22,81.21432000268358
8.23,81.56069619424282
8.24,81.90745402866547
8.25,82.25459039524598
8.26,82.60210218327884
8.27,82.9499862820586
8.28,83.29823958087978
8.29,83.64685896903686
8.3,83.99584133582442
8.31,84.34518357053685
8.32,84.69488256246872
8.33,85.04493520091452
8.34,85.39533837516879
8.35,85.74608897452605
8.36,86.09718388828075
8.37,86.44862000572748
8.38,86.80039421616071
8.39,87.15250340887492
8.4,87.50494447316466
8.41,87.85771429832441
8.42,88.2108097736487
8.43,88.56422778843202
8.44,88.91796523196892
8.45,89.27201899355387
8.46,89.62638596248146
8.47,89.98106302804607
8.48,90.33604707954233
8.49,90.6913350062646
8.5,91.04692369750757
8.51,91.40281004256562
8.52,91.75899093073332
8.53,92.11546325130514
8.54,92.47222389357565
8.55,92.82926974683936
8.56,93.18659770039068
8.57,93.54420464352418
8.58,93.90208746553438
8.59,94.2602430557158
8.6,94.61866830336292
8.61,94.97736009777029
8.62,95.33631532823236
8.63,95.69553088404372
8.64,96.05500365449876
8.65,96.41473052889212
8.66,96.77470839651824
8.67,97.1349341466716
8.68,97.49540466864676
8.69,97.85611685173824
8.7,98.21706758524051
8.71,98.5782537584482
8.72,98.93967226065564
8.73,99.30131998115743
8.74,99.66319380924806
8.75,100.02529063422205
8.76,100.38760734537388
8.77,100.75014083199812
8.78,101.11288798338924
8.79,101.47584568884176
8.8,101.83901083765024
8.81,102.2023803191091
8.82,102.56595102251288
8.83,102.92971983715609
8.84,103.29368365233326
8.85,103.65783935733889
8.86,104.02218384146748
8.87,104.3867139940135
8.88,104.75142670427164
8.89,105.11631886153616
8.9,105.48138735510172
8.91,105.84662907426278
8.92,106.21204090831388
8.93,106.57761974654952
8.94,106.9433624782642
8.95,107.30926599275244
8.96,107.6753271793088
8.97,108.04154292722764
8.98,108.4079101258036
8.99,108.77442566433116
9.0,109.14108643210484
9.01,109.5078893184191
9.02,109.87483121256848
9.03,110.2419090038475
9.04,110.60911958155066
9.05,110.97645983497252
9.06,111.34392665340752
9.07,111.7115169261502
9.08,112.07922754249503
9.09,112.44705539173655
9.1,112.81499736316933
9.11,113.18305034608775
9.12,113.55121122978642
9.13,113.91947690355984
9.14,114.28784425670251
9.15,114.6563101785089
9.16,115.02487155827356
9.17,115.393525285291
9.18,115.76226824885568
9.19,116.13109733826217
9.2,116.50000944280497
9.21,116.86900145177864
9.22,117.23807025447758
9.23,117.6072127401963
9.24,117.9764257982294
9.25,118.34570631787136
9.26,118.71505118841664
9.27,119.08445729915984
9.28,119.45392153939534
9.29,119.82344079841778
9.3,120.19301196552168
9.31,120.5626319300014
9.32,120.93229758115156
9.33,121.30200580826668
9.34,121.6717535006412
9.35,122.04153754756965
9.36,122.41135483834655
9.37,122.78120226226648
9.38,123.15107670862392
9.39,123.52097506671323
9.4,123.89089422582909
9.41,124.26083107526595
9.42,124.63078250431832
9.43,125.00074540228069
9.44,125.37071665844763
9.45,125.74069316211362
9.46,126.1106718025732
9.47,126.48064946912078
9.48,126.85062305105092
9.49,127.22058943765822
9.5,127.59054551823702
9.51,127.96048818208196
9.52,128.33041431848753
9.53,128.70032081674822
9.54,129.0702045661585
9.55,129.44006245601304
9.56,129.80989137560618
9.57,130.17968821423244
9.58,130.5494498611864
9.59,130.91917320576252
9.6,131.28885513725533
9.61,131.65849254495936
9.62,132.02808231816908
9.63,132.39762134617908
9.64,132.76710651828378
9.65,133.1365347237777
9.66,133.50590285195534
9.67,133.8752077921113
9.68,134.24444643353996
9.69,134.61361566553597
9.7,134.98271237739374
9.71,135.35173345840786
9.72,135.72067579787276
9.73,136.08953628508294
9.74,136.45831180933294
9.75,136.82699925991733
9.76,137.19559552613055
9.77,137.56409749726708
9.78,137.93250206262155
9.79,138.30080611148833
9.8,138.66900653316213
9.81,139.03710021693723
9.82,139.4050840521082
9.83,139.77295492796966
9.84,140.14070973381598
9.85,140.5083453589418
9.86,140.8758586926415
9.87,141.2432466242097
9.88,141.6105060429409
9.89,141.97763383812952
9.9,142.34462689907014
9.91,142.7114821150573
9.92,143.07819637538535
9.93,143.444766569349
9.94,143.81118958624265
9.95,144.1774623153608
9.96,144.54358164599813
9.97,144.90954446744888
9.98,145.27534766900772
9.99,145.64098813996915
10.0,146.0064627696276
10.01,146.3717684472777
10.02,146.73690206221391
10.03,147.10186050373073
10.04,147.46664066112265
10.05,147.8312394236843
10.06,148.19565368070994
10.07,148.55988032149435
10.08,148.92391623533183
10.09,149.28775831151705
10.1,149.6514034393444
10.11,150.01484850810849
10.12,150.3780904071037
10.13,150.74112602562477
10.14,151.10395225296594
10.15,151.4665659784219
10.16,151.82896409128702
10.17,152.19114348085594
10.18,152.55310103642313
10.19,152.91483364728305
10.2,153.27633820273024
10.21,153.63761159205933
10.22,153.9986507045646
10.23,154.35945242954074
10.24,154.72001365628213
10.25,155.0803312740834
10.26,155.44040217223898
10.27,155.80022324004344
10.28,156.1597913667912
10.29,156.5191034417769
10.3,156.87815635429496
10.31,157.2369469936399
10.32,157.5954722491062
10.33,157.95372900998842
10.34,158.3117141655811
10.35,158.66942460517865
10.36,159.02685721807566
10.37,159.3840088935666
10.38,159.74087652094607
10.39,160.09745698950843
10.4,160.45374718854828
10.41,160.80974400736008
10.42,161.16544433523842
10.43,161.52084506147773
10.44,161.8759430753726
10.45,162.23073526621744
10.46,162.5852185233069
10.47,162.93938973593535
10.48,163.29324579339732
10.49,163.64678358498742
10.5,164.0
10.51,164.3528927631481
10.52,164.70546294081785
10.53,165.0577124348138
10.54,165.40964314694068
10.55,165.76125697900306
10.56,166.11255583280544
10.57,166.46354161015248
10.58,166.81421621284875
10.59,167.1645815426988
10.6,167.51463950150733
10.61,167.86439199107895
10.62,168.21384091321812
10.63,168.56298816972955
10.64,168.91183566241776
10.65,169.2603852930874
10.66,169.60863896354297
10.67,169.95659857558914
10.68,170.30426603103052
10.69,170.65164323167167
10.7,170.99873207931722
10.71,171.3455344757718
10.72,171.6920523228398
10.73,172.03828752232604
10.74,172.384241976035
10.75,172.7299175857713
10.76,173.07531625333957
10.77,173.42043988054434
10.78,173.7652903691903
10.79,174.10986962108188
10.8,174.4541795380239
10.81,174.79822202182075
10.82,175.1419989742771
10.83,175.4855122971976
10.84,175.82876389238672
10.85,176.17175566164917
10.86,176.51448950678952
10.87,176.8569673296123
10.88,177.19919103192225
10.89,177.54116251552378
10.9,177.88288368222155
10.91,178.22435643382022
10.92,178.56558267212435
10.93,178.9065642989385
10.94,179.24730321606722
10.95,179.58780132531524
10.96,179.92806052848712
10.97,180.26808272738737
10.98,180.6078698238207
10.99,180.9474237195915
11.0,181.2867463165046
11.01,181.6258395163645
11.02,181.96470522097573
11.03,182.303345332143
11.04,182.6417617516708
11.05,182.97995638136388
11.06,183.31793112302668
11.07,183.65568787846377
11.08,183.99322854947985
11.09,184.3305550378795
11.1,184.66766924546727
11.11,185.0045730740478
11.12,185.3412684254256
11.13,185.67775720140548
11.14,186.01404130379177
11.15,186.35012263438924
11.16,186.6860030950024
11.17,187.02168458743577
11.18,187.3571690134941
11.19,187.69245827498196
11.2,188.02755427370383
11.21,188.36245891146453
11.22,188.6971740900684
11.23,189.03170171132007
11.24,189.36604367702435
11.25,189.70020188898565
11.26,190.0341782490085
11.27,190.36797465889768
11.28,190.70159302045772
11.29,191.0350352354932
11.3,191.36830320580876
11.31,191.7013988332088
11.32,192.03432401949811
11.33,192.36708066648123
11.34,192.6996706759628
11.35,193.03209594974737
11.36,193.36435838963945
11.37,193.6964598974438
11.38,194.02840237496503
11.39,194.3601877240075
11.4,194.69181784637595
11.41,195.02329464387495
11.42,195.3546200183092
11.43,195.6857958714832
11.44,196.0168241052015
11.45,196.34770662126877
11.46,196.6784453214896
11.47,197.00904210766845
11.48,197.33949888161013
11.49,197.6698175451191
11.5,198.0
11.51,198.33004549112565
11.52,198.6599426356418
11.53,198.98967739376243
11.54,199.31923572570165
11.55,199.6486035916734
11.56,199.97776695189168
11.57,200.3067117665705
11.58,200.63542399592376
11.59,200.9638896001656
11.6,201.29209453951
11.61,201.62002477417093
11.62,201.94766626436245
11.63,202.2750049702985
11.64,202.60202685219312
11.65,202.92871787026027
11.66,203.25506398471407
11.67,203.58105115576836
11.68,203.9066653436373
11.69,204.23189250853463
11.7,204.5567186106747
11.71,204.88112961027136
11.72,205.20511146753853
11.73,205.5286501426904
11.74,205.85173159594072
11.75,206.1743417875037
11.76,206.49646667759328
11.77,206.8180922264235
11.78,207.1392043942083
11.79,207.4597891411617
11.8,207.7798324274978
11.81,208.09932021343047
11.82,208.4182384591737
11.83,208.73657312494163
11.84,209.05431017094816
11.85,209.3714355574073
11.86,209.6879352445331
11.87,210.0037951925396
11.88,210.31900136164072
11.89,210.63353971205044
11.9,210.9473962039829
11.91,211.26055679765196
11.92,211.57300745327163
11.93,211.884734131056
11.94,212.19572279121903
11.95,212.5059593939748
11.96,212.8154298995372
11.97,213.1241202681203
11.98,213.432016459938
11.99,213.73910443520447
12.0,214.04537015413356
12.01,214.35079957693935
12.02,214.6553786638359
12.03,214.9590933750372
12.04,215.2619296707571
12.05,215.56387351120975
12.06,215.86491085660907
12.07,216.16502766716917
12.08,216.46420990310392
12.09,216.76244352462743
12.1,217.05971449195363
12.11,217.35600876529656
12.12,217.65131230487023
12.13,217.9456110708888
12.14,218.23889102356588
12.15,218.53113812311585
12.16,218.82233832975248
12.17,219.11247760368988
12.18,219.40154190514207
12.19,219.68951719432292
12.2,219.97638943144665
12.21,220.26214457672708
12.22,220.54676859037832
12.23,220.8302474326144
12.24,221.11256706364912
12.25,221.39371344369664
12.26,221.673672532971
12.27,221.9524302916861
12.28,222.22997268005605
12.29,222.5062856582948
12.3,222.7813551866163
12.31,223.05516722523456
12.32,223.32770773436377
12.33,223.5989626742177
12.34,223.86891800501044
12.35,224.137559686956
12.36,224.40487368026837
12.37,224.67084594516157
12.38,224.9354624418497
12.39,225.1987091305465
12.4,225.46057197146615
12.41,225.7210369248227
12.42,225.9800899508301
12.43,226.2377170097024
12.44,226.49390406165347
12.45,226.74863706689737
12.46,227.0019019856482
12.47,227.25368477811983
12.48,227.5039714045264
12.49,227.7527478250817
12.5,228.0
12.51,228.2457182723493
12.52,228.48991051661497
12.53,228.73258899013632
12.54,228.97376595025264
12.55,229.2134536543035
12.56,229.4516643596281
12.57,229.68841032356596
12.58,229.9237038034564
12.59,230.1575570566388
12.6,230.3899823404526
12.61,230.6209919122373
12.62,230.85059802933208
12.63,231.07881294907645
12.64,231.30564892880983
12.65,231.53111822587152
12.66,231.755233097601
12.67,231.9780058013375
12.68,232.19944859442063
12.69,232.4195737341896
12.7,232.63839347798395
12.71,232.85592008314296
12.72,233.0721658070061
12.73,233.2871429069127
12.74,233.5008636402021
12.75,233.7133402642138
12.76,233.9245850362872
12.77,234.1346102137616
12.78,234.34342805397648
12.79,234.5510508142711
12.8,234.75749075198507
12.81,234.9627601244576
12.82,235.1668711890281
12.83,235.369836203036
12.84,235.57166742382068
12.85,235.7723771087215
12.86,235.97197751507792
12.87,236.1704809002293
12.88,236.36789952151503
12.89,236.56424563627448
12.9,236.75953150184708
12.91,236.9537693755722
12.92,237.1469715147892
12.93,237.33915017683756
12.94,237.5303176190565
12.95,237.72048609878564
12.96,237.90966787336424
12.97,238.09787520013165
12.98,238.28512033642733
12.99,238.47141553959068
13.0,238.65677306696105
13.01,238.84120517587792
13.02,239.0247241236805
13.03,239.2073421677084
13.04,239.38907156530084
13.05,239.56992457379727
13.06,239.7499134505372
13.07,239.92905045285977
13.08,240.10734783810452
13.09,240.2848178636109
13.1,240.4614727867182
13.11,240.63732486476584
13.12,240.8123863550932
13.13,240.9866695150397
13.14,241.1601866019448
13.15,241.33294987314767
13.16,241.50497158598787
13.17,241.6762639978048
13.18,241.84683936593777
13.19,242.0167099477262
13.2,242.18588800050955
13.21,242.3543857816271
13.22,242.5222155484184
13.23,242.6893895582226
13.24,242.85592006837925
13.25,243.0218193362277
13.26,243.18709961910744
13.27,243.35177317435776
13.28,243.51585225931808
13.29,243.67934913132777
13.3,243.84227604772624
13.31,244.00464526585284
13.32,244.16646904304704
13.33,244.32775963664807
13.34,244.4885293039956
13.35,244.6487903024288
13.36,244.80855488928708
13.37,244.96783532190992
13.38,245.12664385763665
13.39,245.28499275380665
13.4,245.44289426775933
13.41,245.60036065683408
13.42,245.7574041783704
13.43,245.91403708970748
13.44,246.0702716481848
13.45,246.2261201111418
13.46,246.38159473591784
13.47,246.53670777985224
13.48,246.69147150028448
13.49,246.845898154554
13.5,247.0
13.51,247.1537864194769
13.52,247.30725529789817
13.53,247.46040164569231
13.54,247.61322047328773
13.55,247.76570679111296
13.56,247.91785560959624
13.57,248.06966193916608
13.58,248.22112079025095
13.59,248.37222717327927
13.6,248.52297609867944
13.61,248.67336257688
13.62,248.8233816183092
13.63,248.97302823339564
13.64,249.1222974325676
13.65,249.2711842262537
13.66,249.41968362488225
13.67,249.5677906388816
13.68,249.71550027868037
13.69,249.8628075547068
13.7,250.00970747738955
13.71,250.15619505715685
13.72,250.3022653044372
13.73,250.44791322965904
13.74,250.59313384325085
13.75,250.73792215564092
13.76,250.88227317725787
13.77,251.02618191853003
13.78,251.16964338988575
13.79,251.31265260175363
