wind_speed,GE Vernova GE 2.5 - 120
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,25.0
3.01,26.083281765355576
3.02,27.174994938871468
3.03,28.2751143897688
3.04,29.383614987268885
3.05,30.50047160059284
3.06,31.625659098961997
3.07,32.75915235159746
3.08,33.90092622772054
3.09,35.050955596552384
3.1,36.209215327314304
3.11,37.3756802892274
3.12,38.55032535151301
3.13,39.73312538339225
3.14,40.924055254086426
3.15,42.12308983281667
3.16,43.330203988804286
3.17,44.54537259127043
3.18,45.76857050943638
3.19,46.99977261252327
3.2,48.23895376975241
3.21,49.48608885034495
3.22,50.74115272352217
3.23,52.00412025850521
3.24,53.2749663245154
3.25,54.55366579077381
3.26,55.84019352650177
3.27,57.134524400920526
3.28,58.43663328325118
3.29,59.74649504271508
3.3,61.06408454853332
3.31,62.38937666992724
3.32,63.722346276117925
3.33,65.06296823632674
3.34,66.41121741977477
3.35,67.76706869568336
3.36,69.13049693327359
3.37,70.50147700176682
3.38,71.87998377038414
3.39,73.2659921083469
3.4,74.65947688487618
3.41,76.06041296919334
3.42,77.46877523051947
3.43,78.8845385380759
3.44,80.30767776108372
3.45,81.73816776876431
3.46,83.17598343033873
3.47,84.62109961502837
3.48,86.07349119205426
3.49,87.53313303063776
3.5,89.0
3.51,90.47406696936224
3.52,91.95530880794574
3.53,93.44370038497163
3.54,94.93921656966128
3.55,96.4418322312357
3.56,97.95152223891624
3.57,99.4682614619241
3.58,100.99202476948052
3.59,102.52278703080664
3.6,104.06052311512384
3.61,105.6052078916531
3.62,107.15681622961586
3.63,108.71532299823318
3.64,110.2807030667264
3.65,111.85293130431666
3.66,113.43198258022524
3.67,115.01783176367324
3.68,116.61045372388207
3.69,118.20982333007277
3.7,119.81591545146668
3.71,121.42870495728492
3.72,123.04816671674882
3.73,124.67427559907946
3.74,126.30700647349823
3.75,127.9463342092262
3.76,129.5922336754846
3.77,131.2446797414948
3.78,132.90364727647784
3.79,134.56911114965507
3.8,136.24104623024758
3.81,137.91942738747676
3.82,139.6042294905636
3.83,141.29542740872958
3.84,142.99299601119571
3.85,144.69691016718332
3.86,146.40714474591357
3.87,148.1236746166078
3.88,149.84647464848695
3.89,151.5755197107726
3.9,153.3107846726857
3.91,155.05224440344765
3.92,156.79987377227943
3.93,158.55364764840257
3.94,160.31354090103798
3.95,162.0795283994072
3.96,163.8515850127311
3.97,165.6296856102312
3.98,167.41380506112853
3.99,169.20391823464445
4.0,171.0
4.01,172.8020343571953
4.02,174.61004182934545
4.03,176.42405207034452
4.04,178.2440947340861
4.05,180.07019947446423
4.06,181.9023959453729
4.07,183.7407138007061
4.08,185.58518269435737
4.09,187.43583228022084
4.1,189.2926922121904
4.11,191.15579214416016
4.12,193.02516173002363
4.13,194.90083062367492
4.14,196.782828479008
4.15,198.67118494991672
4.16,200.5659296902949
4.17,202.46709235403648
4.18,204.3747025950354
4.19,206.2887900671857
4.2,208.20938442438103
4.21,210.1365153205154
4.22,212.07021240948268
4.23,214.01050534517697
4.24,215.95742378149188
4.25,217.91099737232145
4.26,219.8712557715596
4.27,221.83822863310024
4.28,223.81194561083743
4.29,225.79243635866476
4.3,227.77973053047623
4.31,229.77385778016577
4.32,231.7748477616275
4.33,233.78273012875505
4.34,235.7975345354423
4.35,237.8192906355833
4.36,239.8480280830721
4.37,241.88377653180223
4.38,243.92656563566783
4.39,245.9764250485628
4.4,248.03338442438104
4.41,250.09747341701635
4.42,252.1687216803627
4.43,254.247158868314
4.44,256.3328146347644
4.45,258.42571863360723
4.46,260.5259005187368
4.47,262.63338994404694
4.48,264.7482165634317
4.49,266.8704100307848
4.5,269.0
4.51,271.1370436018564
4.52,273.28170787467207
4.53,275.43418733365047
4.54,277.5946764939944
4.55,279.76336987090707
4.56,281.9404619795918
4.57,284.126147335252
4.58,286.3206204530902
4.59,288.5240758483099
4.6,290.7367080361142
4.61,292.95871153170657
4.62,295.1902808502897
4.63,297.431610507067
4.64,299.6828950172415
4.65,301.9443288960168
4.66,304.2161066585954
4.67,306.4984228201808
4.68,308.7914718959762
4.69,311.0954484011848
4.7,313.4105468510096
4.71,315.7369617606537
4.72,318.0748876453205
4.73,320.42451902021315
4.74,322.7860504005346
4.75,325.1596763014881
4.76,327.5455912382768
4.77,329.9439897261039
4.78,332.3550662801729
4.79,334.7790154156863
4.8,337.2160316478475
4.81,339.66630949185986
4.82,342.1300434629266
4.83,344.6074280762506
4.84,347.09865784703504
4.85,349.6039272904832
4.86,352.12343092179844
4.87,354.65736325618343
4.88,357.20591880884166
4.89,359.76929209497627
4.9,362.3476776297906
4.91,364.9412699284872
4.92,367.5502635062698
4.93,370.17485287834137
4.94,372.81523255990527
4.95,375.4715970661643
4.96,378.1441409123218
4.97,380.8330586135809
4.98,383.5385446851451
4.99,386.260793642217
5.0,389.0
5.01,391.75631372833766
5.02,394.5297066156348
5.03,397.3201059049369
5.04,400.12743883928886
5.05,402.9516326617358
5.06,405.7926146153233
5.07,408.6503119430965
5.08,411.5246518881005
5.09,414.4155616933804
5.1,417.3229686019819
5.11,420.2467998569499
5.12,423.18698270132944
5.13,426.1434443781661
5.14,429.1161121305049
5.15,432.1049132013913
5.16,435.1097748338702
5.17,438.13062427098697
5.18,441.1673887557867
5.19,444.2199955313152
5.2,447.2883718406169
5.21,450.3724449267373
5.22,453.4721420327218
5.23,456.58739040161583
5.24,459.718117276464
5.25,462.8642499003118
5.26,466.0257155162044
5.27,469.2024413671873
5.28,472.3943546963057
5.29,475.6013827466044
5.3,478.823452761129
5.31,482.0604919829246
5.32,485.31242765503663
5.33,488.5791870205099
5.34,491.86069732238985
5.35,495.15688580372176
5.36,498.467679707551
5.37,501.7930062769223
5.38,505.1327927548812
5.39,508.48696638447313
5.4,511.8554544087432
5.41,515.2381840707361
5.42,518.6350826134978
5.43,522.0460772800731
5.44,525.4710953135076
5.45,528.9100639568459
5.46,532.3629104531335
5.47,535.8295620454159
5.48,539.3099459767384
5.49,542.8039894901456
5.5,546.3116198286831
5.51,549.8327642353961
5.52,553.3673499533298
5.53,556.9153042255299
5.54,560.4765542950406
5.55,564.0510274049079
5.56,567.6386507981769
5.57,571.2393517178929
5.58,574.8530574071007
5.59,578.4796951088459
5.6,582.1191920661735
5.61,585.7714755221291
5.62,589.4364727197575
5.63,593.1141109021041
5.64,596.8043173122139
5.65,600.5070191931329
5.66,604.2221437879055
5.67,607.9496183395771
5.68,611.689370091193
5.69,615.4413262857988
5.7,619.2054141664389
5.71,622.9815609761592
5.72,626.7696939580045
5.73,630.5697403550207
5.74,634.3816274102523
5.75,638.2052823667448
5.76,642.0406324675433
5.77,645.8876049556931
5.78,649.7461270742401
5.79,653.6161260662282
5.8,657.4975291747032
5.81,661.3902636427107
5.82,665.2942567132961
5.83,669.2094356295037
5.84,673.1357276343792
5.85,677.0730599709678
5.86,681.0213598823152
5.87,684.9805546114659
5.88,688.9505714014651
5.89,692.9313374953587
5.9,696.9227801361917
5.91,700.9248265670088
5.92,704.9374040308558
5.93,708.9604397707775
5.94,712.9938610298198
5.95,717.037595051027
5.96,721.091569077445
5.97,725.1557103521188
5.98,729.229946118094
5.99,733.314203618415
6.0,737.4084100961276
6.01,741.5124927942769
6.02,745.626378955908
6.03,749.7499958240669
6.04,753.8832706417976
6.05,758.0261306521459
6.06,762.1785030981572
6.07,766.340315222877
6.08,770.5114942693497
6.09,774.6919674806207
6.1,778.8816620997356
6.11,783.08050536974
6.12,787.2884245336778
6.13,791.5053468345955
6.14,795.7311995155376
6.15,799.9659098195499
6.16,804.209404989677
6.17,808.4616122689644
6.18,812.7224589004571
6.19,816.9918721272013
6.2,821.2697791922409
6.21,825.5561073386218
6.22,829.8507838093891
6.23,834.1537358475882
6.24,838.4648906962642
6.25,842.7841755984623
6.26,847.1115177972275
6.27,851.4468445356054
6.28,855.7900830566415
6.29,860.14116060338
6.3,864.500004418867
6.31,868.866541746147
6.32,873.2406998282667
6.33,877.6224059082693
6.34,882.0115872292013
6.35,886.4081710341078
6.36,890.8120845660342
6.37,895.2232550680249
6.38,899.6416097831257
6.39,904.0670759543816
6.4,908.4995808248384
6.41,912.9390516375408
6.42,917.3854156355336
6.43,921.8386000618628
6.44,926.2985321595742
6.45,930.7651391717112
6.46,935.2383483413204
6.47,939.7180869114464
6.48,944.2042821251353
6.49,948.696861225431
6.5,953.1957514553796
6.51,957.700880058026
6.52,962.2121742764156
6.53,966.7295613535942
6.54,971.252968532606
6.55,975.7823230564964
6.56,980.3175521683108
6.57,984.8585831110952
6.58,989.4053431278936
6.59,993.9577594617516
6.6,998.5157593557147
6.61,1003.0792700528284
6.62,1007.6482187961368
6.63,1012.2225328286862
6.64,1016.8021393935217
6.65,1021.386965733688
6.66,1025.9769390922309
6.67,1030.5719867121948
6.68,1035.1720358366256
6.69,1039.7770137085688
6.7,1044.3868475710688
6.71,1049.0014646671711
6.72,1053.6207922399217
6.73,1058.2447575323647
6.74,1062.873287787546
6.75,1067.5063102485103
6.76,1072.1437521583032
6.77,1076.7855407599698
6.78,1081.431603296556
6.79,1086.0818670111062
6.8,1090.7362591466654
6.81,1095.3947069462797
6.82,1100.0571376529938
6.83,1104.7234785098528
6.84,1109.3936567599026
6.85,1114.067599646187
6.86,1118.7452344117537
6.87,1123.4264882996456
6.88,1128.1112885529085
6.89,1132.799562414588
6.9,1137.4912371277294
6.91,1142.186239935378
6.92,1146.8844980805782
6.93,1151.585938806376
6.94,1156.2904893558164
6.95,1160.9980769719443
6.96,1165.7086288978055
6.97,1170.4220723764447
6.98,1175.1383346509078
6.99,1179.8573429642397
7.0,1184.5790245594849
7.01,1189.3033066796895
7.02,1194.0301165678984
7.03,1198.759381467158
7.04,1203.491028620511
7.05,1208.224985271005
7.06,1212.9611786616836
7.07,1217.6995360355932
7.08,1222.4399846357785
7.09,1227.1824517052844
7.1,1231.9268644871568
7.11,1236.6731502244409
7.12,1241.4212361601806
7.13,1246.1710495374227
7.14,1250.922517599212
7.15,1255.6755675885936
7.16,1260.4301267486126
7.17,1265.1861223223143
7.18,1269.943481552744
7.19,1274.7021316829475
7.2,1279.4619999559686
7.21,1284.223013614854
7.22,1288.9850999026478
7.23,1293.7481860623957
7.24,1298.512199337143
7.25,1303.2770669699353
7.26,1308.0427162038168
7.27,1312.809074281833
7.28,1317.5760684470306
7.29,1322.3436259424525
7.3,1327.1116740111452
7.31,1331.8801398961543
7.32,1336.6489508405243
7.33,1341.4180340873006
7.34,1346.1873168795285
7.35,1350.9567264602529
7.36,1355.72619007252
7.37,1360.4956349593738
7.38,1365.2649883638603
7.39,1370.034177529024
7.4,1374.8031296979111
7.41,1379.5717721135663
7.42,1384.3400320190349
7.43,1389.1078366573615
7.44,1393.875113271593
7.45,1398.641789104773
7.46,1403.4077913999467
7.47,1408.1730474001604
7.48,1412.9374843484588
7.49,1417.7010294878871
7.5,1422.4636100614905
7.51,1427.2251533123142
7.52,1431.9855864834035
7.53,1436.7448368178038
7.54,1441.5028315585605
7.55,1446.2594979487178
7.56,1451.014763231322
7.57,1455.768554649418
7.58,1460.5207994460502
7.59,1465.271424864265
7.6,1470.0203581471071
7.61,1474.7675265376226
7.62,1479.512857278855
7.63,1484.2562776138514
7.64,1488.9977147856553
7.65,1493.737096037313
7.66,1498.4743486118696
7.67,1503.2093997523698
7.68,1507.9421767018594
7.69,1512.6726067033835
7.7,1517.400616999987
7.71,1522.1261348347157
7.72,1526.8490874506138
7.73,1531.569402090728
7.74,1536.2870059981026
7.75,1541.0018264157825
7.76,1545.7137905868135
7.77,1550.4228257542409
7.78,1555.12885916111
7.79,1559.8318180504657
7.8,1564.5316296653525
7.81,1569.228221248817
7.82,1573.921520043904
7.83,1578.6114532936583
7.84,1583.2979482411256
7.85,1587.9809321293503
7.86,1592.660332201379
7.87,1597.3360757002563
7.88,1602.008089869027
7.89,1606.6763019507357
7.9,1611.34063918843
7.91,1616.0010288251528
7.92,1620.6573981039498
7.93,1625.3096742678674
7.94,1629.95778455995
7.95,1634.6016562232426
7.96,1639.2412165007906
7.97,1643.876392635639
7.98,1648.5071118708345
7.99,1653.1333014494194
8.0,1657.7548886144418
8.01,1662.3718006089453
8.02,1666.9839646759758
8.03,1671.5913080585783
8.04,1676.1937579997984
8.05,1680.7912417426814
8.06,1685.383686530272
8.07,1689.9710196056142
8.08,1694.553168211756
8.09,1699.13005959174
8.1,1703.7016209886135
8.11,1708.2677796454204
8.12,1712.8284628052063
8.13,1717.3835977110175
8.14,1721.9331116058977
8.15,1726.476931732892
8.16,1731.0149853350465
8.17,1735.5471996554063
8.18,1740.0735019370168
8.19,1744.5938194229225
8.2,1749.108079356169
8.21,1753.6162089798024
8.22,1758.1181355368667
8.23,1762.6137862704077
8.24,1767.10308842347
8.25,1771.585969239099
8.26,1776.0623559603405
8.27,1780.532175830239
8.28,1784.9953560918414
8.29,1789.4518239881904
8.3,1793.901506762334
8.31,1798.3443316573148
8.32,1802.7802259161797
8.33,1807.2091167819724
8.34,1811.63093149774
8.35,1816.045597306526
8.36,1820.4530414513767
8.37,1824.853191175338
8.38,1829.2459737214544
8.39,1833.6313163327695
8.4,1838.009146252331
8.41,1842.3793907231825
8.42,1846.74197698837
8.43,1851.0968322909384
8.44,1855.443883873933
8.45,1859.7830589803991
8.46,1864.1142848533823
8.47,1868.4374887359277
8.48,1872.752597871079
8.49,1877.0595395018831
8.5,1881.358240871385
8.51,1885.6486292226296
8.52,1889.9306317986625
8.53,1894.204175842528
8.54,1898.4691885972725
8.55,1902.7255973059416
8.56,1906.9733292115784
8.57,1911.2123115572297
8.58,1915.4424715859404
8.59,1919.6637365407555
8.6,1923.8760336647208
8.61,1928.079290200881
8.62,1932.2734333922808
8.63,1936.458390481968
8.64,1940.6340887129843
8.65,1944.8004553283768
8.66,1948.9574175711907
8.67,1953.1049026844707
8.68,1957.2428379112628
8.69,1961.3711504946116
8.7,1965.4897676775624
8.71,1969.5986167031608
8.72,1973.6976248144515
8.73,1977.7867192544795
8.74,1981.865827266291
8.75,1985.9348760929304
8.76,1989.9937929774435
8.77,1994.042505162875
8.78,1998.0809398922704
8.79,2002.109024408675
8.8,2006.1266859551345
8.81,2010.133851774693
8.82,2014.1304491103965
8.83,2018.1164052052893
8.84,2022.0916473024176
8.85,2026.0561026448263
8.86,2030.009698475561
8.87,2033.9523620376665
8.88,2037.8840205741883
8.89,2041.804601328172
8.9,2045.714031542661
8.91,2049.612238460702
8.92,2053.499149325341
8.93,2057.374691379621
8.94,2061.238791866589
8.95,2065.091378029289
8.96,2068.9323771107684
8.97,2072.76171635407
8.98,2076.57932300224
8.99,2080.385124298324
9.0,2084.1790474853665
9.01,2087.961019806413
9.02,2091.730968504509
9.03,2095.488820822699
9.04,2099.234504004028
9.05,2102.9679452915443
9.06,2106.689071928289
9.07,2110.397811157309
9.08,2114.0940902216503
9.09,2117.7778363643574
9.1,2121.448976828475
9.11,2125.107438857049
9.12,2128.753149693125
9.13,2132.386036579748
9.14,2136.006026759962
9.15,2139.6130474768133
9.16,2143.2070259733478
9.17,2146.787889492609
9.18,2150.355565277644
9.19,2153.909980571496
9.2,2157.4510626172114
9.21,2160.9787386578364
9.22,2164.492935936414
9.23,2167.9935816959915
9.24,2171.4806031796124
9.25,2174.953927630323
9.26,2178.4134822911683
9.27,2181.859194405193
9.28,2185.2909912154432
9.29,2188.708799964964
9.3,2192.1125478968006
9.31,2195.502162253998
9.32,2198.8775702796
9.33,2202.238699216654
9.34,2205.5854763082048
9.35,2208.917828797297
9.36,2212.235683926976
9.37,2215.538968940287
9.38,2218.8276110802763
9.39,2222.101537589987
9.4,2225.3606757124653
9.41,2228.6049526907573
9.42,2231.834295767908
9.43,2235.048632186961
9.44,2238.247889190963
9.45,2241.43199402296
9.46,2244.600873925995
9.47,2247.7544561431146
9.48,2250.892667917364
9.49,2254.015436491788
9.5,2257.122689109432
9.51,2260.2143530133408
9.52,2263.290355446561
9.53,2266.350623652136
9.54,2269.3950848731124
9.55,2272.4236663525357
9.56,2275.4362953334494
9.57,2278.4328990589
9.58,2281.413404771932
9.59,2284.377739715592
9.6,2287.3258311329228
9.61,2290.2576062669723
9.62,2293.172992360784
9.63,2296.071916657404
9.64,2298.954306399877
9.65,2301.8200888312485
9.66,2304.669191194563
9.67,2307.5015407328674
9.68,2310.317064689205
9.69,2313.115690306622
9.7,2315.897344828164
9.71,2318.661955496876
9.72,2321.409449555802
9.73,2324.139754247988
9.74,2326.8527968164803
9.75,2329.548504504324
9.76,2332.2268045545616
9.77,2334.887624210241
9.78,2337.530890714407
9.79,2340.156531310104
9.8,2342.7644732403787
9.81,2345.354643748275
9.82,2347.926970076839
9.83,2350.481379469114
9.84,2353.017799168148
9.85,2355.5361564169834
9.86,2358.036378458668
9.87,2360.518392536246
9.88,2362.9821258927627
9.89,2365.427505771263
9.9,2367.854459414792
9.91,2370.262914066395
9.92,2372.652796969118
9.93,2375.0240353660056
9.94,2377.3765565001027
9.95,2379.7102876144554
9.96,2382.0251559521084
9.97,2384.321088756107
9.98,2386.5980132694963
9.99,2388.855856735321
10.0,2391.094546396628
10.01,2393.314009496461
10.02,2395.5141732778657
10.03,2397.694964983887
10.04,2399.8563118575703
10.05,2401.998141141961
10.06,2404.120380080106
10.07,2406.222955915047
10.08,2408.305795889832
10.09,2410.368827247504
10.1,2412.4119772311105
10.11,2414.435173083695
10.12,2416.4383420483045
10.13,2418.4214113679823
10.14,2420.384308285776
10.15,2422.3269600447275
10.16,2424.249293887884
10.17,2426.151237058291
10.18,2428.032716798993
10.19,2429.893660353036
10.2,2431.7339949634643
10.21,2433.5536478733247
10.22,2435.35254632566
10.23,2437.1306175635173
10.24,2438.8877888299407
10.25,2440.623987367976
10.26,2442.339140420669
10.27,2444.033175231064
10.28,2445.7060190422067
10.29,2447.3575990971417
10.3,2448.9878426389155
10.31,2450.5966769105707
10.32,2452.184029155156
10.33,2453.7498266157145
10.34,2455.293996535292
10.35,2456.816466156933
10.36,2458.3171627236843
10.37,2459.796013478589
10.38,2461.252945664695
10.39,2462.6878865250446
10.4,2464.1007633026857
10.41,2465.4915032406607
10.42,2466.8600335820174
10.43,2468.2062815698
10.44,2469.530174447053
10.45,2470.831639456823
10.46,2472.1106038421544
10.47,2473.366994846093
10.48,2474.6007397116823
10.49,2475.81176568197
10.5,2477.0
10.51,2478.1654359533727
10.52,2479.3083310079114
10.53,2480.4290086739925
10.54,2481.5277924619954
10.55,2482.6050058822966
10.56,2483.660972445274
10.57,2484.6960156613054
10.58,2485.7104590407694
10.59,2486.704626094042
10.6,2487.6788403315027
10.61,2488.633425263528
10.62,2489.5687044004967
10.63,2490.485001252786
10.64,2491.3826393307727
10.65,2492.261942144836
10.66,2493.123233205353
10.67,2493.966836022702
10.68,2494.79307410726
10.69,2495.6022709694043
10.7,2496.3947501195144
10.71,2497.170835067967
10.72,2497.9308493251388
10.73,2498.675116401409
10.74,2499.4039598071554
10.75,2500.1177030527547
10.76,2500.816669648585
10.77,2501.5011831050247
10.78,2502.171566932451
10.79,2502.828144641242
10.8,2503.4712397417743
10.81,2504.101175744428
10.82,2504.718276159578
10.83,2505.3228644976034
10.84,2505.9152642688823
10.85,2506.495798983792
10.86,2507.0647921527097
10.87,2507.622567286014
10.88,2508.169447894083
10.89,2508.705757487293
10.9,2509.231819576022
10.91,2509.747957670651
10.92,2510.2544952815533
10.93,2510.751755919108
10.94,2511.240063093693
10.95,2511.7197403156865
10.96,2512.191111095467
10.97,2512.6544989434105
10.98,2513.110227369895
10.99,2513.558619885299
11.0,2514.0
11.01,2514.4346410021826
11.02,2514.862615291256
11.03,2515.2839450444376
11.04,2515.6986524389445
11.05,2516.106759651994
11.06,2516.5082888608013
11.07,2516.903262242584
11.08,2517.291701974558
11.09,2517.6736302339423
11.1,2518.049069197951
11.11,2518.418041043803
11.12,2518.780567948714
11.13,2519.136672089901
11.14,2519.4863756445807
11.15,2519.8297007899705
11.16,2520.1666697032865
11.17,2520.497304561745
11.18,2520.8216275425643
11.19,2521.1396608229597
11.2,2521.451426580149
11.21,2521.7569469913483
11.22,2522.0562442337737
11.23,2522.3493404846445
11.24,2522.6362579211745
11.25,2522.9170187205827
11.26,2523.1916450600847
11.27,2523.4601591168985
11.28,2523.722583068239
11.29,2523.9789390913243
11.3,2524.229249363371
11.31,2524.473536061595
11.32,2524.7118213632148
11.33,2524.944127445445
11.34,2525.1704764855044
11.35,2525.3908906606084
11.36,2525.6053921479747
11.37,2525.81400312482
11.38,2526.0167457683606
11.39,2526.2136422558133
11.4,2526.404714764395
11.41,2526.5899854713225
11.42,2526.769476553813
11.43,2526.943210189082
11.44,2527.111208554348
11.45,2527.273493826827
11.46,2527.4300881837344
11.47,2527.5810138022894
11.48,2527.7262928597074
11.49,2527.8659475332056
11.5,2528.0
11.51,2528.1284880378985
11.52,2528.2515118270653
11.53,2528.3691871482565
11.54,2528.4816297822263
11.55,2528.58895550973
11.56,2528.691280111524
11.57,2528.788719368361
11.58,2528.8813890609986
11.59,2528.969404970191
11.6,2529.052882876693
11.61,2529.13193856126
11.62,2529.206687804648
11.63,2529.27724638761
11.64,2529.343730090903
11.65,2529.4062546952823
11.66,2529.464935981502
11.67,2529.519889730318
11.68,2529.5712317224848
11.69,2529.6190777387574
11.7,2529.6635435598923
11.71,2529.704744966643
11.72,2529.742797739765
11.73,2529.777817660015
11.74,2529.8099205081458
11.75,2529.8392220649143
11.76,2529.8658381110754
11.77,2529.889884427384
11.78,2529.911476794595
11.79,2529.9307309934634
11.8,2529.9477628047443
11.81,2529.962688009194
11.82,2529.9756223875665
11.83,2529.986681720617
11.84,2529.9959817891017
11.85,2530.003638373775
11.86,2530.009767255391
11.87,2530.0144842147065
11.88,2530.017905032476
11.89,2530.020145489455
11.9,2530.0213213663983
11.91,2530.021548444061
11.92,2530.0209425031985
11.93,2530.019619324565
11.94,2530.017694688917
11.95,2530.015284377009
11.96,2530.0125041695965
11.97,2530.0094698474336
11.98,2530.0062971912766
11.99,2530.0031019818807
12.0,2530.0
12.01,2529.997086846225
12.02,2529.994377400484
12.03,2529.9918663625394
12.04,2529.989548432153
12.05,2529.9874183090883
12.06,2529.985470693108
12.07,2529.9837002839736
12.08,2529.9821017814493
12.09,2529.9806698852967
12.1,2529.979399295279
12.11,2529.9782847111583
12.12,2529.977320832697
12.13,2529.976502359659
12.14,2529.9758239918065
12.15,2529.975280428901
12.16,2529.9748663707064
12.17,2529.974576516985
12.18,2529.9744055675
12.19,2529.9743482220115
12.2,2529.974399180285
12.21,2529.974553142082
12.22,2529.974804807165
12.23,2529.9751488752977
12.24,2529.9755800462417
12.25,2529.9760930197585
12.26,2529.9766824956137
12.27,2529.9773431735684
12.28,2529.978069753384
12.29,2529.9788569348248
12.3,2529.979699417653
12.31,2529.9805919016303
12.32,2529.9815290865213
12.33,2529.9825056720865
12.34,2529.98351635809
12.35,2529.984555844295
12.36,2529.985618830461
12.37,2529.986700016354
12.38,2529.9877941017357
12.39,2529.988895786368
12.4,2529.989999770013
12.41,2529.991100752436
12.42,2529.992193433397
12.43,2529.9932725126587
12.44,2529.9943326899856
12.45,2529.995368665139
12.46,2529.996375137882
12.47,2529.997346807977
12.48,2529.998278375186
12.49,2529.999164539273
12.5,2530.0
12.51,2530.0007805772016
12.52,2530.001506571
12.53,2530.00217940159
12.54,2530.002800489164
12.55,2530.00337125392
12.56,2530.003893116049
12.57,2530.0043674957465
12.58,2530.0047958132072
12.59,2530.0051794886244
12.6,2530.005519942194
12.61,2530.005818594109
12.62,2530.006076864564
12.63,2530.006296173753
12.64,2530.006477941872
12.65,2530.0066235891136
12.66,2530.0067345356724
12.67,2530.006812201743
12.68,2530.00685800752
12.69,2530.0068733731964
12.7,2530.0068597189684
12.71,2530.006818465029
12.72,2530.006751031573
12.73,2530.0066588387954
12.74,2530.006543306889
12.75,2530.006405856049
12.76,2530.00624790647
12.77,2530.0060708783462
12.78,2530.005876191871
12.79,2530.00566526724
12.8,2530.005439524646
12.81,2530.005200384285
12.82,2530.00494926635
12.83,2530.004687591037
12.84,2530.004416778538
12.85,2530.00413824905
12.86,2530.003853422764
12.87,2530.003563719877
12.88,2530.003270560583
12.89,2530.002975365076
12.9,2530.0026795535496
12.91,2530.0023845461988
12.92,2530.002091763218
12.93,2530.0018026248003
12.94,2530.0015185511425
12.95,2530.0012409624364
12.96,2530.0009712788774
12.97,2530.000710920661
12.98,2530.000461307978
12.99,2530.0002238610277
13.0,2530.0
13.01,2529.999790844969
13.02,2529.999596315517
13.03,2529.999416031105
13.04,2529.99924961119
13.05,2529.9990966752357
