wind_speed,TUGE 10 kW
2.43,0.0128833912258968
2.44,0.0130422956841015
2.45,0.0131914960532556
2.46,0.0133307717858805
2.47,0.013459902334498
2.48,0.0135786671516295
2.49,0.0136868456897966
2.5,0.013784217401521
2.51,0.0138705617393241
2.52,0.0139456581557276
2.53,0.014009286103253
2.54,0.014061225034422
2.55,0.014101254401756
2.56,0.0141291536577767
2.57,0.0141447022550056
2.58,0.0141476796459643
2.59,0.0141378652831744
2.6,0.0141150386191575
2.61,0.0140789791064351
2.62,0.0140294661975288
2.63,0.0139662793449603
2.64,0.013889198001251
2.65,0.0137980016189225
2.66,0.0136924696504965
2.67,0.0135723815484944
2.68,0.0134375167654379
2.69,0.0132876547538486
2.7,0.013122574966248
2.71,0.0129420568551576
2.72,0.0127458798730992
2.73,0.0125338234725942
2.74,0.0123056671061642
2.75,0.0120611902263308
2.76,0.0118001722856157
2.77,0.0115223927365402
2.78,0.0112276310316261
2.79,0.0109156666233948
2.8,0.0105862789643681
2.81,0.0102392475070674
2.82,0.0098743517040143
2.83,0.0094913710077305
2.84,0.0090900848707374
2.85,0.0086702727455567
2.86,0.0082317140847099
2.87,0.0077741883407186
2.88,0.0072974749661044
2.89,0.0068013534133888
2.9,0.0062856031350936
2.91,0.00575000358374
2.92,0.0051943342118499
2.93,0.0046183744719448
2.94,0.0040219038165462
2.95,0.0034047016981756
2.96,0.0027665475693548
2.97,0.0021072208826053
2.98,0.0014265010904486
2.99,0.0007241676454063
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.0026171213850066
4.02,0.0053222096076113
4.03,0.0081150125140421
4.04,0.0109952779505267
4.05,0.0139627537632936
4.06,0.0170171877985707
4.07,0.0201583279025866
4.08,0.0233859219215687
4.09,0.0266997177017455
4.1,0.030099463089345
4.11,0.0335849059305958
4.12,0.0371557940717253
4.13,0.0408118753589618
4.14,0.0445528976385336
4.15,0.0483786087566691
4.16,0.0522887565595958
4.17,0.056283088893542
4.18,0.0603613536047359
4.19,0.064523298539406
4.2,0.0687686715437797
4.21,0.0730972204640854
4.22,0.0775086931465512
4.23,0.0820028374374058
4.24,0.0865794011828764
4.25,0.0912381322291914
4.26,0.0959787784225792
4.27,0.1008010876092676
4.28,0.1057048076354853
4.29,0.1106896863474595
4.3,0.1157554715914188
4.31,0.1209019112135914
4.32,0.1261287530602058
4.33,0.131435744977489
4.34,0.1368226348116699
4.35,0.1422891704089764
4.36,0.1478350996156373
4.37,0.1534601702778795
4.38,0.1591641302419317
4.39,0.164946727354022
4.4,0.1708077094603791
4.41,0.1767468244072302
4.42,0.1827638200408036
4.43,0.1888584442073277
4.44,0.195030444753031
4.45,0.2012795695241405
4.46,0.2076055663668851
4.47,0.2140081831274926
4.48,0.220487167652192
4.49,0.22704226778721
4.5,0.2336732313787754
4.51,0.2403798062731164
4.52,0.2471617403164609
4.53,0.2540187813550378
4.54,0.2609506772350741
4.55,0.2679571758027983
4.56,0.2750380249044386
4.57,0.2821929723862237
4.58,0.2894217660943806
4.59,0.2967241538751378
4.6,0.3040998835747236
4.61,0.3115487030393668
4.62,0.3190703601152942
4.63,0.3266646026487345
4.64,0.3343311784859157
4.65,0.3420698354730667
4.66,0.3498803214564144
4.67,0.3577623842821874
4.68,0.3657157717966139
4.69,0.3737402318459227
4.7,0.3818355122763405
4.71,0.3900013609340962
4.72,0.3982375256654177
4.73,0.4065437543165341
4.74,0.4149197947336721
4.75,0.4233653947630603
4.76,0.4318803022509268
4.77,0.4404642650435
4.78,0.4491170309870084
4.79,0.4578383479276789
4.8,0.4666279637117403
4.81,0.4754856261854208
4.82,0.4844110831949489
4.83,0.4934040825865517
4.84,0.5024643722064577
4.85,0.511591699900895
4.86,0.5207858135160929
4.87,0.5300464608982777
4.88,0.5393733898936784
4.89,0.5487663483485228
4.9,0.5582250841090401
4.91,0.5677493450214569
4.92,0.5773388789320019
4.93,0.5869934336869032
4.94,0.5967127571323897
4.95,0.6064965971146881
4.96,0.6163447014800273
4.97,0.6262568180746354
4.98,0.6362326947447411
4.99,0.646272079336571
5.0,0.6563747196963544
5.01,0.6665403636703189
5.02,0.6767687591046928
5.03,0.6870596538457051
5.04,0.6974127957395821
5.05,0.707827932632553
5.06,0.7183048123708461
5.07,0.7288431828006897
5.08,0.7394427917683107
5.09,0.7501033871199376
5.1,0.7608247167017992
5.11,0.7716065283601242
5.12,0.7824485699411384
5.13,0.7933505892910719
5.14,0.8043123342561518
5.15,0.8153335526826082
5.16,0.826413992416666
5.17,0.8375534013045549
5.18,0.8487515271925036
5.19,0.8600081179267404
5.2,0.8713229213534917
5.21,0.8826956853189869
5.22,0.8941261576694534
5.23,0.9056140862511208
5.24,0.9171592189102156
5.25,0.928761303492966
5.26,0.9404200878456008
5.27,0.9521353198143478
5.28,0.9639067472454366
5.29,0.9757341179850926
5.3,0.9876171798795452
5.31,0.999555680775023
5.32,1.0115493685177543
5.33,1.023597990953966
5.34,1.0357012959298864
5.35,1.047859031291744
5.36,1.0600709448857686
5.37,1.072336784558185
5.38,1.0846562981552237
5.39,1.097029233523111
5.4,1.109455338508078
5.41,1.12193436095635
5.42,1.1344660487141556
5.43,1.1470501496277234
5.44,1.1596864115432828
5.45,1.1723745823070597
5.46,1.1851144097652828
5.47,1.1979056417641805
5.48,1.210748026149982
5.49,1.2236413107689132
5.5,1.236585243467204
5.51,1.249579572091081
5.52,1.2626240444867738
5.53,1.275718408500511
5.54,1.2888624119785184
5.55,1.3020558027670253
5.56,1.3152983287122595
5.57,1.3285897376604514
5.58,1.3419297774578256
5.59,1.3553181959506122
5.6,1.368754740985039
5.61,1.3822391604073343
5.62,1.3957712020637258
5.63,1.409350613800441
5.64,1.4229771434637095
5.65,1.43665053889976
5.66,1.4503705479548177
5.67,1.464136918475112
5.68,1.4779493983068717
5.69,1.4918077352963257
5.7,1.5057116772897
5.71,1.5196609721332237
5.72,1.533655367673125
5.73,1.547694611755633
5.74,1.5617784522269735
5.75,1.575906636933376
5.76,1.5900789137210682
5.77,1.6042950304362789
5.78,1.618554734925237
5.79,1.632857775034168
5.8,1.6472038986093012
5.81,1.6615928534968656
5.82,1.6760243875430896
5.83,1.6904982485941988
5.84,1.7050141844964233
5.85,1.7195719430959913
5.86,1.7341712722391311
5.87,1.7488119197720688
5.88,1.7634936335410338
5.89,1.7782161613922547
5.9,1.7929792511719604
5.91,1.8077826507263768
5.92,1.8226261079017323
5.93,1.837509370544256
5.94,1.8524321865001776
5.95,1.8673943036157212
5.96,1.8823954697371184
5.97,1.8974354327105951
5.98,1.9125139403823816
5.99,1.927630740598704
6.0,1.9427855812057904
6.01,1.9579782100498704
6.02,1.973208374977171
6.03,1.9884758238339224
6.04,2.00378030446635
6.05,2.0191215647206824
6.06,2.0344993524431474
6.07,2.0499134154799763
6.08,2.065363501677393
6.09,2.080849358881628
6.1,2.096370734938909
6.11,2.1119273776954657
6.12,2.127519034997523
6.13,2.14314545469131
6.14,2.158806384623056
6.15,2.174501572638989
6.16,2.190230766585336
6.17,2.2059937143083257
6.18,2.221790163654186
6.19,2.2376198624691463
6.2,2.253482558599433
6.21,2.269377999891274
6.22,2.2853059341909
6.23,2.301266109344537
6.24,2.317258273198413
6.25,2.333282173598757
6.26,2.349337558391796
6.27,2.365424175423759
6.28,2.381541772540876
6.29,2.397690097589371
6.3,2.413868898415476
6.31,2.4300779228654155
6.32,2.446316918785421
6.33,2.462585634021718
6.34,2.478883816420536
6.35,2.495211213828102
6.36,2.511567574090648
6.37,2.527952645054396
6.38,2.544366174565577
6.39,2.56080791047042
6.4,2.5772776006151545
6.41,2.593774992846004
6.42,2.6102998350091995
6.43,2.6268518749509684
6.44,2.6434308605175403
6.45,2.660036539555142
6.46,2.676668659910001
6.47,2.6933269694283477
6.48,2.710011215956408
6.49,2.72672114734041
6.5,2.743456511426582
6.51,2.7602170560611543
6.52,2.777002529090352
6.53,2.793812678360406
6.54,2.8106472517175427
6.55,2.827505997007989
6.56,2.8443886620779764
6.57,2.8612949947737314
6.58,2.87822474294148
6.59,2.895177654427453
6.6,2.9121534770778776
6.61,2.929151958738984
6.62,2.9461728472569964
6.63,2.9632158904781445
6.64,2.980280836248657
6.65,2.997367432414764
6.66,3.0144754268226883
6.67,3.031604567318662
6.68,3.048754601748913
6.69,3.06592527795967
6.7,3.0831163437971583
6.71,3.1003275471076064
6.72,3.117558635737245
6.73,3.1348093575323013
6.74,3.152079460339003
6.75,3.169368692003576
6.76,3.1866768003722528
6.77,3.204003533291257
6.78,3.221348638606822
6.79,3.2387118641651718
6.8,3.256092957812534
6.81,3.2734916673951395
6.82,3.290907740759216
6.83,3.308340925750989
6.84,3.3257909702166906
6.85,3.3432576220025454
6.86,3.3607406289547845
6.87,3.378239738919633
6.88,3.3957546997433194
6.89,3.413285259272075
6.9,3.4308311653521266
6.91,3.448392165829699
6.92,3.465968008551024
6.93,3.4835584413623275
6.94,3.501163212109841
6.95,3.518782068639788
6.96,3.5364147587983994
6.97,3.5540610304319022
6.98,3.571720631386527
6.99,3.589393309508499
7.0,3.607078812644047
7.01,3.624776888639399
7.02,3.642487285340784
7.03,3.66020975059443
7.04,3.677944032246565
7.05,3.695689878143416
7.06,3.713447036131213
7.07,3.731215254056184
7.08,3.7489942797645552
7.09,3.766783861102555
7.1,3.784583745916412
7.11,3.8023936820523567
7.12,3.8202134173566153
7.13,3.838042699675413
7.14,3.855881276854981
7.15,3.87372889674155
7.16,3.891585307181343
7.17,3.909450256020591
7.18,3.92732349110552
7.19,3.945204760282362
7.2,3.9630938113973406
7.21,3.9809903922966874
7.22,3.998894250826628
7.23,4.016805134833392
7.24,4.034722792163207
7.25,4.052646970662302
7.26,4.070577418176902
7.27,4.088513882553239
7.28,4.106456111637541
7.29,4.124403853276034
7.3,4.142356855314945
7.31,4.160314865600505
7.32,4.178277631978943
7.33,4.196244902296483
7.34,4.214216424399355
7.35,4.232191946133788
7.36,4.25017121534601
7.37,4.268153979882247
7.38,4.28613998758873
7.39,4.304128986311685
7.4,4.322120723897344
7.41,4.340114948191929
7.42,4.358111407041672
7.43,4.376109848292799
7.44,4.394110019791543
7.45,4.412111669384125
7.46,4.430114544916778
7.47,4.448118394235729
7.48,4.466122965187207
7.49,4.484128005617437
7.5,4.50213326337265
7.51,4.520138486299072
7.52,4.538143422242933
7.53,4.556147819050462
7.54,4.574151424567884
7.55,4.592153986641429
7.56,4.610155253117325
7.57,4.628154971841801
7.58,4.6461528906610825
7.59,4.664148757421399
7.6,4.682142319968978
7.61,4.700133326150051
7.62,4.718121523810844
7.63,4.7361066607975815
7.64,4.754088484956495
7.65,4.772066744133816
7.66,4.790041186175766
7.67,4.808011558928576
7.68,4.825977610238475
7.69,4.843939087951691
7.7,4.861895739914449
7.71,4.879847313972982
7.72,4.897793557973515
7.73,4.915734219762278
7.74,4.933669047185495
7.75,4.9515977880894
7.76,4.969520190320215
7.77,4.987436001724172
7.78,5.005344970147501
7.79,5.023246843436425
7.8,5.041141369437176
7.81,5.0590282959959785
7.82,5.076907370959066
7.83,5.094778342172663
7.84,5.112640957482997
7.85,5.130494964736295
7.86,5.14834011177879
7.87,5.166176146456707
7.88,5.184002816616275
7.89,5.201819870103719
7.9,5.219627054765274
7.91,5.237424118447161
7.92,5.255210808995611
7.93,5.272986874256853
7.94,5.290752062077115
7.95,5.308506120302623
7.96,5.326248796779607
7.97,5.343979839354292
7.98,5.3616989958729135
7.99,5.379406014181692
8.0,5.3971006421268575
8.01,5.414782627554642
8.02,5.432451718311267
8.03,5.450107662242966
8.04,5.467750207195965
8.05,5.485379101016495
8.06,5.50299409155078
8.07,5.520594926645048
8.08,5.538181354145531
8.09,5.555753121898452
8.1,5.573309977750045
8.11,5.590851669546535
8.12,5.608377945134149
8.13,5.62588855235912
8.14,5.643383239067669
8.15,5.660861753106028
8.16,5.678323842320424
8.17,5.695769254557087
8.18,5.713197737662243
8.19,5.730609039482123
8.2,5.748002907862951
8.21,5.76537909065096
8.22,5.782737335692374
8.23,5.800077390833423
8.24,5.817399003920335
8.25,5.834701922799336
8.26,5.851985895316657
8.27,5.869250669318525
8.28,5.886495992651168
8.29,5.903721613160812
8.3,5.920927278693695
8.31,5.938112737096031
8.32,5.955277736214055
8.33,5.972422023893996
8.34,5.989545347982081
8.35,6.006647456324536
8.36,6.023728096767593
8.37,6.040787017157477
8.38,6.057823965340422
8.39,6.074838689162647
8.4,6.0918309364703855
8.41,6.108800455109862
8.42,6.12574699292731
8.43,6.142670297768953
8.44,6.159570117481023
8.45,6.176446199909744
8.46,6.193298292901352
8.47,6.210126144302064
8.48,6.226929501958115
8.49,6.24370811371573
8.5,6.260461727421138
8.51,6.277190090920572
8.52,6.2938929520602525
8.53,6.310570058686413
8.54,6.327221158645278
8.55,6.343845999783079
8.56,6.360444329946042
8.57,6.377015896980395
8.58,6.393560448732367
8.59,6.410077733048185
8.6,6.426567497774077
8.61,6.443029490756274
8.62,6.459463459841
8.63,6.475869152874489
8.64,6.492246317702964
8.65,6.508594702172652
8.66,6.524914054129785
8.67,6.54120412142059
8.68,6.557464651891293
8.69,6.5736953933881255
8.7,6.589896093757313
8.71,6.606066500845087
8.72,6.622206362497672
8.73,6.638315426561298
8.74,6.654393440882192
8.75,6.670440153306579
8.76,6.686455311680694
8.77,6.702438663850763
8.78,6.7183899576630095
8.79,6.734308940963668
8.8,6.750195361598966
8.81,6.7660489674151245
8.82,6.781869506258376
8.83,6.797656725974952
8.84,6.813410374411076
8.85,6.829130199412978
8.86,6.844815948826886
8.87,6.860467370499028
8.88,6.876084212275634
8.89,6.891666222002928
8.9,6.907213147527141
8.91,6.9227247366945
8.92,6.938200737351234
8.93,6.95364089734357
8.94,6.969044964517737
8.95,6.984412686719963
8.96,6.999743811796479
8.97,7.015038087593506
8.98,7.030295261957278
8.99,7.0455150827340205
9.0,7.060697297769963
9.01,7.075841654911333
9.02,7.090947902004359
9.03,7.1060157868952665
9.04,7.121045057430289
9.05,7.136035461455652
9.06,7.150986746817583
9.07,7.165898661362309
9.08,7.180770952936058
9.09,7.195603369385061
9.1,7.210395658555544
9.11,7.225147568293737
9.12,7.239858846445866
9.13,7.254529240858163
9.14,7.26915849937685
9.15,7.28374636984816
9.16,7.298292600118316
9.17,7.31279693803355
9.18,7.327259131440091
9.19,7.341678928184168
9.2,7.356056076112003
9.21,7.370390323069831
9.22,7.384681416903876
9.23,7.398929105460365
9.24,7.413133136585531
9.25,7.427293258125598
9.26,7.441409217926796
9.27,7.455480763835352
9.28,7.469507643697494
9.29,7.483489605359452
9.3,7.497426396667455
9.31,7.511317765467727
9.32,7.525163459606499
9.33,7.5389632269299955
9.34,7.552716815284448
9.35,7.566423972516088
9.36,7.580084446471136
9.37,7.593697984995825
9.38,7.607264335936383
9.39,7.620783247139036
9.4,7.634254466450013
9.41,7.64767774171554
9.42,7.661052820781849
9.43,7.674379451495167
9.44,7.687657381701722
9.45,7.700886359247741
9.46,7.714066131979454
9.47,7.727196447743088
9.48,7.740277054384871
9.49,7.75330769975103
9.5,7.766288131687792
9.51,7.779218098041391
9.52,7.79209734665805
9.53,7.804925625383998
9.54,7.817702682065465
9.55,7.830428264548679
9.56,7.843102120679866
9.57,7.855723998305253
9.58,7.8682936452710734
9.59,7.880810809423549
9.6,7.893275238608913
9.61,7.905686680673389
9.62,7.918044883463211
9.63,7.930349594824604
9.64,7.942600562603795
9.65,7.954797534647012
9.66,7.966940258800482
9.67,7.97902848291044
9.68,7.991061954823106
9.69,8.003040422384712
9.7,8.014963633441486
9.71,8.02683133583966
9.72,8.038643277425452
9.73,8.050399206045098
9.74,8.062098869544823
9.75,8.073742015770858
9.76,8.085328392569426
9.77,8.09685774778676
9.78,8.10832982926909
9.79,8.119744384862635
9.8,8.131101162413634
9.81,8.142399909768308
9.82,8.153640374772884
9.83,8.164822305273598
9.84,8.17594544911667
9.85,8.18700955414833
9.86,8.198014368214807
9.87,8.208959639162334
9.88,8.219845114837137
9.89,8.230670543085433
9.9,8.241435671753464
9.91,8.252140248687454
9.92,8.262784021733628
9.93,8.273366738738217
9.94,8.283888147547446
9.95,8.294347996007549
9.96,8.304746031964749
9.97,8.315082003265276
9.98,8.325355657755358
9.99,8.335566743281221
10.0,8.345715007689098
10.01,8.355800198825213
10.02,8.365822064535795
10.03,8.375780352667071
10.04,8.385674811065272
10.05,8.395505187576628
10.06,8.405271230047358
10.07,8.414972686323699
10.08,8.424609304251875
10.09,8.434180831678116
10.1,8.443687016448647
10.11,8.453127606409701
10.12,8.462502349407503
10.13,8.471810993288283
10.14,8.481053285898266
10.15,8.49022897508368
10.16,8.499337808690756
10.17,8.508379534565723
10.18,8.517353900554802
10.19,8.526260654504231
10.2,8.535099544260234
10.21,8.543870317669036
10.22,8.552572722576869
10.23,8.561206506829958
10.24,8.569771418274534
10.25,8.578267204756823
10.26,8.586693614123057
10.27,8.595050394219456
10.28,8.603337292892256
10.29,8.611554057987684
10.3,8.619700437351968
10.31,8.627776178831333
10.32,8.635781030272003
10.33,8.64371473952022
10.34,8.6515770544222
10.35,8.659367722824175
10.36,8.667086492572373
10.37,8.674733111513024
10.38,8.682307327492357
10.39,8.689808888356591
10.4,8.697237541951964
10.41,8.704593036124702
10.42,8.711875118721032
10.43,8.719083537587178
10.44,8.726218040569377
10.45,8.733278375513848
10.46,8.740264290266829
10.47,8.747175532674538
10.48,8.75401185058321
10.49,8.760772991839069
10.5,8.767458704288345
10.51,8.774068735777266
10.52,8.78060283415206
10.53,8.787060747258955
10.54,8.79344222294418
10.55,8.799747009053963
10.56,8.805974853434531
10.57,8.812125503932112
10.58,8.818198708392936
10.59,8.824194214663226
10.6,8.83011177058922
10.61,8.835951124017136
10.62,8.841712022793208
10.63,8.847394214763662
10.64,8.852997447774728
10.65,8.858521469672631
10.66,8.863966028303597
10.67,8.869330871513865
10.68,8.874615747149651
10.69,8.87982040305719
10.7,8.884944587082707
10.71,8.889988047072432
10.72,8.894950530872592
10.73,8.899831786329417
10.74,8.904631561289131
10.75,8.909349603597967
10.76,8.91398566110215
10.77,8.91853948164791
10.78,8.923010813081472
10.79,8.927399403249066
10.8,8.931704999996922
10.81,8.935927351171266
10.82,8.940066204618327
10.83,8.94412130818433
10.84,8.94809240971551
10.85,8.951979257058088
10.86,8.955781598058298
10.87,8.959499180562362
10.88,8.963131752416512
10.89,8.966679061466976
10.9,8.970140855559983
10.91,8.973516882541755
10.92,8.976806890258528
10.93,8.980010626556526
10.94,8.98312783928198
10.95,8.986158276281111
10.96,8.989101685400158
10.97,8.99195781448534
10.98,8.99472641138289
10.99,8.997407223939033
11.0,9.0
11.01,9.002504716013515
11.02,9.00492226283329
11.03,9.00725375991454
11.04,9.009500326712471
11.05,9.011663082682302
11.06,9.013743147279238
11.07,9.015741639958494
11.08,9.017659680175276
11.09,9.019498387384798
11.1,9.021258881042275
11.11,9.022942280602914
11.12,9.024549705521924
11.13,9.026082275254524
11.14,9.027541109255914
11.15,9.028927326981318
11.16,9.030242047885936
11.17,9.031486391424986
11.18,9.03266147705368
11.19,9.03376842422722
11.2,9.034808352400828
11.21,9.035782381029714
11.22,9.03669162956908
11.23,9.037537217474146
11.24,9.03832026420012
11.25,9.039041889202217
11.26,9.039703211935638
11.27,9.040305351855606
11.28,9.040849428417326
11.29,9.041336561076012
11.3,9.04176786928687
11.31,9.042144472505118
11.32,9.042467490185963
11.33,9.042738041784618
11.34,9.042957246756291
11.35,9.0431262245562
11.36,9.04324609463955
11.37,9.04331797646155
11.38,9.043342989477424
11.39,9.04332225314237
11.4,9.043256886911603
11.41,9.043148010240335
11.42,9.042996742583776
11.43,9.042804203397145
11.44,9.04257151213564
11.45,9.042299788254478
11.46,9.041990151208877
11.47,9.041643720454037
11.48,9.041261615445176
11.49,9.0408449556375
11.5,9.04039486048623
11.51,9.03991244944657
11.52,9.039398841973732
11.53,9.038855157522924
11.54,9.038282515549364
11.55,9.037682035508256
11.56,9.037054836854818
11.57,9.03640203904426
11.58,9.035724761531789
11.59,9.035024123772615
11.6,9.03430124522196
11.61,9.033557245335023
11.62,9.032793243567024
11.63,9.032010359373167
11.64,9.031209712208671
11.65,9.03039242152874
11.66,9.02955960678859
11.67,9.028712387443427
11.68,9.027851882948468
11.69,9.02697921275892
11.7,9.026095496329996
11.71,9.025201853116908
11.72,9.024299402574869
11.73,9.023389264159084
11.74,9.022472557324768
11.75,9.021550401527133
11.76,9.020623916221387
11.77,9.019694220862746
11.78,9.018762434906415
11.79,9.017829677807612
11.8,9.016897069021546
11.81,9.015965728003426
11.82,9.015036774208465
11.83,9.01411132709187
11.84,9.013190506108858
11.85,9.012275430714638
11.86,9.011367220364422
11.87,9.010466994513422
11.88,9.009575872616844
11.89,9.008694974129904
11.9,9.007825418507812
11.91,9.006968325205781
11.92,9.006124813679019
11.93,9.005296003382739
11.94,9.00448301377215
11.95,9.003686964302467
11.96,9.002908974428898
11.97,9.002150163606656
11.98,9.001411651290951
11.99,9.000694556936997
12.0,9.0
12.01,8.999328863366456
12.02,8.998681083647963
12.03,8.998056360887404
12.04,8.997454395127656
12.05,8.996874886411605
12.06,8.996317534782131
12.07,8.995782040282112
12.08,8.995268102954432
12.09,8.99477542284197
12.1,8.994303699987608
12.11,8.993852634434223
12.12,8.993421926224704
12.13,8.993011275401926
12.14,8.992620382008772
12.15,8.992248946088123
12.16,8.991896667682857
12.17,8.991563246835858
12.18,8.991248383590008
12.19,8.990951777988181
12.2,8.990673130073267
12.21,8.990412139888143
12.22,8.990168507475689
12.23,8.989941932878786
12.24,8.989732116140317
12.25,8.98953875730316
12.26,8.989361556410199
12.27,8.989200213504311
12.28,8.989054428628384
12.29,8.988923901825288
12.3,8.988808333137916
12.31,8.98870742260914
12.32,8.988620870281844
12.33,8.98854837619891
12.34,8.988489640403216
12.35,8.988444362937647
12.36,8.988412243845083
12.37,8.988392983168401
12.38,8.988386280950484
12.39,8.988391837234214
12.4,8.988409352062476
12.41,8.988438525478141
12.42,8.988479057524097
12.43,8.988530648243223
12.44,8.988592997678403
12.45,8.98866580587251
12.46,8.988748772868435
12.47,8.988841598709053
12.48,8.988943983437245
12.49,8.98905562709589
12.5,8.989176229727876
12.51,8.98930549137608
12.52,8.989443112083379
12.53,8.98958879189266
12.54,8.989742230846801
12.55,8.989903128988683
12.56,8.990071186361188
12.57,8.990246103007195
12.58,8.990427578969586
12.59,8.990615314291244
12.6,8.990809009015049
12.61,8.991008363183877
12.62,8.991213076840614
12.63,8.991422850028142
12.64,8.99163738278934
12.65,8.991856375167087
12.66,8.992079527204266
12.67,8.992306538943758
12.68,8.992537110428442
12.69,8.992770941701203
12.7,8.99300773280492
12.71,8.993247183782469
12.72,8.993488994676735
12.73,8.993732865530603
12.74,8.99397849638695
12.75,8.994225587288653
12.76,8.9944738382786
12.77,8.99472294939967
12.78,8.99497262069474
12.79,8.995222552206695
12.8,8.995472443978414
12.81,8.995721996052778
12.82,8.995970908472671
12.83,8.996218881280969
12.84,8.996465614520556
12.85,8.996710808234312
12.86,8.99695416246512
12.87,8.997195377255856
12.88,8.997434152649406
12.89,8.997670188688648
12.9,8.997903185416465
12.91,8.998132842875737
12.92,8.998358861109345
12.93,8.99858094016017
12.94,8.998798780071091
12.95,8.999012080884992
12.96,8.99922054264475
12.97,8.99942386539325
12.98,8.999621749173372
12.99,8.999813894027994
13.0,9.0
13.01,9.00017983052067
13.02,9.000353402574866
13.03,9.00052079653586
13.04,9.00068209277691
13.05,9.000837371671285
13.06,9.000986713592251
