wind_speed,CENEMESA FL-19
2.42,0.1031918164068436
2.43,0.1045584116997499
2.44,0.1058480409185302
2.45,0.1070589141544844
2.46,0.1081892414989116
2.47,0.1092372330431114
2.48,0.1102010988783832
2.49,0.1110790490960262
2.5,0.1118692937873401
2.51,0.1125700430436238
2.52,0.1131795069561775
2.53,0.1136958956162997
2.54,0.1141174191152905
2.55,0.1144422875444489
2.56,0.1146687109950745
2.57,0.1147948995584666
2.58,0.1148190633259246
2.59,0.1147394123887481
2.6,0.1145541568382362
2.61,0.1142615067656885
2.62,0.1138596722624044
2.63,0.1133468634196833
2.64,0.1127212903288245
2.65,0.1119811630811274
2.66,0.1111246917678915
2.67,0.1101500864804163
2.68,0.1090555573100009
2.69,0.1078393143479449
2.7,0.1064995676855477
2.71,0.1050345274141086
2.72,0.1034424036249273
2.73,0.1017214064093028
2.74,0.0998697458585348
2.75,0.0978856320639224
2.76,0.0957672751167656
2.77,0.0935128851083631
2.78,0.0911206721300145
2.79,0.0885888462730194
2.8,0.0859156176286772
2.81,0.0830991962882871
2.82,0.0801377923431487
2.83,0.0770296158845612
2.84,0.0737728770038242
2.85,0.0703657857922369
2.86,0.0668065523410989
2.87,0.0630933867417093
2.88,0.0592244990853683
2.89,0.055198099463374
2.9,0.0510123979670271
2.91,0.0466656046876262
2.92,0.0421559297164711
2.93,0.0374815831448607
2.94,0.032640775064095
2.95,0.0276317155654729
2.96,0.0224526147402943
2.97,0.0171016826798581
2.98,0.0115771294754644
2.99,0.0058771652184117
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,0.0
4.01,0.021240104057661
4.02,0.043195296458995
4.03,0.0658647020674372
4.04,0.0892474457464172
4.05,0.1133426523593701
4.06,0.13814944676973
4.07,0.1636669538409331
4.08,0.1898942984364071
4.09,0.2168306054195893
4.1,0.2444749996539129
4.11,0.2728266060028134
4.12,0.3018845493297204
4.13,0.3316479544980683
4.14,0.3621159463712926
4.15,0.3932876498128286
4.16,0.425162189686105
4.17,0.4577386908545568
4.18,0.4910162781816189
4.19,0.5249940765307279
4.2,0.5596712107653105
4.21,0.5950468057488041
4.22,0.6311199863446416
4.23,0.6678898774162604
4.24,0.7053556038270874
4.25,0.7435162904405587
4.26,0.7823710621201091
4.27,0.8219190437291718
4.28,0.8621593601311834
4.29,0.9030911361895712
4.3,0.944713496767771
4.31,0.9870255667292186
4.32,1.0300264709373497
4.33,1.0737153342555898
4.34,1.1180912815473782
4.35,1.1631534376761463
4.36,1.2089009275053344
4.37,1.2553328758983655
4.38,1.3024484077186778
4.39,1.3502466478297062
4.4,1.398726721094887
4.41,1.4478877523776463
4.42,1.497728866541421
4.43,1.548249188449646
4.44,1.599447842965758
4.45,1.651323954953182
4.46,1.7038766492753563
4.47,1.757105050795715
4.48,1.811008284377696
4.49,1.865585474884722
4.5,1.920835747180233
4.51,1.9767582261276635
4.52,2.033352036590443
4.53,2.0906163034320158
4.54,2.1485501515158014
4.55,2.207152705705239
4.56,2.2664230908637637
4.57,2.326360431854813
4.58,2.3869638535418094
4.59,2.4482324807881937
4.6,2.5101654384573973
4.61,2.572761851412862
4.62,2.636020844518008
4.63,2.6999415426362754
4.64,2.764523070631097
4.65,2.829764553365913
4.66,2.895665115704146
4.67,2.962223882509234
4.68,3.029439978644612
4.69,3.097312528973716
4.7,3.165840658359972
4.71,3.235023491666819
4.72,3.304860153757687
4.73,3.37534976949602
4.74,3.4464914637452377
4.75,3.5182843613687798
4.76,3.590727587230077
4.77,3.663820266192568
4.78,3.7375615231196897
4.79,3.811950482874863
4.8,3.8869862703215294
4.81,3.962668010323121
4.82,4.038994827743078
4.83,4.115965847444823
4.84,4.193580194291792
4.85,4.271836993147423
4.86,4.350735368875153
4.87,4.430274446338404
4.88,4.510453350400618
4.89,4.591271205925223
4.9,4.672727137775664
4.91,4.754820270815362
4.92,4.837549729907752
4.93,4.920914639916271
4.94,5.004914125704361
4.95,5.089547312135438
4.96,5.174813324072945
4.97,5.260711286380317
4.98,5.347240323920992
4.99,5.434399561558388
5.0,5.522188124155951
5.01,5.610605136577108
5.02,5.699649723685297
5.03,5.7893210103439605
5.04,5.87961812141651
5.05,5.970540181766395
5.06,6.062086316257046
5.07,6.154255649751901
5.08,6.247047307114383
5.09,6.3404604132079285
5.1,6.434494092895975
5.11,6.529147471041964
5.12,6.624419672509307
5.13,6.7203098221614574
5.14,6.816817044861838
5.15,6.913940465473896
5.16,7.011679208861045
5.17,7.110032399886728
5.18,7.208999163414382
5.19,7.308578624307445
5.2,7.408769907429335
5.21,7.509572137643496
5.22,7.610984439813356
5.23,7.713005938802363
5.24,7.815635759473932
5.25,7.918873026691502
5.26,8.022716865318511
5.27,8.12716640021839
5.28,8.232220756254584
5.29,8.337879058290502
5.3,8.444140431189595
5.31,8.551003999815293
5.32,8.658468889031038
5.33,8.766534223700248
5.34,8.875199128686358
5.35,8.984462728852812
5.36,9.094324149063048
5.37,9.204782514180485
5.38,9.315836949068553
5.39,9.427486578590695
5.4,9.53973052761036
5.41,9.652567920990952
5.42,9.76599788359592
5.43,9.880019540288698
5.44,9.994632015932725
5.45,10.109834435391416
5.46,10.225625923528218
5.47,10.34200560520656
5.48,10.45897260528989
5.49,10.576526048641618
5.5,10.694665060125192
5.51,10.813388764604042
5.52,10.9326962869416
5.53,11.052586752001314
5.54,11.173059284646593
5.55,11.294113009740885
5.56,11.415747052147616
5.57,11.537960536730242
5.58,11.660752588352166
5.59,11.784122331876835
5.6,11.90806889216769
5.61,12.03259139408816
5.62,12.157688962501668
5.63,12.283360722271656
5.64,12.409605798261556
5.65,12.536423315334815
5.66,12.663812398354844
5.67,12.791772172185087
5.68,12.920301761688972
5.69,13.049400291729953
5.7,13.17906688717144
5.71,13.309300672876876
5.72,13.440100773709691
5.73,13.571466314533332
5.74,13.703396420211211
5.75,13.835890215606776
5.76,13.968946825583451
5.77,14.102565375004682
5.78,14.236744988733909
5.79,14.371484791634536
5.8,14.506783908570014
5.81,14.64264146440378
5.82,14.779056583999273
5.83,14.916028392219902
5.84,15.05355601392912
5.85,15.19163857399036
5.86,15.33027519726706
5.87,15.469465008622633
5.88,15.609207132920524
5.89,15.749500695024173
5.9,15.890344819797017
5.91,16.03173863210247
5.92,16.173681256803974
5.93,16.316171818764964
5.94,16.459209442848895
5.95,16.60279325391916
5.96,16.74692237683922
5.97,16.891595936472495
5.98,17.036813057682444
5.99,17.18257286533246
6.0,17.328874484286004
6.01,17.475717039406504
6.02,17.62309965555739
6.03,17.771021457602117
6.04,17.919481570404088
6.05,18.068479118826744
6.06,18.218013227733525
6.07,18.36808302198788
6.08,18.51868762645321
6.09,18.66982616599296
6.1,18.821497765470586
6.11,18.9737015497495
6.12,19.12643664369313
6.13,19.27970217216492
6.14,19.433497260028297
6.15,19.58782103214672
6.16,19.742672613383583
6.17,19.898051128602344
6.18,20.053955702666435
6.19,20.21038546043929
6.2,20.36733952678434
6.21,20.524817026565003
6.22,20.68281708464473
6.23,20.84133882588697
6.24,21.00038137515513
6.25,21.15994385731264
6.26,21.32002539722295
6.27,21.480625119749483
6.28,21.641742149755704
6.29,21.803375612105
6.3,21.965524631660838
6.31,22.128188333286623
6.32,22.29136584184582
6.33,22.45505628220184
6.34,22.619258779218125
6.35,22.783972457758104
6.36,22.94919644268523
6.37,23.114929858862908
6.38,23.28117183115458
6.39,23.447921484423688
6.4,23.61517794353368
6.41,23.782940333347945
6.42,23.951207778729955
6.43,24.119979404543123
6.44,24.289254335650902
6.45,24.45903169691672
6.46,24.62931061320399
6.47,24.80009020937616
6.48,24.97136961029668
6.49,25.14314794082896
6.5,25.315424325836425
6.51,25.488197890182544
6.52,25.661467758730723
6.53,25.835233056344418
6.54,26.00949290788704
6.55,26.184246438222026
6.56,26.359492772212818
6.57,26.53523103472285
6.58,26.71146035061555
6.59,26.888179844754347
6.6,27.06538864200269
6.61,27.24308586722401
6.62,27.42127064528173
6.63,27.59994210103928
6.64,27.779099359360103
6.65,27.95874154510765
6.66,28.138867783145315
6.67,28.31947719833655
6.68,28.5005689155448
6.69,28.682142059633502
6.7,28.86419575546606
6.71,29.04672912790592
6.72,29.229741301816524
6.73,29.41323140206132
6.74,29.59719855350372
6.75,29.781641881007136
6.76,29.96656050943504
6.77,30.151953563650853
6.78,30.33782016851802
6.79,30.524159448899947
6.8,30.71097052966008
6.81,30.898252535661864
6.82,31.08600459176873
6.83,31.27422582284409
6.84,31.462915353751413
6.85,31.652072309354097
6.86,31.841695814515607
6.87,32.03178499409935
6.88,32.22233897296876
6.89,32.41335687598729
6.9,32.60483782801839
6.91,32.796780953925435
6.92,32.989185378571904
6.93,33.18205022682121
6.94,33.375374623536814
6.95,33.56915769358212
6.96,33.76339856182057
6.97,33.95809635311559
6.98,34.15325019233065
6.99,34.348859204329145
7.0,34.54492251397451
7.01,34.7414392461302
7.02,34.938408525659625
7.03,35.135829477426256
7.04,35.333701226293485
7.05,35.53202289712476
7.06,35.73079361478352
7.07,35.93001250413322
7.08,36.129678690037245
7.09,36.32979129735905
7.1,36.53034945096207
7.11,36.73135227570975
7.12,36.93279889646552
7.13,37.1346884380928
7.14,37.33702002545502
7.15,37.53979278341565
7.16,37.74300583683807
7.17,37.94665831058576
7.18,38.15074932952212
7.19,38.35527801851062
7.2,38.56024350241465
7.21,38.76564490609768
7.22,38.97148135442312
7.23,39.177751972254434
7.24,39.384455884455015
7.25,39.59159221588832
7.26,39.79916009141776
7.27,40.00715863590681
7.28,40.215586974218894
7.29,40.42444423121741
7.3,40.63372953176581
7.31,40.84344200072755
7.32,41.05358076296606
7.33,41.26414494334472
7.34,41.47513366672702
7.35,41.68654605797637
7.36,41.89838124195623
7.37,42.11063834352999
7.38,42.32331648756112
7.39,42.53641479891302
7.4,42.74993240244919
7.41,42.96386842303298
7.42,43.17822198552786
7.43,43.39299221479728
7.44,43.608178235704656
7.45,43.82377917311342
7.46,44.03979415188701
7.47,44.25622229688886
7.48,44.473062732982406
7.49,44.69031458503107
7.5,44.90797697789829
7.51,45.1260490364475
7.52,45.34452988554215
7.53,45.56341865004569
7.54,45.78271445482147
7.55,46.002416424733006
7.56,46.2225236846437
7.57,46.443035359417
7.58,46.66395057391631
7.59,46.88526845300508
7.6,47.10698812154675
7.61,47.32910870440477
7.62,47.55162932644254
7.63,47.774549112523495
7.64,47.99786718751108
7.65,48.22158267626876
7.66,48.44569470365991
7.67,48.67020239454799
7.68,48.89510487379643
7.69,49.12040126626869
7.7,49.34609069682816
7.71,49.5721722903383
7.72,49.79864517166255
7.73,50.025508465664345
7.74,50.25276129720707
7.75,50.48040279115422
7.76,50.70843207236918
7.77,50.93684826571541
7.78,51.165650496056365
7.79,51.39483788825544
7.8,51.62440956717607
7.81,51.85436465768171
7.82,52.08470228463581
7.83,52.31542157290176
7.84,52.546521647343
7.85,52.77800163282298
7.86,53.00986065420514
7.87,53.2420978363529
7.88,53.47471230412968
7.89,53.70770318239893
7.9,53.941069596024114
7.91,54.17481066986861
7.92,54.40892552879588
7.93,54.64341329766935
7.94,54.87827310135248
7.95,55.11350406470865
7.96,55.34910531260134
7.97,55.58507596989395
7.98,55.82141516144998
7.99,56.05812201213278
8.0,56.295195646805816
8.01,56.53263519033255
8.02,56.77043976757635
8.03,57.00860850340071
8.04,57.24714052266904
8.05,57.486034950244814
8.06,57.72529091099139
8.07,57.96490752977225
8.08,58.20488393145081
8.09,58.44521924089051
8.1,58.68591258295479
8.11,58.92696308250707
8.12,59.168369864410806
8.13,59.41013205352946
8.14,59.65224877472637
8.15,59.89471915286502
8.16,60.13754231280885
8.17,60.3807173794213
8.18,60.62424347756578
8.19,60.86811973210574
8.2,61.11234526790463
8.21,61.35691920982588
8.22,61.601840682732885
8.23,61.847108811489086
8.24,62.09272272095794
8.25,62.33868153600286
8.26,62.58498438148733
8.27,62.83163038227471
8.28,63.07861866322848
8.29,63.325948349212055
8.3,63.57361856508893
8.31,63.82162843572243
8.32,64.06997708597606
8.33,64.31866364071324
8.34,64.5676872247974
8.35,64.81704696309195
8.36,65.06674198046036
8.37,65.31677140176606
8.38,65.56713435187251
8.39,65.81782995564308
8.4,66.06885733794124
8.41,66.32021562363039
8.42,66.57190393757399
8.43,66.82392140463548
8.44,67.07626714967829
8.45,67.32894029756585
8.46,67.58193997316164
8.47,67.835265301329
8.48,68.08891540693142
8.49,68.3428894148323
8.5,68.59718644989512
8.51,68.8518056369833
8.52,69.10674610096025
8.53,69.36200696668942
8.54,69.61758735903425
8.55,69.87348640285819
8.56,70.12970322302462
8.57,70.38623694439701
8.58,70.64308669183879
8.59,70.90025159021337
8.6,71.15773076438421
8.61,71.41552333921476
8.62,71.6736284395684
8.63,71.93204519030866
8.64,72.19077271629887
8.65,72.44981014240248
8.66,72.70915659348296
8.67,72.96881119440373
8.68,73.22877307002821
8.69,73.48904134521986
8.7,73.7496151448421
8.71,74.0104935937584
8.72,74.27167581683211
8.73,74.53316093892673
8.74,74.79494808490566
8.75,75.05703637963234
8.76,75.31942494797022
8.77,75.58211291478273
8.78,75.84509940493328
8.79,76.10838354328536
8.8,76.37196445470238
8.81,76.63584126404771
8.82,76.90001309618485
8.83,77.16447907597721
8.84,77.42923832828824
8.85,77.69428997798136
8.86,77.95963314992
8.87,78.2252669689676
8.88,78.49119055998764
8.89,78.75740304784347
8.9,79.02390355739855
8.91,79.29069121351634
8.92,79.55776514106026
8.93,79.82512446489372
8.94,80.0927683098802
8.95,80.3606958008831
8.96,80.6289060627659
8.97,80.89739822039196
8.98,81.16617139862475
8.99,81.43522472232772
9.0,81.70455731636426
9.01,81.97416830559784
9.02,82.2440568148919
9.03,82.51422196910984
9.04,82.78466289311513
9.05,83.05537871177123
9.06,83.32636854994146
9.07,83.59763153248934
9.08,83.86916678427826
9.09,84.14097343017173
9.1,84.4130505950331
9.11,84.68539740372583
9.12,84.95801298111337
9.13,85.2308964520592
9.14,85.50404694142665
9.15,85.7774635740792
9.16,86.05114547488026
9.17,86.32509176869331
9.18,86.59930158038176
9.19,86.87377403480906
9.2,87.14850825683862
9.21,87.42350337133392
9.22,87.69875850315833
9.23,87.97427277717529
9.24,88.25004531824825
9.25,88.52607525124066
9.26,88.80236170101594
9.27,89.07890379243753
9.28,89.35570065036883
9.29,89.63275139967332
9.3,89.91005516521447
9.31,90.1876110718556
9.32,90.46541824446022
9.33,90.74347580789173
9.34,91.02178288701356
9.35,91.30033860668922
9.36,91.57914209178205
9.37,91.8581924671555
9.38,92.1374888576731
9.39,92.41703038819816
9.4,92.69681618359417
9.41,92.97684536872453
9.42,93.25711706845269
9.43,93.5376304076421
9.44,93.8183845111562
9.45,94.0993785038584
9.46,94.3806115106122
9.47,94.66208265628092
9.48,94.94379106572806
9.49,95.22573586381702
9.5,95.50791617541128
9.51,95.79033112537424
9.52,96.07297983856937
9.53,96.35586143986004
9.54,96.63897505410972
9.55,96.9223198061819
9.56,97.20589482093992
9.57,97.48969922324726
9.58,97.77373213796734
9.59,98.05799268996358
9.6,98.34248000409946
9.61,98.62719320523834
9.62,98.91213141824376
9.63,99.1972937679791
9.64,99.48267937930775
9.65,99.7682873770932
9.66,100.0541168861988
9.67,100.34016703148814
9.68,100.62643693782452
9.69,100.9129257300714
9.7,101.19963253309224
9.71,101.48655647175052
9.72,101.77369667090952
9.73,102.06105225543284
9.74,102.3486223501838
9.75,102.63640608002588
9.76,102.9244025698225
9.77,103.21261094443712
9.78,103.50103032873318
9.79,103.78965984757404
9.8,104.07849862582329
9.81,104.36754578834416
9.82,104.6568004600002
9.83,104.94626176565482
9.84,105.23592883017147
9.85,105.52580077841358
9.86,105.81587673524452
9.87,106.10615582552784
9.88,106.39663717412697
9.89,106.68731990590516
9.9,106.97820314572604
9.91,107.26928601845296
9.92,107.5605676489494
9.93,107.85204716207868
9.94,108.14372368270436
9.95,108.43559633568982
9.96,108.72766424589857
9.97,109.01992653819391
9.98,109.31238233743936
9.99,109.6050307684983
10.0,109.8978709562342
10.01,110.19090202551052
10.02,110.48412310119062
10.03,110.777533308138
10.04,111.07113177121607
10.05,111.36491761528832
10.06,111.65888996521808
10.07,111.95304794586882
10.08,112.247390682104
10.09,112.541917298787
10.1,112.83662692078131
10.11,113.13151867295038
10.12,113.42659168015756
10.13,113.7218450672664
10.14,114.01727795914024
10.15,114.31288948064253
10.16,114.60867875663668
10.17,114.90464491198618
10.18,115.20078707155444
10.19,115.4971043602049
10.2,115.79359590280096
10.21,116.09026082420618
10.22,116.3870982492838
10.23,116.68410730289736
10.24,116.98128710991033
10.25,117.27863679518605
10.26,117.576155483588
10.27,117.87384229997956
10.28,118.1716963692243
10.29,118.46971681618554
10.3,118.76790276572682
10.31,119.0662533427114
10.32,119.36476767200284
10.33,119.66344487846456
10.34,119.96228408695995
10.35,120.26128442235247
10.36,120.56044500950556
10.37,120.85976497328264
10.38,121.15924343854724
10.39,121.45887953016262
10.4,121.7586723729923
10.41,122.05862109189972
10.42,122.35872481174832
10.43,122.65898265740148
10.44,122.95939375372274
10.45,123.2599572255754
10.46,123.56067219782308
10.47,123.861537795329
10.48,124.16255314295668
10.49,124.46371736556956
10.5,124.7650295880311
10.51,125.06648893520467
10.52,125.3680945319538
10.53,125.66984550314184
10.54,125.97174097363224
10.55,126.27378006828847
10.56,126.57596191197392
10.57,126.87828562955208
10.58,127.1807503458863
10.59,127.48335518584
10.6,127.78609927427676
10.61,128.0889817360599
10.62,128.3920016960529
10.63,128.69515827911917
10.64,128.99845061012212
10.65,129.30187781392522
10.66,129.60543901539185
10.67,129.90913333938556
10.68,130.21295991076963
10.69,130.51691785440764
10.7,130.8210062951629
10.71,131.12522435789896
10.72,131.42957116747917
10.73,131.73404584876698
10.74,132.03864752662582
10.75,132.34337532591917
10.76,132.6482283715104
10.77,132.95320578826298
10.78,133.2583067010403
10.79,133.5635302347059
10.8,133.86887551412315
10.81,134.1743416641554
10.82,134.4799278096662
10.83,134.78563307551892
10.84,135.09145658657704
10.85,135.39739746770397
10.86,135.70345484376313
10.87,136.00962783961796
10.88,136.315915580132
10.89,136.62231719016847
10.9,136.92883179459096
10.91,137.23545851826285
10.92,137.54219648604757
10.93,137.84904482280857
10.94,138.15600265340933
10.95,138.46306910271318
10.96,138.7702432955837
10.97,139.07752435688417
10.98,139.38491141147807
10.99,139.69240358422888
11.0,140.0
11.01,140.30770364784698
11.02,140.61553297359384
11.03,140.92351028725676
11.04,141.23165789885186
11.05,141.53999811839532
11.06,141.8485532559032
11.07,142.1573456213918
11.08,142.46639752487707
11.09,142.7757312763753
11.1,143.08536918590255
11.11,143.3953335634751
11.12,143.70564671910893
11.13,144.01633096282035
11.14,144.3274086046253
11.15,144.6389019545401
11.16,144.95083332258082
11.17,145.26322501876365
11.18,145.57609935310472
11.19,145.8894786356201
11.2,146.2033851763261
11.21,146.51784128523877
11.22,146.83286927237418
11.23,147.1484914477486
11.24,147.4647301213781
11.25,147.78160760327887
11.26,148.09914620346703
11.27,148.41736823195873
11.28,148.73629599877015
11.29,149.0559518139174
11.3,149.37635798741667
11.31,149.697536829284
11.32,150.01951064953568
11.33,150.34230175818772
11.34,150.6659324652563
11.35,150.99042508075766
11.36,151.3158019147079
11.37,151.64208527712307
11.38,151.9692974780195
11.39,152.29746082741318
11.4,152.6265976353203
11.41,152.95673021175702
11.42,153.2878808667394
11.43,153.6200719102838
11.44,153.95332565240614
11.45,154.28766440312268
11.46,154.6231104724496
11.47,154.9596861704029
11.48,155.29741380699886
11.49,155.63631569225356
11.5,155.9764141361832
11.51,156.31773144880384
11.52,156.66028994013175
11.53,157.00411192018294
11.54,157.34921969897366
11.55,157.69563558652
11.56,158.04338189283814
11.57,158.3924809279442
11.58,158.74295500185434
11.59,159.09482642458468
11.6,159.44811750615145
11.61,159.80285055657066
11.62,160.15904788585857
11.63,160.51673180403134
11.64,160.875924621105
11.65,161.2366486470957
11.66,161.59892619201975
11.67,161.96277956589313
11.68,162.32823107873205
11.69,162.69530304055263
11.7,163.0640177613711
11.71,163.43439755120357
11.72,163.80646472006612
11.73,164.18024157797493
11.74,164.55575043494613
11.75,164.9330136009959
11.76,165.31205338614046
11.77,165.6928921003957
11.78,166.0755520537781
11.79,166.4600555563036
11.8,166.84642491798843
11.81,167.23468244884864
11.82,167.6248504589004
11.83,168.0169512581599
11.84,168.4110071566433
11.85,168.80704046436674
11.86,169.20507349134633
11.87,169.60512854759824
11.88,170.00722794313867
11.89,170.41139398798362
11.9,170.81764899214932
11.91,171.22601526565197
11.92,171.6365151185076
11.93,172.04917086073246
11.94,172.46400480234263
11.95,172.88103925335426
11.96,173.30029652378363
11.97,173.7217989236467
11.98,174.14556876295967
11.99,174.57162835173875
12.0,175.0
12.01,175.43069267406463
12.02,175.86366196547385
12.03,176.298850122074
12.04,176.73619939171118
12.05,177.17565202223176
12.06,177.61715026148187
12.07,178.06063635730783
12.08,178.50605255755582
12.09,178.95334111007213
12.1,179.40244426270303
12.11,179.8533042632947
12.12,180.30586335969343
12.13,180.76006379974552
12.14,181.21584783129703
12.15,181.67315770219443
12.16,182.1319356602838
12.17,182.59212395341143
12.18,183.0536648294236
12.19,183.51650053616652
12.2,183.98057332148647
12.21,184.4458254332297
12.22,184.9121991192424
12.23,185.3796366273708
12.24,185.8480802054612
12.25,186.31747210135984
12.26,186.7877545629129
12.27,187.2588698379668
12.28,187.73076017436756
12.29,188.20336781996156
12.3,188.67663502259504
12.31,189.15050403011415
12.32,189.62491709036527
12.33,190.09981645119453
12.34,190.5751443604482
12.35,191.05084306597251
12.36,191.52685481561383
12.37,192.00312185721828
12.38,192.47958643863225
12.39,192.95619080770172
12.4,193.4328772122732
12.41,193.9095879001927
12.42,194.38626511930667
12.43,194.8628511174612
12.44,195.33928814250268
12.45,195.8155184422772
12.46,196.2914842646312
12.47,196.7671278574108
12.48,197.24239146846216
12.49,197.7172173456316
12.5,198.19154773676544
12.51,198.66532488970984
12.52,199.13849105231117
12.53,199.61098847241544
12.54,200.08275939786915
12.55,200.5537460765184
12.56,201.02389075620945
12.57,201.4931356847885
12.58,201.96142311010183
12.59,202.42869527999585
12.6,202.8948944423165
12.61,203.35996284491023
12.62,203.8238427356233
12.63,204.28647636230195
12.64,204.74780597279224
12.65,205.20777381494057
12.66,205.66632213659315
12.67,206.12339318559623
12.68,206.5789292097961
12.69,207.03287245703885
12.7,207.4851651751709
12.71,207.9357496120385
12.72,208.3845680154878
12.73,208.83156263336505
12.74,209.27667571351645
12.75,209.7198495037883
12.76,210.16102625202691
12.77,210.60014820607847
12.78,211.03715761378925
12.79,211.4719967230054
12.8,211.90460778157333
12.81,212.33493303733908
12.82,212.76291473814905
12.83,213.1884951318494
12.84,213.61161646628645
12.85,214.03222098930632
12.86,214.45025094875535
12.87,214.8656485924799
12.88,215.27835616832604
12.89,215.68831592414
12.9,216.0954701077681
12.91,216.4997609670566
12.92,216.9011307498517
12.93,217.2995217039997
12.94,217.69487607734672
12.95,218.08713611773916
12.96,218.4762440730232
12.97,218.862142191045
12.98,219.2447727196509
12.99,219.62407790668715
13.0,220.0
13.01,220.3724956558944
13.02,220.7415791645105
13.03,221.10727922444715
13.04,221.4696245343033
13.05,221.8286437926778
13.06,222.18436569816944
13.07,222.5368189493772
13.08,222.88603224489975
13.09,223.2320342833362
13.1,223.57485376328532
13.11,223.9145193833461
13.12,224.2510598421173
13.13,224.58450383819783
13.14,224.9148800701865
13.15,225.2422172366823
13.16,225.56654403628409
13.17,225.8878891675906
13.18,226.20628132920083
13.19,226.52174921971368
13.2,226.834321537728
