wind_speed,NEG Micon NM 72C/1500
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0990685863814316
3.52,0.1978993130116512
3.53,0.2962543201394354
3.54,0.3938957480135754
3.55,0.4905857368828468
3.56,0.5860864269960431
3.57,0.6801599586019405
3.58,0.7725684719493295
3.59,0.8630741072869885
3.6,0.951439004863708
3.61,1.0374253049282631
3.62,1.120795147729447
3.63,1.201310673516037
3.64,1.2787340225368231
3.65,1.3528273350405828
3.66,1.4233527512761055
3.67,1.4900724114921722
3.68,1.5527484559375688
3.69,1.6111430248610787
3.7,1.6650182585114863
3.71,1.714136297137575
3.72,1.7582592809881294
3.73,1.7971493503119331
3.74,1.830568645357772
3.75,1.8582793063744265
3.76,1.880043473610684
3.77,1.895623287315328
3.78,1.90478088773714
3.79,1.907278415124908
3.8,1.9028780097274125
3.81,1.89134181179344
3.82,1.8724319615717744
3.83,1.845910599311198
3.84,1.811539865260498
3.85,1.7690818996684534
3.86,1.7182988427838533
3.87,1.6589528348554792
3.88,1.5908060161321176
3.89,1.5136205268625469
3.9,1.4271585072955606
3.91,1.3311820976799291
3.92,1.225453438264454
3.93,1.109734669297902
3.94,0.9837879310290728
3.95,0.8473753637067354
3.96,0.7002591075796891
3.97,0.5422013028966992
3.98,0.3729640899065725
3.99,0.1923096088580713
4.0,0.0
4.01,0.0
4.02,0.0
4.03,0.0
4.04,0.0
4.05,0.0
4.06,0.0
4.07,0.0
4.08,0.0
4.09,0.0
4.1,0.0
4.11,0.0
4.12,0.0
4.13,0.0
4.14,0.0
4.15,0.0
4.16,0.0
4.17,0.0
4.18,0.0
4.19,0.0
4.2,0.0
4.21,0.0
4.22,0.0
4.23,0.0
4.24,0.0
4.25,0.0
4.26,0.0
4.27,0.0
4.28,0.0
4.29,0.0
4.3,0.0
4.31,0.0
4.32,0.0
4.33,0.0
4.34,0.0
4.35,0.0
4.36,0.0
4.37,0.0
4.38,0.0
4.39,0.0
4.4,0.0
4.41,0.0
4.42,0.0
4.43,0.0
4.44,0.0
4.45,0.0
4.46,0.0
4.47,0.0
4.48,0.0
4.49,0.0
4.5,0.0
4.51,0.7173823602891741
4.52,1.48136933554843
4.53,2.2909935905047427
4.54,3.1452877898848595
4.55,4.043284598415752
4.56,4.984016680824307
4.57,5.96651670183753
4.58,6.989817326182131
4.59,8.05295121858509
4.6,9.15495104377331
4.61,10.29484946647379
4.62,11.471679151413223
4.63,12.68447276331862
4.64,13.932262966916856
4.65,15.214082426934956
4.66,16.528963808099594
4.67,17.875939775137766
4.68,19.254042992776384
4.69,20.66230612574247
4.7,22.099761838762657
4.71,23.565442796563985
4.72,25.05838166387333
4.73,26.577611105417745
4.74,28.122163785923853
4.75,29.69107237011869
4.76,31.28336952272913
4.77,32.89808790848209
4.78,34.534260192104625
4.79,36.19091903832331
4.8,37.867097111865206
4.81,39.56182707745721
4.82,41.27414159982637
4.83,43.003073343699285
4.84,44.747654973803
4.85,46.50691915486441
4.86,48.27989855161057
4.87,50.065625828768056
4.88,51.86313365106394
4.89,53.67145468322512
4.9,55.48962158997863
4.91,57.31666703605106
4.92,59.151623686169465
4.93,60.99352420506076
4.94,62.84140125745197
4.95,64.6942875080697
4.96,66.55121562164102
4.97,68.41121826289277
4.98,70.27332809655205
4.99,72.13657778734546
5.0,74.0
5.01,75.86278978159707
5.02,77.72479170863582
5.03,79.58601273997016
5.04,81.44645983445332
5.05,83.3061399509392
5.06,85.1650600482814
5.07,87.02322708533376
5.08,88.88064802094961
5.09,90.7373298139828
5.1,92.59327942328696
5.11,94.44850380771592
5.12,96.30300992612298
5.13,98.156804737362
5.14,100.00989520028664
5.15,101.8622882737507
5.16,103.71399091660751
5.17,105.56501008771092
5.18,107.41535274591456
5.19,109.26502585007228
5.2,111.11403635903731
5.21,112.96239123166362
5.22,114.8100974268048
5.23,116.65716190331464
5.24,118.5035916200465
5.25,120.34939353585422
5.26,122.1945746095914
5.27,124.0391418001118
5.28,125.88310206626916
5.29,127.72646236691678
5.3,129.56922966090858
5.31,131.41141090709814
5.32,133.25301306433934
5.33,135.09404309148545
5.34,136.93450794739036
5.35,138.77441459090767
5.36,140.61376998089116
5.37,142.45258107619426
5.38,144.2908548356708
5.39,146.12859821817435
5.4,147.9658181825588
5.41,149.80252168767737
5.42,151.63871569238407
5.43,153.47440715553236
5.44,155.3096030359762
5.45,157.14431029256886
5.46,158.9785358841642
5.47,160.81228676961587
5.48,162.64556990777757
5.49,164.47839225750286
5.5,166.31076077764536
5.51,168.14268242705882
5.52,169.97416416459686
5.53,171.80521294911335
5.54,173.63583573946156
5.55,175.46603949449536
5.56,177.29583117306845
5.57,179.12521773403452
5.58,180.954206136247
5.59,182.78280333855963
5.6,184.6110162998262
5.61,186.4388519789004
5.62,188.2663173346357
5.63,190.09341932588572
5.64,191.9201649115043
5.65,193.7465610503452
5.66,195.57261470126173
5.67,197.3983328231078
5.68,199.2237223747369
5.69,201.04879031500292
5.7,202.8735436027593
5.71,204.6979891968597
5.72,206.52213405615797
5.73,208.3459851395077
5.74,210.1695494057624
5.75,211.99283381377583
5.76,213.81584532240169
5.77,215.63859089049348
5.78,217.46107747690525
5.79,219.28331204049013
5.8,221.105301540102
5.81,222.9270529345946
5.82,224.74857318282176
5.83,226.5698692436367
5.84,228.39094807589325
5.85,230.21181663844516
5.86,232.0324818901462
5.87,233.8529507898496
5.88,235.67323029640932
5.89,237.49332736867905
5.9,239.3132489655125
5.91,241.13300204576308
5.92,242.9525935682845
5.93,244.7720304919305
5.94,246.5913197755549
5.95,248.41046837801105
5.96,250.22948325815264
5.97,252.0483713748336
5.98,253.8671396869075
5.99,255.68579515322773
6.0,257.5043447326482
6.01,259.3227953840224
6.02,261.14115406620414
6.03,262.9594277380472
6.04,264.77762335840487
6.05,266.59574788613094
6.06,268.41380828007925
6.07,270.23181149910346
6.08,272.049764502057
6.09,273.8676742477935
6.1,275.6855476951668
6.11,277.5033918030308
6.12,279.32121353023854
6.13,281.13901983564404
6.14,282.95681767810095
6.15,284.77461401646303
6.16,286.5924158095837
6.17,288.4102300163167
6.18,290.22806359551566
6.19,292.04592350603457
6.2,293.8638167067266
6.21,295.6817501564456
6.22,297.4997308140452
6.23,299.3177656383793
6.24,301.1358615883012
6.25,302.95402562266474
6.26,304.77226470032355
6.27,306.5905857801312
6.28,308.4089958209417
6.29,310.2275017816083
6.3,312.0461106209848
6.31,313.8648292979248
6.32,315.68366477128217
6.33,317.5026239999103
6.34,319.32171394266294
6.35,321.1409415583938
6.36,322.9603138059568
6.37,324.7798376442049
6.38,326.5995200319923
6.39,328.4193679281725
6.4,330.2393882915994
6.41,332.0595880811262
6.42,333.8799742556069
6.43,335.700553773895
6.44,337.5213335948444
6.45,339.34232067730835
6.46,341.1635219801408
6.47,342.9849444621952
6.48,344.8065950823257
6.49,346.62848079938533
6.5,348.450608572228
6.51,350.27298535970743
6.52,352.0956181206772
6.53,353.91851381399124
6.54,355.7416793985028
6.55,357.56512183306563
6.56,359.3888480765336
6.57,361.2128650877602
6.58,363.0371798255992
6.59,364.861799248904
6.6,366.6867303165286
6.61,368.5119799873264
6.62,370.3375552201512
6.63,372.16346297385655
6.64,373.9897102072962
6.65,375.8163038793239
6.66,377.6432509487931
6.67,379.4705583745575
6.68,381.29823311547074
6.69,383.1262821303868
6.7,384.9547123781588
6.71,386.7835308176407
6.72,388.6127444076863
6.73,390.442360107149
6.74,392.2723848748825
6.75,394.10282566974047
6.76,395.9336894505766
6.77,397.76498317624464
6.78,399.5967138055984
6.79,401.4288882974909
6.8,403.2615136107763
6.81,405.0945967043082
6.82,406.9281445369403
6.83,408.762164067526
6.84,410.5966622549191
6.85,412.43164605797335
6.86,414.2671224355425
6.87,416.1030983464799
6.88,417.9395807496392
6.89,419.7765766038744
6.9,421.6140928680391
6.91,423.4521365009866
6.92,425.2907144615708
6.93,427.12983370864544
6.94,428.9695012010641
6.95,430.8097238976804
6.96,432.650508757348
6.97,434.4918627389205
6.98,436.3337928012518
6.99,438.17630590319527
7.0,440.01940900360455
7.01,441.8631090613337
7.02,443.7074130352359
7.03,445.55232788416527
7.04,447.3978605669751
7.05,449.24401804251903
7.06,451.090807269651
7.07,452.9382352072246
7.08,454.7863088140932
7.09,456.6350350491108
7.1,458.4844208711309
7.11,460.33447323900725
7.12,462.1851991115933
7.13,464.0366054477429
7.14,465.8886992063096
7.15,467.7414873461473
7.16,469.59497682610936
7.17,471.4491746050496
7.18,473.3040876418215
7.19,475.1597228952791
7.2,477.01608732427553
7.21,478.8731878876649
7.22,480.7310315443007
7.23,482.5896252530365
7.24,484.448975972726
7.25,486.30909066222296
7.26,488.16997628038087
7.27,490.0316397860535
7.28,491.89408813809473
7.29,493.75732829535775
7.3,495.62136721669634
7.31,497.4862118609645
7.32,499.35186918701567
7.33,501.21834615370346
7.34,503.08564971988136
7.35,504.9537868444034
7.36,506.8227644861232
7.37,508.6925896038941
7.38,510.56326915657
7.39,512.4348101030043
7.4,514.3072194020513
7.41,516.1805040125639
7.42,518.0546708933961
7.43,519.9297270034015
7.44,521.805679301434
7.45,523.6825347463468
7.46,525.5603002969939
7.47,527.438982912229
7.48,529.3185895509055
7.49,531.1991271718772
7.5,533.0806027339977
7.51,534.9630231961206
7.52,536.8463955170997
7.53,538.7307266557888
7.54,540.6160235710414
7.55,542.5022932217108
7.56,544.389542566651
7.57,546.2777785647161
7.58,548.1670081747588
7.59,550.0572383556334
7.6,551.9484760661935
7.61,553.8407282652927
7.62,555.7340019117846
7.63,557.6283039645227
7.64,559.523641382361
7.65,561.4200211241531
7.66,563.3174501487524
7.67,565.2159354150128
7.68,567.1154838817878
7.69,569.0161025079314
7.7,570.9177982522966
7.71,572.8205780737377
7.72,574.724448931108
7.73,576.6294177832614
7.74,578.5354915890513
7.75,580.4426773073315
7.76,582.3509818969557
7.77,584.2604123167773
7.78,586.1709755256504
7.79,588.0826784824283
7.8,589.9955281459646
7.81,591.9095314751132
7.82,593.8246954287281
7.83,595.7410269656622
7.84,597.6585330447695
7.85,599.5772206249035
7.86,601.4970966649183
7.87,603.4181681236673
7.88,605.340441960004
7.89,607.263925132782
7.9,609.1886246008555
7.91,611.1145473230777
7.92,613.0417002583022
7.93,614.9700903653829
7.94,616.8997246031736
7.95,618.8306099305274
7.96,620.7627533062986
7.97,622.6961616893401
7.98,624.6308420385066
7.99,626.5668013126507
8.0,628.5040464706267
8.01,630.442584471288
8.02,632.3824222734884
8.03,634.3235668360815
8.04,636.2660251179209
8.05,638.2098040778607
8.06,640.1549106747539
8.07,642.1013518674542
8.08,644.0491346148158
8.09,645.9982658756917
8.1,647.948752608936
8.11,649.9006017734024
8.12,651.8538203279444
8.13,653.8084152314159
8.14,655.7643934426701
8.15,657.7217619205608
8.16,659.6805276239418
8.17,661.6406975116669
8.18,663.6022785425893
8.19,665.5652776755628
8.2,667.5297018694413
8.21,669.4955580830789
8.22,671.4628532753281
8.23,673.4315944050434
8.24,675.4017884310781
8.25,677.373442312286
8.26,679.3465630075204
8.27,681.3211574756356
8.28,683.297232675485
8.29,685.274795565922
8.3,687.2538531058009
8.31,689.2344122539746
8.32,691.216479969297
8.33,693.2000632106218
8.34,695.1851689368027
8.35,697.1718041066935
8.36,699.1599756791476
8.37,701.1496906130187
8.38,703.140955867161
8.39,705.1337784004272
8.4,707.1281651716716
8.41,709.1241231397476
8.42,711.1216592635088
8.43,713.1207805018091
8.44,715.1214938135022
8.45,717.1238061574417
8.46,719.1277244924812
8.47,721.1332557774742
8.48,723.1404069712744
8.49,725.1491850327357
8.5,727.1595969207115
8.51,729.1716495940555
8.52,731.1853500116215
8.53,733.200705132263
8.54,735.2177219148339
8.55,737.2364073181881
8.56,739.2567683011783
8.57,741.2788118226588
8.58,743.3025448414833
8.59,745.3279743165052
8.6,747.3551072065782
8.61,749.3839504705562
8.62,751.4145110672928
8.63,753.4467959556417
8.64,755.4808120944562
8.65,757.51656644259
8.66,759.5540659588971
8.67,761.5933176022311
8.68,763.6343283314454
8.69,765.6771051053938
8.7,767.7216548829299
8.71,769.7679846229079
8.72,771.8161012841806
8.73,773.866011825602
8.74,775.9177232060258
8.75,777.9712423843057
8.76,780.0265763192954
8.77,782.0837319698485
8.78,784.1427162948183
8.79,786.203536253059
8.8,788.2661988034245
8.81,790.3307109047676
8.82,792.3970795159423
8.83,794.4653115958023
8.84,796.5354141032012
8.85,798.6073939969929
8.86,800.6812582360308
8.87,802.7570137791688
8.88,804.8346675852606
8.89,806.9142266131593
8.9,808.995697821719
8.91,811.0790881697932
8.92,813.1644046162357
8.93,815.2516541199001
8.94,817.3408436396401
8.95,819.431980134309
8.96,821.5250705627616
8.97,823.6201218838501
8.98,825.7171410564288
8.99,827.8161350393513
9.0,829.9171107914715
9.01,832.0200752716428
9.02,834.1250354387188
9.03,836.2319982515533
9.04,838.3409706689998
9.05,840.4519596499127
9.06,842.5649721531446
9.07,844.6800151375495
9.08,846.7970955619812
9.09,848.9162203852936
9.1,851.0373965663398
9.11,853.1606310639737
9.12,855.2859308370491
9.13,857.41330284442
9.14,859.5427540449389
9.15,861.6742913974606
9.16,863.807921860838
9.17,865.9436523939253
9.18,868.0814899555759
9.19,870.2214415046435
9.2,872.3635139999817
9.21,874.5077144004443
9.22,876.654049664885
9.23,878.8025267521571
9.24,880.9531526211146
9.25,883.105934230611
9.26,885.2608785394998
9.27,887.4179925066348
9.28,889.57728309087
9.29,891.7387572510588
9.3,893.902421946055
9.31,896.0682841347121
9.32,898.2363507758832
9.33,900.4066288284229
9.34,902.5791252511842
9.35,904.7538470030212
9.36,906.9308010427874
9.37,909.1099943293364
9.38,911.2914338215224
9.39,913.4751264781978
9.4,915.6610792582172
9.41,917.849299120434
9.42,920.0397930237024
9.43,922.2325679268752
9.44,924.4276307888064
9.45,926.6249885683496
9.46,928.8246482243592
9.47,931.0266167156876
9.48,933.2309010011892
9.49,935.4375080397178
9.5,937.6464447901265
9.51,939.8577182112692
9.52,942.0713352619998
9.53,944.2873029011716
9.54,946.5056280876385
9.55,948.7263177802542
9.56,950.9493789378722
9.57,953.174818519346
9.58,955.4026434835296
9.59,957.6328607892764
9.6,959.86547739544
9.61,962.1005002608746
9.62,964.3379363444332
9.63,966.57779260497
9.64,968.8200760013384
9.65,971.064793492392
9.66,973.3119520369842
9.67,975.5615585939692
9.68,977.8136201222004
9.69,980.0681435805316
9.7,982.3251359278162
9.71,984.5846041229082
9.72,986.8465551246608
9.73,989.110995891928
9.74,991.3779333835636
9.75,993.6473745584208
9.76,995.9193263753534
9.77,998.1937957932151
9.78,1000.47078977086
9.79,1002.7503152671408
9.8,1005.0323792409124
9.81,1007.3169886510276
9.82,1009.6041504563402
9.83,1011.8938716157032
9.84,1014.186159087972
9.85,1016.4810198319984
9.86,1018.7784608066372
9.87,1021.078488970742
9.88,1023.381111283166
9.89,1025.686334702763
9.9,1027.9941661883863
9.91,1030.3046126988904
9.92,1032.6176811931282
9.93,1034.933378629954
9.94,1037.2517119682211
9.95,1039.572688166783
9.96,1041.896314184494
9.97,1044.222596980207
9.98,1046.551543512776
9.99,1048.8831607410543
10.0,1051.217455623896
10.01,1053.554435120155
10.02,1055.8941061886842
10.03,1058.2364757883377
10.04,1060.581550877969
10.05,1062.9293384164323
10.06,1065.2798453625803
10.07,1067.6330786752678
10.08,1069.9890453133476
10.09,1072.347752235673
10.1,1074.709206401099
10.11,1077.073414768478
10.12,1079.4403842966644
10.13,1081.810121944512
10.14,1084.182634670874
10.15,1086.557929434604
10.16,1088.9360131945557
10.17,1091.3168929095823
10.18,1093.7005755385387
10.19,1096.0870680402777
10.2,1098.4763773736531
10.21,1100.868510497519
10.22,1103.263474370728
10.23,1105.6612759521347
10.24,1108.0619222005923
10.25,1110.4654200749549
10.26,1112.8717765340757
10.27,1115.2809985368087
10.28,1117.6930930420074
10.29,1120.1080670085248
10.3,1122.5259273952165
10.31,1124.9466811609336
10.32,1127.3703352645318
10.33,1129.7968966648637
10.34,1132.2263723207832
10.35,1134.658769191144
10.36,1137.0940942347995
10.37,1139.532354410604
10.38,1141.9735566774111
10.39,1144.4177079940737
10.4,1146.864815319446
10.41,1149.3148856123812
10.42,1151.7679258317337
10.43,1154.2239429363565
10.44,1156.6829438851034
10.45,1159.1449356368284
10.46,1161.6099251503856
10.47,1164.0779193846274
10.48,1166.5489252984075
10.49,1169.0229498505803
10.5,1171.5
10.51,1173.9799677940418
10.52,1176.4622856341755
10.53,1178.946271010392
10.54,1181.431241412683
10.55,1183.916514331041
10.56,1186.401407255457
10.57,1188.8852376759216
10.58,1191.367323082428
10.59,1193.846980964967
10.6,1196.3235288135306
10.61,1198.7962841181102
10.62,1201.2645643686978
10.63,1203.727687055285
10.64,1206.1849696678626
10.65,1208.635729696423
10.66,1211.079284630957
10.67,1213.5149519614577
10.68,1215.9420491779154
10.69,1218.3598937703223
10.7,1220.7678032286697
10.71,1223.1650950429505
10.72,1225.5510867031542
10.73,1227.9250956992737
10.74,1230.2864395213005
10.75,1232.634435659226
10.76,1234.968401603042
10.77,1237.2876548427405
10.78,1239.591512868312
10.79,1241.8792931697496
10.8,1244.1503132370442
10.81,1246.403890560187
10.82,1248.6393426291702
10.83,1250.8559869339852
10.84,1253.0531409646237
10.85,1255.2301222110768
10.86,1257.386248163337
10.87,1259.5208363113957
10.88,1261.6332041452447
10.89,1263.722669154875
10.9,1265.7885488302786
10.91,1267.8301606614473
10.92,1269.846822138372
10.93,1271.837850751045
10.94,1273.8025639894577
10.95,1275.7402793436015
10.96,1277.650314303469
10.97,1279.531986359051
10.98,1281.3846130003385
10.99,1283.2075117173245
11.0,1285.0
11.01,1286.761673197243
11.02,1288.4932380934767
11.03,1290.1956793320114
11.04,1291.8699815561572
11.05,1293.5171294092238
11.06,1295.1381075345207
11.07,1296.733900575358
11.08,1298.3054931750455
11.09,1299.8538699768935
11.1,1301.380015624212
11.11,1302.88491476031
11.12,1304.3695520284982
11.13,1305.8349120720864
11.14,1307.2819795343837
11.15,1308.7117390587014
11.16,1310.125175288348
11.17,1311.523272866634
11.18,1312.9070164368693
11.19,1314.2773906423638
11.2,1315.6353801264274
11.21,1316.9819695323702
11.22,1318.3181435035012
11.23,1319.6448866831315
11.24,1320.9631837145705
11.25,1322.2740192411277
11.26,1323.578377906113
11.27,1324.877244352837
11.28,1326.1716032246086
11.29,1327.4624391647387
11.3,1328.7507368165373
11.31,1330.0374808233132
11.32,1331.3236558283768
11.33,1332.610246475038
11.34,1333.8982374066068
11.35,1335.188613266393
11.36,1336.4823586977063
11.37,1337.7804583438567
11.38,1339.0838968481548
11.39,1340.3936588539098
11.4,1341.7107290044314
11.41,1343.0360919430298
11.42,1344.3707323130143
11.43,1345.715634757696
11.44,1347.071783920384
11.45,1348.440164444388
11.46,1349.8217609730186
11.47,1351.217558149585
11.48,1352.6285406173977
11.49,1354.055693019766
11.5,1355.5
11.51,1356.9620834169864
11.52,1358.441113991917
11.53,1359.9358996615613
11.54,1361.4452483626874
11.55,1362.9679680320644
11.56,1364.5028666064616
11.57,1366.0487520226463
11.58,1367.604432217389
11.59,1369.1687151274575
11.6,1370.7404086896215
11.61,1372.318320840649
11.62,1373.9012595173087
11.63,1375.4880326563707
11.64,1377.077448194602
11.65,1378.668314068773
11.66,1380.2594382156517
11.67,1381.8496285720068
11.68,1383.4376930746073
11.69,1385.0224396602223
11.7,1386.6026762656202
11.71,1388.1772108275704
11.72,1389.7448512828407
11.73,1391.304405568201
11.74,1392.8546816204191
11.75,1394.3944873762648
11.76,1395.9226307725064
11.77,1397.4379197459127
11.78,1398.9391622332523
11.79,1400.425166171295
11.8,1401.8947394968086
11.81,1403.346690146562
11.82,1404.779826057324
11.83,1406.192955165864
11.84,1407.5848854089504
11.85,1408.954424723352
11.86,1410.3003810458374
11.87,1411.621562313176
11.88,1412.9167764621368
11.89,1414.1848314294873
11.9,1415.4245351519976
11.91,1416.634695566436
11.92,1417.814120609571
11.93,1418.961618218172
11.94,1420.0759963290077
11.95,1421.1560628788463
11.96,1422.2006258044576
11.97,1423.2084930426097
11.98,1424.1784725300715
11.99,1425.109372203612
12.0,1426.0
12.01,1426.8495334548118
12.02,1427.6586284988548
12.03,1428.428310661744
12.04,1429.1596054730935
12.05,1429.8535384625193
12.06,1430.5111351596356
12.07,1431.1334210940568
12.08,1431.7214217953988
12.09,1432.2761627932755
12.1,1432.7986696173027
12.11,1433.2899677970945
12.12,1433.7510828622658
12.13,1434.183040342432
12.14,1434.5868657672077
12.15,1434.9635846662077
12.16,1435.3142225690467
12.17,1435.63980500534
12.18,1435.941357504702
12.19,1436.2199055967476
12.2,1436.4764748110922
12.21,1436.71209067735
12.22,1436.9277787251362
12.23,1437.1245644840658
12.24,1437.3034734837534
12.25,1437.4655312538137
12.26,1437.611763323862
12.27,1437.7431952235129
12.28,1437.8608524823817
12.29,1437.9657606300825
12.3,1438.0589451962303
12.31,1438.1414317104404
12.32,1438.2142457023278
12.33,1438.278412701507
12.34,1438.3349582375922
12.35,1438.3849078401995
12.36,1438.429287038943
12.37,1438.4691213634378
12.38,1438.5054363432992
12.39,1438.5392575081414
12.4,1438.5716103875793
12.41,1438.6035205112278
12.42,1438.6360134087022
12.43,1438.6701146096166
12.44,1438.7068496435868
12.45,1438.7472440402269
12.46,1438.792323329152
12.47,1438.8431130399772
12.48,1438.9006387023169
12.49,1438.9659258457862
12.5,1439.04
12.51,1439.1236818037664
12.52,1439.2169723326635
12.53,1439.3196677714636
12.54,1439.431564304938
12.55,1439.552458117859
12.56,1439.682145394998
12.57,1439.8204223211264
12.58,1439.9670850810169
12.59,1440.1219298594403
12.6,1440.2847528411687
12.61,1440.455350210974
12.62,1440.6335181536276
12.63,1440.8190528539017
12.64,1441.0117504965676
12.65,1441.2114072663974
12.66,1441.4178193481623
12.67,1441.630782926635
12.68,1441.850094186586
12.69,1442.075549312788
12.7,1442.3069444900125
12.71,1442.544075903031
12.72,1442.7867397366151
12.73,1443.034732175537
12.74,1443.2878494045683
12.75,1443.545887608481
12.76,1443.8086429720468
12.77,1444.0759116800368
12.78,1444.347489917223
12.79,1444.6231738683773
12.8,1444.9027597182717
12.81,1445.1860436516774
12.82,1445.4728218533664
12.83,1445.7628905081106
12.84,1446.0560458006814
12.85,1446.352083915851
12.86,1446.650801038391
12.87,1446.9519933530723
12.88,1447.255457044668
12.89,1447.560988297949
12.9,1447.8683832976872
12.91,1448.1774382286544
12.92,1448.4879492756222
12.93,1448.799712623363
12.94,1449.1125244566474
12.95,1449.4261809602476
12.96,1449.7404783189356
12.97,1450.0552127174835
12.98,1450.370180340662
12.99,1450.6851773732435
13.0,1451.0
13.01,1451.3144842901236
13.02,1451.6286258504922
13.03,1451.9424601724031
13.04,1452.256022747155
13.05,1452.5693490660462
13.06,1452.8824746203743
13.07,1453.195434901438
13.08,1453.5082654005355
13.09,1453.8210016089645
13.1,1454.1336790180237
13.11,1454.446333119011
13.12,1454.758999403224
13.13,1455.071713361962
13.14,1455.384510486523
13.15,1455.6974262682045
13.16,1456.0104961983047
13.17,1456.3237557681225
13.18,1456.6372404689553
13.19,1456.9509857921018
13.2,1457.26502722886
13.21,1457.579400270528
13.22,1457.8941404084042
13.23,1458.2092831337866
13.24,1458.5248639379736
13.25,1458.8409183122628
13.26,1459.157481747953
13.27,1459.4745897363423
13.28,1459.7922777687284
13.29,1460.11058133641
13.3,1460.4295359306848
13.31,1460.7491770428517
13.32,1461.069540164208
13.33,1461.3906607860524
13.34,1461.7125743996828
13.35,1462.0353164963976
13.36,1462.3589225674948
13.37,1462.683428104273
13.38,1463.0088685980302
13.39,1463.335279540064
13.4,1463.6626964216732
13.41,1463.991154734156
13.42,1464.32068996881
13.43,1464.6513376169337
13.44,1464.9831331698256
