wind_speed,Wind World (India) ww-53
4.59,66.61980562511725
4.6,67.17771601640213
4.61,67.73902433439766
4.62,68.30372272755655
4.63,68.87180334433171
4.64,69.44325833317592
4.65,70.01807984254208
4.66,70.5962600208829
4.67,71.17779101665126
4.68,71.76266497829997
4.69,72.3508740542819
4.7,72.94241039304978
4.71,73.53726614305651
4.72,74.13543345275485
4.73,74.73690447059774
4.74,75.34167134503785
4.75,75.9497262245281
4.76,76.56106125752127
4.77,77.17566859247017
4.78,77.79354037782775
4.79,78.41466876204663
4.8,79.03904589357978
4.81,79.66666392087994
4.82,80.29751499240004
4.83,80.93159125659278
4.84,81.56888486191102
4.85,82.20938795680762
4.86,82.8530926897354
4.87,83.49999120914713
4.88,84.15007566349566
4.89,84.80333820123381
4.9,85.45977097081445
4.91,86.11936612069032
4.92,86.78211579931424
4.93,87.44801215513911
4.94,88.11704733661777
4.95,88.78921349220295
4.96,89.46450277034748
4.97,90.14290731950422
4.98,90.82441928812604
4.99,91.50903082466566
5.0,92.19673407757593
5.01,92.88752119530972
5.02,93.5813843263198
5.03,94.27831561905909
5.04,94.97830722198026
5.05,95.68135128353624
5.06,96.3874399521798
5.07,97.09656537636384
5.08,97.80871970454108
5.09,98.52389508516436
5.1,99.24208366668655
5.11,99.96327759756056
5.12,100.687469026239
5.13,101.4146501011748
5.14,102.14481297082078
5.15,102.87794978362984
5.16,103.61405268805464
5.17,104.3531138325481
5.18,105.09512536556304
5.19,105.84007943555233
5.2,106.58796819096864
5.21,107.33878378026492
5.22,108.09251835189394
5.23,108.84916405430862
5.24,109.60871303596164
5.25,110.3711574453059
5.26,111.1364894307942
5.27,111.90470114087933
5.28,112.67578472401424
5.29,113.44973232865162
5.3,114.22653610324431
5.31,115.00618819624518
5.32,115.7886807561071
5.33,116.57400593128274
5.34,117.362155870225
5.35,118.15312272138672
5.36,118.94689863322075
5.37,119.74347575417988
5.38,120.54284623271684
5.39,121.34500221728456
5.4,122.14993585633592
5.41,122.95763929832358
5.42,123.76810469170049
5.43,124.58132418491938
5.44,125.39728992643322
5.45,126.21599406469464
5.46,127.03742874815654
5.47,127.86158612527178
5.48,128.68845834449323
5.49,129.51803755427355
5.5,130.35031590306565
5.51,131.18528553932236
5.52,132.02293861149647
5.53,132.86326726804094
5.54,133.7062636574084
5.55,134.55191992805177
5.56,135.40022822842383
5.57,136.25118070697746
5.58,137.10476951216546
5.59,137.96098679244062
5.6,138.81982469625575
5.61,139.68127537206382
5.62,140.54533096831742
5.63,141.4119836334695
5.64,142.28122551597292
5.65,143.15304876428047
5.66,144.02744552684493
5.67,144.90440795211913
5.68,145.7839281885559
5.69,146.66599838460817
5.7,147.55061068872857
5.71,148.4377572493701
5.72,149.32743021498538
5.73,150.2196217340275
5.74,151.11432395494904
5.75,152.0115290262029
5.76,152.91122909624198
5.77,153.813416313519
5.78,154.7180828264869
5.79,155.62522078359837
5.8,156.5348223333063
5.81,157.44687962406346
5.82,158.36138480432282
5.83,159.27833002253698
5.84,160.1977074271589
5.85,161.1195091666414
5.86,162.04372738943735
5.87,162.97035424399942
5.88,163.89938187878053
5.89,164.83080244223348
5.9,165.7646080828112
5.91,166.70079094896633
5.92,167.63934318915173
5.93,168.5802569518203
5.94,169.5235243854249
5.95,170.46913763841826
5.96,171.41708885925317
5.97,172.36737019638255
5.98,173.3199737982592
5.99,174.27489181333587
6.0,175.2321163900654
6.01,176.1916396769007
6.02,177.15345382229452
6.03,178.1175509746998
6.04,179.08392328256917
6.05,180.05256289435556
6.06,181.02346195851172
6.07,181.9966126234907
6.08,182.97200703774504
6.09,183.9496373497276
6.1,184.92949570789136
6.11,185.91157426068915
6.12,186.8958651565736
6.13,187.8823605439976
6.14,188.87105257141403
6.15,189.8619333872757
6.16,190.8549951400355
6.17,191.85022997814605
6.18,192.8476300500603
6.19,193.8471875042312
6.2,194.84889448911127
6.21,195.85274315315365
6.22,196.8587256448109
6.23,197.86683411253608
6.24,198.8770607047817
6.25,199.8893975700009
6.26,200.90383685664636
6.27,201.92037071317085
6.28,202.93899128802744
6.29,203.95969072966855
6.3,204.9824611865473
6.31,206.00729480711647
6.32,207.03418373982893
6.33,208.0631201331373
6.34,209.09409613549445
6.35,210.12710389535337
6.36,211.16213556116688
6.37,212.19918328138755
6.38,213.2382392044684
6.39,214.27929547886225
6.4,215.32234425302192
6.41,216.3673776754001
6.42,217.41438789444976
6.43,218.4633670586236
6.44,219.51430731637467
6.45,220.5672008161555
6.46,221.62203970641903
6.47,222.6788161356182
6.48,223.7375222522057
6.49,224.7981502046344
6.5,225.86069214135708
6.51,226.92514021082656
6.52,227.9914865614957
6.53,229.05972334181735
6.54,230.12984270024432
6.55,231.2018367852293
6.56,232.27569774522533
6.57,233.35141772868516
6.58,234.42898888406145
6.59,235.5084033598072
6.6,236.58965330437516
6.61,237.67273086621827
6.62,238.75762819378912
6.63,239.8443374355407
6.64,240.93285073992584
6.65,242.0231602553973
6.66,243.115258130408
6.67,244.20913651341056
6.68,245.30478755285796
6.69,246.40220339720295
6.7,247.5013761948985
6.71,248.6022980943973
6.72,249.7049612441521
6.73,250.80935779261603
6.74,251.91547988824152
6.75,253.0233196794816
6.76,254.13286931478905
6.77,255.2441209426167
6.78,256.3570667114175
6.79,257.4716987696441
6.8,258.5880092657493
6.81,259.705990348186
6.82,260.8256341654071
6.83,261.9469328658653
6.84,263.0698785980134
6.85,264.19446351030444
6.86,265.320679751191
6.87,266.4485194691259
6.88,267.57797481256216
6.89,268.70903792995244
6.9,269.8417009697498
6.91,270.9759560804067
6.92,272.1117954103762
6.93,273.24921110811096
6.94,274.38819532206406
6.95,275.5287402006881
6.96,276.6708378924359
6.97,277.81448054576043
6.98,278.9596603091145
6.99,280.1063693309508
7.0,281.25459975972217
7.01,282.4043437438815
7.02,283.5555934318816
7.03,284.7083409721754
7.04,285.86257851321545
7.05,287.0182982034548
7.06,288.17549219134617
7.07,289.33415262534254
7.08,290.4942716538965
7.09,291.6558414254609
7.1,292.8188540884887
7.11,293.98330179143284
7.12,295.1491766827458
7.13,296.3164709108806
7.14,297.48517662429
7.15,298.6552859714269
7.16,299.8267911007441
7.17,300.9996841606943
7.18,302.17395729973043
7.19,303.3496026663055
7.2,304.52661240887187
7.21,305.7049786758828
7.22,306.88469361579087
7.23,308.06574937704903
7.24,309.24813810811
7.25,310.43185195742655
7.26,311.6168830734516
7.27,312.80322360463816
7.28,313.9908656994388
7.29,315.1798015063064
7.3,316.37002317369365
7.31,317.5615228500536
7.32,318.75429268383914
7.33,319.9483248235028
7.34,321.14361141749754
7.35,322.3401446142761
7.36,323.5379165622916
7.37,324.73691940999635
7.38,325.9371453058436
7.39,327.13858639828607
7.4,328.3412348357765
7.41,329.5450827667679
7.42,330.75012233971273
7.43,331.95634570306413
7.44,333.1637450052749
7.45,334.3723123947977
7.46,335.5820400200855
7.47,336.792920029591
7.48,338.0049445717672
7.49,339.2181057950667
7.5,340.43239584794253
7.51,341.64780687884735
7.52,342.86433103623403
7.53,344.0819604685555
7.54,345.30068732426435
7.55,346.5205037518137
7.56,347.74140189965607
7.57,348.9633739162446
7.58,350.1864119500318
7.59,351.4105081494706
7.6,352.63565466301407
7.61,353.8618436391147
7.62,355.08906722622527
7.63,356.3173175727989
7.64,357.54658682728825
7.65,358.7768671381464
7.66,360.0081506538256
7.67,361.2404295227791
7.68,362.4736958934597
7.69,363.7079419143202
7.7,364.9431597338133
7.71,366.1793415003919
7.72,367.4164793625087
7.73,368.65456546861685
7.74,369.89359196716896
7.75,371.1335510066177
7.76,372.3744347354161
7.77,373.616235302017
7.78,374.8589448548732
7.79,376.10255554243736
7.8,377.3470595131624
7.81,378.5924489155012
7.82,379.8387158979067
7.83,381.0858526088314
7.84,382.3338511967284
7.85,383.5827038100502
7.86,384.8324025972501
7.87,386.0829397067804
7.88,387.3343072870944
7.89,388.5864974866445
7.9,389.8395024538839
7.91,391.0933143372652
7.92,392.3479252852411
7.93,393.6033274462648
7.94,394.859512968789
7.95,396.11647400126617
7.96,397.3742026921496
7.97,398.6326911898916
7.98,399.8919316429457
7.99,401.15191619976406
8.0,402.41263700879983
8.01,403.6740862185056
8.02,404.93625597733455
8.03,406.19913843373934
8.04,407.4627257361728
8.05,408.7270100330877
8.06,409.9919834729368
8.07,411.2576382041731
8.08,412.5239663752493
8.09,413.7909601346181
8.1,415.05861163073246
8.11,416.3269130120452
8.12,417.59585642700927
8.13,418.8654340240777
8.14,420.1356379517025
8.15,421.40646035833714
8.16,422.67789339243416
8.17,423.9499292024467
8.18,425.22255993682734
8.19,426.4957777440288
8.2,427.7695747725041
8.21,429.0439431707063
8.22,430.3188750870876
8.23,431.5943626701012
8.24,432.8703980682
8.25,434.14697342983663
8.26,435.4240809034639
8.27,436.7017126375348
8.28,437.9798607805021
8.29,439.25851748081857
8.3,440.5376748869372
8.31,441.8173251473105
8.32,443.0974604103914
8.33,444.37807282463285
8.34,445.65915453848766
8.35,446.9406977004084
8.36,448.2226944588482
8.37,449.5051369622598
8.38,450.78801735909616
8.39,452.0713277978098
8.4,453.3550604268536
8.41,454.6392073946804
8.42,455.9237608497432
8.43,457.2087129404947
8.44,458.4940558153877
8.45,459.77978162287496
8.46,461.06588251140965
8.47,462.35235062944406
8.48,463.6391781254314
8.49,464.9263571478244
8.5,466.2138798450758
8.51,467.5017383656384
8.52,468.7899248579652
8.53,470.0784314705089
8.54,471.3672503517223
8.55,472.6563736500585
8.56,473.94579351397
8.57,475.2355020919096
8.58,476.5254915323302
8.59,477.8157539836848
8.6,479.1062815944259
8.61,480.3970665130066
8.62,481.6881008878796
8.63,482.9793768674981
8.64,484.27088660031416
8.65,485.5626222347811
8.66,486.8545759193517
8.67,488.1467398024786
8.68,489.43910603261486
8.69,490.7316667582131
8.7,492.0244141277264
8.71,493.3173402896075
8.72,494.61043739230905
8.73,495.9036975842838
8.74,497.1971130139849
8.75,498.490675829865
8.76,499.7843781803769
8.77,501.0782122139735
8.78,502.3721700791075
8.79,503.6662439242318
8.8,504.9604258977996
8.81,506.2547081482629
8.82,507.5490828240752
8.83,508.843542073689
8.84,510.1380780455571
8.85,511.43268288813255
8.86,512.727348749868
8.87,514.0220677792164
8.88,515.3168321246308
8.89,516.6116339345633
8.9,517.9064653574673
8.91,519.2013185417954
8.92,520.4961856360004
8.93,521.7910587885353
8.94,523.0859301478531
8.95,524.380791862406
8.96,525.6756360806476
8.97,526.97045495103
8.98,528.2652406220063
8.99,529.5599852420294
9.0,530.8546809595521
9.01,532.1493199230272
9.02,533.4438942809073
9.03,534.7383961816455
9.04,536.0328177736948
9.05,537.3271512055078
9.06,538.6213886255372
9.07,539.9155221822359
9.08,541.2095440240566
9.09,542.5034462994524
9.1,543.797221156876
9.11,545.0908607447802
9.12,546.384357211618
9.13,547.677702705842
9.14,548.9708893759051
9.15,550.2639093702599
9.16,551.5567548373596
9.17,552.8494179256567
9.18,554.1418907836043
9.19,555.434165559655
9.2,556.7262344022616
9.21,558.0180894598775
9.22,559.3097228809547
9.23,560.6011268139464
9.24,561.8922934073055
9.25,563.1832148094846
9.26,564.4738831689367
9.27,565.7642906341146
9.28,567.054429353471
9.29,568.3442914754588
9.3,569.6338691485312
9.31,570.9231545211404
9.32,572.2121397417395
9.33,573.5008169587812
9.34,574.7891783207186
9.35,576.0772159760041
9.36,577.3649220730911
9.37,578.6522887604319
9.38,579.9393081864797
9.39,581.2259724996869
9.4,582.5122738485067
9.41,583.7982043813918
9.42,585.0837562467948
9.43,586.3689215931688
9.44,587.6536925689667
9.45,588.9380613226409
9.46,590.222020002645
9.47,591.505560757431
9.48,592.788675735452
9.49,594.0713570851608
9.5,595.3535969550104
9.51,596.6353874934535
9.52,597.9167208489428
9.53,599.1975891699313
9.54,600.477984604872
9.55,601.7578993022174
9.56,603.0373254104203
9.57,604.3162550779336
9.58,605.5946804532102
9.59,606.8725936847031
9.6,608.1499869208646
9.61,609.426852310148
9.62,610.7031820010059
9.63,611.9789681418913
9.64,613.2542028812568
9.65,614.5288783675553
9.66,615.8029867492396
9.67,617.0765201747627
9.68,618.3494707925771
9.69,619.6218307511358
9.7,620.8935921988917
9.71,622.1647472842978
9.72,623.4352881558063
9.73,624.7052069618707
9.74,625.9744958509433
9.75,627.2431469714772
9.76,628.511152471925
9.77,629.7785045007399
9.78,631.0451952063744
9.79,632.3112167372814
9.8,633.5765612419141
9.81,634.8412208687246
9.82,636.1051877661662
9.83,637.3684540826916
9.84,638.6310119667537
9.85,639.8928535668052
9.86,641.1539710312989
9.87,642.4143565086878
9.88,643.6740021474249
9.89,644.9329000959625
9.9,646.1910425027535
9.91,647.4484215162511
9.92,648.7050292849078
9.93,649.9608579571766
9.94,651.2158996815102
9.95,652.4701466063616
9.96,653.7235908801836
9.97,654.9762246514288
9.98,656.2280400685502
9.99,657.4790292800005
10.0,658.7291844342326
10.01,659.9784976796993
10.02,661.2269611648533
10.03,662.4745670381477
10.04,663.7213074480353
10.05,664.9671745429689
10.06,666.212160471401
10.07,667.4562573817848
10.08,668.6994574225728
10.09,669.9417527422182
10.1,671.1831354891733
10.11,672.4235978118916
10.12,673.6631318588252
10.13,674.9017297784278
10.14,676.1393837191513
10.15,677.376085829449
10.16,678.6118282577736
10.17,679.846603152578
10.18,681.080402662315
10.19,682.3132189354376
10.2,683.5450441203982
10.21,684.7758703656501
10.22,686.0056898196458
10.23,687.2344946308382
10.24,688.46227694768
10.25,689.6890289186242
10.26,690.9147426921236
10.27,692.1394104166311
10.28,693.3630242405994
10.29,694.5855763124812
10.3,695.8070587807294
10.31,697.0274637937972
10.32,698.246783500137
10.33,699.4650100482017
10.34,700.682135586444
10.35,701.898152263317
10.36,703.1130522272732
10.37,704.326827626766
10.38,705.5394706102478
10.39,706.7509733261713
10.4,707.9613279229894
10.41,709.170526549155
10.42,710.3785613531212
10.43,711.5854244833404
10.44,712.7911080882654
10.45,713.9956043163495
10.46,715.1989053160452
10.47,716.4010032358053
10.48,717.6018902240825
10.49,718.8015584293299
10.5,720.0
10.51,721.1971816077441
10.52,722.3929680170044
10.53,723.5871985154215
10.54,724.779712390636
10.55,725.970348930289
10.56,727.1589474220203
10.57,728.3453471534705
10.58,729.5293874122808
10.59,730.7109074860915
10.6,731.889746662543
10.61,733.065744229276
10.62,734.2387394739312
10.63,735.4085716841493
10.64,736.5750801475704
10.65,737.7381041518352
10.66,738.8974829845843
10.67,740.0530559334584
10.68,741.2046622860984
10.69,742.3521413301441
10.7,743.4953323532368
10.71,744.6340746430169
10.72,745.7682074871248
10.73,746.8975701732008
10.74,748.0220019888861
10.75,749.1413422218208
10.76,750.2554301596458
10.77,751.3641050900017
10.78,752.4672063005287
10.79,753.5645730788675
10.8,754.6560447126593
10.81,755.7414604895438
10.82,756.820659697162
10.83,757.8934816231543
10.84,758.9597655551615
10.85,760.019350780824
10.86,761.0720765877825
10.87,762.1177822636774
10.88,763.1563070961498
10.89,764.1874903728396
10.9,765.2111713813878
10.91,766.2271894094346
10.92,767.2353837446209
10.93,768.2355936745872
10.94,769.2276584869743
10.95,770.211417469422
10.96,771.1867099095722
10.97,772.1533750950641
10.98,773.111252313539
10.99,774.0601808526375
11.0,775.0
11.01,775.9305744453491
11.02,776.8518704867348
11.03,777.7638798242889
11.04,778.666594158144
11.05,779.5600051884318
11.06,780.4441046152842
11.07,781.3188841388334
11.08,782.1843354592113
11.09,783.04045027655
11.1,783.8872202909816
11.11,784.7246372026382
11.12,785.5526927116515
11.13,786.3713785181537
11.14,787.1806863222769
11.15,787.9806078241531
11.16,788.7711347239141
11.17,789.5522587216922
11.18,790.3239715176193
11.19,791.0862648118275
11.2,791.8391303044486
11.21,792.5825596956151
11.22,793.3165446854586
11.23,794.041076974111
11.24,794.7561482617048
11.25,795.4617502483716
11.26,796.1578746342437
11.27,796.8445131194532
11.28,797.5216574041317
11.29,798.1892991884116
11.3,798.847430172425
11.31,799.4960420563035
11.32,800.1351265401795
11.33,800.7646753241846
11.34,801.3846801084513
11.35,801.9951325931113
11.36,802.596024478297
11.37,803.1873474641399
11.38,803.7690932507724
11.39,804.3412535383266
11.4,804.9038200269342
11.41,805.4567844167274
11.42,806.000138407838
11.43,806.5338737003982
11.44,807.0579819945403
11.45,807.572454990396
11.46,808.0772843880974
11.47,808.5724618877764
11.48,809.0579791895652
11.49,809.5338279935957
11.5,810.0
11.51,810.45652061086
11.52,810.9035500360571
11.53,811.3412821874227
11.54,811.7699109767882
11.55,812.1896303159848
11.56,812.6006341168438
11.57,813.0031162911964
11.58,813.3972707508743
11.59,813.7832914077084
11.6,814.1613721735304
11.61,814.5317069601715
11.62,814.8944896794628
11.63,815.2499142432362
11.64,815.5981745633223
11.65,815.939464551553
11.66,816.2739781197595
11.67,816.6019091797729
11.68,816.9234516434246
11.69,817.238799422546
11.7,817.5481464289685
11.71,817.8516865745233
11.72,818.1496137710419
11.73,818.4421219303554
11.74,818.7294049642951
11.75,819.0116567846927
11.76,819.2890713033792
11.77,819.561842432186
11.78,819.8301640829443
11.79,820.0942301674858
11.8,820.3542345976415
11.81,820.6103712852428
11.82,820.8628341421211
11.83,821.1118170801076
11.84,821.3575140110337
11.85,821.6001188467307
11.86,821.8398254990298
11.87,822.0768278797627
11.88,822.3113199007606
11.89,822.5434954738547
11.9,822.7735485108763
11.91,823.0016729236568
11.92,823.2280626240274
11.93,823.4529115238197
11.94,823.676413534865
11.95,823.8987625689941
11.96,824.1201525380391
11.97,824.3407773538308
11.98,824.5608309282006
11.99,824.7805071729799
12.0,825.0
12.01,825.2194631112111
12.02,825.4388893690369
12.03,825.6582314260203
12.04,825.8774419347036
12.05,826.09647354763
12.06,826.3152789173417
12.07,826.5338106963816
12.08,826.7520215372924
12.09,826.9698640926166
12.1,827.187291014897
12.11,827.4042549566764
12.12,827.6207085704971
12.13,827.836604508902
12.14,828.0518954244341
12.15,828.2665339696355
12.16,828.4804727970488
12.17,828.6936645592173
12.18,828.906061908683
12.19,829.117617497989
12.2,829.328283979678
12.21,829.5380140062923
12.22,829.7467602303748
12.23,829.9544753044684
12.24,830.1611118811152
12.25,830.3666226128582
12.26,830.5709601522403
12.27,830.7740771518039
12.28,830.9759262640915
12.29,831.1764601416462
12.3,831.3756314370102
12.31,831.5733928027265
12.32,831.7696968913376
12.33,831.9644963553862
12.34,832.1577438474151
12.35,832.3493920199669
12.36,832.5393935255839
12.37,832.7277010168094
12.38,832.9142671461858
12.39,833.0990445662558
12.4,833.2819859295618
12.41,833.4630438886467
12.42,833.6421710960531
12.43,833.8193202043237
12.44,833.9944438660012
12.45,834.1674947336284
12.46,834.3384254597476
12.47,834.5071886969018
12.48,834.6737370976334
12.49,834.8380233144852
12.5,835.0
12.51,835.1596269442962
12.52,835.3168924877959
12.53,835.4717921084974
12.54,835.6243212843981
12.55,835.7744754934968
12.56,835.9222502137904
12.57,836.0676409232781
12.58,836.2106430999571
12.59,836.3512522218258
12.6,836.4894637668822
12.61,836.6252732131238
12.62,836.758676038549
12.63,836.8896677211561
12.64,837.0182437389425
12.65,837.1443995699067
12.66,837.2681306920463
12.67,837.3894325833596
12.68,837.5083007218444
12.69,837.6247305854988
