wind_speed,Aria Libellula 60i
2.06,0.0
2.07,0.0
2.08,0.0
2.09,0.0
2.1,0.0
2.11,0.0
2.12,0.0
2.13,0.0
2.14,0.0
2.15,0.0
2.16,0.0
2.17,0.0
2.18,0.0
2.19,0.0
2.2,0.0
2.21,0.0
2.22,0.0
2.23,0.0
2.24,0.0
2.25,0.0
2.26,0.0
2.27,0.0
2.28,0.0
2.29,0.0
2.3,0.0
2.31,0.0
2.32,0.0
2.33,0.0
2.34,0.0
2.35,0.0
2.36,0.0
2.37,0.0
2.38,0.0
2.39,0.0
2.4,0.0
2.41,0.0
2.42,0.0
2.43,0.0
2.44,0.0
2.45,0.0
2.46,0.0
2.47,0.0
2.48,0.0
2.49,0.0
2.5,0.0
2.51,0.0
2.52,0.0
2.53,0.0
2.54,0.0
2.55,0.0
2.56,0.0
2.57,0.0
2.58,0.0
2.59,0.0
2.6,0.0
2.61,0.0
2.62,0.0
2.63,0.0
2.64,0.0
2.65,0.0
2.66,0.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0180572967569611
3.02,0.0366456336297884
3.03,0.0557623242965911
3.04,0.0754046824354848
3.05,0.0955700217245783
3.06,0.1162556558419871
3.07,0.1374588984658212
3.08,0.1591770632741954
3.09,0.1814074639452194
3.1,0.2041474141570082
3.11,0.227394227587672
3.12,0.2511452179153246
3.13,0.2753976988180785
3.14,0.3001489839740455
3.15,0.3253963870613375
3.16,0.3511372217580685
3.17,0.3773688017423485
3.18,0.4040884406922926
3.19,0.4312934522860109
3.2,0.4589811502016181
3.21,0.4871488481172232
3.22,0.5157938597109426
3.23,0.5449134986608857
3.24,0.5745050786451675
3.25,0.6045659133418971
3.26,0.6350933164291891
3.27,0.6660846015851567
3.28,0.697537082487909
3.29,0.7294480728155628
3.3,0.7618148862462264
3.31,0.7946348364580154
3.32,0.8279052371290397
3.33,0.8616234019374137
3.34,0.8957866445612475
3.35,0.9303922786786568
3.36,0.9654376179677496
3.37,1.0009199761066434
3.38,1.036836666773446
3.39,1.0731850036462738
3.4,1.1099623004032346
3.41,1.1471658707224457
3.42,1.1847930282820154
3.43,1.2228410867600596
3.44,1.2613073598346871
3.45,1.3001891611840144
3.46,1.339483804486149
3.47,1.3791886034192091
3.48,1.4193008716613007
3.49,1.459817922890542
3.5,1.500737070785041
3.51,1.5420556290229124
3.52,1.5837709112822698
3.53,1.6258802312412213
3.54,1.6683809025778844
3.55,1.7112702389703671
3.56,1.7545455540967854
3.57,1.7982041616352495
3.58,1.8422433752638727
3.59,1.8866605086607655
3.6,1.9314528755040448
3.61,1.9766177894718169
3.62,2.0221525642422
3.63,2.0680545134933017
3.64,2.1143209509032386
3.65,2.160949190150119
3.66,2.207936544912059
3.67,2.255280328867168
3.68,2.302977855693561
3.69,2.351026439069348
3.7,2.399423392672644
3.71,2.448166030181557
3.72,2.4972516652742063
3.73,2.546677611628697
3.74,2.596441182923148
3.75,2.646539692835665
3.76,2.696970455044364
3.77,2.747730783227361
3.78,2.7988179910627613
3.79,2.850229392228684
3.8,2.901962300403235
3.81,2.9540140292645325
3.82,3.006381892490684
3.83,3.0590632037598064
3.84,3.112055276750009
3.85,3.165355425139406
3.86,3.218960962606105
3.87,3.272869202828227
3.88,3.3270774594838777
3.89,3.3815830462511727
3.9,3.4363832768082223
3.91,3.4914754648331403
3.92,3.5468569240040377
3.93,3.602524967999029
3.94,3.658476910496225
3.95,3.714710065173739
3.96,3.771221745709681
3.97,3.828009265782168
3.98,3.8850699390693055
3.99,3.942401079249215
4.0,4.0
4.01,4.057864312981224
4.02,4.115992821778228
4.03,4.174384627957807
4.04,4.233038833086736
4.05,4.291954538731814
4.06,4.351130846459827
4.07,4.410566857837566
4.08,4.470261674431813
4.09,4.530214397809361
4.1,4.590424129536999
4.11,4.650889971181517
4.12,4.711611024309698
4.13,4.772586390488332
4.14,4.833815171284211
4.15,4.895296468264127
4.16,4.957029382994858
4.17,5.019013017043198
4.18,5.081246471975937
4.19,5.1437288493598645
4.2,5.206459250761762
4.21,5.269436777748426
4.22,5.33266053188664
4.23,5.3961296147432
4.24,5.459843127884883
4.25,5.523800172878484
4.26,5.587999851290792
4.27,5.652441264688592
4.28,5.7171235146386845
4.29,5.782045702707842
4.3,5.84720693046286
4.31,5.912606299470529
4.32,5.978242911297638
4.33,6.04411586751097
4.34,6.110224269677315
4.35,6.176567219363463
4.36,6.243143818136211
4.37,6.309953167562331
4.38,6.376994369208623
4.39,6.44426652464187
4.4,6.511768735428872
4.41,6.579500103136403
4.42,6.647459729331252
4.43,6.71564671558022
4.44,6.784060163450089
4.45,6.852699174507644
4.46,6.921562850319676
4.47,6.990650292452975
4.48,7.059960602474334
4.49,7.129492881950531
4.5,7.199246232448358
4.51,7.269219755534608
4.52,7.339412552776064
4.53,7.409823725739527
4.54,7.48045237599177
4.55,7.551297605099586
4.56,7.622358514629766
4.57,7.693634206149104
4.58,7.765123781224377
4.59,7.8368263414223795
4.6,7.908740988309898
4.61,7.980866823453732
4.62,8.053202948420653
4.63,8.125748464777455
4.64,8.198502474090931
4.65,8.271464077927874
4.66,8.34463237785506
4.67,8.418006475439281
4.68,8.491585472247333
4.69,8.565368469846003
4.7,8.639354569802073
4.71,8.713542873682332
4.72,8.787932483053572
4.73,8.862522499482587
4.74,8.937312024536157
4.75,9.01230015978107
4.76,9.087486006784117
4.77,9.16286866711209
4.78,9.238447242331782
4.79,9.314220834009964
4.8,9.390188543713435
4.81,9.466349473008988
4.82,9.542702723463412
4.83,9.619247396643487
4.84,9.695982594116
4.85,9.77290741744775
4.86,9.850020968205524
4.87,9.9273223479561
4.88,10.004810658266278
4.89,10.08248500070284
4.9,10.160344476832584
4.91,10.23838818822228
4.92,10.316615236438732
4.93,10.395024723048726
4.94,10.473615749619054
4.95,10.552387417716494
4.96,10.63133882890784
4.97,10.71046908475988
4.98,10.789777286839412
4.99,10.869262536713208
5.0,10.948923935948066
5.01,11.028760586110767
5.02,11.10877158876811
5.03,11.18895604548689
5.04,11.269313057833871
5.05,11.349841727375862
5.06,11.430541155679643
5.07,11.511410444312007
5.08,11.592448694839742
5.09,11.673655008829629
5.1,11.75502848784846
5.11,11.836568233463035
5.12,11.91827334724013
5.13,12.000142930746534
5.14,12.082176085549037
5.15,12.16437191321444
5.16,12.246729515309514
5.17,12.329247993401047
5.18,12.411926449055844
5.19,12.494763983840686
5.2,12.577759699322357
5.21,12.660912697067644
5.22,12.744222078643345
5.23,12.827686945616245
5.24,12.911306399553126
5.25,12.995079542020786
5.26,13.079005474586006
5.27,13.16308329881558
5.28,13.2473121162763
5.29,13.331691028534944
5.3,13.416219137158304
5.31,13.500895543713172
5.32,13.58571934976634
5.33,13.670689656884589
5.34,13.755805566634702
5.35,13.84106618058348
5.36,13.926470600297714
5.37,14.01201792734418
5.38,14.09770726328967
5.39,14.183537709700976
5.4,14.269508368144894
5.41,14.355618340188196
5.42,14.441866727397676
5.43,14.52825263134013
5.44,14.614775153582348
5.45,14.701433395691105
5.46,14.788226459233194
5.47,14.875153445775409
5.48,14.962213456884545
5.49,15.049405594127368
5.5,15.136728959070684
5.51,15.224182653281275
5.52,15.311765778325938
5.53,15.39947743577146
5.54,15.487316727184618
5.55,15.575282754132209
5.56,15.66337461818102
5.57,15.751591420897848
5.58,15.839932263849466
5.59,15.928396248602668
5.6,16.01698247672425
5.61,16.105690049781003
5.62,16.194518069339697
5.63,16.283465636967133
5.64,16.372531854230097
5.65,16.461715822695393
5.66,16.551016643929778
5.67,16.640433419500066
5.68,16.72996525097303
5.69,16.819611239915478
5.7,16.90937048789418
5.71,16.99924209647593
5.72,17.089225167227514
5.73,17.179318801715738
5.74,17.269522101507366
5.75,17.3598341681692
5.76,17.450254103268023
5.77,17.540781008370633
5.78,17.631413985043814
5.79,17.722152134854344
5.8,17.812994559369024
5.81,17.90394036015464
5.82,17.994988638777983
5.83,18.08613849680583
5.84,18.17738903580498
5.85,18.268739357342223
5.86,18.360188562984348
5.87,18.451735754298127
5.88,18.54338003285037
5.89,18.635120500207847
5.9,18.726956257937378
5.91,18.81888640760571
5.92,18.91091005077965
5.93,19.003026289026
5.94,19.09523422391153
5.95,19.18753295700304
5.96,19.2799215898673
5.97,19.372399224071124
5.98,19.46496496118129
5.99,19.557617902764576
6.0,19.650357150387784
6.01,19.74318180561769
6.02,19.836090970021107
6.03,19.929083745164807
6.04,20.02215923261557
6.05,20.115316533940195
6.06,20.208554750705467
6.07,20.301872984478187
6.08,20.395270336825124
6.09,20.48874590931308
6.1,20.58229880350884
6.11,20.675928120979197
6.12,20.769632963290928
6.13,20.863412432010826
6.14,20.95726562870568
6.15,21.05119165494229
6.16,21.14518961228743
6.17,21.23925860230789
6.18,21.333397726570468
6.19,21.427606086641948
6.2,21.52188278408911
6.21,21.616226920478752
6.22,21.710637597377666
6.23,21.805113916352635
6.24,21.89965497897044
6.25,21.99425988679788
6.26,22.08892774140174
6.27,22.18365764434881
6.28,22.278448697205885
6.29,22.37330000153973
6.3,22.46821065891717
6.31,22.563179770904963
6.32,22.65820643906991
6.33,22.7532897649788
6.34,22.84842885019841
6.35,22.943622796295543
6.36,23.03887070483699
6.37,23.134171677389524
6.38,23.22952481551994
6.39,23.324929220795028
6.4,23.420383994781588
6.41,23.51588823904639
6.42,23.611441055156224
6.43,23.70704154467789
6.44,23.80268880917817
6.45,23.898381950223857
6.46,23.994120069381733
6.47,24.08990226821859
6.48,24.18572764830122
6.49,24.281595311196405
6.5,24.37750435847093
6.51,24.4734538916916
6.52,24.569443012425182
6.53,24.665470822238493
6.54,24.76153642269829
6.55,24.857638915371385
6.56,24.95377740182456
6.57,25.049950983624598
6.58,25.146158762338285
6.59,25.24239983953241
6.6,25.338673316773782
6.61,25.43497829562918
6.62,25.531313877665376
6.63,25.62767916444917
6.64,25.724073257547342
6.65,25.820495258526712
6.66,25.91694426895403
6.67,26.013419390396106
6.68,26.109919724419715
6.69,26.20644437259167
6.7,26.30299243647872
6.71,26.399563017647683
6.72,26.496155217665347
6.73,26.59276813809849
6.74,26.68940088051392
6.75,26.786052546478388
6.76,26.882722237558724
6.77,26.97940905532168
6.78,27.076112101334083
6.79,27.172830477162687
6.8,27.269563284374293
6.81,27.366309624535692
6.82,27.46306859921369
6.83,27.55983930997504
6.84,27.656620858386557
6.85,27.753412346015008
6.86,27.850212874427207
6.87,27.947021545189923
6.88,28.04383745986995
6.89,28.14065972003408
6.9,28.237487427249103
6.91,28.3343196830818
6.92,28.431155589098964
6.93,28.52799424686738
6.94,28.62483475795385
6.95,28.721676223925144
6.96,28.818517746348057
6.97,28.915358426789386
6.98,29.012197366815908
6.99,29.10903366799442
7.0,29.2058664318917
7.01,29.302694760074548
7.02,29.39951775410974
7.03,29.49633451556409
7.04,29.593144146004363
7.05,29.68994574699735
7.06,29.78673842010984
7.07,29.88352126690864
7.08,29.98029338896051
7.09,30.077053887832257
7.1,30.17380186509066
7.11,30.270536422302524
7.12,30.367256661034624
7.13,30.46396168285374
7.14,30.560650589326663
7.15,30.657322482020213
7.16,30.75397646250114
7.17,30.85061163233626
7.18,30.947227093092337
7.19,31.043821946336184
7.2,31.140395293634565
7.21,31.23694623655429
7.22,31.333473876662133
7.23,31.4299773155249
7.24,31.52645565470936
7.25,31.622907995782302
7.26,31.71933344031052
7.27,31.81573108986082
7.28,31.91210004599997
7.29,32.00843941029476
7.3,32.10474828431198
7.31,32.20102576961843
7.32,32.29727096778089
7.33,32.39348298036614
7.34,32.48966090894098
7.35,32.585803855072186
7.36,32.68191092032657
7.37,32.777981206270894
7.38,32.87401381447197
7.39,32.97000784649656
7.4,33.06596240391149
7.41,33.16187658828352
7.42,33.25774950117943
7.43,33.35358024416603
7.44,33.44936791881012
7.45,33.54511162667845
7.46,33.64081046933784
7.47,33.73646354835506
7.48,33.83206996529692
7.49,33.927628821730174
7.5,34.02313921922165
7.51,34.118600259338095
7.52,34.214011043646344
7.53,34.309370673713175
7.54,34.40467825110533
7.55,34.49993287738965
7.56,34.595133654132894
7.57,34.69027968290189
7.58,34.785370065263365
7.59,34.88040390278415
7.6,34.97538029703103
7.61,35.07029834957079
7.62,35.165157161970214
7.63,35.25995583579609
7.64,35.35469347261521
7.65,35.44936917399437
7.66,35.54398204150034
7.67,35.63853117669993
7.68,35.73301568115991
7.69,35.82743465644709
7.7,35.92178720412822
7.71,36.01607242577013
7.72,36.11028942293959
7.73,36.204437297203405
7.74,36.29851515012832
7.75,36.39252208328119
7.76,36.48645719822873
7.77,36.58031959653778
7.78,36.67410837977512
7.79,36.76782264950752
7.8,36.86146150730179
7.81,36.9550240547247
7.82,37.04850939334307
7.83,37.14191662472365
7.84,37.23524485043325
7.85,37.32849317203864
7.86,37.42166069110664
7.87,37.514746509204016
7.88,37.60774972789756
7.89,37.700669448754056
7.9,37.79350477334031
7.91,37.886254803223096
7.92,37.9789186399692
7.93,38.07149538514542
7.94,38.16398414031855
7.95,38.25638400705535
7.96,38.34869408692264
7.97,38.44091348148718
7.98,38.53304129231581
7.99,38.62507662097526
8.0,38.71701856903235
8.01,38.80886623805385
8.02,38.90061872960656
8.03,38.99227514525728
8.04,39.08383458657277
8.05,39.17529615511987
8.06,39.266658952465306
8.07,39.35792208017589
8.08,39.44908463981843
8.09,39.54014573295969
8.1,39.63110446116647
8.11,39.72195992600555
8.12,39.81271122904373
8.13,39.90335747184781
8.14,39.99389775598456
8.15,40.08433118302075
8.16,40.17465685452319
8.17,40.26487387205868
8.18,40.354981337194
8.19,40.44497835149593
8.2,40.53486401653126
8.21,40.62463743386679
8.22,40.7142977050693
8.23,40.80384393170557
8.24,40.89327521534241
8.25,40.98259065754658
8.26,41.0717893598849
8.27,41.16087042392414
8.28,41.24983295123109
8.29,41.33867604337253
8.3,41.427398801915295
8.31,41.51600032842612
8.32,41.6044797244718
8.33,41.69283609161914
8.34,41.78106853143493
8.35,41.86917614548595
8.36,41.957158035338985
8.37,42.04501330256083
8.38,42.132741048718295
8.39,42.22034037537812
8.4,42.30781038410714
8.41,42.3951501764721
8.42,42.48235885403983
8.43,42.5694355183771
8.44,42.65637927105069
8.45,42.7431892136274
8.46,42.829864447674034
8.47,42.91640407475735
8.48,43.00280719644416
8.49,43.08907291430122
8.5,43.17520032989535
8.51,43.26118854479334
8.52,43.34703666056196
8.53,43.432743778768
8.54,43.51830900097826
8.55,43.60373142875953
8.56,43.6890101636786
8.57,43.77414430730224
8.58,43.85913296119725
8.59,43.94397522693042
8.6,44.028670206068526
8.61,44.11321700017838
8.62,44.19761471082674
8.63,44.28186243958044
8.64,44.36595928800624
8.65,44.44990435767091
8.66,44.53369675014127
8.67,44.61733556698408
8.68,44.70081990976615
8.69,44.78414888005428
8.7,44.86732157941523
8.71,44.95033710941582
8.72,45.0331945716228
8.73,45.11589306760298
8.74,45.19843169892316
8.75,45.280809567150094
8.76,45.3630257738506
8.77,45.44507942059146
8.78,45.52696960893946
8.79,45.6086954404614
8.8,45.69025601672405
8.81,45.771650439294206
8.82,45.85287780973865
8.83,45.93393722962419
8.84,46.0148278005176
8.85,46.09554862398566
8.86,46.17609880159517
8.87,46.25647743491293
8.88,46.33668362550573
8.89,46.41671647494032
8.9,46.49657508478353
8.91,46.57625855660212
8.92,46.655765991962895
8.93,46.73509649243263
8.94,46.81424915957814
8.95,46.8932230949662
8.96,46.9720174001636
8.97,47.050631176737085
8.98,47.12906352625352
8.99,47.20731355027964
9.0,47.28538035038224
9.01,47.36326302812814
9.02,47.4409606850841
9.03,47.5184724228169
9.04,47.59579734289336
9.05,47.67293454688026
9.06,47.74988313634437
9.07,47.82664221285249
9.08,47.90321087797141
9.09,47.97958823326791
9.1,48.05577338030879
9.11,48.13176542066083
9.12,48.20756345589082
9.13,48.28316658756557
9.14,48.358573917251846
9.15,48.43378454651643
9.16,48.50879757692611
9.17,48.583612110047696
9.18,48.65822724744797
9.19,48.73264209069372
9.2,48.80685574135172
9.21,48.88086730098878
9.22,48.95467587117168
9.23,49.02828055346719
9.24,49.10168044944213
9.25,49.174874660663264
9.26,49.2478622886974
9.27,49.32064243511131
9.28,49.39321420147178
9.29,49.465576689345625
9.3,49.53772900029963
9.31,49.60967023590054
9.32,49.68139949771519
9.33,49.75291588731035
9.34,49.824218506252805
9.35,49.89530645610937
9.36,49.96617883844678
9.37,50.03683475483189
9.38,50.10727330683144
9.39,50.17749359601223
9.4,50.24749472394106
9.41,50.3172757921847
9.42,50.386835902309954
9.43,50.4561741558836
9.44,50.52528965447245
9.45,50.59418149964327
9.46,50.662848792962855
9.47,50.73129063599799
9.48,50.79950613031548
9.49,50.86749437748208
9.5,50.93525447906459
9.51,51.00278553662983
9.52,51.07008665174454
9.53,51.13715692597556
9.54,51.20399546088964
9.55,51.27060135805359
9.56,51.33697371903418
9.57,51.40311164539821
9.58,51.46901423871248
9.59,51.53468060054374
9.6,51.60010983245882
9.61,51.66530103602447
9.62,51.730253312807534
9.63,51.794965764374766
9.64,51.85943749229293
9.65,51.92366759812886
9.66,51.98765518344932
9.67,52.05139934982111
9.68,52.114899198811
9.69,52.1781538319858
9.7,52.24116235091228
9.71,52.30392385715727
9.72,52.366437452287485
9.73,52.428702237869786
9.74,52.49071731547091
9.75,52.55248178665768
9.76,52.61399475299686
9.77,52.67525531605525
9.78,52.73626257739966
9.79,52.79701563859682
9.8,52.85751360121359
9.81,52.91775556681671
9.82,52.97774063697298
9.83,53.0374679132492
9.84,53.09693649721214
9.85,53.1561454904286
9.86,53.21509399446536
9.87,53.273781110889225
9.88,53.33220594126699
9.89,53.3903675871654
9.9,53.448265150151286
9.91,53.50589773179142
9.92,53.56326443365259
9.93,53.62036435730158
9.94,53.67719660430519
9.95,53.73376027623021
9.96,53.79005447464342
9.97,53.84607830111162
9.98,53.90183085720157
9.99,53.95731124448008
10.0,54.01251856451396
10.01,54.06745191886996
10.02,54.12211040911488
10.03,54.17649313681551
10.04,54.230599203538645
10.05,54.28442771085109
10.06,54.33797776031959
10.07,54.39124845351096
10.08,54.44423889199199
10.09,54.49694817732946
10.1,54.54937541109016
10.11,54.601519694840896
10.12,54.65338013014842
10.13,54.70495581857956
10.14,54.756245861701096
10.15,54.80724936107978
10.16,54.85796541828245
10.17,54.90839313487585
10.18,54.9585316124268
10.19,55.00837995250208
10.2,55.057937256668495
10.21,55.10720262649281
10.22,55.15617516354181
10.23,55.2048539693823
10.24,55.253238145581065
10.25,55.30132679370488
10.26,55.34911901532056
10.27,55.39661391199485
10.28,55.44381058529459
10.29,55.490708136786544
10.3,55.53730566803752
10.31,55.58360228061426
10.32,55.629597076083584
10.33,55.6752891560123
10.34,55.72067762196716
10.35,55.76576157551495
10.36,55.8105401182225
10.37,55.85501235165656
10.38,55.899177377383936
10.39,55.94303429697142
10.4,55.98658221198578
10.41,56.02982022399384
10.42,56.072747434562345
10.43,56.11536294525811
10.44,56.15766585764793
10.45,56.19965527329857
10.46,56.241330293776855
10.47,56.282690020649525
10.48,56.32373355548341
10.49,56.36445999984527
10.5,56.40486845530189
10.51,56.4449580234201
10.52,56.48472780576665
10.53,56.52417690390834
10.54,56.56330441941197
10.55,56.60210945384432
10.56,56.64059110877217
10.57,56.67874848576232
10.58,56.71658068638155
10.59,56.75408681219665
10.6,56.79126596477441
10.61,56.828117245681625
10.62,56.86463975648508
10.63,56.90083259875156
10.64,56.93669487404786
10.65,56.97222568394076
10.66,57.00742412999705
10.67,57.04228931378353
10.68,57.07682033686697
10.69,57.11101630081416
10.7,57.14487630719191
10.71,57.178399457567
10.72,57.21158485350621
10.73,57.24443159657633
10.74,57.27693878834414
10.75,57.309105530376456
10.76,57.34093092424005
10.77,57.37241407150171
10.78,57.403554073728216
10.79,57.43435003248637
10.8,57.46480104934296
10.81,57.49490622586477
10.82,57.524664663618594
10.83,57.554075464171206
10.84,57.583137729089415
10.85,57.61185055993999
10.86,57.64021305828973
10.87,57.66822432570543
10.88,57.69588346375387
10.89,57.72318957400184
10.9,57.75014175801613
10.91,57.77673911736352
10.92,57.80298075361081
10.93,57.828865768324775
10.94,57.85439326307224
10.95,57.879562339419934
10.96,57.90437209893469
10.97,57.9288216431833
10.98,57.95291007373251
10.99,57.976636492149154
11.0,58.0
11.01,58.0230003494604
11.02,58.045639895139885
11.03,58.06792164225661
11.04,58.08984859602867
11.05,58.1114237616742
11.06,58.13265014441128
11.07,58.15353074945808
11.08,58.17406858203267
11.09,58.19426664735317
11.1,58.214127950637724
11.11,58.23365549710443
11.12,58.252852291971394
11.13,58.27172134045677
11.14,58.29026564777861
11.15,58.30848821915509
11.16,58.3263920598043
11.17,58.34398017494436
11.18,58.36125556979338
11.19,58.378221249569485
11.2,58.3948802194908
11.21,58.41123548477544
11.22,58.42729005064148
11.23,58.44304692230708
11.24,58.45850910499036
11.25,58.4736796039094
11.26,58.48856142428232
11.27,58.50315757132728
11.28,58.51747105026236
11.29,58.53150486630568
11.3,58.54526202467535
11.31,58.55874553058949
11.32,58.57195838926625
11.33,58.5849036059237
11.34,58.59758418577997
11.35,58.6100031340532
11.36,58.62216345596148
11.37,58.6340681567229
11.38,58.64572024155565
11.39,58.65712271567779
11.4,58.66827858430746
11.41,58.67919085266274
11.42,58.689862525961786
11.43,58.70029660942271
11.44,58.71049610826361
11.45,58.72046402770261
11.46,58.73020337295783
11.47,58.739717149247376
11.48,58.749008361789386
11.49,58.75808001580194
11.5,58.7669351165032
11.51,58.77557666911124
11.52,58.784007678844205
11.53,58.79223115092019
11.54,58.80025009055733
11.55,58.80806750297372
11.56,58.81568639338749
11.57,58.82310976701676
11.58,58.83034062907964
11.59,58.83738198479425
11.6,58.8442368393787
11.61,58.8509081980511
11.62,58.85739906602958
11.63,58.86371244853224
11.64,58.86985135077722
11.65,58.875818777982616
11.66,58.88161773536657
11.67,58.88725122814716
11.68,58.89272226154252
11.69,58.89803384077077
11.7,58.903188971050014
11.71,58.90819065759839
11.72,58.913041905634
11.73,58.91774572037497
11.74,58.92230510703939
11.75,58.92672307084541
11.76,58.93100261701113
11.77,58.93514675075464
11.78,58.93915847729411
11.79,58.943040801847616
11.8,58.94679672963328
11.81,58.95042926586924
11.82,58.9539414157736
11.83,58.95733618456444
11.84,58.96061657745994
11.85,58.963785599678175
11.86,58.96684625643727
11.87,58.96980155295535
11.88,58.97265449445051
11.89,58.97540808614089
11.9,58.97806533324458
11.91,58.98062924097973
11.92,58.98310281456442
11.93,58.9854890592168
11.94,58.98779098015495
11.95,58.99001158259703
11.96,58.992153871761104
11.97,58.99422085286533
11.98,58.99621553112781
11.99,58.99814091176667
12.0,59.0
12.01,59.00179543391782
12.02,59.00352838309759
12.03,59.00519964998869
12.04,59.00681003704047
12.05,59.00836034670229
12.06,59.00985138142352
12.07,59.01128394365349
12.08,59.012658835841606
12.09,59.0139768604372
12.1,59.01523881988962
12.11,59.01644551664825
12.12,59.01759775316245
12.13,59.01869633188157
12.14,59.01974205525495
12.15,59.020735725732
12.16,59.02167814576204
12.17,59.02257011779445
12.18,59.02341244427858
12.19,59.02420592766377
12.2,59.02495137039942
12.21,59.02564957493488
12.22,59.02630134371949
12.23,59.02690747920263
12.24,59.02746878383362
12.25,59.02798606006188
12.26,59.02846011033674
12.27,59.02889173710756
12.28,59.0292817428237
12.29,59.029630929934505
12.3,59.02994010088939
12.31,59.03021005813764
12.32,59.03044160412866
12.33,59.0306355413118
12.34,59.03079267213642
12.35,59.03091379905189
12.36,59.03099972450755
12.37,59.03105125095279
12.38,59.03106918083694
12.39,59.03105431660935
12.4,59.03100746071943
12.41,59.0309294156165
12.42,59.03082098374994
12.43,59.03068296756909
12.44,59.03051616952333
12.45,59.03032139206198
12.46,59.03009943763446
12.47,59.0298511086901
12.48,59.02957720767825
12.49,59.029278537048285
12.5,59.02895589924956
12.51,59.02861009673144
12.52,59.02824193194327
12.53,59.02785220733442
12.54,59.02744172535427
12.55,59.02701128845214
12.56,59.02656169907743
12.57,59.026093759679455
12.58,59.0256082727076
12.59,59.02510604061125
12.6,59.02458786583973
12.61,59.0240545508424
12.62,59.02350689806863
12.63,59.0229457099678
12.64,59.02237178898924
12.65,59.02178593758232
12.66,59.02118895819639
12.67,59.02058165328083
12.68,59.01996482528498
12.69,59.01933927665821
12.7,59.01870580984989
12.71,59.01806522730936
12.72,59.01741833148599
12.73,59.01676592482915
12.74,59.016108809788186
12.75,59.01544778881247
12.76,59.01478366435133
12.77,59.01411723885416
12.78,59.01344931477031
12.79,59.01278069454914
12.8,59.01211218064002
12.81,59.01144457549229
12.82,59.01077868155532
12.83,59.01011530127846
12.84,59.00945523711109
