wind_speed,DeWind D4 48/600
2.43,2.620391870894464
2.44,2.691617191964716
2.45,2.7631898216719035
2.46,2.8351017443032216
2.47,2.907344944145879
2.48,2.9799114054870754
2.49,3.0527931126140158
2.5,3.1259820498138997
2.51,3.1994702013739333
2.52,3.273249551581322
2.53,3.347312084723259
2.54,3.4216497850869607
2.55,3.496254636959618
2.56,3.571118624628443
2.57,3.646233732380632
2.58,3.721591944503394
2.59,3.797185245283924
2.6,3.8730056190094335
2.61,3.9490450499671192
2.62,4.025295522444189
2.63,4.1017490207278415
2.64,4.178397529105283
2.65,4.255233031863713
2.66,4.33224751329034
2.67,4.409432957672358
2.68,4.486781349296983
2.69,4.564284672451404
2.7,4.641934911422835
2.71,4.719724050498469
2.72,4.79764407396552
2.73,4.87568696611118
2.74,4.953844711222664
2.75,5.032109293587164
2.76,5.110472697491884
2.77,5.188926907224037
2.78,5.267463907070814
2.79,5.346075681319428
2.8,5.424754214257074
2.81,5.503491490170961
2.82,5.582279493348285
2.83,5.661110208076257
2.84,5.739975618642075
2.85,5.818867709332944
2.86,5.8977784644360645
2.87,5.976699868238642
2.88,6.055623905027876
2.89,6.134542559090975
2.9,6.2134478147151375
2.91,6.292331656187571
2.92,6.37118606779547
2.93,6.45000303382605
2.94,6.5287745385665
2.95,6.607492566304034
2.96,6.6861491013258485
2.97,6.764736127919152
2.98,6.843245630371141
2.99,6.921669592969025
3.0,7.0
3.01,7.078237851464071
3.02,7.156420210212427
3.03,7.234593154809048
3.04,7.312802763817927
3.05,7.3910951158030365
3.06,7.469516289328376
3.07,7.548112362957919
3.08,7.626929415255662
3.09,7.706013524785579
3.1,7.785410770111661
3.11,7.86516722979789
3.12,7.945328982408255
3.13,8.025942106506736
3.14,8.107052680657326
3.15,8.188706783424003
3.16,8.270950493370758
3.17,8.353829889061565
3.18,8.437391049060423
3.19,8.521680051931307
3.2,8.606742976238209
3.21,8.692625900545108
3.22,8.779374903415997
3.23,8.867036063414849
3.24,8.955655459105662
3.25,9.045279169052414
3.26,9.135953271819089
3.27,9.22772384596968
3.28,9.32063697006816
3.29,9.414738722678528
3.3,9.510075182364757
3.31,9.606692427690836
3.32,9.704636537220756
3.33,9.803953589518496
3.34,9.90468966314804
3.35,10.006890836673382
3.36,10.11060318865849
3.37,10.215872797667368
3.38,10.322745742263988
3.39,10.431268101012346
3.4,10.541485952476416
3.41,10.653445375220192
3.42,10.767192447807652
3.43,10.882773248802788
3.44,11.000233856769576
3.45,11.119620350272012
3.46,11.240978807874072
3.47,11.36435530813975
3.48,11.48979592963302
3.49,11.617346750917878
3.5,11.7470538505583
3.51,11.878963307118276
3.52,12.013121199161796
3.53,12.149573605252831
3.54,12.288366603955383
3.55,12.429546273833422
3.56,12.573158693450944
3.57,12.719249941371928
3.58,12.867866096160366
3.59,13.01905323638023
3.6,13.172857440595523
3.61,13.329324787370211
3.62,13.488501355268298
3.63,13.65043322285375
3.64,13.815166468690569
3.65,13.982747171342728
3.66,14.153221409374224
3.67,14.326635261349026
3.68,14.503034805831138
3.69,14.682466121384524
3.7,14.864975286573191
3.71,15.050608379961108
3.72,15.239411480112269
3.73,15.431430665590652
3.74,15.626712014960257
3.75,15.82530160678504
3.76,16.02724551962901
3.77,16.232589832056153
3.78,16.44138062263044
3.79,16.65366396991587
3.8,16.869485952476413
3.81,17.088892648876072
3.82,17.311930137678814
3.83,17.538644497448647
3.84,17.769081806749526
3.85,18.003288144145465
3.86,18.24130958820043
3.87,18.48319221747841
3.88,18.728982110543395
3.89,18.978725345959376
3.9,19.232468002290315
3.91,19.490256158100223
3.92,19.752135891953067
3.93,20.018153282412847
3.94,20.28835440804353
3.95,20.562785347409125
3.96,20.841492179073587
3.97,21.12452098160093
3.98,21.411917833555115
3.99,21.703728813500152
4.0,22.0
4.01,22.30076761984193
4.02,22.60602849270632
4.03,22.91576958649681
4.04,23.229977869117004
4.05,23.548640308470567
4.06,23.87174387246113
4.07,24.199275528992377
4.08,24.531222245967875
4.09,24.86757099129129
4.1,25.208308732866275
4.11,25.55342243859649
4.12,25.902899076385523
4.13,26.256725614137025
4.14,26.614889019754656
4.15,26.977376261142076
4.16,27.34417430620287
4.17,27.715270122840693
4.18,28.0906506789592
4.19,28.470302942462045
4.2,28.854213881252825
4.21,29.242370463235204
4.22,29.634759656312813
4.23,30.03136842838933
4.24,30.432183747368327
4.25,30.837192581153477
4.26,31.24638189764842
4.27,31.65973866475679
4.28,32.077249850382266
4.29,32.49890242242844
4.3,32.924683348798936
4.31,33.354579597397446
4.32,33.788578136127605
4.33,34.226665932893
4.34,34.66882995559728
4.35,35.115057172144134
4.36,35.565334550437214
4.37,36.01964905838007
4.38,36.47798766387639
4.39,36.94033733482981
4.4,37.40668503914403
4.41,37.87701774472259
4.42,38.35132241946916
4.43,38.8295860312874
4.44,39.31179554808098
4.45,39.79793793775345
4.46,40.28800016820852
4.47,40.7819692073498
4.48,41.27983202308098
4.49,41.78157558330561
4.5,42.287186855927374
4.51,42.79665280884993
4.52,43.30996040997688
4.53,43.82709662721194
4.54,44.34804842845866
4.55,44.87280278162071
4.56,45.40134665460172
4.57,45.9336670153054
4.58,46.46975083163528
4.59,47.00958507149505
4.6,47.55315670278836
4.61,48.10045269341888
4.62,48.65146001129017
4.63,49.206165624305896
4.64,49.764556500369714
4.65,50.32661960738531
4.66,50.892341913256224
4.67,51.461710385886136
4.68,52.03471199317872
4.69,52.61133370303761
4.7,53.19156248336638
4.71,53.77538530206872
4.72,54.362789127048266
4.73,54.95376092620869
4.74,55.54828766745356
4.75,56.14635631868654
4.76,56.74795384781128
4.77,57.35306722273143
4.78,57.96168341135066
4.79,58.57378938157252
4.8,59.1893721013007
4.81,59.80841853843883
4.82,60.43091566089061
4.83,61.05685043655959
4.84,61.68620983334941
4.85,62.31898081916377
4.86,62.95515036190633
4.87,63.59470542948063
4.88,64.23763298979037
4.89,64.88392001073917
4.9,65.53355346023076
4.91,66.18652030616862
4.92,66.84280751645647
4.93,67.50240205899796
4.94,68.16529090169676
4.95,68.83146101245643
4.96,69.50089935918062
4.97,70.17359290977303
4.98,70.84952863213731
4.99,71.52869349417699
5.0,72.2110744637958
5.01,72.8966585088973
5.02,73.58543259738524
5.03,74.27738369716323
5.04,74.97249877613483
5.05,75.67076480220373
5.06,76.37216874327358
5.07,77.07669756724806
5.08,77.78433824203073
5.09,78.4950777355252
5.1,79.2089030156352
5.11,79.9258010502644
5.12,80.64575880731631
5.13,81.36876325469466
5.14,82.09480136030302
5.15,82.8238600920452
5.16,83.5559264178246
5.17,84.29098730554496
5.18,85.02902972310996
5.19,85.77004063842327
5.2,86.51400701938843
5.21,87.26091583390911
5.22,88.01075404988894
5.23,88.76350863523166
5.24,89.51916655784075
5.25,90.27771478561996
5.26,91.03914028647289
5.27,91.80343002830315
5.28,92.5705709790145
5.29,93.34055010651043
5.3,94.11335437869468
5.31,94.8889707634708
5.32,95.6673862287426
5.33,96.44858774241352
5.34,97.23256227238724
5.35,98.01929678656748
5.36,98.8087782528579
5.37,99.60099363916204
5.38,100.39592991338355
5.39,101.19357404342608
5.4,101.9939129971934
5.41,102.79693374258896
5.42,103.60262324751646
5.43,104.41096847987956
5.44,105.22195640758198
5.45,106.0355739985272
5.46,106.85180822061896
5.47,107.67064604176082
5.48,108.49207442985656
5.49,109.31608035280968
5.5,110.14265077852389
5.51,110.97177267490277
5.52,111.80343300985002
5.53,112.63761875126931
5.54,113.47431686706418
5.55,114.3135143251383
5.56,115.15519809339531
5.57,115.999355139739
5.58,116.84597243207276
5.59,117.69503693830036
5.6,118.54653562632546
5.61,119.40045546405167
5.62,120.2567834193826
5.63,121.1155064602219
5.64,121.97661155447324
5.65,122.8400856700403
5.66,123.70591577482656
5.67,124.5740888367358
5.68,125.4445918236716
5.69,126.31741170353769
5.7,127.1925354442376
5.71,128.06995001367497
5.72,128.9496423797535
5.73,129.83159951037686
5.74,130.71580837344857
5.75,131.60225593687235
5.76,132.49092916855182
5.77,133.3818150363906
5.78,134.2749005082925
5.79,135.17017255216086
5.8,136.0676181358995
5.81,136.967224227412
5.82,137.86897779460213
5.83,138.77286580537336
5.84,139.67887522762942
5.85,140.58699302927394
5.86,141.49720617821058
5.87,142.40950164234286
5.88,143.32386638957453
5.89,144.24028738780925
5.9,145.15875160495065
5.91,146.07924600890226
5.92,147.00175756756775
5.93,147.92627324885086
5.94,148.85278002065525
5.95,149.78126485088438
5.96,150.71171470744204
5.97,151.6441165582318
5.98,152.5784573711574
5.99,153.5147241141223
6.0,154.4529037550302
6.01,155.39298326178485
6.02,156.33494960228978
6.03,157.2787897444488
6.04,158.2244906561653
6.05,159.17203930534305
6.06,160.12142265988564
6.07,161.0726276876969
6.08,162.02564135668015
6.09,162.9804506347392
6.1,163.93704248977772
6.11,164.89540388969937
6.12,165.85552180240768
6.13,166.81738319580631
6.14,167.78097503779898
6.15,168.7462842962893
6.16,169.71329793918082
6.17,170.68200293437727
6.18,171.65238624978227
6.19,172.62443485329948
6.2,173.59813571283252
6.21,174.57347579628495
6.22,175.55044207156055
6.23,176.52902150656294
6.24,177.50920106919563
6.25,178.49096772736235
6.26,179.47430844896678
6.27,180.45921020191244
6.28,181.44565995410315
6.29,182.43364467344236
6.3,183.4231513278338
6.31,184.41416688518112
6.32,185.40667831338797
6.33,186.40067258035788
6.34,187.39613665399455
6.35,188.39305750220169
6.36,189.39142209288292
6.37,190.39121739394184
6.38,191.392430373282
6.39,192.3950479988072
6.4,193.39905723842105
6.41,194.40444506002711
6.42,195.41119843152904
6.43,196.41930432083052
6.44,197.4287496958352
6.45,198.43952152444672
6.46,199.4516067745686
6.47,200.46499241410456
6.48,201.4796654109584
6.49,202.49561273303345
6.5,203.5128213482335
6.51,204.5312782244623
6.52,205.5509703296233
6.53,206.57188463162035
6.54,207.59400809835685
6.55,208.61732769773656
6.56,209.64183039766317
6.57,210.66750316604023
6.58,211.6943329707714
6.59,212.7223067797603
6.6,213.75141156091064
6.61,214.7816342821261
6.62,215.8129619113101
6.63,216.84538141636648
6.64,217.87887976519883
6.65,218.91344392571085
6.66,219.949060865806
6.67,220.985717553388
6.68,222.02340095636052
6.69,223.06209804262733
6.7,224.10179578009183
6.71,225.1424811366577
6.72,226.18414108022876
6.73,227.22676257870847
6.74,228.27033260000064
6.75,229.3148381120086
6.76,230.36026608263637
6.77,231.4066034797873
6.78,232.45383727136524
6.79,233.5019544252736
6.8,234.55094190941617
6.81,235.6007866916966
6.82,236.6514757400186
6.83,237.7029960222856
6.84,238.7553345064013
6.85,239.80847816026943
6.86,240.86241395179368
6.87,241.9171288488775
6.88,242.97260981942452
6.89,244.0288438313386
6.9,245.08581785252332
6.91,246.1435188508822
6.92,247.20193379431893
6.93,248.26104965073716
6.94,249.32085338804055
6.95,250.3813319741327
6.96,251.44247237691724
6.97,252.50426156429785
6.98,253.56668650417825
6.99,254.62973416446184
7.0,255.6933915130525
7.01,256.7576455178537
7.02,257.8224831467691
7.03,258.88789136770254
7.04,259.95385714855746
7.05,261.0203674572375
7.06,262.0874092616464
7.07,263.1549695296879
7.08,264.22303522926524
7.09,265.2915933282824
7.1,266.3606307946429
7.11,267.43013459625047
7.12,268.50009170100867
7.13,269.5704890768211
7.14,270.64131369159145
7.15,271.7125525132235
7.16,272.78419250962065
7.17,273.85622064868664
7.18,274.9286238983251
7.19,276.00138922643976
7.2,277.0745036009341
7.21,278.1479539897119
7.22,279.2217273606767
7.23,280.2958106817323
7.24,281.3701909207821
7.25,282.4448550457298
7.26,283.5197900244791
7.27,284.5949828249337
7.28,285.67042041499724
7.29,286.74608976257326
7.3,287.8219778355653
7.31,288.8980716018773
7.32,289.9743580294128
7.33,291.0508240860752
7.34,292.1274567397683
7.35,293.2042429583958
7.36,294.2811697098614
7.37,295.3582239620685
7.38,296.4353926829209
7.39,297.5126628403221
7.4,298.5900214021761
7.41,299.6674553363862
7.42,300.744951610856
7.43,301.8224971934893
7.44,302.9000790521898
7.45,303.977684154861
7.46,305.0552994694066
7.47,306.1329119637302
7.48,307.21050860573547
7.49,308.288076363326
7.5,309.36560220440555
7.51,310.4430730968775
7.52,311.52047600864586
7.53,312.59779790761417
7.54,313.67502576168573
7.55,314.7521465387646
7.56,315.82914720675416
7.57,316.9060147335582
7.58,317.98273608708024
7.59,319.05929823522393
7.6,320.135688145893
7.61,321.21189278699114
7.62,322.28789912642185
7.63,323.3636941320887
7.64,324.4392647718955
7.65,325.514598013746
7.66,326.5896808255435
7.67,327.6645001751918
7.68,328.73904303059464
7.69,329.8132963596555
7.7,330.88724713027807
7.71,331.96088231036606
7.72,333.03418886782305
7.73,334.1071537705528
7.74,335.17976398645857
7.75,336.2520064834445
7.76,337.32386822941385
7.77,338.3953361922704
7.78,339.46639733991793
7.79,340.5370386402599
7.8,341.60724706119987
7.81,342.6770095706417
7.82,343.746313136489
7.83,344.81514472664526
7.84,345.8834913090142
7.85,346.95133985149937
7.86,348.0186773220047
7.87,349.0854906884335
7.88,350.15176691868953
7.89,351.21749298067647
7.9,352.282655842298
7.91,353.34724247145755
7.92,354.41123983605894
7.93,355.47463490400577
7.94,356.5374146432017
7.95,357.5995660215503
7.96,358.6610760069553
7.97,359.7219315673201
7.98,360.78211967054887
7.99,361.8416272845447
8.0,362.90044137721145
8.01,363.9585489164528
8.02,365.0159368701722
8.03,366.0725922062736
8.04,367.1285018926603
8.05,368.1836528972364
8.06,369.23803218790505
8.07,370.29162673257
8.08,371.34442349913513
8.09,372.3964094555038
8.1,373.4475715695798
8.11,374.4978968092667
8.12,375.54737214246825
8.13,376.5959845370882
8.14,377.6437209610298
8.15,378.69056838219694
8.16,379.7365137684932
8.17,380.78154408782217
8.18,381.8256463080877
8.19,382.8688073971931
8.2,383.9110143230423
8.21,384.9522540535389
8.22,385.9925135565865
8.23,387.0317798000886
8.24,388.0700397519491
8.25,389.1072803800712
8.26,390.1434886523591
8.27,391.178651536716
8.28,392.2127560010458
8.29,393.245789013252
8.3,394.2777375412386
8.31,395.3085885529087
8.32,396.338329016166
8.33,397.3669458989144
8.34,398.3944261690576
8.35,399.42075679449886
8.36,400.4459247431422
8.37,401.4699169828911
8.38,402.49272048164926
8.39,403.5143222073202
8.4,404.5347091278076
8.41,405.5538682110151
8.42,406.5717864248464
8.43,407.588450737205
8.44,408.60384811599465
8.45,409.6179655291192
8.46,410.630789944482
8.47,411.6423083299867
8.48,412.6525076535369
8.49,413.6613748830365
8.5,414.6688969863887
8.51,415.67506093149774
8.52,416.6798536862667
8.53,417.6832622185997
8.54,418.6852734963999
8.55,419.68587448757137
8.56,420.6850521600175
8.57,421.6827934816419
8.58,422.6790854203483
8.59,423.6739149440404
8.6,424.6672690206217
8.61,425.6591346179959
8.62,426.6494987040667
8.63,427.6383482467377
8.64,428.6256702139126
8.65,429.6114515734948
8.66,430.5956792933882
8.67,431.5783403414963
8.68,432.5594216857227
8.69,433.5389102939713
8.7,434.5167931341455
8.71,435.4930571741492
8.72,436.4676893818856
8.73,437.4406767252586
8.74,438.4120061721719
8.75,439.3816646905289
8.76,440.34963924823353
8.77,441.3159168131892
8.78,442.2804843532997
8.79,443.2433288364687
8.8,444.2044372305998
8.81,445.1637965035964
8.82,446.1213936233624
8.83,447.0772155578014
8.84,448.031249274817
8.85,448.9834817423129
8.86,449.9338999281927
8.87,450.88249080036
8.88,451.82924132671855
8.89,452.77413847517175
8.9,453.7171692136236
8.91,454.6583205099773
8.92,455.5975793321369
8.93,456.5349326480058
8.94,457.4703674254878
8.95,458.4038706324863
8.96,459.33542923690527
8.97,460.2650302066479
8.98,461.1926605096184
8.99,462.1183071137199
9.0,463.0419569868563
9.01,463.9635970969312
9.02,464.88321441184814
9.03,465.8007958995108
9.04,466.7163285278231
9.05,467.6297992646884
9.06,468.54119507801033
9.07,469.4505029356926
9.08,470.35770980563865
9.09,471.2628026557524
9.1,472.1657684539374
9.11,473.06659416809737
9.12,473.9652667661357
9.13,474.8617732159563
9.14,475.7561004854626
9.15,476.6482355425585
9.16,477.53816535514727
9.17,478.4258768911328
9.18,479.3113571184188
9.19,480.1945930049087
9.2,481.0755715185062
9.21,481.9542796271152
9.22,482.8307042986389
9.23,483.704832500981
9.24,484.5766512020456
9.25,485.446147369736
9.26,486.3133079719557
9.27,487.1781199766085
9.28,488.040570351598
9.29,488.9006460648281
9.3,489.7583340842023
9.31,490.6136213776239
9.32,491.46649491299695
9.33,492.3169416582248
9.34,493.16494858121126
9.35,494.0105026498602
9.36,494.8535908320746
9.37,495.6942000957588
9.38,496.5323174088161
9.39,497.3679297391501
9.4,498.2010240546646
9.41,499.0315873232629
9.42,499.8596065128491
9.43,500.68506859132657
9.44,501.5079605265992
9.45,502.3282692865703
9.46,503.1459818391437
9.47,503.961085152223
9.48,504.7735661937119
9.49,505.58341193151375
9.5,506.3906093335325
9.51,507.1951453676718
9.52,507.997007001835
9.53,508.79618120392615
9.54,509.5926549418485
9.55,510.3864151835061
9.56,511.1774488968021
9.57,511.9657430496405
9.58,512.7512846099248
9.59,513.5340605455585
9.6,514.3140578244457
9.61,515.0912634144894
9.62,515.865664283594
9.63,516.6372473996626
9.64,517.4059997305988
9.65,518.1719082443065
9.66,518.934959908689
9.67,519.6951416916506
9.68,520.4524405610942
9.69,521.2068434849239
9.7,521.9583374310431
9.71,522.7069093673559
9.72,523.4525462617652
9.73,524.1952350821751
9.74,524.9349627964891
9.75,525.671716372611
9.76,526.4054827784443
9.77,527.1362489818925
9.78,527.8640019508598
9.79,528.5887286532491
9.8,529.3104160569646
9.81,530.0290511299097
9.82,530.744620839988
9.83,531.4571121551032
9.84,532.1665120431591
9.85,532.8728074720591
9.86,533.5759854097067
9.87,534.276032824006
9.88,534.9729366828606
9.89,535.6666839541735
9.9,536.3572616058491
9.91,537.0446566057906
9.92,537.7288559219019
9.93,538.4098465220864
9.94,539.0876153742478
9.95,539.7621494462898
9.96,540.4334357061161
9.97,541.1014611216302
9.98,541.7662126607358
9.99,542.4276772913365
10.0,543.0858419813362
10.01,543.7406936986381
10.02,544.392219411146
10.03,545.0404060867636
10.04,545.6852406933947
10.05,546.3267101989429
10.06,546.9648015713115
10.07,547.5995017784044
10.08,548.2307977881251
10.09,548.8586765683774
10.1,549.4831250870649
10.11,550.1041303120912
10.12,550.72167921136
10.13,551.3357587527748
10.14,551.9463559042395
10.15,552.5534576336574
10.16,553.1570509089323
10.17,553.7571226979678
10.18,554.3536599686677
10.19,554.9466496889355
10.2,555.536078826675
10.21,556.1219343497896
10.22,556.7042032261829
10.23,557.2828724237589
10.24,557.8579289104209
10.25,558.4293596540726
10.26,558.997151622618
10.27,559.5612917839601
10.28,560.1217671060031
10.29,560.6785645566503
10.3,561.2316711038056
10.31,561.7810737153724
10.32,562.3267593592543
10.33,562.8687150033553
10.34,563.4069276155788
10.35,563.9413841638284
10.36,564.4720716160077
10.37,564.9989769400204
10.38,565.5220871037704
10.39,566.0413890751611
10.4,566.5568698220959
10.41,567.068516312479
10.42,567.5763155142135
10.43,568.0802543952034
10.44,568.5803199233521
10.45,569.0764990665634
10.46,569.5687787927411
10.47,570.0571460697884
10.48,570.5415878656092
10.49,571.022091148107
10.5,571.4986428851856
10.51,571.9712300447487
10.52,572.4398395946998
10.53,572.9044585029425
10.54,573.3650737373805
10.55,573.8216722659175
10.56,574.2742410564571
10.57,574.722767076903
10.58,575.1672372951587
10.59,575.6076386791276
10.6,576.0439581967139
10.61,576.476182815821
10.62,576.9042995043525
10.63,577.328295230212
10.64,577.7481569613034
10.65,578.16387166553
10.66,578.5754263107954
10.67,578.9828078650037
10.68,579.3860032960581
10.69,579.7849995718624
10.7,580.1797836603201
10.71,580.5703425293352
10.72,580.956663146811
10.73,581.3387324806514
10.74,581.7165374987596
10.75,582.0900651690399
10.76,582.4593024593953
10.77,582.8242363377298
10.78,583.1848537719469
10.79,583.5411417299503
10.8,583.8930871796437
10.81,584.2406770889306
10.82,584.5838984257148
10.83,584.9227381578996
10.84,585.2571832533891
10.85,585.5872206800867
10.86,585.912837405896
10.87,586.2340203987208
10.88,586.5507566264646
10.89,586.8630330570311
10.9,587.1708366583239
10.91,587.4741543982466
10.92,587.7729732447029
10.93,588.0672801655965
10.94,588.357062128831
10.95,588.6423061023098
10.96,588.922999053937
10.97,589.199127951616
10.98,589.4706797632504
10.99,589.7376414567437
11.0,590.0
11.01,590.2577516085878
11.02,590.5109294887375
11.03,590.7595760943448
11.04,591.0037338793048
11.05,591.2434452975135
11.06,591.4787528028663
11.07,591.7096988492588
11.08,591.9363258905863
11.09,592.1586763807445
11.1,592.3767927736292
11.11,592.5907175231356
11.12,592.8004930831594
11.13,593.006161907596
11.14,593.2077664503411
11.15,593.4053491652903
11.16,593.5989525063388
11.17,593.7886189273827
11.18,593.974390882317
11.19,594.1563108250375
11.2,594.3344212094398
11.21,594.5087644894196
11.22,594.6793831188719
11.23,594.8463195516927
11.24,595.0096162417774
11.25,595.1693156430217
11.26,595.3254602093207
11.27,595.4780923945705
11.28,595.6272546526662
11.29,595.7729894375037
11.3,595.9153392029783
11.31,596.0543464029857
11.32,596.1900534914214
11.33,596.3225029221809
11.34,596.4517371491597
11.35,596.5777986262535
11.36,596.7007298073579
11.37,596.820573146368
11.38,596.9373710971801
11.39,597.0511661136889
11.4,597.1620006497907
11.41,597.2699171593805
11.42,597.3749580963538
11.43,597.4771659146068
11.44,597.5765830680346
11.45,597.6732520105325
11.46,597.7672151959966
11.47,597.858515078322
11.48,597.9471941114045
11.49,598.0332947491396
11.5,598.1168594454227
11.51,598.1979306541497
11.52,598.2765508292158
11.53,598.3527624245165
11.54,598.4266078939477
11.55,598.4981296914046
11.56,598.5673702707829
11.57,598.6343720859783
11.58,598.699177590886
11.59,598.7618292394019
11.6,598.8223694854214
11.61,598.8808407828399
11.62,598.9372855855529
11.63,598.9917463474563
11.64,599.0442655224456
11.65,599.094885564416
11.66,599.1436489272634
11.67,599.1905980648831
11.68,599.2357754311707
11.69,599.2792234800218
11.7,599.3209846653319
11.71,599.3611014409968
11.72,599.3996162609117
11.73,599.4365715789723
11.74,599.4720098490742
11.75,599.5059735251128
11.76,599.5385050609838
11.77,599.5696469105823
11.78,599.5994415278045
11.79,599.6279313665457
11.8,599.6551588807014
11.81,599.681166524167
11.82,599.7059967508384
11.83,599.7296920146106
11.84,599.7522947693798
11.85,599.773847469041
11.86,599.7943925674901
11.87,599.8139725186227
11.88,599.8326297763339
11.89,599.8504067945197
11.9,599.8673460270753
11.91,599.8834899278966
11.92,599.8988809508787
11.93,599.9135615499176
11.94,599.9275741789085
11.95,599.9409612917473
11.96,599.9537653423291
11.97,599.9660287845497
11.98,599.9777940723048
11.99,599.9891036594898
12.0,600.0
12.01,600.0105192556592
12.02,600.0206724200015
12.03,600.0304641944895
12.04,600.0398992805852
12.05,600.0489823797511
12.06,600.0577181934493
12.07,600.0661114231422
12.08,600.0741667702923
12.09,600.0818889363615
12.1,600.0892826228122
12.11,600.0963525311068
12.12,600.1031033627075
12.13,600.1095398190769
12.14,600.1156666016768
12.15,600.1214884119696
12.16,600.127009951418
12.17,600.1322359214837
12.18,600.1371710236293
12.19,600.1418199593171
12.2,600.1461874300093
12.21,600.1502781371684
12.22,600.1540967822563
12.23,600.1576480667358
12.24,600.1609366920686
12.25,600.1639673597173
12.26,600.1667447711442
12.27,600.1692736278117
12.28,600.1715586311817
12.29,600.1736044827169
12.3,600.1754158838794
12.31,600.1769975361315
12.32,600.1783541409355
12.33,600.1794903997538
12.34,600.1804110140483
12.35,600.1811206852817
12.36,600.1816241149162
12.37,600.181926004414
12.38,600.1820310552374
12.39,600.1819439688487
12.4,600.1816694467104
12.41,600.1812121902843
12.42,600.1805769010331
12.43,600.179768280419
12.44,600.1787910299042
12.45,600.1776498509512
12.46,600.1763494450219
12.47,600.174894513579
12.48,600.1732897580845
12.49,600.1715398800008
12.5,600.1696495807901
12.51,600.1676235619149
12.52,600.1654665248373
12.53,600.1631831710197
12.54,600.1607782019242
12.55,600.1582563190133
12.56,600.1556222237492
12.57,600.1528806175943
12.58,600.1500362020105
12.59,600.1470936784606
12.6,600.1440577484068
12.61,600.1409331133109
12.62,600.1377244746357
12.63,600.1344365338433
12.64,600.1310739923962
12.65,600.1276415517563
12.66,600.1241439133861
12.67,600.1205857787478
12.68,600.1169718493039
12.69,600.1133068265165
12.7,600.109595411848
12.71,600.1058423067605
12.72,600.1020522127164
12.73,600.0982298311782
12.74,600.094379863608
12.75,600.0905070114678
12.76,600.0866159762204
12.77,600.0827114593279
12.78,600.0787981622523
12.79,600.0748807864562
12.8,600.0709640334019
12.81,600.0670526045517
12.82,600.0631512013678
12.83,600.0592645253122
12.84,600.0553972778478
12.85,600.0515541604362
12.86,600.0477398745402
12.87,600.043959121622
12.88,600.0402166031439
12.89,600.0365170205679
12.9,600.0328650753565
12.91,600.0292654689722
12.92,600.0257229028771
12.93,600.0222420785333
12.94,600.0188276974033
12.95,600.0154844609492
12.96,600.0122170706336
12.97,600.0090302279185
12.98,600.0059286342664
12.99,600.0029169911394
