wind_speed,NPS Northern Power NPS 60-24
2.42,0.447400562678256
2.43,0.4623370668690018
2.44,0.4774879788132476
2.45,0.4928543312494488
2.46,0.5084371569160571
2.47,0.5242374885515274
2.48,0.5402563588943121
2.49,0.5564948006828659
2.5,0.572953846655641
2.51,0.5896345295510917
2.52,0.6065378821076719
2.53,0.6236649370638339
2.54,0.6410167271580327
2.55,0.6585942851287203
2.56,0.6763986437143517
2.57,0.694430835653379
2.58,0.7126918936842571
2.59,0.7311828505454377
2.6,0.7499047389753766
2.61,0.768858591712525
2.62,0.7880454414953384
2.63,0.8074663210622685
2.64,0.8271222631517706
2.65,0.8470143005022963
2.66,0.8671434658523014
2.67,0.8875107919402367
2.68,0.9081173115045588
2.69,0.928964057283718
2.7,0.9500520620161708
2.71,0.9713823584403676
2.72,0.9929559792947652
2.73,1.0147739573178145
2.74,1.036837325247971
2.75,1.059147115823686
2.76,1.081704361783414
2.77,1.10451009586561
2.78,1.1275653508087256
2.79,1.150871159351215
2.8,1.174428554231532
2.81,1.1982385681881302
2.82,1.2223022339594611
2.83,1.2466205842839817
2.84,1.271194651900142
2.85,1.2960254695463982
2.86,1.3211140699612025
2.87,1.3464614858830086
2.88,1.372068750050269
2.89,1.39793689520144
2.9,1.424066954074972
2.91,1.450459959409321
2.92,1.477116943942938
2.93,1.5040389404142798
2.94,1.531226981561796
2.95,1.5586821001239437
2.96,1.5864053288391735
2.97,1.6143977004459416
2.98,1.6426602476826988
2.99,1.6711940032879011
3.0,1.7
3.01,1.729079137818996
3.02,1.7584317857910767
3.03,1.788058180223972
3.04,1.8179585574254176
3.05,1.8481331537031411
3.06,1.8785822053648809
3.07,1.909305948718364
3.08,1.9403046200713276
3.09,1.9715784557314997
3.1,2.003127692006616
3.11,2.034952565204406
3.12,2.067053311632605
3.13,2.0994301675989453
3.14,2.1320833694111574
3.15,2.165013153376975
3.16,2.198219755804132
3.17,2.231703413000356
3.18,2.265464361273385
3.19,2.299502836930948
3.2,2.33381907628078
3.21,2.36841331563061
3.22,2.403285791288175
3.23,2.438436739561201
3.24,2.4738663967574284
3.25,2.509574999184583
3.26,2.5455627831504004
3.27,2.581829984962614
3.28,2.6183768409289523
3.29,2.6552035873571525
3.3,2.692310460554943
3.31,2.7296976968300597
3.32,2.767365532490232
3.33,2.8053142038431944
3.34,2.843543947196678
3.35,2.882054998858417
3.36,2.920847595136141
3.37,2.9599219723375865
3.38,2.999278366770481
3.39,3.038917014742563
3.4,3.0788381525615587
3.41,3.119042016535205
3.42,3.159528842971232
3.43,3.2002988681773736
3.44,3.24135232846136
3.45,3.282689460130928
3.46,3.324310499493804
3.47,3.366215682857727
3.48,3.408405246530423
3.49,3.45087942681963
3.5,3.4936384600330763
3.51,3.536682582478497
3.52,3.5800120304636245
3.53,3.623627040296189
3.54,3.6675278482839255
3.55,3.711714690734565
3.56,3.75618780395584
3.57,3.800947424255484
3.58,3.8459937879412287
3.59,3.891327131320805
3.6,3.93694769070195
3.61,3.982855702392389
3.62,4.029051402699861
3.63,4.075535027932096
3.64,4.122306814396826
3.65,4.169366998401783
3.66,4.216715816254702
3.67,4.264353504263312
3.68,4.31228029873535
3.69,4.360496435978543
3.7,4.409002152300627
3.71,4.457797684009331
3.72,4.506883267412395
3.73,4.556259138817542
3.74,4.6059255345325125
3.75,4.655882690865032
3.76,4.706130844122837
3.77,4.756670230613662
3.78,4.8075010866452335
3.79,4.858623648525289
3.8,4.910038152561558
3.81,4.9617448350617765
3.82,5.013743932333672
3.83,5.066035680684982
3.84,5.118620316423433
3.85,5.171498075856763
3.86,5.224669195292702
3.87,5.278133911038984
3.88,5.3318924594033374
3.89,5.385945076693501
3.9,5.4402919992172
3.91,5.494933463282173
3.92,5.54986970519615
3.93,5.605100961266864
3.94,5.660627467802045
3.95,5.716449461109429
3.96,5.772567177496745
3.97,5.828980853271729
3.98,5.88569072474211
3.99,5.942697028215624
4.0,6.0
4.01,6.057599664838756
4.02,6.1154952012185415
4.03,6.173685576061798
4.04,6.232169756290944
4.05,6.290946708828426
4.06,6.350015400596674
4.07,6.409374798518125
4.08,6.469023869515208
4.09,6.52896158051036
4.1,6.589186898426013
4.11,6.649698790184607
4.12,6.710496222708569
4.13,6.771578162920335
4.14,6.83294357774234
4.15,6.894591434097024
4.16,6.956520698906809
4.17,7.018730339094136
4.18,7.081219321581439
4.19,7.143986613291154
4.2,7.207031181145709
4.21,7.270351992067541
4.22,7.333948012979085
4.23,7.397818210802779
4.24,7.461961552461048
4.25,7.52637700487633
4.26,7.59106353497106
4.27,7.656020109667673
4.28,7.721245695888606
4.29,7.786739260556286
4.3,7.852499770593148
4.31,7.91852619292163
4.32,7.984817494464169
4.33,8.051372642143187
4.34,8.118190602881127
4.35,8.18527034360042
4.36,8.252610831223508
4.37,8.320211032672812
4.38,8.388069914870774
4.39,8.456186444739826
4.4,8.52455958920241
4.41,8.59318831518095
4.42,8.662071589597875
4.43,8.731208379375634
4.44,8.800597651436656
4.45,8.870238372703367
4.46,8.94012951009821
4.47,9.010270030543614
4.48,9.08065890096202
4.49,9.151295088275855
4.5,9.222177559407552
4.51,9.293305281279554
4.52,9.364677220814286
4.53,9.436292344934191
4.54,9.508149620561694
4.55,9.580248014619231
4.56,9.652586494029238
4.57,9.725164025714154
4.58,9.797979576596402
4.59,9.871032113598428
4.6,9.944320603642652
4.61,10.017844013651528
4.62,10.091601310547471
4.63,10.16559146125292
4.64,10.239813432690314
4.65,10.31426619178209
4.66,10.38894870545067
4.67,10.463859940618494
4.68,10.538998864208
4.69,10.61436444314162
4.7,10.689955644341785
4.71,10.765771434730928
4.72,10.841810781231487
4.73,10.918072650765902
4.74,10.994556010256597
4.75,11.071259826626004
4.76,11.148183066796564
4.77,11.225324697690708
4.78,11.302683686230882
4.79,11.380258999339498
4.8,11.458049603939005
4.81,11.53605446695183
4.82,11.61427255530042
4.83,11.692702835907197
4.84,11.771344275694588
4.85,11.850195841585045
4.86,11.929256500500998
4.87,12.008525219364872
4.88,12.088000965099104
4.89,12.167682704626127
4.9,12.247569404868392
4.91,12.327660032748309
4.92,12.407953555188325
4.93,12.488448939110866
4.94,12.569145151438384
4.95,12.65004115909329
4.96,12.73113592899803
4.97,12.81242842807504
4.98,12.893917623246752
4.99,12.975602481435596
5.0,13.057481969564009
5.01,13.13955505455442
5.02,13.22182070332927
5.03,13.304277882811
5.04,13.386925559922028
5.05,13.469762701584798
5.06,13.552788274721738
5.07,13.636001246255292
5.08,13.719400583107884
5.09,13.802985252201946
5.1,13.88675422045992
5.11,13.970706454804247
5.12,14.054840922157345
5.13,14.13915658944165
5.14,14.223652423579605
5.15,14.308327391493648
5.16,14.393180460106196
5.17,14.47821059633969
5.18,14.563416767116568
5.19,14.64879793935927
5.2,14.734353079990216
5.21,14.820081155931843
5.22,14.905981134106591
5.23,14.992051981436898
5.24,15.078292664845184
5.25,15.164702151253891
5.26,15.251279407585455
5.27,15.338023400762305
5.28,15.424933097706887
5.29,15.512007465341618
5.3,15.59924547058894
5.31,15.686646080371286
5.32,15.774208261611102
5.33,15.861930981230804
5.34,15.949813206152829
5.35,16.037853903299613
5.36,16.126052039593606
5.37,16.21440658195722
5.38,16.302916497312893
5.39,16.391580752583067
5.4,16.480398314690184
5.41,16.569368150556656
5.42,16.658489227104923
5.43,16.74776051125743
5.44,16.83718096993661
5.45,16.926749570064885
5.46,17.016465278564695
5.47,17.106327062358478
5.48,17.196333888368674
5.49,17.2864847235177
5.5,17.376778534727993
5.51,17.467214288921998
5.52,17.557790953022145
5.53,17.648507493950866
5.54,17.739362878630597
5.55,17.830356073983765
5.56,17.92148604693281
5.57,18.01275176440017
5.58,18.104152193308277
5.59,18.19568630057956
5.6,18.287353053136453
5.61,18.379151417901404
5.62,18.471080361796822
5.63,18.56313885174516
5.64,18.65532585466885
5.65,18.74764033749033
5.66,18.840081267132017
5.67,18.93264761051636
5.68,19.02533833456578
5.69,19.11815240620274
5.7,19.21108879234964
5.71,19.304146459928926
5.72,19.397324375863032
5.73,19.490621507074405
5.74,19.58403682048546
5.75,19.67756928301864
5.76,19.771217861596377
5.77,19.864981523141108
5.78,19.95885923457527
5.79,20.052849962821288
5.8,20.1469526748016
5.81,20.241166337438635
5.82,20.335489917654847
5.83,20.42992238237264
5.84,20.524462698514476
5.85,20.61910983300277
5.86,20.71386275275997
5.87,20.808720424708493
5.88,20.90368181577079
5.89,20.99874589286928
5.9,21.09391162292642
5.91,21.18917797286462
5.92,21.28454390960632
5.93,21.38000840007396
5.94,21.475570411189977
5.95,21.57122890987679
5.96,21.666982863056848
5.97,21.76283123765258
5.98,21.858773000586424
5.99,21.954807118780806
6.0,22.05093255915816
6.01,22.14714828864092
6.02,22.24345327415153
6.03,22.33984648261243
6.04,22.436326880946027
6.05,22.53289343607477
6.06,22.62954511492109
6.07,22.726280884407444
6.08,22.82309971145623
6.09,22.9200005629899
6.1,23.01698240593089
6.11,23.114044207201637
6.12,23.21118493372456
6.13,23.3084035524221
6.14,23.40569903021669
6.15,23.50307033403078
6.16,23.600516430786783
6.17,23.69803628740714
6.18,23.79562887081429
6.19,23.893293147930663
6.2,23.99102808567869
6.21,24.088832650980805
6.22,24.18670581075945
6.23,24.28464653193706
6.24,24.382653781436066
6.25,24.48072652617888
6.26,24.578863733087967
6.27,24.677064369085745
6.28,24.775327401094664
6.29,24.87365179603714
6.3,24.972036520835616
6.31,25.07048054241252
6.32,25.168982827690293
6.33,25.26754234359137
6.34,25.366158057038167
6.35,25.464828934953143
6.36,25.56355394425873
6.37,25.66233205187734
6.38,25.76116222473142
6.39,25.86004342974341
6.4,25.958974633835744
6.41,26.057954803930844
6.42,26.156982906951143
6.43,26.25605790981909
6.44,26.35517877945712
6.45,26.45434448278765
6.46,26.553553986733125
6.47,26.65280625821597
6.48,26.75210026415865
6.49,26.85143497148355
6.5,26.95080934711313
6.51,27.05022235796984
6.52,27.14967297097608
6.53,27.24916015305432
6.54,27.34868287112696
6.55,27.448240092116457
6.56,27.547830782945237
6.57,27.64745391053573
6.58,27.74710844181038
6.59,27.84679334369161
6.6,27.946507583101862
6.61,28.04625012696358
6.62,28.14601994219917
6.63,28.245815995731093
6.64,28.345637254481765
6.65,28.44548268537364
6.66,28.545351255329123
6.67,28.64524193127067
6.68,28.745153680120712
6.69,28.845085468801688
6.7,28.945036264236013
6.71,29.045005033346133
6.72,29.144990743054485
6.73,29.2449923602835
6.74,29.34500885195562
6.75,29.44503918499325
6.76,29.545082326318862
6.77,29.64513724285487
6.78,29.745202901523715
6.79,29.845278269247817
6.8,29.945362312949623
6.81,30.04545399955157
6.82,30.14555229597609
6.83,30.2456561691456
6.84,30.34576458598256
6.85,30.445876513409388
6.86,30.54599091834852
6.87,30.646106767722397
6.88,30.746223028453432
6.89,30.84633866746409
6.9,30.946452651676797
6.91,31.04656394801396
6.92,31.146671523398048
6.93,31.24677434475147
6.94,31.346871378996685
6.95,31.4469615930561
6.96,31.547043953852164
6.97,31.647117428307304
6.98,31.747180983343974
6.99,31.84723358588458
7.0,31.94727420285157
7.01,32.04730180116737
7.02,32.14731534775443
7.03,32.24731380953518
7.04,32.34729615343204
7.05,32.44726134636745
7.06,32.547208355263855
7.07,32.64713614704369
7.08,32.74704368862937
7.09,32.846929946943334
7.1,32.946793888908026
7.11,33.04663448144588
7.12,33.14645069147932
7.13,33.24624148593079
7.14,33.34600583172271
7.15,33.44574269577754
7.16,33.545451045017685
7.17,33.6451298463656
7.18,33.7447780667437
7.19,33.84439467307444
7.2,33.94397863228024
7.21,34.04352891128354
7.22,34.14304447700677
7.23,34.24252429637237
7.24,34.34196733630277
7.25,34.44137256372041
7.26,34.540738945547695
7.27,34.640065448707105
7.28,34.73935104012105
7.29,34.838594686711964
7.3,34.93779535540227
7.31,35.03695201311443
7.32,35.13606362677086
7.33,35.235129163294
7.34,35.334147589606275
7.35,35.43311787263012
7.36,35.53203897928799
7.37,35.63090987650229
7.38,35.729729531195474
7.39,35.82849691028996
7.4,35.9272109807082
7.41,36.025870709372626
7.42,36.12447506320565
7.43,36.22302300912973
7.44,36.32151351406729
7.45,36.41994554494077
7.46,36.5183180686726
7.47,36.616630052185215
7.48,36.71488046240104
7.49,36.81306826624252
7.5,36.9111924306321
7.51,37.00925192249217
7.52,37.10724570874522
7.53,37.20517275631366
7.54,37.3030320321199
7.55,37.40082250308641
7.56,37.49854313613561
7.57,37.59619289818995
7.58,37.69377075617182
7.59,37.7912756770037
7.6,37.888706627608
7.61,37.98606257490717
7.62,38.08334248582364
7.63,38.180545327279816
7.64,38.27767006619816
7.65,38.37471566950113
7.66,38.47168110411111
7.67,38.56856533695054
7.68,38.66536733494189
7.69,38.76208606500758
7.7,38.85872049407001
7.71,38.95526958905167
7.72,39.05173231687495
7.73,39.14810764446232
7.74,39.24439453873616
7.75,39.340591966618966
7.76,39.436698895033125
7.77,39.53271429090109
7.78,39.62863712114532
7.79,39.72446635268821
7.8,39.82020095245219
7.81,39.91583988735974
7.82,40.01138212433326
7.83,40.10682663029518
7.84,40.20217237216795
7.85,40.297418316874
7.86,40.392563431335766
7.87,40.48760668247567
7.88,40.582547037216166
7.89,40.67738346247966
7.9,40.77211492518863
7.91,40.866740392265456
7.92,40.96125883063261
7.93,41.05566920721252
7.94,41.14997048892761
7.95,41.24416164270031
7.96,41.33824163545308
7.97,41.43220943410832
7.98,41.52606400558851
7.99,41.61980431681603
8.0,41.71342933471335
8.01,41.806938026202886
8.02,41.90032935820708
8.03,41.993602297648366
8.04,42.08675581144918
8.05,42.17978886653197
8.06,42.27270042981914
8.07,42.36548946823313
8.08,42.4581549486964
8.09,42.55069583813135
8.1,42.64311110346044
8.11,42.73539971160609
8.12,42.82756062949073
8.13,42.91959282403684
8.14,43.01149526216678
8.15,43.10326691080304
8.16,43.19490673686802
8.17,43.28641370728417
8.18,43.37778678897392
8.19,43.46902494885971
8.2,43.56012715386397
8.21,43.651092370909154
8.22,43.74191956691767
8.23,43.83260770881195
8.24,43.92315576351445
8.25,44.01356269794757
8.26,44.10382747903378
8.27,44.193949073695485
8.28,44.28392644885514
8.29,44.373758571435175
8.3,44.46344440835805
8.31,44.552982926546136
8.32,44.64237309292191
8.33,44.731613874407806
8.34,44.82070423792625
8.35,44.90964315039965
8.36,44.99842957875049
8.37,45.08706248990117
8.38,45.17554085077416
8.39,45.26386362829184
8.4,45.35202978937668
8.41,45.4400383009511
8.42,45.52788812993755
8.43,45.61557824325845
8.44,45.703107607836245
8.45,45.79047519059336
8.46,45.87767995845224
8.47,45.96472087833531
8.48,46.051596917164986
8.49,46.138307041863726
8.5,46.224850219353954
8.51,46.31122541655813
8.52,46.397431600398654
8.53,46.48346773779799
8.54,46.56933279567853
8.55,46.65502574096275
8.56,46.740545540573066
8.57,46.82589116143191
8.58,46.91106157046172
8.59,46.996055734584935
8.6,47.08087262072397
8.61,47.16551119580129
8.62,47.24997042673929
8.63,47.334249280460455
8.64,47.418346723887176
8.65,47.5022617239419
8.66,47.585993247547066
8.67,47.669540261625095
8.68,47.75290173309843
8.69,47.83607662888952
8.7,47.919063915920766
8.71,48.00186256111465
8.72,48.084471531393554
8.73,48.166889793679935
8.74,48.24911631489623
8.75,48.33115006196487
8.76,48.41299000180828
8.77,48.49463510134892
8.78,48.57608432750919
8.79,48.65733664721156
8.8,48.738391027378434
8.81,48.81924643493225
8.82,48.899901836795465
8.83,48.980356199890494
8.84,49.060608491139774
8.85,49.14065767746571
8.86,49.2205027257908
8.87,49.30014260303744
8.88,49.37957627612808
8.89,49.45880271198512
8.9,49.53782087753102
8.91,49.61662973968821
8.92,49.69522826537913
8.93,49.7736154215262
8.94,49.85179017505187
8.95,49.92975149287855
8.96,50.00749834192871
8.97,50.08502968912475
8.98,50.162344501389136
8.99,50.23944174564427
9.0,50.31632038881259
9.01,50.39297939781656
9.02,50.46941773957859
9.03,50.54563438102112
9.04,50.62162828906658
9.05,50.69739843063741
9.06,50.77294377265604
9.07,50.8482632820449
9.08,50.92335592572643
9.09,50.99822067062308
9.1,51.07285648365725
9.11,51.14726233175139
9.12,51.22143718182793
9.13,51.29538000080933
9.14,51.369089755618006
9.15,51.44256541317637
9.16,51.51580594040688
9.17,51.58881030423196
9.18,51.66157747157406
9.19,51.7341064093556
9.2,51.80639608449903
9.21,51.87844546392677
9.22,51.95025351456125
9.23,52.021819203324895
9.24,52.09314149714018
9.25,52.16421936292949
9.26,52.2350517676153
9.27,52.30563767812002
9.28,52.37597606136608
9.29,52.44606588427594
9.3,52.51590611377202
9.31,52.58549571677675
9.32,52.65483366021256
9.33,52.72391891100189
9.34,52.792750436067166
9.35,52.86132720233087
9.36,52.92964817671536
9.37,52.99771232614312
9.38,53.065518617536576
9.39,53.13306601781815
9.4,53.200353493910285
9.41,53.2673800127354
9.42,53.33414454121596
9.43,53.40064604627436
9.44,53.46688349483309
9.45,53.532855853814524
9.46,53.59856209014114
9.47,53.66400117073535
9.48,53.72917206251958
9.49,53.79407373241628
9.5,53.85870514734788
9.51,53.92306527423682
9.52,53.98715308000551
9.53,54.05096753157642
9.54,54.11450759587196
9.55,54.17777223981459
9.56,54.2407604303267
9.57,54.30347113433075
9.58,54.36590331874919
9.59,54.428055950504415
9.6,54.4899279965189
9.61,54.55151842371503
9.62,54.6128261990153
9.63,54.67385028934211
9.64,54.73458966161789
9.65,54.79504328276508
9.66,54.8552101197061
9.67,54.915089139363424
9.68,54.97467930865945
9.69,55.03397959451662
9.7,55.09298896385738
9.71,55.15170638360417
9.72,55.21013082067938
9.73,55.26826124200549
9.74,55.32609661450492
9.75,55.383635905100085
9.76,55.440878080713446
9.77,55.49782210826743
9.78,55.55446695468447
9.79,55.61081158688697
9.8,55.66685497179744
9.81,55.72259607633824
9.82,55.77803386743182
9.83,55.83316731200064
9.84,55.88799537696711
9.85,55.94251702925368
9.86,55.99673123578276
9.87,56.05063696347682
9.88,56.10423317925829
9.89,56.15751885004954
9.9,56.21049294277309
9.91,56.26315442435133
9.92,56.31550226170671
9.93,56.36753542176163
9.94,56.41925287143856
9.95,56.47065357765992
9.96,56.52173650734816
9.97,56.5725006274257
9.98,56.62294490481497
9.99,56.6730683064384
10.0,56.72286979921845
10.01,56.77234835007753
10.02,56.82150292593807
10.03,56.87033249372253
10.04,56.918836020353325
10.05,56.96701247275291
10.06,57.01486081784368
10.07,57.0623800225481
10.08,57.1095690537886
10.09,57.15642687848759
10.1,57.20295246356755
10.11,57.24914477595088
10.12,57.29500278256002
10.13,57.340525450317415
10.14,57.38571174614549
10.15,57.43056063696666
10.16,57.47507108970339
10.17,57.51924207127811
10.18,57.56307254861324
10.19,57.606561488631215
10.2,57.64970785825449
10.21,57.69251062440548
10.22,57.73496875400661
10.23,57.77708121398034
10.24,57.81884697124909
10.25,57.86026499273528
10.26,57.90133424536138
10.27,57.94205369604978
10.28,57.98242231172296
10.29,58.02243905930332
10.3,58.06210290571332
10.31,58.10141281787536
10.32,58.140367762711904
10.33,58.17896670714538
10.34,58.21720861809821
10.35,58.25509246249283
10.36,58.292617207251695
10.37,58.32978181929721
10.38,58.36658526555184
10.39,58.403026512938
10.4,58.4391045283781
10.41,58.47481827879462
10.42,58.51016673110998
10.43,58.5451488522466
10.44,58.57976360912693
10.45,58.614009968673386
10.46,58.647886897808434
10.47,58.68139336345446
10.48,58.71452833253393
10.49,58.74729077196928
10.5,58.779679648682944
10.51,58.81169392959734
10.52,58.8433325816349
10.53,58.87459457171808
10.54,58.90547886676931
10.55,58.935984433711006
10.56,58.96611023946562
10.57,58.99585525095559
10.58,59.02521843510332
10.59,59.05419875883126
10.6,59.082795189061855
10.61,59.11100669271754
10.62,59.13883223672074
10.63,59.166270787993895
10.64,59.19332131345942
10.65,59.21998278003977
10.66,59.246254154657365
10.67,59.27213440423466
10.68,59.29762249569406
10.69,59.32271739595802
10.7,59.347418071948965
10.71,59.37172349058935
10.72,59.39563261880157
10.73,59.41914442350809
10.74,59.44225787163133
10.75,59.464971930093725
10.76,59.48728556581773
10.77,59.50919774572576
10.78,59.53070743674023
10.79,59.55181360578359
10.8,59.57251521977831
10.81,59.59281124564677
10.82,59.61270065031145
10.83,59.63218240069473
10.84,59.6512554637191
10.85,59.66991880630697
10.86,59.68817139538076
10.87,59.70601219786293
10.88,59.72344018067589
10.89,59.740454310742095
10.9,59.75705355498396
10.91,59.77323688032393
10.92,59.78900325368444
10.93,59.80435164198792
10.94,59.81928101215684
10.95,59.83379033111355
10.96,59.84787856578055
10.97,59.86154468308027
10.98,59.87478764993513
10.99,59.88760643326755
11.0,59.9
11.01,59.91196840242146
11.02,59.92351603428724
11.03,59.934648374719245
11.04,59.94537090283933
11.05,59.955689097769394
11.06,59.965608438631314
11.07,59.975134404546985
11.08,59.984272474638274
11.09,59.99302812802706
11.1,60.00140684383525
11.11,60.0094141011847
11.12,60.01705537919732
11.13,60.02433615699496
11.14,60.03126191369951
11.15,60.037838128432895
11.16,60.04407028031694
11.17,60.04996384847356
11.18,60.05552431202462
11.19,60.06075715009203
11.2,60.06566784179764
11.21,60.07026186626339
11.22,60.07454470261108
11.23,60.07852182996264
11.24,60.08219872743996
11.25,60.0855808741649
11.26,60.08867374925934
11.27,60.0914828318452
11.28,60.09401360104433
11.29,60.09627153597861
11.3,60.09826211576994
11.31,60.09999081954019
11.32,60.10146312641126
11.33,60.10268451550502
11.34,60.10366046594334
11.35,60.10439645684813
11.36,60.10489796734125
11.37,60.105170476544586
11.38,60.105219463580056
11.39,60.105050407569486
11.4,60.10466878763481
11.41,60.104080082897866
11.42,60.10328977248056
11.43,60.10230333550479
11.44,60.1011262510924
11.45,60.0997639983653
11.46,60.09822205644537
11.47,60.09650590445448
11.48,60.09462102151454
11.49,60.09257288674739
11.5,60.09036697927496
11.51,60.08800877821911
11.52,60.085503762701705
11.53,60.08285741184466
11.54,60.08007520476984
11.55,60.07716262059912
11.56,60.07412513845439
11.57,60.07096823745756
11.58,60.06769739673048
11.59,60.06431809539503
11.6,60.06083581257313
11.61,60.057256027386615
11.62,60.05358421895739
11.63,60.04982586640734
11.64,60.04598644885835
11.65,60.04207144543229
11.66,60.03808633525107
11.67,60.03403659743653
11.68,60.02992771111059
11.69,60.02576515539511
11.7,60.02155440941199
11.71,60.01730095228309
11.72,60.01301026313032
11.73,60.008687821075554
11.74,60.00433910524066
11.75,59.99996959474755
11.76,59.99558476871807
11.77,59.9911901062741
11.78,59.98679108653758
11.79,59.98239318863035
11.8,59.97800189167429
11.81,59.97362267479129
11.82,59.96926101710324
11.83,59.964922397732
11.84,59.960612295799486
11.85,59.95633619042757
11.86,59.952099560738105
11.87,59.94790788585303
11.88,59.94376664489417
11.89,59.93968131698344
11.9,59.93565738124271
11.91,59.93170031679389
11.92,59.92781560275882
11.93,59.92400871825942
11.94,59.920285142417534
11.95,59.916650354355085
11.96,59.91310983319393
11.97,59.90966905805596
11.98,59.90633350806306
11.99,59.90310866233711
12.0,59.9
12.01,59.89701178354849
12.02,59.89414340897893
12.03,59.89139305566258
12.04,59.88875890297066
12.05,59.8862391302744
12.06,59.88383191694507
12.07,59.88153544235389
12.08,59.879347885872114
12.09,59.87726742687096
12.1,59.875292244721685
12.11,59.87342051879551
12.12,59.8716504284637
12.13,59.86998015309748
12.14,59.86840787206809
12.15,59.86693176474677
12.16,59.86555001050478
12.17,59.86426078871334
12.18,59.86306227874368
12.19,59.86195265996705
12.2,59.8609301117547
12.21,59.85999281347785
12.22,59.85913894450776
12.23,59.85836668421565
12.24,59.85767421197279
12.25,59.85705970715038
12.26,59.856521349119696
12.27,59.85605731725195
12.28,59.8556657909184
12.29,59.855344949490274
12.3,59.85509297233883
12.31,59.85490803883528
12.32,59.85478832835088
12.33,59.85473202025686
12.34,59.85473729392449
12.35,59.85480232872498
12.36,59.85492530402958
12.37,59.85510439920952
12.38,59.855337793636046
12.39,59.85562366668041
12.4,59.85596019771384
12.41,59.85634556610757
12.42,59.85677795123285
12.43,59.8572555324609
12.44,59.85777648916301
12.45,59.858339000710345
12.46,59.85894124647422
12.47,59.85958140582582
12.48,59.860257658136405
12.49,59.86096818277723
12.5,59.86171115911951
12.51,59.8624847665345
12.52,59.86328718439342
12.53,59.86411659206754
12.54,59.864971168928086
12.55,59.86584909434628
12.56,59.86674854769338
12.57,59.86766770834063
12.58,59.868604755659256
12.59,59.86955786902051
12.6,59.87052522779563
12.61,59.87150501135584
12.62,59.8724953990724
12.63,59.87349457031654
12.64,59.87450070445951
12.65,59.87551198087253
12.66,59.87652657892686
12.67,59.87754267799372
12.68,59.87855845744436
12.69,59.87957209665002
12.7,59.88058177498196
12.71,59.88158567181137
12.72,59.88258196650954
12.73,59.88356883844769
12.74,59.884544466997056
12.75,59.88550703152888
12.76,59.8864547114144
12.77,59.88738568602487
12.78,59.88829813473151
12.79,59.88919023690556
12.8,59.89006017191828
12.81,59.89090611914089
12.82,59.89172625794464
12.83,59.89251876770077
12.84,59.89328182778052
12.85,59.894013617555125
12.86,59.89471231639581
12.87,59.89537610367385
12.88,59.89600315876047
12.89,59.89659166102688
