wind_speed,MAN Aeroman 11/11
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0012374043455423
3.02,0.0025567356914556
3.03,0.0039599210381105
3.04,0.005448887385878
3.05,0.0070255617351288
3.06,0.0086918710862339
3.07,0.0104497424395641
3.08,0.0123011027954902
3.09,0.014247879154383
3.1,0.0162919985166135
3.11,0.0184353878825525
3.12,0.0206799742525708
3.13,0.0230276846270391
3.14,0.0254804460063286
3.15,0.0280401853908099
3.16,0.0307088297808539
3.17,0.0334883061768314
3.18,0.0363805415791134
3.19,0.0393874629880705
3.2,0.0425109974040738
3.21,0.0457530718274939
3.22,0.0491156132587019
3.23,0.0526005486980684
3.24,0.0562098051459645
3.25,0.0599453096027609
3.26,0.0638089890688283
3.27,0.0678027705445379
3.28,0.0719285810302603
3.29,0.0761883475263665
3.3,0.080583997033227
3.31,0.0851174565512132
3.32,0.0897906530806954
3.33,0.0946055136220449
3.34,0.0995639651756322
3.35,0.1046679347418284
3.36,0.109919349321004
3.37,0.1153201359135304
3.38,0.1208722215197778
3.39,0.1265775331401177
3.4,0.1324379977749203
3.41,0.1384555424245571
3.42,0.1446320940893982
3.43,0.1509695797698153
3.44,0.1574699264661784
3.45,0.1641350611788591
3.46,0.1709669109082275
3.47,0.1779674026546553
3.48,0.1851384634185125
3.49,0.1924820202001707
3.5,0.2
3.51,0.2076932028180009
3.52,0.2155579206526901
3.53,0.2235893185022128
3.54,0.2317825613647156
3.55,0.2401328142383434
3.56,0.2486352421212427
3.57,0.2572850100115585
3.58,0.2660772829074376
3.59,0.2750072258070246
3.6,0.2840700037084662
3.61,0.2932607816099075
3.62,0.3025747245094949
3.63,0.3120069974053734
3.64,0.3215527652956897
3.65,0.3312071931785886
3.66,0.3409654460522168
3.67,0.3508226889147193
3.68,0.3607740867642424
3.69,0.3708148045989312
3.7,0.3809400074169324
3.71,0.3911448602163909
3.72,0.4014245279954531
3.73,0.4117741757522641
3.74,0.4221889684849707
3.75,0.4326640711917174
3.76,0.4431946488706507
3.77,0.4537758665199167
3.78,0.4644028891376603
3.79,0.4750708817220281
3.8,0.4857750092711651
3.81,0.4965104367832179
3.82,0.5072723292563313
3.83,0.5180558516886521
3.84,0.5288561690783249
3.85,0.5396684464234968
3.86,0.5504878487223123
3.87,0.561309540972918
3.88,0.5721286881734593
3.89,0.5829404553220824
3.9,0.5937400074169321
3.91,0.6045225094561556
3.92,0.6152831264378971
3.93,0.6260170233603038
3.94,0.6367193652215203
3.95,0.6473853170196934
3.96,0.6580100437529678
3.97,0.6685887104194903
3.98,0.6791164820174057
3.99,0.6895885235448608
4.0,0.7
4.01,0.7103473843824537
4.02,0.7206323816977839
4.03,0.7308580049530381
4.04,0.7410272671552601
4.05,0.7511431813114972
4.06,0.7612087604287953
4.07,0.7712270175142015
4.08,0.78120096557476
4.09,0.7911336176175184
4.1,0.8010279866495219
4.11,0.8108870856778178
4.12,0.8207139277094504
4.13,0.8305115257514668
4.14,0.840282892810913
4.15,0.8500310418948359
4.16,0.8597589860102797
4.17,0.8694697381642917
4.18,0.8791663113639181
4.19,0.888851718616205
4.2,0.8985289729281979
4.21,0.9082010873069428
4.22,0.9178710747594866
4.23,0.9275419482928756
4.24,0.9372167209141542
4.25,0.9468984056303696
4.26,0.956590015448568
4.27,0.9662945633757952
4.28,0.9760150624190984
4.29,0.9857545255855212
4.3,0.995515965882112
4.31,1.0053023963159156
4.32,1.0151168298939797
4.33,1.0249622796233475
4.34,1.0348417585110676
4.35,1.0447582795641852
4.36,1.0547148557897474
4.37,1.0647145001947984
4.38,1.0747602257863853
4.39,1.0848550455715538
4.4,1.0950019725573514
4.41,1.1052040197508222
4.42,1.1154642001590132
4.43,1.1257855267889705
4.44,1.1361710126477411
4.45,1.146623670742369
4.46,1.1571465140799018
4.47,1.167742555667385
4.48,1.1784148085118658
4.49,1.1891662856203884
4.5,1.2
4.51,1.210918406607718
4.52,1.2219217282004466
4.53,1.2330096294850623
4.54,1.2441817751684403
4.55,1.2554378299574551
4.56,1.2667774585589835
4.57,1.278200325679902
4.58,1.289706096027084
4.59,1.301294434307407
4.6,1.3129650052277466
4.61,1.3247174734949785
4.62,1.3365515038159774
4.63,1.3484667608976195
4.64,1.3604629094467808
4.65,1.372539614170338
4.66,1.3846965397751645
4.67,1.396933350968137
4.68,1.4092497124561314
4.69,1.4216452889460247
4.7,1.4341197451446897
4.71,1.446672745759004
4.72,1.459303955495843
4.73,1.4720130390620836
4.74,1.4847996611645986
4.75,1.4976634865102652
4.76,1.5106041798059602
4.77,1.523621405758558
4.78,1.5367148290749355
4.79,1.5498841144619664
4.8,1.5631289266265278
4.81,1.5764489302754954
4.82,1.5898437901157454
4.83,1.6033131708541517
4.84,1.6168567371975908
4.85,1.630474153852939
4.86,1.644165085527073
4.87,1.657929196926866
4.88,1.6717661527591945
4.89,1.6856756177309349
4.9,1.6996572565489636
4.91,1.713710733920154
4.92,1.7278357145513827
4.93,1.7420318631495266
4.94,1.7562988444214604
4.95,1.7706363230740605
4.96,1.785043963814201
4.97,1.7995214313487586
4.98,1.8140683903846109
4.99,1.82868450562863
5.0,1.8433694417876936
5.01,1.8581228635686773
5.02,1.872944435678456
5.03,1.887833822823908
5.04,1.902790689711906
5.05,1.917814701049326
5.06,1.9329055215430448
5.07,1.9480628158999391
5.08,1.9632862488268823
5.09,1.9785754850307504
5.1,1.99393018921842
5.11,2.009350026096768
5.12,2.0248346603726675
5.13,2.040383756752996
5.14,2.0559969799446267
5.15,2.07167399465444
5.16,2.0874144655893065
5.17,2.1032180574561044
5.18,2.1190844349617097
5.19,2.1350132628129983
5.2,2.1510042057168444
5.21,2.1670569283801235
5.22,2.183171095509714
5.23,2.19934637181249
5.24,2.2155824219953257
5.25,2.2318789107650985
5.26,2.248235502828683
5.27,2.2646518628929564
5.28,2.2811276556647955
5.29,2.297662545851072
5.3,2.314256198158664
5.31,2.3309082772944465
5.32,2.347618447965298
5.33,2.3643863748780896
5.34,2.3812117227397
5.35,2.398094156257004
5.36,2.415033340136878
5.37,2.432028939086197
5.38,2.449080617811836
5.39,2.466188041020671
5.4,2.4833508734195813
5.41,2.500568779715437
5.42,2.517841424615117
5.43,2.5351684728254966
5.44,2.552549589053452
5.45,2.569984438005857
5.46,2.587472684389589
5.47,2.6050139929115224
5.48,2.6226080282785347
5.49,2.6402544551975
5.5,2.6579529383752947
5.51,2.6757031425187936
5.52,2.6935047323348744
5.53,2.7113573725304114
5.54,2.72926072781228
5.55,2.747214462887356
5.56,2.765218242462516
5.57,2.783271731244636
5.58,2.801374593940589
5.59,2.8195264952572536
5.6,2.837727099901504
5.61,2.8559760725802184
5.62,2.874273078000268
5.63,2.892617780868532
5.64,2.9110098458918854
5.65,2.929448937777204
5.66,2.947934721231362
5.67,2.966466860961236
5.68,2.985045021673701
5.69,3.0036688680756365
5.7,3.0223380648739133
5.71,3.0410522767754093
5.72,3.0598111684869997
5.73,3.078614404715561
5.74,3.0974616501679675
5.75,3.1163525695510965
5.76,3.1352868275718224
5.77,3.154264088937022
5.78,3.173284018353572
5.79,3.192346280528344
5.8,3.2114505401682174
5.81,3.230596461980066
5.82,3.249783710670768
5.83,3.269011950947197
5.84,3.288280847516227
5.85,3.307590065084737
5.86,3.3269392683596024
5.87,3.346328122047698
5.88,3.365756290855898
5.89,3.3852234394910794
5.9,3.4047292326601206
5.91,3.424273335069892
5.92,3.443855411427273
5.93,3.463475126439139
5.94,3.483132144812366
5.95,3.502826131253828
5.96,3.5225567504703994
5.97,3.542323667168959
5.98,3.562126546056383
5.99,3.5819650518395445
6.0,3.60183884922532
6.01,3.6217476029205855
6.02,3.6416909776322166
6.03,3.66166863806709
6.04,3.68168024893208
6.05,3.7017254749340633
6.06,3.721803980779912
6.07,3.741915431176509
6.08,3.762059490830724
6.09,3.7822358244494354
6.1,3.802444096739517
6.11,3.822683972407847
6.12,3.842955116161298
6.13,3.863257192706748
6.14,3.883589866751072
6.15,3.9039528030011454
6.16,3.924345666163846
6.17,3.9447681209460463
6.18,3.9652198320546233
6.19,3.985700464196455
6.2,4.006209682078413
6.21,4.026747150407375
6.22,4.047312533890217
6.23,4.067905497233815
6.24,4.088525705145043
6.25,4.109172822330778
6.26,4.129846513497895
6.27,4.150546443353272
6.28,4.171272276603783
6.29,4.192023677956302
6.3,4.212800312117706
6.31,4.233601843794872
6.32,4.2544279376946745
6.33,4.275278258523988
6.34,4.296152470989691
6.35,4.317050239798657
6.36,4.337971229657764
6.37,4.358915105273885
6.38,4.379881531353898
6.39,4.400870172604676
6.4,4.421880693733098
6.41,4.4429127594460365
6.42,4.463966034450368
6.43,4.485040183452971
6.44,4.506134871160719
6.45,4.527249762280487
6.46,4.548384521519151
6.47,4.569538813583587
6.48,4.590712303180673
6.49,4.61190465501728
6.5,4.633115533800287
6.51,4.654344604236568
6.52,4.675591531033001
6.53,4.696855978896463
6.54,4.718137612533822
6.55,4.7394360966519615
6.56,4.760751095957755
6.57,4.782082275158078
6.58,4.803429298959804
6.59,4.82479183206981
6.6,4.846169539194974
6.61,4.86756208504217
6.62,4.888969134318273
6.63,4.91039035173016
6.64,4.931825401984706
6.65,4.953273949788789
6.66,4.974735659849278
6.67,4.996210196873055
6.68,5.0176972255669945
6.69,5.039196410637972
6.7,5.060707416792862
6.71,5.08222990873854
6.72,5.103763551181884
6.73,5.125308008829768
6.74,5.146862946389069
6.75,5.16842802856666
6.76,5.19000292006942
6.77,5.211587285604222
6.78,5.233180789877945
6.79,5.254783097597459
6.8,5.276393873469647
6.81,5.298012782201377
6.82,5.319639488499534
6.83,5.341273657070984
6.84,5.362914952622608
6.85,5.384563039861282
6.86,5.406217583493881
6.87,5.427878248227279
6.88,5.449544698768351
6.89,5.471216599823976
6.9,5.492893616101031
6.91,5.514575412306386
6.92,5.536261653146919
6.93,5.5579520033295085
6.94,5.579646127561031
6.95,5.601343690548353
6.96,5.623044356998358
6.97,5.644747791617922
6.98,5.66645365911392
6.99,5.688161624193225
7.0,5.709871351562713
7.01,5.7315825059292616
7.02,5.753294751999746
7.03,5.775007754481043
7.04,5.796721178080029
7.05,5.818434687503572
7.06,5.840147947458556
7.07,5.861860622651856
7.08,5.883572377790346
7.09,5.9052828775809
7.1,5.926991786730395
7.11,5.948698769945708
7.12,5.970403491933713
7.13,5.992105617401286
7.14,6.013804811055304
7.15,6.035500737602642
7.16,6.057193061750176
7.17,6.078881448204778
7.18,6.100565561673329
7.19,6.122245066862705
7.2,6.143919628479777
7.21,6.1655889112314215
7.22,6.187252579824516
7.23,6.208910298965939
7.24,6.23056173336256
7.25,6.25220654772126
7.26,6.273844406748912
7.27,6.29547497515239
7.28,6.317097917638575
7.29,6.338712898914338
7.3,6.360319583686557
7.31,6.381917636662105
7.32,6.403506722547863
7.33,6.4250865060507
7.34,6.446656651877497
7.35,6.468216824735126
7.36,6.489766689330468
7.37,6.5113059103703925
7.38,6.532834152561779
7.39,6.5543510806115
7.4,6.575856359226438
7.41,6.59734965311346
7.42,6.618830626979445
7.43,6.640298945531272
7.44,6.661754273475815
7.45,6.683196275519945
7.46,6.704624616370542
7.47,6.726038960734483
7.48,6.747438973318643
7.49,6.768824318829895
7.5,6.790194661975116
7.51,6.811549667461182
7.52,6.832888999994969
7.53,6.854212324283353
7.54,6.875519305033208
7.55,6.896809606951412
7.56,6.918082894744837
7.57,6.939338833120365
7.58,6.960577086784865
7.59,6.981797320445216
7.6,7.002999198808295
7.61,7.024182386580975
7.62,7.045346548470133
7.63,7.066491349182643
7.64,7.087616453425381
7.65,7.10872152590523
7.66,7.129806231329052
7.67,7.150870234403735
7.68,7.171913199836148
7.69,7.19293479233317
7.7,7.213934676601674
7.71,7.234912517348536
7.72,7.2558679792806355
7.73,7.2768007271048445
7.74,7.297710425528038
7.75,7.318596739257093
7.76,7.339459332998887
7.77,7.360297871460294
7.78,7.38111201934819
7.79,7.401901441369451
7.8,7.422665802230952
7.81,7.443404766639569
7.82,7.464117999302178
7.83,7.484805164925654
7.84,7.505465928216873
7.85,7.52609995388271
7.86,7.546706906630045
7.87,7.567286451165746
7.88,7.587838252196692
7.89,7.608361974429764
7.9,7.628857282571832
7.91,7.649323841329774
7.92,7.669761315410462
7.93,7.690169369520773
7.94,7.710547668367588
7.95,7.730895876657777
7.96,7.7512136590982195
7.97,7.771500680395786
7.98,7.791756605257359
7.99,7.811981098389808
8.0,7.83217382450001
8.01,7.852334448294846
8.02,7.872462634481184
8.03,7.892558047765905
8.04,7.912620352855884
8.05,7.932649214457998
8.06,7.952644297279116
8.07,7.97260526602612
8.08,7.99253178540588
8.09,8.012423520125282
8.1,8.03228013489119
8.11,8.05210129441049
8.12,8.071886663390048
8.13,8.091635906536748
8.14,8.11134868855746
8.15,8.131024674159065
8.16,8.150663528048431
8.17,8.170264914932439
8.18,8.189828499517967
8.19,8.209353946511884
8.2,8.22884092062107
8.21,8.248289086552404
8.22,8.267698109012755
8.23,8.287067652709
8.24,8.306397382348017
8.25,8.32568696263668
8.26,8.344936058281867
8.27,8.364144333990453
8.28,8.38331145446931
8.29,8.40243708442532
8.3,8.421520888565356
8.31,8.440562531596289
8.32,8.459561678225
8.33,8.478517993158361
8.34,8.497431141103254
8.35,8.51630078676655
8.36,8.535126594855125
8.37,8.553908230075853
8.38,8.57264535713562
8.39,8.591337640741285
8.4,8.609984745599736
8.41,8.628586336417843
8.42,8.647142077902485
8.43,8.665651634760536
8.44,8.684114671698872
8.45,8.70253085342437
8.46,8.720899844643906
8.47,8.739221310064352
8.48,8.757494914392584
8.49,8.77572032233548
8.5,8.793897198599918
8.51,8.81202520789277
8.52,8.830104014920913
8.53,8.84813328439122
8.54,8.86611268101057
8.55,8.884041869485841
8.56,8.901920514523905
8.57,8.919748280831636
8.58,8.937524833115912
8.59,8.95524983608361
8.6,8.972922954441602
8.61,8.990543852896765
8.62,9.00811219615598
8.63,9.025627648926118
8.64,9.043089875914056
8.65,9.060498541826664
8.66,9.077853311370824
8.67,9.09515384925341
8.68,9.1123998201813
8.69,9.129590888861369
8.7,9.146726720000489
8.71,9.16380697830554
8.72,9.180831328483391
8.73,9.197799435240926
8.74,9.214710963285016
8.75,9.231565577322538
8.76,9.248362942060368
8.77,9.265102722205375
8.78,9.28178458246445
8.79,9.298408187544457
8.8,9.314973202152276
8.81,9.331479290994778
8.82,9.34792611877884
8.83,9.364313350211344
8.84,9.380640649999158
8.85,9.39690768284916
8.86,9.41311411346823
8.87,9.42925960656324
8.88,9.445343826841064
8.89,9.46136643900858
8.9,9.477327107772666
8.91,9.49322549784019
8.92,9.509061273918032
8.93,9.524834100713074
8.94,9.540543642932182
8.95,9.556189565282237
8.96,9.571771532470116
8.97,9.587289209202693
8.98,9.602742260186837
8.99,9.618130350129434
9.0,9.633453143737356
9.01,9.648710305717472
9.02,9.663901500776667
9.03,9.679026393621816
9.04,9.69408464895979
9.05,9.70907593149747
9.06,9.723999905941724
9.07,9.738856236999434
9.08,9.753644589377473
9.09,9.768364627782718
9.1,9.783016016922046
9.11,9.797598421502329
9.12,9.812111506230442
9.13,9.826554935813272
9.14,9.84092837495768
9.15,9.85523148837055
9.16,9.869463940758752
9.17,9.883625396829167
9.18,9.89771552128867
9.19,9.911733978844136
9.2,9.92568043420244
9.21,9.939554552070458
9.22,9.953355997155064
9.23,9.967084434163135
9.24,9.98073952780155
9.25,9.99432094277718
9.26,10.007828343796902
9.27,10.021261395567596
9.28,10.03461976279613
9.29,10.047903110189385
9.3,10.061111102454236
9.31,10.074243404297558
9.32,10.087299680426224
9.33,10.100279595547114
9.34,10.113182814367104
9.35,10.126009001593063
9.36,10.138757821931875
9.37,10.151428940090414
9.38,10.164022020775556
9.39,10.176536728694169
9.4,10.188972728553132
9.41,10.20132968505933
9.42,10.213607262919629
9.43,10.225805126840903
9.44,10.237922941530035
9.45,10.2499603716939
9.46,10.261917082039377
9.47,10.273792737273329
9.48,10.285587002102638
9.49,10.29729954123418
9.5,10.308930019374834
9.51,10.320478101231473
9.52,10.33194345151097
9.53,10.343325734920208
9.54,10.354624616166053
9.55,10.365839759955392
9.56,10.37697083099509
9.57,10.38801749399203
9.58,10.398979413653084
9.59,10.409856254685128
9.6,10.420647681795035
9.61,10.431353359689687
9.62,10.441972953075958
9.63,10.452506126660722
9.64,10.462952545150856
9.65,10.473311873253234
9.66,10.48358377567473
9.67,10.493767917122227
9.68,10.503863962302592
9.69,10.513871575922703
9.7,10.523790422689444
9.71,10.533620167309678
9.72,10.543360474490292
9.73,10.55301100893815
9.74,10.562571435360136
9.75,10.572041418463126
9.76,10.581420622953992
9.77,10.590708713539614
9.78,10.599905354926864
9.79,10.609010211822616
9.8,10.618022948933753
9.81,10.62694323096714
9.82,10.635770722629662
9.83,10.644505088628192
9.84,10.653145993669604
9.85,10.661693102460774
9.86,10.67014607970858
9.87,10.678504590119896
9.88,10.6867682984016
9.89,10.694936869260566
9.9,10.703009967403665
9.91,10.710987257537775
9.92,10.71886840436978
9.93,10.726653072606544
9.94,10.73434092695495
9.95,10.741931632121872
9.96,10.74942485281419
9.97,10.756820253738772
9.98,10.764117499602497
9.99,10.77131625511224
10.0,10.778416184974878
10.01,10.785416953897284
10.02,10.79231822658634
10.03,10.799119667748911
10.04,10.805820942091884
10.05,10.812421714322127
10.06,10.81892164914652
10.07,10.82532041127194
10.08,10.831617665405256
10.09,10.83781307625335
10.1,10.843906308523096
10.11,10.849897026921363
10.12,10.85578489615504
10.13,10.861569580930992
10.14,10.8672507459561
10.15,10.872828055937234
10.16,10.878301175581276
10.17,10.883669769595102
10.18,10.88893350268558
10.19,10.894092039559595
10.2,10.899145044924014
10.21,10.904092183485725
10.22,10.908933119951584
10.23,10.913667519028486
10.24,10.918295045423296
10.25,10.922815363842894
10.26,10.927228138994156
10.27,10.931533035583955
10.28,10.935729718319168
10.29,10.939817851906676
10.3,10.943797101053342
10.31,10.947667130466048
10.32,10.951427604851672
10.33,10.955078188917092
10.34,10.95861854736918
10.35,10.962048344914807
10.36,10.96536724626086
10.37,10.968574916114209
10.38,10.97167101918172
10.39,10.974655220170284
10.4,10.97752718378677
10.41,10.98028657473805
10.42,10.982933057731003
10.43,10.985466297472511
10.44,10.987885958669445
10.45,10.990191706028677
10.46,10.992383204257084
10.47,10.994460118061546
10.48,10.996422112148936
10.49,10.998268851226127
10.5,11.0
10.51,11.001615769018835
10.52,11.003118552196554
10.53,11.004511289288484
10.54,11.00579692004995
10.55,11.006978384236287
10.56,11.008058621602816
10.57,11.009040571904864
10.58,11.009927174897769
10.59,11.010721370336846
10.6,11.011426097977433
10.61,11.012044297574851
10.62,11.012578908884434
10.63,11.013032871661508
10.64,11.013409125661395
10.65,11.01371061063943
10.66,11.013940266350936
10.67,11.014101032551244
10.68,11.014195848995689
10.69,11.01422765543958
10.7,11.01419939163826
10.71,11.014113997347051
10.72,11.01397441232129
10.73,11.013783576316287
10.74,11.01354442908739
10.75,11.013259910389914
10.76,11.012932959979189
10.77,11.012566517610546
10.78,11.012163523039307
10.79,11.011726916020809
10.8,11.011259636310372
10.81,11.010764623663327
10.82,11.010244817835003
10.83,11.009703158580724
10.84,11.00914258565582
10.85,11.008566038815625
10.86,11.007976457815456
10.87,11.007376782410647
10.88,11.006769952356526
10.89,11.006158907408418
10.9,11.005546587321655
10.91,11.004935931851564
10.92,11.004329880753469
10.93,11.003731373782696
10.94,11.003143350694582
10.95,11.00256875124445
10.96,11.00201051518763
10.97,11.001471582279446
10.98,11.000954892275228
10.99,11.000463384930304
11.0,11.0
11.01,10.999567055996248
11.02,10.999164386457378
11.03,10.99879120367833
11.04,10.998446719954028
11.05,10.998130147579417
11.06,10.99784069884942
11.07,10.997577586058975
11.08,10.997340021503025
11.09,10.99712721747649
11.1,10.996938386274309
11.11,10.99677274019142
11.12,10.996629491522752
11.13,10.99650785256324
11.14,10.996407035607822
11.15,10.996326252951429
11.16,10.996264716888993
11.17,10.996221639715449
11.18,10.996196233725732
11.19,10.99618771121478
11.2,10.996195284477515
11.21,10.996218165808884
11.22,10.99625556750381
11.23,10.996306701857238
11.24,10.996370781164094
11.25,10.996447017719314
11.26,10.996534623817832
11.27,10.996632811754584
11.28,10.9967407938245
11.29,10.996857782322518
11.3,10.99698298954357
11.31,10.997115627782588
11.32,10.997254909334508
11.33,10.997400046494263
11.34,10.99755025155679
11.35,10.99770473681702
11.36,10.997862714569887
11.37,10.998023397110329
11.38,10.998185996733271
11.39,10.998349725733656
11.4,10.998513796406414
11.41,10.998677421046478
11.42,10.998839811948788
11.43,10.999000181408269
11.44,10.99915774171986
11.45,10.999311705178494
11.46,10.999461284079104
11.47,10.999605690716628
11.48,10.999744137385994
11.49,10.99987583638214
11.5,11.0
11.51,11.000116006996173
11.52,11.00022390197393
11.53,11.000323895998209
11.54,11.000416200133936
11.55,11.000501025446065
11.56,11.000578582999514
11.57,11.00064908385923
11.58,11.000712739090153
11.59,11.000769759757208
11.6,11.000820356925336
11.61,11.000864741659472
11.62,11.00090312502456
11.63,11.000935718085527
11.64,11.000962731907316
11.65,11.000984377554865
11.66,11.001000866093095
11.67,11.00101240858696
11.68,11.001019216101389
11.69,11.001021499701316
11.7,11.00101947045168
11.71,11.00101333941742
11.72,11.001003317663466
11.73,11.000989616254762
11.74,11.000972446256236
11.75,11.00095201873283
11.76,11.00092854474948
11.77,11.000902235371123
11.78,11.000873301662692
11.79,11.000841954689124
11.8,11.00080840551536
11.81,11.000772865206327
11.82,11.000735544826968
11.83,11.00069665544222
11.84,11.00065640811702
11.85,11.0006150139163
11.86,11.000572683904991
11.87,11.000529629148044
11.88,11.000486060710386
11.89,11.000442189656956
11.9,11.00039822705269
11.91,11.000354383962524
11.92,11.000310871451394
11.93,11.000267900584232
11.94,11.000225682425985
11.95,11.000184428041578
11.96,11.000144348495954
11.97,11.00010565485405
11.98,11.000068558180796
11.99,11.000033269541134
12.0,11.0
12.01,10.99996891601906
12.02,10.999940005646902
12.03,10.99991321232885
12.04,10.999888479510222
12.05,10.99986575063634
12.06,10.999844969152528
12.07,10.9998260785041
12.08,10.99980902213638
12.09,10.999793743494694
12.1,10.999780186024353
12.11,10.999768293170684
12.12,10.999758008379004
12.13,10.99974927509464
12.14,10.999742036762909
12.15,10.99973623682913
12.16,10.999731818738626
12.17,10.999728725936716
12.18,10.999726901868724
12.19,10.999726289979966
12.2,10.999726833715766
12.21,10.999728476521446
12.22,10.99973116184232
12.23,10.99973483312372
12.24,10.99973943381096
12.25,10.999744907349358
12.26,10.99975119718424
12.27,10.999758246760928
12.28,10.999765999524731
12.29,10.999774398920987
12.3,10.999783388395004
12.31,10.99979291139211
12.32,10.999802911357618
12.33,10.999813331736856
12.34,10.999824115975144
12.35,10.999835207517798
12.36,10.99984654981014
12.37,10.999858086297492
12.38,10.99986976042518
12.39,10.99988151563852
12.4,10.99989329538283
12.41,10.999905043103434
12.42,10.999916702245653
12.43,10.999928216254805
12.44,10.999939528576212
12.45,10.9999505826552
12.46,10.999961321937082
12.47,10.999971689867184
12.48,10.999981629890822
12.49,10.999991085453322
12.5,11.0
12.51,11.00000832892759
12.52,11.000016075438468
12.53,11.0000232546864
12.54,11.000029881825176
12.55,11.000035972008575
12.56,11.000041540390384
12.57,11.000046602124376
12.58,11.000051172364332
12.59,11.000055266264033
12.6,11.000058898977262
12.61,11.0000620856578
12.62,11.00006484145942
12.63,11.000067181535917
12.64,11.000069121041056
12.65,11.000070675128631
12.66,11.000071858952412
12.67,11.000072687666188
12.68,11.000073176423736
12.69,11.000073340378831
12.7,11.000073194685264
12.71,11.000072754496806
12.72,11.000072034967245
12.73,11.00007105125036
12.74,11.00006981849993
12.75,11.000068351869736
12.76,11.000066666513558
12.77,11.00006477758518
12.78,11.000062700238376
12.79,11.000060449626934
12.8,11.000058040904632
12.81,11.000055489225248
12.82,11.000052809742566
12.83,11.000050017610366
12.84,11.000047127982423
12.85,11.000044156012528
12.86,11.000041116854453
12.87,11.000038025661985
12.88,11.000034897588897
12.89,11.000031747788976
12.9,11.000028591416005
12.91,11.000025443623752
12.92,11.000022319566012
12.93,11.000019234396555
12.94,11.00001620326917
12.95,11.000013241337632
12.96,11.000010363755726
12.97,11.00000758567723
12.98,11.00000492225592
12.99,11.000002388645584
13.0,11.0
13.01,10.999997768270578
13.02,10.999995692599247
13.03,10.99999376892556
13.04,10.999991993189076
13.05,10.999990361329353
13.06,10.999988869285945
13.07,10.99998751299841
13.08,10.999986288406305
13.09,10.999985191449186
13.1,10.99998421806661
13.11,10.999983364198131
13.12,10.999982625783312
13.13,10.999981998761706
