wind_speed,Fuhrländer FL MD 77
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0
3.94,0.0
3.95,0.0
3.96,0.0
3.97,0.0
3.98,0.0
3.99,0.0
4.0,54.0
4.01,54.76682871466693
4.02,55.53455204095192
4.03,56.303206396919535
4.04,57.07282820063408
4.05,57.84345387016011
4.06,58.61511982356208
4.07,59.38786247890452
4.08,60.16171825425175
4.09,60.93672356766831
4.1,61.71291483721866
4.11,62.49032848096736
4.12,63.26900091697868
4.13,64.0489685633172
4.14,64.83026783804738
4.15,65.6129351592337
4.16,66.39700694494057
4.17,67.18251961323244
4.18,67.96950958217386
4.19,68.75801326982929
4.2,69.54806709426308
4.21,70.33970747353976
4.22,71.13297082572382
4.23,71.92789356887975
4.24,72.72451212107191
4.25,73.52286290036481
4.26,74.32298232482295
4.27,75.12490681251074
4.28,75.92867278149275
4.29,76.73431664983329
4.3,77.5418748355969
4.31,78.35138375684807
4.32,79.16287983165127
4.33,79.97639947807087
4.34,80.79197911417141
4.35,81.60965515801732
4.36,82.42946402767316
4.37,83.25144214120326
4.38,84.07562591667212
4.39,84.90205177214423
4.4,85.73075612568411
4.41,86.5617753953561
4.42,87.39514599922472
4.43,88.23090435535444
4.44,89.06908688180981
4.45,89.9097299966551
4.46,90.75287011795491
4.47,91.59854366377368
4.48,92.44678705217592
4.49,93.29763670122598
4.5,94.15112902898836
4.51,95.00730045352758
4.52,95.86618739290806
4.53,96.72782626519434
4.54,97.59225348845078
4.55,98.45950548074184
4.56,99.32961866013208
4.57,100.20262944468595
4.58,101.0785742524678
4.59,101.9574895015422
4.6,102.83941160997352
4.61,103.72437699582645
4.62,104.61242207716516
4.63,105.50358327205424
4.64,106.3978969985582
4.65,107.29539967474147
4.66,108.1961277186685
4.67,109.10011754840372
4.68,110.00740558201169
4.69,110.91802823755684
4.7,111.83202193310352
4.71,112.74942308671632
4.72,113.67026811645968
4.73,114.59459344039811
4.74,115.52243547659596
4.75,116.45383064311773
4.76,117.38881535802793
4.77,118.32742603939096
4.78,119.2696991052714
4.79,120.2156709737336
4.8,121.16537806284204
4.81,122.11885679066118
4.82,123.07614357525564
4.83,124.0372748346896
4.84,125.00228698702772
4.85,125.97121645033442
4.86,126.94409964267425
4.87,127.9209729821115
4.88,128.9018728867107
4.89,129.88683577453634
4.9,130.87589806365298
4.91,131.86909617212487
4.92,132.8664665180166
4.93,133.8680455193926
4.94,134.87386959431748
4.95,135.8839751608555
4.96,136.89839863707115
4.97,137.91717644102897
4.98,138.94034499079348
4.99,139.967940704429
5.0,141.0
5.01,142.03655929557107
5.02,143.07765500920655
5.03,144.12332355897107
5.04,145.17360136292885
5.05,146.22852483914454
5.06,147.28813040568255
5.07,148.3524544806074
5.08,149.4215334819834
5.09,150.49540382787515
5.1,151.57410193634706
5.11,152.6576642254637
5.12,153.74612711328933
5.13,154.83952701788854
5.14,155.93790035732576
5.15,157.0412835496656
5.16,158.14971301297228
5.17,159.26322516531036
5.18,160.38185642474437
5.19,161.50564320933884
5.2,162.63462193715802
5.21,163.76882902626642
5.22,164.9083008947286
5.23,166.05307396060908
5.24,167.20318464197211
5.25,168.3586693568823
5.26,169.51956452340409
5.27,170.6859065596019
5.28,171.85773188354037
5.29,173.0350769132837
5.3,174.21797806689648
5.31,175.4064717624432
5.32,176.60059441798836
5.33,177.8003824515963
5.34,179.0058722813315
5.35,180.21710032525849
5.36,181.43410300144183
5.37,182.65691672794577
5.38,183.88557792283484
5.39,185.12012300417356
5.4,186.3605883900265
5.41,187.60701049845784
5.42,188.8594257475322
5.43,190.11787055531408
5.44,191.38238133986795
5.45,192.65299451925816
5.46,193.92974651154924
5.47,195.2126737348057
5.48,196.50181260709195
5.49,197.79719954647248
5.5,199.09887097101165
5.51,200.40686329877408
5.52,201.72121294782409
5.53,203.04195633622635
5.54,204.3691298820451
5.55,205.70277000334488
5.56,207.04291311819017
5.57,208.3895956446456
5.58,209.7428540007753
5.59,211.1027246046439
5.6,212.4692438743159
5.61,213.84244822785573
5.62,215.2223740833279
5.63,216.6090578587968
5.64,218.00253597232685
5.65,219.40284484198276
5.66,220.81002088582864
5.67,222.2241005219292
5.68,223.64512016834877
5.69,225.073116243152
5.7,226.5081251644031
5.71,227.95018335016672
5.72,229.39932721850727
5.73,230.8555931874893
5.74,232.31901767517712
5.75,233.78963709963523
5.76,235.2674878789281
5.77,236.75260643112023
5.78,238.24502917427628
5.79,239.7447925264603
5.8,241.2519329057369
5.81,242.7664867301707
5.82,244.2884904178262
5.83,245.8179803867676
5.84,247.35499305505945
5.85,248.89956484076632
5.86,250.4517321619527
5.87,252.01153143668284
5.88,253.57899908302133
5.89,255.15417151903267
5.9,256.7370851627814
5.91,258.3277764323317
5.92,259.92628174574827
5.93,261.5326375210955
5.94,263.146880176438
5.95,264.7690461298399
5.96,266.39917179936594
5.97,268.03729360308046
5.98,269.6834479590482
5.99,271.3376712853332
6.0,273.0
6.01,274.67045847605533
6.02,276.34902290627304
6.03,278.0356574383697
6.04,279.730326220061
6.05,281.4329933990635
6.06,283.14362312309305
6.07,284.86217953986613
6.08,286.5886267970987
6.09,288.3229290425069
6.1,290.065050423807
6.11,291.8149550887152
6.12,293.5726071849475
6.13,295.33797086022014
6.14,297.1110102622493
6.15,298.89168953875134
6.16,300.679972837442
6.17,302.47582430603774
6.18,304.27920809225463
6.19,306.090088343809
6.2,307.90842920841675
6.21,309.7341948337942
6.22,311.56734936765747
6.23,313.4078569577229
6.24,315.2556817517063
6.25,317.11078789732403
6.26,318.9731395422924
6.27,320.8427008343273
6.28,322.7194359211451
6.29,324.60330895046195
6.3,326.49428406999374
6.31,328.3923254274571
6.32,330.2973971705678
6.33,332.20946344704214
6.34,334.12848840459634
6.35,336.05443619094643
6.36,337.9872709538089
6.37,339.92695684089955
6.38,341.8734579999345
6.39,343.82673857863017
6.4,345.7867627247029
6.41,347.75349458586834
6.42,349.72689830984297
6.43,351.70693804434285
6.44,353.6935779370844
6.45,355.6867821357833
6.46,357.68651478815605
6.47,359.69274004191874
6.48,361.70542204478784
6.49,363.7245249444789
6.5,365.7500128887084
6.51,367.7818500251926
6.52,369.82000050164754
6.53,371.8644284657896
6.54,373.9150980653346
6.55,375.9719734479989
6.56,378.0350187614985
6.57,380.1041981535501
6.58,382.1794757718691
6.59,384.260815764172
6.6,386.3481822781752
6.61,388.4415394615946
6.62,390.5408514621464
6.63,392.6460824275467
6.64,394.7571965055118
6.65,396.874157843758
6.66,398.9969305900011
6.67,401.1254788919575
6.68,403.2597668973432
6.69,405.3997587538747
6.7,407.54541860926776
6.71,409.6967106112387
6.72,411.8535989075038
6.73,414.0160476457792
6.74,416.1840209737809
6.75,418.3574830392251
6.76,420.5363979898281
6.77,422.72072997330594
6.78,424.91044313737495
6.79,427.1055016297512
6.8,429.30586959815065
6.81,431.51151119028975
6.82,433.7223905538846
6.83,435.9384718366513
6.84,438.159719186306
6.85,440.3860967505649
6.86,442.61756867714433
6.87,444.85409911376007
6.88,447.0956522081287
6.89,449.342192107966
6.9,451.59368296098864
6.91,453.8500889149123
6.92,456.1113741174533
6.93,458.3775027163277
6.94,460.648438859252
6.95,462.9241466939421
6.96,465.2045903681141
6.97,467.48973402948434
6.98,469.7795418257692
6.99,472.07397790468434
7.0,474.3730064139461
7.01,476.67659150127065
7.02,478.9846973143744
7.03,481.2972880009734
7.04,483.6143277087834
7.05,485.9357805855211
7.06,488.2616107789025
7.07,490.5917824366437
7.08,492.9262597064608
7.09,495.2650067360701
7.1,497.6079876731877
7.11,499.9551666655301
7.12,502.3065078608127
7.13,504.66197540675216
7.14,507.0215334510648
7.15,509.3851461414668
7.16,511.7527776256738
7.17,514.1243920514022
7.18,516.4999535663684
7.19,518.8794263182884
7.2,521.2627744548784
7.21,523.6499621238544
7.22,526.0409534729328
7.23,528.4357126498297
7.24,530.8342038022611
7.25,533.2363910779433
7.26,535.6422386245924
7.27,538.0517105899248
7.28,540.4647711216566
7.29,542.8813843675036
7.3,545.3015144751823
7.31,547.7251255924086
7.32,550.1521818668994
7.33,552.5826474463697
7.34,555.0164864785363
7.35,557.4536631111157
7.36,559.8941414918236
7.37,562.3378857683762
7.38,564.7848600884896
7.39,567.2350285998803
7.4,569.6883554502643
7.41,572.1448047873575
7.42,574.6043407588764
7.43,577.0669275125372
7.44,579.5325291960559
7.45,582.0011099571484
7.46,584.4726339435314
7.47,586.9470653029207
7.48,589.4243681830327
7.49,591.9045067315832
7.5,594.387445096289
7.51,596.8731474248655
7.52,599.3615778650293
7.53,601.8527005644967
7.54,604.3464796709835
7.55,606.842879332206
7.56,609.3418636958805
7.57,611.8433969097231
7.58,614.3474431214498
7.59,616.8539664787769
7.6,619.3629311294206
7.61,621.8743012210971
7.62,624.3880409015225
7.63,626.9041143184128
7.64,629.4224856194842
7.65,631.9431189524533
7.66,634.4659784650357
7.67,636.9910283049478
7.68,639.5182326199059
7.69,642.047555557626
7.7,644.5789612658245
7.71,647.1124138922169
7.72,649.6478775845202
7.73,652.1853164904502
7.74,654.724694757723
7.75,657.2659765340545
7.76,659.8091259671615
7.77,662.3541072047598
7.78,664.9008843945658
7.79,667.4494216842952
7.8,669.9996832216643
7.81,672.5516331543897
7.82,675.1052356301875
7.83,677.6604547967733
7.84,680.2172548018636
7.85,682.7755997931745
7.86,685.3354539184228
7.87,687.8967813253233
7.88,690.4595461615935
7.89,693.0237125749486
7.9,695.5892447131058
7.91,698.1561067237803
7.92,700.7242627546885
7.93,703.2936769535468
7.94,705.8643134680715
7.95,708.4361364459781
7.96,711.0091100349833
7.97,713.5831983828033
7.98,716.1583656371541
7.99,718.7345759457517
8.0,721.3117934563126
8.01,723.8899823165525
8.02,726.4691066741882
8.03,729.0491306769353
8.04,731.6300184725103
8.05,734.2117342086297
8.06,736.7942420330089
8.07,739.3775060933642
8.08,741.9614905374119
8.09,744.5461595128685
8.1,747.1314771674497
8.11,749.7174076488718
8.12,752.3039151048508
8.13,754.8909636831038
8.14,757.478517531346
8.15,760.0665407972938
8.16,762.6549976286628
8.17,765.2438521731702
8.18,767.8330685785315
8.19,770.4226109924634
8.2,773.0124435626815
8.21,775.6025304369026
8.22,778.1928357628423
8.23,780.7833236882165
8.24,783.3739583607421
8.25,785.9647039281347
8.26,788.5555245381108
8.27,791.1463843383867
8.28,793.7372474766779
8.29,796.3280781007013
8.3,798.9188403581734
8.31,801.509498396809
8.32,804.1000163643253
8.33,806.6903584084378
8.34,809.2804886768631
8.35,811.8703713173174
8.36,814.4599704775168
8.37,817.0492503051775
8.38,819.6381749480161
8.39,822.2267085537475
8.4,824.8148152700888
8.41,827.4024592447558
8.42,829.9896046254651
8.43,832.5762155599327
8.44,835.1622561958744
8.45,837.7476906810068
8.46,840.3324831630464
8.47,842.9165977897082
8.48,845.4999987087092
8.49,848.0826500677654
8.5,850.6645160145928
8.51,853.2455606969081
8.52,855.8257482624267
8.53,858.4050428588655
8.54,860.9834086339403
8.55,863.5608097353675
8.56,866.1372103108628
8.57,868.7125745081423
8.58,871.2868664749228
8.59,873.8600503589203
8.6,876.4320903078506
8.61,879.0029504694298
8.62,881.5725949913749
8.63,884.1409880214014
8.64,886.7080937072255
8.65,889.2738761965634
8.66,891.8382996371312
8.67,894.4013281766453
8.68,896.9629259628215
8.69,899.5230571433765
8.7,902.081685866026
8.71,904.6387762784866
8.72,907.194292528474
8.73,909.7481987637044
8.74,912.3004591318944
8.75,914.8510377807592
8.76,917.3998988580162
8.77,919.9470065113812
8.78,922.4923248885698
8.79,925.0358181372984
8.8,927.5774504052844
8.81,930.117185840242
8.82,932.654988589888
8.83,935.190822801939
8.84,937.7246526241112
8.85,940.2564422041204
8.86,942.786155689683
8.87,945.3137572285144
8.88,947.8392109683328
8.89,950.362481056852
8.9,952.8835316417892
8.91,955.4023268708607
8.92,957.9188308917822
8.93,960.4330078522704
8.94,962.9448219000412
8.95,965.4542371828106
8.96,967.9612178482956
8.97,970.4657280442112
8.98,972.967731918274
8.99,975.4671936182002
9.0,977.9640772917062
9.01,980.4583470865076
9.02,982.9499671503212
9.03,985.4389016308628
9.04,987.9251146758488
9.05,990.4085704329956
9.06,992.8892330500182
9.07,995.3670666746342
9.08,997.8420354545588
9.09,1000.314103537508
9.1,1002.7832350711994
9.11,1005.2493942033472
9.12,1007.7125450816692
9.13,1010.1726518538816
9.14,1012.6296786676988
9.15,1015.0835896708384
9.16,1017.5343490110164
9.17,1019.9819208359484
9.18,1022.4262692933512
9.19,1024.8673585309407
9.2,1027.3051526964332
9.21,1029.739615937545
9.22,1032.1707124019918
9.23,1034.5984062374898
9.24,1037.0226615917554
9.25,1039.443442612505
9.26,1041.860713447454
9.27,1044.274438244319
9.28,1046.6845811508165
9.29,1049.0911063146625
9.3,1051.4939778835728
9.31,1053.893160005264
9.32,1056.2886168274522
9.33,1058.680312497853
9.34,1061.0682111641831
9.35,1063.4522769741584
9.36,1065.8324740754956
9.37,1068.2087666159105
9.38,1070.5811187431193
9.39,1072.949494604838
9.4,1075.313858348783
9.41,1077.67417412267
9.42,1080.0304060742155
9.43,1082.382518351136
9.44,1084.7304751011472
9.45,1087.0742404719654
9.46,1089.413778611307
9.47,1091.749053666888
9.48,1094.080029786424
9.49,1096.406671117632
9.5,1098.7289418082275
9.51,1101.0468060059272
9.52,1103.360227858447
9.53,1105.669171513503
9.54,1107.9736011188115
9.55,1110.2734808220894
9.56,1112.5687747710515
9.57,1114.8594471134145
9.58,1117.1454619968947
9.59,1119.426783569208
9.6,1121.703375978071
9.61,1123.9752033712
9.62,1126.2422298963104
9.63,1128.504419701119
9.64,1130.7617369333418
9.65,1133.0141457406946
9.66,1135.2616102708942
9.67,1137.5040946716558
9.68,1139.741563090697
9.69,1141.9739796757326
9.7,1144.2013085744788
9.71,1146.4235139346538
9.72,1148.6405599039713
9.73,1150.852410630148
9.74,1153.0590302609012
9.75,1155.260382943946
9.76,1157.4564328269992
9.77,1159.6471440577766
9.78,1161.832480783994
9.79,1164.0124071533687
9.8,1166.186887313616
9.81,1168.355885412452
9.82,1170.5193655975932
9.83,1172.6772920167557
9.84,1174.8296288176552
9.85,1176.9763401480086
9.86,1179.1173901555317
9.87,1181.252742987941
9.88,1183.3823627929526
9.89,1185.5062137182815
9.9,1187.6242599116454
9.91,1189.7364655207598
9.92,1191.8427946933411
9.93,1193.943211577105
9.94,1196.0376803197682
9.95,1198.126165069047
9.96,1200.208629972657
9.97,1202.285039178314
9.98,1204.355356833735
9.99,1206.4195470866362
10.0,1208.477574084733
10.01,1210.5294019757423
10.02,1212.5749949073795
10.03,1214.614317027362
10.04,1216.6473324834046
10.05,1218.6740054232253
10.06,1220.694299994538
10.07,1222.70818034506
10.08,1224.7156106225077
10.09,1226.7165549745962
10.1,1228.710977549043
10.11,1230.6988424935632
10.12,1232.6801139558738
10.13,1234.654756083691
10.14,1236.6227330247305
10.15,1238.5840089267076
10.16,1240.53854793734
10.17,1242.4863142043437
10.18,1244.4272718754337
10.19,1246.3613850983268
10.2,1248.2886180207397
10.21,1250.2089347903884
10.22,1252.1222995549883
10.23,1254.028676462256
10.24,1255.928029659908
10.25,1257.82032329566
10.26,1259.705521517228
10.27,1261.5835884723292
10.28,1263.4544883086785
10.29,1265.3181851739928
10.3,1267.1746432159885
10.31,1269.023826582381
10.32,1270.8656994208868
10.33,1272.7002258792222
10.34,1274.5273701051028
10.35,1276.3470962462457
10.36,1278.1593684503664
10.37,1279.9641508651816
10.38,1281.761407638407
10.39,1283.5511029177587
10.4,1285.3332008509533
10.41,1287.1076655857064
10.42,1288.8744612697346
10.43,1290.633552050754
10.44,1292.3849020764806
10.45,1294.1284754946305
10.46,1295.8642364529203
10.47,1297.592149099066
10.48,1299.312177580783
10.49,1301.024286045789
10.5,1302.7284386417984
10.51,1304.424599516529
10.52,1306.1127328176958
10.53,1307.7928026930158
10.54,1309.4647732902042
10.55,1311.1286087569783
10.56,1312.7842732410534
10.57,1314.431730890146
10.58,1316.0709458519718
10.59,1317.701882274248
10.6,1319.3245043046895
10.61,1320.938776091013
10.62,1322.544661780936
10.63,1324.1421255221726
10.64,1325.73113146244
10.65,1327.311643749454
10.66,1328.8836265309303
10.67,1330.447043954587
10.68,1332.0018601681377
10.69,1333.5480393193004
10.7,1335.0855455557903
10.71,1336.6143430253248
10.72,1338.1343958756188
10.73,1339.6456682543887
10.74,1341.1481243093508
10.75,1342.6417281882214
10.76,1344.1264440387165
10.77,1345.6022360085526
10.78,1347.0690682454454
10.79,1348.5269048971113
10.8,1349.9757101112664
10.81,1351.4154480356272
10.82,1352.8460828179088
10.83,1354.267578605829
10.84,1355.6798995471024
10.85,1357.083009789446
10.86,1358.4768734805762
10.87,1359.8614547682082
10.88,1361.2367178000595
10.89,1362.602626723845
10.9,1363.9591456872818
10.91,1365.306238838085
10.92,1366.6438703239714
10.93,1367.9720042926574
10.94,1369.290604891859
10.95,1370.5996362692922
10.96,1371.8990625726738
10.97,1373.1888479497193
10.98,1374.468956548144
10.99,1375.739352515666
11.0,1377.0
11.01,1378.2508804697918
11.02,1379.4920446774013
11.03,1380.723560696117
11.04,1381.9454965992284
11.05,1383.1579204600248
11.06,1384.360900351794
11.07,1385.5545043478255
11.08,1386.738800521409
11.09,1387.9138569458328
11.1,1389.079741694385
11.11,1390.2365228403562
11.12,1391.3842684570343
11.13,1392.5230466177086
11.14,1393.6529253956676
11.15,1394.773972864201
11.16,1395.886257096597
11.17,1396.9898461661453
11.18,1398.084808146134
11.19,1399.1712111098532
11.2,1400.2491231305903
11.21,1401.318612281636
11.22,1402.3797466362782
11.23,1403.4325942678056
11.24,1404.477223249508
11.25,1405.5137016546737
11.26,1406.542097556592
11.27,1407.5624790285513
11.28,1408.574914143842
11.29,1409.579470975751
11.3,1410.576217597569
11.31,1411.565222082584
11.32,1412.5465525040845
11.33,1413.5202769353612
11.34,1414.4864634497014
11.35,1415.4451801203948
11.36,1416.39649502073
11.37,1417.3404762239966
11.38,1418.277191803483
11.39,1419.2067098324778
11.4,1420.1290983842707
11.41,1421.0444255321504
11.42,1421.9527593494058
11.43,1422.854167909326
11.44,1423.7487192851995
11.45,1424.636481550316
11.46,1425.5175227779634
11.47,1426.391911041432
11.48,1427.2597144140095
11.49,1428.1210009689858
11.5,1428.975838779649
11.51,1429.8242959192885
11.52,1430.6664404611936
11.53,1431.5023404786527
11.54,1432.3320640449551
11.55,1433.1556792333895
11.56,1433.9732541172446
11.57,1434.78485676981
11.58,1435.5905552643742
11.59,1436.390417674226
11.6,1437.1845120726553
11.61,1437.9729065329502
11.62,1438.7556691283994
11.63,1439.5328679322931
11.64,1440.304571017919
11.65,1441.0708464585664
11.66,1441.831762327525
11.67,1442.5873866980824
11.68,1443.3377876435284
11.69,1444.0830332371515
11.7,1444.8231915522415
11.71,1445.558330662087
11.72,1446.2885186399762
11.73,1447.0138235591992
11.74,1447.7343134930438
11.75,1448.4500565147998
11.76,1449.161120697756
11.77,1449.867574115201
11.78,1450.569484840424
11.79,1451.2669209467142
11.8,1451.95995050736
11.81,1452.6486415956506
11.82,1453.3330622848753
11.83,1454.0132806483225
11.84,1454.6893647592815
11.85,1455.361382691041
11.86,1456.0294025168905
11.87,1456.6934923101178
11.88,1457.353720144013
11.89,1458.010154091865
11.9,1458.6628622269618
11.91,1459.3119126225934
11.92,1459.9573733520483
11.93,1460.5993124886152
11.94,1461.2377981055836
11.95,1461.872898276242
11.96,1462.5046810738795
11.97,1463.1332145717852
11.98,1463.7585668432478
11.99,1464.3808059615565
12.0,1465.0
12.01,1465.616202801933
12.02,1466.2294112909738
12.03,1466.8396081608048
12.04,1467.446776105111
12.05,1468.0508978175749
12.06,1468.6519559918804
12.07,1469.2499333217108
12.08,1469.8448125007496
12.09,1470.4365762226803
12.1,1471.0252071811865
12.11,1471.6106880699522
12.12,1472.19300158266
12.13,1472.7721304129948
12.14,1473.3480572546384
12.15,1473.9207648012753
12.16,1474.490235746589
12.17,1475.0564527842628
12.18,1475.6193986079802
12.19,1476.179055911425
12.2,1476.735407388281
12.21,1477.2884357322305
12.22,1477.8381236369578
12.23,1478.3844537961468
12.24,1478.9274089034802
12.25,1479.4669716526423
12.26,1480.003124737316
12.27,1480.5358508511856
12.28,1481.065132687933
12.29,1481.590952941244
12.3,1482.1132943048008
12.31,1482.6321394722866
12.32,1483.1474711373858
12.33,1483.659271993781
12.34,1484.167524735156
12.35,1484.6722120551951
12.36,1485.1733166475815
12.37,1485.6708212059978
12.38,1486.1647084241283
12.39,1486.6549609956571
12.4,1487.1415616142667
12.41,1487.6244929736406
12.42,1488.103737767463
12.43,1488.5792786894167
12.44,1489.051098433186
12.45,1489.519179692454
12.46,1489.983505160904
12.47,1490.4440575322196
12.48,1490.900819500085
12.49,1491.353773758183
12.5,1491.8029030001971
12.51,1492.2481899198112
12.52,1492.6896172107088
12.53,1493.1271675665732
12.54,1493.560823681088
12.55,1493.9905682479366
12.56,1494.416383960803
12.57,1494.83825351337
12.58,1495.256159599321
12.59,1495.6700849123408
12.6,1496.0800121461125
12.61,1496.4859239943182
12.62,1496.8878031506426
12.63,1497.2856323087694
12.64,1497.679394162382
12.65,1498.0690714051634
12.66,1498.4546467307975
12.67,1498.8361028329678
12.68,1499.2134224053575
12.69,1499.5865881416505
12.7,1499.9555827355305
12.71,1500.3203888806802
12.72,1500.6809892707845
12.73,1501.0373665995253
12.74,1501.3895035605872
12.75,1501.7373828476532
12.76,1502.0809871544072
12.77,1502.4202991745324
12.78,1502.7553016017127
12.79,1503.0859771296311
12.8,1503.4123084519715
12.81,1503.7342782624175
12.82,1504.0518692546525
12.83,1504.3650641223596
12.84,1504.6738455592233
12.85,1504.9781962589257
12.86,1505.2780989151513
12.87,1505.5735362215837
12.88,1505.864490871906
12.89,1506.150945559802
12.9,1506.432882978955
12.91,1506.7102858230487
12.92,1506.9831367857666
12.93,1507.2514185607922
12.94,1507.515113841809
12.95,1507.7742053225002
12.96,1508.0286756965493
12.97,1508.2785076576406
12.98,1508.5236838994572
12.99,1508.7641871156825
13.0,1509.0
13.01,1509.2311183224756
13.02,1509.457590158704
13.03,1509.6794766606622
13.04,1509.896838980327
13.05,1510.1097382696755
13.06,1510.318235680685
13.07,1510.5223923653318
13.08,1510.722269475593
13.09,1510.9179281634458
13.1,1511.1094295808675
13.11,1511.2968348798345
13.12,1511.480205212324
13.13,1511.6596017303132
13.14,1511.8350855857786
13.15,1512.0067179306975
13.16,1512.174559917047
13.17,1512.338672696803
13.18,1512.4991174219442
13.19,1512.6559552444462
13.2,1512.809247316287
13.21,1512.9590547894425
13.22,1513.1054388158902
13.23,1513.2484605476072
13.24,1513.3881811365704
13.25,1513.5246617347564
13.26,1513.657963494143
13.27,1513.7881475667064
13.28,1513.9152751044237
13.29,1514.0394072592717
13.3,1514.1606051832284
13.31,1514.2789300282698
13.32,1514.394442946373
13.33,1514.507205089515
13.34,1514.617277609673
13.35,1514.7247216588237
13.36,1514.829598388944
13.37,1514.9319689520112
13.38,1515.031894500002
13.39,1515.1294361848936
13.4,1515.2246551586636
13.41,1515.3176125732873
