wind_speed,HEAG HW1-780
2.43,0.6860438351513944
2.44,0.7056213271394205
2.45,0.7253452318304693
2.46,0.7452143313314249
2.47,0.7652274077491764
2.48,0.785383243190609
2.49,0.8056806197626111
2.5,0.8261183195720676
2.51,0.8466951247258669
2.52,0.867409817330896
2.53,0.8882611794940399
2.54,0.909247993322188
2.55,0.9303690409222248
2.56,0.9516231044010393
2.57,0.9730089658655164
2.58,0.9945254074225442
2.59,1.0161712111790084
2.6,1.0379451592417976
2.61,1.0598460337177964
2.62,1.0818726167138943
2.63,1.1040236903369756
2.64,1.1262980366939288
2.65,1.1486944378916395
2.66,1.1712116760369962
2.67,1.193848533236884
2.68,1.2166037915981918
2.69,1.2394762332278035
2.7,1.2624646402326092
2.71,1.2855677947194923
2.72,1.308784478795343
2.73,1.3321134745670462
2.74,1.35555356414149
2.75,1.3791035296255594
2.76,1.402762153126142
2.77,1.426528216750126
2.78,1.450400502604397
2.79,1.474377792795842
2.8,1.4984588694313477
2.81,1.522642514617802
2.82,1.5469275104620892
2.83,1.5713126390710996
2.84,1.5957966825517174
2.85,1.620378423010831
2.86,1.645056642555326
2.87,1.6698301232920898
2.88,1.6946976473280089
2.89,1.7196579967699714
2.9,1.7447099537248627
2.91,1.7698523002995712
2.92,1.7950838186009814
2.93,1.8204032907359828
2.94,1.84580949881146
2.95,1.8713012249343008
2.96,1.8968772512113925
2.97,1.922536359749622
2.98,1.948277332655874
2.99,1.974098952037039
3.0,2.0
3.01,2.0259844765447594
3.02,2.05207725324377
3.03,2.078308419562596
3.04,2.1047080649668053
3.05,2.13130627892196
3.06,2.1581331508936303
3.07,2.1852187703473787
3.08,2.2125932267487736
3.09,2.2402866095633778
3.1,2.26832900825676
3.11,2.2967505122944827
3.12,2.325581211142115
3.13,2.3548511942652204
3.14,2.384590551129366
3.15,2.414829371200116
3.16,2.44559774394304
3.17,2.4769257588236973
3.18,2.5088435053076594
3.19,2.541381072860489
3.2,2.5745685509477543
3.21,2.6084360290350173
3.22,2.6430135965878483
3.23,2.6783313430718083
3.24,2.714419357952469
3.25,2.75130773069539
3.26,2.78902655076614
3.27,2.827605907630286
3.28,2.867075890753391
3.29,2.9074665896010243
3.3,2.948808093638746
3.31,2.991130492332129
3.32,3.034463875146733
3.33,3.0788383315481287
3.34,3.124283951001876
3.35,3.170830822973547
3.36,3.218509036928702
3.37,3.267348682332911
3.38,3.3173798486517363
3.39,3.3686326253507475
3.4,3.421137101895506
3.41,3.474923367751582
3.42,3.530021512384537
3.43,3.5864616252599424
3.44,3.644273795843356
3.45,3.703488113600352
3.46,3.764134667996488
3.47,3.8262435484973376
3.48,3.88984484456846
3.49,3.954968645675426
3.5,4.021645041283797
3.51,4.089904120859141
3.52,4.159775973867026
3.53,4.231290689773013
3.54,4.304478358042673
3.55,4.379369068141567
3.56,4.455992909535264
3.57,4.534379971689328
3.58,4.614560344069327
3.59,4.696564116140821
3.6,4.780421377369385
3.61,4.866162217220575
3.62,4.953816725159964
3.63,5.043414990653114
3.64,5.134987103165594
3.65,5.228563152162964
3.66,5.324173227110798
3.67,5.421847417474652
3.68,5.521615812720103
3.69,5.6235085023127045
3.7,5.727555575718034
3.71,5.833787122401646
3.72,5.9422332318291184
3.73,6.052923993466004
3.74,6.165889496777883
3.75,6.2811598312303065
3.76,6.398765086288846
3.77,6.518735351419076
3.78,6.641100716086548
3.79,6.765891269756839
3.8,6.893137101895505
3.81,7.022868301968122
3.82,7.155114959440248
3.83,7.289907163777455
3.84,7.427275004445299
3.85,7.567248570909358
3.86,7.709857952635187
3.87,7.855133239088362
3.88,8.003104519734435
3.89,8.15380188403899
3.9,8.307255421467573
3.91,8.46349522148577
3.92,8.622551373559126
3.93,8.784453967153226
3.94,8.949233091733621
3.95,9.116918836765889
3.96,9.28754129171558
3.97,9.461130546048278
3.98,9.63771668922953
3.99,9.817329810724924
4.0,10.0
4.01,10.185751324904889
4.02,10.374583766827884
4.03,10.56649128554186
4.04,10.761467840819614
4.05,10.959507392434029
4.06,11.160603900157946
4.07,11.36475132376423
4.08,11.571943623025694
4.09,11.782174757715204
4.1,11.99543868760561
4.11,12.211729372469776
4.12,12.431040772080518
4.13,12.653366846210693
4.14,12.87870155463316
4.15,13.107038857120784
4.16,13.33837271344637
4.17,13.572697083382783
4.18,13.810005926702884
4.19,14.050293203179528
4.2,14.29355287258553
4.21,14.539778894693756
4.22,14.788965229277055
4.23,15.041105836108295
4.24,15.296194674960288
4.25,15.554225705605887
4.26,15.81519288781796
4.27,16.07909018136935
4.28,16.345911546032916
4.29,16.61565094158147
4.3,16.888302327787883
4.31,17.16385966442501
4.32,17.442316911265706
4.33,17.723668028082784
4.34,18.00790697464911
4.35,18.295027710737536
4.36,18.58502419612094
4.37,18.877890390572105
4.38,19.17362025386392
4.39,19.472207745769225
4.4,19.77364682606089
4.41,20.07793145451173
4.42,20.38505559089459
4.43,20.695013194982348
4.44,21.00779822654786
4.45,21.32340464536392
4.46,21.641826411203414
4.47,21.963057483839187
4.48,22.28709182304411
4.49,22.61392338859098
4.5,22.943546140252664
4.51,23.275954037802038
4.52,23.61114104101191
4.53,23.949101109655174
4.54,24.28982820350464
4.55,24.63331628233315
4.56,24.979559305913583
4.57,25.328551234018803
4.58,25.6802860264216
4.59,26.034757642894853
4.6,26.391960043211405
4.61,26.75188718714414
4.62,27.114533034465843
4.63,27.479891544949396
4.64,27.84795667836764
4.65,28.21872239449347
4.66,28.59218265309965
4.67,28.96833141395907
4.68,29.347162636844587
4.69,29.728670281529062
4.7,30.1128483077853
4.71,30.49969067538616
4.72,30.88919134410451
4.73,31.28134427371322
4.74,31.67614342398508
4.75,32.07358275469296
4.76,32.47365622560971
4.77,32.87635779650819
4.78,33.28168142716127
4.79,33.689621077341734
4.8,34.10017070682245
4.81,34.513324275376306
4.82,34.92907574277614
4.83,35.34741906879477
4.84,35.76834821320504
4.85,36.19185713577983
4.86,36.617939796292
4.87,37.04659015451434
4.88,37.47780217021975
4.89,37.91156980318103
4.9,38.34788701317112
4.91,38.78674775996276
4.92,39.22814600332884
4.93,39.67207570304221
4.94,40.11853081887577
4.95,40.56750531060227
4.96,41.01899313799462
4.97,41.47298826082566
4.98,41.92948463886825
4.99,42.3884762318952
5.0,42.84995699967938
5.01,43.31392090199362
5.02,43.7803618986108
5.03,44.24927394930379
5.04,44.72065101384537
5.05,45.19448705200841
5.06,45.67077602356578
5.07,46.14951188829034
5.08,46.6306886059549
5.09,47.1143001363323
5.1,47.60034043919542
5.11,48.088803474317146
5.12,48.57968320147023
5.13,49.07297358042758
5.14,49.568668570962025
5.15,50.06676213284648
5.16,50.56724822585367
5.17,51.07012080975652
5.18,51.57537384432786
5.19,52.0830012893406
5.2,52.59299710456748
5.21,53.10535524978143
5.22,53.62006968475522
5.23,54.137134369261815
5.24,54.65654326307396
5.25,55.178290325964525
5.26,55.70236951770639
5.27,56.22877479807237
5.28,56.75750012683538
5.29,57.28853946376817
5.3,57.82188676864363
5.31,58.35753600123462
5.32,58.89548112131403
5.33,59.43571608865462
5.34,59.97823486302925
5.35,60.52303140421081
5.36,61.07009967197219
5.37,61.61943362608613
5.38,62.17102722632553
5.39,62.72487443246321
5.4,63.28096920427214
5.41,63.839305501525
5.42,64.39987728399473
5.43,64.96267851145414
5.44,65.52770314367615
5.45,66.09494514043352
5.46,66.66439846149913
5.47,67.23605706664584
5.48,67.80991491564654
5.49,68.38596596827398
5.5,68.96420418430105
5.51,69.54462352350062
5.52,70.12721794564553
5.53,70.71198141050864
5.54,71.29890787786276
5.55,71.88799130748073
5.56,72.47922565913545
5.57,73.0726048925998
5.58,73.66812296764651
5.59,74.2657738440485
5.6,74.8655514815786
5.61,75.46744984000973
5.62,76.07146287911463
5.63,76.67758455866617
5.64,77.28580883843726
5.65,77.89612967820075
5.66,78.50854103772939
5.67,79.12303687679608
5.68,79.73961115517366
5.69,80.35825783263506
5.7,80.97897086895303
5.71,81.60174422390043
5.72,82.22657185725014
5.73,82.85344772877504
5.74,83.48236579824787
5.75,84.11332002544157
5.76,84.74630437012894
5.77,85.38131279208287
5.78,86.01833925107621
5.79,86.65737770688175
5.8,87.29842211927236
5.81,87.94146644802093
5.82,88.5865046529003
5.83,89.23353069368325
5.84,89.88253853014268
5.85,90.53352212205148
5.86,91.18647542918244
5.87,91.84139241130838
5.88,92.4982670282022
5.89,93.15709323963674
5.9,93.8178650053849
5.91,94.4805762852194
5.92,95.14522103891318
5.93,95.81179322623906
5.94,96.48028680696996
5.95,97.1506957408786
5.96,97.82301398773792
5.97,98.49723550732072
5.98,99.17335425939991
5.99,99.85136420374828
6.0,100.53125930013869
6.01,101.21303350834395
6.02,101.896680788137
6.03,102.58219509929069
6.04,103.26957040157777
6.05,103.95880065477112
6.06,104.6498798186436
6.07,105.34280185296814
6.08,106.03756071751744
6.09,106.73415037206442
6.1,107.43256477638192
6.11,108.1327978902429
6.12,108.83484367342
6.13,109.53869608568618
6.14,110.24434908681432
6.15,110.95179663657724
6.16,111.66103269474772
6.17,112.37205122109869
6.18,113.08484617540296
6.19,113.79941151743346
6.2,114.51574120696289
6.21,115.2338292037642
6.22,115.9536694676102
6.23,116.67525595827382
6.24,117.3985826355278
6.25,118.123643459145
6.26,118.85043238889833
6.27,119.57894338456056
6.28,120.3091704059047
6.29,121.0411074127034
6.3,121.77474836472962
6.31,122.51008722175614
6.32,123.2471179435559
6.33,123.98583448990168
6.34,124.72623082056631
6.35,125.46830089532268
6.36,126.21203867394372
6.37,126.95743811620208
6.38,127.70449318187076
6.39,128.45319783072253
6.4,129.20354602253033
6.41,129.95553171706692
6.42,130.70914887410515
6.43,131.46439145341793
6.44,132.22125341477812
6.45,132.9797287179585
6.46,133.7398113227319
6.47,134.50149518887122
6.48,135.26477427614935
6.49,136.02964254433903
6.5,136.79609395321316
6.51,137.56412246254465
6.52,138.3337220321062
6.53,139.10488662167086
6.54,139.8776101910113
6.55,140.65188669990044
6.56,141.42771010811114
6.57,142.20507437541625
6.58,142.98397346158856
6.59,143.76440132640096
6.6,144.5463519296263
6.61,145.3298192310375
6.62,146.11479719040727
6.63,146.90127976750847
6.64,147.68926092211407
6.65,148.47873461399686
6.66,149.26969480292965
6.67,150.0621354486853
6.68,150.85605051103664
6.69,151.6514339497567
6.7,152.448279724618
6.71,153.2465817953936
6.72,154.04633412185638
6.73,154.8475306637791
6.74,155.65016538093465
6.75,156.45423223309578
6.76,157.2597251800355
6.77,158.06663818152649
6.78,158.87496519734185
6.79,159.68470018725412
6.8,160.49583711103625
6.81,161.30836992846122
6.82,162.1222925993018
6.83,162.93759908333078
6.84,163.75428334032105
6.85,164.57233933004545
6.86,165.39176101227693
6.87,166.21254234678815
6.88,167.03467729335205
6.89,167.8581598117415
6.9,168.6829838617294
6.91,169.50914340308847
6.92,170.33663239559164
6.93,171.1654447990117
6.94,171.99557457312164
6.95,172.82701567769408
6.96,173.65976207250205
6.97,174.49380771731828
6.98,175.32914657191577
6.99,176.16577259606723
7.0,177.00367974954554
7.01,177.84286199212352
7.02,178.68331328357408
7.03,179.52502758367012
7.04,180.3679988521844
7.05,181.2122210488897
7.06,182.057688133559
7.07,182.9043940659652
7.08,183.7523328058809
7.09,184.6014983130792
7.1,185.45188454733272
7.11,186.30348546841452
7.12,187.1562950360974
7.13,188.0103072101541
7.14,188.86551595035752
7.15,189.72191521648065
7.16,190.5794989682961
7.17,191.43826116557688
7.18,192.29819576809567
7.19,193.15929673562565
7.2,194.0215580279393
7.21,194.8849736048097
7.22,195.7495374260096
7.23,196.6152434513119
7.24,197.4820856404894
7.25,198.35005795331492
7.26,199.2191543495613
7.27,200.0893687890016
7.28,200.9606952314085
7.29,201.8331276365548
7.3,202.70665996421332
7.31,203.5812861741571
7.32,204.45700022615893
7.33,205.3337960799916
7.34,206.2116676954279
7.35,207.09060903224076
7.36,207.97061405020307
7.37,208.8516767090876
7.38,209.7337909686672
7.39,210.61695078871463
7.4,211.50115012900312
7.41,212.3863829493051
7.42,213.27264320939355
7.43,214.1599248690413
7.44,215.04822188802132
7.45,215.9375282261064
7.46,216.8278378430693
7.47,217.7191446986829
7.48,218.6114427527201
7.49,219.5047259649537
7.5,220.39898829515664
7.51,221.2942237031016
7.52,222.1904261485616
7.53,223.08758959130947
7.54,223.9857079911179
7.55,224.88477530775984
7.56,225.78478550100817
7.57,226.68573253063585
7.58,227.58761035641533
7.59,228.49041293811985
7.6,229.39413423552207
7.61,230.29876820839505
7.62,231.20430881651131
7.63,232.11075001964392
7.64,233.01808577756563
7.65,233.9263100500495
7.66,234.8354167968681
7.67,235.74539997779428
7.68,236.65625355260116
7.69,237.5679714810614
7.7,238.4805477229478
7.71,239.39397623803333
7.72,240.3082509860908
7.73,241.2233659268931
7.74,242.1393150202129
7.75,243.0560922258233
7.76,243.97369150349687
7.77,244.8921068130067
7.78,245.81133211412563
7.79,246.73136136662637
7.8,247.65218853028176
7.81,248.5738075648648
7.82,249.4962124301483
7.83,250.41939708590496
7.84,251.3433554919077
7.85,252.26808160792945
7.86,253.19356939374308
7.87,254.11981280912127
7.88,255.04680581383695
7.89,255.974542367663
7.9,256.9030164303723
7.91,257.8322219617376
7.92,258.7621529215318
7.93,259.69280326952776
7.94,260.6241669654983
7.95,261.5562379692163
7.96,262.48901024045455
7.97,263.4224777389859
7.98,264.3566344245834
7.99,265.2914742570196
8.0,266.22699119606744
8.01,267.1631792015
8.02,268.1000322330897
8.03,269.03754425060964
8.04,269.9757092138327
8.05,270.9145210825319
8.06,271.85397381647965
8.07,272.794061375449
8.08,273.7347777192129
8.09,274.6761168075441
8.1,275.6180726002154
8.11,276.5606390569997
8.12,277.5038101376699
8.13,278.44757980199904
8.14,279.3919420097595
8.15,280.3368907207243
8.16,281.2824198946665
8.17,282.2285234913586
8.18,283.1751954705738
8.19,284.12242979208474
8.2,285.0702204156644
8.21,286.0185613010856
8.22,286.967446408121
8.23,287.9168696965436
8.24,288.8668251261263
8.25,289.8173066566418
8.26,290.7683082478632
8.27,291.7198238595629
8.28,292.6718474515142
8.29,293.6243729834897
8.3,294.5773944152626
8.31,295.53090570660527
8.32,296.48490081729074
8.33,297.4393737070919
8.34,298.3943183357816
8.35,299.34972866313257
8.36,300.3055986489178
8.37,301.2619222529101
8.38,302.2186934348825
8.39,303.17590615460745
8.4,304.13355437185805
8.41,305.0916320464071
8.42,306.05013313802743
8.43,307.0090516064919
8.44,307.9683814115734
8.45,308.9281165130447
8.46,309.8882508706789
8.47,310.8487784442485
8.48,311.80969319352647
8.49,312.77098907828565
8.5,313.7326600582989
8.51,314.6947000933392
8.52,315.6571031431792
8.53,316.6198631675919
8.54,317.58297412635
8.55,318.5464299792266
8.56,319.5102246859942
8.57,320.4743522064259
8.58,321.43880650029445
8.59,322.40358152737275
8.6,323.36867124743355
8.61,324.3340696202498
8.62,325.2997706055943
8.63,326.26576816324007
8.64,327.2320562529597
8.65,328.1986288345261
8.66,329.1654798677122
8.67,330.1326033122908
8.68,331.09999312803467
8.69,332.06764327471683
8.7,333.03554771211
8.71,334.0037003999872
8.72,334.9720952981211
8.73,335.9407263662845
8.74,336.9095875642504
8.75,337.8786728517915
8.76,338.84797618868083
8.77,339.8174915346912
8.78,340.7872128495952
8.79,341.75713409316614
8.8,342.7272492251766
8.81,343.6975522053993
8.82,344.6680369936073
8.83,345.6386975495733
8.84,346.6095278330703
8.85,347.58052180387097
8.86,348.5516734217484
8.87,349.52297664647523
8.88,350.4944254378245
8.89,351.46601375556884
8.9,352.4377355594812
8.91,353.4095848093344
8.92,354.3815554649013
8.93,355.3536414859548
8.94,356.32583683226767
8.95,357.2981354636128
8.96,358.2705313397632
8.97,359.2430184204913
8.98,360.21559066557035
8.99,361.188242034773
9.0,362.1609664878721
9.01,363.13375798464057
9.02,364.1066104848513
9.03,365.0795179482769
9.04,366.0524743346906
9.05,367.02547360386507
9.06,367.99850971557305
9.07,368.9715766295874
9.08,369.944668305681
9.09,370.9177787036268
9.1,371.8909017831975
9.11,372.8640315041662
9.12,373.83716182630536
9.13,374.81028670938827
9.14,375.7834001131874
9.15,376.7564959974759
9.16,377.72956832202624
9.17,378.70261104661154
9.18,379.6756181310047
9.19,380.64858353497846
9.2,381.6215012183056
9.21,382.59436514075935
9.22,383.567169262112
9.23,384.5399075421366
9.24,385.5125739406061
9.25,386.4851624172933
9.26,387.4576669319711
9.27,388.4300814444123
9.28,389.4023999143896
9.29,390.37461630167616
9.3,391.3467245660447
9.31,392.318718667268
9.32,393.2905925651189
9.33,394.2623402193702
9.34,395.2339555897949
9.35,396.2054326361658
9.36,397.17676531825566
9.37,398.1479475958374
9.38,399.1189734286841
9.39,400.0898367765682
9.4,401.06053159926273
9.41,402.0310518565405
9.42,403.0013915081744
9.43,403.9715445139372
9.44,404.9415048336019
9.45,405.9112664269412
9.46,406.8808232537283
9.47,407.8501692737355
9.48,408.819298446736
9.49,409.7882047325024
9.5,410.7568820908078
9.51,411.725324481425
9.52,412.69352586412674
9.53,413.6614801986859
9.54,414.62918144487537
9.55,415.5966235624682
9.56,416.5638005112368
9.57,417.5307062509543
9.58,418.4973347413935
9.59,419.4636799423272
9.6,420.42973581352834
9.61,421.3954963147695
9.62,422.3609554058241
9.63,423.3261070464646
9.64,424.29094519646367
9.65,425.25546381559445
9.66,426.2196568636296
9.67,427.1835183003421
9.68,428.14704208550495
9.69,429.1102221788906
9.7,430.0730525402722
9.71,431.0355271294228
9.72,431.9976399061146
9.73,432.95938483012094
9.74,433.9207558612145
9.75,434.8817469591682
9.76,435.8423520837548
9.77,436.8025651947472
9.78,437.7623802519184
9.79,438.72179121504087
9.8,439.6807920438881
9.81,440.6393766982322
9.82,441.5975391378464
9.83,442.55527332250347
9.84,443.5125732119764
9.85,444.46943276603776
9.86,445.42584594446055
9.87,446.3818067070177
9.88,447.33730901348224
9.89,448.2923468236264
9.9,449.2469140972236
9.91,450.2010047940464
9.92,451.1546128738677
9.93,452.1077322964603
9.94,453.0603570215972
9.95,454.0124810090512
9.96,454.96409821859527
9.97,455.915202610002
9.98,456.86578814304426
9.99,457.815848777495
10.0,458.7653784731271
10.01,459.71437118971335
10.02,460.6628208870264
10.03,461.6107215248396
10.04,462.55806706292543
10.05,463.504851461057
10.06,464.4510686790068
10.07,465.3967126765477
10.08,466.34177741345286
10.09,467.28625684949486
10.1,468.2301449444467
10.11,469.1734356580813
10.12,470.1161229501712
10.13,471.05820078048976
10.14,471.9996631088093
10.15,472.9405038949028
10.16,473.8807170985432
10.17,474.8202966795034
10.18,475.7592365975561
10.19,476.6975308124743
10.2,477.6351732840308
10.21,478.57215797199854
10.22,479.50847883615006
10.23,480.4441298362584
10.24,481.3791049320965
10.25,482.31339808343705
10.26,483.247003250053
10.27,484.179914391717
10.28,485.1121254682023
10.29,486.0436304392814
10.3,486.9744232647275
10.31,487.90449790431296
10.32,488.8338483178108
10.33,489.7624684649941
10.34,490.69035230563554
10.35,491.6174937995079
10.36,492.54388690638416
10.37,493.469525586037
10.38,494.3944037982397
10.39,495.3185155027646
10.4,496.2418546593846
10.41,497.1644152278728
10.42,498.0861911680021
10.43,499.0071764395449
10.44,499.92736500227454
10.45,500.84675081596345
10.46,501.7653278403851
10.47,502.6830900353116
10.48,503.6000313605162
10.49,504.5161457757716
10.5,505.4314272408508
10.51,506.3458697155265
10.52,507.2594671595717
10.53,508.1722135327591
10.54,509.0841027948616
10.55,509.9951289056522
10.56,510.9052858249036
10.57,511.8145675123885
10.58,512.7229679278801
10.59,513.6304810311508
10.6,514.5371007819739
10.61,515.442821140122
10.62,516.347636065368
10.63,517.2515395174848
10.64,518.1545254562452
10.65,519.056587841422
10.66,519.9577206327879
10.67,520.8579177901163
10.68,521.7571732731794
10.69,522.6554810417505
10.7,523.5528350556021
10.71,524.4492292745076
10.72,525.3446576582392
10.73,526.2391141665701
10.74,527.1325927592729
10.75,528.0250873961209
10.76,528.9165920368865
10.77,529.8071006413429
10.78,530.6966071692625
10.79,531.5851055804185
10.8,532.4725898345839
10.81,533.3590538915312
10.82,534.2444917110333
10.83,535.128897252863
10.84,536.0122644767935
10.85,536.8945873425972
10.86,537.7758598100472
10.87,538.6560758389164
10.88,539.5352293889777
10.89,540.4133144200035
10.9,541.2903248917671
10.91,542.166254764041
10.92,543.0410979965985
10.93,543.914848549212
10.94,544.7875003816548
10.95,545.6590474536991
10.96,546.5294837251186
10.97,547.3988031556854
10.98,548.2669997051727
10.99,549.1340673333533
11.0,550.0
11.01,550.8647918402817
11.02,551.7284376909518
11.03,552.5909325641595
11.04,553.4522714720542
11.05,554.3124494267855
11.06,555.1714614405024
11.07,556.0293025253544
11.08,556.8859676934907
11.09,557.7414519570608
11.1,558.595750328214
11.11,559.4488578190998
11.12,560.3007694418673
11.13,561.1514802086659
11.14,562.000985131645
11.15,562.8492792229541
11.16,563.6963574947423
11.17,564.542214959159
11.18,565.3868466283536
11.19,566.2302475144754
11.2,567.072412629674
11.21,567.9133369860988
11.22,568.7530155958984
11.23,569.5914434712226
11.24,570.428615624221
11.25,571.2645270670429
11.26,572.0991728118371
11.27,572.9325478707535
11.28,573.7646472559414
11.29,574.5954659795499
11.3,575.4249990537286
11.31,576.2532414906266
11.32,577.0801883023935
11.33,577.9058345011783
11.34,578.7301750991306
11.35,579.5532051083999
11.36,580.3749195411353
11.37,581.1953134094861
11.38,582.0143817256021
11.39,582.832119501632
11.4,583.6485217497257
11.41,584.4635834820319
11.42,585.2772997107006
11.43,586.0896654478809
11.44,586.900675705722
11.45,587.7103254963737
11.46,588.518609831985
11.47,589.3255237247051
11.48,590.1310621866838
11.49,590.9352202300698
11.5,591.7379928670132
11.51,592.5393751096627
11.52,593.3393619701683
11.53,594.1379484606786
11.54,594.9351295933437
11.55,595.7309003803124
11.56,596.5252558337343
11.57,597.3181909657585
11.58,598.1097007885346
11.59,598.899780314212
11.6,599.6884245549398
11.61,600.4756285228674
11.62,601.2613872301445
11.63,602.04569568892
11.64,602.8285489113434
11.65,603.6099419095641
11.66,604.3898696957314
11.67,605.1683272819946
11.68,605.9453096805031
11.69,606.7208119034062
11.7,607.4948289628535
11.71,608.2673558709943
11.72,609.0383876399774
11.73,609.8079192819528
11.74,610.5759458090695
11.75,611.342462233477
11.76,612.1074635673247
11.77,612.8709448227614
11.78,613.6329010119373
11.79,614.3933271470012
11.8,615.1522182401028
11.81,615.909569303391
11.82,616.6653753490156
11.83,617.4196313891254
11.84,618.1723324358702
11.85,618.9234735013994
11.86,619.673049597862
11.87,620.4210557374076
11.88,621.1674869321856
11.89,621.912338194345
11.9,622.6556045360355
11.91,623.3972809694063
11.92,624.1373625066067
11.93,624.8758441597862
11.94,625.6127209410939
11.95,626.3479878626795
11.96,627.0816399366921
11.97,627.8136721752811
11.98,628.5440795905959
11.99,629.2728571947857
12.0,630.0
12.01,630.7254994162564
12.02,631.4493324450456
12.03,632.1714724857262
12.04,632.8918929376575
12.05,633.6105672001984
12.06,634.3274686727075
12.07,635.042570754544
12.08,635.7558468450668
12.09,636.4672703436347
12.1,637.1768146496066
12.11,637.8844531623416
12.12,638.5901592811985
12.13,639.2939064055364
12.14,639.9956679347139
12.15,640.6954172680901
12.16,641.3931278050239
12.17,642.0887729448742
12.18,642.7823260869999
12.19,643.4737606307601
12.2,644.1630499755134
12.21,644.8501675206193
12.22,645.535086665436
12.23,646.2177808093227
12.24,646.8982233516385
12.25,647.5763876917421
12.26,648.2522472289925
12.27,648.9257753627487
12.28,649.5969454923695
12.29,650.2657310172139
12.3,650.9321053366409
12.31,651.5960418500092
12.32,652.2575139566777
12.33,652.9164950560055
12.34,653.5729585473516
12.35,654.2268778300746
12.36,654.8782263035337
12.37,655.5269773670879
12.38,656.1731044200957
12.39,656.8165808619163
12.4,657.4573800919087
12.41,658.0954755094317
12.42,658.7308405138442
12.43,659.3634485045052
12.44,659.9932728807734
12.45,660.6202870420078
12.46,661.2444643875677
12.47,661.8657783168119
12.48,662.4842022290986
12.49,663.0997095237876
12.5,663.7122736002375
12.51,664.3218678578071
12.52,664.9284656958554
12.53,665.5320405137414
12.54,666.1325657108241
12.55,666.7300146864623
12.56,667.3243608400147
12.57,667.9155775708404
12.58,668.5036382782986
12.59,669.0885163617478
12.6,669.6701852205473
12.61,670.2486182540555
12.62,670.8237888616317
12.63,671.3956704426349
12.64,671.9642363964239
12.65,672.5294601223575
12.66,673.0913150197947
12.67,673.6497744880945
12.68,674.2048119266155
12.69,674.7564007347171
12.7,675.3045143117581
12.71,675.8491260570971
12.72,676.3902093700934
12.73,676.9277376501057
12.74,677.4616842964929
12.75,677.992022708614
12.76,678.518726285828
12.77,679.0417684274937
12.78,679.5611225329701
12.79,680.076762001616
12.8,680.5886602327904
12.81,681.0967906258522
12.82,681.6011265801606
12.83,682.1016414950739
12.84,682.5983087699515
12.85,683.0911018041522
12.86,683.5799939970348
12.87,684.0649587479585
12.88,684.5459694562821
12.89,685.0229995213642
12.9,685.4960223425643
12.91,685.965011319241
12.92,686.429939850753
12.93,686.8907813364598
12.94,687.3475091757198
