wind_speed,Enercon E-115 EP3 3.000 prototype
2.4,16.48966102018145
2.41,16.910176163995448
2.42,17.334656020276803
2.43,17.763093630793037
2.44,18.195482037311614
2.45,18.631814281600064
2.46,19.07208340542585
2.47,19.516282450556503
2.48,19.964404458759496
2.49,20.41644247180234
2.5,20.872389531452512
2.51,21.332238679477527
2.52,21.79598295764489
2.53,22.26361540772206
2.54,22.73512907147659
2.55,23.210516990675917
2.56,23.689772207087582
2.57,24.172887762479053
2.58,24.659856698617865
2.59,25.15067205727145
2.6,25.645326880207374
2.61,26.14381420919309
2.62,26.646127085996124
2.63,27.152258552383937
2.64,27.662201650124064
2.65,28.17594942098396
2.66,28.69349490673117
2.67,29.214831149133147
2.68,29.739951189957434
2.69,30.268848070971472
2.7,30.801514833942804
2.71,31.337944520638885
2.72,31.87813017282727
2.73,32.4220648322754
2.74,32.96974154075081
2.75,33.52115334002096
2.76,34.07629327185336
2.77,34.635154378015535
2.78,35.19772970027494
2.79,35.76401228039913
2.8,36.33399516015552
2.81,36.907671381311694
2.82,37.485033985635056
2.83,38.0660760148932
2.84,38.65079051085355
2.85,39.23917051528363
2.86,39.831209069950944
2.87,40.42689921662297
2.88,41.0262339970672
2.89,41.629206453051175
2.9,42.235809626342345
2.91,42.84603655870824
2.92,43.45988029191631
2.93,44.07733386773412
2.94,44.69839032792909
2.95,45.32304271426878
2.96,45.95128406852064
2.97,46.58310743245222
2.98,47.21850584783096
2.99,47.8574723564244
3.0,48.5
3.01,49.146107278557785
3.02,49.795914525027776
3.03,50.44956753057245
3.04,51.1072120863544
3.05,51.76899398353602
3.06,52.43505901327994
3.07,53.10555296674862
3.08,53.780621635104616
3.09,54.46041080951039
3.1,55.1450662811285
3.11,55.83473384112142
3.12,56.52955928065173
3.13,57.22968839088189
3.14,57.935266962974445
3.15,58.64644078809189
3.16,59.3633556573968
3.17,60.08615736205157
3.18,60.81499169321886
3.19,61.550004442061066
3.2,62.2913413997408
3.21,63.039148357420494
3.22,63.793571106262746
3.23,64.55475543742996
3.24,65.32284714208481
3.25,66.09799201138966
3.26,66.8803358365071
3.27,67.67002440859969
3.28,68.46720351882982
3.29,69.27201895836014
3.3,70.08461651835306
3.31,70.90514198997118
3.32,71.73374116437695
3.33,72.57055983273295
3.34,73.41574378620162
3.35,74.26943881594556
3.36,75.13179071312717
3.37,76.00294526890912
3.38,76.88304827445378
3.39,77.77224552092378
3.4,78.67068279948157
3.41,79.57850590128969
3.42,80.49586061751063
3.43,81.42289273930697
3.44,82.35974805784112
3.45,83.30657236427574
3.46,84.26351144977318
3.47,85.2307111054961
3.48,86.2083171226069
3.49,87.1964752922682
3.5,88.19533140564245
3.51,89.20503125389219
3.52,90.22572062817996
3.53,91.2575453196682
3.54,92.30065111951951
3.55,93.35518381889636
3.56,94.42128920896128
3.57,95.49911308087678
3.58,96.5888012258054
3.59,97.6904994349096
3.6,98.804353499352
3.61,99.93050921029494
3.62,101.06911235890112
3.63,102.22030873633295
3.64,103.384244133753
3.65,104.56106434232376
3.66,105.75091515320776
3.67,106.95394235756744
3.68,108.17029174656548
3.69,109.4001091113642
3.7,110.64354024312632
3.71,111.90073093301412
3.72,113.17182697219036
3.73,114.45697415181736
3.74,115.7563182630578
3.75,117.07000509707404
3.76,118.39818044502866
3.77,119.7409900980843
3.78,121.09857984740324
3.79,122.4710954841482
3.8,123.85868279948154
3.81,125.26148758456594
3.82,126.67965563056376
3.83,128.11333272863763
3.84,129.56266466994998
3.85,131.0277972456634
3.86,132.5088762469404
3.87,134.00604746494344
3.88,135.51945669083503
3.89,137.04924971577776
3.9,138.59557233093406
3.91,140.15857032746658
3.92,141.73838949653768
3.93,143.33517562931002
3.94,144.94907451694596
3.95,146.58023195060812
3.96,148.228793721459
3.97,149.89490562066115
3.98,151.57871343937694
3.99,153.28036296876914
4.0,155.0
4.01,156.73773771453205
4.02,158.4935588550272
4.03,160.2674135544474
4.04,162.05925194575406
4.05,163.86902416190924
4.06,165.69668033587467
4.07,167.5421706006123
4.08,169.40544508908368
4.09,171.28645393425072
4.1,173.18514726907517
4.11,175.101475226519
4.12,177.03538793954374
4.13,178.98683554111128
4.14,180.95576816418347
4.15,182.9421359417222
4.16,184.945889006689
4.17,186.9669774920458
4.18,189.00535153075444
4.19,191.0609612557768
4.2,193.13375680007437
4.21,195.2236882966091
4.22,197.33070587834283
4.23,199.45475967823756
4.24,201.59579982925464
4.25,203.75377646435604
4.26,205.9286397165036
4.27,208.1203397186591
4.28,210.32882660378465
4.29,212.5540505048414
4.3,214.79596155479152
4.31,217.05450988659683
4.32,219.3296456332192
4.33,221.62131892762008
4.34,223.9294799027614
4.35,226.25407869160512
4.36,228.59506542711316
4.37,230.9523902422468
4.38,233.3260032699681
4.39,235.715854643239
4.4,238.1218944950213
4.41,240.54407295827656
4.42,242.98234016596655
4.43,245.4366462510533
4.44,247.90694134649863
4.45,250.393175585264
4.46,252.89529910031143
4.47,255.4132620246027
4.48,257.9470144910998
4.49,260.4965066327641
4.5,263.0616885825576
4.51,265.6425104734422
4.52,268.2389224383795
4.53,270.85087461033163
4.54,273.47831712226
4.55,276.1212001071265
4.56,278.779473697893
4.57,281.45308802752146
4.58,284.1419932289733
4.59,286.8461394352105
4.6,289.5654767791949
4.61,292.29995539388847
4.62,295.0495254122526
4.63,297.8141369672491
4.64,300.59374019184
4.65,303.38828521898733
4.66,306.1977221816524
4.67,309.022001212797
4.68,311.8610724453833
4.69,314.71488601237303
4.7,317.5833920467277
4.71,320.4665406814092
4.72,323.3642820493794
4.73,326.2765662836003
4.74,329.2033435170334
4.75,332.1445638826404
4.76,335.10017751338336
4.77,338.0701345422239
4.78,341.0543851021242
4.79,344.0528793260454
4.8,347.06556734694976
4.81,350.0923992977989
4.82,353.133325311555
4.83,356.1882955211792
4.84,359.2572600596336
4.85,362.34016905988005
4.86,365.43697265488055
4.87,368.5476209775964
4.88,371.6720641609897
4.89,374.8102523380221
4.9,377.96213564165583
4.91,381.12766420485207
4.92,384.3067881605728
4.93,387.49945764178
4.94,390.7056227814357
4.95,393.92523371250087
4.96,397.1582405679379
4.97,400.40459348070857
4.98,403.6642425837748
4.99,406.9371380100978
5.0,410.22322989263984
5.01,413.52246836436245
5.02,416.8348035582276
5.03,420.1601856071975
5.04,423.4985646442331
5.05,426.8498908022967
5.06,430.21411421434993
5.07,433.5911850133549
5.08,436.98105333227306
5.09,440.3836693040661
5.1,443.798983061696
5.11,447.2269447381249
5.12,450.667504466314
5.13,454.12061237922535
5.14,457.5862186098208
5.15,461.0642732910624
5.16,464.5547265559112
5.17,468.0575285373295
5.18,471.57262936827897
5.19,475.0999791817218
5.2,478.63952811061927
5.21,482.19122628793326
5.22,485.7550238466256
5.23,489.3308709196584
5.24,492.918717639993
5.25,496.5185141405912
5.26,500.1302105544153
5.27,503.7537570144266
5.28,507.3891036535873
5.29,511.0362006048588
5.3,514.694998001203
5.31,518.3654459755818
5.32,522.0474946609571
5.33,525.7410941902905
5.34,529.4461946965434
5.35,533.1627463126783
5.36,536.8906991716572
5.37,540.6300034064409
5.38,544.3806091499919
5.39,548.1424665352714
5.4,551.9155256952422
5.41,555.6997367628651
5.42,559.4950498711023
5.43,563.3014151529158
5.44,567.1187827412672
5.45,570.947102769118
5.46,574.7863253694305
5.47,578.6364006751661
5.48,582.497278819287
5.49,586.3689099347546
5.5,590.2512441545306
5.51,594.1442316115772
5.52,598.0478224388561
5.53,601.9619667693293
5.54,605.8866147359578
5.55,609.821716471704
5.56,613.7672221095297
5.57,617.7230817823969
5.58,621.6892456232667
5.59,625.6656637651014
5.6,629.6522863408627
5.61,633.6490634835127
5.62,637.6559453260124
5.63,641.6728820013242
5.64,645.6998236424098
5.65,649.7367203822313
5.66,653.7835223537496
5.67,657.8401796899274
5.68,661.9066425237256
5.69,665.9828609881073
5.7,670.0687852160331
5.71,674.1643653404652
5.72,678.2695514943654
5.73,682.3842938106959
5.74,686.5085424224178
5.75,690.6422474624932
5.76,694.7853590638838
5.77,698.9378273595515
5.78,703.0996024824584
5.79,707.2706345655657
5.8,711.4508737418355
5.81,715.6402701442296
5.82,719.8387739057099
5.83,724.0463351592377
5.84,728.2629040377755
5.85,732.4884306742846
5.86,736.7228652017272
5.87,740.9661577530644
5.88,745.2182584612584
5.89,749.4791174592712
5.9,753.7486848800647
5.91,758.0269108566001
5.92,762.3137455218395
5.93,766.6091390087445
5.94,770.9130414502777
5.95,775.2254029793999
5.96,779.5461737290731
5.97,783.8753038322594
5.98,788.212743421921
5.99,792.5584426310186
6.0,796.9123515925144
6.01,801.2744204393705
6.02,805.6445993045486
6.03,810.0228383210109
6.04,814.4090876217182
6.05,818.8032973396328
6.06,823.2054176077165
6.07,827.6153985589316
6.08,832.0331903262392
6.09,836.458743042601
6.1,840.8920068409792
6.11,845.3329318543359
6.12,849.7814682156322
6.13,854.2375660578299
6.14,858.7011755138914
6.15,863.1722467167783
6.16,867.6507297994519
6.17,872.1365748948746
6.18,876.6297321360079
6.19,881.1301516558138
6.2,885.6377835872537
6.21,890.1525780632895
6.22,894.6744852168835
6.23,899.2034551809973
6.24,903.739438088592
6.25,908.28238407263
6.26,912.8322432660732
6.27,917.3889658018828
6.28,921.9525018130216
6.29,926.5228014324504
6.3,931.0998147931316
6.31,935.6834920280266
6.32,940.2737832700976
6.33,944.870638652306
6.34,949.4740083076136
6.35,954.0838423689823
6.36,958.7000909693746
6.37,963.3227042417512
6.38,967.9516323190744
6.39,972.5868253343056
6.4,977.2282334204076
6.41,981.8758067103412
6.42,986.5294953370682
6.43,991.1892494335508
6.44,995.8550191327512
6.45,1000.5267545676304
6.46,1005.2044058711504
6.47,1009.887923176273
6.48,1014.5772566159606
6.49,1019.272356323174
6.5,1023.9731724308753
6.51,1028.679655072027
6.52,1033.39175437959
6.53,1038.1094204865267
6.54,1042.8326035257985
6.55,1047.5612536303672
6.56,1052.295320933195
6.57,1057.034755567243
6.58,1061.7795076654738
6.59,1066.5295273608488
6.6,1071.2847647863298
6.61,1076.045170074879
6.62,1080.810693359457
6.63,1085.5812847730267
6.64,1090.3568944485496
6.65,1095.137472518988
6.66,1099.9229691173025
6.67,1104.7133343764558
6.68,1109.5085184294094
6.69,1114.3084714091258
6.7,1119.113143448565
6.71,1123.9224846806906
6.72,1128.7364452384638
6.73,1133.5549752548463
6.74,1138.3780248628
6.75,1143.2055441952862
6.76,1148.0374833852677
6.77,1152.8737925657051
6.78,1157.7144218695616
6.79,1162.5593214297974
6.8,1167.408441379375
6.81,1172.261731851257
6.82,1177.1191429784046
6.83,1181.980624893779
6.84,1186.8461277303427
6.85,1191.7156016210567
6.86,1196.588996698884
6.87,1201.4662630967855
6.88,1206.347350947723
6.89,1211.232210384659
6.9,1216.120791540555
6.91,1221.0130445483724
6.92,1225.9089195410731
6.93,1230.8083666516186
6.94,1235.7113360129724
6.95,1240.6177777580942
6.96,1245.5276420199466
6.97,1250.440878931491
6.98,1255.3574386256903
6.99,1260.2772712355054
7.0,1265.200326893898
7.01,1270.1265557338304
7.02,1275.0559078882638
7.03,1279.988333490161
7.04,1284.923782672483
7.05,1289.8622055681917
7.06,1294.8035523102485
7.07,1299.7477730316166
7.08,1304.694817865256
7.09,1309.6446369441294
7.1,1314.5971804011988
7.11,1319.552398369426
7.12,1324.510240981772
7.13,1329.470658371199
7.14,1334.433600670669
7.15,1339.3990180131443
7.16,1344.3668605315854
7.17,1349.3370783589553
7.18,1354.309621628215
7.19,1359.2844404723269
7.2,1364.261485024252
7.21,1369.2407054169523
7.22,1374.2220517833907
7.23,1379.205474256528
7.24,1384.1909229693256
7.25,1389.1783480547465
7.26,1394.1676996457509
7.27,1399.1589278753022
7.28,1404.1519828763614
7.29,1409.1468147818907
7.3,1414.143373724851
7.31,1419.141609838205
7.32,1424.141473254915
7.33,1429.142914107941
7.34,1434.145882530246
7.35,1439.150328654791
7.36,1444.1562026145398
7.37,1449.1634545424515
7.38,1454.1720345714898
7.39,1459.1818928346154
7.4,1464.1929794647915
7.41,1469.2052445949782
7.42,1474.218638358138
7.43,1479.233110887233
7.44,1484.2486123152246
7.45,1489.265092775075
7.46,1494.2825023997452
7.47,1499.3007913221977
7.48,1504.319909675395
7.49,1509.3398075922964
7.5,1514.3604352058662
7.51,1519.3817426490646
7.52,1524.403680054855
7.53,1529.4261975561983
7.54,1534.449245286056
7.55,1539.4727733773898
7.56,1544.496731963162
7.57,1549.521071176335
7.58,1554.545741149869
7.59,1559.570692016727
7.6,1564.59587390987
7.61,1569.6212369622608
7.62,1574.6467313068606
7.63,1579.6723070766311
7.64,1584.6979144045335
7.65,1589.7235034235316
7.66,1594.7490242665854
7.67,1599.7744270666567
7.68,1604.7996619567084
7.69,1609.8246790697017
7.7,1614.8494285385975
7.71,1619.8738604963596
7.72,1624.897925075948
7.73,1629.9215724103258
7.74,1634.9447526324534
7.75,1639.9674158752937
7.76,1644.989512271808
7.77,1650.0109919549582
7.78,1655.0318050577066
7.79,1660.0519017130143
7.8,1665.0712320538432
7.81,1670.089746213155
7.82,1675.1073943239126
7.83,1680.1241265190763
7.84,1685.1398929316083
7.85,1690.154643694471
7.86,1695.168328940625
7.87,1700.180898803034
7.88,1705.1923034146582
7.89,1710.2024929084596
7.9,1715.2114174174008
7.91,1720.2190270744427
7.92,1725.2252720125475
7.93,1730.230102364677
7.94,1735.233468263793
7.95,1740.235319842857
7.96,1745.2356072348314
7.97,1750.2342805726769
7.98,1755.2312899893573
7.99,1760.226585617832
8.0,1765.2201175910643
8.01,1770.211836042016
8.02,1775.2016911036478
8.03,1780.189632908922
8.04,1785.175611590801
8.05,1790.159577282247
8.06,1795.1414801162202
8.07,1800.1212702256828
8.08,1805.0988977435975
8.09,1810.0743128029253
8.1,1815.0474655366284
8.11,1820.0183060776685
8.12,1824.986784559007
8.13,1829.9528511136075
8.14,1834.9164558744287
8.15,1839.8775489744344
8.16,1844.836080546586
8.17,1849.792000723845
8.18,1854.745259639174
8.19,1859.695807425534
8.2,1864.6435942158876
8.21,1869.588570143196
8.22,1874.530685340421
8.23,1879.469889940524
8.24,1884.406134076468
8.25,1889.339367881213
8.26,1894.2695414877232
8.27,1899.1966050289584
8.28,1904.120508637881
8.29,1909.041202447452
8.3,1913.958636590636
8.31,1918.872761200392
8.32,1923.783526409682
8.33,1928.690882351469
8.34,1933.594779158714
8.35,1938.4951669643788
8.36,1943.3919959014256
8.37,1948.285216102816
8.38,1953.1747777015123
8.39,1958.060630830476
8.4,1962.942725622668
8.41,1967.8210122110504
8.42,1972.6954407285857
8.43,1977.5659613082355
8.44,1982.432524082961
8.45,1987.2950791857247
8.46,1992.153576749489
8.47,1997.0079669072145
8.48,2001.8581997918627
8.49,2006.704225536396
8.5,2011.545994273776
8.51,2016.3834561369656
8.52,2021.2165612589256
8.53,2026.0452597726176
8.54,2030.8695018110036
8.55,2035.6892375070463
8.56,2040.504416993706
8.57,2045.314990403945
8.58,2050.1209078707257
8.59,2054.9221195270093
8.6,2059.7185755057576
8.61,2064.5102259399328
8.62,2069.297020962496
8.63,2074.07891070641
8.64,2078.8558453046367
8.65,2083.627774890136
8.66,2088.394649595872
8.67,2093.1564195548044
8.68,2097.913034899896
8.69,2102.664445764109
8.7,2107.410602280405
8.71,2112.151454581746
8.72,2116.886952801093
8.73,2121.617047071408
8.74,2126.341687525653
8.75,2131.060824296789
8.76,2135.77440751778
8.77,2140.482387321585
8.78,2145.184713841168
8.79,2149.8813372094905
8.8,2154.5722075595136
8.81,2159.2572750241984
8.82,2163.936489736508
8.83,2168.609801829404
8.84,2173.277161435847
8.85,2177.9385186888003
8.86,2182.593823721225
8.87,2187.243026666083
8.88,2191.886077656337
8.89,2196.522926824947
8.9,2201.153524304876
8.91,2205.777820229085
8.92,2210.395764730537
8.93,2215.0073079421923
8.94,2219.612399997014
8.95,2224.2109910279632
8.96,2228.8030311680027
8.97,2233.3884705500923
8.98,2237.9672593071955
8.99,2242.539347572273
9.0,2247.104685478287
9.01,2251.6632231582003
9.02,2256.2149107449736
9.03,2260.759698371568
9.04,2265.2975361709478
9.05,2269.8283742760723
9.06,2274.3521628199046
9.07,2278.868851935406
9.08,2283.378391755537
9.09,2287.880732413262
9.1,2292.375824041542
9.11,2296.8636167733384
9.12,2301.344060741612
9.13,2305.8171060793265
9.14,2310.2827029194427
9.15,2314.7408013949225
9.16,2319.1913516387267
9.17,2323.6343037838183
9.18,2328.069607963159
9.19,2332.497214309711
9.2,2336.9170729564344
9.21,2341.329134036294
9.22,2345.733347682248
9.23,2350.1296640272603
9.24,2354.5180332042924
9.25,2358.8984053463064
9.26,2363.270730586263
9.27,2367.634959057125
9.28,2371.991040891853
9.29,2376.338926223411
9.3,2380.67856518476
9.31,2385.0099079088595
9.32,2389.3329045286746
9.33,2393.647505177164
9.34,2397.9536599872918
9.35,2402.2513190920195
9.36,2406.5404326243074
9.37,2410.82095071712
9.38,2415.092823503416
9.39,2419.356001116159
9.4,2423.6104336883104
9.41,2427.856071352832
9.42,2432.092864242685
9.43,2436.320762490832
9.44,2440.539716230235
9.45,2444.7496755938555
9.46,2448.9505907146554
9.47,2453.142411725596
9.48,2457.32508875964
9.49,2461.4985719497467
9.5,2465.662811428881
9.51,2469.817757330004
9.52,2473.963359786075
9.53,2478.099568930059
9.54,2482.2263348949164
9.55,2486.34360781361
9.56,2490.4513378190995
9.57,2494.5494750443486
9.58,2498.6379696223185
9.59,2502.7167716859703
9.6,2506.7858313682664
9.61,2510.8450988021686
9.62,2514.8945241206397
9.63,2518.9340574566395
9.64,2522.963648943131
9.65,2526.983248713076
9.66,2530.992806899435
9.67,2534.9922736351723
9.68,2538.981599053247
9.69,2542.9607332866226
9.7,2546.9296264682607
9.71,2550.888228731124
9.72,2554.836490208171
9.73,2558.774361032367
9.74,2562.701791336672
9.75,2566.618731254048
9.76,2570.5251309174564
9.77,2574.42094045986
9.78,2578.3061100142213
9.79,2582.180589713499
9.8,2586.044329690659
9.81,2589.89728007866
9.82,2593.7393910104647
9.83,2597.5706126190357
9.84,2601.390895037333
9.85,2605.20018839832
9.86,2608.998442834957
9.87,2612.7856084802074
9.88,2616.5616354670337
9.89,2620.326473928394
9.9,2624.080073997254
9.91,2627.822385806574
9.92,2631.553359489315
9.93,2635.2729451784394
9.94,2638.981093006909
9.95,2642.677753107686
9.96,2646.3628756137323
9.97,2650.0364106580096
9.98,2653.6983083734785
9.99,2657.3485188931018
10.0,2660.986992349842
10.01,2664.613678876659
10.02,2668.2285286065157
10.03,2671.831491672374
10.04,2675.422518207195
10.05,2679.001558343942
10.06,2682.568562215576
10.07,2686.1234799550584
10.08,2689.666261695351
10.09,2693.1968575694154
10.1,2696.7152177102143
10.11,2700.221292250709
10.12,2703.715031323861
10.13,2707.196385062633
10.14,2710.665303599986
10.15,2714.121737068882
10.16,2717.565635602282
10.17,2720.996949333149
10.18,2724.4156283944444
10.19,2727.8216229191303
10.2,2731.214883040168
10.21,2734.5953588905195
10.22,2737.963000603146
10.23,2741.3177583110105
10.24,2744.6595821470737
10.25,2747.988422244298
10.26,2751.3042287356448
10.27,2754.6069517540755
10.28,2757.896541432554
10.29,2761.17294790404
10.3,2764.4361213014963
10.31,2767.6860117578835
10.32,2770.9225694061643
10.33,2774.1457443793006
10.34,2777.3554868102538
10.35,2780.551746831986
10.36,2783.734474577459
10.37,2786.903620179633
10.38,2790.059133771474
10.39,2793.2009654859394
10.4,2796.3290654559923
10.41,2799.443383814596
10.42,2802.5438706947107
10.43,2805.630476229297
10.44,2808.7031505513205
10.45,2811.76184379374
10.46,2814.8065060895187
10.47,2817.8370875716173
10.48,2820.8535383729977
10.49,2823.855808626622
10.5,2826.843848465453
10.51,2829.817608022451
10.52,2832.7770374305783
10.53,2835.722086822797
10.54,2838.652706332068
10.55,2841.5688460913543
10.56,2844.4704562336174
10.57,2847.357486891819
10.58,2850.2298881989204
10.59,2853.087610287883
10.6,2855.93060329167
10.61,2858.7588173432428
10.62,2861.572202575562
10.63,2864.3707091215915
10.64,2867.154287114292
10.65,2869.922886686624
10.66,2872.676457971551
10.67,2875.4149511020346
10.68,2878.1383162110355
10.69,2880.8465034315163
10.7,2883.5394628964395
10.71,2886.217144738766
10.72,2888.879499091457
10.73,2891.526476087476
10.74,2894.1580258597837
10.75,2896.7740985413416
10.76,2899.374644265112
10.77,2901.959613164057
10.78,2904.5289553711377
10.79,2907.0826210193163
10.8,2909.6205602415544
10.81,2912.142723170814
10.82,2914.649059940057
10.83,2917.1395206822444
10.84,2919.614055530339
10.85,2922.0726146173024
10.86,2924.515148076096
10.87,2926.9416060396816
10.88,2929.3519386410217
10.89,2931.746096013077
10.9,2934.12402828881
10.91,2936.485685601182
10.92,2938.831018083156
10.93,2941.159975867692
10.94,2943.4725090877537
10.95,2945.768567876301
10.96,2948.048102366297
10.97,2950.3110626907032
10.98,2952.5573989824807
10.99,2954.7870613745927
11.0,2957.0
11.01,2959.1961897149945
11.02,2961.375704269186
11.03,2963.5386421355165
11.04,2965.6851017869253
11.05,2967.8151816963527
11.06,2969.92898033674
11.07,2972.0265961810287
11.08,2974.1081277021563
11.09,2976.1736733730654
11.1,2978.2233316666952
11.11,2980.257201055988
11.12,2982.275380013882
11.13,2984.27796701332
11.14,2986.26506052724
11.15,2988.2367590285844
11.16,2990.193160990292
11.17,2992.134364885305
11.18,2994.0604691865638
11.19,2995.971572367006
11.2,2997.867772899576
11.21,2999.749169257212
11.22,3001.615859912855
11.23,3003.467943339444
11.24,3005.3055180099223
11.25,3007.1286823972287
11.26,3008.9375349743023
11.27,3010.732174214086
11.28,3012.51269858952
11.29,3014.2792065735434
11.3,3016.0317966390976
11.31,3017.770567259122
11.32,3019.4956169065586
11.33,3021.2070440543475
11.34,3022.904947175427
11.35,3024.589424742741
11.36,3026.260575229228
11.37,3027.918497107827
11.38,3029.563288851482
11.39,3031.195048933131
11.4,3032.8138758257155
11.41,3034.4198680021755
11.42,3036.0131239354505
11.43,3037.5937420984837
11.44,3039.1618209642124
11.45,3040.7174590055783
11.46,3042.2607546955232
11.47,3043.791806506985
11.48,3045.310712912907
11.49,3046.817572386227
11.5,3048.312483399887
11.51,3049.7955444268277
11.52,3051.266853939988
11.53,3052.726510412309
11.54,3054.1746123167327
11.55,3055.6112581261973
11.56,3057.036546313645
11.57,3058.450575352015
11.58,3059.853443714249
11.59,3061.245249873286
11.6,3062.626092302068
11.61,3063.9960694735337
11.62,3065.3552798606243
11.63,3066.703821936281
11.64,3068.0417941734445
11.65,3069.3692950450536
11.66,3070.6864230240503
11.67,3071.9932765833737
11.68,3073.2899541959646
11.69,3074.5765543347643
11.7,3075.8531754727123
11.71,3077.1199160827505
11.72,3078.3768746378178
11.73,3079.6241496108555
11.74,3080.861839474803
11.75,3082.0900427026027
11.76,3083.308857767194
11.77,3084.518383141516
11.78,3085.7187172985105
11.79,3086.909958711118
11.8,3088.09220585228
11.81,3089.2655571949344
11.82,3090.430111212024
11.83,3091.585966376487
11.84,3092.733221161266
11.85,3093.8719740393008
11.86,3095.002323483531
11.87,3096.1243679668987
11.88,3097.238205962343
11.89,3098.343935942804
11.9,3099.4416563812238
11.91,3100.531465750541
11.92,3101.613462523698
11.93,3102.687745173634
11.94,3103.7544121732885
11.95,3104.813561995604
11.96,3105.8652931135207
11.97,3106.9097039999774
11.98,3107.946893127916
11.99,3108.9769589702782
12.0,3110.0
12.01,3111.016100953424
12.02,3112.025291620472
12.03,3113.027588054468
12.04,3114.023006308733
12.05,3115.011562436591
12.06,3115.993272491362
12.07,3116.968152526371
12.08,3117.936218594938
12.09,3118.897486750387
12.1,3119.8519730460384
12.11,3120.799693535216
12.12,3121.7406642712417
12.13,3122.6749013074373
12.14,3123.6024206971256
12.15,3124.523238493629
12.16,3125.4373707502696
12.17,3126.344833520369
12.18,3127.2456428572505
12.19,3128.139814814236
12.2,3129.027365444648
12.21,3129.908310801808
12.22,3130.7826669390392
12.23,3131.650449909663
12.24,3132.5116757670025
12.25,3133.36636056438
12.26,3134.2145203551177
12.27,3135.056171192537
12.28,3135.891329129961
12.29,3136.720010220711
12.3,3137.542230518112
12.31,3138.358006075483
12.32,3139.167352946148
12.33,3139.9702871834284
12.34,3140.766824840647
12.35,3141.5569819711263
12.36,3142.340774628189
12.37,3143.118218865156
12.38,3143.889330735351
12.39,3144.654126292095
12.4,3145.412621588712
12.41,3146.164832678522
12.42,3146.9107756148496
12.43,3147.650466451015
12.44,3148.383921240342
12.45,3149.1111560361514
12.46,3149.8321868917674
12.47,3150.5470298605105
12.48,3151.255700995704
12.49,3151.95821635067
12.5,3152.654591978731
12.51,3153.344843933209
12.52,3154.028988267426
12.53,3154.7070410347046
12.54,3155.379018288368
12.55,3156.0449360817365
12.56,3156.7048104681344
12.57,3157.358657500881
12.58,3158.0064932333016
12.59,3158.6483337187187
12.6,3159.284195010452
12.61,3159.9140931618253
12.62,3160.538044226161
12.63,3161.156064256781
12.64,3161.7681693070085
12.65,3162.374375430164
12.66,3162.974698679571
12.67,3163.569155108552
