wind_speed,Siemens SWT-3.3-130 LN
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,43.0
3.01,44.335021978176826
3.02,45.6675769620368
3.03,46.99778684041133
3.04,48.32577350213198
3.05,49.65165883603013
3.06,50.97556473093741
3.07,52.297613075685135
3.08,53.61792575910494
3.09,54.93662467002819
3.1,56.25383169728647
3.11,57.56966872971115
3.12,58.884257656133855
3.13,60.19772036538591
3.14,61.51017874629896
3.15,62.821754687704335
3.16,64.13257007843366
3.17,65.44274680731829
3.18,66.75240676318981
3.19,68.06167183487963
3.2,69.37066391121931
3.21,70.67950488104024
3.22,71.98831663317402
3.23,73.297221056452
3.24,74.6063400397058
3.25,75.91579547176678
3.26,77.22570924146648
3.27,78.53620323763644
3.28,79.847399349108
3.29,81.15941946471283
3.3,82.47238547328223
3.31,83.78641926364782
3.32,85.101642724641
3.33,86.41817774509335
3.34,87.73614621383621
3.35,89.05567001970121
3.36,90.3768710515197
3.37,91.6998711981233
3.38,93.02479234834335
3.39,94.35175639101148
3.4,95.68088521495903
3.41,97.01230070901764
3.42,98.34612476201865
3.43,99.68247926279366
3.44,101.021486100174
3.45,102.36326716299136
3.46,103.70794434007702
3.47,105.05563952026262
3.48,106.40647459237954
3.49,107.76057144525936
3.5,109.11805196773346
3.51,110.47903804863336
3.52,111.84365157679062
3.53,113.2120144410366
3.54,114.5842485302029
3.55,115.96047573312092
3.56,117.34081793862218
3.57,118.72539703553812
3.58,120.11433491270031
3.59,121.50775345894014
3.6,122.9057745630892
3.61,124.30852011397884
3.62,125.71611200044066
3.63,127.12867211130607
3.64,128.5463223354066
3.65,129.96918456157368
3.66,131.3973806786389
3.67,132.83103257543362
3.68,134.2702621407894
3.69,135.71519126353766
3.7,137.16594183251
3.71,138.62263573653777
3.72,140.0853948644525
3.73,141.55434110508568
3.74,143.0295963472689
3.75,144.5112824798334
3.76,145.99952139161084
3.77,147.4944349714328
3.78,148.99614510813046
3.79,150.5047736905356
3.8,152.0204426074795
3.81,153.5432737477938
3.82,155.07338900030985
3.83,156.61091025385923
3.84,158.15595939727336
3.85,159.7086583193838
3.86,161.26912890902193
3.87,162.83749305501934
3.88,164.41387264620735
3.89,165.99838957141768
3.9,167.59116571948164
3.91,169.19232297923077
3.92,170.80198323949654
3.93,172.42026838911048
3.94,174.04730031690394
3.95,175.68320091170855
3.96,177.32809206235572
3.97,178.982095657677
3.98,180.6453335865038
3.99,182.3179277376677
4.0,184.0
4.01,185.6916722623324
4.02,187.3930664134961
4.03,189.10430434232305
4.04,190.82550793764423
4.05,192.55679908829143
4.06,194.29829968309605
4.07,196.05013161088965
4.08,197.81241676050348
4.09,199.5852770207692
4.1,201.3688342805183
4.11,203.1632104285824
4.12,204.96852735379264
4.13,206.7849069449807
4.14,208.61247109097803
4.15,210.45134168061628
4.16,212.30164060272665
4.17,214.16348974614075
4.18,216.0370109996901
4.19,217.9223262522063
4.2,219.8195573925205
4.21,221.7288263094644
4.22,223.65025489186948
4.23,225.5839650285673
4.24,227.53007860838915
4.25,229.4887175201666
4.26,231.4600036527311
4.27,233.4440588949142
4.28,235.4410051355476
4.29,237.4509642634623
4.3,239.47405816749003
4.31,241.51040873646224
4.32,243.56013785921067
4.33,245.62336742456645
4.34,247.70021932136112
4.35,249.79081543842625
4.36,251.8952776645935
4.37,254.013727888694
4.38,256.1462879995594
4.39,258.29307988602113
4.4,260.4542254369109
4.41,262.62984654105986
4.42,264.8200650872997
4.43,267.0250029644618
4.44,269.2447820613779
4.45,271.47952426687914
4.46,273.72935146979705
4.47,275.99438555896336
4.48,278.2747484232096
4.49,280.5705619513667
4.5,282.88194803226656
4.51,285.2090285547406
4.52,287.5519254076204
4.53,289.91076047973746
4.54,292.2856556599229
4.55,294.6767328370086
4.56,297.08411389982587
4.57,299.50792073720646
4.58,301.9482752379814
4.59,304.4052992909824
4.6,306.8791147850409
4.61,309.3698436089886
4.62,311.87760765165666
4.63,314.4025288018767
4.64,316.94472894848025
4.65,319.50432998029896
4.66,322.0814537861638
4.67,324.6762222549067
4.68,327.288757275359
4.69,329.9191807363524
4.7,332.56761452671776
4.71,335.23418053528724
4.72,337.9190006508919
4.73,340.62219676236367
4.74,343.3438907585336
4.75,346.0842045282333
4.76,348.8432599602942
4.77,351.6211789435479
4.78,354.41808336682607
4.79,357.2340951189598
4.8,360.0693360887807
4.81,362.9239281651203
4.82,365.7979932368103
4.83,368.69165319268177
4.84,371.6050299215664
4.85,374.53824531229554
4.86,377.4914212537012
4.87,380.4646796346141
4.88,383.4581423438661
4.89,386.4719312702887
4.9,389.50616830271366
4.91,392.5609753299719
4.92,395.63647424089504
4.93,398.7327869243149
4.94,401.85003526906274
4.95,404.98834116397
4.96,408.147826497868
4.97,411.3286131595886
4.98,414.5308230379634
4.99,417.7545780218233
5.0,421.0
5.01,424.2671765244059
5.02,427.5560577992759
5.03,430.8665596919264
5.04,434.19859806967247
5.05,437.55208879983024
5.06,440.9269477497156
5.07,444.3230907866448
5.08,447.7404337779328
5.09,451.178892590896
5.1,454.6383830928501
5.11,458.1188211511113
5.12,461.6201226329949
5.13,465.142203405817
5.14,468.6849793368934
5.15,472.2483662935402
5.16,475.8322801430728
5.17,479.4366367528072
5.18,483.06135199005934
5.19,486.7063417221453
5.2,490.37152181638027
5.21,494.0568081400805
5.22,497.7621165605619
5.23,501.48736294514026
5.24,505.2324631611313
5.25,508.9973330758508
5.26,512.7818885566148
5.27,516.586045470739
5.28,520.4097196855397
5.29,524.2528270683322
5.3,528.1152834864322
5.31,531.9970048071559
5.32,535.8979068978197
5.33,539.817905625738
5.34,543.7569168582279
5.35,547.7148564626045
5.36,551.6916403061848
5.37,555.687184256283
5.38,559.7014041802158
5.39,563.7342159452992
5.4,567.7855354188489
5.41,571.8552784681805
5.42,575.94336096061
5.43,580.0496987634531
5.44,584.1742077440264
5.45,588.3168037696446
5.46,592.477402707624
5.47,596.6559204252807
5.48,600.8522727899306
5.49,605.066375668889
5.5,609.2981449294721
5.51,613.5474964389958
5.52,617.8143460647755
5.53,622.098609674128
5.54,626.4002031343681
5.55,630.7190423128121
5.56,635.0550430767756
5.57,639.4081212935752
5.58,643.7781928305258
5.59,648.1651735549436
5.6,652.5689793341445
5.61,656.9895260354448
5.62,661.4267295261593
5.63,665.8805056736044
5.64,670.3507703450961
5.65,674.8374394079503
5.66,679.3404287294823
5.67,683.8596541770083
5.68,688.3950316178442
5.69,692.9464769193061
5.7,697.513905948709
5.71,702.0972345733691
5.72,706.6963786606026
5.73,711.3112540777255
5.74,715.9417766920528
5.75,720.5878623709009
5.76,725.2494269815854
5.77,729.9263863914225
5.78,734.6186564677282
5.79,739.3261530778175
5.8,744.0487920890068
5.81,748.7864893686118
5.82,753.5391607839488
5.83,758.3067222023328
5.84,763.0890894910801
5.85,767.8861785175067
5.86,772.6979051489285
5.87,777.5241852526608
5.88,782.3649346960199
5.89,787.2200693463211
5.9,792.0895050708815
5.91,796.9731577370153
5.92,801.8709432120394
5.93,806.7827773632694
5.94,811.7085760580212
5.95,816.6482551636104
5.96,821.601730547353
5.97,826.5689180765647
5.98,831.5497336185618
5.99,836.5440930406598
6.0,841.5519122101744
6.01,846.5731069944213
6.02,851.6075932607171
6.03,856.6552868763774
6.04,861.7161037087175
6.05,866.7899596250535
6.06,871.8767704927012
6.07,876.9764521789773
6.08,882.0889205511962
6.09,887.2140914766748
6.1,892.3518808227282
6.11,897.5022044566733
6.12,902.6649782458246
6.13,907.8401180574988
6.14,913.0275397590116
6.15,918.2271592176792
6.16,923.4388923008166
6.17,928.6626548757404
6.18,933.8983628097654
6.19,939.145931970209
6.2,944.405278224386
6.21,949.6763174396124
6.22,954.9589654832037
6.23,960.2531382224768
6.24,965.5587515247464
6.25,970.8757212573292
6.26,976.2039632875404
6.27,981.543393482696
6.28,986.8939277101126
6.29,992.2554818371046
6.3,997.6279717309892
6.31,1003.0113132590812
6.32,1008.4054222886974
6.33,1013.8102146871528
6.34,1019.2256063217638
6.35,1024.651513059846
6.36,1030.0878507687155
6.37,1035.534535315688
6.38,1040.9914825680787
6.39,1046.458608393204
6.4,1051.9358286583808
6.41,1057.423059230923
6.42,1062.9202159781478
6.43,1068.4272147673698
6.44,1073.9439714659068
6.45,1079.4704019410726
6.46,1085.006422060184
6.47,1090.551947690557
6.48,1096.1068946995074
6.49,1101.6711789543506
6.5,1107.2447163224024
6.51,1112.827422670979
6.52,1118.4192138673964
6.53,1124.0200057789705
6.54,1129.6297142730164
6.55,1135.2482552168506
6.56,1140.8755444777885
6.57,1146.5114979231469
6.58,1152.15603142024
6.59,1157.809060836385
6.6,1163.4705020388972
6.61,1169.140270895093
6.62,1174.818283272287
6.63,1180.504455037796
6.64,1186.1987020589363
6.65,1191.900940203023
6.66,1197.6110853373718
6.67,1203.3290533292986
6.68,1209.054760046119
6.69,1214.7881213551511
6.7,1220.5290531237074
6.71,1226.2774712191056
6.72,1232.0332915086617
6.73,1237.7964298596903
6.74,1243.5668021395086
6.75,1249.3443242154317
6.76,1255.1289119547753
6.77,1260.9204812248556
6.78,1266.7189478929888
6.79,1272.5242278264898
6.8,1278.336236892675
6.81,1284.1548909588605
6.82,1289.9801058923622
6.83,1295.811797560495
6.84,1301.6498818305752
6.85,1307.4942745699186
6.86,1313.3448916458422
6.87,1319.2016489256605
6.88,1325.064462276689
6.89,1330.9332475662443
6.9,1336.807920661643
6.91,1342.6883974301998
6.92,1348.5745937392303
6.93,1354.4664254560516
6.94,1360.363808447979
6.95,1366.2666585823276
6.96,1372.174891726414
6.97,1378.0884237475536
6.98,1384.0071705130638
6.99,1389.931047890258
7.0,1395.859971746453
7.01,1401.7938579489653
7.02,1407.73262236511
7.03,1413.676180862204
7.04,1419.6244493075617
7.05,1425.5773435684998
7.06,1431.5347795123337
7.07,1437.49667300638
7.08,1443.462939917954
7.09,1449.433496114371
7.1,1455.4082574629476
7.11,1461.3871398310002
7.12,1467.370059085843
7.13,1473.3569310947928
7.14,1479.347671725166
7.15,1485.3421968442783
7.16,1491.340422319444
7.17,1497.3422640179804
7.18,1503.3476378072023
7.19,1509.3564595544276
7.2,1515.3686451269705
7.21,1521.384110392146
7.22,1527.4027712172715
7.23,1533.424543469663
7.24,1539.449343016635
7.25,1545.4770857255044
7.26,1551.507687463586
7.27,1557.5410640981977
7.28,1563.5771314966532
7.29,1569.615805526269
7.3,1575.657002054361
7.31,1581.7006369482451
7.32,1587.7466260752385
7.33,1593.7948853026542
7.34,1599.8453304978098
7.35,1605.8978775280211
7.36,1611.952442260604
7.37,1618.0089405628742
7.38,1624.0672883021466
7.39,1630.1274013457376
7.4,1636.1891955609644
7.41,1642.2525868151415
7.42,1648.3174909755846
7.43,1654.38382390961
7.44,1660.4515014845342
7.45,1666.5204395676717
7.46,1672.5905540263389
7.47,1678.6617607278513
7.48,1684.733975539526
7.49,1690.807114328678
7.5,1696.881092962622
7.51,1702.9558273086757
7.52,1709.031233234154
7.53,1715.1072266063736
7.54,1721.1837232926491
7.55,1727.2606391602965
7.56,1733.337890076633
7.57,1739.415391908973
7.58,1745.4930605246332
7.59,1751.5708117909287
7.6,1757.6485615751758
7.61,1763.7262257446912
7.62,1769.803720166789
7.63,1775.8809607087858
7.64,1781.9578632379971
7.65,1788.0343436217404
7.66,1794.11031772733
7.67,1800.1857014220811
7.68,1806.2604105733108
7.69,1812.334361048335
7.7,1818.4074687144691
7.71,1824.4796494390291
7.72,1830.5508190893304
7.73,1836.62089353269
7.74,1842.6897886364225
7.75,1848.757420267844
7.76,1854.8237042942703
7.77,1860.8885565830176
7.78,1866.951893001402
7.79,1873.0136294167387
7.8,1879.073681696344
7.81,1885.1319657075328
7.82,1891.1883973176227
7.83,1897.242892393928
7.84,1903.2953668037649
7.85,1909.3457364144497
7.86,1915.3939170932977
7.87,1921.439824707625
7.88,1927.483375124748
7.89,1933.5244842119807
7.9,1939.5630678366413
7.91,1945.599041866045
7.92,1951.632322167506
7.93,1957.662824608342
7.94,1963.690465055868
7.95,1969.7151593774
7.96,1975.736823440254
7.97,1981.7553731117457
7.98,1987.770724259192
7.99,1993.782792749906
8.0,1999.7914944512056
8.01,2005.7967452304065
8.02,2011.7984609548243
8.03,2017.7965574917755
8.04,2023.790950708574
8.05,2029.7815564725383
8.06,2035.7682906509824
8.07,2041.751069111223
8.08,2047.7298077205755
8.09,2053.7044223463545
8.1,2059.674828855878
8.11,2065.640943116461
8.12,2071.602680995419
8.13,2077.5599583600697
8.14,2083.512691077727
8.15,2089.460795015706
8.16,2095.404186041324
8.17,2101.342780021897
8.18,2107.27649282474
8.19,2113.205240317169
8.2,2119.128938366501
8.21,2125.0475028400515
8.22,2130.9608496051346
8.23,2136.868894529068
8.24,2142.7715534791664
8.25,2148.668742322746
8.26,2154.560376927122
8.27,2160.4463731596124
8.28,2166.326646887531
8.29,2172.201113978193
8.3,2178.0696902989184
8.31,2183.9322917170184
8.32,2189.78883409981
8.33,2195.6392333146114
8.34,2201.483405228736
8.35,2207.321265709499
8.36,2213.1527306242187
8.37,2218.9777158402094
8.38,2224.796137224789
8.39,2230.6079106452707
8.4,2236.41295196897
8.41,2242.211177063205
8.42,2248.0025017952908
8.43,2253.786842032543
8.44,2259.564113642278
8.45,2265.33423249181
8.46,2271.097114448458
8.47,2276.8526753795336
8.48,2282.600831152356
8.49,2288.341497634239
8.5,2294.0745906925
8.51,2299.8000261944544
8.52,2305.5177200074177
8.53,2311.227587998705
8.54,2316.9295460356343
8.55,2322.6235099855207
8.56,2328.3093957156784
8.57,2333.987119093424
8.58,2339.6565959860745
8.59,2345.3177422609447
8.6,2350.9704737853504
8.61,2356.614706426608
8.62,2362.2503560520327
8.63,2367.877338528941
8.64,2373.4955697246487
8.65,2379.104965506472
8.66,2384.705441741725
8.67,2390.2969142977245
8.68,2395.879299041787
8.69,2401.452511841228
8.7,2407.016468563363
8.71,2412.571085075509
8.72,2418.11627724498
8.73,2423.6519609390925
8.74,2429.1780520251627
8.75,2434.6944663705062
8.76,2440.20111984244
8.77,2445.6979283082774
8.78,2451.1848076353367
8.79,2456.661673690932
8.8,2462.1284423423817
8.81,2467.585029456998
8.82,2473.0313509021
8.83,2478.467322545001
8.84,2483.8928602530177
8.85,2489.3078798934675
8.86,2494.7122973336645
8.87,2500.1060284409245
8.88,2505.488989082565
8.89,2510.8610951259006
8.9,2516.2222624382466
8.91,2521.57240688692
8.92,2526.9114443392355
8.93,2532.23929066251
8.94,2537.555861724058
8.95,2542.861073391198
8.96,2548.154841531244
8.97,2553.4370820115105
8.98,2558.7077106993147
8.99,2563.966643461973
9.0,2569.2137961668013
9.01,2574.449084681115
9.02,2579.67242487223
9.03,2584.88373260746
9.04,2590.0829237541247
9.05,2595.269914179539
9.06,2600.444619751016
9.07,2605.606956335874
9.08,2610.756839801428
9.09,2615.8941860149944
9.1,2621.0189108438885
9.11,2626.130930155426
9.12,2631.230159816924
9.13,2636.316515695698
9.14,2641.3899136590617
9.15,2646.450269574333
9.16,2651.497499308827
9.17,2656.53151872986
9.18,2661.552243704747
9.19,2666.559590100805
9.2,2671.55347378535
9.21,2676.533810625697
9.22,2681.500516489162
9.23,2686.453507243061
9.24,2691.3926987547084
9.25,2696.318006891422
9.26,2701.229347520518
9.27,2706.1266365093097
9.28,2711.009789725115
9.29,2715.878723035249
9.3,2720.733352307029
9.31,2725.573593407769
9.32,2730.3993622047847
9.33,2735.210574565393
9.34,2740.0071463569097
9.35,2744.7889934466493
9.36,2749.556031701931
9.37,2754.3081769900664
9.38,2759.045345178374
9.39,2763.767452134169
9.4,2768.4744137247667
9.41,2773.1661458174835
9.42,2777.842564279636
9.43,2782.503584978538
9.44,2787.149123781507
9.45,2791.7790965558584
9.46,2796.3934191689086
9.47,2800.992007487973
9.48,2805.574777380366
9.49,2810.141644713405
9.5,2814.692525354406
9.51,2819.2273351706845
9.52,2823.745990029556
9.53,2828.248405798337
9.54,2832.7344983443422
9.55,2837.20418353489
9.56,2841.657377237293
9.57,2846.093995318869
9.58,2850.513953646933
9.59,2854.917168088801
9.6,2859.3035545117896
9.61,2863.673028783213
9.62,2868.0255067703893
9.63,2872.3609043406336
9.64,2876.67913736126
9.65,2880.9801216995857
9.66,2885.263773222927
9.67,2889.530007798599
9.68,2893.778741293918
9.69,2898.009889576199
9.7,2902.223368512759
9.71,2906.419093970914
9.72,2910.596981817978
9.73,2914.7569479212675
9.74,2918.8989081480995
9.75,2923.02277836579
9.76,2927.128474441652
9.77,2931.215912243005
9.78,2935.285007637163
9.79,2939.335676491441
9.8,2943.3678346731576
9.81,2947.3813980496266
9.82,2951.3762824881637
9.83,2955.352403856084
9.84,2959.3096780207056
9.85,2963.2480208493434
9.86,2967.1673482093124
9.87,2971.0675759679298
9.88,2974.948619992512
9.89,2978.810396150371
9.9,2982.652820308828
9.91,2986.4758083351944
9.92,2990.279276096787
9.93,2994.063139460924
9.94,2997.8273142949192
9.95,3001.571716466088
9.96,3005.2962618417496
9.97,3009.000866289215
9.98,3012.685445675804
9.99,3016.34991586883
10.0,3019.99419273561
10.01,3023.61819214346
10.02,3027.221829959694
10.03,3030.8050220516297
10.04,3034.3676842865834
10.05,3037.90973253187
10.06,3041.431082654805
10.07,3044.9316505227043
10.08,3048.411352002884
10.09,3051.87010296266
10.1,3055.307819269349
10.11,3058.7244167902654
10.12,3062.119811392725
10.13,3065.493918944045
10.14,3068.8466553115404
10.15,3072.177936362528
10.16,3075.487677964321
10.17,3078.775795984238
10.18,3082.042206289594
10.19,3085.286824747704
10.2,3088.509567225885
10.21,3091.710349591453
10.22,3094.8890877117237
10.23,3098.0456974540107
10.24,3101.1800946856324
10.25,3104.2921952739043
10.26,3107.381915086141
10.27,3110.44916998966
10.28,3113.493875851776
10.29,3116.515948539805
10.3,3119.515303921064
10.31,3122.491857862866
10.32,3125.445526232529
10.33,3128.37622489737
10.34,3131.283869724702
10.35,3134.1683765818434
10.36,3137.0296613361074
10.37,3139.8676398548123
10.38,3142.682228005272
10.39,3145.473341654804
10.4,3148.2408966707235
10.41,3150.984808920346
10.42,3153.7049942709878
10.43,3156.401368589964
10.44,3159.073847744591
10.45,3161.722347602185
10.46,3164.3467840300623
10.47,3166.947072895536
10.48,3169.523130065925
10.49,3172.074871408545
10.5,3174.602212790709
10.51,3177.105070079735
10.52,3179.583359142939
10.53,3182.0369958476367
10.54,3184.465896061143
10.55,3186.869975650775
10.56,3189.249150483848
10.57,3191.6033364276755
10.58,3193.932449349578
10.59,3196.236405116868
10.6,3198.515119596863
10.61,3200.7685086568763
10.62,3202.9964881642272
10.63,3205.198973986229
10.64,3207.3758819902
10.65,3209.5271280434526
10.66,3211.6526280133057
10.67,3213.752297767073
10.68,3215.826053172072
10.69,3217.873810095617
10.7,3219.8954844050263
10.71,3221.8909919676125
10.72,3223.860248650694
10.73,3225.8031703215847
10.74,3227.7196728476024
10.75,3229.609672096062
10.76,3231.473083934279
10.77,3233.3098242295696
10.78,3235.119808849249
10.79,3236.902953660635
10.8,3238.6591745310416
10.81,3240.388387327785
10.82,3242.090507918181
10.83,3243.765452169546
10.84,3245.413135949195
10.85,3247.0334751244445
10.86,3248.6263855626107
10.87,3250.1917831310084
10.88,3251.729583696954
10.89,3253.2397031277637
10.9,3254.722057290752
10.91,3256.176562053236
10.92,3257.603133282532
10.93,3259.001686845954
10.94,3260.37213861082
10.95,3261.714404444444
10.96,3263.0284002141425
10.97,3264.3140417872314
10.98,3265.571245031027
10.99,3266.7999258128443
11.0,3268.0
11.01,3269.171451361275
11.02,3270.3145352713177
11.03,3271.42957500624
11.04,3272.5168938421543
11.05,3273.576815055176
11.06,3274.609661921415
11.07,3275.6157577169874
11.08,3276.5954257180047
11.09,3277.548989200579
11.1,3278.476771440824
11.11,3279.379095714856
11.12,3280.256285298782
11.13,3281.108663468719
11.14,3281.93655350078
11.15,3282.740278671076
11.16,3283.520162255721
11.17,3284.2765275308298
11.18,3285.0096977725134
11.19,3285.7199962568843
11.2,3286.407746260058
11.21,3287.0732710581456
11.22,3287.716893927259
11.23,3288.338938143515
11.24,3288.939726983024
11.25,3289.5195837218985
11.26,3290.0788316362527
11.27,3290.6177940021994
11.28,3291.136794095853
11.29,3291.6361551933232
11.3,3292.116200570727
11.31,3292.5772535041738
11.32,3293.0196372697787
11.33,3293.443675143655
11.34,3293.849690401915
11.35,3294.23800632067
11.36,3294.608946176036
11.37,3294.962833244126
11.38,3295.2999908010506
11.39,3295.620742122924
11.4,3295.92541048586
11.41,3296.21431916597
11.42,3296.4877914393687
11.43,3296.746150582168
11.44,3296.9897198704816
11.45,3297.218822580422
11.46,3297.4337819881025
11.47,3297.634921369636
11.48,3297.822564001136
11.49,3297.997033158715
11.5,3298.158652118486
11.51,3298.3077441565624
11.52,3298.4446325490567
11.53,3298.569640572083
11.54,3298.683091501753
11.55,3298.7853086141804
11.56,3298.8766151854784
11.57,3298.9573344917594
11.58,3299.0277898091367
11.59,3299.088304413724
11.6,3299.1392015816336
11.61,3299.180804588978
11.62,3299.213436711871
11.63,3299.2374212264267
11.64,3299.253081408757
11.65,3299.2607405349736
11.66,3299.260721881191
11.67,3299.2533487235232
11.68,3299.2389443380816
11.69,3299.21783200098
11.7,3299.19033498833
11.71,3299.1567765762466
11.72,3299.117480040842
11.73,3299.0727686582286
11.74,3299.02296570452
11.75,3298.968394455831
11.76,3298.909378188272
11.77,3298.846240177956
11.78,3298.7793037009983
11.79,3298.70889203351
11.8,3298.6353284516044
11.81,3298.558936231395
11.82,3298.480038648995
11.83,3298.398958980517
11.84,3298.316020502075
11.85,3298.2315464897792
11.86,3298.1458602197463
11.87,3298.059284968087
11.88,3297.972144010916
11.89,3297.884760624343
11.9,3297.797458084485
11.91,3297.710559667453
11.92,3297.6243886493603
11.93,3297.53926830632
11.94,3297.455521914446
11.95,3297.373472749849
11.96,3297.293444088644
11.97,3297.2157592069434
11.98,3297.140741380861
11.99,3297.0687138865087
12.0,3297.0
12.01,3296.934860628608
12.02,3296.8733072042496
12.03,3296.815288789998
12.04,3296.76075444893
12.05,3296.709653244121
12.06,3296.6619342386475
12.07,3296.6175464955845
12.08,3296.5764390780064
12.09,3296.5385610489902
12.1,3296.503861471612
12.11,3296.472289408946
12.12,3296.4437939240697
12.13,3296.4183240800567
12.14,3296.395828939983
12.15,3296.376257566925
12.16,3296.3595590239597
12.17,3296.34568237416
12.18,3296.3345766806024
12.19,3296.326191006363
12.2,3296.3204744145164
12.21,3296.3173759681395
12.22,3296.3168447303083
12.23,3296.3188297640977
12.24,3296.3232801325817
12.25,3296.3301448988386
12.26,3296.339373125943
12.27,3296.35091387697
12.28,3296.3647162149955
12.29,3296.380729203096
12.3,3296.398901904346
12.31,3296.4191833818218
12.32,3296.4415226985984
12.33,3296.465868917752
12.34,3296.4921711023576
12.35,3296.520378315491
12.36,3296.550439620229
12.37,3296.582304079646
12.38,3296.615920756818
12.39,3296.651238714821
12.4,3296.68820701673
12.41,3296.7267747256205
12.42,3296.7668909045683
12.43,3296.8085046166498
12.44,3296.85156492494
12.45,3296.8960208925137
12.46,3296.941821582449
12.47,3296.988916057818
12.48,3297.0372533817
12.49,3297.086782617168
12.5,3297.1374528272986
12.51,3297.189213075168
12.52,3297.2420124238506
12.53,3297.2957999364226
12.54,3297.35052467596
12.55,3297.406135705537
12.56,3297.4625820882325
12.57,3297.519812887118
12.58,3297.5777771652715
12.59,3297.636423985768
12.6,3297.6957024116846
12.61,3297.755561506094
12.62,3297.815950332075
12.63,3297.8768179527
12.64,3297.9381134310484
12.65,3297.9997858301926
12.66,3298.0617842132096
12.67,3298.124057643175
12.68,3298.186555183164
12.69,3298.249225896252
12.7,3298.3120188455164
12.71,3298.3748830940303
12.72,3298.437767704872
12.73,3298.500621741114
12.74,3298.5633942658355
12.75,3298.626034342109
12.76,3298.6884910330127
12.77,3298.75071340162
12.78,3298.812650511008
12.79,3298.8742514242517
12.8,3298.9354652044262
12.81,3298.9962409146083
12.82,3299.0565276178727
12.83,3299.116274377296
12.84,3299.1754302559534
12.85,3299.23394431692
12.86,3299.291765623271
12.87,3299.348843238084
12.88,3299.405126224433
12.89,3299.4605636453944
12.9,3299.515104564043
12.91,3299.568698043456
12.92,3299.621293146708
12.93,3299.672838936874
12.94,3299.7232844770306
12.95,3299.772578830253
12.96,3299.820671059617
12.97,3299.8675102281977
12.98,3299.913045399071
12.99,3299.957225635314
13.0,3300.0
13.01,3300.0413291242908
13.02,3300.081219911686
13.03,3300.1196908337693
13.04,3300.156760362126
13.05,3300.1924469683404
13.06,3300.2267691239967
