wind_speed,Bergey Excel 15
2.31,0.0091997517734445
2.32,0.009418169670036
2.33,0.0096219940304213
2.34,0.0098103433302276
2.35,0.0099823360450818
2.36,0.0101370906506108
2.37,0.0102737256224418
2.38,0.0103913594362016
2.39,0.0104891105675174
2.4,0.010566097492016
2.41,0.0106214386853245
2.42,0.0106542526230699
2.43,0.0106636577808791
2.44,0.0106487726343792
2.45,0.0106087156591972
2.46,0.0105426053309601
2.47,0.0104495601252948
2.48,0.0103286985178283
2.49,0.0101791389841877
2.5,0.01
2.51,0.0097910092603904
2.52,0.0095543313384782
2.53,0.0092927400268806
2.54,0.0090090091182151
2.55,0.0087059124050991
2.56,0.00838622368015
2.57,0.0080527167359852
2.58,0.0077081653652222
2.59,0.0073553433604784
2.6,0.0069970245143711
2.61,0.0066359826195178
2.62,0.0062749914685359
2.63,0.0059168248540429
2.64,0.005564256568656
2.65,0.0052200604049929
2.66,0.0048870101556708
2.67,0.0045678796133072
2.68,0.0042654425705195
2.69,0.0039824728199251
2.7,0.0037217441541414
2.71,0.0034860303657859
2.72,0.0032781052474759
2.73,0.0031007425918289
2.74,0.0029567161914623
2.75,0.0028487998389935
2.76,0.0027797673270399
2.77,0.002752392448219
2.78,0.0027694489951481
2.79,0.0028337107604447
2.8,0.0029479515367262
2.81,0.0031149451166099
2.82,0.0033374652927134
2.83,0.003618285857654
2.84,0.0039601806040491
2.85,0.0043659233245162
2.86,0.0048382878116727
2.87,0.0053800478581359
2.88,0.0059939772565234
2.89,0.0066828497994525
2.9,0.0074494392795406
2.91,0.0082965194894052
2.92,0.0092268642216636
2.93,0.0102432472689333
2.94,0.0113484424238317
2.95,0.0125452234789762
2.96,0.0138363642269842
2.97,0.0152246384604733
2.98,0.0167128199720606
2.99,0.0183036825543637
3.0,0.02
3.01,0.0218041415284678
3.02,0.0237168580667897
3.03,0.0257384959688687
3.04,0.0278694015886085
3.05,0.0301099212799122
3.06,0.0324604013966833
3.07,0.0349211882928249
3.08,0.0374926283222407
3.09,0.0401750678388337
3.1,0.0429688531965075
3.11,0.0458743307491652
3.12,0.0488918468507104
3.13,0.0520217478550462
3.14,0.0552643801160762
3.15,0.0586200899877034
3.16,0.0620892238238316
3.17,0.0656721279783636
3.18,0.0693691488052033
3.19,0.0731806326582536
3.2,0.0771069258914182
3.21,0.0811483748586001
3.22,0.0853053259137029
3.23,0.0895781254106297
3.24,0.0939671197032843
3.25,0.0984726551455694
3.26,0.1030950780913887
3.27,0.1078347348946457
3.28,0.1126919719092434
3.29,0.1176671354890855
3.3,0.122760571988075
3.31,0.1279726277601156
3.32,0.1333036491591101
3.33,0.1387539825389625
3.34,0.1443239742535756
3.35,0.1500139706568531
3.36,0.1558243181026981
3.37,0.1617553629450142
3.38,0.1678074515377044
3.39,0.1739809302346725
3.4,0.1802761453898212
3.41,0.1866934433570546
3.42,0.1932331704902754
3.43,0.1998956731433875
3.44,0.2066812976702936
3.45,0.2135903904248977
3.46,0.2206232977611026
3.47,0.2277803660328121
3.48,0.2350619415939291
3.49,0.2424683707983575
3.5,0.25
3.51,0.2576568246257377
3.52,0.2654374363943628
3.53,0.2733400760976439
3.54,0.2813629845273506
3.55,0.2895044024752515
3.56,0.2977625707331166
3.57,0.3061357300927144
3.58,0.3146221213458148
3.59,0.3232199852841863
3.6,0.3319275626995989
3.61,0.3407430943838209
3.62,0.3496648211286224
3.63,0.3586909837257718
3.64,0.3678198229670392
3.65,0.3770495796441928
3.66,0.3863784945490029
3.67,0.3958048084732375
3.68,0.4053267622086672
3.69,0.4149425965470599
3.7,0.4246505522801859
3.71,0.4344488701998134
3.72,0.4443357910977125
3.73,0.4543095557656517
3.74,0.4643684049954008
3.75,0.4745105795787285
3.76,0.4847343203074043
3.77,0.4950378679731977
3.78,0.5054194633678772
3.79,0.5158773472832129
3.8,0.5264097605109729
3.81,0.5370149438429276
3.82,0.5476911380708451
3.83,0.5584365839864958
3.84,0.5692495223816477
3.85,0.5801281940480711
3.86,0.5910708397775343
3.87,0.6020757003618071
3.88,0.6131410165926582
3.89,0.6242650292618576
3.9,0.6354459791611734
3.91,0.6466821070823764
3.92,0.657971653817234
3.93,0.6693128601575169
3.94,0.6807039668949932
3.95,0.6921432148214329
3.96,0.7036288447286047
3.97,0.7151590974082783
3.98,0.7267322136522224
3.99,0.7383464342522069
4.0,0.75
4.01,0.7616914384171786
4.02,0.7734204239445465
4.03,0.7851869177527165
4.04,0.7969908810122973
4.05,0.8088322748939013
4.06,0.8207110605681395
4.07,0.8326271992056248
4.08,0.8445806519769654
4.09,0.856571380052774
4.1,0.8685993446036618
4.11,0.8806645068002413
4.12,0.892766827813121
4.13,0.9049062688129136
4.14,0.9170827909702302
4.15,0.929296355455683
4.16,0.941546923439881
4.17,0.9538344560934368
4.18,0.9661589145869612
4.19,0.9785202600910669
4.2,0.9909184537763622
4.21,1.0033534568134597
4.22,1.0158252303729716
4.23,1.028333735625509
4.24,1.0408789337416808
4.25,1.0534607858921003
4.26,1.0660792532473775
4.27,1.078734296978125
4.28,1.091425878254954
4.29,1.1041539582484738
4.3,1.116918498129297
4.31,1.1297194590680346
4.32,1.1425568022352983
4.33,1.1554304888016982
4.34,1.1683404799378458
4.35,1.1812867368143527
4.36,1.194269220601831
4.37,1.2072878924708894
4.38,1.220342713592141
4.39,1.2334336451361962
4.4,1.2465606482736675
4.41,1.259723684175165
4.42,1.2729227140112993
4.43,1.2861576989526822
4.44,1.2994286001699265
4.45,1.3127353788336404
4.46,1.326077996114437
4.47,1.3394564131829272
4.48,1.3528705912097228
4.49,1.3663204913654337
4.5,1.3798060748206715
4.51,1.393327302746048
4.52,1.406884136312173
4.53,1.4204765366896608
4.54,1.4341044650491193
4.55,1.4477678825611602
4.56,1.4614667503963965
4.57,1.4752010297254383
4.58,1.4889706817188963
4.59,1.5027756675473822
4.6,1.5166159483815072
4.61,1.5304914853918836
4.62,1.5444022397491204
4.63,1.5583481726238295
4.64,1.5723292451866235
4.65,1.5863454186081134
4.66,1.600396654058908
4.67,1.6144829127096203
4.68,1.6286041557308613
4.69,1.6427603442932437
4.7,1.6569514395673757
4.71,1.6711774027238702
4.72,1.6854381949333377
4.73,1.6997337773663914
4.74,1.7140641111936397
4.75,1.7284291575856956
4.76,1.7428288777131693
4.77,1.7572632327466728
4.78,1.7717321838568183
4.79,1.7862356922142135
4.8,1.800773718989473
4.81,1.815346225353206
4.82,1.8299531724760256
4.83,1.8445945215285415
4.84,1.859270233681365
4.85,1.8739802701051076
4.86,1.8887245919703808
4.87,1.9035031604477952
4.88,1.9183159367079623
4.89,1.9331628819214932
4.9,1.9480439572590005
4.91,1.962959123891092
4.92,1.9779083429883813
4.93,1.99289157572148
4.94,2.007908783260999
4.95,2.022959926777549
4.96,2.03804496744174
4.97,2.0531638664241854
4.98,2.068316584895496
4.99,2.0835030840262814
5.0,2.0987233249871537
5.01,2.113977268948725
5.02,2.129264877081605
5.03,2.144586110556407
5.04,2.15994093054374
5.05,2.175329298214216
5.06,2.190751174738446
5.07,2.206206521287043
5.08,2.221695299030615
5.09,2.2372174691397757
5.1,2.2527729927851343
5.11,2.268361831137305
5.12,2.283983945366896
5.13,2.29963929664452
5.14,2.3153278461407867
5.15,2.3310495550263104
5.16,2.346804384471699
5.17,2.3625922956475653
5.18,2.3784132497245203
5.19,2.394267207873176
5.2,2.4101541312641417
5.21,2.426073981068029
5.22,2.442026718455451
5.23,2.458012304597017
5.24,2.47403070066334
5.25,2.4900818678250287
5.26,2.506165767252696
5.27,2.5222823601169515
5.28,2.538431607588411
5.29,2.55461347083768
5.3,2.570827911035371
5.31,2.5870748893520976
5.32,2.6033543669584707
5.33,2.619666305025099
5.34,2.636010664722596
5.35,2.65238740722157
5.36,2.668796493692637
5.37,2.685237885306404
5.38,2.7017115432334826
5.39,2.7182174286444867
5.4,2.7347555027100263
5.41,2.75132572660071
5.42,2.767928061487152
5.43,2.7845624685399626
5.44,2.801228908929754
5.45,2.817927343827136
5.46,2.8346577344027195
5.47,2.851420041827116
5.48,2.868214227270939
5.49,2.8850402519047966
5.5,2.901898076899301
5.51,2.918787663425064
5.52,2.935708972652695
5.53,2.9526619657528093
5.54,2.969646603896013
5.55,2.9866628482529207
5.56,3.0037106599941428
5.57,3.0207900002902908
5.58,3.0379008303119743
5.59,3.0550431112298058
5.6,3.0722168042143965
5.61,3.0894218704363583
5.62,3.1066582710663004
5.63,3.1239259672748347
5.64,3.141224920232573
5.65,3.158555091110127
5.66,3.1759164410781078
5.67,3.1933089313071243
5.68,3.210732522967789
5.69,3.2281871772307165
5.7,3.245672855266512
5.71,3.263189518245792
5.72,3.280737127339163
5.73,3.298315643717241
5.74,3.315925028550633
5.75,3.3335652430099523
5.76,3.35123624826581
5.77,3.368938005488816
5.78,3.3866704758495856
5.79,3.404433620518724
5.8,3.422227400666847
5.81,3.4400517774645625
5.82,3.457906712082486
5.83,3.475792165691224
5.84,3.4937080994613896
5.85,3.5116544745635943
5.86,3.5296312521684508
5.87,3.5476383934465674
5.88,3.5656758595685565
5.89,3.5837436117050285
5.9,3.601841611026599
5.91,3.619969818703873
5.92,3.638128195907464
5.93,3.6563167038079833
5.94,3.674535303576045
5.95,3.692783956382255
5.96,3.711062623397227
5.97,3.729371265791573
5.98,3.747709844735906
5.99,3.766078321400832
6.0,3.784476656956965
6.01,3.802904812574917
6.02,3.821362749425297
6.03,3.83985042867872
6.04,3.858367811505793
6.05,3.876914859077129
6.06,3.895491532563339
6.07,3.914097793135036
6.08,3.932733601962828
6.09,3.951398920217328
6.1,3.9700937090691455
6.11,3.9888179296888975
6.12,4.007571543247187
6.13,4.026354510914629
6.14,4.045166793861837
6.15,4.064008353259418
6.16,4.082879150277988
6.17,4.101779146088151
6.18,4.120708301860525
6.19,4.139666578765719
6.2,4.158653937974343
6.21,4.17767034065701
6.22,4.196715747984329
6.23,4.215790121126914
6.24,4.234893421255373
6.25,4.25402560954032
6.26,4.2731866471523645
6.27,4.292376495262119
6.28,4.311595115040196
6.29,4.3308424676572015
6.3,4.350118514283751
6.31,4.369423216090454
6.32,4.388756534247925
6.33,4.40811842992677
6.34,4.427508864297601
6.35,4.446927798531034
6.36,4.466375193797678
6.37,4.4858510112681405
6.38,4.505355212113036
6.39,4.524887757502975
6.4,4.544448608608572
6.41,4.564037726600431
6.42,4.58365507264917
6.43,4.603300607925395
6.44,4.6229742935997225
6.45,4.642676090842759
6.46,4.662405960825118
6.47,4.682163864717411
6.48,4.701949763690248
6.49,4.72176361891424
6.5,4.74160539156
6.51,4.761475042798137
6.52,4.781372533799264
6.53,4.801297825733992
6.54,4.821250879772932
6.55,4.841231657086691
6.56,4.861240118845889
6.57,4.881276226221131
6.58,4.9013399403830284
6.59,4.921431222502195
6.6,4.9415500337492375
6.61,4.961696335294773
6.62,4.9818700883094085
6.63,5.002071253963757
6.64,5.022299793428428
6.65,5.042555667874035
6.66,5.062838838471189
6.67,5.083149266390499
6.68,5.103486912802577
6.69,5.123851738878035
6.7,5.144243705787486
6.71,5.164662774701537
6.72,5.1851089067908
6.73,5.205582063225891
6.74,5.226082205177415
6.75,5.246609293815986
6.76,5.267163290312215
6.77,5.287744155836712
6.78,5.308351851560094
6.79,5.328986338652964
6.8,5.349647578285937
6.81,5.370335531629625
6.82,5.39105015985464
6.83,5.4117914241315885
6.84,5.432559285631085
6.85,5.4533537055237415
6.86,5.474174644980168
6.87,5.495022065170975
6.88,5.515895927266773
6.89,5.536796192438176
6.9,5.557722821855798
6.91,5.57867577669024
6.92,5.599655018112122
6.93,5.620660507292051
6.94,5.641692205400643
6.95,5.662750073608503
6.96,5.683834073086244
6.97,5.704944165004479
6.98,5.726080310533821
6.99,5.747242470844876
7.0,5.768430607108258
7.01,5.789644680494578
7.02,5.810884652174448
7.03,5.832150483318479
7.04,5.853442135097281
7.05,5.874759568681465
7.06,5.896102745241644
7.07,5.91747162594843
7.08,5.93886617197243
7.09,5.960286344484257
7.1,5.981732104654523
7.11,6.003203413653841
7.12,6.024700232652819
7.13,6.0462225228220685
7.14,6.067770245332203
7.15,6.089343361353832
7.16,6.110941832057568
7.17,6.13256561861402
7.18,6.154214682193799
7.19,6.175888983967521
7.2,6.19758848510579
7.21,6.219313146779225
7.22,6.241062930158431
7.23,6.262837796414024
7.24,6.284637706716609
7.25,6.3064626222368005
7.26,6.32831250414521
7.27,6.350187313612452
7.28,6.372087011809134
7.29,6.394011559905865
7.3,6.4159609190732585
7.31,6.437935050481928
7.32,6.459933915302484
7.33,6.481957474705535
7.34,6.5040056898616925
7.35,6.526078521941568
7.36,6.548175932115777
7.37,6.570297881554924
7.38,6.592444331429625
7.39,6.614615242910488
7.4,6.636810577168128
7.41,6.659030295373154
7.42,6.681274358696174
7.43,6.703542728307806
7.44,6.725835365378656
7.45,6.748152231079335
7.46,6.770493286580459
7.47,6.792858493052635
7.48,6.815247811666476
7.49,6.837661203592591
7.5,6.860098630001595
7.51,6.882560052064095
7.52,6.905045430950704
7.53,6.927554727832035
7.54,6.950087903878695
7.55,6.972644920261303
7.56,6.9952257381504594
7.57,7.0178303187167845
7.58,7.040458623130884
7.59,7.063110612563371
7.6,7.085786248184858
7.61,7.108485491165955
7.62,7.131208302677271
7.63,7.153954643889421
7.64,7.176724475973013
7.65,7.199517760098665
7.66,7.222334457436977
7.67,7.245174529158568
7.68,7.268037936434048
7.69,7.290924640434028
7.7,7.313834602329118
7.71,7.336767783289931
7.72,7.359724144487073
7.73,7.382703647091163
7.74,7.405706252272809
7.75,7.428731921202621
7.76,7.451780615051209
7.77,7.474852294989188
7.78,7.497946922187168
7.79,7.521064457815759
7.8,7.544204863045571
7.81,7.567368099047217
7.82,7.590554126991313
7.83,7.613762908048461
7.84,7.636994403389277
7.85,7.66024857418437
7.86,7.683525381604358
7.87,7.706824786819842
7.88,7.73014675100144
7.89,7.753491235319762
7.9,7.77685820094542
7.91,7.800247609049023
7.92,7.823659420801182
7.93,7.847093597372508
7.94,7.870550099933619
7.95,7.894028889655115
7.96,7.917529927707616
7.97,7.941053175261728
7.98,7.964598593488068
7.99,7.98816614355724
8.0,8.01175578663986
8.01,8.035367483906537
8.02,8.059001196527882
8.03,8.08265688567451
8.04,8.10633451251703
8.05,8.130034038226052
8.06,8.15375542397219
8.07,8.177498630926047
8.08,8.201263620258246
8.09,8.225050353139387
8.1,8.24885879074009
8.11,8.272688894230964
8.12,8.296540624782617
8.13,8.320413943565669
8.14,8.344308811750716
8.15,8.36822519050838
8.16,8.392163041009269
8.17,8.416122324423997
8.18,8.440103001923173
8.19,8.464105034677408
8.2,8.488128383857312
8.21,8.512173010633504
8.22,8.536238876176585
8.23,8.560325941657169
8.24,8.58443416824587
8.25,8.608563517113296
8.26,8.632713949430059
8.27,8.656885426366774
8.28,8.68107790909405
8.29,8.705291358782494
8.3,8.729525736602726
8.31,8.753781003725349
8.32,8.778057121320977
8.33,8.80235405056022
8.34,8.826671752613692
8.35,8.851010188652
8.36,8.875369319845758
8.37,8.899749107365581
8.38,8.924149512382076
8.39,8.948570496065853
8.4,8.973012019587523
8.41,8.997474044117702
8.42,9.021956530826994
8.43,9.046459440886018
8.44,9.07098273546538
8.45,9.095526375735693
8.46,9.120090322867572
8.47,9.144674538031616
8.48,9.169278982398447
8.49,9.193903617138677
8.5,9.218548403422908
8.51,9.24321330242176
8.52,9.26789827530584
8.53,9.292603283245764
8.54,9.317328287412137
8.55,9.342073248975574
8.56,9.366838129106682
8.57,9.391622888976077
8.58,9.416427489754366
8.59,9.441251892612163
8.6,9.46609605872008
8.61,9.490959949248726
8.62,9.515843525368712
8.63,9.540746748250656
8.64,9.565669579065158
8.65,9.590611978982835
8.66,9.615573909174298
8.67,9.64055533081016
8.68,9.665556205061028
8.69,9.690576493097517
8.7,9.715616156090231
8.71,9.740675155209797
8.72,9.765753451626813
8.73,9.790851006511888
8.74,9.815967781035642
8.75,9.84110373636868
8.76,9.86625883368162
8.77,9.891433034145066
8.78,9.916626298929632
8.79,9.941838589205927
8.8,9.967069866144575
8.81,9.99232009091617
8.82,10.01758922469133
8.83,10.042877228640666
8.84,10.068184063934789
8.85,10.093509691744307
8.86,10.118854073239842
8.87,10.144217169591991
8.88,10.169598941971383
8.89,10.194999351548612
8.9,10.220418359494294
8.91,10.245855926979043
8.92,10.271312015173468
8.93,10.29678658524818
8.94,10.322279598373798
8.95,10.34779101572092
8.96,10.37332079846017
8.97,10.39886890776215
8.98,10.424435304797472
8.99,10.450019950736747
9.0,10.475622806750597
9.01,10.501243834009616
9.02,10.526882993684428
9.03,10.55254024694564
9.04,10.578215554963863
9.05,10.603908878909714
9.06,10.629620179953791
9.07,10.65534941926672
9.08,10.6810965580191
9.09,10.706861557381549
9.1,10.732644378524675
9.11,10.758444982619087
9.12,10.784263330835408
9.13,10.81009938434424
9.14,10.835953104316197
9.15,10.861824451921883
9.16,10.887713388331916
9.17,10.91361987471691
9.18,10.939543872247466
9.19,10.965485342094205
9.2,10.991444245427733
9.21,11.017420543418666
9.22,11.04341419723761
9.23,11.069425168055176
9.24,11.095453417041982
9.25,11.121498905368632
9.26,11.147561594205737
9.27,11.173641444723913
9.28,11.19973841809377
9.29,11.225852475485915
9.3,11.251983578070972
9.31,11.278131687019536
9.32,11.304296763502226
9.33,11.33047876868965
9.34,11.356677663752423
9.35,11.382893409861154
9.36,11.409125968186451
9.37,11.435375299898936
9.38,11.461641366169214
9.39,11.48792412816789
9.4,11.514223547065583
9.41,11.5405395840329
9.42,11.566872200240455
9.43,11.59322135685886
9.44,11.61958701505872
9.45,11.645969136010653
9.46,11.672367680885271
9.47,11.69878261085318
9.48,11.72521388708499
9.49,11.751661470751316
9.5,11.77812532302277
9.51,11.804605405069962
9.52,11.8311016780635
9.53,11.857614103174
9.54,11.884142641572073
9.55,11.91068725442833
9.56,11.937247902913375
9.57,11.96382454819783
9.58,11.990417151452297
9.59,12.017025673847396
9.6,12.043650076553728
9.61,12.070290320741917
9.62,12.09694636758256
9.63,12.12361817824628
9.64,12.150305713903682
9.65,12.177008935725375
9.66,12.20372780488198
9.67,12.230462282544096
9.68,12.257212329882345
9.69,12.283977908067325
9.7,12.310758978269662
9.71,12.337555501659969
9.72,12.364367439408833
9.73,12.391194752686893
9.74,12.41803740266474
9.75,12.444895350512995
9.76,12.47176855740227
9.77,12.498656984503173
9.78,12.525560592986311
9.79,12.55247934402231
9.8,12.57941319878177
9.81,12.6063621184353
9.82,12.633326064153517
9.83,12.660304997107028
9.84,12.687298878466448
9.85,12.714307669402388
9.86,12.74133133108545
9.87,12.76836982468626
9.88,12.795423111375426
9.89,12.82249115232355
9.9,12.849573908701243
9.91,12.876671341679131
9.92,12.90378341242781
9.93,12.930910082117895
9.94,12.958051311920006
9.95,12.985207063004742
9.96,13.012377296542727
9.97,13.03956197370456
9.98,13.066761055660857
9.99,13.093974503582231
10.0,13.121202278639288
10.01,13.148444342002644
10.02,13.175700654842906
10.03,13.202971178330694
10.04,13.230255873636612
10.05,13.257554701931276
10.06,13.284867624385289
10.07,13.312194602169264
10.08,13.339535596453818
10.09,13.36689056840956
10.1,13.3942594792071
10.11,13.42164229001705
10.12,13.449038962010018
10.13,13.476449456356628
10.14,13.503873734227469
10.15,13.531311756793167
10.16,13.558763485224334
10.17,13.586228880691577
10.18,13.613707904365503
10.19,13.641200517416738
10.2,13.668706681015877
10.21,13.696226356333542
10.22,13.723759504540338
10.23,13.751306086806878
10.24,13.778866064303768
10.25,13.80643939820163
10.26,13.834026049671063
10.27,13.861625979882694
10.28,13.88923915000712
10.29,13.91686552121496
10.3,13.944505054676824
10.31,13.972157711563316
10.32,13.999823453045057
10.33,14.027502240292655
10.34,14.055194034476717
10.35,14.082898796767855
10.36,14.110616488336682
10.37,14.138347070353817
10.38,14.166090503989864
10.39,14.19384675041543
10.4,14.22161577080113
10.41,14.249397526317578
10.42,14.27719197813538
10.43,14.304999087425152
10.44,14.332818815357502
10.45,14.360651123103043
10.46,14.388495971832391
10.47,14.416353322716148
10.48,14.444223136924926
10.49,14.472105375629342
10.5,14.5
10.51,14.527905293889011
10.52,14.555812831874444
10.53,14.583712511215856
10.54,14.611594229172818
10.55,14.639447883004893
10.56,14.66726336997164
10.57,14.695030587332615
10.58,14.722739432347394
10.59,14.750379802275532
10.6,14.777941594376594
10.61,14.805414705910144
10.62,14.832789034135743
10.63,14.860054476312966
10.64,14.887200929701356
10.65,14.914218291560486
10.66,14.941096459149913
10.67,14.96782532972921
10.68,14.994394800557938
10.69,15.020794768895652
10.7,15.047015132001924
10.71,15.073045787136312
10.72,15.09887663155838
10.73,15.124497562527688
10.74,15.149898477303807
10.75,15.175069273146288
10.76,15.199999847314707
10.77,15.224680097068616
10.78,15.249099919667588
10.79,15.273249212371176
10.8,15.297117872438957
10.81,15.320695797130474
10.82,15.343972883705309
10.83,15.366939029423008
10.84,15.389584131543147
10.85,15.411898087325282
10.86,15.433870794028982
10.87,15.455492148913804
10.88,15.47675204923932
10.89,15.49764039226508
10.9,15.518147075250656
10.91,15.538261995455606
10.92,15.557975050139497
10.93,15.57727613656189
10.94,15.59615515198235
10.95,15.61460199366043
10.96,15.632606558855716
10.97,15.650158744827744
10.98,15.667248448836094
10.99,15.683865568140323
11.0,15.7
11.01,15.715645897478378
11.02,15.730814436853525
11.03,15.745521050207202
11.04,15.75978116962117
11.05,15.7736102271772
11.06,15.787023654957045
11.07,15.800036885042465
11.08,15.812665349515228
11.09,15.824924480457096
11.1,15.836829709949832
11.11,15.848396470075194
11.12,15.859640192914949
11.13,15.870576310550854
11.14,15.881220255064678
11.15,15.891587458538178
11.16,15.901693353053115
11.17,15.911553370691257
11.18,15.921182943534363
11.19,15.930597503664194
11.2,15.939812483162514
11.21,15.948843314111087
11.22,15.95770542859167
11.23,15.966414258686028
11.24,15.974985236475924
11.25,15.98343379404312
11.26,15.991775363469378
11.27,16.000025376836465
11.28,16.00819926622613
11.29,16.016312463720148
11.3,16.02438040140028
11.31,16.032418511348283
11.32,16.040442225645922
11.33,16.048466976374954
11.34,16.05650819561715
11.35,16.064581315454266
11.36,16.072701767968066
11.37,16.080884985240314
11.38,16.08914639935277
11.39,16.097501442387202
11.4,16.105965546425363
11.41,16.11455414354902
11.42,16.123282665839934
11.43,16.132166545379867
11.44,16.14122121425059
11.45,16.150462104533847
11.46,16.159904648311418
11.47,16.169564277665057
11.48,16.17945642467652
11.49,16.189596521427582
11.5,16.2
11.51,16.210678316197473
11.52,16.221627020711452
11.53,16.232837687955328
11.54,16.24430189234248
11.55,16.25601120828631
11.56,16.26795721020019
11.57,16.28013147249752
11.58,16.29252556959169
11.59,16.305131075896075
11.6,16.317939565824073
11.61,16.33094261378907
11.62,16.34413179420445
11.63,16.357498681483612
11.64,16.371034850039933
11.65,16.384731874286807
11.66,16.398581328637622
11.67,16.412574787505758
11.68,16.426703825304614
11.69,16.44096001644757
11.7,16.45533493534802
11.71,16.469820156419352
11.72,16.484407254074945
11.73,16.499087802728205
11.74,16.513853376792497
11.75,16.528695550681224
11.76,16.543605898807776
11.77,16.55857599558553
11.78,16.573597415427884
11.79,16.58866173274822
11.8,16.603760521959934
11.81,16.618885357476405
11.82,16.634027813711025
11.83,16.64917946507718
11.84,16.66433188598826
11.85,16.679476650857655
11.86,16.694605334098746
11.87,16.709709510124927
11.88,16.724780753349595
11.89,16.73981063818612
11.9,16.7547907390479
11.91,16.76971263034832
11.92,16.78456788650077
11.93,16.799348081918637
11.94,16.81404479101531
11.95,16.828649588204176
11.96,16.843154047898626
11.97,16.85754974451205
11.98,16.87182825245782
11.99,16.885981146149344
12.0,16.9
12.01,16.91387843773173
12.02,16.927618280300667
12.03,16.941223397971495
12.04,16.9546976610089
12.05,16.968044939677576
12.06,16.981269104242198
12.07,16.994374024967453
12.08,17.00736357211803
12.09,17.02024161595861
12.1,17.033012026753884
12.11,17.04567867476853
12.12,17.05824543026724
12.13,17.0707161635147
12.14,17.08309474477559
12.15,17.095385044314604
12.16,17.107590932396413
12.17,17.11971627928572
12.18,17.131764955247192
12.19,17.143740830545525
12.2,17.155647775445406
12.21,17.16748966021152
12.22,17.179270355108546
12.23,17.19099373040118
12.24,17.20266365635409
12.25,17.214284003231977
12.26,17.225858641299524
12.27,17.237391440821412
12.28,17.248886272062325
12.29,17.26034700528696
12.3,17.271777510759993
12.31,17.28318165874611
12.32,17.294563319509994
12.33,17.305926363316335
12.34,17.317274660429813
12.35,17.328612081115125
12.36,17.33994249563694
12.37,17.351269774259958
12.38,17.36259778724886
12.39,17.37393040486833
12.4,17.38527149738305
12.41,17.39662493505771
12.42,17.407994588156996
12.43,17.419384326945586
12.44,17.43079802168818
12.45,17.44223954264945
12.46,17.453712760094085
12.47,17.465221544286777
12.48,17.4767697654922
12.49,17.488361293975043
12.5,17.5
12.51,17.51168953287561
12.52,17.523432658085884
12.53,17.535231920158697
