wind_speed,Ropatec 3kW
2.43,0.0120731401076499
2.44,0.0123887877259629
2.45,0.0127052889248369
2.46,0.013022594922012
2.47,0.0133406569352282
2.48,0.0136594261822254
2.49,0.0139788538807439
2.5,0.0142988912485234
2.51,0.0146194895033042
2.52,0.0149405998628261
2.53,0.0152621735448293
2.54,0.0155841617670538
2.55,0.0159065157472395
2.56,0.0162291867031265
2.57,0.0165521258524548
2.58,0.0168752844129645
2.59,0.0171986136023955
2.6,0.017522064638488
2.61,0.0178455887389818
2.62,0.0181691371216172
2.63,0.0184926610041339
2.64,0.0188161116042722
2.65,0.0191394401397719
2.66,0.0194625978283733
2.67,0.0197855358878161
2.68,0.0201082055358406
2.69,0.0204305579901866
2.7,0.0207525444685943
2.71,0.0210741161888036
2.72,0.0213952243685547
2.73,0.0217158202255874
2.74,0.0220358549776418
2.75,0.022355279842458
2.76,0.0226740460377759
2.77,0.0229921047813357
2.78,0.0233094072908773
2.79,0.0236259047841407
2.8,0.023941548478866
2.81,0.0242562895927932
2.82,0.0245700793436622
2.83,0.0248828689492133
2.84,0.0251946096271862
2.85,0.0255052525953212
2.86,0.0258147490713582
2.87,0.0261230502730372
2.88,0.0264301074180983
2.89,0.0267358717242814
2.9,0.0270402944093267
2.91,0.027343326690974
2.92,0.0276449197869636
2.93,0.0279450249150353
2.94,0.0282435932929291
2.95,0.0285405761383853
2.96,0.0288359246691436
2.97,0.0291295901029442
2.98,0.0294215236575271
2.99,0.0297116765506324
3.0,0.03
3.01,0.0302864640056299
3.02,0.030571113696562
3.03,0.0308540129840963
3.04,0.0311352257795326
3.05,0.0314148159941708
3.06,0.0316928475393107
3.07,0.0319693843262523
3.08,0.0322444902662955
3.09,0.03251822927074
3.1,0.0327906652508859
3.11,0.0330618621180329
3.12,0.033331883783481
3.13,0.03360079415853
3.14,0.0338686571544799
3.15,0.0341355366826305
3.16,0.0344014966542817
3.17,0.0346666009807333
3.18,0.0349309135732853
3.19,0.0351944983432375
3.2,0.0354574192018899
3.21,0.0357197400605423
3.22,0.0359815248304945
3.23,0.0362428374230465
3.24,0.0365037417494981
3.25,0.0367643017211493
3.26,0.0370245812492999
3.27,0.0372846442452498
3.28,0.0375445546202988
3.29,0.0378043762857469
3.3,0.0380641731528939
3.31,0.0383240091330398
3.32,0.0385839481374844
3.33,0.0388440540775275
3.34,0.0391043908644691
3.35,0.0393650224096091
3.36,0.0396260126242472
3.37,0.0398874254196835
3.38,0.0401493247072178
3.39,0.04041177439815
3.4,0.0406748384037799
3.41,0.0409385806354074
3.42,0.0412030650043325
3.43,0.041468355421855
3.44,0.0417345157992747
3.45,0.0420016100478916
3.46,0.0422697020790056
3.47,0.0425388558039165
3.48,0.0428091351339242
3.49,0.0430806039803286
3.5,0.0433533262544295
3.51,0.043627365867527
3.52,0.0439027867309207
3.53,0.0441796527559107
3.54,0.0444580278537968
3.55,0.0447379759358789
3.56,0.0450195609134568
3.57,0.0453028466978305
3.58,0.0455878972002998
3.59,0.0458747763321646
3.6,0.0461635480047249
3.61,0.0464542761292803
3.62,0.046747024617131
3.63,0.0470418573795767
3.64,0.0473388383279173
3.65,0.0476380313734527
3.66,0.0479395004274828
3.67,0.0482433094013074
3.68,0.0485495222062266
3.69,0.04885820275354
3.7,0.0491694149545477
3.71,0.0494832227205494
3.72,0.0497996899628451
3.73,0.0501188805927347
3.74,0.050440858521518
3.75,0.050765687660495
3.76,0.0510934319209654
3.77,0.0514241552142293
3.78,0.0517579214515863
3.79,0.0520947945443366
3.8,0.0524348384037799
3.81,0.0527781169412161
3.82,0.053124694067945
3.83,0.0534746336952667
3.84,0.0538279997344809
3.85,0.0541848560968876
3.86,0.0545452666937866
3.87,0.0549092954364777
3.88,0.055277006236261
3.89,0.0556484630044363
3.9,0.0560237296523033
3.91,0.0564028700911622
3.92,0.0567859482323126
3.93,0.0571730279870545
3.94,0.0575641732666878
3.95,0.0579594479825124
3.96,0.0583589160458281
3.97,0.0587626413679348
3.98,0.0591706878601325
3.99,0.0595831194337209
4.0,0.06
4.01,0.0604213838707188
4.02,0.0608472869594236
4.03,0.0612777155801095
4.04,0.061712676046772
4.05,0.0621521746734063
4.06,0.0625962177740077
4.07,0.0630448116625716
4.08,0.0634979626530933
4.09,0.0639556770595682
4.1,0.0644179611959914
4.11,0.0648848213763585
4.12,0.0653562639146646
4.13,0.0658322951249051
4.14,0.0663129213210753
4.15,0.0667981488171706
4.16,0.0672879839271862
4.17,0.0677824329651175
4.18,0.0682815022449598
4.19,0.0687851980807085
4.2,0.0692935267863588
4.21,0.069806494675906
4.22,0.0703241080633456
4.23,0.0708463732626728
4.24,0.0713732965878828
4.25,0.0719048843529712
4.26,0.0724411428719331
4.27,0.0729820784587638
4.28,0.0735276974274589
4.29,0.0740780060920134
4.3,0.0746330107664228
4.31,0.0751927177646824
4.32,0.0757571334007875
4.33,0.0763262639887334
4.34,0.0769001158425154
4.35,0.0774786952761288
4.36,0.0780620086035692
4.37,0.0786500621388315
4.38,0.0792428621959113
4.39,0.0798404150888038
4.4,0.0804427271315044
4.41,0.0810498046380084
4.42,0.0816616539223111
4.43,0.0822782812984078
4.44,0.0828996930802939
4.45,0.0835258955819646
4.46,0.0841568951174153
4.47,0.0847926980006413
4.48,0.0854333105456379
4.49,0.0860787390664006
4.5,0.0867289898769244
4.51,0.0873840692912048
4.52,0.0880439836232372
4.53,0.0887087391870169
4.54,0.089378342296539
4.55,0.090052799265799
4.56,0.0907321164087923
4.57,0.091416300039514
4.58,0.0921053564719596
4.59,0.0927992920201244
4.6,0.0934981129980036
4.61,0.0942018257195927
4.62,0.0949104364988868
4.63,0.0956239516498814
4.64,0.0963423774865717
4.65,0.0970657203229532
4.66,0.0977939864730211
4.67,0.0985271822507706
4.68,0.0992653139701972
4.69,0.1000083879452962
4.7,0.1007564104900629
4.71,0.1015093879184926
4.72,0.1022673265445806
4.73,0.1030302326823223
4.74,0.1037981126457129
4.75,0.1045709727487479
4.76,0.1053488193054224
4.77,0.1061316586297318
4.78,0.1069194970356716
4.79,0.1077123408372369
4.8,0.1085101963484231
4.81,0.1093130698832255
4.82,0.1101209677556395
4.83,0.1109338962796603
4.84,0.1117518617692833
4.85,0.1125748705385038
4.86,0.1134029289013172
4.87,0.1142360431717186
4.88,0.1150742196637035
4.89,0.1159174646912672
4.9,0.1167657845684051
4.91,0.1176191856091123
4.92,0.1184776741273843
4.93,0.1193412564372163
4.94,0.1202099388526039
4.95,0.121083727687542
4.96,0.1219626292560261
4.97,0.1228466498720517
4.98,0.123735795849614
4.99,0.1246300735027081
5.0,0.1255294891453297
5.01,0.1264340490914738
5.02,0.1273437596551359
5.03,0.1282586271503113
5.04,0.1291786578909953
5.05,0.1301038581911831
5.06,0.1310342343648703
5.07,0.131969792726052
5.08,0.1329105395887236
5.09,0.1338564812668803
5.1,0.1348076240745176
5.11,0.1357639743256309
5.12,0.1367255383342151
5.13,0.1376923224142659
5.14,0.1386643328797785
5.15,0.1396415760447483
5.16,0.1406240582231704
5.17,0.1416117857290403
5.18,0.1426047648763533
5.19,0.1436030019791048
5.2,0.14460650335129
5.21,0.1456152753069042
5.22,0.1466293241599428
5.23,0.1476486562244011
5.24,0.1486732778142744
5.25,0.149703195243558
5.26,0.1507384148262472
5.27,0.1517789428763375
5.28,0.1528247857078241
5.29,0.1538759496347022
5.3,0.1549324409709674
5.31,0.1559942660306147
5.32,0.1570614311276398
5.33,0.1581339425760376
5.34,0.1592118066898036
5.35,0.1602950297829332
5.36,0.1613836181694218
5.37,0.1624775781632644
5.38,0.1635769160784566
5.39,0.1646816382289936
5.4,0.1657917509288708
5.41,0.1669072604920834
5.42,0.1680281732326268
5.43,0.1691544954644963
5.44,0.1702862335016873
5.45,0.171423393658195
5.46,0.1725659822480147
5.47,0.1737140055851418
5.48,0.1748674699835718
5.49,0.1760263817572997
5.5,0.177190747220321
5.51,0.1783605726866309
5.52,0.1795358644702248
5.53,0.1807166288850981
5.54,0.181902872245246
5.55,0.1830946008646639
5.56,0.1842918210573469
5.57,0.1854945391372908
5.58,0.1867027614184904
5.59,0.1879164942149413
5.6,0.1891357438406388
5.61,0.1903605166095782
5.62,0.1915908188357547
5.63,0.1928266568331638
5.64,0.1940680369158007
5.65,0.1953149653976609
5.66,0.1965674485927395
5.67,0.1978254928150319
5.68,0.1990891043785334
5.69,0.2003582895972394
5.7,0.2016330547851452
5.71,0.202913406256246
5.72,0.2041993503245373
5.73,0.2054908933040143
5.74,0.2067880415086724
5.75,0.2080908012525067
5.76,0.2093991788495128
5.77,0.210713180613686
5.78,0.2120328128590216
5.79,0.2133580818995147
5.8,0.2146889940491608
5.81,0.2160255556219552
5.82,0.2173677729318933
5.83,0.2187156522929703
5.84,0.2200692000191815
5.85,0.2214284224245224
5.86,0.2227933258229882
5.87,0.2241639165285741
5.88,0.2255402008552756
5.89,0.226922185117088
5.9,0.2283098756280067
5.91,0.2297032787020268
5.92,0.2311024006531437
5.93,0.2325072477953527
5.94,0.2339178264426494
5.95,0.2353341429090287
5.96,0.2367562035084861
5.97,0.238184014555017
5.98,0.2396175823626168
5.99,0.2410569132452804
6.0,0.2425020135170035
6.01,0.2439528894917813
6.02,0.2454095474836092
6.03,0.2468719938064826
6.04,0.2483402347743965
6.05,0.2498142767013463
6.06,0.2512941259013275
6.07,0.2527797886883355
6.08,0.2542712713763654
6.09,0.2557685802794125
6.1,0.2572717217114722
6.11,0.25878070198654
6.12,0.2602955274186109
6.13,0.2618162043216804
6.14,0.2633427390097437
6.15,0.2648751377967964
6.16,0.2664134069968335
6.17,0.2679575529238505
6.18,0.2695075818918426
6.19,0.2710635002148053
6.2,0.2726253142067337
6.21,0.2741930301816233
6.22,0.2757666544534693
6.23,0.2773461933362672
6.24,0.2789316531440121
6.25,0.2805230401906994
6.26,0.2821203607903245
6.27,0.2837236212568826
6.28,0.2853328279043692
6.29,0.2869479870467794
6.3,0.2885691049981087
6.31,0.2901961880723522
6.32,0.2918292425835055
6.33,0.2934682748455638
6.34,0.2951132911725223
6.35,0.2967642978783764
6.36,0.2984213012771217
6.37,0.300084307682753
6.38,0.301753323409266
6.39,0.3034283547706559
6.4,0.3051094080809181
6.41,0.3067964896540477
6.42,0.3084896058040403
6.43,0.310188762844891
6.44,0.3118939670905953
6.45,0.3136052248551484
6.46,0.3153225424525456
6.47,0.3170459261967823
6.48,0.318775382401854
6.49,0.3205109173817556
6.5,0.3222525374504826
6.51,0.3240002489220305
6.52,0.3257540581103944
6.53,0.3275139713295698
6.54,0.3292799948935518
6.55,0.3310521351163358
6.56,0.3328303983119173
6.57,0.3346147907942915
6.58,0.3364053188774537
6.59,0.3382019888753991
6.6,0.3400048071021232
6.61,0.3418137798716215
6.62,0.3436289134978888
6.63,0.3454502142949207
6.64,0.3472776885767126
6.65,0.34911134265726
6.66,0.3509511828505577
6.67,0.3527972154706013
6.68,0.3546494468313861
6.69,0.3565078832469077
6.7,0.3583725310311609
6.71,0.3602433964981413
6.72,0.3621204859618442
6.73,0.364003805736265
6.74,0.365893362135399
6.75,0.3677891614732412
6.76,0.3696912100637874
6.77,0.3715995142210325
6.78,0.3735140802589723
6.79,0.3754349144916017
6.8,0.3773620232329162
6.81,0.379295412796911
6.82,0.3812350894975817
6.83,0.3831810596489232
6.84,0.3851333295649312
6.85,0.3870919055596007
6.86,0.3890567939469274
6.87,0.3910280010409063
6.88,0.3930055331555327
6.89,0.3949893966048022
6.9,0.3969795977027102
6.91,0.3989761427632515
6.92,0.4009790381004218
6.93,0.4029882900282162
6.94,0.4050039048606304
6.95,0.4070258889116593
6.96,0.4090542484952985
6.97,0.4110889899255431
6.98,0.4131301195163887
6.99,0.4151776435818304
7.0,0.4172315684358635
7.01,0.4192919003924834
7.02,0.4213586457656854
7.03,0.4234318108694651
7.04,0.4255114020178173
7.05,0.4275974255247377
7.06,0.4296898877042214
7.07,0.4317887948702641
7.08,0.4338941533368606
7.09,0.4360059694180064
7.1,0.438124249427697
7.11,0.4402489996799278
7.12,0.4423802264886938
7.13,0.4445179361679904
7.14,0.4466621350318128
7.15,0.4488128293941569
7.16,0.4509700255690173
7.17,0.4531337298703897
7.18,0.4553039486122693
7.19,0.4574806881086517
7.2,0.4596639546735318
7.21,0.4618537546209052
7.22,0.4640500942647672
7.23,0.4662529799191131
7.24,0.4684624178979381
7.25,0.4706784145152374
7.26,0.4729009760850066
7.27,0.4751301089212411
7.28,0.4773658193379361
7.29,0.4796081136490868
7.3,0.4818569981686884
7.31,0.4841124792107367
7.32,0.4863745630892269
7.33,0.4886432561181538
7.34,0.4909185646115132
7.35,0.4932004948833003
7.36,0.4954890532475107
7.37,0.4977842460181391
7.38,0.5000860795091814
7.39,0.5023945600346325
7.4,0.5047096939084882
7.41,0.5070314874447434
7.42,0.5093599469573933
7.43,0.5116950787604336
7.44,0.5140368891678598
7.45,0.5163853844936667
7.46,0.5187405710518498
7.47,0.5211024551564045
7.48,0.5234710431213263
7.49,0.5258463412606099
7.5,0.5282283558882513
7.51,0.5306170933182452
7.52,0.5330125598645876
7.53,0.5354147618412737
7.54,0.5378237055622982
7.55,0.5402393973416569
7.56,0.542661843493345
7.57,0.5450910503313583
7.58,0.5475270241696912
7.59,0.5499697713223396
7.6,0.5524192981032988
7.61,0.5548756108265641
7.62,0.5573387158061308
7.63,0.5598086193559941
7.64,0.5622853277901494
7.65,0.5647688474225923
7.66,0.5672591845673175
7.67,0.5697563455383208
7.68,0.5722603366495974
7.69,0.5747711642151428
7.7,0.5772888345489519
7.71,0.5798133539650203
7.72,0.5823447287773432
7.73,0.5848829652999165
7.74,0.5874280698467345
7.75,0.5899800487317932
7.76,0.5925389082690876
7.77,0.5951046547726133
7.78,0.5976772945563658
7.79,0.6002568339343397
7.8,0.6028432792205309
7.81,0.6054366367289346
7.82,0.6080369127735463
7.83,0.6106441136683609
7.84,0.6132582457273739
7.85,0.6158793152645805
7.86,0.6185073285939766
7.87,0.6211422920295568
7.88,0.6237842118853167
7.89,0.6264330944752518
7.9,0.6290889461133573
7.91,0.6317517731136283
7.92,0.6344215817900603
7.93,0.6370983784566486
7.94,0.6397821694273889
7.95,0.6424729610162757
7.96,0.645170759537305
7.97,0.6478755713044717
7.98,0.6505874026317717
7.99,0.6533062598331997
8.0,0.6560321492227512
8.01,0.6587650771144218
8.02,0.6615050498222064
8.03,0.6642520736601005
8.04,0.6670061549420994
8.05,0.6697672999821991
8.06,0.6725355150943939
8.07,0.6753108065926793
8.08,0.6780931807910511
8.09,0.680882644003504
8.1,0.6836792025440339
8.11,0.6864828627266357
8.12,0.689293630865305
8.13,0.6921115132740377
8.14,0.694936516266828
8.15,0.6977686461576715
8.16,0.7006079092605637
8.17,0.7034543118894999
8.18,0.7063078603584755
8.19,0.7091685609814857
8.2,0.712036420072526
8.21,0.7149114439455919
8.22,0.7177936389146782
8.23,0.7206830112937803
8.24,0.7235795673968938
8.25,0.7264833135380135
8.26,0.7293942560311357
8.27,0.7323124011902546
8.28,0.7352377553293663
8.29,0.7381703247624658
8.3,0.7411101158035489
8.31,0.7440571347666103
8.32,0.7470113879656453
8.33,0.7499728817146496
8.34,0.7529416223276184
8.35,0.7559176161185467
8.36,0.7589008694014303
8.37,0.7618913884902643
8.38,0.7648891796990447
8.39,0.7678942493417655
8.4,0.7709066037324228
8.41,0.7739262491850117
8.42,0.7769531920135279
8.43,0.7799874385319662
8.44,0.7830289950543223
8.45,0.7860778678945913
8.46,0.7891340633667693
8.47,0.7921975877848504
8.48,0.7952684474628304
8.49,0.7983466487147046
8.5,0.8014321978544685
8.51,0.8045251011961175
8.52,0.8076253650536465
8.53,0.8107329957410513
8.54,0.8138479995723268
8.55,0.8169703828614691
8.56,0.8201001519224723
8.57,0.8232373130693325
8.58,0.8263818726160448
8.59,0.8295338368766048
8.6,0.8326932121650074
8.61,0.835860004795248
8.62,0.8390342210813222
8.63,0.8422158673372259
8.64,0.8454049498769531
8.65,0.8486014750144995
8.66,0.8518054490638608
8.67,0.8550168783390322
8.68,0.8582357691540089
8.69,0.8614621278227863
8.7,0.8646959606593597
8.71,0.8679372739777251
8.72,0.8711860740918766
8.73,0.8744423673158102
8.74,0.877706159963521
8.75,0.8809774583490042
8.76,0.8842562687862556
8.77,0.8875425975892703
8.78,0.8908364510720435
8.79,0.8941378355485706
8.8,0.8974467573328475
8.81,0.9007632227388684
8.82,0.9040872380806292
8.83,0.9074188096721252
8.84,0.9107579438273516
8.85,0.9141046468603038
8.86,0.9174589250849774
8.87,0.9208207848153672
8.88,0.9241902323654696
8.89,0.9275672740492786
8.9,0.93095191618079
8.91,0.9343441650739992
8.92,0.9377440270429012
8.93,0.9411515084014916
8.94,0.944566615463766
8.95,0.9479893545437196
8.96,0.9514197319553476
8.97,0.954857754012645
8.98,0.9583034270296076
8.99,0.9617567573202304
9.0,0.9652177511985088
9.01,0.968686414978438
9.02,0.9721627549740136
9.03,0.9756467774992308
9.04,0.9791384888680852
9.05,0.9826378953945722
9.06,0.9861450033926864
9.07,0.9896598191764232
9.08,0.9931823490597782
9.09,0.996712599356747
9.1,1.0002505763813243
9.11,1.0037962864475063
9.12,1.007349735869287
9.13,1.010910930960664
9.14,1.01447987803563
9.15,1.018056583408182
9.16,1.0216410533923144
9.17,1.0252332943020228
9.18,1.0288333124513027
9.19,1.0324411141541496
9.2,1.0360567057245582
9.21,1.0396800934765251
9.22,1.043311283724044
9.23,1.0469502827811108
9.24,1.050597096961721
9.25,1.05425173257987
9.26,1.0579141959495528
9.27,1.0615844933847651
9.28,1.065262631199502
9.29,1.068948615707759
9.3,1.0726424532235317
9.31,1.0763441500608142
9.32,1.080053712533603
9.33,1.0837711469558928
9.34,1.0874964596416787
9.35,1.0912296569049575
9.36,1.0949707450597228
9.37,1.098719730419971
9.38,1.1024766192996975
9.39,1.1062414180128963
9.4,1.110014132873564
9.41,1.1137947701956952
9.42,1.1175833362932854
9.43,1.12137983748033
9.44,1.1251842800708252
9.45,1.1289966703787648
9.46,1.1328170147181456
9.47,1.136645319402961
9.48,1.1404815907472086
9.49,1.1443258350648815
9.5,1.1481780586699766
9.51,1.1520382678764889
9.52,1.1559064689984129
9.53,1.1597826683497447
9.54,1.1636668722444798
9.55,1.1675590869966137
9.56,1.1714593189201403
9.57,1.1753675743290564
9.58,1.1792838595373565
9.59,1.1832081808590362
9.6,1.187140544608091
9.61,1.1910809570985152
9.62,1.1950294246443058
9.63,1.1989859535594576
9.64,1.202950550157965
9.65,1.206923220753824
9.66,1.2109039716610293
9.67,1.2148928091935771
9.68,1.2188897396654623
9.69,1.2228947693906806
9.7,1.2269079046832267
9.71,1.2309291518570973
9.72,1.2349585172262854
9.73,1.238996007104788
9.74,1.2430416278066
9.75,1.2470953856457163
9.76,1.251157286936133
9.77,1.2552273379918448
9.78,1.2593055451268476
9.79,1.263391914655136
9.8,1.2674864528907068
9.81,1.2715891661475534
9.82,1.2757000607396718
9.83,1.2798191429810577
9.84,1.2839464191857062
9.85,1.2880818956676126
9.86,1.292225578740772
9.87,1.29637747471918
9.88,1.300537589916833
9.89,1.304705930647724
9.9,1.30888250322585
9.91,1.3130673139652056
9.92,1.3172603691797864
9.93,1.3214616751835877
9.94,1.3256712382906044
9.95,1.3298890648148327
9.96,1.334115161070268
9.97,1.3383495333709048
9.98,1.342592188030738
9.99,1.346843131363764
10.0,1.3511023696839777
10.01,1.3553699093053746
10.02,1.3596457565419493
10.03,1.3639299177076982
10.04,1.368222399116616
10.05,1.3725232070826991
10.06,1.3768323479199407
10.07,1.381149827942337
10.08,1.3854756534638846
10.09,1.3898098307985771
10.1,1.394152366260411
10.11,1.398503266163381
10.12,1.4028625368214824
10.13,1.4072301845487116
10.14,1.4116062156590623
10.15,1.4159906364665302
10.16,1.4203834532851114
10.17,1.4247846724288005
10.18,1.4291943002115932
10.19,1.433612342947485
10.2,1.4380388069504708
10.21,1.4424736985345463
10.22,1.4469170240137066
10.23,1.4513687897019465
10.24,1.4558290019132625
10.25,1.4602976669616483
10.26,1.4647747911611009
10.27,1.4692603808256142
10.28,1.473754442269185
10.29,1.4782569818058076
10.3,1.4827680057494783
10.31,1.4872875204141909
10.32,1.4918155321139412
10.33,1.4963520471627252
10.34,1.5008970718745378
10.35,1.505450612563374
10.36,1.51001267554323
10.37,1.5145832671281
10.38,1.5191623936319814
10.39,1.523750061368867
10.4,1.5283462766527531
10.41,1.5329510457976352
10.42,1.5375643751175083
10.43,1.542186270926368
10.44,1.54681673953821
10.45,1.5514557872670285
10.46,1.5561034204268207
10.47,1.5607596453315795
10.48,1.565424468295302
10.49,1.5700978956319824
10.5,1.574779933655617
10.51,1.5794705886802007
10.52,1.5841698670197286
10.53,1.588877774988196
10.54,1.593594318899599
10.55,1.5983195050679329
10.56,1.6030533398071918
10.57,1.6077958294313717
10.58,1.612546980254468
10.59,1.6173067985904754
10.6,1.6220752907533904
10.61,1.6268524630572077
10.62,1.6316383218159225
10.63,1.636432873343531
10.64,1.6412361239540274
10.65,1.6460480799614068
10.66,1.650868747679665
10.67,1.655698133422798
10.68,1.6605362435048003
10.69,1.6653830842396675
10.7,1.670238661941395
10.71,1.6751029829239783
10.72,1.679976053501412
10.73,1.684857879987692
10.74,1.6897484686968132
10.75,1.6946478259427715
10.76,1.6995559580395616
10.77,1.7044728713011794
10.78,1.70939857204162
10.79,1.7143330665748784
10.8,1.719276361214951
10.81,1.7242284622758317
10.82,1.729189376071517
10.83,1.7341591089160002
10.84,1.7391376671232792
10.85,1.744125057007348
10.86,1.749121284882202
10.87,1.7541263570618368
10.88,1.7591402798602482
10.89,1.7641630595914306
10.9,1.769194702569379
10.91,1.7742352151080896
10.92,1.7792846035215573
10.93,1.7843428741237777
10.94,1.789410033228746
10.95,1.794486087150457
10.96,1.799571042202908
10.97,1.804664904700092
10.98,1.809767680956005
10.99,1.8148793772846423
11.0,1.82
11.01,1.8251295671914352
11.02,1.830268144049756
11.03,1.8354158075411329
11.04,1.840572634631736
11.05,1.8457387022877372
11.06,1.8509140874753056
11.07,1.856098867160613
11.08,1.861293118309828
11.09,1.8664969178891229
11.1,1.8717103428646675
11.11,1.8769334702026328
11.12,1.882166376869188
11.13,1.8874091398305055
11.14,1.8926618360527545
11.15,1.8979245425021056
11.16,1.9031973361447296
11.17,1.908480293946797
11.18,1.9137734928744787
11.19,1.9190770098939445
11.2,1.9243909219713649
11.21,1.9297153060729129
11.22,1.9350502391647548
11.23,1.9403957982130635
11.24,1.9457520601840093
11.25,1.9511191020437624
11.26,1.9564970007584936
11.27,1.9618858332943736
11.28,1.9672856766175728
11.29,1.9726966076942607
11.3,1.9781187034906105
11.31,1.9835520409727896
11.32,1.9889966971069704
11.33,1.9944527488593224
11.34,1.9999202731960164
11.35,2.005399347083224
11.36,2.010890047487114
11.37,2.016392451373857
11.38,2.0219066357096267
11.39,2.027432677460589
11.4,2.032970653592918
11.41,2.038520641072782
11.42,2.044082716866352
11.43,2.0496569579398
11.44,2.055243441259294
11.45,2.060842243791006
11.46,2.066453442501108
11.47,2.0720771143557672
11.48,2.077713336321157
11.49,2.083362185363445
11.5,2.0890237384488044
11.51,2.094698072543405
11.52,2.100385264613417
11.53,2.1060853916250104
11.54,2.111798530544357
11.55,2.1175247583376278
11.56,2.12326415197099
11.57,2.1290167884106164
11.58,2.1347827446226786
11.59,2.140562097573345
11.6,2.146354924228788
11.61,2.152161301555175
11.62,2.15798130651868
11.63,2.163815016085473
11.64,2.169662507221723
11.65,2.175523856893601
11.66,2.1813991420672783
11.67,2.187288439708923
11.68,2.193191826784709
11.69,2.1991093802608046
11.7,2.2050411771033813
11.71,2.2109872942786097
11.72,2.2169478087526597
11.73,2.2229227974917016
11.74,2.228912337461906
11.75,2.2349165056294447
11.76,2.240935378960488
11.77,2.2469690344212028
11.78,2.2530175489777644
11.79,2.259080999596341
11.8,2.2651594632431054
11.81,2.271253016884224
11.82,2.2773617374858706
11.83,2.283485702014213
11.84,2.289624987435425
11.85,2.295779670715675
11.86,2.301949828821134
11.87,2.308135538717973
11.88,2.3143368773723627
11.89,2.320553921750472
11.9,2.326786748818472
11.91,2.3330354355425342
11.92,2.339300058888828
11.93,2.345580695823525
11.94,2.3518774233127946
11.95,2.358190318322809
11.96,2.3645194578197373
11.97,2.3708649187697493
11.98,2.377226778139017
11.99,2.383605112893711
12.0,2.39
12.01,2.39641146013088
12.02,2.402839288786629
12.03,2.4092832251743554
12.04,2.415743008501161
12.05,2.4222183779741533
12.06,2.4287090728004337
12.07,2.435214832187108
12.08,2.4417353953412806
12.09,2.448270501470056
12.1,2.4548198897805382
12.11,2.461383299479833
12.12,2.467960469775044
12.13,2.474551139873277
12.14,2.4811550489816336
12.15,2.487771936307221
12.16,2.494401541057143
12.17,2.501043602438504
12.18,2.5076978596584074
12.19,2.5143640519239594
12.2,2.5210419184422634
12.21,2.527731198420426
12.22,2.534431631065549
12.23,2.541142955584738
12.24,2.5478649111850973
12.25,2.554597237073731
12.26,2.5613396724577453
12.27,2.568091956544243
12.28,2.5748538285403293
