wind_speed,Micon M 530
2.43,0.1236863239906364
2.44,0.1252118779349705
2.45,0.1266442682796507
2.46,0.1279813776701391
2.47,0.1292210887518985
2.48,0.1303612841703913
2.49,0.1313998465710795
2.5,0.132334658599426
2.51,0.1331636029008926
2.52,0.1338845621209425
2.53,0.1344954189050373
2.54,0.1349940558986401
2.55,0.1353783557472128
2.56,0.135646201096218
2.57,0.1357954745911181
2.58,0.1358240588773756
2.59,0.1357298366004528
2.6,0.1355106904058121
2.61,0.1351645029389161
2.62,0.1346891568452269
2.63,0.1340825347702072
2.64,0.1333425193593191
2.65,0.1324669932580254
2.66,0.1314538391117882
2.67,0.13030093956607
2.68,0.1290061772663331
2.69,0.1275674348580402
2.7,0.1259825949866536
2.71,0.1242495402976353
2.72,0.1223661534364484
2.73,0.1203303170485548
2.74,0.1181399137794171
2.75,0.1157928262744977
2.76,0.1132869371792591
2.77,0.1106201291391634
2.78,0.1077902847996732
2.79,0.104795286806251
2.8,0.1016330178043592
2.81,0.0983013604394599
2.82,0.0947981973570159
2.83,0.0911214112024894
2.84,0.0872688846213431
2.85,0.083238500259039
2.86,0.0790281407610398
2.87,0.0746356887728073
2.88,0.070059026939805
2.89,0.0652960379074942
2.9,0.0603446043213382
2.91,0.0552026088267989
2.92,0.049867934069339
2.93,0.0443384626944204
2.94,0.0386120773475062
2.95,0.0326866606740582
2.96,0.0265600953195391
2.97,0.0202302639294112
2.98,0.0136950491491375
2.99,0.0069523336241794
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0
3.65,0.0
3.66,0.0
3.67,0.0
3.68,0.0
3.69,0.0
3.7,0.0
3.71,0.0
3.72,0.0
3.73,0.0
3.74,0.0
3.75,0.0
3.76,0.0
3.77,0.0
3.78,0.0
3.79,0.0
3.8,0.0
3.81,0.0
3.82,0.0
3.83,0.0
3.84,0.0
3.85,0.0
3.86,0.0
3.87,0.0
3.88,0.0
3.89,0.0
3.9,0.0
3.91,0.0
3.92,0.0
3.93,0.0080989767264791
3.94,0.0327658112225301
3.95,0.0583288668974908
3.96,0.0847999305240476
3.97,0.11219078887489
3.98,0.1405132287227031
3.99,0.1697790368401777
4.0,0.2
4.01,0.2311856927212756
4.02,0.2633368405087818
4.03,0.2964519566137157
4.04,0.330529554287265
4.05,0.3655681467806264
4.06,0.4015662473449943
4.07,0.4385223692315667
4.08,0.4764350256915297
4.09,0.5153027299760813
4.1,0.555123995336416
4.11,0.5958973350237301
4.12,0.6376212622892128
4.13,0.6802942903840585
4.14,0.723914932559464
4.15,0.768481702066626
4.16,0.8139931121567321
4.17,0.8604476760809773
4.18,0.9078439070905576
4.19,0.9561803184366724
4.2,1.0054554233705046
4.21,1.0556677351432548
4.22,1.1068157670061154
4.23,1.1588980322102866
4.24,1.2119130440069517
4.25,1.2658593156473097
4.26,1.3207353603825562
4.27,1.3765396914638826
4.28,1.43327082214249
4.29,1.4909272656695611
4.3,1.5495075352962957
4.31,1.609010144273889
4.32,1.6694336058535375
4.33,1.7307764332864268
4.34,1.793037139823756
4.35,1.856214238716717
4.36,1.9203062432165137
4.37,1.9853116665743251
4.38,2.051229022041352
4.39,2.1180568228687893
4.4,2.185793582307836
4.41,2.2544378136096745
4.42,2.3239880300255047
4.43,2.394442744806521
4.44,2.4658004712039245
4.45,2.5380597224688928
4.46,2.611219011852632
4.47,2.6852768526063318
4.48,2.7602317579811944
4.49,2.8360822412284
4.5,2.912826815599149
4.51,2.990463994344639
4.52,3.0689922907160576
4.53,3.1484102179646127
4.54,3.22871628934148
4.55,3.3099090180978603
4.56,3.39198691748495
4.57,3.474948500753949
4.58,3.558792281156037
4.59,3.6435167719424175
4.6,3.72912048636428
4.61,3.81560193767283
4.62,3.902959639119244
4.63,3.991192103954726
4.64,4.080297845430467
4.65,4.170275376797672
4.66,4.261123211307516
4.67,4.352839862211204
4.68,4.445423842759929
4.69,4.538873666204892
4.7,4.633187845797272
4.71,4.728364894788271
4.72,4.824403326429083
4.73,4.92130165397091
4.74,5.019058390664931
4.75,5.117672049762347
4.76,5.21714114451435
4.77,5.317464188172138
4.78,5.418639693986912
4.79,5.520666175209846
4.8,5.623542145092148
4.81,5.7272661168850085
4.82,5.83183660383963
4.83,5.93725211920719
4.84,6.043511176238892
4.85,6.150612288185928
4.86,6.2585539682995055
4.87,6.3673347298307945
4.88,6.476953086031005
4.89,6.587407550151323
4.9,6.698696635442959
4.91,6.810818855157085
4.92,6.923772722544902
4.93,7.0375567508576085
4.94,7.152169453346405
4.95,7.267609343262468
4.96,7.383874933857001
4.97,7.500964738381202
4.98,7.618877270086266
4.99,7.737611042223373
5.0,7.857164568043727
5.01,7.977536360798517
5.02,8.098724933738945
5.03,8.22072880011621
5.04,8.343546473181487
5.05,8.467176466185979
5.06,8.591617292380885
5.07,8.716867465017403
5.08,8.842925497346709
5.09,8.969789902620008
5.1,9.097459194088492
5.11,9.22593188500337
5.12,9.355206488615806
5.13,9.485281518177016
5.14,9.616155486938183
5.15,9.747826908150529
5.16,9.880294295065202
5.17,10.013556160933422
5.18,10.147611019006384
5.19,10.28245738253529
5.2,10.41809376477131
5.21,10.554518678965652
5.22,10.691730638369505
5.23,10.82972815623408
5.24,10.968509745810548
5.25,11.10807392035011
5.26,11.248419193103963
5.27,11.389544077323306
5.28,11.53144708625934
5.29,11.67412673316323
5.3,11.817581531286187
5.31,11.96180999387941
5.32,12.106810634194098
5.33,12.252581965481426
5.34,12.399122500992586
5.35,12.546430753978791
5.36,12.694505237691242
5.37,12.843344465381106
5.38,12.992946950299586
5.39,13.14331120569788
5.4,13.294435744827194
5.41,13.446319080938697
5.42,13.598959727283596
5.43,13.752356197113084
5.44,13.90650700367837
5.45,14.061410660230615
5.46,14.21706568002104
5.47,14.373470576300823
5.48,14.530623862321184
5.49,14.688524051333289
5.5,14.847169656588337
5.51,15.006559191337525
5.52,15.166691168832052
5.53,15.327564102323125
5.54,15.4891765050619
5.55,15.651526890299596
5.56,15.814613771287403
5.57,15.978435661276537
5.58,16.14299107351815
5.59,16.308278521263464
5.6,16.474296517763662
5.61,16.641043576269954
5.62,16.80851821003351
5.63,16.976718932305538
5.64,17.14564425633723
5.65,17.315292695379796
5.66,17.4856627626844
5.67,17.656752971502247
5.68,17.828561835084532
5.69,18.001087866682468
5.7,18.174329579547223
5.71,18.34828548693
5.72,18.52295410208199
5.73,18.698333938254407
5.74,18.874423508698413
5.75,19.051221326665218
5.76,19.22872590540602
5.77,19.406935758172004
5.78,19.585849398214386
5.79,19.765465338784324
5.8,19.94578209313303
5.81,20.126798174511705
5.82,20.30851209617155
5.83,20.49092237136373
5.84,20.674027513339457
5.85,20.857826035349927
5.86,21.04231645064633
5.87,21.22749727247986
5.88,21.413367014101706
5.89,21.599924188763065
5.9,21.787167309715155
5.91,21.975094890209128
5.92,22.1637054434962
5.93,22.35299748282756
5.94,22.542969521454424
5.95,22.73362007262795
5.96,22.924947649599357
5.97,23.116950765619823
5.98,23.30962793394057
5.99,23.502977667812758
6.0,23.69699848048759
6.01,23.89168888521627
6.02,24.087047395249986
6.03,24.28307252383995
6.04,24.47976278423733
6.05,24.67711668969332
6.06,24.875132753459127
6.07,25.07380948878596
6.08,25.27314540892498
6.09,25.473139027127388
6.1,25.6737888566444
6.11,25.875093410727207
6.12,26.07705120262697
6.13,26.27966074559491
6.14,26.482920552882216
6.15,26.68682913774009
6.16,26.891385013419715
6.17,27.096586693172284
6.18,27.30243269024899
6.19,27.50892151790105
6.2,27.716051689379636
6.21,27.92382171793593
6.22,28.13223011682115
6.23,28.3412753992865
6.24,28.550956078583138
6.25,28.761270667962275
6.26,28.972217680675108
6.27,29.18379562997283
6.28,29.39600302910665
6.29,29.60883839132773
6.3,29.82230022988729
6.31,30.036387058036503
6.32,30.2510973890266
6.33,30.46642973610873
6.34,30.682382612534106
6.35,30.89895453155392
6.36,31.11614400641939
6.37,31.33394955038167
6.38,31.55236967669197
6.39,31.77140289860149
6.4,31.991047729361444
6.41,32.21130268222298
6.42,32.43216627043732
6.43,32.65363700725565
6.44,32.875713405929176
6.45,33.09839397970909
6.46,33.32167724184656
6.47,33.5455617055928
6.48,33.77004588419902
6.49,33.99512829091639
6.5,34.2208074389961
6.51,34.44708184168937
6.52,34.67395001224736
6.53,34.90141046392132
6.54,35.12946170996238
6.55,35.35810226362175
6.56,35.58733063815066
6.57,35.81714534680029
6.58,36.0475449028218
6.59,36.2785278194664
6.6,36.510092609985314
6.61,36.74223778762972
6.62,36.97496186565079
6.63,37.20826335729973
6.64,37.44214077582775
6.65,37.67659263448604
6.66,37.91161744652576
6.67,38.14721372519814
6.68,38.38337998375436
6.69,38.62011473544565
6.7,38.85741649352313
6.71,39.09528377123805
6.72,39.3337150818416
6.73,39.57270893858496
6.74,39.81226385471933
6.75,40.052378343495896
6.76,40.29305091816587
6.77,40.534280091980406
6.78,40.776064378190775
6.79,41.01840229004808
6.8,41.26129234080357
6.81,41.50473304370843
6.82,41.74872291201386
6.83,41.99326045897102
6.84,42.23834419783115
6.85,42.48397264184541
6.86,42.73014430426503
6.87,42.97685769834116
6.88,43.224111337325
6.89,43.47190373446777
6.9,43.72023340302068
6.91,43.96909885623487
6.92,44.21849860736157
6.93,44.46843116965197
6.94,44.71889505635726
6.95,44.96988878072862
6.96,45.22141085601726
6.97,45.47345979547437
6.98,45.72603411235116
6.99,45.9791323198988
7.0,46.23275293136849
7.01,46.48689446001142
7.02,46.74155541907878
7.03,46.99673432182182
7.04,47.25242968149166
7.05,47.50864001133953
7.06,47.76536382461661
7.07,48.022599634574135
7.08,48.28034595446323
7.09,48.53860129753513
7.1,48.79736417704102
7.11,49.05663310623211
7.12,49.31640659835959
7.13,49.57668316667463
7.14,49.837461324428425
7.15,50.09873958487223
7.16,50.36051646125715
7.17,50.62279046683444
7.18,50.88556011485526
7.19,51.14882391857084
7.2,51.41258039123235
7.21,51.676828046090975
7.22,51.94156539639794
7.23,52.20679095540444
7.24,52.47250323636161
7.25,52.73870075252069
7.26,53.00538201713286
7.27,53.27254554344934
7.28,53.540189844721326
7.29,53.80831343419996
7.3,54.07691482513647
7.31,54.345992530782055
7.32,54.61554506438794
7.33,54.88557093920523
7.34,55.15606866848519
7.35,55.42703676547898
7.36,55.69847374343783
7.37,55.9703781156129
7.38,56.24274839525541
7.39,56.51558309561652
7.4,56.78888072994748
7.41,57.06263981149942
7.42,57.336858853523566
7.43,57.61153636927109
7.44,57.88667087199325
7.45,58.16226087494117
7.46,58.43830489136607
7.47,58.714801434519146
7.48,58.99174901765159
7.49,59.26914615401458
7.5,59.54699135685934
7.51,59.82528313943702
7.52,60.10402001499888
7.53,60.38320049679609
7.54,60.6628230980798
7.55,60.94288633210124
7.56,61.2233887121116
7.57,61.504328751362095
7.58,61.78570496310387
7.59,62.06751586058814
7.6,62.34975995706612
7.61,62.632435765789005
7.62,62.91554180000796
7.63,63.199076572974185
7.64,63.48303859793887
7.65,63.76742638815327
7.66,64.05223845686848
7.67,64.33747331733576
7.68,64.6231294828063
7.69,64.90920546653129
7.7,65.19569978176187
7.71,65.48261094174931
7.72,65.76993745974478
7.73,66.05767784899949
7.74,66.34583062276457
7.75,66.63439429429127
7.76,66.92336737683075
7.77,67.21274838363423
7.78,67.50253582795294
7.79,67.792728223038
7.8,68.08332408214062
7.81,68.37432191851204
7.82,68.66572024540343
7.83,68.95751757606597
7.84,69.24971242375084
7.85,69.54230330170927
7.86,69.83528872319245
7.87,70.12866720145156
7.88,70.4224372497378
7.89,70.71659738130234
7.9,71.01114610939644
7.91,71.30608194727121
7.92,71.6014034081779
7.93,71.89710900536768
7.94,72.19319725209178
7.95,72.48966666160135
7.96,72.7865157471476
7.97,73.08374302198169
7.98,73.38134699935492
7.99,73.67932619251837
8.0,73.97767911472329
8.01,74.27640427922086
8.02,74.57550019926225
8.03,74.87496538809869
8.04,75.17479835898136
8.05,75.4749976251615
8.06,75.77556169989025
8.07,76.07648909641878
8.08,76.37777832799834
8.09,76.67942790788008
8.1,76.98143634931523
8.11,77.28380216555497
8.12,77.5865238698505
8.13,77.88959997545308
8.14,78.19302899561374
8.15,78.4968094435838
8.16,78.8009398326144
8.17,79.10541867595677
8.18,79.41024448686208
8.19,79.71541577858153
8.2,80.02093106436634
8.21,80.3267888574677
8.22,80.63298767113677
8.23,80.93952601862473
8.24,81.24640241318284
8.25,81.55361536806222
8.26,81.86116339651413
8.27,82.1690450117897
8.28,82.4772587271402
8.29,82.78580305581676
8.3,83.09467651107067
8.31,83.40387760615297
8.32,83.71340485431497
8.33,84.02325676880781
8.34,84.33343186288273
8.35,84.64392864979087
8.36,84.95474564278345
8.37,85.26588135511167
8.38,85.57733430002679
8.39,85.88910299077986
8.4,86.20118594062218
8.41,86.51358166280488
8.42,86.8262886705792
8.43,87.13930547719632
8.44,87.45263059590742
8.45,87.76626253996373
8.46,88.08019982261646
8.47,88.39444095711674
8.48,88.70898445671577
8.49,89.02382883466476
8.5,89.33897260421489
8.51,89.65441427861744
8.52,89.97015237112348
8.53,90.2861853949843
8.54,90.602511863451
8.55,90.91913028977493
8.56,91.23603918720713
8.57,91.55323706899884
8.58,91.87072244840124
8.59,92.18849383866556
8.6,92.50654975304298
8.61,92.82488870478468
8.62,93.14350920714186
8.63,93.4624097733658
8.64,93.78158891670756
8.65,94.1010451504184
8.66,94.42077698774948
8.67,94.74078294195202
8.68,95.06106152627724
8.69,95.38161125397627
8.7,95.70243063830034
8.71,96.02351819250072
8.72,96.34487242982846
8.73,96.66649186353484
8.74,96.98837500687102
8.75,97.31052037308818
8.76,97.6329264754376
8.77,97.9555918271704
8.78,98.27851494153776
8.79,98.60169433179097
8.8,98.92512851118116
8.81,99.24881599295946
8.82,99.57275529037716
8.83,99.8969449166854
8.84,100.22138338513544
8.85,100.54606920897837
8.86,100.8710009014655
8.87,101.19617697584792
8.88,101.52159594537696
8.89,101.84725632330368
8.9,102.1731566228793
8.91,102.49929535735504
8.92,102.82567103998208
8.93,103.15228218401164
8.94,103.47912730269486
8.95,103.806204909283
8.96,104.13351351702728
8.97,104.46105163917876
8.98,104.78881778898877
8.99,105.11681047970838
9.0,105.44502822458888
9.01,105.7734695368814
9.02,106.10213292983724
9.03,106.43101691670743
9.04,106.76012001074336
9.05,107.08944072519613
9.06,107.41897757331684
9.07,107.74872906835682
9.08,108.07869372356716
9.09,108.40887005219916
9.1,108.73925656750392
9.11,109.06985178273273
9.12,109.40065421113668
9.13,109.73166236596704
9.14,110.06287476047498
9.15,110.39428990791168
9.16,110.72590632152831
9.17,111.05772251457616
9.18,111.38973700030633
9.19,111.72194829197004
9.2,112.0543549028185
9.21,112.38695534610297
9.22,112.7197481350745
9.23,113.05273178298432
9.24,113.38590480308368
9.25,113.71926570862377
9.26,114.05281301285578
9.27,114.38654522903086
9.28,114.72046087040022
9.29,115.0545584502151
9.3,115.3888364817267
9.31,115.7232934781861
9.32,116.0579279528446
9.33,116.39273841895336
9.34,116.72772338976355
9.35,117.06288137852648
9.36,117.39821089849316
9.37,117.73371046291491
9.38,118.06937858504295
9.39,118.40521377812836
9.4,118.74121455542245
9.41,119.07737943017624
9.42,119.4137069156411
9.43,119.75019552506816
9.44,120.08684377170866
9.45,120.42365016881372
9.46,120.7606132296346
9.47,121.09773146742243
9.48,121.43500339542848
9.49,121.7724275269038
9.5,122.11000237509974
9.51,122.44772645326744
9.52,122.78559827465808
9.53,123.12361635252286
9.54,123.461779200113
9.55,123.80008533067968
9.56,124.13853325747404
9.57,124.47712149374738
9.58,124.8158485527508
9.59,125.1547129477355
9.6,125.49371319195276
9.61,125.83284779865365
9.62,126.1721152810895
9.63,126.51151415251144
9.64,126.85104292617063
9.65,127.19070011531828
9.66,127.53048423320558
9.67,127.8703937930838
9.68,128.21042730820403
9.69,128.5505832918175
9.7,128.89086025717543
9.71,129.23125671752908
9.72,129.57177118612944
9.73,129.91240217622789
9.74,130.25314820107553
9.75,130.59400777392358
9.76,130.93497940802325
9.77,131.27606161662573
9.78,131.61725291298222
9.79,131.9585518103438
9.8,132.29995682196193
9.81,132.64146646108753
9.82,132.9830792409719
9.83,133.32479367486627
9.84,133.6666082760218
9.85,134.00852155768965
9.86,134.35053203312106
9.87,134.6926382155672
9.88,135.03483861827937
9.89,135.37713175450855
9.9,135.71951613750613
9.91,136.0619902805232
9.92,136.40455269681098
9.93,136.74720189962065
9.94,137.08993640220342
9.95,137.4327547178105
9.96,137.7756553596931
9.97,138.1186368411024
9.98,138.4616976752895
9.99,138.8048363755057
10.0,139.14805145500216
10.01,139.49134142703008
10.02,139.8347048048406
10.03,140.17814010168505
10.04,140.5216458308145
10.05,140.86522050548027
10.06,141.20886263893337
10.07,141.5525707444251
10.08,141.89634333520667
10.09,142.24017892452923
10.1,142.584076025644
10.11,142.9280331518022
10.12,143.27204881625494
10.13,143.61612153225354
10.14,143.9602498130491
10.15,144.30443217189278
10.16,144.64866712203587
10.17,144.9929531767295
10.18,145.33728884922488
10.19,145.68167265277322
10.2,146.02610310062576
10.21,146.37057870603363
10.22,146.71509798224798
10.23,147.0596594425201
10.24,147.4042616001011
10.25,147.74890296824222
10.26,148.09358206019468
10.27,148.4382973892096
10.28,148.78304746853826
10.29,149.12783081143178
10.3,149.47264593114147
10.31,149.81749134091837
10.32,150.16236555401372
10.33,150.50726708367876
10.34,150.85219444316465
10.35,151.19714614572263
10.36,151.5421207046038
10.37,151.88711663305946
10.38,152.2321324443408
10.39,152.57716665169892
10.4,152.92221776838505
10.41,153.2672843076504
10.42,153.61236478274623
10.43,153.9574577069236
10.44,154.30256159343378
10.45,154.64767495552798
10.46,154.99279630645742
10.47,155.33792415947318
10.48,155.68305702782652
10.49,156.02819342476863
10.5,156.37333186355067
10.51,156.71847085742394
10.52,157.0636089196395
10.53,157.40874456344864
10.54,157.75387630210253
10.55,158.0990026488524
10.56,158.44412211694936
10.57,158.78923321964464
10.58,159.13433447018943
10.59,159.47942438183492
10.6,159.8245014678323
10.61,160.16956424143282
10.62,160.51461121588764
10.63,160.859640904448
10.64,161.20465182036497
10.65,161.54964247688983
10.66,161.89461138727376
10.67,162.23955706476795
10.68,162.5844780226236
10.69,162.9293727740919
10.7,163.27423983242403
10.71,163.6190777108713
10.72,163.96388492268468
10.73,164.30865998111557
10.74,164.653401399415
10.75,164.99810769083433
10.76,165.34277736862464
10.77,165.68740894603715
10.78,166.03200093632307
10.79,166.37655185273354
10.8,166.72106020851987
10.81,167.06552451693318
10.82,167.40994329122464
10.83,167.7543150446454
10.84,168.0986382904468
10.85,168.44291154187994
10.86,168.78713331219603
10.87,169.1313021146463
10.88,169.47541646248192
10.89,169.81947486895402
10.9,170.16347584731386
10.91,170.5074179108126
10.92,170.85129957270146
10.93,171.19511934623165
10.94,171.53887574465438
10.95,171.8825672812207
10.96,172.22619246918205
10.97,172.56974982178943
10.98,172.91323785229406
10.99,173.2566550739472
11.0,173.6
11.01,173.94327062957856
11.02,174.2864629053089
11.03,174.62957225569184
11.04,174.97259410922825
11.05,175.31552389441907
11.06,175.65835703976504
11.07,176.00108897376717
11.08,176.3437151249262
11.09,176.6862309217431
11.1,177.02863179271873
11.11,177.37091316635392
11.12,177.71307047114956
11.13,178.0550991356066
11.14,178.39699458822577
11.15,178.73875225750805
11.16,179.0803675719542
11.17,179.42183596006524
11.18,179.76315285034198
11.19,180.1043136712852
11.2,180.44531385139592
11.21,180.78614881917505
11.22,181.12681400312323
11.23,181.4673048317415
11.24,181.80761673353072
11.25,182.1477451369917
11.26,182.4876854706253
11.27,182.8274331629325
11.28,183.16698364241412
11.29,183.50633233757105
11.3,183.84547467690416
11.31,184.18440608891424
11.32,184.52312200210224
11.33,184.861617844969
11.34,185.1998890460154
11.35,185.53793103374232
11.36,185.8757392366507
11.37,186.21330908324123
11.38,186.55063600201504
11.39,186.8877154214728
11.4,187.22454277011548
11.41,187.56111347644384
11.42,187.8974229689588
11.43,188.23346667616136
11.44,188.56924002655225
11.45,188.90473844863237
11.46,189.2399573709027
11.47,189.57489222186388
11.48,189.909538430017
11.49,190.2438914238628
11.5,190.57794663190225
11.51,190.91169948263607
11.52,191.24514540456545
11.53,191.5782798261909
11.54,191.9110981760135
11.55,192.24359588253407
11.56,192.57576837425344
11.57,192.90761107967256
11.58,193.23911942729225
11.59,193.57028884561336
11.6,193.9011147631369
11.61,194.2315926083635
11.62,194.5617178097943
11.63,194.89148579593
11.64,195.22089199527156
11.65,195.5499318363197
11.66,195.8786007475755
11.67,196.2068941575397
11.68,196.5348074947132
11.69,196.86233618759687
11.7,197.18947566469163
11.71,197.51622135449836
11.72,197.8425686855178
11.73,198.16851308625093
11.74,198.4940499851986
11.75,198.81917481086168
11.76,199.1438829917411
11.77,199.4681699563376
11.78,199.7920311331521
11.79,200.1154619506856
11.8,200.4384578374389
11.81,200.7610142219128
11.82,201.08312653260825
11.83,201.40479019802595
11.84,201.72600064666707
11.85,202.04675330703225
11.86,202.3670436076225
11.87,202.68686697693855
11.88,203.00621884348143
11.89,203.32509463575192
11.9,203.6434897822509
11.91,203.9613997114793
11.92,204.27881985193784
11.93,204.5957456321276
11.94,204.9121724805492
11.95,205.22809582570375
11.96,205.5435110960921
11.97,205.858413720215
11.98,206.17279912657332
11.99,206.4866627436681
12.0,206.8
12.01,207.11280673339263
12.02,207.42508041896
12.03,207.7368189411386
12.04,208.04802018436507
12.05,208.358682033076
12.06,208.66880237170795
12.07,208.9783790846975
12.08,209.28741005648124
12.09,209.5958931714958
12.1,209.90382631417765
12.11,210.21120736896347
12.12,210.51803422028996
12.13,210.82430475259343
12.14,211.13001685031077
12.15,211.4351683978783
12.16,211.73975727973283
12.17,212.04378138031075
12.18,212.3472385840488
12.19,212.6501267753834
12.2,212.9524438387513
12.21,213.2541876585892
12.22,213.55535611933328
12.23,213.85594710542048
12.24,214.1559585012872
12.25,214.45538819137008
12.26,214.75423406010577
12.27,215.0524939919308
12.28,215.3501658712817
12.29,215.64724758259524
12.3,215.94373701030787
12.31,216.23963203885612
12.32,216.53493055267668
12.33,216.8296304362061
12.34,217.12372957388095
12.35,217.4172258501379
12.36,217.7101171494135
12.37,218.00240135614425
12.38,218.2940763547668
12.39,218.58514002971785
12.4,218.87559026543371
12.41,219.16542494635124
12.42,219.45464195690684
12.43,219.74323918153723
12.44,220.03121450467896
12.45,220.3185658107685
12.46,220.60529098424263
12.47,220.89138790953783
12.48,221.17685447109065
12.49,221.46168855333775
12.5,221.7458880407157
12.51,222.02945081766103
12.52,222.31237476861045
12.53,222.5946577780004
12.54,222.8762977302676
12.55,223.15729250984856
12.56,223.4376400011799
12.57,223.7173380886981
12.58,223.9963846568399
12.59,224.2747775900418
12.6,224.55251477274044
12.61,224.82959408937228
12.62,225.10601342437408
12.63,225.3817706621824
12.64,225.6568636872337
12.65,225.93129038396464
12.66,226.20504863681185
12.67,226.47813633021184
12.68,226.7505513486012
12.69,227.02229157641656
12.7,227.29335489809452
12.71,227.5637391980717
12.72,227.8334423607845
12.73,228.1024622706697
12.74,228.37079681216383
12.75,228.63844386970345
12.76,228.9054013277252
12.77,229.17166707066556
12.78,229.43723898296125
12.79,229.70211494904876
12.8,229.9662928533648
12.81,230.22977058034573
12.82,230.4925460144284
12.83,230.7546170400492
12.84,231.01598154164475
12.85,231.27663740365168
12.86,231.5365825105066
12.87,231.79581474664607
12.88,232.0543319965068
12.89,232.31213214452504
12.9,232.56921307513767
12.91,232.8255726727812
12.92,233.08120882189223
12.93,233.33611940690733
12.94,233.59030231226305
12.95,233.843755422396
12.96,234.09647662174285
12.97,234.34846379474004
12.98,234.59971482582424
12.99,234.85022759943203
13.0,235.1
13.01,235.34902963685076
13.02,235.59731301885108
13.03,235.84484637975373
13.04,236.09162595331145
13.05,236.33764797327711
13.06,236.58290867340344
13.07,236.8274042874432
13.08,237.0711310491491
13.09,237.31408519227404
13.1,237.55626295057075
13.11,237.7976605577921
13.12,238.0382742476908
13.13,238.27810025401965
13.14,238.5171348105314
13.15,238.7553741509788
13.16,238.9928145091147
13.17,239.22945211869188
13.18,239.4652832134631
13.19,239.70030402718103
