wind_speed,Greenstorm GS 21 S
2.42,0.7100816953329887
2.43,0.730087210742459
2.44,0.7502079361550618
2.45,0.7704418997104077
2.46,0.7907871295481019
2.47,0.8112416538077545
2.48,0.8318035006289715
2.49,0.8524706981513618
2.5,0.873241274514532
2.51,0.8941132578580908
2.52,0.9150846763216468
2.53,0.9361535580448048
2.54,0.9573179311671765
2.55,0.978575823828366
2.56,0.999925264167984
2.57,1.021364280325636
2.58,1.0428909004409317
2.59,1.0645031526534767
2.6,1.086199065102881
2.61,1.1079766659287509
2.62,1.129833983270695
2.63,1.15176904526832
2.64,1.1737798800612351
2.65,1.1958645157890464
2.66,1.2180209805913638
2.67,1.2402473026077927
2.68,1.2625415099779431
2.69,1.2849016308414205
2.7,1.3073256933378352
2.71,1.329811725606792
2.72,1.3523577557879018
2.73,1.3749618120207698
2.74,1.397621922445006
2.75,1.420336115200216
2.76,1.443102418426008
2.77,1.4659188602619913
2.78,1.4887834688477724
2.79,1.51169427232296
2.8,1.5346492988271605
2.81,1.557646576499983
2.82,1.580684133481033
2.83,1.6037599979099224
2.84,1.626872197926255
2.85,1.650018761669641
2.86,1.6731977172796864
2.87,1.696407092896
2.88,1.7196449166581889
2.89,1.7429092167058626
2.9,1.7661980211786266
2.91,1.7895093582160904
2.92,1.81284125595786
2.93,1.8361917425435452
2.94,1.859558846112752
2.95,1.8829405948050897
2.96,1.9063350167601645
2.97,1.929740140117586
2.98,1.95315399301696
2.99,1.976574603597896
3.0,2.0
3.01,2.023429182223273
3.02,2.046865037709285
3.03,2.070311425759995
3.04,2.093772205677367
3.05,2.1172512367633574
3.06,2.140752378319933
3.07,2.1642794896490507
3.08,2.187836430052675
3.09,2.211427058832764
3.1,2.235055235291281
3.11,2.258724818730185
3.12,2.28243966845144
3.13,2.3062036437570046
3.14,2.330020603948842
3.15,2.353894408328912
3.16,2.377828916199177
3.17,2.4018279868615955
3.18,2.4258954796181325
3.19,2.450035253770745
3.2,2.474251168621399
3.21,2.498547083472052
3.22,2.522926857624665
3.23,2.5473943503812007
3.24,2.571953421043621
3.25,2.596607928913885
3.26,2.6213617332939547
3.27,2.6462186934857925
3.28,2.6711826687913565
3.29,2.696257518512612
3.3,2.721447101951516
3.31,2.746755278410033
3.32,2.772185907190122
3.33,2.7977428475937467
3.34,2.823429958922864
3.35,2.84925110047944
3.36,2.8752101315654306
3.37,2.901310911482802
3.38,2.9275572995335115
3.39,2.953953155019524
3.4,2.980502337242797
3.41,3.0072087055052945
3.42,3.0340761191089745
3.43,3.061108437355802
3.44,3.0883095195477352
3.45,3.115683224986737
3.46,3.1432334129747668
3.47,3.170963942813789
3.48,3.19887867380576
3.49,3.226981465252645
3.5,3.255276176456402
3.51,3.283766666718996
3.52,3.312456795342386
3.53,3.341350421628532
3.54,3.370451404879397
3.55,3.3997636043969406
3.56,3.4292908794831263
3.57,3.4590370894399127
3.58,3.4890060935692637
3.59,3.5192017511731364
3.6,3.549627921553498
3.61,3.5802884640123023
3.62,3.611187237851517
3.63,3.642328102373098
3.64,3.6737149168790113
3.65,3.7053515406712143
3.66,3.7372418330516712
3.67,3.76938965332234
3.68,3.801798860785185
3.69,3.834473314742164
3.7,3.8674168744952415
3.71,3.900633399346376
3.72,3.93412674859753
3.73,3.967900781550665
3.74,4.001959357507742
3.75,4.03630633577072
3.76,4.070945575641562
3.77,4.105880936422231
3.78,4.141116277414684
3.79,4.176655457920887
3.8,4.212502337242797
3.81,4.248660774682378
3.82,4.285134629541588
3.83,4.321927761122392
3.84,4.359044028726748
3.85,4.396487291656619
3.86,4.434261409213966
3.87,4.47237024070075
3.88,4.51081764541893
3.89,4.54960748267047
3.9,4.58874361175733
3.91,4.628229891981473
3.92,4.668070182644856
3.93,4.708268343049445
3.94,4.748828232497197
3.95,4.789753710290076
3.96,4.831048635730041
3.97,4.872716868119056
3.98,4.914762266759079
3.99,4.957188690952075
4.0,5.0
4.01,5.043199204897898
4.02,5.086785923413127
4.03,5.130758925006129
4.04,5.17511697913733
4.05,5.219858855267178
4.06,5.264983322856108
4.07,5.31048915136456
4.08,5.356375110252967
4.09,5.402639968981768
4.1,5.449282497011402
4.11,5.496301463802309
4.12,5.5436956388149214
4.13,5.59146379150968
4.14,5.639604691347023
4.15,5.68811710778739
4.16,5.736999810291213
4.17,5.786251568318932
4.18,5.835871151330988
4.19,5.885857328787818
4.2,5.936208870149855
4.21,5.986924544877541
4.22,6.038003122431312
4.23,6.089443372271611
4.24,6.141244063858866
4.25,6.193403966653521
4.26,6.245921850116012
4.27,6.298796483706777
4.28,6.352026636886261
4.29,6.405611079114889
4.3,6.459548579853103
4.31,6.513837908561347
4.32,6.568477834700055
4.33,6.62346712772966
4.34,6.678804557110603
4.35,6.734488892303324
4.36,6.790518902768264
4.37,6.8468933579658495
4.38,6.903611027356527
4.39,6.960670680400731
4.4,7.018071086558905
4.41,7.075811015291478
4.42,7.13388923605889
4.43,7.192304518321582
4.44,7.251055631539994
4.45,7.310141345174554
4.46,7.369560428685708
4.47,7.429311651533891
4.48,7.489393783179545
4.49,7.549805593083099
4.5,7.610545850704997
4.51,7.671613325505676
4.52,7.73300678694557
4.53,7.794725004485129
4.54,7.856766747584773
4.55,7.919130785704952
4.56,7.981815888306098
4.57,8.044820824848657
4.58,8.108144364793054
4.59,8.171785277599735
4.6,8.235742332729135
4.61,8.300014299641699
4.62,8.364599947797855
4.63,8.429498046658042
4.64,8.4947073656827
4.65,8.560226674332274
4.66,8.626054742067186
4.67,8.692190338347887
4.68,8.758632232634808
4.69,8.825379194388393
4.7,8.892429993069072
4.71,8.959783398137285
4.72,9.027438179053474
4.73,9.095393105278076
4.74,9.163646946271523
4.75,9.232198471494256
4.76,9.301046450406716
4.77,9.370189652469335
4.78,9.43962684714256
4.79,9.509356803886815
4.8,9.579378292162549
4.81,9.649690081430194
4.82,9.720290941150193
4.83,9.791179640782977
4.84,9.862354949788989
4.85,9.933815637628658
4.86,10.005560473762442
4.87,10.077588227650756
4.88,10.149897668754049
4.89,10.222487566532756
4.9,10.295356690447322
4.91,10.36850380995817
4.92,10.441927694525749
4.93,10.515627113610494
4.94,10.589600836672846
4.95,10.663847633173235
4.96,10.738366272572105
4.97,10.81315552432989
4.98,10.888214157907036
4.99,10.963540942763968
5.0,11.03913464836113
5.01,11.11499404415896
5.02,11.191117899617897
5.03,11.26750498419838
5.04,11.34415406736084
5.05,11.42106391856572
5.06,11.498233307273455
5.07,11.575661002944493
5.08,11.653345775039256
5.09,11.731286393018188
5.1,11.809481626341729
5.11,11.88793024447032
5.12,11.966631016864389
5.13,12.045582712984377
5.14,12.124784102290723
5.15,12.20423395424388
5.16,12.283931038304257
5.17,12.363874123932304
5.18,12.444061980588463
5.19,12.524493377733178
5.2,12.605167084826872
5.21,12.68608187132999
5.22,12.767236506702965
5.23,12.848629760406244
5.24,12.930260401900256
5.25,13.012127200645438
5.26,13.094228926102234
5.27,13.17656434773108
5.28,13.259132234992418
5.29,13.341931357346676
5.3,13.424960484254298
5.31,13.508218385175718
5.32,13.591703829571385
5.33,13.67541558690172
5.34,13.759352426627164
5.35,13.843513118208165
5.36,13.92789643110516
5.37,14.012501134778574
5.38,14.097325998688856
5.39,14.182369792296436
5.4,14.26763128506177
5.41,14.353109246445266
5.42,14.43880244590738
5.43,14.52470965290855
5.44,14.61082963690922
5.45,14.697161167369806
5.46,14.783703013750763
5.47,14.870453945512525
5.48,14.957412732115534
5.49,15.044578143020214
5.5,15.131948947687013
5.51,15.219523915576367
5.52,15.307301816148716
5.53,15.395281418864505
5.54,15.483461493184151
5.55,15.571840808568105
5.56,15.6604181344768
5.57,15.74919224037069
5.58,15.838161895710186
5.59,15.927325869955745
5.6,16.016682932567797
5.61,16.106231853006786
5.62,16.195971400733143
5.63,16.285900345207306
5.64,16.376017455889716
5.65,16.46632150224082
5.66,16.556811253721033
5.67,16.64748547979081
5.68,16.738342949910578
5.69,16.82938243354079
5.7,16.92060270014187
5.71,17.01200251917426
5.72,17.1035806600984
5.73,17.195335892374725
5.74,17.287266985463674
5.75,17.379372708825684
5.76,17.47165183192119
5.77,17.564103124210632
5.78,17.656725355154457
5.79,17.74951729421309
5.8,17.842477710846968
5.81,17.935605374516538
5.82,18.02889905468224
5.83,18.122357520804496
5.84,18.21597954234376
5.85,18.30976388876045
5.86,18.403709329515035
5.87,18.49781463406792
5.88,18.59207857187956
5.89,18.68649991241039
5.9,18.78107742512086
5.91,18.87580987947138
5.92,18.9706960449224
5.93,19.065734690934374
5.94,19.160924586967724
5.95,19.256264502482885
5.96,19.3517532069403
5.97,19.44738946980041
5.98,19.543172060523656
5.99,19.63909974857046
6.0,19.73517130340127
6.01,19.83138549447652
6.02,19.927741091256653
6.03,20.024236863202116
6.04,20.12087157977332
6.05,20.21764401043072
6.06,20.31455292463475
6.07,20.41159709184586
6.08,20.50877528152447
6.09,20.60608626313102
6.1,20.70352880612596
6.11,20.80110167996972
6.12,20.89880365412274
6.13,20.996633498045448
6.14,21.094589981198293
6.15,21.192671873041714
6.16,21.29087794303614
6.17,21.389206960642007
6.18,21.487657695319765
6.19,21.586228916529848
6.2,21.684919393732685
6.21,21.78372789638872
6.22,21.88265319395839
6.23,21.981694055902143
6.24,22.0808492516804
6.25,22.180117550753604
6.26,22.279497722582192
6.27,22.378988536626604
6.28,22.478588762347297
6.29,22.578297169204664
6.3,22.678112526659188
6.31,22.77803360417127
6.32,22.87805917120138
6.33,22.978187997209936
6.34,23.07841885165737
6.35,23.17875050400414
6.36,23.27918172371069
6.37,23.379711280237416
6.38,23.480337943044788
6.39,23.58106048159324
6.4,23.68187766534321
6.41,23.782788263755133
6.42,23.88379104628944
6.43,23.98488478240657
6.44,24.08606824156698
6.45,24.18734019323109
6.46,24.28869940685934
6.47,24.390144651912166
6.48,24.491674697850016
6.49,24.59328831413332
6.5,24.694984270222506
6.51,24.796761335578037
6.52,24.89861827966032
6.53,25.00055387192982
6.54,25.102566881846965
6.55,25.20465607887218
6.56,25.306820232465924
6.57,25.409058112088623
6.58,25.51136848720072
6.59,25.613750127262637
6.6,25.716201801734822
6.61,25.818722280077743
6.62,25.921310331751787
6.63,26.02396472621741
6.64,26.126684232935062
6.65,26.229467621365185
6.66,26.33231366096819
6.67,26.435221121204528
6.68,26.53818877153464
6.69,26.64121538141897
6.7,26.744299720317933
6.71,26.847440557691986
6.72,26.95063666300156
6.73,27.053886805707105
6.74,27.15718975526905
6.75,27.26054428114782
6.76,27.36394915280387
6.77,27.467403139697623
6.78,27.57090501128954
6.79,27.67445353704003
6.8,27.77804748640955
6.81,27.88168562885853
6.82,27.985366733847425
6.83,28.089089570836645
6.84,28.19285290928665
6.85,28.29665551865785
6.86,28.40049616841072
6.87,28.504373628005677
6.88,28.608286666903147
6.89,28.712234054563588
6.9,28.816214560447445
6.91,28.92022695401513
6.92,29.024270004727097
6.93,29.128342482043774
6.94,29.232443155425617
6.95,29.33657079433304
6.96,29.44072416822649
6.97,29.544902046566413
6.98,29.649103198813243
6.99,29.75332639442741
7.0,29.857570402869364
7.01,29.96183399359952
7.02,30.066115936078337
7.03,30.17041499976626
7.04,30.274729954123703
7.05,30.379059568611112
7.06,30.48340261268893
7.07,30.587757855817607
7.08,30.69212406745755
7.09,30.796500017069214
7.1,30.90088447411303
7.11,31.00527620804946
7.12,31.10967398833891
7.13,31.214076584441838
7.14,31.31848276581865
7.15,31.422891301929845
7.16,31.527300962235795
7.17,31.631710516196986
7.18,31.73611873327382
7.19,31.84052438292677
7.2,31.944926234616236
7.21,32.04932305780268
7.22,32.15371362194654
7.23,32.25809669650825
7.24,32.36247105094824
7.25,32.466835454726954
7.26,32.571188677304825
7.27,32.675529488142296
7.28,32.779856656699806
7.29,32.884168952437804
7.3,32.98846514481669
7.31,33.09274400329694
7.32,33.19700429733899
7.33,33.30124479640325
7.34,33.40546426995017
7.35,33.5096614874402
7.36,33.613835218333776
7.37,33.71798423209131
7.38,33.82210729817327
7.39,33.92620318604007
7.4,34.03027066515219
7.41,34.13430850497001
7.42,34.23831547495401
7.43,34.34229034456459
7.44,34.44623188326224
7.45,34.550138860507346
7.46,34.65401004576038
7.47,34.75784420848177
7.48,34.861640118131945
7.49,34.96539654417135
7.5,35.06911225606043
7.51,35.1727860232596
7.52,35.27641661522932
7.53,35.38000280143004
7.54,35.483543351322155
7.55,35.58703703436613
7.56,35.6904826200224
7.57,35.79387887775141
7.58,35.89722457701358
7.59,36.00051848726935
7.6,36.10375937797918
7.61,36.20694601860349
7.62,36.310077178602725
7.63,36.4131516274373
7.64,36.51616813456768
7.65,36.6191254694543
7.66,36.72202240155759
7.67,36.82485770033799
7.68,36.92763013525592
7.69,37.03033847577186
7.7,37.1329814913462
7.71,37.23555795143941
7.72,37.33806662551192
7.73,37.44050628302418
7.74,37.54287569343658
7.75,37.64517362620962
7.76,37.74739885080368
7.77,37.84955013667924
7.78,37.95162625329674
7.79,38.053625970116585
7.8,38.15554805659923
7.81,38.25739128220512
7.82,38.35915441639469
7.83,38.46083622862837
7.84,38.56243548836659
7.85,38.6639509650698
7.86,38.765381428198445
7.87,38.86672564721295
7.88,38.96798239157376
7.89,39.0691504307413
7.9,39.17022853417603
7.91,39.27121547133837
7.92,39.37211001168876
7.93,39.472910924687646
7.94,39.57361697979546
7.95,39.67422694647263
7.96,39.77473959417962
7.97,39.87515369237683
7.98,39.97546801052474
7.99,40.07568131808376
8.0,40.17579238451434
8.01,40.2757999792769
8.02,40.3757028718319
8.03,40.47549983163976
8.04,40.57518962816092
8.05,40.67477103085586
8.06,40.77424280918496
8.07,40.873603732608665
8.08,40.97285257058744
8.09,41.07198809258169
8.1,41.171009068051895
8.11,41.26991426645846
8.12,41.36870245726183
8.13,41.46737240992247
8.14,41.565922893900776
8.15,41.6643526786572
8.16,41.76266053365218
8.17,41.86084522834615
8.18,41.95890553219957
8.19,42.05684021467286
8.2,42.15464804522646
8.21,42.252327793320816
8.22,42.34987822841634
8.23,42.447298119973496
8.24,42.54458623745271
8.25,42.64174135031442
8.26,42.73876222801908
8.27,42.83564764002709
8.28,42.93239635579892
8.29,43.029007144795
8.3,43.12547877647579
8.31,43.22181002030169
8.32,43.31799964573314
8.33,43.414046422230605
8.34,43.509949119254514
8.35,43.60570650626528
8.36,43.70131735272336
8.37,43.7967804280892
8.38,43.892094501823244
8.39,43.9872583433859
8.4,44.08227072223762
8.41,44.17713040783884
8.42,44.27183616965001
8.43,44.366386777131545
8.44,44.460780999743896
8.45,44.5550176069475
8.46,44.64909536820282
8.47,44.74301305297026
8.48,44.83676943071026
8.49,44.930363270883255
8.5,45.02379334294969
8.51,45.11705841637003
8.52,45.21015726060467
8.53,45.30308864511407
8.54,45.39585133935865
8.55,45.48844411279889
8.56,45.58086573489517
8.57,45.67311497510797
8.58,45.76519060289772
8.59,45.85709138772484
8.6,45.94881609904978
8.61,46.04036350633299
8.62,46.13173237903487
8.63,46.22292148661592
8.64,46.313929598536525
8.65,46.40475548425713
8.66,46.495397913238186
8.67,46.58585565494012
8.68,46.67612747882338
8.69,46.7662121543484
8.7,46.85610845097561
8.71,46.945815138165486
8.72,47.03533098537841
8.73,47.12465476207484
8.74,47.21378523771524
8.75,47.30272118175999
8.76,47.39146136366959
8.77,47.48000455290445
8.78,47.568349518925
8.79,47.656495031191696
8.8,47.74443985916497
8.81,47.832182772305245
8.82,47.919722540072975
8.83,48.007057931928586
8.84,48.09418771733254
8.85,48.18111066574524
8.86,48.26782554662714
8.87,48.35433112943869
8.88,48.440626183640326
8.89,48.52670947869246
8.9,48.61257978405556
8.91,48.69823586919003
8.92,48.78367650355634
8.93,48.86890045661492
8.94,48.95390649782619
8.95,49.03869339665061
8.96,49.12325992254862
8.97,49.20760484498062
8.98,49.29172693340709
8.99,49.37562495728845
9.0,49.45929768608514
9.01,49.54274388925759
9.02,49.625962336266255
9.03,49.70895179657155
9.04,49.791711039633945
9.05,49.87423883491387
9.06,49.95653395187173
9.07,50.03859515996798
9.08,50.120421228663055
9.09,50.20201092741741
9.1,50.283363025691465
9.11,50.36447629294568
9.12,50.44534949864047
9.13,50.52598141223629
9.14,50.60637080319356
9.15,50.68651644097272
9.16,50.76641709503421
9.17,50.84607153483849
9.18,50.92547852984596
9.19,51.0046368495171
9.2,51.0835452633123
9.21,51.16220254069205
9.22,51.240607451116745
9.23,51.31875876404682
9.24,51.39665524894276
9.25,51.47429567526496
9.26,51.55167881247387
9.27,51.628803430029926
9.28,51.705668297393565
9.29,51.782272184025246
9.3,51.858613859385386
9.31,51.93469209293441
9.32,52.0105056541328
9.33,52.08605331244094
9.34,52.16133383731929
9.35,52.23634599822832
9.36,52.311088564628406
9.37,52.38556030598004
9.38,52.45975999174364
9.39,52.53368639137963
9.4,52.607338274348464
9.41,52.68071441011057
9.42,52.75381356812638
9.43,52.82663451785636
9.44,52.89917602876094
9.45,52.971436870300536
9.46,53.0434158119356
9.47,53.11511162312657
9.48,53.18652307333389
9.49,53.25764893201797
9.5,53.32848796863927
9.51,53.39903895265824
9.52,53.469300653535285
9.53,53.53927184073087
9.54,53.608951283705416
9.55,53.678337751919386
9.56,53.74743001483319
9.57,53.81622684190727
9.58,53.88472700260208
9.59,53.95292926637802
9.6,54.02083240269559
9.61,54.08843518101516
9.62,54.15573637079723
9.63,54.222734741502194
9.64,54.2894290625905
9.65,54.355818103522594
9.66,54.42190063375891
9.67,54.487675422759885
9.68,54.55314123998595
9.69,54.61829685489754
9.7,54.68314103695512
9.71,54.74767255561913
9.72,54.81189018034995
9.73,54.87579268060807
9.74,54.93937882585392
9.75,55.00264738554792
9.76,55.06559712915051
9.77,55.12822682612215
9.78,55.19053524592327
9.79,55.25252115801428
9.8,55.31418333185567
9.81,55.37552053690783
9.82,55.436531542631215
9.83,55.49721511848627
9.84,55.557570033933416
9.85,55.61759505843311
9.86,55.67728896144576
9.87,55.73665051243184
9.88,55.79567848085179
9.89,55.85437163616599
9.9,55.91272874783495
9.91,55.97074858531906
9.92,56.02842991807878
9.93,56.08577151557453
9.94,56.142772147266754
9.95,56.1994305826159
9.96,56.255745591082416
9.97,56.31171594212671
9.98,56.367340405209234
9.99,56.42261774979042
10.0,56.47754674533073
10.01,56.53212616129056
10.02,56.58635476713036
10.03,56.64023133231059
10.04,56.693754626291685
10.05,56.74692341853409
10.06,56.79973647849821
10.07,56.85219257564448
10.08,56.90429047943337
10.09,56.956028959325295
10.1,57.00740678478071
10.11,57.05842272526006
10.12,57.10907555022375
10.13,57.15936402913224
10.14,57.20928693144597
10.15,57.25884302662536
10.16,57.30803108413086
10.17,57.3568498734229
10.18,57.40529816396193
10.19,57.45337472520839
10.2,57.50107832662271
10.21,57.54840773766533
10.22,57.59536172779667
10.23,57.64193906647719
10.24,57.68813852316732
10.25,57.7339588673275
10.26,57.77939886841816
10.27,57.82445729589973
10.28,57.8691329192327
10.29,57.91342450787744
10.3,57.95733083129444
10.31,58.000850658944096
10.32,58.04398276028687
10.33,58.0867259047832
10.34,58.129078861893504
10.35,58.17104040107824
10.36,58.21260929179785
10.37,58.25378430351273
10.38,58.29456420568339
10.39,58.33494776777021
10.4,58.37493375923364
10.41,58.41452094953412
10.42,58.453708108132105
10.43,58.492494004488
10.44,58.530877408062274
10.45,58.56885708831534
10.46,58.60643181470768
10.47,58.64360035669967
10.48,58.68036148375177
10.49,58.71671396532443
10.5,58.75265657087808
10.51,58.78818806987317
10.52,58.82330723177012
10.53,58.85801282602938
10.54,58.89230362211138
10.55,58.92617838947656
10.56,58.959635897585365
10.57,58.99267491589822
10.58,59.02529421387557
10.59,59.05749256097785
10.6,59.0892687266655
10.61,59.12062148039897
10.62,59.15154959163867
10.63,59.182051829845065
10.64,59.21212696447858
10.65,59.24177376499964
10.66,59.27099100086869
10.67,59.2997774415462
10.68,59.32813185649256
10.69,59.35605301516824
10.7,59.38353968703366
10.71,59.41059064154928
10.72,59.437204648175495
10.73,59.4633804763728
10.74,59.48911689560158
10.75,59.51441267532231
10.76,59.5392665849954
10.77,59.56367739408133
10.78,59.58764387204047
10.79,59.611164788333326
10.8,59.6342389124203
10.81,59.65686501376183
10.82,59.67904186181836
10.83,59.70076822605033
10.84,59.72204287591818
10.85,59.74286458088234
10.86,59.76323211040325
10.87,59.78314423394136
10.88,59.80259972095708
10.89,59.82159734091087
10.9,59.84013586326316
10.91,59.85821405747439
10.92,59.875830693005
10.93,59.89298453931542
10.94,59.90967436586611
10.95,59.92589894211747
10.96,59.94165703752997
10.97,59.95694742156403
10.98,59.9717688636801
10.99,59.98612013333861
11.0,60.0
11.01,60.01340843700683
11.02,60.02635023323007
11.03,60.03883138142286
11.04,60.05085787433829
11.05,60.06243570472948
11.06,60.07357086534954
11.07,60.0842693489516
11.08,60.09453714828873
11.09,60.10438025611407
11.1,60.11380466518073
11.11,60.12281636824181
11.12,60.13142135805042
11.13,60.139625627359685
11.14,60.14743516892269
11.15,60.15485597549259
11.16,60.16189403982244
11.17,60.168555354665386
11.18,60.174845912774536
11.19,60.18077170690299
11.2,60.186338729803865
11.21,60.19155297423029
11.22,60.19642043293533
11.23,60.20094709867214
11.24,60.20513896419381
11.25,60.20900202225346
11.26,60.21254226560418
11.27,60.21576568699911
11.28,60.21867827919133
11.29,60.221286034933975
11.3,60.223594946980135
11.31,60.22561100808295
11.32,60.22734021099552
11.33,60.22878854847094
11.34,60.22996201326231
11.35,60.23086659812279
11.36,60.23150829580546
11.37,60.231893099063406
11.38,60.23202700064979
11.39,60.2319159933177
11.4,60.23156606982023
11.41,60.23098322291053
11.42,60.23017344534164
11.43,60.22914272986675
11.44,60.22789706923893
11.45,60.2264424562113
11.46,60.22478488353697
11.47,60.22293034396904
11.48,60.22088483026064
11.49,60.218654335164864
11.5,60.21624485143484
11.51,60.21366237182365
11.52,60.21091288908445
11.53,60.2080023959703
11.54,60.20493688523434
11.55,60.20172234962967
11.56,60.19836478190941
11.57,60.19487017482668
11.58,60.19124452113456
11.59,60.18749381358619
11.6,60.18362404493466
11.61,60.17964120793309
11.62,60.17555129533458
11.63,60.17136029989226
11.64,60.167074214359246
11.65,60.16269903148861
11.66,60.15824074403351
11.67,60.15370534474701
11.68,60.14909882638226
11.69,60.144427181692336
11.7,60.13969640343039
11.71,60.13491248434948
11.72,60.13008141720277
11.73,60.12520919474335
11.74,60.12030180972432
11.75,60.115365254898805
11.76,60.11040552301992
11.77,60.10542860684073
11.78,60.100440499114406
11.79,60.09544719259404
11.8,60.09045468003272
11.81,60.08546895418358
11.82,60.08049600779973
11.83,60.075541833634254
11.84,60.0706124244403
11.85,60.065713772970966
11.86,60.06085187197935
11.87,60.056032714218574
11.88,60.05126229244173
11.89,60.04654659940197
11.9,60.04189162785236
11.91,60.03730337054605
11.92,60.03278782023611
11.93,60.028350969675685
11.94,60.02399881161786
11.95,60.019737338815766
11.96,60.0155725440225
11.97,60.01151041999118
11.98,60.007556959474925
11.99,60.00371815522684
12.0,60.0
12.01,59.99640722012983
12.02,59.99293947628069
12.03,59.98959516269922
12.04,59.9863726736321
12.05,59.98327040332594
12.06,59.98028674602742
12.07,59.97742009598315
12.08,59.974668847439816
12.09,59.97203139464405
12.1,59.969506131842486
12.11,59.96709145328178
12.12,59.9647857532086
12.13,59.962587425869565
12.14,59.96049486551134
12.15,59.95850646638058
12.16,59.956620622723904
12.17,59.95483572878797
12.18,59.95315017881945
12.19,59.95156236706495
12.2,59.95007068777113
12.21,59.94867353518467
12.22,59.947369303552186
12.23,59.94615638712034
12.24,59.945033180135766
12.25,59.94399807684511
12.26,59.94304947149506
12.27,59.94218575833221
12.28,59.941405331603214
12.29,59.94070658555475
12.3,59.940087914433455
12.31,59.93954771248596
12.32,59.93908437395892
12.33,59.93869629309901
12.34,59.93838186415282
12.35,59.93813948136705
12.36,59.93796753898833
12.37,59.937864431263314
12.38,59.937828552438624
12.39,59.93785829676093
12.4,59.937952058476895
12.41,59.93810823183312
12.42,59.9383252110763
12.43,59.93860139045304
12.44,59.93893516421002
12.45,59.93932492659387
12.46,59.939769071851245
12.47,59.9402659942288
12.48,59.94081408797316
12.49,59.94141174733099
12.5,59.94205736654894
12.51,59.94274933987365
12.52,59.94348606155176
12.53,59.94426592582992
12.54,59.94508732695481
12.55,59.94594865917303
12.56,59.94684831673125
12.57,59.94778469387611
12.58,59.94875618485428
12.59,59.94976118391238
12.6,59.95079808529707
12.61,59.95186528325499
12.62,59.95296117203281
12.63,59.95408414587714
12.64,59.95523259903467
12.65,59.95640492575201
12.66,59.95759952027583
12.67,59.95881477685276
12.68,59.96004908972946
12.69,59.96130085315257
12.7,59.962568461368775
12.71,59.96385030862466
12.72,59.96514478916691
12.73,59.96645029724217
12.74,59.96776522709707
12.75,59.96908797297828
12.76,59.97041692913244
12.77,59.9717504898062
12.78,59.97308704924619
12.79,59.97442500169908
12.8,59.97576274141151
12.81,59.9770986626301
12.82,59.97843115960155
12.83,59.97975862657247
12.84,59.98107945778953
12.85,59.98239204749935
12.86,59.983694789948586
12.87,59.9849860793839
12.88,59.986264310051936
12.89,59.98752787619934
