wind_speed,Carter CWT 300
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.008510654890854
3.02,0.0164085428186264
3.03,0.0237102508641955
3.04,0.0304323661084414
3.05,0.0365914756322426
3.06,0.0422041665164788
3.07,0.0472870258420289
3.08,0.0518566406897725
3.09,0.0559295981405883
3.1,0.0595224852753561
3.11,0.0626518891749547
3.12,0.0653343969202637
3.13,0.0675865955921619
3.14,0.0694250722715288
3.15,0.0708664140392435
3.16,0.0719272079761854
3.17,0.0726240411632335
3.18,0.0729735006812672
3.19,0.0729921736111657
3.2,0.0726966470338082
3.21,0.0721035080300738
3.22,0.071229343680842
3.23,0.0700907410669918
3.24,0.0687042872694025
3.25,0.0670865693689533
3.26,0.0652541744465235
3.27,0.0632236895829922
3.28,0.0610117018592388
3.29,0.0586347983561423
3.3,0.0561095661545822
3.31,0.0534525923354374
3.32,0.0506804639795875
3.33,0.0478097681679114
3.34,0.0448570919812885
3.35,0.041839022500598
3.36,0.0387721468067191
3.37,0.0356730519805309
3.38,0.032558325102913
3.39,0.0294445532547442
3.4,0.0263483235169041
3.41,0.0232862229702716
3.42,0.0202748386957261
3.43,0.0173307577741467
3.44,0.0144705672864129
3.45,0.0117108543134036
3.46,0.0090682059359983
3.47,0.0065592092350759
3.48,0.0042004512915161
3.49,0.0020085191861976
3.5,0.0
3.51,0.0
3.52,0.0
3.53,0.0
3.54,0.0
3.55,0.0
3.56,0.0
3.57,0.0
3.58,0.0
3.59,0.0
3.6,0.0
3.61,0.0
3.62,0.0
3.63,0.0
3.64,0.0004278531932809
3.65,0.0031609774994019
3.66,0.0063429080187115
3.67,0.0099902318320885
3.68,0.0141195360204126
3.69,0.0187474076645625
3.7,0.023890433845418
3.71,0.0295652016438576
3.72,0.0357882981407614
3.73,0.0425763104170077
3.74,0.0499458255534767
3.75,0.0579134306310467
3.76,0.0664957127305972
3.77,0.0757092589330081
3.78,0.0855706563191579
3.79,0.0960964919699262
3.8,0.1073033529661917
3.81,0.1192078263888343
3.82,0.1318264993187325
3.83,0.1451759588367666
3.84,0.1592727920238144
3.85,0.1741335859607566
3.86,0.1897749277284711
3.87,0.2062134044078383
3.88,0.2234656030797361
3.89,0.2415481108250455
3.9,0.2604775147246437
3.91,0.2802704018594121
3.92,0.3009433593102274
3.93,0.3225129741579715
3.94,0.3449958334835211
3.95,0.3684085243677578
3.96,0.3927676338915585
3.97,0.418089749135805
3.98,0.4443914571813736
3.99,0.4716893451091466
4.0,0.5
4.01,0.5293405418539359
4.02,0.5597302223474366
4.03,0.5911888260761092
4.04,0.623736137635552
4.05,0.6573919416213715
4.06,0.6921760226291717
4.07,0.7281081652545593
4.08,0.7652081540931325
4.09,0.8034957737404977
4.1,0.8429908087922588
4.11,0.8837130438440237
4.12,0.925682263491389
4.13,0.968918252329962
4.14,1.0134407949553466
4.15,1.05926967596315
4.16,1.106424679948969
4.17,1.154925591508412
4.18,1.2047921952370817
4.19,1.256044275730586
4.2,1.3087016175845216
4.21,1.3627840053944955
4.22,1.418311223756112
4.23,1.4753030572649792
4.24,1.5337792905166927
4.25,1.5937597081068595
4.26,1.6552640946310848
4.27,1.7183122346849724
4.28,1.7829239128641308
4.29,1.8491189137641533
4.3,1.9169170219806493
4.31,1.9863380221092224
4.32,2.0574016987454837
4.33,2.130127836485024
4.34,2.204536219923452
4.35,2.280646633656373
4.36,2.358478862279398
4.37,2.438052690388117
4.38,2.5193879025781403
4.39,2.602504283445072
4.4,2.6874216175845227
4.41,2.774159689592083
4.42,2.862738284063363
4.43,2.9531771855939657
4.44,3.045496178779506
4.45,3.139715048215568
4.46,3.235853578497766
4.47,3.3339315542217034
4.48,3.433968759982993
4.49,3.5359849803772208
4.5,3.64
4.51,3.746024431770449
4.52,3.854032201901759
4.53,3.963988064930644
4.54,4.07585677539379
4.55,4.189603087827912
4.56,4.305191756769715
4.57,4.422587536755916
4.58,4.541755182323197
4.59,4.662659448008276
4.6,4.785265088347855
4.61,4.909536857878656
4.62,5.035439511137358
4.63,5.162937802660678
4.64,5.2919964869853215
4.65,5.422580318648006
4.66,5.5546540521854135
4.67,5.688182442134259
4.68,5.823130243031251
4.69,5.959462209413103
4.7,6.0971430958165
4.71,6.2361376567781575
4.72,6.376410646834779
4.73,6.517926820523087
4.74,6.660650932379757
4.75,6.80454773694151
4.76,6.94958198874505
4.77,7.095718442327081
4.78,7.242921852224327
4.79,7.391156972973457
4.8,7.540388559111198
4.81,7.690581365174254
4.82,7.841700145699341
4.83,7.99370965522314
4.84,8.146574648282368
4.85,8.30025987941373
4.86,8.454730103153945
4.87,8.609950074039693
4.88,8.76588454660769
4.89,8.922498275394647
4.9,9.079756014937278
4.91,9.23762251977226
4.92,9.396062544436312
4.93,9.555040843466143
4.94,9.714522171398473
4.95,9.874471282769973
4.96,10.034852932117367
4.97,10.195631873977362
4.98,10.356772862886672
4.99,10.51824065338198
5.0,10.68
5.01,10.842021500937737
5.02,11.004299129033372
5.03,11.166832700785411
5.04,11.329622032692306
5.05,11.492666941252551
5.06,11.655967242964634
5.07,11.81952275432705
5.08,11.98333329183825
5.09,12.147398671996736
5.1,12.311718711300996
5.11,12.476293226249515
5.12,12.641122033340755
5.13,12.80620494907322
5.14,12.97154178994538
5.15,13.13713237245574
5.16,13.302976513102758
5.17,13.469074028384922
5.18,13.635424734800718
5.19,13.802028448848656
5.2,13.968884987027169
5.21,14.13599416583477
5.22,14.30335580176994
5.23,14.47096971133117
5.24,14.63883571101692
5.25,14.806953617325693
5.26,14.975323246755956
5.27,15.14394441580621
5.28,15.31281694097494
5.29,15.481940638760603
5.3,15.65131532566171
5.31,15.820940818176725
5.32,15.990816932804153
5.33,16.16094348604245
5.34,16.331320294390114
5.35,16.501947174345627
5.36,16.672823942407483
5.37,16.84395041507414
5.38,17.015326408844093
5.39,17.186951740215836
5.4,17.358826225687853
5.41,17.5309496817586
5.42,17.703321924926588
5.43,17.87594277169028
5.44,18.0488120385482
5.45,18.221929541998765
5.46,18.395295098540508
5.47,18.56890852467189
5.48,18.742769636891428
5.49,18.91687825169756
5.5,19.091234185588785
5.51,19.26583725506359
5.52,19.44068727662046
5.53,19.615784066757897
5.54,19.79112744197434
5.55,19.966717218768306
5.56,20.142553213638266
5.57,20.31863524308271
5.58,20.49496312360011
5.59,20.671536671688955
5.6,20.84835570384773
5.61,21.02542003657493
5.62,21.20272948636901
5.63,21.380283869728476
5.64,21.5580830031518
5.65,21.73612670313748
5.66,21.914414786183976
5.67,22.09294706878978
5.68,22.271723367453383
5.69,22.45074349867328
5.7,22.63000727894792
5.71,22.809514524775807
5.72,22.98926505265541
5.73,23.169258679085257
5.74,23.34949522056377
5.75,23.52997449358947
5.76,23.710696314660822
5.77,23.891660500276323
5.78,24.07286686693447
5.79,24.2543152311337
5.8,24.436005409372527
5.81,24.61793721814944
5.82,24.80011047396292
5.83,24.98252499331143
5.84,25.16518059269346
5.85,25.3480770886075
5.86,25.531214297552054
5.87,25.71459203602557
5.88,25.89821012052654
5.89,26.08206836755345
5.9,26.266166593604808
5.91,26.45050461517906
5.92,26.6350822487747
5.93,26.81989931089021
5.94,27.004955618024105
5.95,27.19025098667481
5.96,27.375785233340853
5.97,27.5615581745207
5.98,27.74756962671286
5.99,27.93381940641577
6.0,28.120307330127943
6.01,28.30703321434785
6.02,28.493996875573984
6.03,28.68119813030485
6.04,28.86863679503888
6.05,29.056312686274577
6.06,29.24422562051044
6.07,29.43237541424497
6.08,29.620761883976588
6.09,29.80938484620382
6.1,29.99824411742514
6.11,30.187339514139055
6.12,30.376670852844004
6.13,30.56623795003849
6.14,30.756040622221008
6.15,30.94607868589004
6.16,31.13635195754405
6.17,31.32686025368153
6.18,31.517603390800964
6.19,31.708581185400853
6.2,31.89979345397965
6.21,32.09124001303585
6.22,32.282920679067935
6.23,32.47483526857441
6.24,32.66698359805373
6.25,32.85936548400439
6.26,33.051980742924854
6.27,33.24482919131364
6.28,33.43791064566922
6.29,33.631224922490055
6.3,33.82477183827465
6.31,34.01855120952148
6.32,34.21256285272904
6.33,34.40680658439579
6.34,34.60128222102023
6.35,34.795989579100834
6.36,34.99092847513612
6.37,35.18609872562451
6.38,35.38150014706453
6.39,35.57713255595465
6.4,35.77299576879337
6.41,35.96908960207914
6.42,36.16541387231047
6.43,36.36196839598583
6.44,36.55875298960373
6.45,36.75576746966262
6.46,36.95301165266099
6.47,37.15048535509733
6.48,37.34818839347014
6.49,37.54612058427786
6.5,37.744281744019005
6.51,37.94267168919204
6.52,38.14129023629547
6.53,38.34013720182779
6.54,38.53921240228743
6.55,38.73851565417291
6.56,38.93804677398272
6.57,39.137805578215335
6.58,39.33779188336922
6.59,39.53800550594287
6.6,39.73844626243477
6.61,39.93911396934342
6.62,40.14000844316727
6.63,40.34112950040482
6.64,40.54247695755456
6.65,40.744050631114966
6.66,40.94585033758453
6.67,41.14787589346172
6.68,41.350127115245
6.69,41.552603819432925
6.7,41.7553058225239
6.71,41.95823294101645
6.72,42.16138499140905
6.73,42.36476179020019
6.74,42.568363153888335
6.75,42.772188898971976
6.76,42.97623884194959
6.77,43.18051279931967
6.78,43.38501058758074
6.79,43.589732023231214
6.8,43.79467692276958
6.81,43.999845102694366
6.82,44.20523637950404
6.83,44.41085056969707
6.84,44.616687489771934
6.85,44.822746956227135
6.86,45.02902878556117
6.87,45.23553279427249
6.88,45.44225879885957
6.89,45.64920661582093
6.9,45.856376061655055
6.91,46.06376695286039
6.92,46.27137910593544
6.93,46.47921233737868
6.94,46.68726646368861
6.95,46.8955413013637
6.96,47.10403666690243
6.97,47.312752376803296
6.98,47.521688247564775
6.99,47.73084409568535
7.0,47.94021973766349
7.01,48.14981498999771
7.02,48.35962966918645
7.03,48.56966359172826
7.04,48.77991657412156
7.05,48.99038843286483
7.06,49.201078984456615
7.07,49.41198804539536
7.08,49.62311543217953
7.09,49.83446096130763
7.1,50.04602444927815
7.11,50.257805712589565
7.12,50.46980456774034
7.13,50.68202083122898
7.14,50.894454319553965
7.15,51.107104849213805
7.16,51.31997223670692
7.17,51.53305629853184
7.18,51.74635685118704
7.19,51.959873711171
7.2,52.1736066949822
7.21,52.38755561911913
7.22,52.60172030008027
7.23,52.8161005543641
7.24,53.03069619846911
7.25,53.24550704889377
7.26,53.46053292213657
7.27,53.67577363469599
7.28,53.89122900307055
7.29,54.106898843758685
7.3,54.32278297325888
7.31,54.53888120806965
7.32,54.75519336468946
7.33,54.9717192596168
7.34,55.18845870935013
7.35,55.40541153038794
7.36,55.62257753922877
7.37,55.83995655237104
7.38,56.05754838631324
7.39,56.275352857553855
7.4,56.493369782591415
7.41,56.711598977924325
7.42,56.93004026005113
7.43,57.14869344547027
7.44,57.36755835068029
7.45,57.5866347921796
7.46,57.80592258646673
7.47,58.025421550040136
7.48,58.24513149939835
7.49,58.465052251039786
7.5,58.68518362146296
7.51,58.90552542716637
7.52,59.12607748464848
7.53,59.34683961040778
7.54,59.56781162094278
7.55,59.78899333275189
7.56,60.010384562333655
7.57,60.23198512618657
7.58,60.45379484080905
7.59,60.67581352269964
7.6,60.89804098835678
7.61,61.120477054279
7.62,61.343121536964745
7.63,61.56597425291252
7.64,61.78903501862079
7.65,62.01230365058806
7.66,62.23577996531279
7.67,62.45946377929347
7.68,62.68335490902859
7.69,62.90745317101665
7.7,63.1317583817561
7.71,63.35627035774543
7.72,63.58098891548312
7.73,63.805913871467695
7.74,64.03104504219759
7.75,64.25638224417129
7.76,64.48192529388731
7.77,64.7076740078441
7.78,64.93362820254019
7.79,65.159787694474
7.8,65.38615230014406
7.81,65.61272183604885
7.82,65.83949611868684
7.83,66.0664749645565
7.84,66.29365819015634
7.85,66.5210456119848
7.86,66.74863704654045
7.87,66.9764323103217
7.88,67.20443121982703
7.89,67.43263359155495
7.9,67.66103924200397
7.91,67.8896479876725
7.92,68.11845964505908
7.93,68.34747403066217
7.94,68.57669096098029
7.95,68.80611025251186
7.96,69.03573172175541
7.97,69.2655551852094
7.98,69.49558045937235
7.99,69.72580736074269
8.0,69.95623570581893
8.01,70.18686531109957
8.02,70.41769599308306
8.03,70.6487275682679
8.04,70.87995985315258
8.05,71.11139266423561
8.06,71.34302581801542
8.07,71.57485913099048
8.08,71.80689241965933
8.09,72.03912550052041
8.1,72.27155819007224
8.11,72.50419030481328
8.12,72.73702166124201
8.13,72.97005207585697
8.14,73.20328136515654
8.15,73.43670934563927
8.16,73.67033583380363
8.17,73.90416064614813
8.18,74.13818359917119
8.19,74.37240450937135
8.2,74.60682319324705
8.21,74.84143946729688
8.22,75.07625314801918
8.23,75.3112640519125
8.24,75.54647199547531
8.25,75.7818767952061
8.26,76.01747826760334
8.27,76.25327622916554
8.28,76.48927049639119
8.29,76.72546088577872
8.3,76.9618472138267
8.31,77.19842929703351
8.32,77.4352069518977
8.33,77.67217999491771
8.34,77.90934824259207
8.35,78.14671151141924
8.36,78.38426961789771
8.37,78.62202237852597
8.38,78.85996960980252
8.39,79.09811112822575
8.4,79.33644675029424
8.41,79.57497629250642
8.42,79.81369957136081
8.43,80.05261640335588
8.44,80.2917266049901
8.45,80.53102999276199
8.46,80.77052638317002
8.47,81.01021559271263
8.48,81.25009743788831
8.49,81.49017173519562
8.5,81.73043830113295
8.51,81.97089695219883
8.52,82.21154750489174
8.53,82.45238977571016
8.54,82.69342358115259
8.55,82.93464873771751
8.56,83.17606506190337
8.57,83.41767237020866
8.58,83.65947047913188
8.59,83.90145920517152
8.6,84.14363836482602
8.61,84.38600777459393
8.62,84.6285672509737
8.63,84.87131661046384
8.64,85.11425566956277
8.65,85.357384244769
8.66,85.60070215258102
8.67,85.84420920949734
8.68,86.0879052320164
8.69,86.3317900366367
8.7,86.57586343985673
8.71,86.82012525817501
8.72,87.06457530808993
8.73,87.30921340610001
8.74,87.5540393687038
8.75,87.7990530123997
8.76,88.04425415368623
8.77,88.28964260906184
8.78,88.53521819502507
8.79,88.78098072807435
8.8,89.02693002470825
8.81,89.27306590142516
8.82,89.51938817472357
8.83,89.765896661102
8.84,90.01259117705891
8.85,90.2594715390928
8.86,90.50653756370214
8.87,90.7537890673854
8.88,91.00122586664118
8.89,91.24884777796775
8.9,91.49665461786378
8.91,91.74464620282764
8.92,91.99282234935788
8.93,92.24118287395294
8.94,92.48972759311133
8.95,92.73845632333152
8.96,92.98736888111203
8.97,93.2364650829513
8.98,93.48574474534782
8.99,93.73520768480005
9.0,93.98485371780652
9.01,94.2346826608657
9.02,94.48469433047606
9.03,94.73488854313608
9.04,94.98526511534423
9.05,95.23582386359914
9.06,95.48656460439906
9.07,95.7374871542426
9.08,95.98859132962826
9.09,96.23987694705446
9.1,96.49134382301972
9.11,96.7429917740225
9.12,96.99482061656131
9.13,97.24683016713468
9.14,97.49902024224096
9.15,97.75139065837874
9.16,98.00394123204646
9.17,98.25667177974265
9.18,98.50958211796572
9.19,98.7626720632142
9.2,99.01594143198656
9.21,99.26939004078132
9.22,99.52301770609694
9.23,99.77682424443184
9.24,100.0308094722846
9.25,100.28497320615364
9.26,100.53931526253746
9.27,100.79383545793452
9.28,101.04853360884336
9.29,101.30340953176244
9.3,101.55846304319032
9.31,101.81369395962534
9.32,102.069102097566
9.33,102.32468727351085
9.34,102.58044930395836
9.35,102.83638800540696
9.36,103.09250319435525
9.37,103.34879468730158
9.38,103.60526230074456
9.39,103.86190585118254
9.4,104.1187251551141
9.41,104.37572002903768
9.42,104.6328902894518
9.43,104.89023575285488
9.44,105.14775623574548
9.45,105.40545155462203
9.46,105.66332152598306
9.47,105.921365966327
9.48,106.17958469215232
9.49,106.43797751995758
9.5,106.6965442662412
9.51,106.9552847475017
9.52,107.21419878023757
9.53,107.4732861809472
9.54,107.73254676612918
9.55,107.991980352282
9.56,108.25158675590409
9.57,108.5113657934939
9.58,108.77131728154998
9.59,109.03144103657078
9.6,109.2917368750548
9.61,109.55220461350052
9.62,109.81284406840642
9.63,110.073655056271
9.64,110.33463739359271
9.65,110.59579089687006
9.66,110.8571153826015
9.67,111.11861066728557
9.68,111.38027656742068
9.69,111.64211289950538
9.7,111.9041194800381
9.71,112.1662961255174
9.72,112.42864265244168
9.73,112.69115887730943
9.74,112.95384461661922
9.75,113.21669968686945
9.76,113.4797239045586
9.77,113.74291708618516
9.78,114.00627904824768
9.79,114.26980960724455
9.8,114.5335085796744
9.81,114.79737578203552
9.82,115.06141103082652
9.83,115.3256141425458
9.84,115.58998493369192
9.85,115.85452322076333
9.86,116.11922882025851
9.87,116.384101548676
9.88,116.6491412225142
9.89,116.91434765827164
9.9,117.17972067244678
9.91,117.4452600815381
9.92,117.7109657020441
9.93,117.97683735046326
9.94,118.24287484329406
9.95,118.509077997035
9.96,118.7754466281846
9.97,119.04198055324125
9.98,119.30867958870344
9.99,119.5755435510697
10.0,119.84257225683852
10.01,120.10976552250835
10.02,120.37712316457772
10.03,120.64464499954504
10.04,120.91233084390883
10.05,121.18018051416765
10.06,121.44819382681987
10.07,121.71637059836402
10.08,121.9847106452986
10.09,122.25321378412198
10.1,122.52187983133284
10.11,122.79070860342948
10.12,123.0596999169105
10.13,123.32885358827436
10.14,123.59816943401954
10.15,123.86764727064448
10.16,124.13728691464766
10.17,124.40708818252762
10.18,124.67705089078284
10.19,124.94717485591175
10.2,125.2174598944129
10.21,125.48790582278478
10.22,125.75851245752575
10.23,126.02927961513444
10.24,126.3002071121092
10.25,126.57129476494865
10.26,126.84254239015117
10.27,127.11394980421528
10.28,127.38551682363948
10.29,127.6572432649222
10.3,127.92912894456204
10.31,128.2011736790573
10.32,128.47337728490663
10.33,128.74573957860844
10.34,129.0182603766612
10.35,129.2909394955634
10.36,129.56377675181358
10.37,129.83677196191013
10.38,130.10992494235168
10.39,130.3832355096365
10.4,130.65670348026333
10.41,130.93032867073038
10.42,131.20411089753634
10.43,131.47804997717958
10.44,131.75214572615863
10.45,132.026397960972
10.46,132.30080649811816
10.47,132.57537115409554
10.48,132.85009174540264
10.49,133.12496808853797
10.5,133.4
10.51,133.67518484916874
10.52,133.9505102169505
10.53,134.225961237133
10.54,134.50152304350408
10.55,134.7771807698515
10.56,135.05291954996306
10.57,135.3287245176265
10.58,135.60458080662966
10.59,135.88047355076034
10.6,136.1563878838063
10.61,136.43230893955533
10.62,136.70822185179523
10.63,136.98411175431383
10.64,137.25996378089883
10.65,137.53576306533805
10.66,137.8114947414193
10.67,138.08714394293037
10.68,138.36269580365902
10.69,138.6381354573931
10.7,138.91344803792032
10.71,139.1886186790286
10.72,139.46363251450555
10.73,139.73847467813906
10.74,140.01313030371688
10.75,140.2875845250269
10.76,140.56182247585673
10.77,140.83582928999434
10.78,141.1095901012274
10.79,141.38309004334377
10.8,141.65631425013126
10.81,141.92924785537755
10.82,142.2018759928705
10.83,142.47418379639788
10.84,142.74615639974746
10.85,143.0177789367071
10.86,143.28903654106455
10.87,143.5599143466075
10.88,143.83039748712395
10.89,144.10047109640155
10.9,144.3701203082281
10.91,144.6393302563914
10.92,144.90808607467926
10.93,145.17637289687937
10.94,145.44417585677965
10.95,145.7114800881678
10.96,145.97827072483173
10.97,146.24453290055914
10.98,146.51025174913775
10.99,146.77541240435545
11.0,147.04
11.01,147.3040024683749
11.02,147.5674189358465
11.03,147.83025132729674
11.04,148.09250156760774
11.05,148.35417158166163
11.06,148.6152632943402
11.07,148.87577863052562
11.08,149.1357195150999
11.09,149.3950878729451
11.1,149.6538856289432
11.11,149.91211470797631
11.12,150.16977703492637
11.13,150.4268745346755
11.14,150.68340913210568
11.15,150.939382752099
11.16,151.19479731953734
11.17,151.4496547593029
11.18,151.7039569962776
11.19,151.95770595534356
11.2,152.21090356138274
11.21,152.46355173927728
11.22,152.71565241390903
11.23,152.9672075101602
11.24,153.21821895291268
11.25,153.46868866704864
11.26,153.71861857745
11.27,153.9680106089989
11.28,154.21686668657722
11.29,154.46518873506713
11.3,154.71297867935067
11.31,154.96023844430977
11.32,155.20696995482646
11.33,155.45317513578286
11.34,155.69885591206094
11.35,155.94401420854277
11.36,156.18865195011034
11.37,156.43277106164572
11.38,156.67637346803096
11.39,156.9194610941481
11.4,157.16203586487902
11.41,157.40409970510595
11.42,157.64565453971082
11.43,157.88670229357564
11.44,158.1272448915825
11.45,158.36728425861344
11.46,158.60682231955047
11.47,158.8458609992756
11.48,159.0844022226709
11.49,159.32244791461835
11.5,159.56
11.51,159.7970651173316
11.52,160.03366875966353
11.53,160.2698411336799
11.54,160.50561244606473
11.55,160.74101290350217
11.56,160.97607271267626
11.57,161.21082208027104
11.58,161.44529121297072
11.59,161.67951031745923
11.6,161.91350960042075
11.61,162.14731926853938
11.62,162.38096952849912
11.63,162.61449058698415
11.64,162.84791265067847
11.65,163.08126592626624
11.66,163.3145806204314
11.67,163.5478869398582
11.68,163.78121509123056
11.69,164.01459528123274
11.7,164.2480577165487
11.71,164.48163260386258
11.72,164.7153501498584
11.73,164.94924056122034
11.74,165.18333404463235
11.75,165.41766080677863
11.76,165.6522510543432
11.77,165.88713499401015
11.78,166.1223428324636
11.79,166.35790477638758
11.8,166.5938510324663
11.81,166.83021180738362
11.82,167.06701730782376
11.83,167.30429774047082
11.84,167.5420833120088
11.85,167.78040422912187
11.86,168.01929069849405
11.87,168.25877292680948
11.88,168.4988811207522
11.89,168.73964548700633
11.9,168.98109623225588
11.91,169.22326356318496
11.92,169.4661776864777
11.93,169.7098688088181
11.94,169.95436713689034
11.95,170.19970287737846
11.96,170.44590623696655
11.97,170.69300742233867
11.98,170.94103664017885
11.99,171.19002409717126
12.0,171.44
12.01,171.69098282229865
12.02,171.94294410549935
12.03,172.19584365798372
12.04,172.44964128813328
12.05,172.70429680432989
12.06,172.95977001495498
12.07,173.21602072839025
12.08,173.47300875301738
12.09,173.730693897218
12.1,173.9890359693737
12.11,174.24799477786618
12.12,174.507530131077
12.13,174.76760183738796
12.14,175.0281697051805
12.15,175.28919354283636
12.16,175.55063315873716
12.17,175.81244836126453
12.18,176.0745989588001
12.19,176.33704475972553
12.2,176.59974557242248
12.21,176.86266120527262
12.22,177.12575146665742
12.23,177.38897616495868
12.24,177.65229510855798
12.25,177.91566810583691
12.26,178.17905496517722
12.27,178.4424154949605
12.28,178.70570950356833
12.29,178.9688967993824
12.3,179.23193719078446
12.31,179.49479048615592
12.32,179.75741649387854
12.33,180.01977502233396
12.34,180.28182587990375
12.35,180.54352887496967
12.36,180.8048438159133
12.37,181.06573051111624
12.38,181.32614876896025
12.39,181.5860583978268
12.4,181.8454192060976
12.41,182.10419100215427
12.42,182.3623335943785
12.43,182.6198067911519
12.44,182.8765704008561
12.45,183.1325842318728
12.46,183.3878080925835
12.47,183.64220179137
12.48,183.89572513661375
12.49,184.14833793669655
12.5,184.4
12.51,184.65068231347368
12.52,184.900400578339
12.53,185.14918167438532
12.54,185.39705248140203
12.55,185.6440398791785
12.56,185.89017074750404
12.57,186.135471966168
12.58,186.3799704149598
12.59,186.6236929736688
12.6,186.8666665220844
12.61,187.10891793999588
12.62,187.35047410719267
12.63,187.59136190346413
12.64,187.83160820859965
12.65,188.07123990238853
12.66,188.3102838646201
12.67,188.54876697508385
12.68,188.786716113569
12.69,189.0241581598651
12.7,189.26111999376133
12.71,189.4976284950472
12.72,189.733710543512
12.73,189.9693930189451
12.74,190.20470280113588
12.75,190.43966676987367
12.76,190.67431180494788
12.77,190.9086647861479
12.78,191.14275259326303
12.79,191.37660210608263
12.8,191.61024020439612
12.81,191.84369376799287
12.82,192.0769896766622
12.83,192.31015481019347
12.84,192.54321604837608
12.85,192.7762002709993
12.86,193.00913435785267
12.87,193.24204518872543
12.88,193.47495964340703
12.89,193.7079046016868
12.9,193.940906943354
12.91,194.1739935481981
12.92,194.4071912960084
12.93,194.6405270665744
12.94,194.87402773968532
12.95,195.10772019513064
12.96,195.34163131269963
12.97,195.57578797218176
12.98,195.81021705336624
12.99,196.04494543604252
13.0,196.28
13.01,196.51539896380663
13.02,196.75112590114463
13.03,196.98715572447512
13.04,197.22346334625868
13.05,197.4600236789565
13.06,197.6968116350293
13.07,197.933802126938
13.08,198.17097006714363
13.09,198.4082903681069
13.1,198.6457379422889
13.11,198.88328770215043
13.12,199.12091456015236
13.13,199.35859342875568
13.14,199.5962992204212
13.15,199.83400684761
13.16,200.0716912227827
13.17,200.30932725840043
13.18,200.546889866924
13.19,200.7843539608143
13.2,201.02169445253227
13.21,201.2588862545388
13.22,201.4959042792948
13.23,201.73272343926115
13.24,201.9693186468987
13.25,202.20566481466844
13.26,202.44173685503128
13.27,202.67750968044808
13.28,202.9129582033797
13.29,203.1480573362871
13.3,203.38278199163125
