wind_speed,REpower 48/600
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,11.31
3.51,11.442159331306232
3.52,11.576817127381794
3.53,11.713962235884432
3.54,11.853583504471937
3.55,11.99566978080206
3.56,12.140209912532583
3.57,12.287192747321267
3.58,12.436607132825886
3.59,12.588441916704204
3.6,12.742685946614
3.61,12.899328070213029
3.62,13.058357135159074
3.63,13.21976198910989
3.64,13.383531479723256
3.65,13.549654454656936
3.66,13.718119761568705
3.67,13.888916248116322
3.68,14.06203276195757
3.69,14.237458150750202
3.7,14.415181262152002
3.71,14.595190943820723
3.72,14.777476043414154
3.73,14.962025408590042
3.74,15.14882788700618
3.75,15.33787232632031
3.76,15.52914757419022
3.77,15.722642478273675
3.78,15.918345886228442
3.79,16.116246645712298
3.8,16.316333604382994
3.81,16.518595609898323
3.82,16.723021509916027
3.83,16.9296001520939
3.84,17.138320384089695
3.85,17.34917105356119
3.86,17.562141008166137
3.87,17.777219095562334
3.88,17.994394163407527
3.89,18.213655059359496
3.9,18.434990631076
3.91,18.65838972621482
3.92,18.883841192433717
3.93,19.11133387739046
3.94,19.34085662874281
3.95,19.57239829414857
3.96,19.805947721265465
3.97,20.041493757751297
3.98,20.27902525126381
3.99,20.518531049460798
4.0,20.76
4.01,21.00342095053921
4.02,21.248782748736183
4.03,21.49607424224872
4.04,21.74528427873454
4.05,21.99640170585144
4.06,22.249415371257182
4.07,22.50431412260956
4.08,22.761086807566294
4.09,23.019722273785185
4.1,23.28020936892399
4.11,23.54253694064052
4.12,23.80669383659248
4.13,24.072668904437663
4.14,24.34045099183385
4.15,24.610028946438824
4.16,24.881391615910317
4.17,25.154527847906103
4.18,25.42942649008396
4.19,25.706076390101696
4.2,25.98446639561701
4.21,26.264585354287707
4.22,26.54642211377155
4.23,26.82996552172634
4.24,27.115204425809782
4.25,27.402127673679693
4.26,27.690724112993824
4.27,27.98098259140995
4.28,28.27289195658586
4.29,28.566441056179286
4.3,28.861618737848
4.31,29.1584138492498
4.32,29.45681523804245
4.33,29.75681175188368
4.34,30.0583922384313
4.35,30.36154554534306
4.36,30.666260520276765
4.37,30.97252601089012
4.38,31.280330864840927
4.39,31.589663929786965
4.4,31.90051405338602
4.41,32.212870083295805
4.42,32.52672086717411
4.43,32.842055252678726
4.44,33.15886208746743
4.45,33.47713021919795
4.46,33.79684849552807
4.47,34.11800576411556
4.48,34.44059087261823
4.49,34.76459266869378
4.5,35.09
4.51,35.41679510653692
4.52,35.74493379767343
4.53,36.07436527512074
4.54,36.40503874058992
4.55,36.73690339579218
4.56,37.069908442438674
4.57,37.40400308224056
4.58,37.73913651690897
4.59,38.075257948155055
4.6,38.41231657768999
4.61,38.75026160722496
4.62,39.089042238471045
4.63,39.42860767313944
4.64,39.768907112941314
4.65,40.10988975958782
4.66,40.45150481479008
4.67,40.79370148025928
4.68,41.13642895770655
4.69,41.479636448843095
4.7,41.82327315538001
4.71,42.16728827902847
4.72,42.511631021499625
4.73,42.856250584504686
4.74,43.20109616975473
4.75,43.54611697896093
4.76,43.89126221383447
4.77,44.23648107608648
4.78,44.58172276742817
4.79,44.92693648957061
4.8,45.27207144422499
4.81,45.61707683310248
4.82,45.96190185791425
4.83,46.3064957203714
4.84,46.65080762218511
4.85,46.99478676506654
4.86,47.33838235072689
4.87,47.68154358087724
4.88,48.02421965722876
4.89,48.36635978149263
4.9,48.707913155380005
4.91,49.048828980602025
4.92,49.38905645886984
4.93,49.728544791894606
4.94,50.06724318138754
4.95,50.4051008290597
4.96,50.74206693662229
4.97,51.07809070578645
4.98,51.41312133826338
4.99,51.74710803576417
5.0,52.08
5.01,52.41176758331313
5.02,52.74246574057005
5.03,53.07217057726842
5.04,53.4009581989058
5.05,53.72890471097982
5.06,54.056086218988106
5.07,54.38257882842828
5.08,54.7084586447979
5.09,55.03380177359461
5.1,55.35868432031601
5.11,55.68318239045976
5.12,56.00737208952341
5.13,56.33132952300458
5.14,56.65513079640088
5.15,56.97885201520998
5.16,57.30256928492942
5.17,57.62635871105683
5.18,57.95029639908982
5.19,58.27445845452605
5.2,58.598920982863056
5.21,58.92376008959848
5.22,59.24905188022991
5.23,59.57487246025504
5.24,59.90129793517139
5.25,60.22840441047662
5.26,60.5562679916683
5.27,60.88496478424407
5.28,61.21457089370157
5.29,61.54516242553836
5.3,61.87681548525204
5.31,62.209606178340266
5.32,62.54361061030067
5.33,62.87890488663079
5.34,63.21556511282826
5.35,63.55366739439072
5.36,63.893287836815794
5.37,64.23450254560103
5.38,64.57738762624408
5.39,64.92201918424254
5.4,65.26847332509405
5.41,65.61682615429616
5.42,65.96715377734657
5.43,66.3195322997428
5.44,66.67403782698254
5.45,67.03074646456334
5.46,67.38973431798284
5.47,67.75107749273863
5.48,68.11485209432838
5.49,68.48113422824963
5.5,68.85
5.51,69.22151171155238
5.52,69.5956764507805
5.53,69.97248750203346
5.54,70.3519381496602
5.55,70.73402167800975
5.56,71.11873137143117
5.57,71.50606051427346
5.58,71.89600239088563
5.59,72.28855028561667
5.6,72.68369748281567
5.61,73.08143726683164
5.62,73.48176292201354
5.63,73.88466773271043
5.64,74.29014498327133
5.65,74.69818795804527
5.66,75.10878994138122
5.67,75.52194421762825
5.68,75.93764407113534
5.69,76.35588278625158
5.7,76.7766536473259
5.71,77.19994993870738
5.72,77.62576494474501
5.73,78.05409194978785
5.74,78.48492423818483
5.75,78.91825509428507
5.76,79.35407780243753
5.77,79.79238564699126
5.78,80.23317191229529
5.79,80.6764298826986
5.8,81.12215284255022
5.81,81.57033407619915
5.82,82.0209668679945
5.83,82.4740445022852
5.84,82.92956026342026
5.85,83.38750743574874
5.86,83.8478793036197
5.87,84.31066915138207
5.88,84.77587026338495
5.89,85.24347592397729
5.9,85.7134794175082
5.91,86.18587402832658
5.92,86.66065304078153
5.93,87.13780973922204
5.94,87.61733740799717
5.95,88.09922933145589
5.96,88.58347879394724
5.97,89.07007907982023
5.98,89.55902347342392
5.99,90.0503052591073
6.0,90.54391772121932
6.01,91.03985414410911
6.02,91.53810781212566
6.03,92.038672009618
6.04,92.54154002093507
6.05,93.04670513042598
6.06,93.55416062243972
6.07,94.06389978132532
6.08,94.57591589143172
6.09,95.09020223710806
6.1,95.60675210270328
6.11,96.12555877256644
6.12,96.64661553104652
6.13,97.16991566249258
6.14,97.69545245125364
6.15,98.22321918167869
6.16,98.75320913811674
6.17,99.28541560491682
6.18,99.81983186642798
6.19,100.35645120699924
6.2,100.8952669109796
6.21,101.43627226271803
6.22,101.97946054656364
6.23,102.5248250468654
6.24,103.07235904797234
6.25,103.62205583423348
6.26,104.1739086899978
6.27,104.72791089961434
6.28,105.28405574743226
6.29,105.84233651780036
6.3,106.40274649506776
6.31,106.96527896358346
6.32,107.52992720769656
6.33,108.09668451175598
6.34,108.66554416011074
6.35,109.2364994371099
6.36,109.80954362710251
6.37,110.38467001443756
6.38,110.96187188346404
6.39,111.54114251853096
6.4,112.12247520398743
6.41,112.70586322418237
6.42,113.2912998634648
6.43,113.87877840618384
6.44,114.46829213668848
6.45,115.05983433932764
6.46,115.65339829845044
6.47,116.24897729840583
6.48,116.84656462354296
6.49,117.44615355821068
6.5,118.04773738675809
6.51,118.65130939353418
6.52,119.25686286288804
6.53,119.86439107916868
6.54,120.473887326725
6.55,121.08534488990615
6.56,121.6987570530611
6.57,122.31411710053892
6.58,122.93141831668852
6.59,123.550653985859
6.6,124.1718173923993
6.61,124.79490182065864
6.62,125.4199005549858
6.63,126.0468068797299
6.64,126.67561407923998
6.65,127.3063154378651
6.66,127.93890423995413
6.67,128.57337376985618
6.68,129.20971731192031
6.69,129.84792815049556
6.7,130.48799956993076
6.71,131.12992485457508
6.72,131.77369728877756
6.73,132.4193101568872
6.74,133.06675674325294
6.75,133.71603033222385
6.76,134.367124208149
6.77,135.02003165537732
6.78,135.67474595825794
6.79,136.33126040113976
6.8,136.98956826837184
6.81,137.64966284430326
6.82,138.31153741328302
6.83,138.97518525966
6.84,139.64059966778345
6.85,140.30777392200218
6.86,140.97670130666535
6.87,141.6473751061219
6.88,142.3197886047209
6.89,142.99393508681132
6.9,143.6698078367423
6.91,144.3474001388627
6.92,145.0267052775216
6.93,145.70771653706802
6.94,146.39042720185105
6.95,147.07483055621955
6.96,147.7609198845227
6.97,148.44868847110945
6.98,149.13812960032882
6.99,149.82923655652985
7.0,150.5220026240615
7.01,151.21642108727286
7.02,151.91248523051286
7.03,152.61018833813074
7.04,153.30952369447525
7.05,154.01048458389553
7.06,154.7130642907406
7.07,155.4172560993595
7.08,156.1230532941012
7.09,156.83044915931472
7.1,157.53943697934912
7.11,158.25001003855343
7.12,158.9621616212766
7.13,159.67588501186768
7.14,160.39117349467568
7.15,161.10802035404973
7.16,161.82641887433869
7.17,162.54636233989166
7.18,163.26784403505764
7.19,163.9908572441857
7.2,164.71539525162476
7.21,165.4414513417239
7.22,166.1690187988321
7.23,166.89809090729852
7.24,167.628660951472
7.25,168.36072221570163
7.26,169.09426798433643
7.27,169.8292915417254
7.28,170.5657861722177
7.29,171.30374516016215
7.3,172.04316178990783
7.31,172.7840293458038
7.32,173.5263411121991
7.33,174.27009037344268
7.34,175.0152704138836
7.35,175.76187451787084
7.36,176.5098959697535
7.37,177.25932805388047
7.38,178.0101640546009
7.39,178.76239725626374
7.4,179.51602094321808
7.41,180.2710283998128
7.42,181.02741291039703
7.43,181.78516775931985
7.44,182.5442862309301
7.45,183.30476160957687
7.46,184.0665871796093
7.47,184.82975622537623
7.48,185.5942620312269
7.49,186.3600978815101
7.5,187.1272570605749
7.51,187.8957328527704
7.52,188.6655185424455
7.53,189.4366074139495
7.54,190.20899275163103
7.55,190.9826678398394
7.56,191.75762596292347
7.57,192.53386040523245
7.58,193.31136445111508
7.59,194.09013138492057
7.6,194.87015449099792
7.61,195.65142705369615
7.62,196.4339423573642
7.63,197.21769368635125
7.64,198.002674325006
7.65,198.78887755767795
7.66,199.5762966687157
7.67,200.3649249424685
7.68,201.15475566328516
7.69,201.94578211551504
7.7,202.7379975835068
7.71,203.5313953516096
7.72,204.3259687041725
7.73,205.12171092554465
7.74,205.91861530007472
7.75,206.716675112112
7.76,207.5158836460053
7.77,208.3162341861039
7.78,209.1177200167568
7.79,209.9203344223127
7.8,210.7240706871209
7.81,211.5289220955304
7.82,212.33488193189007
7.83,213.1419434805492
7.84,213.95010002585647
7.85,214.75934485216112
7.86,215.5696712438121
7.87,216.38107248515848
7.88,217.1935418605492
7.89,218.0070726543334
7.9,218.82165815086
7.91,219.63729163447803
7.92,220.4539663895365
7.93,221.2716757003845
7.94,222.09041285137096
7.95,222.91017112684497
7.96,223.7309438111555
7.97,224.5527241886516
7.98,225.3755055436824
7.99,226.19928116059663
8.0,227.02404432374348
8.01,227.84978831747208
8.02,228.67650642613123
8.03,229.50419193407012
8.04,230.3328381256377
8.05,231.1624382851831
8.06,231.99298569705516
8.07,232.8244736456029
8.08,233.65689541517543
8.09,234.49024429012184
8.1,235.324513554791
8.11,236.159696493532
8.12,236.99578639069392
8.13,237.83277653062575
8.14,238.67066019767643
8.15,239.509430676195
8.16,240.3490812505304
8.17,241.1896052050319
8.18,242.0309958240483
8.19,242.87324639192872
8.2,243.71635019302212
8.21,244.56030051167767
8.22,245.4050906322442
8.23,246.2507138390708
8.24,247.0971634165064
8.25,247.94443264890015
8.26,248.7925148206011
8.27,249.64140321595812
8.28,250.49109111932037
8.29,251.34157181503676
8.3,252.1928385874565
8.31,253.0448847209284
8.32,253.89770349980137
8.33,254.75128820842477
8.34,255.6056321311474
8.35,256.4607285523183
8.36,257.31657075628664
8.37,258.1731520274012
8.38,259.0304656500113
8.39,259.8885049084657
8.4,260.7472630871134
8.41,261.6067334703036
8.42,262.46690934238524
8.43,263.32778398770733
8.44,264.18935069061894
8.45,265.0516027354689
8.46,265.9145334066067
8.47,266.7781359883809
8.48,267.6424037651405
8.49,268.5073300212348
8.5,269.3729080410127
8.51,270.2391311088232
8.52,271.10599250901527
8.53,271.97348552593803
8.54,272.84160344394047
8.55,273.7103395473718
8.56,274.5796871205806
8.57,275.4496394479163
8.58,276.32018981372767
8.59,277.19133150236377
8.6,278.0630577981737
8.61,278.93536198550646
8.62,279.80823734871103
8.63,280.6816771721366
8.64,281.5556747401319
8.65,282.4302233370461
8.66,283.30531624722823
8.67,284.1809467550272
8.68,285.0571081447922
8.69,285.9337937008722
8.7,286.81099670761614
8.71,287.6887104493733
8.72,288.5669282104923
8.73,289.44564327532225
8.74,290.3248489282124
8.75,291.2045384535116
8.76,292.0847051355689
8.77,292.9653422587333
8.78,293.8464431073539
8.79,294.72800096577964
8.8,295.6100091183597
8.81,296.4924608494428
8.82,297.3753494433782
8.83,298.2586681845148
8.84,299.1424103572017
8.85,300.0265692457877
8.86,300.9111381346222
8.87,301.79611030805404
8.88,302.68147905043224
8.89,303.5672376461057
8.9,304.4533793794236
8.91,305.33989753473486
8.92,306.2267853963885
8.93,307.11403624873367
8.94,308.0016433761192
8.95,308.8896000628944
8.96,309.777899593408
8.97,310.666535252009
8.98,311.55550032304666
8.99,312.4447880908699
9.0,313.3343918398276
9.01,314.2243048542689
9.02,315.1145204185429
9.03,316.0050318169985
9.04,316.8958323339847
9.05,317.7869152538508
9.06,318.67827386094547
9.07,319.5699014396177
9.08,320.4617912742168
9.09,321.3539366490916
9.1,322.24633084859124
9.11,323.13896715706466
9.12,324.03183885886085
9.13,324.924939238329
9.14,325.8182615798179
9.15,326.71179916767665
9.16,327.60554528625426
9.17,328.4994932198998
9.18,329.3936362529623
9.19,330.2879676697908
9.2,331.1824807547341
9.21,332.0771687921416
9.22,332.972025066362
9.23,333.8670428617445
9.24,334.76221546263787
9.25,335.65753615339133
9.26,336.552998218354
9.27,337.4485949418747
9.28,338.3443196083026
9.29,339.2401655019865
9.3,340.1361259072758
9.31,341.0321941085191
9.32,341.9283633900657
9.33,342.8246270362645
9.34,343.72097833146444
9.35,344.61741056001483
9.36,345.51391700626425
9.37,346.4104909545621
9.38,347.3071256892574
9.39,348.2038144946989
9.4,349.1005506552358
9.41,349.99732745521703
9.42,350.8941381789916
9.43,351.7909761109087
9.44,352.6878345353172
9.45,353.58470673656615
9.46,354.4815859990048
9.47,355.37846560698165
9.48,356.27533884484615
9.49,357.17219899694703
9.5,358.06903934763363
9.51,358.9658531812547
9.52,359.8626337821594
9.53,360.7593744346967
9.54,361.6560684232156
9.55,362.5527090320654
9.56,363.4492895455948
9.57,364.3458032481526
9.58,365.2422434240883
9.59,366.1386033577507
9.6,367.0348763334889
9.61,367.93105563565183
9.62,368.82713454858856
9.63,369.72310635664826
9.64,370.6189643441795
9.65,371.5147017955317
9.66,372.4103119950539
9.67,373.3057882270948
9.68,374.2011237760037
9.69,375.0963119261295
9.7,375.99134596182125
9.71,376.88621916742807
9.72,377.7809248272988
9.73,378.6754562257824
9.74,379.5698066472281
9.75,380.463969375985
9.76,381.3579376964018
9.77,382.25170489282766
9.78,383.14526424961167
9.79,384.0386090511028
9.8,384.9317325816503
9.81,385.82462812560266
9.82,386.7172889673093
9.83,387.6097083911192
9.84,388.5018796813812
9.85,389.3937961224444
9.86,390.2854509986579
9.87,391.1768375943708
9.88,392.0679491939321
9.89,392.9587790816905
9.9,393.8493205419953
9.91,394.7395668591954
9.92,395.6295113176399
9.93,396.5191472016777
9.94,397.40846779565805
9.95,398.2974663839299
9.96,399.1861362508422
9.97,400.07447068074384
9.98,400.962462957984
9.99,401.85010636691175
10.0,402.737394191876
10.01,403.6243197172258
10.02,404.51087622731006
10.03,405.39705700647806
10.04,406.28285533907854
10.05,407.168264509461
10.06,408.0532778019737
10.07,408.9378885009663
10.08,409.8220898907874
10.09,410.7058752557864
10.1,411.589237880312
10.11,412.4721710487133
10.12,413.3546680453395
10.13,414.2367221545395
10.14,415.1183266606623
10.15,415.9994748480569
10.16,416.88016000107234
10.17,417.7603754040576
10.18,418.64011434136177
10.19,419.5193700973338
10.2,420.3981359563229
10.21,421.2764052026778
10.22,422.1541711207477
10.23,423.03142699488166
10.24,423.9081661094286
10.25,424.7843817487375
10.26,425.6600671971573
10.27,426.5352157390374
10.28,427.4098206587266
10.29,428.2838752405737
10.3,429.1573727689282
10.31,430.0303065281387
10.32,430.9026698025542
10.33,431.774455876524
10.34,432.64565803439694
10.35,433.5162695605222
10.36,434.3862837392487
10.37,435.2556938549253
10.38,436.1244931919015
10.39,436.99267503452575
10.4,437.8602326671473
10.41,438.7271593741152
10.42,439.5934484397785
10.43,440.4590931484862
10.44,441.3240867845872
10.45,442.1884226324306
10.46,443.05209397636577
10.47,443.915094100741
10.48,444.7774162899059
10.49,445.6390538282092
10.5,446.5
10.51,447.3602602704242
10.52,448.2198888278146
10.53,449.07895204130136
10.54,449.9375162800141
10.55,450.7956479130832
10.56,451.6534133096376
10.57,452.5108788388077
10.58,453.3681108697232
10.59,454.2251757715141
10.6,455.0821399133101
10.61,455.9390696642411
10.62,456.7960313934369
10.63,457.6530914700276
10.64,458.5103162631426
10.65,459.3677721419121
10.66,460.22552547546553
10.67,461.0836426329333
10.68,461.94218998344496
10.69,462.8012338961304
10.7,463.66084074011934
10.71,464.52107688454186
10.72,465.3820086985275
10.73,466.2437025512064
10.74,467.1062248117083
10.75,467.9696418491629
10.76,468.8340200327002
10.77,469.6994257314501
10.78,470.5659253145424
10.79,471.4335851511068
10.8,472.3024716102735
10.81,473.1726510611719
10.82,474.04418987293207
10.83,474.9171544146838
10.84,475.7916110555572
10.85,476.6676261646816
10.86,477.5452661111872
10.87,478.424597264204
10.88,479.3056859928615
10.89,480.1885986662897
10.9,481.0734016536183
10.91,481.9601613239774
10.92,482.8489440464966
10.93,483.739816190306
10.94,484.6328441245352
10.95,485.5280942183141
10.96,486.4256328407729
10.97,487.3255263610408
10.98,488.22784114824816
10.99,489.13264357152457
11.0,490.04
11.01,490.9499134353176
11.02,491.8621334091745
11.03,492.776346085781
11.04,493.6922376293474
11.05,494.6094942040844
11.06,495.527801974202
11.07,496.4468471039107
11.08,497.366315757421
11.09,498.2858940989433
11.1,499.2052682926878
11.11,500.12412450286496
11.12,501.0421488936853
11.13,501.9590276293591
11.14,502.8744468740967
11.15,503.7880927921087
11.16,504.699651547605
11.17,505.6088093047966
11.18,506.5152522278934
11.19,507.4186664811061
11.2,508.3187382286449
11.21,509.2151536347205
11.22,510.1075988635428
11.23,510.9957600793225
11.24,511.8793234462699
11.25,512.7579751285954
11.26,513.6314012905094
11.27,514.4992880962224
11.28,515.3613217099445
11.29,516.2171882958863
11.3,517.0665740182584
11.31,517.9091650412706
11.32,518.7446475291338
11.33,519.572707646058
11.34,520.393031556254
11.35,521.2053054239318
11.36,522.009215413302
11.37,522.804447688575
11.38,523.5906884139612
11.39,524.3676237536708
11.4,525.1349398719144
11.41,525.8923229329023
11.42,526.6394591008448
11.43,527.3760345399523
11.44,528.1017354144354
11.45,528.8162478885043
11.46,529.5192581263696
11.47,530.2104522922414
11.48,530.8895165503301
11.49,531.5561370648461
11.5,532.21
11.51,532.8509103883051
11.52,533.4791487354871
11.53,534.0951144155744
11.54,534.6992068025957
11.55,535.2918252705795
11.56,535.8733691935546
11.57,536.4442379455494
11.58,537.0048309005925
11.59,537.555547432713
11.6,538.0967869159388
11.61,538.628948724299
11.62,539.1524322318218
11.63,539.6676368125363
11.64,540.1749618404708
11.65,540.674806689654
11.66,541.1675707341145
11.67,541.6536533478807
11.68,542.1334539049815
11.69,542.6073717794453
11.7,543.075806345301
11.71,543.5391569765769
11.72,543.9978230473017
11.73,544.4522039315041
11.74,544.9026990032124
11.75,545.3497076364555
11.76,545.793629205262
11.77,546.2348630836606
11.78,546.6738086456796
11.79,547.1108652653478
11.8,547.5464323166939
11.81,547.9809091737461
11.82,548.4146952105335
11.83,548.8481898010845
11.84,549.2817923194275
11.85,549.7159021395914
11.86,550.1509186356047
11.87,550.5872411814961
11.88,551.0252691512941
11.89,551.4654019190274
11.9,551.9080388587244
11.91,552.353579344414
11.92,552.8024227501246
11.93,553.2549684498847
11.94,553.7116158177233
11.95,554.1727642276687
11.96,554.6388130537496
11.97,555.1101616699946
11.98,555.5872094504323
11.99,556.0703557690912
12.0,556.56
12.01,557.0564197314618
12.02,557.5594054088774
12.03,558.0686256919219
12.04,558.5837492402704
12.05,559.1044447135982
12.06,559.6303807715805
12.07,560.1612260738922
12.08,560.6966492802089
12.09,561.2363190502056
12.1,561.7799040435574
12.11,562.3270729199397
12.12,562.8774943390273
12.13,563.430836960496
12.14,563.9867694440204
12.15,564.544960449276
12.16,565.1050786359377
12.17,565.666792663681
12.18,566.229771192181
12.19,566.7936828811128
12.2,567.3581963901515
12.21,567.9229803789726
12.22,568.487703507251
12.23,569.0520344346621
12.24,569.6156418208808
12.25,570.1781943255826
12.26,570.7393606084424
12.27,571.2988093291356
12.28,571.8562091473373
12.29,572.4112287227226
12.3,572.9635367149671
12.31,573.5128017837453
12.32,574.0586925887329
12.33,574.600877789605
12.34,575.1390260460365
12.35,575.6728060177029
12.36,576.2018863642792
12.37,576.7259357454407
12.38,577.2446228208626
12.39,577.7576162502202
12.4,578.2645846931882
12.41,578.7651968094423
12.42,579.2591212586575
12.43,579.7460267005089
12.44,580.2255817946718
12.45,580.6974552008213
12.46,581.1613155786326
12.47,581.6168315877811
12.48,582.0636718879416
12.49,582.5015051387894
12.5,582.93
12.51,583.3489193258475
12.52,583.7584027490035
12.53,584.1586840967384
12.54,584.5499971963229
12.55,584.9325758750281
12.56,585.3066539601242
12.57,585.6724652788818
12.58,586.030243658572
12.59,586.380222926465
12.6,586.7226369098316
12.61,587.0577194359425
12.62,587.3857043320685
12.63,587.7068254254801
12.64,588.0213165434479
12.65,588.3294115132428
12.66,588.6313441621351
12.67,588.9273483173955
12.68,589.2176578062949
12.69,589.5025064561038
12.7,589.782128094093
12.71,590.0567565475329
12.72,590.3266256436943
12.73,590.591969209848
12.74,590.8530210732644
12.75,591.1100150612141
12.76,591.3631850009681
12.77,591.612764719797
12.78,591.8589880449709
12.79,592.1020888037614
12.8,592.3423008234383
12.81,592.5798579312727
12.82,592.8149939545352
12.83,593.0479427204963
12.84,593.2789380564268
12.85,593.5082137895972
12.86,593.7360037472782
12.87,593.9625417567407
12.88,594.1880616452552
12.89,594.4127972400922
12.9,594.6369823685226
12.91,594.8608508578168
12.92,595.0846365352456
12.93,595.3085732280796
12.94,595.5328947635896
12.95,595.7578349690463
12.96,595.9836276717199
12.97,596.2105066988817
12.98,596.4387058778017
12.99,596.6684590357509
13.0,596.9
13.01,597.1335259251482
13.02,597.3690872751091
13.03,597.6066978411249
13.04,597.8463714144376
13.05,598.0881217862897
13.06,598.3319627479234
13.07,598.5779080905805
13.08,598.8259716055035
13.09,599.0761670839346
13.1,599.3285083171161
13.11,599.5830090962899
13.12,599.8396832126982
13.13,600.0985444575836
13.14,600.3596066221879
13.15,600.6228834977536
13.16,600.8883888755225
13.17,601.1561365467371
13.18,601.4261403026397
13.19,601.6984139344722
13.2,601.9729712334769
13.21,602.249825990896
13.22,602.5289919979718
13.23,602.8104830459464
13.24,603.094312926062
13.25,603.3804954295608
13.26,603.669044347685
13.27,603.9599734716769
13.28,604.2532965927785
13.29,604.5490275022321
13.3,604.84717999128
13.31,605.1477678511641
13.32,605.4508048731269
13.33,605.7563048484105
13.34,606.064281568257
13.35,606.3747488239088
13.36,606.6877204066078
13.37,607.0032101075965
13.38,607.321231718117
13.39,607.6417990294113
13.4,607.964925832722
13.41,608.290625919291
13.42,608.6189130803604
13.43,608.9498011071726
13.44,609.2833037909699
13.45,609.6194349229943
13.46,609.9582082944879
13.47,610.2996376966933
13.48,610.6437369208522
13.49,610.990519758207
13.5,611.34
13.51,611.6921271335599
13.52,612.0465934305606
13.53,612.4030268587628
13.54,612.7610553859267
13.55,613.1203069798134
