wind_speed,GE Vernova GE 2.5-103
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,17.0
3.01,17.64967490199886
3.02,18.302496779634183
3.03,18.958499368097005
3.04,19.617716402578477
3.05,20.280181618269623
3.06,20.945928750361603
3.07,21.61499153404545
3.08,22.28740370451233
3.09,22.963198996953253
3.1,23.642411146559382
3.11,24.32507388852176
3.12,25.011220958031533
3.13,25.700886090279727
3.14,26.394103020457504
3.15,27.090905483755893
3.16,27.79132721536605
3.17,28.49540195047901
3.18,29.203163424285925
3.19,29.91464537197782
3.2,30.629881528745862
3.21,31.348905629781065
3.22,32.07175141027461
3.23,32.798452605417495
3.24,33.529042950400914
3.25,34.26355618041586
3.26,35.00202603065349
3.27,35.7444862363049
3.28,36.49097053256115
3.29,37.24151265461337
3.3,37.9961463376526
3.31,38.75490531687001
3.32,39.5178233274566
3.33,40.28493410460355
3.34,41.05627138350189
3.35,41.83186889934276
3.36,42.6117603873172
3.37,43.39597958261636
3.38,44.184560220431294
3.39,44.977536035953136
3.4,45.774940764372914
3.41,46.5768081408818
3.42,47.38317190067082
3.43,48.19406577893111
3.44,49.00952351085371
3.45,49.8295788316298
3.46,50.654265476450384
3.47,51.48361718050664
3.48,52.31766767898958
3.49,53.15645070709035
3.5,54.0
3.51,54.84834929290965
3.52,55.70153232101043
3.53,56.55958281949338
3.54,57.42253452354962
3.55,58.2904211683702
3.56,59.1632764891463
3.57,60.0411342210689
3.58,60.9240280993292
3.59,61.811991859118216
3.6,62.705059235627104
3.61,63.60326396404688
3.62,64.50663977956872
3.63,65.41522041738364
3.64,66.32903961268282
3.65,67.24813110065726
3.66,68.17252861649813
3.67,69.10226589539644
3.68,70.03737667254342
3.69,70.97789468313
3.7,71.92385366234741
3.71,72.87528734538664
3.72,73.83222946743886
3.73,74.79471376369509
3.74,75.76277396934654
3.75,76.73644381958414
3.76,77.71575704959909
3.77,78.7007473945825
3.78,79.69144858972541
3.79,80.68789437021896
3.8,81.69011847125414
3.81,82.6981546280222
3.82,83.71203657571408
3.83,84.73179804952099
3.84,85.75747278463396
3.85,86.78909451624412
3.86,87.8266969795425
3.87,88.8703139097203
3.88,89.91997904196847
3.89,90.97572611147824
3.9,92.0375888534406
3.91,93.10560100304676
3.92,94.17979629548768
3.93,95.26020846595456
3.94,96.34687124963838
3.95,97.4398183817304
3.96,98.53908359742152
3.97,99.644700631903
3.98,100.7567032203658
3.99,101.87512509800116
4.0,103.0
4.01,104.1313519263624
4.02,105.26916593632404
4.03,106.41341735392947
4.04,107.56408150322312
4.05,108.72113370824948
4.06,109.88454929305324
4.07,111.05430358167894
4.08,112.23037189817092
4.09,113.41272956657384
4.1,114.60135191093224
4.11,115.79621425529076
4.12,116.99729192369368
4.13,118.20456024018569
4.14,119.41799452881128
4.15,120.63757011361513
4.16,121.86326231864147
4.17,123.09504646793512
4.18,124.33289788554046
4.19,125.5767918955022
4.2,126.82670382186464
4.21,128.08260898867238
4.22,129.34448271997
4.23,130.61230033980212
4.24,131.88603717221312
4.25,133.16566854124758
4.26,134.45116977095
4.27,135.74251618536505
4.28,137.03968310853722
4.29,138.3426458645109
4.3,139.65137977733073
4.31,140.9658601710412
4.32,142.28606236968704
4.33,143.61196169731252
4.34,144.94353347796223
4.35,146.2807530356808
4.36,147.62359569451277
4.37,148.97203677850257
4.38,150.32605161169477
4.39,151.6856155181339
4.4,153.0507038218646
4.41,154.4212918469313
4.42,155.79735491737844
4.43,157.1788683572507
4.44,158.56580749059276
4.45,159.95814764144876
4.46,161.3558641338635
4.47,162.75893229188142
4.48,164.16732743954728
4.49,165.58102490090522
4.5,167.0
4.51,168.4242670016405
4.52,169.8539959336932
4.53,171.28939576478885
4.54,172.73067546355804
4.55,174.1780439986317
4.56,175.63171033864057
4.57,177.09188345221557
4.58,178.55877230798714
4.59,180.03258587458632
4.6,181.5135331206437
4.61,183.00182301479032
4.62,184.4976645256567
4.63,186.0012666218736
4.64,187.5128382720719
4.65,189.0325884448825
4.66,190.560726108936
4.67,192.09746023286303
4.68,193.64299978529465
4.69,195.19755373486151
4.7,196.76133105019437
4.71,198.33454069992388
4.72,199.91739165268103
4.73,201.51009287709667
4.74,203.1128533418012
4.75,204.72588201542564
4.76,206.3493878666007
4.77,207.9835798639572
4.78,209.628666976126
4.79,211.2848581717376
4.8,212.95236241942288
4.81,214.63138868781277
4.82,216.32214594553795
4.83,218.02484316122903
4.84,219.73968930351705
4.85,221.46689334103252
4.86,223.20666424240653
4.87,224.9592109762695
4.88,226.72474251125243
4.89,228.50346781598597
4.9,230.29559585910116
4.91,232.10133560922827
4.92,233.9208960349985
4.93,235.7544861050424
4.94,237.60231478799105
4.95,239.4645910524747
4.96,241.34152386712452
4.97,243.2333222005712
4.98,245.14019502144555
4.99,247.0623512983782
5.0,249.0
5.01,250.95330678093876
5.02,252.9222640398104
5.03,254.90682086122797
5.04,256.9069263298042
5.05,258.92252953015213
5.06,260.9535795468849
5.07,263.00002546461536
5.08,265.0618163679563
5.09,267.1389013415208
5.1,269.23122946992186
5.11,271.33874983777264
5.12,273.4614115296856
5.13,275.59916363027395
5.14,277.7519552241506
5.15,279.9197353959288
5.16,282.1024532302212
5.17,284.3000578116406
5.18,286.5124982248004
5.19,288.7397235543134
5.2,290.9816828847923
5.21,293.23832530085025
5.22,295.5095998871002
5.23,297.7954557281553
5.24,300.0958419086281
5.25,302.41070751313185
5.26,304.7400016262793
5.27,307.0836733326837
5.28,309.4416717169579
5.29,311.81394586371465
5.3,314.2004448575671
5.31,316.6011177831281
5.32,319.0159137250108
5.33,321.4447817678279
5.34,323.8876709961925
5.35,326.3445304947175
5.36,328.8153093480161
5.37,331.2999566407008
5.38,333.79842145738485
5.39,336.31065288268115
5.4,338.8366000012029
5.41,341.37621189756254
5.42,343.9294376563734
5.43,346.4962263622482
5.44,349.07652709980044
5.45,351.6702889536423
5.46,354.2774610083871
5.47,356.8979923486479
5.48,359.5318320590377
5.49,362.1789292241692
5.5,364.83923292865546
5.51,367.5126922571095
5.52,370.1992562941441
5.53,372.89887412437264
5.54,375.6114948324075
5.55,378.3370675028618
5.56,381.0755412203489
5.57,383.8268650694816
5.58,386.5909881348724
5.59,389.3678595011346
5.6,392.1574282528812
5.61,394.9596434747253
5.62,397.77445425127945
5.63,400.6018096671567
5.64,403.44165880697017
5.65,406.293950755333
5.66,409.1586345968578
5.67,412.03565941615744
5.68,414.9249742978452
5.69,417.82652832653406
5.7,420.7402705868366
5.71,423.666150163366
5.72,426.60411614073513
5.73,429.5541176035574
5.74,432.51610363644505
5.75,435.49002332401153
5.76,438.4758257508696
5.77,441.473460001632
5.78,444.4828751609126
5.79,447.5040203133232
5.8,450.5368445434773
5.81,453.5812969359878
5.82,456.637326575468
5.83,459.7048825465303
5.84,462.7839139337877
5.85,465.8743698218536
5.86,468.9761992953408
5.87,472.0893514388619
5.88,475.2137753370301
5.89,478.34942007445846
5.9,481.4962347357601
5.91,484.6541684055474
5.92,487.8231701684336
5.93,491.00318910903167
5.94,494.194174311955
5.95,497.3960748618158
5.96,500.60883984322726
5.97,503.8324183408026
5.98,507.0667594391549
5.99,510.3118122228965
6.0,513.5675257766405
6.01,516.8338491850003
6.02,520.1107315325885
6.03,523.3981219040185
6.04,526.6959693839025
6.05,530.0042230568538
6.06,533.3228320074855
6.07,536.651745320411
6.08,539.9909120802422
6.09,543.3402813715927
6.1,546.6998022790751
6.11,550.0694238873033
6.12,553.4490952808889
6.13,556.8387655444457
6.14,560.2383837625865
6.15,563.6478990199245
6.16,567.0672604010721
6.17,570.4964169906425
6.18,573.9353178732488
6.19,577.3839121335039
6.2,580.8421488560207
6.21,584.3099771254119
6.22,587.7873460262908
6.23,591.2742046432705
6.24,594.7705020609637
6.25,598.2761873639834
6.26,601.7912096369424
6.27,605.3155179644536
6.28,608.8490614311308
6.29,612.3917891215859
6.3,615.9436501204324
6.31,619.5045935122829
6.32,623.074568381751
6.33,626.6535238134488
6.34,630.2414088919899
6.35,633.8381727019869
6.36,637.4437643280534
6.37,641.0581328548013
6.38,644.6812273668443
6.39,648.3129969487951
6.4,651.9533906852671
6.41,655.6023576608724
6.42,659.2598469602246
6.43,662.9258076679366
6.44,666.6001888686214
6.45,670.2829396468917
6.46,673.9740090873604
6.47,677.6733462746405
6.48,681.3809002933459
6.49,685.096620228088
6.5,688.8204551634806
6.51,692.5523541841364
6.52,696.2922663746688
6.53,700.0401408196906
6.54,703.7959266038143
6.55,707.5595728116532
6.56,711.3310285278201
6.57,715.1102428369287
6.58,718.8971648235909
6.59,722.69174357242
6.6,726.4939281680292
6.61,730.3036676950315
6.62,734.1209112380394
6.63,737.9456078816661
6.64,741.7777067105249
6.65,745.6171568092284
6.66,749.4639072623893
6.67,753.3179071546209
6.68,757.1791055705361
6.69,761.0474515947484
6.7,764.9228943118695
6.71,768.8053828065132
6.72,772.6948661632927
6.73,776.5912934668205
6.74,780.4946138017095
6.75,784.4047762525727
6.76,788.3217299040232
6.77,792.2454238406738
6.78,796.1758071471382
6.79,800.1128289080283
6.8,804.0564382079573
6.81,808.0065841315384
6.82,811.9632157633848
6.83,815.9262821881089
6.84,819.895732490324
6.85,823.8715157546428
6.86,827.8535810656788
6.87,831.8418775080443
6.88,835.8363541663523
6.89,839.8369601252161
6.9,843.843644469249
6.91,847.8563562830632
6.92,851.8750446512718
6.93,855.899658658488
6.94,859.9301473893249
6.95,863.966459928395
6.96,868.0085453603115
6.97,872.0563527696872
6.98,876.1098312411357
6.99,880.168929859269
7.0,884.2335977087004
7.01,888.3037838740432
7.02,892.3794374399099
7.03,896.4605074909141
7.04,900.5469431116682
7.05,904.638693386785
7.06,908.735707400878
7.07,912.83793423856
7.08,916.9453229844436
7.09,921.0578227231422
7.1,925.1753825392684
7.11,929.2979515174356
7.12,933.425478742256
7.13,937.5579132983432
7.14,941.69520427031
7.15,945.8373007427698
7.16,949.9841518003344
7.17,954.135706527618
7.18,958.2919140092326
7.19,962.4527233297922
7.2,966.6180835739084
7.21,970.7879438261956
7.22,974.9622531712656
7.23,979.140960693732
7.24,983.3240154782076
7.25,987.5113666093048
7.26,991.7029631716374
7.27,995.898754249818
7.28,1000.0986889284598
7.29,1004.3027162921752
7.3,1008.5107854255774
7.31,1012.7228454132796
7.32,1016.938845339895
7.33,1021.1587342900358
7.34,1025.382461348315
7.35,1029.6099755993464
7.36,1033.8412261277426
7.37,1038.0761620181158
7.38,1042.31473235508
7.39,1046.5568862232471
7.4,1050.802572707231
7.41,1055.0517408916446
7.42,1059.3043398611003
7.43,1063.560318700211
7.44,1067.8196264935907
7.45,1072.082212325851
7.46,1076.3480252816055
7.47,1080.6170144454677
7.48,1084.8891289020498
7.49,1089.164317735965
7.5,1093.4425300318258
7.51,1097.7237148742458
7.52,1102.0078213478378
7.53,1106.2947985372143
7.54,1110.5845955269897
7.55,1114.8771614017749
7.56,1119.172445246184
7.57,1123.4703961448304
7.58,1127.7709631823257
7.59,1132.0740954432838
7.6,1136.3797420123178
7.61,1140.6878519740403
7.62,1144.998374413064
7.63,1149.3112584140022
7.64,1153.6264530614678
7.65,1157.943907440074
7.66,1162.2635706344336
7.67,1166.585391729159
7.68,1170.909319808864
7.69,1175.2353039581612
7.7,1179.5632932616634
7.71,1183.8932368039834
7.72,1188.2250836697349
7.73,1192.5587829435303
7.74,1196.8942837099826
7.75,1201.2315350537046
7.76,1205.5704860593098
7.77,1209.9110858114109
7.78,1214.253283394621
7.79,1218.597027893552
7.8,1222.9422683928178
7.81,1227.2889539770315
7.82,1231.6370337308065
7.83,1235.9864567387544
7.84,1240.3371720854889
7.85,1244.6891288556226
7.86,1249.0422761337695
7.87,1253.3965630045411
7.88,1257.7519385525516
7.89,1262.1083518624127
7.9,1266.465752018739
7.91,1270.8240881061422
7.92,1275.183309209235
7.93,1279.5433644126315
7.94,1283.904202800944
7.95,1288.2657734587854
7.96,1292.628025470769
7.97,1296.9909079215067
7.98,1301.3543698956137
7.99,1305.7183604777006
8.0,1310.0828287523816
8.01,1314.4477238042696
8.02,1318.8129947179768
8.03,1323.1785905781169
8.04,1327.544460469303
8.05,1331.910553476148
8.06,1336.276818683264
8.07,1340.6432051752645
8.08,1345.0096620367624
8.09,1349.3761383523706
8.1,1353.7425832067026
8.11,1358.1089456843706
8.12,1362.475174869988
8.13,1366.8412198481683
8.14,1371.2070297035234
8.15,1375.5725535206664
8.16,1379.9377403842104
8.17,1384.302539378769
8.18,1388.6668995889545
8.19,1393.0307700993797
8.2,1397.3940999946576
8.21,1401.7568383594028
8.22,1406.1189342782257
8.23,1410.480336835741
8.24,1414.8409951165604
8.25,1419.200858205298
8.26,1423.5598751865657
8.27,1427.917995144977
8.28,1432.2751671651458
8.29,1436.6313403316833
8.3,1440.9864637292044
8.31,1445.3404864423203
8.32,1449.6933575556443
8.33,1454.04502615379
8.34,1458.39544132137
8.35,1462.7445521429972
8.36,1467.0923077032849
8.37,1471.4386570868458
8.38,1475.7835493782934
8.39,1480.1269336622393
8.4,1484.4687590232977
8.41,1488.808974546081
8.42,1493.1475293152016
8.43,1497.4843724152734
8.44,1501.8194529309094
8.45,1506.1527199467223
8.46,1510.4841225473256
8.47,1514.813609817331
8.48,1519.141130841352
8.49,1523.4666347040018
8.5,1527.790070489893
8.51,1532.111387283639
8.52,1536.4305341698523
8.53,1540.7474602331467
8.54,1545.0621145581342
8.55,1549.374446229429
8.56,1553.684404331642
8.57,1557.9919379493876
8.58,1562.2969961672788
8.59,1566.599528069928
8.6,1570.8994827419478
8.61,1575.1968092679526
8.62,1579.4914567325543
8.63,1583.7833742203668
8.64,1588.072510816001
8.65,1592.358815604072
8.66,1596.6422376691917
8.67,1600.9227260959733
8.68,1605.2002299690296
8.69,1609.4746983729738
8.7,1613.746080392419
8.71,1618.014325111978
8.72,1622.2793816162634
8.73,1626.5411989898882
8.74,1630.799726317466
8.75,1635.054912683609
8.76,1639.3067071729306
8.77,1643.5550588700437
8.78,1647.7999168595609
8.79,1652.0412302260956
8.8,1656.2789480542615
8.81,1660.5130194286698
8.82,1664.743393433935
8.83,1668.9700191546683
8.84,1673.1928456754845
8.85,1677.411822080995
8.86,1681.6268974558143
8.87,1685.838020884555
8.88,1690.0451414518295
8.89,1694.2482082422507
8.9,1698.4471703404315
8.91,1702.6419768309852
8.92,1706.832576798525
8.93,1711.0189193276633
8.94,1715.2009535030134
8.95,1719.378628409188
8.96,1723.551893130801
8.97,1727.7206967524637
8.98,1731.8849883587902
8.99,1736.044717034393
9.0,1740.1998318638855
9.01,1744.3502819318803
9.02,1748.4960163229907
9.03,1752.6369841218288
9.04,1756.7731344130084
9.05,1760.9044162811433
9.06,1765.0307788108444
9.07,1769.1521710867255
9.08,1773.2685421934
9.09,1777.3798412154806
9.1,1781.4860172375795
9.11,1785.587019344311
9.12,1789.6827966202875
9.13,1793.7732981501222
9.14,1797.8584730184273
9.15,1801.938270309816
9.16,1806.0126391089016
9.17,1810.0815285002968
9.18,1814.144887568615
9.19,1818.2026653984683
9.2,1822.2548110744704
9.21,1826.3012736812343
9.22,1830.342002303373
9.23,1834.3769460254985
9.24,1838.4060539322245
9.25,1842.429275108164
9.26,1846.4465586379288
9.27,1850.4578536061335
9.28,1854.463109097391
9.29,1858.462274196313
9.3,1862.4552979875143
9.31,1866.4421295556065
9.32,1870.4227179852012
9.33,1874.397012360914
9.34,1878.3649617673564
9.35,1882.3265152891415
9.36,1886.2816220108832
9.37,1890.230231017193
9.38,1894.1722913926856
9.39,1898.1077522219723
9.4,1902.0365625896663
9.41,1905.9586715803816
9.42,1909.8740282787303
9.43,1913.7825817693256
9.44,1917.68428113678
9.45,1921.5790754657075
9.46,1925.4669138407205
9.47,1929.347745346431
9.48,1933.2215190674533
9.49,1937.0881840884003
9.5,1940.9476894938844
9.51,1944.7999843685184
9.52,1948.645017796916
9.53,1952.4827388636888
9.54,1956.3130966534509
9.55,1960.136040250816
9.56,1963.951518740396
9.57,1967.759481206803
9.58,1971.559876734652
9.59,1975.3526544085537
9.6,1979.1377633131224
9.61,1982.9151525329717
9.62,1986.684771152713
9.63,1990.4465682569603
9.64,1994.2004929303264
9.65,1997.946494257424
9.66,2001.6845213228655
9.67,2005.4145232112653
9.68,2009.1364490072356
9.69,2012.850247795389
9.7,2016.5558686603383
9.71,2020.2532606866985
9.72,2023.9423729590796
9.73,2027.623154562096
9.74,2031.295554580361
9.75,2034.9595220984872
9.76,2038.6150062010877
9.77,2042.2619559727743
9.78,2045.900320498162
9.79,2049.530048861862
9.8,2053.151090148489
9.81,2056.763393442654
9.82,2060.3669078289718
9.83,2063.961582392052
9.84,2067.5473662165123
9.85,2071.124208386962
9.86,2074.692057988016
9.87,2078.250864104287
9.88,2081.800575820387
9.89,2085.34114222093
9.9,2088.8725123905283
9.91,2092.3946354137947
9.92,2095.907460375343
9.93,2099.4109363597854
9.94,2102.9050124517357
9.95,2106.389637735805
9.96,2109.864761296609
9.97,2113.3303322187585
9.98,2116.7862995868672
9.99,2120.232612485548
10.0,2123.669219999414
10.01,2127.0960712130777
10.02,2130.5131152111526
10.03,2133.920301078251
10.04,2137.317577898987
10.05,2140.704894757973
10.06,2144.082200739821
10.07,2147.449444929145
10.08,2150.8065764105586
10.09,2154.1535442686727
10.1,2157.4902975881014
10.11,2160.8167854534577
10.12,2164.1329569493555
10.13,2167.438761160406
10.14,2170.734147171224
10.15,2174.0190640664205
10.16,2177.2934609306094
10.17,2180.557286848404
10.18,2183.8104909044164
10.19,2187.05302218326
10.2,2190.284829769548
10.21,2193.505862747894
10.22,2196.7160702029087
10.23,2199.915401219207
10.24,2203.1038048814007
10.25,2206.2812302741045
10.26,2209.447626481929
10.27,2212.60294258949
10.28,2215.747127681398
10.29,2218.880130842266
10.3,2222.0019011567097
10.31,2225.1123877093382
10.32,2228.2115395847677
10.33,2231.299305867609
10.34,2234.375635642476
10.35,2237.4404779939814
10.36,2240.493782006739
10.37,2243.53549676536
10.38,2246.56557135446
10.39,2249.583954858648
10.4,2252.590596362542
10.41,2255.5854449507497
10.42,2258.568449707888
10.43,2261.5395597185684
10.44,2264.498724067404
10.45,2267.445891839007
10.46,2270.3810121179927
10.47,2273.3040339889712
10.48,2276.214906536557
10.49,2279.1135788453616
10.5,2282.0
10.51,2284.8740824802358
10.52,2287.735592346436
10.53,2290.584259054121
10.54,2293.4198120588103
10.55,2296.2419808160234
10.56,2299.050494781279
10.57,2301.845083410097
10.58,2304.6254761579976
10.59,2307.3914024804985
10.6,2310.1425918331206
10.61,2312.878773671383
10.62,2315.5996774508044
10.63,2318.3050326269054
10.64,2320.9945686552046
10.65,2323.6680149912218
10.66,2326.3251010904755
10.67,2328.9655564084865
10.68,2331.5891104007733
10.69,2334.195492522856
10.7,2336.784432230253
10.71,2339.3556589784857
10.72,2341.908902223071
10.73,2344.44389141953
10.74,2346.9603560233813
10.75,2349.458025490145
10.76,2351.93662927534
10.77,2354.3958968344864
10.78,2356.8355576231024
10.79,2359.2553410967093
10.8,2361.6549767108254
10.81,2364.0341939209698
10.82,2366.392722182662
10.83,2368.7302909514224
10.84,2371.0466296827685
10.85,2373.341467832222
10.86,2375.614534855301
10.87,2377.865560207525
10.88,2380.0942733444144
10.89,2382.300403721488
10.9,2384.4836807942647
10.91,2386.6438340182644
10.92,2388.780592849007
10.93,2390.8936867420102
10.94,2392.982845152796
10.95,2395.0477975368804
10.96,2397.088273349787
10.97,2399.1040020470327
10.98,2401.0947130841364
10.99,2403.0601359166194
11.0,2405.0
11.01,2406.914135375669
11.02,2408.802774428505
11.03,2410.666250129257
11.04,2412.504895448674
11.05,2414.319043357507
11.06,2416.109026826503
11.07,2417.875178826412
11.08,2419.6178323279846
11.09,2421.3373203019687
11.1,2423.0339757191146
11.11,2424.708131550171
11.12,2426.360120765887
11.13,2427.9902763370137
11.14,2429.5989312342986
11.15,2431.186418428493
11.16,2432.753070890344
11.17,2434.299221590602
11.18,2435.8252035000164
11.19,2437.3313495893367
11.2,2438.817992829312
11.21,2440.285466190692
11.22,2441.734102644225
11.23,2443.164235160662
11.24,2444.576196710751
11.25,2445.970320265242
11.26,2447.3469387948835
11.27,2448.706385270427
11.28,2450.04899266262
11.29,2451.375093942212
11.3,2452.685022079953
11.31,2453.979110046592
11.32,2455.2576908128776
11.33,2456.52109734956
11.34,2457.769662627389
11.35,2459.0037196171133
11.36,2460.2236012894828
11.37,2461.429640615246
11.38,2462.6221705651533
11.39,2463.8015241099533
11.4,2464.968034220395
11.41,2466.122033867229
11.42,2467.2638560212044
11.43,2468.393833653069
11.44,2469.512299733574
11.45,2470.6195872334674
11.46,2471.7160291235
11.47,2472.80195837442
11.48,2473.877707956977
11.49,2474.9436108419204
11.5,2476.0
11.51,2477.047144017087
11.52,2478.085053939542
11.53,2479.11367642885
11.54,2480.13295814649
11.55,2481.1428457539505
11.56,2482.1432859127103
11.57,2483.134225284254
11.58,2484.115610530066
11.59,2485.087388311627
11.6,2486.0495052904225
11.61,2487.0019081279333
11.62,2487.9445434856443
11.63,2488.8773580250386
11.64,2489.8002984075997
11.65,2490.713311294808
11.66,2491.616343348149
11.67,2492.509341229106
11.68,2493.3922515991608
11.69,2494.265021119798
11.7,2495.1275964525
11.71,2495.9799242587487
11.72,2496.821951200029
11.73,2497.653623937824
11.74,2498.474889133615
11.75,2499.2856934488877
11.76,2500.085983545124
11.77,2500.875706083806
11.78,2501.6548077264183
11.79,2502.423235134444
11.8,2503.1809349693654
11.81,2503.927853892666
11.82,2504.663938565829
11.83,2505.3891356503377
11.84,2506.1033918076746
11.85,2506.806653699324
11.86,2507.498867986767
11.87,2508.1799813314888
11.88,2508.849940394972
11.89,2509.5086918387
11.9,2510.1561823241545
11.91,2510.79235851282
11.92,2511.417167066179
11.93,2512.0305546457143
11.94,2512.6324679129107
11.95,2513.2228535292493
11.96,2513.801658156214
11.97,2514.368828455289
11.98,2514.924311087956
11.99,2515.4680527156984
12.0,2516.0
12.01,2516.5201285559824
12.02,2517.0285298133253
12.03,2517.525324155346
12.04,2518.0106319653623
12.05,2518.484573626694
12.06,2518.9472695226577
12.07,2519.3988400365715
12.08,2519.839405551754
12.09,2520.269086451524
12.1,2520.688003119198
12.11,2521.0962759380955
12.12,2521.494025291533
12.13,2521.881371562831
12.14,2522.258435135306
12.15,2522.6253363922765
12.16,2522.9821957170607
12.17,2523.329133492976
12.18,2523.6662701033406
12.19,2523.9937259314734
12.2,2524.311621360692
12.21,2524.6200767743144
12.22,2524.919212555659
12.23,2525.209149088045
12.24,2525.490006754788
12.25,2525.7619059392077
12.26,2526.0249670246217
12.27,2526.279310394349
12.28,2526.5250564317066
12.29,2526.7623255200133
12.3,2526.9912380425867
12.31,2527.2119143827454
12.32,2527.424474923808
12.33,2527.6290400490902
12.34,2527.825730141913
12.35,2528.0146655855924
12.36,2528.1959667634483
12.37,2528.369754058797
12.38,2528.536147854958
12.39,2528.695268535249
12.4,2528.847236482988
12.41,2528.992172081493
12.42,2529.130195714082
12.43,2529.2614277640737
12.44,2529.385988614786
12.45,2529.503998649536
12.46,2529.6155782516435
12.47,2529.7208478044254
12.48,2529.8199276912
12.49,2529.9129382952856
12.5,2530.0
12.51,2530.081237758983
12.52,2530.156794807157
12.53,2530.2268189497686
12.54,2530.29145799206
12.55,2530.350859739276
12.56,2530.405171996661
12.57,2530.4545425694605
12.58,2530.4991192629186
12.59,2530.539049882279
12.6,2530.574482232786
12.61,2530.605564119685
12.62,2530.63244334822
12.63,2530.655267723636
12.64,2530.6741850511767
12.65,2530.6893431360872
12.66,2530.700889783611
12.67,2530.7089727989933
12.68,2530.7137399874778
12.69,2530.71533915431
12.7,2530.713918104734
12.71,2530.7096246439933
12.72,2530.702606577334
12.73,2530.693011709999
12.74,2530.6809878472336
12.75,2530.6666827942827
12.76,2530.650244356389
12.77,2530.631820338799
12.78,2530.6115585467555
12.79,2530.589606785504
12.8,2530.5661128602887
12.81,2530.5412245763537
12.82,2530.5150897389435
12.83,2530.4878561533037
12.84,2530.459671624676
12.85,2530.430683958308
12.86,2530.401040959442
12.87,2530.3708904333234
12.88,2530.3403801851964
12.89,2530.309658020305
12.9,2530.278871743896
12.91,2530.2481691612106
12.92,2530.217698077495
12.93,2530.1876062979927
12.94,2530.158041627949
12.95,2530.129151872608
12.96,2530.1010848372143
12.97,2530.073988327013
12.98,2530.0480101472463
12.99,2530.023298103161
13.0,2530.0
13.01,2529.978232408086
13.02,2529.957986958045
13.03,2529.9392240455827
13.04,2529.9219040664007
13.05,2529.9059874162053
13.06,2529.8914344907
13.07,2529.878205685588
