wind_speed,Aria Libellula 55+
3.28,0.0646935541639293
3.29,0.0686841632646447
3.3,0.0728319361439193
3.31,0.0771410021104823
3.32,0.0816154904730621
3.33,0.0862595305403879
3.34,0.0910772516211882
3.35,0.0960727830241922
3.36,0.1012502540581282
3.37,0.1066137940317256
3.38,0.1121675322537127
3.39,0.1179155980328188
3.4,0.1238621206777722
3.41,0.1300112294973022
3.42,0.1363670538001372
3.43,0.1429337228950066
3.44,0.1497153660906384
3.45,0.1567161126957623
3.46,0.1639400920191063
3.47,0.1713914333694
3.48,0.1790742660553714
3.49,0.1869927193857502
3.5,0.1951509226692643
3.51,0.2035530052146431
3.52,0.2122030963306156
3.53,0.22110532532591
3.54,0.2302638215092558
3.55,0.2396827141893811
3.56,0.2493661326750154
3.57,0.259318206274887
3.58,0.2695430642977252
3.59,0.2800448360522581
3.6,0.2908276508472155
3.61,0.3018956379913251
3.62,0.3132529267933168
3.63,0.3249036465619186
3.64,0.33685192660586
3.65,0.3491018962338689
3.66,0.3616576847546754
3.67,0.3745234214770069
3.68,0.3877032357095935
3.69,0.4012012567611629
3.7,0.4150216139404451
3.71,0.4291684365561676
3.72,0.4436458539170606
3.73,0.4584579953318514
3.74,0.4736089901092705
3.75,0.4891029675580451
3.76,0.5049440569869048
3.77,0.521136387704579
3.78,0.5376840890197954
3.79,0.554591290241284
3.8,0.571862120677772
3.81,0.5895007096379902
3.82,0.6075111864306655
3.83,0.6258976803645284
3.84,0.6446643207483063
3.85,0.6638152368907293
3.86,0.6833545581005247
3.87,0.7032864136864231
3.88,0.7236149329571515
3.89,0.7443442452214406
3.9,0.7654784797880174
3.91,0.7870217659656125
3.92,0.8089782330629528
3.93,0.831352010388769
3.94,0.8541472272517882
3.95,0.8773680129607409
3.96,0.901018496824354
3.97,0.9251028081513588
3.98,0.9496250762504812
3.99,0.9745894304304528
4.0,1.0
4.01,1.0258600094929131
4.02,1.052169064343222
4.03,1.078925865210019
4.04,1.1061291127523902
4.05,1.1337775076294276
4.06,1.1618697505002222
4.07,1.1904045420238656
4.08,1.2193805828594442
4.09,1.2487965736660498
4.1,1.2786512151027736
4.11,1.3089432078287069
4.12,1.3396712525029368
4.13,1.370834049784554
4.14,1.40243030033265
4.15,1.434458704806318
4.16,1.466917963864642
4.17,1.499806778166715
4.18,1.5331238483716274
4.19,1.5668678751384726
4.2,1.6010375591263344
4.21,1.635631600994307
4.22,1.6706487014014797
4.23,1.706087561006946
4.24,1.74194688046979
4.25,1.7782253604491047
4.26,1.8149217016039816
4.27,1.852034604593509
4.28,1.8895627700767816
4.29,1.927504898712884
4.3,1.965859691160907
4.31,2.0046258480799435
4.32,2.043802070129085
4.33,2.0833870579674176
4.34,2.1233795122540315
4.35,2.1637781336480195
4.36,2.204581622808476
4.37,2.2457886803944804
4.38,2.28739800706513
4.39,2.329408303479513
4.4,2.3718182702967257
4.41,2.414626608175849
4.42,2.457832017775976
4.43,2.5014331997562
4.44,2.545428854775612
4.45,2.5898176834932958
4.46,2.6345983865683453
4.47,2.679769664659851
4.48,2.7253302184269077
4.49,2.771278748528596
4.5,2.817613955624011
4.51,2.8643345403722447
4.52,2.911439203432383
4.53,2.9589266454635244
4.54,3.0067955671247497
4.55,3.055044669075152
4.56,3.1036726519738225
4.57,3.152678216479856
4.58,3.202060063252333
4.59,3.2518168929503504
4.6,3.3019474062329954
4.61,3.3524503037593654
4.62,3.40332428618854
4.63,3.4545680541796138
4.64,3.5061803083916776
4.65,3.558159749483827
4.66,3.610505078115141
4.67,3.663214994944716
4.68,3.7162882006316433
4.69,3.7697233958350154
4.7,3.8235192812139136
4.71,3.877674557427434
4.72,3.9321879251346656
4.73,3.987058084994704
4.74,4.042283737666631
4.75,4.0978635838095405
4.76,4.153796324082521
4.77,4.210080659144666
4.78,4.266715289655068
4.79,4.323698916272808
4.8,4.381030239656983
4.81,4.438707960466681
4.82,4.496730779360998
4.83,4.555097396999017
4.84,4.613806514039825
4.85,4.672856831142522
4.86,4.732247048966198
4.87,4.791975868169934
4.88,4.852041989412827
4.89,4.912444113353963
4.9,4.973180940652442
4.91,5.034251171967342
4.92,5.095653507957757
4.93,5.157386649282779
4.94,5.219449296601504
4.95,5.28184015057301
4.96,5.344557911856393
4.97,5.407601281110746
4.98,5.470968958995158
4.99,5.534659646168715
5.0,5.59867204329051
5.01,5.6630048510196325
5.02,5.727656770015174
5.03,5.792626500936231
5.04,5.85791274444188
5.05,5.923514201191218
5.06,5.989429571843339
5.07,6.055657557057333
5.08,6.122196857492283
5.09,6.18904617380728
5.1,6.256204206661419
5.11,6.323669656713795
5.12,6.391441224623485
5.13,6.459517611049588
5.14,6.527897516651192
5.15,6.596579642087394
5.16,6.665562688017269
5.17,6.734845355099917
5.18,6.80442634399443
5.19,6.874304355359899
5.2,6.944478089855407
5.21,7.014946248140046
5.22,7.0857075308729085
5.23,7.15676063871309
5.24,7.22810427231967
5.25,7.299737132351743
5.26,7.371657919468402
5.27,7.443865334328733
5.28,7.516358077591836
5.29,7.589134849916789
5.3,7.662194351962684
5.31,7.735535284388617
5.32,7.809156347853682
5.33,7.883056243016956
5.34,7.957233670537532
5.35,8.031687331074508
5.36,8.106415925286976
5.37,8.181418153834016
5.38,8.25669271737472
5.39,8.33223831656818
5.4,8.408053652073498
5.41,8.484137424549745
5.42,8.56048833465602
5.43,8.637105083051413
5.44,8.713986370395022
5.45,8.791130897345921
5.46,8.86853736456321
5.47,8.946204472705977
5.48,9.02413092243332
5.49,9.102315414404316
5.5,9.18075664927806
5.51,9.259453327713649
5.52,9.338404150370163
5.53,9.417607817906704
5.54,9.49706303098235
5.55,9.576768490256196
5.56,9.656722896387334
5.57,9.736924950034862
5.58,9.817373351857851
5.59,9.898066802515403
5.6,9.97900400266661
5.61,10.06018365297056
5.62,10.14160445408634
5.63,10.22326510667304
5.64,10.305164311389756
5.65,10.38730076889558
5.66,10.46967317984959
5.67,10.552280244910886
5.68,10.635120664738553
5.69,10.718193139991689
5.7,10.801496371329378
5.71,10.885029059410709
5.72,10.968789904894772
5.73,11.052777608440667
5.74,11.136990870707471
5.75,11.221428392354282
5.76,11.306088874040189
5.77,11.39097101642428
5.78,11.476073520165654
5.79,11.561395085923388
5.8,11.646934414356576
5.81,11.732690206124314
5.82,11.818661161885696
5.83,11.904845982299795
5.84,11.991243368025714
5.85,12.077852019722544
5.86,12.164670638049374
5.87,12.251697923665285
5.88,12.338932577229372
5.89,12.426373299400732
5.9,12.514018790838458
5.91,12.601867752201624
5.92,12.68991888414933
5.93,12.778170887340664
5.94,12.866622462434728
5.95,12.95527231009059
5.96,13.044119130967356
5.97,13.13316162572411
5.98,13.222398495019958
5.99,13.31182843951396
6.0,13.401450159865227
6.01,13.491262356732848
6.02,13.581263730775904
6.03,13.671452982653507
6.04,13.761828813024724
6.05,13.852389922548648
6.06,13.943135011884374
6.07,14.034062781691006
6.08,14.125171932627609
6.09,14.216461165353286
6.1,14.307929180527127
6.11,14.399574678808229
6.12,14.49139636085567
6.13,14.58339292732854
6.14,14.675563078885936
6.15,14.767905516186952
6.16,14.86041893989067
6.17,14.953102050656176
6.18,15.045953549142574
6.19,15.138972136008952
6.2,15.23215651191439
6.21,15.32550537751798
6.22,15.419017433478816
6.23,15.512691380456
6.24,15.606525919108604
6.25,15.70051975009572
6.26,15.794671574076446
6.27,15.888980091709866
6.28,15.983444003655086
6.29,16.07806201057117
6.3,16.17283281311723
6.31,16.26775511195234
6.32,16.36282760773561
6.33,16.45804900112611
6.34,16.553417992782936
6.35,16.648933283365185
6.36,16.74459357353195
6.37,16.84039756394231
6.38,16.936343955255353
6.39,17.03243144813018
6.4,17.128658743225884
6.41,17.22502454120154
6.42,17.32152754271625
6.43,17.418166448429098
6.44,17.514939958999182
6.45,17.61184677508559
6.46,17.7088855973474
6.47,17.806055126443717
6.48,17.903354063033625
6.49,18.00078110777622
6.5,18.098334961330576
6.51,18.196014324355804
6.52,18.293817897510976
6.53,18.391744381455204
6.54,18.48979247684756
6.55,18.587960884347133
6.56,18.686248304613027
6.57,18.78465343830433
6.58,18.883174986080117
6.59,18.98181164859949
6.6,19.08056212652154
6.61,19.17942512050536
6.62,19.27839933121003
6.63,19.37748345929464
6.64,19.476676205418293
6.65,19.57597627024008
6.66,19.675382354419067
6.67,19.774893158614365
6.68,19.87450738348506
6.69,19.97422372969025
6.7,20.07404089788901
6.71,20.173957588740432
6.72,20.273972502903614
6.73,20.37408434103765
6.74,20.474291803801627
6.75,20.57459359185462
6.76,20.67498840585574
6.77,20.775474946464065
6.78,20.876051914338696
6.79,20.976718010138708
6.8,21.0774719345232
6.81,21.17831238815125
6.82,21.279238071681984
6.83,21.380247685774453
6.84,21.48133993108777
6.85,21.58251350828101
6.86,21.68376711801328
6.87,21.785099460943652
6.88,21.886509237731214
6.89,21.98799514903509
6.9,22.089555895514348
6.91,22.191190177828062
6.92,22.292896696635346
6.93,22.39467415259528
6.94,22.496521246366964
6.95,22.598436678609477
6.96,22.700419149981904
6.97,22.80246736114335
6.98,22.904580012752906
6.99,23.00675580546965
7.0,23.10899343995268
7.01,23.211291616861075
7.02,23.31364903685393
7.03,23.41606440059036
7.04,23.518536408729428
7.05,23.621063761930223
7.06,23.723645160851845
7.07,23.8262793061534
7.08,23.92896489849395
7.09,24.031700638532588
7.1,24.13448522692841
7.11,24.23731736434052
7.12,24.340195751428
7.13,24.44311908884992
7.14,24.54608607726539
7.15,24.64909541733352
7.16,24.75214580971335
7.17,24.85523595506401
7.18,24.95836455404457
7.19,25.061530307314147
7.2,25.1647319155318
7.21,25.267968079356628
7.22,25.37123749944773
7.23,25.474538876464194
7.24,25.5778709110651
7.25,25.681232303909557
7.26,25.784621755656623
7.27,25.888037966965424
7.28,25.99147963849504
7.29,26.09494547090455
7.3,26.198434164853044
7.31,26.301944420999625
7.32,26.405474940003387
7.33,26.5090244225234
7.34,26.612591569218765
7.35,26.71617508074857
7.36,26.819773657771915
7.37,26.923386000947875
7.38,27.02701081093555
7.39,27.13064678839402
7.4,27.23429263398241
7.41,27.33794704835976
7.42,27.44160873218518
7.43,27.54527638611777
7.44,27.64894871081662
7.45,27.75262440694081
7.46,27.85630217514943
7.47,27.959980716101583
7.48,28.06365873045635
7.49,28.16733491887281
7.5,28.27100798201008
7.51,28.37467662052721
7.52,28.478339535083347
7.53,28.581995426337546
7.54,28.685642994948893
7.55,28.78928094157648
7.56,28.892907966879413
7.57,28.996522771516776
7.58,29.10012405614765
7.59,29.203710521431127
7.6,29.307280868026304
7.61,29.410833796592275
7.62,29.514368007788125
7.63,29.617882202272938
7.64,29.7213750807058
7.65,29.824845343745835
7.66,29.92829169205209
7.67,30.031712826283677
7.68,30.135107447099685
7.69,30.238474255159208
7.7,30.34181195112132
7.71,30.44511923564513
7.72,30.54839480938972
7.73,30.65163737301419
7.74,30.754845627177595
7.75,30.858018272539077
7.76,30.961154009757685
7.77,31.06425153949252
7.78,31.167309562402693
7.79,31.27032677914727
7.8,31.373301890385346
7.81,31.476233596776016
7.82,31.57912059897838
7.83,31.681961597651508
7.84,31.78475529345449
7.85,31.88750038704644
7.86,31.99019557908643
7.87,32.09283957023355
7.88,32.1954310611469
7.89,32.29796875248555
7.9,32.40045134490862
7.91,32.50287753907518
7.92,32.60524603564432
7.93,32.707555535275134
7.94,32.809804738626724
7.95,32.91199234635816
7.96,33.01411705912855
7.97,33.116177577596964
7.98,33.21817260242253
7.99,33.32010083426429
8.0,33.42196097378135
8.01,33.52375172163283
8.02,33.625471778477774
8.03,33.727119844975306
8.04,33.82869462178451
8.05,33.93019480956448
8.06,34.03161910897428
8.07,34.132966220673026
8.08,34.234234845319804
8.09,34.33542368357369
8.1,34.43653143609379
8.11,34.53755680353918
8.12,34.63849848656897
8.13,34.73935518584226
8.14,34.8401256020181
8.15,34.94080843575559
8.16,35.041402387713845
8.17,35.141906158551926
8.18,35.242318448928955
8.19,35.34263795950399
8.2,35.44286339093614
8.21,35.542993443884505
8.22,35.64302681900816
8.23,35.74296221696619
8.24,35.84279833841769
8.25,35.94253388402175
8.26,36.04216755443747
8.27,36.14169805032392
8.28,36.24112407234021
8.29,36.34044432114542
8.3,36.43965749739867
8.31,36.538762301759
8.32,36.63775743488553
8.33,36.73664159743734
8.34,36.83541349007353
8.35,36.93407181345317
8.36,37.032615268235375
8.37,37.131042555079226
8.38,37.22935237464383
8.39,37.32754342758824
8.4,37.42561441457157
8.41,37.52356403625289
8.42,37.62139099329133
8.43,37.71909398634594
8.44,37.81667171607584
8.45,37.914122883140095
8.46,38.01144618819782
8.47,38.10864033190809
8.48,38.20570401492999
8.49,38.30263593792262
8.5,38.39943480154506
8.51,38.49609930645643
8.52,38.592628153315786
8.53,38.68902004278223
8.54,38.78527367551485
8.55,38.88138775217276
8.56,38.97736097341501
8.57,39.07319203990071
8.58,39.16887965228895
8.59,39.26442251123883
8.6,39.35981931740942
8.61,39.45506877145982
8.62,39.55016957404912
8.63,39.64512042583643
8.64,39.73992002748082
8.65,39.83456707964136
8.66,39.929060282977176
8.67,40.02339833814734
8.68,40.11757994581094
8.69,40.21160380662708
8.7,40.30546862125483
8.71,40.39917309035332
8.72,40.4927159145816
8.73,40.58609579459877
8.74,40.67931143106392
8.75,40.77236152463615
8.76,40.86524477597454
8.77,40.95795988573819
8.78,41.050505554586174
8.79,41.1428804831776
8.8,41.235083372171566
8.81,41.32711292222713
8.82,41.4189678340034
8.83,41.51064680815946
8.84,41.60214854535442
8.85,41.69347174624734
8.86,41.78461511149734
8.87,41.87557734176349
8.88,41.9663571377049
8.89,42.05695319998064
8.9,42.1473642292498
8.91,42.23758892617148
8.92,42.32762599140477
8.93,42.41747412560876
8.94,42.50713202944253
8.95,42.59659840356518
8.96,42.68587194863582
8.97,42.77495136531349
8.98,42.86383535425733
8.99,42.9525226161264
9.0,43.04101185157979
9.01,43.12930176127661
9.02,43.21739104587594
9.03,43.30527840603686
9.04,43.39296254241849
9.05,43.480442155679896
9.06,43.56771594648018
9.07,43.65478261547841
9.08,43.741640863333686
9.09,43.82828939070512
9.1,43.91472689825176
9.11,44.00095208663275
9.12,44.08696365650714
9.13,44.172760308534045
9.14,44.25834074337253
9.15,44.34370366168171
9.16,44.42884776412065
9.17,44.51377175134845
9.18,44.59847432402421
9.19,44.68295418280702
9.2,44.76721002835595
9.21,44.85124056133013
9.22,44.935044482388605
9.23,45.018620492190486
9.24,45.10196729139487
9.25,45.18508358066083
9.26,45.26796806064748
9.27,45.35061943201387
9.28,45.43303639541912
9.29,45.515217651522335
9.3,45.5971619009826
9.31,45.67886784445896
9.32,45.76033418261056
9.33,45.84155961609645
9.34,45.92254284557573
9.35,46.00328257170752
9.36,46.08377749515087
9.37,46.1640263165649
9.38,46.24402773660869
9.39,46.32378045594132
9.4,46.40328317522189
9.41,46.482534595109485
9.42,46.5615334162632
9.43,46.640278339342125
9.44,46.71876806500536
9.45,46.797001293911975
9.46,46.87497672672108
9.47,46.95269306409176
9.48,47.03014900668309
9.49,47.10734325515416
9.5,47.18427451016408
9.51,47.26094147237194
9.52,47.3373428424368
9.53,47.413477321017794
9.54,47.48934360877398
9.55,47.56494040636447
9.56,47.64026641444833
9.57,47.71532033368466
9.58,47.790100864732565
9.59,47.8646067082511
9.6,47.93883656489941
9.61,48.01278913533652
9.62,48.08646312022158
9.63,48.15985722021365
9.64,48.23297013597181
9.65,48.30580056815518
9.66,48.37834721742283
9.67,48.450608784433854
9.68,48.52258396984734
9.69,48.594271474322376
9.7,48.66566999851807
9.71,48.73677824309351
9.72,48.80759490870776
9.73,48.878118696019925
9.74,48.948348305689095
9.75,49.01828243837437
9.76,49.087919794734816
9.77,49.15725907542955
9.78,49.22629898111767
9.79,49.29503821245821
9.8,49.36347547011033
9.81,49.43160945473308
9.82,49.49943886698555
9.83,49.566962407526844
9.84,49.63417877701605
9.85,49.70108667611225
9.86,49.76768480547453
9.87,49.833971865762
9.88,49.89994655763376
9.89,49.96560758174884
9.9,50.0309536387664
9.91,50.09598342934549
9.92,50.16069565414521
9.93,50.22508901382465
9.94,50.28916220904289
9.95,50.35291394045905
9.96,50.41634290873221
9.97,50.47944781452144
9.98,50.54222735848583
9.99,50.60468024128448
10.0,50.666805163576505
10.01,50.728600826020966
10.02,50.79006592927694
10.03,50.851199174003554
10.04,50.91199926085988
10.05,50.97246489050502
10.06,51.03259476359804
10.07,51.09238758079805
10.08,51.15184204276413
10.09,51.21095685015537
10.1,51.26973070363087
10.11,51.32816230384972
10.12,51.386250351471
10.13,51.44399354715381
10.14,51.50139059155724
10.15,51.55844018534036
10.16,51.61514102916229
10.17,51.671491823682096
10.18,51.72749126955888
10.19,51.78313806745173
10.2,51.83843091801974
10.21,51.893368521922014
10.22,51.9479495798176
10.23,52.00217279236563
10.24,52.05603686022516
10.25,52.10954048405532
10.26,52.16268236451516
10.27,52.21546120226378
10.28,52.26787569796031
10.29,52.319924552263785
10.3,52.37160646583335
10.31,52.42292013932804
10.32,52.47386427340696
10.33,52.52443756872923
10.34,52.57463872595391
10.35,52.6244664457401
10.36,52.6739194287469
10.37,52.72299637563337
10.38,52.77169598705865
10.39,52.8200169636818
10.4,52.867958006161885
10.41,52.91551781515804
10.42,52.96269509132934
10.43,53.00948853533485
10.44,53.05589684783371
10.45,53.10191872948496
10.46,53.14755288094774
10.47,53.19279800288109
10.48,53.23765279594413
10.49,53.28211596079594
10.5,53.32618619809561
10.51,53.369862208502255
10.52,53.41314269267493
10.53,53.456026351272726
10.54,53.498511884954766
10.55,53.54059799438012
10.56,53.58228338020788
10.57,53.62356674309713
10.58,53.66444678370697
10.59,53.70492220269648
10.6,53.74499170072475
10.61,53.78465397845089
10.62,53.823907736533975
10.63,53.86275167563309
10.64,53.90118449640735
10.65,53.9392048995158
10.66,53.97681158561757
10.67,54.01400325537175
10.68,54.0507786094374
10.69,54.08713634847364
10.7,54.12307517313954
10.71,54.15859378409421
10.72,54.19369088199672
10.73,54.22836516750616
10.74,54.26261534128163
10.75,54.29644010398224
10.76,54.32983815626705
10.77,54.36280819879516
10.78,54.39534893222565
10.79,54.42745905721763
10.8,54.45913727443019
10.81,54.4903822845224
10.82,54.52119278815336
10.83,54.55156748598216
10.84,54.581505078667895
10.85,54.61100426686966
10.86,54.64006375124653
10.87,54.6686822324576
10.88,54.69685841116196
10.89,54.72459098801871
10.9,54.75187866368693
10.91,54.77872013882571
10.92,54.80511411409415
10.93,54.83105929015132
10.94,54.85655436765636
10.95,54.88159804726828
10.96,54.90618902964623
10.97,54.930326015449296
10.98,54.954007705336544
10.99,54.97723279996709
11.0,55.0
11.01,55.02230926483893
11.02,55.0441655888657
11.03,55.06557522520672
11.04,55.08654442698833
11.05,55.107079447336965
11.06,55.127186539378975
11.07,55.14687195624076
11.08,55.16614195104869
11.09,55.18500277692915
11.1,55.203460687008544
11.11,55.22152193441323
11.12,55.2391927722696
11.13,55.25647945370405
11.14,55.27338823184295
11.15,55.28992535981269
11.16,55.306097090739655
11.17,55.32190967775022
11.18,55.33736937397077
11.19,55.352482432527694
11.2,55.36725510654738
11.21,55.38169364915623
11.22,55.39580431348057
11.23,55.40959335264682
11.24,55.42306701978138
11.25,55.43623156801062
11.26,55.44909325046089
11.27,55.46165832025862
11.28,55.473933030530176
11.29,55.48592363440195
11.3,55.49763638500031
11.31,55.50907753545164
11.32,55.52025333888235
11.33,55.53117004841881
11.34,55.54183391718736
11.35,55.55225119831446
11.36,55.56242814492645
11.37,55.5723710101497
11.38,55.58208604711064
11.39,55.59157950893563
11.4,55.60085764875105
11.41,55.60992671968327
11.42,55.618792974858685
11.43,55.62746266740371
11.44,55.63594205044469
11.45,55.64423737710801
11.46,55.65235490052008
11.47,55.66030087380726
11.48,55.66808155009596
11.49,55.67570318251251
11.5,55.68317202418336
11.51,55.69049432823485
11.52,55.697676347793376
11.53,55.704724335985325
11.54,55.71164454593709
11.55,55.71844323077502
11.56,55.725126643625536
11.57,55.73170103761501
11.58,55.73817266586983
11.59,55.744547781516346
11.6,55.750832637681
11.61,55.75703348749014
11.62,55.76315658407014
11.63,55.7692081805474
11.64,55.77519453004832
11.65,55.78112188569924
11.66,55.78699650062659
11.67,55.792824627956726
11.68,55.79861252081604
11.69,55.80436643233091
11.7,55.81009261562773
11.71,55.81579732383288
11.72,55.821486810072734
11.73,55.827167327473695
11.74,55.83284512916212
11.75,55.83852646826442
11.76,55.844217597906976
11.77,55.84992477121614
11.78,55.85565424131834
11.79,55.86141226133993
11.8,55.8672050844073
11.81,55.87303896364684
11.82,55.87892015218494
11.83,55.88485490314795
11.84,55.890849469662285
11.85,55.896910104854335
11.86,55.90304306185045
11.87,55.90925459377706
11.88,55.9155509537605
11.89,55.92193839492717
11.9,55.92842317040348
11.91,55.93501153331579
11.92,55.94170973679048
11.93,55.94852403395394
11.94,55.95546067793256
11.95,55.96252592185272
11.96,55.96972601884079
11.97,55.97706722202317
11.98,55.98455578452625
11.99,55.99219795947641
12.0,56.0
12.01,56.00796649803646
12.02,56.01609540077714
12.03,56.02438299422646
12.04,56.03282556438878
12.05,56.04141939726853
12.06,56.05016077887008
12.07,56.05904599519784
12.08,56.06807133225619
12.09,56.07723307604952
12.1,56.08652751258224
12.11,56.09595092785873
12.12,56.10549960788338
12.13,56.1151698386606
12.14,56.12495790619477
12.15,56.1348600964903
12.16,56.14487269555156
12.17,56.15499198938296
12.18,56.16521426398887
12.19,56.175535805373706
12.2,56.18595289954187
12.21,56.19646183249774
12.22,56.20705889024569
12.23,56.21774035879015
12.24,56.22850252413549
12.25,56.23934167228612
12.26,56.25025408924642
12.27,56.26123606102077
12.28,56.27228387361359
12.29,56.28339381302925
12.3,56.2945621652722
12.31,56.30578521634675
12.32,56.31705925225734
12.33,56.32838055900836
12.34,56.33974542260421
12.35,56.35115012904925
12.36,56.36259096434792
12.37,56.37406421450458
12.38,56.38556616552363
12.39,56.39709310340947
12.4,56.40864131416649
12.41,56.42020708379908
12.42,56.43178669831164
12.43,56.443376443708544
12.44,56.45497260599422
12.45,56.46657147117303
12.46,56.47816932524938
12.47,56.48976245422767
12.48,56.50134714411228
12.49,56.51291968090761
12.5,56.52447635061805
12.51,56.536013439248
12.52,56.54752723280185
12.53,56.55901401728398
12.54,56.57047007869882
12.55,56.58189170305072
12.56,56.59327517634409
12.57,56.604616784583335
12.58,56.61591281377283
12.59,56.627159549916975
12.6,56.63835327902017
12.61,56.6494902870868
12.62,56.660566860121264
12.63,56.671579284127965
12.64,56.68252384511128
12.65,56.69339682907559
12.66,56.704194522025325
12.67,56.71491320996485
12.68,56.72554917889856
12.69,56.73609871483086
12.7,56.74655810376614
12.71,56.75692363170879
12.72,56.7671915846632
12.73,56.777358248633774
12.74,56.7874199096249
12.75,56.79737285364096
12.76,56.807213366686376
12.77,56.81693773476552
12.78,56.82654224388277
12.79,56.83602318004255
