wind_speed,eno energy eno 100
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,38.0
3.01,38.930463105292745
3.02,39.85744089082797
3.03,40.781015026502125
3.04,41.701267182211815
3.05,42.618279027853525
3.06,43.53213223332387
3.07,44.442908468519306
3.08,45.35068940333647
3.09,46.25555670767179
3.1,47.15759205142193
3.11,48.05687710448331
3.12,48.95349353675259
3.13,49.8475230181262
3.14,50.73904721850077
3.15,51.62814780777277
3.16,52.51490645583882
3.17,53.399404832595366
3.18,54.28172460793905
3.19,55.1619474517663
3.2,56.04015503397378
3.21,56.916429024457926
3.22,57.79085109311535
3.23,58.66350290984254
3.24,59.53446614453611
3.25,60.40382246709251
3.26,61.27165354740833
3.27,62.13804105538014
3.28,63.0030666609044
3.29,63.86681203387774
3.3,64.72935884419663
3.31,65.59078876175766
3.32,66.45118345645734
3.33,67.31062459819226
3.34,68.16919385685888
3.35,69.02697290235383
3.36,69.88404340457356
3.37,70.74048703341472
3.38,71.59638545877372
3.39,72.45182035054721
3.4,73.30687337863168
3.41,74.1616262129237
3.42,75.01616052331975
3.43,75.8705579797165
3.44,76.72490025201031
3.45,77.57926901009789
3.46,78.43374592387563
3.47,79.28841266324021
3.48,80.1433508980881
3.49,80.99864229831587
3.5,81.85436853382001
3.51,82.71061127449708
3.52,83.56745219024369
3.53,84.42497295095626
3.54,85.28325522653145
3.55,86.14238068686572
3.56,87.00243100185567
3.57,87.86348784139778
3.58,88.72563287538867
3.59,89.58894777372477
3.6,90.45351420630271
3.61,91.319413843019
3.62,92.18672835377023
3.63,93.05553940845284
3.64,93.92592867696344
3.65,94.79797782919856
3.66,95.6717685350548
3.67,96.54738246442857
3.68,97.42490128721651
3.69,98.30440667331511
3.7,99.18598029262098
3.71,100.06970381503056
3.72,100.95565891044048
3.73,101.84392724874724
3.74,102.73459049984744
3.75,103.6277303336375
3.76,104.52342842001404
3.77,105.42176642887364
3.78,106.32282603011276
3.79,107.22668889362798
3.8,108.1334366893158
3.81,109.04315108707289
3.82,109.9559137567956
3.83,110.87180636838065
3.84,111.79091059172444
3.85,112.71330809672364
3.86,113.63908055327468
3.87,114.56830963127412
3.88,115.50107700061852
3.89,116.4374643312045
3.9,117.37755329292844
3.91,118.32142555568706
3.92,119.26916278937676
3.93,120.22084666389416
3.94,121.17655884913572
3.95,122.13638101499804
3.96,123.10039483137768
3.97,124.06868196817116
3.98,125.041324095275
3.99,126.0184028825858
4.0,127.0
4.01,127.9861971174142
4.02,128.97707590472493
4.03,129.97271803182883
4.04,130.97320516862231
4.05,131.9786189850019
4.06,132.98904115086424
4.07,134.00455333610591
4.08,135.02523721062326
4.09,136.05117444431292
4.1,137.08244670707148
4.11,138.11913566879554
4.12,139.16132299938144
4.13,140.20909036872584
4.14,141.2625194467253
4.15,142.32169190327642
4.16,143.38668940827557
4.17,144.45759363161932
4.18,145.53448624320433
4.19,146.61744891292716
4.2,147.70656331068415
4.21,148.80191110637202
4.22,149.90357396988722
4.23,151.0116335711264
4.24,152.12617157998594
4.25,153.24726966636248
4.26,154.37500950015257
4.27,155.50947275125267
4.28,156.65074108955957
4.29,157.79889618496944
4.3,158.95401970737902
4.31,160.11619332668482
4.32,161.2854987127835
4.33,162.46201753557145
4.34,163.6458314649452
4.35,164.83702217080136
4.36,166.03567132303658
4.37,167.24186059154715
4.38,168.45567164622975
4.39,169.67718615698092
4.4,170.9064857936973
4.41,172.1436522262752
4.42,173.38876712461135
4.43,174.64191215860217
4.44,175.9031689981444
4.45,177.17261931313425
4.46,178.45034477346852
4.47,179.73642704904364
4.48,181.0309478097564
4.49,182.33398872550293
4.5,183.64563146618
4.51,184.9659577016841
4.52,186.2950491019118
4.53,187.63298733675984
4.54,188.9798540761243
4.55,190.3357309899021
4.56,191.7006997479896
4.57,193.0748420202836
4.58,194.45823947668023
4.59,195.85097378707627
4.6,197.25312662136827
4.61,198.66477964945284
4.62,200.0860145412263
4.63,201.51691296658527
4.64,202.9575565954264
4.65,204.40802709764623
4.66,205.8684061431411
4.67,207.3387754018077
4.68,208.8192165435426
4.69,210.3098112382424
4.7,211.81064115580332
4.71,213.32178796612223
4.72,214.84333333909552
4.73,216.3753589446199
4.74,217.9179464525917
4.75,219.47117753290752
4.76,221.03513385546387
4.77,222.6098970901574
4.78,224.1955489068847
4.79,225.7921709755421
4.8,227.3998449660262
4.81,229.01865254823363
4.82,230.64867539206105
4.83,232.28999516740464
4.84,233.9426935441612
4.85,235.60685219222717
4.86,237.28255278149928
4.87,238.96987698187385
4.88,240.6689064632474
4.89,242.3797228955166
4.9,244.10240794857813
4.91,245.83704329232825
4.92,247.58371059666356
4.93,249.34249153148065
4.94,251.11346776667625
4.95,252.8967209721465
4.96,254.69233281778816
4.97,256.50038497349783
4.98,258.3209591091721
4.99,260.1541368947073
5.0,262.0
5.01,263.858609208307
5.02,265.7299417563256
5.03,267.61395399411333
5.04,269.5106022717276
5.05,271.4198429392258
5.06,273.3416323466655
5.07,275.2759268441044
5.08,277.2226827815996
5.09,279.18185650920856
5.1,281.15340437698904
5.11,283.13728273499856
5.12,285.1334479332943
5.13,287.1418563219338
5.14,289.1624642509747
5.15,291.19522807047457
5.16,293.2401041304905
5.17,295.2970487810802
5.18,297.3660183723011
5.19,299.4469692542109
5.2,301.53985777686665
5.21,303.6446402903261
5.22,305.7612731446467
5.23,307.889712689886
5.24,310.02991527610124
5.25,312.18183725335007
5.26,314.34543497169005
5.27,316.5206647811784
5.28,318.70748303187287
5.29,320.9058460738308
5.3,323.1157102571095
5.31,325.33703193176683
5.32,327.56976744786016
5.33,329.8138731554466
5.34,332.069305404584
5.35,334.3360205453297
5.36,336.6139749277415
5.37,338.9031249018763
5.38,341.2034268177918
5.39,343.51483702554566
5.4,345.8373118751953
5.41,348.1708077167981
5.42,350.51528090041154
5.43,352.8706877760931
5.44,355.23698469390047
5.45,357.6141280038908
5.46,360.0020740561216
5.47,362.4007792006506
5.48,364.81019978753534
5.49,367.2302921668328
5.5,369.6610126886007
5.51,372.1023177028968
5.52,374.55416355977815
5.53,377.0165066093027
5.54,379.4893032015274
5.55,381.9725096865101
5.56,384.466082414308
5.57,386.96997773497895
5.58,389.48415199858016
5.59,392.008561555169
5.6,394.5431627548031
5.61,397.0879119475404
5.62,399.6427654834373
5.63,402.20767971255225
5.64,404.7826109849422
5.65,407.3675156506651
5.66,409.96235005977775
5.67,412.5670705623382
5.68,415.1816335084037
5.69,417.80599524803193
5.7,420.44011213127993
5.71,423.08394050820544
5.72,425.7374367288661
5.73,428.4005571433193
5.74,431.0732581016222
5.75,433.7554959538326
5.76,436.44722705000777
5.77,439.1484077402055
5.78,441.8589943744833
5.79,444.5789433028981
5.8,447.3082108755077
5.81,450.04675344236966
5.82,452.7945273535415
5.83,455.5514889590805
5.84,458.3175946090441
5.85,461.0928006534899
5.86,463.8770634424756
5.87,466.6703393260583
5.88,469.4725846542957
5.89,472.28375577724495
5.9,475.1038090449642
5.91,477.9327008075102
5.92,480.7703874149408
5.93,483.6168252173133
5.94,486.4719705646857
5.95,489.33577980711465
5.96,492.2082092946581
5.97,495.0892153773735
5.98,497.9787544053184
5.99,500.8767827285501
6.0,503.78325669712615
6.01,506.6981326611038
6.02,509.621366970541
6.03,512.5529159754951
6.04,515.4927360260234
6.05,518.4407834721833
6.06,521.3970146640322
6.07,524.3613859516283
6.08,527.3338536850283
6.09,530.31437421429
6.1,533.3029038894706
6.11,536.2993990606283
6.12,539.3038160778196
6.13,542.3161112911026
6.14,545.3362410505346
6.15,548.3641617061733
6.16,551.399829608076
6.17,554.4432011062997
6.18,557.4942325509027
6.19,560.5528802919421
6.2,563.6191006794755
6.21,566.6928500635601
6.22,569.7740847942533
6.23,572.8627612216134
6.24,575.9588356956968
6.25,579.0622645665618
6.26,582.1730041842653
6.27,585.2910108988651
6.28,588.4162410604189
6.29,591.5486510189836
6.3,594.688197124617
6.31,597.8348357273765
6.32,600.98852317732
6.33,604.1492158245042
6.34,607.3168700189868
6.35,610.4914421108257
6.36,613.6728884500783
6.37,616.8611653868019
6.38,620.0562292710537
6.39,623.2580364528914
6.4,626.466543282373
6.41,629.6817061095552
6.42,632.9034812844958
6.43,636.1318251572523
6.44,639.3666940778822
6.45,642.6080443964429
6.46,645.8558324629918
6.47,649.1100146275865
6.48,652.3705472402846
6.49,655.6373866511434
6.5,658.9104892102201
6.51,662.1898112675727
6.52,665.4753091732584
6.53,668.766939277335
6.54,672.0646579298595
6.55,675.3684214808897
6.56,678.6781862804827
6.57,681.9939086786967
6.58,685.3155450255884
6.59,688.6430516712157
6.6,691.9763849656359
6.61,695.3155012589068
6.62,698.6603569010855
6.63,702.0109082422293
6.64,705.3671116323964
6.65,708.7289234216439
6.66,712.0962999600289
6.67,715.4691975976094
6.68,718.8475726844424
6.69,722.2313815705863
6.7,725.6205806060974
6.71,729.0151261410338
6.72,732.4149745254532
6.73,735.8200821094129
6.74,739.2304052429699
6.75,742.645900276182
6.76,746.0665235591068
6.77,749.4922314418018
6.78,752.9229802743242
6.79,756.3587264067318
6.8,759.7994261890818
6.81,763.2450359714318
6.82,766.6955121038396
6.83,770.150810936362
6.84,773.6108888190568
6.85,777.0757021019815
6.86,780.545207135194
6.87,784.0193602687509
6.88,787.4981178527105
6.89,790.9814362371295
6.9,794.4692717720662
6.91,797.9615808075775
6.92,801.458319693721
6.93,804.9594447805542
6.94,808.4649124181348
6.95,811.97467895652
6.96,815.4887007457672
6.97,819.0069341359341
6.98,822.5293354770786
6.99,826.055861119257
7.0,829.5864674125277
7.01,833.121110706948
7.02,836.6597473525751
7.03,840.2023336994671
7.04,843.7488260976808
7.05,847.2991808972739
7.06,850.8533544483041
7.07,854.4113031008286
7.08,857.9729832049051
7.09,861.538351110591
7.1,865.1073631679434
7.11,868.6799757270205
7.12,872.2561451378791
7.13,875.835827750577
7.14,879.4189799151717
7.15,883.005557981721
7.16,886.5955183002814
7.17,890.1888172209113
7.18,893.7854110936678
7.19,897.3852562686086
7.2,900.9883090957908
7.21,904.5945259252724
7.22,908.2038631071098
7.23,911.816276991362
7.24,915.4317239280854
7.25,919.050160267338
7.26,922.6715423591764
7.27,926.2958265536596
7.28,929.922969200844
7.29,933.5529266507872
7.3,937.1856552535464
7.31,940.82111135918
7.32,944.459251317745
7.33,948.1000314792984
7.34,951.7434081938984
7.35,955.389337811602
7.36,959.037776682467
7.37,962.6886811565506
7.38,966.34200758391
7.39,969.9977123146032
7.4,973.6557516986884
7.41,977.3160820862216
7.42,980.9786598272608
7.43,984.6434412718636
7.44,988.310382770088
7.45,991.9794406719906
7.46,995.650571327629
7.47,999.323731087061
7.48,1002.9988763003444
7.49,1006.6759633175358
7.5,1010.3549484886928
7.51,1014.0357881638736
7.52,1017.7184386931352
7.53,1021.4028564265354
7.54,1025.0889977141314
7.55,1028.7768189059802
7.56,1032.46627635214
7.57,1036.1573264026686
7.58,1039.8499254076223
7.59,1043.54402971706
7.6,1047.2395956810374
7.61,1050.936579649614
7.62,1054.6349379728456
7.63,1058.3346270007903
7.64,1062.0356030835055
7.65,1065.7378225710493
7.66,1069.4412418134784
7.67,1073.1458171608504
7.68,1076.8515049632229
7.69,1080.5582615706537
7.7,1084.2660433331998
7.71,1087.9748066009188
7.72,1091.684507723868
7.73,1095.3951030521057
7.74,1099.106548935688
7.75,1102.8188017246737
7.76,1106.5318177691197
7.77,1110.245553419083
7.78,1113.9599650246223
7.79,1117.6750089357938
7.8,1121.390641502656
7.81,1125.1068190752655
7.82,1128.8234980036807
7.83,1132.5406346379582
7.84,1136.2581853281558
7.85,1139.9761064243312
7.86,1143.6943542765416
7.87,1147.4128852348445
7.88,1151.1316556492975
7.89,1154.850621869958
7.9,1158.5697402468836
7.91,1162.2889671301318
7.92,1166.00825886976
7.93,1169.7275718158255
7.94,1173.446862318386
7.95,1177.1660867274986
7.96,1180.8852013932212
7.97,1184.6041626656113
7.98,1188.3229268947266
7.99,1192.0414504306236
8.0,1195.7596896233604
8.01,1199.4776008229944
8.02,1203.195140379583
8.03,1206.9122646431847
8.04,1210.6289299638552
8.05,1214.345092691654
8.06,1218.0607091766365
8.07,1221.775735768861
8.08,1225.4901288183858
8.09,1229.2038446752667
8.1,1232.9168396895625
8.11,1236.6290702113306
8.12,1240.340492590628
8.13,1244.0510631775132
8.14,1247.7607383220422
8.15,1251.469474374273
8.16,1255.1772276842632
8.17,1258.8839546020706
8.18,1262.5896114777522
8.19,1266.2941546613652
8.2,1269.997540502968
8.21,1273.6997253526183
8.22,1277.400665560372
8.23,1281.1003174762875
8.24,1284.7986374504226
8.25,1288.495581832834
8.26,1292.1911069735793
8.27,1295.885169222717
8.28,1299.5777249303032
8.29,1303.268730446396
8.3,1306.9581421210542
8.31,1310.645916304333
8.32,1314.3320093462908
8.33,1318.0163775969852
8.34,1321.6989774064737
8.35,1325.3797651248133
8.36,1329.058697102062
8.37,1332.7357296882774
8.38,1336.4108192335177
8.39,1340.083922087838
8.4,1343.7549946012969
8.41,1347.4239931239526
8.42,1351.0908740058624
8.43,1354.7555935970831
8.44,1358.4181082476732
8.45,1362.078374307689
8.46,1365.736348127189
8.47,1369.3919860562298
8.48,1373.0452444448697
8.49,1376.6960796431651
8.5,1380.3444480011744
8.51,1383.990305868955
8.52,1387.6336095965642
8.53,1391.274315534059
8.54,1394.912380031498
8.55,1398.5477594389383
8.56,1402.1804101064365
8.57,1405.8102883840504
8.58,1409.437350621838
8.59,1413.0615531698568
8.6,1416.6828523781635
8.61,1420.301204596817
8.62,1423.9165661758725
8.63,1427.5288934653904
8.64,1431.1381428154257
8.65,1434.7442705760368
8.66,1438.347233097281
8.67,1441.9469867292164
8.68,1445.5434878218998
8.69,1449.1366927253891
8.7,1452.7265577897415
8.71,1456.313039365015
8.72,1459.8960938012665
8.73,1463.4756774485527
8.74,1467.051746656933
8.75,1470.6242577764629
8.76,1474.1931671572015
8.77,1477.7584311492053
8.78,1481.3200061025325
8.79,1484.8778483672395
8.8,1488.4319142933855
8.81,1491.9821602310265
8.82,1495.5285425302204
8.83,1499.071017541024
8.84,1502.6095416134958
8.85,1506.1440710976935
8.86,1509.6745623436736
8.87,1513.2009717014937
8.88,1516.7232555212129
8.89,1520.2413701528865
8.9,1523.7552719465723
8.91,1527.264917252329
8.92,1530.770262420213
8.93,1534.2712638002824
8.94,1537.767877742594
8.95,1541.260060597206
8.96,1544.747768714176
8.97,1548.230958443561
8.98,1551.7095861354176
8.99,1555.183608139805
9.0,1558.6529808067796
9.01,1562.1176604863997
9.02,1565.5776035287215
9.03,1569.032766283803
9.04,1572.483105101703
9.05,1575.9285763324776
9.06,1579.3691363261844
9.07,1582.804741432881
9.08,1586.2353480026247
9.09,1589.6609123854737
9.1,1593.0813909314843
9.11,1596.496739990715
9.12,1599.906915913223
9.13,1603.3118750490662
9.14,1606.7115737483005
9.15,1610.1059683609851
9.16,1613.4950152371766
9.17,1616.8786707269326
9.18,1620.2568911803105
9.19,1623.6296329473687
9.2,1626.996852378163
9.21,1630.3585058227532
9.22,1633.7145496311946
9.23,1637.0649401535452
9.24,1640.4096337398632
9.25,1643.7485867402052
9.26,1647.0817555046297
9.27,1650.4090963831927
9.28,1653.730565725953
9.29,1657.0461198829678
9.3,1660.355715204295
9.31,1663.6593080399905
9.32,1666.956854740113
9.33,1670.24831165472
9.34,1673.5336351338683
9.35,1676.8127815276157
9.36,1680.0857071860205
9.37,1683.352368459139
9.38,1686.6127216970294
9.39,1689.8667232497487
9.4,1693.1143294673548
9.41,1696.3554966999045
9.42,1699.5901812974555
9.43,1702.8183396100665
9.44,1706.0399279877934
9.45,1709.254902780694
9.46,1712.4632203388269
9.47,1715.6648370122484
9.48,1718.859709151016
9.49,1722.047793105187
9.5,1725.2290452248203
9.51,1728.4034218599725
9.52,1731.5708793607
9.53,1734.731374077062
9.54,1737.8848623591148
9.55,1741.0313005569174
9.56,1744.1706450205254
9.57,1747.3028520999974
9.58,1750.42787814539
9.59,1753.545679506762
9.6,1756.6562125341695
9.61,1759.7594335776705
9.62,1762.8552989873228
9.63,1765.9437651131846
9.64,1769.0247883053116
9.65,1772.098324913762
9.66,1775.1643312885935
9.67,1778.2227637798635
9.68,1781.2735787376294
9.69,1784.3167325119484
9.7,1787.352181452879
9.71,1790.3798819104782
9.72,1793.3997902348024
9.73,1796.41186277591
9.74,1799.4160558838585
9.75,1802.4123259087053
9.76,1805.400629200508
9.77,1808.380922109324
9.78,1811.3531609852105
9.79,1814.3173021782252
9.8,1817.2733020384264
9.81,1820.22111691587
9.82,1823.160703160614
9.83,1826.092017122716
9.84,1829.0150151522344
9.85,1831.9296535992248
9.86,1834.8358888137464
9.87,1837.733677145856
9.88,1840.6229749456115
9.89,1843.5037385630692
9.9,1846.375924348288
9.91,1849.239488651324
9.92,1852.094387822236
9.93,1854.9405782110805
9.94,1857.7780161679152
9.95,1860.6066580427976
9.96,1863.4264601857865
9.97,1866.237378946937
9.98,1869.039370676308
9.99,1871.832391723957
10.0,1874.616398439941
10.01,1877.391347174318
10.02,1880.1571942771443
10.03,1882.9138960984792
10.04,1885.6614089883788
10.05,1888.3996892969008
10.06,1891.128693374104
10.07,1893.848377570044
10.08,1896.5586982347784
10.09,1899.2596117183664
10.1,1901.951074370864
10.11,1904.6330425423284
10.12,1907.305472582818
10.13,1909.9683208423908
10.14,1912.6215436711027
10.15,1915.2650974190124
10.16,1917.8989384361764
10.17,1920.5230230726531
10.18,1923.1373076785
10.19,1925.7417486037727
10.2,1928.336302198532
10.21,1930.920924812833
10.22,1933.4955727967333
10.23,1936.060202500291
10.24,1938.6147702735632
10.25,1941.159232466608
10.26,1943.6935454294817
10.27,1946.217665512243
10.28,1948.7315490649487
10.29,1951.2351524376563
10.3,1953.7284319804244
10.31,1956.211344043308
10.32,1958.683844976367
10.33,1961.145891129658
10.34,1963.597438853238
10.35,1966.0384444971653
10.36,1968.4688644114967
10.37,1970.88865494629
10.38,1973.297772451603
10.39,1975.6961732774928
10.4,1978.0838137740168
10.41,1980.460650291232
10.42,1982.8266391791967
10.43,1985.181736787968
10.44,1987.525899467604
10.45,1989.8590835681616
10.46,1992.1812454396984
10.47,1994.492341432272
10.48,1996.7923278959397
10.49,1999.081161180758
10.5,2001.3587976367864
10.51,2003.62519361408
10.52,2005.8803054626992
10.53,2008.1240895327
10.54,2010.3565021741383
10.55,2012.5774997370745
10.56,2014.7870385715644
10.57,2016.9850750276648
10.58,2019.1715654554343
10.59,2021.3464662049305
10.6,2023.5097336262108
10.61,2025.661324069332
10.62,2027.801193884352
10.63,2029.9292994213288
10.64,2032.045597030319
10.65,2034.15004306138
10.66,2036.2425938645704
10.67,2038.3232057899463
10.68,2040.3918351875664
10.69,2042.448438407488
10.7,2044.492971799768
10.71,2046.525391714463
10.72,2048.5456545016327
10.73,2050.553716511333
10.74,2052.5495340936213
10.75,2054.5330635985565
10.76,2056.5042613761952
10.77,2058.4630837765944
10.78,2060.409487149812
10.79,2062.343427845906
10.8,2064.2648622149327
10.81,2066.1737466069508
10.82,2068.070037372017
10.83,2069.953690860189
10.84,2071.8246634215243
10.85,2073.6829114060806
10.86,2075.528391163916
10.87,2077.361059045085
10.88,2079.1808713996484
10.89,2080.9877845776628
10.9,2082.781754929185
10.91,2084.5627388042726
10.92,2086.3306925529832
10.93,2088.0855725253746
10.94,2089.8273350715044
10.95,2091.5559365414297
10.96,2093.271333285208
10.97,2094.973481652896
10.98,2096.662337994553
10.99,2098.337858660235
11.0,2100.0
11.01,2101.648727210062
11.02,2103.284040871265
11.03,2104.905950410608
11.04,2106.514465255089
11.05,2108.10959483171
11.06,2109.69134856747
11.07,2111.259735889368
11.08,2112.814766224405
11.09,2114.3564489995792
11.1,2115.884793641891
11.11,2117.399809578342
11.12,2118.901506235928
11.13,2120.3898930416512
11.14,2121.864979422511
11.15,2123.326774805506
11.16,2124.775288617638
11.17,2126.2105302859054
11.18,2127.632509237308
11.19,2129.0412348988443
11.2,2130.436716697516
11.21,2131.8189640603227
11.22,2133.187986414262
11.23,2134.543793186336
11.24,2135.886393803543
11.25,2137.2157976928825
11.26,2138.5320142813557
11.27,2139.83505299596
11.28,2141.1249232636974
11.29,2142.401634511565
11.3,2143.6651961665666
11.31,2144.915617655698
11.32,2146.1529084059603
11.33,2147.3770778443536
11.34,2148.5881353978766
11.35,2149.7860904935296
11.36,2150.9709525583125
11.37,2152.1427310192253
11.38,2153.3014353032663
11.39,2154.447074837436
11.4,2155.579659048735
11.41,2156.6991973641616
11.42,2157.8056992107154
11.43,2158.899174015397
11.44,2159.979631205206
11.45,2161.047080207142
11.46,2162.1015304482044
11.47,2163.1429913553925
11.48,2164.1714723557075
11.49,2165.186982876148
11.5,2166.189532343713
11.51,2167.179130185404
11.52,2168.155785828219
11.53,2169.119508699159
11.54,2170.0703082252226
11.55,2171.0081938334106
11.56,2171.933174950722
11.57,2172.845261004156
11.58,2173.744461420713
11.59,2174.6307856273925
11.6,2175.504243051195
11.61,2176.364843119118
11.62,2177.212595258164
11.63,2178.0475088953312
11.64,2178.8695934576194
11.65,2179.678858372028
11.66,2180.475313065557
11.67,2181.258966965206
11.68,2182.0298294979752
11.69,2182.7879100908635
11.7,2183.533218170872
11.71,2184.265763164998
11.72,2184.985554500244
11.73,2185.692601603607
11.74,2186.386913902088
11.75,2187.068500822688
11.76,2187.737371792404
11.77,2188.393536238237
11.78,2189.0370035871874
11.79,2189.667783266254
11.8,2190.2858847024368
11.81,2190.891317322735
11.82,2191.484090554149
11.83,2192.064213823678
11.84,2192.6316965583223
11.85,2193.186548185081
11.86,2193.7287781309537
11.87,2194.2583958229407
11.88,2194.7754106880416
11.89,2195.2798321532546
11.9,2195.771669645582
11.91,2196.2509325920214
11.92,2196.7176304195737
11.93,2197.171772555238
11.94,2197.613368426014
11.95,2198.0424274589013
11.96,2198.4589590809
11.97,2198.8629727190096
11.98,2199.25447780023
11.99,2199.63348375156
12.0,2200.0
12.01,2200.3540607753093
12.02,2200.695799518281
12.03,2201.025374472468
12.04,2201.342943881425
12.05,2201.648665988703
12.06,2201.942699037857
12.07,2202.22520127244
12.08,2202.4963309360032
12.09,2202.756246272101
12.1,2203.0051055242875
12.11,2203.2430669361142
12.12,2203.470288751135
12.13,2203.686929212902
12.14,2203.89314656497
12.15,2204.0890990508906
12.16,2204.2749449142184
12.17,2204.450842398505
12.18,2204.616949747304
12.19,2204.7734252041696
12.2,2204.920427012653
12.21,2205.058113416309
12.22,2205.1866426586894
12.23,2205.306172983349
12.24,2205.4168626338383
12.25,2205.518869853713
12.26,2205.612352886525
12.27,2205.697469975828
12.28,2205.774379365175
12.29,2205.843239298117
12.3,2205.9042080182107
12.31,2205.957443769007
12.32,2206.0031047940597
12.33,2206.0413493369206
12.34,2206.072335641145
12.35,2206.0962219502844
12.36,2206.1131665078924
12.37,2206.1233275575223
12.38,2206.1268633427267
12.39,2206.1239321070598
12.4,2206.114692094073
12.41,2206.0993015473214
12.42,2206.077918710357
12.43,2206.0507018267326
12.44,2206.0178091400016
12.45,2205.979398893717
12.46,2205.935629331433
12.47,2205.886658696701
12.48,2205.832645233076
12.49,2205.773747184109
12.5,2205.710122793355
12.51,2205.641930304366
12.52,2205.569327960696
12.53,2205.492474005896
12.54,2205.4115266835224
12.55,2205.326644237125
12.56,2205.2379849102595
12.57,2205.1457069464777
12.58,2205.049968589333
12.59,2204.9509280823786
12.6,2204.848743669168
12.61,2204.743573593253
12.62,2204.635576098188
12.63,2204.524909427525
12.64,2204.411731824819
12.65,2204.2962015336216
12.66,2204.178476797486
12.67,2204.058715859965
12.68,2203.937076964613
12.69,2203.8137183549816
12.7,2203.688798274625
12.71,2203.562474967096
12.72,2203.434906675948
12.73,2203.306251644734
12.74,2203.176668117006
12.75,2203.0463143363186
12.76,2202.9153485462243
12.77,2202.7839289902768
12.78,2202.652213912028
12.79,2202.520361555032
12.8,2202.388530162841
12.81,2202.256877979009
12.82,2202.1255632470893
12.83,2201.994744210634
12.84,2201.864579113197
12.85,2201.7352261983315
12.86,2201.6068437095896
12.87,2201.4795898905254
12.88,2201.353622984692
12.89,2201.229101235642
12.9,2201.1061828869283
12.91,2200.985026182105
12.92,2200.8657893647246
12.93,2200.74863067834
12.94,2200.633708366505
12.95,2200.521180672772
12.96,2200.411205840694
12.97,2200.303942113825
12.98,2200.1995477357177
12.99,2200.098180949925
13.0,2200.0
13.01,2199.905129688702
13.02,2199.813561055613
13.03,2199.725251699521
13.04,2199.6401592192124
13.05,2199.558241213477
13.06,2199.479455281102
13.07,2199.403759020875
13.08,2199.331110031584
