wind_speed,Kuriant KE 18/4EH
6.78,4.6193635500561125
6.79,4.639100563845078
6.8,4.658859418027881
6.81,4.678639968793126
6.82,4.698442072329421
6.83,4.718265584825367
6.84,4.738110362469573
6.85,4.757976261450645
6.86,4.777863137957189
6.87,4.797770848177809
6.88,4.817699248301111
6.89,4.837648194515703
6.9,4.857617543010191
6.91,4.877607149973176
6.92,4.89761687159327
6.93,4.917646564059074
6.94,4.937696083559199
6.95,4.957765286282243
6.96,4.977854028416818
6.97,4.997962166151529
6.98,5.018089555674983
6.99,5.0382360531757815
7.0,5.058401514842532
7.01,5.078585796863842
7.02,5.098788755428315
7.03,5.119010246724561
7.04,5.139250126941183
7.05,5.159508252266784
7.06,5.179784478889975
7.07,5.200078662999361
7.08,5.220390660783543
7.09,5.240720328431131
7.1,5.261067522130729
7.11,5.281432098070947
7.12,5.301813912440386
7.13,5.322212821427652
7.14,5.342628681221352
7.15,5.363061348010096
7.16,5.383510677982481
7.17,5.40397652732712
7.18,5.424458752232617
7.19,5.444957208887578
7.2,5.465471753480606
7.21,5.48600224220031
7.22,5.5065485312352935
7.23,5.527110476774167
7.24,5.547687935005532
7.25,5.568280762117993
7.26,5.588888814300158
7.27,5.609511947740634
7.28,5.630150018628026
7.29,5.6508028831509405
7.3,5.67147039749798
7.31,5.692152417857756
7.32,5.71284880041887
7.33,5.733559401369926
7.34,5.754284076899536
7.35,5.7750226831963
7.36,5.79577507644883
7.37,5.816541112845725
7.38,5.837320648575594
7.39,5.858113539827043
7.4,5.878919642788681
7.41,5.8997388136491065
7.42,5.920570908596931
7.43,5.941415783820756
7.44,5.962273295509192
7.45,5.983143299850843
7.46,6.004025653034313
7.47,6.024920211248212
7.48,6.045826830681143
7.49,6.066745367521708
7.5,6.087675677958521
7.51,6.10861761818018
7.52,6.1295710443752975
7.53,6.1505358127324765
7.54,6.171511779440321
7.55,6.192498800687439
7.56,6.213496732662436
7.57,6.234505431553918
7.58,6.255524753550489
7.59,6.276554554840757
7.6,6.297594691613326
7.61,6.318645020056805
7.62,6.339705396359798
7.63,6.360775676710908
7.64,6.381855717298744
7.65,6.402945374311914
7.66,6.424044503939018
7.67,6.445152962368664
7.68,6.46627060578946
7.69,6.487397290390012
7.7,6.508532872358921
7.71,6.529677207884799
7.72,6.550830153156247
7.73,6.571991564361877
7.74,6.593161297690284
7.75,6.614339209330084
7.76,6.635525155469878
7.77,6.6567189922982735
7.78,6.677920576003877
7.79,6.699129762775293
7.8,6.7203464088011255
7.81,6.741570370269982
7.82,6.762801503370473
7.83,6.784039664291198
7.84,6.805284709220762
7.85,6.826536494347775
7.86,6.847794875860844
7.87,6.869059709948569
7.88,6.890330852799562
7.89,6.911608160602423
7.9,6.932891489545764
7.91,6.954180695818184
7.92,6.975475635608294
7.93,6.996776165104697
7.94,7.018082140496002
7.95,7.03939341797081
7.96,7.060709853717732
7.97,7.08203130392537
7.98,7.103357624782334
7.99,7.124688672477225
8.0,7.146024303198651
8.01,7.16736437313522
8.02,7.188708738475532
8.03,7.210057255408197
8.04,7.23140978012182
8.05,7.252766168805012
8.06,7.27412627764637
8.07,7.295489962834502
8.08,7.316857080558019
8.09,7.338227487005518
8.1,7.359601038365614
8.11,7.38097759082691
8.12,7.402357000578008
8.13,7.423739123807523
8.14,7.445123816704048
8.15,7.466510935456196
8.16,7.487900336252573
8.17,7.509291875281782
8.18,7.530685408732433
8.19,7.552080792793129
8.2,7.573477883652476
8.21,7.594876537499083
8.22,7.616276610521552
8.23,7.637677958908487
8.24,7.659080438848498
8.25,7.680483906530188
8.26,7.701888218142168
8.27,7.723293229873036
8.28,7.744698797911404
8.29,7.766104778445875
8.3,7.787511027665059
8.31,7.808917401757556
8.32,7.830323756911973
8.33,7.851729949316919
8.34,7.873135835160998
8.35,7.894541270632812
8.36,7.915946111920973
8.37,7.937350215214083
8.38,7.958753436700755
8.39,7.980155632569584
8.4,8.001556659009182
8.41,8.022956372208151
8.42,8.044354628355102
8.43,8.065751283638637
8.44,8.087146194247364
8.45,8.108539216369888
8.46,8.129930206194818
8.47,8.151319019910753
8.48,8.172705513706303
8.49,8.19408954377007
8.5,8.215470966290665
8.51,8.236849637456693
8.52,8.258225413456758
8.53,8.279598150479467
8.54,8.300967704713425
8.55,8.32233393234724
8.56,8.343696689569514
8.57,8.365055832568855
8.58,8.386411217533869
8.59,8.40776270065316
8.6,8.429110138115336
8.61,8.450453386109002
8.62,8.471792300822763
8.63,8.49312673844523
8.64,8.514456555165001
8.65,8.535781607170685
8.66,8.55710175065089
8.67,8.578416841794219
8.68,8.599726736789279
8.69,8.621031291824675
8.7,8.642330363089012
8.71,8.663623806770904
8.72,8.684911479058943
8.73,8.706193236141745
8.74,8.727468934207913
8.75,8.74873842944605
8.76,8.770001578044766
8.77,8.791258236192666
8.78,8.812508260078353
8.79,8.833751505890437
8.8,8.854987829817523
8.81,8.876217088048211
8.82,8.897439136771114
8.83,8.918653832174835
8.84,8.93986103044798
8.85,8.961060587779151
8.86,8.982252360356963
8.87,9.003436204370015
8.88,9.024611976006916
8.89,9.045779531456269
8.9,9.06693872690668
8.91,9.088089418546756
8.92,9.1092314625651
8.93,9.13036471515032
8.94,9.151489032491028
8.95,9.17260427077582
8.96,9.193710286193308
8.97,9.214806934932094
8.98,9.235894073180786
8.99,9.256971557127988
9.0,9.278039242962308
9.01,9.29909698687235
9.02,9.320144645046724
9.03,9.341182073674029
9.04,9.362209128942876
9.05,9.383225667041872
9.06,9.404231544159616
9.07,9.42522661648472
9.08,9.446210740205784
9.09,9.467183771511422
9.1,9.488145566590232
9.11,9.509095981630823
9.12,9.530034872821805
9.13,9.55096209635178
9.14,9.57187750840935
9.15,9.592780965183128
9.16,9.613672322861712
9.17,9.634551437633712
9.18,9.655418165687738
9.19,9.67627236321239
9.2,9.697113886396274
9.21,9.717942591428002
9.22,9.738758334496172
9.23,9.75956097178939
9.24,9.780350359496268
9.25,9.801126353805408
9.26,9.821888810905415
9.27,9.8426375869849
9.28,9.86337253823246
9.29,9.884093520836714
9.3,9.904800390986257
9.31,9.925493004869692
9.32,9.946171218675635
9.33,9.966834888592688
9.34,9.987483870809452
9.35,10.008118021514544
9.36,10.028737196896554
9.37,10.049341253144105
9.38,10.06993004644579
9.39,10.090503432990218
9.4,10.111061268965996
9.41,10.13160341056173
9.42,10.152129713966026
9.43,10.17264003536749
9.44,10.19313423095473
9.45,10.213612156916344
9.46,10.23407366944095
9.47,10.254518624717145
9.48,10.274946878933532
9.49,10.295358288278722
9.5,10.31575270894132
9.51,10.336129997109936
9.52,10.356490008973164
9.53,10.376832600719624
9.54,10.397157628537917
9.55,10.417464948616646
9.56,10.437754417144417
9.57,10.458025890309838
9.58,10.478279224301511
9.59,10.498514275308048
9.6,10.518730899518047
9.61,10.53892895312012
9.62,10.559108292302874
9.63,10.579268773254912
9.64,10.599410252164835
9.65,10.61953258522126
9.66,10.63963562861278
9.67,10.659719238528012
9.68,10.679783271155554
9.69,10.699827582684016
9.7,10.719852029302
9.71,10.739856467198123
9.72,10.759840752560972
9.73,10.77980474157917
9.74,10.799748290441311
9.75,10.819671255336011
9.76,10.839573492451866
9.77,10.859454857977486
9.78,10.879315208101485
9.79,10.899154399012447
9.8,10.918972286899008
9.81,10.93876872794975
9.82,10.958543578353286
9.83,10.978296694298225
9.84,10.998027931973166
9.85,11.01773714756672
9.86,11.037424197267493
9.87,11.057088937264089
9.88,11.076731223745115
9.89,11.096350912899176
9.9,11.11594786091488
9.91,11.135521923980829
9.92,11.155072958285633
9.93,11.17460082001789
9.94,11.194105365366212
9.95,11.213586450519209
9.96,11.233043931665485
9.97,11.252477664993638
9.98,11.271887506692275
9.99,11.291273312950011
10.0,11.310634939955444
10.01,11.329972243897185
10.02,11.349285080963831
10.03,11.368573307343995
10.04,11.387836779226287
10.05,11.407075352799309
10.06,11.426288884251658
10.07,11.44547722977195
10.08,11.46464024554879
10.09,11.483777787770777
10.1,11.502889712626525
10.11,11.521975876304634
10.12,11.541036134993714
10.13,11.56007034488237
10.14,11.579078362159208
10.15,11.598060043012827
10.16,11.61701524363184
10.17,11.635943820204854
10.18,11.65484562892047
10.19,11.673720525967294
10.2,11.69256836753394
10.21,11.711389009809007
10.22,11.730182308981096
10.23,11.748948121238822
10.24,11.767686302770786
10.25,11.786396709765594
10.26,11.805079198411851
10.27,11.823733624898166
10.28,11.842359845413146
10.29,11.86095771614539
10.3,11.879527093283516
10.31,11.898067833016114
10.32,11.9165797915318
10.33,11.935062825019177
10.34,11.953516789666851
10.35,11.971941541663428
10.36,11.990336937197515
10.37,12.008702832457717
10.38,12.02703908363264
10.39,12.04534554691089
10.4,12.063622078481066
10.41,12.081868534531786
10.42,12.100084771251648
10.43,12.11827064482926
10.44,12.136426011453228
10.45,12.154550727312154
10.46,12.172644648594655
10.47,12.19070763148932
10.48,12.208739532184772
10.49,12.2267402068696
10.5,12.244709511732424
10.51,12.262647302961842
10.52,12.280553436746462
10.53,12.29842776927489
10.54,12.316270156735731
10.55,12.334080455317595
10.56,12.351858521209085
10.57,12.369604210598805
10.58,12.38731737967536
10.59,12.404997884627356
10.6,12.4226455816434
10.61,12.440260326912105
10.62,12.457841976622063
10.63,12.475390386961896
10.64,12.492905414120196
10.65,12.510386914285572
10.66,12.52783474364663
10.67,12.545248758391985
10.68,12.56262881471023
10.69,12.579974768789976
10.7,12.597286476819828
10.71,12.614563794988396
10.72,12.63180657948428
10.73,12.649014686496091
10.74,12.666187972212429
10.75,12.683326292821905
10.76,12.70042950451312
10.77,12.717497463474684
10.78,12.734530025895202
10.79,12.751527047963275
10.8,12.768488385867522
10.81,12.785413895796536
10.82,12.802303433938928
10.83,12.819156856483296
10.84,12.835974019618256
10.85,12.852754779532413
10.86,12.869498992414368
10.87,12.886206514452727
10.88,12.902877201836104
10.89,12.919510910753091
10.9,12.936107497392308
10.91,12.952666817942347
10.92,12.969188728591824
10.93,12.985673085529342
10.94,13.00211974494351
10.95,13.018528563022922
10.96,13.0348993959562
10.97,13.05123209993194
10.98,13.06752653113875
10.99,13.083782545765237
11.0,13.1
11.01,13.116178747708624
11.02,13.132318633464568
11.03,13.148419499518264
11.04,13.164481188120146
11.05,13.180503541520643
11.06,13.196486401970189
11.07,13.21242961171922
11.08,13.228333013018158
11.09,13.244196448117444
11.1,13.260019759267507
11.11,13.275802788718783
11.12,13.291545378721702
11.13,13.3072473715267
11.14,13.322908609384196
11.15,13.33852893454464
11.16,13.35410818925845
11.17,13.369646215776068
11.18,13.385142856347922
11.19,13.40059795322444
11.2,13.416011348656063
11.21,13.43138288489323
11.22,13.446712404186352
11.23,13.461999748785871
11.24,13.477244760942224
11.25,13.49244728290584
11.26,13.507607156927149
11.27,13.522724225256589
11.28,13.537798330144584
11.29,13.552829313841576
11.3,13.567817018597989
11.31,13.58276128666426
11.32,13.597661960290822
11.33,13.612518881728104
11.34,13.627331893226536
11.35,13.642100837036557
11.36,13.6568255554086
11.37,13.671505890593084
11.38,13.686141684840464
11.39,13.700732780401152
11.4,13.71527901952559
11.41,13.729780244464203
11.42,13.74423629746743
11.43,13.758647020785707
11.44,13.773012256669452
11.45,13.787331847369114
11.46,13.801605635135116
11.47,13.815833462217888
11.48,13.830015170867872
11.49,13.844150603335487
11.5,13.858239601871176
11.51,13.872282008725367
11.52,13.886277666148498
11.53,13.900226416390993
11.54,13.914128101703293
11.55,13.927982564335815
11.56,13.941789646539007
11.57,13.955549190563298
11.58,13.969261038659118
11.59,13.9829250330769
11.6,13.996541016067075
11.61,14.010108829880076
11.62,14.023628316766333
11.63,14.037099318976283
11.64,14.050521678760358
11.65,14.063895238368982
11.66,14.0772198400526
11.67,14.090495326061635
11.68,14.103721538646523
11.69,14.116898320057697
11.7,14.130025512545588
11.71,14.143102958360627
11.72,14.156130499753248
11.73,14.169107978973887
11.74,14.182035238272968
11.75,14.194912119900929
11.76,14.207738466108198
11.77,14.22051411914521
11.78,14.233238921262402
11.79,14.2459127147102
11.8,14.25853534173904
11.81,14.27110664459935
11.82,14.283626465541566
11.83,14.296094646816114
11.84,14.308511030673436
11.85,14.320875459363965
11.86,14.33318777513812
11.87,14.345447820246344
11.88,14.35765543693907
11.89,14.36981046746672
11.9,14.381912754079735
11.91,14.393962139028552
11.92,14.40595846456359
11.93,14.417901572935294
11.94,14.429791306394083
11.95,14.441627507190404
11.96,14.45341001757468
11.97,14.465138679797343
11.98,14.47681333610883
11.99,14.488433828759574
12.0,14.5
12.01,14.511511836872144
12.02,14.522969905584436
12.03,14.534374917136892
12.04,14.545727582529546
12.05,14.55702861276242
12.06,14.568278718835533
12.07,14.579478611748922
12.08,14.590629002502604
12.09,14.601730602096607
12.1,14.612784121530956
12.11,14.623790271805673
12.12,14.634749763920787
12.13,14.64566330887632
12.14,14.656531617672302
12.15,14.667355401308756
12.16,14.678135370785704
12.17,14.688872237103176
12.18,14.699566711261191
12.19,14.710219504259785
12.2,14.720831327098972
12.21,14.731402890778783
12.22,14.741934906299242
12.23,14.752428084660371
12.24,14.7628831368622
12.25,14.773300773904753
12.26,14.783681706788055
12.27,14.794026646512126
12.28,14.804336304077
12.29,14.814611390482698
12.3,14.824852616729247
12.31,14.835060693816668
12.32,14.845236332744989
12.33,14.855380244514231
12.34,14.865493140124428
12.35,14.875575730575596
12.36,14.885628726867768
12.37,14.895652840000963
12.38,14.905648780975213
12.39,14.915617260790537
12.4,14.92555899044696
12.41,14.93547468094451
12.42,14.94536504328321
12.43,14.955230788463092
12.44,14.96507262748417
12.45,14.974891271346475
12.46,14.984687431050038
12.47,14.994461817594877
12.48,15.004215141981014
12.49,15.01394811520848
12.5,15.0236614482773
12.51,15.0333558521875
12.52,15.043032037939104
12.53,15.05269071653213
12.54,15.062332598966616
12.55,15.07195839624258
12.56,15.081568819360047
12.57,15.091164579319043
12.58,15.100746387119592
12.59,15.110314953761725
12.6,15.11987099024546
12.61,15.129415207570824
12.62,15.138948316737844
12.63,15.148471028746544
12.64,15.157984054596954
12.65,15.16748810528909
12.66,15.176983891822983
12.67,15.18647212519866
12.68,15.195953516416138
