wind_speed,W2E Wind to Energy W2E-100/2.0
2.67,0.0
2.68,0.0
2.69,0.0
2.7,0.0
2.71,0.0
2.72,0.0
2.73,0.0
2.74,0.0
2.75,0.0
2.76,0.0
2.77,0.0
2.78,0.0
2.79,0.0
2.8,0.0
2.81,0.0
2.82,0.0
2.83,0.0
2.84,0.0
2.85,0.0
2.86,0.0
2.87,0.0
2.88,0.0
2.89,0.0
2.9,0.0
2.91,0.0
2.92,0.0
2.93,0.0
2.94,0.0
2.95,0.0
2.96,0.0
2.97,0.0
2.98,0.0
2.99,0.0
3.0,0.0
3.01,0.0
3.02,0.0
3.03,0.0
3.04,0.0
3.05,0.0
3.06,0.0
3.07,0.0
3.08,0.0
3.09,0.0
3.1,0.0
3.11,0.0
3.12,0.0
3.13,0.0
3.14,0.0
3.15,0.0
3.16,0.0
3.17,0.0
3.18,0.0
3.19,0.0
3.2,0.0
3.21,0.0
3.22,0.0
3.23,0.0
3.24,0.0
3.25,0.0
3.26,0.0
3.27,0.0
3.28,0.0
3.29,0.0
3.3,0.0
3.31,0.0
3.32,0.0
3.33,0.0
3.34,0.0
3.35,0.0
3.36,0.0
3.37,0.0
3.38,0.0
3.39,0.0
3.4,0.0
3.41,0.0
3.42,0.0
3.43,0.0
3.44,0.0
3.45,0.0
3.46,0.0
3.47,0.0
3.48,0.0
3.49,0.0
3.5,34.4
3.51,35.40508623840688
3.52,36.40851225794896
3.53,37.41038415332966
3.54,38.41080801925259
3.55,39.4098899504212
3.56,40.40773604153911
3.57,41.40445238730974
3.58,42.40014508243672
3.59,43.394920221623465
3.6,44.38888389957361
3.61,45.382142210990594
3.62,46.374801250578
3.63,47.3669671130393
3.64,48.358745893078094
3.65,49.35024368539783
3.66,50.34156658470211
3.67,51.332820685694365
3.68,52.32411208307824
3.69,53.31554687155713
3.7,54.30723114583468
3.71,55.29927100061432
3.72,56.29177253059965
3.73,57.28484183049413
3.74,58.27858499500137
3.75,59.27310811882478
3.76,60.26851729666796
3.77,61.264918623234486
3.78,62.262418193227774
3.79,63.26112210135143
3.8,64.2611364423089
3.81,65.26256731080383
3.82,66.2655208015396
3.83,67.27010300921988
3.84,68.27642002854807
3.85,69.28457795422783
3.86,70.29468288096251
3.87,71.30684090345581
3.88,72.32115811641114
3.89,73.3377406145321
3.9,74.35669449252214
3.91,75.37812584508485
3.92,76.40214076692371
3.93,77.42884535274231
3.94,78.4583456972441
3.95,79.49074789513266
3.96,80.52615804111147
3.97,81.56468222988413
3.98,82.60642655615403
3.99,83.65149711462486
4.0,84.7
4.01,85.7520413069831
4.02,86.8077271302776
4.03,87.86716356458713
4.04,88.93045670461507
4.05,89.99771264506502
4.06,91.06903748064047
4.07,92.1445373060451
4.08,93.22431821598222
4.09,94.30848630515544
4.1,95.39714766826832
4.11,96.49040840002444
4.12,97.58837459512716
4.13,98.69115234828006
4.14,99.79884775418674
4.15,100.91156690755076
4.16,102.02941590307546
4.17,103.15250083546452
4.18,104.28092779942138
4.19,105.41480288964974
4.2,106.55423220085288
4.21,107.6993218277344
4.22,108.8501778649979
4.23,110.00690640734705
4.24,111.16961354948496
4.25,112.33840538611544
4.26,113.51338801194198
4.27,114.69466752166808
4.28,115.8823500099974
4.29,117.07654157163324
4.3,118.27734830127925
4.31,119.48487629363888
4.32,120.69923164341589
4.33,121.92052044531346
4.34,123.14884879403532
4.35,124.38432278428492
4.36,125.62704851076596
4.37,126.87713206818174
4.38,128.13467955123585
4.39,129.39979705463182
4.4,130.67259067307336
4.41,131.9531665012637
4.42,133.2416306339065
4.43,134.5380891657053
4.44,135.8426481913637
4.45,137.15541380558503
4.46,138.47649210307293
4.47,139.80598917853092
4.48,141.14401112666263
4.49,142.49066404217135
4.5,143.84605401976077
4.51,145.21028715413436
4.52,146.5834695399957
4.53,147.96570727204838
4.54,149.35710644499568
4.55,150.75777315354128
4.56,152.1678134923887
4.57,153.58733355624165
4.58,155.0164394398033
4.59,156.45523723777734
4.6,157.90383304486733
4.61,159.36233295577688
4.62,160.83084306520928
4.63,162.30946946786815
4.64,163.79831825845707
4.65,165.2974955316797
4.66,166.80710738223928
4.67,168.32725990483942
4.68,169.85805919418368
4.69,171.39961134497577
4.7,172.95202245191888
4.71,174.51539860971673
4.72,176.08984591307276
4.73,177.67547045669073
4.74,179.2723783352738
4.75,180.88067564352573
4.76,182.50046847615
4.77,184.13186292785008
4.78,185.7749650933297
4.79,187.4298810672921
4.8,189.0967169444409
4.81,190.77557881947973
4.82,192.4665727871121
4.83,194.16980494204148
4.84,195.8853813789713
4.85,197.6134081926052
4.86,199.3539914776469
4.87,201.1072373287995
4.88,202.8732518407668
4.89,204.65214110825215
4.9,206.4440112259595
4.91,208.24896828859187
4.92,210.06711839085293
4.93,211.8985676274463
4.94,213.74342209307565
4.95,215.60178788244417
4.96,217.47377109025544
4.97,219.35947781121317
4.98,221.25901414002092
4.99,223.172486171382
5.0,225.1
5.01,227.04163518181943
5.02,228.99736511774927
5.03,230.96713666993924
5.04,232.9508967005388
5.05,234.948592071698
5.06,236.9601696455665
5.07,238.98557628429427
5.08,241.0247588500308
5.09,243.07766420492595
5.1,245.1442392111296
5.11,247.2244307307915
5.12,249.3181856260613
5.13,251.42545075908887
5.14,253.5461729920239
5.15,255.6802991870165
5.16,257.827776206216
5.17,259.9885509117723
5.18,262.16257016583506
5.19,264.3497808305546
5.2,266.55012976808007
5.21,268.76356384056146
5.22,270.9900299101485
5.23,273.2294748389913
5.24,275.4818454892392
5.25,277.747088723042
5.26,280.02515140254974
5.27,282.315980389912
5.28,284.6195225472788
5.29,286.9357247367994
5.3,289.264533820624
5.31,291.6058966609023
5.32,293.9597601197843
5.33,296.3260710594192
5.34,298.70477634195714
5.35,301.0958228295478
5.36,303.4991573843412
5.37,305.91472686848664
5.38,308.34247814413425
5.39,310.7823580734336
5.4,313.23431351853486
5.41,315.6982913415873
5.42,318.17423840474095
5.43,320.6621015701454
5.44,323.16182769995106
5.45,325.6733636563068
5.46,328.19665630136274
5.47,330.7316524972687
5.48,333.278299106175
5.49,335.8365429902302
5.5,338.4063310115851
5.51,340.987610032389
5.52,343.5803269147918
5.53,346.1844285209435
5.54,348.7998617129934
5.55,351.4265733530916
5.56,354.0645103033877
5.57,356.71361942603176
5.58,359.3738475831732
5.59,362.0451416369619
5.6,364.72744844954775
5.61,367.42071488308056
5.62,370.1248877997099
5.63,372.8399140615856
5.64,375.5657405308574
5.65,378.3023140696755
5.66,381.04958154018897
5.67,383.807489804548
5.68,386.5759857249024
5.69,389.3550161634018
5.7,392.1445279821959
5.71,394.94446804343465
5.72,397.75478320926777
5.73,400.5754203418452
5.74,403.4063263033162
5.75,406.24744795583103
5.76,409.09873216153926
5.77,411.9601257825906
5.78,414.83157568113535
5.79,417.7130287193225
5.8,420.6044317593023
5.81,423.5057316632244
5.82,426.4168752932388
5.83,429.3378095114947
5.84,432.2684811801423
5.85,435.20883716133136
5.86,438.1588243172117
5.87,441.118389509933
5.88,444.0874796016448
5.89,447.0660414544973
5.9,450.05402193064015
5.91,453.0513678922228
5.92,456.0580262013953
5.93,459.0739437203073
5.94,462.0990673111091
5.95,465.1333438359496
5.96,468.1767201569792
5.97,471.22914313634726
5.98,474.29055963620414
5.99,477.3609165186991
6.0,480.4401606459819
6.01,483.5282388802024
6.02,486.6250980835106
6.03,489.7306851180564
6.04,492.844946845989
6.05,495.9678301294583
6.06,499.0992818306144
6.07,502.2392488116071
6.08,505.3876779345857
6.09,508.5445160617005
6.1,511.70971005510063
6.11,514.8832067769368
6.12,518.0649530893579
6.13,521.2548958545141
6.14,524.452981934555
6.15,527.6591581916308
6.16,530.8733714878907
6.17,534.0955686854849
6.18,537.3256966465627
6.19,540.5637022332746
6.2,543.8095323077698
6.21,547.0631337321981
6.22,550.3244533687094
6.23,553.5934380794539
6.24,556.8700347265805
6.25,560.1541901722395
6.26,563.4458512785807
6.27,566.7449649077536
6.28,570.0514779219085
6.29,573.3653371831944
6.3,576.6864895537615
6.31,580.0148818957597
6.32,583.3504610713388
6.33,586.6931739426482
6.34,590.0429673718379
6.35,593.3997882210575
6.36,596.7635833524573
6.37,600.1342996281865
6.38,603.511883910395
6.39,606.8962830612326
6.4,610.2874439428494
6.41,613.6853134173947
6.42,617.0898383470184
6.43,620.5009655938703
6.44,623.9186420201006
6.45,627.3428144878582
6.46,630.7734298592934
6.47,634.210434996556
6.48,637.653776761796
6.49,641.1034020171626
6.5,644.5592576248059
6.51,648.0212904468754
6.52,651.4894473455213
6.53,654.9636751828933
6.54,658.443920821141
6.55,661.9301311224139
6.56,665.4222529488623
6.57,668.9202331626358
6.58,672.4240186258841
6.59,675.9335562007568
6.6,679.448792749404
6.61,682.9696751339756
6.62,686.4961502166209
6.63,690.0281648594897
6.64,693.565665924732
6.65,697.108600274498
6.66,700.6569147709365
6.67,704.2105562761981
6.68,707.7694716524319
6.69,711.3336077617885
6.7,714.9029114664169
6.71,718.4773296284673
6.72,722.0568091100893
6.73,725.6412967734329
6.74,729.2307394806473
6.75,732.8250840938828
6.76,736.4242774752893
6.77,740.0282664870159
6.78,743.6369979912132
6.79,747.2504188500303
6.8,750.8684759256173
6.81,754.4911160801239
6.82,758.1182861757
6.83,761.7499330744951
6.84,765.3860036386593
6.85,769.0264447303416
6.86,772.6712032116933
6.87,776.3202259448626
6.88,779.9734597920001
6.89,783.6308516152552
6.9,787.2923482767783
6.91,790.9578966387186
6.92,794.6274435632256
6.93,798.3009359124499
6.94,801.9783205485406
6.95,805.6595443336478
6.96,809.3445541299214
6.97,813.0332967995106
6.98,816.7257192045662
6.99,820.4217682072365
7.0,824.1213906696723
7.01,827.8245334540235
7.02,831.5311434224393
7.03,835.2411674370701
7.04,838.9545523600647
7.05,842.6712450535734
7.06,846.3911923797466
7.07,850.1143412007333
7.08,853.8406383786835
7.09,857.5700307757465
7.1,861.3024652540731
7.11,865.0378886758124
7.12,868.7762479031142
7.13,872.517489798128
7.14,876.261561223004
7.15,880.0084090398924
7.16,883.7579801109421
7.17,887.5102212983032
7.18,891.2650794641256
7.19,895.0225014705592
7.2,898.7824341797532
7.21,902.5448244538576
7.22,906.3096191550223
7.23,910.0767651453976
7.24,913.8462092871324
7.25,917.6178984423768
7.26,921.3917794732804
7.27,925.1677992419932
7.28,928.9459046106654
7.29,932.726042441446
7.3,936.508159596485
7.31,940.2922029379322
7.32,944.078119327938
7.33,947.8658556286506
7.34,951.6553587022216
7.35,955.4465754107994
7.36,959.2394526165348
7.37,963.033937181577
7.38,966.8299759680756
7.39,970.6275158381806
7.4,974.4265036540424
7.41,978.2268862778096
7.42,982.0286105716328
7.43,985.8316233976612
7.44,989.6358716180451
7.45,993.441302094934
7.46,997.247861690478
7.47,1001.0554972668264
7.48,1004.8641556861296
7.49,1008.6737838105364
7.5,1012.4843285021972
7.51,1016.295736623262
7.52,1020.10795503588
7.53,1023.9209306022016
7.54,1027.734610184376
7.55,1031.548940644553
7.56,1035.363868844883
7.57,1039.179341647515
7.58,1042.9953059145996
7.59,1046.8117085082856
7.6,1050.6284962907232
7.61,1054.4456161240628
7.62,1058.2630148704532
7.63,1062.0806393920443
7.64,1065.8984365509868
7.65,1069.71635320943
7.66,1073.5343362295228
7.67,1077.3523324734158
7.68,1081.1702888032587
7.69,1084.9881520812016
7.7,1088.8058691693934
7.71,1092.6233869299847
7.72,1096.4406522251245
7.73,1100.257611916964
7.74,1104.0742128676509
7.75,1107.8904019393365
7.76,1111.7061259941702
7.77,1115.5213318943013
7.78,1119.3359665018806
7.79,1123.1499766790566
7.8,1126.96330928798
7.81,1130.7759111908003
7.82,1134.5877292496675
7.83,1138.3987103267314
7.84,1142.2088012841405
7.85,1146.0179489840464
7.86,1149.826100288598
7.87,1153.6332020599448
7.88,1157.439201160237
7.89,1161.2440444516242
7.9,1165.0476787962568
7.91,1168.8500510562835
7.92,1172.6511080938546
7.93,1176.4507967711202
7.94,1180.2490639502298
7.95,1184.0458564933328
7.96,1187.8411212625792
7.97,1191.6348051201187
7.98,1195.426854928102
7.99,1199.2172175486776
8.0,1203.0058398439955
8.01,1206.7926686762062
8.02,1210.577650907459
8.03,1214.3607333999037
8.04,1218.14186301569
8.05,1221.920986616968
8.06,1225.698051065887
8.07,1229.473003224597
8.08,1233.2457899552476
8.09,1237.0163581199888
8.1,1240.7846545809705
8.11,1244.550626200342
8.12,1248.3142198402534
8.13,1252.0753823628552
8.14,1255.8340606302954
8.15,1259.5902015047252
8.16,1263.3437518482938
8.17,1267.094658523151
8.18,1270.8428683914474
8.19,1274.5883283153314
8.2,1278.3309851569536
8.21,1282.070785778464
8.22,1285.8076770420114
8.23,1289.5416058097464
8.24,1293.2725189438186
8.25,1297.0003633063773
8.26,1300.7250857595732
8.27,1304.446633165555
8.28,1308.1649523864735
8.29,1311.8799902844776
8.3,1315.5916937217185
8.31,1319.3000095603445
8.32,1323.004884662505
8.33,1326.7062658903508
8.34,1330.4041001060325
8.35,1334.0983341716976
8.36,1337.7889149494974
8.37,1341.4757893015817
8.38,1345.1589040901004
8.39,1348.838206177202
8.4,1352.5136424250377
8.41,1356.1851596957558
8.42,1359.8527048515075
8.43,1363.516224754442
8.44,1367.175666266709
8.45,1370.8309762504584
8.46,1374.4821015678406
8.47,1378.1289890810035
8.48,1381.7715856520992
8.49,1385.4098381432757
8.5,1389.0436934166833
8.51,1392.673098334472
8.52,1396.2979997587918
8.53,1399.9183445517915
8.54,1403.5340795756224
8.55,1407.1451516924335
8.56,1410.751507764374
8.57,1414.353094653594
8.58,1417.9498592222435
8.59,1421.5417483324718
8.6,1425.1287088464296
8.61,1428.710687626266
8.62,1432.2876315341305
8.63,1435.8594874321743
8.64,1439.426202182546
8.65,1442.987722647395
8.66,1446.5439956888715
8.67,1450.094968169125
8.68,1453.640586950307
8.69,1457.1807988945643
8.7,1460.7155508640492
8.71,1464.2447897209106
8.72,1467.7684623272985
8.73,1471.2865155453617
8.74,1474.7988962372508
8.75,1478.3055512651156
8.76,1481.8064274911058
8.77,1485.3014717773704
8.78,1488.790630986061
8.79,1492.2738519793254
8.8,1495.7510816193148
8.81,1499.2222667681783
8.82,1502.6873542880655
8.83,1506.1462910411265
8.84,1509.5990238895108
8.85,1513.0454996953686
8.86,1516.4856653208496
8.87,1519.919467628103
8.88,1523.3468534792798
8.89,1526.7677697365284
8.9,1530.1821632619997
8.91,1533.5899809178418
8.92,1536.9911695662065
8.93,1540.3856760692424
8.94,1543.7734472890993
8.95,1547.1544300879275
8.96,1550.528571327877
8.97,1553.8958178710966
8.98,1557.256116579736
8.99,1560.609414315946
9.0,1563.9556579418754
9.01,1567.294794319675
9.02,1570.6267703114938
9.03,1573.9515327794816
9.04,1577.2690285857886
9.05,1580.5792045925648
9.06,1583.8820076619593
9.07,1587.1773846561218
9.08,1590.465282437202
9.09,1593.7456478673507
9.1,1597.0184278087168
9.11,1600.28356912345
9.12,1603.5410186737008
9.13,1606.7907233216188
9.14,1610.0326299293529
9.15,1613.266685359053
9.16,1616.49283647287
9.17,1619.711030132953
9.18,1622.921213201451
9.19,1626.1233325405158
9.2,1629.3173350122954
9.21,1632.503167478941
9.22,1635.6807768026
9.23,1638.8501098454244
9.24,1642.0111134695628
9.25,1645.1637345371655
9.26,1648.3079199103825
9.27,1651.4436164513631
9.28,1654.5707710222566
9.29,1657.6893304852144
9.3,1660.7992417023856
9.31,1663.9004515359188
9.32,1666.9929068479646
9.33,1670.0765545006725
9.34,1673.151341356193
9.35,1676.2172142766751
9.36,1679.2741201242695
9.37,1682.3220057611247
9.38,1685.360818049392
9.39,1688.3905038512198
9.4,1691.4110100287587
9.41,1694.4222834441575
9.42,1697.424270959567
9.43,1700.416919437137
9.44,1703.4001757390156
9.45,1706.3739867273548
9.46,1709.3382992643035
9.47,1712.293060212012
9.48,1715.2382164326282
9.49,1718.173714788304
9.5,1721.0995021411877
9.51,1724.01552535343
9.52,1726.9217312871806
9.53,1729.8180668045889
9.54,1732.7044787678044
9.55,1735.5809140389783
9.56,1738.447319480258
9.57,1741.303641953796
9.58,1744.1498283217395
9.59,1746.9858254462404
9.6,1749.8115801894469
9.61,1752.6270394135097
9.62,1755.4321499805778
9.63,1758.2268587528029
9.64,1761.0111125923322
9.65,1763.7848583613163
9.66,1766.548042921906
9.67,1769.3006131362504
9.68,1772.042515866499
9.69,1774.7736979748015
9.7,1777.4941063233082
9.71,1780.203687774169
9.72,1782.902389189533
9.73,1785.59015743155
9.74,1788.266939362371
9.75,1790.9326818441436
9.76,1793.5873317390194
9.77,1796.230835909148
9.78,1798.8631412166783
9.79,1801.4841945237608
9.8,1804.0939426925447
9.81,1806.6923325851808
9.82,1809.2793110638167
9.83,1811.8548249906053
9.84,1814.4188212276936
9.85,1816.971246637233
9.86,1819.5120480813723
9.87,1822.0411724222624
9.88,1824.558566522052
9.89,1827.0641772428912
9.9,1829.55795144693
9.91,1832.0398359963176
9.92,1834.5097777532044
9.93,1836.9677235797403
9.94,1839.4136203380745
9.95,1841.8474148903565
9.96,1844.2690540987376
9.97,1846.6784848253656
9.98,1849.075653932392
9.99,1851.4605082819653
10.0,1853.832994736236
10.01,1856.193060157353
10.02,1858.5406514074675
10.03,1860.875715348728
10.04,1863.198198843285
10.05,1865.508048753288
10.06,1867.8052119408871
10.07,1870.0896352682312
10.08,1872.3612655974712
10.09,1874.620049790756
10.1,1876.8659347102357
10.11,1879.0988672180604
10.12,1881.3187941763783
10.13,1883.5256624473425
10.14,1885.7194188930996
10.15,1887.9000103758003
10.16,1890.0673837575944
10.17,1892.221485900632
10.18,1894.362263667063
10.19,1896.489663919036
10.2,1898.6036335187027
10.21,1900.704119328212
10.22,1902.7910682097129
10.23,1904.8644270253549
10.24,1906.9241426372887
10.25,1908.9701619076652
10.26,1911.0024316986328
10.27,1913.020898872341
10.28,1915.02551029094
10.29,1917.0162128165796
10.3,1918.99295331141
10.31,1920.9556786375792
10.32,1922.90433565724
10.33,1924.83887123254
10.34,1926.7592322256287
10.35,1928.665365498657
10.36,1930.5572179137744
10.37,1932.4347363331303
10.38,1934.297867618875
10.39,1936.1465586331583
10.4,1937.9807562381293
10.41,1939.800407295938
10.42,1941.6054586687349
10.43,1943.3958572186684
10.44,1945.1715498078895
10.45,1946.932483298548
10.46,1948.6786045527929
10.47,1950.409860432774
10.48,1952.1261978006412
10.49,1953.8275635185453
10.5,1955.5139044486348
10.51,1957.1851674530596
10.52,1958.84129939397
10.53,1960.482247133516
10.54,1962.1079575338456
10.55,1963.7183774571115
10.56,1965.313453765461
10.57,1966.893133321044
10.58,1968.457362986012
10.59,1970.0060896225136
10.6,1971.539260092699
10.61,1973.0568212587168
10.62,1974.558719982719
10.63,1976.044903126853
10.64,1977.51531755327
10.65,1978.9699101241192
10.66,1980.408627701551
10.67,1981.8314171477143
10.68,1983.2382253247592
10.69,1984.628999094836
10.7,1986.0036853200943
10.71,1987.3622308626836
10.72,1988.704582584753
10.73,1990.0306873484533
10.74,1991.3404920159344
10.75,1992.6339434493448
10.76,1993.9109885108364
10.77,1995.1715740625568
10.78,1996.4156469666568
10.79,1997.6431540852864
10.8,1998.8540422805945
10.81,2000.0482584147317
10.82,2001.225749349847
10.83,2002.3864619480908
10.84,2003.5303430716128
10.85,2004.6573395825624
10.86,2005.7673983430905
10.87,2006.8604662153448
10.88,2007.9364900614771
10.89,2008.9954167436367
10.9,2010.037193123972
10.91,2011.0617660646344
10.92,2012.069082427773
10.93,2013.0590890755373
10.94,2014.031732870078
10.95,2014.986960673544
10.96,2015.924719348085
10.97,2016.844955755852
10.98,2017.7476167589932
10.99,2018.6326492196597
11.0,2019.5
11.01,2020.3496556433413
11.02,2021.181761417716
11.03,2021.996502272332
11.04,2022.794063156398
11.05,2023.574629019124
11.06,2024.338384809717
11.07,2025.085515477388
11.08,2025.8162059713436
11.09,2026.5306412407929
11.1,2027.2290062349448
11.11,2027.91148590301
11.12,2028.5782651941936
11.13,2029.2295290577076
11.14,2029.865462442759
11.15,2030.4862502985563
11.16,2031.0920775743095
11.17,2031.6831292192269
11.18,2032.2595901825173
11.19,2032.821645413388
11.2,2033.3694798610504
11.21,2033.903278474711
11.22,2034.4232262035791
11.23,2034.9295079968635
11.24,2035.4223088037736
11.25,2035.9018135735173
11.26,2036.368207255304
11.27,2036.8216747983413
11.28,2037.26240115184
11.29,2037.6905712650064
11.3,2038.1063700870511
11.31,2038.5099825671816
11.32,2038.901593654607
11.33,2039.281388298537
11.34,2039.6495514481792
11.35,2040.0062680527424
11.36,2040.351723061436
11.37,2040.686101423468
11.38,2041.0095880880476
11.39,2041.3223680043832
11.4,2041.6246261216843
11.41,2041.9165473891587
11.42,2042.1983167560156
11.43,2042.4701191714632
11.44,2042.7321395847116
11.45,2042.984562944968
11.46,2043.2275742014424
11.47,2043.4613583033415
11.48,2043.6861001998768
11.49,2043.9019848402556
11.5,2044.1091971736855
11.51,2044.3079221493776
11.52,2044.4983447165396
11.53,2044.68064982438
11.54,2044.855022422107
11.55,2045.0216474589304
11.56,2045.1807098840584
11.57,2045.3323946467
11.58,2045.476886696064
11.59,2045.614370981359
11.6,2045.7450324517936
11.61,2045.869056056576
11.62,2045.986626744916
11.63,2046.0979294660217
11.64,2046.2031491691023
11.65,2046.3024708033663
11.66,2046.3960793180224
11.67,2046.484159662279
11.68,2046.5668967853453
11.69,2046.64447563643
11.7,2046.7170811647416
11.71,2046.7848983194888
11.72,2046.848112049881
11.73,2046.9069073051264
11.74,2046.961469034433
11.75,2047.011982187012
11.76,2047.058631712069
11.77,2047.1016025588144
11.78,2047.1410796764576
11.79,2047.1772480142051
11.8,2047.210292521268
11.81,2047.240398146854
11.82,2047.2677498401715
11.83,2047.2925325504295
11.84,2047.3149312268376
11.85,2047.335130818603
11.86,2047.353316274936
11.87,2047.369672545044
11.88,2047.3843845781369
11.89,2047.3976373234216
11.9,2047.4096157301087
11.91,2047.4205047474063
11.92,2047.430489324524
11.93,2047.439754410669
11.94,2047.4484849550504
11.95,2047.456865906877
11.96,2047.4650822153585
11.97,2047.4733188297023
11.98,2047.4817606991187
11.99,2047.4905927728144
12.0,2047.5
12.01,2047.5101342288565
12.02,2047.5210149034576
12.03,2047.53262836685
12.04,2047.5449609620807
12.05,2047.5579990321976
12.06,2047.5717289202464
12.07,2047.586136969274
12.08,2047.6012095223275
12.09,2047.6169329224535
12.1,2047.6332935127
12.11,2047.650277636112
12.12,2047.6678716357385
12.13,2047.6860618546243
12.14,2047.7048346358176
12.15,2047.7241763223649
12.16,2047.744073257313
12.17,2047.7645117837087
12.18,2047.785478244599
12.19,2047.8069589830309
12.2,2047.8289403420504
12.21,2047.8514086647056
12.22,2047.8743502940424
12.23,2047.897751573109
12.24,2047.9215988449505
12.25,2047.9458784526155
12.26,2047.9705767391488
12.27,2047.9956800475989
12.28,2048.021174721013
12.29,2048.047047102436
12.3,2048.0732835349168
12.31,2048.0998703615014
12.32,2048.126793925236
12.33,2048.154040569168
12.34,2048.181596636345
12.35,2048.209448469813
12.36,2048.2375824126198
12.37,2048.26598480781
12.38,2048.294641998433
12.39,2048.323540327535
12.4,2048.3526661381625
12.41,2048.382005773362
12.42,2048.411545576181
12.43,2048.4412718896665
12.44,2048.4711710568645
12.45,2048.5012294208223
12.46,2048.5314333245874
12.47,2048.561769111206
12.48,2048.5922231237246
12.49,2048.622781705191
12.5,2048.653431198652
12.51,2048.6841579471534
12.52,2048.7149482937425
12.53,2048.745788581467
12.54,2048.7766651533734
12.55,2048.807564352508
12.56,2048.838472521918
12.57,2048.8693760046503
12.58,2048.900261143752
12.59,2048.9311142822685
12.6,2048.961921763249
12.61,2048.992669929739
12.62,2049.023345124785
12.63,2049.0539336914358
12.64,2049.0844219727355
12.65,2049.114796311733
12.66,2049.1450430514747
12.67,2049.175148535007
12.68,2049.205099105377
12.69,2049.234881105632
12.7,2049.264480878818
12.71,2049.2938847679825
12.72,2049.3230791161723
12.73,2049.3520502664346
12.74,2049.3807845618157
12.75,2049.4092683453623
12.76,2049.437487960122
12.77,2049.4654297491406
12.78,2049.493080055466
12.79,2049.5204252221447
12.8,2049.547451592224
12.81,2049.574145508749
12.82,2049.600493314769
12.83,2049.6264813533294
12.84,2049.6520959674776
12.85,2049.67732350026
12.86,2049.702150294724
12.87,2049.726562693916
12.88,2049.750547040883
12.89,2049.774089678672
12.9,2049.797176950329
12.91,2049.8197951989027
12.92,2049.841930767439
12.93,2049.863569998984
12.94,2049.8846992365857
12.95,2049.90530482329
12.96,2049.925373102145
12.97,2049.9448904161964
12.98,2049.963843108492
12.99,2049.982217522077
13.0,2050.0
13.01,2050.017180441233
13.02,2050.0337629684554
13.03,2050.0497552602683
13.04,2050.065164995278
13.05,2050.0799998520865
13.06,2050.094267509299
13.07,2050.1079756455183
13.08,2050.1211319393483
13.09,2050.133744069393
13.1,2050.1458197142565
13.11,2050.157366552542
13.12,2050.1683922628545
13.13,2050.1789045237965
13.14,2050.188911013972
13.15,2050.198419411985
13.16,2050.20743739644
13.17,2050.21597264594
13.18,2050.2240328390885
