wind_speed,Aria Libellula 20
2.43,0.3003546400122546
2.44,0.3096171254506881
2.45,0.3189849552898286
2.46,0.3284582509933272
2.47,0.3380371340248375
2.48,0.347721725848011
2.49,0.3575121479265007
2.5,0.3674085217239586
2.51,0.3774109687040373
2.52,0.3875196103303897
2.53,0.3977345680666672
2.54,0.4080559633765233
2.55,0.4184839177236095
2.56,0.4290185525715789
2.57,0.4396599893840834
2.58,0.4504083496247761
2.59,0.4612637547573083
2.6,0.4722263262453338
2.61,0.4832961855525036
2.62,0.4944734541424714
2.63,0.5057582534788886
2.64,0.5171507050254084
2.65,0.5286509302456823
2.66,0.5402590506033641
2.67,0.5519751875621046
2.68,0.5637994625855578
2.69,0.5757319971373748
2.7,0.5877729126812088
2.71,0.5999223306807115
2.72,0.6121803725995365
2.73,0.6245471599013349
2.74,0.6370228140497604
2.75,0.649607456508464
2.76,0.6623012087410987
2.77,0.6751041922113177
2.78,0.6880165283827723
2.79,0.7010383387191159
2.8,0.7141697446840001
2.81,0.727410867741078
2.82,0.7407618293540008
2.83,0.7542227509864228
2.84,0.7677937541019947
2.85,0.7814749601643701
2.86,0.7952664906372005
2.87,0.809168466984139
2.88,0.8231810106688372
2.89,0.8373042431549488
2.9,0.851538285906125
2.91,0.8658832603860193
2.92,0.8803392880582825
2.93,0.8949064903865693
2.94,0.9095849888345298
2.95,0.924374904865818
2.96,0.9392763599440852
2.97,0.9542894755329854
2.98,0.969414373096169
2.99,0.9846511740972902
3.0,1.0
3.01,1.015460850804299
3.02,1.0310332406555784
3.03,1.0467165622355743
3.04,1.0625102082260272
3.05,1.078413571308671
3.06,1.0944260441652485
3.07,1.1105470194774936
3.08,1.126775889927147
3.09,1.1431120481959445
3.1,1.1595548869656251
3.11,1.176103798917926
3.12,1.1927581767345865
3.13,1.2095174130973432
3.14,1.226380900687935
3.15,1.2433480321880983
3.16,1.2604182002795734
3.17,1.2775907976440954
3.18,1.2948652169634047
3.19,1.3122408509192376
3.2,1.3297170921933332
3.21,1.347293333467428
3.22,1.3649689674232617
3.23,1.3827433867425698
3.24,1.400615984107093
3.25,1.4185861521985674
3.26,1.436653283698731
3.27,1.454816771289323
3.28,1.4730760076520788
3.29,1.49143038546874
3.3,1.5098792974210409
3.31,1.5284221361907218
3.32,1.5470582944595197
3.33,1.5657871649091724
3.34,1.5846081402214174
3.35,1.6035206130779949
3.36,1.6225239761606391
3.37,1.6416176221510912
3.38,1.6608009437310876
3.39,1.6800733335823668
3.4,1.6994341843866656
3.41,1.718882888825724
3.42,1.7384188395812776
3.43,1.758041429335066
3.44,1.7777500507688258
3.45,1.7975440965642966
3.46,1.817422959403214
3.47,1.837386031967319
3.48,1.8574327069383456
3.49,1.8775623769980356
3.5,1.897774434828124
3.51,1.9180682731103504
3.52,1.9384432845264528
3.53,1.9588988617581675
3.54,1.9794343974872344
3.55,2.000049284395389
3.56,2.020742915164372
3.57,2.04151468247592
3.58,2.0623639790117707
3.59,2.083290197453662
3.6,2.104292730483333
3.61,2.1253709707825195
3.62,2.146524311032961
3.63,2.167752143916395
3.64,2.189053862114559
3.65,2.210428858309192
3.66,2.231876525182032
3.67,2.2533962554148137
3.68,2.27498744168928
3.69,2.2966494766871643
3.7,2.318381753090208
3.71,2.3401836635801465
3.72,2.36205460083872
3.73,2.383993957547664
3.74,2.406001126388719
3.75,2.42807550004362
3.76,2.450216471194105
3.77,2.4724234325219165
3.78,2.494695776708788
3.79,2.5170328964364583
3.8,2.5394341843866663
3.81,2.5618990332411493
3.82,2.5844268356816444
3.83,2.607016984389891
3.84,2.6296688720476267
3.85,2.6523818913365886
3.86,2.675155434938515
3.87,2.6979888955351443
3.88,2.720881665808213
3.89,2.7438331384394608
3.9,2.766842706110625
3.91,2.789909761503443
3.92,2.813033697299653
3.93,2.8362139061809946
3.94,2.859449780829202
3.95,2.8827407139260166
3.96,2.9060860981531738
3.97,2.9294853261924136
3.98,2.952937790725472
3.99,2.976442884434089
4.0,3.0
4.01,3.0236085931187997
4.02,3.047268371541489
4.03,3.070979106032933
4.04,3.094740567357984
4.05,3.1185525262815044
4.06,3.142414753568352
4.07,3.166327019983388
4.08,3.1902890962914694
4.09,3.214300753257453
4.1,3.2383617616462
4.11,3.2624718922225706
4.12,3.286630915751421
4.13,3.3108386029976105
4.14,3.3350947247259985
4.15,3.3593990517014456
4.16,3.3837513546888074
4.17,3.408151404452944
4.18,3.432598971758716
4.19,3.4570938273709806
4.2,3.481635742054596
4.21,3.506224486574422
4.22,3.530859831695317
4.23,3.555541548182143
4.24,3.5802694067997534
4.25,3.60504317831301
4.26,3.629862633486772
4.27,3.654727543085897
4.28,3.679637677875247
4.29,3.704592808619677
4.3,3.7295927060840457
4.31,3.754637141033216
4.32,3.779725884232044
4.33,3.804858706445388
4.34,3.830035378438107
4.35,3.855255670975061
4.36,3.8805193548211103
4.37,3.905826200741111
4.38,3.9311759794999217
4.39,3.956568461862403
4.4,3.982003418593415
4.41,4.007480620457814
4.42,4.032999838220458
4.43,4.058560842646209
4.44,4.084163404499924
4.45,4.109807294546462
4.46,4.135492283550683
4.47,4.161218142277443
4.48,4.186984641491605
4.49,4.212791551958025
4.5,4.238638644441561
4.51,4.264525689707075
4.52,4.290452458519424
4.53,4.316418721643467
4.54,4.342424249844064
4.55,4.368468813886072
4.56,4.394552184534348
4.57,4.420674132553758
4.58,4.446834428709154
4.59,4.473032843765398
4.6,4.499269148487347
4.61,4.525543113639864
4.62,4.551854509987803
4.63,4.578203108296023
4.64,4.604588679329386
4.65,4.631010993852751
4.66,4.657469822630975
4.67,4.6839649364289135
4.68,4.7104961060114325
4.69,4.737063102143387
4.7,4.763665695589636
4.71,4.790303657115039
4.72,4.816976757484453
4.73,4.843684767462741
4.74,4.870427457814757
4.75,4.897204599305362
4.76,4.924015962699416
4.77,4.950861318761775
4.78,4.977740438257304
4.79,5.0046530919508525
4.8,5.031599050607286
4.81,5.058578084991462
4.82,5.08558996586824
4.83,5.112634464002478
4.84,5.139711350159033
4.85,5.166820395102765
4.86,5.193961369598537
4.87,5.221134044411203
4.88,5.248338190305622
4.89,5.275573578046655
4.9,5.302839978399161
4.91,5.330137162127996
4.92,5.357464899998022
4.93,5.384822962774095
4.94,5.412211121221078
4.95,5.439629146103825
4.96,5.467076808187198
4.97,5.494553878236055
4.98,5.522060127015258
4.99,5.549595325289658
5.0,5.57715924382412
5.01,5.6047516533835005
5.02,5.63237232473266
5.03,5.660021028636458
5.04,5.687697535859751
5.05,5.7154016171674
5.06,5.743133043324261
5.07,5.770891585095197
5.08,5.798677013245063
5.09,5.826489098538719
5.1,5.854327611741023
5.11,5.882192323616839
5.12,5.9100830049310185
5.13,5.937999426448425
5.14,5.965941358933915
5.15,5.9939085731523525
5.16,6.0219008398685885
5.17,6.049917929847485
5.18,6.077959613853904
5.19,6.106025662652703
5.2,6.134115847008737
5.21,6.1622299376868686
5.22,6.190367705451955
5.23,6.218528921068859
5.24,6.2467133553024325
5.25,6.27492077891754
5.26,6.303150962679038
5.27,6.331403677351785
5.28,6.359678693700643
5.29,6.387975782490467
5.3,6.416294714486117
5.31,6.444635260452453
5.32,6.472997191154335
5.33,6.501380277356619
5.34,6.529784289824162
5.35,6.558208999321827
5.36,6.586654176614475
5.37,6.615119592466958
5.38,6.643605017644139
5.39,6.672110222910876
5.4,6.700634979032031
5.41,6.729179056772456
5.42,6.757742226897014
5.43,6.786324260170565
5.44,6.814924927357968
5.45,6.843543999224078
5.46,6.872181246533756
5.47,6.900836440051862
5.48,6.929509350543255
5.49,6.958199748772792
5.5,6.986907405505331
5.51,7.015632091505734
5.52,7.044373577538859
5.53,7.073131634369565
5.54,7.101906032762708
5.55,7.130696543483148
5.56,7.159502937295746
5.57,7.188324984965362
5.58,7.21716245725685
5.59,7.246015124935071
5.6,7.274882758764885
5.61,7.303765129511152
5.62,7.332662007938728
5.63,7.361573164812471
5.64,7.390498370897243
5.65,7.419437396957905
5.66,7.448390013759307
5.67,7.477355992066316
5.68,7.506335102643787
5.69,7.535327116256582
5.7,7.564331803669557
5.71,7.593348935647569
5.72,7.622378282955482
5.73,7.651419616358154
5.74,7.680472706620439
5.75,7.709537324507202
5.76,7.738613240783297
5.77,7.767700226213585
5.78,7.796798051562928
5.79,7.825906487596178
5.8,7.855025305078199
5.81,7.884154274773848
5.82,7.913293167447985
5.83,7.942441753865466
5.84,7.971599804791153
5.85,8.000767090989905
5.86,8.02994338322658
5.87,8.059128452266034
5.88,8.08832206887313
5.89,8.117524003812724
5.9,8.14673402784968
5.91,8.17595191174885
5.92,8.205177426275094
5.93,8.234410342193275
5.94,8.263650430268251
5.95,8.292897461264875
5.96,8.322151205948014
5.97,8.351411435082523
5.98,8.380677919433262
5.99,8.409950429765086
6.0,8.439228736842857
6.01,8.468512611431432
6.02,8.497801824295673
6.03,8.527096146200442
6.04,8.556395347910588
6.05,8.585699200190977
6.06,8.615007473806463
6.07,8.644319939521912
6.08,8.673636368102176
6.09,8.702956530312116
6.1,8.73228019691659
6.11,8.761607138680464
6.12,8.790937126368588
6.13,8.820269930745821
6.14,8.849605322577029
6.15,8.878943072627067
6.16,8.90828295166079
6.17,8.93762473044306
6.18,8.966968179738739
6.19,8.996313070312684
6.2,9.02565917292975
6.21,9.055006258354798
6.22,9.08435409735269
6.23,9.113702460688286
6.24,9.143051119126437
6.25,9.172399843432006
6.26,9.201748404369852
6.27,9.231096572704832
6.28,9.260444119201813
6.29,9.289790814625643
6.3,9.319136429741189
6.31,9.348480735313302
6.32,9.377823502106848
6.33,9.407164500886685
6.34,9.436503502417663
6.35,9.465840277464656
6.36,9.495174596792513
6.37,9.524506231166091
6.38,9.553834951350256
6.39,9.58316052810986
6.4,9.612482732209768
6.41,9.641801334414836
6.42,9.671116105489922
6.43,9.70042681619988
6.44,9.729733237309585
6.45,9.75903513958388
6.46,9.78833229378763
6.47,9.817624470685692
6.48,9.84691144104293
6.49,9.876192975624196
6.5,9.90546884519435
6.51,9.934738820518255
6.52,9.964002672360769
6.53,9.993260171486748
6.54,10.022511088661052
6.55,10.05175519464854
6.56,10.08099226021407
6.57,10.110222056122502
6.58,10.139444353138696
6.59,10.168658922027507
6.6,10.1978655335538
6.61,10.22706395848243
6.62,10.256253967578257
6.63,10.285435331606134
6.64,10.314607821330927
6.65,10.343771207517497
6.66,10.372925260930693
6.67,10.40206975233538
6.68,10.431204452496418
6.69,10.460329132178666
6.7,10.489443562146976
6.71,10.518547513166215
6.72,10.547640756001238
6.73,10.576723061416905
6.74,10.605794200178078
6.75,10.634853943049604
6.76,10.663902060796358
6.77,10.692938324183183
6.78,10.721962503974956
6.79,10.75097437093652
6.8,10.77997369583274
6.81,10.808960249428472
6.82,10.837933802488584
6.83,10.866894125777923
6.84,10.895840990061355
6.85,10.924774166103736
6.86,10.953693424669927
6.87,10.982598536524783
6.88,11.011489272433169
6.89,11.040365403159935
6.9,11.069226699469954
6.91,11.09807293212807
6.92,11.126903871899149
6.93,11.155719289548047
6.94,11.184518955839629
6.95,11.213302641538746
6.96,11.242070117410265
6.97,11.270821154219032
6.98,11.299555522729923
6.99,11.328272993707785
7.0,11.356973337917475
7.01,11.38565632612386
7.02,11.414321729091796
7.03,11.44296931758614
7.04,11.471598862371756
7.05,11.500210134213496
7.06,11.528802903876224
7.07,11.557376942124796
7.08,11.585932019724073
7.09,11.61446790743891
7.1,11.642984376034168
7.11,11.671481196274708
7.12,11.69995813892539
7.13,11.728414974751066
7.14,11.756851474516596
7.15,11.78526740898685
7.16,11.813662548926672
7.17,11.842036665100933
7.18,11.87038952827448
7.19,11.898720909212184
7.2,11.927030578678892
7.21,11.955318307439477
7.22,11.983583866258783
7.23,12.01182702590168
7.24,12.04004755713302
7.25,12.068245230717666
7.26,12.096419817420472
7.27,12.124571088006302
7.28,12.152698813240011
7.29,12.180802763886469
7.3,12.208882710710514
7.31,12.236938424477025
7.32,12.264969675950848
7.33,12.292976235896845
7.34,12.32095787507988
7.35,12.348914364264804
7.36,12.376845474216482
7.37,12.404750975699772
7.38,12.43263063947953
7.39,12.460484236320616
7.4,12.488311536987892
7.41,12.516112312246213
7.42,12.543886332860437
7.43,12.571633369595425
7.44,12.59935319321604
7.45,12.627045574487132
7.46,12.654710284173566
7.47,12.6823470930402
7.48,12.70995577185189
7.49,12.737536091373498
7.5,12.765087822369884
7.51,12.7926107356059
7.52,12.820104601846412
7.53,12.847569191856282
7.54,12.875004276400356
7.55,12.902409626243504
7.56,12.92978501215058
7.57,12.957130204886449
7.58,12.984444975215956
7.59,13.011729093903972
7.6,13.038982331715353
7.61,13.066204459414957
7.62,13.093395247767644
7.63,13.120554467538271
7.64,13.147681889491698
7.65,13.174777284392787
7.66,13.201840423006391
7.67,13.22887107609737
7.68,13.255869014430589
7.69,13.282834008770902
7.7,13.309765829883162
7.71,13.336664248532236
7.72,13.363529035482983
7.73,13.390359961500264
7.74,13.417156797348923
7.75,13.443919313793838
7.76,13.470647281599856
7.77,13.49734047153184
7.78,13.523998654354648
7.79,13.55062160083314
7.8,13.577209081732171
7.81,13.603760867816602
7.82,13.6302767298513
7.83,13.65675643860111
7.84,13.683199764830896
7.85,13.70960647930552
7.86,13.73597635278984
7.87,13.762309156048712
7.88,13.788604659847
7.89,13.814862634949556
7.9,13.841082852121245
7.91,13.867265082126918
7.92,13.893409095731442
7.93,13.919514663699676
7.94,13.945581556796474
7.95,13.971609545786697
7.96,13.997598401435202
7.97,14.023547894506846
7.98,14.0494577957665
7.99,14.075327875979008
8.0,14.101157905909236
8.01,14.126947656322043
8.02,14.152696897982285
8.03,14.178405401654825
8.04,14.204072938104511
8.05,14.229699278096223
8.06,14.255284192394804
8.07,14.280827451765113
8.08,14.306328826972011
8.09,14.331788088780357
8.1,14.357205007955011
8.11,14.382579355260834
8.12,14.40791090146268
8.13,14.433199417325415
8.14,14.458444673613892
8.15,14.483646441092969
8.16,14.508804490527504
8.17,14.533918592682358
8.18,14.558988518322394
8.19,14.584014038212468
8.2,14.608994923117434
8.21,14.63393094380216
8.22,14.6588218710315
8.23,14.68366747557031
8.24,14.708467528183451
8.25,14.733221799635782
8.26,14.757930060692168
8.27,14.782592082117452
8.28,14.807207634676512
8.29,14.831776489134192
8.3,14.856298416255369
8.31,14.88077318680488
8.32,14.905200571547592
8.33,14.929580341248368
8.34,14.953912266672068
8.35,14.97819611858354
8.36,15.002431667747652
8.37,15.02661868492926
8.38,15.05075694089323
8.39,15.074846206404413
8.4,15.098886252227665
8.41,15.122876849127849
8.42,15.146817767869829
8.43,15.170708779218453
8.44,15.194549653938587
8.45,15.21834016279509
8.46,15.242080076552824
8.47,15.26576916597664
8.48,15.289407201831404
8.49,15.312993954881962
8.5,15.336529195893188
8.51,15.360012695629935
8.52,15.38344422485706
8.53,15.406823554339423
8.54,15.430150454841886
8.55,15.453424697129307
8.56,15.47664605196654
8.57,15.499814290118447
8.58,15.522929182349891
8.59,15.545990499425724
8.6,15.568998012110807
8.61,15.59195149117
8.62,15.614850707368158
8.63,15.63769543147015
8.64,15.660485434240824
8.65,15.683220486445045
8.66,15.705900358847666
8.67,15.728524822213553
8.68,15.751093647307558
8.69,15.773606604894548
8.7,15.796063465739373
8.71,15.818464000606902
8.72,15.840807980261983
8.73,15.86309517546948
8.74,15.885325356994256
8.75,15.907498295601162
8.76,15.92961376205506
8.77,15.951671527120808
8.78,15.973671361563266
8.79,15.9956130361473
8.8,16.017496321637758
8.81,16.0393209887995
8.82,16.06108680839739
8.83,16.082793551196286
8.84,16.10444098796104
8.85,16.12602888945652
8.86,16.14755702644758
8.87,16.16902516969908
8.88,16.190433089975883
8.89,16.21178055804284
8.9,16.23306734466481
8.91,16.25429322060666
8.92,16.275457956633243
8.93,16.296561323509415
8.94,16.31760309200005
8.95,16.338583032869984
8.96,16.359500916884098
8.97,16.380356514807232
8.98,16.401149597404256
8.99,16.421879935440028
9.0,16.4425472996794
9.01,16.46315146088724
9.02,16.483692189828407
9.03,16.504169257267748
9.04,16.52458243397013
9.05,16.544931490700417
9.06,16.56521619822346
9.07,16.585436327304123
9.08,16.605591648707254
9.09,16.625681933197725
9.1,16.645706951540387
9.11,16.665666474500107
9.12,16.685560272841734
9.13,16.705388117330134
9.14,16.725149778730163
9.15,16.74484502780668
9.16,16.76447363532454
9.17,16.784035372048603
9.18,16.80353000874374
9.19,16.822957316174797
9.2,16.842317065106634
9.21,16.861609026304116
9.22,16.880832970532097
9.23,16.89998866855543
9.24,16.91907589113899
9.25,16.938094409047622
9.26,16.95704399304619
9.27,16.975924413899556
9.28,16.99473544237257
9.29,17.0134768492301
9.3,17.032148405237002
9.31,17.05074988115813
9.32,17.06928104775835
9.33,17.087741675802512
9.34,17.10613153605548
9.35,17.124450399282125
9.36,17.142698036247282
9.37,17.160874217715826
9.38,17.178978714452615
9.39,17.1970112972225
9.4,17.214971736790346
9.41,17.23285980392101
9.42,17.25067526937935
9.43,17.268417903930224
9.44,17.2860874783385
9.45,17.303683763369026
9.46,17.321206529786664
9.47,17.338655548356282
9.48,17.356030589842725
9.49,17.373331425010853
9.5,17.39055782462553
9.51,17.407709559451618
9.52,17.424786400253968
9.53,17.441788117797444
9.54,17.458714482846908
9.55,17.475565266167212
9.56,17.492340238523216
9.57,17.50903917067978
9.58,17.525661833401763
9.59,17.54220799745402
9.6,17.558677433601424
9.61,17.57506991260881
9.62,17.591385205241064
9.63,17.60762308226303
9.64,17.62378331443956
9.65,17.639865672535525
9.66,17.655869927315777
9.67,17.671795849545184
9.68,17.687643209988593
9.69,17.70341177941087
9.7,17.719101328576873
9.71,17.734711628251468
9.72,17.750242449199494
9.73,17.765693562185827
9.74,17.78106473797532
9.75,17.796355747332832
9.76,17.811566361023225
9.77,17.826696349811353
9.78,17.84174548446208
9.79,17.85671353574026
9.8,17.871600274410756
9.81,17.886405471238422
9.82,17.901128896988123
9.83,17.915770322424713
9.84,17.93032951831305
9.85,17.944806255418
9.86,17.959200304504407
9.87,17.97351143633715
9.88,17.987739421681084
9.89,18.001884031301046
9.9,18.01594503596192
9.91,18.029922206428555
9.92,18.043815313465814
9.93,18.057624127838544
9.94,18.07134842031161
9.95,18.08498796164988
9.96,18.098542522618203
9.97,18.112011873981444
9.98,18.12539578650446
9.99,18.1386940309521
10.0,18.15190637808924
10.01,18.165032598680725
10.02,18.17807246349141
10.03,18.191025743286172
10.04,18.203892208829867
10.05,18.216671630887348
10.06,18.229363780223466
10.07,18.241968427603084
10.08,18.254485343791067
10.09,18.266914299552276
10.1,18.27925506565156
10.11,18.291507412853782
10.12,18.303671111923805
10.13,18.31574593362648
10.14,18.32773164872668
10.15,18.33962802798924
10.16,18.35143484217905
10.17,18.36315186206094
10.18,18.37477885839978
10.19,18.386315601960437
10.2,18.397761863507757
10.21,18.409117413806605
10.22,18.42038202362184
10.23,18.43155546371832
10.24,18.4426375048609
10.25,18.453627917814448
10.26,18.464526473343817
10.27,18.47533294221386
10.28,18.48604709518945
10.29,18.496668703035432
10.3,18.50719753651668
10.31,18.51763336639804
10.32,18.52797596344437
10.33,18.53822509842054
10.34,18.5483805420914
10.35,18.55844206522181
10.36,18.56840943857663
10.37,18.57828243292072
10.38,18.588060819018946
10.39,18.59774436763615
10.4,18.607332849537197
10.41,18.61682603548695
10.42,18.626223696250275
10.43,18.63552560259201
10.44,18.64473152527704
10.45,18.6538412350702
10.46,18.66285450273637
10.47,18.671771099040377
10.48,18.68059079474712
10.49,18.689313360621423
10.5,18.69793856742817
10.51,18.70646618593221
10.52,18.7148959868984
10.53,18.7232277410916
10.54,18.731461219276675
10.55,18.73959619221847
10.56,18.74763243068186
10.57,18.755569705431697
10.58,18.76340778723284
10.59,18.77114644685013
10.6,18.77878545504846
10.61,18.786324582592663
10.62,18.793763600247612
10.63,18.801102278778167
10.64,18.808340388949173
10.65,18.81547770152549
10.66,18.822513987271996
10.67,18.82944901695353
10.68,18.836282561334954
10.69,18.843014391181136
10.7,18.849644277256928
10.71,18.85617199032719
10.72,18.862597301156782
10.73,18.86891998051056
10.74,18.875139799153388
10.75,18.88125652785012
10.76,18.887269937365616
10.77,18.89317979846474
10.78,18.898985881912346
10.79,18.90468795847329
10.8,18.910285798912437
10.81,18.91577917399464
10.82,18.92116785448476
10.83,18.92645161114765
10.84,18.93163021474819
10.85,18.936703436051214
10.86,18.9416710458216
10.87,18.94653281482419
10.88,18.95128851382385
10.89,18.95593791358545
10.9,18.96048078487384
10.91,18.964916898453865
10.92,18.969246025090406
10.93,18.973467935548303
10.94,18.97758240059244
10.95,18.98158919098764
10.96,18.985488077498797
10.97,18.989278830890747
10.98,18.99296122192836
10.99,18.99653502137649
11.0,19.0
11.01,19.00335617097072
11.02,19.00660451708839
11.03,19.00974626355972
11.04,19.01278263559143
11.05,19.01571485839023
11.06,19.01854415716282
11.07,19.021271757115944
11.08,19.023898883456287
11.09,19.02642676139057
11.1,19.02885661612551
11.11,19.031189672867825
11.12,19.033427156824217
11.13,19.0355702932014
11.14,19.03762030720609
11.15,19.03957842404501
11.16,19.04144586892486
11.17,19.04322386705236
11.18,19.044913643634217
11.19,19.046516423877147
11.2,19.04803343298787
11.21,19.049465896173096
11.22,19.050815038639527
11.23,19.052082085593888
11.24,19.05326826224289
11.25,19.05437479379325
11.26,19.055402905451672
11.27,19.05635382242488
11.28,19.057228769919572
11.29,19.05802897314248
11.3,19.0587556573003
11.31,19.05941004759975
11.32,19.05999336924756
11.33,19.06050684745042
11.34,19.06095170741505
11.35,19.06132917434817
11.36,19.06164047345649
11.37,19.061886829946715
11.38,19.062069469025577
11.39,19.06218961589977
11.4,19.062248495776014
11.41,19.06224733386103
11.42,19.06218735536152
11.43,19.062069785484205
11.44,19.06189584943579
11.45,19.061666772422992
11.46,19.06138377965253
11.47,19.06104809633111
11.48,19.06066094766545
11.49,19.060223558862265
11.5,19.059737155128257
11.51,19.059202961670145
11.52,19.05862220369465
11.53,19.057996106408478
11.54,19.057325895018337
11.55,19.056612794730945
11.56,19.055858030753026
11.57,19.05506282829128
11.58,19.054228412552423
11.59,19.05335600874317
11.6,19.05244684207024
11.61,19.051502137740325
11.62,19.05052312096016
11.63,19.04951101693645
11.64,19.048467050875917
11.65,19.047392447985253
11.66,19.0462884334712
11.67,19.04515623254044
11.68,19.043997070399712
11.69,19.04281217225572
11.7,19.04160276331517
11.71,19.040370068784785
11.72,19.039115313871275
11.73,19.03783972378136
11.74,19.036544523721737
11.75,19.035230938899137
11.76,19.033900194520257
11.77,19.032553515791815
11.78,19.03119212792054
11.79,19.02981725611313
11.8,19.028430125576296
11.81,19.02703196151676
11.82,19.02562398914123
11.83,19.02420743365641
11.84,19.02278352026904
11.85,19.02135347418581
11.86,19.019918520613444
11.87,19.018479884758648
11.88,19.01703879182814
11.89,19.01559646702863
11.9,19.01415413556683
11.91,19.012713022649464
11.92,19.01127435348323
11.93,19.009839353274856
11.94,19.008409247231043
11.95,19.006985260558512
11.96,19.00556861846397
11.97,19.00416054615414
11.98,19.002762268835724
11.99,19.00137501171544
12.0,19.0
12.01,18.998638324190008
12.02,18.99729053596159
12.03,18.995957052284773
12.04,18.994638290129576
12.05,18.99333466646601
12.06,18.992046598264107
12.07,18.990774502493878
12.08,18.989518796125346
12.09,18.988279896128528
12.1,18.987058219473443
12.11,18.98585418313012
12.12,18.984668204068573
12.13,18.983500699258816
12.14,18.982352085670875
12.15,18.98122278027477
12.16,18.980113200040524
12.17,18.979023761938144
12.18,18.97795488293766
12.19,18.976906980009087
12.2,18.97588047012245
12.21,18.97487577024777
12.22,18.97389329735506
12.23,18.97293346841434
12.24,18.971996700395632
12.25,18.971083410268957
12.26,18.970194015004328
12.27,18.969328931571777
12.28,18.96848857694131
12.29,18.96767336808296
12.3,18.966883721966735
12.31,18.966120055562666
12.32,18.965382785840763
12.33,18.964672329771048
12.34,18.963989104323545
12.35,18.96333352646827
12.36,18.962706013175243
12.37,18.96210698141448
12.38,18.96153684815601
12.39,18.96099603036984
12.4,18.96048494502601
12.41,18.960004009094515
12.42,18.959553639545398
12.43,18.959134253348655
12.44,18.958746267474325
12.45,18.958390098892416
12.46,18.95806616457296
12.47,18.957774881485964
12.48,18.957516666601457
12.49,18.95729193688945
12.5,18.95710110931997
12.51,18.95694460086303
12.52,18.956822828488654
12.53,18.956736209166863
12.54,18.95668515986769
12.55,18.95667009756112
12.56,18.9566914392172
12.57,18.956749601805942
12.58,18.956845002297364
12.59,18.956978057661487
12.6,18.95714918486833
12.61,18.95735880088792
12.62,18.95760732269027
12.63,18.9578951672454
12.64,18.95822275152333
12.65,18.958590492494075
12.66,18.958998807127667
12.67,18.959448112394117
12.68,18.959938825263443
12.69,18.960471362705665
12.7,18.96104614169081
12.71,18.96166357918889
12.72,18.96232409216993
12.73,18.963028097603956
12.74,18.963776012460965
12.75,18.964568253711
12.76,18.96540523832407
12.77,18.966287383270192
12.78,18.9672151055194
12.79,18.968188822041693
12.8,18.969208949807108
12.81,18.970275905785652
12.82,18.97139010694736
12.83,18.97255197026224
12.84,18.97376191270031
