wind_speed,Micon M 700-225
3.18,0.2139980941747576
3.19,0.229133600097679
3.2,0.2446475964953826
3.21,0.2605455928930852
3.22,0.2768330988160078
3.23,0.2935156237893676
3.24,0.3105986773383855
3.25,0.3280877689882784
3.26,0.3459884082642664
3.27,0.3643061046915699
3.28,0.3830463677954059
3.29,0.4022147071009948
3.3,0.4218166321335543
3.31,0.4418576524183048
3.32,0.4623432774804639
3.33,0.4832790168452521
3.34,0.5046703800378878
3.35,0.52652287658359
3.36,0.5488420160075771
3.37,0.5716333078350702
3.38,0.5949022615912856
3.39,0.6186543868014448
3.4,0.6428951929907645
3.41,0.6676301896844665
3.42,0.6928648864077669
3.43,0.7186047926858872
3.44,0.7448554180440443
3.45,0.7716222720074597
3.46,0.7989108641013496
3.47,0.8267267038509357
3.48,0.8550753007814351
3.49,0.8839621644180684
3.5,0.9133928042860524
3.51,0.9433727299106084
3.52,0.9739074508169548
3.53,1.0050024765303094
3.54,1.0366633165758938
3.55,1.0688954804789246
3.56,1.1017044777646223
3.57,1.1350958179582047
3.58,1.1690750105848928
3.59,1.2036475651699023
3.6,1.2388189912384568
3.61,1.2745947983157708
3.62,1.3109804959270663
3.63,1.3479815935975603
3.64,1.3856036008524752
3.65,1.423852027217026
3.66,1.4627323822164344
3.67,1.502250175375917
3.68,1.542410916220697
3.69,1.5832201142759883
3.7,1.624683279067015
3.71,1.6668059201189909
3.72,1.7095935469571404
3.73,1.7530516691066775
3.74,1.797185796092826
3.75,1.8420014374408007
3.76,1.8875041026758224
3.77,1.933699301323112
3.78,1.9805925429078848
3.79,2.0281893369553643
3.8,2.076495192990764
3.81,2.125515620539309
3.82,2.175256129126213
3.83,2.2257222282766995
3.84,2.276919427515984
3.85,2.328853236369288
3.86,2.3815291643618277
3.87,2.4349527210188264
3.88,2.4891294158654977
3.89,2.5440647584270675
3.9,2.5997642582287472
3.91,2.656233424795761
3.92,2.713477767653327
3.93,2.771502796326665
3.94,2.8303140203409898
3.95,2.889916949221526
3.96,2.950317092493488
3.97,3.0115199596821003
3.98,3.073531060312574
3.99,3.136355903910136
4.0,3.2
4.01,3.2644676893291744
4.02,3.329758637531817
4.03,3.3958713414638786
4.04,3.4628042979812936
4.05,3.530556003940011
4.06,3.599124956195978
4.07,3.668509651605144
4.08,3.738708587023444
4.09,3.809720259306827
4.1,3.88154316531124
4.11,3.954175801892633
4.12,4.027616665906939
4.13,4.101864254210111
4.14,4.176917063658091
4.15,4.252773591106832
4.16,4.329432333412266
4.17,4.406891787430348
4.18,4.485150450017018
4.19,4.564206818028231
4.2,4.644059388319917
4.21,4.724706657748026
4.22,4.806147123168511
4.23,4.888379281437314
4.24,4.971401629410374
4.25,5.055212663943639
4.26,5.1398108818930535
4.27,5.225194780114567
4.28,5.311362855464128
4.29,5.398313604797667
4.3,5.486045524971139
4.31,5.574557112840486
4.32,5.6638468652616645
4.33,5.753913279090603
4.34,5.844754851183251
4.35,5.936370078395558
4.36,6.028757457583476
4.37,6.121915485602931
4.38,6.215842659309878
4.39,6.310537475560266
4.4,6.405998431210043
4.41,6.502224023115141
4.42,6.599212748131511
4.43,6.696963103115101
4.44,6.795473584921861
4.45,6.894742690407721
4.46,6.994768916428634
4.47,7.095550759840547
4.48,7.197086717499412
4.49,7.299375286261157
4.5,7.402414962981736
4.51,7.506204244517096
4.52,7.610741627723177
4.53,7.71602560945594
4.54,7.822054686571309
4.55,7.928827355925232
4.56,8.036342114373664
4.57,8.144597458772553
4.58,8.25359188597783
4.59,8.363323892845447
4.6,8.473791976231348
4.61,8.584994632991489
4.62,8.696930359981797
4.63,8.809597654058226
4.64,8.92299501207672
4.65,9.037120930893234
4.66,9.151973907363695
4.67,9.267552438344056
4.68,9.383855020690266
4.69,9.500880151258274
4.7,9.61862632690401
4.71,9.737092044483427
4.72,9.856275800852472
4.73,9.976176092867098
4.74,10.096791417383232
4.75,10.218120271256826
4.76,10.34016115134383
4.77,10.462912554500184
4.78,10.586372977581846
4.79,10.710540917444742
4.8,10.835414870944822
4.81,10.96099333493804
4.82,11.087274806280345
4.83,11.214257781827657
4.84,11.341940758435944
4.85,11.470322232961143
4.86,11.599400702259212
4.87,11.72917466318607
4.88,11.85964261259768
4.89,11.99080304734998
4.9,12.122654464298934
4.91,12.255195360300457
4.92,12.388424232210513
4.93,12.52233957688504
4.94,12.65693989118
4.95,12.792223671951316
4.96,12.928189416054938
4.97,13.064835620346814
4.98,13.202160781682904
4.99,13.340163396919126
5.0,13.478841962911437
5.01,13.618194976515786
5.02,13.758220934588111
5.03,13.898918333984378
5.04,14.040285671560502
5.05,14.18232144417244
5.06,14.325024148676142
5.07,14.468392281927564
5.08,14.61242434078262
5.09,14.757118822097276
5.1,14.902474222727468
5.11,15.048489039529164
5.12,15.195161769358275
5.13,15.34249090907077
5.14,15.490474955522576
5.15,15.639112405569676
5.16,15.788401756067964
5.17,15.938341503873414
5.18,16.088930145841964
5.19,16.240166178829575
5.2,16.39204809969217
5.21,16.544574405285694
5.22,16.697743592466107
5.23,16.851554158089353
5.24,17.00600459901137
5.25,17.1610934120881
5.26,17.316819094175493
5.27,17.473180142129497
5.28,17.630175052806063
5.29,17.787802323061122
5.3,17.946060449750618
5.31,18.104947929730507
5.32,18.26446325985674
5.33,18.42460493698524
5.34,18.585371457971966
5.35,18.746761319672864
5.36,18.908773018943887
5.37,19.07140505264095
5.38,19.234655917620028
5.39,19.39852411073705
5.4,19.56300812884798
5.41,19.728106468808743
5.42,19.893817627475283
5.43,20.060140101703556
5.44,20.22707238834952
5.45,20.39461298426909
5.46,20.562760386318224
5.47,20.731513091352877
5.48,20.90086959622899
5.49,21.070828397802494
5.5,21.241387992929344
5.51,21.412546878465488
5.52,21.584303551266864
5.53,21.75665650818944
5.54,21.929604246089127
5.55,22.103145261821883
5.56,22.277278052243663
5.57,22.45200111421041
5.58,22.62731294457805
5.59,22.803212040202556
5.6,22.97969689793985
5.61,23.156766014645896
5.62,23.33441788717662
5.63,23.512651012387984
5.64,23.691463887135917
5.65,23.87085500827639
5.66,24.05082287266532
5.67,24.231365977158656
5.68,24.41248281861236
5.69,24.594171893882372
5.7,24.776431699824624
5.71,24.959260733295064
5.72,25.14265749114965
5.73,25.326620470244336
5.74,25.511148167435028
5.75,25.6962390795777
5.76,25.881891703528296
5.77,26.068104536142744
5.78,26.254876074277032
5.79,26.442204814787043
5.8,26.63008925452877
5.81,26.81852789035814
5.82,27.0075192191311
5.83,27.197061737703592
5.84,27.38715394293156
5.85,27.577794331670955
5.86,27.768981400777744
5.87,27.96071364710782
5.88,28.152989567517167
5.89,28.34580765886171
5.9,28.53916641799743
5.91,28.733064341780224
5.92,28.927499927066066
5.93,29.12247167071089
5.94,29.31797806957066
5.95,29.514017620501296
5.96,29.710588820358748
5.97,29.907690165998968
5.98,30.10532015427792
5.99,30.303477282051517
6.0,30.502160046175707
6.01,30.701366943506446
6.02,30.90109647089968
6.03,31.10134712521136
6.04,31.302117403297423
6.05,31.5034058020138
6.06,31.705210818216457
6.07,31.907530948761345
6.08,32.11036469050439
6.09,32.31371054030153
6.1,32.51756699500872
6.11,32.721932551481935
6.12,32.92680570657708
6.13,33.13218495715011
6.14,33.33806880005697
6.15,33.54445573215362
6.16,33.751344250296
6.17,33.95873285134003
6.18,34.166620032141694
6.19,34.37500428955691
6.2,34.58388412044163
6.21,34.793258021651795
6.22,35.003124490043355
6.23,35.21348202247228
6.24,35.424329115794464
6.25,35.635664266865874
6.26,35.847485972542465
6.27,36.05979272968018
6.28,36.27258303513498
6.29,36.48585538576277
6.3,36.69960827841952
6.31,36.913840209961165
6.32,37.12854967724366
6.33,37.34373517712295
6.34,37.55939520645498
6.35,37.77552826209567
6.36,37.99213284090102
6.37,38.20920743972693
6.38,38.426750555429344
6.39,38.64476068486422
6.4,38.86323632488752
6.41,39.08217597235517
6.42,39.301578124123104
6.43,39.52144127704729
6.44,39.74176392798366
6.45,39.96254457378817
6.46,40.18378171131675
6.47,40.40547383742536
6.48,40.62761944896994
6.49,40.85021704280641
6.5,41.07326511579076
6.51,41.2967621647789
6.52,41.52070668662679
6.53,41.745097178190406
6.54,41.96993213632563
6.55,42.19521005788844
6.56,42.42092943973478
6.57,42.64708877872061
6.58,42.87368657170184
6.59,43.10072131553444
6.6,43.32819150707435
6.61,43.55609564317753
6.62,43.78443222069989
6.63,44.013199736497405
6.64,44.24239668742599
6.65,44.47202157034164
6.66,44.70207288210025
6.67,44.9325491195578
6.68,45.1634487795702
6.69,45.39477035899344
6.7,45.62651235468343
6.71,45.85867326349612
6.72,46.09125158228747
6.73,46.32424580791343
6.74,46.5576544372299
6.75,46.79147596709288
6.76,47.02570889435826
6.77,47.26035171588205
6.78,47.49540292852016
6.79,47.73086102912853
6.8,47.96672451456311
6.81,48.20299188167984
6.82,48.43966162733468
6.83,48.67673224838357
6.84,48.91420224168244
6.85,49.15207010408726
6.86,49.39033433245398
6.87,49.628993423638505
6.88,49.8680458744968
6.89,50.10749018188481
6.9,50.34732484265851
6.91,50.5875483536738
6.92,50.82815921178664
6.93,51.06915591385298
6.94,51.31053695672879
6.95,51.552300837269954
6.96,51.79444605233246
6.97,52.03697109877224
6.98,52.27987447344528
6.99,52.523154673207465
7.0,52.76681019491475
7.01,53.0108395354231
7.02,53.25524119158846
7.03,53.5000136602668
7.04,53.745155438314
7.05,53.99066502258604
7.06,54.23654090993886
7.07,54.482781597228445
7.08,54.72938558131069
7.09,54.97635135904154
7.1,55.22367742727696
7.11,55.47136228287291
7.12,55.719404422685294
7.13,55.967802343570085
7.14,56.21655454238322
7.15,56.46565951598068
7.16,56.71511576121833
7.17,56.96492177495218
7.18,57.21507605403814
7.19,57.46557709533222
7.2,57.71642339569027
7.21,57.96761345196829
7.22,58.21914576102222
7.23,58.47101881970802
7.24,58.72323112488159
7.25,58.97578117339894
7.26,59.22866746211593
7.27,59.48188848788857
7.28,59.73544274757282
7.29,59.98932873802457
7.3,60.24354495609977
7.31,60.4980898986544
7.32,60.7529620625444
7.33,61.00815994462569
7.34,61.26368204175422
7.35,61.519526850785965
7.36,61.77569286857685
7.37,62.0321785919828
7.38,62.28898251785979
7.39,62.54610314306374
7.4,62.803538964450624
7.41,63.06128847887638
7.42,63.31935018319693
7.43,63.57772257426822
7.44,63.83640414894625
7.45,64.0953934040869
7.46,64.35468883654613
7.47,64.61428894317993
7.48,64.8741922208442
7.49,65.13439716639486
7.5,65.39490227668793
7.51,65.65570604857929
7.52,65.91680697892492
7.53,66.17820356458078
7.54,66.43989430240276
7.55,66.70187768924684
7.56,66.96415222196897
7.57,67.2267163974251
7.58,67.48956871247113
7.59,67.75270766396306
7.6,68.0161317487568
7.61,68.27983946370833
7.62,68.54382930567354
7.63,68.80809977150844
7.64,69.07264935806889
7.65,69.33747656221095
7.66,69.60257988079047
7.67,69.86795781066341
7.68,70.13360884868575
7.69,70.39953149171345
7.7,70.66572423660237
7.71,70.93218558020854
7.72,71.19891401938787
7.73,71.46590805099632
7.74,71.73316617188979
7.75,72.00068687892428
7.76,72.26846866895572
7.77,72.53651003884002
7.78,72.8048094854332
7.79,73.07336550559113
7.8,73.34217659616978
7.81,73.6112412540251
7.82,73.88055797601305
7.83,74.15012525898956
7.84,74.41994159981056
7.85,74.690005495332
7.86,74.96031544240986
7.87,75.23086993790005
7.88,75.50166747865853
7.89,75.77270656154123
7.9,76.04398568340413
7.91,76.31550334110312
7.92,76.5872580314942
7.93,76.85924825143326
7.94,77.13147249777631
7.95,77.40392926737924
7.96,77.67661705709804
7.97,77.9495343637886
7.98,78.22267968430694
7.99,78.49605151550892
8.0,78.76964835425053
8.01,79.04346869738771
8.02,79.31751104177643
8.03,79.59177388427257
8.04,79.86625572173214
8.05,80.14095505101112
8.06,80.41587036896534
8.07,80.6910001724508
8.08,80.96634295832348
8.09,81.24189722343925
8.1,81.51766146465411
8.11,81.79363417882402
8.12,82.06981386280486
8.13,82.34619901345268
8.14,82.6227881276233
8.15,82.89957970217273
8.16,83.17657223395692
8.17,83.45376421983178
8.18,83.73115415665329
8.19,84.00874054127738
8.2,84.28652187056001
8.21,84.56449664135714
8.22,84.84266335052466
8.23,85.12102049491855
8.24,85.39956657139474
8.25,85.67830007680917
8.26,85.95721950801786
8.27,86.23632336187663
8.28,86.5156101352415
8.29,86.79507832496844
8.3,87.07472642791338
8.31,87.3545529409322
8.32,87.63455636088091
8.33,87.91473518461541
8.34,88.19508790899168
8.35,88.47561303086566
8.36,88.75630904709327
8.37,89.0371744545305
8.38,89.3182077500333
8.39,89.59940743045757
8.4,89.88077199265926
8.41,90.16229993349432
8.42,90.44398974981873
8.43,90.72583993848836
8.44,91.0078489963592
8.45,91.29001542028723
8.46,91.5723377071284
8.47,91.85481435373856
8.48,92.13744385697372
8.49,92.42022471368982
8.5,92.7031554207428
8.51,92.9862344749886
8.52,93.26946037328318
8.53,93.55283161248248
8.54,93.83634668944244
8.55,94.12000410101908
8.56,94.40380234406824
8.57,94.68773991544582
8.58,94.97181531200788
8.59,95.25602703061035
8.6,95.54037356810916
8.61,95.82485342136025
8.62,96.10946508721952
8.63,96.39420706254305
8.64,96.67907784418662
8.65,96.96407592900624
8.66,97.24919981385791
8.67,97.53444799559747
8.68,97.81981897108098
8.69,98.10531123716432
8.7,98.3909232907034
8.71,98.67665362855432
8.72,98.96250074757285
8.73,99.24846314461496
8.74,99.53453931653668
8.75,99.82072776019388
8.76,100.10702697244255
8.77,100.39343545013864
8.78,100.67995169013804
8.79,100.96657418929678
8.8,101.25330144447076
8.81,101.5401319525159
8.82,101.82706421028816
8.83,102.11409671464348
8.84,102.40122796243784
8.85,102.68845645052711
8.86,102.97578067576734
8.87,103.26319913501442
8.88,103.55071032512436
8.89,103.83831274295297
8.9,104.12600488535624
8.91,104.41378524919016
8.92,104.70165233131068
8.93,104.98960462857367
8.94,105.27764063783522
8.95,105.56575885595112
8.96,105.85395777977742
8.97,106.14223590617
8.98,106.43059173198483
8.99,106.71902375407782
9.0,107.007530469305
9.01,107.29611037452224
9.02,107.58476196658552
9.03,107.87348374235071
9.04,108.1622741986739
9.05,108.45113183241098
9.06,108.7400551404178
9.07,109.0290426195504
9.08,109.3180927666647
9.09,109.60720407861665
9.1,109.89637505226216
9.11,110.18560418445722
9.12,110.47488997205774
9.13,110.76423091191978
9.14,111.0536255008991
9.15,111.34307223585176
9.16,111.63256961363366
9.17,111.9221161311008
9.18,112.21171028510908
9.19,112.50135057251444
9.2,112.79103549017285
9.21,113.0807635349403
9.22,113.3705332036726
9.23,113.6603429932258
9.24,113.95019140045584
9.25,114.24007692221863
9.26,114.52999805537016
9.27,114.8199532967663
9.28,115.10994114326306
9.29,115.39996009171638
9.3,115.69000863898222
9.31,115.98008528191646
9.32,116.27018851737508
9.33,116.56031684221406
9.34,116.85046875328928
9.35,117.14064274745672
9.36,117.4308373215723
9.37,117.72105097249204
9.38,118.01128219707186
9.39,118.30152949216762
9.4,118.59179135463532
9.41,118.88206628133094
9.42,119.17235276911038
9.43,119.46264931482956
9.44,119.75295441534452
9.45,120.04326656751114
9.46,120.3335842681854
9.47,120.62390601422317
9.48,120.91423030248048
9.49,121.2045556298132
9.5,121.49488049307736
9.51,121.7852033891288
9.52,122.07552281482356
9.53,122.36583726701755
9.54,122.65614524256672
9.55,122.94644523832706
9.56,123.2367357511544
9.57,123.52701527790478
9.58,123.81728231543408
9.59,124.10753536059828
9.6,124.39777291025334
9.61,124.68799346125522
9.62,124.97819551045984
9.63,125.26837755472312
9.64,125.55853809090104
9.65,125.8486756158495
9.66,126.13878862642451
9.67,126.42887561948191
9.68,126.7189350918778
9.69,127.008965540468
9.7,127.29896546210853
9.71,127.5889333536553
9.72,127.87886771196423
9.73,128.16876703389133
9.74,128.4586298162925
9.75,128.74845455602363
9.76,129.03823974994083
9.77,129.32798389489983
9.78,129.61768548775677
9.79,129.90734302536745
9.8,130.196955004588
9.81,130.48651992227417
9.82,130.77603627528194
9.83,131.06550256046734
9.84,131.35491727468622
9.85,131.64427891479465
9.86,131.93358597764842
9.87,132.2228369601036
9.88,132.5120303590161
9.89,132.80116467124185
9.9,133.0902383936368
9.91,133.37925002305687
9.92,133.66819805635802
9.93,133.95708099039624
9.94,134.24589732202742
9.95,134.53464554810753
9.96,134.82332416549255
9.97,135.11193167103835
9.98,135.40046656160092
9.99,135.68892733403618
10.0,135.97731248520006
10.01,136.2656205119486
10.02,136.55384991113763
10.03,136.8419991796232
10.04,137.13006681426117
10.05,137.41805131190753
10.06,137.70595116941823
10.07,137.99376488364916
10.08,138.2814909514563
10.09,138.56912786969562
10.1,138.85667413522305
10.11,139.1441282448945
10.12,139.43148869556592
10.13,139.71875398409335
10.14,140.00592260733262
10.15,140.29299306213971
10.16,140.57996384537057
10.17,140.86683345388118
10.18,141.15360038452744
10.19,141.4402631341653
10.2,141.7268201996507
10.21,142.01327007783965
10.22,142.29961126558803
10.23,142.58584225975176
10.24,142.87196155718684
10.25,143.15796765474917
10.26,143.44385904929476
10.27,143.72963423767953
10.28,144.01529171675938
10.29,144.3008299833903
10.3,144.58624753442828
10.31,144.87154286672916
10.32,145.15671447714894
10.33,145.44176086254356
10.34,145.72668051976896
10.35,146.01147194568108
10.36,146.29613363713588
10.37,146.58066409098933
10.38,146.8650618040974
10.39,147.14932527331584
10.4,147.43345299550083
10.41,147.7174434675082
10.42,148.0012951861939
10.43,148.2850066484139
10.44,148.56857635102415
10.45,148.85200279088053
10.46,149.13528446483917
10.47,149.41841986975578
10.48,149.70140750248638
10.49,149.98424585988698
10.5,150.26693343881348
10.51,150.54946873612184
10.52,150.83185024866793
10.53,151.11407647330788
10.54,151.39614590689746
10.55,151.67805704629268
10.56,151.95980838834953
10.57,152.24139842992383
10.58,152.52282566787164
10.59,152.80408859904884
10.6,153.08518572031136
10.61,153.36611552851522
10.62,153.64687652051634
10.63,153.92746719317068
10.64,154.20788604333413
10.65,154.48813156786267
10.66,154.76820226361224
10.67,155.04809662743872
10.68,155.32781315619818
10.69,155.6073503467465
10.7,155.8867066959396
10.71,156.16588070063355
10.72,156.44487085768412
10.73,156.72367566394735
10.74,157.00229361627913
10.75,157.2807232115355
10.76,157.5589629465723
10.77,157.83701131824554
10.78,158.1148668234112
10.79,158.39252795892517
10.8,158.66999322164338
10.81,158.9472611084218
10.82,159.22433011611636
10.83,159.50119874158304
10.84,159.77786548167768
10.85,160.05432883325642
10.86,160.33058729317497
10.87,160.60663935828947
10.88,160.88248352545585
10.89,161.15811829152992
10.9,161.43354215336774
10.91,161.70875360782517
10.92,161.9837511517582
10.93,162.25853328202282
10.94,162.53309849547492
10.95,162.80744528897046
10.96,163.08157215936538
10.97,163.35547760351562
10.98,163.62916011827716
10.99,163.9026182005059
11.0,164.17585034705775
11.01,164.44885505478874
11.02,164.72163082055482
11.03,164.9941761412119
11.04,165.26648951361588
11.05,165.53856943462284
11.06,165.81041440108854
11.07,166.08202290986907
11.08,166.35339345782026
11.09,166.62452454179817
11.1,166.8954146586587
11.11,167.16606230525775
11.12,167.43646597845134
11.13,167.70662417509538
11.14,167.9765353920458
11.15,168.24619812615856
11.16,168.51561087428956
11.17,168.7847721332949
11.18,169.05368040003032
11.19,169.3223341713519
11.2,169.59073194411553
11.21,169.85887221517723
11.22,170.12675348139285
11.23,170.39437423961834
11.24,170.6617329867097
11.25,170.9288282195228
11.26,171.1956584349137
11.27,171.46222212973828
11.28,171.72851780085244
11.29,171.99454394511224
11.3,172.26029905937355
11.31,172.52578164049228
11.32,172.7909901853244
11.33,173.05592319072588
11.34,173.32057915355273
11.35,173.58495657066078
11.36,173.84905393890597
11.37,174.11286975514432
11.38,174.37640251623182
11.39,174.6396507190243
11.4,174.90261286037767
11.41,175.16528743714804
11.42,175.42767294619125
11.43,175.68976788436322
11.44,175.95157074852
11.45,176.2130800355174
11.46,176.47429424221156
11.47,176.73521186545824
11.48,176.99583140211342
11.49,177.25615134903308
11.5,177.5161702030732
11.51,177.77588646108967
11.52,178.03529861993843
11.53,178.29440517647544
11.54,178.55320462755665
11.55,178.81169547003807
11.56,179.06987620077552
11.57,179.327745316625
11.58,179.58530131444246
11.59,179.8425426910839
11.6,180.09946794340516
11.61,180.3560755682622
11.62,180.61236406251103
11.63,180.86833192300764
11.64,181.12397764660784
11.65,181.3792997301677
11.66,181.634296670543
11.67,181.88896696458983
11.68,182.14330910916408
11.69,182.3973216011217
11.7,182.65100293731865
11.71,182.90435161461096
11.72,183.1573661298544
11.73,183.41004497990497
11.74,183.66238666161868
11.75,183.91438967185144
11.76,184.16605250745917
11.77,184.41737366529784
11.78,184.6683516422233
11.79,184.9189849350917
11.8,185.16927204075893
11.81,185.4192114560808
11.82,185.6688016779133
11.83,185.91804120311247
11.84,186.1669285285342
11.85,186.41546215103443
11.86,186.66364056746903
11.87,186.9114622746941
11.88,187.15892576956549
11.89,187.4060295489391
11.9,187.652772109671
11.91,187.89915194861703
11.92,188.1451675626332
11.93,188.3908174485754
11.94,188.63610010329964
11.95,188.8810140236618
11.96,189.1255577065179
11.97,189.36972964872376
11.98,189.6135283471355
11.99,189.8569522986089
12.0,190.1
12.01,190.3426694340949
12.02,190.58495652740052
12.03,190.826856692354
12.04,191.06836534139237
12.05,191.30947788695275
12.06,191.5501897414723
12.07,191.7904963173881
12.08,192.0303930271371
12.09,192.2698752831566
12.1,192.50893849788363
12.11,192.74757808375523
12.12,192.9857894532086
12.13,193.2235680186808
12.14,193.4609091926089
12.15,193.6978083874301
12.16,193.9342610155813
12.17,194.1702624894998
12.18,194.4058082216226
12.19,194.64089362438688
12.2,194.87551411022963
12.21,195.10966509158808
12.22,195.34334198089925
12.23,195.57654019060024
12.24,195.80925513312812
12.25,196.04148222092
12.26,196.2732168664131
12.27,196.5044544820444
12.28,196.735190480251
12.29,196.96542027347004
12.3,197.19513927413868
12.31,197.42434289469395
12.32,197.65302654757284
12.33,197.88118564521253
12.34,198.10881560005032
12.35,198.33591182452304
12.36,198.56246973106795
12.37,198.78848473212207
12.38,199.0139522401225
12.39,199.23886766750647
12.4,199.4632264267109
12.41,199.68702393017296
12.42,199.9102555903297
12.43,200.1329168196184
12.44,200.355003030476
12.45,200.5765096353396
12.46,200.7974320466464
12.47,201.01776567683336
12.48,201.23750593833768
12.49,201.45664824359645
12.5,201.67518800504675
12.51,201.8931206351257
12.52,202.1104415462704
12.53,202.32714615091797
12.54,202.54322986150544
12.55,202.75868809047
12.56,202.97351625024865
12.57,203.18770975327857
12.58,203.4012640119968
12.59,203.6141744388405
12.6,203.8264364462467
12.61,204.03804544665255
12.62,204.2489968524952
12.63,204.45928607621173
12.64,204.66890853023912
12.65,204.87785962701463
12.66,205.0861347789753
12.67,205.2937293985581
12.68,205.5006388982003
12.69,205.70685869033895
12.7,205.9123841874112
12.71,206.11721080185407
12.72,206.32133394610463
12.73,206.52474903260008
12.74,206.7274514737775
12.75,206.929436682074
12.76,207.13070006992663
12.77,207.33123704977243
12.78,207.53104303404868
12.79,207.73011343519232
12.8,207.9284436656405
12.81,208.1260291378304
12.82,208.322865264199
12.83,208.5189474571835
12.84,208.7142711292209
12.85,208.9088316927484
