wind_speed,Halbes 1 kW
2.43,0.00787346727302
2.44,0.0080817369475106
2.45,0.0082907077105821
2.46,0.0085003500415201
2.47,0.0087106344196107
2.48,0.0089215313241399
2.49,0.0091330112343934
2.5,0.0093450446296573
2.51,0.0095576019892175
2.52,0.0097706537923599
2.53,0.0099841705183704
2.54,0.0101981226465349
2.55,0.0104124806561394
2.56,0.0106272150264699
2.57,0.0108422962368121
2.58,0.0110576947664521
2.59,0.0112733810946758
2.6,0.0114893257007691
2.61,0.0117054990640179
2.62,0.0119218716637082
2.63,0.0121384139791258
2.64,0.0123550964895568
2.65,0.012571889674287
2.66,0.0127887640126023
2.67,0.0130056899837887
2.68,0.0132226380671322
2.69,0.0134395787419185
2.7,0.0136564824874338
2.71,0.0138733197829638
2.72,0.0140900611077945
2.73,0.0143066769412118
2.74,0.0145231377625018
2.75,0.0147394140509501
2.76,0.014955476285843
2.77,0.0151712949464661
2.78,0.0153868405121055
2.79,0.0156020834620471
2.8,0.0158169942755768
2.81,0.0160315434319806
2.82,0.0162457014105443
2.83,0.0164594386905539
2.84,0.0166727257512953
2.85,0.0168855330720544
2.86,0.0170978311321173
2.87,0.0173095904107697
2.88,0.0175207813872976
2.89,0.017731374540987
2.9,0.0179413403511237
2.91,0.0181506492969938
2.92,0.018359271857883
2.93,0.0185671785130774
2.94,0.0187743397418629
2.95,0.0189807260235253
2.96,0.0191863078373507
2.97,0.0193910556626249
2.98,0.0195949399786339
2.99,0.0197979312646636
3.0,0.02
3.01,0.0202011361846429
3.02,0.0204014079014488
3.03,0.0206009027539879
3.04,0.0207997083458307
3.05,0.0209979122805476
3.06,0.0211956021617089
3.07,0.0213928655928849
3.08,0.0215897901776461
3.09,0.0217864635195629
3.1,0.0219829732222055
3.11,0.0221794068891444
3.12,0.02237585212395
3.13,0.0225723965301926
3.14,0.0227691277114426
3.15,0.0229661332712703
3.16,0.0231635008132462
3.17,0.0233613179409406
3.18,0.0235596722579239
3.19,0.0237586513677664
3.2,0.0239583428740385
3.21,0.0241588343803107
3.22,0.0243602134901532
3.23,0.0245625678071365
3.24,0.0247659849348309
3.25,0.0249705524768067
3.26,0.0251763580366345
3.27,0.0253834892178844
3.28,0.025592033624127
3.29,0.0258020788589326
3.3,0.0260137125258715
3.31,0.0262270222285142
3.32,0.0264420955704309
3.33,0.0266590201551921
3.34,0.0268778835863682
3.35,0.0270987734675294
3.36,0.0273217774022463
3.37,0.0275469829940891
3.38,0.0277744778466283
3.39,0.0280043495634341
3.4,0.0282366857480771
3.41,0.0284715740041275
3.42,0.0287091019351557
3.43,0.0289493571447321
3.44,0.0291924272364271
3.45,0.029438399813811
3.46,0.0296873624804543
3.47,0.0299394028399272
3.48,0.0301946084958002
3.49,0.0304530670516436
3.5,0.0307148661110278
3.51,0.0309800932775233
3.52,0.0312488361547002
3.53,0.0315211823461291
3.54,0.0317972194553803
3.55,0.0320770350860241
3.56,0.032360716841631
3.57,0.0326483523257713
3.58,0.0329400291420154
3.59,0.0332358348939336
3.6,0.0335358571850964
3.61,0.0338401836190741
3.62,0.034148901799437
3.63,0.0344620993297556
3.64,0.0347798638136002
3.65,0.0351022828545412
3.66,0.035429444056149
3.67,0.0357614350219939
3.68,0.0360983433556464
3.69,0.0364402566606767
3.7,0.0367872625406553
3.71,0.0371394485991525
3.72,0.0374969024397387
3.73,0.0378597116659842
3.74,0.0382279638814596
3.75,0.038601746689735
3.76,0.038981147694381
3.77,0.0393662544989678
3.78,0.0397571547070658
3.79,0.0401539359222455
3.8,0.0405566857480771
3.81,0.0409654917881311
3.82,0.0413804416459778
3.83,0.0418016229251876
3.84,0.0422291232293309
3.85,0.0426630301619781
3.86,0.0431034313266994
3.87,0.0435504143270654
3.88,0.0440040667666463
3.89,0.0444644762490125
3.9,0.0449317303777345
3.91,0.0454059167563825
3.92,0.045887122988527
3.93,0.0463754366777383
3.94,0.0468709454275868
3.95,0.0473737368416429
3.96,0.0478838985234769
3.97,0.0484015180766593
3.98,0.0489266831047603
3.99,0.0494594812113504
4.0,0.05
4.01,0.0505483085549792
4.02,0.0511044018833584
4.03,0.0516682564729076
4.04,0.0522398488113967
4.05,0.0528191553865959
4.06,0.0534061526862753
4.07,0.054000817198205
4.08,0.0546031254101549
4.09,0.0552130538098952
4.1,0.055830578885196
4.11,0.0564556771238273
4.12,0.0570883250135592
4.13,0.0577284990421617
4.14,0.058376175697405
4.15,0.0590313314670591
4.16,0.0596939428388941
4.17,0.06036398630068
4.18,0.061041438340187
4.19,0.0617262754451851
4.2,0.0624184741034443
4.21,0.0631180108027347
4.22,0.0638248620308265
4.23,0.0645390042754897
4.24,0.0652604140244942
4.25,0.0659890677656103
4.26,0.0667249419866081
4.27,0.0674680131752574
4.28,0.0682182578193286
4.29,0.0689756524065915
4.3,0.0697401734248163
4.31,0.070511797361773
4.32,0.0712905007052319
4.33,0.0720762599429627
4.34,0.0728690515627358
4.35,0.073668852052321
4.36,0.0744756378994887
4.37,0.0752893855920087
4.38,0.0761100716176511
4.39,0.076937672464186
4.4,0.0777721646193836
4.41,0.0786135245710139
4.42,0.0794617288068468
4.43,0.0803167538146526
4.44,0.0811785760822013
4.45,0.0820471720972629
4.46,0.0829225183476075
4.47,0.0838045913210052
4.48,0.0846933675052262
4.49,0.0855888233880403
4.5,0.0864909354572177
4.51,0.0873996802005286
4.52,0.0883150341057428
4.53,0.0892369736606307
4.54,0.0901654753529621
4.55,0.0911005156705072
4.56,0.092042071101036
4.57,0.0929901181323187
4.58,0.0939446332521252
4.59,0.0949055929482257
4.6,0.0958729737083901
4.61,0.0968467520203888
4.62,0.0978269043719916
4.63,0.0988134072509686
4.64,0.0998062371450899
4.65,0.1008053705421257
4.66,0.1018107839298458
4.67,0.1028224537960205
4.68,0.1038403566284198
4.69,0.1048644689148138
4.7,0.1058947671429725
4.71,0.106931227800666
4.72,0.1079738273756644
4.73,0.1090225423557378
4.74,0.1100773492286562
4.75,0.1111382244821897
4.76,0.1122051446041083
4.77,0.1132780860821822
4.78,0.1143570254041815
4.79,0.1154419390578761
4.8,0.1165328035310361
4.81,0.1176295953114317
4.82,0.118732290886833
4.83,0.1198408667450098
4.84,0.1209552993737324
4.85,0.1220755652607708
4.86,0.1232016408938952
4.87,0.1243335027608754
4.88,0.1254711273494817
4.89,0.1266144911474841
4.9,0.1277635706426527
4.91,0.1289183423227575
4.92,0.1300787826755686
4.93,0.1312448681888561
4.94,0.1324165753503902
4.95,0.1335938806479407
4.96,0.1347767605692778
4.97,0.1359651916021716
4.98,0.1371591502343921
4.99,0.1383586129537095
5.0,0.1395635562478937
5.01,0.1407739566047148
5.02,0.141989790511943
5.03,0.1432110344573484
5.04,0.1444376649287009
5.05,0.1456696584137706
5.06,0.1469069914003277
5.07,0.1481496403761422
5.08,0.1493975818289842
5.09,0.1506507922466236
5.1,0.1519092481168305
5.11,0.1531729259273754
5.12,0.1544418021660278
5.13,0.1557158533205581
5.14,0.1569950558787362
5.15,0.1582793863283325
5.16,0.1595688211571166
5.17,0.1608633368528588
5.18,0.1621629099033292
5.19,0.163467516796298
5.2,0.164777134019535
5.21,0.1660917380608104
5.22,0.1674113054078942
5.23,0.1687358125485567
5.24,0.1700652359705676
5.25,0.1713995521616973
5.26,0.1727387376097157
5.27,0.1740827688023929
5.28,0.1754316222274991
5.29,0.1767852743728042
5.3,0.1781437017260783
5.31,0.1795068807750915
5.32,0.180874788007614
5.33,0.1822473999114157
5.34,0.1836246929742666
5.35,0.1850066436839369
5.36,0.1863932285281968
5.37,0.1877844239948162
5.38,0.1891802065715651
5.39,0.1905805527462137
5.4,0.1919854390065322
5.41,0.1933948418402904
5.42,0.1948087377352585
5.43,0.1962271031792065
5.44,0.1976499146599047
5.45,0.1990771486651229
5.46,0.2005087816826313
5.47,0.2019447902001999
5.48,0.2033851507055989
5.49,0.2048298396865983
5.5,0.206278833630968
5.51,0.2077321090264784
5.52,0.2091896423608993
5.53,0.2106514101220011
5.54,0.2121173887975534
5.55,0.2135875548753266
5.56,0.2150618848430906
5.57,0.2165403551886158
5.58,0.2180229423996719
5.59,0.2195096229640291
5.6,0.2210003733694574
5.61,0.2224951701037271
5.62,0.2239939896546081
5.63,0.2254968085098704
5.64,0.2270036031572842
5.65,0.2285143500846197
5.66,0.2300290257796466
5.67,0.2315476067301353
5.68,0.2330700694238556
5.69,0.2345963903485779
5.7,0.236126545992072
5.71,0.2376605128421081
5.72,0.2391982673864561
5.73,0.2407397861128865
5.74,0.2422850455091689
5.75,0.2438340220630735
5.76,0.2453866922623704
5.77,0.2469430325948298
5.78,0.2485030195482218
5.79,0.2500666296103161
5.8,0.251633839268883
5.81,0.2532046250116927
5.82,0.2547789633265152
5.83,0.2563568307011205
5.84,0.2579382036232786
5.85,0.2595230585807597
5.86,0.2611113720613339
5.87,0.2627031205527712
5.88,0.2642982805428415
5.89,0.2658968285193152
5.9,0.2674987409699624
5.91,0.2691039943825528
5.92,0.2707125652448566
5.93,0.272324430044644
5.94,0.2739395652696851
5.95,0.2755579474077498
5.96,0.2771795529466083
5.97,0.2788043583740305
5.98,0.2804323401777869
5.99,0.282063474845647
6.0,0.2836977388653812
6.01,0.2853351087247594
6.02,0.2869755609115519
6.03,0.2886190719135288
6.04,0.2902656182184598
6.05,0.2919151763141153
6.06,0.2935677226882652
6.07,0.2952232338286798
6.08,0.2968816862231289
6.09,0.2985430563593826
6.1,0.3002073207252111
6.11,0.3018744558083845
6.12,0.3035444380966728
6.13,0.305217244077846
6.14,0.3068928502396743
6.15,0.3085712330699277
6.16,0.3102523690563763
6.17,0.3119362346867901
6.18,0.3136228064489392
6.19,0.3153120608305939
6.2,0.3170039743195239
6.21,0.3186985234034994
6.22,0.3203956845702906
6.23,0.3220954343076675
6.24,0.3237977491034001
6.25,0.3255026054452585
6.26,0.3272099798210129
6.27,0.3289198487184331
6.28,0.3306321886252896
6.29,0.332346976029352
6.3,0.3340641874183907
6.31,0.3357837992801756
6.32,0.3375057881024769
6.33,0.3392301303730646
6.34,0.3409568025797087
6.35,0.3426857812101793
6.36,0.3444170427522467
6.37,0.3461505636936807
6.38,0.3478863205222514
6.39,0.3496242897257289
6.4,0.3513644477918834
6.41,0.3531067712084849
6.42,0.3548512364633032
6.43,0.3565978200441088
6.44,0.3583464984386715
6.45,0.3600972481347617
6.46,0.361850045620149
6.47,0.3636048673826038
6.48,0.3653616899098961
6.49,0.3671204896897958
6.5,0.3688812432100731
6.51,0.3706439269584982
6.52,0.3724085174228411
6.53,0.3741749910908718
6.54,0.3759433244503604
6.55,0.3777134939890769
6.56,0.3794854761947915
6.57,0.3812592475552743
6.58,0.3830347845582952
6.59,0.3848120636916242
6.6,0.3865910614430317
6.61,0.3883717543002878
6.62,0.3901541187511621
6.63,0.391938131283425
6.64,0.3937237683848465
6.65,0.3955110065431969
6.66,0.3972998222462458
6.67,0.3990901919817635
6.68,0.4008820922375202
6.69,0.4026754995012861
6.7,0.4044703902608307
6.71,0.4062667410039246
6.72,0.4080645282183376
6.73,0.40986372839184
6.74,0.4116643180122017
6.75,0.4134662735671927
6.76,0.4152695715445832
6.77,0.4170741884321432
6.78,0.4188801007176431
6.79,0.4206872848888523
6.8,0.4224957174335415
6.81,0.4243053748394804
6.82,0.4261162335944394
6.83,0.4279282701861882
6.84,0.4297414611024971
6.85,0.4315557828311361
6.86,0.4333712118598754
6.87,0.4351877246764849
6.88,0.4370052977687346
6.89,0.4388239076243948
6.9,0.4406435307312357
6.91,0.4424641435770268
6.92,0.4442857226495387
6.93,0.4461082444365411
6.94,0.4479316854258046
6.95,0.4497560221050988
6.96,0.4515812309621938
6.97,0.4534072884848598
6.98,0.455234171160867
6.99,0.4570618554779851
7.0,0.4588903179239846
7.01,0.4607195349866352
7.02,0.4625494831537071
7.03,0.4643801389129706
7.04,0.4662114787521955
7.05,0.4680434791591518
7.06,0.4698761166216099
7.07,0.4717093676273398
7.08,0.4735432086641112
7.09,0.4753776162196945
7.1,0.4772125667818597
7.11,0.4790480368383771
7.12,0.4808840028770164
7.13,0.4827204413855477
7.14,0.4845573288517412
7.15,0.4863946417633673
7.16,0.4882323566081954
7.17,0.4900704498739961
7.18,0.4919088980485391
7.19,0.4937476776195948
7.2,0.495586765074933
7.21,0.4974261369023239
7.22,0.4992657695895376
7.23,0.5011056396243444
7.24,0.5029457234945138
7.25,0.5047859976878163
7.26,0.5066264386920216
7.27,0.5084670229949002
7.28,0.5103077270842221
7.29,0.5121485274477573
7.3,0.5139894005732756
7.31,0.5158303229485475
7.32,0.5176712710613429
7.33,0.5195122213994317
7.34,0.5213531504505842
7.35,0.5231940347025703
7.36,0.5250348506431604
7.37,0.5268755747601241
7.38,0.5287161835412318
7.39,0.5305566534742534
7.4,0.5323969610469593
7.41,0.5342370827471192
7.42,0.5360769950625032
7.43,0.5379166744808814
7.44,0.5397560974900242
7.45,0.5415952405777013
7.46,0.5434340802316828
7.47,0.545272592939739
7.48,0.5471107551896398
7.49,0.5489485434691551
7.5,0.5507859342660554
7.51,0.5526229040681102
7.52,0.5544594293630902
7.53,0.5562954866387654
7.54,0.5581310523829052
7.55,0.5599661030832803
7.56,0.5618006152276607
7.57,0.5636345653038164
7.58,0.5654679297995172
7.59,0.5673006852025335
7.6,0.5691328080006353
7.61,0.5709642746815927
7.62,0.5727950617331757
7.63,0.5746251456431544
7.64,0.5764545028992988
7.65,0.5782831099893793
7.66,0.5801109434011654
7.67,0.5819379796224277
7.68,0.5837641951409359
7.69,0.5855895664444604
7.7,0.5874140700207708
7.71,0.5892376823576377
7.72,0.5910603799428309
7.73,0.5928821392641208
7.74,0.5947029368092767
7.75,0.5965227490660695
7.76,0.5983415525222686
7.77,0.6001593236656445
7.78,0.6019760389839675
7.79,0.603791674965007
7.8,0.6056062080965334
7.81,0.6074196148663169
7.82,0.6092318717621276
7.83,0.6110429552717354
7.84,0.6128528418829102
7.85,0.6146615080834222
7.86,0.6164689303610418
7.87,0.6182750852035388
7.88,0.6200799490986831
7.89,0.621883498534245
7.9,0.6236857099979948
7.91,0.6254865599777019
7.92,0.627286024961137
7.93,0.6290840814360699
7.94,0.6308807058902708
7.95,0.6326758748115096
7.96,0.6344695646875564
7.97,0.6362617520061813
7.98,0.6380524132551546
7.99,0.6398415249222461
8.0,0.641629063495226
8.01,0.6434150054618641
8.02,0.6451993273099308
8.03,0.646982005527196
8.04,0.6487630166014299
8.05,0.6505423370204029
8.06,0.6523199432718841
8.07,0.6540958118436443
8.08,0.6558699192234535
8.09,0.6576422418990815
8.1,0.6594127563582987
8.11,0.661181439088875
8.12,0.6629482665785804
8.13,0.6647132153151856
8.14,0.6664762617864597
8.15,0.6682373824801731
8.16,0.6699965538840962
8.17,0.6717537524859987
8.18,0.673508954773651
8.19,0.6752621372348229
8.2,0.6770132763572845
8.21,0.6787623486288064
8.22,0.6805093305371579
8.23,0.6822541985701093
8.24,0.6839969292154309
8.25,0.6857374989608924
8.26,0.6874758842942644
8.27,0.6892120617033164
8.28,0.6909460076758188
8.29,0.6926776986995417
8.3,0.6944071112622554
8.31,0.6961342218517294
8.32,0.6978590069557339
8.33,0.6995814430620392
8.34,0.7013015066584154
8.35,0.703019174232632
8.36,0.7047344222724601
8.37,0.7064472272656687
8.38,0.708157565700029
8.39,0.70986541406331
8.4,0.7115707488432822
8.41,0.7132735465277156
8.42,0.7149737836043805
8.43,0.7166714365610467
8.44,0.7183664818854845
8.45,0.7200588960654637
8.46,0.7217486555887549
8.47,0.7234357369431278
8.48,0.7251201166163521
8.49,0.7268017710961981
8.5,0.7284806768704363
8.51,0.7301568104268368
8.52,0.7318301482531688
8.53,0.7335006668372035
8.54,0.7351683426667099
8.55,0.736833152229459
8.56,0.7384950720132202
8.57,0.740154078505764
8.58,0.7418101481948601
8.59,0.7434632575682788
8.6,0.7451133831137902
8.61,0.746760501319164
8.62,0.748404588672171
8.63,0.7500456216605809
8.64,0.7516835767721635
8.65,0.753318430494689
8.66,0.7549501593159278
8.67,0.7565787397236496
8.68,0.7582041482056245
8.69,0.7598263612496229
8.7,0.7614453553434144
8.71,0.7630611069747697
8.72,0.7646735926314583
8.73,0.7662827888012504
8.74,0.7678886719719163
8.75,0.7694912186312257
8.76,0.771090405266949
8.77,0.7726862083668561
8.78,0.774278604418717
8.79,0.7758675699103021
8.8,0.7774530813293815
8.81,0.7790351151637247
8.82,0.7806136479011019
8.83,0.7821886560292837
8.84,0.7837601160360398
8.85,0.7853280044091403
8.86,0.7868922976363553
8.87,0.7884529722054548
8.88,0.7900100046042091
8.89,0.791563371320388
8.9,0.7931130488417618
8.91,0.7946590136561003
8.92,0.796201242251174
8.93,0.7977397111147522
8.94,0.7992743967346059
8.95,0.8008052755985045
8.96,0.8023323241942185
8.97,0.8038555190095176
8.98,0.8053748365321721
8.99,0.806890253249952
9.0,0.8084017456506274
9.01,0.8099092902219684
9.02,0.8114128634517452
9.03,0.8129124418277274
9.04,0.8144080018376856
9.05,0.8158995199693899
9.06,0.8173869727106098
9.07,0.8188703365491157
9.08,0.8203495879726775
9.09,0.8218247034690657
9.1,0.8232956595260499
9.11,0.8247624326314007
9.12,0.8262249992728875
9.13,0.8276833359382811
9.14,0.8291374191153511
9.15,0.8305872252918677
9.16,0.8320327309556007
9.17,0.8334739125943204
9.18,0.834910746695797
9.19,0.8363432097478005
9.2,0.8377712782381008
9.21,0.8391949286544685
9.22,0.840614137484673
9.23,0.8420288812164844
9.24,0.8434391363376734
9.25,0.8448448793360095
9.26,0.8462460866992629
9.27,0.8476427349152038
9.28,0.8490348004716021
9.29,0.8504222598562281
9.3,0.8518050895568519
9.31,0.8531832660612431
9.32,0.8545567658571723
9.33,0.8559255654324093
9.34,0.8572896412747238
9.35,0.8586489698718871
9.36,0.8600035277116679
9.37,0.8613532912818369
9.38,0.8626982370701644
9.39,0.8640383415644202
9.4,0.8653735812523741
9.41,0.8667039326217963
9.42,0.8680293721604573
9.43,0.8693498763561265
9.44,0.8706654216965748
9.45,0.8719759846695716
9.46,0.8732815417628872
9.47,0.8745820694642918
9.48,0.8758775442615554
9.49,0.8771679426424476
9.5,0.8784532410947389
9.51,0.8797334161061998
9.52,0.8810084441645993
9.53,0.8822783017577086
9.54,0.883542965373297
9.55,0.8848024114991351
9.56,0.8860566166229924
9.57,0.8873055572326394
9.58,0.8885492098158461
9.59,0.8897875508603824
9.6,0.8910205568540187
9.61,0.8922482042845242
9.62,0.8934704696396705
9.63,0.8946873294072266
9.64,0.8958987600749625
9.65,0.8971047381306487
9.66,0.8983052400620548
9.67,0.8995002423569516
9.68,0.9006897215031087
9.69,0.901873653988296
9.7,0.9030520163002838
9.71,0.9042247849268428
9.72,0.9053919363557416
9.73,0.9065534470747518
9.74,0.9077092935716424
9.75,0.908859452334184
9.76,0.9100038998501462
9.77,0.9111426126072996
9.78,0.9122755670934144
9.79,0.91340273979626
9.8,0.914524107203607
9.81,0.9156396458032252
9.82,0.9167493320828848
9.83,0.9178531425303558
9.84,0.9189510536334082
9.85,0.9200430418798125
9.86,0.9211290837573378
9.87,0.9222091557537552
9.88,0.923283234356835
9.89,0.9243512960543456
9.9,0.925413317334059
9.91,0.926469274683744
9.92,0.9275191445911712
9.93,0.9285629035441104
9.94,0.9296005280303316
9.95,0.9306319945376056
9.96,0.9316572795537018
9.97,0.9326763595663904
9.98,0.9336892110634416
9.99,0.9346958105326252
10.0,0.9356961344617116
10.01,0.9366901593384708
10.02,0.9376778616506722
10.03,0.9386592178860867
10.04,0.9396342045324846
10.05,0.9406027980776354
10.06,0.9415649750093088
10.07,0.9425207118152756
10.08,0.943469984983306
10.09,0.9444127710011692
10.1,0.945349046356636
10.11,0.9462787875374762
10.12,0.9472019710314596
10.13,0.9481185733263572
10.14,0.9490285709099382
10.15,0.9499319402699726
10.16,0.9508286578942312
10.17,0.9517187002704832
10.18,0.9526020438864996
10.19,0.9534786652300496
10.2,0.954348540788904
10.21,0.9552116470508326
10.22,0.9560679605036052
10.23,0.956917457634992
10.24,0.9577601149327636
10.25,0.9585959088846892
10.26,0.9594248159785396
10.27,0.9602468127020842
10.28,0.9610618755430936
10.29,0.961869980989338
10.3,0.9626711055285871
10.31,0.9634652256486111
10.32,0.9642523178371798
10.33,0.965032358582064
10.34,0.9658053243710328
10.35,0.9665711916918568
10.36,0.967329937032306
10.37,0.9680815368801504
10.38,0.9688259677231608
10.39,0.9695632060491062
10.4,0.9702932283457568
10.41,0.9710160111008834
10.42,0.9717315308022556
10.43,0.9724397639376434
10.44,0.9731406869948172
10.45,0.9738342764615464
10.46,0.9745205088256024
10.47,0.9751993605747538
10.48,0.9758708081967714
10.49,0.976534828179425
10.5,0.977191397010485
10.51,0.9778404911777212
10.52,0.9784820871689036
10.53,0.9791161614718028
10.54,0.9797426905741884
10.55,0.9803616509638304
10.56,0.9809730191284992
10.57,0.9815767715559648
10.58,0.9821728847339972
10.59,0.9827613351503665
10.6,0.9833420992928424
10.61,0.9839151536491956
10.62,0.9844804747071958
10.63,0.9850380389546132
10.64,0.985587822879218
10.65,0.98612980296878
10.66,0.986663955711069
10.67,0.987190257593856
10.68,0.9877086851049102
10.69,0.988219214732002
10.7,0.9887218229629012
10.71,0.9892164862853784
10.72,0.9897031811872036
10.73,0.9901818841561464
10.74,0.9906525716799772
10.75,0.991115220246466
10.76,0.9915698063433828
10.77,0.992016306458498
10.78,0.9924546970795812
10.79,0.9928849546944029
10.8,0.9933070557907328
10.81,0.9937209768563412
10.82,0.994126694378998
10.83,0.9945241848464734
10.84,0.9949134247465375
10.85,0.9952943905669606
10.86,0.9956670587955124
10.87,0.9960314059199628
10.88,0.9963874084280824
10.89,0.9967350428076408
10.9,0.9970742855464084
10.91,0.9974051131321552
10.92,0.9977275020526511
10.93,0.9980414287956664
10.94,0.9983468698489714
10.95,0.9986438017003352
10.96,0.9989322008375288
10.97,0.999212043748322
10.98,0.9994833069204848
10.99,0.9997459668417874
11.0,1.0
11.01,1.0002454050817795
11.02,1.0004822695693356
11.03,1.0007107031437634
11.04,1.0009308154861594
11.05,1.0011427162776194
11.06,1.0013465151992391
11.07,1.0015423219321156
11.08,1.001730246157344
11.09,1.0019103975560204
11.1,1.0020828858092417
11.11,1.0022478205981031
11.12,1.0024053116037008
11.13,1.002555468507131
11.14,1.0026984009894897
11.15,1.002834218731873
11.16,1.0029630314153768
11.17,1.0030849487210975
11.18,1.0032000803301309
11.19,1.003308535923573
11.2,1.0034104251825198
11.21,1.0035058577880678
11.22,1.0035949434213125
11.23,1.00367779176335
11.24,1.0037545124952767
11.25,1.0038252152981886
11.26,1.003890009853181
11.27,1.0039490058413512
11.28,1.0040023129437945
11.29,1.0040500408416069
11.3,1.0040922992158845
11.31,1.0041291977477234
11.32,1.00416084611822
11.33,1.00418735400847
11.34,1.0042088310995694
11.35,1.0042253870726143
11.36,1.004237131608701
11.37,1.004244174388925
11.38,1.0042466250943831
11.39,1.004244593406171
11.4,1.0042381890053846
11.41,1.00422752157312
11.42,1.004212700790473
11.43,1.0041938363385403
11.44,1.0041710378984177
11.45,1.004144415151201
11.46,1.0041140777779862
11.47,1.0040801354598696
11.48,1.0040426978779475
11.49,1.0040018747133153
11.5,1.0039577756470697
11.51,1.003910510360306
11.52,1.0038601885341212
11.53,1.003806919849611
11.54,1.0037508139878708
11.55,1.003691980629997
11.56,1.003630529457086
11.57,1.0035665701502336
11.58,1.003500212390536
11.59,1.003431565859089
11.6,1.0033607402369893
11.61,1.003287845205332
11.62,1.0032129904452136
11.63,1.0031362856377302
11.64,1.0030578404639776
11.65,1.0029777646050522
11.66,1.0028961677420505
11.67,1.002813159556067
11.68,1.0027288497281988
11.69,1.002643347939542
11.7,1.0025567638711923
11.71,1.0024692072042465
11.72,1.0023807876197997
11.73,1.0022916147989482
11.74,1.0022017984227884
11.75,1.002111448172416
11.76,1.0020206737289274
11.77,1.0019295847734182
11.78,1.0018382909869847
11.79,1.001746902050723
11.8,1.0016555276457293
11.81,1.001564277453099
11.82,1.001473261153929
11.83,1.0013825884293144
11.84,1.001292368960352
11.85,1.001202712428138
11.86,1.0011137285137677
11.87,1.0010255268983377
11.88,1.0009382172629435
11.89,1.0008519092886818
11.9,1.0007667126566484
11.91,1.0006827370479396
11.92,1.0006000921436506
11.93,1.0005188876248785
11.94,1.0004392331727183
11.95,1.0003612384682672
11.96,1.0002850131926204
11.97,1.0002106670268742
11.98,1.0001383096521248
11.99,1.000068050749468
12.0,1.0
12.01,0.999934243906474
12.02,0.9998707762582718
12.03,0.9998095676664324
12.04,0.9997505887419944
12.05,0.9996938100959972
12.06,0.9996392023394798
12.07,0.9995867360834808
12.08,0.9995363819390396
12.09,0.9994881105171948
12.1,0.9994418924289852
12.11,0.99939769828545
12.12,0.9993554986976284
12.13,0.9993152642765588
12.14,0.9992769656332808
12.15,0.9992405733788332
12.16,0.9992060581242548
12.17,0.9991733904805844
12.18,0.9991425410588614
12.19,0.9991134804701244
12.2,0.999086179325412
12.21,0.999060608235764
12.22,0.999036737812219
12.23,0.999014538665816
