wind_speed,Vergnet GEV HP 1000/62
2.3,0.2770018693249598
2.31,0.3046215450610905
2.32,0.3336824942488889
2.33,0.3642086289351853
2.34,0.3962238611668045
2.35,0.4297521029905784
2.36,0.4648172664533323
2.37,0.5014432636018973
2.38,0.5396540064830955
2.39,0.5794734071437615
2.4,0.6209253776307202
2.41,0.6640338299907986
2.42,0.7088226762708247
2.43,0.7553158285176291
2.44,0.8035371987780389
2.45,0.8535106990988828
2.46,0.905260241526986
2.47,0.9588097381091804
2.48,1.0141831008922884
2.49,1.0714042419231449
2.5,1.13049707324857
2.51,1.191485506915399
2.52,1.2543934549704572
2.53,1.3192448294605716
2.54,1.386063542432573
2.55,1.4548735059332856
2.56,1.525698632009541
2.57,1.5985628327081658
2.58,1.673490020075989
2.59,1.7505041061598332
2.6,1.829629003006536
2.61,1.910888622662916
2.62,1.99430687717581
2.63,2.0799076785920354
2.64,2.167714938958431
2.65,2.2577525703218173
2.66,2.350044484729028
2.67,2.4446145942268824
2.68,2.5414868108622226
2.69,2.640685046681865
2.7,2.7422332137326397
2.71,2.846155224061376
2.72,2.9524749897149034
2.73,3.0612164227400465
2.74,3.1724034351836377
2.75,3.2860599390925
2.76,3.4022098465134603
2.77,3.5208770694933573
2.78,3.642085520079008
2.79,3.765859110317249
2.8,3.8922217522549
2.81,4.021197357938796
2.82,4.152809839415756
2.83,4.287083108732621
2.84,4.424041077936206
2.85,4.56370765907335
2.86,4.7061067641908725
2.87,4.85126230533561
2.88,4.999198194554375
2.89,5.149938343894017
2.9,5.303506665401347
2.91,5.459927071123203
2.92,5.619223473106403
2.93,5.781419783397788
2.94,5.946539914044172
2.95,6.114607777092397
2.96,6.285647284589279
2.97,6.459682348581659
2.98,6.636736881116347
2.99,6.816834794240188
3.0,7.0
3.01,7.18625449839578
3.02,7.375612641240234
3.03,7.5680868682992015
3.04,7.763689619338564
3.05,7.962433334124151
3.06,8.164330452421854
3.07,8.369393413997507
3.08,8.577634658616994
3.09,8.78906662604615
3.1,9.003701756050857
3.11,9.221552488396956
3.12,9.442631262850322
3.13,9.666950519176808
3.14,9.894522697142277
3.15,10.12536023651258
3.16,10.359475577053598
3.17,10.596881158531156
3.18,10.83758942071115
3.19,11.081612803359414
3.2,11.328963746241833
3.21,11.579654689124231
3.22,11.833698071772512
3.23,12.091106333952489
3.24,12.351891915430068
3.25,12.616067255971071
3.26,12.883644795341372
3.27,13.15463697330685
3.28,13.429056229633323
3.29,13.706915004086698
3.3,13.988225736432796
3.31,14.273000866437506
3.32,14.561252833866664
3.33,14.852994078486145
3.34,15.148237040061796
3.35,15.446994158359503
3.36,15.749277873145088
3.37,16.05510062418445
3.38,16.36447485124342
3.39,16.677412994087874
3.4,16.993927492483653
3.41,17.314030786196646
3.42,17.637735314992685
3.43,17.965053518637653
3.44,18.29599783689738
3.45,18.630580709537767
3.46,18.96881457632463
3.47,19.31071187702387
3.48,19.656285051401305
3.49,20.00554653922283
3.5,20.358508780254287
3.51,20.715184214261537
3.52,21.07558528101045
3.53,21.43972442026688
3.54,21.80761407179669
3.55,22.179266675365724
3.56,22.554694670739863
3.57,22.933910497684955
3.58,23.31692659596687
3.59,23.703755405351448
3.6,24.094409365604584
3.61,24.488900916492085
3.62,24.887242497779862
3.63,25.289446549233745
3.64,25.69552551061961
3.65,26.105491821703303
3.66,26.519357922250705
3.67,26.93713625202764
3.68,27.35883925080001
3.69,27.784479358333638
3.7,28.21406901439441
3.71,28.647620658748167
3.72,29.08514673116079
3.73,29.526659671398114
3.74,29.97217191922604
3.75,30.42169591441036
3.76,30.87524409671699
3.77,31.33282890591179
3.78,31.794462781760583
3.79,32.26015816402926
3.8,32.729927492483654
3.81,33.20378320688967
3.82,33.68173774701312
3.83,34.16380355261989
3.84,34.64999306347582
3.85,35.1403187193468
3.86,35.634792959998656
3.87,36.13342822519728
3.88,36.6362369547085
3.89,37.14323158829821
3.9,37.65442456573224
3.91,38.16982832677647
3.92,38.689455311196745
3.93,39.213317958758935
3.94,39.7414287092289
3.95,40.27380000237249
3.96,40.81044427795556
3.97,41.35137397574401
3.98,41.89660153550364
3.99,42.44613939700038
4.0,43.0
4.01,43.55819185867764
4.02,44.120707784845145
4.03,44.68753666472364
4.04,45.2586673845341
4.05,45.834088830497656
4.06,46.41378988883541
4.07,46.99775944576844
4.08,47.58598638751778
4.09,48.17845960030451
4.1,48.77516797034973
4.11,49.37610038387455
4.12,49.98124572709998
4.13,50.5905928862471
4.14,51.20413074753704
4.15,51.82184819719089
4.16,52.44373412142964
4.17,53.0697774064744
4.18,53.69996693854628
4.19,54.334291603866376
4.2,54.97274028865568
4.21,55.61530187913534
4.22,56.26196526152638
4.23,56.91271932204997
4.24,57.56755294692707
4.25,58.22645502237882
4.26,58.88941443462629
4.27,59.556420069890535
4.28,60.22746081439272
4.29,60.9025255543538
4.3,61.581603175994914
4.31,62.26468256553714
4.32,62.951752609201584
4.33,63.64280219320925
4.34,64.33782020378122
4.35,65.03679552713861
4.36,65.73971704950257
4.37,66.44657365709404
4.38,67.15735423613413
4.39,67.87204767284395
4.4,68.59064285344463
4.41,69.31312866415715
4.42,70.03949399120258
4.43,70.76972772080207
4.44,71.50381873917671
4.45,72.24175593254746
4.46,72.98352818713552
4.47,73.72912438916187
4.48,74.47853342484773
4.49,75.231744180414
4.5,75.98874554208184
4.51,76.74952639607234
4.52,77.51407562860655
4.53,78.28238212590563
4.54,79.05443477419053
4.55,79.83022245968236
4.56,80.60973406860225
4.57,81.3929584871713
4.58,82.17988460161047
4.59,82.97050129814093
4.6,83.76479746298371
4.61,84.56276198235997
4.62,85.36438374249067
4.63,86.16965162959694
4.64,86.97855452989985
4.65,87.79108132962055
4.66,88.60722091498
4.67,89.42696217219931
4.68,90.2502939874996
4.69,91.077205247102
4.7,91.9076848372274
4.71,92.74172164409704
4.72,93.5793045539319
4.73,94.42042245295322
4.74,95.26506422738188
4.75,96.113218763439
4.76,96.96487494734572
4.77,97.8200216653231
4.78,98.67864780359228
4.79,99.54074224837416
4.8,100.40629388588994
4.81,101.27529160236072
4.82,102.14772428400757
4.83,103.02358081705148
4.84,103.90285008771356
4.85,104.78552098221492
4.86,105.67158238677668
4.87,106.5610231876198
4.88,107.45383227096544
4.89,108.34999852303464
4.9,109.24951083004858
4.91,110.15235807822816
4.92,111.05852915379457
4.93,111.96801294296884
4.94,112.88079833197216
4.95,113.79687420702544
4.96,114.71622945434984
4.97,115.63885296016646
4.98,116.5647336106964
4.99,117.4938602921606
5.0,118.42622189078024
5.01,119.36180729277636
5.02,120.3006053843701
5.03,121.24260505178256
5.04,122.18779518123466
5.05,123.1361646589476
5.06,124.0877023711424
5.07,125.04239720404026
5.08,126.0002380438621
5.09,126.961213776829
5.1,127.92531328916212
5.11,128.89252546708263
5.12,129.8628391968114
5.13,130.83624336456955
5.14,131.81272685657825
5.15,132.79227855905864
5.16,133.77488735823155
5.17,134.7605421403182
5.18,135.7492317915397
5.19,136.74094519811712
5.2,137.7356712462715
5.21,138.73339882222388
5.22,139.73411681219537
5.23,140.73781410240716
5.24,141.74447957908012
5.25,142.75410212843545
5.26,143.76667063669422
5.27,144.78217399007747
5.28,145.80060107480642
5.29,146.82194077710196
5.3,147.84618198318523
5.31,148.8733135792773
5.32,149.90332445159933
5.33,150.9362034863723
5.34,151.97193956981724
5.35,153.01052158815537
5.36,154.05193842760772
5.37,155.09617897439534
5.38,156.14323211473928
5.39,157.19308673486063
5.4,158.24573172098064
5.41,159.30115595932008
5.42,160.35934833610025
5.43,161.42029773754206
5.44,162.48399304986685
5.45,163.55042315929543
5.46,164.61957695204902
5.47,165.69144331434865
5.48,166.76601113241546
5.49,167.8432692924704
5.5,168.9232066807346
5.51,170.0058121834292
5.52,171.09107468677522
5.53,172.17898307699383
5.54,173.26952624030596
5.55,174.36269306293275
5.56,175.45847243109523
5.57,176.55685323101468
5.58,177.65782434891193
5.59,178.76137467100816
5.6,179.86749308352444
5.61,180.97616847268196
5.62,182.08738972470155
5.63,183.2011457258044
5.64,184.3174253622117
5.65,185.4362175201445
5.66,186.55751108582368
5.67,187.6812949454705
5.68,188.80755798530595
5.69,189.93628909155123
5.7,191.0674771504273
5.71,192.20111104815524
5.72,193.33717967095612
5.73,194.4756719050512
5.74,195.6165766366613
5.75,196.75988275200763
5.76,197.9055791373112
5.77,199.0536546787932
5.78,200.2040982626747
5.79,201.3568987751766
5.8,202.5120451025201
5.81,203.66952613092627
5.82,204.8293307466163
5.83,205.99144783581107
5.84,207.15586628473173
5.85,208.32257497959935
5.86,209.4915628066352
5.87,210.66281865206
5.88,211.83633140209503
5.89,213.01208994296132
5.9,214.19008316088016
5.91,215.3702999420723
5.92,216.55272917275892
5.93,217.7373597391612
5.94,218.92418052750023
5.95,220.1131804239969
5.96,221.3043483148724
5.97,222.49767308634785
5.98,223.6931436246444
5.99,224.8907488159828
6.0,226.0904775465844
6.01,227.2923187026702
6.02,228.4962611704613
6.03,229.70229383617885
6.04,230.9104055860438
6.05,232.12058530627723
6.06,233.33282188310025
6.07,234.5471042027341
6.08,235.76342115139957
6.09,236.98176161531785
6.1,238.20211448071
6.11,239.4244686337973
6.12,240.6488129608006
6.13,241.87513634794092
6.14,243.1034276814396
6.15,244.33367584751755
6.16,245.56586973239584
6.17,246.79999822229556
6.18,248.0360502034378
6.19,249.27401456204376
6.2,250.51388018433428
6.21,251.7556359565305
6.22,252.9992707648537
6.23,254.2447734955248
6.24,255.49213303476483
6.25,256.7413382687949
6.26,257.9923780838361
6.27,259.2452413661095
6.28,260.4999170018364
6.29,261.75639387723743
6.3,263.0146608785341
6.31,264.2747068919471
6.32,265.5365208036979
6.33,266.8000915000073
6.34,268.0654078670964
6.35,269.33245879118635
6.36,270.6012331584984
6.37,271.8717198552532
6.38,273.14390776767215
6.39,274.41778578197625
6.4,275.69334278438663
6.41,276.9705676611242
6.42,278.2494492984102
6.43,279.5299765824656
6.44,280.81213839951164
6.45,282.0959236357693
6.46,283.38132117745954
6.47,284.6683199108035
6.48,285.95690872202243
6.49,287.2470764973372
6.5,288.538812122969
6.51,289.8321044851388
6.52,291.1269424700678
6.53,292.423314963977
6.54,293.72121085308754
6.55,295.02061902362044
6.56,296.3215283617968
6.57,297.62392775383773
6.58,298.9278060859642
6.59,300.23315224439733
6.6,301.5399551153583
6.61,302.8482035850682
6.62,304.1578865397479
6.63,305.4689928656185
6.64,306.78151144890126
6.65,308.0954311758173
6.66,309.41074093258743
6.67,310.72742960543286
6.68,312.0454860805747
6.69,313.36489924423404
6.7,314.6856579826318
6.71,316.0077511819892
6.72,317.33116772852736
6.73,318.65589650846726
6.74,319.98192640803006
6.75,321.30924631343663
6.76,322.6378451109083
6.77,323.967711686666
6.78,325.298834926931
6.79,326.63120371792405
6.8,327.9648069458664
6.81,329.2996334969792
6.82,330.6356722574835
6.83,331.9729121136002
6.84,333.3113419515508
6.85,334.6509506575558
6.86,335.9917271178367
6.87,337.33366021861445
6.88,338.67673884611
6.89,340.02095188654465
6.9,341.3662882261395
6.91,342.7127367511153
6.92,344.0602863476934
6.93,345.4089259020948
6.94,346.75864430054065
6.95,348.10943042925186
6.96,349.4612731744497
6.97,350.8141614223551
6.98,352.16808405918925
6.99,353.5230299711732
7.0,354.87898804452783
7.01,356.2359471654745
7.02,357.593896220234
7.03,358.95282409502784
7.04,360.3127196760768
7.05,361.6735718496018
7.06,363.0353695018242
7.07,364.3981015189653
7.08,365.7617567872455
7.09,367.1263241928862
7.1,368.49179262210873
7.11,369.8581509611339
7.12,371.2253880961829
7.13,372.5934929134766
7.14,373.9624542992362
7.15,375.3322611396831
7.16,376.70290232103775
7.17,378.0743667295218
7.18,379.4466432513559
7.19,380.8197207727615
7.2,382.1935881799593
7.21,383.56823435917073
7.22,384.9436481966166
7.23,386.3198185785182
7.24,387.6967343910964
7.25,389.0743845205724
7.26,390.4527578531672
7.27,391.831843275102
7.28,393.2116296725978
7.29,394.59210593187566
7.3,395.9732609391567
7.31,397.3550835806619
7.32,398.7375627426126
7.33,400.1206873112296
7.34,401.5044461727341
7.35,402.888828213347
7.36,404.2738223192897
7.37,405.6594173767829
7.38,407.04560227204814
7.39,408.432365891306
7.4,409.8196971207781
7.41,411.20758484668494
7.42,412.59601795524793
7.43,413.984985332688
7.44,415.3744758652265
7.45,416.76447843908414
7.46,418.1549819404823
7.47,419.5459752556419
7.48,420.9374472707841
7.49,422.3293868721297
7.5,423.7217829459003
7.51,425.1146243783164
7.52,426.5079000555996
7.53,427.9015988639707
7.54,429.29570968965066
7.55,430.69022141886086
7.56,432.0851229378221
7.57,433.4804031327558
7.58,434.8760508898826
7.59,436.2720550954239
7.6,437.6684046356006
7.61,439.0650883966339
7.62,440.4620952647449
7.63,441.85941412615455
7.64,443.2570338670839
7.65,444.6549433737543
7.66,446.0531315323865
7.67,447.45158722920166
7.68,448.850299350421
7.69,450.2492567822656
7.7,451.6484484109562
7.71,453.0478631227143
7.72,454.44748980376073
7.73,455.84731734031686
7.74,457.2473346186033
7.75,458.64753052484144
7.76,460.0478939452522
7.77,461.4484137660568
7.78,462.8490788734764
7.79,464.2498781537318
7.8,465.6508004930442
7.81,467.05183477763467
7.82,468.45296989372457
7.83,469.8541947275345
7.84,471.25549816528576
7.85,472.6568690931994
7.86,474.05829639749663
7.87,475.4597689643984
7.88,476.86127568012574
7.89,478.2628054308998
7.9,479.66434710294175
7.91,481.0658895824725
7.92,482.4674217557132
7.93,483.8689325088848
7.94,485.2704107282086
7.95,486.6718452999055
7.96,488.07322511019686
7.97,489.4745390453032
7.98,490.8757759914464
7.99,492.27692483484674
8.0,493.67797446172574
8.01,495.07891375830445
8.02,496.4797316108037
8.03,497.8804169054448
8.04,499.2809585284488
8.05,500.6813453660369
8.06,502.0815663044299
8.07,503.4816102298489
8.08,504.8814660285152
8.09,506.28112258664953
8.1,507.6805687904734
8.11,509.07979352620765
8.12,510.4787856800733
8.13,511.877534138292
8.14,513.2760277870839
8.15,514.6742555126705
8.16,516.0722062012728
8.17,517.469868739112
8.18,518.8672320124093
8.19,520.2642849073856
8.2,521.661016310262
8.21,523.0574151072597
8.22,524.4534701845995
8.23,525.8491704285026
8.24,527.2445047251902
8.25,528.6394619608832
8.26,530.0340310218029
8.27,531.42820079417
8.28,532.821960164206
8.29,534.2152980181316
8.3,535.6082032421687
8.31,537.0006647225371
8.32,538.3926713454587
8.33,539.7842119971544
8.34,541.1752755638455
8.35,542.5658509317525
8.36,543.955926987097
8.37,545.3454926160998
8.38,546.7345367049825
8.39,548.1230481399655
8.4,549.51101580727
8.41,550.8984285931174
8.42,552.2852753837285
8.43,553.6715450653245
8.44,555.0572265241265
8.45,556.4423086463554
8.46,557.8267803182327
8.47,559.210630425979
8.48,560.5938478558155
8.49,561.9764214939634
8.5,563.3583402266436
8.51,564.7395929400775
8.52,566.1201685204858
8.53,567.5000558540899
8.54,568.8792438271105
8.55,570.2577213257692
8.56,571.6354772362866
8.57,573.0125004448839
8.58,574.3887798377825
8.59,575.764304301203
8.6,577.1390627213666
8.61,578.5130439844945
8.62,579.8862369768077
8.63,581.2586305845277
8.64,582.630213693875
8.65,584.0009751910707
8.66,585.3709039623362
8.67,586.7399888938924
8.68,588.1082188719603
8.69,589.4755827827612
8.7,590.8420695125159
8.71,592.207667947446
8.72,593.5723669737719
8.73,594.936155477715
8.74,596.2990223454965
8.75,597.6609564633371
8.76,599.0219467174584
8.77,600.3819819940811
8.78,601.7410511794262
8.79,603.0991431597151
8.8,604.456246821169
8.81,605.8123510500084
8.82,607.1674447324547
8.83,608.521516754729
8.84,609.8745560030522
8.85,611.2265513636456
8.86,612.5774917227302
8.87,613.9273659665272
8.88,615.2761629812576
8.89,616.6238716531421
8.9,617.9704808684024
8.91,619.3159795132591
8.92,620.6603564739335
8.93,622.0036006366465
8.94,623.3457008876196
8.95,624.6866461130733
8.96,626.0264251992294
8.97,627.365027032308
8.98,628.702440498531
8.99,630.0386544841191
9.0,631.3736578752935
9.01,632.7074395582753
9.02,634.0399884192855
9.03,635.371293344545
9.04,636.7013432202754
9.05,638.0301269326974
9.06,639.3576333680321
9.07,640.6838514125006
9.08,642.0087699523239
9.09,643.3323778737233
9.1,644.6546640629194
9.11,645.9756174061341
9.12,647.2952267895876
9.13,648.6134810995018
9.14,649.930369222097
9.15,651.2458800435949
9.16,652.5600024502161
9.17,653.8727253281818
9.18,655.1840375637132
9.19,656.4939280430315
9.2,657.8023856523575
9.21,659.1093992779126
9.22,660.4149578059175
9.23,661.7190501225933
9.24,663.0216651141615
9.25,664.3227916668427
9.26,665.6224186668583
9.27,666.920535000429
9.28,668.2171295537762
9.29,669.5121912131212
9.3,670.8057088646849
9.31,672.0976713946877
9.32,673.3880676893517
9.33,674.6768866348973
9.34,675.9641171175456
9.35,677.2497480235184
9.36,678.5337682390357
9.37,679.8161666503195
9.38,681.0969321435905
9.39,682.3760536050696
9.4,683.6535199209782
9.41,684.9293199775369
9.42,686.2034426609673
9.43,687.4758768574902
9.44,688.7466114533271
9.45,690.0156353346985
9.46,691.2829373878258
9.47,692.54850649893
9.48,693.8123315542323
9.49,695.0744014399535
9.5,696.3347050423147
9.51,697.5932312475372
9.52,698.8499689418419
9.53,700.10490701145
9.54,701.3580343425826
9.55,702.6093398214609
9.56,703.8588123343055
9.57,705.1064407673379
9.58,706.352214006779
9.59,707.5961209388499
9.6,708.8381504497718
9.61,710.0782914257652
9.62,711.3165327530523
9.63,712.5528633178535
9.64,713.7872720063896
9.65,715.0197477048821
9.66,716.2502792995517
9.67,717.4788556766201
9.68,718.7054657223078
9.69,719.9300983228361
9.7,721.1527423644261
9.71,722.3733867332992
9.72,723.5920203156757
9.73,724.8086319977773
9.74,726.0232106658248
9.75,727.2357452060394
9.76,728.4462245046419
9.77,729.6546374478537
9.78,730.8609729218961
9.79,732.0652198129893
9.8,733.2673670073557
9.81,734.4674033912152
9.82,735.665317850789
9.83,736.8610992722988
9.84,738.0547365419654
9.85,739.2462185460098
9.86,740.4355341706529
9.87,741.6226723021161
9.88,742.8076218266208
9.89,743.9903716303868
9.9,745.1709105996366
9.91,746.3492276205905
9.92,747.5253115794699
9.93,748.6991513624955
9.94,749.8707358558886
9.95,751.0400539458706
9.96,752.2070945186622
9.97,753.3718464604844
9.98,754.5342986575586
9.99,755.6944399961055
10.0,756.8522593623466
10.01,758.0077456425026
10.02,759.1608877227947
10.03,760.311674489444
10.04,761.4600948286717
10.05,762.6061376266991
10.06,763.7497917697465
10.07,764.8910461440355
10.08,766.0298896357872
10.09,767.1663111312223
10.1,768.3002995165623
10.11,769.4318436780284
10.12,770.560932501841
10.13,771.6875548742219
10.14,772.8116996813919
10.15,773.9333558095718
10.16,775.052512144983
10.17,776.1691575738464
10.18,777.2832809823832
10.19,778.3948712568144
10.2,779.5039172833615
10.21,780.610407948245
10.22,781.714332137686
10.23,782.815678737906
10.24,783.9144366351256
10.25,785.0105947155662
10.26,786.1041418654488
10.27,787.1950669709943
10.28,788.2833589184243
10.29,789.3690065939593
10.3,790.4519988838208
10.31,791.5323246742295
10.32,792.6099728514065
10.33,793.6849323015733
10.34,794.7571919109506
10.35,795.8267405657595
10.36,796.8935671522213
10.37,797.9576605565567
10.38,799.0190096649874
10.39,800.0776033637339
10.4,801.1334305390172
10.41,802.1864800770591
10.42,803.23674086408
10.43,804.2842017863011
10.44,805.3288517299437
10.45,806.3706795812286
10.46,807.4096742263775
10.47,808.4458245516105
10.48,809.4791194431496
10.49,810.5095477872151
10.5,811.5370984700285
10.51,812.5617603778107
10.52,813.5835223967831
10.53,814.6023734131664
10.54,815.6183023131821
10.55,816.631297983051
10.56,817.6413493089942
10.57,818.6484451772326
10.58,819.6525744739877
10.59,820.6537260854798
10.6,821.651888897931
10.61,822.6470517975617
10.62,823.6392036705932
10.63,824.6283334032469
10.64,825.6144298817433
10.65,826.5974819923035
10.66,827.5774786211488
10.67,828.5544086545003
10.68,829.528260978579
10.69,830.4990244796061
10.7,831.4666880438024
10.71,832.4312405573894
10.72,833.3926709065878
10.73,834.3509679776188
10.74,835.3061206567036
10.75,836.2581178300632
10.76,837.2069483839183
10.77,838.1526012044906
10.78,839.0950651780008
10.79,840.03432919067
10.8,840.9703821287196
10.81,841.9032128783704
10.82,842.8328103258434
10.83,843.7591633573596
10.84,844.6822608591406
10.85,845.6020917174069
10.86,846.51864481838
10.87,847.4319090482807
10.88,848.3418732933302
10.89,849.2485264397495
10.9,850.1518573737598
10.91,851.051854981582
10.92,851.9485081494373
10.93,852.8418057635466
10.94,853.7317367101316
10.95,854.6182898754123
10.96,855.501454145611
10.97,856.3812184069478
10.98,857.2575715456442
10.99,858.1305024479212
11.0,859.0
11.01,859.8660553850004
11.02,860.7286689736396
11.03,861.5878434335335
11.04,862.4435814322978
11.05,863.2958856375485
11.06,864.144758716901
11.07,864.990203337972
11.08,865.8322221683769
11.09,866.6708178757314
11.1,867.5059931276518
11.11,868.3377505917539
11.12,869.1660929356534
11.13,869.9910228269664
11.14,870.8125429333085
11.15,871.6306559222959
11.16,872.4453644615442
11.17,873.2566712186696
11.18,874.0645788612876
11.19,874.8690900570143
11.2,875.6702074734657
11.21,876.4679337782579
11.22,877.262271639006
11.23,878.0532237233265
11.24,878.8407926988351
11.25,879.6249812331478
11.26,880.4057919938801
11.27,881.1832276486484
11.28,881.9572908650683
11.29,882.7279843107559
11.3,883.4953106533268
11.31,884.2592725603971
11.32,885.0198726995827
11.33,885.7771137384991
11.34,886.5309983447625
11.35,887.2815291859889
11.36,888.0287089297941
11.37,888.7725402437935
11.38,889.513025795604
11.39,890.2501682528408
11.4,890.9839702831197
11.41,891.7144345540569
11.42,892.4415637332678
11.43,893.1653604883691
11.44,893.8858274869758
11.45,894.6029673967045
11.46,895.3167828851709
11.47,896.0272766199904
11.48,896.7344512687796
11.49,897.4383094991538
11.5,898.1388539787292
11.51,898.8360873751217
11.52,899.5300123559471
11.53,900.2206315888211
11.54,900.90794774136
11.55,901.5919634811794
11.56,902.2726814758952
11.57,902.9501043931232
11.58,903.6242349004798
11.59,904.29507566558
11.6,904.9626293560408
11.61,905.6268986394768
11.62,906.2878861835048
11.63,906.9455946557406
11.64,907.6000267237998
11.65,908.2511850552984
11.66,908.8990723178524
11.67,909.5436911790772
11.68,910.1850443065894
11.69,910.8231343680044
11.7,911.4579640309382
11.71,912.0895359630068
11.72,912.717852831826
11.73,913.342917305012
11.74,913.96473205018
11.75,914.5832997349462
11.76,915.1986230269268
11.77,915.810704593737
11.78,916.4195471029936
11.79,917.0251532223116
11.8,917.6275256193076
11.81,918.226666961597
11.82,918.822579916796
11.83,919.41526715252
11.84,920.0047313363856
11.85,920.590975136008
11.86,921.1740012190036
11.87,921.7538122529882
11.88,922.3304109055772
11.89,922.9037998443868
11.9,923.4739817370332
11.91,924.040959251132
11.92,924.604735054299
11.93,925.1653118141504
11.94,925.7226921983016
11.95,926.2768788743688
11.96,926.8278745099678
11.97,927.3756817727146
11.98,927.9203033302248
11.99,928.461741850115
12.0,929.0
12.01,929.5350822245204
12.02,930.0670000764114
12.03,930.595766885432
12.04,931.1213959813414
12.05,931.643900693899
12.06,932.163294352864
12.07,932.6795902879952
12.08,933.1928018290524
12.09,933.7029423057946
12.1,934.2100250479808
12.11,934.71406338537
12.12,935.2150706477222
12.13,935.7130601647962
12.14,936.208045266351
12.15,936.700039282146
12.16,937.1890555419404
12.17,937.6751073754936
12.18,938.1582081125646
12.19,938.6383710829124
12.2,939.1156096162964
12.21,939.5899370424762
12.22,940.0613666912104
12.23,940.5299118922584
12.24,940.9955859753796
12.25,941.4584022703332
12.26,941.918374106878
12.27,942.3755148147736
12.28,942.8298377237792
12.29,943.2813561636538
12.3,943.730083464157
12.31,944.1760329550476
12.32,944.6192179660848
12.33,945.059651827028
12.34,945.4973478676364
12.35,945.9323194176692
12.36,946.3645798068856
12.37,946.7941423650446
12.38,947.221020421906
12.39,947.6452273072284
12.4,948.0667763507712
12.41,948.4856808822937
12.42,948.9019542315548
12.43,949.315609728314
12.44,949.7266607023308
12.45,950.1351204833636
12.46,950.5410024011724
12.47,950.9443197855162
12.48,951.3450859661538
12.49,951.7433142728448
12.5,952.1390180353484
12.51,952.5322105834234
12.52,952.9229052468296
12.53,953.3111153553258
12.54,953.6968542386716
12.55,954.080135226626
12.56,954.460971648948
12.57,954.8393768353968
12.58,955.2153641157316
12.59,955.5889468197124
12.6,955.9601382770976
12.61,956.3289518176464
12.62,956.6954007711184
12.63,957.0594984672726
